ID;Geslacht;Leeftijd;LevenLangOntwikkelen;Bedrijfskenmerken;Perioden;WerkzameBeroepsbevolking15Tot75Jaar_1
1033;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;P Onderwijs;2023;168.0
1034;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;Q Gezondheids- en welzijnszorg;2013;211.0
1035;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;Q Gezondheids- en welzijnszorg;2014;187.0
1036;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;Q Gezondheids- en welzijnszorg;2015;190.0
1037;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;Q Gezondheids- en welzijnszorg;2016;194.0
1038;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;Q Gezondheids- en welzijnszorg;2017;196.0
1039;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;Q Gezondheids- en welzijnszorg;2018;205.0
1040;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;Q Gezondheids- en welzijnszorg;2019;223.0
1041;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;Q Gezondheids- en welzijnszorg;2020;238.0
1042;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;Q Gezondheids- en welzijnszorg;2021;285.0
1043;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;Q Gezondheids- en welzijnszorg;2022;299.0
1044;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;Q Gezondheids- en welzijnszorg;2023;321.0
1045;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;R Cultuur, sport en recreatie;2013;34.0
1046;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;R Cultuur, sport en recreatie;2014;33.0
1047;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;R Cultuur, sport en recreatie;2015;37.0
1048;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;R Cultuur, sport en recreatie;2016;37.0
1049;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;R Cultuur, sport en recreatie;2017;38.0
1050;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;R Cultuur, sport en recreatie;2018;41.0
1051;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;R Cultuur, sport en recreatie;2019;47.0
1052;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;R Cultuur, sport en recreatie;2020;37.0
1053;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;R Cultuur, sport en recreatie;2021;43.0
1054;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;R Cultuur, sport en recreatie;2022;58.0
1055;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;R Cultuur, sport en recreatie;2023;60.0
1056;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;S Overige dienstverlening;2013;25.0
1057;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;S Overige dienstverlening;2014;22.0
1058;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;S Overige dienstverlening;2015;20.0
1059;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;S Overige dienstverlening;2016;20.0
1060;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;S Overige dienstverlening;2017;19.0
1061;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;S Overige dienstverlening;2018;18.0
1062;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;S Overige dienstverlening;2019;18.0
1063;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;S Overige dienstverlening;2020;18.0
1064;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;S Overige dienstverlening;2021;21.0
1065;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;S Overige dienstverlening;2022;20.0
1066;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;S Overige dienstverlening;2023;22.0
1067;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;T Huishoudens;2013;2.0
1068;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;T Huishoudens;2014;3.0
1069;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;T Huishoudens;2015;1.0
1070;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;T Huishoudens;2016;1.0
1071;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;T Huishoudens;2017;2.0
1072;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;T Huishoudens;2018;1.0
1073;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;T Huishoudens;2019;2.0
1074;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;T Huishoudens;2020;2.0
1075;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;T Huishoudens;2021;1.0
1076;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;T Huishoudens;2022;1.0
1077;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;T Huishoudens;2023;2.0
1078;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;U Extraterritoriale organisaties;2013;0.0
1079;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;U Extraterritoriale organisaties;2014;0.0
1080;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;U Extraterritoriale organisaties;2015;0.0
1081;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;U Extraterritoriale organisaties;2016;0.0
1082;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;U Extraterritoriale organisaties;2017;0.0
1083;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;U Extraterritoriale organisaties;2018;0.0
1084;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;U Extraterritoriale organisaties;2019;0.0
1085;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;U Extraterritoriale organisaties;2020;0.0
1086;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;U Extraterritoriale organisaties;2021;0.0
1087;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;U Extraterritoriale organisaties;2022;0.0
1088;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;U Extraterritoriale organisaties;2023;0.0
1089;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;SBI-code onbekend;2013;129.0
1090;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;SBI-code onbekend;2014;133.0
1091;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;SBI-code onbekend;2015;116.0
1092;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;SBI-code onbekend;2016;112.0
1093;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;SBI-code onbekend;2017;153.0
1094;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;SBI-code onbekend;2018;148.0
1095;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;SBI-code onbekend;2019;157.0
1096;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;SBI-code onbekend;2020;149.0
1097;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;SBI-code onbekend;2021;71.0
1098;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;SBI-code onbekend;2022;73.0
1099;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;SBI-code onbekend;2023;68.0
1100;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;1 tot 10 werkzame personen;2013;
1101;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;1 tot 10 werkzame personen;2014;
1102;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;1 tot 10 werkzame personen;2015;
1103;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;1 tot 10 werkzame personen;2016;
1104;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;1 tot 10 werkzame personen;2017;
1105;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;1 tot 10 werkzame personen;2018;
1106;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;1 tot 10 werkzame personen;2019;
1107;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;1 tot 10 werkzame personen;2020;
1108;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;1 tot 10 werkzame personen;2021;278.0
1109;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;1 tot 10 werkzame personen;2022;301.0
1110;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;1 tot 10 werkzame personen;2023;287.0
1111;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;10 tot 50 werkzame personen;2013;
1112;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;10 tot 50 werkzame personen;2014;
1113;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;10 tot 50 werkzame personen;2015;
1114;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;10 tot 50 werkzame personen;2016;
1115;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;10 tot 50 werkzame personen;2017;
1116;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;10 tot 50 werkzame personen;2018;
1117;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;10 tot 50 werkzame personen;2019;
1118;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;10 tot 50 werkzame personen;2020;
1119;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;10 tot 50 werkzame personen;2021;523.0
1120;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;10 tot 50 werkzame personen;2022;572.0
1121;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;10 tot 50 werkzame personen;2023;571.0
1122;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;50 tot 250 werkzame personen;2013;
1123;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;50 tot 250 werkzame personen;2014;
1124;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;50 tot 250 werkzame personen;2015;
1125;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;50 tot 250 werkzame personen;2016;
1126;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;50 tot 250 werkzame personen;2017;
1127;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;50 tot 250 werkzame personen;2018;
1128;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;50 tot 250 werkzame personen;2019;
1129;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;50 tot 250 werkzame personen;2020;
1130;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;50 tot 250 werkzame personen;2021;360.0
1131;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;50 tot 250 werkzame personen;2022;363.0
1132;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;50 tot 250 werkzame personen;2023;369.0
1133;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;250 of meer werkzame personen;2013;
1134;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;250 of meer werkzame personen;2014;
1135;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;250 of meer werkzame personen;2015;
1136;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;250 of meer werkzame personen;2016;
1137;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;250 of meer werkzame personen;2017;
1138;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;250 of meer werkzame personen;2018;
1139;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;250 of meer werkzame personen;2019;
1140;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;250 of meer werkzame personen;2020;
1141;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;250 of meer werkzame personen;2021;439.0
1142;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;250 of meer werkzame personen;2022;447.0
1143;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;250 of meer werkzame personen;2023;443.0
1144;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;Werkzame personen: onbekend;2013;
1145;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;Werkzame personen: onbekend;2014;
1146;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;Werkzame personen: onbekend;2015;
1147;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;Werkzame personen: onbekend;2016;
1148;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;Werkzame personen: onbekend;2017;
1149;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;Werkzame personen: onbekend;2018;
1150;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;Werkzame personen: onbekend;2019;
1151;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;Werkzame personen: onbekend;2020;
1152;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;Werkzame personen: onbekend;2021;117.0
1153;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;Werkzame personen: onbekend;2022;118.0
1154;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt formeel onderwijs;Werkzame personen: onbekend;2023;123.0
1155;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;Totaal personen;2013;938.0
1156;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;Totaal personen;2014;990.0
1157;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;Totaal personen;2015;1040.0
1158;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;Totaal personen;2016;1050.0
1159;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;Totaal personen;2017;1063.0
1160;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;Totaal personen;2018;1061.0
1161;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;Totaal personen;2019;1078.0
1162;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;Totaal personen;2020;1017.0
1163;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;Totaal personen;2021;1653.0
1164;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;Totaal personen;2022;1626.0
1165;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;Totaal personen;2023;1636.0
1166;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;B-F Nijverheid en energie;2013;124.0
1167;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;B-F Nijverheid en energie;2014;127.0
1168;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;B-F Nijverheid en energie;2015;137.0
1169;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;B-F Nijverheid en energie;2016;132.0
1170;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;B-F Nijverheid en energie;2017;131.0
1171;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;B-F Nijverheid en energie;2018;132.0
1172;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;B-F Nijverheid en energie;2019;137.0
1173;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;B-F Nijverheid en energie;2020;120.0
1174;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;B-F Nijverheid en energie;2021;176.0
1175;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;B-F Nijverheid en energie;2022;187.0
1176;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;B-F Nijverheid en energie;2023;195.0
1177;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;G-I Handel, vervoer en horeca;2013;154.0
1178;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;G-I Handel, vervoer en horeca;2014;162.0
1179;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;G-I Handel, vervoer en horeca;2015;172.0
1180;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;G-I Handel, vervoer en horeca;2016;168.0
1181;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;G-I Handel, vervoer en horeca;2017;174.0
1182;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;G-I Handel, vervoer en horeca;2018;168.0
1183;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;G-I Handel, vervoer en horeca;2019;168.0
1184;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;G-I Handel, vervoer en horeca;2020;150.0
1185;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;G-I Handel, vervoer en horeca;2021;243.0
1186;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;G-I Handel, vervoer en horeca;2022;237.0
1187;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;G-I Handel, vervoer en horeca;2023;239.0
1188;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;G-N Commerciële dienstverlening;2013;369.0
1189;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;G-N Commerciële dienstverlening;2014;395.0
1190;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;G-N Commerciële dienstverlening;2015;419.0
1191;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;G-N Commerciële dienstverlening;2016;424.0
1192;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;G-N Commerciële dienstverlening;2017;413.0
1193;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;G-N Commerciële dienstverlening;2018;423.0
1194;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;G-N Commerciële dienstverlening;2019;424.0
1195;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;G-N Commerciële dienstverlening;2020;404.0
1196;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;G-N Commerciële dienstverlening;2021;695.0
1197;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;G-N Commerciële dienstverlening;2022;664.0
1198;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;G-N Commerciële dienstverlening;2023;664.0
1199;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;M-N Zakelijke dienstverlening;2013;107.0
1200;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;M-N Zakelijke dienstverlening;2014;115.0
1201;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;M-N Zakelijke dienstverlening;2015;124.0
1202;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;M-N Zakelijke dienstverlening;2016;134.0
1203;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;M-N Zakelijke dienstverlening;2017;124.0
1204;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;M-N Zakelijke dienstverlening;2018;135.0
1205;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;M-N Zakelijke dienstverlening;2019;147.0
1206;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;M-N Zakelijke dienstverlening;2020;132.0
1207;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;M-N Zakelijke dienstverlening;2021;234.0
1208;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;M-N Zakelijke dienstverlening;2022;228.0
1209;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;M-N Zakelijke dienstverlening;2023;228.0
1210;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;O-Q Overheid en zorg;2013;352.0
1211;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;O-Q Overheid en zorg;2014;375.0
1212;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;O-Q Overheid en zorg;2015;387.0
1213;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;O-Q Overheid en zorg;2016;392.0
1214;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;O-Q Overheid en zorg;2017;397.0
1215;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;O-Q Overheid en zorg;2018;396.0
1216;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;O-Q Overheid en zorg;2019;405.0
1217;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;O-Q Overheid en zorg;2020;372.0
1218;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;O-Q Overheid en zorg;2021;664.0
1219;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;O-Q Overheid en zorg;2022;661.0
1220;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;O-Q Overheid en zorg;2023;662.0
1221;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;O-U Niet-commerciële dienstverlening;2013;394.0
1222;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;O-U Niet-commerciële dienstverlening;2014;412.0
1223;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;O-U Niet-commerciële dienstverlening;2015;429.0
1224;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;O-U Niet-commerciële dienstverlening;2016;432.0
1225;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;O-U Niet-commerciële dienstverlening;2017;440.0
1226;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;O-U Niet-commerciële dienstverlening;2018;440.0
1227;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;O-U Niet-commerciële dienstverlening;2019;447.0
1228;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;O-U Niet-commerciële dienstverlening;2020;416.0
1229;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;O-U Niet-commerciële dienstverlening;2021;738.0
1230;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;O-U Niet-commerciële dienstverlening;2022;729.0
1231;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;O-U Niet-commerciële dienstverlening;2023;732.0
1232;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;R-U Cultuur, recreatie, overige diensten;2013;43.0
1233;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;R-U Cultuur, recreatie, overige diensten;2014;37.0
1234;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;R-U Cultuur, recreatie, overige diensten;2015;42.0
1235;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;R-U Cultuur, recreatie, overige diensten;2016;40.0
1236;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;R-U Cultuur, recreatie, overige diensten;2017;42.0
1237;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;R-U Cultuur, recreatie, overige diensten;2018;43.0
1238;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;R-U Cultuur, recreatie, overige diensten;2019;42.0
1239;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;R-U Cultuur, recreatie, overige diensten;2020;44.0
1240;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;R-U Cultuur, recreatie, overige diensten;2021;74.0
1241;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;R-U Cultuur, recreatie, overige diensten;2022;67.0
1242;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;R-U Cultuur, recreatie, overige diensten;2023;70.0
1243;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;A Landbouw, bosbouw en visserij;2013;12.0
1244;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;A Landbouw, bosbouw en visserij;2014;11.0
1245;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;A Landbouw, bosbouw en visserij;2015;14.0
1246;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;A Landbouw, bosbouw en visserij;2016;12.0
1247;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;A Landbouw, bosbouw en visserij;2017;13.0
1248;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;A Landbouw, bosbouw en visserij;2018;12.0
1249;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;A Landbouw, bosbouw en visserij;2019;10.0
1250;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;A Landbouw, bosbouw en visserij;2020;11.0
1251;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;A Landbouw, bosbouw en visserij;2021;23.0
1252;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;A Landbouw, bosbouw en visserij;2022;19.0
1253;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;A Landbouw, bosbouw en visserij;2023;23.0
1254;Totaal mannen en vrouwen;15 tot 75 jaar;Volgt niet-formeel onderwijs;B Delfstoffenwinning;2013;2.0
