ID;Sex;EmploymentType;SectorBranchesSIC2008;Periods;EmployedPersons_1;Jobs_2;FullTimeEquivalentFte_3;HoursWorked_4
762;Total male and female;Total;28 Manufacture of machinery n.e.c.;2001;83.0;84.0;78.0;143.0
763;Total male and female;Total;28 Manufacture of machinery n.e.c.;2002;78.0;80.0;74.0;135.0
764;Total male and female;Total;28 Manufacture of machinery n.e.c.;2003;75.0;77.0;71.0;132.0
765;Total male and female;Total;28 Manufacture of machinery n.e.c.;2004;74.0;76.0;70.0;131.0
766;Total male and female;Total;28 Manufacture of machinery n.e.c.;2005;74.0;75.0;70.0;128.0
767;Total male and female;Total;28 Manufacture of machinery n.e.c.;2006;74.0;76.0;70.0;128.0
768;Total male and female;Total;28 Manufacture of machinery n.e.c.;2007;76.0;78.0;72.0;132.0
769;Total male and female;Total;28 Manufacture of machinery n.e.c.;2008;78.0;80.0;74.0;135.0
770;Total male and female;Total;28 Manufacture of machinery n.e.c.;2009;77.0;79.0;73.0;131.0
771;Total male and female;Total;28 Manufacture of machinery n.e.c.;2010;72.0;74.0;68.0;125.0
772;Total male and female;Total;28 Manufacture of machinery n.e.c.;2011;74.0;76.0;70.0;129.0
773;Total male and female;Total;28 Manufacture of machinery n.e.c.;2012;76.0;78.0;72.0;131.0
774;Total male and female;Total;28 Manufacture of machinery n.e.c.;2013;77.0;79.0;73.0;135.0
775;Total male and female;Total;28 Manufacture of machinery n.e.c.;2014;79.0;80.0;74.0;139.0
776;Total male and female;Total;28 Manufacture of machinery n.e.c.;2015;79.0;81.0;75.0;138.0
777;Total male and female;Total;28 Manufacture of machinery n.e.c.;2016;80.0;82.0;76.0;140.0
778;Total male and female;Total;28 Manufacture of machinery n.e.c.;2017;83.0;85.0;79.0;143.0
779;Total male and female;Total;28 Manufacture of machinery n.e.c.;2018;84.0;86.0;80.0;145.0
780;Total male and female;Total;28 Manufacture of machinery n.e.c.;2019;89.0;91.0;85.0;152.0
781;Total male and female;Total;28 Manufacture of machinery n.e.c.;2020;91.0;93.0;87.0;144.0
782;Total male and female;Total;28 Manufacture of machinery n.e.c.;2021;93.0;95.0;89.0;156.0
783;Total male and female;Total;28 Manufacture of machinery n.e.c.;2022;97.0;99.0;92.0;161.0
784;Total male and female;Total;29 Manufacture of cars and trailers;1995;27.0;28.0;26.0;48.0
785;Total male and female;Total;29 Manufacture of cars and trailers;1996;26.0;26.0;25.0;45.0
786;Total male and female;Total;29 Manufacture of cars and trailers;1997;26.0;26.0;25.0;45.0
787;Total male and female;Total;29 Manufacture of cars and trailers;1998;27.0;27.0;26.0;47.0
788;Total male and female;Total;29 Manufacture of cars and trailers;1999;27.0;28.0;26.0;48.0
789;Total male and female;Total;29 Manufacture of cars and trailers;2000;28.0;28.0;26.0;47.0
790;Total male and female;Total;29 Manufacture of cars and trailers;2001;27.0;28.0;26.0;47.0
791;Total male and female;Total;29 Manufacture of cars and trailers;2002;26.0;27.0;25.0;45.0
792;Total male and female;Total;29 Manufacture of cars and trailers;2003;26.0;26.0;25.0;44.0
793;Total male and female;Total;29 Manufacture of cars and trailers;2004;24.0;25.0;23.0;42.0
794;Total male and female;Total;29 Manufacture of cars and trailers;2005;23.0;24.0;22.0;40.0
795;Total male and female;Total;29 Manufacture of cars and trailers;2006;23.0;24.0;22.0;39.0
796;Total male and female;Total;29 Manufacture of cars and trailers;2007;23.0;23.0;22.0;38.0
797;Total male and female;Total;29 Manufacture of cars and trailers;2008;24.0;24.0;22.0;39.0
798;Total male and female;Total;29 Manufacture of cars and trailers;2009;22.0;22.0;21.0;32.0
799;Total male and female;Total;29 Manufacture of cars and trailers;2010;20.0;20.0;19.0;32.0
800;Total male and female;Total;29 Manufacture of cars and trailers;2011;20.0;20.0;19.0;33.0
801;Total male and female;Total;29 Manufacture of cars and trailers;2012;19.0;20.0;18.0;32.0
802;Total male and female;Total;29 Manufacture of cars and trailers;2013;18.0;19.0;18.0;31.0
803;Total male and female;Total;29 Manufacture of cars and trailers;2014;18.0;19.0;18.0;32.0
804;Total male and female;Total;29 Manufacture of cars and trailers;2015;20.0;20.0;19.0;34.0
805;Total male and female;Total;29 Manufacture of cars and trailers;2016;21.0;21.0;20.0;36.0
806;Total male and female;Total;29 Manufacture of cars and trailers;2017;22.0;22.0;21.0;37.0
807;Total male and female;Total;29 Manufacture of cars and trailers;2018;25.0;25.0;24.0;42.0
808;Total male and female;Total;29 Manufacture of cars and trailers;2019;26.0;26.0;25.0;43.0
809;Total male and female;Total;29 Manufacture of cars and trailers;2020;25.0;25.0;24.0;32.0
810;Total male and female;Total;29 Manufacture of cars and trailers;2021;24.0;25.0;23.0;39.0
811;Total male and female;Total;29 Manufacture of cars and trailers;2022;25.0;25.0;24.0;40.0
812;Total male and female;Total;29-30 Transport equipment;1995;45.0;46.0;44.0;81.0
813;Total male and female;Total;29-30 Transport equipment;1996;43.0;44.0;42.0;78.0
814;Total male and female;Total;29-30 Transport equipment;1997;43.0;43.0;42.0;76.0
815;Total male and female;Total;29-30 Transport equipment;1998;45.0;46.0;44.0;81.0
816;Total male and female;Total;29-30 Transport equipment;1999;46.0;47.0;44.0;82.0
817;Total male and female;Total;29-30 Transport equipment;2000;46.0;47.0;44.0;81.0
818;Total male and female;Total;29-30 Transport equipment;2001;46.0;47.0;44.0;80.0
819;Total male and female;Total;29-30 Transport equipment;2002;45.0;45.0;43.0;77.0
820;Total male and female;Total;29-30 Transport equipment;2003;44.0;44.0;41.0;75.0
821;Total male and female;Total;29-30 Transport equipment;2004;41.0;42.0;39.0;72.0
822;Total male and female;Total;29-30 Transport equipment;2005;39.0;40.0;37.0;68.0
823;Total male and female;Total;29-30 Transport equipment;2006;39.0;39.0;37.0;66.0
824;Total male and female;Total;29-30 Transport equipment;2007;39.0;40.0;37.0;66.0
825;Total male and female;Total;29-30 Transport equipment;2008;40.0;41.0;38.0;67.0
826;Total male and female;Total;29-30 Transport equipment;2009;39.0;40.0;37.0;63.0
827;Total male and female;Total;29-30 Transport equipment;2010;38.0;39.0;36.0;63.0
828;Total male and female;Total;29-30 Transport equipment;2011;38.0;39.0;36.0;64.0
829;Total male and female;Total;29-30 Transport equipment;2012;37.0;38.0;35.0;62.0
830;Total male and female;Total;29-30 Transport equipment;2013;36.0;37.0;34.0;62.0
831;Total male and female;Total;29-30 Transport equipment;2014;36.0;37.0;34.0;63.0
832;Total male and female;Total;29-30 Transport equipment;2015;38.0;38.0;36.0;64.0
833;Total male and female;Total;29-30 Transport equipment;2016;38.0;39.0;37.0;66.0
834;Total male and female;Total;29-30 Transport equipment;2017;39.0;40.0;37.0;67.0
835;Total male and female;Total;29-30 Transport equipment;2018;43.0;44.0;41.0;72.0
836;Total male and female;Total;29-30 Transport equipment;2019;45.0;46.0;43.0;75.0
837;Total male and female;Total;29-30 Transport equipment;2020;43.0;44.0;41.0;62.0
838;Total male and female;Total;29-30 Transport equipment;2021;42.0;43.0;40.0;69.0
839;Total male and female;Total;29-30 Transport equipment;2022;43.0;43.0;41.0;70.0
840;Total male and female;Total;30 Manufacture of other transport;1995;18.0;19.0;18.0;34.0
841;Total male and female;Total;30 Manufacture of other transport;1996;17.0;18.0;17.0;33.0
842;Total male and female;Total;30 Manufacture of other transport;1997;17.0;17.0;17.0;31.0
843;Total male and female;Total;30 Manufacture of other transport;1998;18.0;19.0;18.0;34.0
844;Total male and female;Total;30 Manufacture of other transport;1999;19.0;19.0;18.0;34.0
845;Total male and female;Total;30 Manufacture of other transport;2000;19.0;19.0;18.0;33.0
846;Total male and female;Total;30 Manufacture of other transport;2001;18.0;19.0;18.0;33.0
847;Total male and female;Total;30 Manufacture of other transport;2002;18.0;19.0;18.0;32.0
848;Total male and female;Total;30 Manufacture of other transport;2003;18.0;18.0;17.0;31.0
849;Total male and female;Total;30 Manufacture of other transport;2004;17.0;17.0;16.0;30.0
850;Total male and female;Total;30 Manufacture of other transport;2005;16.0;16.0;15.0;28.0
851;Total male and female;Total;30 Manufacture of other transport;2006;15.0;16.0;15.0;27.0
852;Total male and female;Total;30 Manufacture of other transport;2007;16.0;16.0;15.0;28.0
853;Total male and female;Total;30 Manufacture of other transport;2008;17.0;17.0;16.0;29.0
854;Total male and female;Total;30 Manufacture of other transport;2009;18.0;18.0;17.0;31.0
855;Total male and female;Total;30 Manufacture of other transport;2010;18.0;19.0;17.0;31.0
856;Total male and female;Total;30 Manufacture of other transport;2011;18.0;19.0;17.0;31.0
857;Total male and female;Total;30 Manufacture of other transport;2012;18.0;18.0;17.0;30.0
858;Total male and female;Total;30 Manufacture of other transport;2013;18.0;18.0;17.0;31.0
859;Total male and female;Total;30 Manufacture of other transport;2014;18.0;18.0;17.0;31.0
860;Total male and female;Total;30 Manufacture of other transport;2015;18.0;18.0;17.0;30.0
861;Total male and female;Total;30 Manufacture of other transport;2016;17.0;18.0;16.0;30.0
862;Total male and female;Total;30 Manufacture of other transport;2017;17.0;18.0;16.0;30.0
863;Total male and female;Total;30 Manufacture of other transport;2018;18.0;18.0;17.0;30.0
864;Total male and female;Total;30 Manufacture of other transport;2019;19.0;19.0;18.0;32.0
865;Total male and female;Total;30 Manufacture of other transport;2020;18.0;19.0;17.0;31.0
866;Total male and female;Total;30 Manufacture of other transport;2021;18.0;18.0;17.0;30.0
867;Total male and female;Total;30 Manufacture of other transport;2022;18.0;19.0;17.0;30.0
868;Total male and female;Total;31-33 Other manufacturing and repair;1995;187.0;192.0;174.0;298.0
869;Total male and female;Total;31-33 Other manufacturing and repair;1996;188.0;193.0;175.0;304.0
870;Total male and female;Total;31-33 Other manufacturing and repair;1997;192.0;197.0;179.0;309.0
871;Total male and female;Total;31-33 Other manufacturing and repair;1998;198.0;202.0;184.0;318.0
872;Total male and female;Total;31-33 Other manufacturing and repair;1999;199.0;204.0;185.0;318.0
873;Total male and female;Total;31-33 Other manufacturing and repair;2000;202.0;207.0;185.0;315.0
874;Total male and female;Total;31-33 Other manufacturing and repair;2001;203.0;207.0;186.0;315.0
875;Total male and female;Total;31-33 Other manufacturing and repair;2002;201.0;204.0;184.0;309.0
876;Total male and female;Total;31-33 Other manufacturing and repair;2003;198.0;201.0;180.0;304.0
877;Total male and female;Total;31-33 Other manufacturing and repair;2004;196.0;199.0;178.0;306.0
878;Total male and female;Total;31-33 Other manufacturing and repair;2005;194.0;197.0;175.0;298.0
879;Total male and female;Total;31-33 Other manufacturing and repair;2006;193.0;197.0;174.0;297.0
880;Total male and female;Total;31-33 Other manufacturing and repair;2007;192.0;196.0;174.0;297.0
881;Total male and female;Total;31-33 Other manufacturing and repair;2008;192.0;196.0;173.0;295.0
882;Total male and female;Total;31-33 Other manufacturing and repair;2009;192.0;197.0;173.0;295.0
883;Total male and female;Total;31-33 Other manufacturing and repair;2010;191.0;195.0;171.0;292.0
884;Total male and female;Total;31-33 Other manufacturing and repair;2011;188.0;194.0;167.0;289.0
885;Total male and female;Total;31-33 Other manufacturing and repair;2012;186.0;192.0;165.0;283.0
886;Total male and female;Total;31-33 Other manufacturing and repair;2013;181.0;186.0;159.0;274.0
887;Total male and female;Total;31-33 Other manufacturing and repair;2014;182.0;188.0;160.0;277.0
888;Total male and female;Total;31-33 Other manufacturing and repair;2015;181.0;187.0;160.0;276.0
889;Total male and female;Total;31-33 Other manufacturing and repair;2016;178.0;184.0;157.0;274.0
890;Total male and female;Total;31-33 Other manufacturing and repair;2017;176.0;183.0;157.0;273.0
891;Total male and female;Total;31-33 Other manufacturing and repair;2018;176.0;183.0;156.0;271.0
892;Total male and female;Total;31-33 Other manufacturing and repair;2019;177.0;184.0;157.0;275.0
893;Total male and female;Total;31-33 Other manufacturing and repair;2020;173.0;180.0;153.0;261.0
894;Total male and female;Total;31-33 Other manufacturing and repair;2021;169.0;177.0;150.0;258.0
895;Total male and female;Total;31-33 Other manufacturing and repair;2022;168.0;176.0;149.0;255.0
896;Total male and female;Total;"31-32 Manufacture of furniture; other";1995;151.0;155.0;140.0;233.0
897;Total male and female;Total;"31-32 Manufacture of furniture; other";1996;152.0;156.0;140.0;240.0
898;Total male and female;Total;"31-32 Manufacture of furniture; other";1997;155.0;160.0;144.0;244.0
899;Total male and female;Total;"31-32 Manufacture of furniture; other";1998;159.0;163.0;148.0;250.0
900;Total male and female;Total;"31-32 Manufacture of furniture; other";1999;160.0;165.0;148.0;249.0
901;Total male and female;Total;"31-32 Manufacture of furniture; other";2000;162.0;167.0;149.0;247.0
902;Total male and female;Total;"31-32 Manufacture of furniture; other";2001;164.0;167.0;149.0;247.0
903;Total male and female;Total;"31-32 Manufacture of furniture; other";2002;162.0;165.0;148.0;241.0
904;Total male and female;Total;"31-32 Manufacture of furniture; other";2003;160.0;163.0;145.0;239.0
905;Total male and female;Total;"31-32 Manufacture of furniture; other";2004;159.0;162.0;143.0;241.0
906;Total male and female;Total;"31-32 Manufacture of furniture; other";2005;157.0;160.0;140.0;233.0
907;Total male and female;Total;"31-32 Manufacture of furniture; other";2006;155.0;159.0;139.0;232.0
908;Total male and female;Total;"31-32 Manufacture of furniture; other";2007;154.0;157.0;138.0;230.0
909;Total male and female;Total;"31-32 Manufacture of furniture; other";2008;152.0;155.0;136.0;226.0
910;Total male and female;Total;"31-32 Manufacture of furniture; other";2009;152.0;156.0;136.0;227.0
911;Total male and female;Total;"31-32 Manufacture of furniture; other";2010;151.0;155.0;134.0;224.0
912;Total male and female;Total;"31-32 Manufacture of furniture; other";2011;149.0;152.0;131.0;220.0
913;Total male and female;Total;"31-32 Manufacture of furniture; other";2012;146.0;150.0;128.0;213.0
914;Total male and female;Total;"31-32 Manufacture of furniture; other";2013;140.0;144.0;122.0;203.0
915;Total male and female;Total;"31-32 Manufacture of furniture; other";2014;141.0;145.0;122.0;205.0
916;Total male and female;Total;"31-32 Manufacture of furniture; other";2015;139.0;143.0;121.0;202.0
917;Total male and female;Total;"31-32 Manufacture of furniture; other";2016;134.0;139.0;117.0;198.0
918;Total male and female;Total;"31-32 Manufacture of furniture; other";2017;132.0;136.0;115.0;193.0
919;Total male and female;Total;"31-32 Manufacture of furniture; other";2018;129.0;133.0;112.0;188.0
920;Total male and female;Total;"31-32 Manufacture of furniture; other";2019;128.0;133.0;111.0;188.0
921;Total male and female;Total;"31-32 Manufacture of furniture; other";2020;125.0;129.0;108.0;179.0
922;Total male and female;Total;"31-32 Manufacture of furniture; other";2021;121.0;126.0;106.0;176.0
923;Total male and female;Total;"31-32 Manufacture of furniture; other";2022;119.0;124.0;104.0;172.0
924;Total male and female;Total;33 Repair and installation of machinery;1995;36.0;37.0;34.0;64.0
925;Total male and female;Total;33 Repair and installation of machinery;1996;36.0;37.0;34.0;65.0
926;Total male and female;Total;33 Repair and installation of machinery;1997;37.0;37.0;35.0;65.0
927;Total male and female;Total;33 Repair and installation of machinery;1998;38.0;39.0;36.0;68.0
928;Total male and female;Total;33 Repair and installation of machinery;1999;39.0;40.0;37.0;69.0
929;Total male and female;Total;33 Repair and installation of machinery;2000;39.0;40.0;36.0;68.0
930;Total male and female;Total;33 Repair and installation of machinery;2001;39.0;40.0;37.0;68.0
931;Total male and female;Total;33 Repair and installation of machinery;2002;39.0;40.0;36.0;67.0
932;Total male and female;Total;33 Repair and installation of machinery;2003;38.0;38.0;35.0;65.0
933;Total male and female;Total;33 Repair and installation of machinery;2004;37.0;38.0;34.0;65.0
934;Total male and female;Total;33 Repair and installation of machinery;2005;37.0;38.0;34.0;64.0
935;Total male and female;Total;33 Repair and installation of machinery;2006;37.0;38.0;35.0;65.0
936;Total male and female;Total;33 Repair and installation of machinery;2007;39.0;40.0;36.0;67.0
937;Total male and female;Total;33 Repair and installation of machinery;2008;40.0;41.0;36.0;68.0
938;Total male and female;Total;33 Repair and installation of machinery;2009;40.0;41.0;37.0;68.0
939;Total male and female;Total;33 Repair and installation of machinery;2010;39.0;40.0;36.0;68.0
940;Total male and female;Total;33 Repair and installation of machinery;2011;40.0;41.0;36.0;69.0
941;Total male and female;Total;33 Repair and installation of machinery;2012;40.0;42.0;37.0;69.0
942;Total male and female;Total;33 Repair and installation of machinery;2013;41.0;42.0;38.0;71.0
943;Total male and female;Total;33 Repair and installation of machinery;2014;41.0;43.0;38.0;72.0
944;Total male and female;Total;33 Repair and installation of machinery;2015;42.0;44.0;39.0;74.0
945;Total male and female;Total;33 Repair and installation of machinery;2016;43.0;45.0;40.0;76.0
946;Total male and female;Total;33 Repair and installation of machinery;2017;45.0;47.0;42.0;79.0
947;Total male and female;Total;33 Repair and installation of machinery;2018;47.0;50.0;44.0;83.0
948;Total male and female;Total;33 Repair and installation of machinery;2019;49.0;52.0;46.0;87.0
949;Total male and female;Total;33 Repair and installation of machinery;2020;48.0;51.0;45.0;82.0
950;Total male and female;Total;33 Repair and installation of machinery;2021;48.0;50.0;44.0;82.0
951;Total male and female;Total;33 Repair and installation of machinery;2022;49.0;52.0;45.0;83.0
952;Total male and female;Total;D Energy supply;1995;29.0;29.0;29.0;52.0
953;Total male and female;Total;D Energy supply;1996;28.0;28.0;28.0;49.0
954;Total male and female;Total;D Energy supply;1997;27.0;27.0;27.0;47.0
955;Total male and female;Total;D Energy supply;1998;27.0;27.0;26.0;46.0
956;Total male and female;Total;D Energy supply;1999;26.0;26.0;25.0;45.0
957;Total male and female;Total;D Energy supply;2000;25.0;25.0;24.0;42.0
958;Total male and female;Total;D Energy supply;2001;24.0;25.0;24.0;42.0
959;Total male and female;Total;D Energy supply;2002;25.0;25.0;24.0;42.0
960;Total male and female;Total;D Energy supply;2003;24.0;24.0;24.0;41.0
961;Total male and female;Total;D Energy supply;2004;23.0;24.0;23.0;39.0
962;Total male and female;Total;D Energy supply;2005;25.0;25.0;24.0;41.0
963;Total male and female;Total;D Energy supply;2006;24.0;24.0;23.0;40.0
964;Total male and female;Total;D Energy supply;2007;25.0;25.0;24.0;41.0
965;Total male and female;Total;D Energy supply;2008;26.0;26.0;25.0;42.0
966;Total male and female;Total;D Energy supply;2009;25.0;25.0;24.0;41.0
967;Total male and female;Total;D Energy supply;2010;26.0;28.0;25.0;44.0
968;Total male and female;Total;D Energy supply;2011;27.0;27.0;25.0;43.0
969;Total male and female;Total;D Energy supply;2012;26.0;27.0;25.0;43.0
970;Total male and female;Total;D Energy supply;2013;27.0;28.0;26.0;45.0
971;Total male and female;Total;D Energy supply;2014;26.0;28.0;25.0;44.0
972;Total male and female;Total;D Energy supply;2015;27.0;28.0;26.0;44.0
973;Total male and female;Total;D Energy supply;2016;27.0;28.0;25.0;43.0
974;Total male and female;Total;D Energy supply;2017;27.0;28.0;25.0;45.0
975;Total male and female;Total;D Energy supply;2018;27.0;28.0;26.0;46.0
976;Total male and female;Total;D Energy supply;2019;28.0;29.0;26.0;46.0
977;Total male and female;Total;D Energy supply;2020;28.0;30.0;26.0;47.0
978;Total male and female;Total;D Energy supply;2021;30.0;32.0;27.0;49.0
979;Total male and female;Total;D Energy supply;2022;33.0;35.0;29.0;51.0
980;Total male and female;Total;35 Energy supply;1995;29.0;29.0;29.0;52.0
981;Total male and female;Total;35 Energy supply;1996;28.0;28.0;28.0;49.0
982;Total male and female;Total;35 Energy supply;1997;27.0;27.0;27.0;47.0
983;Total male and female;Total;35 Energy supply;1998;27.0;27.0;26.0;46.0
984;Total male and female;Total;35 Energy supply;1999;26.0;26.0;25.0;45.0
985;Total male and female;Total;35 Energy supply;2000;25.0;25.0;24.0;42.0
986;Total male and female;Total;35 Energy supply;2001;24.0;25.0;24.0;42.0
987;Total male and female;Total;35 Energy supply;2002;25.0;25.0;24.0;42.0
988;Total male and female;Total;35 Energy supply;2003;24.0;24.0;24.0;41.0
989;Total male and female;Total;35 Energy supply;2004;23.0;24.0;23.0;39.0
990;Total male and female;Total;35 Energy supply;2005;25.0;25.0;24.0;41.0
991;Total male and female;Total;35 Energy supply;2006;24.0;24.0;23.0;40.0
992;Total male and female;Total;35 Energy supply;2007;25.0;25.0;24.0;41.0
993;Total male and female;Total;35 Energy supply;2008;26.0;26.0;25.0;42.0
994;Total male and female;Total;35 Energy supply;2009;25.0;25.0;24.0;41.0
995;Total male and female;Total;35 Energy supply;2010;26.0;28.0;25.0;44.0
996;Total male and female;Total;35 Energy supply;2011;27.0;27.0;25.0;43.0
997;Total male and female;Total;35 Energy supply;2012;26.0;27.0;25.0;43.0
998;Total male and female;Total;35 Energy supply;2013;27.0;28.0;26.0;45.0
999;Total male and female;Total;35 Energy supply;2014;26.0;28.0;25.0;44.0
1000;Total male and female;Total;35 Energy supply;2015;27.0;28.0;26.0;44.0
1001;Total male and female;Total;35 Energy supply;2016;27.0;28.0;25.0;43.0
1002;Total male and female;Total;35 Energy supply;2017;27.0;28.0;25.0;45.0
1003;Total male and female;Total;35 Energy supply;2018;27.0;28.0;26.0;46.0
1004;Total male and female;Total;35 Energy supply;2019;28.0;29.0;26.0;46.0
1005;Total male and female;Total;35 Energy supply;2020;28.0;30.0;26.0;47.0
1006;Total male and female;Total;35 Energy supply;2021;30.0;32.0;27.0;49.0
1007;Total male and female;Total;35 Energy supply;2022;33.0;35.0;29.0;51.0
1008;Total male and female;Total;E Water supply and waste management;1995;25.0;25.0;24.0;41.0
1009;Total male and female;Total;E Water supply and waste management;1996;25.0;25.0;24.0;42.0
1010;Total male and female;Total;E Water supply and waste management;1997;26.0;26.0;25.0;42.0
1011;Total male and female;Total;E Water supply and waste management;1998;27.0;27.0;25.0;44.0
1012;Total male and female;Total;E Water supply and waste management;1999;26.0;28.0;26.0;45.0
1013;Total male and female;Total;E Water supply and waste management;2000;27.0;28.0;26.0;45.0
1014;Total male and female;Total;E Water supply and waste management;2001;31.0;32.0;29.0;52.0
1015;Total male and female;Total;E Water supply and waste management;2002;32.0;33.0;30.0;54.0
1016;Total male and female;Total;E Water supply and waste management;2003;33.0;34.0;31.0;56.0
1017;Total male and female;Total;E Water supply and waste management;2004;32.0;33.0;30.0;54.0
1018;Total male and female;Total;E Water supply and waste management;2005;31.0;32.0;29.0;55.0
1019;Total male and female;Total;E Water supply and waste management;2006;31.0;32.0;29.0;54.0
1020;Total male and female;Total;E Water supply and waste management;2007;31.0;32.0;29.0;55.0
1021;Total male and female;Total;E Water supply and waste management;2008;31.0;32.0;29.0;55.0
1022;Total male and female;Total;E Water supply and waste management;2009;33.0;33.0;31.0;58.0
1023;Total male and female;Total;E Water supply and waste management;2010;32.0;33.0;31.0;58.0
1024;Total male and female;Total;E Water supply and waste management;2011;33.0;34.0;31.0;58.0
1025;Total male and female;Total;E Water supply and waste management;2012;33.0;33.0;30.0;57.0
1026;Total male and female;Total;E Water supply and waste management;2013;32.0;33.0;30.0;57.0
1027;Total male and female;Total;E Water supply and waste management;2014;32.0;33.0;30.0;58.0
1028;Total male and female;Total;E Water supply and waste management;2015;32.0;33.0;30.0;57.0
1029;Total male and female;Total;E Water supply and waste management;2016;33.0;34.0;31.0;58.0
1030;Total male and female;Total;E Water supply and waste management;2017;34.0;35.0;32.0;60.0
1031;Total male and female;Total;E Water supply and waste management;2018;35.0;36.0;33.0;63.0
1032;Total male and female;Total;E Water supply and waste management;2019;36.0;37.0;34.0;63.0
1033;Total male and female;Total;E Water supply and waste management;2020;36.0;37.0;34.0;63.0
1034;Total male and female;Total;E Water supply and waste management;2021;37.0;38.0;35.0;65.0
1035;Total male and female;Total;E Water supply and waste management;2022;38.0;39.0;36.0;65.0
1036;Total male and female;Total;36 Water collection and distribution;1995;7.0;7.0;7.0;11.0
1037;Total male and female;Total;36 Water collection and distribution;1996;7.0;7.0;6.0;10.0
1038;Total male and female;Total;36 Water collection and distribution;1997;6.0;6.0;6.0;10.0
1039;Total male and female;Total;36 Water collection and distribution;1998;6.0;6.0;6.0;10.0
1040;Total male and female;Total;36 Water collection and distribution;1999;6.0;6.0;6.0;9.0
1041;Total male and female;Total;36 Water collection and distribution;2000;6.0;6.0;6.0;9.0
1042;Total male and female;Total;36 Water collection and distribution;2001;6.0;6.0;5.0;9.0
1043;Total male and female;Total;36 Water collection and distribution;2002;6.0;6.0;5.0;9.0
1044;Total male and female;Total;36 Water collection and distribution;2003;6.0;6.0;5.0;9.0
1045;Total male and female;Total;36 Water collection and distribution;2004;5.0;5.0;5.0;8.0
1046;Total male and female;Total;36 Water collection and distribution;2005;5.0;5.0;5.0;8.0
1047;Total male and female;Total;36 Water collection and distribution;2006;5.0;5.0;5.0;8.0
1048;Total male and female;Total;36 Water collection and distribution;2007;5.0;5.0;5.0;8.0
1049;Total male and female;Total;36 Water collection and distribution;2008;5.0;5.0;5.0;8.0
1050;Total male and female;Total;36 Water collection and distribution;2009;5.0;5.0;5.0;8.0
1051;Total male and female;Total;36 Water collection and distribution;2010;5.0;5.0;5.0;8.0
1052;Total male and female;Total;36 Water collection and distribution;2011;5.0;5.0;5.0;8.0
1053;Total male and female;Total;36 Water collection and distribution;2012;5.0;5.0;5.0;8.0
1054;Total male and female;Total;36 Water collection and distribution;2013;5.0;5.0;5.0;8.0
1055;Total male and female;Total;36 Water collection and distribution;2014;5.0;5.0;5.0;8.0
1056;Total male and female;Total;36 Water collection and distribution;2015;5.0;5.0;5.0;8.0
1057;Total male and female;Total;36 Water collection and distribution;2016;5.0;5.0;5.0;8.0
1058;Total male and female;Total;36 Water collection and distribution;2017;5.0;5.0;5.0;8.0
1059;Total male and female;Total;36 Water collection and distribution;2018;5.0;5.0;5.0;8.0
1060;Total male and female;Total;36 Water collection and distribution;2019;5.0;5.0;5.0;8.0
1061;Total male and female;Total;36 Water collection and distribution;2020;5.0;5.0;5.0;8.0
1062;Total male and female;Total;36 Water collection and distribution;2021;6.0;6.0;5.0;8.0
1063;Total male and female;Total;36 Water collection and distribution;2022;6.0;6.0;5.0;9.0
1064;Total male and female;Total;37-39 Sewerage and waste treatment;1995;18.0;18.0;17.0;30.0
1065;Total male and female;Total;37-39 Sewerage and waste treatment;1996;18.0;19.0;17.0;32.0
1066;Total male and female;Total;37-39 Sewerage and waste treatment;1997;20.0;20.0;18.0;33.0
1067;Total male and female;Total;37-39 Sewerage and waste treatment;1998;21.0;21.0;19.0;34.0
1068;Total male and female;Total;37-39 Sewerage and waste treatment;1999;20.0;21.0;20.0;36.0
1069;Total male and female;Total;37-39 Sewerage and waste treatment;2000;21.0;22.0;20.0;36.0
1070;Total male and female;Total;37-39 Sewerage and waste treatment;2001;25.0;26.0;24.0;43.0
1071;Total male and female;Total;37-39 Sewerage and waste treatment;2002;26.0;27.0;25.0;45.0
1072;Total male and female;Total;37-39 Sewerage and waste treatment;2003;27.0;28.0;26.0;47.0
1073;Total male and female;Total;37-39 Sewerage and waste treatment;2004;27.0;27.0;25.0;45.0
1074;Total male and female;Total;37-39 Sewerage and waste treatment;2005;26.0;27.0;25.0;47.0
1075;Total male and female;Total;37-39 Sewerage and waste treatment;2006;26.0;27.0;24.0;46.0
1076;Total male and female;Total;37-39 Sewerage and waste treatment;2007;26.0;27.0;24.0;47.0
1077;Total male and female;Total;37-39 Sewerage and waste treatment;2008;26.0;27.0;25.0;48.0
1078;Total male and female;Total;37-39 Sewerage and waste treatment;2009;28.0;28.0;26.0;50.0
1079;Total male and female;Total;37-39 Sewerage and waste treatment;2010;27.0;28.0;26.0;50.0
1080;Total male and female;Total;37-39 Sewerage and waste treatment;2011;28.0;29.0;26.0;50.0
1081;Total male and female;Total;37-39 Sewerage and waste treatment;2012;27.0;28.0;25.0;49.0
1082;Total male and female;Total;37-39 Sewerage and waste treatment;2013;27.0;28.0;25.0;49.0
1083;Total male and female;Total;37-39 Sewerage and waste treatment;2014;27.0;28.0;25.0;50.0
1084;Total male and female;Total;37-39 Sewerage and waste treatment;2015;27.0;28.0;25.0;49.0
1085;Total male and female;Total;37-39 Sewerage and waste treatment;2016;27.0;28.0;26.0;50.0
