ID;Geslacht;Leeftijd;MigratieachtergrondEnGeneratie;GeneesmiddelengroepATC;Perioden;PersonenMetVerstrekteGeneesmiddelen_1;PersonenMetGeneesmiddelenRelatief_2
1547;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C05 Vasoprotectiva;2008;179425;1.07
1548;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C05 Vasoprotectiva;2009;185845;1.1
1549;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C05 Vasoprotectiva;2010;191330;1.13
1550;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C05 Vasoprotectiva;2011;198285;1.17
1551;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C05 Vasoprotectiva;2012;195750;1.15
1552;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C05 Vasoprotectiva;2013;185010;1.08
1553;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C05 Vasoprotectiva;2014;77920;0.45
1554;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C05 Vasoprotectiva;2015;56020;0.32
1555;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C05 Vasoprotectiva;2016;53015;0.3
1556;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C05 Vasoprotectiva;2017;52420;0.3
1557;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C05 Vasoprotectiva;2018;51010;0.29
1558;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C05 Vasoprotectiva;2019;53355;0.3
1559;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C05 Vasoprotectiva;2020;48680;0.27
1560;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C05A Lok midd hemorroïden+anale fissuren;2006;140520;0.84
1561;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C05A Lok midd hemorroïden+anale fissuren;2007;152240;0.91
1562;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C05A Lok midd hemorroïden+anale fissuren;2008;179365;1.07
1563;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C05A Lok midd hemorroïden+anale fissuren;2009;185805;1.1
1564;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C05A Lok midd hemorroïden+anale fissuren;2010;191295;1.13
1565;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C05A Lok midd hemorroïden+anale fissuren;2011;198230;1.16
1566;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C05A Lok midd hemorroïden+anale fissuren;2012;195745;1.15
1567;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C05A Lok midd hemorroïden+anale fissuren;2013;184980;1.08
1568;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C05A Lok midd hemorroïden+anale fissuren;2014;77910;0.45
1569;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C05A Lok midd hemorroïden+anale fissuren;2015;56020;0.32
1570;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C05A Lok midd hemorroïden+anale fissuren;2016;53010;0.3
1571;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C05A Lok midd hemorroïden+anale fissuren;2017;52420;0.3
1572;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C05A Lok midd hemorroïden+anale fissuren;2018;51010;0.29
1573;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C05A Lok midd hemorroïden+anale fissuren;2019;53355;0.3
1574;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C05A Lok midd hemorroïden+anale fissuren;2020;48680;0.27
1575;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C05B Antivaricosa;2006;405;0.0
1576;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C05B Antivaricosa;2007;240;0.0
1577;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C05B Antivaricosa;2008;45;0.0
1578;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C05B Antivaricosa;2009;30;0.0
1579;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C05B Antivaricosa;2010;35;0.0
1580;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C05B Antivaricosa;2011;45;0.0
1581;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C05B Antivaricosa;2012;5;0.0
1582;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C05B Antivaricosa;2013;20;0.0
1583;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C05B Antivaricosa;2014;5;0.0
1584;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C05B Antivaricosa;2015;0;0.0
1585;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C05B Antivaricosa;2016;0;0.0
1586;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C05B Antivaricosa;2017;0;0.0
1587;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C05B Antivaricosa;2018;0;0.0
1588;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C05B Antivaricosa;2019;0;0.0
1589;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C05B Antivaricosa;2020;0;0.0
1590;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C05C Capillairstabiliserende middelen;2006;180;0.0
1591;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C05C Capillairstabiliserende middelen;2007;125;0.0
1592;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C05C Capillairstabiliserende middelen;2008;20;0.0
1593;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C05C Capillairstabiliserende middelen;2009;15;0.0
1594;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C05C Capillairstabiliserende middelen;2010;5;0.0
1595;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C05C Capillairstabiliserende middelen;2011;10;0.0
1596;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C05C Capillairstabiliserende middelen;2012;5;0.0
1597;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C05C Capillairstabiliserende middelen;2013;10;0.0
1598;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C05C Capillairstabiliserende middelen;2014;5;0.0
1599;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C05C Capillairstabiliserende middelen;2015;0;0.0
1600;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C05C Capillairstabiliserende middelen;2016;0;0.0
1601;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C05C Capillairstabiliserende middelen;2017;0;0.0
1602;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C05C Capillairstabiliserende middelen;2018;0;0.0
1603;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C05C Capillairstabiliserende middelen;2019;0;0.0
1604;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C05C Capillairstabiliserende middelen;2020;0;0.0
1605;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07 Beta-blokkers;2006;1433880;8.62
1606;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07 Beta-blokkers;2007;1492440;8.95
1607;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07 Beta-blokkers;2008;1545520;9.22
1608;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07 Beta-blokkers;2009;1596715;9.48
1609;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07 Beta-blokkers;2010;1638410;9.68
1610;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07 Beta-blokkers;2011;1673040;9.83
1611;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07 Beta-blokkers;2012;1678670;9.83
1612;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07 Beta-blokkers;2013;1661600;9.7
1613;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07 Beta-blokkers;2014;1649925;9.59
1614;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07 Beta-blokkers;2015;1635795;9.46
1615;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07 Beta-blokkers;2016;1625885;9.35
1616;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07 Beta-blokkers;2017;1615525;9.24
1617;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07 Beta-blokkers;2018;1598470;9.08
1618;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07 Beta-blokkers;2019;1586535;8.95
1619;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07 Beta-blokkers;2020;1553230;8.73
1620;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07A Beta-blokkers;2006;1371010;8.24
1621;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07A Beta-blokkers;2007;1430525;8.57
1622;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07A Beta-blokkers;2008;1483930;8.85
1623;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07A Beta-blokkers;2009;1535540;9.12
1624;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07A Beta-blokkers;2010;1578745;9.32
1625;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07A Beta-blokkers;2011;1615415;9.49
1626;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07A Beta-blokkers;2012;1623850;9.51
1627;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07A Beta-blokkers;2013;1610535;9.4
1628;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07A Beta-blokkers;2014;1602655;9.32
1629;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07A Beta-blokkers;2015;1592275;9.21
1630;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07A Beta-blokkers;2016;1585855;9.12
1631;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07A Beta-blokkers;2017;1578655;9.03
1632;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07A Beta-blokkers;2018;1564845;8.89
1633;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07A Beta-blokkers;2019;1556885;8.78
1634;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07A Beta-blokkers;2020;1528410;8.59
1635;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07B Beta-blokkers met thiaziden;2006;39305;0.24
1636;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07B Beta-blokkers met thiaziden;2007;42280;0.25
1637;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07B Beta-blokkers met thiaziden;2008;42210;0.25
1638;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07B Beta-blokkers met thiaziden;2009;43585;0.26
1639;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07B Beta-blokkers met thiaziden;2010;44120;0.26
1640;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07B Beta-blokkers met thiaziden;2011;43850;0.26
1641;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07B Beta-blokkers met thiaziden;2012;42330;0.25
1642;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07B Beta-blokkers met thiaziden;2013;39595;0.23
1643;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07B Beta-blokkers met thiaziden;2014;37180;0.22
1644;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07B Beta-blokkers met thiaziden;2015;34995;0.2
1645;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07B Beta-blokkers met thiaziden;2016;32800;0.19
1646;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07B Beta-blokkers met thiaziden;2017;30615;0.18
1647;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07B Beta-blokkers met thiaziden;2018;28380;0.16
1648;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07B Beta-blokkers met thiaziden;2019;25920;0.15
1649;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07B Beta-blokkers met thiaziden;2020;23200;0.13
1650;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07C Beta-blokkers met overige diuretica;2006;39430;0.24
1651;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07C Beta-blokkers met overige diuretica;2007;35835;0.21
1652;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07C Beta-blokkers met overige diuretica;2008;32555;0.19
1653;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07C Beta-blokkers met overige diuretica;2009;29430;0.17
1654;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07C Beta-blokkers met overige diuretica;2010;26490;0.16
1655;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07C Beta-blokkers met overige diuretica;2011;23705;0.14
1656;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07C Beta-blokkers met overige diuretica;2012;21060;0.12
1657;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07C Beta-blokkers met overige diuretica;2013;18835;0.11
1658;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07C Beta-blokkers met overige diuretica;2014;16615;0.1
1659;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07C Beta-blokkers met overige diuretica;2015;14770;0.09
1660;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07C Beta-blokkers met overige diuretica;2016;13150;0.08
1661;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07C Beta-blokkers met overige diuretica;2017;11615;0.07
1662;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07C Beta-blokkers met overige diuretica;2018;10215;0.06
1663;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07C Beta-blokkers met overige diuretica;2019;8995;0.05
1664;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07C Beta-blokkers met overige diuretica;2020;7810;0.04
1665;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07D Beta-blokk.m thiaziden en ov diuret;2006;0;0.0
1666;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07D Beta-blokk.m thiaziden en ov diuret;2007;0;0.0
1667;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07D Beta-blokk.m thiaziden en ov diuret;2008;0;0.0
1668;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07D Beta-blokk.m thiaziden en ov diuret;2009;0;0.0
1669;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07D Beta-blokk.m thiaziden en ov diuret;2010;0;0.0
1670;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07D Beta-blokk.m thiaziden en ov diuret;2011;0;0.0
1671;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07D Beta-blokk.m thiaziden en ov diuret;2012;0;0.0
1672;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07D Beta-blokk.m thiaziden en ov diuret;2013;0;0.0
1673;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07D Beta-blokk.m thiaziden en ov diuret;2014;0;0.0
1674;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07D Beta-blokk.m thiaziden en ov diuret;2015;0;0.0
1675;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07D Beta-blokk.m thiaziden en ov diuret;2016;0;0.0
1676;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07D Beta-blokk.m thiaziden en ov diuret;2017;0;0.0
1677;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07D Beta-blokk.m thiaziden en ov diuret;2018;0;0.0
1678;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07D Beta-blokk.m thiaziden en ov diuret;2019;0;0.0
1679;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07D Beta-blokk.m thiaziden en ov diuret;2020;0;0.0
1680;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07E Beta-blokkers met vasodilatantia;2006;0;0.0
1681;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07E Beta-blokkers met vasodilatantia;2007;0;0.0
1682;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07E Beta-blokkers met vasodilatantia;2008;0;0.0
1683;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07E Beta-blokkers met vasodilatantia;2009;0;0.0
1684;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07E Beta-blokkers met vasodilatantia;2010;0;0.0
1685;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07E Beta-blokkers met vasodilatantia;2011;0;0.0
1686;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07E Beta-blokkers met vasodilatantia;2012;0;0.0
1687;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07E Beta-blokkers met vasodilatantia;2013;0;0.0
1688;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07E Beta-blokkers met vasodilatantia;2014;0;0.0
1689;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07E Beta-blokkers met vasodilatantia;2015;0;0.0
1690;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07E Beta-blokkers met vasodilatantia;2016;0;0.0
1691;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07E Beta-blokkers met vasodilatantia;2017;0;0.0
1692;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07E Beta-blokkers met vasodilatantia;2018;0;0.0
1693;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07E Beta-blokkers met vasodilatantia;2019;0;0.0
1694;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07E Beta-blokkers met vasodilatantia;2020;0;0.0
1695;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07F Beta-blokkers m ov antihypertensiva;2006;0;0.0
1696;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07F Beta-blokkers m ov antihypertensiva;2007;0;0.0
1697;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07F Beta-blokkers m ov antihypertensiva;2008;0;0.0
1698;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07F Beta-blokkers m ov antihypertensiva;2009;0;0.0
1699;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07F Beta-blokkers m ov antihypertensiva;2010;0;0.0
1700;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07F Beta-blokkers m ov antihypertensiva;2011;0;0.0
1701;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07F Beta-blokkers m ov antihypertensiva;2012;0;0.0
1702;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07F Beta-blokkers m ov antihypertensiva;2013;0;0.0
1703;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07F Beta-blokkers m ov antihypertensiva;2014;0;0.0
1704;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07F Beta-blokkers m ov antihypertensiva;2015;0;0.0
1705;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07F Beta-blokkers m ov antihypertensiva;2016;0;0.0
1706;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07F Beta-blokkers m ov antihypertensiva;2017;0;0.0
1707;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07F Beta-blokkers m ov antihypertensiva;2018;0;0.0
1708;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07F Beta-blokkers m ov antihypertensiva;2019;0;0.0
1709;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C07F Beta-blokkers m ov antihypertensiva;2020;0;0.0
1710;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C08 Calciumantagonisten;2006;611675;3.68
1711;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C08 Calciumantagonisten;2007;635475;3.81
1712;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C08 Calciumantagonisten;2008;661820;3.95
1713;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C08 Calciumantagonisten;2009;689645;4.1
1714;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C08 Calciumantagonisten;2010;717025;4.24
1715;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C08 Calciumantagonisten;2011;744680;4.38
1716;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C08 Calciumantagonisten;2012;782795;4.58
1717;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C08 Calciumantagonisten;2013;808050;4.72
1718;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C08 Calciumantagonisten;2014;834545;4.85
1719;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C08 Calciumantagonisten;2015;865470;5.01
1720;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C08 Calciumantagonisten;2016;898795;5.17
1721;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C08 Calciumantagonisten;2017;929725;5.32
1722;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C08 Calciumantagonisten;2018;960680;5.46
1723;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C08 Calciumantagonisten;2019;1008015;5.69
1724;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C08 Calciumantagonisten;2020;1033555;5.81
1725;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C08C Sel.calc.antagon.m vnl vasc werking;2006;484390;2.91
1726;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C08C Sel.calc.antagon.m vnl vasc werking;2007;512680;3.07
1727;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C08C Sel.calc.antagon.m vnl vasc werking;2008;542765;3.24
1728;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C08C Sel.calc.antagon.m vnl vasc werking;2009;573810;3.41
1729;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C08C Sel.calc.antagon.m vnl vasc werking;2010;603555;3.56
1730;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C08C Sel.calc.antagon.m vnl vasc werking;2011;634160;3.73
1731;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C08C Sel.calc.antagon.m vnl vasc werking;2012;674740;3.95
1732;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C08C Sel.calc.antagon.m vnl vasc werking;2013;702950;4.1
1733;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C08C Sel.calc.antagon.m vnl vasc werking;2014;730810;4.25
1734;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C08C Sel.calc.antagon.m vnl vasc werking;2015;762420;4.41
1735;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C08C Sel.calc.antagon.m vnl vasc werking;2016;796165;4.58
1736;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C08C Sel.calc.antagon.m vnl vasc werking;2017;827585;4.73
1737;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C08C Sel.calc.antagon.m vnl vasc werking;2018;858305;4.88
1738;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C08C Sel.calc.antagon.m vnl vasc werking;2019;904605;5.1
1739;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C08C Sel.calc.antagon.m vnl vasc werking;2020;930125;5.23
1740;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C08D Sel.calc.antagon.m directe hart-eff;2006;134555;0.81
1741;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C08D Sel.calc.antagon.m directe hart-eff;2007;129675;0.78
1742;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C08D Sel.calc.antagon.m directe hart-eff;2008;125945;0.75
1743;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C08D Sel.calc.antagon.m directe hart-eff;2009;122730;0.73
1744;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C08D Sel.calc.antagon.m directe hart-eff;2010;120120;0.71
1745;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C08D Sel.calc.antagon.m directe hart-eff;2011;117235;0.69
1746;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C08D Sel.calc.antagon.m directe hart-eff;2012;114670;0.67
1747;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C08D Sel.calc.antagon.m directe hart-eff;2013;111730;0.65
1748;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C08D Sel.calc.antagon.m directe hart-eff;2014;110330;0.64
1749;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C08D Sel.calc.antagon.m directe hart-eff;2015;109555;0.63
1750;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C08D Sel.calc.antagon.m directe hart-eff;2016;109375;0.63
1751;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C08D Sel.calc.antagon.m directe hart-eff;2017;108750;0.62
1752;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C08D Sel.calc.antagon.m directe hart-eff;2018;109515;0.62
1753;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C08D Sel.calc.antagon.m directe hart-eff;2019;111145;0.63
1754;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C08D Sel.calc.antagon.m directe hart-eff;2020;111640;0.63
1755;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C08E Niet-selectieve calciumantagonisten;2006;0;0.0
1756;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C08E Niet-selectieve calciumantagonisten;2007;0;0.0
1757;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C08E Niet-selectieve calciumantagonisten;2008;0;0.0
1758;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C08E Niet-selectieve calciumantagonisten;2009;0;0.0
1759;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C08E Niet-selectieve calciumantagonisten;2010;0;0.0
1760;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;C08E Niet-selectieve calciumantagonisten;2011;0;0.0
