ID;TypeHuishouden;Leeftijd;Herkomst;Generatie;OoitOfNooitGescheiden;Perioden;AantalHuishoudens_1;OpgebouwdeJaarlijkseAanspraken_2;ContanteWaarde_3;TeBereikenJaarlijkseAanspraken_4;Vervangingspercentage_5;Partnertoeslag_6;OpgebouwdeJaarlijkseAanspraken_7;ContanteWaarde_8;TeBereikenJaarlijkseAanspraken_9;Vervangingspercentage_10;VierdePijler_11;OpgebouwdeJaarlijkseAanspraken_12;ContanteWaarde_13;TeBereikenJaarlijkseAanspraken_14;Vervangingspercentage_15
756;Alleenstaande;0;Niet-westerse allochtonen;1;Totaal ooit of nooit gescheiden;2005;60500;2400.0;7600.0;11100.0;83.0;;600.0;2600.0;2800.0;21.0;6.0;3000.0;10200.0;13900.0;104.0
757;Alleenstaande;0;Niet-westerse allochtonen;1;Ooit gescheiden;2005;4850;4400.0;21400.0;11000.0;51.0;;1700.0;10300.0;5000.0;23.0;14.0;6100.0;31700.0;16000.0;74.0
758;Alleenstaande;0;Niet-westerse allochtonen;1;Paar met gemengde scheidingsachtergrond;2005;0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
759;Alleenstaande;0;Niet-westerse allochtonen;1;Nooit gescheiden;2005;55650;2200.0;6400.0;11100.0;87.0;;500.0;1900.0;2600.0;20.0;5.0;2700.0;8300.0;13700.0;107.0
760;Alleenstaande;0;Niet-westerse allochtonen;2;Totaal ooit of nooit gescheiden;2005;0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
761;Alleenstaande;0;Niet-westerse allochtonen;2;Ooit gescheiden;2005;0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
762;Alleenstaande;0;Niet-westerse allochtonen;2;Paar met gemengde scheidingsachtergrond;2005;0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
763;Alleenstaande;0;Niet-westerse allochtonen;2;Nooit gescheiden;2005;0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
764;Alleenstaande;0;Niet-westerse allochtonen;3;Totaal ooit of nooit gescheiden;2005;277450;3100.0;16600.0;9200.0;59.0;;900.0;5600.0;2600.0;17.0;6.0;4000.0;22200.0;11800.0;76.0
765;Alleenstaande;0;Niet-westerse allochtonen;3;Ooit gescheiden;2005;88800;4300.0;26200.0;8800.0;47.0;;1200.0;8400.0;3100.0;17.0;7.0;5500.0;34600.0;11900.0;64.0
766;Alleenstaande;0;Niet-westerse allochtonen;3;Paar met gemengde scheidingsachtergrond;2005;0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
767;Alleenstaande;0;Niet-westerse allochtonen;3;Nooit gescheiden;2005;188600;2500.0;12100.0;9300.0;67.0;;700.0;4200.0;2400.0;17.0;5.0;3200.0;16300.0;11700.0;84.0
768;Alleenstaande;1;Totaal autochtonen en allochtonen;0;Totaal ooit of nooit gescheiden;2005;55200;700.0;1300.0;11200.0;;;0.0;0.0;100.0;;1.0;700.0;1300.0;11300.0;
769;Alleenstaande;1;Totaal autochtonen en allochtonen;0;Ooit gescheiden;2005;0;;;;;;;;;;;;;;
770;Alleenstaande;1;Totaal autochtonen en allochtonen;0;Paar met gemengde scheidingsachtergrond;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
771;Alleenstaande;1;Totaal autochtonen en allochtonen;0;Nooit gescheiden;2005;55150;700.0;1300.0;11200.0;;;0.0;0.0;100.0;;1.0;700.0;1300.0;11300.0;
772;Alleenstaande;1;Totaal autochtonen en allochtonen;1;Totaal ooit of nooit gescheiden;2005;44800;800.0;1400.0;11200.0;;;0.0;0.0;100.0;;1.0;800.0;1400.0;11300.0;
773;Alleenstaande;1;Totaal autochtonen en allochtonen;1;Ooit gescheiden;2005;0;;;;;;;;;;;;;;
774;Alleenstaande;1;Totaal autochtonen en allochtonen;1;Paar met gemengde scheidingsachtergrond;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
775;Alleenstaande;1;Totaal autochtonen en allochtonen;1;Nooit gescheiden;2005;44750;800.0;1400.0;11200.0;;;0.0;0.0;100.0;;1.0;800.0;1400.0;11300.0;
776;Alleenstaande;1;Totaal autochtonen en allochtonen;2;Totaal ooit of nooit gescheiden;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
777;Alleenstaande;1;Totaal autochtonen en allochtonen;2;Ooit gescheiden;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
778;Alleenstaande;1;Totaal autochtonen en allochtonen;2;Paar met gemengde scheidingsachtergrond;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
779;Alleenstaande;1;Totaal autochtonen en allochtonen;2;Nooit gescheiden;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
780;Alleenstaande;1;Totaal autochtonen en allochtonen;3;Totaal ooit of nooit gescheiden;2005;10400;500.0;1000.0;11000.0;;;0.0;0.0;0.0;;0.0;500.0;1000.0;11000.0;
781;Alleenstaande;1;Totaal autochtonen en allochtonen;3;Ooit gescheiden;2005;0;;;;;;;;;;;;;;
782;Alleenstaande;1;Totaal autochtonen en allochtonen;3;Paar met gemengde scheidingsachtergrond;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
783;Alleenstaande;1;Totaal autochtonen en allochtonen;3;Nooit gescheiden;2005;10400;500.0;1000.0;11000.0;;;0.0;0.0;0.0;;0.0;500.0;1000.0;11000.0;
784;Alleenstaande;1;Autochtonen en westerse-allochtonen;0;Totaal ooit of nooit gescheiden;2005;38050;700.0;1400.0;11200.0;;;0.0;0.0;100.0;;1.0;700.0;1400.0;11300.0;
785;Alleenstaande;1;Autochtonen en westerse-allochtonen;0;Ooit gescheiden;2005;0;;;;;;;;;;;;;;
786;Alleenstaande;1;Autochtonen en westerse-allochtonen;0;Paar met gemengde scheidingsachtergrond;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
787;Alleenstaande;1;Autochtonen en westerse-allochtonen;0;Nooit gescheiden;2005;38050;700.0;1400.0;11200.0;;;0.0;0.0;100.0;;1.0;700.0;1400.0;11300.0;
788;Alleenstaande;1;Autochtonen en westerse-allochtonen;1;Totaal ooit of nooit gescheiden;2005;35850;800.0;1400.0;11200.0;;;0.0;0.0;100.0;;1.0;800.0;1400.0;11300.0;
789;Alleenstaande;1;Autochtonen en westerse-allochtonen;1;Ooit gescheiden;2005;0;;;;;;;;;;;;;;
790;Alleenstaande;1;Autochtonen en westerse-allochtonen;1;Paar met gemengde scheidingsachtergrond;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
791;Alleenstaande;1;Autochtonen en westerse-allochtonen;1;Nooit gescheiden;2005;35850;800.0;1400.0;11200.0;;;0.0;0.0;100.0;;1.0;800.0;1400.0;11300.0;
792;Alleenstaande;1;Autochtonen en westerse-allochtonen;2;Totaal ooit of nooit gescheiden;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
793;Alleenstaande;1;Autochtonen en westerse-allochtonen;2;Ooit gescheiden;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
794;Alleenstaande;1;Autochtonen en westerse-allochtonen;2;Paar met gemengde scheidingsachtergrond;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
795;Alleenstaande;1;Autochtonen en westerse-allochtonen;2;Nooit gescheiden;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
796;Alleenstaande;1;Autochtonen en westerse-allochtonen;3;Totaal ooit of nooit gescheiden;2005;2200;400.0;700.0;10900.0;;;0.0;0.0;0.0;;0.0;400.0;700.0;10900.0;
797;Alleenstaande;1;Autochtonen en westerse-allochtonen;3;Ooit gescheiden;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
798;Alleenstaande;1;Autochtonen en westerse-allochtonen;3;Paar met gemengde scheidingsachtergrond;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
799;Alleenstaande;1;Autochtonen en westerse-allochtonen;3;Nooit gescheiden;2005;2200;400.0;700.0;10900.0;;;0.0;0.0;0.0;;0.0;400.0;700.0;10900.0;
800;Alleenstaande;1;Paar met gecombineerde herkomst;0;Totaal ooit of nooit gescheiden;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
801;Alleenstaande;1;Paar met gecombineerde herkomst;0;Ooit gescheiden;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
802;Alleenstaande;1;Paar met gecombineerde herkomst;0;Paar met gemengde scheidingsachtergrond;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
803;Alleenstaande;1;Paar met gecombineerde herkomst;0;Nooit gescheiden;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
804;Alleenstaande;1;Paar met gecombineerde herkomst;1;Totaal ooit of nooit gescheiden;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
805;Alleenstaande;1;Paar met gecombineerde herkomst;1;Ooit gescheiden;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
806;Alleenstaande;1;Paar met gecombineerde herkomst;1;Paar met gemengde scheidingsachtergrond;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
807;Alleenstaande;1;Paar met gecombineerde herkomst;1;Nooit gescheiden;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
808;Alleenstaande;1;Paar met gecombineerde herkomst;2;Totaal ooit of nooit gescheiden;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
809;Alleenstaande;1;Paar met gecombineerde herkomst;2;Ooit gescheiden;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
810;Alleenstaande;1;Paar met gecombineerde herkomst;2;Paar met gemengde scheidingsachtergrond;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
811;Alleenstaande;1;Paar met gecombineerde herkomst;2;Nooit gescheiden;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
812;Alleenstaande;1;Paar met gecombineerde herkomst;3;Totaal ooit of nooit gescheiden;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
813;Alleenstaande;1;Paar met gecombineerde herkomst;3;Ooit gescheiden;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
814;Alleenstaande;1;Paar met gecombineerde herkomst;3;Paar met gemengde scheidingsachtergrond;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
815;Alleenstaande;1;Paar met gecombineerde herkomst;3;Nooit gescheiden;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
816;Alleenstaande;1;Niet-westerse allochtonen;0;Totaal ooit of nooit gescheiden;2005;17150;700.0;1200.0;11100.0;;;0.0;0.0;0.0;;0.0;700.0;1200.0;11100.0;
817;Alleenstaande;1;Niet-westerse allochtonen;0;Ooit gescheiden;2005;0;;;;;;;;;;;;;;
818;Alleenstaande;1;Niet-westerse allochtonen;0;Paar met gemengde scheidingsachtergrond;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
819;Alleenstaande;1;Niet-westerse allochtonen;0;Nooit gescheiden;2005;17150;700.0;1200.0;11100.0;;;0.0;0.0;0.0;;0.0;700.0;1200.0;11100.0;
820;Alleenstaande;1;Niet-westerse allochtonen;1;Totaal ooit of nooit gescheiden;2005;8950;700.0;1300.0;11200.0;;;0.0;0.0;100.0;;0.0;700.0;1300.0;11300.0;
821;Alleenstaande;1;Niet-westerse allochtonen;1;Ooit gescheiden;2005;0;;;;;;;;;;;;;;
822;Alleenstaande;1;Niet-westerse allochtonen;1;Paar met gemengde scheidingsachtergrond;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
823;Alleenstaande;1;Niet-westerse allochtonen;1;Nooit gescheiden;2005;8950;700.0;1300.0;11200.0;;;0.0;0.0;100.0;;0.0;700.0;1300.0;11300.0;
824;Alleenstaande;1;Niet-westerse allochtonen;2;Totaal ooit of nooit gescheiden;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
825;Alleenstaande;1;Niet-westerse allochtonen;2;Ooit gescheiden;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
826;Alleenstaande;1;Niet-westerse allochtonen;2;Paar met gemengde scheidingsachtergrond;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
827;Alleenstaande;1;Niet-westerse allochtonen;2;Nooit gescheiden;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
828;Alleenstaande;1;Niet-westerse allochtonen;3;Totaal ooit of nooit gescheiden;2005;8200;600.0;1000.0;11100.0;;;0.0;0.0;0.0;;0.0;600.0;1000.0;11100.0;
829;Alleenstaande;1;Niet-westerse allochtonen;3;Ooit gescheiden;2005;0;;;;;;;;;;;;;;
830;Alleenstaande;1;Niet-westerse allochtonen;3;Paar met gemengde scheidingsachtergrond;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
831;Alleenstaande;1;Niet-westerse allochtonen;3;Nooit gescheiden;2005;8200;600.0;1000.0;11100.0;;;0.0;0.0;0.0;;0.0;600.0;1000.0;11100.0;
832;Alleenstaande;2;Totaal autochtonen en allochtonen;0;Totaal ooit of nooit gescheiden;2005;240400;1500.0;3000.0;11100.0;;;100.0;200.0;1400.0;;3.0;1600.0;3200.0;12500.0;
833;Alleenstaande;2;Totaal autochtonen en allochtonen;0;Ooit gescheiden;2005;1400;1600.0;3800.0;11000.0;;;100.0;200.0;1500.0;;2.0;1700.0;4000.0;12500.0;
834;Alleenstaande;2;Totaal autochtonen en allochtonen;0;Paar met gemengde scheidingsachtergrond;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
835;Alleenstaande;2;Totaal autochtonen en allochtonen;0;Nooit gescheiden;2005;239000;1500.0;3000.0;11100.0;;;100.0;200.0;1400.0;;3.0;1600.0;3200.0;12500.0;
836;Alleenstaande;2;Totaal autochtonen en allochtonen;1;Totaal ooit of nooit gescheiden;2005;191600;1600.0;3300.0;11200.0;;;100.0;200.0;1600.0;;3.0;1700.0;3500.0;12800.0;
837;Alleenstaande;2;Totaal autochtonen en allochtonen;1;Ooit gescheiden;2005;950;1800.0;4100.0;11200.0;;;100.0;300.0;1700.0;;2.0;1900.0;4400.0;12900.0;
838;Alleenstaande;2;Totaal autochtonen en allochtonen;1;Paar met gemengde scheidingsachtergrond;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
839;Alleenstaande;2;Totaal autochtonen en allochtonen;1;Nooit gescheiden;2005;190600;1600.0;3300.0;11200.0;;;100.0;200.0;1600.0;;3.0;1700.0;3500.0;12800.0;
840;Alleenstaande;2;Totaal autochtonen en allochtonen;2;Totaal ooit of nooit gescheiden;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
841;Alleenstaande;2;Totaal autochtonen en allochtonen;2;Ooit gescheiden;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
842;Alleenstaande;2;Totaal autochtonen en allochtonen;2;Paar met gemengde scheidingsachtergrond;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
843;Alleenstaande;2;Totaal autochtonen en allochtonen;2;Nooit gescheiden;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
844;Alleenstaande;2;Totaal autochtonen en allochtonen;3;Totaal ooit of nooit gescheiden;2005;48800;900.0;1900.0;10500.0;;;0.0;100.0;400.0;;1.0;900.0;2000.0;10900.0;
845;Alleenstaande;2;Totaal autochtonen en allochtonen;3;Ooit gescheiden;2005;450;1300.0;3100.0;10700.0;;;100.0;100.0;900.0;;2.0;1400.0;3200.0;11600.0;
846;Alleenstaande;2;Totaal autochtonen en allochtonen;3;Paar met gemengde scheidingsachtergrond;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
847;Alleenstaande;2;Totaal autochtonen en allochtonen;3;Nooit gescheiden;2005;48350;900.0;1900.0;10500.0;;;0.0;100.0;400.0;;1.0;900.0;2000.0;10900.0;
848;Alleenstaande;2;Autochtonen en westerse-allochtonen;0;Totaal ooit of nooit gescheiden;2005;183450;1500.0;3200.0;11100.0;;;100.0;200.0;1600.0;;3.0;1600.0;3400.0;12700.0;
849;Alleenstaande;2;Autochtonen en westerse-allochtonen;0;Ooit gescheiden;2005;600;1700.0;4000.0;11100.0;;;100.0;300.0;2200.0;;3.0;1800.0;4300.0;13300.0;
850;Alleenstaande;2;Autochtonen en westerse-allochtonen;0;Paar met gemengde scheidingsachtergrond;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
851;Alleenstaande;2;Autochtonen en westerse-allochtonen;0;Nooit gescheiden;2005;182850;1500.0;3200.0;11100.0;;;100.0;200.0;1600.0;;3.0;1600.0;3400.0;12700.0;
852;Alleenstaande;2;Autochtonen en westerse-allochtonen;1;Totaal ooit of nooit gescheiden;2005;169250;1600.0;3300.0;11200.0;;;100.0;200.0;1700.0;;3.0;1700.0;3500.0;12900.0;
853;Alleenstaande;2;Autochtonen en westerse-allochtonen;1;Ooit gescheiden;2005;550;1800.0;4200.0;11200.0;;;100.0;300.0;2200.0;;3.0;1900.0;4500.0;13400.0;
854;Alleenstaande;2;Autochtonen en westerse-allochtonen;1;Paar met gemengde scheidingsachtergrond;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
855;Alleenstaande;2;Autochtonen en westerse-allochtonen;1;Nooit gescheiden;2005;168650;1600.0;3300.0;11200.0;;;100.0;200.0;1700.0;;3.0;1700.0;3500.0;12900.0;
856;Alleenstaande;2;Autochtonen en westerse-allochtonen;2;Totaal ooit of nooit gescheiden;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
857;Alleenstaande;2;Autochtonen en westerse-allochtonen;2;Ooit gescheiden;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
858;Alleenstaande;2;Autochtonen en westerse-allochtonen;2;Paar met gemengde scheidingsachtergrond;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
859;Alleenstaande;2;Autochtonen en westerse-allochtonen;2;Nooit gescheiden;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
860;Alleenstaande;2;Autochtonen en westerse-allochtonen;3;Totaal ooit of nooit gescheiden;2005;14200;600.0;1300.0;10200.0;;;0.0;100.0;500.0;;1.0;600.0;1400.0;10700.0;
861;Alleenstaande;2;Autochtonen en westerse-allochtonen;3;Ooit gescheiden;2005;50;1200.0;2700.0;10600.0;;;100.0;200.0;1100.0;;0.0;1300.0;2900.0;11700.0;
862;Alleenstaande;2;Autochtonen en westerse-allochtonen;3;Paar met gemengde scheidingsachtergrond;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
863;Alleenstaande;2;Autochtonen en westerse-allochtonen;3;Nooit gescheiden;2005;14150;600.0;1300.0;10200.0;;;0.0;100.0;500.0;;1.0;600.0;1400.0;10700.0;
864;Alleenstaande;2;Paar met gecombineerde herkomst;0;Totaal ooit of nooit gescheiden;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
865;Alleenstaande;2;Paar met gecombineerde herkomst;0;Ooit gescheiden;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
866;Alleenstaande;2;Paar met gecombineerde herkomst;0;Paar met gemengde scheidingsachtergrond;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
867;Alleenstaande;2;Paar met gecombineerde herkomst;0;Nooit gescheiden;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
868;Alleenstaande;2;Paar met gecombineerde herkomst;1;Totaal ooit of nooit gescheiden;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
869;Alleenstaande;2;Paar met gecombineerde herkomst;1;Ooit gescheiden;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
870;Alleenstaande;2;Paar met gecombineerde herkomst;1;Paar met gemengde scheidingsachtergrond;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
871;Alleenstaande;2;Paar met gecombineerde herkomst;1;Nooit gescheiden;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
872;Alleenstaande;2;Paar met gecombineerde herkomst;2;Totaal ooit of nooit gescheiden;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
873;Alleenstaande;2;Paar met gecombineerde herkomst;2;Ooit gescheiden;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
874;Alleenstaande;2;Paar met gecombineerde herkomst;2;Paar met gemengde scheidingsachtergrond;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
875;Alleenstaande;2;Paar met gecombineerde herkomst;2;Nooit gescheiden;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
876;Alleenstaande;2;Paar met gecombineerde herkomst;3;Totaal ooit of nooit gescheiden;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
877;Alleenstaande;2;Paar met gecombineerde herkomst;3;Ooit gescheiden;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
878;Alleenstaande;2;Paar met gecombineerde herkomst;3;Paar met gemengde scheidingsachtergrond;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
879;Alleenstaande;2;Paar met gecombineerde herkomst;3;Nooit gescheiden;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
880;Alleenstaande;2;Niet-westerse allochtonen;0;Totaal ooit of nooit gescheiden;2005;56950;1200.0;2600.0;10900.0;;;0.0;100.0;600.0;;1.0;1200.0;2700.0;11500.0;
881;Alleenstaande;2;Niet-westerse allochtonen;0;Ooit gescheiden;2005;800;1600.0;3600.0;11000.0;;;100.0;100.0;900.0;;2.0;1700.0;3700.0;11900.0;
882;Alleenstaande;2;Niet-westerse allochtonen;0;Paar met gemengde scheidingsachtergrond;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
883;Alleenstaande;2;Niet-westerse allochtonen;0;Nooit gescheiden;2005;56150;1200.0;2500.0;10900.0;;;0.0;100.0;600.0;;1.0;1200.0;2600.0;11500.0;
884;Alleenstaande;2;Niet-westerse allochtonen;1;Totaal ooit of nooit gescheiden;2005;22350;1500.0;3200.0;11200.0;;;100.0;100.0;900.0;;1.0;1600.0;3300.0;12100.0;
885;Alleenstaande;2;Niet-westerse allochtonen;1;Ooit gescheiden;2005;400;1700.0;4000.0;11200.0;;;100.0;200.0;1000.0;;1.0;1800.0;4200.0;12200.0;
886;Alleenstaande;2;Niet-westerse allochtonen;1;Paar met gemengde scheidingsachtergrond;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
887;Alleenstaande;2;Niet-westerse allochtonen;1;Nooit gescheiden;2005;21950;1500.0;3100.0;11200.0;;;100.0;100.0;900.0;;1.0;1600.0;3200.0;12100.0;
888;Alleenstaande;2;Niet-westerse allochtonen;2;Totaal ooit of nooit gescheiden;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
889;Alleenstaande;2;Niet-westerse allochtonen;2;Ooit gescheiden;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
890;Alleenstaande;2;Niet-westerse allochtonen;2;Paar met gemengde scheidingsachtergrond;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
891;Alleenstaande;2;Niet-westerse allochtonen;2;Nooit gescheiden;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
892;Alleenstaande;2;Niet-westerse allochtonen;3;Totaal ooit of nooit gescheiden;2005;34550;1100.0;2200.0;10700.0;;;0.0;100.0;400.0;;1.0;1100.0;2300.0;11100.0;
893;Alleenstaande;2;Niet-westerse allochtonen;3;Ooit gescheiden;2005;400;1400.0;3100.0;10700.0;;;100.0;100.0;800.0;;2.0;1500.0;3200.0;11500.0;
894;Alleenstaande;2;Niet-westerse allochtonen;3;Paar met gemengde scheidingsachtergrond;2005;0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
895;Alleenstaande;2;Niet-westerse allochtonen;3;Nooit gescheiden;2005;34200;1100.0;2100.0;10700.0;;;0.0;100.0;400.0;;0.0;1100.0;2200.0;11100.0;
896;Alleenstaande;3;Totaal autochtonen en allochtonen;0;Totaal ooit of nooit gescheiden;2005;272750;2400.0;6000.0;11000.0;55.0;;500.0;1400.0;5700.0;29.0;10.0;2900.0;7400.0;16700.0;84.0
897;Alleenstaande;3;Totaal autochtonen en allochtonen;0;Ooit gescheiden;2005;9250;2500.0;6800.0;10900.0;59.0;;500.0;1400.0;4300.0;23.0;7.0;3000.0;8200.0;15200.0;82.0
898;Alleenstaande;3;Totaal autochtonen en allochtonen;0;Paar met gemengde scheidingsachtergrond;2005;0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
899;Alleenstaande;3;Totaal autochtonen en allochtonen;0;Nooit gescheiden;2005;263500;2400.0;6000.0;11000.0;55.0;;500.0;1400.0;5800.0;29.0;10.0;2900.0;7400.0;16800.0;84.0
900;Alleenstaande;3;Totaal autochtonen en allochtonen;1;Totaal ooit of nooit gescheiden;2005;220200;2700.0;6600.0;11200.0;52.0;;600.0;1600.0;6500.0;30.0;12.0;3300.0;8200.0;17700.0;82.0
