ID;WijkenEnBuurten1999;RegioAanduiding_1;StedelijkheidGemeenteWijkOfBuurt_2;Gemeentenaam_3;Gemeentecode_4;Wijkcode_5;Buurtcode_6;OmgevingsadressenDichtheid_7;MeestVoorkomendeNumeriekePostcode_8;Inwoners_9;Mannen_10;Vrouwen_11;Personen014Jr_12;Personen1524Jr_13;Personen2544Jr_14;Personen4564Jr_15;Personen65JrEnOuder_16;NietInGezinsverbandLevendePersonen_17;Gezinnen_18;GezinnenMetKinderen_19;GemiddeldeGezinsgrootte_20;Bevolkingsdichtheid_21;Allochtonen_22;WOZWaarde_23;Woningen_24;GemiddeldInkomenPerInwoner_25;GemiddeldInkomenPerInkomensontvanger_26;LageInkomens_27;HogeInkomens_28;NietActieven_29;Vestigingen_30;Industrie_31;CommercieleDienstverlening_32;OverigeDienstverlening_33;OppervlakteTotaal_34;OppervlakteLand_35;OverigeOppervlakte_36
5366;3440609;B;1;Utrecht                            ;344;06;09;3969.0;3511;1980;1020;970;4.0;14.0;62.0;14.0;5.0;71.0;240;37.0;2.4;6806.0;4.0;120.0;1020;15973.0;19876.0;16.0;43.0;;5;4.0;70.0;26.0;31;29;2
5367;3440610;B;1;Utrecht                            ;344;06;10;4374.0;3511;190;100;90;;;35.0;35.0;24.0;64.0;40;;;526.0;5.0;113.0;140;20057.0;21600.0;;38.0;;6;3.0;84.0;14.0;36;36;0
5368;34407;W;1;Utrecht                            ;344;07;  ;2836.0;  . ;26700;13010;13680;17.0;15.0;41.0;17.0;11.0;40.0;5300;65.0;3.0;5706.0;19.0;72.0;11780;10074.0;14430.0;38.0;14.0;20.0;7;17.0;58.0;25.0;472;468;4
5369;3440759;B;1;Utrecht                            ;344;07;59;2591.0;3524;4350;2150;2210;12.0;16.0;50.0;13.0;9.0;59.0;620;63.0;2.9;6203.0;10.0;74.0;2150;11798.0;15610.0;31.0;18.0;13.0;5;7.0;59.0;34.0;70;70;0
5370;3440760;B;2;Utrecht                            ;344;07;60;2174.0;3524;7200;3640;3550;18.0;13.0;44.0;18.0;7.0;37.0;1500;69.0;3.0;3513.0;12.0;76.0;2980;10528.0;15202.0;34.0;18.0;17.0;5;15.0;57.0;28.0;205;205;0
5371;3440761;B;1;Utrecht                            ;344;07;61;3228.0;3523;800;410;400;17.0;11.0;56.0;13.0;3.0;44.0;150;74.0;3.1;4093.0;14.0;67.0;410;10482.0;13886.0;37.0;9.0;14.0;1;;;;20;20;0
5372;3440762;B;1;Utrecht                            ;344;07;62;3608.0;3523;3180;1380;1800;9.0;20.0;36.0;15.0;20.0;58.0;500;51.0;2.7;8109.0;13.0;65.0;1640;10437.0;14339.0;36.0;13.0;17.0;4;21.0;59.0;20.0;39;39;0
5373;3440763;B;1;Utrecht                            ;344;07;63;3265.0;3523;4420;2160;2250;17.0;10.0;39.0;22.0;12.0;29.0;1060;62.0;3.0;9839.0;4.0;82.0;1810;10573.0;14702.0;34.0;14.0;13.0;5;23.0;54.0;23.0;48;45;3
5374;3440764;B;1;Utrecht                            ;344;07;64;2981.0;3525;6760;3270;3480;22.0;15.0;33.0;16.0;14.0;29.0;1490;67.0;3.2;7573.0;46.0;64.0;2790;8032.0;12434.0;51.0;8.0;37.0;4;17.0;65.0;18.0;90;89;1
5375;34408;W;1;Utrecht                            ;344;08;  ;2771.0;  . ;31730;15300;16440;18.0;15.0;35.0;18.0;14.0;35.0;6660;63.0;3.1;3806.0;36.0;69.0;13220;9302.0;13659.0;42.0;12.0;27.0;8;14.0;68.0;18.0;905;834;71
5376;3440865;B;1;Utrecht                            ;344;08;65;3320.0;3521;3850;1900;1940;13.0;18.0;44.0;17.0;9.0;48.0;680;64.0;3.0;4037.0;17.0;73.0;1570;10618.0;15202.0;33.0;19.0;18.0;6;11.0;75.0;13.0;98;95;3
5377;3440866;B;1;Utrecht                            ;344;08;66;3501.0;3522;8060;3880;4170;15.0;15.0;38.0;20.0;12.0;35.0;1780;62.0;2.9;11254.0;17.0;73.0;3430;9575.0;13523.0;43.0;10.0;21.0;5;21.0;63.0;15.0;79;72;7
5378;3440867;B;2;Utrecht                            ;344;08;67;1980.0;3526;130;70;60;11.0;28.0;29.0;19.0;13.0;40.0;30;;;82.0;8.0;;50;9393.0;13069.0;51.0;;38.0;6;15.0;73.0;12.0;179;150;29
5379;3440868;B;1;Utrecht                            ;344;08;68;2978.0;3526;1170;460;710;4.0;6.0;12.0;24.0;54.0;39.0;310;32.0;2.3;2272.0;5.0;77.0;480;10029.0;11526.0;60.0;4.0;42.0;3;;;;51;51;0
5380;3440869;B;1;Utrecht                            ;344;08;69;2879.0;3527;3410;1470;1940;8.0;11.0;35.0;17.0;29.0;49.0;670;46.0;2.6;7005.0;11.0;69.0;1810;12161.0;14975.0;37.0;18.0;16.0;5;9.0;63.0;27.0;49;49;0
5381;3440870;B;2;Utrecht                            ;344;08;70;2167.0;3526;7080;3500;3580;20.0;14.0;34.0;19.0;12.0;33.0;1530;64.0;3.1;8419.0;48.0;65.0;3170;9348.0;13886.0;39.0;12.0;30.0;5;9.0;60.0;30.0;92;84;8
5382;3440871;B;2;Utrecht                            ;344;08;71;2327.0;3527;8010;3990;4010;29.0;17.0;31.0;14.0;9.0;24.0;1640;77.0;3.7;13395.0;71.0;64.0;2670;6761.0;12434.0;49.0;9.0;42.0;5;11.0;69.0;21.0;66;60;6
5383;3440882;B;3;Utrecht                            ;344;08;82;1036.0;3528;40;20;20;;;;;;;10;;;12.0;;;20;;;;;;3;;;;293;272;21
5384;34409;W;5;Utrecht                            ;344;09;  ;407.0;  . ;1030;520;510;14.0;13.0;27.0;29.0;17.0;25.0;260;54.0;3.0;152.0;2.0;138.0;480;12887.0;17516.0;26.0;28.0;9.0;4;28.0;69.0;3.0;696;678;18
5385;3440983;B;5;Utrecht                            ;344;09;83;407.0;3544;1030;510;510;14.0;13.0;27.0;29.0;17.0;25.0;260;54.0;3.0;152.0;2.0;138.0;480;12887.0;17516.0;26.0;28.0;9.0;4;28.0;69.0;3.0;696;678;18
5386;345;G;2;Veenendaal                         ;345;  ;  ;1804.0;  . ;59140;29130;30010;22.0;13.0;32.0;22.0;11.0;16.0;15380;64.0;3.2;3012.0;7.0;89.0;22410;9439.0;15156.0;39.0;21.0;11.0;9;17.0;70.0;13.0;1981;1964;17
5387;34500;W;1;Veenendaal                         ;345;00;  ;2568.0;  . ;3830;1770;2060;13.0;13.0;27.0;20.0;28.0;35.0;880;45.0;2.8;5326.0;12.0;66.0;2180;10301.0;13432.0;50.0;13.0;15.0;7;6.0;82.0;12.0;72;72;0
5388;3450000;B;1;Veenendaal                         ;345;00;00;2657.0;3901;610;270;330;7.0;12.0;23.0;27.0;31.0;36.0;160;29.0;2.5;2115.0;;96.0;470;13296.0;16291.0;34.0;26.0;;6;4.0;85.0;11.0;29;29;0
5389;3450001;B;2;Veenendaal                         ;345;00;01;2277.0;3901;860;370;490;12.0;9.0;21.0;19.0;40.0;30.0;210;41.0;2.8;8206.0;2.0;74.0;450;10119.0;12933.0;57.0;13.0;14.0;4;15.0;78.0;7.0;10;10;0
5390;3450002;B;2;Veenendaal                         ;345;00;02;2444.0;3901;1060;590;470;16.0;23.0;39.0;17.0;6.0;42.0;200;63.0;3.1;5706.0;37.0;44.0;560;9620.0;13432.0;40.0;8.0;13.0;3;;;;19;18;1
5391;3450003;B;1;Veenendaal                         ;345;00;03;2758.0;3901;1310;540;760;14.0;8.0;23.0;19.0;36.0;31.0;320;45.0;2.8;9088.0;3.0;68.0;700;9802.0;12570.0;58.0;10.0;21.0;4;6.0;71.0;23.0;15;14;1
5392;34501;W;2;Veenendaal                         ;345;01;  ;1513.0;  . ;8850;4380;4470;20.0;16.0;27.0;26.0;11.0;18.0;2230;63.0;3.3;2424.0;9.0;89.0;3190;9666.0;15519.0;39.0;23.0;11.0;5;16.0;68.0;16.0;368;365;3
5393;3450100;B;2;Veenendaal                         ;345;01;00;1508.0;3902;4910;2430;2500;21.0;16.0;24.0;29.0;10.0;11.0;1310;65.0;3.4;7041.0;3.0;97.0;1620;9529.0;15973.0;40.0;27.0;9.0;4;11.0;73.0;15.0;70;70;0
5394;3450101;B;2;Veenendaal                         ;345;01;01;1684.0;3902;3170;1580;1590;18.0;17.0;34.0;22.0;9.0;29.0;740;60.0;3.1;8892.0;20.0;71.0;1380;9620.0;14521.0;37.0;16.0;13.0;3;;;;37;36;1
5395;3450102;B;3;Veenendaal                         ;345;01;02;1014.0;3902;140;60;70;30.0;;28.0;20.0;;;30;;;352.0;;;20;6671.0;15474.0;;;;3;;;;38;38;0
5396;3450103;B;5;Veenendaal                         ;345;01;03;489.0;3902;500;230;260;13.0;13.0;15.0;31.0;28.0;25.0;120;58.0;3.1;611.0;;173.0;120;11753.0;17425.0;42.0;30.0;;2;;;;82;81;1
5397;3450104;B;5;Veenendaal                         ;345;01;04;349.0;3907;150;70;70;22.0;11.0;24.0;25.0;18.0;8.0;40;;;100.0;;;40;;;;;;1;;;;141;141;0
5398;34502;W;2;Veenendaal                         ;345;02;  ;1545.0;  . ;12920;6310;6620;21.0;11.0;35.0;20.0;13.0;19.0;3400;60.0;3.1;2187.0;7.0;93.0;5100;9847.0;15202.0;39.0;19.0;11.0;7;29.0;60.0;11.0;602;591;11
5399;3450200;B;2;Veenendaal                         ;345;02;00;2211.0;3901;3580;1600;1980;16.0;12.0;24.0;21.0;27.0;29.0;880;50.0;2.9;5875.0;19.0;65.0;1590;9484.0;13114.0;52.0;12.0;23.0;4;11.0;65.0;24.0;64;61;3
5400;3450201;B;2;Veenendaal                         ;345;02;01;1834.0;3903;690;340;340;20.0;13.0;24.0;24.0;18.0;13.0;190;56.0;3.1;1751.0;3.0;85.0;270;10074.0;14884.0;40.0;19.0;;4;36.0;54.0;10.0;39;39;0
5401;3450202;B;2;Veenendaal                         ;345;02;02;1843.0;3904;2820;1340;1470;21.0;12.0;31.0;23.0;14.0;13.0;770;61.0;3.1;6830.0;3.0;94.0;1090;9302.0;14929.0;40.0;19.0;11.0;4;17.0;62.0;21.0;41;41;0
5402;3450203;B;3;Veenendaal                         ;345;02;03;1127.0;3903;3820;1980;1840;26.0;9.0;44.0;17.0;4.0;11.0;1050;67.0;3.2;5922.0;3.0;119.0;1360;10119.0;17017.0;28.0;25.0;6.0;4;15.0;60.0;25.0;65;65;0
5403;3450204;B;4;Veenendaal                         ;345;02;04;910.0;3903;1660;840;820;21.0;12.0;51.0;13.0;3.0;26.0;400;60.0;3.1;3644.0;3.0;100.0;690;10165.0;15565.0;32.0;16.0;6.0;1;;;;45;45;0
5404;3450205;B;5;Veenendaal                         ;345;02;05;356.0;3903;190;110;80;19.0;9.0;35.0;26.0;11.0;22.0;50;;;108.0;;;50;13840.0;19422.0;29.0;32.0;;6;37.0;61.0;2.0;173;173;0
5405;3450206;B;3;Veenendaal                         ;345;02;06;1110.0;3902;0;10;0;;;;;;;0;;;21.0;;;0;;;;;;1;;;;38;33;5
5406;3450207;B;5;Veenendaal                         ;345;02;07;214.0;3902;70;40;20;19.0;;30.0;28.0;;;20;;;66.0;;;20;;;;;;1;;;;104;101;3
5407;3450208;B;4;Veenendaal                         ;345;02;08;646.0;3903;100;50;60;25.0;12.0;25.0;21.0;17.0;;30;;;316.0;;;40;;;;;;1;;;;33;33;0
5408;34503;W;2;Veenendaal                         ;345;03;  ;2034.0;  . ;6590;3240;3350;19.0;13.0;30.0;24.0;15.0;19.0;1800;58.0;3.0;4578.0;12.0;84.0;2670;9393.0;14476.0;43.0;16.0;14.0;6;13.0;67.0;21.0;144;144;0
5409;3450300;B;1;Veenendaal                         ;345;03;00;2861.0;3901;600;280;320;20.0;15.0;22.0;22.0;22.0;16.0;160;53.0;3.3;2339.0;4.0;91.0;230;9076.0;14702.0;42.0;20.0;;3;;;;26;26;0
5410;3450301;B;2;Veenendaal                         ;345;03;01;2002.0;3904;5610;2780;2830;19.0;13.0;32.0;23.0;13.0;20.0;1530;60.0;2.9;6102.0;13.0;75.0;2290;9030.0;13795.0;44.0;13.0;15.0;5;14.0;68.0;18.0;92;92;0
5411;3450302;B;3;Veenendaal                         ;345;03;02;1164.0;3904;370;180;190;15.0;10.0;18.0;36.0;21.0;10.0;120;41.0;2.8;1432.0;;219.0;150;15066.0;23324.0;29.0;47.0;;3;;;;26;26;0
5412;34504;W;2;Veenendaal                         ;345;04;  ;2120.0;  . ;9520;4680;4840;22.0;15.0;32.0;22.0;9.0;16.0;2480;64.0;3.2;3657.0;8.0;83.0;3550;8894.0;14566.0;38.0;18.0;13.0;6;18.0;71.0;11.0;261;260;1
5413;3450400;B;1;Veenendaal                         ;345;04;00;2591.0;3905;2470;1180;1300;16.0;14.0;31.0;24.0;14.0;25.0;630;57.0;3.0;8318.0;16.0;71.0;1110;9484.0;13795.0;41.0;12.0;16.0;4;23.0;57.0;20.0;31;30;1
5414;3450401;B;2;Veenendaal                         ;345;04;01;2177.0;3905;2950;1480;1480;23.0;14.0;32.0;22.0;9.0;14.0;780;66.0;3.3;4559.0;8.0;80.0;1060;8713.0;14657.0;38.0;18.0;14.0;4;16.0;73.0;12.0;65;65;0
5415;3450402;B;2;Veenendaal                         ;345;04;02;2100.0;3905;2160;1070;1090;25.0;17.0;30.0;22.0;6.0;11.0;540;68.0;3.6;7906.0;3.0;91.0;710;8486.0;15338.0;34.0;24.0;11.0;4;20.0;67.0;13.0;27;27;0
5416;3450403;B;2;Veenendaal                         ;345;04;03;1602.0;3905;1690;850;850;24.0;12.0;39.0;18.0;7.0;11.0;480;62.0;3.2;8133.0;2.0;103.0;610;9212.0;15156.0;37.0;20.0;10.0;3;;;;21;21;0
5417;3450404;B;4;Veenendaal                         ;345;04;04;861.0;3905;110;50;60;26.0;;22.0;26.0;;10.0;20;;;238.0;;;20;4447.0;8803.0;45.0;;;5;16.0;79.0;5.0;47;47;0
5418;3450405;B;5;Veenendaal                         ;345;04;05;270.0;3905;120;50;60;30.0;14.0;31.0;16.0;9.0;;30;;;176.0;;;40;6852.0;13613.0;;;;1;;;;71;71;0
5419;34505;W;2;Veenendaal                         ;345;05;  ;1566.0;  . ;17430;8760;8660;26.0;13.0;34.0;20.0;6.0;10.0;4570;72.0;3.4;3280.0;3.0;100.0;5720;9166.0;16018.0;35.0;27.0;10.0;7;15.0;72.0;13.0;534;531;3
5420;3450500;B;2;Veenendaal                         ;345;05;00;1843.0;3905;3250;1620;1630;24.0;15.0;37.0;18.0;5.0;14.0;820;75.0;3.4;6050.0;4.0;83.0;1120;8304.0;14657.0;36.0;18.0;11.0;3;;;;55;54;1
5421;3450501;B;3;Veenendaal                         ;345;05;01;1181.0;3906;3070;1570;1510;30.0;11.0;38.0;17.0;3.0;6.0;820;75.0;3.5;6650.0;1.0;118.0;940;9711.0;18287.0;30.0;35.0;8.0;4;10.0;79.0;11.0;47;46;1
5422;3450502;B;2;Veenendaal                         ;345;05;02;1762.0;3906;3490;1780;1730;27.0;14.0;37.0;19.0;4.0;10.0;910;74.0;3.5;7188.0;4.0;91.0;1170;8667.0;14929.0;38.0;23.0;8.0;4;17.0;65.0;19.0;49;49;0
5423;3450503;B;2;Veenendaal                         ;345;05;03;1840.0;3904;4400;2200;2210;26.0;16.0;27.0;27.0;5.0;7.0;1150;72.0;3.6;6335.0;2.0;106.0;1370;9302.0;16381.0;38.0;31.0;11.0;4;13.0;64.0;22.0;70;70;0
5424;3450504;B;3;Veenendaal                         ;345;05;04;1206.0;3906;3090;1530;1560;24.0;10.0;36.0;19.0;11.0;12.0;860;64.0;3.2;4191.0;3.0;104.0;1090;9802.0;16064.0;34.0;26.0;9.0;3;;;;74;74;0
5425;3450505;B;4;Veenendaal                         ;345;05;05;906.0;3905;40;20;10;;;;;;;10;;;60.0;;;0;;;;;;6;14.0;81.0;5.0;61;61;0
5426;3450506;B;4;Veenendaal                         ;345;05;06;575.0;3905;60;30;30;28.0;;34.0;;;;10;;;77.0;;;20;;;;;;2;;;;79;79;0
5427;3450507;B;3;Veenendaal                         ;345;05;07;1144.0;3904;30;10;10;;;;;;;10;;;27.0;;;10;;;;;;1;;;;99;99;0
5428;347;G;4;Vleuten-De Meern                   ;347;  ;  ;832.0;  . ;19430;9600;9820;20.0;8.0;35.0;23.0;13.0;18.0;5330;59.0;3.0;704.0;4.0;105.0;7640;11571.0;17153.0;31.0;27.0;11.0;7;20.0;66.0;14.0;2786;2757;29
5429;34700;W;4;Vleuten-De Meern                   ;347;00;  ;832.0;  . ;19420;9600;9820;20.0;8.0;35.0;23.0;13.0;18.0;5320;59.0;3.0;704.0;4.0;105.0;7640;11571.0;17153.0;31.0;27.0;11.0;7;20.0;66.0;14.0;2786;2757;29
5430;3470000;B;4;Vleuten-De Meern                   ;347;00;00;778.0;3451;7580;3690;3880;19.0;8.0;37.0;22.0;14.0;21.0;2030;57.0;3.0;2937.0;5.0;103.0;3040;11708.0;17289.0;30.0;26.0;11.0;6;15.0;63.0;21.0;260;258;2
5431;3470001;B;5;Vleuten-De Meern                   ;347;00;01;335.0;3451;320;150;160;15.0;15.0;23.0;33.0;14.0;9.0;100;59.0;3.1;451.0;3.0;155.0;100;11662.0;15610.0;44.0;23.0;;3;;;;69;69;0
5432;3470002;B;5;Vleuten-De Meern                   ;347;00;02;378.0;3454;170;80;80;15.0;11.0;29.0;28.0;17.0;16.0;50;;;277.0;;137.0;70;;;;;;5;29.0;65.0;5.0;62;61;1
5433;3470003;B;4;Vleuten-De Meern                   ;347;00;03;974.0;3454;10330;5110;5210;21.0;8.0;35.0;23.0;13.0;16.0;2850;61.0;3.0;3933.0;4.0;103.0;4010;11435.0;17062.0;32.0;27.0;12.0;6;19.0;66.0;15.0;266;262;4
5434;3470004;B;4;Vleuten-De Meern                   ;347;00;04;600.0;3454;140;70;70;;;30.0;37.0;14.0;10.0;50;;;384.0;;;60;13296.0;17607.0;30.0;29.0;;2;;;;40;37;3
5435;3470005;B;5;Vleuten-De Meern                   ;347;00;05;49.0;3455;210;100;100;20.0;12.0;32.0;28.0;9.0;18.0;60;75.0;3.3;766.0;;95.0;80;10664.0;17017.0;36.0;32.0;;2;;;;27;27;0
5436;3470006;B;5;Vleuten-De Meern                   ;347;00;06;177.0;3455;390;210;180;10.0;16.0;24.0;36.0;15.0;14.0;110;57.0;2.9;37.0;3.0;175.0;150;12524.0;18151.0;30.0;34.0;11.0;3;;;;1062;1050;12
5437;3470007;B;5;Vleuten-De Meern                   ;347;00;07;316.0;3451;60;40;30;24.0;;31.0;28.0;;;20;;;31.0;;;30;;;;;;1;;;;218;216;2
5438;3470008;B;5;Vleuten-De Meern                   ;347;00;08;239.0;3454;120;60;50;8.0;14.0;25.0;41.0;13.0;15.0;30;;;17.0;;;50;;;;;;4;24.0;76.0;0.0;708;703;5
5439;3470009;B;4;Vleuten-De Meern                   ;347;00;09;589.0;3454;120;60;60;24.0;11.0;28.0;23.0;13.0;9.0;30;;;157.0;;;50;11708.0;19558.0;;;;1;;;;74;74;0
5440;351;G;4;Woudenberg                         ;351;  ;  ;709.0;  . ;10840;5450;5380;21.0;12.0;30.0;25.0;11.0;15.0;2850;64.0;3.2;297.0;2.0;115.0;3840;9983.0;16381.0;35.0;27.0;15.0;6;19.0;68.0;13.0;3672;3645;27
5441;35100;W;4;Woudenberg                         ;351;00;  ;709.0;  . ;10830;5450;5380;21.0;12.0;30.0;25.0;11.0;15.0;2850;64.0;3.2;297.0;2.0;115.0;3840;9983.0;16381.0;35.0;27.0;15.0;6;19.0;68.0;13.0;3672;3645;27
5442;3510000;B;4;Woudenberg                         ;351;00;00;775.0;3931;9280;4630;4650;22.0;12.0;30.0;24.0;12.0;13.0;2500;64.0;3.2;3025.0;3.0;111.0;3370;9892.0;16563.0;33.0;28.0;11.0;6;18.0;67.0;16.0;308;307;1
5443;3510001;B;5;Woudenberg                         ;351;00;01;239.0;3931;70;30;30;25.0;;30.0;30.0;;;20;;;144.0;;;30;;;;;;1;;;;44;44;0
5444;3510005;B;4;Woudenberg                         ;351;00;05;647.0;3931;230;120;100;20.0;;50.0;16.0;;25.0;50;62.0;3.2;758.0;4.0;114.0;100;11163.0;17380.0;;30.0;;1;;;;30;30;0
5445;3510007;B;5;Woudenberg                         ;351;00;07;77.0;3931;30;10;10;;;;;;;10;;;4.0;;;10;;;;;;1;;;;685;677;8
5446;3510008;B;5;Woudenberg                         ;351;00;08;335.0;3931;560;280;260;14.0;14.0;39.0;26.0;7.0;42.0;90;62.0;3.3;100.0;2.0;172.0;120;9529.0;12751.0;64.0;15.0;59.0;3;;;;556;551;5
5447;3510009;B;5;Woudenberg                         ;351;00;09;77.0;3931;690;370;320;21.0;16.0;24.0;27.0;12.0;11.0;180;67.0;3.5;34.0;;172.0;210;10891.0;16200.0;35.0;26.0;14.0;4;24.0;71.0;5.0;2049;2036;13
5448;352;G;3;Wijk bij Duurstede                 ;352;  ;  ;1008.0;  . ;23100;11510;11590;23.0;12.0;34.0;24.0;8.0;16.0;6030;69.0;3.2;484.0;3.0;107.0;8580;9938.0;16018.0;34.0;24.0;11.0;7;17.0;64.0;19.0;5030;4769;261
5449;35200;W;3;Wijk bij Duurstede                 ;352;00;  ;1251.0;  . ;17580;8740;8840;23.0;12.0;36.0;23.0;7.0;17.0;4550;70.0;3.2;7059.0;4.0;102.0;6590;10074.0;16064.0;34.0;24.0;12.0;7;13.0;65.0;21.0;251;249;2
5450;3520000;B;3;Wijk bij Duurstede                 ;352;00;00;1251.0;3961;17570;8740;8850;23.0;12.0;36.0;23.0;7.0;17.0;4560;70.0;3.2;7059.0;4.0;102.0;6600;10074.0;16064.0;34.0;24.0;12.0;7;13.0;65.0;21.0;251;249;2
5451;35201;W;5;Wijk bij Duurstede                 ;352;01;  ;417.0;  . ;660;340;310;21.0;12.0;29.0;30.0;8.0;7.0;180;68.0;3.2;42.0;;174.0;210;9711.0;14748.0;35.0;26.0;;4;29.0;63.0;8.0;1789;1555;234
5452;3520101;B;5;Wijk bij Duurstede                 ;352;01;01;170.0;3961;210;110;100;22.0;9.0;30.0;28.0;12.0;9.0;60;59.0;3.2;36.0;;;70;13069.0;18060.0;;35.0;;2;;;;699;592;107
5453;3520109;B;5;Wijk bij Duurstede                 ;352;01;09;496.0;3961;440;230;210;21.0;13.0;29.0;31.0;6.0;6.0;120;72.0;3.3;46.0;;170.0;130;8531.0;13477.0;38.0;23.0;;4;32.0;62.0;6.0;1090;964;126
5454;35202;W;5;Wijk bij Duurstede                 ;352;02;  ;268.0;  . ;2790;1390;1400;21.0;12.0;32.0;26.0;9.0;15.0;750;63.0;3.2;238.0;1.0;113.0;1050;9257.0;15429.0;33.0;23.0;11.0;5;26.0;55.0;19.0;1194;1174;20
5455;3520200;B;5;Wijk bij Duurstede                 ;352;02;00;299.0;3945;2390;1170;1210;21.0;11.0;33.0;26.0;9.0;15.0;640;61.0;3.1;2671.0;1.0;109.0;910;9711.0;15746.0;33.0;23.0;11.0;4;27.0;50.0;23.0;92;89;3
5456;3520209;B;5;Wijk bij Duurstede                 ;352;02;09;72.0;3945;410;210;190;19.0;18.0;28.0;28.0;8.0;14.0;100;77.0;3.5;38.0;;157.0;130;6444.0;13750.0;33.0;20.0;;3;;;;1102;1085;17
5457;35203;W;5;Wijk bij Duurstede                 ;352;03;  ;140.0;  . ;2060;1040;1030;22.0;13.0;27.0;25.0;13.0;13.0;540;63.0;3.4;115.0;1.0;129.0;730;9847.0;16654.0;36.0;27.0;13.0;4;18.0;68.0;14.0;1796;1790;6
5458;3520300;B;5;Wijk bij Duurstede                 ;352;03;00;176.0;3947;1290;640;650;25.0;13.0;30.0;21.0;11.0;13.0;330;66.0;3.4;2012.0;2.0;104.0;450;8713.0;15292.0;39.0;23.0;14.0;4;18.0;65.0;17.0;65;64;1
5459;3520301;B;5;Wijk bij Duurstede                 ;352;03;01;77.0;3947;320;160;150;15.0;12.0;20.0;34.0;19.0;16.0;90;54.0;3.2;137.0;;165.0;130;10800.0;18197.0;31.0;32.0;;2;;;;240;236;4
5460;3520302;B;5;Wijk bij Duurstede                 ;352;03;02;15.0;3947;130;70;60;17.0;15.0;24.0;25.0;20.0;10.0;40;;;91.0;;;50;11889.0;22371.0;22.0;43.0;;1;;;;139;139;0
5461;3520309;B;5;Wijk bij Duurstede                 ;352;03;09;113.0;3947;320;170;160;21.0;13.0;23.0;31.0;11.0;9.0;90;66.0;3.4;24.0;;176.0;120;13160.0;18060.0;35.0;32.0;;2;;;;1352;1351;1
5462;353;G;3;IJsselstein                        ;353;  ;  ;1462.0;  . ;27130;13350;13780;22.0;11.0;37.0;21.0;9.0;21.0;6900;66.0;3.1;1282.0;9.0;103.0;10820;10528.0;16064.0;34.0;23.0;11.0;7;18.0;64.0;18.0;2162;2116;46
5463;35300;W;2;IJsselstein                        ;353;00;  ;1595.0;  . ;22530;11030;11490;22.0;11.0;34.0;22.0;10.0;19.0;5810;66.0;3.1;5516.0;10.0;101.0;8790;10437.0;16109.0;35.0;24.0;12.0;7;16.0;64.0;20.0;415;408;7
5464;3530000;B;2;IJsselstein                        ;353;00;00;1876.0;3401;5430;2460;2980;16.0;10.0;29.0;21.0;24.0;29.0;1340;56.0;2.9;3159.0;9.0;93.0;2430;10936.0;14612.0;44.0;16.0;16.0;6;14.0;70.0;16.0;176;172;4
5465;3530001;B;2;IJsselstein                        ;353;00;01;1743.0;3402;2730;1330;1410;18.0;13.0;31.0;30.0;7.0;21.0;730;59.0;2.9;6680.0;13.0;97.0;1120;11027.0;16699.0;29.0;27.0;16.0;4;25.0;54.0;21.0;42;41;1
5466;3530002;B;3;IJsselstein                        ;353;00;02;1473.0;3402;5370;2700;2670;17.0;14.0;32.0;27.0;9.0;25.0;1350;62.0;3.0;5037.0;15.0;88.0;2310;10891.0;15837.0;34.0;23.0;15.0;5;10.0;59.0;31.0;107;107;0
5467;3530003;B;3;IJsselstein                        ;353;00;03;1363.0;3401;8990;4550;4430;30.0;9.0;40.0;18.0;3.0;9.0;2370;76.0;3.4;10119.0;5.0;118.0;2930;9756.0;17198.0;30.0;30.0;7.0;5;18.0;61.0;21.0;91;89;2
5468;35301;W;4;IJsselstein                        ;353;01;  ;919.0;  . ;4600;2310;2290;20.0;11.0;48.0;17.0;5.0;27.0;1090;67.0;3.0;269.0;9.0;126.0;2030;11072.0;15792.0;30.0;18.0;9.0;5;28.0;60.0;11.0;1747;1707;40
5469;3530100;B;5;IJsselstein                        ;353;01;00;285.0;3401;450;230;210;25.0;15.0;25.0;26.0;10.0;10.0;120;73.0;3.6;315.0;2.0;200.0;140;10845.0;19013.0;28.0;33.0;;3;;;;142;142;0
5470;3530108;B;4;IJsselstein                        ;353;01;08;597.0;3402;150;70;70;17.0;12.0;27.0;28.0;16.0;12.0;40;;;33.0;;;60;9439.0;15156.0;53.0;36.0;;2;;;;451;437;14
5471;3530109;B;4;IJsselstein                        ;353;01;09;972.0;3404;4010;2000;2000;19.0;10.0;51.0;15.0;4.0;30.0;950;66.0;3.0;355.0;10.0;116.0;1840;11163.0;15429.0;29.0;16.0;9.0;5;28.0;63.0;9.0;1154;1128;26
5472;355;G;3;Zeist                              ;355;  ;  ;1416.0;  . ;59820;28440;31380;17.0;13.0;28.0;25.0;18.0;30.0;14220;58.0;3.0;1233.0;9.0;117.0;24560;11345.0;16563.0;37.0;24.0;19.0;9;12.0;64.0;24.0;4864;4852;12
5473;35501;W;2;Zeist                              ;355;01;  ;1946.0;  . ;13620;6310;7310;15.0;12.0;28.0;25.0;20.0;29.0;3310;54.0;2.9;3432.0;5.0;129.0;5830;11980.0;17244.0;36.0;26.0;14.0;8;9.0;68.0;23.0;401;397;4
