ID;Geslacht;Leeftijden;BurgerlijkeStaat;Migratieachtergrond;Woonland;Perioden;AOWUitkeringenTotaal_1;AOWUitkeringenVolledig_2;AOWUitkeringenGekort_3
943;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2012 juni;21770;50;21720
944;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2012 juli;21800;60;21750
945;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2012 augustus;21840;60;21790
946;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2012 september;21880;60;21820
947;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2012 oktober;21910;60;21860
948;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2012 november;21920;60;21860
949;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2012 december;21940;60;21880
950;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2013 januari;21940;60;21880
951;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2013 februari;22020;60;21960
952;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2013 maart;22090;60;22030
953;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2013 april;22200;70;22140
954;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2013 mei;22290;70;22220
955;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2013 juni;22380;60;22320
956;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2013 juli;22430;70;22360
957;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2013 augustus;22480;70;22410
958;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2013 september;22510;70;22440
959;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2013 oktober;22510;70;22440
960;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2013 november;22520;70;22460
961;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2013 december;22510;70;22440
962;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2014 januari;22480;70;22410
963;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2014 februari;22510;80;22440
964;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2014 maart;22630;80;22550
965;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2014 april;22680;80;22600
966;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2014 mei;22770;90;22690
967;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2014 juni;22850;90;22770
968;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2014 juli;22890;90;22800
969;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2014 augustus;22910;90;22820
970;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2014 september;22920;90;22830
971;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2014 oktober;22910;90;22820
972;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2014 november;22900;90;22820
973;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2014 december;22930;90;22840
974;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2015 januari;22920;90;22830
975;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2015 februari;22900;90;22810
976;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2015 maart;22960;90;22860
977;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2015 april;23110;90;23020
978;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2015 mei;23230;100;23130
979;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2015 juni;23370;100;23270
980;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2015 juli;23440;100;23340
981;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2015 augustus;23480;100;23370
982;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2015 september;23470;110;23360
983;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2015 oktober;23500;110;23390
984;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2015 november;23500;110;23390
985;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2015 december;23500;110;23390
986;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2016 januari;23490;120;23370
987;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2016 februari;23440;120;23320
988;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2016 maart;23390;120;23280
989;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2016 april;23440;120;23330
990;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2016 mei;23500;120;23380
991;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2016 juni;23560;120;23430
992;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2016 juli;23620;120;23500
993;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2016 augustus;23680;120;23550
994;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2016 september;23660;120;23530
995;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2016 oktober;23660;120;23530
996;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2016 november;23650;120;23530
997;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2016 december;23670;130;23540
998;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2017 januari;23620;130;23500
999;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2017 februari;23580;130;23460
1000;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2017 maart;23510;120;23390
1001;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2017 april;23490;130;23360
1002;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2017 mei;23490;130;23360
1003;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2017 juni;23500;130;23380
1004;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2017 juli;23510;130;23380
1005;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2017 augustus;23490;130;23360
1006;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2017 september;23460;130;23340
1007;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2017 oktober;23480;130;23350
1008;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2017 november;23480;130;23350
1009;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2017 december;23490;130;23360
1010;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2018 januari;23420;130;23300
1011;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2018 februari;23380;130;23250
1012;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2018 maart;23340;130;23210
1013;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2018 april;23340;130;23210
1014;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2018 mei;23350;130;23220
1015;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2018 juni;23390;140;23250
1016;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2018 juli;23370;140;23240
1017;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2018 augustus;23340;140;23200
1018;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2018 september;23300;140;23160
1019;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2018 oktober;23270;140;23140
1020;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2018 november;23260;140;23130
1021;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Turkije;2018 december;23230;140;23090
1022;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2006 november;15940;460;15490
1023;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2006 december;15990;460;15530
1024;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2007 januari;16030;450;15580
1025;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2007 februari;16050;450;15600
1026;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2007 maart;16080;450;15640
1027;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2007 april;16130;450;15680
1028;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2007 mei;16200;440;15760
1029;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2007 juni;16240;430;15810
1030;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2007 juli;16280;430;15850
1031;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2007 augustus;16330;420;15900
1032;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2007 september;16360;420;15940
1033;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2007 oktober;16400;420;15980
1034;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2007 november;16440;420;16020
1035;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2007 december;16490;420;16070
1036;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2008 januari;16520;420;16100
1037;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2008 februari;16540;410;16130
1038;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2008 maart;16600;410;16190
1039;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2008 april;16650;400;16250
1040;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2008 mei;16700;400;16300
1041;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2008 juni;16730;400;16330
1042;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2008 juli;16800;390;16400
1043;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2008 augustus;16860;390;16470
1044;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2008 september;16950;390;16560
1045;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2008 oktober;17020;390;16630
1046;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2008 november;17070;390;16680
1047;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2008 december;17120;390;16730
1048;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2009 januari;17120;380;16740
1049;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2009 februari;17150;380;16770
1050;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2009 maart;17170;380;16790
1051;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2009 april;17200;380;16830
1052;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2009 mei;17230;370;16850
1053;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2009 juni;17250;370;16880
1054;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2009 juli;17290;370;16920
1055;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2009 augustus;17310;370;16940
1056;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2009 september;17360;370;17000
1057;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2009 oktober;17410;370;17040
1058;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2009 november;17420;370;17060
1059;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2009 december;17470;370;17100
1060;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2010 januari;17490;360;17120
1061;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2010 februari;17510;360;17150
1062;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2010 maart;17580;360;17210
1063;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2010 april;17590;360;17230
1064;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2010 mei;17610;360;17250
1065;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2010 juni;17630;360;17270
1066;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2010 juli;17650;350;17290
1067;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2010 augustus;17650;350;17300
1068;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2010 september;17670;350;17310
1069;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2010 oktober;17670;350;17320
1070;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2010 november;17710;350;17360
1071;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2010 december;17720;350;17370
1072;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2011 januari;17730;340;17380
1073;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2011 februari;17750;350;17400
1074;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2011 maart;17770;350;17420
1075;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2011 april;17790;350;17440
1076;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2011 mei;17820;340;17480
1077;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2011 juni;17810;340;17470
1078;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2011 juli;17810;340;17470
1079;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2011 augustus;17830;330;17500
1080;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2011 september;17850;330;17520
1081;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2011 oktober;17890;330;17560
1082;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2011 november;17870;330;17540
1083;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2011 december;17880;330;17550
1084;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2012 januari;17870;330;17550
1085;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2012 februari;17860;330;17530
1086;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2012 maart;17860;330;17530
1087;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2012 april;17850;320;17530
1088;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2012 mei;17850;320;17530
1089;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2012 juni;17860;320;17540
1090;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2012 juli;17850;320;17530
1091;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2012 augustus;17840;320;17530
1092;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2012 september;17870;320;17550
1093;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2012 oktober;17840;320;17530
1094;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2012 november;17840;320;17530
1095;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2012 december;17840;310;17530
1096;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2013 januari;17820;310;17510
1097;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2013 februari;17810;310;17500
1098;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2013 maart;17790;310;17490
1099;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2013 april;17800;310;17500
1100;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2013 mei;17780;310;17480
1101;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2013 juni;17770;310;17470
1102;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2013 juli;17780;300;17480
1103;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2013 augustus;17790;300;17490
1104;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2013 september;17770;300;17470
1105;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2013 oktober;17770;300;17470
1106;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2013 november;17770;300;17470
1107;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2013 december;17750;300;17460
1108;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2014 januari;17730;300;17430
1109;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2014 februari;17710;300;17410
1110;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2014 maart;17680;300;17390
1111;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2014 april;17690;300;17390
1112;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2014 mei;17670;300;17380
1113;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2014 juni;17680;300;17390
1114;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2014 juli;17680;290;17390
1115;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2014 augustus;17680;290;17390
1116;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2014 september;17650;290;17360
1117;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2014 oktober;17650;290;17360
1118;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2014 november;17660;290;17370
1119;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2014 december;17650;290;17360
1120;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2015 januari;17630;300;17330
1121;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2015 februari;17620;300;17320
1122;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2015 maart;17590;290;17290
1123;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2015 april;17570;290;17280
1124;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2015 mei;17550;290;17260
1125;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2015 juni;17510;290;17220
1126;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2015 juli;17500;290;17210
1127;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2015 augustus;17490;280;17200
1128;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2015 september;17490;290;17210
1129;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2015 oktober;17480;290;17200
1130;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2015 november;17470;280;17190
1131;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2015 december;17450;290;17160
1132;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2016 januari;17410;290;17120
1133;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2016 februari;17340;290;17050
1134;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2016 maart;17290;280;17010
1135;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2016 april;17270;280;16980
1136;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2016 mei;17220;280;16940
1137;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2016 juni;17200;280;16920
1138;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2016 juli;17170;280;16890
1139;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2016 augustus;17140;290;16850
1140;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2016 september;17130;290;16840
1141;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2016 oktober;17110;290;16820
1142;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2016 november;17090;290;16800
1143;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2016 december;17060;280;16780
1144;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2017 januari;17010;280;16740
1145;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2017 februari;16960;280;16680
1146;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2017 maart;16910;270;16640
1147;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2017 april;16860;270;16590
1148;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2017 mei;16820;270;16550
1149;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2017 juni;16810;270;16540
1150;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2017 juli;16780;270;16510
1151;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2017 augustus;16750;270;16480
1152;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2017 september;16740;270;16470
1153;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2017 oktober;16720;270;16450
1154;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2017 november;16670;270;16400
1155;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2017 december;16640;270;16370
1156;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2018 januari;16590;270;16320
1157;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2018 februari;16520;270;16250
1158;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Verenigde Staten van Amerika;2018 maart;16470;270;16200
