ID;Geslacht;Leeftijd;Migratieachtergrond;DuurVanDeUitkeringssituatie;Perioden;PersonenVanWieBijstandIsBeeindigd_1
1324;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;Totaal;2012;14870
1325;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;Totaal;2013;18150
1326;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;Totaal;2014;20710
1327;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;Totaal;2015;19920
1328;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;Totaal;2016;17370
1329;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;Totaal;2017;15250
1330;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;Totaal;2018;12840
1331;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;Totaal;2019;10280
1332;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;Totaal;2020;10660
1333;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;Totaal;2021;11130
1334;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;Totaal;2022;8630
1335;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;0 tot 6 maanden;2008;3240
1336;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;0 tot 6 maanden;2009;4110
1337;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;0 tot 6 maanden;2010;5780
1338;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;0 tot 6 maanden;2011;5690
1339;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;0 tot 6 maanden;2012;6840
1340;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;0 tot 6 maanden;2013;8160
1341;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;0 tot 6 maanden;2014;8740
1342;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;0 tot 6 maanden;2015;7200
1343;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;0 tot 6 maanden;2016;6200
1344;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;0 tot 6 maanden;2017;4910
1345;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;0 tot 6 maanden;2018;3870
1346;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;0 tot 6 maanden;2019;3200
1347;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;0 tot 6 maanden;2020;4920
1348;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;0 tot 6 maanden;2021;3700
1349;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;0 tot 6 maanden;2022;2140
1350;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;6 tot 12 maanden;2008;1850
1351;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;6 tot 12 maanden;2009;1940
1352;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;6 tot 12 maanden;2010;3300
1353;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;6 tot 12 maanden;2011;3540
1354;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;6 tot 12 maanden;2012;3760
1355;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;6 tot 12 maanden;2013;4310
1356;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;6 tot 12 maanden;2014;4960
1357;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;6 tot 12 maanden;2015;4420
1358;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;6 tot 12 maanden;2016;3670
1359;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;6 tot 12 maanden;2017;2920
1360;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;6 tot 12 maanden;2018;2300
1361;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;6 tot 12 maanden;2019;1780
1362;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;6 tot 12 maanden;2020;1710
1363;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;6 tot 12 maanden;2021;2260
1364;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;6 tot 12 maanden;2022;1260
1365;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;1 tot 2 jaar;2008;2040
1366;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;1 tot 2 jaar;2009;1380
1367;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;1 tot 2 jaar;2010;2270
1368;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;1 tot 2 jaar;2011;3240
1369;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;1 tot 2 jaar;2012;2240
1370;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;1 tot 2 jaar;2013;4030
1371;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;1 tot 2 jaar;2014;4070
1372;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;1 tot 2 jaar;2015;4510
1373;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;1 tot 2 jaar;2016;3570
1374;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;1 tot 2 jaar;2017;3190
1375;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;1 tot 2 jaar;2018;2550
1376;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;1 tot 2 jaar;2019;1910
1377;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;1 tot 2 jaar;2020;1450
1378;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;1 tot 2 jaar;2021;2210
1379;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;1 tot 2 jaar;2022;1860
1380;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;2 tot 3 jaar;2008;1240
1381;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;2 tot 3 jaar;2009;670
1382;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;2 tot 3 jaar;2010;760
1383;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;2 tot 3 jaar;2011;830
1384;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;2 tot 3 jaar;2012;910
1385;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;2 tot 3 jaar;2013;800
1386;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;2 tot 3 jaar;2014;2040
1387;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;2 tot 3 jaar;2015;1890
1388;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;2 tot 3 jaar;2016;1850
1389;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;2 tot 3 jaar;2017;1770
1390;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;2 tot 3 jaar;2018;1540
1391;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;2 tot 3 jaar;2019;1130
1392;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;2 tot 3 jaar;2020;860
1393;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;2 tot 3 jaar;2021;1030
1394;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;2 tot 3 jaar;2022;1170
1395;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;3 tot 4 jaar;2008;850
1396;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;3 tot 4 jaar;2009;440
1397;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;3 tot 4 jaar;2010;390
1398;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;3 tot 4 jaar;2011;320
1399;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;3 tot 4 jaar;2012;430
1400;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;3 tot 4 jaar;2013;390
1401;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;3 tot 4 jaar;2014;420
1402;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;3 tot 4 jaar;2015;1340
1403;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;3 tot 4 jaar;2016;980
1404;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;3 tot 4 jaar;2017;1020
1405;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;3 tot 4 jaar;2018;980
1406;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;3 tot 4 jaar;2019;830
1407;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;3 tot 4 jaar;2020;580
1408;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;3 tot 4 jaar;2021;600
1409;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;3 tot 4 jaar;2022;720
1410;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;4 tot 5 jaar;2008;650
1411;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;4 tot 5 jaar;2009;390
1412;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;4 tot 5 jaar;2010;300
1413;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;4 tot 5 jaar;2011;210
1414;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;4 tot 5 jaar;2012;180
1415;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;4 tot 5 jaar;2013;160
1416;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;4 tot 5 jaar;2014;180
1417;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;4 tot 5 jaar;2015;280
1418;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;4 tot 5 jaar;2016;810
1419;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;4 tot 5 jaar;2017;640
1420;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;4 tot 5 jaar;2018;660
1421;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;4 tot 5 jaar;2019;570
1422;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;4 tot 5 jaar;2020;400
1423;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;4 tot 5 jaar;2021;480
1424;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;4 tot 5 jaar;2022;520
1425;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;5 jaar of langer;2008;1330
1426;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;5 jaar of langer;2009;960
1427;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;5 jaar of langer;2010;740
1428;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;5 jaar of langer;2011;560
1429;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;5 jaar of langer;2012;510
1430;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;5 jaar of langer;2013;310
1431;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;5 jaar of langer;2014;290
1432;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;5 jaar of langer;2015;280
1433;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;5 jaar of langer;2016;300
1434;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;5 jaar of langer;2017;790
1435;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;5 jaar of langer;2018;940
1436;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;5 jaar of langer;2019;870
1437;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;5 jaar of langer;2020;720
1438;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;5 jaar of langer;2021;840
1439;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;5 jaar of langer;2022;960
1440;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;Totaal;2008;16390
1441;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;Totaal;2009;14070
1442;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;Totaal;2010;17220
1443;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;Totaal;2011;19640
1444;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;Totaal;2012;20030
1445;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;Totaal;2013;21230
1446;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;Totaal;2014;23340
1447;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;Totaal;2015;23470
1448;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;Totaal;2016;22020
1449;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;Totaal;2017;21650
1450;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;Totaal;2018;21820
1451;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;Totaal;2019;19470
1452;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;Totaal;2020;15830
1453;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;Totaal;2021;18500
1454;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;Totaal;2022;14830
1455;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;0 tot 6 maanden;2008;4400
1456;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;0 tot 6 maanden;2009;4870
1457;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;0 tot 6 maanden;2010;6150
1458;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;0 tot 6 maanden;2011;6280
1459;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;0 tot 6 maanden;2012;7550
1460;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;0 tot 6 maanden;2013;7410
1461;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;0 tot 6 maanden;2014;7570
1462;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;0 tot 6 maanden;2015;6700
1463;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;0 tot 6 maanden;2016;6250
1464;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;0 tot 6 maanden;2017;5560
1465;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;0 tot 6 maanden;2018;4760
1466;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;0 tot 6 maanden;2019;4220
1467;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;0 tot 6 maanden;2020;5470
1468;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;0 tot 6 maanden;2021;4950
1469;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;0 tot 6 maanden;2022;3150
1470;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;6 tot 12 maanden;2008;2790
1471;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;6 tot 12 maanden;2009;2760
1472;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;6 tot 12 maanden;2010;4020
1473;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;6 tot 12 maanden;2011;4980
1474;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;6 tot 12 maanden;2012;5240
1475;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;6 tot 12 maanden;2013;4790
1476;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;6 tot 12 maanden;2014;5540
1477;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;6 tot 12 maanden;2015;5310
1478;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;6 tot 12 maanden;2016;4600
1479;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;6 tot 12 maanden;2017;3990
1480;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;6 tot 12 maanden;2018;3330
1481;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;6 tot 12 maanden;2019;2880
1482;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;6 tot 12 maanden;2020;2420
1483;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;6 tot 12 maanden;2021;3590
1484;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;6 tot 12 maanden;2022;2160
1485;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;1 tot 2 jaar;2008;2910
1486;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;1 tot 2 jaar;2009;2480
1487;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;1 tot 2 jaar;2010;3440
1488;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;1 tot 2 jaar;2011;5040
1489;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;1 tot 2 jaar;2012;3520
1490;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;1 tot 2 jaar;2013;5940
1491;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;1 tot 2 jaar;2014;5090
1492;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;1 tot 2 jaar;2015;5580
1493;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;1 tot 2 jaar;2016;4880
1494;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;1 tot 2 jaar;2017;4850
1495;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;1 tot 2 jaar;2018;4970
1496;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;1 tot 2 jaar;2019;3730
1497;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;1 tot 2 jaar;2020;2330
1498;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;1 tot 2 jaar;2021;3770
1499;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;1 tot 2 jaar;2022;3400
1500;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;2 tot 3 jaar;2008;1950
1501;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;2 tot 3 jaar;2009;1150
1502;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;2 tot 3 jaar;2010;1430
1503;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;2 tot 3 jaar;2011;1410
1504;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;2 tot 3 jaar;2012;1650
1505;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;2 tot 3 jaar;2013;1530
1506;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;2 tot 3 jaar;2014;3420
1507;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;2 tot 3 jaar;2015;2650
1508;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;2 tot 3 jaar;2016;2750
1509;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;2 tot 3 jaar;2017;3130
1510;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;2 tot 3 jaar;2018;3950
1511;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;2 tot 3 jaar;2019;3540
1512;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;2 tot 3 jaar;2020;1760
1513;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;2 tot 3 jaar;2021;1850
1514;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;2 tot 3 jaar;2022;2080
1515;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;3 tot 4 jaar;2008;1290
1516;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;3 tot 4 jaar;2009;800
1517;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;3 tot 4 jaar;2010;710
1518;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;3 tot 4 jaar;2011;700
1519;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;3 tot 4 jaar;2012;760
1520;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;3 tot 4 jaar;2013;640
1521;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;3 tot 4 jaar;2014;840
1522;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;3 tot 4 jaar;2015;2180
1523;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;3 tot 4 jaar;2016;1500
1524;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;3 tot 4 jaar;2017;1770
1525;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;3 tot 4 jaar;2018;2260
1526;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;3 tot 4 jaar;2019;2460
1527;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;3 tot 4 jaar;2020;1620
1528;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;3 tot 4 jaar;2021;1490
1529;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;3 tot 4 jaar;2022;1220
1530;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;4 tot 5 jaar;2008;970
1531;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;4 tot 5 jaar;2009;570
1532;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;4 tot 5 jaar;2010;430
1533;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;4 tot 5 jaar;2011;360
1534;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;4 tot 5 jaar;2012;410
1535;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;4 tot 5 jaar;2013;350
1536;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;4 tot 5 jaar;2014;330
1537;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;4 tot 5 jaar;2015;510
1538;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;4 tot 5 jaar;2016;1440
1539;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;4 tot 5 jaar;2017;920
1540;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;4 tot 5 jaar;2018;1030
1541;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;4 tot 5 jaar;2019;1210
1542;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;4 tot 5 jaar;2020;1100
1543;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;4 tot 5 jaar;2021;1250
1544;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;4 tot 5 jaar;2022;950
1545;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;5 jaar of langer;2008;2090
1546;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;5 jaar of langer;2009;1440
1547;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;5 jaar of langer;2010;1050
1548;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;5 jaar of langer;2011;880
1549;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;5 jaar of langer;2012;900
1550;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;5 jaar of langer;2013;570
1551;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;5 jaar of langer;2014;560
1552;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;5 jaar of langer;2015;540
1553;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;5 jaar of langer;2016;590
1554;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;5 jaar of langer;2017;1420
1555;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;5 jaar of langer;2018;1530
1556;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;5 jaar of langer;2019;1440
1557;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;5 jaar of langer;2020;1130
1558;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;5 jaar of langer;2021;1600
1559;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;5 jaar of langer;2022;1870
1560;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse migratieachtergrond;Totaal;2008;2760
1561;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse migratieachtergrond;Totaal;2009;2410
1562;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse migratieachtergrond;Totaal;2010;3060
1563;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse migratieachtergrond;Totaal;2011;3250
1564;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse migratieachtergrond;Totaal;2012;3340
1565;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse migratieachtergrond;Totaal;2013;3660
1566;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse migratieachtergrond;Totaal;2014;4310
1567;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse migratieachtergrond;Totaal;2015;4150
1568;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse migratieachtergrond;Totaal;2016;3650
1569;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse migratieachtergrond;Totaal;2017;3210
1570;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse migratieachtergrond;Totaal;2018;2660
1571;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse migratieachtergrond;Totaal;2019;2090
1572;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse migratieachtergrond;Totaal;2020;2310
1573;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse migratieachtergrond;Totaal;2021;2540
1574;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse migratieachtergrond;Totaal;2022;1820
1575;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse migratieachtergrond;0 tot 6 maanden;2008;790
