ID;Populatie;Geslacht;Persoonskenmerken;Reismotieven;Marges;RegioS;Perioden;Verplaatsingen_1;Afstand_2;Reisduur_3;Verplaatsingen_4;Afstand_5;Reisduur_6
1570;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Diensten, persoonlijke verzorging;Bovengrens 95%-interval;Matig stedelijk;2022;0.11;1.04;2.11;39.0;381.0;12.8
1571;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Diensten, persoonlijke verzorging;Bovengrens 95%-interval;Matig stedelijk;2023;0.1;0.99;1.88;36.0;361.0;11.4
1572;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Diensten, persoonlijke verzorging;Bovengrens 95%-interval;Weinig stedelijk;2018;0.09;1.08;1.84;33.0;393.0;11.2
1573;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Diensten, persoonlijke verzorging;Bovengrens 95%-interval;Weinig stedelijk;2019;0.09;0.97;1.74;31.0;354.0;10.6
1574;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Diensten, persoonlijke verzorging;Bovengrens 95%-interval;Weinig stedelijk;2020;0.08;0.85;1.46;29.0;311.0;8.9
1575;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Diensten, persoonlijke verzorging;Bovengrens 95%-interval;Weinig stedelijk;2021;0.1;0.99;1.81;36.0;361.0;11.0
1576;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Diensten, persoonlijke verzorging;Bovengrens 95%-interval;Weinig stedelijk;2022;0.1;0.94;1.8;38.0;344.0;10.9
1577;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Diensten, persoonlijke verzorging;Bovengrens 95%-interval;Weinig stedelijk;2023;0.09;1.02;1.78;34.0;373.0;10.8
1578;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Diensten, persoonlijke verzorging;Bovengrens 95%-interval;Niet stedelijk;2018;0.09;1.23;1.94;34.0;447.0;11.8
1579;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Diensten, persoonlijke verzorging;Bovengrens 95%-interval;Niet stedelijk;2019;0.09;1.28;2.0;34.0;467.0;12.2
1580;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Diensten, persoonlijke verzorging;Bovengrens 95%-interval;Niet stedelijk;2020;0.08;0.84;1.31;28.0;307.0;8.0
1581;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Diensten, persoonlijke verzorging;Bovengrens 95%-interval;Niet stedelijk;2021;0.1;1.47;2.21;36.0;535.0;13.5
1582;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Diensten, persoonlijke verzorging;Bovengrens 95%-interval;Niet stedelijk;2022;0.12;1.46;2.63;44.0;533.0;16.0
1583;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Diensten, persoonlijke verzorging;Bovengrens 95%-interval;Niet stedelijk;2023;0.1;1.02;1.94;37.0;372.0;11.8
1584;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Nederland;2018;0.56;3.13;8.54;206.0;1141.0;51.9
1585;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Nederland;2019;0.54;3.13;8.22;199.0;1142.0;50.0
1586;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Nederland;2020;0.55;2.48;7.18;202.0;908.0;43.8
1587;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Nederland;2021;0.56;2.59;7.71;205.0;944.0;46.9
1588;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Nederland;2022;0.58;2.85;8.14;212.0;1041.0;49.5
1589;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Nederland;2023;0.58;3.05;8.53;213.0;1113.0;51.9
1590;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Noord-Nederland (LD);2018;0.57;3.93;8.5;208.0;1433.0;51.7
1591;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Noord-Nederland (LD);2019;0.57;4.2;8.88;206.0;1533.0;54.0
1592;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Noord-Nederland (LD);2020;0.56;2.93;7.11;206.0;1072.0;43.4
1593;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Noord-Nederland (LD);2021;0.54;2.73;6.97;197.0;995.0;42.4
1594;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Noord-Nederland (LD);2022;0.57;3.4;7.94;207.0;1240.0;48.3
1595;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Noord-Nederland (LD);2023;0.58;2.83;7.7;211.0;1033.0;46.8
1596;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Oost-Nederland (LD);2018;0.57;3.34;8.42;209.0;1219.0;51.2
1597;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Oost-Nederland (LD);2019;0.55;3.28;8.21;199.0;1196.0;49.9
1598;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Oost-Nederland (LD);2020;0.55;2.64;6.95;201.0;967.0;42.4
1599;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Oost-Nederland (LD);2021;0.56;2.79;7.47;204.0;1019.0;45.4
1600;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Oost-Nederland (LD);2022;0.59;3.03;7.99;216.0;1107.0;48.6
1601;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Oost-Nederland (LD);2023;0.59;3.37;8.38;216.0;1231.0;51.0
1602;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;West-Nederland (LD);2018;0.57;2.92;8.86;207.0;1067.0;53.9
1603;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;West-Nederland (LD);2019;0.54;2.86;8.4;198.0;1045.0;51.1
1604;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;West-Nederland (LD);2020;0.55;2.25;7.36;200.0;823.0;44.9
1605;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;West-Nederland (LD);2021;0.57;2.49;8.08;208.0;909.0;49.2
1606;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;West-Nederland (LD);2022;0.58;2.69;8.49;212.0;982.0;51.6
1607;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;West-Nederland (LD);2023;0.58;2.86;8.86;211.0;1044.0;53.9
1608;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Zuid-Nederland (LD);2018;0.55;2.99;7.94;200.0;1092.0;48.3
1609;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Zuid-Nederland (LD);2019;0.54;3.08;7.53;197.0;1124.0;45.8
1610;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Zuid-Nederland (LD);2020;0.56;2.63;7.01;206.0;964.0;42.8
1611;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Zuid-Nederland (LD);2021;0.56;2.53;7.46;205.0;923.0;45.4
1612;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Zuid-Nederland (LD);2022;0.57;2.78;7.58;209.0;1016.0;46.1
1613;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Zuid-Nederland (LD);2023;0.59;3.26;8.35;215.0;1191.0;50.8
1614;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Groningen (PV);2018;0.64;4.41;9.52;234.0;1610.0;57.9
1615;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Groningen (PV);2019;0.59;3.57;8.82;215.0;1303.0;53.7
1616;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Groningen (PV);2020;0.59;2.73;7.44;215.0;1001.0;45.4
1617;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Groningen (PV);2021;0.56;2.87;7.66;206.0;1048.0;46.6
1618;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Groningen (PV);2022;0.56;2.89;7.36;204.0;1056.0;44.8
1619;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Groningen (PV);2023;0.63;2.54;8.13;228.0;926.0;49.5
1620;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Fryslân (PV);2018;0.52;3.27;7.64;192.0;1192.0;46.5
1621;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Fryslân (PV);2019;0.53;3.88;8.48;194.0;1418.0;51.6
1622;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Fryslân (PV);2020;0.56;2.98;6.76;205.0;1090.0;41.2
1623;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Fryslân (PV);2021;0.49;2.23;6.0;180.0;815.0;36.5
1624;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Fryslân (PV);2022;0.59;3.64;8.44;214.0;1329.0;51.3
1625;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Fryslân (PV);2023;0.55;3.03;7.26;202.0;1104.0;44.2
1626;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Drenthe (PV);2018;0.54;4.22;8.4;199.0;1539.0;51.1
1627;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Drenthe (PV);2019;0.58;5.37;9.47;212.0;1960.0;57.6
1628;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Drenthe (PV);2020;0.54;3.1;7.18;198.0;1134.0;43.8
1629;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Drenthe (PV);2021;0.57;3.21;7.43;209.0;1170.0;45.2
1630;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Drenthe (PV);2022;0.55;3.67;7.98;201.0;1341.0;48.6
1631;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Drenthe (PV);2023;0.55;2.92;7.76;202.0;1067.0;47.2
1632;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Overijssel (PV);2018;0.55;3.62;8.27;201.0;1323.0;50.3
1633;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Overijssel (PV);2019;0.53;3.14;7.64;193.0;1145.0;46.5
1634;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Overijssel (PV);2020;0.54;2.34;6.47;197.0;857.0;39.5
1635;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Overijssel (PV);2021;0.57;2.95;7.12;208.0;1076.0;43.3
1636;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Overijssel (PV);2022;0.56;2.89;7.43;204.0;1054.0;45.2
1637;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Overijssel (PV);2023;0.59;3.06;7.94;217.0;1118.0;48.3
1638;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Flevoland (PV);2018;0.56;4.0;9.92;204.0;1460.0;60.4
1639;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Flevoland (PV);2019;0.53;3.23;7.69;192.0;1177.0;46.8
1640;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Flevoland (PV);2020;0.53;3.67;8.02;194.0;1343.0;48.9
1641;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Flevoland (PV);2021;0.52;2.65;7.33;191.0;968.0;44.6
1642;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Flevoland (PV);2022;0.54;3.44;7.55;196.0;1255.0;45.9
1643;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Flevoland (PV);2023;0.51;3.67;7.71;186.0;1340.0;46.9
1644;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Gelderland (PV);2018;0.59;3.05;8.21;215.0;1113.0;49.9
1645;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Gelderland (PV);2019;0.56;3.36;8.62;203.0;1228.0;52.5
1646;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Gelderland (PV);2020;0.56;2.6;7.0;204.0;953.0;42.7
1647;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Gelderland (PV);2021;0.56;2.73;7.68;205.0;997.0;46.7
1648;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Gelderland (PV);2022;0.62;3.03;8.39;226.0;1106.0;51.0
1649;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Gelderland (PV);2023;0.61;3.48;8.77;222.0;1270.0;53.3
1650;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Utrecht (PV);2018;0.57;2.72;8.13;210.0;991.0;49.5
1651;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Utrecht (PV);2019;0.55;2.76;7.88;199.0;1009.0;48.0
1652;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Utrecht (PV);2020;0.59;2.42;7.35;217.0;886.0;44.9
1653;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Utrecht (PV);2021;0.59;2.59;7.72;215.0;945.0;47.0
1654;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Utrecht (PV);2022;0.62;3.02;8.44;225.0;1103.0;51.4
1655;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Utrecht (PV);2023;0.61;2.92;8.84;223.0;1067.0;53.8
1656;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Noord-Holland (PV);2018;0.58;2.98;9.01;212.0;1086.0;54.8
1657;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Noord-Holland (PV);2019;0.55;2.76;8.57;202.0;1008.0;52.1
1658;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Noord-Holland (PV);2020;0.54;2.19;7.39;198.0;800.0;45.1
1659;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Noord-Holland (PV);2021;0.58;2.25;8.16;211.0;820.0;49.6
1660;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Noord-Holland (PV);2022;0.58;2.47;8.51;211.0;903.0;51.8
1661;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Noord-Holland (PV);2023;0.59;2.8;8.98;215.0;1022.0;54.6
1662;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Zuid-Holland (PV);2018;0.55;2.9;9.04;202.0;1058.0;55.0
1663;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Zuid-Holland (PV);2019;0.53;2.78;8.36;194.0;1016.0;50.8
1664;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Zuid-Holland (PV);2020;0.54;2.22;7.45;198.0;813.0;45.5
1665;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Zuid-Holland (PV);2021;0.56;2.43;8.07;204.0;886.0;49.1
1666;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Zuid-Holland (PV);2022;0.57;2.7;8.56;209.0;986.0;52.1
1667;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Zuid-Holland (PV);2023;0.57;2.83;8.9;208.0;1032.0;54.1
1668;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Zeeland (PV);2018;0.58;3.45;8.42;211.0;1260.0;51.2
1669;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Zeeland (PV);2019;0.54;4.71;9.42;196.0;1720.0;57.3
1670;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Zeeland (PV);2020;0.48;2.38;6.29;177.0;870.0;38.4
1671;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Zeeland (PV);2021;0.55;4.58;8.86;201.0;1672.0;53.9
1672;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Zeeland (PV);2022;0.57;3.02;7.79;208.0;1102.0;47.4
1673;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Zeeland (PV);2023;0.5;3.44;7.53;184.0;1256.0;45.8
1674;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Noord-Brabant (PV);2018;0.53;2.96;7.71;194.0;1079.0;46.9
1675;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Noord-Brabant (PV);2019;0.55;3.14;7.66;202.0;1147.0;46.6
1676;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Noord-Brabant (PV);2020;0.56;2.55;6.91;206.0;934.0;42.1
1677;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Noord-Brabant (PV);2021;0.57;2.62;7.79;209.0;956.0;47.4
1678;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Noord-Brabant (PV);2022;0.57;2.62;7.34;207.0;956.0;44.6
1679;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Noord-Brabant (PV);2023;0.57;3.28;8.25;209.0;1198.0;50.2
1680;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Limburg (PV);2018;0.59;3.07;8.46;214.0;1121.0;51.5
1681;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Limburg (PV);2019;0.51;2.93;7.24;186.0;1070.0;44.0
1682;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Limburg (PV);2020;0.56;2.82;7.24;206.0;1031.0;44.2
1683;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Limburg (PV);2021;0.54;2.32;6.71;196.0;845.0;40.8
1684;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Limburg (PV);2022;0.58;3.16;8.15;213.0;1154.0;49.6
1685;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Limburg (PV);2023;0.62;3.21;8.56;227.0;1173.0;52.1
1686;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Zeer sterk stedelijk;2018;0.58;2.56;9.27;211.0;933.0;56.4
1687;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Zeer sterk stedelijk;2019;0.55;2.37;8.5;201.0;864.0;51.7
1688;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Zeer sterk stedelijk;2020;0.56;1.88;7.62;205.0;689.0;46.5
1689;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Zeer sterk stedelijk;2021;0.58;2.02;8.36;213.0;737.0;50.9
1690;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Zeer sterk stedelijk;2022;0.58;2.19;8.48;212.0;798.0;51.6
1691;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Zeer sterk stedelijk;2023;0.58;2.31;8.88;213.0;842.0;54.0
1692;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Sterk stedelijk;2018;0.59;3.05;8.78;216.0;1114.0;53.4
1693;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Sterk stedelijk;2019;0.57;3.01;8.34;206.0;1099.0;50.7
1694;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Sterk stedelijk;2020;0.58;2.41;7.32;211.0;881.0;44.7
1695;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Sterk stedelijk;2021;0.58;2.64;7.93;212.0;965.0;48.3
1696;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Sterk stedelijk;2022;0.61;2.98;8.56;223.0;1088.0;52.1
1697;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Sterk stedelijk;2023;0.62;3.12;8.92;226.0;1137.0;54.3
1698;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Matig stedelijk;2018;0.57;3.18;8.13;209.0;1161.0;49.4
1699;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Matig stedelijk;2019;0.56;3.63;8.44;205.0;1323.0;51.3
1700;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Matig stedelijk;2020;0.56;2.56;6.91;204.0;938.0;42.1
1701;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Matig stedelijk;2021;0.57;2.4;7.17;209.0;874.0;43.6
1702;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Matig stedelijk;2022;0.6;3.01;8.19;220.0;1100.0;49.8
1703;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Matig stedelijk;2023;0.59;3.22;8.39;214.0;1175.0;51.0
1704;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Weinig stedelijk;2018;0.54;3.66;8.11;196.0;1337.0;49.4
1705;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Weinig stedelijk;2019;0.52;3.59;7.85;191.0;1310.0;47.7
1706;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Weinig stedelijk;2020;0.52;2.94;6.77;192.0;1074.0;41.3
1707;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Weinig stedelijk;2021;0.53;3.06;7.3;194.0;1116.0;44.4
1708;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Weinig stedelijk;2022;0.55;3.12;7.35;200.0;1138.0;44.7
1709;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Weinig stedelijk;2023;0.56;3.65;8.19;203.0;1331.0;49.8
1710;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Niet stedelijk;2018;0.48;3.54;7.35;174.0;1293.0;44.7
1711;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Winkelen, boodschappen doen;Waarde;Niet stedelijk;2019;0.47;3.7;7.53;171.0;1350.0;45.8
