ID;CompanySize;SectorBranchesSIC2008;Periods;TurnoverIndices_1;TurnoverYearOnYearChange_2
416;1 to 9 employed persons;900063;2012 2nd quarter;90.3;-9.5
417;1 to 9 employed persons;900063;2012 3rd quarter;86.5;-3.3
418;1 to 9 employed persons;900063;2012 4th quarter;89.4;-11.7
419;1 to 9 employed persons;900063;2012;84.8;-8.3
420;1 to 9 employed persons;900063;2013 1st quarter;65.8;-9.6
421;1 to 9 employed persons;900063;2013 2nd quarter;87.0;-3.7
422;1 to 9 employed persons;900063;2013 3rd quarter;85.0;-1.8
423;1 to 9 employed persons;900063;2013 4th quarter;102.6;14.7
424;1 to 9 employed persons;900063;2013;85.1;0.4
425;1 to 9 employed persons;900063;2014 1st quarter;73.9;12.4
426;1 to 9 employed persons;900063;2014 2nd quarter;89.5;3.0
427;1 to 9 employed persons;900063;2014 3rd quarter;84.9;-0.1
428;1 to 9 employed persons;900063;2014 4th quarter;110.1;7.4
429;1 to 9 employed persons;900063;2014;89.6;5.4
430;1 to 9 employed persons;900063;2015 1st quarter;83.6;13.1
431;1 to 9 employed persons;900063;2015 2nd quarter;110.7;23.6
432;1 to 9 employed persons;900063;2015 3rd quarter;90.6;6.8
433;1 to 9 employed persons;900063;2015 4th quarter;115.1;4.5
434;1 to 9 employed persons;900063;2015;100.0;11.6
435;1 to 9 employed persons;900063;2016 1st quarter;90.3;8.0
436;1 to 9 employed persons;900063;2016 2nd quarter;110.4;-0.3
437;1 to 9 employed persons;900063;2016 3rd quarter;104.5;15.3
438;1 to 9 employed persons;900063;2016 4th quarter;129.2;12.3
439;1 to 9 employed persons;900063;2016;108.6;8.6
440;1 to 9 employed persons;900063;2017 1st quarter;97.3;7.7
441;1 to 9 employed persons;900063;2017 2nd quarter;120.8;9.4
442;1 to 9 employed persons;900063;2017 3rd quarter;112.6;7.7
443;1 to 9 employed persons;900063;2017 4th quarter;140.9;9.0
444;1 to 9 employed persons;900063;2017;117.9;8.5
445;1 to 9 employed persons;900063;2018 1st quarter;108.4;11.5
446;1 to 9 employed persons;900063;2018 2nd quarter;135.5;12.2
447;1 to 9 employed persons;900063;2018 3rd quarter;125.9;11.9
448;1 to 9 employed persons;900063;2018 4th quarter;157.9;12.1
449;1 to 9 employed persons;900063;2018;131.9;11.9
450;1 to 9 employed persons;900063;2019 1st quarter;120.8;11.4
451;1 to 9 employed persons;900063;2019 2nd quarter;149.2;10.1
452;1 to 9 employed persons;900063;2019 3rd quarter;138.1;9.7
453;1 to 9 employed persons;900063;2019 4th quarter;162.6;3.0
454;1 to 9 employed persons;900063;2019;142.7;8.1
455;1 to 9 employed persons;900063;2020 1st quarter;135.6;12.3
456;1 to 9 employed persons;900063;2020 2nd quarter;154.9;3.8
457;1 to 9 employed persons;900063;2020 3rd quarter;146.3;5.9
458;1 to 9 employed persons;900063;2020 4th quarter;175.5;7.9
459;1 to 9 employed persons;900063;2020;153.1;7.3
460;1 to 9 employed persons;900063;2021 1st quarter;144.2;6.4
461;1 to 9 employed persons;900063;2021 2nd quarter;177.4;14.5
462;1 to 9 employed persons;900063;2021 3rd quarter;160.5;9.7
463;1 to 9 employed persons;900063;2021 4th quarter;202.6;15.4
464;1 to 9 employed persons;900063;2021;171.2;11.8
465;1 to 9 employed persons;900063;2022 1st quarter;164.1;13.8
466;1 to 9 employed persons;900063;2022 2nd quarter;198.7;12.0
467;1 to 9 employed persons;900063;2022 3rd quarter;181.9;13.4
468;1 to 9 employed persons;900063;2022 4th quarter;225.4;11.3
469;1 to 9 employed persons;900063;2022;192.5;12.5
470;1 to 9 employed persons;900063;2023 1st quarter;186.0;13.3
471;1 to 9 employed persons;900063;2023 2nd quarter;217.3;9.3
472;1 to 9 employed persons;900063;2023 3rd quarter;193.6;6.4
473;1 to 9 employed persons;900063;2023 4rd quarter;229.8;2.0
474;1 to 9 employed persons;900063;2023;206.7;7.3
475;1 to 9 employed persons;350400;2005 1st quarter;42.5;-2.3
476;1 to 9 employed persons;350400;2005 2nd quarter;59.6;7.5
477;1 to 9 employed persons;350400;2005 3rd quarter;53.3;10.4
478;1 to 9 employed persons;350400;2005 4th quarter;69.4;9.6
479;1 to 9 employed persons;350400;2005;56.2;6.8
480;1 to 9 employed persons;350400;2006 1st quarter;49.4;16.1
481;1 to 9 employed persons;350400;2006 2nd quarter;66.9;12.3
482;1 to 9 employed persons;350400;2006 3rd quarter;59.1;10.9
483;1 to 9 employed persons;350400;2006 4th quarter;80.7;16.4
484;1 to 9 employed persons;350400;2006;64.0;13.9
485;1 to 9 employed persons;350400;2007 1st quarter;57.6;16.8
486;1 to 9 employed persons;350400;2007 2nd quarter;73.3;9.6
487;1 to 9 employed persons;350400;2007 3rd quarter;66.1;11.7
488;1 to 9 employed persons;350400;2007 4th quarter;85.9;6.4
489;1 to 9 employed persons;350400;2007;70.7;10.5
490;1 to 9 employed persons;350400;2008 1st quarter;70.1;21.6
491;1 to 9 employed persons;350400;2008 2nd quarter;86.3;17.7
492;1 to 9 employed persons;350400;2008 3rd quarter;77.0;16.5
493;1 to 9 employed persons;350400;2008 4th quarter;96.5;12.4
494;1 to 9 employed persons;350400;2008;82.5;16.6
495;1 to 9 employed persons;350400;2009 1st quarter;77.1;10.1
496;1 to 9 employed persons;350400;2009 2nd quarter;92.2;6.8
497;1 to 9 employed persons;350400;2009 3rd quarter;78.0;1.4
498;1 to 9 employed persons;350400;2009 4th quarter;94.0;-2.6
499;1 to 9 employed persons;350400;2009;85.3;3.5
500;1 to 9 employed persons;350400;2010 1st quarter;65.7;-14.9
501;1 to 9 employed persons;350400;2010 2nd quarter;85.8;-7.0
502;1 to 9 employed persons;350400;2010 3rd quarter;75.8;-2.9
503;1 to 9 employed persons;350400;2010 4th quarter;95.2;1.3
504;1 to 9 employed persons;350400;2010;80.6;-5.6
505;1 to 9 employed persons;350400;2011 1st quarter;75.6;15.1
506;1 to 9 employed persons;350400;2011 2nd quarter;95.7;11.6
507;1 to 9 employed persons;350400;2011 3rd quarter;86.5;14.2
508;1 to 9 employed persons;350400;2011 4th quarter;92.4;-2.9
509;1 to 9 employed persons;350400;2011;87.6;8.6
510;1 to 9 employed persons;350400;2012 1st quarter;68.0;-10.1
511;1 to 9 employed persons;350400;2012 2nd quarter;84.0;-12.2
512;1 to 9 employed persons;350400;2012 3rd quarter;81.5;-5.8
513;1 to 9 employed persons;350400;2012 4th quarter;80.4;-13.0
514;1 to 9 employed persons;350400;2012;78.5;-10.4
515;1 to 9 employed persons;350400;2013 1st quarter;60.8;-10.5
516;1 to 9 employed persons;350400;2013 2nd quarter;80.0;-4.8
517;1 to 9 employed persons;350400;2013 3rd quarter;78.4;-3.7
518;1 to 9 employed persons;350400;2013 4th quarter;96.4;20.0
519;1 to 9 employed persons;350400;2013;78.9;0.6
520;1 to 9 employed persons;350400;2014 1st quarter;70.2;15.5
521;1 to 9 employed persons;350400;2014 2nd quarter;84.9;6.1
522;1 to 9 employed persons;350400;2014 3rd quarter;80.4;2.5
523;1 to 9 employed persons;350400;2014 4th quarter;105.4;9.3
524;1 to 9 employed persons;350400;2014;85.2;8.0
525;1 to 9 employed persons;350400;2015 1st quarter;83.1;18.3
526;1 to 9 employed persons;350400;2015 2nd quarter;114.6;35.0
527;1 to 9 employed persons;350400;2015 3rd quarter;87.6;9.0
528;1 to 9 employed persons;350400;2015 4th quarter;114.7;8.8
529;1 to 9 employed persons;350400;2015;100.0;17.3
530;1 to 9 employed persons;350400;2016 1st quarter;90.8;9.2
531;1 to 9 employed persons;350400;2016 2nd quarter;110.0;-4.0
532;1 to 9 employed persons;350400;2016 3rd quarter;104.7;19.6
533;1 to 9 employed persons;350400;2016 4th quarter;131.7;14.8
534;1 to 9 employed persons;350400;2016;109.3;9.3
535;1 to 9 employed persons;350400;2017 1st quarter;100.8;11.1
536;1 to 9 employed persons;350400;2017 2nd quarter;125.0;13.6
537;1 to 9 employed persons;350400;2017 3rd quarter;116.6;11.4
538;1 to 9 employed persons;350400;2017 4th quarter;147.9;12.3
539;1 to 9 employed persons;350400;2017;122.6;12.2
540;1 to 9 employed persons;350400;2018 1st quarter;115.1;14.2
541;1 to 9 employed persons;350400;2018 2nd quarter;140.8;12.6
542;1 to 9 employed persons;350400;2018 3rd quarter;131.6;12.8
543;1 to 9 employed persons;350400;2018 4th quarter;166.0;12.2
544;1 to 9 employed persons;350400;2018;138.4;12.9
545;1 to 9 employed persons;350400;2019 1st quarter;127.6;10.9
546;1 to 9 employed persons;350400;2019 2nd quarter;155.9;10.7
547;1 to 9 employed persons;350400;2019 3rd quarter;144.4;9.7
548;1 to 9 employed persons;350400;2019 4th quarter;170.6;2.8
549;1 to 9 employed persons;350400;2019;149.6;8.1
550;1 to 9 employed persons;350400;2020 1st quarter;140.5;10.1
551;1 to 9 employed persons;350400;2020 2nd quarter;159.7;2.5
552;1 to 9 employed persons;350400;2020 3rd quarter;150.5;4.3
553;1 to 9 employed persons;350400;2020 4th quarter;182.2;6.8
554;1 to 9 employed persons;350400;2020;158.2;5.8
555;1 to 9 employed persons;350400;2021 1st quarter;150.3;7.0
556;1 to 9 employed persons;350400;2021 2nd quarter;185.2;15.9
557;1 to 9 employed persons;350400;2021 3rd quarter;166.8;10.8
558;1 to 9 employed persons;350400;2021 4th quarter;212.6;16.6
559;1 to 9 employed persons;350400;2021;178.7;12.9
560;1 to 9 employed persons;350400;2022 1st quarter;172.1;14.5
561;1 to 9 employed persons;350400;2022 2nd quarter;207.2;11.9
562;1 to 9 employed persons;350400;2022 3rd quarter;189.1;13.4
563;1 to 9 employed persons;350400;2022 4th quarter;231.1;8.7
564;1 to 9 employed persons;350400;2022;199.9;11.9
565;1 to 9 employed persons;350400;2023 1st quarter;187.3;8.8
566;1 to 9 employed persons;350400;2023 2nd quarter;216.4;4.4
567;1 to 9 employed persons;350400;2023 3rd quarter;192.4;1.8
568;1 to 9 employed persons;350400;2023 4rd quarter;232.8;0.8
569;1 to 9 employed persons;350400;2023;207.2;3.7
570;1 to 9 employed persons;350600;2005 1st quarter;43.7;-3.5
571;1 to 9 employed persons;350600;2005 2nd quarter;72.5;10.1
572;1 to 9 employed persons;350600;2005 3rd quarter;67.2;16.3
573;1 to 9 employed persons;350600;2005 4th quarter;89.7;11.5
574;1 to 9 employed persons;350600;2005;68.3;9.5
575;1 to 9 employed persons;350600;2006 1st quarter;51.0;16.9
576;1 to 9 employed persons;350600;2006 2nd quarter;82.8;14.2
577;1 to 9 employed persons;350600;2006 3rd quarter;76.5;13.9
578;1 to 9 employed persons;350600;2006 4th quarter;104.3;16.3
579;1 to 9 employed persons;350600;2006;78.7;15.2
580;1 to 9 employed persons;350600;2007 1st quarter;65.1;27.5
581;1 to 9 employed persons;350600;2007 2nd quarter;93.1;12.4
582;1 to 9 employed persons;350600;2007 3rd quarter;87.0;13.8
583;1 to 9 employed persons;350600;2007 4th quarter;109.8;5.2
584;1 to 9 employed persons;350600;2007;88.7;12.8
585;1 to 9 employed persons;350600;2008 1st quarter;82.8;27.2
586;1 to 9 employed persons;350600;2008 2nd quarter;108.9;17.0
587;1 to 9 employed persons;350600;2008 3rd quarter;96.1;10.4
588;1 to 9 employed persons;350600;2008 4th quarter;124.3;13.3
589;1 to 9 employed persons;350600;2008;103.0;16.1
590;1 to 9 employed persons;350600;2009 1st quarter;87.5;5.7
591;1 to 9 employed persons;350600;2009 2nd quarter;112.8;3.5
592;1 to 9 employed persons;350600;2009 3rd quarter;102.6;6.8
593;1 to 9 employed persons;350600;2009 4th quarter;129.6;4.3
594;1 to 9 employed persons;350600;2009;108.1;4.9
595;1 to 9 employed persons;350600;2010 1st quarter;54.8;-37.4
596;1 to 9 employed persons;350600;2010 2nd quarter;99.4;-11.9
597;1 to 9 employed persons;350600;2010 3rd quarter;88.9;-13.3
598;1 to 9 employed persons;350600;2010 4th quarter;103.2;-20.4
599;1 to 9 employed persons;350600;2010;86.6;-19.9
600;1 to 9 employed persons;350600;2011 1st quarter;76.8;40.3
601;1 to 9 employed persons;350600;2011 2nd quarter;103.8;4.4
602;1 to 9 employed persons;350600;2011 3rd quarter;91.9;3.4
603;1 to 9 employed persons;350600;2011 4th quarter;115.7;12.2
604;1 to 9 employed persons;350600;2011;97.1;12.1
605;1 to 9 employed persons;350600;2012 1st quarter;68.6;-10.7
606;1 to 9 employed persons;350600;2012 2nd quarter;103.0;-0.8
607;1 to 9 employed persons;350600;2012 3rd quarter;94.8;3.1
608;1 to 9 employed persons;350600;2012 4th quarter;110.3;-4.7
609;1 to 9 employed persons;350600;2012;94.2;-3.0
610;1 to 9 employed persons;350600;2013 1st quarter;63.1;-8.0
611;1 to 9 employed persons;350600;2013 2nd quarter;106.0;2.9
612;1 to 9 employed persons;350600;2013 3rd quarter;102.9;8.6
613;1 to 9 employed persons;350600;2013 4th quarter;124.8;13.2
614;1 to 9 employed persons;350600;2013;99.2;5.3
615;1 to 9 employed persons;350600;2014 1st quarter;74.2;17.7
616;1 to 9 employed persons;350600;2014 2nd quarter;97.8;-7.7
617;1 to 9 employed persons;350600;2014 3rd quarter;95.9;-6.8
618;1 to 9 employed persons;350600;2014 4th quarter;136.4;9.3
619;1 to 9 employed persons;350600;2014;101.1;1.9
620;1 to 9 employed persons;350600;2015 1st quarter;75.9;2.2
621;1 to 9 employed persons;350600;2015 2nd quarter;102.5;4.8
622;1 to 9 employed persons;350600;2015 3rd quarter;95.1;-0.8
623;1 to 9 employed persons;350600;2015 4th quarter;126.5;-7.2
624;1 to 9 employed persons;350600;2015;100.0;-1.1
625;1 to 9 employed persons;350600;2016 1st quarter;83.3;9.8
626;1 to 9 employed persons;350600;2016 2nd quarter;114.8;12.0
627;1 to 9 employed persons;350600;2016 3rd quarter;110.8;16.5
628;1 to 9 employed persons;350600;2016 4th quarter;140.5;11.0
629;1 to 9 employed persons;350600;2016;112.4;12.4
630;1 to 9 employed persons;350600;2017 1st quarter;90.1;8.2
631;1 to 9 employed persons;350600;2017 2nd quarter;127.2;10.8
632;1 to 9 employed persons;350600;2017 3rd quarter;117.1;5.6
633;1 to 9 employed persons;350600;2017 4th quarter;153.3;9.1
634;1 to 9 employed persons;350600;2017;121.9;8.5
635;1 to 9 employed persons;350600;2018 1st quarter;97.0;7.6
636;1 to 9 employed persons;350600;2018 2nd quarter;143.7;13.0
637;1 to 9 employed persons;350600;2018 3rd quarter;133.0;13.7
638;1 to 9 employed persons;350600;2018 4th quarter;164.8;7.5
639;1 to 9 employed persons;350600;2018;134.6;10.4
640;1 to 9 employed persons;350600;2019 1st quarter;111.5;15.0
641;1 to 9 employed persons;350600;2019 2nd quarter;153.6;6.9
642;1 to 9 employed persons;350600;2019 3rd quarter;144.4;8.6
643;1 to 9 employed persons;350600;2019 4th quarter;171.3;3.9
644;1 to 9 employed persons;350600;2019;145.2;7.9
645;1 to 9 employed persons;350600;2020 1st quarter;134.9;20.9
646;1 to 9 employed persons;350600;2020 2nd quarter;168.8;9.9
647;1 to 9 employed persons;350600;2020 3rd quarter;155.7;7.8
648;1 to 9 employed persons;350600;2020 4th quarter;192.9;12.6
649;1 to 9 employed persons;350600;2020;163.1;12.3
650;1 to 9 employed persons;350600;2021 1st quarter;137.1;1.6
651;1 to 9 employed persons;350600;2021 2nd quarter;183.0;8.4
652;1 to 9 employed persons;350600;2021 3rd quarter;165.6;6.4
653;1 to 9 employed persons;350600;2021 4th quarter;211.6;9.7
654;1 to 9 employed persons;350600;2021;174.3;6.9
655;1 to 9 employed persons;350600;2022 1st quarter;155.8;13.7
656;1 to 9 employed persons;350600;2022 2nd quarter;198.8;8.7
657;1 to 9 employed persons;350600;2022 3rd quarter;190.1;14.8
658;1 to 9 employed persons;350600;2022 4th quarter;240.1;13.4
659;1 to 9 employed persons;350600;2022;196.2;12.5
660;1 to 9 employed persons;350600;2023 1st quarter;192.1;23.3
661;1 to 9 employed persons;350600;2023 2nd quarter;246.0;23.7
662;1 to 9 employed persons;350600;2023 3rd quarter;222.8;17.2
663;1 to 9 employed persons;350600;2023 4rd quarter;283.0;17.9
664;1 to 9 employed persons;350600;2023;236.0;20.3
665;1 to 9 employed persons;351900;2005 1st quarter;52.1;0.4
666;1 to 9 employed persons;351900;2005 2nd quarter;68.6;8.5
667;1 to 9 employed persons;351900;2005 3rd quarter;63.1;10.1
668;1 to 9 employed persons;351900;2005 4th quarter;80.1;8.5
669;1 to 9 employed persons;351900;2005;66.0;7.2
670;1 to 9 employed persons;351900;2006 1st quarter;59.0;13.3
671;1 to 9 employed persons;351900;2006 2nd quarter;75.6;10.3
672;1 to 9 employed persons;351900;2006 3rd quarter;70.2;11.1
673;1 to 9 employed persons;351900;2006 4th quarter;91.0;13.6
674;1 to 9 employed persons;351900;2006;74.0;12.1
675;1 to 9 employed persons;351900;2007 1st quarter;67.4;14.2
676;1 to 9 employed persons;351900;2007 2nd quarter;84.1;11.2
677;1 to 9 employed persons;351900;2007 3rd quarter;76.7;9.4
678;1 to 9 employed persons;351900;2007 4th quarter;97.2;6.9
679;1 to 9 employed persons;351900;2007;81.4;10.0
680;1 to 9 employed persons;351900;2008 1st quarter;79.8;18.4
681;1 to 9 employed persons;351900;2008 2nd quarter;97.6;16.0
682;1 to 9 employed persons;351900;2008 3rd quarter;89.3;16.3
683;1 to 9 employed persons;351900;2008 4th quarter;109.5;12.7
684;1 to 9 employed persons;351900;2008;94.0;15.6
685;1 to 9 employed persons;351900;2009 1st quarter;81.4;2.0
686;1 to 9 employed persons;351900;2009 2nd quarter;96.2;-1.4
687;1 to 9 employed persons;351900;2009 3rd quarter;86.2;-3.4
688;1 to 9 employed persons;351900;2009 4th quarter;102.7;-6.2
689;1 to 9 employed persons;351900;2009;91.6;-2.6
690;1 to 9 employed persons;351900;2010 1st quarter;74.0;-9.1
691;1 to 9 employed persons;351900;2010 2nd quarter;94.0;-2.3
692;1 to 9 employed persons;351900;2010 3rd quarter;86.1;-0.2
693;1 to 9 employed persons;351900;2010 4th quarter;104.1;1.4
694;1 to 9 employed persons;351900;2010;89.6;-2.3
695;1 to 9 employed persons;351900;2011 1st quarter;81.7;10.5
696;1 to 9 employed persons;351900;2011 2nd quarter;101.8;8.3
697;1 to 9 employed persons;351900;2011 3rd quarter;90.9;5.5
698;1 to 9 employed persons;351900;2011 4th quarter;105.0;0.8
699;1 to 9 employed persons;351900;2011;94.8;5.9
700;1 to 9 employed persons;351900;2012 1st quarter;76.1;-6.8
701;1 to 9 employed persons;351900;2012 2nd quarter;92.6;-9.0
702;1 to 9 employed persons;351900;2012 3rd quarter;88.6;-2.5
703;1 to 9 employed persons;351900;2012 4th quarter;92.6;-11.8
704;1 to 9 employed persons;351900;2012;87.5;-7.7
705;1 to 9 employed persons;351900;2013 1st quarter;69.1;-9.2
706;1 to 9 employed persons;351900;2013 2nd quarter;89.4;-3.5
707;1 to 9 employed persons;351900;2013 3rd quarter;87.2;-1.6
708;1 to 9 employed persons;351900;2013 4th quarter;104.1;12.4
709;1 to 9 employed persons;351900;2013;87.4;-0.1
710;1 to 9 employed persons;351900;2014 1st quarter;76.2;10.2
711;1 to 9 employed persons;351900;2014 2nd quarter;91.6;2.5
712;1 to 9 employed persons;351900;2014 3rd quarter;86.6;-0.7
713;1 to 9 employed persons;351900;2014 4th quarter;110.4;6.0
714;1 to 9 employed persons;351900;2014;91.2;4.3
715;1 to 9 employed persons;351900;2015 1st quarter;84.7;11.2
716;1 to 9 employed persons;351900;2015 2nd quarter;109.1;19.1
717;1 to 9 employed persons;351900;2015 3rd quarter;92.0;6.3
718;1 to 9 employed persons;351900;2015 4th quarter;114.1;3.4
719;1 to 9 employed persons;351900;2015;100.0;9.7
720;1 to 9 employed persons;351900;2016 1st quarter;90.8;7.1
721;1 to 9 employed persons;351900;2016 2nd quarter;110.1;1.0
722;1 to 9 employed persons;351900;2016 3rd quarter;103.7;12.7
723;1 to 9 employed persons;351900;2016 4th quarter;126.5;10.8
724;1 to 9 employed persons;351900;2016;107.8;7.8
725;1 to 9 employed persons;351900;2017 1st quarter;95.8;5.5
726;1 to 9 employed persons;351900;2017 2nd quarter;117.4;6.6
727;1 to 9 employed persons;351900;2017 3rd quarter;109.5;5.6
728;1 to 9 employed persons;351900;2017 4th quarter;135.1;6.9
729;1 to 9 employed persons;351900;2017;114.5;6.2
730;1 to 9 employed persons;351900;2018 1st quarter;105.4;10.1
731;1 to 9 employed persons;351900;2018 2nd quarter;131.4;11.9
732;1 to 9 employed persons;351900;2018 3rd quarter;121.7;11.1
733;1 to 9 employed persons;351900;2018 4th quarter;152.1;12.5
734;1 to 9 employed persons;351900;2018;127.6;11.5
735;1 to 9 employed persons;351900;2019 1st quarter;117.4;11.4
736;1 to 9 employed persons;351900;2019 2nd quarter;144.5;10.0
737;1 to 9 employed persons;351900;2019 3rd quarter;133.6;9.8
738;1 to 9 employed persons;351900;2019 4th quarter;156.8;3.1
739;1 to 9 employed persons;351900;2019;138.1;8.2
740;1 to 9 employed persons;351900;2020 1st quarter;132.6;12.9
741;1 to 9 employed persons;351900;2020 2nd quarter;150.4;4.1
742;1 to 9 employed persons;351900;2020 3rd quarter;142.6;6.7
743;1 to 9 employed persons;351900;2020 4th quarter;169.4;8.1
744;1 to 9 employed persons;351900;2020;148.8;7.7
745;1 to 9 employed persons;351900;2021 1st quarter;141.1;6.5
746;1 to 9 employed persons;351900;2021 2nd quarter;171.9;14.3
747;1 to 9 employed persons;351900;2021 3rd quarter;156.0;9.4
748;1 to 9 employed persons;351900;2021 4th quarter;195.4;15.3
749;1 to 9 employed persons;351900;2021;166.1;11.7
750;1 to 9 employed persons;351900;2022 1st quarter;159.9;13.3
751;1 to 9 employed persons;351900;2022 2nd quarter;193.4;12.5
752;1 to 9 employed persons;351900;2022 3rd quarter;176.6;13.2
753;1 to 9 employed persons;351900;2022 4th quarter;220.3;12.8
754;1 to 9 employed persons;351900;2022;187.6;12.9
755;1 to 9 employed persons;351900;2023 1st quarter;184.5;15.4
756;1 to 9 employed persons;351900;2023 2nd quarter;214.8;11.1
757;1 to 9 employed persons;351900;2023 3rd quarter;191.3;8.3
758;1 to 9 employed persons;351900;2023 4rd quarter;222.4;1.0
759;1 to 9 employed persons;351900;2023;203.2;8.4
760;10 to 99 employed persons;900063;2005 1st quarter;83.2;
761;10 to 99 employed persons;900063;2005 2nd quarter;114.2;
762;10 to 99 employed persons;900063;2005 3rd quarter;96.6;
763;10 to 99 employed persons;900063;2005 4th quarter;131.6;
764;10 to 99 employed persons;900063;2005;106.4;
765;10 to 99 employed persons;900063;2006 1st quarter;96.8;16.3
766;10 to 99 employed persons;900063;2006 2nd quarter;127.2;11.3
767;10 to 99 employed persons;900063;2006 3rd quarter;106.5;10.3
768;10 to 99 employed persons;900063;2006 4th quarter;146.8;11.5
769;10 to 99 employed persons;900063;2006;119.3;12.1
770;10 to 99 employed persons;900063;2007 1st quarter;107.8;11.4
771;10 to 99 employed persons;900063;2007 2nd quarter;138.4;8.8
772;10 to 99 employed persons;900063;2007 3rd quarter;117.7;10.5
773;10 to 99 employed persons;900063;2007 4th quarter;157.1;7.0
774;10 to 99 employed persons;900063;2007;130.2;9.2
775;10 to 99 employed persons;900063;2008 1st quarter;120.9;12.1
776;10 to 99 employed persons;900063;2008 2nd quarter;151.0;9.1
777;10 to 99 employed persons;900063;2008 3rd quarter;126.8;7.7
778;10 to 99 employed persons;900063;2008 4th quarter;159.7;1.6
779;10 to 99 employed persons;900063;2008;139.6;7.2
780;10 to 99 employed persons;900063;2009 1st quarter;117.6;-2.7
781;10 to 99 employed persons;900063;2009 2nd quarter;141.4;-6.4
782;10 to 99 employed persons;900063;2009 3rd quarter;118.7;-6.4
783;10 to 99 employed persons;900063;2009 4th quarter;140.2;-12.2
784;10 to 99 employed persons;900063;2009;129.5;-7.2
785;10 to 99 employed persons;900063;2010 1st quarter;88.2;-25.0
786;10 to 99 employed persons;900063;2010 2nd quarter;120.0;-15.2
787;10 to 99 employed persons;900063;2010 3rd quarter;104.7;-11.8
788;10 to 99 employed persons;900063;2010 4th quarter;128.7;-8.2
789;10 to 99 employed persons;900063;2010;110.4;-14.7
790;10 to 99 employed persons;900063;2011 1st quarter;99.5;12.8
791;10 to 99 employed persons;900063;2011 2nd quarter;125.1;4.3
792;10 to 99 employed persons;900063;2011 3rd quarter;107.3;2.5
793;10 to 99 employed persons;900063;2011 4th quarter;132.0;2.6
794;10 to 99 employed persons;900063;2011;116.0;5.1
795;10 to 99 employed persons;900063;2012 1st quarter;86.7;-12.9
796;10 to 99 employed persons;900063;2012 2nd quarter;110.5;-11.6
797;10 to 99 employed persons;900063;2012 3rd quarter;98.9;-7.9
798;10 to 99 employed persons;900063;2012 4th quarter;115.5;-12.5
799;10 to 99 employed persons;900063;2012;102.9;-11.3
800;10 to 99 employed persons;900063;2013 1st quarter;75.6;-12.8
801;10 to 99 employed persons;900063;2013 2nd quarter;99.7;-9.8
802;10 to 99 employed persons;900063;2013 3rd quarter;90.0;-9.0
803;10 to 99 employed persons;900063;2013 4th quarter;112.1;-2.9
804;10 to 99 employed persons;900063;2013;94.4;-8.3
805;10 to 99 employed persons;900063;2014 1st quarter;81.6;7.9
806;10 to 99 employed persons;900063;2014 2nd quarter;98.0;-1.8
807;10 to 99 employed persons;900063;2014 3rd quarter;89.7;-0.3
808;10 to 99 employed persons;900063;2014 4th quarter;117.6;4.9
809;10 to 99 employed persons;900063;2014;96.7;2.5
810;10 to 99 employed persons;900063;2015 1st quarter;82.4;1.1
811;10 to 99 employed persons;900063;2015 2nd quarter;104.8;7.0
812;10 to 99 employed persons;900063;2015 3rd quarter;93.3;4.0
813;10 to 99 employed persons;900063;2015 4th quarter;119.5;1.6
814;10 to 99 employed persons;900063;2015;100.0;3.4
815;10 to 99 employed persons;900063;2016 1st quarter;87.4;6.1
816;10 to 99 employed persons;900063;2016 2nd quarter;109.2;4.2
817;10 to 99 employed persons;900063;2016 3rd quarter;102.7;10.1
818;10 to 99 employed persons;900063;2016 4th quarter;132.5;10.9
819;10 to 99 employed persons;900063;2016;107.9;7.9
820;10 to 99 employed persons;900063;2017 1st quarter;93.3;6.7
821;10 to 99 employed persons;900063;2017 2nd quarter;118.2;8.3
822;10 to 99 employed persons;900063;2017 3rd quarter;106.9;4.2
823;10 to 99 employed persons;900063;2017 4th quarter;140.4;6.0
824;10 to 99 employed persons;900063;2017;114.7;6.3
825;10 to 99 employed persons;900063;2018 1st quarter;101.7;9.1
826;10 to 99 employed persons;900063;2018 2nd quarter;131.7;11.4
827;10 to 99 employed persons;900063;2018 3rd quarter;117.1;9.5
828;10 to 99 employed persons;900063;2018 4th quarter;153.9;9.6
829;10 to 99 employed persons;900063;2018;126.1;9.9
830;10 to 99 employed persons;900063;2019 1st quarter;108.5;6.7
831;10 to 99 employed persons;900063;2019 2nd quarter;136.1;3.4
832;10 to 99 employed persons;900063;2019 3rd quarter;118.3;1.0
833;10 to 99 employed persons;900063;2019 4th quarter;149.2;-3.1
834;10 to 99 employed persons;900063;2019;128.0;1.5
835;10 to 99 employed persons;900063;2020 1st quarter;112.1;3.3
836;10 to 99 employed persons;900063;2020 2nd quarter;120.0;-11.9
837;10 to 99 employed persons;900063;2020 3rd quarter;111.6;-5.7
838;10 to 99 employed persons;900063;2020 4th quarter;140.4;-5.9
839;10 to 99 employed persons;900063;2020;121.0;-5.5
840;10 to 99 employed persons;900063;2021 1st quarter;107.8;-3.8
841;10 to 99 employed persons;900063;2021 2nd quarter;130.7;8.9
842;10 to 99 employed persons;900063;2021 3rd quarter;115.8;3.8
843;10 to 99 employed persons;900063;2021 4th quarter;151.4;7.8
844;10 to 99 employed persons;900063;2021;126.4;4.5
845;10 to 99 employed persons;900063;2022 1st quarter;113.1;4.9
