ID;EigenaarHuurder;HuishoudensEnWoningkenmerken;RegioS;Perioden;AantalHuishoudens_1;TotaleWoonlasten_2;NettoWoonlasten_3;BijkomendeWoonlasten_4;Woonquote_5;TotaleWoonlasten_6;NettoWoonlasten_7;BijkomendeWoonlasten_8;Woonquote_9
3056;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Medemblik;2019;0.7;670.0;505.0;165.0;32.5;592.0;434.0;159.0;30.7
3057;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Medemblik;2020;0.7;669.0;524.0;145.0;32.1;593.0;448.0;138.0;28.9
3058;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Medemblik;2021;0.7;670.0;515.0;155.0;31.9;598.0;441.0;148.0;28.9
3059;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Medemblik;2022;0.7;630.0;517.0;113.0;27.8;572.0;450.0;108.0;24.8
3060;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Meerssen;2018;0.2;700.0;547.0;152.0;37.1;631.0;476.0;142.0;34.8
3061;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Meerssen;2019;0.2;739.0;572.0;167.0;37.1;668.0;487.0;156.0;34.8
3062;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Meerssen;2020;0.3;734.0;582.0;152.0;34.2;690.0;534.0;141.0;31.9
3063;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Meerssen;2021;0.3;768.0;601.0;167.0;33.3;702.0;537.0;164.0;31.2
3064;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Meerssen;2022;0.3;697.0;566.0;131.0;30.3;654.0;528.0;127.0;28.1
3065;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Meierijstad;2018;1.2;735.0;594.0;141.0;36.3;699.0;564.0;132.0;34.4
3066;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Meierijstad;2019;1.2;747.0;600.0;147.0;35.6;705.0;557.0;139.0;33.8
3067;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Meierijstad;2020;1.2;747.0;618.0;129.0;33.7;686.0;561.0;121.0;31.4
3068;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Meierijstad;2021;1.2;758.0;620.0;138.0;33.8;700.0;572.0;127.0;31.7
3069;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Meierijstad;2022;1.3;700.0;602.0;99.0;30.2;669.0;569.0;94.0;27.9
3070;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Meppel;2018;0.9;603.0;465.0;138.0;34.5;562.0;425.0;136.0;32.7
3071;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Meppel;2019;0.9;640.0;491.0;149.0;34.5;588.0;441.0;147.0;32.7
3072;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Meppel;2020;0.9;629.0;495.0;134.0;32.2;578.0;446.0;132.0;30.7
3073;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Meppel;2021;1.0;676.0;533.0;143.0;32.7;604.0;460.0;140.0;31.3
3074;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Meppel;2022;1.0;610.0;507.0;102.0;28.8;589.0;474.0;106.0;27.2
3075;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Middelburg (Z.);2018;1.3;611.0;464.0;146.0;34.7;567.0;424.0;143.0;33.9
3076;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Middelburg (Z.);2019;1.4;639.0;481.0;158.0;35.5;592.0;434.0;154.0;33.4
3077;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Middelburg (Z.);2020;1.4;628.0;491.0;136.0;32.9;569.0;434.0;133.0;31.3
3078;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Middelburg (Z.);2021;1.4;649.0;500.0;149.0;32.4;595.0;444.0;145.0;31.3
3079;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Middelburg (Z.);2022;1.5;590.0;491.0;99.0;28.3;557.0;453.0;103.0;26.4
3080;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Midden-Delfland;2018;0.2;698.0;557.0;141.0;34.0;608.0;475.0;135.0;32.6
3081;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Midden-Delfland;2019;0.3;1813.0;1658.0;155.0;34.4;644.0;487.0;149.0;32.1
3082;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Midden-Delfland;2020;0.2;694.0;555.0;138.0;31.0;617.0;478.0;133.0;28.8
3083;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Midden-Delfland;2021;0.2;701.0;551.0;150.0;31.3;633.0;477.0;141.0;28.2
3084;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Midden-Delfland;2022;0.2;641.0;535.0;106.0;26.7;594.0;470.0;104.0;24.5
3085;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Midden-Drenthe;2018;0.4;663.0;496.0;167.0;35.5;607.0;446.0;160.0;33.7
3086;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Midden-Drenthe;2019;0.5;688.0;509.0;179.0;34.8;618.0;434.0;171.0;32.8
3087;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Midden-Drenthe;2020;0.5;686.0;527.0;158.0;33.2;612.0;460.0;148.0;31.4
3088;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Midden-Drenthe;2021;0.5;680.0;511.0;169.0;33.0;615.0;442.0;159.0;31.3
3089;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Midden-Drenthe;2022;0.5;615.0;478.0;137.0;28.3;580.0;431.0;132.0;25.9
3090;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Midden-Groningen;2018;1.1;586.0;433.0;153.0;35.4;528.0;377.0;146.0;33.7
3091;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Midden-Groningen;2019;1.1;594.0;431.0;163.0;35.2;539.0;370.0;157.0;33.5
3092;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Midden-Groningen;2020;1.1;572.0;429.0;144.0;32.4;528.0;387.0;137.0;30.9
3093;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Midden-Groningen;2021;1.2;602.0;443.0;158.0;32.5;549.0;396.0;150.0;31.2
3094;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Midden-Groningen;2022;1.2;554.0;439.0;115.0;28.1;527.0;402.0;114.0;25.8
3095;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Mill en Sint Hubert;2018;0.1;740.0;589.0;151.0;37.0;667.0;505.0;138.0;32.8
3096;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Mill en Sint Hubert;2019;0.1;721.0;563.0;158.0;35.2;660.0;487.0;150.0;33.5
3097;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Mill en Sint Hubert;2020;0.1;651.0;518.0;132.0;32.5;579.0;436.0;128.0;30.9
3098;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Mill en Sint Hubert;2021;0.2;674.0;526.0;147.0;33.8;611.0;464.0;143.0;32.6
3099;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Mill en Sint Hubert;2022;;;;;;;;;
3100;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Moerdijk;2018;0.6;665.0;515.0;150.0;34.6;631.0;475.0;143.0;32.8
3101;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Moerdijk;2019;0.6;693.0;532.0;161.0;33.1;650.0;485.0;155.0;32.2
3102;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Moerdijk;2020;0.6;697.0;557.0;140.0;31.6;637.0;493.0;136.0;30.2
3103;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Moerdijk;2021;0.6;692.0;538.0;154.0;31.5;656.0;502.0;147.0;30.7
3104;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Moerdijk;2022;0.6;652.0;537.0;115.0;28.0;630.0;502.0;117.0;26.1
3105;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Molenlanden;2018;;;;;;;;;
3106;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Molenlanden;2019;0.5;743.0;582.0;161.0;33.5;696.0;536.0;153.0;31.6
3107;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Molenlanden;2020;0.5;706.0;558.0;147.0;31.3;661.0;526.0;140.0;30.0
3108;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Molenlanden;2021;0.5;724.0;565.0;159.0;31.4;673.0;518.0;152.0;30.0
3109;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Molenlanden;2022;0.5;651.0;532.0;119.0;27.7;631.0;492.0;114.0;25.1
3110;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Molenwaard;2018;0.4;700.0;550.0;150.0;34.0;649.0;501.0;143.0;32.4
3111;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Molenwaard;2019;;;;;;;;;
3112;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Molenwaard;2020;;;;;;;;;
3113;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Molenwaard;2021;;;;;;;;;
3114;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Molenwaard;2022;;;;;;;;;
3115;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Montferland;2018;0.4;670.0;528.0;142.0;36.7;607.0;476.0;135.0;35.4
3116;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Montferland;2019;0.5;700.0;546.0;154.0;35.8;632.0;490.0;145.0;34.0
3117;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Montferland;2020;0.5;673.0;532.0;141.0;33.5;626.0;487.0;135.0;31.6
3118;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Montferland;2021;0.5;704.0;555.0;149.0;34.3;646.0;492.0;141.0;31.4
3119;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Montferland;2022;0.5;647.0;542.0;105.0;29.4;608.0;491.0;102.0;26.9
3120;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Montfoort;2018;0.2;727.0;587.0;141.0;34.9;677.0;539.0;136.0;33.5
3121;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Montfoort;2019;0.2;738.0;589.0;148.0;34.1;704.0;547.0;140.0;32.4
3122;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Montfoort;2020;0.2;775.0;639.0;136.0;34.0;693.0;546.0;128.0;30.8
3123;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Montfoort;2021;0.2;776.0;624.0;152.0;32.6;698.0;534.0;144.0;29.9
3124;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Montfoort;2022;0.2;747.0;616.0;132.0;30.3;667.0;539.0;119.0;26.8
3125;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Mook en Middelaar;2018;;;;;;;;;
3126;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Mook en Middelaar;2019;;;;;;;;;
3127;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Mook en Middelaar;2020;0.1;657.0;528.0;129.0;33.4;590.0;474.0;117.0;31.2
3128;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Mook en Middelaar;2021;;;;;;;;;
3129;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Mook en Middelaar;2022;;;;;;;;;
3130;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Neder-Betuwe;2018;0.2;697.0;551.0;146.0;37.2;665.0;518.0;140.0;34.5
3131;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Neder-Betuwe;2019;0.2;698.0;538.0;160.0;35.8;665.0;509.0;152.0;32.7
3132;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Neder-Betuwe;2020;0.2;701.0;550.0;151.0;34.9;667.0;527.0;137.0;32.1
3133;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Neder-Betuwe;2021;0.2;716.0;552.0;163.0;33.7;642.0;489.0;153.0;31.1
3134;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Neder-Betuwe;2022;0.2;683.0;545.0;138.0;30.0;619.0;516.0;130.0;27.0
3135;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Nederweert;2018;0.2;727.0;587.0;140.0;35.6;684.0;558.0;127.0;34.5
3136;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Nederweert;2019;0.2;774.0;620.0;154.0;37.8;713.0;582.0;141.0;35.0
3137;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Nederweert;2020;0.2;725.0;586.0;139.0;34.8;687.0;549.0;128.0;32.1
3138;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Nederweert;2021;0.2;772.0;622.0;150.0;35.5;724.0;567.0;136.0;32.3
3139;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Nederweert;2022;0.2;740.0;615.0;125.0;31.6;700.0;565.0;111.0;28.4
3140;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Neerijnen;2018;0.1;706.0;547.0;159.0;34.7;689.0;513.0;150.0;33.4
3141;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Neerijnen;2019;;;;;;;;;
3142;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Neerijnen;2020;;;;;;;;;
3143;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Neerijnen;2021;;;;;;;;;
3144;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Neerijnen;2022;;;;;;;;;
3145;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Nieuwegein;2018;1.5;683.0;556.0;128.0;34.4;637.0;509.0;122.0;33.0
3146;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Nieuwegein;2019;1.5;693.0;559.0;135.0;33.3;659.0;527.0;130.0;31.8
3147;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Nieuwegein;2020;1.6;711.0;592.0;119.0;32.3;650.0;529.0;113.0;30.7
3148;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Nieuwegein;2021;1.8;722.0;598.0;124.0;31.8;663.0;548.0;121.0;30.9
3149;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Nieuwegein;2022;1.9;679.0;607.0;73.0;28.2;646.0;563.0;84.0;26.3
3150;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Nieuwkoop;2018;0.4;730.0;577.0;152.0;35.7;696.0;550.0;145.0;34.7
3151;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Nieuwkoop;2019;0.4;751.0;584.0;167.0;35.8;718.0;576.0;156.0;34.0
3152;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Nieuwkoop;2020;0.4;735.0;586.0;149.0;34.4;664.0;525.0;141.0;32.1
3153;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Nieuwkoop;2021;0.4;724.0;567.0;158.0;32.6;679.0;537.0;150.0;32.6
3154;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Nieuwkoop;2022;0.4;705.0;584.0;121.0;29.8;664.0;535.0;114.0;27.0
3155;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Nijkerk;2018;0.5;670.0;546.0;124.0;35.2;617.0;489.0;119.0;33.3
3156;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Nijkerk;2019;0.6;661.0;529.0;132.0;33.5;617.0;485.0;124.0;31.9
3157;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Nijkerk;2020;0.6;711.0;597.0;114.0;32.7;593.0;478.0;108.0;30.4
3158;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Nijkerk;2021;0.5;701.0;573.0;128.0;32.6;612.0;485.0;120.0;30.2
3159;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Nijkerk;2022;0.6;630.0;544.0;86.0;27.9;583.0;474.0;83.0;25.1
3160;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Nijmegen;2018;5.4;695.0;586.0;109.0;34.5;592.0;483.0;104.0;32.5
3161;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Nijmegen;2019;5.6;657.0;537.0;120.0;34.0;609.0;490.0;115.0;32.3
3162;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Nijmegen;2020;6.0;645.0;542.0;104.0;32.1;589.0;487.0;97.0;30.4
3163;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Nijmegen;2021;6.2;676.0;564.0;112.0;32.3;623.0;512.0;108.0;30.7
3164;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Nijmegen;2022;6.4;644.0;577.0;67.0;28.6;598.0;515.0;68.0;26.0
3165;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Nissewaard;2018;2.0;650.0;501.0;149.0;33.1;609.0;466.0;143.0;32.3
3166;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Nissewaard;2019;2.0;666.0;506.0;161.0;32.7;616.0;458.0;159.0;31.6
3167;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Nissewaard;2020;1.9;669.0;523.0;145.0;30.8;615.0;468.0;141.0;29.5
3168;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Nissewaard;2021;1.8;693.0;539.0;154.0;31.1;631.0;476.0;151.0;29.2
3169;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Nissewaard;2022;1.8;631.0;522.0;109.0;26.6;594.0;477.0;109.0;24.6
3170;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Noardeast-Fryslân;2018;;;;;;;;;
3171;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Noardeast-Fryslân;2019;1.0;625.0;445.0;179.0;34.8;590.0;415.0;173.0;33.5
3172;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Noardeast-Fryslân;2020;1.0;639.0;478.0;161.0;32.9;562.0;403.0;153.0;31.8
3173;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Noardeast-Fryslân;2021;1.0;637.0;465.0;172.0;32.3;590.0;423.0;166.0;31.0
3174;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Noardeast-Fryslân;2022;1.1;578.0;446.0;132.0;28.0;557.0;423.0;132.0;26.7
3175;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Noord-Beveland;2018;0.1;631.0;461.0;170.0;33.9;591.0;424.0;171.0;33.7
3176;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Noord-Beveland;2019;0.1;659.0;482.0;177.0;32.5;592.0;415.0;171.0;32.2
3177;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Noord-Beveland;2020;0.1;621.0;464.0;157.0;30.7;571.0;433.0;153.0;29.5
3178;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Noord-Beveland;2021;0.1;646.0;472.0;175.0;30.3;593.0;427.0;168.0;29.0
3179;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Noord-Beveland;2022;0.1;608.0;478.0;130.0;26.6;547.0;411.0;130.0;23.9
3180;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Noordenveld;2018;0.3;622.0;476.0;146.0;36.8;568.0;430.0;137.0;34.3
3181;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Noordenveld;2019;0.3;684.0;528.0;157.0;36.5;618.0;460.0;144.0;34.1
3182;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Noordenveld;2020;0.4;648.0;507.0;141.0;33.9;609.0;459.0;133.0;32.4
3183;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Noordenveld;2021;0.4;672.0;519.0;153.0;33.3;618.0;465.0;142.0;31.4
3184;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Noordenveld;2022;0.4;617.0;504.0;113.0;29.1;588.0;459.0;102.0;27.4
3185;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Noordoostpolder;2018;0.9;661.0;500.0;161.0;36.7;596.0;443.0;153.0;34.5
3186;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Noordoostpolder;2019;0.9;675.0;505.0;170.0;35.3;614.0;450.0;163.0;33.4
3187;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Noordoostpolder;2020;0.9;652.0;500.0;152.0;33.6;594.0;451.0;145.0;31.9
3188;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Noordoostpolder;2021;0.9;682.0;518.0;164.0;33.8;610.0;453.0;155.0;31.5
3189;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Noordoostpolder;2022;0.9;610.0;491.0;119.0;28.5;577.0;457.0;118.0;26.4
3190;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Noordwijk;2018;0.5;791.0;649.0;142.0;39.6;716.0;579.0;135.0;36.1
3191;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Noordwijk;2019;0.9;801.0;644.0;157.0;38.3;717.0;570.0;148.0;34.7
3192;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Noordwijk;2020;0.8;783.0;643.0;140.0;36.7;686.0;553.0;132.0;33.6
3193;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Noordwijk;2021;0.8;828.0;676.0;152.0;35.3;712.0;560.0;144.0;32.2
3194;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Noordwijk;2022;0.9;735.0;633.0;102.0;30.5;660.0;562.0;102.0;27.7
3195;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Noordwijkerhout;2018;0.3;824.0;665.0;159.0;39.5;753.0;593.0;154.0;36.8
3196;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Noordwijkerhout;2019;;;;;;;;;
3197;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Noordwijkerhout;2020;;;;;;;;;
3198;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Noordwijkerhout;2021;;;;;;;;;
3199;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Noordwijkerhout;2022;;;;;;;;;
3200;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Nuenen, Gerwen en Nederwetten;2018;0.2;704.0;573.0;132.0;37.3;642.0;504.0;124.0;35.4
3201;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Nuenen, Gerwen en Nederwetten;2019;0.2;748.0;604.0;144.0;36.9;676.0;523.0;137.0;34.7
3202;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Nuenen, Gerwen en Nederwetten;2020;0.2;733.0;615.0;118.0;34.3;648.0;525.0;110.0;32.9
3203;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Nuenen, Gerwen en Nederwetten;2021;0.3;731.0;597.0;133.0;34.3;647.0;518.0;123.0;32.5
3204;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Nuenen, Gerwen en Nederwetten;2022;0.3;625.0;531.0;94.0;28.0;556.0;453.0;84.0;25.2
3205;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Nunspeet;2018;0.3;708.0;575.0;132.0;35.9;633.0;497.0;121.0;32.7
3206;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Nunspeet;2019;0.3;755.0;611.0;143.0;34.7;637.0;495.0;134.0;32.2
3207;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Nunspeet;2020;0.3;720.0;595.0;125.0;33.8;645.0;519.0;116.0;31.9
3208;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Nunspeet;2021;0.4;699.0;561.0;137.0;32.6;635.0;504.0;124.0;32.3
3209;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Nunspeet;2022;0.4;692.0;592.0;100.0;29.6;628.0;518.0;98.0;27.4
3210;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Nuth;2018;0.2;692.0;541.0;152.0;36.1;678.0;529.0;144.0;34.9
3211;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Nuth;2019;;;;;;;;;
3212;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Nuth;2020;;;;;;;;;
3213;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Nuth;2021;;;;;;;;;
3214;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Nuth;2022;;;;;;;;;
3215;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Oegstgeest;2018;0.4;696.0;550.0;147.0;35.5;648.0;497.0;147.0;34.7
3216;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Oegstgeest;2019;0.4;767.0;609.0;158.0;36.7;685.0;525.0;158.0;33.7
3217;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Oegstgeest;2020;0.3;729.0;586.0;143.0;33.2;671.0;528.0;143.0;32.3
3218;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Oegstgeest;2021;0.4;768.0;612.0;156.0;33.5;712.0;556.0;150.0;31.5
3219;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Oegstgeest;2022;0.4;770.0;656.0;114.0;30.1;678.0;564.0;117.0;27.1
3220;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Oirschot;2018;0.2;795.0;658.0;138.0;37.6;749.0;617.0;128.0;35.5
3221;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Oirschot;2019;0.2;819.0;668.0;151.0;37.4;733.0;597.0;144.0;34.9
3222;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Oirschot;2020;0.2;782.0;648.0;134.0;35.6;726.0;598.0;124.0;32.7
3223;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Oirschot;2021;0.2;771.0;627.0;144.0;33.6;735.0;598.0;135.0;32.0
3224;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Oirschot;2022;0.2;693.0;594.0;99.0;28.0;641.0;556.0;97.0;27.3
3225;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Oisterwijk;2018;0.4;925.0;796.0;129.0;36.8;664.0;533.0;122.0;33.9
3226;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Oisterwijk;2019;0.4;727.0;586.0;141.0;35.9;693.0;554.0;132.0;33.9
3227;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Oisterwijk;2020;0.3;746.0;622.0;123.0;34.8;689.0;571.0;116.0;32.0
3228;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Oisterwijk;2021;0.4;815.0;685.0;130.0;35.0;699.0;571.0;122.0;31.9
3229;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Oisterwijk;2022;0.5;718.0;633.0;86.0;31.0;685.0;597.0;89.0;27.6
3230;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Oldambt;2018;0.7;611.0;444.0;166.0;37.0;549.0;384.0;158.0;35.0
3231;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Oldambt;2019;0.7;626.0;448.0;178.0;36.5;566.0;392.0;170.0;34.9
3232;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Oldambt;2020;0.7;603.0;443.0;160.0;34.2;542.0;386.0;154.0;32.6
3233;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Oldambt;2021;0.8;628.0;455.0;173.0;34.2;562.0;393.0;166.0;33.2
3234;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Oldambt;2022;0.8;576.0;446.0;130.0;29.0;539.0;404.0;130.0;27.5
3235;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Oldebroek;2018;0.3;723.0;572.0;151.0;38.2;681.0;522.0;140.0;35.6
3236;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Oldebroek;2019;0.3;763.0;596.0;167.0;37.6;696.0;542.0;154.0;36.0
3237;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Oldebroek;2020;0.2;716.0;570.0;146.0;35.7;666.0;529.0;135.0;33.8
3238;Totaal;"Eenpersoonshuishouden; jonger 35 jaar";Oldebroek;2021;0.3;726.0;576.0;150.0;35.2;676.0;525.0;143.0;33.0
