ID;Geslacht;Leeftijd;RegioSSituatie2011;Perioden;BevolkingTotaal_1;Autochtonen_2;TotaalWesterseAllochtonen_3;Eerstegeneratieallochtoon_4;Tweedegeneratieallochtoon_5;TotaalNietWesterseAllochtonen_6;Eerstegeneratieallochtoon_7;Tweedegeneratieallochtoon_8;RegionaleCodering_9
569;Mannen en vrouwen;Totaal alle leeftijden;Overig Groningen (CR);2030;407.0;340.7;29.5;12.2;17.3;36.8;19.5;17.2;CR03  
570;Mannen en vrouwen;Totaal alle leeftijden;Overig Groningen (CR);2031;408.0;341.0;29.6;12.1;17.4;37.4;19.7;17.7;CR03  
571;Mannen en vrouwen;Totaal alle leeftijden;Overig Groningen (CR);2032;408.6;341.0;29.6;12.1;17.5;38.1;20.0;18.1;CR03  
572;Mannen en vrouwen;Totaal alle leeftijden;Overig Groningen (CR);2033;409.2;340.9;29.5;12.1;17.5;38.8;20.2;18.6;CR03  
573;Mannen en vrouwen;Totaal alle leeftijden;Overig Groningen (CR);2034;409.5;340.5;29.5;12.0;17.5;39.5;20.4;19.0;CR03  
574;Mannen en vrouwen;Totaal alle leeftijden;Overig Groningen (CR);2035;410.1;340.5;29.5;12.0;17.5;40.1;20.6;19.5;CR03  
575;Mannen en vrouwen;Totaal alle leeftijden;Overig Groningen (CR);2036;410.5;340.2;29.5;12.0;17.6;40.8;20.8;19.9;CR03  
576;Mannen en vrouwen;Totaal alle leeftijden;Overig Groningen (CR);2037;410.6;339.7;29.5;12.0;17.6;41.3;20.9;20.4;CR03  
577;Mannen en vrouwen;Totaal alle leeftijden;Overig Groningen (CR);2038;410.8;339.4;29.4;11.9;17.5;42.0;21.2;20.8;CR03  
578;Mannen en vrouwen;Totaal alle leeftijden;Overig Groningen (CR);2039;410.7;338.6;29.4;11.9;17.5;42.7;21.5;21.2;CR03  
579;Mannen en vrouwen;Totaal alle leeftijden;Overig Groningen (CR);2040;410.6;338.0;29.2;11.9;17.4;43.4;21.7;21.7;CR03  
580;Mannen en vrouwen;Totaal alle leeftijden;Noord-Friesland (CR);2012;334.3;302.9;17.1;7.2;9.9;14.3;8.5;5.7;CR04  
581;Mannen en vrouwen;Totaal alle leeftijden;Noord-Friesland (CR);2013;335.4;303.0;17.6;7.5;10.1;14.8;8.8;6.0;CR04  
582;Mannen en vrouwen;Totaal alle leeftijden;Noord-Friesland (CR);2014;336.1;302.8;18.0;7.8;10.2;15.3;9.0;6.3;CR04  
583;Mannen en vrouwen;Totaal alle leeftijden;Noord-Friesland (CR);2015;336.6;302.3;18.5;8.1;10.4;15.8;9.2;6.7;CR04  
584;Mannen en vrouwen;Totaal alle leeftijden;Noord-Friesland (CR);2016;337.4;302.1;18.9;8.3;10.6;16.4;9.4;7.0;CR04  
585;Mannen en vrouwen;Totaal alle leeftijden;Noord-Friesland (CR);2017;338.3;302.1;19.3;8.5;10.7;17.0;9.7;7.3;CR04  
586;Mannen en vrouwen;Totaal alle leeftijden;Noord-Friesland (CR);2018;339.1;301.8;19.7;8.8;10.9;17.6;9.9;7.7;CR04  
587;Mannen en vrouwen;Totaal alle leeftijden;Noord-Friesland (CR);2019;339.7;301.4;20.2;9.1;11.1;18.1;10.1;8.0;CR04  
588;Mannen en vrouwen;Totaal alle leeftijden;Noord-Friesland (CR);2020;340.3;300.9;20.7;9.3;11.3;18.8;10.4;8.4;CR04  
589;Mannen en vrouwen;Totaal alle leeftijden;Noord-Friesland (CR);2021;340.7;300.3;20.9;9.5;11.5;19.4;10.7;8.8;CR04  
590;Mannen en vrouwen;Totaal alle leeftijden;Noord-Friesland (CR);2022;341.2;299.9;21.4;9.7;11.6;20.0;10.9;9.1;CR04  
591;Mannen en vrouwen;Totaal alle leeftijden;Noord-Friesland (CR);2023;341.6;299.3;21.8;10.0;11.8;20.5;11.1;9.4;CR04  
592;Mannen en vrouwen;Totaal alle leeftijden;Noord-Friesland (CR);2024;341.9;298.8;22.1;10.2;11.9;21.0;11.3;9.7;CR04  
593;Mannen en vrouwen;Totaal alle leeftijden;Noord-Friesland (CR);2025;342.0;298.0;22.5;10.3;12.1;21.6;11.5;10.1;CR04  
594;Mannen en vrouwen;Totaal alle leeftijden;Noord-Friesland (CR);2026;341.6;296.7;22.8;10.5;12.3;22.1;11.7;10.4;CR04  
595;Mannen en vrouwen;Totaal alle leeftijden;Noord-Friesland (CR);2027;341.7;295.9;23.2;10.7;12.4;22.7;11.9;10.8;CR04  
596;Mannen en vrouwen;Totaal alle leeftijden;Noord-Friesland (CR);2028;341.8;295.0;23.5;10.9;12.6;23.3;12.1;11.2;CR04  
597;Mannen en vrouwen;Totaal alle leeftijden;Noord-Friesland (CR);2029;341.9;294.1;23.9;11.2;12.7;23.8;12.3;11.5;CR04  
598;Mannen en vrouwen;Totaal alle leeftijden;Noord-Friesland (CR);2030;341.7;293.1;24.2;11.3;12.9;24.4;12.5;11.9;CR04  
599;Mannen en vrouwen;Totaal alle leeftijden;Noord-Friesland (CR);2031;341.5;291.9;24.6;11.5;13.0;25.0;12.7;12.3;CR04  
600;Mannen en vrouwen;Totaal alle leeftijden;Noord-Friesland (CR);2032;341.3;290.9;24.8;11.7;13.2;25.6;13.0;12.7;CR04  
601;Mannen en vrouwen;Totaal alle leeftijden;Noord-Friesland (CR);2033;341.1;289.8;25.0;11.8;13.3;26.2;13.2;13.1;CR04  
602;Mannen en vrouwen;Totaal alle leeftijden;Noord-Friesland (CR);2034;340.7;288.6;25.2;11.9;13.3;26.9;13.4;13.5;CR04  
603;Mannen en vrouwen;Totaal alle leeftijden;Noord-Friesland (CR);2035;340.4;287.4;25.6;12.0;13.5;27.4;13.6;13.9;CR04  
604;Mannen en vrouwen;Totaal alle leeftijden;Noord-Friesland (CR);2036;340.0;286.2;25.7;12.1;13.6;28.1;13.8;14.3;CR04  
605;Mannen en vrouwen;Totaal alle leeftijden;Noord-Friesland (CR);2037;339.2;284.8;25.9;12.2;13.6;28.6;14.0;14.6;CR04  
606;Mannen en vrouwen;Totaal alle leeftijden;Noord-Friesland (CR);2038;338.6;283.4;26.1;12.3;13.7;29.1;14.2;15.0;CR04  
607;Mannen en vrouwen;Totaal alle leeftijden;Noord-Friesland (CR);2039;338.0;282.1;26.2;12.4;13.8;29.7;14.4;15.3;CR04  
608;Mannen en vrouwen;Totaal alle leeftijden;Noord-Friesland (CR);2040;337.5;280.7;26.4;12.5;13.8;30.4;14.7;15.7;CR04  
609;Mannen en vrouwen;Totaal alle leeftijden;Zuidwest-Friesland (CR);2012;106.9;98.2;5.6;2.0;3.5;3.2;1.6;1.5;CR05  
610;Mannen en vrouwen;Totaal alle leeftijden;Zuidwest-Friesland (CR);2013;107.2;98.3;5.6;2.1;3.6;3.4;1.7;1.6;CR05  
611;Mannen en vrouwen;Totaal alle leeftijden;Zuidwest-Friesland (CR);2014;107.5;98.2;5.8;2.1;3.6;3.6;1.8;1.8;CR05  
612;Mannen en vrouwen;Totaal alle leeftijden;Zuidwest-Friesland (CR);2015;107.7;98.0;5.9;2.2;3.6;3.8;2.0;1.9;CR05  
613;Mannen en vrouwen;Totaal alle leeftijden;Zuidwest-Friesland (CR);2016;107.7;97.8;5.9;2.3;3.6;4.0;2.0;2.0;CR05  
614;Mannen en vrouwen;Totaal alle leeftijden;Zuidwest-Friesland (CR);2017;107.7;97.6;6.0;2.3;3.7;4.2;2.1;2.1;CR05  
615;Mannen en vrouwen;Totaal alle leeftijden;Zuidwest-Friesland (CR);2018;107.8;97.3;6.1;2.4;3.7;4.3;2.2;2.1;CR05  
616;Mannen en vrouwen;Totaal alle leeftijden;Zuidwest-Friesland (CR);2019;107.7;97.0;6.2;2.4;3.8;4.6;2.3;2.3;CR05  
617;Mannen en vrouwen;Totaal alle leeftijden;Zuidwest-Friesland (CR);2020;107.7;96.7;6.3;2.5;3.8;4.8;2.4;2.4;CR05  
618;Mannen en vrouwen;Totaal alle leeftijden;Zuidwest-Friesland (CR);2021;107.8;96.4;6.4;2.6;3.8;5.0;2.5;2.5;CR05  
619;Mannen en vrouwen;Totaal alle leeftijden;Zuidwest-Friesland (CR);2022;107.6;96.0;6.5;2.7;3.8;5.2;2.6;2.6;CR05  
620;Mannen en vrouwen;Totaal alle leeftijden;Zuidwest-Friesland (CR);2023;107.6;95.8;6.5;2.8;3.8;5.4;2.6;2.7;CR05  
621;Mannen en vrouwen;Totaal alle leeftijden;Zuidwest-Friesland (CR);2024;107.6;95.5;6.6;2.8;3.8;5.5;2.7;2.8;CR05  
622;Mannen en vrouwen;Totaal alle leeftijden;Zuidwest-Friesland (CR);2025;107.5;95.1;6.7;2.9;3.8;5.7;2.8;2.9;CR05  
623;Mannen en vrouwen;Totaal alle leeftijden;Zuidwest-Friesland (CR);2026;107.3;94.7;6.7;2.9;3.8;5.9;2.9;3.0;CR05  
624;Mannen en vrouwen;Totaal alle leeftijden;Zuidwest-Friesland (CR);2027;107.3;94.4;6.8;2.9;3.9;6.1;3.0;3.2;CR05  
625;Mannen en vrouwen;Totaal alle leeftijden;Zuidwest-Friesland (CR);2028;107.1;94.0;6.8;3.0;3.9;6.3;3.1;3.3;CR05  
626;Mannen en vrouwen;Totaal alle leeftijden;Zuidwest-Friesland (CR);2029;107.0;93.6;6.9;3.0;3.9;6.5;3.2;3.4;CR05  
627;Mannen en vrouwen;Totaal alle leeftijden;Zuidwest-Friesland (CR);2030;107.0;93.3;7.0;3.1;3.9;6.7;3.2;3.5;CR05  
628;Mannen en vrouwen;Totaal alle leeftijden;Zuidwest-Friesland (CR);2031;107.0;93.1;7.1;3.1;4.0;6.9;3.3;3.6;CR05  
629;Mannen en vrouwen;Totaal alle leeftijden;Zuidwest-Friesland (CR);2032;107.0;92.8;7.2;3.2;4.0;7.1;3.4;3.7;CR05  
630;Mannen en vrouwen;Totaal alle leeftijden;Zuidwest-Friesland (CR);2033;107.1;92.6;7.2;3.2;4.0;7.3;3.5;3.8;CR05  
631;Mannen en vrouwen;Totaal alle leeftijden;Zuidwest-Friesland (CR);2034;107.1;92.4;7.3;3.3;4.0;7.5;3.5;3.9;CR05  
632;Mannen en vrouwen;Totaal alle leeftijden;Zuidwest-Friesland (CR);2035;107.2;92.2;7.3;3.3;4.0;7.7;3.6;4.1;CR05  
633;Mannen en vrouwen;Totaal alle leeftijden;Zuidwest-Friesland (CR);2036;107.2;91.9;7.4;3.4;4.1;7.9;3.7;4.2;CR05  
634;Mannen en vrouwen;Totaal alle leeftijden;Zuidwest-Friesland (CR);2037;107.2;91.5;7.5;3.4;4.1;8.1;3.8;4.3;CR05  
635;Mannen en vrouwen;Totaal alle leeftijden;Zuidwest-Friesland (CR);2038;107.1;91.2;7.6;3.5;4.1;8.3;3.9;4.4;CR05  
636;Mannen en vrouwen;Totaal alle leeftijden;Zuidwest-Friesland (CR);2039;107.1;90.9;7.7;3.5;4.2;8.5;4.0;4.5;CR05  
637;Mannen en vrouwen;Totaal alle leeftijden;Zuidwest-Friesland (CR);2040;107.0;90.4;7.8;3.6;4.2;8.7;4.0;4.7;CR05  
638;Mannen en vrouwen;Totaal alle leeftijden;Zuidoost-Friesland (CR);2012;210.1;191.7;10.1;3.8;6.3;8.3;4.8;3.5;CR06  
639;Mannen en vrouwen;Totaal alle leeftijden;Zuidoost-Friesland (CR);2013;210.8;191.8;10.3;3.9;6.4;8.7;5.0;3.7;CR06  
640;Mannen en vrouwen;Totaal alle leeftijden;Zuidoost-Friesland (CR);2014;211.4;191.8;10.5;4.1;6.5;9.1;5.1;3.9;CR06  
641;Mannen en vrouwen;Totaal alle leeftijden;Zuidoost-Friesland (CR);2015;212.2;192.0;10.7;4.2;6.6;9.4;5.3;4.1;CR06  
642;Mannen en vrouwen;Totaal alle leeftijden;Zuidoost-Friesland (CR);2016;212.8;192.0;11.0;4.3;6.6;9.8;5.5;4.3;CR06  
643;Mannen en vrouwen;Totaal alle leeftijden;Zuidoost-Friesland (CR);2017;213.2;191.9;11.2;4.5;6.7;10.2;5.7;4.5;CR06  
644;Mannen en vrouwen;Totaal alle leeftijden;Zuidoost-Friesland (CR);2018;213.4;191.5;11.3;4.6;6.7;10.6;5.9;4.7;CR06  
645;Mannen en vrouwen;Totaal alle leeftijden;Zuidoost-Friesland (CR);2019;213.5;191.0;11.5;4.7;6.8;11.0;6.1;4.9;CR06  
646;Mannen en vrouwen;Totaal alle leeftijden;Zuidoost-Friesland (CR);2020;213.7;190.7;11.6;4.7;6.8;11.4;6.3;5.1;CR06  
647;Mannen en vrouwen;Totaal alle leeftijden;Zuidoost-Friesland (CR);2021;213.9;190.4;11.7;4.8;6.9;11.7;6.5;5.3;CR06  
648;Mannen en vrouwen;Totaal alle leeftijden;Zuidoost-Friesland (CR);2022;214.0;190.0;11.9;5.0;6.9;12.1;6.6;5.5;CR06  
649;Mannen en vrouwen;Totaal alle leeftijden;Zuidoost-Friesland (CR);2023;214.2;189.7;12.1;5.1;7.0;12.4;6.7;5.7;CR06  
650;Mannen en vrouwen;Totaal alle leeftijden;Zuidoost-Friesland (CR);2024;214.4;189.3;12.3;5.3;7.0;12.7;6.8;5.9;CR06  
651;Mannen en vrouwen;Totaal alle leeftijden;Zuidoost-Friesland (CR);2025;214.4;188.8;12.5;5.5;7.1;13.0;6.9;6.1;CR06  
652;Mannen en vrouwen;Totaal alle leeftijden;Zuidoost-Friesland (CR);2026;215.1;189.0;12.8;5.6;7.1;13.3;7.0;6.3;CR06  
653;Mannen en vrouwen;Totaal alle leeftijden;Zuidoost-Friesland (CR);2027;215.8;189.1;13.0;5.8;7.2;13.7;7.2;6.5;CR06  
654;Mannen en vrouwen;Totaal alle leeftijden;Zuidoost-Friesland (CR);2028;216.2;189.0;13.2;5.9;7.3;14.1;7.3;6.8;CR06  
655;Mannen en vrouwen;Totaal alle leeftijden;Zuidoost-Friesland (CR);2029;216.7;188.8;13.4;6.0;7.4;14.5;7.5;7.0;CR06  
656;Mannen en vrouwen;Totaal alle leeftijden;Zuidoost-Friesland (CR);2030;217.2;188.7;13.7;6.1;7.5;14.8;7.6;7.2;CR06  
657;Mannen en vrouwen;Totaal alle leeftijden;Zuidoost-Friesland (CR);2031;217.6;188.5;13.9;6.3;7.6;15.2;7.8;7.4;CR06  
658;Mannen en vrouwen;Totaal alle leeftijden;Zuidoost-Friesland (CR);2032;218.0;188.2;14.2;6.5;7.7;15.6;7.9;7.7;CR06  
659;Mannen en vrouwen;Totaal alle leeftijden;Zuidoost-Friesland (CR);2033;218.2;187.9;14.3;6.6;7.8;15.9;8.0;7.9;CR06  
660;Mannen en vrouwen;Totaal alle leeftijden;Zuidoost-Friesland (CR);2034;218.4;187.5;14.5;6.7;7.8;16.3;8.2;8.1;CR06  
661;Mannen en vrouwen;Totaal alle leeftijden;Zuidoost-Friesland (CR);2035;218.4;187.2;14.6;6.7;7.9;16.6;8.2;8.3;CR06  
662;Mannen en vrouwen;Totaal alle leeftijden;Zuidoost-Friesland (CR);2036;218.7;187.1;14.7;6.8;7.9;16.9;8.4;8.5;CR06  
663;Mannen en vrouwen;Totaal alle leeftijden;Zuidoost-Friesland (CR);2037;218.9;186.6;14.9;6.9;8.0;17.3;8.6;8.8;CR06  
664;Mannen en vrouwen;Totaal alle leeftijden;Zuidoost-Friesland (CR);2038;218.9;186.0;15.1;7.0;8.1;17.7;8.7;9.0;CR06  
665;Mannen en vrouwen;Totaal alle leeftijden;Zuidoost-Friesland (CR);2039;218.7;185.3;15.3;7.2;8.2;18.0;8.8;9.2;CR06  
666;Mannen en vrouwen;Totaal alle leeftijden;Zuidoost-Friesland (CR);2040;218.6;184.6;15.5;7.3;8.2;18.4;9.0;9.4;CR06  
667;Mannen en vrouwen;Totaal alle leeftijden;Noord-Drenthe (CR);2012;189.7;171.5;11.3;4.3;7.0;6.9;3.9;3.0;CR07  
668;Mannen en vrouwen;Totaal alle leeftijden;Noord-Drenthe (CR);2013;189.9;171.3;11.4;4.3;7.0;7.2;4.0;3.2;CR07  
669;Mannen en vrouwen;Totaal alle leeftijden;Noord-Drenthe (CR);2014;190.3;171.2;11.5;4.5;7.0;7.6;4.2;3.3;CR07  
670;Mannen en vrouwen;Totaal alle leeftijden;Noord-Drenthe (CR);2015;190.2;170.7;11.6;4.6;7.0;7.9;4.4;3.5;CR07  
671;Mannen en vrouwen;Totaal alle leeftijden;Noord-Drenthe (CR);2016;190.2;170.1;11.8;4.8;7.1;8.3;4.6;3.7;CR07  
672;Mannen en vrouwen;Totaal alle leeftijden;Noord-Drenthe (CR);2017;190.4;170.0;11.8;4.8;7.0;8.6;4.8;3.8;CR07  
673;Mannen en vrouwen;Totaal alle leeftijden;Noord-Drenthe (CR);2018;190.8;169.9;12.0;4.9;7.1;9.0;4.9;4.0;CR07  
674;Mannen en vrouwen;Totaal alle leeftijden;Noord-Drenthe (CR);2019;191.3;169.9;12.0;4.9;7.1;9.3;5.1;4.2;CR07  
675;Mannen en vrouwen;Totaal alle leeftijden;Noord-Drenthe (CR);2020;191.7;170.0;12.1;5.0;7.0;9.7;5.3;4.4;CR07  
676;Mannen en vrouwen;Totaal alle leeftijden;Noord-Drenthe (CR);2021;191.8;169.7;12.2;5.1;7.1;10.0;5.4;4.5;CR07  
677;Mannen en vrouwen;Totaal alle leeftijden;Noord-Drenthe (CR);2022;192.2;169.7;12.2;5.1;7.1;10.3;5.5;4.7;CR07  
678;Mannen en vrouwen;Totaal alle leeftijden;Noord-Drenthe (CR);2023;192.6;169.7;12.4;5.2;7.2;10.6;5.7;4.9;CR07  
679;Mannen en vrouwen;Totaal alle leeftijden;Noord-Drenthe (CR);2024;192.8;169.5;12.5;5.3;7.2;10.8;5.8;5.1;CR07  
680;Mannen en vrouwen;Totaal alle leeftijden;Noord-Drenthe (CR);2025;193.0;169.3;12.6;5.4;7.2;11.1;5.9;5.2;CR07  
681;Mannen en vrouwen;Totaal alle leeftijden;Noord-Drenthe (CR);2026;193.1;169.1;12.6;5.4;7.2;11.4;6.0;5.4;CR07  
682;Mannen en vrouwen;Totaal alle leeftijden;Noord-Drenthe (CR);2027;192.9;168.6;12.7;5.4;7.2;11.7;6.1;5.6;CR07  
683;Mannen en vrouwen;Totaal alle leeftijden;Noord-Drenthe (CR);2028;192.6;167.9;12.7;5.5;7.2;12.0;6.3;5.7;CR07  
684;Mannen en vrouwen;Totaal alle leeftijden;Noord-Drenthe (CR);2029;192.2;167.1;12.8;5.5;7.3;12.3;6.4;5.9;CR07  
685;Mannen en vrouwen;Totaal alle leeftijden;Noord-Drenthe (CR);2030;192.0;166.5;12.9;5.6;7.3;12.5;6.5;6.1;CR07  
686;Mannen en vrouwen;Totaal alle leeftijden;Noord-Drenthe (CR);2031;191.4;165.6;13.0;5.7;7.3;12.9;6.6;6.3;CR07  
687;Mannen en vrouwen;Totaal alle leeftijden;Noord-Drenthe (CR);2032;190.9;164.8;13.0;5.7;7.3;13.1;6.7;6.5;CR07  
688;Mannen en vrouwen;Totaal alle leeftijden;Noord-Drenthe (CR);2033;190.4;163.9;13.1;5.8;7.3;13.4;6.8;6.6;CR07  
689;Mannen en vrouwen;Totaal alle leeftijden;Noord-Drenthe (CR);2034;189.9;163.0;13.2;5.9;7.3;13.7;6.9;6.9;CR07  
690;Mannen en vrouwen;Totaal alle leeftijden;Noord-Drenthe (CR);2035;189.2;162.0;13.2;5.9;7.4;14.0;6.9;7.0;CR07  
691;Mannen en vrouwen;Totaal alle leeftijden;Noord-Drenthe (CR);2036;188.5;161.0;13.3;5.9;7.3;14.2;7.0;7.2;CR07  
692;Mannen en vrouwen;Totaal alle leeftijden;Noord-Drenthe (CR);2037;187.7;159.9;13.3;5.9;7.4;14.5;7.1;7.4;CR07  
693;Mannen en vrouwen;Totaal alle leeftijden;Noord-Drenthe (CR);2038;186.8;158.8;13.3;5.9;7.3;14.7;7.2;7.5;CR07  
694;Mannen en vrouwen;Totaal alle leeftijden;Noord-Drenthe (CR);2039;185.9;157.5;13.4;6.0;7.4;15.0;7.3;7.7;CR07  
695;Mannen en vrouwen;Totaal alle leeftijden;Noord-Drenthe (CR);2040;185.1;156.4;13.4;6.0;7.4;15.3;7.4;7.9;CR07  
696;Mannen en vrouwen;Totaal alle leeftijden;Zuidoost-Drenthe (CR);2012;171.3;153.9;11.1;4.5;6.5;6.3;3.7;2.6;CR08  
697;Mannen en vrouwen;Totaal alle leeftijden;Zuidoost-Drenthe (CR);2013;171.2;153.4;11.2;4.6;6.6;6.6;3.9;2.7;CR08  
698;Mannen en vrouwen;Totaal alle leeftijden;Zuidoost-Drenthe (CR);2014;171.1;152.9;11.4;4.8;6.7;6.8;4.0;2.9;CR08  
699;Mannen en vrouwen;Totaal alle leeftijden;Zuidoost-Drenthe (CR);2015;170.8;152.0;11.6;4.9;6.7;7.1;4.1;3.0;CR08  
700;Mannen en vrouwen;Totaal alle leeftijden;Zuidoost-Drenthe (CR);2016;170.6;151.4;11.8;5.0;6.8;7.4;4.3;3.1;CR08  
701;Mannen en vrouwen;Totaal alle leeftijden;Zuidoost-Drenthe (CR);2017;170.4;150.8;12.1;5.2;6.9;7.6;4.4;3.2;CR08  
702;Mannen en vrouwen;Totaal alle leeftijden;Zuidoost-Drenthe (CR);2018;170.2;150.1;12.2;5.3;6.9;7.9;4.5;3.4;CR08  
703;Mannen en vrouwen;Totaal alle leeftijden;Zuidoost-Drenthe (CR);2019;169.8;149.4;12.4;5.5;6.9;8.1;4.6;3.5;CR08  
704;Mannen en vrouwen;Totaal alle leeftijden;Zuidoost-Drenthe (CR);2020;169.6;148.6;12.6;5.6;7.0;8.4;4.7;3.7;CR08  
705;Mannen en vrouwen;Totaal alle leeftijden;Zuidoost-Drenthe (CR);2021;169.3;148.0;12.7;5.7;7.0;8.6;4.8;3.8;CR08  
706;Mannen en vrouwen;Totaal alle leeftijden;Zuidoost-Drenthe (CR);2022;169.0;147.2;12.9;5.8;7.1;8.9;4.9;4.0;CR08  
707;Mannen en vrouwen;Totaal alle leeftijden;Zuidoost-Drenthe (CR);2023;168.5;146.2;13.1;6.0;7.1;9.1;5.0;4.2;CR08  
708;Mannen en vrouwen;Totaal alle leeftijden;Zuidoost-Drenthe (CR);2024;168.1;145.5;13.2;6.1;7.1;9.4;5.1;4.3;CR08  
709;Mannen en vrouwen;Totaal alle leeftijden;Zuidoost-Drenthe (CR);2025;167.5;144.5;13.3;6.2;7.2;9.7;5.2;4.5;CR08  
710;Mannen en vrouwen;Totaal alle leeftijden;Zuidoost-Drenthe (CR);2026;167.1;143.7;13.5;6.3;7.2;10.0;5.3;4.7;CR08  
711;Mannen en vrouwen;Totaal alle leeftijden;Zuidoost-Drenthe (CR);2027;166.8;142.9;13.6;6.4;7.2;10.3;5.4;4.9;CR08  
712;Mannen en vrouwen;Totaal alle leeftijden;Zuidoost-Drenthe (CR);2028;166.3;142.1;13.7;6.4;7.3;10.5;5.5;5.0;CR08  
713;Mannen en vrouwen;Totaal alle leeftijden;Zuidoost-Drenthe (CR);2029;166.0;141.4;13.8;6.6;7.3;10.7;5.6;5.1;CR08  
714;Mannen en vrouwen;Totaal alle leeftijden;Zuidoost-Drenthe (CR);2030;165.3;140.4;14.0;6.7;7.3;11.0;5.7;5.2;CR08  
715;Mannen en vrouwen;Totaal alle leeftijden;Zuidoost-Drenthe (CR);2031;164.8;139.5;14.1;6.8;7.3;11.1;5.8;5.4;CR08  
716;Mannen en vrouwen;Totaal alle leeftijden;Zuidoost-Drenthe (CR);2032;164.3;138.7;14.2;6.9;7.3;11.4;5.9;5.5;CR08  
717;Mannen en vrouwen;Totaal alle leeftijden;Zuidoost-Drenthe (CR);2033;163.6;137.7;14.3;7.0;7.3;11.6;5.9;5.7;CR08  
718;Mannen en vrouwen;Totaal alle leeftijden;Zuidoost-Drenthe (CR);2034;162.9;136.8;14.4;7.0;7.3;11.8;6.0;5.8;CR08  
719;Mannen en vrouwen;Totaal alle leeftijden;Zuidoost-Drenthe (CR);2035;162.3;135.8;14.5;7.1;7.4;12.0;6.1;5.9;CR08  
720;Mannen en vrouwen;Totaal alle leeftijden;Zuidoost-Drenthe (CR);2036;161.5;134.7;14.6;7.2;7.3;12.2;6.1;6.1;CR08  
721;Mannen en vrouwen;Totaal alle leeftijden;Zuidoost-Drenthe (CR);2037;160.7;133.6;14.7;7.3;7.3;12.5;6.2;6.2;CR08  
722;Mannen en vrouwen;Totaal alle leeftijden;Zuidoost-Drenthe (CR);2038;159.9;132.4;14.8;7.4;7.4;12.7;6.3;6.4;CR08  
723;Mannen en vrouwen;Totaal alle leeftijden;Zuidoost-Drenthe (CR);2039;159.2;131.4;14.9;7.5;7.4;12.9;6.4;6.5;CR08  
724;Mannen en vrouwen;Totaal alle leeftijden;Zuidoost-Drenthe (CR);2040;158.3;130.3;14.9;7.5;7.4;13.1;6.5;6.6;CR08  
725;Mannen en vrouwen;Totaal alle leeftijden;Zuidwest-Drenthe (CR);2012;130.6;119.7;6.3;2.4;3.9;4.5;2.5;2.0;CR09  
726;Mannen en vrouwen;Totaal alle leeftijden;Zuidwest-Drenthe (CR);2013;130.6;119.5;6.4;2.4;3.9;4.6;2.6;2.1;CR09  
727;Mannen en vrouwen;Totaal alle leeftijden;Zuidwest-Drenthe (CR);2014;130.6;119.4;6.4;2.5;3.9;4.8;2.7;2.1;CR09  
728;Mannen en vrouwen;Totaal alle leeftijden;Zuidwest-Drenthe (CR);2015;131.0;119.5;6.5;2.6;4.0;5.0;2.8;2.2;CR09  
729;Mannen en vrouwen;Totaal alle leeftijden;Zuidwest-Drenthe (CR);2016;131.4;119.6;6.6;2.6;4.0;5.2;2.9;2.3;CR09  
730;Mannen en vrouwen;Totaal alle leeftijden;Zuidwest-Drenthe (CR);2017;132.0;120.0;6.7;2.7;4.0;5.4;3.0;2.4;CR09  
731;Mannen en vrouwen;Totaal alle leeftijden;Zuidwest-Drenthe (CR);2018;132.6;120.3;6.7;2.7;4.0;5.6;3.0;2.6;CR09  
732;Mannen en vrouwen;Totaal alle leeftijden;Zuidwest-Drenthe (CR);2019;132.9;120.2;6.8;2.8;4.0;5.9;3.2;2.7;CR09  
733;Mannen en vrouwen;Totaal alle leeftijden;Zuidwest-Drenthe (CR);2020;133.0;120.0;6.9;2.9;4.0;6.1;3.3;2.8;CR09  
734;Mannen en vrouwen;Totaal alle leeftijden;Zuidwest-Drenthe (CR);2021;133.1;119.9;7.0;2.9;4.1;6.3;3.4;2.9;CR09  
735;Mannen en vrouwen;Totaal alle leeftijden;Zuidwest-Drenthe (CR);2022;133.1;119.7;7.0;3.0;4.1;6.4;3.4;3.0;CR09  
736;Mannen en vrouwen;Totaal alle leeftijden;Zuidwest-Drenthe (CR);2023;133.7;119.9;7.1;3.0;4.1;6.6;3.5;3.1;CR09  
737;Mannen en vrouwen;Totaal alle leeftijden;Zuidwest-Drenthe (CR);2024;134.2;120.0;7.3;3.1;4.2;6.9;3.6;3.3;CR09  
738;Mannen en vrouwen;Totaal alle leeftijden;Zuidwest-Drenthe (CR);2025;134.3;119.8;7.4;3.2;4.2;7.1;3.7;3.4;CR09  
739;Mannen en vrouwen;Totaal alle leeftijden;Zuidwest-Drenthe (CR);2026;134.3;119.5;7.5;3.3;4.2;7.3;3.8;3.5;CR09  
740;Mannen en vrouwen;Totaal alle leeftijden;Zuidwest-Drenthe (CR);2027;134.5;119.4;7.6;3.3;4.3;7.5;3.9;3.7;CR09  
741;Mannen en vrouwen;Totaal alle leeftijden;Zuidwest-Drenthe (CR);2028;134.7;119.3;7.7;3.4;4.3;7.8;4.0;3.8;CR09  
742;Mannen en vrouwen;Totaal alle leeftijden;Zuidwest-Drenthe (CR);2029;134.9;119.1;7.8;3.4;4.4;8.0;4.1;3.9;CR09  
