ID;Functions;Financing;Periods;HealthCareExpenditure_1
375;HC13.9: Other outpatient curative care;HF121b: Health Insurance Fund;2021;
376;HC13.9: Other outpatient curative care;HF121b: Health Insurance Fund;2022;
377;HC13.9: Other outpatient curative care;HF121b: Health Insurance Fund;2023;
378;HC13.9: Other outpatient curative care;HF122: Compulsory private insurance;2021;1025.0
379;HC13.9: Other outpatient curative care;HF122: Compulsory private insurance;2022;970.0
380;HC13.9: Other outpatient curative care;HF122: Compulsory private insurance;2023;1072.0
381;HC13.9: Other outpatient curative care;Voluntary schemes (incl. OOP);2021;1656.0
382;HC13.9: Other outpatient curative care;Voluntary schemes (incl. OOP);2022;2037.0
383;HC13.9: Other outpatient curative care;Voluntary schemes (incl. OOP);2023;2239.0
384;HC13.9: Other outpatient curative care;HF2: Voluntary schemes;2021;340.0
385;HC13.9: Other outpatient curative care;HF2: Voluntary schemes;2022;356.0
386;HC13.9: Other outpatient curative care;HF2: Voluntary schemes;2023;382.0
387;HC13.9: Other outpatient curative care;HF21: Voluntary health insurance schemes;2021;340.0
388;HC13.9: Other outpatient curative care;HF21: Voluntary health insurance schemes;2022;356.0
389;HC13.9: Other outpatient curative care;HF21: Voluntary health insurance schemes;2023;382.0
390;HC13.9: Other outpatient curative care;HF22: Financing schemes NPISH;2021;0.0
391;HC13.9: Other outpatient curative care;HF22: Financing schemes NPISH;2022;0.0
392;HC13.9: Other outpatient curative care;HF22: Financing schemes NPISH;2023;0.0
393;HC13.9: Other outpatient curative care;HF23: Enterprise financing schemes;2021;0.0
394;HC13.9: Other outpatient curative care;HF23: Enterprise financing schemes;2022;0.0
395;HC13.9: Other outpatient curative care;HF23: Enterprise financing schemes;2023;0.0
396;HC13.9: Other outpatient curative care;HF3: Household out-of-pocket payments;2021;1315.0
397;HC13.9: Other outpatient curative care;HF3: Household out-of-pocket payments;2022;1681.0
398;HC13.9: Other outpatient curative care;HF3: Household out-of-pocket payments;2023;1857.0
399;HC13.9: Other outpatient curative care;HF31: Out-of-pocket excl cost sharing;2021;1269.0
400;HC13.9: Other outpatient curative care;HF31: Out-of-pocket excl cost sharing;2022;1632.0
401;HC13.9: Other outpatient curative care;HF31: Out-of-pocket excl cost sharing;2023;1806.0
402;HC13.9: Other outpatient curative care;HF32: Cost sharing;2021;46.0
403;HC13.9: Other outpatient curative care;HF32: Cost sharing;2022;49.0
404;HC13.9: Other outpatient curative care;HF32: Cost sharing;2023;51.0
405;HC14: Services of curative home care;Total financing of residents;2021;592.0
406;HC14: Services of curative home care;Total financing of residents;2022;581.0
407;HC14: Services of curative home care;Total financing of residents;2023;626.0
408;HC14: Services of curative home care;HF1: Government, comp. contr. schemes;2021;547.0
409;HC14: Services of curative home care;HF1: Government, comp. contr. schemes;2022;534.0
410;HC14: Services of curative home care;HF1: Government, comp. contr. schemes;2023;576.0
411;HC14: Services of curative home care;HF11: Government schemes;2021;0.0
412;HC14: Services of curative home care;HF11: Government schemes;2022;0.0
413;HC14: Services of curative home care;HF11: Government schemes;2023;0.0
414;HC14: Services of curative home care;HF12: Compulsory contributory schemes;2021;547.0
415;HC14: Services of curative home care;HF12: Compulsory contributory schemes;2022;534.0
416;HC14: Services of curative home care;HF12: Compulsory contributory schemes;2023;576.0
417;HC14: Services of curative home care;HF121a: Long-term care insurance;2021;0.0
418;HC14: Services of curative home care;HF121a: Long-term care insurance;2022;0.0
419;HC14: Services of curative home care;HF121a: Long-term care insurance;2023;0.0
420;HC14: Services of curative home care;HF121b: Health Insurance Fund;2021;
421;HC14: Services of curative home care;HF121b: Health Insurance Fund;2022;
422;HC14: Services of curative home care;HF121b: Health Insurance Fund;2023;
423;HC14: Services of curative home care;HF122: Compulsory private insurance;2021;547.0
424;HC14: Services of curative home care;HF122: Compulsory private insurance;2022;534.0
425;HC14: Services of curative home care;HF122: Compulsory private insurance;2023;576.0
426;HC14: Services of curative home care;Voluntary schemes (incl. OOP);2021;45.0
427;HC14: Services of curative home care;Voluntary schemes (incl. OOP);2022;47.0
428;HC14: Services of curative home care;Voluntary schemes (incl. OOP);2023;50.0
429;HC14: Services of curative home care;HF2: Voluntary schemes;2021;15.0
430;HC14: Services of curative home care;HF2: Voluntary schemes;2022;16.0
431;HC14: Services of curative home care;HF2: Voluntary schemes;2023;18.0
432;HC14: Services of curative home care;HF21: Voluntary health insurance schemes;2021;15.0
433;HC14: Services of curative home care;HF21: Voluntary health insurance schemes;2022;16.0
434;HC14: Services of curative home care;HF21: Voluntary health insurance schemes;2023;18.0
435;HC14: Services of curative home care;HF22: Financing schemes NPISH;2021;0.0
436;HC14: Services of curative home care;HF22: Financing schemes NPISH;2022;0.0
437;HC14: Services of curative home care;HF22: Financing schemes NPISH;2023;0.0
438;HC14: Services of curative home care;HF23: Enterprise financing schemes;2021;0.0
439;HC14: Services of curative home care;HF23: Enterprise financing schemes;2022;0.0
440;HC14: Services of curative home care;HF23: Enterprise financing schemes;2023;0.0
441;HC14: Services of curative home care;HF3: Household out-of-pocket payments;2021;30.0
442;HC14: Services of curative home care;HF3: Household out-of-pocket payments;2022;30.0
443;HC14: Services of curative home care;HF3: Household out-of-pocket payments;2023;33.0
444;HC14: Services of curative home care;HF31: Out-of-pocket excl cost sharing;2021;10.0
445;HC14: Services of curative home care;HF31: Out-of-pocket excl cost sharing;2022;10.0
446;HC14: Services of curative home care;HF31: Out-of-pocket excl cost sharing;2023;11.0
447;HC14: Services of curative home care;HF32: Cost sharing;2021;20.0
448;HC14: Services of curative home care;HF32: Cost sharing;2022;20.0
449;HC14: Services of curative home care;HF32: Cost sharing;2023;22.0
450;HC.2:Services of rehabilitative care;Total financing of residents;2021;3933.0
451;HC.2:Services of rehabilitative care;Total financing of residents;2022;3950.0
452;HC.2:Services of rehabilitative care;Total financing of residents;2023;4269.0
453;HC.2:Services of rehabilitative care;HF1: Government, comp. contr. schemes;2021;2309.0
454;HC.2:Services of rehabilitative care;HF1: Government, comp. contr. schemes;2022;2312.0
455;HC.2:Services of rehabilitative care;HF1: Government, comp. contr. schemes;2023;2515.0
456;HC.2:Services of rehabilitative care;HF11: Government schemes;2021;71.0
457;HC.2:Services of rehabilitative care;HF11: Government schemes;2022;66.0
458;HC.2:Services of rehabilitative care;HF11: Government schemes;2023;69.0
459;HC.2:Services of rehabilitative care;HF12: Compulsory contributory schemes;2021;2238.0
460;HC.2:Services of rehabilitative care;HF12: Compulsory contributory schemes;2022;2246.0
461;HC.2:Services of rehabilitative care;HF12: Compulsory contributory schemes;2023;2446.0
462;HC.2:Services of rehabilitative care;HF121a: Long-term care insurance;2021;0.0
463;HC.2:Services of rehabilitative care;HF121a: Long-term care insurance;2022;0.0
464;HC.2:Services of rehabilitative care;HF121a: Long-term care insurance;2023;0.0
465;HC.2:Services of rehabilitative care;HF121b: Health Insurance Fund;2021;
466;HC.2:Services of rehabilitative care;HF121b: Health Insurance Fund;2022;
467;HC.2:Services of rehabilitative care;HF121b: Health Insurance Fund;2023;
468;HC.2:Services of rehabilitative care;HF122: Compulsory private insurance;2021;2238.0
469;HC.2:Services of rehabilitative care;HF122: Compulsory private insurance;2022;2246.0
470;HC.2:Services of rehabilitative care;HF122: Compulsory private insurance;2023;2446.0
471;HC.2:Services of rehabilitative care;Voluntary schemes (incl. OOP);2021;1624.0
472;HC.2:Services of rehabilitative care;Voluntary schemes (incl. OOP);2022;1638.0
473;HC.2:Services of rehabilitative care;Voluntary schemes (incl. OOP);2023;1754.0
474;HC.2:Services of rehabilitative care;HF2: Voluntary schemes;2021;1151.0
475;HC.2:Services of rehabilitative care;HF2: Voluntary schemes;2022;1139.0
476;HC.2:Services of rehabilitative care;HF2: Voluntary schemes;2023;1228.0
477;HC.2:Services of rehabilitative care;HF21: Voluntary health insurance schemes;2021;1151.0
478;HC.2:Services of rehabilitative care;HF21: Voluntary health insurance schemes;2022;1139.0
479;HC.2:Services of rehabilitative care;HF21: Voluntary health insurance schemes;2023;1228.0
480;HC.2:Services of rehabilitative care;HF22: Financing schemes NPISH;2021;0.0
481;HC.2:Services of rehabilitative care;HF22: Financing schemes NPISH;2022;0.0
482;HC.2:Services of rehabilitative care;HF22: Financing schemes NPISH;2023;0.0
483;HC.2:Services of rehabilitative care;HF23: Enterprise financing schemes;2021;0.0
484;HC.2:Services of rehabilitative care;HF23: Enterprise financing schemes;2022;0.0
485;HC.2:Services of rehabilitative care;HF23: Enterprise financing schemes;2023;0.0
486;HC.2:Services of rehabilitative care;HF3: Household out-of-pocket payments;2021;473.0
487;HC.2:Services of rehabilitative care;HF3: Household out-of-pocket payments;2022;499.0
488;HC.2:Services of rehabilitative care;HF3: Household out-of-pocket payments;2023;526.0
489;HC.2:Services of rehabilitative care;HF31: Out-of-pocket excl cost sharing;2021;348.0
490;HC.2:Services of rehabilitative care;HF31: Out-of-pocket excl cost sharing;2022;370.0
491;HC.2:Services of rehabilitative care;HF31: Out-of-pocket excl cost sharing;2023;394.0
492;HC.2:Services of rehabilitative care;HF32: Cost sharing;2021;125.0
493;HC.2:Services of rehabilitative care;HF32: Cost sharing;2022;128.0
494;HC.2:Services of rehabilitative care;HF32: Cost sharing;2023;132.0
495;HC21: In-patient rehabilitative care;Total financing of residents;2021;1112.0
496;HC21: In-patient rehabilitative care;Total financing of residents;2022;1085.0
497;HC21: In-patient rehabilitative care;Total financing of residents;2023;1186.0
498;HC21: In-patient rehabilitative care;HF1: Government, comp. contr. schemes;2021;1082.0
499;HC21: In-patient rehabilitative care;HF1: Government, comp. contr. schemes;2022;1055.0
500;HC21: In-patient rehabilitative care;HF1: Government, comp. contr. schemes;2023;1156.0
501;HC21: In-patient rehabilitative care;HF11: Government schemes;2021;29.0
502;HC21: In-patient rehabilitative care;HF11: Government schemes;2022;30.0
503;HC21: In-patient rehabilitative care;HF11: Government schemes;2023;31.0
504;HC21: In-patient rehabilitative care;HF12: Compulsory contributory schemes;2021;1054.0
505;HC21: In-patient rehabilitative care;HF12: Compulsory contributory schemes;2022;1025.0
506;HC21: In-patient rehabilitative care;HF12: Compulsory contributory schemes;2023;1124.0
507;HC21: In-patient rehabilitative care;HF121a: Long-term care insurance;2021;0.0
508;HC21: In-patient rehabilitative care;HF121a: Long-term care insurance;2022;0.0
509;HC21: In-patient rehabilitative care;HF121a: Long-term care insurance;2023;0.0
510;HC21: In-patient rehabilitative care;HF121b: Health Insurance Fund;2021;
511;HC21: In-patient rehabilitative care;HF121b: Health Insurance Fund;2022;
512;HC21: In-patient rehabilitative care;HF121b: Health Insurance Fund;2023;
513;HC21: In-patient rehabilitative care;HF122: Compulsory private insurance;2021;1054.0
514;HC21: In-patient rehabilitative care;HF122: Compulsory private insurance;2022;1025.0
515;HC21: In-patient rehabilitative care;HF122: Compulsory private insurance;2023;1124.0
516;HC21: In-patient rehabilitative care;Voluntary schemes (incl. OOP);2021;29.0
517;HC21: In-patient rehabilitative care;Voluntary schemes (incl. OOP);2022;30.0
518;HC21: In-patient rehabilitative care;Voluntary schemes (incl. OOP);2023;30.0
519;HC21: In-patient rehabilitative care;HF2: Voluntary schemes;2021;0.0
520;HC21: In-patient rehabilitative care;HF2: Voluntary schemes;2022;0.0
521;HC21: In-patient rehabilitative care;HF2: Voluntary schemes;2023;0.0
522;HC21: In-patient rehabilitative care;HF21: Voluntary health insurance schemes;2021;0.0
523;HC21: In-patient rehabilitative care;HF21: Voluntary health insurance schemes;2022;0.0
524;HC21: In-patient rehabilitative care;HF21: Voluntary health insurance schemes;2023;0.0
525;HC21: In-patient rehabilitative care;HF22: Financing schemes NPISH;2021;0.0
526;HC21: In-patient rehabilitative care;HF22: Financing schemes NPISH;2022;0.0
527;HC21: In-patient rehabilitative care;HF22: Financing schemes NPISH;2023;0.0
528;HC21: In-patient rehabilitative care;HF23: Enterprise financing schemes;2021;0.0
529;HC21: In-patient rehabilitative care;HF23: Enterprise financing schemes;2022;0.0
530;HC21: In-patient rehabilitative care;HF23: Enterprise financing schemes;2023;0.0
531;HC21: In-patient rehabilitative care;HF3: Household out-of-pocket payments;2021;29.0
532;HC21: In-patient rehabilitative care;HF3: Household out-of-pocket payments;2022;30.0
533;HC21: In-patient rehabilitative care;HF3: Household out-of-pocket payments;2023;30.0
534;HC21: In-patient rehabilitative care;HF31: Out-of-pocket excl cost sharing;2021;0.0
535;HC21: In-patient rehabilitative care;HF31: Out-of-pocket excl cost sharing;2022;0.0
536;HC21: In-patient rehabilitative care;HF31: Out-of-pocket excl cost sharing;2023;0.0
537;HC21: In-patient rehabilitative care;HF32: Cost sharing;2021;29.0
538;HC21: In-patient rehabilitative care;HF32: Cost sharing;2022;30.0
539;HC21: In-patient rehabilitative care;HF32: Cost sharing;2023;30.0
540;HC22: Day cases of rehabilitative care;Total financing of residents;2021;0.0
541;HC22: Day cases of rehabilitative care;Total financing of residents;2022;0.0
542;HC22: Day cases of rehabilitative care;Total financing of residents;2023;0.0
543;HC22: Day cases of rehabilitative care;HF1: Government, comp. contr. schemes;2021;0.0
544;HC22: Day cases of rehabilitative care;HF1: Government, comp. contr. schemes;2022;0.0
545;HC22: Day cases of rehabilitative care;HF1: Government, comp. contr. schemes;2023;0.0
546;HC22: Day cases of rehabilitative care;HF11: Government schemes;2021;0.0
547;HC22: Day cases of rehabilitative care;HF11: Government schemes;2022;0.0
548;HC22: Day cases of rehabilitative care;HF11: Government schemes;2023;0.0
549;HC22: Day cases of rehabilitative care;HF12: Compulsory contributory schemes;2021;0.0
550;HC22: Day cases of rehabilitative care;HF12: Compulsory contributory schemes;2022;0.0
551;HC22: Day cases of rehabilitative care;HF12: Compulsory contributory schemes;2023;0.0
552;HC22: Day cases of rehabilitative care;HF121a: Long-term care insurance;2021;0.0
553;HC22: Day cases of rehabilitative care;HF121a: Long-term care insurance;2022;0.0
554;HC22: Day cases of rehabilitative care;HF121a: Long-term care insurance;2023;0.0
555;HC22: Day cases of rehabilitative care;HF121b: Health Insurance Fund;2021;
556;HC22: Day cases of rehabilitative care;HF121b: Health Insurance Fund;2022;
557;HC22: Day cases of rehabilitative care;HF121b: Health Insurance Fund;2023;
558;HC22: Day cases of rehabilitative care;HF122: Compulsory private insurance;2021;0.0
559;HC22: Day cases of rehabilitative care;HF122: Compulsory private insurance;2022;0.0
560;HC22: Day cases of rehabilitative care;HF122: Compulsory private insurance;2023;0.0
561;HC22: Day cases of rehabilitative care;Voluntary schemes (incl. OOP);2021;0.0
562;HC22: Day cases of rehabilitative care;Voluntary schemes (incl. OOP);2022;0.0
563;HC22: Day cases of rehabilitative care;Voluntary schemes (incl. OOP);2023;0.0
564;HC22: Day cases of rehabilitative care;HF2: Voluntary schemes;2021;0.0
565;HC22: Day cases of rehabilitative care;HF2: Voluntary schemes;2022;0.0
566;HC22: Day cases of rehabilitative care;HF2: Voluntary schemes;2023;0.0
567;HC22: Day cases of rehabilitative care;HF21: Voluntary health insurance schemes;2021;0.0
568;HC22: Day cases of rehabilitative care;HF21: Voluntary health insurance schemes;2022;0.0
569;HC22: Day cases of rehabilitative care;HF21: Voluntary health insurance schemes;2023;0.0
570;HC22: Day cases of rehabilitative care;HF22: Financing schemes NPISH;2021;0.0
571;HC22: Day cases of rehabilitative care;HF22: Financing schemes NPISH;2022;0.0
572;HC22: Day cases of rehabilitative care;HF22: Financing schemes NPISH;2023;0.0
573;HC22: Day cases of rehabilitative care;HF23: Enterprise financing schemes;2021;0.0
574;HC22: Day cases of rehabilitative care;HF23: Enterprise financing schemes;2022;0.0
575;HC22: Day cases of rehabilitative care;HF23: Enterprise financing schemes;2023;0.0
576;HC22: Day cases of rehabilitative care;HF3: Household out-of-pocket payments;2021;0.0
577;HC22: Day cases of rehabilitative care;HF3: Household out-of-pocket payments;2022;0.0
578;HC22: Day cases of rehabilitative care;HF3: Household out-of-pocket payments;2023;0.0
579;HC22: Day cases of rehabilitative care;HF31: Out-of-pocket excl cost sharing;2021;0.0
580;HC22: Day cases of rehabilitative care;HF31: Out-of-pocket excl cost sharing;2022;0.0
581;HC22: Day cases of rehabilitative care;HF31: Out-of-pocket excl cost sharing;2023;0.0
582;HC22: Day cases of rehabilitative care;HF32: Cost sharing;2021;0.0
583;HC22: Day cases of rehabilitative care;HF32: Cost sharing;2022;0.0
584;HC22: Day cases of rehabilitative care;HF32: Cost sharing;2023;0.0
585;HC23: Out-patient rehabilitative care;Total financing of residents;2021;2821.0
586;HC23: Out-patient rehabilitative care;Total financing of residents;2022;2865.0
587;HC23: Out-patient rehabilitative care;Total financing of residents;2023;3083.0
588;HC23: Out-patient rehabilitative care;HF1: Government, comp. contr. schemes;2021;1226.0
589;HC23: Out-patient rehabilitative care;HF1: Government, comp. contr. schemes;2022;1257.0
590;HC23: Out-patient rehabilitative care;HF1: Government, comp. contr. schemes;2023;1359.0
591;HC23: Out-patient rehabilitative care;HF11: Government schemes;2021;42.0
592;HC23: Out-patient rehabilitative care;HF11: Government schemes;2022;36.0
593;HC23: Out-patient rehabilitative care;HF11: Government schemes;2023;38.0
594;HC23: Out-patient rehabilitative care;HF12: Compulsory contributory schemes;2021;1184.0
595;HC23: Out-patient rehabilitative care;HF12: Compulsory contributory schemes;2022;1221.0
596;HC23: Out-patient rehabilitative care;HF12: Compulsory contributory schemes;2023;1322.0
597;HC23: Out-patient rehabilitative care;HF121a: Long-term care insurance;2021;0.0
598;HC23: Out-patient rehabilitative care;HF121a: Long-term care insurance;2022;0.0
599;HC23: Out-patient rehabilitative care;HF121a: Long-term care insurance;2023;0.0
600;HC23: Out-patient rehabilitative care;HF121b: Health Insurance Fund;2021;
601;HC23: Out-patient rehabilitative care;HF121b: Health Insurance Fund;2022;
602;HC23: Out-patient rehabilitative care;HF121b: Health Insurance Fund;2023;
603;HC23: Out-patient rehabilitative care;HF122: Compulsory private insurance;2021;1184.0
604;HC23: Out-patient rehabilitative care;HF122: Compulsory private insurance;2022;1221.0
605;HC23: Out-patient rehabilitative care;HF122: Compulsory private insurance;2023;1322.0
606;HC23: Out-patient rehabilitative care;Voluntary schemes (incl. OOP);2021;1595.0
607;HC23: Out-patient rehabilitative care;Voluntary schemes (incl. OOP);2022;1608.0
608;HC23: Out-patient rehabilitative care;Voluntary schemes (incl. OOP);2023;1724.0
609;HC23: Out-patient rehabilitative care;HF2: Voluntary schemes;2021;1151.0
610;HC23: Out-patient rehabilitative care;HF2: Voluntary schemes;2022;1139.0
611;HC23: Out-patient rehabilitative care;HF2: Voluntary schemes;2023;1228.0
612;HC23: Out-patient rehabilitative care;HF21: Voluntary health insurance schemes;2021;1151.0
613;HC23: Out-patient rehabilitative care;HF21: Voluntary health insurance schemes;2022;1139.0
614;HC23: Out-patient rehabilitative care;HF21: Voluntary health insurance schemes;2023;1228.0
615;HC23: Out-patient rehabilitative care;HF22: Financing schemes NPISH;2021;0.0
616;HC23: Out-patient rehabilitative care;HF22: Financing schemes NPISH;2022;0.0
617;HC23: Out-patient rehabilitative care;HF22: Financing schemes NPISH;2023;0.0
618;HC23: Out-patient rehabilitative care;HF23: Enterprise financing schemes;2021;0.0
619;HC23: Out-patient rehabilitative care;HF23: Enterprise financing schemes;2022;0.0
620;HC23: Out-patient rehabilitative care;HF23: Enterprise financing schemes;2023;0.0
621;HC23: Out-patient rehabilitative care;HF3: Household out-of-pocket payments;2021;444.0
622;HC23: Out-patient rehabilitative care;HF3: Household out-of-pocket payments;2022;469.0
623;HC23: Out-patient rehabilitative care;HF3: Household out-of-pocket payments;2023;495.0
624;HC23: Out-patient rehabilitative care;HF31: Out-of-pocket excl cost sharing;2021;348.0
625;HC23: Out-patient rehabilitative care;HF31: Out-of-pocket excl cost sharing;2022;370.0
626;HC23: Out-patient rehabilitative care;HF31: Out-of-pocket excl cost sharing;2023;394.0
627;HC23: Out-patient rehabilitative care;HF32: Cost sharing;2021;96.0
628;HC23: Out-patient rehabilitative care;HF32: Cost sharing;2022;99.0
629;HC23: Out-patient rehabilitative care;HF32: Cost sharing;2023;102.0
630;HC3: Services of long-term nursing care;Total financing of residents;2021;27694.0
631;HC3: Services of long-term nursing care;Total financing of residents;2022;28286.0
632;HC3: Services of long-term nursing care;Total financing of residents;2023;30906.0
633;HC3: Services of long-term nursing care;HF1: Government, comp. contr. schemes;2021;25942.0
634;HC3: Services of long-term nursing care;HF1: Government, comp. contr. schemes;2022;26432.0
635;HC3: Services of long-term nursing care;HF1: Government, comp. contr. schemes;2023;28954.0
636;HC3: Services of long-term nursing care;HF11: Government schemes;2021;777.0
637;HC3: Services of long-term nursing care;HF11: Government schemes;2022;461.0
638;HC3: Services of long-term nursing care;HF11: Government schemes;2023;472.0
639;HC3: Services of long-term nursing care;HF12: Compulsory contributory schemes;2021;25165.0
640;HC3: Services of long-term nursing care;HF12: Compulsory contributory schemes;2022;25971.0
641;HC3: Services of long-term nursing care;HF12: Compulsory contributory schemes;2023;28482.0
642;HC3: Services of long-term nursing care;HF121a: Long-term care insurance;2021;21233.0
643;HC3: Services of long-term nursing care;HF121a: Long-term care insurance;2022;22337.0
644;HC3: Services of long-term nursing care;HF121a: Long-term care insurance;2023;24688.0
645;HC3: Services of long-term nursing care;HF121b: Health Insurance Fund;2021;
646;HC3: Services of long-term nursing care;HF121b: Health Insurance Fund;2022;
647;HC3: Services of long-term nursing care;HF121b: Health Insurance Fund;2023;
648;HC3: Services of long-term nursing care;HF122: Compulsory private insurance;2021;3932.0
649;HC3: Services of long-term nursing care;HF122: Compulsory private insurance;2022;3634.0
650;HC3: Services of long-term nursing care;HF122: Compulsory private insurance;2023;3794.0
651;HC3: Services of long-term nursing care;Voluntary schemes (incl. OOP);2021;1753.0
652;HC3: Services of long-term nursing care;Voluntary schemes (incl. OOP);2022;1854.0
653;HC3: Services of long-term nursing care;Voluntary schemes (incl. OOP);2023;1952.0
654;HC3: Services of long-term nursing care;HF2: Voluntary schemes;2021;0.0
655;HC3: Services of long-term nursing care;HF2: Voluntary schemes;2022;0.0
656;HC3: Services of long-term nursing care;HF2: Voluntary schemes;2023;0.0
657;HC3: Services of long-term nursing care;HF21: Voluntary health insurance schemes;2021;0.0
658;HC3: Services of long-term nursing care;HF21: Voluntary health insurance schemes;2022;0.0
659;HC3: Services of long-term nursing care;HF21: Voluntary health insurance schemes;2023;0.0
660;HC3: Services of long-term nursing care;HF22: Financing schemes NPISH;2021;0.0
661;HC3: Services of long-term nursing care;HF22: Financing schemes NPISH;2022;0.0
662;HC3: Services of long-term nursing care;HF22: Financing schemes NPISH;2023;0.0
663;HC3: Services of long-term nursing care;HF23: Enterprise financing schemes;2021;0.0
664;HC3: Services of long-term nursing care;HF23: Enterprise financing schemes;2022;0.0
665;HC3: Services of long-term nursing care;HF23: Enterprise financing schemes;2023;0.0
666;HC3: Services of long-term nursing care;HF3: Household out-of-pocket payments;2021;1753.0
667;HC3: Services of long-term nursing care;HF3: Household out-of-pocket payments;2022;1854.0
668;HC3: Services of long-term nursing care;HF3: Household out-of-pocket payments;2023;1952.0
669;HC3: Services of long-term nursing care;HF31: Out-of-pocket excl cost sharing;2021;0.0
670;HC3: Services of long-term nursing care;HF31: Out-of-pocket excl cost sharing;2022;0.0
671;HC3: Services of long-term nursing care;HF31: Out-of-pocket excl cost sharing;2023;0.0
672;HC3: Services of long-term nursing care;HF32: Cost sharing;2021;1753.0
673;HC3: Services of long-term nursing care;HF32: Cost sharing;2022;1854.0
674;HC3: Services of long-term nursing care;HF32: Cost sharing;2023;1952.0
675;HC31: In-patient long-term nursing care;Total financing of residents;2021;21020.0
676;HC31: In-patient long-term nursing care;Total financing of residents;2022;21330.0
677;HC31: In-patient long-term nursing care;Total financing of residents;2023;23420.0
678;HC31: In-patient long-term nursing care;HF1: Government, comp. contr. schemes;2021;19356.0
679;HC31: In-patient long-term nursing care;HF1: Government, comp. contr. schemes;2022;19581.0
680;HC31: In-patient long-term nursing care;HF1: Government, comp. contr. schemes;2023;21579.0
681;HC31: In-patient long-term nursing care;HF11: Government schemes;2021;635.0
682;HC31: In-patient long-term nursing care;HF11: Government schemes;2022;370.0
683;HC31: In-patient long-term nursing care;HF11: Government schemes;2023;377.0
684;HC31: In-patient long-term nursing care;HF12: Compulsory contributory schemes;2021;18721.0
685;HC31: In-patient long-term nursing care;HF12: Compulsory contributory schemes;2022;19211.0
686;HC31: In-patient long-term nursing care;HF12: Compulsory contributory schemes;2023;21202.0
687;HC31: In-patient long-term nursing care;HF121a: Long-term care insurance;2021;18313.0
688;HC31: In-patient long-term nursing care;HF121a: Long-term care insurance;2022;18862.0
689;HC31: In-patient long-term nursing care;HF121a: Long-term care insurance;2023;20837.0
690;HC31: In-patient long-term nursing care;HF121b: Health Insurance Fund;2021;
691;HC31: In-patient long-term nursing care;HF121b: Health Insurance Fund;2022;
692;HC31: In-patient long-term nursing care;HF121b: Health Insurance Fund;2023;
693;HC31: In-patient long-term nursing care;HF122: Compulsory private insurance;2021;408.0
694;HC31: In-patient long-term nursing care;HF122: Compulsory private insurance;2022;348.0
695;HC31: In-patient long-term nursing care;HF122: Compulsory private insurance;2023;365.0
696;HC31: In-patient long-term nursing care;Voluntary schemes (incl. OOP);2021;1664.0
697;HC31: In-patient long-term nursing care;Voluntary schemes (incl. OOP);2022;1749.0
698;HC31: In-patient long-term nursing care;Voluntary schemes (incl. OOP);2023;1841.0
699;HC31: In-patient long-term nursing care;HF2: Voluntary schemes;2021;0.0
700;HC31: In-patient long-term nursing care;HF2: Voluntary schemes;2022;0.0
701;HC31: In-patient long-term nursing care;HF2: Voluntary schemes;2023;0.0
702;HC31: In-patient long-term nursing care;HF21: Voluntary health insurance schemes;2021;0.0
703;HC31: In-patient long-term nursing care;HF21: Voluntary health insurance schemes;2022;0.0
704;HC31: In-patient long-term nursing care;HF21: Voluntary health insurance schemes;2023;0.0
705;HC31: In-patient long-term nursing care;HF22: Financing schemes NPISH;2021;0.0
706;HC31: In-patient long-term nursing care;HF22: Financing schemes NPISH;2022;0.0
707;HC31: In-patient long-term nursing care;HF22: Financing schemes NPISH;2023;0.0
708;HC31: In-patient long-term nursing care;HF23: Enterprise financing schemes;2021;0.0
709;HC31: In-patient long-term nursing care;HF23: Enterprise financing schemes;2022;0.0
710;HC31: In-patient long-term nursing care;HF23: Enterprise financing schemes;2023;0.0
711;HC31: In-patient long-term nursing care;HF3: Household out-of-pocket payments;2021;1664.0
712;HC31: In-patient long-term nursing care;HF3: Household out-of-pocket payments;2022;1749.0
713;HC31: In-patient long-term nursing care;HF3: Household out-of-pocket payments;2023;1841.0
714;HC31: In-patient long-term nursing care;HF31: Out-of-pocket excl cost sharing;2021;0.0
715;HC31: In-patient long-term nursing care;HF31: Out-of-pocket excl cost sharing;2022;0.0
716;HC31: In-patient long-term nursing care;HF31: Out-of-pocket excl cost sharing;2023;0.0
717;HC31: In-patient long-term nursing care;HF32: Cost sharing;2021;1664.0
718;HC31: In-patient long-term nursing care;HF32: Cost sharing;2022;1749.0
719;HC31: In-patient long-term nursing care;HF32: Cost sharing;2023;1841.0
720;HC32: Day cases long-term nursing care;Total financing of residents;2021;215.0
721;HC32: Day cases long-term nursing care;Total financing of residents;2022;230.0
722;HC32: Day cases long-term nursing care;Total financing of residents;2023;254.0
723;HC32: Day cases long-term nursing care;HF1: Government, comp. contr. schemes;2021;205.0
724;HC32: Day cases long-term nursing care;HF1: Government, comp. contr. schemes;2022;219.0
725;HC32: Day cases long-term nursing care;HF1: Government, comp. contr. schemes;2023;242.0
726;HC32: Day cases long-term nursing care;HF11: Government schemes;2021;0.0
727;HC32: Day cases long-term nursing care;HF11: Government schemes;2022;0.0
728;HC32: Day cases long-term nursing care;HF11: Government schemes;2023;0.0
729;HC32: Day cases long-term nursing care;HF12: Compulsory contributory schemes;2021;205.0
730;HC32: Day cases long-term nursing care;HF12: Compulsory contributory schemes;2022;219.0
