ID;Geslacht;Migratieachtergrond;GestandaardiseerdInkomen;WoonsituatieKind;Perioden;EindtoetsGemiddeldeTotaalscore_1;Taal_2;RekenenWiskunde_3;Studievaardigheden_4
1723;Totaal jongens en meisjes;Met migratieachtergrond;Gestandaardiseerd inkomen onbekend;Woont alleen met vader;2012/'13;529.0;-55.0;-53.0;-47.0
1724;Totaal jongens en meisjes;Met migratieachtergrond;Gestandaardiseerd inkomen onbekend;Woont alleen met vader;2013/'14;532.0;-17.0;-38.0;-33.0
1725;Totaal jongens en meisjes;Met migratieachtergrond;Gestandaardiseerd inkomen onbekend;Woont alleen met vader;2014/'15;528.0;-71.0;-41.0;
1726;Totaal jongens en meisjes;Met migratieachtergrond;Gestandaardiseerd inkomen onbekend;Woont alleen met vader;2015/'16;531.0;-52.0;-25.0;
1727;Totaal jongens en meisjes;Met migratieachtergrond;Gestandaardiseerd inkomen onbekend;Woont alleen met vader;2016/'17;531.0;-40.0;-48.0;
1728;Totaal jongens en meisjes;Met migratieachtergrond;Gestandaardiseerd inkomen onbekend;Woont met moeder en partner;2005/'06;531.0;-26.0;-30.0;-51.0
1729;Totaal jongens en meisjes;Met migratieachtergrond;Gestandaardiseerd inkomen onbekend;Woont met moeder en partner;2006/'07;531.0;-40.0;-25.0;-29.0
1730;Totaal jongens en meisjes;Met migratieachtergrond;Gestandaardiseerd inkomen onbekend;Woont met moeder en partner;2007/'08;527.0;-83.0;-70.0;-45.0
1731;Totaal jongens en meisjes;Met migratieachtergrond;Gestandaardiseerd inkomen onbekend;Woont met moeder en partner;2008/'09;524.0;-135.0;-66.0;-89.0
1732;Totaal jongens en meisjes;Met migratieachtergrond;Gestandaardiseerd inkomen onbekend;Woont met moeder en partner;2009/'10;530.0;-55.0;-53.0;-51.0
1733;Totaal jongens en meisjes;Met migratieachtergrond;Gestandaardiseerd inkomen onbekend;Woont met moeder en partner;2010/'11;533.0;-41.0;-18.0;-19.0
1734;Totaal jongens en meisjes;Met migratieachtergrond;Gestandaardiseerd inkomen onbekend;Woont met moeder en partner;2011/'12;530.0;-130.0;14.0;-5.0
1735;Totaal jongens en meisjes;Met migratieachtergrond;Gestandaardiseerd inkomen onbekend;Woont met moeder en partner;2012/'13;529.0;-54.0;-43.0;-40.0
1736;Totaal jongens en meisjes;Met migratieachtergrond;Gestandaardiseerd inkomen onbekend;Woont met moeder en partner;2013/'14;538.0;56.0;-4.0;10.0
1737;Totaal jongens en meisjes;Met migratieachtergrond;Gestandaardiseerd inkomen onbekend;Woont met moeder en partner;2014/'15;529.0;-59.0;-50.0;
1738;Totaal jongens en meisjes;Met migratieachtergrond;Gestandaardiseerd inkomen onbekend;Woont met moeder en partner;2015/'16;528.0;-76.0;-48.0;
1739;Totaal jongens en meisjes;Met migratieachtergrond;Gestandaardiseerd inkomen onbekend;Woont met moeder en partner;2016/'17;532.0;-26.0;-35.0;
1740;Totaal jongens en meisjes;Met migratieachtergrond;Gestandaardiseerd inkomen onbekend;Woont met vader en partner;2005/'06;524.0;-115.0;-55.0;-97.0
1741;Totaal jongens en meisjes;Met migratieachtergrond;Gestandaardiseerd inkomen onbekend;Woont met vader en partner;2006/'07;528.0;-96.0;-17.0;-52.0
1742;Totaal jongens en meisjes;Met migratieachtergrond;Gestandaardiseerd inkomen onbekend;Woont met vader en partner;2007/'08;539.0;-1.0;51.0;62.0
1743;Totaal jongens en meisjes;Met migratieachtergrond;Gestandaardiseerd inkomen onbekend;Woont met vader en partner;2008/'09;525.0;-122.0;-35.0;-110.0
1744;Totaal jongens en meisjes;Met migratieachtergrond;Gestandaardiseerd inkomen onbekend;Woont met vader en partner;2009/'10;526.0;-115.0;10.0;-217.0
1745;Totaal jongens en meisjes;Met migratieachtergrond;Gestandaardiseerd inkomen onbekend;Woont met vader en partner;2010/'11;;;;
1746;Totaal jongens en meisjes;Met migratieachtergrond;Gestandaardiseerd inkomen onbekend;Woont met vader en partner;2011/'12;534.0;3.0;-50.0;13.0
1747;Totaal jongens en meisjes;Met migratieachtergrond;Gestandaardiseerd inkomen onbekend;Woont met vader en partner;2012/'13;;;;
1748;Totaal jongens en meisjes;Met migratieachtergrond;Gestandaardiseerd inkomen onbekend;Woont met vader en partner;2013/'14;;;;
1749;Totaal jongens en meisjes;Met migratieachtergrond;Gestandaardiseerd inkomen onbekend;Woont met vader en partner;2014/'15;537.0;16.0;18.0;
1750;Totaal jongens en meisjes;Met migratieachtergrond;Gestandaardiseerd inkomen onbekend;Woont met vader en partner;2015/'16;532.0;-23.0;-28.0;
1751;Totaal jongens en meisjes;Met migratieachtergrond;Gestandaardiseerd inkomen onbekend;Woont met vader en partner;2016/'17;;;;
1752;Totaal jongens en meisjes;Met migratieachtergrond;Gestandaardiseerd inkomen onbekend;Woont zonder ouders;2005/'06;528.0;-48.0;-57.0;-66.0
1753;Totaal jongens en meisjes;Met migratieachtergrond;Gestandaardiseerd inkomen onbekend;Woont zonder ouders;2006/'07;528.0;-63.0;-62.0;-67.0
1754;Totaal jongens en meisjes;Met migratieachtergrond;Gestandaardiseerd inkomen onbekend;Woont zonder ouders;2007/'08;530.0;-48.0;-45.0;-51.0
1755;Totaal jongens en meisjes;Met migratieachtergrond;Gestandaardiseerd inkomen onbekend;Woont zonder ouders;2008/'09;530.0;-43.0;-50.0;-47.0
1756;Totaal jongens en meisjes;Met migratieachtergrond;Gestandaardiseerd inkomen onbekend;Woont zonder ouders;2009/'10;529.0;-51.0;-54.0;-63.0
1757;Totaal jongens en meisjes;Met migratieachtergrond;Gestandaardiseerd inkomen onbekend;Woont zonder ouders;2010/'11;529.0;-57.0;-59.0;-64.0
1758;Totaal jongens en meisjes;Met migratieachtergrond;Gestandaardiseerd inkomen onbekend;Woont zonder ouders;2011/'12;529.0;-59.0;-68.0;-64.0
1759;Totaal jongens en meisjes;Met migratieachtergrond;Gestandaardiseerd inkomen onbekend;Woont zonder ouders;2012/'13;528.0;-67.0;-65.0;-61.0
1760;Totaal jongens en meisjes;Met migratieachtergrond;Gestandaardiseerd inkomen onbekend;Woont zonder ouders;2013/'14;528.0;-64.0;-53.0;-56.0
1761;Totaal jongens en meisjes;Met migratieachtergrond;Gestandaardiseerd inkomen onbekend;Woont zonder ouders;2014/'15;529.0;-58.0;-45.0;
1762;Totaal jongens en meisjes;Met migratieachtergrond;Gestandaardiseerd inkomen onbekend;Woont zonder ouders;2015/'16;529.0;-50.0;-50.0;
1763;Totaal jongens en meisjes;Met migratieachtergrond;Gestandaardiseerd inkomen onbekend;Woont zonder ouders;2016/'17;529.0;-65.0;-60.0;
1764;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Totaal ;2005/'06;535.0;12.0;4.0;4.0
1765;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Totaal ;2006/'07;535.0;6.0;4.0;5.0
1766;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Totaal ;2007/'08;536.0;6.0;6.0;8.0
1767;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Totaal ;2008/'09;536.0;7.0;5.0;5.0
1768;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Totaal ;2009/'10;536.0;8.0;6.0;5.0
1769;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Totaal ;2010/'11;536.0;7.0;7.0;8.0
1770;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Totaal ;2011/'12;536.0;4.0;6.0;4.0
1771;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Totaal ;2012/'13;535.0;2.0;6.0;5.0
1772;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Totaal ;2013/'14;535.0;6.0;8.0;6.0
1773;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Totaal ;2014/'15;536.0;5.0;8.0;
1774;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Totaal ;2015/'16;536.0;8.0;8.0;
1775;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Totaal ;2016/'17;536.0;8.0;9.0;
1776;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont met beide juridische ouders;2005/'06;536.0;19.0;10.0;11.0
1777;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont met beide juridische ouders;2006/'07;536.0;14.0;12.0;13.0
1778;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont met beide juridische ouders;2007/'08;536.0;14.0;13.0;16.0
1779;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont met beide juridische ouders;2008/'09;536.0;14.0;11.0;12.0
1780;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont met beide juridische ouders;2009/'10;537.0;14.0;13.0;12.0
1781;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont met beide juridische ouders;2010/'11;537.0;15.0;15.0;16.0
1782;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont met beide juridische ouders;2011/'12;537.0;13.0;14.0;12.0
1783;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont met beide juridische ouders;2012/'13;536.0;12.0;17.0;15.0
1784;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont met beide juridische ouders;2013/'14;536.0;15.0;16.0;15.0
1785;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont met beide juridische ouders;2014/'15;537.0;13.0;15.0;
1786;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont met beide juridische ouders;2015/'16;537.0;18.0;17.0;
1787;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont met beide juridische ouders;2016/'17;537.0;19.0;18.0;
1788;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont alleen met moeder;2005/'06;534.0;0.0;-13.0;-13.0
1789;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont alleen met moeder;2006/'07;533.0;-12.0;-11.0;-13.0
1790;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont alleen met moeder;2007/'08;534.0;-8.0;-9.0;-9.0
1791;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont alleen met moeder;2008/'09;534.0;-13.0;-13.0;-12.0
1792;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont alleen met moeder;2009/'10;534.0;-4.0;-11.0;-12.0
1793;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont alleen met moeder;2010/'11;534.0;-8.0;-13.0;-7.0
1794;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont alleen met moeder;2011/'12;534.0;-14.0;-10.0;-13.0
1795;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont alleen met moeder;2012/'13;533.0;-15.0;-15.0;-17.0
1796;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont alleen met moeder;2013/'14;533.0;-12.0;-11.0;-12.0
1797;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont alleen met moeder;2014/'15;534.0;-10.0;-10.0;
1798;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont alleen met moeder;2015/'16;533.0;-11.0;-14.0;
1799;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont alleen met moeder;2016/'17;534.0;-17.0;-15.0;
1800;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont alleen met vader;2005/'06;534.0;-7.0;-7.0;-9.0
1801;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont alleen met vader;2006/'07;534.0;-11.0;-11.0;-11.0
1802;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont alleen met vader;2007/'08;534.0;-9.0;-4.0;-3.0
1803;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont alleen met vader;2008/'09;533.0;-19.0;-10.0;-22.0
1804;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont alleen met vader;2009/'10;536.0;2.0;3.0;2.0
1805;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont alleen met vader;2010/'11;535.0;-5.0;-5.0;-6.0
1806;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont alleen met vader;2011/'12;535.0;-11.0;-1.0;-6.0
1807;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont alleen met vader;2012/'13;533.0;-23.0;-17.0;-24.0
1808;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont alleen met vader;2013/'14;534.0;-14.0;-1.0;-13.0
1809;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont alleen met vader;2014/'15;534.0;-10.0;-10.0;
1810;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont alleen met vader;2015/'16;534.0;-9.0;-7.0;
1811;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont alleen met vader;2016/'17;533.0;-18.0;-17.0;
1812;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont met moeder en partner;2005/'06;533.0;-7.0;-14.0;-15.0
1813;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont met moeder en partner;2006/'07;533.0;-12.0;-15.0;-13.0
1814;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont met moeder en partner;2007/'08;533.0;-23.0;-17.0;-20.0
1815;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont met moeder en partner;2008/'09;534.0;-8.0;-10.0;-5.0
1816;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont met moeder en partner;2009/'10;534.0;-17.0;-13.0;-14.0
1817;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont met moeder en partner;2010/'11;534.0;-11.0;-11.0;-8.0
1818;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont met moeder en partner;2011/'12;533.0;-19.0;-20.0;-16.0
1819;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont met moeder en partner;2012/'13;532.0;-25.0;-21.0;-18.0
1820;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont met moeder en partner;2013/'14;533.0;-17.0;-15.0;-18.0
1821;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont met moeder en partner;2014/'15;534.0;-14.0;-10.0;
1822;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont met moeder en partner;2015/'16;533.0;-18.0;-15.0;
1823;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont met moeder en partner;2016/'17;535.0;4.0;-5.0;
1824;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont met vader en partner;2005/'06;533.0;-6.0;-7.0;-18.0
1825;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont met vader en partner;2006/'07;533.0;-13.0;-22.0;-13.0
1826;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont met vader en partner;2007/'08;535.0;-3.0;2.0;3.0
1827;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont met vader en partner;2008/'09;533.0;-21.0;-25.0;-14.0
1828;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont met vader en partner;2009/'10;533.0;-16.0;-17.0;-23.0
1829;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont met vader en partner;2010/'11;535.0;5.0;-15.0;-12.0
1830;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont met vader en partner;2011/'12;534.0;-19.0;-11.0;-4.0
1831;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont met vader en partner;2012/'13;533.0;-18.0;-31.0;-7.0
1832;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont met vader en partner;2013/'14;532.0;-26.0;-19.0;-18.0
1833;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont met vader en partner;2014/'15;535.0;-4.0;-5.0;
1834;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont met vader en partner;2015/'16;532.0;-25.0;-23.0;
1835;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont met vader en partner;2016/'17;534.0;-14.0;-17.0;
1836;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont zonder ouders;2005/'06;532.0;-15.0;-23.0;-28.0
1837;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont zonder ouders;2006/'07;531.0;-32.0;-44.0;-33.0
1838;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont zonder ouders;2007/'08;533.0;-21.0;-19.0;-23.0
1839;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont zonder ouders;2008/'09;533.0;-23.0;-19.0;-24.0
1840;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont zonder ouders;2009/'10;533.0;-26.0;-25.0;-23.0
1841;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont zonder ouders;2010/'11;530.0;-59.0;-40.0;-48.0
1842;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont zonder ouders;2011/'12;531.0;-49.0;-46.0;-38.0
1843;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont zonder ouders;2012/'13;531.0;-49.0;-35.0;-32.0
1844;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont zonder ouders;2013/'14;530.0;-60.0;-30.0;-45.0
1845;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont zonder ouders;2014/'15;531.0;-44.0;-20.0;
1846;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont zonder ouders;2015/'16;531.0;-43.0;-31.0;
1847;Totaal jongens en meisjes;Westerse migratieachtergrond;Totaal;Woont zonder ouders;2016/'17;530.0;-52.0;-40.0;
1848;Totaal jongens en meisjes;Westerse migratieachtergrond;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal ;2005/'06;532.0;-14.0;-19.0;-24.0
1849;Totaal jongens en meisjes;Westerse migratieachtergrond;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal ;2006/'07;532.0;-24.0;-19.0;-23.0
1850;Totaal jongens en meisjes;Westerse migratieachtergrond;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal ;2007/'08;532.0;-26.0;-20.0;-21.0
1851;Totaal jongens en meisjes;Westerse migratieachtergrond;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal ;2008/'09;533.0;-23.0;-17.0;-24.0
1852;Totaal jongens en meisjes;Westerse migratieachtergrond;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal ;2009/'10;533.0;-23.0;-18.0;-25.0
1853;Totaal jongens en meisjes;Westerse migratieachtergrond;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal ;2010/'11;533.0;-25.0;-18.0;-22.0
1854;Totaal jongens en meisjes;Westerse migratieachtergrond;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal ;2011/'12;533.0;-31.0;-21.0;-32.0
1855;Totaal jongens en meisjes;Westerse migratieachtergrond;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal ;2012/'13;532.0;-30.0;-16.0;-23.0
1856;Totaal jongens en meisjes;Westerse migratieachtergrond;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal ;2013/'14;532.0;-25.0;-16.0;-24.0
1857;Totaal jongens en meisjes;Westerse migratieachtergrond;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal ;2014/'15;533.0;-26.0;-16.0;
1858;Totaal jongens en meisjes;Westerse migratieachtergrond;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal ;2015/'16;532.0;-24.0;-21.0;
1859;Totaal jongens en meisjes;Westerse migratieachtergrond;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal ;2016/'17;533.0;-26.0;-22.0;
1860;Totaal jongens en meisjes;Westerse migratieachtergrond;Gestandaardiseerd inkomen, 1e 20%-groep;Woont met beide juridische ouders;2005/'06;532.0;-17.0;-17.0;-22.0
1861;Totaal jongens en meisjes;Westerse migratieachtergrond;Gestandaardiseerd inkomen, 1e 20%-groep;Woont met beide juridische ouders;2006/'07;533.0;-19.0;-14.0;-17.0
1862;Totaal jongens en meisjes;Westerse migratieachtergrond;Gestandaardiseerd inkomen, 1e 20%-groep;Woont met beide juridische ouders;2007/'08;533.0;-25.0;-15.0;-19.0
1863;Totaal jongens en meisjes;Westerse migratieachtergrond;Gestandaardiseerd inkomen, 1e 20%-groep;Woont met beide juridische ouders;2008/'09;533.0;-21.0;-13.0;-22.0
1864;Totaal jongens en meisjes;Westerse migratieachtergrond;Gestandaardiseerd inkomen, 1e 20%-groep;Woont met beide juridische ouders;2009/'10;534.0;-21.0;-10.0;-21.0
1865;Totaal jongens en meisjes;Westerse migratieachtergrond;Gestandaardiseerd inkomen, 1e 20%-groep;Woont met beide juridische ouders;2010/'11;534.0;-23.0;-8.0;-16.0
1866;Totaal jongens en meisjes;Westerse migratieachtergrond;Gestandaardiseerd inkomen, 1e 20%-groep;Woont met beide juridische ouders;2011/'12;533.0;-29.0;-18.0;-30.0
1867;Totaal jongens en meisjes;Westerse migratieachtergrond;Gestandaardiseerd inkomen, 1e 20%-groep;Woont met beide juridische ouders;2012/'13;533.0;-25.0;-4.0;-14.0
1868;Totaal jongens en meisjes;Westerse migratieachtergrond;Gestandaardiseerd inkomen, 1e 20%-groep;Woont met beide juridische ouders;2013/'14;533.0;-19.0;-7.0;-14.0
1869;Totaal jongens en meisjes;Westerse migratieachtergrond;Gestandaardiseerd inkomen, 1e 20%-groep;Woont met beide juridische ouders;2014/'15;533.0;-20.0;-6.0;
1870;Totaal jongens en meisjes;Westerse migratieachtergrond;Gestandaardiseerd inkomen, 1e 20%-groep;Woont met beide juridische ouders;2015/'16;533.0;-16.0;-11.0;
1871;Totaal jongens en meisjes;Westerse migratieachtergrond;Gestandaardiseerd inkomen, 1e 20%-groep;Woont met beide juridische ouders;2016/'17;534.0;-18.0;-12.0;
1872;Totaal jongens en meisjes;Westerse migratieachtergrond;Gestandaardiseerd inkomen, 1e 20%-groep;Woont alleen met moeder;2005/'06;533.0;-9.0;-21.0;-23.0
1873;Totaal jongens en meisjes;Westerse migratieachtergrond;Gestandaardiseerd inkomen, 1e 20%-groep;Woont alleen met moeder;2006/'07;532.0;-30.0;-23.0;-30.0
1874;Totaal jongens en meisjes;Westerse migratieachtergrond;Gestandaardiseerd inkomen, 1e 20%-groep;Woont alleen met moeder;2007/'08;533.0;-22.0;-23.0;-21.0
1875;Totaal jongens en meisjes;Westerse migratieachtergrond;Gestandaardiseerd inkomen, 1e 20%-groep;Woont alleen met moeder;2008/'09;533.0;-24.0;-19.0;-23.0
1876;Totaal jongens en meisjes;Westerse migratieachtergrond;Gestandaardiseerd inkomen, 1e 20%-groep;Woont alleen met moeder;2009/'10;533.0;-20.0;-27.0;-29.0
1877;Totaal jongens en meisjes;Westerse migratieachtergrond;Gestandaardiseerd inkomen, 1e 20%-groep;Woont alleen met moeder;2010/'11;533.0;-25.0;-28.0;-26.0
1878;Totaal jongens en meisjes;Westerse migratieachtergrond;Gestandaardiseerd inkomen, 1e 20%-groep;Woont alleen met moeder;2011/'12;532.0;-32.0;-25.0;-33.0
1879;Totaal jongens en meisjes;Westerse migratieachtergrond;Gestandaardiseerd inkomen, 1e 20%-groep;Woont alleen met moeder;2012/'13;532.0;-29.0;-24.0;-30.0
1880;Totaal jongens en meisjes;Westerse migratieachtergrond;Gestandaardiseerd inkomen, 1e 20%-groep;Woont alleen met moeder;2013/'14;532.0;-26.0;-22.0;-28.0
1881;Totaal jongens en meisjes;Westerse migratieachtergrond;Gestandaardiseerd inkomen, 1e 20%-groep;Woont alleen met moeder;2014/'15;532.0;-27.0;-24.0;
1882;Totaal jongens en meisjes;Westerse migratieachtergrond;Gestandaardiseerd inkomen, 1e 20%-groep;Woont alleen met moeder;2015/'16;532.0;-30.0;-28.0;
1883;Totaal jongens en meisjes;Westerse migratieachtergrond;Gestandaardiseerd inkomen, 1e 20%-groep;Woont alleen met moeder;2016/'17;532.0;-33.0;-32.0;
1884;Totaal jongens en meisjes;Westerse migratieachtergrond;Gestandaardiseerd inkomen, 1e 20%-groep;Woont alleen met vader;2005/'06;534.0;-5.0;-12.0;-8.0
1885;Totaal jongens en meisjes;Westerse migratieachtergrond;Gestandaardiseerd inkomen, 1e 20%-groep;Woont alleen met vader;2006/'07;533.0;-22.0;-18.0;-20.0
1886;Totaal jongens en meisjes;Westerse migratieachtergrond;Gestandaardiseerd inkomen, 1e 20%-groep;Woont alleen met vader;2007/'08;531.0;-51.0;-25.0;-21.0
1887;Totaal jongens en meisjes;Westerse migratieachtergrond;Gestandaardiseerd inkomen, 1e 20%-groep;Woont alleen met vader;2008/'09;530.0;-49.0;-38.0;-47.0
1888;Totaal jongens en meisjes;Westerse migratieachtergrond;Gestandaardiseerd inkomen, 1e 20%-groep;Woont alleen met vader;2009/'10;532.0;-35.0;-29.0;-24.0
1889;Totaal jongens en meisjes;Westerse migratieachtergrond;Gestandaardiseerd inkomen, 1e 20%-groep;Woont alleen met vader;2010/'11;532.0;-44.0;-14.0;-36.0
1890;Totaal jongens en meisjes;Westerse migratieachtergrond;Gestandaardiseerd inkomen, 1e 20%-groep;Woont alleen met vader;2011/'12;533.0;-30.0;-15.0;-29.0
1891;Totaal jongens en meisjes;Westerse migratieachtergrond;Gestandaardiseerd inkomen, 1e 20%-groep;Woont alleen met vader;2012/'13;531.0;-32.0;-37.0;-45.0
1892;Totaal jongens en meisjes;Westerse migratieachtergrond;Gestandaardiseerd inkomen, 1e 20%-groep;Woont alleen met vader;2013/'14;532.0;-32.0;-5.0;-35.0
1893;Totaal jongens en meisjes;Westerse migratieachtergrond;Gestandaardiseerd inkomen, 1e 20%-groep;Woont alleen met vader;2014/'15;532.0;-35.0;-20.0;
1894;Totaal jongens en meisjes;Westerse migratieachtergrond;Gestandaardiseerd inkomen, 1e 20%-groep;Woont alleen met vader;2015/'16;530.0;-45.0;-38.0;
1895;Totaal jongens en meisjes;Westerse migratieachtergrond;Gestandaardiseerd inkomen, 1e 20%-groep;Woont alleen met vader;2016/'17;531.0;-33.0;-39.0;
1896;Totaal jongens en meisjes;Westerse migratieachtergrond;Gestandaardiseerd inkomen, 1e 20%-groep;Woont met moeder en partner;2005/'06;531.0;-26.0;-24.0;-33.0
1897;Totaal jongens en meisjes;Westerse migratieachtergrond;Gestandaardiseerd inkomen, 1e 20%-groep;Woont met moeder en partner;2006/'07;532.0;-25.0;-19.0;-23.0
1898;Totaal jongens en meisjes;Westerse migratieachtergrond;Gestandaardiseerd inkomen, 1e 20%-groep;Woont met moeder en partner;2007/'08;531.0;-42.0;-29.0;-35.0
1899;Totaal jongens en meisjes;Westerse migratieachtergrond;Gestandaardiseerd inkomen, 1e 20%-groep;Woont met moeder en partner;2008/'09;533.0;-24.0;-17.0;-24.0
1900;Totaal jongens en meisjes;Westerse migratieachtergrond;Gestandaardiseerd inkomen, 1e 20%-groep;Woont met moeder en partner;2009/'10;532.0;-42.0;-24.0;-32.0
1901;Totaal jongens en meisjes;Westerse migratieachtergrond;Gestandaardiseerd inkomen, 1e 20%-groep;Woont met moeder en partner;2010/'11;533.0;-22.0;-21.0;-16.0
1902;Totaal jongens en meisjes;Westerse migratieachtergrond;Gestandaardiseerd inkomen, 1e 20%-groep;Woont met moeder en partner;2011/'12;532.0;-34.0;-21.0;-31.0
1903;Totaal jongens en meisjes;Westerse migratieachtergrond;Gestandaardiseerd inkomen, 1e 20%-groep;Woont met moeder en partner;2012/'13;530.0;-57.0;-38.0;-35.0
