ID;InkomensbronEersteJaar;InkomensbronTweedeJaar;Perioden;Koopkrachtontwikkeling_1;k_10ePercentiel_2;k_25ePercentiel_3;k_50ePercentiel_4;k_75ePercentiel_5;k_90ePercentiel_6;PercentageVanDeBevolking_7;PercentageVanCategorieIn1eJaar_8;PercentageMetInkomensdaling_9
953;1.3 Overig inkomen uit arbeid;1.2 Loon ambtenaar;2009;;;;;;;0;1;
954;1.3 Overig inkomen uit arbeid;1.2 Loon ambtenaar;2010;;;;;;;0;0;
955;1.3 Overig inkomen uit arbeid;1.2 Loon ambtenaar;2011;;;;;;;0;0;
956;1.3 Overig inkomen uit arbeid;1.2 Loon ambtenaar;2012;;;;;;;0;0;
957;1.3 Overig inkomen uit arbeid;1.2 Loon ambtenaar;2013;;;;;;;0;0;
958;1.3 Overig inkomen uit arbeid;1.2 Loon ambtenaar;2014;;;;;;;0;1;
959;1.3 Overig inkomen uit arbeid;1.2 Loon ambtenaar;2015;;;;;;;0;1;
960;1.3 Overig inkomen uit arbeid;1.3 Overig inkomen uit arbeid;2001;15.0;-18.0;-0.5;15.0;34.6;69.0;1;70;26.0
961;1.3 Overig inkomen uit arbeid;1.3 Overig inkomen uit arbeid;2002;0.5;-29.0;-12.0;0.5;12.7;34.0;1;77;48.0
962;1.3 Overig inkomen uit arbeid;1.3 Overig inkomen uit arbeid;2003;-0.3;-30.0;-11.5;-0.3;9.6;31.0;1;79;51.0
963;1.3 Overig inkomen uit arbeid;1.3 Overig inkomen uit arbeid;2004;6.0;-20.0;-5.2;6.0;19.4;50.0;1;77;35.0
964;1.3 Overig inkomen uit arbeid;1.3 Overig inkomen uit arbeid;2005;-0.2;-24.0;-9.4;-0.2;11.6;34.0;1;79;51.0
965;1.3 Overig inkomen uit arbeid;1.3 Overig inkomen uit arbeid;2006;3.7;-22.0;-7.1;3.7;15.9;35.0;2;80;41.0
966;1.3 Overig inkomen uit arbeid;1.3 Overig inkomen uit arbeid;2007;3.8;-17.0;-4.0;3.8;21.9;62.0;2;75;38.0
967;1.3 Overig inkomen uit arbeid;1.3 Overig inkomen uit arbeid;2008;-0.3;-32.0;-11.0;-0.3;10.9;30.0;2;82;51.0
968;1.3 Overig inkomen uit arbeid;1.3 Overig inkomen uit arbeid;2009;1.4;-26.0;-9.3;1.4;11.8;35.0;2;82;46.0
969;1.3 Overig inkomen uit arbeid;1.3 Overig inkomen uit arbeid;2010;-0.4;-24.0;-9.6;-0.4;9.2;35.0;2;81;52.0
970;1.3 Overig inkomen uit arbeid;1.3 Overig inkomen uit arbeid;2011;-1.1;-25.0;-10.0;-1.1;8.6;29.0;2;80;54.0
971;1.3 Overig inkomen uit arbeid;1.3 Overig inkomen uit arbeid;2012;-1.2;-24.0;-9.3;-1.2;9.0;32.0;2;79;55.0
972;1.3 Overig inkomen uit arbeid;1.3 Overig inkomen uit arbeid;2013;-4.2;-30.0;-13.0;-4.2;4.8;25.0;2;82;65.0
973;1.3 Overig inkomen uit arbeid;1.3 Overig inkomen uit arbeid;2014;3.2;-20.0;-5.6;3.2;16.4;57.0;2;74;40.0
974;1.3 Overig inkomen uit arbeid;1.3 Overig inkomen uit arbeid;2015;1.0;-18.0;-4.8;1.0;7.8;21.0;2;79;44.0
975;1.3 Overig inkomen uit arbeid;2 Inkomen uit eigen onderneming;2001;78.6;-27.0;14.8;78.6;267.6;511.0;0;9;17.0
976;1.3 Overig inkomen uit arbeid;2 Inkomen uit eigen onderneming;2002;78.4;-7.0;13.1;78.4;214.5;374.0;0;8;14.0
977;1.3 Overig inkomen uit arbeid;2 Inkomen uit eigen onderneming;2003;15.7;-31.0;1.8;15.7;78.3;258.0;0;7;21.0
978;1.3 Overig inkomen uit arbeid;2 Inkomen uit eigen onderneming;2004;45.0;-25.0;2.2;45.0;156.0;287.0;0;10;22.0
979;1.3 Overig inkomen uit arbeid;2 Inkomen uit eigen onderneming;2005;44.4;-28.0;-4.7;44.4;188.9;278.0;0;7;30.0
980;1.3 Overig inkomen uit arbeid;2 Inkomen uit eigen onderneming;2006;41.1;-26.0;4.2;41.1;111.2;272.0;0;7;23.0
981;1.3 Overig inkomen uit arbeid;2 Inkomen uit eigen onderneming;2007;208.5;21.0;122.2;208.5;298.2;409.0;0;14;7.0
982;1.3 Overig inkomen uit arbeid;2 Inkomen uit eigen onderneming;2008;24.2;-36.0;-8.2;24.2;125.1;241.0;0;6;28.0
983;1.3 Overig inkomen uit arbeid;2 Inkomen uit eigen onderneming;2009;34.4;-43.0;-12.2;34.4;187.7;355.0;0;6;34.0
984;1.3 Overig inkomen uit arbeid;2 Inkomen uit eigen onderneming;2010;67.4;-19.0;6.0;67.4;223.7;370.0;0;7;20.0
985;1.3 Overig inkomen uit arbeid;2 Inkomen uit eigen onderneming;2011;32.3;-32.0;-6.6;32.3;162.3;281.0;0;8;34.0
986;1.3 Overig inkomen uit arbeid;2 Inkomen uit eigen onderneming;2012;26.1;-31.0;-8.1;26.1;158.4;256.0;0;9;32.0
987;1.3 Overig inkomen uit arbeid;2 Inkomen uit eigen onderneming;2013;12.9;-34.0;-15.5;12.9;83.4;261.0;0;5;40.0
988;1.3 Overig inkomen uit arbeid;2 Inkomen uit eigen onderneming;2014;150.9;-8.0;34.0;150.9;264.3;391.0;0;14;13.0
989;1.3 Overig inkomen uit arbeid;2 Inkomen uit eigen onderneming;2015;12.2;-30.0;-6.1;12.2;39.9;102.0;0;8;32.0
990;1.3 Overig inkomen uit arbeid;3 Overdrachtsinkomen;2001;;;;;;;0;3;
991;1.3 Overig inkomen uit arbeid;3 Overdrachtsinkomen;2002;;;;;;;0;3;
992;1.3 Overig inkomen uit arbeid;3 Overdrachtsinkomen;2003;;;;;;;0;3;
993;1.3 Overig inkomen uit arbeid;3 Overdrachtsinkomen;2004;;;;;;;0;2;
994;1.3 Overig inkomen uit arbeid;3 Overdrachtsinkomen;2005;;;;;;;0;3;
995;1.3 Overig inkomen uit arbeid;3 Overdrachtsinkomen;2006;;;;;;;0;3;
996;1.3 Overig inkomen uit arbeid;3 Overdrachtsinkomen;2007;;;;;;;0;2;
997;1.3 Overig inkomen uit arbeid;3 Overdrachtsinkomen;2008;;;;;;;0;3;
998;1.3 Overig inkomen uit arbeid;3 Overdrachtsinkomen;2009;-7.0;-94.0;-43.2;-7.0;25.3;49.0;0;3;57.0
999;1.3 Overig inkomen uit arbeid;3 Overdrachtsinkomen;2010;-30.1;-68.0;-49.9;-30.1;-3.4;19.0;0;3;79.0
1000;1.3 Overig inkomen uit arbeid;3 Overdrachtsinkomen;2011;-20.4;-88.0;-49.9;-20.4;2.5;27.0;0;3;72.0
1001;1.3 Overig inkomen uit arbeid;3 Overdrachtsinkomen;2012;-22.3;-70.0;-48.1;-22.3;5.7;65.0;0;3;71.0
1002;1.3 Overig inkomen uit arbeid;3 Overdrachtsinkomen;2013;-24.1;-93.0;-50.2;-24.1;1.1;34.0;0;4;74.0
1003;1.3 Overig inkomen uit arbeid;3 Overdrachtsinkomen;2014;-13.4;-92.0;-59.4;-13.4;4.2;57.0;0;3;65.0
1004;1.3 Overig inkomen uit arbeid;3 Overdrachtsinkomen;2015;-16.4;-87.0;-61.8;-16.4;12.3;53.0;0;4;67.0
1005;1.3 Overig inkomen uit arbeid;3.1 Uitkering inkomensverzekering;2001;;;;;;;0;2;
1006;1.3 Overig inkomen uit arbeid;3.1 Uitkering inkomensverzekering;2002;;;;;;;0;2;
1007;1.3 Overig inkomen uit arbeid;3.1 Uitkering inkomensverzekering;2003;;;;;;;0;2;
1008;1.3 Overig inkomen uit arbeid;3.1 Uitkering inkomensverzekering;2004;;;;;;;0;2;
1009;1.3 Overig inkomen uit arbeid;3.1 Uitkering inkomensverzekering;2005;;;;;;;0;2;
1010;1.3 Overig inkomen uit arbeid;3.1 Uitkering inkomensverzekering;2006;;;;;;;0;2;
1011;1.3 Overig inkomen uit arbeid;3.1 Uitkering inkomensverzekering;2007;;;;;;;0;2;
1012;1.3 Overig inkomen uit arbeid;3.1 Uitkering inkomensverzekering;2008;;;;;;;0;2;
1013;1.3 Overig inkomen uit arbeid;3.1 Uitkering inkomensverzekering;2009;;;;;;;0;2;
1014;1.3 Overig inkomen uit arbeid;3.1 Uitkering inkomensverzekering;2010;-21.5;-58.0;-43.2;-21.5;-2.0;17.0;0;3;77.0
1015;1.3 Overig inkomen uit arbeid;3.1 Uitkering inkomensverzekering;2011;-10.4;-55.0;-34.0;-10.4;11.1;34.0;0;2;65.0
1016;1.3 Overig inkomen uit arbeid;3.1 Uitkering inkomensverzekering;2012;-16.5;-59.0;-38.4;-16.5;8.9;106.0;0;2;69.0
1017;1.3 Overig inkomen uit arbeid;3.1 Uitkering inkomensverzekering;2013;-10.7;-50.0;-32.6;-10.7;9.5;51.0;0;3;68.0
1018;1.3 Overig inkomen uit arbeid;3.1 Uitkering inkomensverzekering;2014;;;;;;;0;2;
1019;1.3 Overig inkomen uit arbeid;3.1 Uitkering inkomensverzekering;2015;-7.8;-77.0;-38.0;-7.8;14.5;54.0;0;3;62.0
1020;1.3 Overig inkomen uit arbeid;3.1.1 Uitkering werkloosheid;2001;;;;;;;0;0;
1021;1.3 Overig inkomen uit arbeid;3.1.1 Uitkering werkloosheid;2002;;;;;;;0;0;
1022;1.3 Overig inkomen uit arbeid;3.1.1 Uitkering werkloosheid;2003;;;;;;;0;0;0.0
1023;1.3 Overig inkomen uit arbeid;3.1.1 Uitkering werkloosheid;2004;;;;;;;0;0;
1024;1.3 Overig inkomen uit arbeid;3.1.1 Uitkering werkloosheid;2005;;;;;;;0;0;
1025;1.3 Overig inkomen uit arbeid;3.1.1 Uitkering werkloosheid;2006;;;;;;;0;0;
1026;1.3 Overig inkomen uit arbeid;3.1.1 Uitkering werkloosheid;2007;;;;;;;0;0;
1027;1.3 Overig inkomen uit arbeid;3.1.1 Uitkering werkloosheid;2008;;;;;;;0;0;
1028;1.3 Overig inkomen uit arbeid;3.1.1 Uitkering werkloosheid;2009;;;;;;;0;0;
1029;1.3 Overig inkomen uit arbeid;3.1.1 Uitkering werkloosheid;2010;;;;;;;0;0;
1030;1.3 Overig inkomen uit arbeid;3.1.1 Uitkering werkloosheid;2011;;;;;;;0;0;
1031;1.3 Overig inkomen uit arbeid;3.1.1 Uitkering werkloosheid;2012;;;;;;;0;0;
1032;1.3 Overig inkomen uit arbeid;3.1.1 Uitkering werkloosheid;2013;;;;;;;0;0;
1033;1.3 Overig inkomen uit arbeid;3.1.1 Uitkering werkloosheid;2014;;;;;;;0;0;
1034;1.3 Overig inkomen uit arbeid;3.1.1 Uitkering werkloosheid;2015;;;;;;;0;0;
1035;1.3 Overig inkomen uit arbeid;3.1.2 Uitkering ziekte/arbeidsongeschikt;2001;;;;;;;0;0;
1036;1.3 Overig inkomen uit arbeid;3.1.2 Uitkering ziekte/arbeidsongeschikt;2002;;;;;;;0;1;
1037;1.3 Overig inkomen uit arbeid;3.1.2 Uitkering ziekte/arbeidsongeschikt;2003;;;;;;;0;1;
1038;1.3 Overig inkomen uit arbeid;3.1.2 Uitkering ziekte/arbeidsongeschikt;2004;;;;;;;0;0;
1039;1.3 Overig inkomen uit arbeid;3.1.2 Uitkering ziekte/arbeidsongeschikt;2005;;;;;;;0;0;
1040;1.3 Overig inkomen uit arbeid;3.1.2 Uitkering ziekte/arbeidsongeschikt;2006;;;;;;;0;0;
1041;1.3 Overig inkomen uit arbeid;3.1.2 Uitkering ziekte/arbeidsongeschikt;2007;;;;;;;0;0;
1042;1.3 Overig inkomen uit arbeid;3.1.2 Uitkering ziekte/arbeidsongeschikt;2008;;;;;;;0;0;
1043;1.3 Overig inkomen uit arbeid;3.1.2 Uitkering ziekte/arbeidsongeschikt;2009;;;;;;;0;0;
1044;1.3 Overig inkomen uit arbeid;3.1.2 Uitkering ziekte/arbeidsongeschikt;2010;;;;;;;0;0;
1045;1.3 Overig inkomen uit arbeid;3.1.2 Uitkering ziekte/arbeidsongeschikt;2011;;;;;;;0;0;
1046;1.3 Overig inkomen uit arbeid;3.1.2 Uitkering ziekte/arbeidsongeschikt;2012;;;;;;;0;0;
1047;1.3 Overig inkomen uit arbeid;3.1.2 Uitkering ziekte/arbeidsongeschikt;2013;;;;;;;0;1;
1048;1.3 Overig inkomen uit arbeid;3.1.2 Uitkering ziekte/arbeidsongeschikt;2014;;;;;;;0;0;
1049;1.3 Overig inkomen uit arbeid;3.1.2 Uitkering ziekte/arbeidsongeschikt;2015;;;;;;;0;0;
1050;1.3 Overig inkomen uit arbeid;3.1.3 Uitkering ouderdom/nabestaanden;2001;;;;;;;0;2;
1051;1.3 Overig inkomen uit arbeid;3.1.3 Uitkering ouderdom/nabestaanden;2002;;;;;;;0;2;
1052;1.3 Overig inkomen uit arbeid;3.1.3 Uitkering ouderdom/nabestaanden;2003;;;;;;;0;2;
1053;1.3 Overig inkomen uit arbeid;3.1.3 Uitkering ouderdom/nabestaanden;2004;;;;;;;0;1;
1054;1.3 Overig inkomen uit arbeid;3.1.3 Uitkering ouderdom/nabestaanden;2005;;;;;;;0;2;
1055;1.3 Overig inkomen uit arbeid;3.1.3 Uitkering ouderdom/nabestaanden;2006;;;;;;;0;2;
1056;1.3 Overig inkomen uit arbeid;3.1.3 Uitkering ouderdom/nabestaanden;2007;;;;;;;0;2;
1057;1.3 Overig inkomen uit arbeid;3.1.3 Uitkering ouderdom/nabestaanden;2008;;;;;;;0;2;
1058;1.3 Overig inkomen uit arbeid;3.1.3 Uitkering ouderdom/nabestaanden;2009;;;;;;;0;1;
1059;1.3 Overig inkomen uit arbeid;3.1.3 Uitkering ouderdom/nabestaanden;2010;;;;;;;0;2;
1060;1.3 Overig inkomen uit arbeid;3.1.3 Uitkering ouderdom/nabestaanden;2011;;;;;;;0;2;
1061;1.3 Overig inkomen uit arbeid;3.1.3 Uitkering ouderdom/nabestaanden;2012;;;;;;;0;2;
1062;1.3 Overig inkomen uit arbeid;3.1.3 Uitkering ouderdom/nabestaanden;2013;;;;;;;0;2;
1063;1.3 Overig inkomen uit arbeid;3.1.3 Uitkering ouderdom/nabestaanden;2014;;;;;;;0;1;
1064;1.3 Overig inkomen uit arbeid;3.1.3 Uitkering ouderdom/nabestaanden;2015;;;;;;;0;2;
1065;1.3 Overig inkomen uit arbeid;3.2 Uitkering sociale voorzieningen;2001;;;;;;;0;0;
1066;1.3 Overig inkomen uit arbeid;3.2 Uitkering sociale voorzieningen;2002;;;;;;;0;0;
1067;1.3 Overig inkomen uit arbeid;3.2 Uitkering sociale voorzieningen;2003;;;;;;;0;0;
1068;1.3 Overig inkomen uit arbeid;3.2 Uitkering sociale voorzieningen;2004;;;;;;;0;0;
1069;1.3 Overig inkomen uit arbeid;3.2 Uitkering sociale voorzieningen;2005;;;;;;;0;0;
1070;1.3 Overig inkomen uit arbeid;3.2 Uitkering sociale voorzieningen;2006;;;;;;;0;0;
1071;1.3 Overig inkomen uit arbeid;3.2 Uitkering sociale voorzieningen;2007;;;;;;;0;0;
1072;1.3 Overig inkomen uit arbeid;3.2 Uitkering sociale voorzieningen;2008;;;;;;;0;0;
1073;1.3 Overig inkomen uit arbeid;3.2 Uitkering sociale voorzieningen;2009;;;;;;;0;0;
1074;1.3 Overig inkomen uit arbeid;3.2 Uitkering sociale voorzieningen;2010;;;;;;;0;0;
1075;1.3 Overig inkomen uit arbeid;3.2 Uitkering sociale voorzieningen;2011;;;;;;;0;0;
1076;1.3 Overig inkomen uit arbeid;3.2 Uitkering sociale voorzieningen;2012;;;;;;;0;0;
1077;1.3 Overig inkomen uit arbeid;3.2 Uitkering sociale voorzieningen;2013;;;;;;;0;1;
1078;1.3 Overig inkomen uit arbeid;3.2 Uitkering sociale voorzieningen;2014;;;;;;;0;0;
1079;1.3 Overig inkomen uit arbeid;3.2 Uitkering sociale voorzieningen;2015;;;;;;;0;1;
1080;1.3 Overig inkomen uit arbeid;3.2.1 Uitkering algemene bijstandswet;2001;;;;;;;0;0;
1081;1.3 Overig inkomen uit arbeid;3.2.1 Uitkering algemene bijstandswet;2002;;;;;;;0;0;
1082;1.3 Overig inkomen uit arbeid;3.2.1 Uitkering algemene bijstandswet;2003;;;;;;;0;0;
1083;1.3 Overig inkomen uit arbeid;3.2.1 Uitkering algemene bijstandswet;2004;;;;;;;0;0;
1084;1.3 Overig inkomen uit arbeid;3.2.1 Uitkering algemene bijstandswet;2005;;;;;;;0;0;
1085;1.3 Overig inkomen uit arbeid;3.2.1 Uitkering algemene bijstandswet;2006;;;;;;;0;0;
1086;1.3 Overig inkomen uit arbeid;3.2.1 Uitkering algemene bijstandswet;2007;;;;;;;0;0;
1087;1.3 Overig inkomen uit arbeid;3.2.1 Uitkering algemene bijstandswet;2008;;;;;;;0;0;
1088;1.3 Overig inkomen uit arbeid;3.2.1 Uitkering algemene bijstandswet;2009;;;;;;;0;0;
1089;1.3 Overig inkomen uit arbeid;3.2.1 Uitkering algemene bijstandswet;2010;;;;;;;0;0;
1090;1.3 Overig inkomen uit arbeid;3.2.1 Uitkering algemene bijstandswet;2011;;;;;;;0;0;
1091;1.3 Overig inkomen uit arbeid;3.2.1 Uitkering algemene bijstandswet;2012;;;;;;;0;0;
1092;1.3 Overig inkomen uit arbeid;3.2.1 Uitkering algemene bijstandswet;2013;;;;;;;0;0;
1093;1.3 Overig inkomen uit arbeid;3.2.1 Uitkering algemene bijstandswet;2014;;;;;;;0;0;
1094;1.3 Overig inkomen uit arbeid;3.2.1 Uitkering algemene bijstandswet;2015;;;;;;;0;1;
1095;1.3 Overig inkomen uit arbeid;3.2.2 Sociale voorzieningen, overig;2001;;;;;;;0;0;
1096;1.3 Overig inkomen uit arbeid;3.2.2 Sociale voorzieningen, overig;2002;;;;;;;0;0;0.0
1097;1.3 Overig inkomen uit arbeid;3.2.2 Sociale voorzieningen, overig;2003;;;;;;;0;0;0.0
1098;1.3 Overig inkomen uit arbeid;3.2.2 Sociale voorzieningen, overig;2004;;;;;;;0;0;
1099;1.3 Overig inkomen uit arbeid;3.2.2 Sociale voorzieningen, overig;2005;;;;;;;0;0;
1100;1.3 Overig inkomen uit arbeid;3.2.2 Sociale voorzieningen, overig;2006;;;;;;;0;0;
1101;1.3 Overig inkomen uit arbeid;3.2.2 Sociale voorzieningen, overig;2007;;;;;;;0;0;
1102;1.3 Overig inkomen uit arbeid;3.2.2 Sociale voorzieningen, overig;2008;;;;;;;0;0;
1103;1.3 Overig inkomen uit arbeid;3.2.2 Sociale voorzieningen, overig;2009;;;;;;;0;0;
1104;1.3 Overig inkomen uit arbeid;3.2.2 Sociale voorzieningen, overig;2010;;;;;;;0;0;
1105;1.3 Overig inkomen uit arbeid;3.2.2 Sociale voorzieningen, overig;2011;;;;;;;0;0;
1106;1.3 Overig inkomen uit arbeid;3.2.2 Sociale voorzieningen, overig;2012;;;;;;;0;0;
1107;1.3 Overig inkomen uit arbeid;3.2.2 Sociale voorzieningen, overig;2013;;;;;;;0;0;
1108;1.3 Overig inkomen uit arbeid;3.2.2 Sociale voorzieningen, overig;2014;;;;;;;0;0;
1109;1.3 Overig inkomen uit arbeid;3.2.2 Sociale voorzieningen, overig;2015;;;;;;;0;0;
1110;1.3 Overig inkomen uit arbeid;3.3 Overig overdrachtsinkomen;2001;;;;;;;0;1;
1111;1.3 Overig inkomen uit arbeid;3.3 Overig overdrachtsinkomen;2002;;;;;;;0;1;
1112;1.3 Overig inkomen uit arbeid;3.3 Overig overdrachtsinkomen;2003;;;;;;;0;0;
1113;1.3 Overig inkomen uit arbeid;3.3 Overig overdrachtsinkomen;2004;;;;;;;0;0;
1114;1.3 Overig inkomen uit arbeid;3.3 Overig overdrachtsinkomen;2005;;;;;;;0;1;
1115;1.3 Overig inkomen uit arbeid;3.3 Overig overdrachtsinkomen;2006;;;;;;;0;1;
1116;1.3 Overig inkomen uit arbeid;3.3 Overig overdrachtsinkomen;2007;;;;;;;0;0;
1117;1.3 Overig inkomen uit arbeid;3.3 Overig overdrachtsinkomen;2008;;;;;;;0;1;
1118;1.3 Overig inkomen uit arbeid;3.3 Overig overdrachtsinkomen;2009;;;;;;;0;1;
1119;1.3 Overig inkomen uit arbeid;3.3 Overig overdrachtsinkomen;2010;;;;;;;0;0;
1120;1.3 Overig inkomen uit arbeid;3.3 Overig overdrachtsinkomen;2011;;;;;;;0;1;
1121;1.3 Overig inkomen uit arbeid;3.3 Overig overdrachtsinkomen;2012;;;;;;;0;0;
1122;1.3 Overig inkomen uit arbeid;3.3 Overig overdrachtsinkomen;2013;;;;;;;0;1;
1123;1.3 Overig inkomen uit arbeid;3.3 Overig overdrachtsinkomen;2014;;;;;;;0;1;
1124;1.3 Overig inkomen uit arbeid;3.3 Overig overdrachtsinkomen;2015;;;;;;;0;1;
1125;2 Inkomen uit eigen onderneming;Totaal personen;2001;2.9;-38.0;-16.8;2.9;23.6;54.0;13;100;46.0
1126;2 Inkomen uit eigen onderneming;Totaal personen;2002;-1.0;-40.0;-18.9;-1.0;15.2;40.0;13;100;52.0
1127;2 Inkomen uit eigen onderneming;Totaal personen;2003;-2.6;-38.0;-18.4;-2.6;11.9;34.0;13;100;55.0
1128;2 Inkomen uit eigen onderneming;Totaal personen;2004;2.1;-33.0;-13.9;2.1;21.7;61.0;13;100;46.0
1129;2 Inkomen uit eigen onderneming;Totaal personen;2005;1.1;-37.0;-15.3;1.1;20.1;57.0;13;100;48.0
1130;2 Inkomen uit eigen onderneming;Totaal personen;2006;3.2;-38.0;-13.9;3.2;20.4;49.0;14;100;45.0
1131;2 Inkomen uit eigen onderneming;Totaal personen;2007;5.8;-28.0;-8.2;5.8;24.6;54.0;14;100;39.0
1132;2 Inkomen uit eigen onderneming;Totaal personen;2008;0.4;-39.0;-16.2;0.4;15.6;40.0;14;100;49.0
1133;2 Inkomen uit eigen onderneming;Totaal personen;2009;-2.8;-43.0;-20.8;-2.8;12.5;38.0;15;100;55.0
1134;2 Inkomen uit eigen onderneming;Totaal personen;2010;-1.9;-39.0;-17.9;-1.9;14.9;45.0;15;100;54.0
1135;2 Inkomen uit eigen onderneming;Totaal personen;2011;-1.0;-38.0;-16.2;-1.0;15.0;46.0;15;100;52.0
1136;2 Inkomen uit eigen onderneming;Totaal personen;2012;-3.1;-38.0;-17.7;-3.1;11.6;37.0;15;100;57.0
1137;2 Inkomen uit eigen onderneming;Totaal personen;2013;-2.7;-37.0;-17.5;-2.7;11.8;37.0;16;100;55.0
1138;2 Inkomen uit eigen onderneming;Totaal personen;2014;2.1;-33.0;-13.0;2.1;18.7;47.0;16;100;46.0
1139;2 Inkomen uit eigen onderneming;Totaal personen;2015;-0.2;-33.0;-13.6;-0.2;13.3;35.0;16;100;50.0
1140;2 Inkomen uit eigen onderneming;1 Inkomen uit arbeid;2001;-5.8;-66.0;-34.0;-5.8;19.4;48.0;1;9;56.0
1141;2 Inkomen uit eigen onderneming;1 Inkomen uit arbeid;2002;-14.9;-68.0;-44.4;-14.9;6.0;30.0;1;9;67.0
1142;2 Inkomen uit eigen onderneming;1 Inkomen uit arbeid;2003;-14.5;-62.0;-40.8;-14.5;5.4;30.0;1;8;68.0
1143;2 Inkomen uit eigen onderneming;1 Inkomen uit arbeid;2004;-8.5;-55.0;-32.2;-8.5;11.1;41.0;1;8;63.0
1144;2 Inkomen uit eigen onderneming;1 Inkomen uit arbeid;2005;-22.7;-67.0;-48.1;-22.7;0.2;28.0;1;9;74.0
1145;2 Inkomen uit eigen onderneming;1 Inkomen uit arbeid;2006;-23.7;-65.0;-46.8;-23.7;1.9;23.0;1;10;72.0
1146;2 Inkomen uit eigen onderneming;1 Inkomen uit arbeid;2007;-15.9;-59.0;-42.8;-15.9;8.5;36.0;1;6;65.0
1147;2 Inkomen uit eigen onderneming;1 Inkomen uit arbeid;2008;-32.3;-75.0;-60.5;-32.3;-5.0;17.0;1;9;80.0
1148;2 Inkomen uit eigen onderneming;1 Inkomen uit arbeid;2009;-20.0;-67.0;-46.0;-20.0;1.6;22.0;2;10;73.0
1149;2 Inkomen uit eigen onderneming;1 Inkomen uit arbeid;2010;-16.8;-68.0;-44.1;-16.8;4.2;29.0;1;8;71.0
1150;2 Inkomen uit eigen onderneming;1 Inkomen uit arbeid;2011;-16.0;-67.0;-44.7;-16.0;7.1;32.0;1;7;68.0
1151;2 Inkomen uit eigen onderneming;1 Inkomen uit arbeid;2012;-19.0;-71.0;-46.7;-19.0;1.4;22.0;1;7;73.0
1152;2 Inkomen uit eigen onderneming;1 Inkomen uit arbeid;2013;-15.1;-69.0;-45.5;-15.1;5.6;36.0;1;8;68.0
1153;2 Inkomen uit eigen onderneming;1 Inkomen uit arbeid;2014;-9.2;-64.0;-39.5;-9.2;9.7;40.0;1;8;63.0
1154;2 Inkomen uit eigen onderneming;1 Inkomen uit arbeid;2015;-13.5;-62.0;-40.3;-13.5;6.4;33.0;1;7;66.0
1155;2 Inkomen uit eigen onderneming;1.1 Loon werknemer;2001;-3.7;-62.0;-31.7;-3.7;20.1;47.0;1;7;54.0
1156;2 Inkomen uit eigen onderneming;1.1 Loon werknemer;2002;-13.4;-67.0;-41.9;-13.4;7.5;31.0;1;7;65.0
1157;2 Inkomen uit eigen onderneming;1.1 Loon werknemer;2003;-11.3;-58.0;-34.2;-11.3;7.3;32.0;1;6;65.0
1158;2 Inkomen uit eigen onderneming;1.1 Loon werknemer;2004;-8.1;-53.0;-32.2;-8.1;11.5;42.0;1;7;62.0
1159;2 Inkomen uit eigen onderneming;1.1 Loon werknemer;2005;-19.3;-65.0;-46.2;-19.3;2.7;31.0;1;7;72.0
1160;2 Inkomen uit eigen onderneming;1.1 Loon werknemer;2006;-22.7;-64.0;-45.8;-22.7;2.6;24.0;1;8;72.0
1161;2 Inkomen uit eigen onderneming;1.1 Loon werknemer;2007;-12.4;-57.0;-40.0;-12.4;9.9;39.0;1;5;63.0
1162;2 Inkomen uit eigen onderneming;1.1 Loon werknemer;2008;-19.6;-68.0;-47.6;-19.6;1.0;22.0;1;6;74.0
1163;2 Inkomen uit eigen onderneming;1.1 Loon werknemer;2009;-15.9;-66.0;-41.6;-15.9;3.0;22.0;1;7;71.0
1164;2 Inkomen uit eigen onderneming;1.1 Loon werknemer;2010;-16.8;-66.0;-43.2;-16.8;4.1;26.0;1;6;71.0
1165;2 Inkomen uit eigen onderneming;1.1 Loon werknemer;2011;-14.6;-65.0;-42.5;-14.6;7.7;29.0;1;5;67.0
1166;2 Inkomen uit eigen onderneming;1.1 Loon werknemer;2012;-15.4;-71.0;-43.3;-15.4;2.8;23.0;1;5;72.0
1167;2 Inkomen uit eigen onderneming;1.1 Loon werknemer;2013;-12.0;-69.0;-42.9;-12.0;8.1;38.0;1;6;65.0
1168;2 Inkomen uit eigen onderneming;1.1 Loon werknemer;2014;-10.0;-64.0;-39.9;-10.0;8.7;38.0;1;6;63.0
1169;2 Inkomen uit eigen onderneming;1.1 Loon werknemer;2015;-12.8;-61.0;-37.8;-12.8;6.8;33.0;1;5;66.0
1170;2 Inkomen uit eigen onderneming;1.2 Loon ambtenaar;2001;;;;;;;0;1;
1171;2 Inkomen uit eigen onderneming;1.2 Loon ambtenaar;2002;;;;;;;0;1;
1172;2 Inkomen uit eigen onderneming;1.2 Loon ambtenaar;2003;-11.8;-67.0;-46.1;-11.8;1.7;11.0;0;1;72.0
1173;2 Inkomen uit eigen onderneming;1.2 Loon ambtenaar;2004;-6.2;-37.0;-22.3;-6.2;10.5;33.0;0;1;65.0
1174;2 Inkomen uit eigen onderneming;1.2 Loon ambtenaar;2005;-23.8;-64.0;-46.8;-23.8;0.2;32.0;0;1;75.0
1175;2 Inkomen uit eigen onderneming;1.2 Loon ambtenaar;2006;-18.3;-62.0;-46.9;-18.3;-0.7;18.0;0;1;77.0
