ID;Populatie;RegioS;Vervoerwijzen;Geslacht;Persoonskenmerken;Perioden;VerplaatsingenPerPersoonPerDag_1;AfstandPerPersoonPerDag_2;ReisduurPerPersoonPerDag_3
737;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkzaam: 30 uur of meer per week;1986;3.51;45.23;77.13
738;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkzaam: 30 uur of meer per week;1987;3.54;45.21;76.63
739;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkzaam: 30 uur of meer per week;1988;3.63;47.62;78.9
740;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkzaam: 30 uur of meer per week;1989;3.66;47.76;78.06
741;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkzaam: 30 uur of meer per week;1990;3.65;48.65;77.9
742;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkzaam: 30 uur of meer per week;1991;3.55;47.53;75.98
743;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkzaam: 30 uur of meer per week;1992;3.61;49.88;79.42
744;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkzaam: 30 uur of meer per week;1993;3.58;48.37;77.11
745;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkzaam: 30 uur of meer per week;1994;3.55;47.79;77.47
746;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkzaam: 30 uur of meer per week;1995;3.52;49.52;79.34
747;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkzaam: 30 uur of meer per week;1996;3.47;49.18;78.32
748;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkzaam: 30 uur of meer per week;1997;3.47;49.96;79.77
749;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkzaam: 30 uur of meer per week;1998;3.42;49.86;79.12
750;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkzaam: 30 uur of meer per week;1999;3.38;49.58;77.64
751;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkzaam: 30 uur of meer per week;2000;3.31;49.18;76.38
752;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkzaam: 30 uur of meer per week;2001;3.26;48.35;75.56
753;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkzaam: 30 uur of meer per week;2002;3.27;49.04;75.28
754;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkzaam: 30 uur of meer per week;2003;3.31;48.84;75.67
755;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkzaam: 30 uur of meer per week;2004;3.31;49.63;77.51
756;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkzaam: 30 uur of meer per week;2005;3.23;50.64;77.04
757;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkzaam: 30 uur of meer per week;2006;3.23;50.58;77.97
758;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkzaam: 30 uur of meer per week;2007;3.18;50.15;77.03
759;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkloos of werkzoekend;1985;3.1;25.84;61.31
760;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkloos of werkzoekend;1986;2.99;23.13;59.55
761;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkloos of werkzoekend;1987;3.28;25.05;63.11
762;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkloos of werkzoekend;1988;3.1;22.99;57.0
763;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkloos of werkzoekend;1989;3.35;22.63;62.89
764;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkloos of werkzoekend;1990;3.24;25.57;61.42
765;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkloos of werkzoekend;1991;3.44;32.36;76.42
766;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkloos of werkzoekend;1992;3.18;26.02;63.91
767;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkloos of werkzoekend;1993;3.39;24.31;65.02
768;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkloos of werkzoekend;1994;3.15;24.49;58.37
769;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkloos of werkzoekend;1995;3.24;25.2;59.44
770;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkloos of werkzoekend;1996;3.02;23.2;54.78
771;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkloos of werkzoekend;1997;3.03;24.34;58.6
772;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkloos of werkzoekend;1998;2.9;23.21;57.07
773;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkloos of werkzoekend;1999;2.74;22.63;54.26
774;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkloos of werkzoekend;2000;2.85;22.31;55.86
775;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkloos of werkzoekend;2001;2.83;21.49;53.43
776;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkloos of werkzoekend;2002;2.74;18.97;49.09
777;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkloos of werkzoekend;2003;2.88;24.84;55.71
778;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkloos of werkzoekend;2004;2.69;23.85;51.71
779;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkloos of werkzoekend;2005;2.6;23.49;51.85
780;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkloos of werkzoekend;2006;2.77;21.76;50.38
781;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkloos of werkzoekend;2007;2.54;20.17;48.02
782;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Scholier/student;1985;3.45;24.58;66.01
783;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Scholier/student;1986;3.39;24.99;66.55
784;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Scholier/student;1987;3.36;24.74;65.86
785;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Scholier/student;1988;3.34;24.92;65.65
786;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Scholier/student;1989;3.49;24.71;67.49
787;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Scholier/student;1990;3.56;26.85;68.99
788;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Scholier/student;1991;3.44;30.23;72.37
789;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Scholier/student;1992;3.39;28.97;70.08
790;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Scholier/student;1993;3.4;30.58;73.02
791;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Scholier/student;1994;3.59;24.85;62.24
792;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Scholier/student;1995;3.48;23.3;59.41
793;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Scholier/student;1996;3.48;23.21;58.48
794;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Scholier/student;1997;3.48;24.27;60.18
795;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Scholier/student;1998;3.46;24.04;58.38
796;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Scholier/student;1999;3.19;24.22;58.58
797;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Scholier/student;2000;3.15;23.59;57.05
798;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Scholier/student;2001;3.08;24.2;55.97
799;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Scholier/student;2002;3.04;23.55;55.08
800;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Scholier/student;2003;3.07;23.94;55.93
801;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Scholier/student;2004;3.04;25.06;57.02
802;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Scholier/student;2005;2.9;24.91;56.44
803;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Scholier/student;2006;2.9;22.84;53.82
804;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Scholier/student;2007;2.81;24.28;54.2
805;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkt in eigen huishouding;1985;2.73;17.3;44.25
806;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkt in eigen huishouding;1986;2.75;18.96;46.2
807;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkt in eigen huishouding;1987;2.72;17.7;44.25
808;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkt in eigen huishouding;1988;2.88;19.29;48.5
809;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkt in eigen huishouding;1989;2.89;19.69;47.96
810;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkt in eigen huishouding;1990;3.07;20.94;49.71
811;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkt in eigen huishouding;1991;2.87;20.29;47.75
812;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkt in eigen huishouding;1992;2.93;20.28;47.87
813;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkt in eigen huishouding;1993;2.97;19.28;46.8
814;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkt in eigen huishouding;1994;2.83;19.41;46.22
815;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkt in eigen huishouding;1995;2.8;19.97;46.73
816;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkt in eigen huishouding;1996;2.8;19.75;45.77
817;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkt in eigen huishouding;1997;2.78;20.6;47.51
818;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkt in eigen huishouding;1998;2.77;19.84;46.11
819;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkt in eigen huishouding;1999;3.37;23.53;52.52
820;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkt in eigen huishouding;2000;3.33;23.28;51.35
821;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkt in eigen huishouding;2001;3.26;22.19;49.87
822;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkt in eigen huishouding;2002;3.31;23.67;50.97
823;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkt in eigen huishouding;2003;3.32;22.96;50.73
824;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkt in eigen huishouding;2004;2.78;20.92;48.59
825;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkt in eigen huishouding;2005;2.96;21.05;47.83
826;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkt in eigen huishouding;2006;2.9;19.75;46.64
827;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Werkt in eigen huishouding;2007;2.95;20.97;48.65
828;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Gepensioneerd/VUT;1985;1.99;18.56;47.72
829;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Gepensioneerd/VUT;1986;2.06;20.83;51.24
830;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Gepensioneerd/VUT;1987;2.11;20.33;50.31
831;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Gepensioneerd/VUT;1988;2.11;20.39;51.51
832;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Gepensioneerd/VUT;1989;2.34;22.26;55.59
833;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Gepensioneerd/VUT;1990;2.4;21.55;55.25
834;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Gepensioneerd/VUT;1991;2.32;23.11;54.83
835;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Gepensioneerd/VUT;1992;2.18;20.09;51.12
836;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Gepensioneerd/VUT;1993;2.18;18.76;48.28
837;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Gepensioneerd/VUT;1994;2.43;23.19;54.8
838;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Gepensioneerd/VUT;1995;2.39;24.19;55.18
839;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Gepensioneerd/VUT;1996;2.38;23.33;53.69
840;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Gepensioneerd/VUT;1997;2.36;24.5;55.89
841;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Gepensioneerd/VUT;1998;2.39;24.25;54.42
842;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Gepensioneerd/VUT;1999;2.28;19.42;46.02
843;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Gepensioneerd/VUT;2000;2.27;19.17;46.18
844;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Gepensioneerd/VUT;2001;2.3;19.43;45.9
845;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Gepensioneerd/VUT;2002;2.25;19.19;44.95
846;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Gepensioneerd/VUT;2003;2.28;19.57;45.61
847;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Gepensioneerd/VUT;2004;2.47;23.89;52.55
848;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Gepensioneerd/VUT;2005;2.47;21.44;49.97
849;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Gepensioneerd/VUT;2006;2.56;23.66;52.11
850;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Gepensioneerd/VUT;2007;2.57;22.87;52.24
851;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;WAO-er;1985;2.4;20.75;51.75
852;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;WAO-er;1986;2.47;21.73;51.19
853;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;WAO-er;1987;2.5;22.17;52.47
854;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;WAO-er;1988;2.38;25.99;59.2
855;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;WAO-er;1989;2.55;22.68;55.04
856;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;WAO-er;1990;2.7;22.45;55.14
857;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;WAO-er;1991;2.6;23.01;54.35
858;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;WAO-er;1992;2.55;26.46;54.43
859;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;WAO-er;1993;2.55;25.55;54.86
860;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;WAO-er;1994;2.52;22.17;50.85
861;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;WAO-er;1995;2.38;21.5;48.83
862;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;WAO-er;1996;2.41;21.17;48.77
863;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;WAO-er;1997;2.39;20.72;47.68
864;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;WAO-er;1998;2.38;20.81;46.56
865;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;WAO-er;1999;2.95;24.93;57.63
866;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;WAO-er;2000;2.91;22.89;53.8
867;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;WAO-er;2001;2.87;22.94;54.77
868;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;WAO-er;2002;2.89;22.02;52.2
869;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;WAO-er;2003;2.9;23.11;52.65
870;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;WAO-er;2004;2.61;24.38;52.74
871;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;WAO-er;2005;2.67;20.28;50.09
872;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;WAO-er;2006;2.78;22.48;51.84
873;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;WAO-er;2007;2.75;20.14;49.49
874;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen met een studentenweekkaart;1985;;;
875;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen met een studentenweekkaart;1986;;;
876;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen met een studentenweekkaart;1987;;;
877;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen met een studentenweekkaart;1988;;;
878;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen met een studentenweekkaart;1989;;;
879;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen met een studentenweekkaart;1990;;;
880;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen met een studentenweekkaart;1991;;;
881;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen met een studentenweekkaart;1992;;;
882;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen met een studentenweekkaart;1993;;;
883;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen met een studentenweekkaart;1994;;;
884;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen met een studentenweekkaart;1995;3.52;42.15;86.87
885;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen met een studentenweekkaart;1996;3.42;42.78;87.06
886;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen met een studentenweekkaart;1997;3.47;45.04;90.74
887;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen met een studentenweekkaart;1998;3.44;44.3;88.82
888;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen met een studentenweekkaart;1999;3.26;47.05;89.46
889;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen met een studentenweekkaart;2000;3.19;46.94;87.18
890;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen met een studentenweekkaart;2001;3.07;49.9;88.83
891;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen met een studentenweekkaart;2002;3.08;47.55;85.61
892;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen met een studentenweekkaart;2003;3.11;47.57;86.26
893;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen met een studentenweekkaart;2004;3.07;47.44;88.57
894;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen met een studentenweekkaart;2005;2.83;44.66;85.12
895;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen met een studentenweekkaart;2006;2.78;41.56;82.14
896;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen met een studentenweekkaart;2007;2.58;43.43;82.06
897;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen met een studentenweekendkaart;1985;;;
898;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen met een studentenweekendkaart;1986;;;
899;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen met een studentenweekendkaart;1987;;;
900;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen met een studentenweekendkaart;1988;;;
901;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen met een studentenweekendkaart;1989;;;
902;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen met een studentenweekendkaart;1990;;;
903;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen met een studentenweekendkaart;1991;;;
904;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen met een studentenweekendkaart;1992;;;
905;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen met een studentenweekendkaart;1993;;;
906;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen met een studentenweekendkaart;1994;;;
907;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen met een studentenweekendkaart;1995;3.63;30.72;67.97
908;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen met een studentenweekendkaart;1996;3.55;31.24;70.05
909;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen met een studentenweekendkaart;1997;3.81;35.68;75.5
910;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen met een studentenweekendkaart;1998;3.69;33.95;73.95
911;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen met een studentenweekendkaart;1999;3.31;37.12;71.39
912;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen met een studentenweekendkaart;2000;3.8;39.59;77.81
913;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen met een studentenweekendkaart;2001;3.51;43.7;81.32
914;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen met een studentenweekendkaart;2002;3.38;40.0;80.0
915;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen met een studentenweekendkaart;2003;3.75;56.2;94.63
916;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen met een studentenweekendkaart;2004;3.56;34.57;79.37
917;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen met een studentenweekendkaart;2005;3.09;37.87;83.45
918;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen met een studentenweekendkaart;2006;2.95;30.12;62.36
919;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen met een studentenweekendkaart;2007;2.91;44.81;72.08
920;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen zonder studenten-OV-kaart;1985;;;
921;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen zonder studenten-OV-kaart;1986;;;
922;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen zonder studenten-OV-kaart;1987;;;
923;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen zonder studenten-OV-kaart;1988;;;
924;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen zonder studenten-OV-kaart;1989;;;
925;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen zonder studenten-OV-kaart;1990;;;
926;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen zonder studenten-OV-kaart;1991;;;
927;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen zonder studenten-OV-kaart;1992;;;
928;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen zonder studenten-OV-kaart;1993;;;
929;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen zonder studenten-OV-kaart;1994;;;
930;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen zonder studenten-OV-kaart;1995;3.15;30.97;60.71
931;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen zonder studenten-OV-kaart;1996;3.14;30.8;59.83
932;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen zonder studenten-OV-kaart;1997;3.15;31.89;61.83
933;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen zonder studenten-OV-kaart;1998;3.13;31.59;60.74
934;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen zonder studenten-OV-kaart;1999;3.15;31.96;60.89
935;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen zonder studenten-OV-kaart;2000;3.1;31.54;59.92
936;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen zonder studenten-OV-kaart;2001;3.07;31.17;59.05
937;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen zonder studenten-OV-kaart;2002;3.07;31.3;58.47
938;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen zonder studenten-OV-kaart;2003;3.09;31.35;58.98
939;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen zonder studenten-OV-kaart;2004;3.06;32.19;60.36
940;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen zonder studenten-OV-kaart;2005;3.01;31.9;59.45
941;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen zonder studenten-OV-kaart;2006;3.04;31.98;60.1
942;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Personen zonder studenten-OV-kaart;2007;3.01;32.09;59.79
943;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Geen rijbewijs en/of geen auto;1985;2.49;18.1;51.55
944;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Geen rijbewijs en/of geen auto;1986;2.56;19.7;54.81
945;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Geen rijbewijs en/of geen auto;1987;2.61;19.98;55.27
946;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Geen rijbewijs en/of geen auto;1988;2.63;20.52;57.31
947;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Geen rijbewijs en/of geen auto;1989;2.72;19.98;56.16
948;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Geen rijbewijs en/of geen auto;1990;2.77;20.69;57.81
949;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Geen rijbewijs en/of geen auto;1991;2.73;23.67;60.1
950;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Geen rijbewijs en/of geen auto;1992;2.66;23.04;58.97
951;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Geen rijbewijs en/of geen auto;1993;2.71;22.1;58.68
952;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Geen rijbewijs en/of geen auto;1994;2.67;22.51;57.32
953;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Geen rijbewijs en/of geen auto;1995;2.63;22.25;57.0
954;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Geen rijbewijs en/of geen auto;1996;2.62;22.48;56.81
955;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Geen rijbewijs en/of geen auto;1997;2.63;23.6;59.28
956;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Geen rijbewijs en/of geen auto;1998;2.58;23.23;57.72
957;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Geen rijbewijs en/of geen auto;1999;2.5;21.4;53.36
958;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Geen rijbewijs en/of geen auto;2000;2.46;21.5;53.82
959;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Geen rijbewijs en/of geen auto;2001;2.45;21.45;53.24
960;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Geen rijbewijs en/of geen auto;2002;2.4;21.34;52.36
961;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Geen rijbewijs en/of geen auto;2003;2.43;21.88;53.37
962;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Geen rijbewijs en/of geen auto;2004;2.37;20.94;54.01
963;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Geen rijbewijs en/of geen auto;2005;2.33;19.52;51.65
964;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Geen rijbewijs en/of geen auto;2006;2.37;20.72;52.8
965;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Geen rijbewijs en/of geen auto;2007;2.35;21.18;53.61
966;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;1;Wel rijbewijs en soms auto beschikbaar;1985;3.16;24.65;53.97
