ID;TypeOfSelfEmployment;BranchesSIC2008;PersonCharacteristics;Sex;Periods;SelfEmployedPersons_1;AveragePersonalIncome_2;MedianPersonalIncome_3;AverageSelfEmployedIncome_4;MedianSelfEmployedIncome_5;AverageEquivalisedIncome_6;MedianEquivalisedIncome_7;SelfEmployedWithCompanyCapital_8;MedianWealth_9;MedianCompanyCapital_10;SelfEmployedPersons_11;AveragePersonalIncome_12;MedianPersonalIncome_13;AverageSelfEmployedIncome_14;MedianSelfEmployedIncome_15;AverageEquivalisedIncome_16;MedianEquivalisedIncome_17;SelfEmployedPersonsWithCompCapital_18;MedianWealth_19;MedianCompanyCapital_20
3024;Self-employed;B-E Industry (no construction), energy;Equivalised income: 4th 10%-group;Total male and female;2022;3.1;26.9;24.2;25.7;22.8;26.2;26.3;2.7;202.1;17.6;4.5;28.1;25.7;18.4;12.0;26.2;26.3;3.4;202.3;15.0
3025;Self-employed;B-E Industry (no construction), energy;Equivalised income: 4th 10%-group;Total male and female;2023;3.3;30.9;27.6;29.9;26.5;28.4;28.4;2.9;207.8;18.6;4.7;31.5;29.0;21.7;14.4;28.4;28.4;3.6;208.5;15.4
3026;Self-employed;B-E Industry (no construction), energy;Equivalised income: 4th 10%-group;Male;2007;1.2;25.3;23.1;25.2;23.1;16.9;16.9;1.1;146.5;11.7;1.5;25.6;23.4;21.0;19.4;16.9;16.9;1.3;148.2;10.5
3027;Self-employed;B-E Industry (no construction), energy;Equivalised income: 4th 10%-group;Male;2008;1.3;27.6;25.0;27.9;25.6;17.5;17.5;1.2;137.8;13.9;1.6;27.6;25.7;22.9;20.7;17.5;17.5;1.4;135.7;10.9
3028;Self-employed;B-E Industry (no construction), energy;Equivalised income: 4th 10%-group;Male;2009;1.5;25.5;23.1;26.1;23.8;17.7;17.8;1.4;108.9;13.3;1.8;25.8;23.4;21.7;19.7;17.7;17.8;1.7;111.9;11.4
3029;Self-employed;B-E Industry (no construction), energy;Equivalised income: 4th 10%-group;Male;2010;1.7;26.3;23.5;26.6;23.8;17.7;17.7;;;;2.1;26.6;24.2;21.6;19.4;17.7;17.7;;;
3030;Self-employed;B-E Industry (no construction), energy;Equivalised income: 4th 10%-group;Male;2011;1.7;25.3;22.4;25.8;22.8;19.2;19.2;1.6;88.2;9.7;2.2;25.8;23.6;20.4;18.4;19.2;19.3;2.0;88.2;8.5
3031;Self-employed;B-E Industry (no construction), energy;Equivalised income: 4th 10%-group;Male;2012;1.8;24.9;22.6;25.3;23.2;19.3;19.4;1.7;70.4;11.9;2.3;25.7;23.7;20.2;18.7;19.4;19.4;2.1;70.1;10.1
3032;Self-employed;B-E Industry (no construction), energy;Equivalised income: 4th 10%-group;Male;2013;2.0;25.3;22.0;25.4;22.3;19.4;19.4;1.9;56.2;12.7;2.5;25.6;22.9;21.0;18.9;19.4;19.4;2.3;53.7;11.0
3033;Self-employed;B-E Industry (no construction), energy;Equivalised income: 4th 10%-group;Male;2014;2.0;25.8;22.9;25.9;22.8;19.9;19.9;1.8;50.3;10.0;2.5;26.1;23.6;20.9;19.2;19.9;19.9;2.3;45.6;8.9
3034;Self-employed;B-E Industry (no construction), energy;Equivalised income: 4th 10%-group;Male;2015;1.9;26.8;22.9;26.8;23.3;20.2;20.2;1.7;59.8;12.1;2.4;27.2;24.1;21.6;18.1;20.2;20.2;2.2;55.1;10.0
3035;Self-employed;B-E Industry (no construction), energy;Equivalised income: 4th 10%-group;Male;2016;1.9;26.4;23.1;26.2;23.1;20.8;20.8;1.7;61.2;11.2;2.4;26.9;24.1;20.9;18.1;20.9;20.9;2.1;57.0;9.3
3036;Self-employed;B-E Industry (no construction), energy;Equivalised income: 4th 10%-group;Male;2017;1.9;26.2;23.6;25.9;22.9;21.4;21.4;1.7;66.6;13.7;2.4;27.0;24.6;20.8;18.4;21.4;21.4;2.1;63.3;10.9
3037;Self-employed;B-E Industry (no construction), energy;Equivalised income: 4th 10%-group;Male;2018;1.8;26.6;23.6;26.1;23.4;21.8;21.8;1.7;76.4;13.3;2.4;27.6;25.1;20.6;18.2;21.8;21.8;2.1;74.5;11.5
3038;Self-employed;B-E Industry (no construction), energy;Equivalised income: 4th 10%-group;Male;2019;2.0;28.0;24.9;27.4;24.7;22.8;22.8;1.8;87.0;12.9;2.8;28.8;26.3;20.9;18.3;22.8;22.8;2.2;83.1;11.2
3039;Self-employed;B-E Industry (no construction), energy;Equivalised income: 4th 10%-group;Male;2020;2.1;28.5;25.6;27.1;24.2;23.7;23.8;1.9;107.9;15.3;2.9;29.1;26.2;20.0;16.1;23.7;23.8;2.4;109.7;13.0
3040;Self-employed;B-E Industry (no construction), energy;Equivalised income: 4th 10%-group;Male;2021;2.2;30.2;27.6;29.2;26.4;24.7;24.8;2.0;123.2;14.7;3.1;30.4;28.0;21.1;17.2;24.7;24.8;2.5;127.9;12.2
3041;Self-employed;B-E Industry (no construction), energy;Equivalised income: 4th 10%-group;Male;2022;2.3;31.3;28.4;30.4;27.6;26.2;26.3;2.1;184.8;18.1;3.3;31.9;29.1;22.1;18.6;26.2;26.2;2.6;198.1;16.0
3042;Self-employed;B-E Industry (no construction), energy;Equivalised income: 4th 10%-group;Male;2023;2.5;36.3;33.8;35.7;32.9;28.4;28.4;2.2;201.4;20.0;3.5;36.0;33.2;26.4;22.6;28.4;28.4;2.7;211.2;17.0
3043;Self-employed;B-E Industry (no construction), energy;Equivalised income: 4th 10%-group;Female;2007;0.4;10.0;9.6;8.6;7.5;16.8;16.8;0.4;171.2;10.1;0.5;12.0;11.7;7.3;5.8;16.8;16.8;0.5;163.3;9.4
3044;Self-employed;B-E Industry (no construction), energy;Equivalised income: 4th 10%-group;Female;2008;0.4;11.4;9.2;9.9;8.0;17.5;17.5;0.4;149.9;11.7;0.5;13.0;11.7;8.3;6.0;17.5;17.5;0.5;142.4;9.6
3045;Self-employed;B-E Industry (no construction), energy;Equivalised income: 4th 10%-group;Female;2009;0.4;10.9;10.0;9.7;8.1;17.7;17.8;0.4;144.5;9.0;0.6;12.9;12.3;8.3;6.1;17.7;17.8;0.5;142.3;8.9
3046;Self-employed;B-E Industry (no construction), energy;Equivalised income: 4th 10%-group;Female;2010;0.5;11.2;9.9;9.7;7.7;17.6;17.6;;;;0.7;13.2;12.3;7.8;5.5;17.6;17.7;;;
3047;Self-employed;B-E Industry (no construction), energy;Equivalised income: 4th 10%-group;Female;2011;0.6;10.4;8.5;8.9;6.4;19.2;19.2;0.5;105.2;7.6;0.7;12.6;10.8;7.5;5.4;19.2;19.2;0.7;99.5;6.5
3048;Self-employed;B-E Industry (no construction), energy;Equivalised income: 4th 10%-group;Female;2012;0.6;11.2;9.9;9.7;8.5;19.3;19.3;0.6;96.8;11.0;0.7;13.1;12.0;8.0;5.8;19.3;19.3;0.7;79.9;9.4
3049;Self-employed;B-E Industry (no construction), energy;Equivalised income: 4th 10%-group;Female;2013;0.7;10.4;9.6;8.9;7.2;19.4;19.5;0.6;81.6;10.8;0.8;12.6;11.6;7.4;5.3;19.4;19.5;0.7;63.1;8.7
3050;Self-employed;B-E Industry (no construction), energy;Equivalised income: 4th 10%-group;Female;2014;0.6;9.4;8.2;7.8;6.0;19.9;19.9;0.6;69.8;7.1;0.8;11.5;10.4;6.6;4.5;19.9;19.9;0.7;63.8;6.6
3051;Self-employed;B-E Industry (no construction), energy;Equivalised income: 4th 10%-group;Female;2015;0.6;10.3;9.2;8.3;6.2;20.2;20.3;0.5;67.4;9.5;0.8;12.8;12.0;6.7;5.0;20.2;20.3;0.7;55.5;7.9
3052;Self-employed;B-E Industry (no construction), energy;Equivalised income: 4th 10%-group;Female;2016;0.6;10.5;9.5;8.8;7.0;21.0;21.1;0.5;66.8;9.3;0.8;13.5;12.3;7.2;5.1;20.9;21.0;0.7;52.0;7.2
3053;Self-employed;B-E Industry (no construction), energy;Equivalised income: 4th 10%-group;Female;2017;0.6;10.6;9.7;8.7;6.9;21.3;21.4;0.6;80.8;10.5;0.8;12.9;11.8;7.2;4.8;21.3;21.3;0.7;68.6;8.9
3054;Self-employed;B-E Industry (no construction), energy;Equivalised income: 4th 10%-group;Female;2018;0.7;11.4;10.3;9.1;6.8;21.7;21.8;0.6;74.6;10.3;0.8;14.1;12.8;7.6;5.1;21.8;21.8;0.7;68.3;8.7
3055;Self-employed;B-E Industry (no construction), energy;Equivalised income: 4th 10%-group;Female;2019;0.7;11.6;10.3;9.6;7.2;22.8;22.8;0.6;102.7;10.6;1.0;14.9;13.6;7.0;4.5;22.8;22.8;0.8;83.3;9.1
3056;Self-employed;B-E Industry (no construction), energy;Equivalised income: 4th 10%-group;Female;2020;0.7;12.2;11.0;9.2;7.1;23.7;23.7;0.6;111.8;12.8;1.1;15.6;14.2;6.4;3.6;23.7;23.7;0.8;98.9;10.1
3057;Self-employed;B-E Industry (no construction), energy;Equivalised income: 4th 10%-group;Female;2021;0.8;12.3;10.7;9.9;7.2;24.8;24.9;0.6;142.6;11.8;1.1;15.9;14.5;7.0;4.0;24.8;24.9;0.9;125.8;10.1
3058;Self-employed;B-E Industry (no construction), energy;Equivalised income: 4th 10%-group;Female;2022;0.7;13.3;12.0;10.8;7.9;26.2;26.3;0.6;244.9;15.6;1.2;17.1;15.2;7.6;3.9;26.2;26.3;0.8;213.5;12.6
3059;Self-employed;B-E Industry (no construction), energy;Equivalised income: 4th 10%-group;Female;2023;0.8;;;;;;;0.7;233.5;13.6;1.2;;17.2;;4.3;;28.4;0.9;202.7;11.7
3060;Self-employed;B-E Industry (no construction), energy;Equivalised income: 5th 10%-group;Total male and female;2007;2.2;24.6;22.3;24.1;22.0;18.9;18.9;2.0;170.5;15.0;2.7;24.8;22.6;20.0;18.0;18.9;18.9;2.5;163.0;12.1
3061;Self-employed;B-E Industry (no construction), energy;Equivalised income: 5th 10%-group;Total male and female;2008;2.3;25.5;23.4;25.7;23.6;19.5;19.5;2.2;151.3;16.4;2.9;26.0;24.0;21.3;19.0;19.5;19.5;2.7;148.6;12.9
3062;Self-employed;B-E Industry (no construction), energy;Equivalised income: 5th 10%-group;Total male and female;2009;2.6;26.1;23.5;26.2;23.6;19.8;19.8;2.5;136.7;14.3;3.2;26.4;24.2;21.8;19.0;19.8;19.8;3.1;135.7;11.3
3063;Self-employed;B-E Industry (no construction), energy;Equivalised income: 5th 10%-group;Total male and female;2010;2.8;26.3;23.6;26.3;23.5;19.7;19.7;;;;3.5;26.6;24.5;21.7;18.5;19.7;19.7;;;
3064;Self-employed;B-E Industry (no construction), energy;Equivalised income: 5th 10%-group;Total male and female;2011;2.9;25.8;23.5;26.1;23.8;21.6;21.7;2.8;118.2;14.3;3.7;26.3;24.6;21.0;18.2;21.6;21.6;3.4;111.0;11.7
3065;Self-employed;B-E Industry (no construction), energy;Equivalised income: 5th 10%-group;Total male and female;2012;3.0;25.3;23.0;25.3;22.7;21.8;21.8;2.9;105.6;14.8;3.8;25.9;24.0;20.5;16.8;21.8;21.8;3.6;100.1;12.8
3066;Self-employed;B-E Industry (no construction), energy;Equivalised income: 5th 10%-group;Total male and female;2013;3.2;26.1;23.4;26.3;23.5;21.9;22.0;3.0;79.4;14.7;3.9;26.6;24.2;21.7;18.6;21.9;22.0;3.6;77.8;12.6
3067;Self-employed;B-E Industry (no construction), energy;Equivalised income: 5th 10%-group;Total male and female;2014;3.3;26.0;23.7;26.0;23.6;22.6;22.6;3.1;74.5;13.4;4.1;26.6;24.4;21.3;17.8;22.6;22.6;3.8;70.9;11.2
3068;Self-employed;B-E Industry (no construction), energy;Equivalised income: 5th 10%-group;Total male and female;2015;3.4;27.8;24.7;27.7;24.6;22.9;22.9;3.2;79.5;12.2;4.3;28.2;25.3;22.5;18.6;22.9;22.9;3.9;74.9;10.3
3069;Self-employed;B-E Industry (no construction), energy;Equivalised income: 5th 10%-group;Total male and female;2016;3.3;27.2;24.2;26.9;23.7;23.7;23.7;3.1;76.5;13.9;4.2;27.7;25.1;21.7;17.6;23.7;23.7;3.8;72.6;11.6
3070;Self-employed;B-E Industry (no construction), energy;Equivalised income: 5th 10%-group;Total male and female;2017;3.3;27.3;24.4;26.8;23.9;24.3;24.3;3.1;84.6;13.7;4.2;28.0;25.5;21.6;17.5;24.3;24.3;3.8;83.4;11.5
3071;Self-employed;B-E Industry (no construction), energy;Equivalised income: 5th 10%-group;Total male and female;2018;3.3;28.2;25.2;27.6;24.6;24.8;24.8;3.1;95.5;15.6;4.3;28.8;26.2;22.1;18.4;24.8;24.8;3.8;90.4;12.6
3072;Self-employed;B-E Industry (no construction), energy;Equivalised income: 5th 10%-group;Total male and female;2019;3.7;28.8;25.9;28.1;25.1;26.0;26.0;3.4;111.7;17.5;5.2;29.6;27.3;20.7;15.7;26.0;26.1;4.2;113.0;14.9
3073;Self-employed;B-E Industry (no construction), energy;Equivalised income: 5th 10%-group;Total male and female;2020;3.7;29.5;27.5;27.9;25.3;27.1;27.1;3.3;135.1;17.6;5.3;30.2;28.4;20.4;15.0;27.1;27.1;4.3;128.1;15.3
3074;Self-employed;B-E Industry (no construction), energy;Equivalised income: 5th 10%-group;Total male and female;2021;3.8;31.6;29.5;30.7;28.4;28.3;28.3;3.4;164.2;19.0;5.6;32.0;30.1;21.9;16.5;28.3;28.3;4.4;156.9;16.4
3075;Self-employed;B-E Industry (no construction), energy;Equivalised income: 5th 10%-group;Total male and female;2022;4.1;32.8;31.1;31.9;30.0;29.9;29.9;3.7;208.3;19.9;6.0;33.5;31.7;22.8;17.5;29.9;29.9;4.6;217.6;17.3
3076;Self-employed;B-E Industry (no construction), energy;Equivalised income: 5th 10%-group;Total male and female;2023;4.3;37.3;35.8;36.5;34.9;32.2;32.2;3.8;228.6;24.7;6.1;37.5;35.9;26.3;20.7;32.2;32.2;4.8;231.7;20.9
3077;Self-employed;B-E Industry (no construction), energy;Equivalised income: 5th 10%-group;Male;2007;1.6;29.1;27.2;29.0;27.2;18.9;18.9;1.5;165.9;15.7;2.0;29.0;27.0;24.3;23.1;18.9;18.9;1.8;159.1;12.7
3078;Self-employed;B-E Industry (no construction), energy;Equivalised income: 5th 10%-group;Male;2008;1.8;29.9;28.1;30.6;28.9;19.5;19.6;1.6;145.5;17.5;2.2;30.0;28.2;25.5;24.2;19.5;19.6;2.0;145.2;14.0
3079;Self-employed;B-E Industry (no construction), energy;Equivalised income: 5th 10%-group;Male;2009;2.0;30.3;28.4;30.9;29.0;19.8;19.8;1.9;133.7;15.4;2.4;30.2;28.5;26.0;24.1;19.8;19.8;2.3;133.8;12.1
3080;Self-employed;B-E Industry (no construction), energy;Equivalised income: 5th 10%-group;Male;2010;2.2;30.1;27.8;30.5;28.6;19.7;19.7;;;;2.6;30.2;28.4;25.5;23.5;19.7;19.7;;;
3081;Self-employed;B-E Industry (no construction), energy;Equivalised income: 5th 10%-group;Male;2011;2.2;30.0;28.0;30.9;28.8;21.6;21.7;2.1;111.0;14.7;2.8;30.2;28.6;25.1;23.5;21.6;21.7;2.5;108.4;12.5
3082;Self-employed;B-E Industry (no construction), energy;Equivalised income: 5th 10%-group;Male;2012;2.3;29.7;27.5;30.3;28.4;21.8;21.8;2.2;98.5;15.8;2.9;29.9;28.5;24.5;22.7;21.8;21.8;2.7;95.7;13.6
3083;Self-employed;B-E Industry (no construction), energy;Equivalised income: 5th 10%-group;Male;2013;2.4;30.2;27.5;30.9;28.1;21.9;22.0;2.3;74.6;15.3;3.0;30.2;28.0;25.5;23.3;21.9;22.0;2.8;76.4;13.2
3084;Self-employed;B-E Industry (no construction), energy;Equivalised income: 5th 10%-group;Male;2014;2.5;30.4;27.8;30.8;28.4;22.5;22.5;2.3;70.1;14.2;3.1;30.5;28.3;25.4;23.7;22.6;22.6;2.8;69.0;12.1
3085;Self-employed;B-E Industry (no construction), energy;Equivalised income: 5th 10%-group;Male;2015;2.6;32.3;29.2;32.6;29.8;22.9;22.9;2.5;74.8;12.7;3.3;32.1;29.3;26.5;24.3;22.9;22.9;3.0;73.3;10.7
3086;Self-employed;B-E Industry (no construction), energy;Equivalised income: 5th 10%-group;Male;2016;2.5;31.7;28.8;31.9;29.1;23.7;23.7;2.4;72.6;14.6;3.3;31.7;29.3;25.7;23.1;23.7;23.8;3.0;71.2;12.0
3087;Self-employed;B-E Industry (no construction), energy;Equivalised income: 5th 10%-group;Male;2017;2.5;32.1;28.8;32.0;28.7;24.3;24.3;2.3;80.3;14.7;3.2;32.2;29.4;25.7;23.6;24.3;24.4;2.9;83.1;12.4
3088;Self-employed;B-E Industry (no construction), energy;Equivalised income: 5th 10%-group;Male;2018;2.5;33.1;30.0;32.9;29.7;24.8;24.8;2.3;91.5;16.2;3.3;33.1;30.2;26.4;24.1;24.7;24.8;2.9;89.8;13.2
3089;Self-employed;B-E Industry (no construction), energy;Equivalised income: 5th 10%-group;Male;2019;2.8;33.8;30.8;33.6;30.6;26.0;26.1;2.5;107.1;18.5;3.9;34.0;31.2;25.0;22.5;26.0;26.1;3.2;114.5;15.6
3090;Self-employed;B-E Industry (no construction), energy;Equivalised income: 5th 10%-group;Male;2020;2.8;34.4;32.0;33.3;30.6;27.1;27.1;2.6;129.8;19.0;4.0;34.6;32.2;24.6;22.0;27.1;27.1;3.3;126.1;16.1
3091;Self-employed;B-E Industry (no construction), energy;Equivalised income: 5th 10%-group;Male;2021;2.9;36.7;34.1;36.2;33.4;28.3;28.4;2.7;156.2;20.0;4.2;36.5;34.2;26.4;23.7;28.3;28.4;3.3;151.8;16.6
3092;Self-employed;B-E Industry (no construction), energy;Equivalised income: 5th 10%-group;Male;2022;3.2;37.5;35.5;37.0;34.9;29.9;29.9;2.9;202.6;20.6;4.5;37.7;35.6;27.2;25.3;29.9;29.9;3.6;217.4;17.8
3093;Self-employed;B-E Industry (no construction), energy;Equivalised income: 5th 10%-group;Male;2023;3.4;42.4;40.8;42.1;40.2;32.2;32.2;3.1;220.4;25.3;4.7;42.0;40.1;31.1;29.8;32.2;32.2;3.7;230.9;21.3
3094;Self-employed;B-E Industry (no construction), energy;Equivalised income: 5th 10%-group;Female;2007;0.6;11.9;10.6;10.4;8.5;18.9;18.9;0.5;188.0;12.9;0.7;13.6;12.8;8.4;6.2;18.9;18.9;0.7;173.3;11.3
3095;Self-employed;B-E Industry (no construction), energy;Equivalised income: 5th 10%-group;Female;2008;0.6;12.3;10.7;10.9;9.2;19.5;19.5;0.5;162.8;12.1;0.7;14.6;13.3;9.0;6.5;19.5;19.5;0.7;152.0;9.9
3096;Self-employed;B-E Industry (no construction), energy;Equivalised income: 5th 10%-group;Female;2009;0.6;13.0;11.1;11.6;10.0;19.8;19.8;0.6;141.9;10.7;0.8;15.0;14.2;9.6;7.5;19.8;19.8;0.8;137.0;8.6
3097;Self-employed;B-E Industry (no construction), energy;Equivalised income: 5th 10%-group;Female;2010;0.6;12.9;11.4;11.7;10.0;19.7;19.7;;;;0.8;14.9;14.2;9.3;6.8;19.7;19.7;;;
3098;Self-employed;B-E Industry (no construction), energy;Equivalised income: 5th 10%-group;Female;2011;0.7;12.3;10.4;10.8;8.8;21.6;21.6;0.7;140.1;13.5;0.9;14.7;14.0;8.6;6.0;21.6;21.6;0.8;117.7;10.3
3099;Self-employed;B-E Industry (no construction), energy;Equivalised income: 5th 10%-group;Female;2012;0.7;11.5;9.8;9.8;7.7;21.7;21.7;0.7;130.4;12.0;0.9;13.7;12.2;8.0;5.5;21.8;21.8;0.9;111.2;9.7
3100;Self-employed;B-E Industry (no construction), energy;Equivalised income: 5th 10%-group;Female;2013;0.7;12.1;10.7;10.7;8.5;21.9;22.0;0.7;100.9;12.0;0.9;14.7;13.9;8.9;6.2;21.9;22.0;0.8;85.0;10.0
3101;Self-employed;B-E Industry (no construction), energy;Equivalised income: 5th 10%-group;Female;2014;0.8;12.2;10.8;10.7;8.4;22.6;22.6;0.7;96.8;11.4;1.0;14.7;13.8;8.7;6.0;22.6;22.6;0.9;79.4;9.3
3102;Self-employed;B-E Industry (no construction), energy;Equivalised income: 5th 10%-group;Female;2015;0.8;13.0;11.5;11.2;8.9;22.9;22.9;0.7;99.9;9.7;1.0;15.1;13.8;9.3;6.5;22.9;22.9;0.9;83.5;8.0
3103;Self-employed;B-E Industry (no construction), energy;Equivalised income: 5th 10%-group;Female;2016;0.8;12.4;11.0;10.4;8.4;23.7;23.7;0.7;92.6;11.9;1.0;14.7;13.5;8.5;5.9;23.7;23.7;0.9;76.6;10.1
3104;Self-employed;B-E Industry (no construction), energy;Equivalised income: 5th 10%-group;Female;2017;0.8;12.1;10.8;10.1;7.7;24.3;24.3;0.7;96.6;9.7;1.0;14.7;13.3;8.4;6.0;24.3;24.3;0.9;85.5;8.6
3105;Self-employed;B-E Industry (no construction), energy;Equivalised income: 5th 10%-group;Female;2018;0.8;12.6;11.3;10.7;9.0;24.8;24.9;0.7;111.8;13.3;1.0;15.2;14.2;8.6;6.0;24.8;24.9;0.9;93.7;9.7
3106;Self-employed;B-E Industry (no construction), energy;Equivalised income: 5th 10%-group;Female;2019;0.9;13.0;11.9;10.7;8.2;26.0;26.0;0.8;125.4;14.6;1.3;16.5;15.5;7.9;4.9;26.0;26.0;1.0;108.0;12.0
3107;Self-employed;B-E Industry (no construction), energy;Equivalised income: 5th 10%-group;Female;2020;0.9;13.5;11.9;10.3;7.4;27.0;27.0;0.8;151.1;14.3;1.3;16.8;15.5;7.4;4.4;27.0;27.0;1.0;136.5;13.1
3108;Self-employed;B-E Industry (no construction), energy;Equivalised income: 5th 10%-group;Female;2021;0.9;14.8;13.2;12.3;9.9;28.2;28.2;0.7;194.1;16.7;1.4;18.5;17.1;8.4;4.8;28.2;28.2;1.0;168.0;15.3
3109;Self-employed;B-E Industry (no construction), energy;Equivalised income: 5th 10%-group;Female;2022;0.9;16.2;14.3;13.8;11.3;29.8;29.8;0.8;227.2;17.6;1.5;20.5;19.0;9.3;5.2;29.8;29.8;1.1;217.6;15.4
3110;Self-employed;B-E Industry (no construction), energy;Equivalised income: 5th 10%-group;Female;2023;0.9;;;;;;;0.8;260.5;22.7;1.4;;21.2;;6.2;;32.2;1.0;238.8;19.2
3111;Self-employed;B-E Industry (no construction), energy;Equivalised income: 6th 10%-group;Total male and female;2007;2.8;28.3;26.3;27.9;25.9;21.1;21.1;2.6;183.0;20.6;3.5;28.4;26.4;23.3;20.4;21.1;21.1;3.2;182.8;16.9
3112;Self-employed;B-E Industry (no construction), energy;Equivalised income: 6th 10%-group;Total male and female;2008;3.0;29.7;27.6;29.8;27.9;21.8;21.8;2.9;176.7;20.3;3.7;29.8;27.8;25.2;22.7;21.8;21.8;3.4;174.4;17.2
3113;Self-employed;B-E Industry (no construction), energy;Equivalised income: 6th 10%-group;Total male and female;2009;3.3;29.6;27.1;29.7;27.7;22.2;22.1;3.2;140.5;17.8;4.0;29.4;27.1;24.9;22.6;22.1;22.1;3.8;138.2;15.0
3114;Self-employed;B-E Industry (no construction), energy;Equivalised income: 6th 10%-group;Total male and female;2010;3.6;29.9;27.4;29.8;27.3;22.0;22.1;;;;4.4;29.7;27.5;24.6;21.8;22.0;22.0;;;
3115;Self-employed;B-E Industry (no construction), energy;Equivalised income: 6th 10%-group;Total male and female;2011;3.7;29.7;27.5;30.0;27.4;24.2;24.3;3.5;131.5;17.4;4.6;29.9;27.7;24.7;21.8;24.2;24.3;4.3;132.2;14.6
3116;Self-employed;B-E Industry (no construction), energy;Equivalised income: 6th 10%-group;Total male and female;2012;3.7;29.1;27.0;29.3;27.1;24.4;24.4;3.5;117.9;18.0;4.7;29.7;27.7;23.7;20.9;24.4;24.4;4.3;115.5;15.0
3117;Self-employed;B-E Industry (no construction), energy;Equivalised income: 6th 10%-group;Total male and female;2013;4.0;30.6;27.9;30.7;28.0;24.6;24.6;3.8;105.4;20.2;5.0;30.6;28.2;25.1;21.6;24.6;24.6;4.7;101.3;16.5
3118;Self-employed;B-E Industry (no construction), energy;Equivalised income: 6th 10%-group;Total male and female;2014;4.0;30.6;28.3;30.6;28.0;25.4;25.4;3.8;87.6;15.9;5.0;30.9;28.9;25.2;22.0;25.4;25.4;4.7;87.4;13.5
3119;Self-employed;B-E Industry (no construction), energy;Equivalised income: 6th 10%-group;Total male and female;2015;4.0;31.7;29.3;31.6;29.0;25.8;25.9;3.8;96.2;16.5;5.1;31.7;29.3;25.5;22.3;25.8;25.8;4.6;96.1;14.1
3120;Self-employed;B-E Industry (no construction), energy;Equivalised income: 6th 10%-group;Total male and female;2016;4.1;32.0;29.5;31.7;29.3;26.8;26.8;3.9;100.7;18.6;5.2;32.3;30.0;26.0;22.7;26.8;26.8;4.7;97.0;15.4
3121;Self-employed;B-E Industry (no construction), energy;Equivalised income: 6th 10%-group;Total male and female;2017;4.2;31.6;29.5;31.3;29.1;27.5;27.5;3.9;103.5;16.5;5.3;32.1;30.1;25.6;22.7;27.5;27.5;4.8;101.9;14.2
3122;Self-employed;B-E Industry (no construction), energy;Equivalised income: 6th 10%-group;Total male and female;2018;4.2;33.1;31.2;32.8;30.8;27.9;27.9;3.9;119.9;20.9;5.5;33.6;31.7;26.3;23.1;27.9;27.9;4.9;114.9;16.9
3123;Self-employed;B-E Industry (no construction), energy;Equivalised income: 6th 10%-group;Total male and female;2019;4.5;33.8;32.4;33.3;31.3;29.3;29.3;4.2;142.8;21.6;6.3;34.3;32.9;24.9;20.6;29.3;29.3;5.2;141.1;17.3
3124;Self-employed;B-E Industry (no construction), energy;Equivalised income: 6th 10%-group;Total male and female;2020;4.6;34.6;32.9;33.6;31.3;30.5;30.5;4.2;151.6;22.3;6.5;35.0;33.6;24.5;20.3;30.5;30.5;5.4;143.1;18.8
3125;Self-employed;B-E Industry (no construction), energy;Equivalised income: 6th 10%-group;Total male and female;2021;4.8;36.5;35.5;35.9;34.8;31.9;31.8;4.4;180.7;24.0;7.1;36.7;35.8;25.5;21.8;31.9;31.9;5.6;180.0;20.4
3126;Self-employed;B-E Industry (no construction), energy;Equivalised income: 6th 10%-group;Total male and female;2022;5.0;38.8;38.6;38.1;38.0;33.6;33.7;4.5;251.1;27.6;7.3;39.0;38.5;27.1;23.2;33.7;33.7;5.7;247.7;23.2
3127;Self-employed;B-E Industry (no construction), energy;Equivalised income: 6th 10%-group;Total male and female;2023;5.4;43.1;43.2;42.4;42.9;36.1;36.2;5.0;265.6;33.5;7.9;42.6;42.1;30.2;27.1;36.1;36.2;6.2;261.4;26.1
3128;Self-employed;B-E Industry (no construction), energy;Equivalised income: 6th 10%-group;Male;2007;2.0;33.9;33.2;33.9;33.5;21.1;21.1;1.9;173.4;21.1;2.5;33.4;32.4;28.3;27.6;21.1;21.1;2.3;178.3;17.3
3129;Self-employed;B-E Industry (no construction), energy;Equivalised income: 6th 10%-group;Male;2008;2.2;35.3;34.1;35.8;35.1;21.8;21.8;2.1;169.9;20.9;2.7;35.0;33.7;30.3;29.9;21.8;21.8;2.6;168.5;17.4
3130;Self-employed;B-E Industry (no construction), energy;Equivalised income: 6th 10%-group;Male;2009;2.5;34.4;33.3;35.1;34.3;22.2;22.2;2.4;132.5;18.4;3.0;34.0;32.8;29.8;29.4;22.1;22.1;2.8;133.6;15.7
3131;Self-employed;B-E Industry (no construction), energy;Equivalised income: 6th 10%-group;Male;2010;2.7;34.6;33.2;34.9;33.7;22.0;22.1;;;;3.4;34.1;32.8;29.1;27.9;22.0;22.0;;;
3132;Self-employed;B-E Industry (no construction), energy;Equivalised income: 6th 10%-group;Male;2011;2.9;34.5;32.5;35.4;33.1;24.2;24.3;2.7;123.0;18.0;3.5;34.4;32.6;29.3;27.7;24.2;24.2;3.2;126.7;15.2
