ID;Geslacht;Migratieachtergrond;Onderwijssoort;Perioden;Leerlingen_1;VoortijdigSchoolverlaters_2;NietVoortijdigSchoolverlaters_3;VoortijdigSchoolverlatersPercentage_4
930;Totaal mannen en vrouwen;Westerse migratieachtergrond;Vavo vmbo-t met diploma;2015/'16;100;30;70;29.0
931;Totaal mannen en vrouwen;Westerse migratieachtergrond;Vavo vmbo-t met diploma;2016/'17;80;10;70;
932;Totaal mannen en vrouwen;Westerse migratieachtergrond;Vavo vmbo-t met diploma;2017/'18;100;20;80;22.0
933;Totaal mannen en vrouwen;Westerse migratieachtergrond;Vavo vmbo-t met diploma;2018/'19;80;20;60;25.0
934;Totaal mannen en vrouwen;Westerse migratieachtergrond;Vavo vmbo-t met diploma;2019/'20;100;20;80;23.0
935;Totaal mannen en vrouwen;Westerse migratieachtergrond;Vavo vmbo-t met diploma;2020/'21;70;20;50;25.0
936;Totaal mannen en vrouwen;Westerse migratieachtergrond;Vavo havo/vwo;2012/'13;1130;150;980;13.0
937;Totaal mannen en vrouwen;Westerse migratieachtergrond;Vavo havo/vwo;2013/'14;950;120;840;12.0
938;Totaal mannen en vrouwen;Westerse migratieachtergrond;Vavo havo/vwo;2014/'15;990;140;850;14.0
939;Totaal mannen en vrouwen;Westerse migratieachtergrond;Vavo havo/vwo;2015/'16;1060;150;910;14.0
940;Totaal mannen en vrouwen;Westerse migratieachtergrond;Vavo havo/vwo;2016/'17;1080;150;930;14.0
941;Totaal mannen en vrouwen;Westerse migratieachtergrond;Vavo havo/vwo;2017/'18;1070;170;900;16.0
942;Totaal mannen en vrouwen;Westerse migratieachtergrond;Vavo havo/vwo;2018/'19;1050;150;900;14.0
943;Totaal mannen en vrouwen;Westerse migratieachtergrond;Vavo havo/vwo;2019/'20;1070;130;950;12.0
944;Totaal mannen en vrouwen;Westerse migratieachtergrond;Vavo havo/vwo;2020/'21;700;100;600;14.0
945;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Totaal onderwijs;2012/'13;212940;9070;203870;4.0
946;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Totaal onderwijs;2013/'14;216110;8970;207150;4.0
947;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Totaal onderwijs;2014/'15;219440;8680;210770;4.0
948;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Totaal onderwijs;2015/'16;223230;8310;214920;4.0
949;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Totaal onderwijs;2016/'17;231280;8870;222400;4.0
950;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Totaal onderwijs;2017/'18;238180;9390;228800;4.0
951;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Totaal onderwijs;2018/'19;242610;9920;232700;4.0
952;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Totaal onderwijs;2019/'20;245150;8200;236950;3.0
953;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Totaal onderwijs;2020/'21;247190;8600;238590;3.0
954;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Totaal vmbo/havo/vwo;2012/'13;135520;1320;134200;1.0
955;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Totaal vmbo/havo/vwo;2013/'14;138490;1390;137090;1.0
956;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Totaal vmbo/havo/vwo;2014/'15;141580;1400;140180;1.0
957;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Totaal vmbo/havo/vwo;2015/'16;145330;1550;143780;1.0
958;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Totaal vmbo/havo/vwo;2016/'17;151080;1840;149240;1.0
959;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Totaal vmbo/havo/vwo;2017/'18;154430;1770;152660;1.0
960;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Totaal vmbo/havo/vwo;2018/'19;155090;1550;153550;1.0
961;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Totaal vmbo/havo/vwo;2019/'20;155850;1200;154650;1.0
962;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Totaal vmbo/havo/vwo;2020/'21;155970;1120;154860;1.0
963;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Leerjaar 1 en 2;2012/'13;62470;320;62150;1.0
964;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Leerjaar 1 en 2;2013/'14;63930;330;63600;1.0
965;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Leerjaar 1 en 2;2014/'15;65540;400;65140;1.0
966;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Leerjaar 1 en 2;2015/'16;66940;580;66360;1.0
967;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Leerjaar 1 en 2;2016/'17;70580;960;69610;1.0
968;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Leerjaar 1 en 2;2017/'18;72400;980;71430;1.0
969;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Leerjaar 1 en 2;2018/'19;71430;730;70700;1.0
970;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Leerjaar 1 en 2;2019/'20;70880;540;70340;1.0
971;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Leerjaar 1 en 2;2020/'21;70010;450;69560;1.0
972;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Vmbo 3-4 zonder diploma;2012/'13;23710;350;23360;1.0
973;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Vmbo 3-4 zonder diploma;2013/'14;23330;300;23030;1.0
974;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Vmbo 3-4 zonder diploma;2014/'15;23440;240;23200;1.0
975;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Vmbo 3-4 zonder diploma;2015/'16;23520;270;23250;1.0
976;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Vmbo 3-4 zonder diploma;2016/'17;23370;200;23170;1.0
977;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Vmbo 3-4 zonder diploma;2017/'18;23250;240;23010;1.0
978;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Vmbo 3-4 zonder diploma;2018/'19;23400;230;23170;1.0
979;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Vmbo 3-4 zonder diploma;2019/'20;21780;140;21630;1.0
980;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Vmbo 3-4 zonder diploma;2020/'21;21600;140;21460;1.0
981;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Vmbo 3-4 met diploma;2012/'13;15830;460;15380;3.0
982;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Vmbo 3-4 met diploma;2013/'14;16970;550;16420;3.0
983;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Vmbo 3-4 met diploma;2014/'15;17450;540;16920;3.0
984;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Vmbo 3-4 met diploma;2015/'16;17920;470;17440;3.0
985;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Vmbo 3-4 met diploma;2016/'17;18310;390;17920;2.0
986;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Vmbo 3-4 met diploma;2017/'18;17850;270;17590;2.0
987;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Vmbo 3-4 met diploma;2018/'19;17620;300;17310;2.0
988;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Vmbo 3-4 met diploma;2019/'20;19250;300;18960;2.0
989;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Vmbo 3-4 met diploma;2020/'21;18110;240;17870;1.0
990;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Havo 3-5/vwo 3-6;2012/'13;33510;200;33310;1.0
991;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Havo 3-5/vwo 3-6;2013/'14;34260;220;34040;1.0
992;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Havo 3-5/vwo 3-6;2014/'15;35150;210;34940;1.0
993;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Havo 3-5/vwo 3-6;2015/'16;36970;230;36740;1.0
994;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Havo 3-5/vwo 3-6;2016/'17;38820;280;38550;1.0
995;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Havo 3-5/vwo 3-6;2017/'18;40920;290;40630;1.0
996;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Havo 3-5/vwo 3-6;2018/'19;42650;290;42360;1.0
997;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Havo 3-5/vwo 3-6;2019/'20;43940;220;43720;0.0
998;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Havo 3-5/vwo 3-6;2020/'21;46260;290;45960;1.0
999;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Totaal mbo (incl. extranei);2012/'13;74070;7290;66780;10.0
1000;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Totaal mbo (incl. extranei);2013/'14;74430;7090;67340;10.0
1001;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Totaal mbo (incl. extranei);2014/'15;74540;6760;67780;9.0
1002;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Totaal mbo (incl. extranei);2015/'16;74630;6300;68330;8.0
1003;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Totaal mbo (incl. extranei);2016/'17;76680;6470;70210;8.0
1004;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Totaal mbo (incl. extranei);2017/'18;79760;6970;72800;9.0
1005;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Totaal mbo (incl. extranei);2018/'19;83480;7760;75720;9.0
1006;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Totaal mbo (incl. extranei);2019/'20;85300;6520;78780;8.0
1007;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Totaal mbo (incl. extranei);2020/'21;88840;7110;81730;8.0
1008;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Entreeopleiding (incl. extranei);2012/'13;5240;1660;3580;32.0
1009;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Entreeopleiding (incl. extranei);2013/'14;5000;1710;3280;34.0
1010;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Entreeopleiding (incl. extranei);2014/'15;4600;1640;2960;36.0
1011;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Entreeopleiding (incl. extranei);2015/'16;4330;1400;2930;32.0
1012;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Entreeopleiding (incl. extranei);2016/'17;4700;1380;3310;29.0
1013;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Entreeopleiding (incl. extranei);2017/'18;5980;1530;4450;26.0
1014;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Entreeopleiding (incl. extranei);2018/'19;7040;1810;5230;26.0
1015;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Entreeopleiding (incl. extranei);2019/'20;7240;1540;5700;21.0
1016;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Entreeopleiding (incl. extranei);2020/'21;6930;1590;5340;23.0
1017;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Entreeopl zonder diploma (incl.extranei);2012/'13;2200;920;1280;42.0
1018;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Entreeopl zonder diploma (incl.extranei);2013/'14;2000;930;1070;46.0
1019;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Entreeopl zonder diploma (incl.extranei);2014/'15;1730;820;910;47.0
1020;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Entreeopl zonder diploma (incl.extranei);2015/'16;1520;740;780;49.0
1021;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Entreeopl zonder diploma (incl.extranei);2016/'17;1670;750;920;45.0
1022;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Entreeopl zonder diploma (incl.extranei);2017/'18;2300;900;1400;39.0
1023;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Entreeopl zonder diploma (incl.extranei);2018/'19;2630;1000;1620;38.0
1024;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Entreeopl zonder diploma (incl.extranei);2019/'20;2690;830;1860;31.0
1025;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Entreeopl zonder diploma (incl.extranei);2020/'21;2630;880;1760;33.0
1026;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Entreeopl. met diploma (incl.extranei);2012/'13;3040;740;2300;24.0
1027;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Entreeopl. met diploma (incl.extranei);2013/'14;3000;790;2210;26.0
1028;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Entreeopl. met diploma (incl.extranei);2014/'15;2870;820;2050;29.0
1029;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Entreeopl. met diploma (incl.extranei);2015/'16;2810;660;2150;24.0
1030;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Entreeopl. met diploma (incl.extranei);2016/'17;3030;630;2390;21.0
1031;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Entreeopl. met diploma (incl.extranei);2017/'18;3680;630;3050;17.0
1032;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Entreeopl. met diploma (incl.extranei);2018/'19;4410;800;3610;18.0
1033;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Entreeopl. met diploma (incl.extranei);2019/'20;4550;710;3840;16.0
1034;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Entreeopl. met diploma (incl.extranei);2020/'21;4300;720;3580;17.0
1035;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Niveau 2 (inclusief extranei);2012/'13;20590;3020;17570;15.0
1036;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Niveau 2 (inclusief extranei);2013/'14;20710;2870;17840;14.0
1037;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Niveau 2 (inclusief extranei);2014/'15;20140;2660;17490;13.0
1038;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Niveau 2 (inclusief extranei);2015/'16;19100;2480;16630;13.0
1039;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Niveau 2 (inclusief extranei);2016/'17;18500;2410;16090;13.0
1040;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Niveau 2 (inclusief extranei);2017/'18;18990;2440;16550;13.0
1041;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Niveau 2 (inclusief extranei);2018/'19;20070;2770;17300;14.0
1042;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Niveau 2 (inclusief extranei);2019/'20;20400;2230;18170;11.0
1043;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Niveau 2 (inclusief extranei);2020/'21;21250;2460;18790;12.0
1044;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Niveau 3 (inclusief extranei);2012/'13;17430;980;16440;6.0
1045;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Niveau 3 (inclusief extranei);2013/'14;17290;900;16400;5.0
1046;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Niveau 3 (inclusief extranei);2014/'15;16830;840;15990;5.0
1047;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Niveau 3 (inclusief extranei);2015/'16;17190;750;16440;4.0
1048;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Niveau 3 (inclusief extranei);2016/'17;17170;850;16310;5.0
1049;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Niveau 3 (inclusief extranei);2017/'18;16350;890;15460;5.0
1050;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Niveau 3 (inclusief extranei);2018/'19;14600;830;13770;6.0
1051;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Niveau 3 (inclusief extranei);2019/'20;13040;710;12340;5.0
1052;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Niveau 3 (inclusief extranei);2020/'21;12270;690;11580;6.0
1053;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Niveau 4 (inclusief extranei);2012/'13;30810;1620;29190;5.0
1054;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Niveau 4 (inclusief extranei);2013/'14;31440;1610;29820;5.0
1055;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Niveau 4 (inclusief extranei);2014/'15;32980;1630;31340;5.0
1056;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Niveau 4 (inclusief extranei);2015/'16;34010;1680;32330;5.0
1057;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Niveau 4 (inclusief extranei);2016/'17;36320;1830;34490;5.0
1058;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Niveau 4 (inclusief extranei);2017/'18;38450;2120;36330;6.0
1059;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Niveau 4 (inclusief extranei);2018/'19;41770;2360;39410;6.0
1060;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Niveau 4 (inclusief extranei);2019/'20;44610;2040;42570;5.0
1061;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Niveau 4 (inclusief extranei);2020/'21;48390;2370;46020;5.0
1062;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Bol totaal;2012/'13;68740;6330;62420;9.0
1063;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Bol totaal;2013/'14;69850;6300;63550;9.0
1064;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Bol totaal;2014/'15;70290;6060;64230;9.0
1065;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Bol totaal;2015/'16;70550;5660;64880;8.0
1066;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Bol totaal;2016/'17;72160;5740;66420;8.0
1067;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Bol totaal;2017/'18;74820;6180;68650;8.0
1068;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Bol totaal;2018/'19;77480;6770;70720;9.0
1069;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Bol totaal;2019/'20;78830;5600;73230;7.0
1070;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Bol totaal;2020/'21;82530;6220;76300;8.0
1071;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Bbl totaal;2012/'13;4150;760;3390;18.0
1072;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Bbl totaal;2013/'14;3390;570;2820;17.0
1073;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Bbl totaal;2014/'15;3130;510;2620;16.0
1074;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Bbl totaal;2015/'16;3180;470;2710;15.0
1075;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Bbl totaal;2016/'17;3430;550;2890;16.0
1076;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Bbl totaal;2017/'18;3870;600;3270;16.0
1077;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Bbl totaal;2018/'19;4790;810;3980;17.0
1078;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Bbl totaal;2019/'20;5180;770;4400;15.0
1079;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Bbl totaal;2020/'21;4970;740;4220;15.0
1080;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Extranei;2012/'13;1170;200;980;17.0
1081;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Extranei;2013/'14;1200;220;980;18.0
1082;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Extranei;2014/'15;1130;200;930;18.0
1083;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Extranei;2015/'16;900;170;730;19.0
1084;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Extranei;2016/'17;1090;190;900;17.0
1085;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Extranei;2017/'18;1080;190;890;17.0
1086;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Extranei;2018/'19;1200;190;1020;15.0
1087;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Extranei;2019/'20;1290;150;1150;11.0
1088;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Extranei;2020/'21;1350;140;1210;10.0
1089;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Bol entreeopleiding zonder diploma;2012/'13;2040;840;1200;41.0
1090;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Bol entreeopleiding zonder diploma;2013/'14;1840;840;990;46.0
1091;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Bol entreeopleiding zonder diploma;2014/'15;1580;730;840;47.0
1092;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Bol entreeopleiding zonder diploma;2015/'16;1380;660;720;48.0
1093;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Bol entreeopleiding zonder diploma;2016/'17;1540;680;860;44.0
1094;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Bol entreeopleiding zonder diploma;2017/'18;2140;830;1310;39.0
1095;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Bol entreeopleiding zonder diploma;2018/'19;2400;890;1510;37.0
1096;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Bol entreeopleiding zonder diploma;2019/'20;2450;740;1710;30.0
1097;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Bol entreeopleiding zonder diploma;2020/'21;2400;770;1630;32.0
1098;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Bol entreeopleiding met diploma;2012/'13;2650;600;2050;23.0
1099;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Bol entreeopleiding met diploma;2013/'14;2670;650;2030;24.0
1100;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Bol entreeopleiding met diploma;2014/'15;2560;700;1860;27.0
1101;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Bol entreeopleiding met diploma;2015/'16;2540;550;1990;22.0
1102;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Bol entreeopleiding met diploma;2016/'17;2670;520;2150;19.0
1103;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Bol entreeopleiding met diploma;2017/'18;3290;510;2780;16.0
1104;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Bol entreeopleiding met diploma;2018/'19;3940;670;3270;17.0
1105;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Bol entreeopleiding met diploma;2019/'20;3960;590;3370;15.0
1106;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Bol entreeopleiding met diploma;2020/'21;3710;600;3110;16.0
1107;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Bbl entreeopleiding zonder diploma;2012/'13;120;60;60;49.0
1108;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Bbl entreeopleiding zonder diploma;2013/'14;120;70;50;55.0
1109;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Bbl entreeopleiding zonder diploma;2014/'15;110;60;40;59.0
1110;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Bbl entreeopleiding zonder diploma;2015/'16;100;50;40;56.0
1111;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Bbl entreeopleiding zonder diploma;2016/'17;80;50;40;58.0
1112;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Bbl entreeopleiding zonder diploma;2017/'18;100;40;50;44.0
1113;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Bbl entreeopleiding zonder diploma;2018/'19;160;90;70;55.0
1114;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Bbl entreeopleiding zonder diploma;2019/'20;180;80;100;47.0
1115;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Bbl entreeopleiding zonder diploma;2020/'21;150;80;70;52.0
1116;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Bbl entreeopleiding met diploma;2012/'13;180;90;90;50.0
1117;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Bbl entreeopleiding met diploma;2013/'14;130;70;50;59.0
1118;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Bbl entreeopleiding met diploma;2014/'15;110;70;50;60.0
1119;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Bbl entreeopleiding met diploma;2015/'16;120;70;50;61.0
1120;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Bbl entreeopleiding met diploma;2016/'17;140;70;70;49.0
1121;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Bbl entreeopleiding met diploma;2017/'18;160;70;90;45.0
1122;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Bbl entreeopleiding met diploma;2018/'19;220;90;130;40.0
1123;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Bbl entreeopleiding met diploma;2019/'20;230;80;150;35.0
1124;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Bbl entreeopleiding met diploma;2020/'21;200;80;120;39.0
1125;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Extranei entreeopleiding zonder diploma;2012/'13;40;20;20;55.0
1126;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Extranei entreeopleiding zonder diploma;2013/'14;40;20;20;43.0
1127;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Extranei entreeopleiding zonder diploma;2014/'15;40;20;30;42.0
1128;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Extranei entreeopleiding zonder diploma;2015/'16;50;20;20;49.0
1129;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Extranei entreeopleiding zonder diploma;2016/'17;50;20;30;44.0
1130;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Extranei entreeopleiding zonder diploma;2017/'18;60;30;30;44.0
1131;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Extranei entreeopleiding zonder diploma;2018/'19;60;30;40;41.0
1132;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Extranei entreeopleiding zonder diploma;2019/'20;60;10;50;
1133;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Extranei entreeopleiding zonder diploma;2020/'21;80;20;60;29.0
1134;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Extranei entreeopleiding met diploma;2012/'13;200;50;160;23.0
1135;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Extranei entreeopleiding met diploma;2013/'14;200;60;140;32.0
1136;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Extranei entreeopleiding met diploma;2014/'15;200;60;140;30.0
1137;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Extranei entreeopleiding met diploma;2015/'16;160;40;110;28.0
1138;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Extranei entreeopleiding met diploma;2016/'17;220;50;170;21.0
1139;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Extranei entreeopleiding met diploma;2017/'18;230;40;180;19.0
1140;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Extranei entreeopleiding met diploma;2018/'19;250;40;210;17.0
1141;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Extranei entreeopleiding met diploma;2019/'20;360;40;320;11.0
1142;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Extranei entreeopleiding met diploma;2020/'21;390;40;350;10.0
1143;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Bol niveau 2;2012/'13;18250;2480;15770;14.0
