ID;BedrijfstakkenBranchesSBI2008;Seizoencorrectie;Marges;Perioden;OmzetAfgelopen3Maanden_1;OmzetKomende3Maanden_2;VerkoopprTarievenKomende3Mnd_3;InkoopordersKomende3Mnd_4;PersoneelssterkteAfgelopen3Mnd_5;PersoneelssterkteKomende3Mnd_6;InvesteringenVerslagjaar_7;EconomischKlimaatAfgelopen3Mnd_8;EconomischKlimaatKomende3Mnd_9;WinstgevendheidAfgelopen3Mnd_10
9238;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2013 mei;;;;;;;;;;
9239;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2013 juni;;;;;;;;;;
9240;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2013 juli;;;;;;;;;;
9241;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2013 augustus;;;;;;;;;;
9242;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2013 september;;;;;;;;;;
9243;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2013 oktober;;;;;;;;;;
9244;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2013 november;;;;;;;;;;
9245;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2013 december;;;;;;;;;;
9246;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2014 januari;-11.9;-4.6;-9.1;-17.0;-9.9;-9.5;-9.4;-17.3;-6.1;-16.7
9247;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2014 februari;-7.6;-5.0;-10.6;-15.7;;-12.7;;;-2.5;
9248;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2014 maart;-0.2;1.1;-4.5;-8.2;;-10.3;;;1.9;
9249;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2014 april;1.7;-0.1;-2.3;-7.7;-4.0;-9.9;-6.8;-0.3;1.9;-6.8
9250;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2014 mei;3.2;0.9;-8.1;-10.9;;-9.4;;;-1.6;
9251;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2014 juni;-5.8;2.5;-9.7;-3.1;;-10.3;;;0.0;
9252;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2014 juli;-0.6;4.6;-10.2;-4.4;-3.2;-8.2;-19.5;-8.6;1.7;-13.8
9253;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2014 augustus;4.2;0.5;-6.5;-12.8;;-7.8;;;0.5;
9254;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2014 september;-5.4;9.7;-3.0;-4.0;;-9.8;;;1.2;
9255;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2014 oktober;-4.7;10.8;-3.5;1.2;-2.5;-6.3;3.7;-15.4;-2.2;-16.7
9256;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2014 november;-4.1;10.1;-7.2;2.2;;-5.6;;;-6.0;
9257;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2014 december;0.1;6.7;-8.0;-3.7;;-4.1;;;-8.7;
9258;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2015 januari;11.5;-11.1;-12.7;-14.0;-2.1;-9.0;-1.8;-1.6;6.0;-9.8
9259;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2015 februari;4.6;-0.6;-7.3;-1.6;;-1.7;;;-4.3;
9260;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2015 maart;-1.4;9.8;-1.3;4.9;;2.6;;;9.8;
9261;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2015 april;18.1;12.7;-4.0;1.9;1.7;-4.3;-2.3;-5.5;1.4;-8.0
9262;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2015 mei;2.5;19.6;-2.5;5.5;;-1.7;;;10.3;
9263;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2015 juni;5.3;4.5;0.3;-1.5;;-0.5;;;0.8;
9264;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2015 juli;13.0;0.0;0.6;-2.1;1.9;-2.5;-6.1;6.0;4.8;1.3
9265;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2015 augustus;3.8;2.9;5.0;-4.7;;-8.1;;;6.4;
9266;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2015 september;12.5;-0.4;2.4;-12.4;;-2.1;;;4.7;
9267;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2015 oktober;2.6;10.7;6.1;-3.5;-2.9;0.6;5.1;7.1;7.4;5.6
9268;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2015 november;29.1;17.8;2.4;1.0;;-1.8;;;11.1;
9269;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2015 december;10.7;6.8;-3.1;-0.4;;-2.2;;;11.6;
9270;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2016 januari;13.8;8.1;-2.2;7.7;5.5;-1.6;3.7;4.9;5.0;0.0
9271;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2016 februari;14.0;9.3;-2.3;6.6;;3.9;;;9.3;
9272;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2016 maart;8.4;8.0;-0.8;2.3;;0.1;;;4.2;
9273;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2016 april;9.7;5.8;0.5;-6.1;3.1;-1.2;1.2;6.4;7.1;2.8
9274;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2016 mei;9.6;8.9;-1.2;1.8;;1.9;;;8.3;
9275;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2016 juni;9.8;11.5;-2.5;2.7;;1.7;;;3.8;
9276;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2016 juli;-2.4;17.7;0.3;10.6;3.3;-2.1;1.0;3.5;4.2;3.3
9277;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2016 augustus;13.2;18.0;-3.1;11.1;;1.8;;;0.8;
9278;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2016 september;15.5;3.3;-0.7;2.8;;3.5;;;-1.2;
9279;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2016 oktober;9.1;10.6;-0.3;11.5;6.2;1.1;3.2;3.7;3.1;-1.1
9280;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2016 november;13.3;13.3;3.0;9.4;;5.6;;;8.2;
9281;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2016 december;10.5;16.2;-2.4;17.3;;7.0;;;10.0;
9282;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2017 januari;23.8;8.5;-4.6;7.0;4.8;3.0;6.2;13.0;12.7;8.5
9283;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2017 februari;23.4;10.4;-1.0;3.3;;2.4;;;8.9;
9284;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2017 maart;17.8;11.0;-1.4;2.0;;4.0;;;6.8;
9285;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2017 april;17.8;10.6;-1.5;4.2;5.3;4.8;17.2;12.8;7.2;5.6
9286;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2017 mei;10.0;20.8;1.0;11.0;;5.2;;;4.4;
9287;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2017 juni;23.5;14.6;-0.4;9.1;;4.9;;;7.1;
9288;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2017 juli;16.1;15.6;0.5;8.2;9.3;4.6;9.9;5.9;6.5;3.1
9289;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2017 augustus;12.1;17.3;1.1;14.8;;5.9;;;5.2;
9290;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2017 september;8.9;15.7;0.7;11.0;;3.9;;;5.6;
9291;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2017 oktober;20.4;14.2;-5.1;7.6;5.0;4.2;12.0;7.7;11.3;1.2
9292;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2017 november;12.5;7.2;-5.2;10.2;;4.6;;;3.9;
9293;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2017 december;20.7;13.2;-3.8;11.1;;5.4;;;5.3;
9294;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2018 januari;12.9;21.9;-2.5;13.4;14.1;7.0;11.8;11.9;5.7;3.3
9295;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2018 februari;7.2;20.8;-3.1;9.5;;6.6;;;6.7;
9296;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2018 maart;15.9;12.3;-3.9;9.7;;6.0;;;5.8;
9297;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2018 april;0.1;12.7;-0.3;9.3;5.5;7.0;7.1;4.5;2.7;-1.1
9298;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2018 mei;8.8;10.1;0.2;7.1;;8.0;;;4.9;
9299;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2018 juni;10.9;5.6;0.3;8.3;;3.2;;;4.4;
9300;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2018 juli;2.7;9.0;-0.1;4.1;10.2;6.4;8.5;6.0;2.6;-3.9
9301;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2018 augustus;12.5;7.3;0.6;1.7;;3.5;;;2.6;
9302;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2018 september;11.1;12.3;0.0;0.9;;9.5;;;4.5;
9303;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2018 oktober;12.6;18.1;1.7;6.7;4.8;12.5;14.7;4.9;5.8;-0.1
9304;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2018 november;6.5;15.0;4.3;7.0;;7.5;;;0.4;
9305;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2018 december;16.3;16.1;16.3;7.1;;6.6;;;1.9;
9306;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2019 januari;5.1;22.1;22.4;8.7;3.4;2.9;1.0;-2.1;-2.7;-6.6
9307;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2019 februari;13.5;13.4;7.9;7.2;;7.8;;;0.8;
9308;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2019 maart;12.8;18.5;3.5;9.6;;9.7;;;-0.8;
9309;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2019 april;5.3;14.3;-0.1;6.5;5.2;8.4;9.7;-2.5;-3.8;-2.6
9310;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2019 mei;24.2;2.9;1.1;3.2;;4.7;;;0.7;
9311;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2019 juni;11.9;8.9;1.5;-0.7;;5.0;;;0.0;
9312;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2019 juli;13.6;8.4;3.6;3.7;6.0;5.9;8.7;2.8;0.7;-1.5
9313;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2019 augustus;12.8;4.2;2.8;-3.7;;1.0;;;3.5;
9314;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2019 september;6.6;7.9;2.3;5.4;;3.3;;;-0.9;
9315;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2019 oktober;17.1;5.8;0.0;0.1;1.9;3.5;1.0;-6.7;-1.6;-2.2
9316;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2019 november;10.0;10.8;4.0;0.6;;4.0;;;-0.4;
9317;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2019 december;6.2;3.2;3.9;-3.7;;2.9;;;-0.6;
9318;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2020 januari;8.0;7.3;1.1;14.0;-0.8;4.3;2.7;3.2;0.1;-2.3
9319;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2020 februari;9.5;10.3;2.0;5.3;;10.8;;;0.4;
9320;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2020 maart;7.1;0.7;1.5;3.7;;-0.1;;;-15.6;
9321;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2020 april;13.1;-50.0;-7.0;-41.8;-4.5;-20.4;-24.9;-18.4;-43.4;-20.3
9322;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2020 mei;9.1;-27.8;-1.9;-21.3;;-16.8;;;-18.6;
9323;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2020 juni;-4.2;13.5;2.3;3.3;;-3.6;;;2.8;
9324;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2020 juli;-3.7;7.7;0.5;-0.4;-11.6;-8.3;-17.1;-3.1;-1.8;-16.0
9325;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2020 augustus;6.3;7.2;-0.6;6.5;;-1.9;;;3.6;
9326;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2020 september;15.8;5.3;0.4;2.9;;2.5;;;-3.9;
9327;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2020 oktober;6.8;-4.6;-4.6;-3.0;-8.6;-7.5;-8.2;3.2;-11.8;5.4
9328;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2020 november;-0.5;-9.2;-3.0;-4.1;;0.2;;;-15.9;
9329;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2020 december;-11.1;1.7;-3.5;-7.1;;1.0;;;-8.3;
9330;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2021 januari;-10.3;-15.0;-5.0;-11.3;-0.8;0.7;-5.8;-13.8;-15.7;-14.5
9331;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2021 februari;-11.4;-17.8;-3.9;-25.2;;-2.1;;;-12.0;
9332;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2021 maart;-12.5;-7.7;-3.6;-6.1;;2.2;;;-5.2;
9333;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2021 april;-1.7;0.6;1.3;-0.1;-4.1;-3.0;-1.3;-19.5;4.2;-25.2
9334;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2021 mei;-5.9;11.2;4.8;7.0;;1.6;;;16.8;
9335;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2021 juni;1.0;33.1;9.1;23.5;;8.3;;;16.7;
9336;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2021 juli;1.9;6.2;18.3;9.0;4.8;6.3;11.6;8.0;2.7;0.3
9337;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2021 augustus;-13.4;7.5;10.2;6.3;;6.8;;;1.3;
9338;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2021 september;1.6;3.0;15.9;3.8;;20.8;;;3.8;
9339;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2021 oktober;-0.4;2.6;27.7;12.0;3.5;8.3;4.2;-0.1;1.1;2.0
9340;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2021 november;4.0;1.8;34.0;4.4;;4.4;;;0.5;
9341;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2021 december;12.5;3.9;27.7;5.1;;1.6;;;-8.5;
9342;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2022 januari;-1.3;-18.0;27.4;5.1;1.4;-3.1;-5.9;-2.5;-13.4;-10.4
9343;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2022 februari;2.3;7.6;39.0;3.7;;6.7;;;3.6;
9344;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2022 maart;-4.4;5.9;47.0;7.1;;4.7;;;-12.0;
9345;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2022 april;-6.9;13.4;54.2;16.3;-3.5;7.8;-1.0;-14.8;-13.0;-13.9
9346;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2022 mei;-0.8;0.4;51.6;9.8;;5.6;;;-13.8;
9347;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2022 juni;3.5;-4.4;33.6;-5.5;;6.2;;;-15.7;
9348;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2022 juli;9.0;-8.1;53.0;8.4;-10.9;-3.4;-4.3;-19.6;-19.2;-19.5
9349;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2022 augustus;20.9;1.1;50.2;9.5;;-0.4;;;-19.0;
9350;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2022 september;5.6;1.2;48.9;7.6;;-2.1;;;-28.2;
9351;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2022 oktober;-3.4;2.9;56.6;1.2;-5.6;-2.7;-21.5;-27.7;-40.7;-35.9
9352;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2022 november;10.9;5.8;48.6;6.8;;-1.9;;;-24.5;
9353;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2022 december;10.1;15.6;48.0;10.9;;-4.7;;;-35.8;
9354;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2023 januari;14.4;-8.8;43.6;-2.9;-8.7;-4.9;-10.7;-32.1;-27.9;-27.0
9355;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2023 februari;5.9;4.3;38.3;15.5;;-3.0;;;-10.3;
9356;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2023 maart;19.8;7.4;26.4;10.1;;-2.3;;;-8.1;
9357;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2023 april;15.6;-0.6;21.8;-6.5;-10.5;-5.3;-7.6;-13.2;-11.8;-17.2
9358;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2023 mei;10.4;3.9;23.3;-2.6;;-3.0;;-17.1;-10.0;
9359;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2023 juni;10.4;25.5;16.2;9.3;;-3.3;;-6.0;-11.0;
9360;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2023 juli;13.5;7.7;13.2;1.8;-5.9;-2.6;-7.7;-8.8;-11.0;-8.8
9361;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2023 augustus;9.6;0.2;10.9;0.2;;-3.0;;-7.7;-11.6;
9362;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2023 september;-4.1;6.7;9.5;5.3;;-6.0;;-14.4;-12.9;
9363;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2023 oktober;2.2;13.1;14.0;8.6;-16.1;-10.8;23.1;-18.7;-10.6;-19.6
9364;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2023 november;2.4;12.5;5.4;7.2;;-1.6;;-14.8;-6.8;
9365;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2023 december;9.8;-18.6;7.0;-26.8;;-2.2;;-15.4;-10.5;
9366;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2024 januari;10.1;-11.3;4.1;-7.5;-5.0;0.2;2.8;-13.0;-5.6;-16.7
9367;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2024 februari;14.0;8.2;2.3;-2.8;;0.2;;-9.0;-6.0;
9368;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2024 maart;-4.9;-3.6;2.4;-1.1;;-0.2;;-9.1;-12.0;
9369;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2024 april;4.0;-4.6;0.1;-4.0;-6.8;-8.9;-15.1;-18.2;-9.3;-26.2
9370;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2024 mei;-11.5;-5.0;3.1;-6.9;;-8.1;;-9.0;-10.6;
9371;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2024 juni;-7.9;-4.5;3.6;-12.3;;-6.2;;-11.1;-8.3;
9372;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2024 juli;1.5;-11.5;6.5;-18.9;-9.6;-7.8;-4.0;-13.3;-11.8;-9.1
9373;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2024 augustus;-3.8;-17.0;6.2;-16.5;;-6.9;;-15.0;-12.6;
9374;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2024 september;-24.5;-0.4;3.9;1.4;;-4.3;;-13.9;-10.1;
9375;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2024 oktober;-14.7;3.8;3.2;6.3;-8.8;-8.7;-1.5;-12.8;-4.1;-10.4
9376;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2024 november;2.4;4.6;3.0;9.0;;-9.3;;-13.6;-9.0;
9377;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2024 december;-2.4;15.2;2.0;9.6;;-0.5;;-10.9;-1.6;
9378;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2025 januari;10.0;-7.0;10.6;-3.9;-16.3;-2.6;-6.3;-14.4;-9.1;-7.4
9379;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2025 februari;13.3;-0.2;11.5;2.3;;5.0;;-13.0;-8.6;
9380;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Ondergrens 95%-interval;2025 maart;10.0;6.8;4.1;11.2;;-3.6;;-11.1;-11.2;
9381;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2012 januari;;;;;;;;;;
9382;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2012 februari;;;;;;;;;;
9383;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2012 maart;;;;;;;;;;
9384;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2012 april;;;;;;;;;;
9385;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2012 mei;;;;;;;;;;
9386;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2012 juni;;;;;;;;;;
9387;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2012 juli;;;;;;;;;;
9388;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2012 augustus;;;;;;;;;;
9389;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2012 september;;;;;;;;;;
9390;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2012 oktober;;;;;;;;;;
9391;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2012 november;;;;;;;;;;
9392;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2012 december;;;;;;;;;;
9393;47 Detailhandel (niet in auto’s);Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2013 januari;;;;;;;;;;
