ID;Sex;PersonalCharacteristics;Periods;TotalPopulationAged1564_1;LabourForce_2;EmployedLabourForce_3;ProfessionalPrestige_4;SocioEconomicStatus_5;I_6;II_7;III_8;IV_9;V_10;VI_11;VII_12;UnemployedLabourForce_13;PeopleNotIncludedInTheLabourForce_14;GrossLabourParticipation_15;NetLabourParticipation_16;RegisteredUnemployed_17;EmploymentRate_18
3836;Men;53050;1981;1241.0;616.0;547.0;;;;;;;;;;69.0;625.0;49.7;44.1;79.0;11.1
3837;Men;53050;1982;1249.0;601.0;500.0;;;;;;;;;;101.0;647.0;48.2;40.1;120.0;16.8
3838;Men;53050;1983;1250.0;592.0;472.0;;;;;;;;;;120.0;658.0;47.3;37.7;149.0;20.3
3839;Men;53050;1984;1247.0;577.0;466.0;;;;;;;;;;111.0;670.0;46.3;37.3;133.0;19.3
3840;Men;53050;1985;1257.0;565.0;470.0;;;;;;;;;;95.0;692.0;45.0;37.4;106.0;16.9
3841;Men;53050;1986;1249.0;585.0;503.0;;;;;;;;;;82.0;664.0;46.8;40.3;81.0;14.0
3842;Men;53050;1987;1243.0;607.0;536.0;;;;;;;;;;71.0;636.0;48.8;43.1;63.0;11.7
3843;Men;53050;1988;1227.0;595.0;519.0;;;;;;;;;;76.0;632.0;48.5;42.3;69.0;12.8
3844;Men;53050;1989;1202.0;579.0;520.0;;;;;;;;;;59.0;623.0;48.1;43.3;53.0;10.2
3845;Men;53050;1990;1174.0;556.0;502.0;;;;;;;;;;54.0;618.0;47.4;42.8;42.0;9.7
3846;Men;53050;1991;1146.0;543.0;488.0;;;;;;;;;;55.0;602.0;47.4;42.6;36.0;10.1
3847;Men;53050;1992;1124.0;528.0;478.0;;;;;;;;;;50.0;595.0;47.0;42.5;40.0;9.5
3848;Men;53050;1993;1099.0;516.0;456.0;;;;;;;;;;60.0;583.0;46.9;41.5;54.0;11.6
3849;Men;53050;1994;1069.0;490.0;422.0;;;;;;;;;;68.0;579.0;45.8;39.5;59.0;13.8
3850;Men;53050;1995;1022.0;468.0;408.0;;;;;;;;;;60.0;554.0;45.8;40.0;46.0;12.8
3851;Men;53050;1996;990.0;462.0;408.0;;;;;;;;;;55.0;528.0;46.7;41.2;40.0;11.8
3852;Men;53050;1997;973.0;465.0;420.0;;;;;;;;;;45.0;508.0;47.8;43.2;27.0;9.7
3853;Men;53050;1998;944.0;442.0;406.0;;;;;;;;;;36.0;502.0;46.8;42.9;23.0;8.2
3854;Men;53050;1999;945.0;468.0;437.0;;;;;;;;;;31.0;478.0;49.5;46.2;13.0;6.6
3855;Men;53050;2000;952.0;470.0;444.0;;;;;;;;;;26.0;482.0;49.3;46.6;11.0;5.6
3856;Men;53050;2001 before revision;959.0;486.0;452.0;;;;;;;;;;34.0;473.0;50.7;47.1;7.0;7.0
3857;Men;53050;2001 after revision;959.0;487.0;452.0;;;;;;;;;;34.0;473.0;50.7;47.2;11.0;7.0
3858;Men;53050;2002;969.0;492.0;448.0;;;;;;;;;;44.0;477.0;50.8;46.2;12.0;9.0
3859;Men;53050;2003;976.0;484.0;432.0;;;;;;;;;;51.0;493.0;49.5;44.3;18.0;10.6
3860;Men;53050;2004;979.0;471.0;409.0;;;;;;;;;;61.0;509.0;48.1;41.8;23.0;13.1
3861;Men;53050;2005;983.0;457.0;403.0;;;;;;;;;;54.0;526.0;46.5;41.0;18.0;11.9
3862;Men;53050;2006;987.0;450.0;409.0;;;;;;;;;;41.0;537.0;45.6;41.5;11.0;9.1
3863;Men;53050;2007;994.0;471.0;432.0;;;;;;;;;;40.0;522.0;47.4;43.4;6.0;8.4
3864;Men;53050;2008;1005.0;487.0;447.0;;;;;;;;;;40.0;518.0;48.5;44.5;5.0;8.3
3865;Men;53050;2009;1013.0;477.0;422.0;;;;;;;;;;55.0;536.0;47.1;41.6;10.0;11.6
3866;Men;53050;2010;1017.0;451.0;398.0;;;;;;;;;;53.0;566.0;44.3;39.1;10.0;11.7
3867;Men;53050;2011;1020.0;443.0;401.0;;;;;;;;;;42.0;576.0;43.5;39.3;6.0;9.5
3868;Men;53050;2012;1027.0;443.0;391.0;;;;;;;;;;52.0;584.0;43.2;38.1;7.0;11.8
3869;Men;53050;2013;1036.0;440.0;374.0;;;;;;;;;;66.0;596.0;42.5;36.1;9.0;15.0
3870;Men;12;1800;;;;;;;;;;;;;;;;;;
3871;Men;12;1801;;;;;;;;;;;;;;;;;;
3872;Men;12;1802;;;;;;;;;;;;;;;;;;
3873;Men;12;1803;;;;;;;;;;;;;;;;;;
3874;Men;12;1804;;;;;;;;;;;;;;;;;;
3875;Men;12;1805;;;;;;;;;;;;;;;;;;
3876;Men;12;1806;;;;;;;;;;;;;;;;;;
3877;Men;12;1807;;;;;;;;;;;;;;;;;;
3878;Men;12;1808;;;;;;;;;;;;;;;;;;
3879;Men;12;1809;;;;;;;;;;;;;;;;;;
3880;Men;12;1810;;;;;;;;;;;;;;;;;;
3881;Men;12;1811;;;;;;;;;;;;;;;;;;
3882;Men;12;1812;;;;;;;;;;;;;;;;;;
3883;Men;12;1813;;;;;;;;;;;;;;;;;;
3884;Men;12;1814;;;;;;;;;;;;;;;;;;
3885;Men;12;1815;;;;;;;;;;;;;;;;;;
3886;Men;12;1816;;;;;;;;;;;;;;;;;;
3887;Men;12;1817;;;;;;;;;;;;;;;;;;
3888;Men;12;1818;;;;;;;;;;;;;;;;;;
3889;Men;12;1819;;;;;;;;;;;;;;;;;;
3890;Men;12;1820;;;;;;;;;;;;;;;;;;
3891;Men;12;1821;;;;;;;;;;;;;;;;;;
3892;Men;12;1822;;;;;;;;;;;;;;;;;;
3893;Men;12;1823;;;;;;;;;;;;;;;;;;
3894;Men;12;1824;;;;;;;;;;;;;;;;;;
3895;Men;12;1825;;;;;;;;;;;;;;;;;;
3896;Men;12;1826;;;;;;;;;;;;;;;;;;
3897;Men;12;1827;;;;;;;;;;;;;;;;;;
3898;Men;12;1828;;;;;;;;;;;;;;;;;;
3899;Men;12;1829;;;;;;;;;;;;;;;;;;
3900;Men;12;1830;;;;;;;;;;;;;;;;;;
3901;Men;12;1831;;;;;;;;;;;;;;;;;;
3902;Men;12;1832;;;;;;;;;;;;;;;;;;
3903;Men;12;1833;;;;;;;;;;;;;;;;;;
3904;Men;12;1834;;;;;;;;;;;;;;;;;;
3905;Men;12;1835;;;;;;;;;;;;;;;;;;
3906;Men;12;1836;;;;;;;;;;;;;;;;;;
3907;Men;12;1837;;;;;;;;;;;;;;;;;;
3908;Men;12;1838;;;;;;;;;;;;;;;;;;
3909;Men;12;1839;;;;;;;;;;;;;;;;;;
3910;Men;12;1840;;;;;;;;;;;;;;;;;;
3911;Men;12;1841;;;;;;;;;;;;;;;;;;
3912;Men;12;1842;;;;;;;;;;;;;;;;;;
3913;Men;12;1843;;;;;;;;;;;;;;;;;;
3914;Men;12;1844;;;;;;;;;;;;;;;;;;
3915;Men;12;1845;;;;;;;;;;;;;;;;;;
3916;Men;12;1846;;;;;;;;;;;;;;;;;;
3917;Men;12;1847;;;;;;;;;;;;;;;;;;
3918;Men;12;1848;;;;;;;;;;;;;;;;;;
3919;Men;12;1849;;;;;;;;;;;;;;;;;;
3920;Men;12;1850;;;;;;;;;;;;;;;;;;
3921;Men;12;1851;;;;;;;;;;;;;;;;;;
3922;Men;12;1852;;;;;;;;;;;;;;;;;;
3923;Men;12;1853;;;;;;;;;;;;;;;;;;
3924;Men;12;1854;;;;;;;;;;;;;;;;;;
3925;Men;12;1855;;;;;;;;;;;;;;;;;;
3926;Men;12;1856;;;;;;;;;;;;;;;;;;
3927;Men;12;1857;;;;;;;;;;;;;;;;;;
3928;Men;12;1858;;;;;;;;;;;;;;;;;;
3929;Men;12;1859;;;;;;;;;;;;;;;;;;
3930;Men;12;1860;;;;;;;;;;;;;;;;;;
3931;Men;12;1861;;;;;;;;;;;;;;;;;;
3932;Men;12;1862;;;;;;;;;;;;;;;;;;
3933;Men;12;1863;;;;;;;;;;;;;;;;;;
3934;Men;12;1864;;;;;;;;;;;;;;;;;;
3935;Men;12;1865;;;;;;;;;;;;;;;;;;
3936;Men;12;1866;;;;;;;;;;;;;;;;;;
3937;Men;12;1867;;;;;;;;;;;;;;;;;;
3938;Men;12;1868;;;;;;;;;;;;;;;;;;
3939;Men;12;1869;;;;;;;;;;;;;;;;;;
3940;Men;12;1870;;;;;;;;;;;;;;;;;;
3941;Men;12;1871;;;;;;;;;;;;;;;;;;
3942;Men;12;1872;;;;;;;;;;;;;;;;;;
3943;Men;12;1873;;;;;;;;;;;;;;;;;;
3944;Men;12;1874;;;;;;;;;;;;;;;;;;
3945;Men;12;1875;;;;;;;;;;;;;;;;;;
3946;Men;12;1876;;;;;;;;;;;;;;;;;;
3947;Men;12;1877;;;;;;;;;;;;;;;;;;
3948;Men;12;1878;;;;;;;;;;;;;;;;;;
3949;Men;12;1879;;;;;;;;;;;;;;;;;;
3950;Men;12;1880;;;;;;;;;;;;;;;;;;
3951;Men;12;1881;;;;;;;;;;;;;;;;;;
3952;Men;12;1882;;;;;;;;;;;;;;;;;;
3953;Men;12;1883;;;;;;;;;;;;;;;;;;
3954;Men;12;1884;;;;;;;;;;;;;;;;;;
3955;Men;12;1885;;;;;;;;;;;;;;;;;;
3956;Men;12;1886;;;;;;;;;;;;;;;;;;
3957;Men;12;1887;;;;;;;;;;;;;;;;;;
3958;Men;12;1888;;;;;;;;;;;;;;;;;;
3959;Men;12;1889;;;;;;;;;;;;;;;;;;
3960;Men;12;1890;;;;;;;;;;;;;;;;;;
3961;Men;12;1891;;;;;;;;;;;;;;;;;;
3962;Men;12;1892;;;;;;;;;;;;;;;;;;
3963;Men;12;1893;;;;;;;;;;;;;;;;;;
3964;Men;12;1894;;;;;;;;;;;;;;;;;;
3965;Men;12;1895;;;;;;;;;;;;;;;;;;
3966;Men;12;1896;;;;;;;;;;;;;;;;;;
3967;Men;12;1897;;;;;;;;;;;;;;;;;;
3968;Men;12;1898;;;;;;;;;;;;;;;;;;
3969;Men;12;1899;;;;;;;;;;;;;;;;;;
3970;Men;12;1900;;;;;;;;;;;;;;;;;;
3971;Men;12;1901;;;;;;;;;;;;;;;;;;
3972;Men;12;1902;;;;;;;;;;;;;;;;;;
3973;Men;12;1903;;;;;;;;;;;;;;;;;;
3974;Men;12;1904;;;;;;;;;;;;;;;;;;
3975;Men;12;1905;;;;;;;;;;;;;;;;;;
3976;Men;12;1906;;;;;;;;;;;;;;;;;;
3977;Men;12;1907;;;;;;;;;;;;;;;;;;
3978;Men;12;1908;;;;;;;;;;;;;;;;;;
3979;Men;12;1909;;;;;;;;;;;;;;;;;;
3980;Men;12;1910;;;;;;;;;;;;;;;;;;
3981;Men;12;1911;;;;;;;;;;;;;;;;;;
3982;Men;12;1912;;;;;;;;;;;;;;;;;;
3983;Men;12;1913;;;;;;;;;;;;;;;;;;
3984;Men;12;1914;;;;;;;;;;;;;;;;;;
3985;Men;12;1915;;;;;;;;;;;;;;;;;;
3986;Men;12;1916;;;;;;;;;;;;;;;;;;
3987;Men;12;1917;;;;;;;;;;;;;;;;;;
3988;Men;12;1918;;;;;;;;;;;;;;;;;;
3989;Men;12;1919;;;;;;;;;;;;;;;;;;
3990;Men;12;1920;;;;;;;;;;;;;;;;;;
3991;Men;12;1921;;;;;;;;;;;;;;;;;;
3992;Men;12;1922;;;;;;;;;;;;;;;;;;
3993;Men;12;1923;;;;;;;;;;;;;;;;;;
3994;Men;12;1924;;;;;;;;;;;;;;;;;;
3995;Men;12;1925;;;;;;;;;;;;;;;;;;
3996;Men;12;1926;;;;;;;;;;;;;;;;;;
3997;Men;12;1927;;;;;;;;;;;;;;;;;;
3998;Men;12;1928;;;;;;;;;;;;;;;;;;
3999;Men;12;1929;;;;;;;;;;;;;;;;;;
4000;Men;12;1930;;;;;;;;;;;;;;;;;;
4001;Men;12;1931;;;;;;;;;;;;;;;;;;
4002;Men;12;1932;;;;;;;;;;;;;;;;;;
4003;Men;12;1933;;;;;;;;;;;;;;;;;;
4004;Men;12;1934;;;;;;;;;;;;;;;;;;
4005;Men;12;1935;;;;;;;;;;;;;;;;;;
4006;Men;12;1936;;;;;;;;;;;;;;;;;;
4007;Men;12;1937;;;;;;;;;;;;;;;;;;
4008;Men;12;1938;;;;;;;;;;;;;;;;;;
4009;Men;12;1939;;;;;;;;;;;;;;;;;;
4010;Men;12;1940;;;;;;;;;;;;;;;;;;
4011;Men;12;1941;;;;;;;;;;;;;;;;;;
4012;Men;12;1942;;;;;;;;;;;;;;;;;;
4013;Men;12;1943;;;;;;;;;;;;;;;;;;
4014;Men;12;1944;;;;;;;;;;;;;;;;;;
4015;Men;12;1945;;;;;;;;;;;;;;;;;;
4016;Men;12;1946;;;;;;;;;;;;;;;;;;
4017;Men;12;1947;;;;;;;;;;;;;;;;;;
4018;Men;12;1948;;;;;;;;;;;;;;;;;;
4019;Men;12;1949;;;;;;;;;;;;;;;;;;
4020;Men;12;1950;;;;;;;;;;;;;;;;;;
4021;Men;12;1951;;;;;;;;;;;;;;;;;;
4022;Men;12;1952;;;;;;;;;;;;;;;;;;
4023;Men;12;1953;;;;;;;;;;;;;;;;;;
4024;Men;12;1954;;;;;;;;;;;;;;;;;;
4025;Men;12;1955;;;;;;;;;;;;;;;;;;
4026;Men;12;1956;;;;;;;;;;;;;;;;;;
4027;Men;12;1957;;;;;;;;;;;;;;;;;;
4028;Men;12;1958;;;;;;;;;;;;;;;;;;
4029;Men;12;1959;;;;;;;;;;;;;;;;;;
4030;Men;12;1960;;;;;;;;;;;;;;;;;;
4031;Men;12;1961;;;;;;;;;;;;;;;;;;
4032;Men;12;1962;;;;;;;;;;;;;;;;;;
4033;Men;12;1963;;;;;;;;;;;;;;;;;;
4034;Men;12;1964;;;;;;;;;;;;;;;;;;
4035;Men;12;1965;;;;;;;;;;;;;;;;;;
4036;Men;12;1966;;;;;;;;;;;;;;;;;;
4037;Men;12;1967;;;;;;;;;;;;;;;;;;
4038;Men;12;1968;;;;;;;;;;;;;;;;;;
4039;Men;12;1969;1242.0;1178.0;1159.0;;;;;;;;;;19.0;64.0;94.8;93.3;;1.6
4040;Men;12;1970;1276.0;1218.0;1200.0;;;;;;;;;;18.0;58.0;95.5;94.1;11.0;1.5
4041;Men;12;1971;1304.0;1237.0;1216.0;;;;;;;;;;22.0;67.0;94.8;93.2;17.0;1.7
4042;Men;12;1972;1371.0;1303.0;1272.0;;;;;;;;;;30.0;68.0;95.0;92.8;33.0;2.3
4043;Men;12;1973;1420.0;1355.0;1323.0;;;;;;;;;;32.0;65.0;95.4;93.2;33.0;2.3
4044;Men;12;1974;1465.0;1405.0;1368.0;;;;;;;;;;37.0;60.0;95.9;93.4;41.0;2.7
4045;Men;12;1975;1505.0;1442.0;1394.0;;;;;;;;;;48.0;63.0;95.8;92.6;59.0;3.3
4046;Men;12;1976;1551.0;1477.0;1424.0;;;;;;;;;;53.0;74.0;95.3;91.8;61.0;3.6
4047;Men;12;1977;1582.0;1502.0;1452.0;;;;;;;;;;50.0;80.0;94.9;91.8;56.0;3.3
4048;Men;12;1978;1616.0;1537.0;1486.0;;;;;;;;;;51.0;79.0;95.1;92.0;53.0;3.3
4049;Men;12;1979;1646.0;1572.0;1519.0;;;;;;;;;;53.0;74.0;95.5;92.3;50.0;3.3
4050;Men;12;1980;1680.0;1592.0;1539.0;;;;;;;;;;53.0;88.0;94.8;91.6;59.0;3.3
4051;Men;12;1981;1703.0;1608.0;1532.0;;;;;;;;;;76.0;95.0;94.4;89.9;93.0;4.8
4052;Men;12;1982;1726.0;1621.0;1501.0;;;;;;;;;;120.0;105.0;93.9;87.0;148.0;7.4
4053;Men;12;1983;1756.0;1648.0;1488.0;;;;;;;;;;160.0;109.0;93.8;84.7;201.0;9.7
4054;Men;12;1984;1779.0;1656.0;1500.0;;;;;;;;;;156.0;123.0;93.1;84.3;195.0;9.4
4055;Men;12;1985;1794.0;1669.0;1526.0;;;;;;;;;;142.0;126.0;93.0;85.1;171.0;8.5
4056;Men;12;1986;1834.0;1675.0;1558.0;;;;;;;;;;117.0;159.0;91.3;84.9;147.0;7.0
4057;Men;12;1987;1833.0;1690.0;1593.0;;;;;;;;;;98.0;143.0;92.2;86.9;127.0;5.8
4058;Men;12;1988;1833.0;1689.0;1591.0;;;;;;;;;;99.0;143.0;92.2;86.8;128.0;5.8
4059;Men;12;1989;1851.0;1708.0;1616.0;;;;;;;;;;92.0;143.0;92.3;87.3;117.0;5.4
4060;Men;12;1990;1874.0;1738.0;1662.0;;;;;;;;;;76.0;135.0;92.8;88.7;95.0;4.4
4061;Men;12;1991;1887.0;1760.0;1684.0;;;;;;;;;;76.0;127.0;93.3;89.3;91.0;4.3
4062;Men;12;1992;1900.0;1781.0;1699.0;;;;;;;;;;83.0;119.0;93.8;89.4;94.0;4.6
4063;Men;12;1993;1917.0;1795.0;1690.0;;;;;;;;;;104.0;122.0;93.6;88.2;115.0;5.8
4064;Men;12;1994;1940.0;1804.0;1677.0;;;;;;;;;;127.0;136.0;93.0;86.4;136.0;7.0
4065;Men;12;1995;1963.0;1833.0;1718.0;;;;;;;;;;116.0;130.0;93.4;87.5;126.0;6.3
4066;Men;12;1996;1957.0;1834.0;1736.0;;;;;;;;;;98.0;123.0;93.7;88.7;114.0;5.4
4067;Men;12;1997;1953.0;1827.0;1737.0;;;;;;;;;;90.0;126.0;93.5;88.9;96.0;4.9
4068;Men;12;1998;1951.0;1840.0;1778.0;;;;;;;;;;62.0;112.0;94.3;91.1;69.0;3.4
4069;Men;12;1999;1935.0;1816.0;1765.0;;;;;;;;;;51.0;119.0;93.9;91.2;50.0;2.8
4070;Men;12;2000;1910.0;1803.0;1762.0;;;;;;;;;;41.0;108.0;94.4;92.2;40.0;2.3
4071;Men;12;2001 before revision;1887.0;1760.0;1725.0;;;;;;;;;;36.0;127.0;93.3;91.4;18.0;2.0
4072;Men;12;2001 after revision;1886.0;1778.0;1742.0;;;;;;;;;;37.0;108.0;94.3;92.4;24.0;2.1
4073;Men;12;2002;1855.0;1741.0;1687.0;;;;;;;;;;54.0;114.0;93.9;91.0;32.0;3.1
4074;Men;12;2003;1817.0;1697.0;1619.0;;;;;;;;;;79.0;119.0;93.4;89.1;54.0;4.6
4075;Men;12;2004;1773.0;1662.0;1572.0;;;;;;;;;;89.0;111.0;93.7;88.7;66.0;5.4
4076;Men;12;2005;1730.0;1618.0;1537.0;;;;;;;;;;81.0;112.0;93.5;88.9;56.0;5.0
4077;Men;12;2006;1690.0;1585.0;1526.0;;;;;;;;;;59.0;105.0;93.8;90.3;39.0;3.7
4078;Men;12;2007;1653.0;1554.0;1515.0;;;;;;;;;;39.0;100.0;94.0;91.6;23.0;2.5
4079;Men;12;2008;1623.0;1539.0;1503.0;;;;;;;;;;37.0;84.0;94.8;92.6;17.0;2.4
4080;Men;12;2009;1590.0;1502.0;1442.0;;;;;;;;;;60.0;88.0;94.4;90.7;32.0;4.0
4081;Men;12;2010;1554.0;1452.0;1384.0;;;;;;;;;;68.0;102.0;93.4;89.1;40.0;4.7
4082;Men;12;2011;1527.0;1418.0;1341.0;;;;;;;;;;78.0;109.0;92.9;87.8;36.0;5.5
4083;Men;12;2012;1524.0;1411.0;1317.0;;;;;;;;;;94.0;113.0;92.6;86.4;48.0;6.6
4084;Men;12;2013;1533.0;1402.0;1284.0;;;;;;;;;;118.0;131.0;91.4;83.8;65.0;8.4
4085;Men;13;1800;;;;;;;;;;;;;;;;;;
4086;Men;13;1801;;;;;;;;;;;;;;;;;;
4087;Men;13;1802;;;;;;;;;;;;;;;;;;
4088;Men;13;1803;;;;;;;;;;;;;;;;;;
4089;Men;13;1804;;;;;;;;;;;;;;;;;;
4090;Men;13;1805;;;;;;;;;;;;;;;;;;
4091;Men;13;1806;;;;;;;;;;;;;;;;;;
4092;Men;13;1807;;;;;;;;;;;;;;;;;;
4093;Men;13;1808;;;;;;;;;;;;;;;;;;
4094;Men;13;1809;;;;;;;;;;;;;;;;;;
4095;Men;13;1810;;;;;;;;;;;;;;;;;;
4096;Men;13;1811;;;;;;;;;;;;;;;;;;
4097;Men;13;1812;;;;;;;;;;;;;;;;;;
4098;Men;13;1813;;;;;;;;;;;;;;;;;;
4099;Men;13;1814;;;;;;;;;;;;;;;;;;
4100;Men;13;1815;;;;;;;;;;;;;;;;;;
4101;Men;13;1816;;;;;;;;;;;;;;;;;;
4102;Men;13;1817;;;;;;;;;;;;;;;;;;
4103;Men;13;1818;;;;;;;;;;;;;;;;;;
4104;Men;13;1819;;;;;;;;;;;;;;;;;;
4105;Men;13;1820;;;;;;;;;;;;;;;;;;
4106;Men;13;1821;;;;;;;;;;;;;;;;;;
4107;Men;13;1822;;;;;;;;;;;;;;;;;;
4108;Men;13;1823;;;;;;;;;;;;;;;;;;
4109;Men;13;1824;;;;;;;;;;;;;;;;;;
4110;Men;13;1825;;;;;;;;;;;;;;;;;;
4111;Men;13;1826;;;;;;;;;;;;;;;;;;
4112;Men;13;1827;;;;;;;;;;;;;;;;;;
4113;Men;13;1828;;;;;;;;;;;;;;;;;;
4114;Men;13;1829;;;;;;;;;;;;;;;;;;
4115;Men;13;1830;;;;;;;;;;;;;;;;;;
4116;Men;13;1831;;;;;;;;;;;;;;;;;;
4117;Men;13;1832;;;;;;;;;;;;;;;;;;
4118;Men;13;1833;;;;;;;;;;;;;;;;;;
4119;Men;13;1834;;;;;;;;;;;;;;;;;;
4120;Men;13;1835;;;;;;;;;;;;;;;;;;
4121;Men;13;1836;;;;;;;;;;;;;;;;;;
4122;Men;13;1837;;;;;;;;;;;;;;;;;;
4123;Men;13;1838;;;;;;;;;;;;;;;;;;
4124;Men;13;1839;;;;;;;;;;;;;;;;;;
4125;Men;13;1840;;;;;;;;;;;;;;;;;;
4126;Men;13;1841;;;;;;;;;;;;;;;;;;
4127;Men;13;1842;;;;;;;;;;;;;;;;;;
4128;Men;13;1843;;;;;;;;;;;;;;;;;;
4129;Men;13;1844;;;;;;;;;;;;;;;;;;
4130;Men;13;1845;;;;;;;;;;;;;;;;;;
4131;Men;13;1846;;;;;;;;;;;;;;;;;;
4132;Men;13;1847;;;;;;;;;;;;;;;;;;
4133;Men;13;1848;;;;;;;;;;;;;;;;;;
4134;Men;13;1849;;;;;;;;;;;;;;;;;;
4135;Men;13;1850;;;;;;;;;;;;;;;;;;
4136;Men;13;1851;;;;;;;;;;;;;;;;;;
4137;Men;13;1852;;;;;;;;;;;;;;;;;;
4138;Men;13;1853;;;;;;;;;;;;;;;;;;
4139;Men;13;1854;;;;;;;;;;;;;;;;;;
4140;Men;13;1855;;;;;;;;;;;;;;;;;;
4141;Men;13;1856;;;;;;;;;;;;;;;;;;
4142;Men;13;1857;;;;;;;;;;;;;;;;;;
4143;Men;13;1858;;;;;;;;;;;;;;;;;;
4144;Men;13;1859;;;;;;;;;;;;;;;;;;
4145;Men;13;1860;;;;;;;;;;;;;;;;;;
4146;Men;13;1861;;;;;;;;;;;;;;;;;;
4147;Men;13;1862;;;;;;;;;;;;;;;;;;
4148;Men;13;1863;;;;;;;;;;;;;;;;;;
4149;Men;13;1864;;;;;;;;;;;;;;;;;;
4150;Men;13;1865;;;;;;;;;;;;;;;;;;
4151;Men;13;1866;;;;;;;;;;;;;;;;;;
4152;Men;13;1867;;;;;;;;;;;;;;;;;;
4153;Men;13;1868;;;;;;;;;;;;;;;;;;
4154;Men;13;1869;;;;;;;;;;;;;;;;;;
4155;Men;13;1870;;;;;;;;;;;;;;;;;;
4156;Men;13;1871;;;;;;;;;;;;;;;;;;
4157;Men;13;1872;;;;;;;;;;;;;;;;;;
4158;Men;13;1873;;;;;;;;;;;;;;;;;;
4159;Men;13;1874;;;;;;;;;;;;;;;;;;
4160;Men;13;1875;;;;;;;;;;;;;;;;;;
4161;Men;13;1876;;;;;;;;;;;;;;;;;;
4162;Men;13;1877;;;;;;;;;;;;;;;;;;
4163;Men;13;1878;;;;;;;;;;;;;;;;;;
4164;Men;13;1879;;;;;;;;;;;;;;;;;;
4165;Men;13;1880;;;;;;;;;;;;;;;;;;
4166;Men;13;1881;;;;;;;;;;;;;;;;;;
4167;Men;13;1882;;;;;;;;;;;;;;;;;;
4168;Men;13;1883;;;;;;;;;;;;;;;;;;
4169;Men;13;1884;;;;;;;;;;;;;;;;;;
4170;Men;13;1885;;;;;;;;;;;;;;;;;;
4171;Men;13;1886;;;;;;;;;;;;;;;;;;
4172;Men;13;1887;;;;;;;;;;;;;;;;;;
4173;Men;13;1888;;;;;;;;;;;;;;;;;;
4174;Men;13;1889;;;;;;;;;;;;;;;;;;
4175;Men;13;1890;;;;;;;;;;;;;;;;;;
4176;Men;13;1891;;;;;;;;;;;;;;;;;;
4177;Men;13;1892;;;;;;;;;;;;;;;;;;
4178;Men;13;1893;;;;;;;;;;;;;;;;;;
4179;Men;13;1894;;;;;;;;;;;;;;;;;;
4180;Men;13;1895;;;;;;;;;;;;;;;;;;
4181;Men;13;1896;;;;;;;;;;;;;;;;;;
4182;Men;13;1897;;;;;;;;;;;;;;;;;;
4183;Men;13;1898;;;;;;;;;;;;;;;;;;
4184;Men;13;1899;;;;;;;;;;;;;;;;;;
4185;Men;13;1900;;;;;;;;;;;;;;;;;;
4186;Men;13;1901;;;;;;;;;;;;;;;;;;
4187;Men;13;1902;;;;;;;;;;;;;;;;;;
4188;Men;13;1903;;;;;;;;;;;;;;;;;;
4189;Men;13;1904;;;;;;;;;;;;;;;;;;
4190;Men;13;1905;;;;;;;;;;;;;;;;;;
4191;Men;13;1906;;;;;;;;;;;;;;;;;;
4192;Men;13;1907;;;;;;;;;;;;;;;;;;
4193;Men;13;1908;;;;;;;;;;;;;;;;;;
4194;Men;13;1909;;;;;;;;;;;;;;;;;;
4195;Men;13;1910;;;;;;;;;;;;;;;;;;
4196;Men;13;1911;;;;;;;;;;;;;;;;;;
4197;Men;13;1912;;;;;;;;;;;;;;;;;;
4198;Men;13;1913;;;;;;;;;;;;;;;;;;
4199;Men;13;1914;;;;;;;;;;;;;;;;;;
4200;Men;13;1915;;;;;;;;;;;;;;;;;;
4201;Men;13;1916;;;;;;;;;;;;;;;;;;
4202;Men;13;1917;;;;;;;;;;;;;;;;;;
4203;Men;13;1918;;;;;;;;;;;;;;;;;;
4204;Men;13;1919;;;;;;;;;;;;;;;;;;
4205;Men;13;1920;;;;;;;;;;;;;;;;;;
4206;Men;13;1921;;;;;;;;;;;;;;;;;;
4207;Men;13;1922;;;;;;;;;;;;;;;;;;
4208;Men;13;1923;;;;;;;;;;;;;;;;;;
4209;Men;13;1924;;;;;;;;;;;;;;;;;;
4210;Men;13;1925;;;;;;;;;;;;;;;;;;
4211;Men;13;1926;;;;;;;;;;;;;;;;;;
4212;Men;13;1927;;;;;;;;;;;;;;;;;;
4213;Men;13;1928;;;;;;;;;;;;;;;;;;
4214;Men;13;1929;;;;;;;;;;;;;;;;;;
4215;Men;13;1930;;;;;;;;;;;;;;;;;;
4216;Men;13;1931;;;;;;;;;;;;;;;;;;
4217;Men;13;1932;;;;;;;;;;;;;;;;;;
4218;Men;13;1933;;;;;;;;;;;;;;;;;;
4219;Men;13;1934;;;;;;;;;;;;;;;;;;
4220;Men;13;1935;;;;;;;;;;;;;;;;;;
4221;Men;13;1936;;;;;;;;;;;;;;;;;;
4222;Men;13;1937;;;;;;;;;;;;;;;;;;
4223;Men;13;1938;;;;;;;;;;;;;;;;;;
4224;Men;13;1939;;;;;;;;;;;;;;;;;;
4225;Men;13;1940;;;;;;;;;;;;;;;;;;
4226;Men;13;1941;;;;;;;;;;;;;;;;;;
4227;Men;13;1942;;;;;;;;;;;;;;;;;;
4228;Men;13;1943;;;;;;;;;;;;;;;;;;
4229;Men;13;1944;;;;;;;;;;;;;;;;;;
