ID;Geslacht;OnderwijspositieBasisjaar;PositieInVolgendSchooljaar;MigratieachtergrondEnGeneratie;Regiokenmerken;Perioden;Leerlingen_1
1878;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;1e generatie migratieachtergrond;"Gemeenten; niet in te delen";2018/'19 naar 2019/'20;217.0
1879;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;1e generatie migratieachtergrond;"Gemeenten; niet in te delen";2019/'20 naar 2020/'21;443.0
1880;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;1e generatie migratieachtergrond;"Gemeenten; niet in te delen";2020/'21 naar 2021/'22;1284.0
1881;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;Nederland;2010/'11 naar 2011/'12;156686.0
1882;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;Nederland;2011/'12 naar 2012/'13;161084.0
1883;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;Nederland;2012/'13 naar 2013/'14;167557.0
1884;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;Nederland;2013/'14 naar 2014/'15;173537.0
1885;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;Nederland;2014/'15 naar 2015/'16;178344.0
1886;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;Nederland;2015/'16 naar 2016/'17;182598.0
1887;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;Nederland;2016/'17 naar 2017/'18;185802.0
1888;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;Nederland;2017/'18 naar 2018/'19;186722.0
1889;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;Nederland;2018/'19 naar 2019/'20;186363.0
1890;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;Nederland;2019/'20 naar 2020/'21;186063.0
1891;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;Nederland;2020/'21 naar 2021/'22;184173.0
1892;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;G4;2010/'11 naar 2011/'12;45915.0
1893;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;G4;2011/'12 naar 2012/'13;47210.0
1894;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;G4;2012/'13 naar 2013/'14;49259.0
1895;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;G4;2013/'14 naar 2014/'15;50756.0
1896;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;G4;2014/'15 naar 2015/'16;51949.0
1897;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;G4;2015/'16 naar 2016/'17;53042.0
1898;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;G4;2016/'17 naar 2017/'18;53565.0
1899;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;G4;2017/'18 naar 2018/'19;53893.0
1900;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;G4;2018/'19 naar 2019/'20;53821.0
1901;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;G4;2019/'20 naar 2020/'21;53765.0
1902;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;G4;2020/'21 naar 2021/'22;53180.0
1903;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;Meer dan 100 000 inwoners;2010/'11 naar 2011/'12;35526.0
1904;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;Meer dan 100 000 inwoners;2011/'12 naar 2012/'13;35860.0
1905;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;Meer dan 100 000 inwoners;2012/'13 naar 2013/'14;38152.0
1906;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;Meer dan 100 000 inwoners;2013/'14 naar 2014/'15;41043.0
1907;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;Meer dan 100 000 inwoners;2014/'15 naar 2015/'16;45611.0
1908;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;Meer dan 100 000 inwoners;2015/'16 naar 2016/'17;47960.0
1909;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;Meer dan 100 000 inwoners;2016/'17 naar 2017/'18;49021.0
1910;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;Meer dan 100 000 inwoners;2017/'18 naar 2018/'19;49446.0
1911;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;Meer dan 100 000 inwoners;2018/'19 naar 2019/'20;49556.0
1912;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;Meer dan 100 000 inwoners;2019/'20 naar 2020/'21;49761.0
1913;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;Meer dan 100 000 inwoners;2020/'21 naar 2021/'22;50253.0
1914;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;Minder dan 100 000 inwoners;2010/'11 naar 2011/'12;75067.0
1915;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;Minder dan 100 000 inwoners;2011/'12 naar 2012/'13;77830.0
1916;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;Minder dan 100 000 inwoners;2012/'13 naar 2013/'14;79965.0
1917;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;Minder dan 100 000 inwoners;2013/'14 naar 2014/'15;81536.0
1918;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;Minder dan 100 000 inwoners;2014/'15 naar 2015/'16;80581.0
1919;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;Minder dan 100 000 inwoners;2015/'16 naar 2016/'17;81367.0
1920;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;Minder dan 100 000 inwoners;2016/'17 naar 2017/'18;82941.0
1921;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;Minder dan 100 000 inwoners;2017/'18 naar 2018/'19;83113.0
1922;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;Minder dan 100 000 inwoners;2018/'19 naar 2019/'20;82717.0
1923;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;Minder dan 100 000 inwoners;2019/'20 naar 2020/'21;82194.0
1924;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;Minder dan 100 000 inwoners;2020/'21 naar 2021/'22;80385.0
1925;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;Amsterdam;2010/'11 naar 2011/'12;17015.0
1926;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;Amsterdam;2011/'12 naar 2012/'13;17372.0
1927;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;Amsterdam;2012/'13 naar 2013/'14;18188.0
1928;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;Amsterdam;2013/'14 naar 2014/'15;18828.0
1929;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;Amsterdam;2014/'15 naar 2015/'16;19131.0
1930;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;Amsterdam;2015/'16 naar 2016/'17;19622.0
1931;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;Amsterdam;2016/'17 naar 2017/'18;19762.0
1932;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;Amsterdam;2017/'18 naar 2018/'19;19892.0
1933;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;Amsterdam;2018/'19 naar 2019/'20;19878.0
1934;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;Amsterdam;2019/'20 naar 2020/'21;19704.0
1935;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;Amsterdam;2020/'21 naar 2021/'22;19366.0
1936;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;'s-Gravenhage;2010/'11 naar 2011/'12;10100.0
1937;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;'s-Gravenhage;2011/'12 naar 2012/'13;10384.0
1938;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;'s-Gravenhage;2012/'13 naar 2013/'14;10904.0
1939;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;'s-Gravenhage;2013/'14 naar 2014/'15;11357.0
1940;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;'s-Gravenhage;2014/'15 naar 2015/'16;11789.0
1941;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;'s-Gravenhage;2015/'16 naar 2016/'17;12052.0
1942;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;'s-Gravenhage;2016/'17 naar 2017/'18;12196.0
1943;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;'s-Gravenhage;2017/'18 naar 2018/'19;12299.0
1944;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;'s-Gravenhage;2018/'19 naar 2019/'20;12345.0
1945;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;'s-Gravenhage;2019/'20 naar 2020/'21;12502.0
1946;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;'s-Gravenhage;2020/'21 naar 2021/'22;12480.0
1947;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;Rotterdam;2010/'11 naar 2011/'12;14378.0
1948;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;Rotterdam;2011/'12 naar 2012/'13;14886.0
1949;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;Rotterdam;2012/'13 naar 2013/'14;15297.0
1950;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;Rotterdam;2013/'14 naar 2014/'15;15450.0
1951;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;Rotterdam;2014/'15 naar 2015/'16;15632.0
1952;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;Rotterdam;2015/'16 naar 2016/'17;15713.0
1953;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;Rotterdam;2016/'17 naar 2017/'18;15773.0
1954;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;Rotterdam;2017/'18 naar 2018/'19;15686.0
1955;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;Rotterdam;2018/'19 naar 2019/'20;15484.0
1956;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;Rotterdam;2019/'20 naar 2020/'21;15264.0
1957;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;Rotterdam;2020/'21 naar 2021/'22;14949.0
1958;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;Utrecht;2010/'11 naar 2011/'12;4422.0
1959;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;Utrecht;2011/'12 naar 2012/'13;4568.0
1960;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;Utrecht;2012/'13 naar 2013/'14;4870.0
1961;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;Utrecht;2013/'14 naar 2014/'15;5121.0
1962;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;Utrecht;2014/'15 naar 2015/'16;5397.0
1963;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;Utrecht;2015/'16 naar 2016/'17;5655.0
1964;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;Utrecht;2016/'17 naar 2017/'18;5834.0
1965;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;Utrecht;2017/'18 naar 2018/'19;6016.0
1966;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;Utrecht;2018/'19 naar 2019/'20;6114.0
1967;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;Utrecht;2019/'20 naar 2020/'21;6295.0
1968;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;Utrecht;2020/'21 naar 2021/'22;6385.0
1969;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;"Gemeenten; niet in te delen";2010/'11 naar 2011/'12;178.0
1970;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;"Gemeenten; niet in te delen";2011/'12 naar 2012/'13;184.0
1971;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;"Gemeenten; niet in te delen";2012/'13 naar 2013/'14;181.0
1972;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;"Gemeenten; niet in te delen";2013/'14 naar 2014/'15;202.0
1973;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;"Gemeenten; niet in te delen";2014/'15 naar 2015/'16;203.0
1974;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;"Gemeenten; niet in te delen";2015/'16 naar 2016/'17;229.0
1975;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;"Gemeenten; niet in te delen";2016/'17 naar 2017/'18;275.0
1976;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;"Gemeenten; niet in te delen";2017/'18 naar 2018/'19;270.0
1977;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;"Gemeenten; niet in te delen";2018/'19 naar 2019/'20;269.0
1978;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;"Gemeenten; niet in te delen";2019/'20 naar 2020/'21;343.0
1979;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;2e generatie migratieachtergrond;"Gemeenten; niet in te delen";2020/'21 naar 2021/'22;355.0
1980;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;1e gen westerse migratieachtergrond;Nederland;2010/'11 naar 2011/'12;13403.0
1981;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;1e gen westerse migratieachtergrond;Nederland;2011/'12 naar 2012/'13;13498.0
1982;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;1e gen westerse migratieachtergrond;Nederland;2012/'13 naar 2013/'14;13712.0
1983;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;1e gen westerse migratieachtergrond;Nederland;2013/'14 naar 2014/'15;13750.0
1984;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;1e gen westerse migratieachtergrond;Nederland;2014/'15 naar 2015/'16;13784.0
1985;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;1e gen westerse migratieachtergrond;Nederland;2015/'16 naar 2016/'17;14202.0
1986;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;1e gen westerse migratieachtergrond;Nederland;2016/'17 naar 2017/'18;14883.0
1987;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;1e gen westerse migratieachtergrond;Nederland;2017/'18 naar 2018/'19;15776.0
1988;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;1e gen westerse migratieachtergrond;Nederland;2018/'19 naar 2019/'20;17338.0
1989;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;1e gen westerse migratieachtergrond;Nederland;2019/'20 naar 2020/'21;19135.0
1990;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;1e gen westerse migratieachtergrond;Nederland;2020/'21 naar 2021/'22;20902.0
1991;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;1e gen westerse migratieachtergrond;G4;2010/'11 naar 2011/'12;2201.0
1992;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;1e gen westerse migratieachtergrond;G4;2011/'12 naar 2012/'13;2402.0
1993;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;1e gen westerse migratieachtergrond;G4;2012/'13 naar 2013/'14;2580.0
1994;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;1e gen westerse migratieachtergrond;G4;2013/'14 naar 2014/'15;2786.0
1995;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;1e gen westerse migratieachtergrond;G4;2014/'15 naar 2015/'16;2991.0
1996;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;1e gen westerse migratieachtergrond;G4;2015/'16 naar 2016/'17;3254.0
1997;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;1e gen westerse migratieachtergrond;G4;2016/'17 naar 2017/'18;3609.0
1998;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;1e gen westerse migratieachtergrond;G4;2017/'18 naar 2018/'19;4025.0
1999;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;1e gen westerse migratieachtergrond;G4;2018/'19 naar 2019/'20;4519.0
2000;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;1e gen westerse migratieachtergrond;G4;2019/'20 naar 2020/'21;4981.0
2001;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;1e gen westerse migratieachtergrond;G4;2020/'21 naar 2021/'22;5341.0
2002;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;1e gen westerse migratieachtergrond;Meer dan 100 000 inwoners;2010/'11 naar 2011/'12;2675.0
2003;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;1e gen westerse migratieachtergrond;Meer dan 100 000 inwoners;2011/'12 naar 2012/'13;2496.0
2004;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;1e gen westerse migratieachtergrond;Meer dan 100 000 inwoners;2012/'13 naar 2013/'14;2643.0
2005;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;1e gen westerse migratieachtergrond;Meer dan 100 000 inwoners;2013/'14 naar 2014/'15;2804.0
2006;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;1e gen westerse migratieachtergrond;Meer dan 100 000 inwoners;2014/'15 naar 2015/'16;2921.0
2007;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;1e gen westerse migratieachtergrond;Meer dan 100 000 inwoners;2015/'16 naar 2016/'17;3142.0
2008;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;1e gen westerse migratieachtergrond;Meer dan 100 000 inwoners;2016/'17 naar 2017/'18;3248.0
2009;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;1e gen westerse migratieachtergrond;Meer dan 100 000 inwoners;2017/'18 naar 2018/'19;3434.0
2010;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;1e gen westerse migratieachtergrond;Meer dan 100 000 inwoners;2018/'19 naar 2019/'20;3783.0
2011;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;1e gen westerse migratieachtergrond;Meer dan 100 000 inwoners;2019/'20 naar 2020/'21;4247.0
2012;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;1e gen westerse migratieachtergrond;Meer dan 100 000 inwoners;2020/'21 naar 2021/'22;4614.0
2013;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;1e gen westerse migratieachtergrond;Minder dan 100 000 inwoners;2010/'11 naar 2011/'12;8450.0
2014;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;1e gen westerse migratieachtergrond;Minder dan 100 000 inwoners;2011/'12 naar 2012/'13;8523.0
2015;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;1e gen westerse migratieachtergrond;Minder dan 100 000 inwoners;2012/'13 naar 2013/'14;8401.0
2016;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;1e gen westerse migratieachtergrond;Minder dan 100 000 inwoners;2013/'14 naar 2014/'15;8086.0
2017;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;1e gen westerse migratieachtergrond;Minder dan 100 000 inwoners;2014/'15 naar 2015/'16;7803.0
2018;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;1e gen westerse migratieachtergrond;Minder dan 100 000 inwoners;2015/'16 naar 2016/'17;7719.0
2019;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;1e gen westerse migratieachtergrond;Minder dan 100 000 inwoners;2016/'17 naar 2017/'18;7925.0
2020;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;1e gen westerse migratieachtergrond;Minder dan 100 000 inwoners;2017/'18 naar 2018/'19;8196.0
2021;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;1e gen westerse migratieachtergrond;Minder dan 100 000 inwoners;2018/'19 naar 2019/'20;8856.0
2022;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;1e gen westerse migratieachtergrond;Minder dan 100 000 inwoners;2019/'20 naar 2020/'21;9634.0
2023;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;1e gen westerse migratieachtergrond;Minder dan 100 000 inwoners;2020/'21 naar 2021/'22;10088.0
2024;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;1e gen westerse migratieachtergrond;Amsterdam;2010/'11 naar 2011/'12;507.0
2025;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;1e gen westerse migratieachtergrond;Amsterdam;2011/'12 naar 2012/'13;533.0
2026;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;1e gen westerse migratieachtergrond;Amsterdam;2012/'13 naar 2013/'14;573.0
2027;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;1e gen westerse migratieachtergrond;Amsterdam;2013/'14 naar 2014/'15;617.0
2028;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;1e gen westerse migratieachtergrond;Amsterdam;2014/'15 naar 2015/'16;658.0
2029;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;1e gen westerse migratieachtergrond;Amsterdam;2015/'16 naar 2016/'17;741.0
2030;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;1e gen westerse migratieachtergrond;Amsterdam;2016/'17 naar 2017/'18;827.0
2031;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal in onderwijs;1e gen westerse migratieachtergrond;Amsterdam;2017/'18 naar 2018/'19;935.0
