ID;Geslacht;Leeftijd;Marges;Perioden;TevredenMetArbeidsomstandigheden_1;TevredenMetWerk_2;LeeftijdWillenDoorwerken_3;LeeftijdInStaatDoorwerken_4;VoldoenAanFysiekeEisenWerk_5;VoldoenAanPsychischeEisenWerk_6;MakkelijkNieuweFunctieEigenWerkgever_7;MakkelijkNieuweBaanAndereWerkgever_8
188;Totaal mannen en vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2015;73.7;78.5;65.0;65.5;84.7;87.8;35.8;22.5
189;Totaal mannen en vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2016;73.4;79.1;65.0;65.4;86.1;88.9;38.1;27.3
190;Totaal mannen en vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2017;72.6;77.9;65.1;65.3;82.7;85.8;39.2;31.8
191;Totaal mannen en vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2018;71.7;77.5;65.2;65.5;84.1;88.2;41.3;39.3
192;Totaal mannen en vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2019;74.0;79.1;65.2;65.7;84.4;87.9;41.9;41.7
193;Totaal mannen en vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2020;76.2;80.5;65.4;66.2;87.4;90.7;46.4;44.7
194;Totaal mannen en vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2021;77.5;81.4;65.3;66.2;85.6;88.8;47.1;50.9
195;Totaal mannen en vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2022;75.2;78.6;65.7;66.2;86.0;88.2;48.9;60.8
196;Totaal mannen en vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2023;77.3;80.4;65.8;66.4;86.9;89.3;49.2;62.5
197;Totaal mannen en vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2024;77.1;80.4;65.8;66.3;87.0;88.9;50.2;63.7
198;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2014;81.7;87.4;71.2;72.6;92.8;94.5;43.3;36.4
199;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2015;85.5;87.9;70.4;72.2;89.5;89.0;41.9;31.5
200;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2016;85.3;88.9;69.1;70.9;93.3;94.7;45.5;36.7
201;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2017;82.1;84.9;69.3;70.5;88.2;90.5;44.9;37.2
202;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2018;79.6;86.3;69.1;70.0;88.5;92.3;46.1;39.8
203;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2019;78.3;84.4;68.8;69.9;84.0;88.1;41.1;37.2
204;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2020;79.9;84.3;68.9;70.0;89.0;91.6;46.3;37.9
205;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2021;85.2;88.4;69.0;70.0;86.2;89.6;44.8;39.3
206;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2022;83.9;87.3;69.0;70.0;88.4;91.6;47.6;49.4
207;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2023;82.6;86.6;69.0;70.0;86.5;90.8;48.2;49.4
208;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2024;83.0;85.6;68.8;69.8;86.7;90.7;48.1;49.4
209;Totaal mannen en vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2014;78.0;84.0;70.6;71.9;90.0;91.9;38.8;32.1
210;Totaal mannen en vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2015;82.3;85.0;69.9;71.5;86.6;85.9;37.6;27.6
211;Totaal mannen en vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2016;82.4;86.3;68.7;70.3;91.2;92.8;41.6;33.0
212;Totaal mannen en vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2017;79.2;82.2;68.8;69.9;85.7;88.2;41.4;33.8
213;Totaal mannen en vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2018;77.4;84.4;68.8;69.6;86.7;90.7;43.4;37.2
214;Totaal mannen en vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2019;76.1;82.4;68.6;69.6;82.0;86.3;38.6;34.8
215;Totaal mannen en vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2020;77.7;82.3;68.6;69.7;87.2;90.1;43.8;35.4
216;Totaal mannen en vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2021;83.3;86.7;68.7;69.6;84.4;87.9;42.3;36.9
217;Totaal mannen en vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2022;82.2;85.8;68.8;69.7;86.9;90.3;45.4;47.2
218;Totaal mannen en vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2023;81.0;85.1;68.8;69.7;85.0;89.6;46.2;47.4
219;Totaal mannen en vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2024;81.5;84.2;68.6;69.6;85.3;89.5;46.1;47.4
220;Totaal mannen en vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2014;84.9;90.1;71.8;73.2;94.8;96.2;47.9;40.9
221;Totaal mannen en vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2015;88.3;90.4;70.9;72.8;91.8;91.5;46.3;35.7
222;Totaal mannen en vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2016;87.7;91.0;69.5;71.4;94.9;96.1;49.4;40.5
223;Totaal mannen en vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2017;84.6;87.3;69.7;71.1;90.2;92.4;48.5;40.7
224;Totaal mannen en vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2018;81.7;88.1;69.4;70.3;90.2;93.6;48.8;42.5
225;Totaal mannen en vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2019;80.3;86.2;69.1;70.3;85.7;89.6;43.7;39.7
226;Totaal mannen en vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2020;81.8;86.0;69.2;70.4;90.5;92.9;48.9;40.4
227;Totaal mannen en vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2021;86.9;89.9;69.3;70.3;87.9;91.0;47.4;41.8
228;Totaal mannen en vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2022;85.4;88.7;69.3;70.2;89.7;92.7;49.8;51.6
229;Totaal mannen en vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2023;84.1;87.9;69.2;70.2;87.8;91.9;50.2;51.4
230;Totaal mannen en vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2024;84.5;86.9;68.9;70.0;88.0;91.8;50.0;51.3
231;Mannen;15 tot 75 jaar ;Waarde;2014;74.0;76.4;63.4;63.4;91.8;90.7;49.7;57.2
232;Mannen;15 tot 75 jaar ;Waarde;2015;74.0;76.4;63.3;63.4;90.4;90.9;50.2;58.4
233;Mannen;15 tot 75 jaar ;Waarde;2016;74.1;76.5;63.0;63.1;91.7;91.9;51.1;62.1
234;Mannen;15 tot 75 jaar ;Waarde;2017;73.2;75.9;62.9;63.1;90.0;89.9;53.0;67.1
235;Mannen;15 tot 75 jaar ;Waarde;2018;73.3;76.6;62.8;63.2;90.7;90.9;53.8;71.2
236;Mannen;15 tot 75 jaar ;Waarde;2019;75.6;78.2;62.8;63.4;90.0;90.3;55.0;72.1
237;Mannen;15 tot 75 jaar ;Waarde;2020;76.8;78.9;62.9;64.1;92.4;92.3;57.0;71.6
238;Mannen;15 tot 75 jaar ;Waarde;2021;77.5;78.9;62.5;63.7;91.1;90.9;58.4;76.3
239;Mannen;15 tot 75 jaar ;Waarde;2022;77.1;78.1;63.1;63.4;91.7;90.2;59.6;81.4
240;Mannen;15 tot 75 jaar ;Waarde;2023;78.6;79.4;63.0;63.8;92.2;90.6;60.5;80.9
241;Mannen;15 tot 75 jaar ;Waarde;2024;78.3;79.1;62.9;63.6;92.0;90.7;60.4;81.0
242;Mannen;15 tot 75 jaar ;Ondergrens 95%-interval;2014;73.3;75.7;63.2;63.2;91.4;90.3;48.9;56.4
243;Mannen;15 tot 75 jaar ;Ondergrens 95%-interval;2015;73.4;75.8;63.2;63.2;90.0;90.5;49.5;57.7
244;Mannen;15 tot 75 jaar ;Ondergrens 95%-interval;2016;73.5;75.9;62.9;63.0;91.3;91.5;50.4;61.4
245;Mannen;15 tot 75 jaar ;Ondergrens 95%-interval;2017;72.6;75.3;62.7;62.9;89.6;89.5;52.3;66.5
246;Mannen;15 tot 75 jaar ;Ondergrens 95%-interval;2018;72.8;76.1;62.7;63.1;90.3;90.5;53.2;70.7
247;Mannen;15 tot 75 jaar ;Ondergrens 95%-interval;2019;75.1;77.6;62.7;63.2;89.6;89.9;54.4;71.5
248;Mannen;15 tot 75 jaar ;Ondergrens 95%-interval;2020;76.2;78.4;62.7;63.9;92.0;92.0;56.3;71.1
249;Mannen;15 tot 75 jaar ;Ondergrens 95%-interval;2021;76.9;78.3;62.3;63.5;90.7;90.5;57.7;75.8
250;Mannen;15 tot 75 jaar ;Ondergrens 95%-interval;2022;76.6;77.6;63.0;63.3;91.4;89.8;59.0;80.9
251;Mannen;15 tot 75 jaar ;Ondergrens 95%-interval;2023;78.1;78.9;62.8;63.7;91.9;90.3;59.9;80.4
252;Mannen;15 tot 75 jaar ;Ondergrens 95%-interval;2024;77.8;78.6;62.8;63.5;91.7;90.3;59.8;80.6
253;Mannen;15 tot 75 jaar ;Bovengrens 95%-interval;2014;74.6;77.0;63.6;63.6;92.2;91.2;50.4;57.9
254;Mannen;15 tot 75 jaar ;Bovengrens 95%-interval;2015;74.6;77.0;63.5;63.5;90.8;91.3;50.9;59.1
255;Mannen;15 tot 75 jaar ;Bovengrens 95%-interval;2016;74.7;77.1;63.2;63.3;92.1;92.3;51.8;62.7
256;Mannen;15 tot 75 jaar ;Bovengrens 95%-interval;2017;73.9;76.5;63.0;63.2;90.4;90.3;53.7;67.8
257;Mannen;15 tot 75 jaar ;Bovengrens 95%-interval;2018;73.8;77.1;63.0;63.4;91.0;91.2;54.4;71.8
258;Mannen;15 tot 75 jaar ;Bovengrens 95%-interval;2019;76.2;78.7;62.9;63.5;90.4;90.7;55.7;72.6
259;Mannen;15 tot 75 jaar ;Bovengrens 95%-interval;2020;77.3;79.4;63.0;64.2;92.7;92.7;57.6;72.2
260;Mannen;15 tot 75 jaar ;Bovengrens 95%-interval;2021;78.1;79.5;62.7;63.9;91.5;91.3;59.0;76.9
261;Mannen;15 tot 75 jaar ;Bovengrens 95%-interval;2022;77.6;78.6;63.2;63.6;92.1;90.5;60.2;81.9
262;Mannen;15 tot 75 jaar ;Bovengrens 95%-interval;2023;79.1;79.9;63.1;64.0;92.6;91.0;61.1;81.4
263;Mannen;15 tot 75 jaar ;Bovengrens 95%-interval;2024;78.8;79.6;63.1;63.8;92.3;91.0;61.0;81.5
264;Mannen;15 tot 25 jaar;Waarde;2014;77.8;77.2;58.4;58.5;94.3;94.9;58.4;74.8
265;Mannen;15 tot 25 jaar;Waarde;2015;75.6;75.2;56.7;57.6;93.1;94.2;60.1;76.9
266;Mannen;15 tot 25 jaar;Waarde;2016;74.6;73.2;55.3;56.9;93.9;95.2;57.9;78.1
267;Mannen;15 tot 25 jaar;Waarde;2017;76.8;75.6;54.3;56.6;93.3;94.1;61.9;81.8
268;Mannen;15 tot 25 jaar;Waarde;2018;76.5;76.9;55.1;57.6;94.3;94.4;62.2;85.2
269;Mannen;15 tot 25 jaar;Waarde;2019;80.0;79.2;55.4;57.7;93.1;93.0;65.1;85.8
270;Mannen;15 tot 25 jaar;Waarde;2020;79.7;80.0;53.5;58.0;94.9;95.0;66.0;83.7
271;Mannen;15 tot 25 jaar;Waarde;2021;79.0;78.8;53.7;56.6;94.2;94.0;67.4;86.7
272;Mannen;15 tot 25 jaar;Waarde;2022;79.8;79.2;56.2;56.2;92.6;93.0;66.8;88.3
273;Mannen;15 tot 25 jaar;Waarde;2023;79.9;79.0;54.6;56.4;93.5;92.8;66.3;87.2
274;Mannen;15 tot 25 jaar;Waarde;2024;79.3;79.1;54.4;55.6;93.9;93.3;66.6;87.0
275;Mannen;15 tot 25 jaar;Ondergrens 95%-interval;2014;75.7;75.1;57.2;57.4;92.9;93.6;56.0;72.6
276;Mannen;15 tot 25 jaar;Ondergrens 95%-interval;2015;74.0;73.5;55.8;56.8;92.0;93.2;58.2;75.2
277;Mannen;15 tot 25 jaar;Ondergrens 95%-interval;2016;72.8;71.4;54.2;55.9;92.8;94.2;55.9;76.3
278;Mannen;15 tot 25 jaar;Ondergrens 95%-interval;2017;75.1;73.8;53.2;55.7;92.1;92.9;59.9;80.2
279;Mannen;15 tot 25 jaar;Ondergrens 95%-interval;2018;75.1;75.4;54.2;56.9;93.4;93.5;60.6;84.0
280;Mannen;15 tot 25 jaar;Ondergrens 95%-interval;2019;78.6;77.8;54.6;57.0;92.2;92.0;63.5;84.5
281;Mannen;15 tot 25 jaar;Ondergrens 95%-interval;2020;78.2;78.6;52.5;57.2;94.0;94.1;64.4;82.3
282;Mannen;15 tot 25 jaar;Ondergrens 95%-interval;2021;77.3;77.1;52.7;55.6;93.1;92.9;65.6;85.2
283;Mannen;15 tot 25 jaar;Ondergrens 95%-interval;2022;78.4;77.8;55.4;55.4;91.6;92.0;65.1;87.1
284;Mannen;15 tot 25 jaar;Ondergrens 95%-interval;2023;78.5;77.6;53.7;55.6;92.6;91.8;64.7;86.0
285;Mannen;15 tot 25 jaar;Ondergrens 95%-interval;2024;77.9;77.8;53.6;54.8;93.1;92.5;65.1;85.8
286;Mannen;15 tot 25 jaar;Bovengrens 95%-interval;2014;79.7;79.1;59.6;59.6;95.4;95.9;60.8;77.0
287;Mannen;15 tot 25 jaar;Bovengrens 95%-interval;2015;77.3;76.8;57.7;58.5;94.0;95.1;61.9;78.5
288;Mannen;15 tot 25 jaar;Bovengrens 95%-interval;2016;76.4;75.0;56.3;57.8;94.8;96.1;59.8;79.7
289;Mannen;15 tot 25 jaar;Bovengrens 95%-interval;2017;78.5;77.3;55.4;57.6;94.2;95.0;63.8;83.3
290;Mannen;15 tot 25 jaar;Bovengrens 95%-interval;2018;77.9;78.2;55.9;58.4;95.0;95.2;63.7;86.3
291;Mannen;15 tot 25 jaar;Bovengrens 95%-interval;2019;81.4;80.6;56.2;58.5;93.9;93.9;66.6;86.9
292;Mannen;15 tot 25 jaar;Bovengrens 95%-interval;2020;81.1;81.4;54.4;58.8;95.6;95.8;67.6;85.0
293;Mannen;15 tot 25 jaar;Bovengrens 95%-interval;2021;80.6;80.4;54.8;57.6;95.1;94.9;69.2;88.0
294;Mannen;15 tot 25 jaar;Bovengrens 95%-interval;2022;81.2;80.6;57.0;57.0;93.5;93.8;68.4;89.4
295;Mannen;15 tot 25 jaar;Bovengrens 95%-interval;2023;81.2;80.4;55.4;57.2;94.3;93.6;67.9;88.3
296;Mannen;15 tot 25 jaar;Bovengrens 95%-interval;2024;80.5;80.4;55.2;56.4;94.7;94.1;68.2;88.0
297;Mannen;25 tot 35 jaar;Waarde;2014;72.6;74.2;62.7;61.8;94.0;92.3;55.1;72.8
298;Mannen;25 tot 35 jaar;Waarde;2015;72.9;74.7;62.7;61.6;93.1;93.0;56.2;75.9
299;Mannen;25 tot 35 jaar;Waarde;2016;73.5;76.0;62.5;61.3;94.6;92.8;57.6;78.6
300;Mannen;25 tot 35 jaar;Waarde;2017;70.6;74.6;62.2;61.4;93.3;91.5;59.4;82.7
301;Mannen;25 tot 35 jaar;Waarde;2018;72.5;76.3;61.9;60.9;92.9;91.3;60.5;84.4
302;Mannen;25 tot 35 jaar;Waarde;2019;74.1;76.0;61.9;61.5;94.1;91.6;60.7;86.4
303;Mannen;25 tot 35 jaar;Waarde;2020;74.3;76.1;61.8;62.0;94.7;92.9;60.3;83.8
304;Mannen;25 tot 35 jaar;Waarde;2021;74.7;75.6;60.8;61.6;94.1;91.5;62.9;88.0
305;Mannen;25 tot 35 jaar;Waarde;2022;75.3;76.0;61.4;61.4;95.1;90.0;64.8;91.4
306;Mannen;25 tot 35 jaar;Waarde;2023;77.7;77.8;61.4;62.0;95.5;91.4;66.8;89.6
307;Mannen;25 tot 35 jaar;Waarde;2024;78.1;78.6;61.7;62.2;94.9;91.0;66.5;89.5
308;Mannen;25 tot 35 jaar;Ondergrens 95%-interval;2014;70.9;72.5;62.3;61.3;93.0;91.2;53.2;71.0
309;Mannen;25 tot 35 jaar;Ondergrens 95%-interval;2015;71.3;73.2;62.3;61.1;92.2;92.1;54.5;74.3
310;Mannen;25 tot 35 jaar;Ondergrens 95%-interval;2016;72.0;74.5;62.1;60.9;93.8;91.9;55.9;77.1
311;Mannen;25 tot 35 jaar;Ondergrens 95%-interval;2017;69.0;73.0;61.9;61.0;92.4;90.5;57.7;81.4
312;Mannen;25 tot 35 jaar;Ondergrens 95%-interval;2018;71.2;75.0;61.6;60.5;92.0;90.4;59.0;83.3
313;Mannen;25 tot 35 jaar;Ondergrens 95%-interval;2019;72.7;74.6;61.5;61.1;93.3;90.7;59.1;85.2
314;Mannen;25 tot 35 jaar;Ondergrens 95%-interval;2020;73.0;74.7;61.4;61.6;93.9;92.0;58.8;82.6
315;Mannen;25 tot 35 jaar;Ondergrens 95%-interval;2021;73.2;74.1;60.5;61.2;93.2;90.5;61.2;86.8
316;Mannen;25 tot 35 jaar;Ondergrens 95%-interval;2022;74.0;74.7;61.0;61.0;94.4;89.1;63.3;90.6
317;Mannen;25 tot 35 jaar;Ondergrens 95%-interval;2023;76.4;76.6;61.1;61.6;94.8;90.5;65.4;88.6
318;Mannen;25 tot 35 jaar;Ondergrens 95%-interval;2024;76.9;77.4;61.4;61.8;94.2;90.2;65.1;88.5
319;Mannen;25 tot 35 jaar;Bovengrens 95%-interval;2014;74.3;75.9;63.1;62.3;94.9;93.3;57.0;74.5
320;Mannen;25 tot 35 jaar;Bovengrens 95%-interval;2015;74.4;76.2;63.0;62.0;94.0;93.8;57.9;77.3
321;Mannen;25 tot 35 jaar;Bovengrens 95%-interval;2016;75.0;77.5;62.8;61.7;95.4;93.7;59.3;80.0
322;Mannen;25 tot 35 jaar;Bovengrens 95%-interval;2017;72.2;76.1;62.5;61.8;94.1;92.4;61.1;84.0
323;Mannen;25 tot 35 jaar;Bovengrens 95%-interval;2018;73.8;77.6;62.2;61.3;93.6;92.2;61.9;85.5
324;Mannen;25 tot 35 jaar;Bovengrens 95%-interval;2019;75.4;77.3;62.2;61.9;94.8;92.5;62.2;87.4
325;Mannen;25 tot 35 jaar;Bovengrens 95%-interval;2020;75.7;77.4;62.1;62.4;95.3;93.6;61.8;84.9
326;Mannen;25 tot 35 jaar;Bovengrens 95%-interval;2021;76.2;77.0;61.2;62.1;94.9;92.4;64.5;89.1
327;Mannen;25 tot 35 jaar;Bovengrens 95%-interval;2022;76.6;77.3;61.7;61.8;95.7;90.9;66.2;92.3
328;Mannen;25 tot 35 jaar;Bovengrens 95%-interval;2023;78.9;79.0;61.7;62.4;96.1;92.2;68.1;90.5
329;Mannen;25 tot 35 jaar;Bovengrens 95%-interval;2024;79.3;79.7;62.0;62.6;95.5;91.8;67.8;90.4
330;Mannen;35 tot 45 jaar;Waarde;2014;72.9;76.0;63.4;63.4;93.8;90.7;53.1;68.3
331;Mannen;35 tot 45 jaar;Waarde;2015;73.3;75.1;63.5;63.4;91.8;91.2;54.1;70.5
332;Mannen;35 tot 45 jaar;Waarde;2016;73.9;75.6;63.3;63.5;93.8;92.4;55.1;74.5
333;Mannen;35 tot 45 jaar;Waarde;2017;73.0;75.5;63.4;63.3;92.5;90.7;56.6;78.5
334;Mannen;35 tot 45 jaar;Waarde;2018;73.3;75.9;63.2;63.5;92.3;90.5;56.4;82.5
335;Mannen;35 tot 45 jaar;Waarde;2019;75.7;78.1;63.0;63.3;91.6;90.6;59.2;83.3
336;Mannen;35 tot 45 jaar;Waarde;2020;77.4;79.6;63.4;64.2;94.0;92.3;61.4;82.5
337;Mannen;35 tot 45 jaar;Waarde;2021;78.3;78.9;62.9;64.0;93.3;91.4;62.6;85.7
338;Mannen;35 tot 45 jaar;Waarde;2022;76.0;77.2;63.0;63.5;93.5;89.8;61.6;88.0
339;Mannen;35 tot 45 jaar;Waarde;2023;77.5;78.1;63.1;64.2;94.0;89.7;63.7;88.5
340;Mannen;35 tot 45 jaar;Waarde;2024;77.1;77.2;62.9;63.8;94.0;90.8;62.8;87.2
341;Mannen;35 tot 45 jaar;Ondergrens 95%-interval;2014;71.5;74.6;63.2;63.1;92.9;89.6;51.4;66.7
342;Mannen;35 tot 45 jaar;Ondergrens 95%-interval;2015;71.9;73.7;63.3;63.1;90.8;90.2;52.6;69.0
343;Mannen;35 tot 45 jaar;Ondergrens 95%-interval;2016;72.5;74.3;63.1;63.2;92.9;91.5;53.6;73.1
344;Mannen;35 tot 45 jaar;Ondergrens 95%-interval;2017;71.5;74.1;63.2;63.0;91.5;89.7;55.0;77.2
345;Mannen;35 tot 45 jaar;Ondergrens 95%-interval;2018;72.1;74.7;63.0;63.3;91.6;89.6;55.0;81.4
346;Mannen;35 tot 45 jaar;Ondergrens 95%-interval;2019;74.4;76.8;62.8;63.0;90.7;89.7;57.7;82.2
347;Mannen;35 tot 45 jaar;Ondergrens 95%-interval;2020;76.2;78.3;63.2;64.0;93.2;91.4;59.9;81.3
348;Mannen;35 tot 45 jaar;Ondergrens 95%-interval;2021;77.0;77.6;62.7;63.7;92.4;90.5;61.0;84.5
349;Mannen;35 tot 45 jaar;Ondergrens 95%-interval;2022;74.8;75.9;62.8;63.2;92.7;88.9;60.2;87.0
350;Mannen;35 tot 45 jaar;Ondergrens 95%-interval;2023;76.3;76.9;62.9;63.9;93.3;88.8;62.4;87.6
351;Mannen;35 tot 45 jaar;Ondergrens 95%-interval;2024;75.9;76.1;62.7;63.6;93.3;89.9;61.5;86.2
352;Mannen;35 tot 45 jaar;Bovengrens 95%-interval;2014;74.4;77.4;63.7;63.7;94.5;91.6;54.7;69.8
353;Mannen;35 tot 45 jaar;Bovengrens 95%-interval;2015;74.6;76.4;63.7;63.7;92.6;92.0;55.7;71.9
354;Mannen;35 tot 45 jaar;Bovengrens 95%-interval;2016;75.2;77.0;63.5;63.8;94.5;93.2;56.7;75.9
355;Mannen;35 tot 45 jaar;Bovengrens 95%-interval;2017;74.4;76.9;63.6;63.5;93.3;91.6;58.2;79.9
356;Mannen;35 tot 45 jaar;Bovengrens 95%-interval;2018;74.5;77.1;63.4;63.8;93.1;91.3;57.8;83.5
357;Mannen;35 tot 45 jaar;Bovengrens 95%-interval;2019;76.9;79.3;63.2;63.6;92.4;91.4;60.6;84.4
358;Mannen;35 tot 45 jaar;Bovengrens 95%-interval;2020;78.6;80.7;63.6;64.5;94.7;93.0;62.8;83.6
359;Mannen;35 tot 45 jaar;Bovengrens 95%-interval;2021;79.6;80.2;63.2;64.3;94.1;92.3;64.1;86.8
360;Mannen;35 tot 45 jaar;Bovengrens 95%-interval;2022;77.2;78.3;63.3;63.7;94.2;90.6;62.9;88.9
361;Mannen;35 tot 45 jaar;Bovengrens 95%-interval;2023;78.7;79.2;63.3;64.5;94.7;90.5;65.1;89.4
362;Mannen;35 tot 45 jaar;Bovengrens 95%-interval;2024;78.2;78.4;63.2;64.1;94.7;91.6;64.1;88.1
363;Mannen;45 tot 55 jaar;Waarde;2014;73.3;75.9;64.0;64.3;91.0;89.5;46.0;48.9
364;Mannen;45 tot 55 jaar;Waarde;2015;73.7;77.7;64.1;64.4;89.7;90.2;46.4;50.6
365;Mannen;45 tot 55 jaar;Waarde;2016;73.7;77.4;64.0;64.3;90.4;91.0;48.4;56.2
366;Mannen;45 tot 55 jaar;Waarde;2017;72.8;75.6;63.9;64.2;89.4;89.0;50.4;64.0
367;Mannen;45 tot 55 jaar;Waarde;2018;72.4;76.5;64.0;64.5;90.5;90.5;51.2;69.6
368;Mannen;45 tot 55 jaar;Waarde;2019;75.0;78.8;64.1;64.6;88.9;89.7;52.6;69.7
369;Mannen;45 tot 55 jaar;Waarde;2020;77.2;79.6;64.3;65.4;91.9;92.0;54.8;70.8
370;Mannen;45 tot 55 jaar;Waarde;2021;78.0;80.3;63.9;65.1;90.7;90.5;56.6;77.5
371;Mannen;45 tot 55 jaar;Waarde;2022;78.2;79.1;64.5;65.3;91.6;90.2;59.2;83.2
372;Mannen;45 tot 55 jaar;Waarde;2023;79.6;80.3;64.5;65.5;92.3;90.4;60.3;83.2
373;Mannen;45 tot 55 jaar;Waarde;2024;78.8;80.0;64.5;65.4;91.2;89.7;59.3;84.0
374;Mannen;45 tot 55 jaar;Ondergrens 95%-interval;2014;72.0;74.7;63.8;64.1;90.2;88.6;44.6;47.5
375;Mannen;45 tot 55 jaar;Ondergrens 95%-interval;2015;72.5;76.6;64.0;64.3;88.8;89.3;45.1;49.2
376;Mannen;45 tot 55 jaar;Ondergrens 95%-interval;2016;72.5;76.3;63.9;64.1;89.6;90.3;47.1;54.9
377;Mannen;45 tot 55 jaar;Ondergrens 95%-interval;2017;71.5;74.4;63.7;64.0;88.5;88.1;49.0;62.7
378;Mannen;45 tot 55 jaar;Ondergrens 95%-interval;2018;71.3;75.5;63.9;64.3;89.7;89.7;50.0;68.5
379;Mannen;45 tot 55 jaar;Ondergrens 95%-interval;2019;73.8;77.7;64.0;64.4;88.0;88.9;51.4;68.4
380;Mannen;45 tot 55 jaar;Ondergrens 95%-interval;2020;76.1;78.6;64.2;65.2;91.1;91.3;53.5;69.6
381;Mannen;45 tot 55 jaar;Ondergrens 95%-interval;2021;76.8;79.1;63.8;64.9;89.8;89.7;55.2;76.2
382;Mannen;45 tot 55 jaar;Ondergrens 95%-interval;2022;77.1;78.0;64.4;65.1;90.8;89.4;57.9;82.1
383;Mannen;45 tot 55 jaar;Ondergrens 95%-interval;2023;78.5;79.2;64.4;65.3;91.6;89.5;59.0;82.2
384;Mannen;45 tot 55 jaar;Ondergrens 95%-interval;2024;77.7;78.9;64.3;65.2;90.3;88.8;58.0;83.0
385;Mannen;45 tot 55 jaar;Bovengrens 95%-interval;2014;74.5;77.1;64.1;64.5;91.8;90.3;47.4;50.3
386;Mannen;45 tot 55 jaar;Bovengrens 95%-interval;2015;74.8;78.9;64.2;64.6;90.5;91.0;47.8;51.9
387;Mannen;45 tot 55 jaar;Bovengrens 95%-interval;2016;74.8;78.5;64.1;64.4;91.2;91.8;49.7;57.5
388;Mannen;45 tot 55 jaar;Bovengrens 95%-interval;2017;74.0;76.8;64.0;64.4;90.3;89.8;51.8;65.3
389;Mannen;45 tot 55 jaar;Bovengrens 95%-interval;2018;73.4;77.5;64.1;64.7;91.1;91.2;52.4;70.7
390;Mannen;45 tot 55 jaar;Bovengrens 95%-interval;2019;76.1;79.8;64.2;64.8;89.7;90.5;53.9;70.8
391;Mannen;45 tot 55 jaar;Bovengrens 95%-interval;2020;78.3;80.7;64.5;65.6;92.6;92.7;56.1;72.0
392;Mannen;45 tot 55 jaar;Bovengrens 95%-interval;2021;79.2;81.4;64.0;65.3;91.5;91.4;58.0;78.7
393;Mannen;45 tot 55 jaar;Bovengrens 95%-interval;2022;79.3;80.1;64.7;65.5;92.3;91.0;60.5;84.2
394;Mannen;45 tot 55 jaar;Bovengrens 95%-interval;2023;80.7;81.4;64.7;65.7;93.0;91.1;61.6;84.2
395;Mannen;45 tot 55 jaar;Bovengrens 95%-interval;2024;79.9;81.1;64.6;65.6;91.9;90.5;60.6;85.0
396;Mannen;55 tot 65 jaar;Waarde;2014;73.8;78.0;64.8;65.6;86.1;87.0;38.0;25.3
397;Mannen;55 tot 65 jaar;Waarde;2015;73.6;77.4;65.1;65.7;84.7;86.9;37.1;23.9
398;Mannen;55 tot 65 jaar;Waarde;2016;73.7;77.6;65.0;65.6;86.2;88.7;37.9;27.8
