ID;Verplaatsingskenmerken;Populatie;Vervoerwijzen;Marges;Regiokenmerken;Perioden;GemiddeldeAfstandPerVerplaatsing_1;GemiddeldeReisduurPerVerplaatsing_2
554;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Zuid-Nederland (LD);2020;13.43;20.08
555;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Zuid-Nederland (LD);2021;14.67;21.48
556;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Zuid-Nederland (LD);2022;15.13;21.88
557;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Zuid-Nederland (LD);2023;15.02;21.84
558;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Groningen (PV);2018;16.78;22.92
559;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Groningen (PV);2019;18.85;24.48
560;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Groningen (PV);2020;15.56;21.49
561;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Groningen (PV);2021;15.8;22.17
562;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Groningen (PV);2022;17.36;24.34
563;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Groningen (PV);2023;15.29;21.82
564;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Fryslân (PV);2018;19.55;23.56
565;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Fryslân (PV);2019;20.74;24.74
566;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Fryslân (PV);2020;16.46;21.02
567;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Fryslân (PV);2021;17.09;21.51
568;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Fryslân (PV);2022;17.67;23.7
569;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Fryslân (PV);2023;17.74;22.21
570;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Drenthe (PV);2018;18.63;23.3
571;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Drenthe (PV);2019;16.05;20.83
572;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Drenthe (PV);2020;13.65;19.27
573;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Drenthe (PV);2021;14.75;20.94
574;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Drenthe (PV);2022;15.56;21.51
575;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Drenthe (PV);2023;17.19;22.21
576;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Overijssel (PV);2018;17.55;23.14
577;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Overijssel (PV);2019;17.2;23.62
578;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Overijssel (PV);2020;14.85;21.54
579;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Overijssel (PV);2021;15.68;22.2
580;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Overijssel (PV);2022;16.58;22.82
581;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Overijssel (PV);2023;16.02;22.11
582;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Flevoland (PV);2018;20.62;25.23
583;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Flevoland (PV);2019;19.32;23.94
584;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Flevoland (PV);2020;17.98;21.82
585;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Flevoland (PV);2021;18.44;23.48
586;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Flevoland (PV);2022;19.33;24.47
587;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Flevoland (PV);2023;19.79;25.15
588;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Gelderland (PV);2018;18.52;24.51
589;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Gelderland (PV);2019;18.64;24.66
590;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Gelderland (PV);2020;16.19;22.38
591;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Gelderland (PV);2021;16.35;23.17
592;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Gelderland (PV);2022;16.36;23.16
593;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Gelderland (PV);2023;17.09;23.93
594;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Utrecht (PV);2018;19.25;25.4
595;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Utrecht (PV);2019;20.82;27.48
596;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Utrecht (PV);2020;17.78;24.32
597;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Utrecht (PV);2021;17.79;24.55
598;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Utrecht (PV);2022;17.84;24.91
599;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Utrecht (PV);2023;18.82;26.19
600;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Noord-Holland (PV);2018;19.37;27.3
601;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Noord-Holland (PV);2019;18.57;27.33
602;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Noord-Holland (PV);2020;15.19;22.94
603;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Noord-Holland (PV);2021;16.99;25.56
604;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Noord-Holland (PV);2022;17.46;25.41
605;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Noord-Holland (PV);2023;17.49;25.67
606;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Zuid-Holland (PV);2018;17.59;26.5
607;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Zuid-Holland (PV);2019;17.52;26.41
608;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Zuid-Holland (PV);2020;16.36;24.71
609;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Zuid-Holland (PV);2021;15.92;24.82
610;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Zuid-Holland (PV);2022;16.11;25.29
611;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Zuid-Holland (PV);2023;16.67;26.29
612;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Zeeland (PV);2018;16.05;20.39
613;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Zeeland (PV);2019;17.45;22.53
614;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Zeeland (PV);2020;13.38;19.12
615;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Zeeland (PV);2021;16.35;21.64
616;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Zeeland (PV);2022;14.74;20.4
617;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Zeeland (PV);2023;16.99;21.9
618;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Noord-Brabant (PV);2018;17.04;23.49
619;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Noord-Brabant (PV);2019;16.74;23.02
620;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Noord-Brabant (PV);2020;13.69;20.25
621;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Noord-Brabant (PV);2021;14.93;21.84
622;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Noord-Brabant (PV);2022;15.54;22.29
623;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Noord-Brabant (PV);2023;15.94;22.91
624;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Limburg (PV);2018;13.44;19.73
625;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Limburg (PV);2019;12.9;19.32
626;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Limburg (PV);2020;12.12;18.89
627;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Limburg (PV);2021;13.13;19.77
628;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Limburg (PV);2022;13.39;20.1
629;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Limburg (PV);2023;12.28;18.78
630;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Zeer sterk stedelijk;2018;19.53;28.59
631;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Zeer sterk stedelijk;2019;19.06;28.26
632;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Zeer sterk stedelijk;2020;17.03;25.93
633;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Zeer sterk stedelijk;2021;17.11;26.63
634;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Zeer sterk stedelijk;2022;17.13;26.51
635;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Zeer sterk stedelijk;2023;17.58;27.37
636;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Sterk stedelijk;2018;18.52;25.26
637;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Sterk stedelijk;2019;18.14;25.26
638;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Sterk stedelijk;2020;15.87;22.95
639;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Sterk stedelijk;2021;16.41;23.81
640;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Sterk stedelijk;2022;17.0;24.49
641;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Sterk stedelijk;2023;16.94;24.59
642;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Matig stedelijk;2018;16.79;23.25
643;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Matig stedelijk;2019;17.5;24.08
644;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Matig stedelijk;2020;14.51;20.91
645;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Matig stedelijk;2021;15.45;22.41
646;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Matig stedelijk;2022;15.88;22.85
647;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Matig stedelijk;2023;16.25;22.97
648;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Weinig stedelijk;2018;18.06;23.8
649;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Weinig stedelijk;2019;17.69;23.57
650;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Weinig stedelijk;2020;15.12;21.07
651;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Weinig stedelijk;2021;15.74;22.09
652;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Weinig stedelijk;2022;16.6;22.73
653;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Weinig stedelijk;2023;16.89;23.04
654;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Niet stedelijk;2018;17.63;22.96
655;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Niet stedelijk;2019;18.66;24.16
656;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Niet stedelijk;2020;15.6;21.0
657;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Niet stedelijk;2021;17.85;22.92
658;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Niet stedelijk;2022;16.64;22.42
659;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Ondergrens 95%-interval;Niet stedelijk;2023;17.19;22.5
660;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Bovengrens 95%-interval;Nederland;2018;19.32;25.95
661;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Bovengrens 95%-interval;Nederland;2019;19.4;26.24
662;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Bovengrens 95%-interval;Nederland;2020;16.66;23.49
663;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Bovengrens 95%-interval;Nederland;2021;17.43;24.67
664;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Bovengrens 95%-interval;Nederland;2022;17.79;25.07
665;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Bovengrens 95%-interval;Nederland;2023;18.01;25.24
666;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Bovengrens 95%-interval;Noord-Nederland (LD);2018;21.77;26.35
667;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Bovengrens 95%-interval;Noord-Nederland (LD);2019;22.81;27.11
668;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Bovengrens 95%-interval;Noord-Nederland (LD);2020;18.63;23.77
669;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Bovengrens 95%-interval;Noord-Nederland (LD);2021;19.26;24.63
670;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Bovengrens 95%-interval;Noord-Nederland (LD);2022;20.62;26.93
671;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Bovengrens 95%-interval;Noord-Nederland (LD);2023;20.2;25.17
672;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Bovengrens 95%-interval;Oost-Nederland (LD);2018;20.41;25.93
673;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Bovengrens 95%-interval;Oost-Nederland (LD);2019;20.64;26.49
674;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Bovengrens 95%-interval;Oost-Nederland (LD);2020;17.93;24.01
675;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Bovengrens 95%-interval;Oost-Nederland (LD);2021;18.36;25.02
676;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Bovengrens 95%-interval;Oost-Nederland (LD);2022;18.65;25.1
677;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Bovengrens 95%-interval;Oost-Nederland (LD);2023;18.96;25.35
678;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Bovengrens 95%-interval;West-Nederland (LD);2018;19.97;27.78
679;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Bovengrens 95%-interval;West-Nederland (LD);2019;20.16;28.42
680;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Bovengrens 95%-interval;West-Nederland (LD);2020;17.44;25.19
681;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Bovengrens 95%-interval;West-Nederland (LD);2021;18.05;26.34
682;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Bovengrens 95%-interval;West-Nederland (LD);2022;18.14;26.41
683;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Bovengrens 95%-interval;West-Nederland (LD);2023;18.78;27.29
684;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Bovengrens 95%-interval;Zuid-Nederland (LD);2018;17.45;23.85
685;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Bovengrens 95%-interval;Zuid-Nederland (LD);2019;17.12;23.38
686;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Bovengrens 95%-interval;Zuid-Nederland (LD);2020;14.68;21.43
687;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Bovengrens 95%-interval;Zuid-Nederland (LD);2021;16.09;22.95
688;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Bovengrens 95%-interval;Zuid-Nederland (LD);2022;16.53;23.36
689;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Bovengrens 95%-interval;Zuid-Nederland (LD);2023;16.26;23.12
690;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Bovengrens 95%-interval;Groningen (PV);2018;21.03;27.04
691;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Bovengrens 95%-interval;Groningen (PV);2019;25.24;29.92
692;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Bovengrens 95%-interval;Groningen (PV);2020;20.2;26.42
693;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Bovengrens 95%-interval;Groningen (PV);2021;20.32;26.41
694;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Bovengrens 95%-interval;Groningen (PV);2022;23.71;30.5
695;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Bovengrens 95%-interval;Groningen (PV);2023;18.91;25.33
696;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Bovengrens 95%-interval;Fryslân (PV);2018;23.84;27.13
697;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Bovengrens 95%-interval;Fryslân (PV);2019;26.19;29.32
698;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Bovengrens 95%-interval;Fryslân (PV);2020;20.83;24.81
699;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Bovengrens 95%-interval;Fryslân (PV);2021;21.17;25.25
700;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Bovengrens 95%-interval;Fryslân (PV);2022;21.96;28.21
701;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Bovengrens 95%-interval;Fryslân (PV);2023;22.13;26.11
702;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Bovengrens 95%-interval;Drenthe (PV);2018;22.73;27.32
703;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Bovengrens 95%-interval;Drenthe (PV);2019;20.2;25.12
704;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Bovengrens 95%-interval;Drenthe (PV);2020;17.02;22.51
705;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Bovengrens 95%-interval;Drenthe (PV);2021;18.65;24.72
706;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Bovengrens 95%-interval;Drenthe (PV);2022;19.18;25.16
707;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Bovengrens 95%-interval;Drenthe (PV);2023;21.69;26.39
708;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Bovengrens 95%-interval;Overijssel (PV);2018;20.15;25.3
709;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Bovengrens 95%-interval;Overijssel (PV);2019;20.33;26.82
710;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Bovengrens 95%-interval;Overijssel (PV);2020;17.46;24.29
711;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Bovengrens 95%-interval;Overijssel (PV);2021;18.5;25.17
712;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Bovengrens 95%-interval;Overijssel (PV);2022;19.47;25.47
713;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Bovengrens 95%-interval;Overijssel (PV);2023;18.63;24.47
714;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Bovengrens 95%-interval;Flevoland (PV);2018;25.52;29.49
715;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Bovengrens 95%-interval;Flevoland (PV);2019;23.64;28.07
716;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Bovengrens 95%-interval;Flevoland (PV);2020;22.21;25.5
717;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Bovengrens 95%-interval;Flevoland (PV);2021;22.75;27.23
718;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Bovengrens 95%-interval;Flevoland (PV);2022;23.13;28.27
719;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Bovengrens 95%-interval;Flevoland (PV);2023;23.6;29.26
720;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Bovengrens 95%-interval;Gelderland (PV);2018;20.45;26.37
721;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Bovengrens 95%-interval;Gelderland (PV);2019;21.16;26.92
722;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Bovengrens 95%-interval;Gelderland (PV);2020;18.18;24.39
723;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Bovengrens 95%-interval;Gelderland (PV);2021;18.34;25.39
724;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Bovengrens 95%-interval;Gelderland (PV);2022;18.17;25.07
725;Totaal verplaatsingskenmerken ;Populatie: 6 jaar of ouder;Personenauto (bestuurder);Bovengrens 95%-interval;Gelderland (PV);2023;19.0;25.85
