ID;Geslacht;Leeftijd;Regiokenmerken;Perioden;AnwUitkeringen_1
1564;Totaal geslacht, incl. onbekend;25 tot 35 jaar;West-Nederland (LD);2009 1e kwartaal;650
1565;Totaal geslacht, incl. onbekend;25 tot 35 jaar;West-Nederland (LD);2009 2e kwartaal;630
1566;Totaal geslacht, incl. onbekend;25 tot 35 jaar;West-Nederland (LD);2009 3e kwartaal;620
1567;Totaal geslacht, incl. onbekend;25 tot 35 jaar;West-Nederland (LD);2009 4e kwartaal;610
1568;Totaal geslacht, incl. onbekend;25 tot 35 jaar;West-Nederland (LD);2010 1e kwartaal;610
1569;Totaal geslacht, incl. onbekend;25 tot 35 jaar;West-Nederland (LD);2010 2e kwartaal;600
1570;Totaal geslacht, incl. onbekend;25 tot 35 jaar;West-Nederland (LD);2010 3e kwartaal;580
1571;Totaal geslacht, incl. onbekend;25 tot 35 jaar;West-Nederland (LD);2010 4e kwartaal;580
1572;Totaal geslacht, incl. onbekend;25 tot 35 jaar;West-Nederland (LD);2011 1e kwartaal;570
1573;Totaal geslacht, incl. onbekend;25 tot 35 jaar;West-Nederland (LD);2011 2e kwartaal;570
1574;Totaal geslacht, incl. onbekend;25 tot 35 jaar;West-Nederland (LD);2011 3e kwartaal;580
1575;Totaal geslacht, incl. onbekend;25 tot 35 jaar;West-Nederland (LD);2011 4e kwartaal;580
1576;Totaal geslacht, incl. onbekend;25 tot 35 jaar;West-Nederland (LD);2012 1e kwartaal;590
1577;Totaal geslacht, incl. onbekend;25 tot 35 jaar;West-Nederland (LD);2012 2e kwartaal;600
1578;Totaal geslacht, incl. onbekend;25 tot 35 jaar;West-Nederland (LD);2012 3e kwartaal;590
1579;Totaal geslacht, incl. onbekend;25 tot 35 jaar;West-Nederland (LD);2012 4e kwartaal;580
1580;Totaal geslacht, incl. onbekend;25 tot 35 jaar;West-Nederland (LD);2013 1e kwartaal;570
1581;Totaal geslacht, incl. onbekend;25 tot 35 jaar;West-Nederland (LD);2013 2e kwartaal;570
1582;Totaal geslacht, incl. onbekend;25 tot 35 jaar;West-Nederland (LD);2013 3e kwartaal;550
1583;Totaal geslacht, incl. onbekend;25 tot 35 jaar;West-Nederland (LD);2013 4e kwartaal;320
1584;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Zuid-Nederland (LD);2008 1e kwartaal;300
1585;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Zuid-Nederland (LD);2008 2e kwartaal;300
1586;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Zuid-Nederland (LD);2008 3e kwartaal;290
1587;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Zuid-Nederland (LD);2008 4e kwartaal;280
1588;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Zuid-Nederland (LD);2009 1e kwartaal;270
1589;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Zuid-Nederland (LD);2009 2e kwartaal;270
1590;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Zuid-Nederland (LD);2009 3e kwartaal;270
1591;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Zuid-Nederland (LD);2009 4e kwartaal;280
1592;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Zuid-Nederland (LD);2010 1e kwartaal;280
1593;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Zuid-Nederland (LD);2010 2e kwartaal;260
1594;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Zuid-Nederland (LD);2010 3e kwartaal;250
1595;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Zuid-Nederland (LD);2010 4e kwartaal;250
1596;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Zuid-Nederland (LD);2011 1e kwartaal;240
1597;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Zuid-Nederland (LD);2011 2e kwartaal;240
1598;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Zuid-Nederland (LD);2011 3e kwartaal;240
1599;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Zuid-Nederland (LD);2011 4e kwartaal;240
1600;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Zuid-Nederland (LD);2012 1e kwartaal;240
1601;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Zuid-Nederland (LD);2012 2e kwartaal;250
1602;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Zuid-Nederland (LD);2012 3e kwartaal;250
1603;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Zuid-Nederland (LD);2012 4e kwartaal;240
1604;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Zuid-Nederland (LD);2013 1e kwartaal;230
1605;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Zuid-Nederland (LD);2013 2e kwartaal;230
1606;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Zuid-Nederland (LD);2013 3e kwartaal;220
1607;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Zuid-Nederland (LD);2013 4e kwartaal;110
1608;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Groningen (PV);2008 1e kwartaal;40
1609;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Groningen (PV);2008 2e kwartaal;40
1610;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Groningen (PV);2008 3e kwartaal;40
1611;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Groningen (PV);2008 4e kwartaal;40
1612;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Groningen (PV);2009 1e kwartaal;40
1613;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Groningen (PV);2009 2e kwartaal;30
1614;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Groningen (PV);2009 3e kwartaal;30
1615;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Groningen (PV);2009 4e kwartaal;30
1616;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Groningen (PV);2010 1e kwartaal;30
1617;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Groningen (PV);2010 2e kwartaal;30
1618;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Groningen (PV);2010 3e kwartaal;30
1619;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Groningen (PV);2010 4e kwartaal;30
1620;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Groningen (PV);2011 1e kwartaal;30
1621;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Groningen (PV);2011 2e kwartaal;30
1622;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Groningen (PV);2011 3e kwartaal;30
1623;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Groningen (PV);2011 4e kwartaal;30
1624;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Groningen (PV);2012 1e kwartaal;30
1625;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Groningen (PV);2012 2e kwartaal;30
1626;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Groningen (PV);2012 3e kwartaal;30
1627;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Groningen (PV);2012 4e kwartaal;30
1628;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Groningen (PV);2013 1e kwartaal;30
1629;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Groningen (PV);2013 2e kwartaal;40
1630;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Groningen (PV);2013 3e kwartaal;30
1631;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Groningen (PV);2013 4e kwartaal;20
1632;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Friesland (PV);2008 1e kwartaal;60
1633;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Friesland (PV);2008 2e kwartaal;60
1634;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Friesland (PV);2008 3e kwartaal;60
1635;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Friesland (PV);2008 4e kwartaal;60
1636;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Friesland (PV);2009 1e kwartaal;50
1637;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Friesland (PV);2009 2e kwartaal;60
1638;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Friesland (PV);2009 3e kwartaal;50
1639;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Friesland (PV);2009 4e kwartaal;60
1640;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Friesland (PV);2010 1e kwartaal;60
1641;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Friesland (PV);2010 2e kwartaal;50
1642;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Friesland (PV);2010 3e kwartaal;50
1643;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Friesland (PV);2010 4e kwartaal;50
1644;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Friesland (PV);2011 1e kwartaal;60
1645;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Friesland (PV);2011 2e kwartaal;50
1646;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Friesland (PV);2011 3e kwartaal;50
1647;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Friesland (PV);2011 4e kwartaal;50
1648;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Friesland (PV);2012 1e kwartaal;50
1649;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Friesland (PV);2012 2e kwartaal;50
1650;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Friesland (PV);2012 3e kwartaal;50
1651;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Friesland (PV);2012 4e kwartaal;50
1652;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Friesland (PV);2013 1e kwartaal;50
1653;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Friesland (PV);2013 2e kwartaal;40
1654;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Friesland (PV);2013 3e kwartaal;40
1655;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Friesland (PV);2013 4e kwartaal;20
1656;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Drenthe (PV);2008 1e kwartaal;30
1657;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Drenthe (PV);2008 2e kwartaal;30
1658;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Drenthe (PV);2008 3e kwartaal;30
1659;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Drenthe (PV);2008 4e kwartaal;30
1660;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Drenthe (PV);2009 1e kwartaal;30
1661;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Drenthe (PV);2009 2e kwartaal;30
1662;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Drenthe (PV);2009 3e kwartaal;30
1663;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Drenthe (PV);2009 4e kwartaal;30
1664;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Drenthe (PV);2010 1e kwartaal;30
1665;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Drenthe (PV);2010 2e kwartaal;30
1666;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Drenthe (PV);2010 3e kwartaal;30
1667;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Drenthe (PV);2010 4e kwartaal;40
1668;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Drenthe (PV);2011 1e kwartaal;40
1669;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Drenthe (PV);2011 2e kwartaal;40
1670;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Drenthe (PV);2011 3e kwartaal;30
1671;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Drenthe (PV);2011 4e kwartaal;30
1672;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Drenthe (PV);2012 1e kwartaal;30
1673;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Drenthe (PV);2012 2e kwartaal;30
1674;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Drenthe (PV);2012 3e kwartaal;30
1675;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Drenthe (PV);2012 4e kwartaal;30
1676;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Drenthe (PV);2013 1e kwartaal;30
1677;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Drenthe (PV);2013 2e kwartaal;30
1678;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Drenthe (PV);2013 3e kwartaal;30
1679;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Drenthe (PV);2013 4e kwartaal;20
1680;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Overijssel (PV);2008 1e kwartaal;80
1681;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Overijssel (PV);2008 2e kwartaal;90
1682;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Overijssel (PV);2008 3e kwartaal;80
1683;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Overijssel (PV);2008 4e kwartaal;80
1684;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Overijssel (PV);2009 1e kwartaal;90
1685;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Overijssel (PV);2009 2e kwartaal;90
1686;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Overijssel (PV);2009 3e kwartaal;80
1687;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Overijssel (PV);2009 4e kwartaal;90
1688;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Overijssel (PV);2010 1e kwartaal;90
1689;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Overijssel (PV);2010 2e kwartaal;90
1690;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Overijssel (PV);2010 3e kwartaal;90
1691;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Overijssel (PV);2010 4e kwartaal;90
1692;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Overijssel (PV);2011 1e kwartaal;90
1693;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Overijssel (PV);2011 2e kwartaal;90
1694;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Overijssel (PV);2011 3e kwartaal;90
1695;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Overijssel (PV);2011 4e kwartaal;90
1696;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Overijssel (PV);2012 1e kwartaal;90
1697;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Overijssel (PV);2012 2e kwartaal;90
1698;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Overijssel (PV);2012 3e kwartaal;90
1699;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Overijssel (PV);2012 4e kwartaal;90
1700;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Overijssel (PV);2013 1e kwartaal;90
1701;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Overijssel (PV);2013 2e kwartaal;90
1702;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Overijssel (PV);2013 3e kwartaal;90
1703;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Overijssel (PV);2013 4e kwartaal;60
1704;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Flevoland (PV);2008 1e kwartaal;50
1705;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Flevoland (PV);2008 2e kwartaal;40
1706;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Flevoland (PV);2008 3e kwartaal;40
1707;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Flevoland (PV);2008 4e kwartaal;50
1708;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Flevoland (PV);2009 1e kwartaal;40
1709;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Flevoland (PV);2009 2e kwartaal;40
1710;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Flevoland (PV);2009 3e kwartaal;40
1711;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Flevoland (PV);2009 4e kwartaal;40
1712;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Flevoland (PV);2010 1e kwartaal;40
1713;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Flevoland (PV);2010 2e kwartaal;40
1714;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Flevoland (PV);2010 3e kwartaal;40
1715;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Flevoland (PV);2010 4e kwartaal;40
1716;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Flevoland (PV);2011 1e kwartaal;40
1717;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Flevoland (PV);2011 2e kwartaal;30
1718;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Flevoland (PV);2011 3e kwartaal;30
1719;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Flevoland (PV);2011 4e kwartaal;40
1720;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Flevoland (PV);2012 1e kwartaal;40
1721;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Flevoland (PV);2012 2e kwartaal;40
1722;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Flevoland (PV);2012 3e kwartaal;40
1723;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Flevoland (PV);2012 4e kwartaal;40
1724;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Flevoland (PV);2013 1e kwartaal;40
1725;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Flevoland (PV);2013 2e kwartaal;40
1726;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Flevoland (PV);2013 3e kwartaal;40
1727;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Flevoland (PV);2013 4e kwartaal;20
1728;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Gelderland (PV);2008 1e kwartaal;140
1729;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Gelderland (PV);2008 2e kwartaal;140
1730;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Gelderland (PV);2008 3e kwartaal;140
1731;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Gelderland (PV);2008 4e kwartaal;140
1732;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Gelderland (PV);2009 1e kwartaal;150
1733;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Gelderland (PV);2009 2e kwartaal;140
1734;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Gelderland (PV);2009 3e kwartaal;140
1735;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Gelderland (PV);2009 4e kwartaal;140
1736;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Gelderland (PV);2010 1e kwartaal;140
1737;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Gelderland (PV);2010 2e kwartaal;130
1738;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Gelderland (PV);2010 3e kwartaal;120
1739;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Gelderland (PV);2010 4e kwartaal;130
1740;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Gelderland (PV);2011 1e kwartaal;130
1741;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Gelderland (PV);2011 2e kwartaal;130
1742;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Gelderland (PV);2011 3e kwartaal;140
1743;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Gelderland (PV);2011 4e kwartaal;140
1744;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Gelderland (PV);2012 1e kwartaal;140
1745;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Gelderland (PV);2012 2e kwartaal;140
1746;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Gelderland (PV);2012 3e kwartaal;130
1747;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Gelderland (PV);2012 4e kwartaal;130
1748;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Gelderland (PV);2013 1e kwartaal;130
1749;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Gelderland (PV);2013 2e kwartaal;130
1750;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Gelderland (PV);2013 3e kwartaal;120
1751;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Gelderland (PV);2013 4e kwartaal;80
1752;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Utrecht (PV);2008 1e kwartaal;80
1753;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Utrecht (PV);2008 2e kwartaal;80
1754;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Utrecht (PV);2008 3e kwartaal;80
1755;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Utrecht (PV);2008 4e kwartaal;80
1756;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Utrecht (PV);2009 1e kwartaal;90
1757;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Utrecht (PV);2009 2e kwartaal;90
1758;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Utrecht (PV);2009 3e kwartaal;90
1759;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Utrecht (PV);2009 4e kwartaal;80
1760;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Utrecht (PV);2010 1e kwartaal;70
1761;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Utrecht (PV);2010 2e kwartaal;70
1762;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Utrecht (PV);2010 3e kwartaal;70
1763;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Utrecht (PV);2010 4e kwartaal;70
1764;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Utrecht (PV);2011 1e kwartaal;70
1765;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Utrecht (PV);2011 2e kwartaal;70
1766;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Utrecht (PV);2011 3e kwartaal;70
1767;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Utrecht (PV);2011 4e kwartaal;80
1768;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Utrecht (PV);2012 1e kwartaal;80
1769;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Utrecht (PV);2012 2e kwartaal;90
1770;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Utrecht (PV);2012 3e kwartaal;80
1771;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Utrecht (PV);2012 4e kwartaal;80
1772;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Utrecht (PV);2013 1e kwartaal;80
1773;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Utrecht (PV);2013 2e kwartaal;80
1774;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Utrecht (PV);2013 3e kwartaal;80
1775;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Utrecht (PV);2013 4e kwartaal;50
1776;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Noord-Holland (PV);2008 1e kwartaal;230
1777;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Noord-Holland (PV);2008 2e kwartaal;220
1778;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Noord-Holland (PV);2008 3e kwartaal;220
1779;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Noord-Holland (PV);2008 4e kwartaal;220
1780;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Noord-Holland (PV);2009 1e kwartaal;220
1781;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Noord-Holland (PV);2009 2e kwartaal;210
1782;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Noord-Holland (PV);2009 3e kwartaal;210
1783;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Noord-Holland (PV);2009 4e kwartaal;200
1784;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Noord-Holland (PV);2010 1e kwartaal;200
1785;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Noord-Holland (PV);2010 2e kwartaal;200
1786;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Noord-Holland (PV);2010 3e kwartaal;190
1787;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Noord-Holland (PV);2010 4e kwartaal;190
1788;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Noord-Holland (PV);2011 1e kwartaal;180
1789;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Noord-Holland (PV);2011 2e kwartaal;190
1790;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Noord-Holland (PV);2011 3e kwartaal;190
1791;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Noord-Holland (PV);2011 4e kwartaal;190
1792;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Noord-Holland (PV);2012 1e kwartaal;190
1793;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Noord-Holland (PV);2012 2e kwartaal;190
1794;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Noord-Holland (PV);2012 3e kwartaal;190
1795;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Noord-Holland (PV);2012 4e kwartaal;190
1796;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Noord-Holland (PV);2013 1e kwartaal;180
1797;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Noord-Holland (PV);2013 2e kwartaal;180
1798;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Noord-Holland (PV);2013 3e kwartaal;170
1799;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Noord-Holland (PV);2013 4e kwartaal;100
1800;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Zuid-Holland (PV);2008 1e kwartaal;320
1801;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Zuid-Holland (PV);2008 2e kwartaal;330
1802;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Zuid-Holland (PV);2008 3e kwartaal;330
1803;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Zuid-Holland (PV);2008 4e kwartaal;320
1804;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Zuid-Holland (PV);2009 1e kwartaal;320
1805;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Zuid-Holland (PV);2009 2e kwartaal;310
1806;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Zuid-Holland (PV);2009 3e kwartaal;300
1807;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Zuid-Holland (PV);2009 4e kwartaal;310
1808;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Zuid-Holland (PV);2010 1e kwartaal;310
1809;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Zuid-Holland (PV);2010 2e kwartaal;310
1810;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Zuid-Holland (PV);2010 3e kwartaal;300
1811;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Zuid-Holland (PV);2010 4e kwartaal;300
1812;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Zuid-Holland (PV);2011 1e kwartaal;290
1813;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Zuid-Holland (PV);2011 2e kwartaal;290
1814;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Zuid-Holland (PV);2011 3e kwartaal;290
1815;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Zuid-Holland (PV);2011 4e kwartaal;290
1816;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Zuid-Holland (PV);2012 1e kwartaal;290
1817;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Zuid-Holland (PV);2012 2e kwartaal;290
1818;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Zuid-Holland (PV);2012 3e kwartaal;290
1819;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Zuid-Holland (PV);2012 4e kwartaal;280
1820;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Zuid-Holland (PV);2013 1e kwartaal;280
1821;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Zuid-Holland (PV);2013 2e kwartaal;280
1822;Totaal geslacht, incl. onbekend;25 tot 35 jaar;Zuid-Holland (PV);2013 3e kwartaal;270
