ID;Geslacht;OnderwijspositieBasisjaar;PositieInVolgendSchooljaar;Migratieachtergrond;Generatie;Regiokenmerken;Perioden;Woongemeente_1;Schoolgemeente_2;Woongemeente_3;Schoolgemeente_4
359;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;1e generatie migratieachtergrond;Rotterdam;2017/'18 - 2018/'19;2757.0;2981.0;100.0;100.0
360;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;1e generatie migratieachtergrond;Utrecht;2003/'04 - 2004/'05;978.0;1095.0;100.0;100.0
361;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;1e generatie migratieachtergrond;Utrecht;2004/'05 - 2005/'06;842.0;932.0;100.0;100.0
362;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;1e generatie migratieachtergrond;Utrecht;2005/'06 - 2006/'07;799.0;847.0;100.0;100.0
363;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;1e generatie migratieachtergrond;Utrecht;2006/'07 - 2007/'08;755.0;779.0;100.0;100.0
364;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;1e generatie migratieachtergrond;Utrecht;2007/'08 - 2008/'09;713.0;768.0;100.0;100.0
365;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;1e generatie migratieachtergrond;Utrecht;2008/'09 - 2009/'10;659.0;681.0;100.0;100.0
366;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;1e generatie migratieachtergrond;Utrecht;2009/'10 - 2010/'11;631.0;718.0;100.0;100.0
367;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;1e generatie migratieachtergrond;Utrecht;2010/'11 - 2011/'12;643.0;760.0;100.0;100.0
368;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;1e generatie migratieachtergrond;Utrecht;2011/'12 - 2012/'13;661.0;751.0;100.0;100.0
369;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;1e generatie migratieachtergrond;Utrecht;2012/'13 - 2013/'14;628.0;707.0;100.0;100.0
370;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;1e generatie migratieachtergrond;Utrecht;2013/'14 - 2014/'15;610.0;679.0;100.0;100.0
371;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;1e generatie migratieachtergrond;Utrecht;2014/'15 - 2015/'16;565.0;673.0;100.0;100.0
372;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;1e generatie migratieachtergrond;Utrecht;2015/'16 - 2016/'17;624.0;822.0;100.0;100.0
373;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;1e generatie migratieachtergrond;Utrecht;2016/'17 - 2017/'18;761.0;1034.0;100.0;100.0
374;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;1e generatie migratieachtergrond;Utrecht;2017/'18 - 2018/'19;892.0;936.0;100.0;100.0
375;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;1e generatie migratieachtergrond;Gemeente onbekend;2003/'04 - 2004/'05;1633.0;0.0;100.0;0.0
376;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;1e generatie migratieachtergrond;Gemeente onbekend;2004/'05 - 2005/'06;1287.0;0.0;100.0;0.0
377;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;1e generatie migratieachtergrond;Gemeente onbekend;2005/'06 - 2006/'07;791.0;0.0;100.0;0.0
378;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;1e generatie migratieachtergrond;Gemeente onbekend;2006/'07 - 2007/'08;338.0;0.0;100.0;0.0
379;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;1e generatie migratieachtergrond;Gemeente onbekend;2007/'08 - 2008/'09;493.0;0.0;100.0;0.0
380;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;1e generatie migratieachtergrond;Gemeente onbekend;2008/'09 - 2009/'10;250.0;0.0;100.0;0.0
381;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;1e generatie migratieachtergrond;Gemeente onbekend;2009/'10 - 2010/'11;207.0;0.0;100.0;0.0
382;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;1e generatie migratieachtergrond;Gemeente onbekend;2010/'11 - 2011/'12;135.0;0.0;100.0;0.0
383;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;1e generatie migratieachtergrond;Gemeente onbekend;2011/'12 - 2012/'13;135.0;0.0;100.0;0.0
384;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;1e generatie migratieachtergrond;Gemeente onbekend;2012/'13 - 2013/'14;147.0;0.0;100.0;0.0
385;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;1e generatie migratieachtergrond;Gemeente onbekend;2013/'14 - 2014/'15;133.0;0.0;100.0;0.0
386;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;1e generatie migratieachtergrond;Gemeente onbekend;2014/'15 - 2015/'16;136.0;0.0;100.0;0.0
387;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;1e generatie migratieachtergrond;Gemeente onbekend;2015/'16 - 2016/'17;151.0;0.0;100.0;0.0
388;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;1e generatie migratieachtergrond;Gemeente onbekend;2016/'17 - 2017/'18;176.0;0.0;100.0;0.0
389;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;1e generatie migratieachtergrond;Gemeente onbekend;2017/'18 - 2018/'19;188.0;0.0;100.0;0.0
390;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Nederland;2003/'04 - 2004/'05;131334.0;131334.0;100.0;100.0
391;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Nederland;2004/'05 - 2005/'06;136101.0;136101.0;100.0;100.0
392;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Nederland;2005/'06 - 2006/'07;141694.0;141694.0;100.0;100.0
393;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Nederland;2006/'07 - 2007/'08;144426.0;144426.0;100.0;100.0
394;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Nederland;2007/'08 - 2008/'09;153034.0;153034.0;100.0;100.0
395;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Nederland;2008/'09 - 2009/'10;154235.0;154235.0;100.0;100.0
396;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Nederland;2009/'10 - 2010/'11;157209.0;157209.0;100.0;100.0
397;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Nederland;2010/'11 - 2011/'12;160901.0;160901.0;100.0;100.0
398;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Nederland;2011/'12 - 2012/'13;165659.0;165659.0;100.0;100.0
399;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Nederland;2012/'13 - 2013/'14;171602.0;171602.0;100.0;100.0
400;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Nederland;2013/'14 - 2014/'15;177521.0;177521.0;100.0;100.0
401;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Nederland;2014/'15 - 2015/'16;182933.0;182933.0;100.0;100.0
402;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Nederland;2015/'16 - 2016/'17;187315.0;187315.0;100.0;100.0
403;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Nederland;2016/'17 - 2017/'18;190335.0;190335.0;100.0;100.0
404;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Nederland;2017/'18 - 2018/'19;191360.0;191360.0;100.0;100.0
405;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Vier grootste gemeenten (G4);2003/'04 - 2004/'05;39544.0;38416.0;100.0;100.0
406;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Vier grootste gemeenten (G4);2004/'05 - 2005/'06;40923.0;39512.0;100.0;100.0
407;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Vier grootste gemeenten (G4);2005/'06 - 2006/'07;42386.0;40465.0;100.0;100.0
408;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Vier grootste gemeenten (G4);2006/'07 - 2007/'08;42990.0;40864.0;100.0;100.0
409;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Vier grootste gemeenten (G4);2007/'08 - 2008/'09;45652.0;43505.0;100.0;100.0
410;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Vier grootste gemeenten (G4);2008/'09 - 2009/'10;45429.0;43244.0;100.0;100.0
411;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Vier grootste gemeenten (G4);2009/'10 - 2010/'11;46181.0;43911.0;100.0;100.0
412;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Vier grootste gemeenten (G4);2010/'11 - 2011/'12;47260.0;44996.0;100.0;100.0
413;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Vier grootste gemeenten (G4);2011/'12 - 2012/'13;48609.0;46229.0;100.0;100.0
414;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Vier grootste gemeenten (G4);2012/'13 - 2013/'14;50565.0;48074.0;100.0;100.0
415;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Vier grootste gemeenten (G4);2013/'14 - 2014/'15;52080.0;49449.0;100.0;100.0
416;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Vier grootste gemeenten (G4);2014/'15 - 2015/'16;53362.0;50426.0;100.0;100.0
417;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Vier grootste gemeenten (G4);2015/'16 - 2016/'17;54525.0;51447.0;100.0;100.0
418;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Vier grootste gemeenten (G4);2016/'17 - 2017/'18;54890.0;51916.0;100.0;100.0
419;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Vier grootste gemeenten (G4);2017/'18 - 2018/'19;55269.0;52639.0;100.0;100.0
420;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2003/'04 - 2004/'05;27364.0;31020.0;100.0;100.0
421;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2004/'05 - 2005/'06;28681.0;32427.0;100.0;100.0
422;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2005/'06 - 2006/'07;30002.0;33776.0;100.0;100.0
423;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2006/'07 - 2007/'08;30703.0;34595.0;100.0;100.0
424;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2007/'08 - 2008/'09;32765.0;36821.0;100.0;100.0
425;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2008/'09 - 2009/'10;33226.0;37389.0;100.0;100.0
426;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2009/'10 - 2010/'11;34193.0;38396.0;100.0;100.0
427;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2010/'11 - 2011/'12;36470.0;40779.0;100.0;100.0
428;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2011/'12 - 2012/'13;36786.0;40770.0;100.0;100.0
429;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2012/'13 - 2013/'14;38987.0;42825.0;100.0;100.0
430;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2013/'14 - 2014/'15;41914.0;45982.0;100.0;100.0
431;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2014/'15 - 2015/'16;46708.0;51612.0;100.0;100.0
432;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2015/'16 - 2016/'17;49119.0;54353.0;100.0;100.0
433;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2016/'17 - 2017/'18;50217.0;55666.0;100.0;100.0
434;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2017/'18 - 2018/'19;50569.0;56140.0;100.0;100.0
435;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Gemeenten < 100 000 inwoners;2003/'04 - 2004/'05;63251.0;61898.0;100.0;100.0
436;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Gemeenten < 100 000 inwoners;2004/'05 - 2005/'06;65677.0;64162.0;100.0;100.0
437;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Gemeenten < 100 000 inwoners;2005/'06 - 2006/'07;68894.0;67453.0;100.0;100.0
438;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Gemeenten < 100 000 inwoners;2006/'07 - 2007/'08;70421.0;68967.0;100.0;100.0
439;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Gemeenten < 100 000 inwoners;2007/'08 - 2008/'09;74243.0;72708.0;100.0;100.0
440;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Gemeenten < 100 000 inwoners;2008/'09 - 2009/'10;75270.0;73602.0;100.0;100.0
441;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Gemeenten < 100 000 inwoners;2009/'10 - 2010/'11;76571.0;74902.0;100.0;100.0
442;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Gemeenten < 100 000 inwoners;2010/'11 - 2011/'12;76981.0;75126.0;100.0;100.0
443;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Gemeenten < 100 000 inwoners;2011/'12 - 2012/'13;80050.0;78660.0;100.0;100.0
444;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Gemeenten < 100 000 inwoners;2012/'13 - 2013/'14;81845.0;80703.0;100.0;100.0
445;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Gemeenten < 100 000 inwoners;2013/'14 - 2014/'15;83290.0;82090.0;100.0;100.0
446;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Gemeenten < 100 000 inwoners;2014/'15 - 2015/'16;82623.0;80895.0;100.0;100.0
447;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Gemeenten < 100 000 inwoners;2015/'16 - 2016/'17;83401.0;81515.0;100.0;100.0
448;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Gemeenten < 100 000 inwoners;2016/'17 - 2017/'18;84919.0;82753.0;100.0;100.0
449;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Gemeenten < 100 000 inwoners;2017/'18 - 2018/'19;85207.0;82581.0;100.0;100.0
450;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Noord-Nederland;2003/'04 - 2004/'05;6277.0;6448.0;100.0;100.0
451;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Noord-Nederland;2004/'05 - 2005/'06;6553.0;6600.0;100.0;100.0
452;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Noord-Nederland;2005/'06 - 2006/'07;6918.0;6943.0;100.0;100.0
453;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Noord-Nederland;2006/'07 - 2007/'08;7069.0;7056.0;100.0;100.0
454;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Noord-Nederland;2007/'08 - 2008/'09;7432.0;7436.0;100.0;100.0
455;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Noord-Nederland;2008/'09 - 2009/'10;7518.0;7517.0;100.0;100.0
456;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Noord-Nederland;2009/'10 - 2010/'11;7658.0;7652.0;100.0;100.0
457;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Noord-Nederland;2010/'11 - 2011/'12;7845.0;7832.0;100.0;100.0
458;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Noord-Nederland;2011/'12 - 2012/'13;7995.0;7999.0;100.0;100.0
459;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Noord-Nederland;2012/'13 - 2013/'14;8263.0;8266.0;100.0;100.0
460;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Noord-Nederland;2013/'14 - 2014/'15;8652.0;8644.0;100.0;100.0
461;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Noord-Nederland;2014/'15 - 2015/'16;8914.0;8918.0;100.0;100.0
462;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Noord-Nederland;2015/'16 - 2016/'17;9207.0;9205.0;100.0;100.0
463;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Noord-Nederland;2016/'17 - 2017/'18;9400.0;9398.0;100.0;100.0
464;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Noord-Nederland;2017/'18 - 2018/'19;9412.0;9404.0;100.0;100.0
465;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Oost-Nederland;2003/'04 - 2004/'05;21193.0;21172.0;100.0;100.0
466;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Oost-Nederland;2004/'05 - 2005/'06;22043.0;22003.0;100.0;100.0
467;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Oost-Nederland;2005/'06 - 2006/'07;23119.0;23057.0;100.0;100.0
468;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Oost-Nederland;2006/'07 - 2007/'08;23808.0;23805.0;100.0;100.0
469;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Oost-Nederland;2007/'08 - 2008/'09;25554.0;25615.0;100.0;100.0
470;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Oost-Nederland;2008/'09 - 2009/'10;26034.0;26047.0;100.0;100.0
471;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Oost-Nederland;2009/'10 - 2010/'11;26615.0;26625.0;100.0;100.0
472;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Oost-Nederland;2010/'11 - 2011/'12;27331.0;27388.0;100.0;100.0
473;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Oost-Nederland;2011/'12 - 2012/'13;28153.0;28223.0;100.0;100.0
474;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Oost-Nederland;2012/'13 - 2013/'14;29079.0;29156.0;100.0;100.0
475;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Oost-Nederland;2013/'14 - 2014/'15;30079.0;30197.0;100.0;100.0
476;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Oost-Nederland;2014/'15 - 2015/'16;31156.0;31257.0;100.0;100.0
477;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Oost-Nederland;2015/'16 - 2016/'17;31972.0;32133.0;100.0;100.0
478;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Oost-Nederland;2016/'17 - 2017/'18;32514.0;32686.0;100.0;100.0
479;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Oost-Nederland;2017/'18 - 2018/'19;32565.0;32807.0;100.0;100.0
480;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;West-Nederland;2003/'04 - 2004/'05;80917.0;81754.0;100.0;100.0
481;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;West-Nederland;2004/'05 - 2005/'06;84238.0;84861.0;100.0;100.0
482;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;West-Nederland;2005/'06 - 2006/'07;87951.0;88307.0;100.0;100.0
483;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;West-Nederland;2006/'07 - 2007/'08;89474.0;89712.0;100.0;100.0
484;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;West-Nederland;2007/'08 - 2008/'09;94621.0;94818.0;100.0;100.0
485;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;West-Nederland;2008/'09 - 2009/'10;94967.0;95140.0;100.0;100.0
486;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;West-Nederland;2009/'10 - 2010/'11;96717.0;96852.0;100.0;100.0
487;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;West-Nederland;2010/'11 - 2011/'12;99070.0;99105.0;100.0;100.0
488;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;West-Nederland;2011/'12 - 2012/'13;102106.0;102120.0;100.0;100.0
489;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;West-Nederland;2012/'13 - 2013/'14;106202.0;106208.0;100.0;100.0
490;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;West-Nederland;2013/'14 - 2014/'15;109781.0;109756.0;100.0;100.0
491;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;West-Nederland;2014/'15 - 2015/'16;113065.0;113028.0;100.0;100.0
492;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;West-Nederland;2015/'16 - 2016/'17;115812.0;115716.0;100.0;100.0
493;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;West-Nederland;2016/'17 - 2017/'18;117471.0;117398.0;100.0;100.0
494;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;West-Nederland;2017/'18 - 2018/'19;118533.0;118427.0;100.0;100.0
495;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;2e generatie migratieachtergrond;Zuid-Nederland;2003/'04 - 2004/'05;21772.0;21960.0;100.0;100.0
