ID;Geslacht;Onderwijssoort;SoortDiploma;Opleidingsvorm;Migratieachtergrond;Perioden;Gediplomeerden_1
446;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Nederlandse achtergrond;2011/'12;471.0
447;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Nederlandse achtergrond;2012/'13;544.0
448;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Nederlandse achtergrond;2013/'14;512.0
449;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Nederlandse achtergrond;2014/'15;572.0
450;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Nederlandse achtergrond;2015/'16;464.0
451;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Nederlandse achtergrond;2016/'17;514.0
452;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Nederlandse achtergrond;2017/'18;782.0
453;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Nederlandse achtergrond;2018/'19;891.0
454;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Nederlandse achtergrond;2019/'20;1113.0
455;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Nederlandse achtergrond;2020/'21;1509.0
456;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Met migratieachtergrond;2002/'03;0.0
457;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Met migratieachtergrond;2003/'04;0.0
458;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Met migratieachtergrond;2004/'05;0.0
459;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Met migratieachtergrond;2005/'06;0.0
460;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Met migratieachtergrond;2006/'07;0.0
461;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Met migratieachtergrond;2007/'08;15.0
462;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Met migratieachtergrond;2008/'09;56.0
463;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Met migratieachtergrond;2009/'10;34.0
464;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Met migratieachtergrond;2010/'11;72.0
465;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Met migratieachtergrond;2011/'12;60.0
466;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Met migratieachtergrond;2012/'13;74.0
467;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Met migratieachtergrond;2013/'14;89.0
468;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Met migratieachtergrond;2014/'15;108.0
469;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Met migratieachtergrond;2015/'16;113.0
470;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Met migratieachtergrond;2016/'17;99.0
471;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Met migratieachtergrond;2017/'18;146.0
472;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Met migratieachtergrond;2018/'19;145.0
473;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Met migratieachtergrond;2019/'20;158.0
474;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Met migratieachtergrond;2020/'21;246.0
475;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Westerse migratieachtergrond;2002/'03;0.0
476;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Westerse migratieachtergrond;2003/'04;0.0
477;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Westerse migratieachtergrond;2004/'05;0.0
478;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Westerse migratieachtergrond;2005/'06;0.0
479;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Westerse migratieachtergrond;2006/'07;0.0
480;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Westerse migratieachtergrond;2007/'08;8.0
481;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Westerse migratieachtergrond;2008/'09;27.0
482;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Westerse migratieachtergrond;2009/'10;22.0
483;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Westerse migratieachtergrond;2010/'11;37.0
484;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Westerse migratieachtergrond;2011/'12;35.0
485;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Westerse migratieachtergrond;2012/'13;45.0
486;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Westerse migratieachtergrond;2013/'14;32.0
487;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Westerse migratieachtergrond;2014/'15;45.0
488;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Westerse migratieachtergrond;2015/'16;50.0
489;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Westerse migratieachtergrond;2016/'17;39.0
490;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Westerse migratieachtergrond;2017/'18;55.0
491;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Westerse migratieachtergrond;2018/'19;68.0
492;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Westerse migratieachtergrond;2019/'20;57.0
493;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Westerse migratieachtergrond;2020/'21;95.0
494;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Niet-westerse migratieachtergrond;2002/'03;0.0
495;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Niet-westerse migratieachtergrond;2003/'04;0.0
496;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Niet-westerse migratieachtergrond;2004/'05;0.0
497;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Niet-westerse migratieachtergrond;2005/'06;0.0
498;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Niet-westerse migratieachtergrond;2006/'07;0.0
499;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Niet-westerse migratieachtergrond;2007/'08;7.0
500;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Niet-westerse migratieachtergrond;2008/'09;29.0
501;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Niet-westerse migratieachtergrond;2009/'10;12.0
502;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Niet-westerse migratieachtergrond;2010/'11;35.0
503;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Niet-westerse migratieachtergrond;2011/'12;25.0
504;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Niet-westerse migratieachtergrond;2012/'13;29.0
505;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Niet-westerse migratieachtergrond;2013/'14;57.0
506;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Niet-westerse migratieachtergrond;2014/'15;63.0
507;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Niet-westerse migratieachtergrond;2015/'16;63.0
508;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Niet-westerse migratieachtergrond;2016/'17;60.0
509;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Niet-westerse migratieachtergrond;2017/'18;91.0
510;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Niet-westerse migratieachtergrond;2018/'19;77.0
511;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Niet-westerse migratieachtergrond;2019/'20;101.0
512;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Niet-westerse migratieachtergrond;2020/'21;151.0
513;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Turkije;2002/'03;0.0
514;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Turkije;2003/'04;0.0
515;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Turkije;2004/'05;0.0
516;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Turkije;2005/'06;0.0
517;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Turkije;2006/'07;0.0
518;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Turkije;2007/'08;2.0
519;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Turkije;2008/'09;1.0
520;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Turkije;2009/'10;2.0
521;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Turkije;2010/'11;7.0
522;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Turkije;2011/'12;7.0
523;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Turkije;2012/'13;6.0
524;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Turkije;2013/'14;7.0
525;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Turkije;2014/'15;13.0
526;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Turkije;2015/'16;8.0
527;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Turkije;2016/'17;10.0
528;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Turkije;2017/'18;16.0
529;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Turkije;2018/'19;14.0
530;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Turkije;2019/'20;18.0
531;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Turkije;2020/'21;29.0
532;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Marokko;2002/'03;0.0
533;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Marokko;2003/'04;0.0
534;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Marokko;2004/'05;0.0
535;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Marokko;2005/'06;0.0
536;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Marokko;2006/'07;0.0
537;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Marokko;2007/'08;0.0
538;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Marokko;2008/'09;8.0
539;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Marokko;2009/'10;0.0
540;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Marokko;2010/'11;8.0
541;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Marokko;2011/'12;4.0
542;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Marokko;2012/'13;8.0
543;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Marokko;2013/'14;7.0
544;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Marokko;2014/'15;15.0
545;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Marokko;2015/'16;10.0
546;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Marokko;2016/'17;11.0
547;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Marokko;2017/'18;14.0
548;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Marokko;2018/'19;11.0
549;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Marokko;2019/'20;17.0
550;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Marokko;2020/'21;29.0
551;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Suriname;2002/'03;0.0
552;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Suriname;2003/'04;0.0
553;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Suriname;2004/'05;0.0
554;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Suriname;2005/'06;0.0
555;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Suriname;2006/'07;0.0
556;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Suriname;2007/'08;1.0
557;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Suriname;2008/'09;10.0
558;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Suriname;2009/'10;3.0
559;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Suriname;2010/'11;8.0
560;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Suriname;2011/'12;5.0
561;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Suriname;2012/'13;2.0
562;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Suriname;2013/'14;18.0
563;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Suriname;2014/'15;25.0
564;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Suriname;2015/'16;19.0
565;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Suriname;2016/'17;12.0
566;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Suriname;2017/'18;26.0
567;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Suriname;2018/'19;24.0
568;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Suriname;2019/'20;21.0
569;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Suriname;2020/'21;38.0
570;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;(voormalige) Nederlandse Antillen, Aruba;2002/'03;0.0
571;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;(voormalige) Nederlandse Antillen, Aruba;2003/'04;0.0
572;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;(voormalige) Nederlandse Antillen, Aruba;2004/'05;0.0
573;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;(voormalige) Nederlandse Antillen, Aruba;2005/'06;0.0
574;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;(voormalige) Nederlandse Antillen, Aruba;2006/'07;0.0
575;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;(voormalige) Nederlandse Antillen, Aruba;2007/'08;2.0
576;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;(voormalige) Nederlandse Antillen, Aruba;2008/'09;3.0
577;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;(voormalige) Nederlandse Antillen, Aruba;2009/'10;4.0
578;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;(voormalige) Nederlandse Antillen, Aruba;2010/'11;2.0
579;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;(voormalige) Nederlandse Antillen, Aruba;2011/'12;2.0
580;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;(voormalige) Nederlandse Antillen, Aruba;2012/'13;4.0
581;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;(voormalige) Nederlandse Antillen, Aruba;2013/'14;10.0
582;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;(voormalige) Nederlandse Antillen, Aruba;2014/'15;4.0
583;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;(voormalige) Nederlandse Antillen, Aruba;2015/'16;6.0
584;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;(voormalige) Nederlandse Antillen, Aruba;2016/'17;6.0
585;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;(voormalige) Nederlandse Antillen, Aruba;2017/'18;12.0
586;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;(voormalige) Nederlandse Antillen, Aruba;2018/'19;4.0
587;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;(voormalige) Nederlandse Antillen, Aruba;2019/'20;9.0
588;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;(voormalige) Nederlandse Antillen, Aruba;2020/'21;10.0
589;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Overige niet-westerse migratieachterg...;2002/'03;0.0
590;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Overige niet-westerse migratieachterg...;2003/'04;0.0
591;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Overige niet-westerse migratieachterg...;2004/'05;0.0
592;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Overige niet-westerse migratieachterg...;2005/'06;0.0
593;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Overige niet-westerse migratieachterg...;2006/'07;0.0
594;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Overige niet-westerse migratieachterg...;2007/'08;2.0
595;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Overige niet-westerse migratieachterg...;2008/'09;7.0
596;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Overige niet-westerse migratieachterg...;2009/'10;3.0
597;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Overige niet-westerse migratieachterg...;2010/'11;10.0
598;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Overige niet-westerse migratieachterg...;2011/'12;7.0
599;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Overige niet-westerse migratieachterg...;2012/'13;9.0
600;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Overige niet-westerse migratieachterg...;2013/'14;15.0
601;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Overige niet-westerse migratieachterg...;2014/'15;6.0
602;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Overige niet-westerse migratieachterg...;2015/'16;20.0
603;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Overige niet-westerse migratieachterg...;2016/'17;21.0
604;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Overige niet-westerse migratieachterg...;2017/'18;23.0
605;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Overige niet-westerse migratieachterg...;2018/'19;24.0
606;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Overige niet-westerse migratieachterg...;2019/'20;36.0
607;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Overige niet-westerse migratieachterg...;2020/'21;45.0
608;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Onbekende migratieachtergrond;2002/'03;0.0
609;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Onbekende migratieachtergrond;2003/'04;0.0
610;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Onbekende migratieachtergrond;2004/'05;0.0
611;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Onbekende migratieachtergrond;2005/'06;0.0
612;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Onbekende migratieachtergrond;2006/'07;0.0
613;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Onbekende migratieachtergrond;2007/'08;0.0
614;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Onbekende migratieachtergrond;2008/'09;1.0
615;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Onbekende migratieachtergrond;2009/'10;1.0
616;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Onbekende migratieachtergrond;2010/'11;2.0
617;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Onbekende migratieachtergrond;2011/'12;3.0
618;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Onbekende migratieachtergrond;2012/'13;0.0
619;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Onbekende migratieachtergrond;2013/'14;0.0
620;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Onbekende migratieachtergrond;2014/'15;0.0
621;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Onbekende migratieachtergrond;2015/'16;0.0
622;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Onbekende migratieachtergrond;2016/'17;0.0
623;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Onbekende migratieachtergrond;2017/'18;0.0
624;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Onbekende migratieachtergrond;2018/'19;0.0
625;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Onbekende migratieachtergrond;2019/'20;0.0
626;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;Onbekende migratieachtergrond;2020/'21;0.0
627;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Bachelor;Totaal;Totaal;2002/'03;57970.0
628;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Bachelor;Totaal;Totaal;2003/'04;59628.0
629;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Bachelor;Totaal;Totaal;2004/'05;59256.0
630;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Bachelor;Totaal;Totaal;2005/'06;59489.0
631;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Bachelor;Totaal;Totaal;2006/'07;60036.0
632;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Bachelor;Totaal;Totaal;2007/'08;60057.0
633;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Bachelor;Totaal;Totaal;2008/'09;61703.0
634;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Bachelor;Totaal;Totaal;2009/'10;62204.0
635;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Bachelor;Totaal;Totaal;2010/'11;61633.0
636;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Bachelor;Totaal;Totaal;2011/'12;65089.0
637;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Bachelor;Totaal;Totaal;2012/'13;59563.0
638;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Bachelor;Totaal;Totaal;2013/'14;60913.0
639;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Bachelor;Totaal;Totaal;2014/'15;64104.0
640;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Bachelor;Totaal;Totaal;2015/'16;65491.0
641;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Bachelor;Totaal;Totaal;2016/'17;68362.0
642;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Bachelor;Totaal;Totaal;2017/'18;70255.0
643;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Bachelor;Totaal;Totaal;2018/'19;68035.0
644;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Bachelor;Totaal;Totaal;2019/'20;67459.0
645;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Bachelor;Totaal;Totaal;2020/'21;71307.0
646;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Bachelor;Totaal;Nederlandse achtergrond;2002/'03;45601.0
647;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Bachelor;Totaal;Nederlandse achtergrond;2003/'04;47503.0
648;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Bachelor;Totaal;Nederlandse achtergrond;2004/'05;46851.0
649;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Bachelor;Totaal;Nederlandse achtergrond;2005/'06;46485.0
650;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Bachelor;Totaal;Nederlandse achtergrond;2006/'07;47145.0
