ID;Geslacht;Migratieachtergrond;Cluster;Regiokenmerken;Perioden;LeerlingenOpSpecialeScholenTotaal_1;LeerlingenOpSpecialeScholenBasis_2;LeerlingenOpSpecialeScholenVO_3
2839;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;Vier grootste gemeenten (G4);2012/'13;1008;709;299
2840;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;Vier grootste gemeenten (G4);2013/'14;1030;715;315
2841;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;Vier grootste gemeenten (G4);2014/'15;1021;720;301
2842;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;Vier grootste gemeenten (G4);2015/'16;991;701;290
2843;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;Vier grootste gemeenten (G4);2016/'17;948;668;280
2844;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;Vier grootste gemeenten (G4);2017/'18;1021;752;269
2845;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;Vier grootste gemeenten (G4);2018/'19;1089;815;274
2846;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;Vier grootste gemeenten (G4);2019/'20;1089;827;262
2847;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;Vier grootste gemeenten (G4);2020/'21;1099;838;261
2848;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;Vier grootste gemeenten (G4);2021/'22;1104;847;257
2849;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;Gemeenten >=100 000 inwoners (excl. G4);2011/'12;591;450;141
2850;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;Gemeenten >=100 000 inwoners (excl. G4);2012/'13;603;467;136
2851;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;Gemeenten >=100 000 inwoners (excl. G4);2013/'14;643;480;163
2852;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;Gemeenten >=100 000 inwoners (excl. G4);2014/'15;650;480;170
2853;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;Gemeenten >=100 000 inwoners (excl. G4);2015/'16;683;518;165
2854;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;Gemeenten >=100 000 inwoners (excl. G4);2016/'17;711;544;167
2855;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;Gemeenten >=100 000 inwoners (excl. G4);2017/'18;790;628;162
2856;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;Gemeenten >=100 000 inwoners (excl. G4);2018/'19;858;699;159
2857;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;Gemeenten >=100 000 inwoners (excl. G4);2019/'20;925;755;170
2858;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;Gemeenten >=100 000 inwoners (excl. G4);2020/'21;1040;860;180
2859;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;Gemeenten >=100 000 inwoners (excl. G4);2021/'22;1064;872;192
2860;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;Gemeenten < 100 000 inwoners;2011/'12;955;748;207
2861;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;Gemeenten < 100 000 inwoners;2012/'13;989;776;213
2862;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;Gemeenten < 100 000 inwoners;2013/'14;987;754;233
2863;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;Gemeenten < 100 000 inwoners;2014/'15;962;735;227
2864;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;Gemeenten < 100 000 inwoners;2015/'16;962;739;223
2865;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;Gemeenten < 100 000 inwoners;2016/'17;975;751;224
2866;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;Gemeenten < 100 000 inwoners;2017/'18;1084;861;223
2867;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;Gemeenten < 100 000 inwoners;2018/'19;1203;992;211
2868;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;Gemeenten < 100 000 inwoners;2019/'20;1292;1078;214
2869;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;Gemeenten < 100 000 inwoners;2020/'21;1348;1138;210
2870;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;Gemeenten < 100 000 inwoners;2021/'22;1513;1277;236
2871;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;"Gemeenten; niet in te delen";2011/'12;1;1;0
2872;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;"Gemeenten; niet in te delen";2012/'13;6;5;1
2873;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;"Gemeenten; niet in te delen";2013/'14;6;5;1
2874;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;"Gemeenten; niet in te delen";2014/'15;7;7;0
2875;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;"Gemeenten; niet in te delen";2015/'16;2;2;0
2876;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;"Gemeenten; niet in te delen";2016/'17;7;6;1
2877;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;"Gemeenten; niet in te delen";2017/'18;4;2;2
2878;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;"Gemeenten; niet in te delen";2018/'19;2;1;1
2879;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;"Gemeenten; niet in te delen";2019/'20;2;1;1
2880;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;"Gemeenten; niet in te delen";2020/'21;1;0;1
2881;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;"Gemeenten; niet in te delen";2021/'22;8;8;0
2882;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;Amsterdam;2011/'12;426;300;126
2883;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;Amsterdam;2012/'13;432;295;137
2884;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;Amsterdam;2013/'14;456;305;151
2885;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;Amsterdam;2014/'15;442;299;143
2886;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;Amsterdam;2015/'16;398;262;136
2887;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;Amsterdam;2016/'17;376;232;144
2888;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;Amsterdam;2017/'18;412;261;151
2889;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;Amsterdam;2018/'19;440;283;157
2890;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;Amsterdam;2019/'20;451;294;157
2891;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;Amsterdam;2020/'21;472;319;153
2892;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;Amsterdam;2021/'22;478;334;144
2893;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;'s-Gravenhage;2011/'12;176;143;33
2894;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;'s-Gravenhage;2012/'13;181;144;37
2895;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;'s-Gravenhage;2013/'14;170;135;35
2896;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;'s-Gravenhage;2014/'15;166;134;32
2897;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;'s-Gravenhage;2015/'16;164;133;31
2898;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;'s-Gravenhage;2016/'17;166;130;36
2899;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;'s-Gravenhage;2017/'18;180;148;32
2900;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;'s-Gravenhage;2018/'19;200;164;36
2901;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;'s-Gravenhage;2019/'20;217;182;35
2902;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;'s-Gravenhage;2020/'21;219;179;40
2903;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;'s-Gravenhage;2021/'22;228;185;43
2904;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;Rotterdam;2011/'12;235;160;75
2905;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;Rotterdam;2012/'13;241;162;79
2906;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;Rotterdam;2013/'14;238;152;86
2907;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;Rotterdam;2014/'15;245;161;84
2908;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;Rotterdam;2015/'16;249;164;85
2909;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;Rotterdam;2016/'17;221;155;66
2910;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;Rotterdam;2017/'18;237;181;56
2911;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;Rotterdam;2018/'19;243;194;49
2912;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;Rotterdam;2019/'20;220;185;35
2913;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;Rotterdam;2020/'21;190;161;29
2914;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;Rotterdam;2021/'22;180;153;27
2915;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;Utrecht;2011/'12;140;99;41
2916;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;Utrecht;2012/'13;154;108;46
2917;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;Utrecht;2013/'14;166;123;43
2918;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;Utrecht;2014/'15;168;126;42
2919;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;Utrecht;2015/'16;180;142;38
2920;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;Utrecht;2016/'17;185;151;34
2921;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;Utrecht;2017/'18;192;162;30
2922;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;Utrecht;2018/'19;206;174;32
2923;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;Utrecht;2019/'20;201;166;35
2924;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;Utrecht;2020/'21;218;179;39
2925;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Cluster 2;Utrecht;2021/'22;218;175;43
2926;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Nederland;2011/'12;11180;4911;6269
2927;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Nederland;2012/'13;11190;4843;6347
2928;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Nederland;2013/'14;11367;4553;6814
2929;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Nederland;2014/'15;11295;4487;6808
2930;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Nederland;2015/'16;11085;4452;6633
2931;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Nederland;2016/'17;11212;4550;6662
2932;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Nederland;2017/'18;11535;4839;6696
2933;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Nederland;2018/'19;11928;5234;6694
2934;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Nederland;2019/'20;12504;5694;6810
2935;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Nederland;2020/'21;12952;5936;7016
2936;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Nederland;2021/'22;13447;6395;7052
2937;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Noord-Nederland (LD);2011/'12;463;194;269
2938;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Noord-Nederland (LD);2012/'13;467;193;274
2939;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Noord-Nederland (LD);2013/'14;472;192;280
2940;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Noord-Nederland (LD);2014/'15;488;194;294
2941;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Noord-Nederland (LD);2015/'16;468;186;282
2942;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Noord-Nederland (LD);2016/'17;516;205;311
2943;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Noord-Nederland (LD);2017/'18;529;217;312
2944;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Noord-Nederland (LD);2018/'19;553;249;304
2945;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Noord-Nederland (LD);2019/'20;565;264;301
2946;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Noord-Nederland (LD);2020/'21;624;281;343
2947;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Noord-Nederland (LD);2021/'22;664;308;356
2948;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Oost-Nederland (LD);2011/'12;2276;812;1464
2949;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Oost-Nederland (LD);2012/'13;2339;769;1570
2950;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Oost-Nederland (LD);2013/'14;2300;726;1574
2951;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Oost-Nederland (LD);2014/'15;2203;692;1511
2952;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Oost-Nederland (LD);2015/'16;2068;694;1374
2953;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Oost-Nederland (LD);2016/'17;2085;738;1347
2954;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Oost-Nederland (LD);2017/'18;2139;776;1363
2955;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Oost-Nederland (LD);2018/'19;2196;889;1307
2956;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Oost-Nederland (LD);2019/'20;2284;982;1302
2957;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Oost-Nederland (LD);2020/'21;2382;1037;1345
2958;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Oost-Nederland (LD);2021/'22;2532;1134;1398
2959;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;West-Nederland (LD);2011/'12;6644;3096;3548
2960;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;West-Nederland (LD);2012/'13;6532;3052;3480
2961;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;West-Nederland (LD);2013/'14;6763;2873;3890
2962;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;West-Nederland (LD);2014/'15;6769;2831;3938
2963;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;West-Nederland (LD);2015/'16;6737;2814;3923
2964;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;West-Nederland (LD);2016/'17;6735;2822;3913
2965;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;West-Nederland (LD);2017/'18;6961;3037;3924
2966;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;West-Nederland (LD);2018/'19;7161;3206;3955
2967;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;West-Nederland (LD);2019/'20;7483;3442;4041
2968;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;West-Nederland (LD);2020/'21;7640;3532;4108
2969;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;West-Nederland (LD);2021/'22;7849;3729;4120
2970;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Zuid-Nederland (LD);2011/'12;1768;798;970
2971;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Zuid-Nederland (LD);2012/'13;1812;810;1002
2972;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Zuid-Nederland (LD);2013/'14;1798;749;1049
2973;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Zuid-Nederland (LD);2014/'15;1804;752;1052
2974;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Zuid-Nederland (LD);2015/'16;1785;745;1040
2975;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Zuid-Nederland (LD);2016/'17;1852;775;1077
2976;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Zuid-Nederland (LD);2017/'18;1889;805;1084
2977;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Zuid-Nederland (LD);2018/'19;1991;882;1109
2978;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Zuid-Nederland (LD);2019/'20;2141;1000;1141
2979;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Zuid-Nederland (LD);2020/'21;2274;1076;1198
2980;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Zuid-Nederland (LD);2021/'22;2372;1214;1158
2981;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Niet in te delen (LD);2011/'12;29;11;18
2982;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Niet in te delen (LD);2012/'13;40;19;21
2983;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Niet in te delen (LD);2013/'14;34;13;21
2984;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Niet in te delen (LD);2014/'15;31;18;13
2985;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Niet in te delen (LD);2015/'16;27;13;14
2986;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Niet in te delen (LD);2016/'17;24;10;14
2987;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Niet in te delen (LD);2017/'18;17;4;13
2988;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Niet in te delen (LD);2018/'19;27;8;19
2989;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Niet in te delen (LD);2019/'20;31;6;25
2990;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Niet in te delen (LD);2020/'21;32;10;22
2991;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Niet in te delen (LD);2021/'22;30;10;20
2992;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Vier grootste gemeenten (G4);2011/'12;3819;1791;2028
2993;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Vier grootste gemeenten (G4);2012/'13;3656;1726;1930
2994;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Vier grootste gemeenten (G4);2013/'14;3697;1576;2121
2995;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Vier grootste gemeenten (G4);2014/'15;3627;1511;2116
2996;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Vier grootste gemeenten (G4);2015/'16;3604;1508;2096
2997;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Vier grootste gemeenten (G4);2016/'17;3613;1484;2129
2998;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Vier grootste gemeenten (G4);2017/'18;3698;1579;2119
2999;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Vier grootste gemeenten (G4);2018/'19;3704;1623;2081
3000;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Vier grootste gemeenten (G4);2019/'20;3775;1722;2053
3001;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Vier grootste gemeenten (G4);2020/'21;3817;1802;2015
3002;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Vier grootste gemeenten (G4);2021/'22;3838;1859;1979
3003;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Gemeenten >=100 000 inwoners (excl. G4);2011/'12;2383;1042;1341
3004;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Gemeenten >=100 000 inwoners (excl. G4);2012/'13;2524;1055;1469
3005;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Gemeenten >=100 000 inwoners (excl. G4);2013/'14;2608;997;1611
3006;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Gemeenten >=100 000 inwoners (excl. G4);2014/'15;2792;1082;1710
3007;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Gemeenten >=100 000 inwoners (excl. G4);2015/'16;2849;1129;1720
3008;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Gemeenten >=100 000 inwoners (excl. G4);2016/'17;2892;1156;1736
3009;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Gemeenten >=100 000 inwoners (excl. G4);2017/'18;3012;1263;1749
3010;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Gemeenten >=100 000 inwoners (excl. G4);2018/'19;3171;1406;1765
3011;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Gemeenten >=100 000 inwoners (excl. G4);2019/'20;3331;1500;1831
3012;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Gemeenten >=100 000 inwoners (excl. G4);2020/'21;3516;1609;1907
3013;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Gemeenten >=100 000 inwoners (excl. G4);2021/'22;3702;1757;1945
3014;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Gemeenten < 100 000 inwoners;2011/'12;4949;2067;2882
3015;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Gemeenten < 100 000 inwoners;2012/'13;4970;2043;2927
3016;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Gemeenten < 100 000 inwoners;2013/'14;5028;1967;3061
3017;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Gemeenten < 100 000 inwoners;2014/'15;4845;1876;2969
3018;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Gemeenten < 100 000 inwoners;2015/'16;4605;1802;2803
3019;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Gemeenten < 100 000 inwoners;2016/'17;4683;1900;2783
3020;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Gemeenten < 100 000 inwoners;2017/'18;4808;1993;2815
3021;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Gemeenten < 100 000 inwoners;2018/'19;5026;2197;2829
3022;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Gemeenten < 100 000 inwoners;2019/'20;5367;2466;2901
3023;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Gemeenten < 100 000 inwoners;2020/'21;5587;2515;3072
3024;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Gemeenten < 100 000 inwoners;2021/'22;5877;2769;3108
3025;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;"Gemeenten; niet in te delen";2011/'12;29;11;18
3026;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;"Gemeenten; niet in te delen";2012/'13;40;19;21
3027;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;"Gemeenten; niet in te delen";2013/'14;34;13;21
3028;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;"Gemeenten; niet in te delen";2014/'15;31;18;13
3029;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;"Gemeenten; niet in te delen";2015/'16;27;13;14
3030;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;"Gemeenten; niet in te delen";2016/'17;24;10;14
3031;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;"Gemeenten; niet in te delen";2017/'18;17;4;13
3032;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;"Gemeenten; niet in te delen";2018/'19;27;8;19
3033;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;"Gemeenten; niet in te delen";2019/'20;31;6;25
3034;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;"Gemeenten; niet in te delen";2020/'21;32;10;22
3035;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;"Gemeenten; niet in te delen";2021/'22;30;10;20
3036;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Amsterdam;2011/'12;1395;646;749
3037;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Amsterdam;2012/'13;1301;590;711
3038;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Amsterdam;2013/'14;1334;545;789
3039;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Amsterdam;2014/'15;1274;509;765
3040;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Amsterdam;2015/'16;1206;479;727
3041;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Amsterdam;2016/'17;1202;443;759
3042;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Amsterdam;2017/'18;1195;449;746
3043;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Amsterdam;2018/'19;1204;431;773
3044;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Amsterdam;2019/'20;1199;461;738
3045;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Amsterdam;2020/'21;1175;499;676
3046;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;Amsterdam;2021/'22;1189;542;647
3047;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;'s-Gravenhage;2011/'12;756;347;409
3048;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;'s-Gravenhage;2012/'13;691;329;362
3049;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Overige clusters;'s-Gravenhage;2013/'14;726;306;420
