ID;Persoonskenmerken;Marges;CaribischNederland;Perioden;TotaalVoorkomenOverlast_1;RommelOpStraat_2;StraatmeubilairDatVernieldIs_3;BekladdeMurenOfGebouwen_4;DierenpoepOpStraat_5;EenOfMeerVormenFysiekeVerloedering_6;DronkenMensenOpStraat_7;DrugsgebruikOfDrugshandel_8;MensenWordenOpStraatLastiggevallen_9;RondhangendeJongeren_10;EenOfMeerVormenVanSocialeOverlast_11;TeHardRijden_12;Parkeerproblemen_13;AgressiefGedragInVerkeer_14;EenOfMeerVormenVanVerkeersoverlast_15;HinderVanHorecagelegenheden_16;OverlastDoorBuurtbewoners_17;TotaalErvarenOverlast_18;RommelOpStraat_19;StraatmeubilairDatVernieldIs_20;BekladdeMurenOfGebouwen_21;DierenpoepOpDeStraat_22;EenOfMeerVormenFysiekeVerloedering_23;DronkenMensenOpStraat_24;DrugsgebruikOfDrugshandel_25;MensenWordenOpStraatLastiggevallen_26;RondhangendeJongeren_27;EenOfMeerVormenVanSocialeOverlast_28;TeHardRijden_29;Parkeerproblemen_30;AgressiefGedragInVerkeer_31;EenOfMeerVormenVanVerkeersoverlast_32;HinderVanHorecagelegenheden_33;OverlastDoorBuurtbewoners_34
80;Leeftijd: 15 tot 45 jaar;Percentage;Sint-Eustatius;2021;45.0;17.6;;;27.1;34.3;4.8;2.4;2.0;6.3;8.3;23.9;13.9;2.1;29.8;2.9;3.3;22.3;6.2;;;12.4;15.6;2.4;;;2.2;4.2;10.9;6.2;;12.8;1.9;1.8
81;Leeftijd: 15 tot 45 jaar;Percentage;Saba;2013;85.0;27.6;7.3;1.2;43.7;52.9;32.7;17.2;7.5;16.9;46.6;70.0;37.9;20.3;75.2;13.0;11.7;47.8;;;;14.1;14.1;11.3;4.0;;;18.6;26.2;13.8;4.7;34.7;;4.7
82;Leeftijd: 15 tot 45 jaar;Percentage;Saba;2017/2018;85.3;30.7;3.7;;33.6;49.9;27.4;10.9;5.4;20.0;42.4;63.2;30.3;8.1;74.3;7.2;7.9;48.1;5.3;;;12.4;15.9;2.9;2.9;;;6.2;25.1;17.7;;38.2;4.0;5.1
83;Leeftijd: 15 tot 45 jaar;Percentage;Saba;2021;89.6;35.9;2.8;;23.4;46.1;17.6;7.4;;22.9;37.9;67.0;59.1;14.8;84.7;3.3;10.1;50.6;14.4;;;4.4;16.5;6.8;;;;8.0;29.2;30.5;5.7;46.0;;
84;Leeftijd: 15 tot 45 jaar;Betrouwbaarheidsmarge;Caribisch Nederland;2013;3.4;3.6;2.5;2.0;4.2;4.2;3.3;2.8;2.2;3.2;4.0;4.2;3.0;2.7;4.2;2.0;2.7;4.1;2.1;1.5;0.7;3.0;3.2;1.8;1.7;1.3;1.9;2.6;3.5;2.0;1.7;3.7;1.1;1.6
85;Leeftijd: 15 tot 45 jaar;Betrouwbaarheidsmarge;Caribisch Nederland;2017/2018;3.2;2.9;1.5;1.2;3.1;3.4;2.8;2.4;1.3;2.3;3.2;3.4;2.5;2.1;3.5;1.6;1.6;3.3;1.6;0.9;;1.9;2.3;1.2;1.2;1.0;1.1;1.7;2.8;1.8;1.6;3.0;1.0;1.3
86;Leeftijd: 15 tot 45 jaar;Betrouwbaarheidsmarge;Caribisch Nederland;2021;3.5;3.0;1.2;0.9;3.2;3.5;2.6;1.7;1.2;2.4;3.1;3.6;3.1;1.9;3.7;1.7;1.9;3.4;1.9;;;1.9;2.4;1.4;0.8;1.0;1.0;1.8;2.8;2.3;1.3;3.1;1.0;1.3
87;Leeftijd: 15 tot 45 jaar;Betrouwbaarheidsmarge;Bonaire;2013;4.1;4.0;2.9;2.5;4.8;5.0;4.1;3.5;2.6;3.8;4.7;5.0;3.3;3.3;4.9;2.4;2.9;4.7;2.4;1.5;;2.8;3.4;2.1;2.2;1.5;2.3;3.1;4.1;2.1;2.2;4.3;1.4;1.6
88;Leeftijd: 15 tot 45 jaar;Betrouwbaarheidsmarge;Bonaire;2017/2018;4.2;3.6;2.1;1.9;4.0;4.4;3.8;3.3;1.6;2.7;4.2;4.5;2.6;3.0;4.5;2.2;2.0;4.2;2.0;1.3;;2.0;2.7;1.6;1.5;1.3;1.5;2.4;3.6;1.8;2.4;3.8;1.2;1.7
89;Leeftijd: 15 tot 45 jaar;Betrouwbaarheidsmarge;Bonaire;2021;5.0;3.9;1.8;1.5;4.5;4.8;4.1;2.7;2.0;3.3;4.5;5.1;3.8;2.8;5.2;2.8;3.0;4.6;2.4;;;2.3;2.9;2.0;1.0;1.6;1.5;2.6;4.1;2.5;1.9;4.3;1.4;2.1
90;Leeftijd: 15 tot 45 jaar;Betrouwbaarheidsmarge;Sint-Eustatius;2013;9.1;11.7;8.3;6.5;9.9;9.7;;;6.1;8.9;9.5;11.5;8.5;;11.7;;9.7;11.9;7.8;7.0;;11.8;11.8;;;;5.7;6.4;10.5;6.4;;10.9;;6.9
91;Leeftijd: 15 tot 45 jaar;Betrouwbaarheidsmarge;Sint-Eustatius;2017/2018;7.2;6.0;;;6.7;7.0;3.4;4.3;2.2;4.4;5.6;6.7;5.6;2.8;7.0;2.6;3.2;6.3;4.1;;;4.9;5.5;2.6;2.6;2.2;2.7;3.2;5.1;3.6;2.4;5.5;;2.3
92;Leeftijd: 15 tot 45 jaar;Betrouwbaarheidsmarge;Sint-Eustatius;2021;6.6;5.1;;;5.9;6.3;2.9;2.1;1.9;3.2;3.7;5.7;4.6;1.9;6.1;2.2;2.4;5.5;3.2;;;4.4;4.8;2.0;;;2.0;2.7;4.1;3.2;;4.4;1.8;1.8
93;Leeftijd: 15 tot 45 jaar;Betrouwbaarheidsmarge;Saba;2013;7.3;9.1;5.3;2.2;10.1;10.1;9.5;7.6;5.4;7.6;10.1;9.3;9.8;8.2;8.8;6.8;6.5;10.1;;;;7.1;7.1;6.4;4.0;;;7.9;8.9;7.0;4.3;9.7;;4.3
94;Leeftijd: 15 tot 45 jaar;Betrouwbaarheidsmarge;Saba;2017/2018;5.8;7.6;3.1;;7.7;8.2;7.4;5.2;3.7;6.6;8.1;7.9;7.5;4.5;7.2;4.2;4.4;8.2;3.7;;;5.4;6.0;2.7;2.7;;;3.9;7.1;6.3;;8.0;3.2;3.6
95;Leeftijd: 15 tot 45 jaar;Betrouwbaarheidsmarge;Saba;2021;5.1;8.2;2.8;;7.2;8.3;6.4;4.5;;7.1;8.1;7.9;8.3;6.1;6.0;3.0;5.1;8.3;5.9;;;3.4;6.2;4.2;;;;4.5;7.6;7.7;3.9;8.3;;
96;Leeftijd: 45 jaar of ouder;Percentage;Caribisch Nederland;2013;80.6;21.8;6.3;5.4;42.8;53.3;14.7;13.0;2.8;13.7;27.2;51.8;13.6;11.8;57.7;4.3;7.7;43.0;7.1;1.7;2.4;15.7;20.8;3.5;3.4;0.9;4.1;7.9;25.8;6.2;4.9;29.5;1.8;3.4
97;Leeftijd: 45 jaar of ouder;Percentage;Caribisch Nederland;2017/2018;64.3;19.6;5.3;0.8;26.2;37.3;12.3;9.6;1.7;9.0;20.9;48.7;10.8;12.0;51.5;4.3;6.4;34.6;7.1;2.2;;9.6;14.9;2.2;3.4;1.0;1.9;6.1;22.9;5.3;6.3;25.8;2.6;2.5
98;Leeftijd: 45 jaar of ouder;Percentage;Caribisch Nederland;2021;61.0;16.5;1.9;1.2;23.2;33.2;9.1;5.0;2.4;8.2;15.6;42.0;16.7;8.5;46.6;5.3;6.8;29.0;5.5;0.6;0.5;5.9;10.0;2.8;1.5;0.9;1.6;4.4;18.6;7.3;4.3;22.4;1.7;2.7
99;Leeftijd: 45 jaar of ouder;Percentage;Bonaire;2013;78.7;19.1;6.3;5.0;36.4;47.3;16.7;15.4;2.7;14.5;30.1;54.3;11.0;12.1;58.1;2.5;6.0;38.5;4.2;1.0;2.3;10.4;13.5;3.5;3.8;;3.8;7.9;26.4;4.7;4.8;29.1;1.0;2.5
100;Leeftijd: 45 jaar of ouder;Percentage;Bonaire;2017/2018;69.7;19.1;6.1;1.1;25.8;37.5;16.6;12.5;2.2;11.5;25.3;54.7;9.8;15.1;57.6;5.5;7.2;38.2;7.1;2.3;;7.3;12.8;2.9;4.0;1.3;2.5;7.2;26.7;4.0;8.2;29.5;3.0;2.9
101;Leeftijd: 45 jaar of ouder;Percentage;Bonaire;2021;60.8;14.0;2.4;;20.5;29.9;11.1;7.0;2.3;9.2;18.0;41.7;10.6;11.3;45.0;5.9;5.2;28.5;5.8;;;2.2;8.0;3.0;1.4;1.2;1.5;5.0;20.1;3.7;5.5;22.4;1.3;2.2
102;Leeftijd: 45 jaar of ouder;Percentage;Sint-Eustatius;2013;90.5;32.7;7.4;8.7;72.0;80.2;;;;10.1;13.6;41.6;19.6;5.6;53.9;9.0;12.3;60.4;18.4;;;37.4;50.4;;;;;;22.8;9.3;;27.4;;
103;Leeftijd: 45 jaar of ouder;Percentage;Sint-Eustatius;2017/2018;40.9;18.4;4.2;;27.4;34.0;;5.3;;4.2;9.3;24.5;10.3;4.4;26.3;;2.6;20.4;6.4;2.0;;13.6;17.5;;;;;2.9;9.9;5.4;;11.7;;
104;Leeftijd: 45 jaar of ouder;Percentage;Sint-Eustatius;2021;51.1;16.1;1.9;1.7;30.1;37.2;2.4;1.9;1.9;4.1;6.4;29.0;10.9;;32.4;3.4;4.9;22.0;2.3;;;11.9;11.9;;;;;1.9;11.0;4.7;;13.7;2.0;2.1
105;Leeftijd: 45 jaar of ouder;Percentage;Saba;2013;77.1;24.9;;;41.4;53.8;15.3;15.7;6.7;13.9;27.8;48.6;28.4;24.1;62.8;12.5;16.0;51.0;11.2;;;22.1;29.7;7.9;7.0;;7.9;14.6;26.0;15.7;14.8;39.3;;10.8
106;Leeftijd: 45 jaar of ouder;Percentage;Saba;2017/2018;81.6;23.8;;;26.4;42.8;12.3;5.1;;5.8;20.7;64.7;16.3;11.0;68.4;4.3;9.8;43.7;8.2;;;13.7;20.3;;3.8;;;6.4;28.5;11.2;6.4;33.6;3.6;4.0
107;Leeftijd: 45 jaar of ouder;Percentage;Saba;2021;79.0;24.6;;;18.9;36.2;14.7;4.6;3.1;12.5;24.5;65.6;44.2;13.1;75.9;7.1;14.9;43.0;10.1;;;6.3;12.4;5.2;;;;6.9;27.2;22.5;6.9;37.6;;5.4
108;Leeftijd: 45 jaar of ouder;Betrouwbaarheidsmarge;Caribisch Nederland;2013;3.4;3.5;2.1;1.9;4.3;4.3;3.1;2.9;1.4;3.0;3.8;4.3;3.0;2.8;4.3;1.7;2.3;4.3;2.2;1.1;1.3;3.1;3.5;1.6;1.6;0.8;1.7;2.3;3.8;2.1;1.9;3.9;1.1;1.5
109;Leeftijd: 45 jaar of ouder;Betrouwbaarheidsmarge;Caribisch Nederland;2017/2018;3.3;2.7;1.5;0.6;3.0;3.3;2.3;2.1;0.9;2.0;2.8;3.4;2.1;2.2;3.4;1.4;1.7;3.2;1.7;1.0;;2.0;2.4;1.0;1.2;0.7;0.9;1.6;2.8;1.5;1.6;3.0;1.1;1.1
110;Leeftijd: 45 jaar of ouder;Betrouwbaarheidsmarge;Caribisch Nederland;2021;3.4;2.6;1.0;0.7;2.9;3.3;2.0;1.6;1.1;1.9;2.5;3.4;2.6;2.0;3.5;1.6;1.8;3.2;1.6;0.5;0.5;1.6;2.1;1.1;0.8;0.7;0.9;1.4;2.7;1.8;1.4;2.9;0.9;1.1
111;Leeftijd: 45 jaar of ouder;Betrouwbaarheidsmarge;Bonaire;2013;4.1;3.9;2.4;2.2;4.8;4.9;3.7;3.6;1.6;3.5;4.5;4.9;3.1;3.2;4.9;1.5;2.4;4.8;2.0;1.0;1.5;3.0;3.4;1.8;1.9;;1.9;2.7;4.4;2.1;2.1;4.5;1.0;1.5
112;Leeftijd: 45 jaar of ouder;Betrouwbaarheidsmarge;Bonaire;2017/2018;3.9;3.4;2.1;0.9;3.8;4.1;3.2;3.0;1.3;2.8;3.7;4.3;2.6;3.1;4.2;2.0;2.2;4.2;2.2;1.3;;2.2;2.9;1.4;1.7;1.0;1.3;2.2;3.8;1.7;2.4;3.9;1.5;1.4
113;Leeftijd: 45 jaar of ouder;Betrouwbaarheidsmarge;Bonaire;2021;4.7;3.4;1.5;;3.9;4.4;3.1;2.6;1.5;2.8;3.7;4.8;3.0;3.1;4.8;2.3;2.2;4.4;2.3;;;1.4;2.6;1.6;1.1;1.1;1.2;2.1;3.9;1.8;2.2;4.1;1.1;1.4
114;Leeftijd: 45 jaar of ouder;Betrouwbaarheidsmarge;Sint-Eustatius;2013;7.2;11.4;6.4;6.9;11.0;9.7;;;;7.4;8.4;12.0;9.7;5.6;12.2;7.0;8.0;11.9;9.5;;;11.8;12.2;;;;;;10.2;7.1;;10.9;;
115;Leeftijd: 45 jaar of ouder;Betrouwbaarheidsmarge;Sint-Eustatius;2017/2018;6.8;5.4;2.8;;6.2;6.6;;3.1;;2.8;4.0;6.0;4.2;2.9;6.1;;2.2;5.6;3.4;1.9;;4.8;5.3;;;;;2.3;4.2;3.1;;4.5;;
116;Leeftijd: 45 jaar of ouder;Betrouwbaarheidsmarge;Sint-Eustatius;2021;6.3;4.6;1.7;1.6;5.8;6.1;2.0;1.8;1.7;2.5;3.1;5.7;4.0;;5.9;2.3;2.7;5.2;1.9;;;4.1;4.1;;;;;1.7;3.9;2.7;;4.3;1.7;1.8
117;Leeftijd: 45 jaar of ouder;Betrouwbaarheidsmarge;Saba;2013;11.2;11.6;;;13.2;13.3;9.6;9.8;6.7;9.3;12.0;13.4;12.1;11.4;12.9;8.8;9.8;13.4;8.4;;;11.1;12.2;7.2;6.8;;7.2;9.4;11.7;9.7;9.5;13.1;;8.3
118;Leeftijd: 45 jaar of ouder;Betrouwbaarheidsmarge;Saba;2017/2018;7.4;8.1;;;8.4;9.4;6.2;4.2;;4.4;7.7;9.1;7.0;5.9;8.8;3.8;5.6;9.4;5.2;;;6.5;7.6;;3.6;;;4.6;8.5;6.0;4.6;9.0;3.5;3.7
119;Leeftijd: 45 jaar of ouder;Betrouwbaarheidsmarge;Saba;2021;6.8;7.2;;;6.5;8.0;5.9;3.5;2.9;5.5;7.2;7.9;8.3;5.7;7.1;4.3;5.9;8.2;5.0;;;4.0;5.5;3.7;;;;4.2;7.4;6.9;4.2;8.1;;3.8
120;Leeftijd: 15 tot 25 jaar;Percentage;Caribisch Nederland;2013;79.2;25.7;8.8;9.9;50.9;58.1;24.9;16.1;7.7;17.9;37.6;52.0;16.8;9.9;56.7;5.4;11.0;40.3;4.8;;;18.5;19.8;4.2;4.2;;5.4;11.0;24.4;6.0;;27.3;;2.9
121;Leeftijd: 15 tot 25 jaar;Percentage;Caribisch Nederland;2017/2018;69.8;22.6;4.3;3.6;31.0;44.0;18.8;14.8;2.8;15.9;34.9;45.5;19.7;7.6;49.9;5.9;6.0;30.1;5.4;;;7.6;12.2;3.1;3.6;1.9;3.6;7.8;15.1;9.8;4.7;21.0;;3.7
122;Leeftijd: 15 tot 25 jaar;Percentage;Caribisch Nederland;2021;65.4;19.8;2.4;2.7;29.6;40.4;14.7;4.3;3.8;15.1;25.0;37.3;20.3;8.7;46.6;4.7;8.7;24.9;5.0;;;7.5;11.3;4.4;;2.8;;8.0;11.2;6.4;;16.9;;
123;Leeftijd: 15 tot 25 jaar;Percentage;Bonaire;2013;76.4;17.0;6.0;11.7;42.5;52.3;27.8;19.2;6.3;20.0;40.5;51.0;12.6;8.8;56.5;5.6;4.8;35.7;;;;13.1;14.8;3.8;5.2;;6.8;10.9;21.7;5.3;;24.5;;
124;Leeftijd: 15 tot 25 jaar;Percentage;Bonaire;2017/2018;68.2;17.5;5.5;4.1;24.5;37.8;23.8;19.7;3.3;10.7;33.5;41.6;10.0;9.5;44.7;7.3;6.0;29.3;5.2;;;6.4;11.1;4.5;5.1;3.3;4.1;10.4;14.9;4.3;6.1;17.2;;5.3
125;Leeftijd: 15 tot 25 jaar;Percentage;Bonaire;2021;70.0;15.9;;;29.8;39.6;17.9;6.3;5.1;12.8;26.7;40.7;15.6;10.3;48.5;5.9;9.8;24.6;5.3;;;4.7;7.5;;;4.3;;8.4;16.2;4.6;;20.6;;
126;Leeftijd: 15 tot 25 jaar;Percentage;Sint-Eustatius;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
127;Leeftijd: 15 tot 25 jaar;Percentage;Sint-Eustatius;2017/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
128;Leeftijd: 15 tot 25 jaar;Percentage;Sint-Eustatius;2021;44.7;16.8;;;30.9;38.2;;;;8.3;9.8;23.8;8.5;;27.0;;;21.6;;;;13.2;15.2;;;;;;7.8;;;9.6;;
129;Leeftijd: 15 tot 25 jaar;Percentage;Saba;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130;Leeftijd: 15 tot 25 jaar;Percentage;Saba;2017/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
131;Leeftijd: 15 tot 25 jaar;Percentage;Saba;2021;;;;;;;;;;;;;;;;;;;;;;4.7;14.8;12.5;;;;;;;;;;
132;Leeftijd: 15 tot 25 jaar;Betrouwbaarheidsmarge;Caribisch Nederland;2013;6.2;6.7;4.3;4.6;7.7;7.6;6.6;5.6;4.1;5.9;7.4;7.7;5.7;4.6;7.6;3.4;4.8;7.5;3.3;;;5.9;6.1;3.1;3.1;;3.4;4.8;6.6;3.6;;6.8;;2.6
133;Leeftijd: 15 tot 25 jaar;Betrouwbaarheidsmarge;Caribisch Nederland;2017/2018;6.0;5.4;2.6;2.4;6.0;6.4;5.1;4.8;2.1;4.8;6.2;6.5;5.2;3.4;6.5;3.1;3.1;6.0;2.9;;;3.4;4.2;2.3;2.4;1.8;2.4;3.5;4.6;3.8;2.7;5.3;;2.5
134;Leeftijd: 15 tot 25 jaar;Betrouwbaarheidsmarge;Caribisch Nederland;2021;7.0;5.9;2.3;2.4;6.8;7.3;5.3;3.1;2.8;5.3;6.4;7.2;6.0;4.3;7.4;3.1;4.2;6.4;3.2;;;3.9;4.7;3.0;;2.4;;4.0;4.7;3.6;;5.5;;
135;Leeftijd: 15 tot 25 jaar;Betrouwbaarheidsmarge;Bonaire;2013;8.0;7.0;4.5;6.0;9.3;9.4;8.4;7.4;4.6;7.5;9.2;9.4;6.2;5.3;9.3;4.3;4.0;9.0;;;;6.3;6.7;3.6;4.2;;4.7;5.8;7.8;4.2;;8.1;;
136;Leeftijd: 15 tot 25 jaar;Betrouwbaarheidsmarge;Bonaire;2017/2018;7.9;6.4;3.9;3.4;7.3;8.2;7.3;7.1;3.0;5.3;8.0;8.4;5.1;5.0;8.4;4.4;4.1;7.7;3.8;;;4.2;5.4;3.5;3.7;3.0;3.4;5.2;6.1;3.4;4.1;6.4;;3.8
137;Leeftijd: 15 tot 25 jaar;Betrouwbaarheidsmarge;Bonaire;2021;9.6;7.6;;;9.6;10.2;8.2;5.4;4.6;7.0;9.2;10.3;7.6;6.4;10.4;4.9;6.2;9.0;4.7;;;4.4;5.5;;;4.3;;5.8;7.7;4.4;;8.4;;
138;Leeftijd: 15 tot 25 jaar;Betrouwbaarheidsmarge;Sint-Eustatius;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
139;Leeftijd: 15 tot 25 jaar;Betrouwbaarheidsmarge;Sint-Eustatius;2017/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140;Leeftijd: 15 tot 25 jaar;Betrouwbaarheidsmarge;Sint-Eustatius;2021;12.9;9.7;;;12.0;12.6;;;;7.2;7.7;11.1;7.4;;11.5;;;10.7;;;;8.8;9.3;;;;;;7.0;;;7.7;;
141;Leeftijd: 15 tot 25 jaar;Betrouwbaarheidsmarge;Saba;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
142;Leeftijd: 15 tot 25 jaar;Betrouwbaarheidsmarge;Saba;2017/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
143;Leeftijd: 15 tot 25 jaar;Betrouwbaarheidsmarge;Saba;2021;;;;;;;;;;;;;;;;;;;;;;7.7;12.9;12.2;;;;;;;;;;
144;Leeftijd: 25 tot 45 jaar;Percentage;Caribisch Nederland;2013;79.6;23.9;10.4;4.8;42.1;54.1;17.4;11.8;7.3;17.3;32.3;51.4;15.1;12.2;56.3;6.3;11.7;38.9;7.0;3.9;;13.6;17.5;5.0;4.2;2.9;5.1;11.4;22.8;6.5;5.7;26.1;1.8;4.5
145;Leeftijd: 25 tot 45 jaar;Percentage;Caribisch Nederland;2017/2018;66.7;22.3;4.7;3.2;27.7;39.9;20.4;11.1;3.7;10.3;28.2;46.7;13.5;10.9;51.2;5.9;5.6;33.6;6.1;1.8;;8.8;12.9;3.3;2.8;2.1;2.4;6.2;21.9;6.0;5.8;25.5;2.7;3.7
146;Leeftijd: 25 tot 45 jaar;Percentage;Caribisch Nederland;2021;61.4;21.3;2.6;1.0;24.2;33.9;14.1;5.9;2.3;11.3;21.8;44.0;25.0;7.1;51.0;5.7;7.2;32.1;8.3;;;7.2;12.7;3.9;1.3;1.4;2.2;5.8;20.9;12.4;3.8;26.3;1.9;3.6
147;Leeftijd: 25 tot 45 jaar;Percentage;Bonaire;2013;78.6;21.4;10.6;4.8;35.1;49.3;19.1;13.3;8.0;16.9;33.2;52.7;12.1;14.3;57.4;6.4;11.0;34.5;7.4;3.2;;7.2;12.4;5.1;5.0;2.7;4.9;11.0;22.1;4.7;6.9;24.4;2.0;2.8
148;Leeftijd: 25 tot 45 jaar;Percentage;Bonaire;2017/2018;68.8;21.2;6.0;5.2;26.5;40.4;23.0;11.2;3.3;9.8;30.1;49.2;9.3;14.2;50.9;6.2;5.0;31.3;5.0;2.4;;5.0;9.4;3.0;2.1;1.7;2.1;6.3;22.6;3.9;8.2;24.6;2.3;3.1
149;Leeftijd: 25 tot 45 jaar;Percentage;Bonaire;2021;60.0;18.0;3.1;1.7;23.9;29.7;18.8;6.8;3.6;11.4;24.9;45.4;16.9;7.2;48.8;8.6;9.0;28.4;5.6;;;5.4;9.2;4.4;;2.0;2.3;6.6;19.9;6.7;4.3;22.9;1.9;5.0
150;Leeftijd: 25 tot 45 jaar;Percentage;Sint-Eustatius;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
151;Leeftijd: 25 tot 45 jaar;Percentage;Sint-Eustatius;2017/2018;49.0;19.6;;;29.3;35.8;4.3;8.1;3.1;8.5;14.2;29.9;17.3;4.2;36.8;;5.9;26.1;8.4;;;15.4;18.7;4.3;3.6;3.0;3.8;5.8;14.3;5.6;;16.8;;3.4
152;Leeftijd: 25 tot 45 jaar;Percentage;Sint-Eustatius;2021;45.1;17.9;;;25.7;32.8;4.7;2.5;;5.5;7.8;23.9;15.8;2.8;30.9;2.6;3.2;22.5;7.8;;;12.0;15.8;;;;2.4;3.9;12.0;7.1;;13.9;;
153;Leeftijd: 25 tot 45 jaar;Percentage;Saba;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
154;Leeftijd: 25 tot 45 jaar;Percentage;Saba;2017/2018;84.9;30.3;4.3;;29.5;44.0;34.9;15.0;6.1;14.6;41.6;61.9;23.1;9.0;73.3;9.7;7.2;52.6;6.8;;;13.0;17.0;;4.3;;;6.7;30.2;14.4;;41.5;6.1;6.3
155;Leeftijd: 25 tot 45 jaar;Percentage;Saba;2021;88.9;35.3;;;22.7;45.8;16.0;8.5;;19.4;34.6;70.4;59.0;13.0;86.1;;8.7;55.6;15.6;;;4.3;17.0;5.3;;;;6.9;36.3;34.2;6.3;53.0;;
156;Leeftijd: 25 tot 45 jaar;Betrouwbaarheidsmarge;Caribisch Nederland;2013;4.1;4.3;3.1;2.1;5.0;5.0;3.8;3.2;2.6;3.8;4.7;5.0;3.6;3.3;5.0;2.4;3.2;4.9;2.6;1.9;;3.4;3.8;2.2;2.0;1.7;2.2;3.2;4.2;2.5;2.3;4.4;1.4;2.1
157;Leeftijd: 25 tot 45 jaar;Betrouwbaarheidsmarge;Caribisch Nederland;2017/2018;3.9;3.4;1.7;1.4;3.7;4.0;3.3;2.7;1.5;2.5;3.7;4.1;2.8;2.5;4.1;1.9;1.9;3.9;2.0;1.1;;2.3;2.7;1.5;1.4;1.2;1.3;2.0;3.4;1.9;1.9;3.6;1.3;1.5
158;Leeftijd: 25 tot 45 jaar;Betrouwbaarheidsmarge;Caribisch Nederland;2021;4.1;3.5;1.3;0.8;3.6;4.0;2.9;2.1;1.3;2.7;3.5;4.2;3.7;2.2;4.2;2.0;2.2;3.9;2.3;;;2.2;2.8;1.6;0.9;1.0;1.3;2.0;3.4;2.8;1.6;3.7;1.2;1.6
159;Leeftijd: 25 tot 45 jaar;Betrouwbaarheidsmarge;Bonaire;2013;4.8;4.8;3.6;2.5;5.6;5.9;4.6;4.0;3.2;4.4;5.5;5.9;3.8;4.1;5.8;2.9;3.7;5.6;3.1;2.1;;3.0;3.9;2.6;2.6;1.9;2.5;3.7;4.9;2.5;3.0;5.0;1.6;2.0
160;Leeftijd: 25 tot 45 jaar;Betrouwbaarheidsmarge;Bonaire;2017/2018;4.9;4.4;2.5;2.4;4.7;5.2;4.5;3.5;1.9;3.2;4.9;5.3;3.1;3.7;5.3;2.6;2.3;4.9;2.3;1.6;;2.3;3.1;1.8;1.5;1.4;1.5;2.6;4.4;2.1;2.9;4.6;1.6;1.9
161;Leeftijd: 25 tot 45 jaar;Betrouwbaarheidsmarge;Bonaire;2021;5.8;4.6;2.1;1.5;5.1;5.4;4.7;3.2;2.2;3.8;5.2;5.9;4.5;3.1;6.0;3.3;3.4;5.4;2.7;;;2.7;3.4;2.5;;1.6;1.8;3.0;4.8;3.0;2.4;5.0;1.6;2.6
162;Leeftijd: 25 tot 45 jaar;Betrouwbaarheidsmarge;Sint-Eustatius;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
163;Leeftijd: 25 tot 45 jaar;Betrouwbaarheidsmarge;Sint-Eustatius;2017/2018;8.4;6.6;;;7.6;8.0;3.4;4.6;2.9;4.7;5.8;7.7;6.3;3.4;8.1;;4.0;7.4;4.7;;;6.1;6.5;3.4;3.1;2.9;3.2;3.9;5.9;3.8;;6.3;;3.0
164;Leeftijd: 25 tot 45 jaar;Betrouwbaarheidsmarge;Sint-Eustatius;2021;7.7;6.0;;;6.8;7.3;3.3;2.5;;3.6;4.2;6.6;5.7;2.6;7.2;2.5;2.7;6.5;4.2;;;5.0;5.6;;;;2.4;3.0;5.0;4.0;;5.4;;
165;Leeftijd: 25 tot 45 jaar;Betrouwbaarheidsmarge;Saba;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166;Leeftijd: 25 tot 45 jaar;Betrouwbaarheidsmarge;Saba;2017/2018;7.2;9.3;4.1;;9.2;10.0;9.7;7.3;4.8;7.2;10.0;9.8;8.5;5.8;8.9;6.0;5.2;10.1;5.1;;;6.8;7.6;;4.1;;;5.1;9.3;7.1;;9.9;4.8;4.9
167;Leeftijd: 25 tot 45 jaar;Betrouwbaarheidsmarge;Saba;2021;5.9;9.2;;;8.0;9.3;6.9;5.4;;7.5;8.9;8.6;9.3;6.4;6.5;;5.4;9.3;6.8;;;3.8;7.1;4.2;;;;4.8;9.1;9.0;4.6;9.4;;
168;Leeftijd: 45 tot 65 jaar;Percentage;Caribisch Nederland;2013;82.4;23.2;7.2;6.8;47.7;58.1;16.5;11.9;3.1;14.7;27.9;51.7;15.3;10.8;58.1;4.5;8.6;45.1;7.5;2.0;3.0;17.4;23.4;3.7;3.4;1.2;4.2;8.0;24.9;6.8;4.4;29.2;1.4;3.3
