ID;Geslacht;Leeftijd;Herkomstgroepering;Perioden;InstroomBijstandInclHerinstroom_1;HerinstroomBijstand_2
256;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;2006 1e kwartaal;1150;500
257;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;2006 2e kwartaal;950;330
258;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;2006 3e kwartaal;910;310
259;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;2006 4e kwartaal;790;250
260;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;2007 1e kwartaal;870;250
261;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;2007 2e kwartaal;760;240
262;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;2007 3e kwartaal;810;240
263;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;2007 4e kwartaal;750;210
264;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;2005 1e kwartaal;290;110
265;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;2005 2e kwartaal;210;60
266;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;2005 3e kwartaal;220;70
267;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;2005 4e kwartaal;160;60
268;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;2006 1e kwartaal;310;120
269;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;2006 2e kwartaal;280;80
270;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;2006 3e kwartaal;260;90
271;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;2006 4e kwartaal;190;50
272;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;2007 1e kwartaal;230;70
273;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;2007 2e kwartaal;220;60
274;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;2007 3e kwartaal;260;70
275;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;2007 4e kwartaal;270;60
276;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;2005 1e kwartaal;600;270
277;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;2005 2e kwartaal;420;150
278;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;2005 3e kwartaal;550;260
279;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;2005 4e kwartaal;490;260
280;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;2006 1e kwartaal;670;300
281;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;2006 2e kwartaal;420;160
282;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;2006 3e kwartaal;570;280
283;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;2006 4e kwartaal;490;240
284;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;2007 1e kwartaal;550;180
285;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;2007 2e kwartaal;420;160
286;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;2007 3e kwartaal;550;190
287;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;2007 4e kwartaal;600;200
288;Mannen;Totaal leeftijd;Totaal herkomstgroepering;2005 1e kwartaal;16680;5100
289;Mannen;Totaal leeftijd;Totaal herkomstgroepering;2005 2e kwartaal;12360;3450
290;Mannen;Totaal leeftijd;Totaal herkomstgroepering;2005 3e kwartaal;12610;3820
291;Mannen;Totaal leeftijd;Totaal herkomstgroepering;2005 4e kwartaal;12010;3790
292;Mannen;Totaal leeftijd;Totaal herkomstgroepering;2006 1e kwartaal;15870;5610
293;Mannen;Totaal leeftijd;Totaal herkomstgroepering;2006 2e kwartaal;12240;4020
294;Mannen;Totaal leeftijd;Totaal herkomstgroepering;2006 3e kwartaal;11040;3970
295;Mannen;Totaal leeftijd;Totaal herkomstgroepering;2006 4e kwartaal;10370;3890
296;Mannen;Totaal leeftijd;Totaal herkomstgroepering;2007 1e kwartaal;11320;4030
297;Mannen;Totaal leeftijd;Totaal herkomstgroepering;2007 2e kwartaal;8490;2990
298;Mannen;Totaal leeftijd;Totaal herkomstgroepering;2007 3e kwartaal;9550;3160
299;Mannen;Totaal leeftijd;Totaal herkomstgroepering;2007 4e kwartaal;10530;3280
300;Mannen;Totaal leeftijd;Autochtoon;2005 1e kwartaal;7780;2240
301;Mannen;Totaal leeftijd;Autochtoon;2005 2e kwartaal;5800;1570
302;Mannen;Totaal leeftijd;Autochtoon;2005 3e kwartaal;5950;1640
303;Mannen;Totaal leeftijd;Autochtoon;2005 4e kwartaal;5520;1670
304;Mannen;Totaal leeftijd;Autochtoon;2006 1e kwartaal;7420;2630
305;Mannen;Totaal leeftijd;Autochtoon;2006 2e kwartaal;5600;1820
306;Mannen;Totaal leeftijd;Autochtoon;2006 3e kwartaal;5030;1750
307;Mannen;Totaal leeftijd;Autochtoon;2006 4e kwartaal;4650;1690
308;Mannen;Totaal leeftijd;Autochtoon;2007 1e kwartaal;5150;1740
309;Mannen;Totaal leeftijd;Autochtoon;2007 2e kwartaal;3850;1330
310;Mannen;Totaal leeftijd;Autochtoon;2007 3e kwartaal;3990;1340
311;Mannen;Totaal leeftijd;Autochtoon;2007 4e kwartaal;4020;1380
312;Mannen;Totaal leeftijd;Westerse allochtoon;2005 1e kwartaal;1590;500
313;Mannen;Totaal leeftijd;Westerse allochtoon;2005 2e kwartaal;1210;330
314;Mannen;Totaal leeftijd;Westerse allochtoon;2005 3e kwartaal;1240;360
315;Mannen;Totaal leeftijd;Westerse allochtoon;2005 4e kwartaal;1170;350
316;Mannen;Totaal leeftijd;Westerse allochtoon;2006 1e kwartaal;1570;540
317;Mannen;Totaal leeftijd;Westerse allochtoon;2006 2e kwartaal;1260;420
318;Mannen;Totaal leeftijd;Westerse allochtoon;2006 3e kwartaal;1050;360
319;Mannen;Totaal leeftijd;Westerse allochtoon;2006 4e kwartaal;1010;350
320;Mannen;Totaal leeftijd;Westerse allochtoon;2007 1e kwartaal;1130;400
321;Mannen;Totaal leeftijd;Westerse allochtoon;2007 2e kwartaal;810;260
322;Mannen;Totaal leeftijd;Westerse allochtoon;2007 3e kwartaal;1060;310
323;Mannen;Totaal leeftijd;Westerse allochtoon;2007 4e kwartaal;1380;310
324;Mannen;Totaal leeftijd;Niet-westerse allochtoon;2005 1e kwartaal;7310;2360
325;Mannen;Totaal leeftijd;Niet-westerse allochtoon;2005 2e kwartaal;5360;1540
326;Mannen;Totaal leeftijd;Niet-westerse allochtoon;2005 3e kwartaal;5420;1820
327;Mannen;Totaal leeftijd;Niet-westerse allochtoon;2005 4e kwartaal;5320;1780
328;Mannen;Totaal leeftijd;Niet-westerse allochtoon;2006 1e kwartaal;6880;2440
329;Mannen;Totaal leeftijd;Niet-westerse allochtoon;2006 2e kwartaal;5380;1780
330;Mannen;Totaal leeftijd;Niet-westerse allochtoon;2006 3e kwartaal;4960;1860
331;Mannen;Totaal leeftijd;Niet-westerse allochtoon;2006 4e kwartaal;4710;1860
332;Mannen;Totaal leeftijd;Niet-westerse allochtoon;2007 1e kwartaal;5040;1890
333;Mannen;Totaal leeftijd;Niet-westerse allochtoon;2007 2e kwartaal;3830;1410
334;Mannen;Totaal leeftijd;Niet-westerse allochtoon;2007 3e kwartaal;4500;1520
335;Mannen;Totaal leeftijd;Niet-westerse allochtoon;2007 4e kwartaal;5130;1600
336;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;2005 1e kwartaal;4230;900
337;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;2005 2e kwartaal;2770;570
338;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;2005 3e kwartaal;2870;630
339;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;2005 4e kwartaal;2600;620
340;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;2006 1e kwartaal;3220;890
341;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;2006 2e kwartaal;2240;530
342;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;2006 3e kwartaal;1860;500
343;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;2006 4e kwartaal;1770;500
344;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;2007 1e kwartaal;1910;500
345;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;2007 2e kwartaal;1270;310
346;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;2007 3e kwartaal;1450;290
347;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;2007 4e kwartaal;1700;300
348;Mannen;Jonger dan 25 jaar;Autochtoon;2005 1e kwartaal;2100;420
349;Mannen;Jonger dan 25 jaar;Autochtoon;2005 2e kwartaal;1380;270
350;Mannen;Jonger dan 25 jaar;Autochtoon;2005 3e kwartaal;1440;290
351;Mannen;Jonger dan 25 jaar;Autochtoon;2005 4e kwartaal;1230;290
352;Mannen;Jonger dan 25 jaar;Autochtoon;2006 1e kwartaal;1550;450
353;Mannen;Jonger dan 25 jaar;Autochtoon;2006 2e kwartaal;1040;260
354;Mannen;Jonger dan 25 jaar;Autochtoon;2006 3e kwartaal;820;220
355;Mannen;Jonger dan 25 jaar;Autochtoon;2006 4e kwartaal;800;230
356;Mannen;Jonger dan 25 jaar;Autochtoon;2007 1e kwartaal;900;220
357;Mannen;Jonger dan 25 jaar;Autochtoon;2007 2e kwartaal;560;130
358;Mannen;Jonger dan 25 jaar;Autochtoon;2007 3e kwartaal;610;120
359;Mannen;Jonger dan 25 jaar;Autochtoon;2007 4e kwartaal;670;130
360;Mannen;Jonger dan 25 jaar;Westerse allochtoon;2005 1e kwartaal;320;70
361;Mannen;Jonger dan 25 jaar;Westerse allochtoon;2005 2e kwartaal;200;50
362;Mannen;Jonger dan 25 jaar;Westerse allochtoon;2005 3e kwartaal;230;50
363;Mannen;Jonger dan 25 jaar;Westerse allochtoon;2005 4e kwartaal;220;50
364;Mannen;Jonger dan 25 jaar;Westerse allochtoon;2006 1e kwartaal;250;80
365;Mannen;Jonger dan 25 jaar;Westerse allochtoon;2006 2e kwartaal;190;40
366;Mannen;Jonger dan 25 jaar;Westerse allochtoon;2006 3e kwartaal;150;40
367;Mannen;Jonger dan 25 jaar;Westerse allochtoon;2006 4e kwartaal;150;30
368;Mannen;Jonger dan 25 jaar;Westerse allochtoon;2007 1e kwartaal;170;50
369;Mannen;Jonger dan 25 jaar;Westerse allochtoon;2007 2e kwartaal;120;30
370;Mannen;Jonger dan 25 jaar;Westerse allochtoon;2007 3e kwartaal;110;20
371;Mannen;Jonger dan 25 jaar;Westerse allochtoon;2007 4e kwartaal;160;20
372;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;2005 1e kwartaal;1810;420
373;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;2005 2e kwartaal;1190;250
374;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;2005 3e kwartaal;1200;290
375;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;2005 4e kwartaal;1150;280
376;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;2006 1e kwartaal;1420;370
377;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;2006 2e kwartaal;1020;220
378;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;2006 3e kwartaal;890;240
379;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;2006 4e kwartaal;820;240
380;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;2007 1e kwartaal;850;220
381;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;2007 2e kwartaal;600;150
382;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;2007 3e kwartaal;730;150
383;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;2007 4e kwartaal;860;150
384;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;2005 1e kwartaal;5370;1550
385;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;2005 2e kwartaal;4060;1130
386;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;2005 3e kwartaal;4130;1210
387;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;2005 4e kwartaal;4010;1260
388;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;2006 1e kwartaal;5020;1710
389;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;2006 2e kwartaal;3710;1260
390;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;2006 3e kwartaal;3240;1230
391;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;2006 4e kwartaal;3020;1220
392;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;2007 1e kwartaal;3250;1300
393;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;2007 2e kwartaal;2360;890
394;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;2007 3e kwartaal;2590;920
395;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;2007 4e kwartaal;2860;950
396;Mannen;25 tot 35 jaar;Autochtoon;2005 1e kwartaal;2410;660
397;Mannen;25 tot 35 jaar;Autochtoon;2005 2e kwartaal;1830;490
398;Mannen;25 tot 35 jaar;Autochtoon;2005 3e kwartaal;1860;490
399;Mannen;25 tot 35 jaar;Autochtoon;2005 4e kwartaal;1750;510
400;Mannen;25 tot 35 jaar;Autochtoon;2006 1e kwartaal;2270;780
401;Mannen;25 tot 35 jaar;Autochtoon;2006 2e kwartaal;1610;540
402;Mannen;25 tot 35 jaar;Autochtoon;2006 3e kwartaal;1390;520
403;Mannen;25 tot 35 jaar;Autochtoon;2006 4e kwartaal;1250;480
404;Mannen;25 tot 35 jaar;Autochtoon;2007 1e kwartaal;1350;510
405;Mannen;25 tot 35 jaar;Autochtoon;2007 2e kwartaal;980;370
406;Mannen;25 tot 35 jaar;Autochtoon;2007 3e kwartaal;990;370
407;Mannen;25 tot 35 jaar;Autochtoon;2007 4e kwartaal;980;360
408;Mannen;25 tot 35 jaar;Westerse allochtoon;2005 1e kwartaal;490;150
409;Mannen;25 tot 35 jaar;Westerse allochtoon;2005 2e kwartaal;380;100
410;Mannen;25 tot 35 jaar;Westerse allochtoon;2005 3e kwartaal;370;120
411;Mannen;25 tot 35 jaar;Westerse allochtoon;2005 4e kwartaal;360;110
412;Mannen;25 tot 35 jaar;Westerse allochtoon;2006 1e kwartaal;440;140
413;Mannen;25 tot 35 jaar;Westerse allochtoon;2006 2e kwartaal;330;120
414;Mannen;25 tot 35 jaar;Westerse allochtoon;2006 3e kwartaal;280;110
415;Mannen;25 tot 35 jaar;Westerse allochtoon;2006 4e kwartaal;270;90
416;Mannen;25 tot 35 jaar;Westerse allochtoon;2007 1e kwartaal;310;130
417;Mannen;25 tot 35 jaar;Westerse allochtoon;2007 2e kwartaal;200;60
418;Mannen;25 tot 35 jaar;Westerse allochtoon;2007 3e kwartaal;260;80
419;Mannen;25 tot 35 jaar;Westerse allochtoon;2007 4e kwartaal;330;90
420;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;2005 1e kwartaal;2470;740
421;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;2005 2e kwartaal;1850;530
422;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;2005 3e kwartaal;1890;600
423;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;2005 4e kwartaal;1900;650
424;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;2006 1e kwartaal;2300;790
425;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;2006 2e kwartaal;1770;600
426;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;2006 3e kwartaal;1570;600
427;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;2006 4e kwartaal;1510;650
428;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;2007 1e kwartaal;1580;660
429;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;2007 2e kwartaal;1180;460
430;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;2007 3e kwartaal;1340;470
431;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;2007 4e kwartaal;1550;500
432;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;2005 1e kwartaal;3950;1470
433;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;2005 2e kwartaal;3090;970
434;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;2005 3e kwartaal;3230;1100
435;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;2005 4e kwartaal;3200;1090
436;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;2006 1e kwartaal;4440;1690
437;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;2006 2e kwartaal;3600;1240
438;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;2006 3e kwartaal;3340;1250
439;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;2006 4e kwartaal;3080;1190
440;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;2007 1e kwartaal;3360;1280
441;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;2007 2e kwartaal;2530;980
442;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;2007 3e kwartaal;2850;1080
443;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;2007 4e kwartaal;3130;1100
444;Mannen;35 tot 45 jaar;Autochtoon;2005 1e kwartaal;1670;590
445;Mannen;35 tot 45 jaar;Autochtoon;2005 2e kwartaal;1320;430
446;Mannen;35 tot 45 jaar;Autochtoon;2005 3e kwartaal;1450;470
447;Mannen;35 tot 45 jaar;Autochtoon;2005 4e kwartaal;1410;480
448;Mannen;35 tot 45 jaar;Autochtoon;2006 1e kwartaal;1990;750
449;Mannen;35 tot 45 jaar;Autochtoon;2006 2e kwartaal;1590;530
450;Mannen;35 tot 45 jaar;Autochtoon;2006 3e kwartaal;1480;530
451;Mannen;35 tot 45 jaar;Autochtoon;2006 4e kwartaal;1310;500
452;Mannen;35 tot 45 jaar;Autochtoon;2007 1e kwartaal;1470;560
453;Mannen;35 tot 45 jaar;Autochtoon;2007 2e kwartaal;1120;420
454;Mannen;35 tot 45 jaar;Autochtoon;2007 3e kwartaal;1100;440
455;Mannen;35 tot 45 jaar;Autochtoon;2007 4e kwartaal;1090;460
456;Mannen;35 tot 45 jaar;Westerse allochtoon;2005 1e kwartaal;390;150
457;Mannen;35 tot 45 jaar;Westerse allochtoon;2005 2e kwartaal;280;80
458;Mannen;35 tot 45 jaar;Westerse allochtoon;2005 3e kwartaal;320;80
459;Mannen;35 tot 45 jaar;Westerse allochtoon;2005 4e kwartaal;330;100
460;Mannen;35 tot 45 jaar;Westerse allochtoon;2006 1e kwartaal;460;160
461;Mannen;35 tot 45 jaar;Westerse allochtoon;2006 2e kwartaal;380;140
462;Mannen;35 tot 45 jaar;Westerse allochtoon;2006 3e kwartaal;310;120
463;Mannen;35 tot 45 jaar;Westerse allochtoon;2006 4e kwartaal;310;120
464;Mannen;35 tot 45 jaar;Westerse allochtoon;2007 1e kwartaal;310;110
465;Mannen;35 tot 45 jaar;Westerse allochtoon;2007 2e kwartaal;230;90
466;Mannen;35 tot 45 jaar;Westerse allochtoon;2007 3e kwartaal;320;100
467;Mannen;35 tot 45 jaar;Westerse allochtoon;2007 4e kwartaal;440;100
468;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;2005 1e kwartaal;1890;730
469;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;2005 2e kwartaal;1480;470
470;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;2005 3e kwartaal;1460;550
471;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;2005 4e kwartaal;1460;510
472;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;2006 1e kwartaal;1990;780
473;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;2006 2e kwartaal;1640;580
474;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;2006 3e kwartaal;1550;600
475;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;2006 4e kwartaal;1460;570
476;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;2007 1e kwartaal;1580;610
477;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;2007 2e kwartaal;1180;470
478;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;2007 3e kwartaal;1440;540
479;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;2007 4e kwartaal;1600;540
480;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;2005 1e kwartaal;2150;790
481;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;2005 2e kwartaal;1760;560
482;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;2005 3e kwartaal;1690;630
483;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;2005 4e kwartaal;1540;560
484;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;2006 1e kwartaal;2230;930
485;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;2006 2e kwartaal;1910;720
486;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;2006 3e kwartaal;1860;680
487;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;2006 4e kwartaal;1850;740
488;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;2007 1e kwartaal;2060;710
489;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;2007 2e kwartaal;1700;590
490;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;2007 3e kwartaal;1940;620
491;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;2007 4e kwartaal;2080;680
492;Mannen;45 tot 55 jaar;Autochtoon;2005 1e kwartaal;1050;360
493;Mannen;45 tot 55 jaar;Autochtoon;2005 2e kwartaal;850;250
494;Mannen;45 tot 55 jaar;Autochtoon;2005 3e kwartaal;820;280
495;Mannen;45 tot 55 jaar;Autochtoon;2005 4e kwartaal;750;260
496;Mannen;45 tot 55 jaar;Autochtoon;2006 1e kwartaal;1100;450
497;Mannen;45 tot 55 jaar;Autochtoon;2006 2e kwartaal;940;330
498;Mannen;45 tot 55 jaar;Autochtoon;2006 3e kwartaal;930;310
499;Mannen;45 tot 55 jaar;Autochtoon;2006 4e kwartaal;920;340
500;Mannen;45 tot 55 jaar;Autochtoon;2007 1e kwartaal;1020;330
501;Mannen;45 tot 55 jaar;Autochtoon;2007 2e kwartaal;850;280
502;Mannen;45 tot 55 jaar;Autochtoon;2007 3e kwartaal;910;280
503;Mannen;45 tot 55 jaar;Autochtoon;2007 4e kwartaal;910;300
504;Mannen;45 tot 55 jaar;Westerse allochtoon;2005 1e kwartaal;250;80
505;Mannen;45 tot 55 jaar;Westerse allochtoon;2005 2e kwartaal;250;80
506;Mannen;45 tot 55 jaar;Westerse allochtoon;2005 3e kwartaal;210;70
507;Mannen;45 tot 55 jaar;Westerse allochtoon;2005 4e kwartaal;170;50
508;Mannen;45 tot 55 jaar;Westerse allochtoon;2006 1e kwartaal;260;100
509;Mannen;45 tot 55 jaar;Westerse allochtoon;2006 2e kwartaal;230;80
510;Mannen;45 tot 55 jaar;Westerse allochtoon;2006 3e kwartaal;200;60
511;Mannen;45 tot 55 jaar;Westerse allochtoon;2006 4e kwartaal;200;70
512;Mannen;45 tot 55 jaar;Westerse allochtoon;2007 1e kwartaal;240;70
513;Mannen;45 tot 55 jaar;Westerse allochtoon;2007 2e kwartaal;180;50
514;Mannen;45 tot 55 jaar;Westerse allochtoon;2007 3e kwartaal;260;70
515;Mannen;45 tot 55 jaar;Westerse allochtoon;2007 4e kwartaal;310;70
516;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;2005 1e kwartaal;860;350
517;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;2005 2e kwartaal;660;230
518;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;2005 3e kwartaal;660;280
519;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;2005 4e kwartaal;620;250
520;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;2006 1e kwartaal;870;390
521;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;2006 2e kwartaal;750;310
522;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;2006 3e kwartaal;720;310
523;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;2006 4e kwartaal;740;320
524;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;2007 1e kwartaal;800;310
525;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;2007 2e kwartaal;670;260
526;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;2007 3e kwartaal;770;270
527;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;2007 4e kwartaal;850;310
528;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;2005 1e kwartaal;970;400
529;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;2005 2e kwartaal;700;230
530;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;2005 3e kwartaal;690;250
531;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;2005 4e kwartaal;670;260
532;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;2006 1e kwartaal;960;390
533;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;2006 2e kwartaal;780;270
534;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;2006 3e kwartaal;750;310
535;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;2006 4e kwartaal;640;240
536;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;2007 1e kwartaal;740;250
537;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;2007 2e kwartaal;630;230
538;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;2007 3e kwartaal;720;260
539;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;2007 4e kwartaal;760;260
540;Mannen;55 tot 65 jaar;Autochtoon;2005 1e kwartaal;560;220
541;Mannen;55 tot 65 jaar;Autochtoon;2005 2e kwartaal;420;140
542;Mannen;55 tot 65 jaar;Autochtoon;2005 3e kwartaal;370;110
543;Mannen;55 tot 65 jaar;Autochtoon;2005 4e kwartaal;390;120
544;Mannen;55 tot 65 jaar;Autochtoon;2006 1e kwartaal;520;210
545;Mannen;55 tot 65 jaar;Autochtoon;2006 2e kwartaal;430;160
546;Mannen;55 tot 65 jaar;Autochtoon;2006 3e kwartaal;410;170
547;Mannen;55 tot 65 jaar;Autochtoon;2006 4e kwartaal;360;140
548;Mannen;55 tot 65 jaar;Autochtoon;2007 1e kwartaal;410;130
549;Mannen;55 tot 65 jaar;Autochtoon;2007 2e kwartaal;330;120
550;Mannen;55 tot 65 jaar;Autochtoon;2007 3e kwartaal;380;130
551;Mannen;55 tot 65 jaar;Autochtoon;2007 4e kwartaal;370;130
552;Mannen;55 tot 65 jaar;Westerse allochtoon;2005 1e kwartaal;130;50
553;Mannen;55 tot 65 jaar;Westerse allochtoon;2005 2e kwartaal;100;30
554;Mannen;55 tot 65 jaar;Westerse allochtoon;2005 3e kwartaal;110;40
555;Mannen;55 tot 65 jaar;Westerse allochtoon;2005 4e kwartaal;80;40
556;Mannen;55 tot 65 jaar;Westerse allochtoon;2006 1e kwartaal;150;60
557;Mannen;55 tot 65 jaar;Westerse allochtoon;2006 2e kwartaal;140;40
558;Mannen;55 tot 65 jaar;Westerse allochtoon;2006 3e kwartaal;110;30
559;Mannen;55 tot 65 jaar;Westerse allochtoon;2006 4e kwartaal;90;30
560;Mannen;55 tot 65 jaar;Westerse allochtoon;2007 1e kwartaal;100;40
561;Mannen;55 tot 65 jaar;Westerse allochtoon;2007 2e kwartaal;90;30
