ID;Zorgtype;Zorgaanbieders;Perioden;UitgavenGezondheidsEnWelzijnszorg_1
338;MSZ overige zorg;GLZMS: UMC's;2023;1948
339;MSZ overige zorg;GLZMS: Overige aanb. med. spec. zorg;2021;1038
340;MSZ overige zorg;GLZMS: Overige aanb. med. spec. zorg;2022;1231
341;MSZ overige zorg;GLZMS: Overige aanb. med. spec. zorg;2023;1369
342;MSZ overige zorg;GLZ: Aanb. geestelijke gezondheidszorg;2021;0
343;MSZ overige zorg;GLZ: Aanb. geestelijke gezondheidszorg;2022;0
344;MSZ overige zorg;GLZ: Aanb. geestelijke gezondheidszorg;2023;0
345;MSZ overige zorg;GLZ: Huisartsenpraktijken,gezondh.centra;2021;0
346;MSZ overige zorg;GLZ: Huisartsenpraktijken,gezondh.centra;2022;0
347;MSZ overige zorg;GLZ: Huisartsenpraktijken,gezondh.centra;2023;0
348;MSZ overige zorg;GLZ: Tandartsenpraktijken;2021;0
349;MSZ overige zorg;GLZ: Tandartsenpraktijken;2022;0
350;MSZ overige zorg;GLZ: Tandartsenpraktijken;2023;0
351;MSZ overige zorg;GLZ: Paramedische, verlosk. praktijken;2021;0
352;MSZ overige zorg;GLZ: Paramedische, verlosk. praktijken;2022;0
353;MSZ overige zorg;GLZ: Paramedische, verlosk. praktijken;2023;0
354;MSZ overige zorg;GLZ: Aanb. verpleging, verzorg., kraam;2021;77
355;MSZ overige zorg;GLZ: Aanb. verpleging, verzorg., kraam;2022;68
356;MSZ overige zorg;GLZ: Aanb. verpleging, verzorg., kraam;2023;71
357;MSZ overige zorg;GLZ: Aanbieders gehandicaptenzorg;2021;15
358;MSZ overige zorg;GLZ: Aanbieders gehandicaptenzorg;2022;13
359;MSZ overige zorg;GLZ: Aanbieders gehandicaptenzorg;2023;15
360;MSZ overige zorg;GLZ: Aanb. preventie,publieke gezondheid;2021;36
361;MSZ overige zorg;GLZ: Aanb. preventie,publieke gezondheid;2022;34
362;MSZ overige zorg;GLZ: Aanb. preventie,publieke gezondheid;2023;36
363;MSZ overige zorg;GLZ: Aanb. ondersteunende diensten;2021;36
364;MSZ overige zorg;GLZ: Aanb. ondersteunende diensten;2022;35
365;MSZ overige zorg;GLZ: Aanb. ondersteunende diensten;2023;38
366;MSZ overige zorg;GLZ: Aanb. overige diensten gezondheid;2021;9
367;MSZ overige zorg;GLZ: Aanb. overige diensten gezondheid;2022;13
368;MSZ overige zorg;GLZ: Aanb. overige diensten gezondheid;2023;14
369;MSZ overige zorg;WJK: Totaal aanbieders WJK;2021;0
370;MSZ overige zorg;WJK: Totaal aanbieders WJK;2022;1
371;MSZ overige zorg;WJK: Totaal aanbieders WJK;2023;2
372;MSZ overige zorg;WJK: Aanbieders kinderopvang;2021;0
373;MSZ overige zorg;WJK: Aanbieders kinderopvang;2022;0
374;MSZ overige zorg;WJK: Aanbieders kinderopvang;2023;0
375;MSZ overige zorg;WJK: Aanbieders jeugdzorg;2021;0
376;MSZ overige zorg;WJK: Aanbieders jeugdzorg;2022;0
377;MSZ overige zorg;WJK: Aanbieders jeugdzorg;2023;0
378;MSZ overige zorg;WJK: Aanbieders maatschappelijke opvang;2021;0
379;MSZ overige zorg;WJK: Aanbieders maatschappelijke opvang;2022;1
380;MSZ overige zorg;WJK: Aanbieders maatschappelijke opvang;2023;2
381;MSZ overige zorg;WJK: Aanb. sociaal werk, overig welzijn;2021;0
382;MSZ overige zorg;WJK: Aanb. sociaal werk, overig welzijn;2022;0
383;MSZ overige zorg;WJK: Aanb. sociaal werk, overig welzijn;2023;0
384;MSZ overige zorg;BZW: Aanb. buiten sector zorg en welzijn;2021;243
385;MSZ overige zorg;BZW: Aanb. buiten sector zorg en welzijn;2022;343
386;MSZ overige zorg;BZW: Aanb. buiten sector zorg en welzijn;2023;350
387;MSZ overige zorg;BZW: Apotheken;2021;0
388;MSZ overige zorg;BZW: Apotheken;2022;0
389;MSZ overige zorg;BZW: Apotheken;2023;0
390;MSZ overige zorg;BZW: Aanbieders van hulpmiddelen;2021;0
391;MSZ overige zorg;BZW: Aanbieders van hulpmiddelen;2022;0
392;MSZ overige zorg;BZW: Aanbieders van hulpmiddelen;2023;0
393;MSZ overige zorg;BZW: Aanb. zorg als nevenactiviteit;2021;69
394;MSZ overige zorg;BZW: Aanb. zorg als nevenactiviteit;2022;66
395;MSZ overige zorg;BZW: Aanb. zorg als nevenactiviteit;2023;65
396;MSZ overige zorg;BZW: Gezinshuishoudingen;2021;0
397;MSZ overige zorg;BZW: Gezinshuishoudingen;2022;0
398;MSZ overige zorg;BZW: Gezinshuishoudingen;2023;0
399;MSZ overige zorg;BZW: Buitenlandse aanb. zorg en welzijn;2021;174
400;MSZ overige zorg;BZW: Buitenlandse aanb. zorg en welzijn;2022;277
401;MSZ overige zorg;BZW: Buitenlandse aanb. zorg en welzijn;2023;284
402;MSZ overige zorg;BZW: Beleids- en beheerorganisaties;2021;0
403;MSZ overige zorg;BZW: Beleids- en beheerorganisaties;2022;0
404;MSZ overige zorg;BZW: Beleids- en beheerorganisaties;2023;0
405;Geestelijke gezondheidszorg;Totaal aanbieders zorg en welzijn;2021;7246
406;Geestelijke gezondheidszorg;Totaal aanbieders zorg en welzijn;2022;7871
407;Geestelijke gezondheidszorg;Totaal aanbieders zorg en welzijn;2023;8560
408;Geestelijke gezondheidszorg;GLZ: Totaal aanb. gezondh., langd. zorg;2021;6863
409;Geestelijke gezondheidszorg;GLZ: Totaal aanb. gezondh., langd. zorg;2022;7316
410;Geestelijke gezondheidszorg;GLZ: Totaal aanb. gezondh., langd. zorg;2023;7920
411;Geestelijke gezondheidszorg;GLZ: Aanb. medisch specialistische zorg;2021;293
412;Geestelijke gezondheidszorg;GLZ: Aanb. medisch specialistische zorg;2022;308
413;Geestelijke gezondheidszorg;GLZ: Aanb. medisch specialistische zorg;2023;337
414;Geestelijke gezondheidszorg;GLZMS: Algemene ziekenhuizen;2021;178
415;Geestelijke gezondheidszorg;GLZMS: Algemene ziekenhuizen;2022;187
416;Geestelijke gezondheidszorg;GLZMS: Algemene ziekenhuizen;2023;205
417;Geestelijke gezondheidszorg;GLZMS: UMC's;2021;85
418;Geestelijke gezondheidszorg;GLZMS: UMC's;2022;94
419;Geestelijke gezondheidszorg;GLZMS: UMC's;2023;103
420;Geestelijke gezondheidszorg;GLZMS: Overige aanb. med. spec. zorg;2021;31
421;Geestelijke gezondheidszorg;GLZMS: Overige aanb. med. spec. zorg;2022;26
422;Geestelijke gezondheidszorg;GLZMS: Overige aanb. med. spec. zorg;2023;29
423;Geestelijke gezondheidszorg;GLZ: Aanb. geestelijke gezondheidszorg;2021;5972
424;Geestelijke gezondheidszorg;GLZ: Aanb. geestelijke gezondheidszorg;2022;6300
425;Geestelijke gezondheidszorg;GLZ: Aanb. geestelijke gezondheidszorg;2023;6794
426;Geestelijke gezondheidszorg;GLZ: Huisartsenpraktijken,gezondh.centra;2021;199
427;Geestelijke gezondheidszorg;GLZ: Huisartsenpraktijken,gezondh.centra;2022;201
428;Geestelijke gezondheidszorg;GLZ: Huisartsenpraktijken,gezondh.centra;2023;223
429;Geestelijke gezondheidszorg;GLZ: Tandartsenpraktijken;2021;0
430;Geestelijke gezondheidszorg;GLZ: Tandartsenpraktijken;2022;0
431;Geestelijke gezondheidszorg;GLZ: Tandartsenpraktijken;2023;0
432;Geestelijke gezondheidszorg;GLZ: Paramedische, verlosk. praktijken;2021;20
433;Geestelijke gezondheidszorg;GLZ: Paramedische, verlosk. praktijken;2022;25
434;Geestelijke gezondheidszorg;GLZ: Paramedische, verlosk. praktijken;2023;28
435;Geestelijke gezondheidszorg;GLZ: Aanb. verpleging, verzorg., kraam;2021;165
436;Geestelijke gezondheidszorg;GLZ: Aanb. verpleging, verzorg., kraam;2022;218
437;Geestelijke gezondheidszorg;GLZ: Aanb. verpleging, verzorg., kraam;2023;248
438;Geestelijke gezondheidszorg;GLZ: Aanbieders gehandicaptenzorg;2021;147
439;Geestelijke gezondheidszorg;GLZ: Aanbieders gehandicaptenzorg;2022;185
440;Geestelijke gezondheidszorg;GLZ: Aanbieders gehandicaptenzorg;2023;205
441;Geestelijke gezondheidszorg;GLZ: Aanb. preventie,publieke gezondheid;2021;25
442;Geestelijke gezondheidszorg;GLZ: Aanb. preventie,publieke gezondheid;2022;27
443;Geestelijke gezondheidszorg;GLZ: Aanb. preventie,publieke gezondheid;2023;28
444;Geestelijke gezondheidszorg;GLZ: Aanb. ondersteunende diensten;2021;0
445;Geestelijke gezondheidszorg;GLZ: Aanb. ondersteunende diensten;2022;0
446;Geestelijke gezondheidszorg;GLZ: Aanb. ondersteunende diensten;2023;0
447;Geestelijke gezondheidszorg;GLZ: Aanb. overige diensten gezondheid;2021;42
448;Geestelijke gezondheidszorg;GLZ: Aanb. overige diensten gezondheid;2022;52
449;Geestelijke gezondheidszorg;GLZ: Aanb. overige diensten gezondheid;2023;58
450;Geestelijke gezondheidszorg;WJK: Totaal aanbieders WJK;2021;136
451;Geestelijke gezondheidszorg;WJK: Totaal aanbieders WJK;2022;182
452;Geestelijke gezondheidszorg;WJK: Totaal aanbieders WJK;2023;197
453;Geestelijke gezondheidszorg;WJK: Aanbieders kinderopvang;2021;0
454;Geestelijke gezondheidszorg;WJK: Aanbieders kinderopvang;2022;0
455;Geestelijke gezondheidszorg;WJK: Aanbieders kinderopvang;2023;0
456;Geestelijke gezondheidszorg;WJK: Aanbieders jeugdzorg;2021;55
457;Geestelijke gezondheidszorg;WJK: Aanbieders jeugdzorg;2022;69
458;Geestelijke gezondheidszorg;WJK: Aanbieders jeugdzorg;2023;74
459;Geestelijke gezondheidszorg;WJK: Aanbieders maatschappelijke opvang;2021;79
460;Geestelijke gezondheidszorg;WJK: Aanbieders maatschappelijke opvang;2022;93
461;Geestelijke gezondheidszorg;WJK: Aanbieders maatschappelijke opvang;2023;99
462;Geestelijke gezondheidszorg;WJK: Aanb. sociaal werk, overig welzijn;2021;1
463;Geestelijke gezondheidszorg;WJK: Aanb. sociaal werk, overig welzijn;2022;19
464;Geestelijke gezondheidszorg;WJK: Aanb. sociaal werk, overig welzijn;2023;25
465;Geestelijke gezondheidszorg;BZW: Aanb. buiten sector zorg en welzijn;2021;247
466;Geestelijke gezondheidszorg;BZW: Aanb. buiten sector zorg en welzijn;2022;373
467;Geestelijke gezondheidszorg;BZW: Aanb. buiten sector zorg en welzijn;2023;443
468;Geestelijke gezondheidszorg;BZW: Apotheken;2021;0
469;Geestelijke gezondheidszorg;BZW: Apotheken;2022;0
470;Geestelijke gezondheidszorg;BZW: Apotheken;2023;0
471;Geestelijke gezondheidszorg;BZW: Aanbieders van hulpmiddelen;2021;0
472;Geestelijke gezondheidszorg;BZW: Aanbieders van hulpmiddelen;2022;0
473;Geestelijke gezondheidszorg;BZW: Aanbieders van hulpmiddelen;2023;0
474;Geestelijke gezondheidszorg;BZW: Aanb. zorg als nevenactiviteit;2021;246
475;Geestelijke gezondheidszorg;BZW: Aanb. zorg als nevenactiviteit;2022;243
476;Geestelijke gezondheidszorg;BZW: Aanb. zorg als nevenactiviteit;2023;285
477;Geestelijke gezondheidszorg;BZW: Gezinshuishoudingen;2021;1
478;Geestelijke gezondheidszorg;BZW: Gezinshuishoudingen;2022;130
479;Geestelijke gezondheidszorg;BZW: Gezinshuishoudingen;2023;158
480;Geestelijke gezondheidszorg;BZW: Buitenlandse aanb. zorg en welzijn;2021;0
481;Geestelijke gezondheidszorg;BZW: Buitenlandse aanb. zorg en welzijn;2022;0
482;Geestelijke gezondheidszorg;BZW: Buitenlandse aanb. zorg en welzijn;2023;0
483;Geestelijke gezondheidszorg;BZW: Beleids- en beheerorganisaties;2021;0
484;Geestelijke gezondheidszorg;BZW: Beleids- en beheerorganisaties;2022;0
485;Geestelijke gezondheidszorg;BZW: Beleids- en beheerorganisaties;2023;0
486;Huisartsenzorg;Totaal aanbieders zorg en welzijn;2021;3289
487;Huisartsenzorg;Totaal aanbieders zorg en welzijn;2022;3400
488;Huisartsenzorg;Totaal aanbieders zorg en welzijn;2023;3781
489;Huisartsenzorg;GLZ: Totaal aanb. gezondh., langd. zorg;2021;3197
490;Huisartsenzorg;GLZ: Totaal aanb. gezondh., langd. zorg;2022;3271
491;Huisartsenzorg;GLZ: Totaal aanb. gezondh., langd. zorg;2023;3637
492;Huisartsenzorg;GLZ: Aanb. medisch specialistische zorg;2021;17
493;Huisartsenzorg;GLZ: Aanb. medisch specialistische zorg;2022;18
494;Huisartsenzorg;GLZ: Aanb. medisch specialistische zorg;2023;21
495;Huisartsenzorg;GLZMS: Algemene ziekenhuizen;2021;0
496;Huisartsenzorg;GLZMS: Algemene ziekenhuizen;2022;0
497;Huisartsenzorg;GLZMS: Algemene ziekenhuizen;2023;1
498;Huisartsenzorg;GLZMS: UMC's;2021;10
499;Huisartsenzorg;GLZMS: UMC's;2022;10
500;Huisartsenzorg;GLZMS: UMC's;2023;12
501;Huisartsenzorg;GLZMS: Overige aanb. med. spec. zorg;2021;7
502;Huisartsenzorg;GLZMS: Overige aanb. med. spec. zorg;2022;7
503;Huisartsenzorg;GLZMS: Overige aanb. med. spec. zorg;2023;8
504;Huisartsenzorg;GLZ: Aanb. geestelijke gezondheidszorg;2021;0
505;Huisartsenzorg;GLZ: Aanb. geestelijke gezondheidszorg;2022;0
506;Huisartsenzorg;GLZ: Aanb. geestelijke gezondheidszorg;2023;0
507;Huisartsenzorg;GLZ: Huisartsenpraktijken,gezondh.centra;2021;3013
508;Huisartsenzorg;GLZ: Huisartsenpraktijken,gezondh.centra;2022;3043
509;Huisartsenzorg;GLZ: Huisartsenpraktijken,gezondh.centra;2023;3382
510;Huisartsenzorg;GLZ: Tandartsenpraktijken;2021;0
511;Huisartsenzorg;GLZ: Tandartsenpraktijken;2022;0
512;Huisartsenzorg;GLZ: Tandartsenpraktijken;2023;0
513;Huisartsenzorg;GLZ: Paramedische, verlosk. praktijken;2021;2
514;Huisartsenzorg;GLZ: Paramedische, verlosk. praktijken;2022;4
515;Huisartsenzorg;GLZ: Paramedische, verlosk. praktijken;2023;4
516;Huisartsenzorg;GLZ: Aanb. verpleging, verzorg., kraam;2021;25
517;Huisartsenzorg;GLZ: Aanb. verpleging, verzorg., kraam;2022;28
518;Huisartsenzorg;GLZ: Aanb. verpleging, verzorg., kraam;2023;32
519;Huisartsenzorg;GLZ: Aanbieders gehandicaptenzorg;2021;0
520;Huisartsenzorg;GLZ: Aanbieders gehandicaptenzorg;2022;0
521;Huisartsenzorg;GLZ: Aanbieders gehandicaptenzorg;2023;0
522;Huisartsenzorg;GLZ: Aanb. preventie,publieke gezondheid;2021;2
523;Huisartsenzorg;GLZ: Aanb. preventie,publieke gezondheid;2022;0
524;Huisartsenzorg;GLZ: Aanb. preventie,publieke gezondheid;2023;0
525;Huisartsenzorg;GLZ: Aanb. ondersteunende diensten;2021;0
526;Huisartsenzorg;GLZ: Aanb. ondersteunende diensten;2022;0
527;Huisartsenzorg;GLZ: Aanb. ondersteunende diensten;2023;0
528;Huisartsenzorg;GLZ: Aanb. overige diensten gezondheid;2021;138
529;Huisartsenzorg;GLZ: Aanb. overige diensten gezondheid;2022;178
530;Huisartsenzorg;GLZ: Aanb. overige diensten gezondheid;2023;198
531;Huisartsenzorg;WJK: Totaal aanbieders WJK;2021;0
532;Huisartsenzorg;WJK: Totaal aanbieders WJK;2022;0
533;Huisartsenzorg;WJK: Totaal aanbieders WJK;2023;0
534;Huisartsenzorg;WJK: Aanbieders kinderopvang;2021;0
535;Huisartsenzorg;WJK: Aanbieders kinderopvang;2022;0
536;Huisartsenzorg;WJK: Aanbieders kinderopvang;2023;0
537;Huisartsenzorg;WJK: Aanbieders jeugdzorg;2021;0
538;Huisartsenzorg;WJK: Aanbieders jeugdzorg;2022;0
539;Huisartsenzorg;WJK: Aanbieders jeugdzorg;2023;0
540;Huisartsenzorg;WJK: Aanbieders maatschappelijke opvang;2021;0
541;Huisartsenzorg;WJK: Aanbieders maatschappelijke opvang;2022;0
542;Huisartsenzorg;WJK: Aanbieders maatschappelijke opvang;2023;0
543;Huisartsenzorg;WJK: Aanb. sociaal werk, overig welzijn;2021;0
544;Huisartsenzorg;WJK: Aanb. sociaal werk, overig welzijn;2022;0
545;Huisartsenzorg;WJK: Aanb. sociaal werk, overig welzijn;2023;0
546;Huisartsenzorg;BZW: Aanb. buiten sector zorg en welzijn;2021;92
547;Huisartsenzorg;BZW: Aanb. buiten sector zorg en welzijn;2022;129
548;Huisartsenzorg;BZW: Aanb. buiten sector zorg en welzijn;2023;144
549;Huisartsenzorg;BZW: Apotheken;2021;5
550;Huisartsenzorg;BZW: Apotheken;2022;5
551;Huisartsenzorg;BZW: Apotheken;2023;6
552;Huisartsenzorg;BZW: Aanbieders van hulpmiddelen;2021;0
553;Huisartsenzorg;BZW: Aanbieders van hulpmiddelen;2022;0
554;Huisartsenzorg;BZW: Aanbieders van hulpmiddelen;2023;0
555;Huisartsenzorg;BZW: Aanb. zorg als nevenactiviteit;2021;26
556;Huisartsenzorg;BZW: Aanb. zorg als nevenactiviteit;2022;32
557;Huisartsenzorg;BZW: Aanb. zorg als nevenactiviteit;2023;34
558;Huisartsenzorg;BZW: Gezinshuishoudingen;2021;0
559;Huisartsenzorg;BZW: Gezinshuishoudingen;2022;0
560;Huisartsenzorg;BZW: Gezinshuishoudingen;2023;0
561;Huisartsenzorg;BZW: Buitenlandse aanb. zorg en welzijn;2021;60
562;Huisartsenzorg;BZW: Buitenlandse aanb. zorg en welzijn;2022;92
563;Huisartsenzorg;BZW: Buitenlandse aanb. zorg en welzijn;2023;104
564;Huisartsenzorg;BZW: Beleids- en beheerorganisaties;2021;0
565;Huisartsenzorg;BZW: Beleids- en beheerorganisaties;2022;0
566;Huisartsenzorg;BZW: Beleids- en beheerorganisaties;2023;0
567;Mondzorg;Totaal aanbieders zorg en welzijn;2021;2493
568;Mondzorg;Totaal aanbieders zorg en welzijn;2022;2528
569;Mondzorg;Totaal aanbieders zorg en welzijn;2023;2749
570;Mondzorg;GLZ: Totaal aanb. gezondh., langd. zorg;2021;2292
571;Mondzorg;GLZ: Totaal aanb. gezondh., langd. zorg;2022;2311
572;Mondzorg;GLZ: Totaal aanb. gezondh., langd. zorg;2023;2510
573;Mondzorg;GLZ: Aanb. medisch specialistische zorg;2021;268
574;Mondzorg;GLZ: Aanb. medisch specialistische zorg;2022;271
575;Mondzorg;GLZ: Aanb. medisch specialistische zorg;2023;292
576;Mondzorg;GLZMS: Algemene ziekenhuizen;2021;194
577;Mondzorg;GLZMS: Algemene ziekenhuizen;2022;197
578;Mondzorg;GLZMS: Algemene ziekenhuizen;2023;213
579;Mondzorg;GLZMS: UMC's;2021;42
580;Mondzorg;GLZMS: UMC's;2022;45
581;Mondzorg;GLZMS: UMC's;2023;49
582;Mondzorg;GLZMS: Overige aanb. med. spec. zorg;2021;32
583;Mondzorg;GLZMS: Overige aanb. med. spec. zorg;2022;28
584;Mondzorg;GLZMS: Overige aanb. med. spec. zorg;2023;31
585;Mondzorg;GLZ: Aanb. geestelijke gezondheidszorg;2021;0
586;Mondzorg;GLZ: Aanb. geestelijke gezondheidszorg;2022;0
587;Mondzorg;GLZ: Aanb. geestelijke gezondheidszorg;2023;0
588;Mondzorg;GLZ: Huisartsenpraktijken,gezondh.centra;2021;0
589;Mondzorg;GLZ: Huisartsenpraktijken,gezondh.centra;2022;0
590;Mondzorg;GLZ: Huisartsenpraktijken,gezondh.centra;2023;0
591;Mondzorg;GLZ: Tandartsenpraktijken;2021;1921
592;Mondzorg;GLZ: Tandartsenpraktijken;2022;1936
593;Mondzorg;GLZ: Tandartsenpraktijken;2023;2106
594;Mondzorg;GLZ: Paramedische, verlosk. praktijken;2021;91
595;Mondzorg;GLZ: Paramedische, verlosk. praktijken;2022;88
596;Mondzorg;GLZ: Paramedische, verlosk. praktijken;2023;94
597;Mondzorg;GLZ: Aanb. verpleging, verzorg., kraam;2021;2
598;Mondzorg;GLZ: Aanb. verpleging, verzorg., kraam;2022;6
599;Mondzorg;GLZ: Aanb. verpleging, verzorg., kraam;2023;6
600;Mondzorg;GLZ: Aanbieders gehandicaptenzorg;2021;0
601;Mondzorg;GLZ: Aanbieders gehandicaptenzorg;2022;0
602;Mondzorg;GLZ: Aanbieders gehandicaptenzorg;2023;0
603;Mondzorg;GLZ: Aanb. preventie,publieke gezondheid;2021;0
604;Mondzorg;GLZ: Aanb. preventie,publieke gezondheid;2022;0
605;Mondzorg;GLZ: Aanb. preventie,publieke gezondheid;2023;0
606;Mondzorg;GLZ: Aanb. ondersteunende diensten;2021;0
607;Mondzorg;GLZ: Aanb. ondersteunende diensten;2022;0
608;Mondzorg;GLZ: Aanb. ondersteunende diensten;2023;0
609;Mondzorg;GLZ: Aanb. overige diensten gezondheid;2021;10
610;Mondzorg;GLZ: Aanb. overige diensten gezondheid;2022;11
611;Mondzorg;GLZ: Aanb. overige diensten gezondheid;2023;12
612;Mondzorg;WJK: Totaal aanbieders WJK;2021;0
613;Mondzorg;WJK: Totaal aanbieders WJK;2022;0
614;Mondzorg;WJK: Totaal aanbieders WJK;2023;0
615;Mondzorg;WJK: Aanbieders kinderopvang;2021;0
616;Mondzorg;WJK: Aanbieders kinderopvang;2022;0
617;Mondzorg;WJK: Aanbieders kinderopvang;2023;0
618;Mondzorg;WJK: Aanbieders jeugdzorg;2021;0
619;Mondzorg;WJK: Aanbieders jeugdzorg;2022;0
620;Mondzorg;WJK: Aanbieders jeugdzorg;2023;0
621;Mondzorg;WJK: Aanbieders maatschappelijke opvang;2021;0
622;Mondzorg;WJK: Aanbieders maatschappelijke opvang;2022;0
623;Mondzorg;WJK: Aanbieders maatschappelijke opvang;2023;0
624;Mondzorg;WJK: Aanb. sociaal werk, overig welzijn;2021;0
625;Mondzorg;WJK: Aanb. sociaal werk, overig welzijn;2022;0
626;Mondzorg;WJK: Aanb. sociaal werk, overig welzijn;2023;0
627;Mondzorg;BZW: Aanb. buiten sector zorg en welzijn;2021;200
628;Mondzorg;BZW: Aanb. buiten sector zorg en welzijn;2022;217
629;Mondzorg;BZW: Aanb. buiten sector zorg en welzijn;2023;238
630;Mondzorg;BZW: Apotheken;2021;0
631;Mondzorg;BZW: Apotheken;2022;0
632;Mondzorg;BZW: Apotheken;2023;0
633;Mondzorg;BZW: Aanbieders van hulpmiddelen;2021;121
634;Mondzorg;BZW: Aanbieders van hulpmiddelen;2022;112
635;Mondzorg;BZW: Aanbieders van hulpmiddelen;2023;124
636;Mondzorg;BZW: Aanb. zorg als nevenactiviteit;2021;34
637;Mondzorg;BZW: Aanb. zorg als nevenactiviteit;2022;33
638;Mondzorg;BZW: Aanb. zorg als nevenactiviteit;2023;35
639;Mondzorg;BZW: Gezinshuishoudingen;2021;0
640;Mondzorg;BZW: Gezinshuishoudingen;2022;0
641;Mondzorg;BZW: Gezinshuishoudingen;2023;0
642;Mondzorg;BZW: Buitenlandse aanb. zorg en welzijn;2021;46
643;Mondzorg;BZW: Buitenlandse aanb. zorg en welzijn;2022;71
644;Mondzorg;BZW: Buitenlandse aanb. zorg en welzijn;2023;80
645;Mondzorg;BZW: Beleids- en beheerorganisaties;2021;0
646;Mondzorg;BZW: Beleids- en beheerorganisaties;2022;0
647;Mondzorg;BZW: Beleids- en beheerorganisaties;2023;0
648;Paramedische zorg;Totaal aanbieders zorg en welzijn;2021;3589
649;Paramedische zorg;Totaal aanbieders zorg en welzijn;2022;3906
650;Paramedische zorg;Totaal aanbieders zorg en welzijn;2023;4269
651;Paramedische zorg;GLZ: Totaal aanb. gezondh., langd. zorg;2021;3478
652;Paramedische zorg;GLZ: Totaal aanb. gezondh., langd. zorg;2022;3785
653;Paramedische zorg;GLZ: Totaal aanb. gezondh., langd. zorg;2023;4138
654;Paramedische zorg;GLZ: Aanb. medisch specialistische zorg;2021;18
655;Paramedische zorg;GLZ: Aanb. medisch specialistische zorg;2022;18
656;Paramedische zorg;GLZ: Aanb. medisch specialistische zorg;2023;19
657;Paramedische zorg;GLZMS: Algemene ziekenhuizen;2021;5
658;Paramedische zorg;GLZMS: Algemene ziekenhuizen;2022;5
659;Paramedische zorg;GLZMS: Algemene ziekenhuizen;2023;5
660;Paramedische zorg;GLZMS: UMC's;2021;0
661;Paramedische zorg;GLZMS: UMC's;2022;0
662;Paramedische zorg;GLZMS: UMC's;2023;0
663;Paramedische zorg;GLZMS: Overige aanb. med. spec. zorg;2021;13
664;Paramedische zorg;GLZMS: Overige aanb. med. spec. zorg;2022;13
665;Paramedische zorg;GLZMS: Overige aanb. med. spec. zorg;2023;14
666;Paramedische zorg;GLZ: Aanb. geestelijke gezondheidszorg;2021;0
667;Paramedische zorg;GLZ: Aanb. geestelijke gezondheidszorg;2022;0
668;Paramedische zorg;GLZ: Aanb. geestelijke gezondheidszorg;2023;0
669;Paramedische zorg;GLZ: Huisartsenpraktijken,gezondh.centra;2021;18
670;Paramedische zorg;GLZ: Huisartsenpraktijken,gezondh.centra;2022;19
671;Paramedische zorg;GLZ: Huisartsenpraktijken,gezondh.centra;2023;20
672;Paramedische zorg;GLZ: Tandartsenpraktijken;2021;0
673;Paramedische zorg;GLZ: Tandartsenpraktijken;2022;0
674;Paramedische zorg;GLZ: Tandartsenpraktijken;2023;0
675;Paramedische zorg;GLZ: Paramedische, verlosk. praktijken;2021;3371
676;Paramedische zorg;GLZ: Paramedische, verlosk. praktijken;2022;3670
677;Paramedische zorg;GLZ: Paramedische, verlosk. praktijken;2023;4010
678;Paramedische zorg;GLZ: Aanb. verpleging, verzorg., kraam;2021;55
679;Paramedische zorg;GLZ: Aanb. verpleging, verzorg., kraam;2022;56
680;Paramedische zorg;GLZ: Aanb. verpleging, verzorg., kraam;2023;61
681;Paramedische zorg;GLZ: Aanbieders gehandicaptenzorg;2021;3
682;Paramedische zorg;GLZ: Aanbieders gehandicaptenzorg;2022;3
683;Paramedische zorg;GLZ: Aanbieders gehandicaptenzorg;2023;4
684;Paramedische zorg;GLZ: Aanb. preventie,publieke gezondheid;2021;4
685;Paramedische zorg;GLZ: Aanb. preventie,publieke gezondheid;2022;3
686;Paramedische zorg;GLZ: Aanb. preventie,publieke gezondheid;2023;6
687;Paramedische zorg;GLZ: Aanb. ondersteunende diensten;2021;0
688;Paramedische zorg;GLZ: Aanb. ondersteunende diensten;2022;0
689;Paramedische zorg;GLZ: Aanb. ondersteunende diensten;2023;0
690;Paramedische zorg;GLZ: Aanb. overige diensten gezondheid;2021;9
691;Paramedische zorg;GLZ: Aanb. overige diensten gezondheid;2022;16
692;Paramedische zorg;GLZ: Aanb. overige diensten gezondheid;2023;17
693;Paramedische zorg;WJK: Totaal aanbieders WJK;2021;0
694;Paramedische zorg;WJK: Totaal aanbieders WJK;2022;0
695;Paramedische zorg;WJK: Totaal aanbieders WJK;2023;0
696;Paramedische zorg;WJK: Aanbieders kinderopvang;2021;0
697;Paramedische zorg;WJK: Aanbieders kinderopvang;2022;0
698;Paramedische zorg;WJK: Aanbieders kinderopvang;2023;0
699;Paramedische zorg;WJK: Aanbieders jeugdzorg;2021;0
700;Paramedische zorg;WJK: Aanbieders jeugdzorg;2022;0
701;Paramedische zorg;WJK: Aanbieders jeugdzorg;2023;0
702;Paramedische zorg;WJK: Aanbieders maatschappelijke opvang;2021;0
703;Paramedische zorg;WJK: Aanbieders maatschappelijke opvang;2022;0
704;Paramedische zorg;WJK: Aanbieders maatschappelijke opvang;2023;0
705;Paramedische zorg;WJK: Aanb. sociaal werk, overig welzijn;2021;0
706;Paramedische zorg;WJK: Aanb. sociaal werk, overig welzijn;2022;0
707;Paramedische zorg;WJK: Aanb. sociaal werk, overig welzijn;2023;0
708;Paramedische zorg;BZW: Aanb. buiten sector zorg en welzijn;2021;111
