ID;RegioS;SociaalEconomischeCategorie;AantalPersonenMet52WekenInkomen_1;GemiddeldBesteedbaarInkomen_2
874;Arcen en Velden;Pensioenontvanger;1.5;14.8
875;Arnhem;Totaal sociaal-economische categorie;96.2;17.1
876;Arnhem;Totaal actief;56.9;19.5
877;Arnhem;Werknemer;50.4;19.6
878;Arnhem;Zelfstandige;5.9;20.0
879;Arnhem;Totaal niet-actief;39.3;13.5
880;Arnhem;Werkloosheids- en bijstandsuitk. ontv.;8.2;11.3
881;Arnhem;Pensioenontvanger;19.6;16.0
882;Assen;Totaal sociaal-economische categorie;42.6;17.3
883;Assen;Totaal actief;25.9;19.3
884;Assen;Werknemer;23.5;19.0
885;Assen;Zelfstandige;2.2;23.2
886;Assen;Totaal niet-actief;16.7;14.2
887;Assen;Werkloosheids- en bijstandsuitk. ontv.;2.2;12.1
888;Assen;Pensioenontvanger;10.0;16.2
889;Asten;Totaal sociaal-economische categorie;11.0;17.9
890;Asten;Totaal actief;7.3;20.3
891;Asten;Werknemer;6.0;20.0
892;Asten;Zelfstandige;1.2;22.7
893;Asten;Totaal niet-actief;3.8;13.4
894;Asten;Werkloosheids- en bijstandsuitk. ontv.;;
895;Asten;Pensioenontvanger;2.6;14.5
896;Baarle-Nassau;Totaal sociaal-economische categorie;4.7;16.8
897;Baarle-Nassau;Totaal actief;2.9;18.9
898;Baarle-Nassau;Werknemer;2.2;19.6
899;Baarle-Nassau;Zelfstandige;0.6;16.8
900;Baarle-Nassau;Totaal niet-actief;1.8;13.4
901;Baarle-Nassau;Werkloosheids- en bijstandsuitk. ontv.;;
902;Baarle-Nassau;Pensioenontvanger;1.3;14.7
903;Baarn;Totaal sociaal-economische categorie;16.9;20.3
904;Baarn;Totaal actief;9.8;23.0
905;Baarn;Werknemer;8.3;22.7
906;Baarn;Zelfstandige;1.3;26.9
907;Baarn;Totaal niet-actief;7.1;16.6
908;Baarn;Werkloosheids- en bijstandsuitk. ontv.;0.4;11.7
909;Baarn;Pensioenontvanger;4.8;19.2
910;Barendrecht;Totaal sociaal-economische categorie;27.2;20.3
911;Barendrecht;Totaal actief;19.7;22.4
912;Barendrecht;Werknemer;17.6;22.1
913;Barendrecht;Zelfstandige;1.8;28.0
914;Barendrecht;Totaal niet-actief;7.5;14.7
915;Barendrecht;Werkloosheids- en bijstandsuitk. ontv.;0.4;14.4
916;Barendrecht;Pensioenontvanger;5.3;16.5
917;Barneveld;Totaal sociaal-economische categorie;30.7;18.5
918;Barneveld;Totaal actief;21.0;20.5
919;Barneveld;Werknemer;17.0;19.8
920;Barneveld;Zelfstandige;3.7;24.7
921;Barneveld;Totaal niet-actief;9.7;14.2
922;Barneveld;Werkloosheids- en bijstandsuitk. ontv.;0.5;13.1
923;Barneveld;Pensioenontvanger;6.6;16.0
924;Bedum;Totaal sociaal-economische categorie;7.2;17.6
925;Bedum;Totaal actief;4.7;20.0
926;Bedum;Werknemer;4.0;20.0
927;Bedum;Zelfstandige;0.6;21.5
928;Bedum;Totaal niet-actief;2.5;13.3
929;Bedum;Werkloosheids- en bijstandsuitk. ontv.;;
930;Bedum;Pensioenontvanger;1.6;14.7
931;Beek (L.);Totaal sociaal-economische categorie;11.4;17.8
932;Beek (L.);Totaal actief;6.8;19.9
933;Beek (L.);Werknemer;6.0;20.4
934;Beek (L.);Zelfstandige;0.8;18.4
935;Beek (L.);Totaal niet-actief;4.6;14.7
936;Beek (L.);Werkloosheids- en bijstandsuitk. ontv.;0.4;12.9
937;Beek (L.);Pensioenontvanger;3.1;16.0
938;Beemster;Totaal sociaal-economische categorie;5.8;20.0
939;Beemster;Totaal actief;3.8;22.5
940;Beemster;Werknemer;2.9;21.5
941;Beemster;Zelfstandige;0.8;27.0
942;Beemster;Totaal niet-actief;2.0;15.5
943;Beemster;Werkloosheids- en bijstandsuitk. ontv.;;
944;Beemster;Pensioenontvanger;1.4;17.1
945;Beesel;Totaal sociaal-economische categorie;9.0;16.7
946;Beesel;Totaal actief;5.8;18.5
947;Beesel;Werknemer;5.2;18.6
948;Beesel;Zelfstandige;0.6;20.5
949;Beesel;Totaal niet-actief;3.2;13.3
950;Beesel;Werkloosheids- en bijstandsuitk. ontv.;0.3;12.8
951;Beesel;Pensioenontvanger;2.1;14.4
952;Bellingwedde;Totaal sociaal-economische categorie;6.5;15.5
953;Bellingwedde;Totaal actief;3.6;17.6
954;Bellingwedde;Werknemer;2.7;18.3
955;Bellingwedde;Zelfstandige;0.8;16.8
956;Bellingwedde;Totaal niet-actief;2.9;12.8
957;Bellingwedde;Werkloosheids- en bijstandsuitk. ontv.;0.2;10.8
958;Bellingwedde;Pensioenontvanger;2.0;13.6
959;Bennebroek;Totaal sociaal-economische categorie;3.6;23.8
960;Bennebroek;Totaal actief;1.9;27.7
961;Bennebroek;Werknemer;1.6;27.1
962;Bennebroek;Zelfstandige;0.3;32.1
963;Bennebroek;Totaal niet-actief;1.7;19.4
964;Bennebroek;Werkloosheids- en bijstandsuitk. ontv.;;
965;Bennebroek;Pensioenontvanger;1.4;20.5
966;Bergambacht;Totaal sociaal-economische categorie;6.0;20.0
967;Bergambacht;Totaal actief;4.0;22.1
968;Bergambacht;Werknemer;3.4;21.3
969;Bergambacht;Zelfstandige;0.6;27.9
970;Bergambacht;Totaal niet-actief;2.0;15.5
971;Bergambacht;Werkloosheids- en bijstandsuitk. ontv.;;
972;Bergambacht;Pensioenontvanger;1.5;16.9
973;Bergeijk;Totaal sociaal-economische categorie;12.1;18.6
974;Bergeijk;Totaal actief;8.0;20.5
975;Bergeijk;Werknemer;6.6;20.5
976;Bergeijk;Zelfstandige;1.3;21.5
977;Bergeijk;Totaal niet-actief;4.0;14.7
978;Bergeijk;Werkloosheids- en bijstandsuitk. ontv.;0.3;18.4
979;Bergeijk;Pensioenontvanger;2.9;15.8
980;Bergen (L.);Totaal sociaal-economische categorie;9.2;15.9
981;Bergen (L.);Totaal actief;5.9;17.6
982;Bergen (L.);Werknemer;5.0;17.9
983;Bergen (L.);Zelfstandige;0.8;17.2
984;Bergen (L.);Totaal niet-actief;3.3;12.8
985;Bergen (L.);Werkloosheids- en bijstandsuitk. ontv.;0.2;13.9
986;Bergen (L.);Pensioenontvanger;2.2;13.6
987;Bergen (NH.);Totaal sociaal-economische categorie;21.7;20.7
988;Bergen (NH.);Totaal actief;12.5;23.7
989;Bergen (NH.);Werknemer;9.9;23.5
990;Bergen (NH.);Zelfstandige;2.4;25.4
991;Bergen (NH.);Totaal niet-actief;9.2;16.8
992;Bergen (NH.);Werkloosheids- en bijstandsuitk. ontv.;0.4;13.9
993;Bergen (NH.);Pensioenontvanger;6.8;18.2
994;Bergen op Zoom;Totaal sociaal-economische categorie;44.1;17.6
995;Bergen op Zoom;Totaal actief;27.2;19.9
996;Bergen op Zoom;Werknemer;24.1;20.0
997;Bergen op Zoom;Zelfstandige;2.8;19.8
998;Bergen op Zoom;Totaal niet-actief;16.9;14.0
999;Bergen op Zoom;Werkloosheids- en bijstandsuitk. ontv.;1.9;12.1
1000;Bergen op Zoom;Pensioenontvanger;11.0;15.5
1001;Bergschenhoek;Totaal sociaal-economische categorie;10.1;21.9
1002;Bergschenhoek;Totaal actief;7.7;24.2
1003;Bergschenhoek;Werknemer;6.9;24.5
1004;Bergschenhoek;Zelfstandige;0.8;22.6
1005;Bergschenhoek;Totaal niet-actief;2.4;14.7
1006;Bergschenhoek;Werkloosheids- en bijstandsuitk. ontv.;;
1007;Bergschenhoek;Pensioenontvanger;1.6;16.6
1008;Berkel en Rodenrijs;Totaal sociaal-economische categorie;12.8;19.9
1009;Berkel en Rodenrijs;Totaal actief;8.9;22.0
1010;Berkel en Rodenrijs;Werknemer;7.7;22.0
1011;Berkel en Rodenrijs;Zelfstandige;1.1;23.3
1012;Berkel en Rodenrijs;Totaal niet-actief;3.9;15.3
1013;Berkel en Rodenrijs;Werkloosheids- en bijstandsuitk. ontv.;0.3;12.4
1014;Berkel en Rodenrijs;Pensioenontvanger;2.7;17.4
1015;Berkelland;Totaal sociaal-economische categorie;31.1;16.8
1016;Berkelland;Totaal actief;19.9;18.5
1017;Berkelland;Werknemer;16.0;18.3
1018;Berkelland;Zelfstandige;3.5;20.7
1019;Berkelland;Totaal niet-actief;11.2;13.7
1020;Berkelland;Werkloosheids- en bijstandsuitk. ontv.;0.7;13.4
1021;Berkelland;Pensioenontvanger;7.9;14.9
1022;Bernheze;Totaal sociaal-economische categorie;19.8;18.1
1023;Bernheze;Totaal actief;13.2;20.3
1024;Bernheze;Werknemer;11.0;20.1
1025;Bernheze;Zelfstandige;2.1;21.8
1026;Bernheze;Totaal niet-actief;6.6;13.7
1027;Bernheze;Werkloosheids- en bijstandsuitk. ontv.;0.4;14.0
1028;Bernheze;Pensioenontvanger;4.3;14.9
1029;Bernisse;Totaal sociaal-economische categorie;8.4;19.5
1030;Bernisse;Totaal actief;5.7;21.4
1031;Bernisse;Werknemer;4.9;21.3
1032;Bernisse;Zelfstandige;0.7;23.2
1033;Bernisse;Totaal niet-actief;2.7;15.5
1034;Bernisse;Werkloosheids- en bijstandsuitk. ontv.;;
1035;Bernisse;Pensioenontvanger;2.2;16.6
1036;Best;Totaal sociaal-economische categorie;19.3;19.0
1037;Best;Totaal actief;13.1;21.2
1038;Best;Werknemer;11.7;21.3
1039;Best;Zelfstandige;1.2;21.9
1040;Best;Totaal niet-actief;6.2;14.2
1041;Best;Werkloosheids- en bijstandsuitk. ontv.;0.5;13.5
1042;Best;Pensioenontvanger;4.1;16.0
1043;Beuningen;Totaal sociaal-economische categorie;16.6;18.4
1044;Beuningen;Totaal actief;11.4;20.5
1045;Beuningen;Werknemer;10.0;20.4
1046;Beuningen;Zelfstandige;1.4;21.8
1047;Beuningen;Totaal niet-actief;5.1;13.7
1048;Beuningen;Werkloosheids- en bijstandsuitk. ontv.;0.5;12.7
1049;Beuningen;Pensioenontvanger;3.3;15.6
1050;Beverwijk;Totaal sociaal-economische categorie;25.2;17.9
1051;Beverwijk;Totaal actief;15.4;20.1
1052;Beverwijk;Werknemer;13.7;19.9
1053;Beverwijk;Zelfstandige;1.6;22.8
1054;Beverwijk;Totaal niet-actief;9.8;14.3
1055;Beverwijk;Werkloosheids- en bijstandsuitk. ontv.;0.8;11.9
1056;Beverwijk;Pensioenontvanger;6.5;15.8
1057;Binnenmaas;Totaal sociaal-economische categorie;13.3;20.5
1058;Binnenmaas;Totaal actief;9.0;22.8
1059;Binnenmaas;Werknemer;7.8;22.5
1060;Binnenmaas;Zelfstandige;1.1;26.2
1061;Binnenmaas;Totaal niet-actief;4.3;15.7
1062;Binnenmaas;Werkloosheids- en bijstandsuitk. ontv.;0.2;13.8
1063;Binnenmaas;Pensioenontvanger;3.3;17.2
1064;Bladel;Totaal sociaal-economische categorie;12.9;17.8
1065;Bladel;Totaal actief;8.6;19.5
1066;Bladel;Werknemer;7.3;19.2
1067;Bladel;Zelfstandige;1.2;22.6
1068;Bladel;Totaal niet-actief;4.3;14.3
1069;Bladel;Werkloosheids- en bijstandsuitk. ontv.;0.2;15.4
1070;Bladel;Pensioenontvanger;2.9;15.8
1071;Blaricum;Totaal sociaal-economische categorie;5.9;29.0
1072;Blaricum;Totaal actief;3.6;33.8
1073;Blaricum;Werknemer;2.8;35.6
1074;Blaricum;Zelfstandige;0.7;28.6
1075;Blaricum;Totaal niet-actief;2.3;21.2
1076;Blaricum;Werkloosheids- en bijstandsuitk. ontv.;;
1077;Blaricum;Pensioenontvanger;1.6;24.8
1078;Bleiswijk;Totaal sociaal-economische categorie;6.5;21.2
1079;Bleiswijk;Totaal actief;4.6;23.0
1080;Bleiswijk;Werknemer;3.9;23.2
1081;Bleiswijk;Zelfstandige;0.6;23.2
1082;Bleiswijk;Totaal niet-actief;1.9;16.8
1083;Bleiswijk;Werkloosheids- en bijstandsuitk. ontv.;;
1084;Bleiswijk;Pensioenontvanger;1.3;19.2
1085;Bloemendaal;Totaal sociaal-economische categorie;11.0;31.4
1086;Bloemendaal;Totaal actief;6.3;36.4
1087;Bloemendaal;Werknemer;5.1;37.0
1088;Bloemendaal;Zelfstandige;1.1;35.0
1089;Bloemendaal;Totaal niet-actief;4.7;24.7
1090;Bloemendaal;Werkloosheids- en bijstandsuitk. ontv.;;
1091;Bloemendaal;Pensioenontvanger;3.8;27.8
1092;Boarnsterhim;Totaal sociaal-economische categorie;12.8;16.8
1093;Boarnsterhim;Totaal actief;8.6;18.4
1094;Boarnsterhim;Werknemer;6.8;18.4
1095;Boarnsterhim;Zelfstandige;1.7;19.3
1096;Boarnsterhim;Totaal niet-actief;4.1;13.6
1097;Boarnsterhim;Werkloosheids- en bijstandsuitk. ontv.;0.3;13.0
1098;Boarnsterhim;Pensioenontvanger;2.9;14.7
1099;Bodegraven;Totaal sociaal-economische categorie;12.6;19.2
1100;Bodegraven;Totaal actief;8.7;21.2
1101;Bodegraven;Werknemer;7.5;21.1
1102;Bodegraven;Zelfstandige;1.1;23.5
1103;Bodegraven;Totaal niet-actief;3.8;14.7
1104;Bodegraven;Werkloosheids- en bijstandsuitk. ontv.;;
1105;Bodegraven;Pensioenontvanger;2.6;16.7
1106;Boekel;Totaal sociaal-economische categorie;6.2;16.9
1107;Boekel;Totaal actief;4.2;19.0
1108;Boekel;Werknemer;3.3;19.0
1109;Boekel;Zelfstandige;0.9;20.2
1110;Boekel;Totaal niet-actief;2.0;12.4
1111;Boekel;Werkloosheids- en bijstandsuitk. ontv.;;
1112;Boekel;Pensioenontvanger;1.3;13.2
1113;Bolsward;Totaal sociaal-economische categorie;6.3;16.9
1114;Bolsward;Totaal actief;3.9;19.1
1115;Bolsward;Werknemer;3.3;18.6
1116;Bolsward;Zelfstandige;0.5;23.7
1117;Bolsward;Totaal niet-actief;2.5;13.4
1118;Bolsward;Werkloosheids- en bijstandsuitk. ontv.;;
1119;Bolsward;Pensioenontvanger;1.8;14.3
1120;Borger-Odoorn;Totaal sociaal-economische categorie;17.6;16.4
1121;Borger-Odoorn;Totaal actief;10.6;18.1
1122;Borger-Odoorn;Werknemer;8.6;18.7
1123;Borger-Odoorn;Zelfstandige;1.8;16.3
1124;Borger-Odoorn;Totaal niet-actief;7.0;14.0
1125;Borger-Odoorn;Werkloosheids- en bijstandsuitk. ontv.;0.6;12.8
1126;Borger-Odoorn;Pensioenontvanger;4.7;14.9
1127;Borne;Totaal sociaal-economische categorie;13.5;18.3
1128;Borne;Totaal actief;8.5;20.6
1129;Borne;Werknemer;7.3;20.2
1130;Borne;Zelfstandige;1.0;25.7
1131;Borne;Totaal niet-actief;4.9;14.3
1132;Borne;Werkloosheids- en bijstandsuitk. ontv.;0.4;13.2
1133;Borne;Pensioenontvanger;3.4;16.0
1134;Borsele;Totaal sociaal-economische categorie;14.6;18.1
1135;Borsele;Totaal actief;9.9;19.9
1136;Borsele;Werknemer;8.1;19.3
1137;Borsele;Zelfstandige;1.7;23.6
1138;Borsele;Totaal niet-actief;4.7;14.3
1139;Borsele;Werkloosheids- en bijstandsuitk. ontv.;0.2;13.5
1140;Borsele;Pensioenontvanger;3.4;15.5
1141;Boskoop;Totaal sociaal-economische categorie;9.8;19.4
1142;Boskoop;Totaal actief;6.9;21.3
1143;Boskoop;Werknemer;5.5;21.0
1144;Boskoop;Zelfstandige;1.3;24.4
1145;Boskoop;Totaal niet-actief;2.9;14.8
1146;Boskoop;Werkloosheids- en bijstandsuitk. ontv.;0.2;11.5
1147;Boskoop;Pensioenontvanger;2.1;16.5
1148;Boxmeer;Totaal sociaal-economische categorie;19.7;17.6
1149;Boxmeer;Totaal actief;13.0;19.5
1150;Boxmeer;Werknemer;11.1;19.5
1151;Boxmeer;Zelfstandige;1.7;21.3
1152;Boxmeer;Totaal niet-actief;6.7;14.0
1153;Boxmeer;Werkloosheids- en bijstandsuitk. ontv.;0.4;13.8
1154;Boxmeer;Pensioenontvanger;4.6;15.2
1155;Boxtel;Totaal sociaal-economische categorie;20.2;18.3
1156;Boxtel;Totaal actief;12.9;20.3
1157;Boxtel;Werknemer;11.2;20.2
1158;Boxtel;Zelfstandige;1.6;22.0
1159;Boxtel;Totaal niet-actief;7.2;14.7
1160;Boxtel;Werkloosheids- en bijstandsuitk. ontv.;0.6;12.1
1161;Boxtel;Pensioenontvanger;4.6;16.9
1162;Breda;Totaal sociaal-economische categorie;116.0;18.6
1163;Breda;Totaal actief;71.2;21.2
1164;Breda;Werknemer;62.9;21.1
1165;Breda;Zelfstandige;7.4;23.6
1166;Breda;Totaal niet-actief;44.8;14.4
1167;Breda;Werkloosheids- en bijstandsuitk. ontv.;5.6;11.9
1168;Breda;Pensioenontvanger;27.7;16.7
1169;Breukelen;Totaal sociaal-economische categorie;9.4;21.1
1170;Breukelen;Totaal actief;6.3;24.0
1171;Breukelen;Werknemer;5.1;24.0
1172;Breukelen;Zelfstandige;1.1;25.4
1173;Breukelen;Totaal niet-actief;3.2;15.4
1174;Breukelen;Werkloosheids- en bijstandsuitk. ontv.;;
1175;Breukelen;Pensioenontvanger;2.4;16.9
1176;Brielle;Totaal sociaal-economische categorie;10.8;20.1
1177;Brielle;Totaal actief;7.3;22.0
1178;Brielle;Werknemer;6.3;22.5
1179;Brielle;Zelfstandige;0.9;20.0
1180;Brielle;Totaal niet-actief;3.5;16.1
1181;Brielle;Werkloosheids- en bijstandsuitk. ontv.;;
1182;Brielle;Pensioenontvanger;2.6;18.0
1183;Bronckhorst;Totaal sociaal-economische categorie;25.8;17.8
1184;Bronckhorst;Totaal actief;16.3;19.7
1185;Bronckhorst;Werknemer;12.9;19.7
1186;Bronckhorst;Zelfstandige;3.1;20.8
1187;Bronckhorst;Totaal niet-actief;9.5;14.6
1188;Bronckhorst;Werkloosheids- en bijstandsuitk. ontv.;0.4;14.3
1189;Bronckhorst;Pensioenontvanger;7.1;15.6
1190;Brummen;Totaal sociaal-economische categorie;14.4;18.1
1191;Brummen;Totaal actief;8.9;19.7
1192;Brummen;Werknemer;7.6;19.9
1193;Brummen;Zelfstandige;1.1;19.7
1194;Brummen;Totaal niet-actief;5.6;15.5
1195;Brummen;Werkloosheids- en bijstandsuitk. ontv.;0.4;13.4
1196;Brummen;Pensioenontvanger;3.9;17.1
1197;Brunssum;Totaal sociaal-economische categorie;20.5;16.0
1198;Brunssum;Totaal actief;11.0;18.2
1199;Brunssum;Werknemer;10.0;18.3
1200;Brunssum;Zelfstandige;0.9;20.8
1201;Brunssum;Totaal niet-actief;9.5;13.5
1202;Brunssum;Werkloosheids- en bijstandsuitk. ontv.;1.3;11.3
1203;Brunssum;Pensioenontvanger;5.9;14.9
1204;Bunnik;Totaal sociaal-economische categorie;9.6;21.9
1205;Bunnik;Totaal actief;6.1;24.2
1206;Bunnik;Werknemer;5.2;24.1
1207;Bunnik;Zelfstandige;0.8;26.7
1208;Bunnik;Totaal niet-actief;3.5;17.8
1209;Bunnik;Werkloosheids- en bijstandsuitk. ontv.;;
1210;Bunnik;Pensioenontvanger;2.7;19.6
1211;Bunschoten;Totaal sociaal-economische categorie;12.5;17.6
1212;Bunschoten;Totaal actief;8.9;19.3
1213;Bunschoten;Werknemer;7.3;18.7
1214;Bunschoten;Zelfstandige;1.4;22.6
1215;Bunschoten;Totaal niet-actief;3.6;13.3
1216;Bunschoten;Werkloosheids- en bijstandsuitk. ontv.;;
1217;Bunschoten;Pensioenontvanger;2.3;14.8
1218;Buren;Totaal sociaal-economische categorie;16.7;18.9
1219;Buren;Totaal actief;11.8;20.9
1220;Buren;Werknemer;9.5;21.3
1221;Buren;Zelfstandige;2.2;20.2
1222;Buren;Totaal niet-actief;4.9;13.9
1223;Buren;Werkloosheids- en bijstandsuitk. ontv.;0.3;12.6
1224;Buren;Pensioenontvanger;3.4;15.1
1225;Bussum;Totaal sociaal-economische categorie;21.1;24.1
1226;Bussum;Totaal actief;12.6;28.3
1227;Bussum;Werknemer;10.5;28.6
1228;Bussum;Zelfstandige;1.9;27.3
1229;Bussum;Totaal niet-actief;8.5;17.8
1230;Bussum;Werkloosheids- en bijstandsuitk. ontv.;0.5;11.6
1231;Bussum;Pensioenontvanger;6.4;19.7
1232;Capelle aan den IJssel;Totaal sociaal-economische categorie;44.0;19.2
1233;Capelle aan den IJssel;Totaal actief;28.4;21.8
1234;Capelle aan den IJssel;Werknemer;25.5;21.7
1235;Capelle aan den IJssel;Zelfstandige;2.6;24.0
1236;Capelle aan den IJssel;Totaal niet-actief;15.6;14.5
1237;Capelle aan den IJssel;Werkloosheids- en bijstandsuitk. ontv.;2.1;12.7
1238;Capelle aan den IJssel;Pensioenontvanger;10.1;16.2
1239;Castricum;Totaal sociaal-economische categorie;23.8;20.7
1240;Castricum;Totaal actief;14.8;22.8
1241;Castricum;Werknemer;12.7;22.6
1242;Castricum;Zelfstandige;1.9;25.6
1243;Castricum;Totaal niet-actief;9.0;17.3
1244;Castricum;Werkloosheids- en bijstandsuitk. ontv.;0.3;15.0
1245;Castricum;Pensioenontvanger;6.6;19.5
1246;Coevorden;Totaal sociaal-economische categorie;24.5;16.5
1247;Coevorden;Totaal actief;14.6;18.1
1248;Coevorden;Werknemer;12.0;18.6
1249;Coevorden;Zelfstandige;2.3;17.5
1250;Coevorden;Totaal niet-actief;9.9;14.0
1251;Coevorden;Werkloosheids- en bijstandsuitk. ontv.;1.0;11.5
1252;Coevorden;Pensioenontvanger;6.7;15.3
1253;Cranendonck;Totaal sociaal-economische categorie;13.7;17.8
1254;Cranendonck;Totaal actief;8.9;19.8
1255;Cranendonck;Werknemer;7.5;19.6
1256;Cranendonck;Zelfstandige;1.2;22.7
1257;Cranendonck;Totaal niet-actief;4.9;14.3
1258;Cranendonck;Werkloosheids- en bijstandsuitk. ontv.;0.4;12.7
1259;Cranendonck;Pensioenontvanger;3.4;15.6
1260;Cromstrijen;Totaal sociaal-economische categorie;8.8;19.4
1261;Cromstrijen;Totaal actief;6.0;21.7
1262;Cromstrijen;Werknemer;5.2;21.6
1263;Cromstrijen;Zelfstandige;0.7;23.7
1264;Cromstrijen;Totaal niet-actief;2.8;14.4
1265;Cromstrijen;Werkloosheids- en bijstandsuitk. ontv.;;
1266;Cromstrijen;Pensioenontvanger;2.1;15.8
1267;Cuijk;Totaal sociaal-economische categorie;16.4;17.1
1268;Cuijk;Totaal actief;10.6;19.1
1269;Cuijk;Werknemer;9.3;18.9
1270;Cuijk;Zelfstandige;1.1;22.6
1271;Cuijk;Totaal niet-actief;5.8;13.6
1272;Cuijk;Werkloosheids- en bijstandsuitk. ontv.;0.6;12.7
1273;Cuijk;Pensioenontvanger;3.5;15.0
1274;Culemborg;Totaal sociaal-economische categorie;17.4;19.2
1275;Culemborg;Totaal actief;11.9;21.6
1276;Culemborg;Werknemer;10.6;21.5
1277;Culemborg;Zelfstandige;1.2;23.2
1278;Culemborg;Totaal niet-actief;5.5;14.0
1279;Culemborg;Werkloosheids- en bijstandsuitk. ontv.;0.6;11.7
1280;Culemborg;Pensioenontvanger;3.5;16.1
1281;Dalfsen;Totaal sociaal-economische categorie;17.4;17.8
1282;Dalfsen;Totaal actief;11.7;19.6
1283;Dalfsen;Werknemer;9.5;18.8
1284;Dalfsen;Zelfstandige;2.1;23.9
1285;Dalfsen;Totaal niet-actief;5.7;14.3
1286;Dalfsen;Werkloosheids- en bijstandsuitk. ontv.;0.3;13.3
1287;Dalfsen;Pensioenontvanger;4.2;15.5
1288;Dantumadeel;Totaal sociaal-economische categorie;12.4;15.9
1289;Dantumadeel;Totaal actief;7.4;18.0
1290;Dantumadeel;Werknemer;6.1;17.7
1291;Dantumadeel;Zelfstandige;1.1;22.3
1292;Dantumadeel;Totaal niet-actief;4.9;12.6
1293;Dantumadeel;Werkloosheids- en bijstandsuitk. ontv.;0.5;10.5
1294;Dantumadeel;Pensioenontvanger;3.3;13.7
1295;De Bilt;Totaal sociaal-economische categorie;28.1;23.0
1296;De Bilt;Totaal actief;17.0;25.6
1297;De Bilt;Werknemer;14.4;25.7
1298;De Bilt;Zelfstandige;2.5;26.1
1299;De Bilt;Totaal niet-actief;11.2;19.1
1300;De Bilt;Werkloosheids- en bijstandsuitk. ontv.;0.3;16.9
1301;De Bilt;Pensioenontvanger;8.8;20.9
1302;De Marne;Totaal sociaal-economische categorie;7.4;16.4
1303;De Marne;Totaal actief;4.6;18.3
1304;De Marne;Werknemer;3.4;17.8
1305;De Marne;Zelfstandige;1.1;21.5
1306;De Marne;Totaal niet-actief;2.8;13.2
1307;De Marne;Werkloosheids- en bijstandsuitk. ontv.;0.3;11.7
1308;De Marne;Pensioenontvanger;1.9;14.0
1309;De Ronde Venen;Totaal sociaal-economische categorie;22.6;21.2
1310;De Ronde Venen;Totaal actief;15.7;23.8
1311;De Ronde Venen;Werknemer;13.3;23.9
1312;De Ronde Venen;Zelfstandige;2.2;24.4
1313;De Ronde Venen;Totaal niet-actief;7.0;15.2
1314;De Ronde Venen;Werkloosheids- en bijstandsuitk. ontv.;0.4;13.6
1315;De Ronde Venen;Pensioenontvanger;4.8;17.1
1316;De Wolden;Totaal sociaal-economische categorie;16.0;17.2
1317;De Wolden;Totaal actief;10.3;18.9
1318;De Wolden;Werknemer;7.9;18.9
1319;De Wolden;Zelfstandige;2.2;19.9
1320;De Wolden;Totaal niet-actief;5.8;14.2
1321;De Wolden;Werkloosheids- en bijstandsuitk. ontv.;0.3;12.4
1322;De Wolden;Pensioenontvanger;4.3;15.1
1323;Delft;Totaal sociaal-economische categorie;62.6;17.9
1324;Delft;Totaal actief;37.1;20.8
1325;Delft;Werknemer;33.5;20.7
1326;Delft;Zelfstandige;3.2;22.3
1327;Delft;Totaal niet-actief;25.5;13.7
1328;Delft;Werkloosheids- en bijstandsuitk. ontv.;3.4;12.9
1329;Delft;Pensioenontvanger;13.8;16.4
1330;Delfzijl;Totaal sociaal-economische categorie;18.7;16.3
1331;Delfzijl;Totaal actief;10.3;18.7
1332;Delfzijl;Werknemer;8.8;18.6
1333;Delfzijl;Zelfstandige;1.3;21.5
1334;Delfzijl;Totaal niet-actief;8.4;13.3
1335;Delfzijl;Werkloosheids- en bijstandsuitk. ontv.;1.1;11.2
1336;Delfzijl;Pensioenontvanger;5.7;14.5
1337;Den Helder;Totaal sociaal-economische categorie;40.1;16.9
1338;Den Helder;Totaal actief;23.1;18.8
1339;Den Helder;Werknemer;21.0;18.6
1340;Den Helder;Zelfstandige;1.9;21.5
1341;Den Helder;Totaal niet-actief;17.0;14.3
1342;Den Helder;Werkloosheids- en bijstandsuitk. ontv.;2.2;12.6
1343;Den Helder;Pensioenontvanger;10.6;15.9
1344;Deurne;Totaal sociaal-economische categorie;21.6;17.3
1345;Deurne;Totaal actief;13.9;19.5
1346;Deurne;Werknemer;11.6;19.2
1347;Deurne;Zelfstandige;2.1;23.0
1348;Deurne;Totaal niet-actief;7.7;13.4
1349;Deurne;Werkloosheids- en bijstandsuitk. ontv.;0.6;12.7
1350;Deurne;Pensioenontvanger;5.0;14.6
1351;Deventer;Totaal sociaal-economische categorie;63.7;17.2
1352;Deventer;Totaal actief;39.2;19.3
1353;Deventer;Werknemer;35.0;19.2
1354;Deventer;Zelfstandige;3.6;21.8
1355;Deventer;Totaal niet-actief;24.5;13.8
1356;Deventer;Werkloosheids- en bijstandsuitk. ontv.;2.7;11.6
1357;Deventer;Pensioenontvanger;14.6;15.6
1358;Diemen;Totaal sociaal-economische categorie;15.7;19.6
1359;Diemen;Totaal actief;10.2;22.5
1360;Diemen;Werknemer;8.7;22.7
1361;Diemen;Zelfstandige;1.4;21.4
1362;Diemen;Totaal niet-actief;5.6;14.4
1363;Diemen;Werkloosheids- en bijstandsuitk. ontv.;0.6;12.8
1364;Diemen;Pensioenontvanger;3.3;16.4
1365;Dinkelland;Totaal sociaal-economische categorie;17.3;17.1
