ID;Geslacht;Leeftijd;Herkomstgroepering;RegioS;Perioden;VoortdurendWerkzaamAfgelopen4Jaar_1;GedeeltelijkWerkzaamAfgelopen4Jaar_2;MeerDan3Jaar_3;MeerDan2JaarTotEnMet3Jaar_4;MeerDan1JaarTotEnMet2Jaar_5;Minimaal1MaandTotEnMet1Jaar_6;k_0Maanden_7;k_1Maand_8;k_2Maanden_9;k_3Tot6Maanden_10;k_6MaandenTot1Jaar_11;k_1Tot2Jaar_12;k_2Tot3Jaar_13;k_3Tot4Jaar_14;NietWerkzaamAfgelopen4Jaar_15
1430;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Cromstrijen;2010;5200;2400;800;600;500;500;1400;100;100;200;100;300;200;100;3000
1431;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Cromstrijen;2011;5200;2400;800;600;500;500;1400;100;100;100;200;200;200;200;3000
1432;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Cuijk;2004;9400;4800;1500;1200;1000;1100;2500;100;100;400;300;600;400;300;5300
1433;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Cuijk;2005;9400;4700;1400;1200;1000;1200;2400;100;100;400;300;600;400;300;5400
1434;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Cuijk;2006;9400;4800;1400;1100;1000;1200;2700;100;100;300;200;600;400;300;5400
1435;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Cuijk;2007;9300;4900;1500;1200;1100;1200;3000;200;100;300;300;500;400;300;5400
1436;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Cuijk;2008;9400;5000;1500;1100;1000;1300;3000;200;100;300;200;500;300;300;5400
1437;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Cuijk;2009;9400;5000;1700;1200;1000;1100;3000;200;100;300;300;500;300;300;5500
1438;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Cuijk;2010;9400;5100;1800;1200;1000;1100;3000;200;100;400;300;600;400;300;5600
1439;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Cuijk;2011;9600;5100;1800;1200;1000;1100;3000;100;100;400;300;500;400;300;5600
1440;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Culemborg;2004;10200;5500;1800;1400;1000;1300;2900;200;200;500;300;700;400;300;5500
1441;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Culemborg;2005;10400;5500;1700;1400;1000;1400;3000;100;100;400;300;700;500;400;5500
1442;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Culemborg;2006;10200;5600;1700;1300;1100;1500;3300;200;100;500;300;600;400;300;5500
1443;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Culemborg;2007;10300;5900;1700;1400;1200;1600;3600;200;100;500;300;500;400;300;5400
1444;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Culemborg;2008;10300;6000;1800;1400;1300;1600;3800;200;100;500;200;500;300;300;5400
1445;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Culemborg;2009;10400;6100;1900;1500;1200;1400;3600;200;100;500;400;600;300;300;5500
1446;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Culemborg;2010;10500;6000;2000;1400;1200;1400;3500;200;200;500;400;600;400;300;5600
1447;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Culemborg;2011;10600;6000;2000;1500;1100;1400;3400;200;100;500;400;600;400;300;5600
1448;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Dalfsen;2004;10400;4900;1400;1300;1000;1200;2700;100;100;500;300;500;400;300;5600
1449;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Dalfsen;2005;10600;4600;1300;1200;900;1200;2500;100;100;500;200;600;400;300;5700
1450;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Dalfsen;2006;10700;4700;1400;1200;900;1300;2800;100;100;400;200;500;300;300;5600
1451;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Dalfsen;2007;10800;4900;1400;1200;1000;1300;3000;200;100;400;200;400;300;300;5600
1452;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Dalfsen;2008;11000;5000;1400;1300;1100;1200;3100;200;100;400;200;500;300;300;5600
1453;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Dalfsen;2009;11100;5000;1700;1200;1000;1100;3100;200;200;400;200;500;300;300;5600
1454;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Dalfsen;2010;11200;5000;1700;1200;1000;1100;3000;200;100;400;200;500;300;300;5700
1455;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Dalfsen;2011;11400;5000;1700;1200;1000;1100;3100;200;100;400;200;400;300;300;5700
1456;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Dantumadiel;2004;6300;3900;1100;900;800;1000;2100;100;100;400;200;400;300;200;5500
1457;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Dantumadiel;2005;6400;3800;1100;900;800;1000;2100;100;100;300;200;400;300;200;5500
1458;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Dantumadiel;2006;6300;3900;1100;900;800;1100;2300;100;100;300;100;400;300;300;5500
1459;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Dantumadiel;2007;6300;4000;1200;1000;900;1000;2600;100;100;300;100;300;300;200;5400
1460;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Dantumadiel;2008;6400;4100;1200;1000;900;1100;2500;200;100;300;200;400;200;200;5300
1461;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Dantumadiel;2009;6500;4000;1200;1000;900;1000;2300;200;100;400;200;400;300;200;5200
1462;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Dantumadiel;2010;6600;4100;1300;1000;800;1000;2300;100;100;300;200;500;300;200;5200
1463;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Dantumadiel;2011;6600;4000;1300;900;800;1000;2200;200;100;300;200;400;400;300;5200
1464;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Delft;2004;32900;24700;7300;6400;5200;5900;12900;600;600;2300;2000;3100;1900;1400;23400
1465;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Delft;2005;33000;24500;6700;6200;5400;6100;12800;700;600;2200;1800;2900;2000;1400;23800
1466;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Delft;2006;32500;25300;6800;6400;5600;6500;14600;900;700;1900;1400;2800;1700;1400;23900
1467;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Delft;2007;32300;26500;7200;6400;6200;6700;15800;1100;700;2200;1500;2300;1700;1200;24000
1468;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Delft;2008;32300;27000;7400;6600;6200;6800;16000;1000;700;2400;1500;2500;1400;1300;24100
1469;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Delft;2009;32100;27300;8100;6700;6100;6300;15300;1200;700;2400;2000;2900;1600;1100;24600
1470;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Delft;2010;32200;27700;8100;6800;6200;6700;14800;1000;800;2500;2000;3300;2000;1200;24900
1471;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Delft;2011;32400;28000;8000;6700;6300;6900;15100;1000;900;2500;2100;2900;2100;1500;25400
1472;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Delfzijl;2004;8700;5900;1600;1600;1200;1600;2900;200;200;500;400;800;500;500;9000
1473;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Delfzijl;2005;8700;5600;1400;1500;1100;1600;2900;100;100;400;400;700;500;400;9000
1474;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Delfzijl;2006;8500;5700;1500;1500;1100;1700;3000;200;100;500;400;700;400;400;8800
1475;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Delfzijl;2007;8500;5700;1500;1300;1300;1600;3300;200;100;400;200;600;500;400;8600
1476;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Delfzijl;2008;8500;5600;1500;1300;1300;1500;3200;300;100;400;300;500;400;400;8300
1477;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Delfzijl;2009;8400;5700;1700;1400;1200;1400;3100;200;200;500;400;600;400;300;8300
1478;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Delfzijl;2010;8500;5700;1700;1400;1200;1300;3100;200;100;400;300;700;400;300;8300
1479;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Delfzijl;2011;8500;5500;1700;1300;1200;1300;3100;200;100;400;300;600;500;300;8200
1480;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Deurne;2004;12500;6200;2000;1500;1200;1500;3300;100;100;600;400;700;500;400;7400
1481;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Deurne;2005;12600;6000;1700;1500;1200;1500;3100;100;100;500;300;800;500;400;7400
1482;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Deurne;2006;12400;6200;1800;1500;1300;1600;3600;100;100;500;300;700;500;400;7400
1483;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Deurne;2007;12200;6400;1900;1600;1300;1600;3900;200;100;500;300;700;500;400;7400
1484;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Deurne;2008;12200;6500;1900;1600;1300;1600;4000;300;100;500;300;600;400;400;7300
1485;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Deurne;2009;12300;6400;2000;1600;1300;1500;3800;200;200;500;400;700;400;300;7400
1486;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Deurne;2010;12400;6500;2100;1600;1400;1400;3600;200;200;500;400;700;500;300;7500
1487;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Deurne;2011;12600;6500;2100;1500;1400;1500;3900;200;100;400;300;600;500;400;7500
1488;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Deventer;2004;33900;20200;6800;5000;3900;4500;10600;500;600;1800;1400;2400;1700;1200;23700
1489;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Deventer;2005;34400;20000;6300;5000;3900;4800;10700;500;500;1600;1300;2300;1600;1400;24100
1490;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Deventer;2006;34300;20500;6400;4900;4100;5000;12200;600;500;1300;1100;2200;1400;1300;23800
1491;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Deventer;2007;34700;21200;6600;5100;4400;5200;13600;600;400;1300;1000;1800;1400;1100;23400
1492;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Deventer;2008;35100;21700;7000;5300;4500;5000;14000;800;500;1300;1000;1700;1200;1100;22900
1493;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Deventer;2009;35400;21900;7700;5400;4400;4300;13300;800;500;1500;1500;2100;1200;900;23200
1494;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Deventer;2010;35900;21700;7800;5600;4000;4300;12900;700;600;1500;1300;2300;1400;1000;23100
1495;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Deventer;2011;36300;21500;7700;5100;4300;4400;12700;700;600;1500;1300;2000;1600;1100;23000
1496;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Diemen;2004;9100;5200;1700;1300;1000;1200;2700;100;100;400;400;700;500;300;5300
1497;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Diemen;2005;9100;5200;1500;1300;1100;1300;2700;200;200;400;300;600;400;400;5400
1498;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Diemen;2006;8800;5500;1600;1400;1100;1400;3200;100;100;400;300;600;400;300;5400
1499;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Diemen;2007;8700;5800;1700;1400;1300;1300;3500;200;100;400;300;500;400;300;5500
1500;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Diemen;2008;8700;6100;1800;1600;1400;1400;3800;200;100;400;300;500;300;300;5500
1501;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Diemen;2009;8700;6300;2000;1700;1300;1300;3700;200;200;500;400;700;300;300;5800
1502;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Diemen;2010;8800;6300;2000;1700;1300;1300;3600;200;200;500;400;700;500;300;5800
1503;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Diemen;2011;8900;6400;2000;1600;1300;1400;3800;200;200;500;400;600;400;300;5600
1504;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Dinkelland;2004;10300;4400;1300;1200;900;1000;2400;100;100;400;300;600;300;300;5800
1505;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Dinkelland;2005;10300;4300;1200;1200;900;1000;2500;100;100;300;200;500;300;300;5800
1506;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Dinkelland;2006;10200;4600;1500;1100;900;1100;2800;300;100;300;200;400;300;300;5800
1507;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Dinkelland;2007;10300;4700;1400;1200;1000;1100;3100;100;100;200;200;400;300;200;5700
1508;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Dinkelland;2008;10500;4700;1400;1100;1100;1100;3100;100;100;300;200;400;300;200;5500
1509;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Dinkelland;2009;10500;4800;1600;1200;1100;1000;3000;200;100;300;300;400;300;200;5500
1510;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Dinkelland;2010;10600;4800;1600;1200;1000;1000;2900;200;100;300;200;500;300;200;5500
1511;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Dinkelland;2011;10700;4800;1700;1100;1000;1100;3100;100;100;300;200;400;400;300;5500
1512;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Dirksland;2004;3100;1500;400;400;300;400;800;0;0;100;100;200;100;100;1900
1513;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Dirksland;2005;3100;1500;400;400;300;400;800;0;100;100;100;200;100;100;1900
1514;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Dirksland;2006;3200;1500;400;300;300;400;900;0;0;100;100;200;100;100;1900
1515;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Dirksland;2007;3200;1600;400;300;300;400;900;0;0;100;100;100;100;100;1900
1516;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Dirksland;2008;3200;1500;400;400;300;400;900;100;0;100;100;200;100;100;1900
1517;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Dirksland;2009;3200;1600;500;400;300;400;900;100;0;100;100;100;100;100;1900
1518;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Dirksland;2010;3300;1500;500;400;300;300;900;0;0;100;100;200;100;100;1900
1519;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Dirksland;2011;3300;1500;500;400;300;400;900;0;100;100;100;200;100;100;1900
1520;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Doesburg;2004;4000;2300;700;600;500;500;1100;100;100;200;200;300;200;200;2800
1521;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Doesburg;2005;4100;2300;700;600;500;600;1200;100;100;200;100;300;200;200;2900
1522;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Doesburg;2006;4000;2400;700;600;500;600;1400;100;100;100;100;300;200;200;3000
1523;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Doesburg;2007;3900;2500;700;600;600;600;1500;100;0;200;100;200;200;100;3000
1524;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Doesburg;2008;3900;2500;700;700;500;600;1500;100;100;200;100;200;200;200;3000
1525;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Doesburg;2009;3900;2600;800;600;500;600;1400;100;100;200;200;300;200;100;3100
1526;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Doesburg;2010;4000;2500;800;600;500;600;1400;100;100;200;100;300;200;200;3100
1527;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Doesburg;2011;4000;2500;800;600;500;600;1300;100;100;200;200;200;200;200;3200
1528;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Doetinchem;2004;21100;11000;3500;2800;2200;2500;5800;300;300;900;700;1300;900;800;13900
1529;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Doetinchem;2005;21200;10700;3300;2700;2200;2600;5800;300;200;800;700;1300;900;700;14200
1530;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Doetinchem;2006;21100;10900;3200;2700;2200;2800;6300;300;200;700;600;1300;800;700;13900
1531;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Doetinchem;2007;20900;11400;3300;2700;2500;2900;6900;400;200;700;500;1100;900;700;13700
1532;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Doetinchem;2008;21000;11600;3400;2800;2500;2900;7000;400;300;700;500;1100;800;700;13500
1533;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Doetinchem;2009;21000;11600;3700;2900;2400;2600;6800;400;300;800;700;1200;800;700;13600
1534;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Doetinchem;2010;21000;11600;3900;2800;2300;2500;6700;400;300;800;600;1300;900;600;13600
1535;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Doetinchem;2011;21300;11600;3900;2700;2300;2700;6800;300;300;800;700;1100;900;700;13600
1536;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Dongen;2004;10000;4800;1500;1200;900;1100;2500;100;100;400;300;600;400;300;5900
1537;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Dongen;2005;10000;4700;1400;1300;900;1200;2500;100;100;400;200;700;400;300;6000
1538;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Dongen;2006;9900;4900;1500;1300;1000;1200;2700;100;100;400;300;600;400;300;6000
1539;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Dongen;2007;9800;5100;1600;1200;1000;1200;3100;100;100;300;200;500;400;300;5900
1540;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Dongen;2008;9800;5100;1700;1200;1000;1200;3200;200;100;400;200;400;400;300;5800
1541;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Dongen;2009;9800;5100;1800;1200;1000;1100;3000;200;100;400;300;500;300;300;5700
1542;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Dongen;2010;9900;5100;1800;1200;1000;1000;3000;200;100;300;300;600;400;200;5700
1543;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Dongen;2011;10100;5100;1800;1200;1000;1100;3100;100;100;400;300;500;400;300;5700
1544;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Dongeradeel;2004;8400;5200;1500;1200;1000;1500;2600;100;200;600;300;600;400;300;6600
1545;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Dongeradeel;2005;8400;5100;1400;1200;1000;1500;2600;200;100;500;300;700;400;300;6600
1546;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Dongeradeel;2006;8300;5100;1400;1200;1100;1400;2800;100;100;500;200;600;400;400;6600
1547;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Dongeradeel;2007;8200;5400;1600;1200;1100;1500;3100;300;100;400;200;400;400;300;6500
1548;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Dongeradeel;2008;8400;5200;1500;1100;1100;1400;3100;200;100;400;200;500;300;300;6400
1549;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Dongeradeel;2009;8600;5000;1500;1200;1000;1300;2900;200;100;400;300;500;300;300;6300
1550;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Dongeradeel;2010;8700;4900;1600;1200;1000;1200;2700;200;100;500;200;600;400;300;6100
1551;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Dongeradeel;2011;8800;4800;1500;1100;1000;1200;2700;100;100;400;300;500;400;300;6100
1552;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Dordrecht;2004;41700;24900;7400;6300;5200;6000;13000;600;600;1800;1800;3300;2300;1600;30400
1553;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Dordrecht;2005;42000;24400;7100;5900;5200;6100;12900;700;600;1800;1500;2900;2200;1800;30600
1554;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Dordrecht;2006;41600;25200;7200;6100;5200;6600;14700;700;500;1600;1300;3000;1800;1700;30300
1555;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Dordrecht;2007;41400;26000;7500;6100;5700;6700;15900;900;600;1600;1200;2300;2000;1400;29900
1556;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Dordrecht;2008;41900;26500;7700;6400;5500;6800;16200;1100;600;1900;1300;2300;1500;1600;29200
1557;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Dordrecht;2009;42300;26400;8500;6500;5400;6000;15300;1000;700;1900;1900;2800;1600;1300;29200
1558;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Dordrecht;2010;42600;26500;8600;6500;5400;5900;14600;900;700;1800;1900;3200;2100;1300;29100
1559;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Dordrecht;2011;43000;26300;8500;6300;5600;6000;14800;900;700;1800;1800;2700;2100;1600;29200
1560;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Drechterland;2004;7400;3800;1100;900;800;900;2000;100;200;400;200;400;300;200;3400
1561;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Drechterland;2005;7600;3800;1100;1000;700;1000;2000;100;200;400;200;500;300;300;3400
1562;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Drechterland;2006;7500;4000;1100;1000;800;1000;2200;100;200;400;100;400;300;200;3400
1563;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Drechterland;2007;7500;4100;1300;900;900;1100;2400;200;100;400;200;400;300;300;3500
1564;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Drechterland;2008;7600;4200;1300;1000;800;1000;2500;100;100;400;200;400;300;200;3600
1565;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Drechterland;2009;7600;4300;1500;1000;900;1000;2500;100;200;400;200;400;300;200;3700
1566;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Drechterland;2010;7700;4200;1400;1000;800;1000;2400;100;200;400;200;400;300;200;3700
1567;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Drechterland;2011;7700;4300;1500;1000;800;1100;2500;100;100;400;200;400;300;200;3800
1568;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Drimmelen;2004;10800;4900;1500;1400;900;1100;2700;100;100;300;400;600;400;300;6100
1569;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Drimmelen;2005;10900;4800;1500;1300;1000;1100;2600;100;100;300;300;600;400;300;6200
1570;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Drimmelen;2006;10700;5000;1600;1300;1000;1200;2900;100;100;300;300;600;400;300;6100
1571;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Drimmelen;2007;10700;5300;1700;1300;1100;1200;3200;200;100;300;200;500;400;400;6100
1572;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Drimmelen;2008;10900;5100;1600;1300;1000;1200;3200;200;100;300;200;500;400;400;6100
1573;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Drimmelen;2009;10800;5100;1800;1300;1000;1000;3000;200;100;300;300;500;300;300;6200
1574;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Drimmelen;2010;10800;5000;1900;1200;1000;1000;3000;200;100;300;300;500;400;300;6200
1575;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Drimmelen;2011;11000;5000;1800;1200;1000;1100;3000;100;100;300;300;500;400;300;6300
1576;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Dronten;2004;13300;8700;2400;2100;1700;2500;4200;300;500;1000;500;1000;700;500;7800
1577;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Dronten;2005;13600;8500;2200;1900;1700;2700;4100;300;400;1000;500;1000;700;500;7900
1578;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Dronten;2006;13500;8700;2200;2000;1800;2800;4600;300;400;900;400;1000;600;500;7900
1579;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Dronten;2007;13500;9200;2400;2100;2000;2700;5200;400;300;900;400;800;600;500;8000
1580;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Dronten;2008;13800;9400;2600;2300;2000;2600;5500;400;400;800;400;800;600;500;8100
1581;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Dronten;2009;14000;9500;3000;2200;1900;2400;5400;400;400;1000;500;900;500;500;8400
1582;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Dronten;2010;14500;9300;2900;2200;1800;2400;5200;300;400;800;500;1000;600;400;8500
1583;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Dronten;2011;14800;9300;2900;2100;1900;2400;5100;400;400;900;500;900;600;500;8500
1584;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Druten;2004;7100;3400;1100;900;600;800;1800;100;100;300;200;400;300;200;3700
1585;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Druten;2005;7300;3300;1000;800;600;800;1800;100;100;300;200;400;300;200;3800
1586;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Druten;2006;7300;3400;1100;800;600;900;2000;100;100;200;200;400;200;200;3900
1587;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Druten;2007;7300;3400;1000;800;700;900;2100;100;100;300;100;300;200;200;3800
1588;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Druten;2008;7300;3500;1100;800;700;900;2200;100;100;300;200;300;200;200;3800
1589;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Druten;2009;7300;3500;1200;900;700;700;2100;100;100;300;200;300;200;200;3800
1590;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Druten;2010;7300;3500;1200;800;700;700;2000;100;100;200;200;400;300;200;3800
1591;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Druten;2011;7300;3500;1200;800;700;800;2000;100;100;200;200;400;300;200;3900
1592;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Duiven;2004;10400;4600;1500;1100;900;1100;2600;100;100;400;300;500;300;300;4900
1593;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Duiven;2005;10400;4600;1400;1100;900;1100;2600;100;100;300;300;500;400;300;4900
1594;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Duiven;2006;10300;4800;1500;1200;900;1200;3000;100;100;300;200;500;300;300;5000
1595;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Duiven;2007;10200;5000;1600;1200;1000;1200;3300;200;100;300;200;400;300;300;4900
1596;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Duiven;2008;10300;5100;1600;1200;1000;1300;3400;200;100;300;200;400;200;300;4800
1597;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Duiven;2009;10300;5200;1800;1300;1000;1100;3400;200;100;300;300;500;300;200;4900
1598;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Duiven;2010;10300;5300;1900;1300;1000;1100;3200;200;100;400;300;500;300;200;4900
1599;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Duiven;2011;10500;5200;1800;1300;1000;1100;3300;100;100;300;300;500;300;300;5000
1600;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Echt-Susteren;2004;11800;5900;1600;1500;1300;1500;2800;100;100;500;400;800;600;400;9400
1601;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Echt-Susteren;2005;11700;6100;1600;1600;1300;1700;2900;100;100;400;400;900;600;500;9500
1602;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Echt-Susteren;2006;11500;6300;1800;1600;1300;1700;3400;100;100;500;300;800;600;500;9600
1603;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Echt-Susteren;2007;11500;6400;1800;1500;1400;1800;3800;200;100;400;300;600;600;500;9500
1604;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Echt-Susteren;2008;11700;6400;1800;1500;1400;1700;3800;200;100;500;300;600;500;500;9300
