ID;Sex;Age;Origin;MedicineGroupATC;Periods;PersonsWithDispensedMedicines_1;PersonsWithMedicinesRelative_2;DefinedDailyDosesDDD_3;DefinedDailyDosesDDDRelative_4
3255;Total male and female;10000;Origin: born in NL, parents in NL;A14A Anabolic steroids;2023;320.0;0.0;24.0;2.0
3256;Total male and female;10000;Origin: born in NL, parents in NL;A14B Other anabolic agents;2020;0.0;0.0;0.0;0.0
3257;Total male and female;10000;Origin: born in NL, parents in NL;A14B Other anabolic agents;2021;0.0;0.0;0.0;0.0
3258;Total male and female;10000;Origin: born in NL, parents in NL;A14B Other anabolic agents;2022;0.0;0.0;0.0;0.0
3259;Total male and female;10000;Origin: born in NL, parents in NL;A14B Other anabolic agents;2023;0.0;0.0;0.0;0.0
3260;Total male and female;10000;Origin: born in NL, parents in NL;A15 Appetite stimulants;2020;0.0;0.0;0.0;0.0
3261;Total male and female;10000;Origin: born in NL, parents in NL;A15 Appetite stimulants;2021;0.0;0.0;0.0;0.0
3262;Total male and female;10000;Origin: born in NL, parents in NL;A15 Appetite stimulants;2022;0.0;0.0;0.0;0.0
3263;Total male and female;10000;Origin: born in NL, parents in NL;A15 Appetite stimulants;2023;0.0;0.0;0.0;0.0
3264;Total male and female;10000;Origin: born in NL, parents in NL;A16 Other aliment.tract/metabol.products;2020;2500.0;0.02;624.0;47.0
3265;Total male and female;10000;Origin: born in NL, parents in NL;A16 Other aliment.tract/metabol.products;2021;2435.0;0.02;617.0;47.0
3266;Total male and female;10000;Origin: born in NL, parents in NL;A16 Other aliment.tract/metabol.products;2022;2300.0;0.02;582.0;44.0
3267;Total male and female;10000;Origin: born in NL, parents in NL;A16 Other aliment.tract/metabol.products;2023;2120.0;0.02;554.0;42.0
3268;Total male and female;10000;Origin: born in NL, parents in NL;A16A Oth.aliment.tract and metabol.prod.;2020;2500.0;0.02;624.0;47.0
3269;Total male and female;10000;Origin: born in NL, parents in NL;A16A Oth.aliment.tract and metabol.prod.;2021;2435.0;0.02;617.0;47.0
3270;Total male and female;10000;Origin: born in NL, parents in NL;A16A Oth.aliment.tract and metabol.prod.;2022;2300.0;0.02;582.0;44.0
3271;Total male and female;10000;Origin: born in NL, parents in NL;A16A Oth.aliment.tract and metabol.prod.;2023;2120.0;0.02;554.0;42.0
3272;Total male and female;10000;Origin: born in NL, parents in NL;B Blood and blood forming organs;2020;1855140.0;14.06;756438.0;57326.0
3273;Total male and female;10000;Origin: born in NL, parents in NL;B Blood and blood forming organs;2021;1894090.0;14.37;766096.0;58116.0
3274;Total male and female;10000;Origin: born in NL, parents in NL;B Blood and blood forming organs;2022;1925665.0;14.64;763662.0;58067.0
3275;Total male and female;10000;Origin: born in NL, parents in NL;B Blood and blood forming organs;2023;1949620.0;14.87;767751.0;58546.0
3276;Total male and female;10000;Origin: born in NL, parents in NL;B01 Antithrombotic agents;2020;1562635.0;11.84;483202.0;36619.0
3277;Total male and female;10000;Origin: born in NL, parents in NL;B01 Antithrombotic agents;2021;1593795.0;12.09;490525.0;37211.0
3278;Total male and female;10000;Origin: born in NL, parents in NL;B01 Antithrombotic agents;2022;1618590.0;12.31;495550.0;37680.0
3279;Total male and female;10000;Origin: born in NL, parents in NL;B01 Antithrombotic agents;2023;1638125.0;12.49;501925.0;38275.0
3280;Total male and female;10000;Origin: born in NL, parents in NL;B01A Antithrombotic agents;2020;1562635.0;11.84;483202.0;36619.0
3281;Total male and female;10000;Origin: born in NL, parents in NL;B01A Antithrombotic agents;2021;1593795.0;12.09;490525.0;37211.0
3282;Total male and female;10000;Origin: born in NL, parents in NL;B01A Antithrombotic agents;2022;1618590.0;12.31;495550.0;37680.0
3283;Total male and female;10000;Origin: born in NL, parents in NL;B01A Antithrombotic agents;2023;1638125.0;12.49;501925.0;38275.0
3284;Total male and female;10000;Origin: born in NL, parents in NL;B02 Antihemorrhagics;2020;32460.0;0.25;767.0;58.0
3285;Total male and female;10000;Origin: born in NL, parents in NL;B02 Antihemorrhagics;2021;36110.0;0.27;841.0;64.0
3286;Total male and female;10000;Origin: born in NL, parents in NL;B02 Antihemorrhagics;2022;38190.0;0.29;945.0;72.0
3287;Total male and female;10000;Origin: born in NL, parents in NL;B02 Antihemorrhagics;2023;41125.0;0.31;1050.0;80.0
3288;Total male and female;10000;Origin: born in NL, parents in NL;B02A Antifibrinolytics;2020;18885.0;0.14;449.0;34.0
3289;Total male and female;10000;Origin: born in NL, parents in NL;B02A Antifibrinolytics;2021;22245.0;0.17;479.0;36.0
3290;Total male and female;10000;Origin: born in NL, parents in NL;B02A Antifibrinolytics;2022;26540.0;0.2;549.0;42.0
3291;Total male and female;10000;Origin: born in NL, parents in NL;B02A Antifibrinolytics;2023;30815.0;0.23;607.0;46.0
3292;Total male and female;10000;Origin: born in NL, parents in NL;B02B Vitamin k and other hemostatics;2020;13795.0;0.1;319.0;24.0
3293;Total male and female;10000;Origin: born in NL, parents in NL;B02B Vitamin k and other hemostatics;2021;14125.0;0.11;362.0;27.0
3294;Total male and female;10000;Origin: born in NL, parents in NL;B02B Vitamin k and other hemostatics;2022;11955.0;0.09;396.0;30.0
3295;Total male and female;10000;Origin: born in NL, parents in NL;B02B Vitamin k and other hemostatics;2023;10665.0;0.08;443.0;34.0
3296;Total male and female;10000;Origin: born in NL, parents in NL;B03 Antianemic preparations;2020;407025.0;3.08;272324.0;20638.0
3297;Total male and female;10000;Origin: born in NL, parents in NL;B03 Antianemic preparations;2021;418280.0;3.17;274667.0;20836.0
3298;Total male and female;10000;Origin: born in NL, parents in NL;B03 Antianemic preparations;2022;422085.0;3.21;267107.0;20310.0
3299;Total male and female;10000;Origin: born in NL, parents in NL;B03 Antianemic preparations;2023;424500.0;3.24;264705.0;20185.0
3300;Total male and female;10000;Origin: born in NL, parents in NL;B03A Iron preparations;2020;172130.0;1.3;10477.0;794.0
3301;Total male and female;10000;Origin: born in NL, parents in NL;B03A Iron preparations;2021;185475.0;1.41;8754.0;664.0
3302;Total male and female;10000;Origin: born in NL, parents in NL;B03A Iron preparations;2022;196795.0;1.5;7606.0;578.0
3303;Total male and female;10000;Origin: born in NL, parents in NL;B03A Iron preparations;2023;206380.0;1.57;6888.0;525.0
3304;Total male and female;10000;Origin: born in NL, parents in NL;B03B Vitamin B12 and folic acid;2020;248965.0;1.89;257587.0;19521.0
3305;Total male and female;10000;Origin: born in NL, parents in NL;B03B Vitamin B12 and folic acid;2021;247515.0;1.88;261513.0;19838.0
3306;Total male and female;10000;Origin: born in NL, parents in NL;B03B Vitamin B12 and folic acid;2022;246895.0;1.88;259495.0;19731.0
3307;Total male and female;10000;Origin: born in NL, parents in NL;B03B Vitamin B12 and folic acid;2023;239785.0;1.83;257813.0;19660.0
3308;Total male and female;10000;Origin: born in NL, parents in NL;B03X Other antianemic preparations;2020;11675.0;0.09;4261.0;323.0
3309;Total male and female;10000;Origin: born in NL, parents in NL;B03X Other antianemic preparations;2021;11610.0;0.09;4400.0;334.0
3310;Total male and female;10000;Origin: born in NL, parents in NL;B03X Other antianemic preparations;2022;50.0;0.0;6.0;0.0
3311;Total male and female;10000;Origin: born in NL, parents in NL;B03X Other antianemic preparations;2023;15.0;0.0;5.0;0.0
3312;Total male and female;10000;Origin: born in NL, parents in NL;B05 Blood substitutes / perfus.solutions;2020;38325.0;0.29;143.0;11.0
3313;Total male and female;10000;Origin: born in NL, parents in NL;B05 Blood substitutes / perfus.solutions;2021;38325.0;0.29;61.0;5.0
3314;Total male and female;10000;Origin: born in NL, parents in NL;B05 Blood substitutes / perfus.solutions;2022;39970.0;0.3;57.0;4.0
3315;Total male and female;10000;Origin: born in NL, parents in NL;B05 Blood substitutes / perfus.solutions;2023;42780.0;0.33;65.0;5.0
3316;Total male and female;10000;Origin: born in NL, parents in NL;B05A Blood and related products;2020;15.0;0.0;0.0;0.0
3317;Total male and female;10000;Origin: born in NL, parents in NL;B05A Blood and related products;2021;10.0;0.0;0.0;0.0
3318;Total male and female;10000;Origin: born in NL, parents in NL;B05A Blood and related products;2022;10.0;0.0;0.0;0.0
3319;Total male and female;10000;Origin: born in NL, parents in NL;B05A Blood and related products;2023;10.0;0.0;0.0;0.0
3320;Total male and female;10000;Origin: born in NL, parents in NL;B05B Intravenous solutions;2020;37165.0;0.28;143.0;11.0
3321;Total male and female;10000;Origin: born in NL, parents in NL;B05B Intravenous solutions;2021;37050.0;0.28;61.0;5.0
3322;Total male and female;10000;Origin: born in NL, parents in NL;B05B Intravenous solutions;2022;38365.0;0.29;57.0;4.0
3323;Total male and female;10000;Origin: born in NL, parents in NL;B05B Intravenous solutions;2023;40960.0;0.31;65.0;5.0
3324;Total male and female;10000;Origin: born in NL, parents in NL;B05C Irrigating solutions;2020;40.0;0.0;0.0;0.0
3325;Total male and female;10000;Origin: born in NL, parents in NL;B05C Irrigating solutions;2021;30.0;0.0;0.0;0.0
3326;Total male and female;10000;Origin: born in NL, parents in NL;B05C Irrigating solutions;2022;35.0;0.0;0.0;0.0
3327;Total male and female;10000;Origin: born in NL, parents in NL;B05C Irrigating solutions;2023;40.0;0.0;0.0;0.0
3328;Total male and female;10000;Origin: born in NL, parents in NL;B05D Peritoneal dialytics;2020;0.0;0.0;0.0;0.0
3329;Total male and female;10000;Origin: born in NL, parents in NL;B05D Peritoneal dialytics;2021;0.0;0.0;0.0;0.0
3330;Total male and female;10000;Origin: born in NL, parents in NL;B05D Peritoneal dialytics;2022;0.0;0.0;0.0;0.0
3331;Total male and female;10000;Origin: born in NL, parents in NL;B05D Peritoneal dialytics;2023;0.0;0.0;0.0;0.0
3332;Total male and female;10000;Origin: born in NL, parents in NL;B05X Intravenous solution additives;2020;1750.0;0.01;0.0;0.0
3333;Total male and female;10000;Origin: born in NL, parents in NL;B05X Intravenous solution additives;2021;1650.0;0.01;0.0;0.0
3334;Total male and female;10000;Origin: born in NL, parents in NL;B05X Intravenous solution additives;2022;1975.0;0.02;0.0;0.0
3335;Total male and female;10000;Origin: born in NL, parents in NL;B05X Intravenous solution additives;2023;2345.0;0.02;0.0;0.0
3336;Total male and female;10000;Origin: born in NL, parents in NL;B05Z Hemodialytics and hemofiltrates;2020;0.0;0.0;0.0;0.0
3337;Total male and female;10000;Origin: born in NL, parents in NL;B05Z Hemodialytics and hemofiltrates;2021;0.0;0.0;0.0;0.0
3338;Total male and female;10000;Origin: born in NL, parents in NL;B05Z Hemodialytics and hemofiltrates;2022;0.0;0.0;0.0;0.0
3339;Total male and female;10000;Origin: born in NL, parents in NL;B05Z Hemodialytics and hemofiltrates;2023;0.0;0.0;0.0;0.0
3340;Total male and female;10000;Origin: born in NL, parents in NL;B06 Other hematological agents;2020;160.0;0.0;2.0;0.0
3341;Total male and female;10000;Origin: born in NL, parents in NL;B06 Other hematological agents;2021;160.0;0.0;2.0;0.0
3342;Total male and female;10000;Origin: born in NL, parents in NL;B06 Other hematological agents;2022;180.0;0.0;4.0;0.0
3343;Total male and female;10000;Origin: born in NL, parents in NL;B06 Other hematological agents;2023;175.0;0.0;6.0;0.0
3344;Total male and female;10000;Origin: born in NL, parents in NL;B06A Other hematological agents;2020;140.0;0.0;2.0;0.0
3345;Total male and female;10000;Origin: born in NL, parents in NL;B06A Other hematological agents;2021;145.0;0.0;2.0;0.0
3346;Total male and female;10000;Origin: born in NL, parents in NL;B06A Other hematological agents;2022;160.0;0.0;4.0;0.0
3347;Total male and female;10000;Origin: born in NL, parents in NL;B06A Other hematological agents;2023;155.0;0.0;6.0;0.0
3348;Total male and female;10000;Origin: born in NL, parents in NL;C Cardiovascular system;2020;3068365.0;23.25;2370721.0;179663.0
3349;Total male and female;10000;Origin: born in NL, parents in NL;C Cardiovascular system;2021;3091890.0;23.45;2401682.0;182191.0
3350;Total male and female;10000;Origin: born in NL, parents in NL;C Cardiovascular system;2022;3112280.0;23.66;2410577.0;183293.0
3351;Total male and female;10000;Origin: born in NL, parents in NL;C Cardiovascular system;2023;3131105.0;23.88;2435245.0;185702.0
3352;Total male and female;10000;Origin: born in NL, parents in NL;C01 Cardiac therapy;2020;361080.0;2.74;79715.0;6041.0
3353;Total male and female;10000;Origin: born in NL, parents in NL;C01 Cardiac therapy;2021;362165.0;2.75;79833.0;6056.0
3354;Total male and female;10000;Origin: born in NL, parents in NL;C01 Cardiac therapy;2022;374765.0;2.85;77332.0;5880.0
3355;Total male and female;10000;Origin: born in NL, parents in NL;C01 Cardiac therapy;2023;364570.0;2.78;75916.0;5789.0
3356;Total male and female;10000;Origin: born in NL, parents in NL;C01A Cardiac glycosides;2020;70820.0;0.54;10381.0;787.0
3357;Total male and female;10000;Origin: born in NL, parents in NL;C01A Cardiac glycosides;2021;70705.0;0.54;10418.0;790.0
3358;Total male and female;10000;Origin: born in NL, parents in NL;C01A Cardiac glycosides;2022;71210.0;0.54;10361.0;788.0
3359;Total male and female;10000;Origin: born in NL, parents in NL;C01A Cardiac glycosides;2023;71610.0;0.55;10324.0;787.0
3360;Total male and female;10000;Origin: born in NL, parents in NL;C01B Antiarrhythmics, class I and III;2020;60550.0;0.46;14127.0;1071.0
3361;Total male and female;10000;Origin: born in NL, parents in NL;C01B Antiarrhythmics, class I and III;2021;61295.0;0.46;14008.0;1063.0
3362;Total male and female;10000;Origin: born in NL, parents in NL;C01B Antiarrhythmics, class I and III;2022;61550.0;0.47;14024.0;1066.0
3363;Total male and female;10000;Origin: born in NL, parents in NL;C01B Antiarrhythmics, class I and III;2023;61925.0;0.47;14064.0;1072.0
3364;Total male and female;10000;Origin: born in NL, parents in NL;C01C Cardiac stimulants excl. glycosides;2020;41310.0;0.31;64.0;5.0
3365;Total male and female;10000;Origin: born in NL, parents in NL;C01C Cardiac stimulants excl. glycosides;2021;39555.0;0.3;66.0;5.0
3366;Total male and female;10000;Origin: born in NL, parents in NL;C01C Cardiac stimulants excl. glycosides;2022;51130.0;0.39;95.0;7.0
3367;Total male and female;10000;Origin: born in NL, parents in NL;C01C Cardiac stimulants excl. glycosides;2023;44010.0;0.34;78.0;6.0
3368;Total male and female;10000;Origin: born in NL, parents in NL;C01D Vasodilators used in card. diseases;2020;201790.0;1.53;52570.0;3984.0
3369;Total male and female;10000;Origin: born in NL, parents in NL;C01D Vasodilators used in card. diseases;2021;203330.0;1.54;52700.0;3998.0
3370;Total male and female;10000;Origin: born in NL, parents in NL;C01D Vasodilators used in card. diseases;2022;203570.0;1.55;50165.0;3814.0
3371;Total male and female;10000;Origin: born in NL, parents in NL;C01D Vasodilators used in card. diseases;2023;198435.0;1.51;48792.0;3721.0
3372;Total male and female;10000;Origin: born in NL, parents in NL;C01E Other cardiac preparations;2020;9365.0;0.07;2572.0;195.0
3373;Total male and female;10000;Origin: born in NL, parents in NL;C01E Other cardiac preparations;2021;9870.0;0.07;2640.0;200.0
3374;Total male and female;10000;Origin: born in NL, parents in NL;C01E Other cardiac preparations;2022;9990.0;0.08;2687.0;204.0
3375;Total male and female;10000;Origin: born in NL, parents in NL;C01E Other cardiac preparations;2023;10105.0;0.08;2658.0;203.0
3376;Total male and female;10000;Origin: born in NL, parents in NL;C02 Antihypertensives;2020;44135.0;0.33;16299.0;1235.0
3377;Total male and female;10000;Origin: born in NL, parents in NL;C02 Antihypertensives;2021;44350.0;0.34;16032.0;1216.0
3378;Total male and female;10000;Origin: born in NL, parents in NL;C02 Antihypertensives;2022;45485.0;0.35;16507.0;1255.0
3379;Total male and female;10000;Origin: born in NL, parents in NL;C02 Antihypertensives;2023;47555.0;0.36;15961.0;1217.0
3380;Total male and female;10000;Origin: born in NL, parents in NL;C02A Antiadren.agents, centrally acting;2020;7975.0;0.06;1342.0;102.0
3381;Total male and female;10000;Origin: born in NL, parents in NL;C02A Antiadren.agents, centrally acting;2021;8095.0;0.06;1373.0;104.0
3382;Total male and female;10000;Origin: born in NL, parents in NL;C02A Antiadren.agents, centrally acting;2022;10390.0;0.08;2119.0;161.0
3383;Total male and female;10000;Origin: born in NL, parents in NL;C02A Antiadren.agents, centrally acting;2023;12300.0;0.09;1541.0;117.0
3384;Total male and female;10000;Origin: born in NL, parents in NL;C02B Antiadren.agents, ganglion-blocking;2020;0.0;0.0;0.0;0.0
3385;Total male and female;10000;Origin: born in NL, parents in NL;C02B Antiadren.agents, ganglion-blocking;2021;0.0;0.0;0.0;0.0
3386;Total male and female;10000;Origin: born in NL, parents in NL;C02B Antiadren.agents, ganglion-blocking;2022;0.0;0.0;0.0;0.0
3387;Total male and female;10000;Origin: born in NL, parents in NL;C02B Antiadren.agents, ganglion-blocking;2023;0.0;0.0;0.0;0.0
3388;Total male and female;10000;Origin: born in NL, parents in NL;C02C Antiadren.agents, peripher. acting;2020;33775.0;0.26;14095.0;1068.0
3389;Total male and female;10000;Origin: born in NL, parents in NL;C02C Antiadren.agents, peripher. acting;2021;34175.0;0.26;14052.0;1066.0
3390;Total male and female;10000;Origin: born in NL, parents in NL;C02C Antiadren.agents, peripher. acting;2022;34035.0;0.26;13914.0;1058.0
3391;Total male and female;10000;Origin: born in NL, parents in NL;C02C Antiadren.agents, peripher. acting;2023;34055.0;0.26;13914.0;1061.0
3392;Total male and female;10000;Origin: born in NL, parents in NL;C02D Arteriolar smooth muscle agents;2020;730.0;0.01;105.0;8.0
3393;Total male and female;10000;Origin: born in NL, parents in NL;C02D Arteriolar smooth muscle agents;2021;565.0;0.0;61.0;5.0
3394;Total male and female;10000;Origin: born in NL, parents in NL;C02D Arteriolar smooth muscle agents;2022;285.0;0.0;39.0;3.0
3395;Total male and female;10000;Origin: born in NL, parents in NL;C02D Arteriolar smooth muscle agents;2023;365.0;0.0;42.0;3.0
3396;Total male and female;10000;Origin: born in NL, parents in NL;C02K Other antihypertensives;2020;2250.0;0.02;756.0;57.0
3397;Total male and female;10000;Origin: born in NL, parents in NL;C02K Other antihypertensives;2021;2120.0;0.02;546.0;41.0
3398;Total male and female;10000;Origin: born in NL, parents in NL;C02K Other antihypertensives;2022;1265.0;0.01;435.0;33.0
3399;Total male and female;10000;Origin: born in NL, parents in NL;C02K Other antihypertensives;2023;1310.0;0.01;464.0;35.0
3400;Total male and female;10000;Origin: born in NL, parents in NL;C02L Antihypertensives/diuretics combin.;2020;0.0;0.0;0.0;0.0
3401;Total male and female;10000;Origin: born in NL, parents in NL;C02L Antihypertensives/diuretics combin.;2021;0.0;0.0;0.0;0.0
3402;Total male and female;10000;Origin: born in NL, parents in NL;C02L Antihypertensives/diuretics combin.;2022;0.0;0.0;0.0;0.0
3403;Total male and female;10000;Origin: born in NL, parents in NL;C02L Antihypertensives/diuretics combin.;2023;0.0;0.0;0.0;0.0
3404;Total male and female;10000;Origin: born in NL, parents in NL;C02N Combinations of antihypertensives..;2020;0.0;0.0;0.0;0.0
3405;Total male and female;10000;Origin: born in NL, parents in NL;C02N Combinations of antihypertensives..;2021;0.0;0.0;0.0;0.0
3406;Total male and female;10000;Origin: born in NL, parents in NL;C02N Combinations of antihypertensives..;2022;0.0;0.0;0.0;0.0
3407;Total male and female;10000;Origin: born in NL, parents in NL;C02N Combinations of antihypertensives..;2023;0.0;0.0;0.0;0.0
3408;Total male and female;10000;Origin: born in NL, parents in NL;C03 Diuretics;2020;912915.0;6.92;243164.0;18428.0
3409;Total male and female;10000;Origin: born in NL, parents in NL;C03 Diuretics;2021;892855.0;6.77;237119.0;17988.0
3410;Total male and female;10000;Origin: born in NL, parents in NL;C03 Diuretics;2022;867985.0;6.6;228245.0;17355.0
3411;Total male and female;10000;Origin: born in NL, parents in NL;C03 Diuretics;2023;852060.0;6.5;220709.0;16830.0
3412;Total male and female;10000;Origin: born in NL, parents in NL;C03A Low-ceiling diuretics, thiazides;2020;505010.0;3.83;100410.0;7609.0
3413;Total male and female;10000;Origin: born in NL, parents in NL;C03A Low-ceiling diuretics, thiazides;2021;504870.0;3.83;100395.0;7616.0
3414;Total male and female;10000;Origin: born in NL, parents in NL;C03A Low-ceiling diuretics, thiazides;2022;472755.0;3.59;94871.0;7214.0
3415;Total male and female;10000;Origin: born in NL, parents in NL;C03A Low-ceiling diuretics, thiazides;2023;453745.0;3.46;90260.0;6883.0
3416;Total male and female;10000;Origin: born in NL, parents in NL;C03B Low-ceiling diuret.,excl. thiazides;2020;57130.0;0.43;12456.0;944.0
3417;Total male and female;10000;Origin: born in NL, parents in NL;C03B Low-ceiling diuret.,excl. thiazides;2021;55330.0;0.42;11889.0;902.0
3418;Total male and female;10000;Origin: born in NL, parents in NL;C03B Low-ceiling diuret.,excl. thiazides;2022;51785.0;0.39;11135.0;847.0
3419;Total male and female;10000;Origin: born in NL, parents in NL;C03B Low-ceiling diuret.,excl. thiazides;2023;48820.0;0.37;10389.0;792.0
3420;Total male and female;10000;Origin: born in NL, parents in NL;C03C High-ceiling diuretics;2020;300900.0;2.28;104880.0;7948.0
3421;Total male and female;10000;Origin: born in NL, parents in NL;C03C High-ceiling diuretics;2021;299810.0;2.27;102339.0;7763.0
3422;Total male and female;10000;Origin: born in NL, parents in NL;C03C High-ceiling diuretics;2022;296605.0;2.26;100037.0;7607.0
3423;Total male and female;10000;Origin: born in NL, parents in NL;C03C High-ceiling diuretics;2023;293395.0;2.24;96809.0;7382.0
3424;Total male and female;10000;Origin: born in NL, parents in NL;C03D Potassium-sparing agents;2020;149035.0;1.13;16955.0;1285.0
3425;Total male and female;10000;Origin: born in NL, parents in NL;C03D Potassium-sparing agents;2021;173320.0;1.31;18673.0;1416.0
3426;Total male and female;10000;Origin: born in NL, parents in NL;C03D Potassium-sparing agents;2022;172235.0;1.31;18987.0;1444.0
3427;Total male and female;10000;Origin: born in NL, parents in NL;C03D Potassium-sparing agents;2023;184550.0;1.41;20385.0;1555.0
3428;Total male and female;10000;Origin: born in NL, parents in NL;C03E Diuretics/potassium-sparing agents;2020;27680.0;0.21;8464.0;641.0
3429;Total male and female;10000;Origin: born in NL, parents in NL;C03E Diuretics/potassium-sparing agents;2021;20830.0;0.16;3822.0;290.0
3430;Total male and female;10000;Origin: born in NL, parents in NL;C03E Diuretics/potassium-sparing agents;2022;11230.0;0.09;3215.0;244.0
3431;Total male and female;10000;Origin: born in NL, parents in NL;C03E Diuretics/potassium-sparing agents;2023;9685.0;0.07;2865.0;218.0
3432;Total male and female;10000;Origin: born in NL, parents in NL;C03X Other diuretics;2020;145.0;0.0;0.0;0.0
3433;Total male and female;10000;Origin: born in NL, parents in NL;C03X Other diuretics;2021;155.0;0.0;0.0;0.0
3434;Total male and female;10000;Origin: born in NL, parents in NL;C03X Other diuretics;2022;160.0;0.0;0.0;0.0
3435;Total male and female;10000;Origin: born in NL, parents in NL;C03X Other diuretics;2023;170.0;0.0;1.0;0.0
3436;Total male and female;10000;Origin: born in NL, parents in NL;C04 Peripheral vasodilators;2020;980.0;0.01;195.0;15.0
3437;Total male and female;10000;Origin: born in NL, parents in NL;C04 Peripheral vasodilators;2021;940.0;0.01;181.0;14.0
3438;Total male and female;10000;Origin: born in NL, parents in NL;C04 Peripheral vasodilators;2022;810.0;0.01;151.0;11.0
3439;Total male and female;10000;Origin: born in NL, parents in NL;C04 Peripheral vasodilators;2023;725.0;0.01;141.0;11.0
3440;Total male and female;10000;Origin: born in NL, parents in NL;C04A Peripheral vasodilators;2020;980.0;0.01;195.0;15.0
3441;Total male and female;10000;Origin: born in NL, parents in NL;C04A Peripheral vasodilators;2021;940.0;0.01;181.0;14.0
3442;Total male and female;10000;Origin: born in NL, parents in NL;C04A Peripheral vasodilators;2022;810.0;0.01;151.0;11.0
3443;Total male and female;10000;Origin: born in NL, parents in NL;C04A Peripheral vasodilators;2023;725.0;0.01;141.0;11.0
3444;Total male and female;10000;Origin: born in NL, parents in NL;C05 Vasoprotectives;2020;32220.0;0.24;2396.0;182.0
3445;Total male and female;10000;Origin: born in NL, parents in NL;C05 Vasoprotectives;2021;35740.0;0.27;2606.0;198.0
3446;Total male and female;10000;Origin: born in NL, parents in NL;C05 Vasoprotectives;2022;34375.0;0.26;2426.0;184.0
3447;Total male and female;10000;Origin: born in NL, parents in NL;C05 Vasoprotectives;2023;34820.0;0.27;2418.0;184.0
3448;Total male and female;10000;Origin: born in NL, parents in NL;C05A Topic agents hemorrh./anal fissures;2020;32220.0;0.24;2396.0;182.0
3449;Total male and female;10000;Origin: born in NL, parents in NL;C05A Topic agents hemorrh./anal fissures;2021;35740.0;0.27;2606.0;198.0
3450;Total male and female;10000;Origin: born in NL, parents in NL;C05A Topic agents hemorrh./anal fissures;2022;34375.0;0.26;2426.0;184.0
3451;Total male and female;10000;Origin: born in NL, parents in NL;C05A Topic agents hemorrh./anal fissures;2023;34820.0;0.27;2418.0;184.0
3452;Total male and female;10000;Origin: born in NL, parents in NL;C05B Antivaricose therapy;2020;0.0;0.0;0.0;0.0
3453;Total male and female;10000;Origin: born in NL, parents in NL;C05B Antivaricose therapy;2021;0.0;0.0;0.0;0.0
3454;Total male and female;10000;Origin: born in NL, parents in NL;C05B Antivaricose therapy;2022;0.0;0.0;0.0;0.0
3455;Total male and female;10000;Origin: born in NL, parents in NL;C05B Antivaricose therapy;2023;0.0;0.0;0.0;0.0
3456;Total male and female;10000;Origin: born in NL, parents in NL;C05C Capillary stabilizing agents;2020;0.0;0.0;0.0;0.0
3457;Total male and female;10000;Origin: born in NL, parents in NL;C05C Capillary stabilizing agents;2021;0.0;0.0;0.0;0.0
3458;Total male and female;10000;Origin: born in NL, parents in NL;C05C Capillary stabilizing agents;2022;0.0;0.0;0.0;0.0
3459;Total male and female;10000;Origin: born in NL, parents in NL;C05C Capillary stabilizing agents;2023;0.0;0.0;0.0;0.0
3460;Total male and female;10000;Origin: born in NL, parents in NL;C07 Beta blocking agents;2020;1288080.0;9.76;225990.0;17126.0
3461;Total male and female;10000;Origin: born in NL, parents in NL;C07 Beta blocking agents;2021;1284115.0;9.74;219298.0;16636.0
3462;Total male and female;10000;Origin: born in NL, parents in NL;C07 Beta blocking agents;2022;1269170.0;9.65;212199.0;16135.0
3463;Total male and female;10000;Origin: born in NL, parents in NL;C07 Beta blocking agents;2023;1257155.0;9.59;206004.0;15709.0
3464;Total male and female;10000;Origin: born in NL, parents in NL;C07A Beta blocking agents;2020;1267555.0;9.61;216975.0;16443.0
3465;Total male and female;10000;Origin: born in NL, parents in NL;C07A Beta blocking agents;2021;1264610.0;9.59;211202.0;16022.0
3466;Total male and female;10000;Origin: born in NL, parents in NL;C07A Beta blocking agents;2022;1253185.0;9.53;205133.0;15598.0
3467;Total male and female;10000;Origin: born in NL, parents in NL;C07A Beta blocking agents;2023;1242945.0;9.48;199834.0;15239.0
3468;Total male and female;10000;Origin: born in NL, parents in NL;C07B Beta blocking agents and thiazides;2020;19275.0;0.15;6756.0;512.0
3469;Total male and female;10000;Origin: born in NL, parents in NL;C07B Beta blocking agents and thiazides;2021;17010.0;0.13;6156.0;467.0
3470;Total male and female;10000;Origin: born in NL, parents in NL;C07B Beta blocking agents and thiazides;2022;15260.0;0.12;5386.0;410.0
3471;Total male and female;10000;Origin: born in NL, parents in NL;C07B Beta blocking agents and thiazides;2023;13255.0;0.1;4733.0;361.0
3472;Total male and female;10000;Origin: born in NL, parents in NL;C07C Beta block.agents / other diuretics;2020;6375.0;0.05;2260.0;171.0
3473;Total male and female;10000;Origin: born in NL, parents in NL;C07C Beta block.agents / other diuretics;2021;5605.0;0.04;1940.0;147.0
3474;Total male and female;10000;Origin: born in NL, parents in NL;C07C Beta block.agents / other diuretics;2022;4910.0;0.04;1679.0;128.0
3475;Total male and female;10000;Origin: born in NL, parents in NL;C07C Beta block.agents / other diuretics;2023;4225.0;0.03;1437.0;110.0
3476;Total male and female;10000;Origin: born in NL, parents in NL;C07D Beta block./thiazides/other diuret.;2020;0.0;0.0;0.0;0.0
