ID;Geslacht;Onderwijsniveau;Perioden;Personen25JaarEnOuderMetPartner_1
321;Totaal mannen en vrouwen;Lager onderwijsniveau dan partner;2022;1976
322;Totaal mannen en vrouwen;Lager onderwijsniveau dan partner;2023;1953
323;Totaal mannen en vrouwen;Lager onderwijsniveau dan partner;2024;1987
324;Totaal mannen en vrouwen;Gelijk onderwijsniveau;2013;3021
325;Totaal mannen en vrouwen;Gelijk onderwijsniveau;2014;3073
326;Totaal mannen en vrouwen;Gelijk onderwijsniveau;2015;3086
327;Totaal mannen en vrouwen;Gelijk onderwijsniveau;2016;3092
328;Totaal mannen en vrouwen;Gelijk onderwijsniveau;2017;3095
329;Totaal mannen en vrouwen;Gelijk onderwijsniveau;2018;3080
330;Totaal mannen en vrouwen;Gelijk onderwijsniveau;2019;3123
331;Totaal mannen en vrouwen;Gelijk onderwijsniveau;2020;3182
332;Totaal mannen en vrouwen;Gelijk onderwijsniveau;2021;2904
333;Totaal mannen en vrouwen;Gelijk onderwijsniveau;2022;2824
334;Totaal mannen en vrouwen;Gelijk onderwijsniveau;2023;2844
335;Totaal mannen en vrouwen;Gelijk onderwijsniveau;2024;2790
336;Totaal mannen en vrouwen;Hoger onderwijsniveau dan partner;2013;2141
337;Totaal mannen en vrouwen;Hoger onderwijsniveau dan partner;2014;2130
338;Totaal mannen en vrouwen;Hoger onderwijsniveau dan partner;2015;2141
339;Totaal mannen en vrouwen;Hoger onderwijsniveau dan partner;2016;2104
340;Totaal mannen en vrouwen;Hoger onderwijsniveau dan partner;2017;2100
341;Totaal mannen en vrouwen;Hoger onderwijsniveau dan partner;2018;2108
342;Totaal mannen en vrouwen;Hoger onderwijsniveau dan partner;2019;2071
343;Totaal mannen en vrouwen;Hoger onderwijsniveau dan partner;2020;2073
344;Totaal mannen en vrouwen;Hoger onderwijsniveau dan partner;2021;2009
345;Totaal mannen en vrouwen;Hoger onderwijsniveau dan partner;2022;1976
346;Totaal mannen en vrouwen;Hoger onderwijsniveau dan partner;2023;1948
347;Totaal mannen en vrouwen;Hoger onderwijsniveau dan partner;2024;1986
348;Totaal mannen en vrouwen;Onderwijsniveau onbekend;2013;233
349;Totaal mannen en vrouwen;Onderwijsniveau onbekend;2014;177
350;Totaal mannen en vrouwen;Onderwijsniveau onbekend;2015;170
351;Totaal mannen en vrouwen;Onderwijsniveau onbekend;2016;205
352;Totaal mannen en vrouwen;Onderwijsniveau onbekend;2017;224
353;Totaal mannen en vrouwen;Onderwijsniveau onbekend;2018;214
354;Totaal mannen en vrouwen;Onderwijsniveau onbekend;2019;223
355;Totaal mannen en vrouwen;Onderwijsniveau onbekend;2020;231
356;Totaal mannen en vrouwen;Onderwijsniveau onbekend;2021;690
357;Totaal mannen en vrouwen;Onderwijsniveau onbekend;2022;799
358;Totaal mannen en vrouwen;Onderwijsniveau onbekend;2023;839
359;Totaal mannen en vrouwen;Onderwijsniveau onbekend;2024;815
360;Mannen;Totaal;2013;3777
361;Mannen;Totaal;2014;3765
362;Mannen;Totaal;2015;3779
363;Mannen;Totaal;2016;3755
364;Mannen;Totaal;2017;3765
365;Mannen;Totaal;2018;3763
366;Mannen;Totaal;2019;3751
367;Mannen;Totaal;2020;3790
368;Mannen;Totaal;2021;3785
369;Mannen;Totaal;2022;3746
370;Mannen;Totaal;2023;3752
371;Mannen;Totaal;2024;3747
372;Mannen;Beiden basisonderwijs;2013;80
373;Mannen;Beiden basisonderwijs;2014;70
374;Mannen;Beiden basisonderwijs;2015;70
375;Mannen;Beiden basisonderwijs;2016;67
376;Mannen;Beiden basisonderwijs;2017;69
377;Mannen;Beiden basisonderwijs;2018;63
378;Mannen;Beiden basisonderwijs;2019;61
379;Mannen;Beiden basisonderwijs;2020;62
380;Mannen;Beiden basisonderwijs;2021;44
381;Mannen;Beiden basisonderwijs;2022;35
382;Mannen;Beiden basisonderwijs;2023;43
383;Mannen;Beiden basisonderwijs;2024;40
384;Mannen;Basisonderwijs - partner vmbo/mbo1;2013;75
385;Mannen;Basisonderwijs - partner vmbo/mbo1;2014;78
386;Mannen;Basisonderwijs - partner vmbo/mbo1;2015;74
387;Mannen;Basisonderwijs - partner vmbo/mbo1;2016;66
388;Mannen;Basisonderwijs - partner vmbo/mbo1;2017;65
389;Mannen;Basisonderwijs - partner vmbo/mbo1;2018;61
390;Mannen;Basisonderwijs - partner vmbo/mbo1;2019;63
391;Mannen;Basisonderwijs - partner vmbo/mbo1;2020;58
392;Mannen;Basisonderwijs - partner vmbo/mbo1;2021;49
393;Mannen;Basisonderwijs - partner vmbo/mbo1;2022;51
394;Mannen;Basisonderwijs - partner vmbo/mbo1;2023;50
395;Mannen;Basisonderwijs - partner vmbo/mbo1;2024;45
396;Mannen;Basisonderwijs - partner havo/vwo/mbo2-4;2013;81
397;Mannen;Basisonderwijs - partner havo/vwo/mbo2-4;2014;73
398;Mannen;Basisonderwijs - partner havo/vwo/mbo2-4;2015;70
399;Mannen;Basisonderwijs - partner havo/vwo/mbo2-4;2016;69
400;Mannen;Basisonderwijs - partner havo/vwo/mbo2-4;2017;65
401;Mannen;Basisonderwijs - partner havo/vwo/mbo2-4;2018;67
402;Mannen;Basisonderwijs - partner havo/vwo/mbo2-4;2019;55
403;Mannen;Basisonderwijs - partner havo/vwo/mbo2-4;2020;53
404;Mannen;Basisonderwijs - partner havo/vwo/mbo2-4;2021;45
405;Mannen;Basisonderwijs - partner havo/vwo/mbo2-4;2022;44
406;Mannen;Basisonderwijs - partner havo/vwo/mbo2-4;2023;45
407;Mannen;Basisonderwijs - partner havo/vwo/mbo2-4;2024;44
408;Mannen;Basisonderwijs - partner hbo-, wo-bach.;2013;15
409;Mannen;Basisonderwijs - partner hbo-, wo-bach.;2014;13
410;Mannen;Basisonderwijs - partner hbo-, wo-bach.;2015;11
411;Mannen;Basisonderwijs - partner hbo-, wo-bach.;2016;11
412;Mannen;Basisonderwijs - partner hbo-, wo-bach.;2017;15
413;Mannen;Basisonderwijs - partner hbo-, wo-bach.;2018;12
414;Mannen;Basisonderwijs - partner hbo-, wo-bach.;2019;14
415;Mannen;Basisonderwijs - partner hbo-, wo-bach.;2020;13
416;Mannen;Basisonderwijs - partner hbo-, wo-bach.;2021;16
417;Mannen;Basisonderwijs - partner hbo-, wo-bach.;2022;15
418;Mannen;Basisonderwijs - partner hbo-, wo-bach.;2023;17
419;Mannen;Basisonderwijs - partner hbo-, wo-bach.;2024;19
420;Mannen;Basisonderwijs - partner hbo-, wo-master;2013;5
421;Mannen;Basisonderwijs - partner hbo-, wo-master;2014;5
422;Mannen;Basisonderwijs - partner hbo-, wo-master;2015;6
423;Mannen;Basisonderwijs - partner hbo-, wo-master;2016;5
424;Mannen;Basisonderwijs - partner hbo-, wo-master;2017;5
425;Mannen;Basisonderwijs - partner hbo-, wo-master;2018;4
426;Mannen;Basisonderwijs - partner hbo-, wo-master;2019;4
427;Mannen;Basisonderwijs - partner hbo-, wo-master;2020;6
428;Mannen;Basisonderwijs - partner hbo-, wo-master;2021;7
429;Mannen;Basisonderwijs - partner hbo-, wo-master;2022;8
430;Mannen;Basisonderwijs - partner hbo-, wo-master;2023;8
431;Mannen;Basisonderwijs - partner hbo-, wo-master;2024;12
432;Mannen;Vmbo/mbo1 - partner basisonderwijs;2013;76
433;Mannen;Vmbo/mbo1 - partner basisonderwijs;2014;80
434;Mannen;Vmbo/mbo1 - partner basisonderwijs;2015;75
435;Mannen;Vmbo/mbo1 - partner basisonderwijs;2016;75
436;Mannen;Vmbo/mbo1 - partner basisonderwijs;2017;64
437;Mannen;Vmbo/mbo1 - partner basisonderwijs;2018;62
438;Mannen;Vmbo/mbo1 - partner basisonderwijs;2019;58
439;Mannen;Vmbo/mbo1 - partner basisonderwijs;2020;56
440;Mannen;Vmbo/mbo1 - partner basisonderwijs;2021;51
441;Mannen;Vmbo/mbo1 - partner basisonderwijs;2022;46
442;Mannen;Vmbo/mbo1 - partner basisonderwijs;2023;49
443;Mannen;Vmbo/mbo1 - partner basisonderwijs;2024;52
444;Mannen;Beiden vmbo/mbo1;2013;215
445;Mannen;Beiden vmbo/mbo1;2014;226
446;Mannen;Beiden vmbo/mbo1;2015;224
447;Mannen;Beiden vmbo/mbo1;2016;208
448;Mannen;Beiden vmbo/mbo1;2017;215
449;Mannen;Beiden vmbo/mbo1;2018;211
450;Mannen;Beiden vmbo/mbo1;2019;208
451;Mannen;Beiden vmbo/mbo1;2020;200
452;Mannen;Beiden vmbo/mbo1;2021;184
453;Mannen;Beiden vmbo/mbo1;2022;170
454;Mannen;Beiden vmbo/mbo1;2023;164
455;Mannen;Beiden vmbo/mbo1;2024;152
456;Mannen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2013;228
457;Mannen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2014;233
458;Mannen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2015;234
459;Mannen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2016;229
460;Mannen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2017;222
461;Mannen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2018;198
462;Mannen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2019;196
463;Mannen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2020;195
464;Mannen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2021;167
465;Mannen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2022;169
466;Mannen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2023;169
467;Mannen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2024;171
468;Mannen;Vmbo/mbo1 - partner hbo- wo-bachelor;2013;49
469;Mannen;Vmbo/mbo1 - partner hbo- wo-bachelor;2014;55
470;Mannen;Vmbo/mbo1 - partner hbo- wo-bachelor;2015;55
471;Mannen;Vmbo/mbo1 - partner hbo- wo-bachelor;2016;58
472;Mannen;Vmbo/mbo1 - partner hbo- wo-bachelor;2017;54
473;Mannen;Vmbo/mbo1 - partner hbo- wo-bachelor;2018;65
474;Mannen;Vmbo/mbo1 - partner hbo- wo-bachelor;2019;65
475;Mannen;Vmbo/mbo1 - partner hbo- wo-bachelor;2020;60
476;Mannen;Vmbo/mbo1 - partner hbo- wo-bachelor;2021;61
477;Mannen;Vmbo/mbo1 - partner hbo- wo-bachelor;2022;56
478;Mannen;Vmbo/mbo1 - partner hbo- wo-bachelor;2023;56
479;Mannen;Vmbo/mbo1 - partner hbo- wo-bachelor;2024;57
480;Mannen;Vmbo/mbo1 - partner hbo-, wo-master;2013;13
481;Mannen;Vmbo/mbo1 - partner hbo-, wo-master;2014;13
482;Mannen;Vmbo/mbo1 - partner hbo-, wo-master;2015;12
483;Mannen;Vmbo/mbo1 - partner hbo-, wo-master;2016;16
484;Mannen;Vmbo/mbo1 - partner hbo-, wo-master;2017;15
485;Mannen;Vmbo/mbo1 - partner hbo-, wo-master;2018;18
486;Mannen;Vmbo/mbo1 - partner hbo-, wo-master;2019;16
487;Mannen;Vmbo/mbo1 - partner hbo-, wo-master;2020;14
488;Mannen;Vmbo/mbo1 - partner hbo-, wo-master;2021;19
489;Mannen;Vmbo/mbo1 - partner hbo-, wo-master;2022;22
490;Mannen;Vmbo/mbo1 - partner hbo-, wo-master;2023;23
491;Mannen;Vmbo/mbo1 - partner hbo-, wo-master;2024;20
492;Mannen;Havo/vwo/mbo2-4 - partner basisonderwijs;2013;114
493;Mannen;Havo/vwo/mbo2-4 - partner basisonderwijs;2014;107
494;Mannen;Havo/vwo/mbo2-4 - partner basisonderwijs;2015;105
495;Mannen;Havo/vwo/mbo2-4 - partner basisonderwijs;2016;98
496;Mannen;Havo/vwo/mbo2-4 - partner basisonderwijs;2017;90
497;Mannen;Havo/vwo/mbo2-4 - partner basisonderwijs;2018;93
498;Mannen;Havo/vwo/mbo2-4 - partner basisonderwijs;2019;83
499;Mannen;Havo/vwo/mbo2-4 - partner basisonderwijs;2020;74
500;Mannen;Havo/vwo/mbo2-4 - partner basisonderwijs;2021;63
501;Mannen;Havo/vwo/mbo2-4 - partner basisonderwijs;2022;52
502;Mannen;Havo/vwo/mbo2-4 - partner basisonderwijs;2023;53
503;Mannen;Havo/vwo/mbo2-4 - partner basisonderwijs;2024;49
504;Mannen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2013;337
505;Mannen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2014;328
506;Mannen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2015;320
507;Mannen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2016;306
508;Mannen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2017;287
509;Mannen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2018;277
510;Mannen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2019;269
511;Mannen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2020;266
512;Mannen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2021;231
513;Mannen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2022;233
514;Mannen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2023;211
515;Mannen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2024;207
516;Mannen;Beiden havo/vwo/mbo2-4;2013;745
517;Mannen;Beiden havo/vwo/mbo2-4;2014;735
518;Mannen;Beiden havo/vwo/mbo2-4;2015;715
519;Mannen;Beiden havo/vwo/mbo2-4;2016;720
520;Mannen;Beiden havo/vwo/mbo2-4;2017;705
521;Mannen;Beiden havo/vwo/mbo2-4;2018;680
522;Mannen;Beiden havo/vwo/mbo2-4;2019;671
523;Mannen;Beiden havo/vwo/mbo2-4;2020;679
524;Mannen;Beiden havo/vwo/mbo2-4;2021;560
525;Mannen;Beiden havo/vwo/mbo2-4;2022;525
526;Mannen;Beiden havo/vwo/mbo2-4;2023;532
527;Mannen;Beiden havo/vwo/mbo2-4;2024;513
528;Mannen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2013;236
529;Mannen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2014;257
530;Mannen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2015;269
531;Mannen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2016;272
532;Mannen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2017;282
533;Mannen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2018;301
534;Mannen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2019;284
535;Mannen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2020;298
536;Mannen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2021;277
537;Mannen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2022;260
538;Mannen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2023;264
539;Mannen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2024;271
540;Mannen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2013;80
541;Mannen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2014;78
542;Mannen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2015;87
543;Mannen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2016;85
544;Mannen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2017;93
545;Mannen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2018;93
546;Mannen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2019;98
547;Mannen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2020;101
548;Mannen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2021;117
549;Mannen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2022;118
550;Mannen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2023;119
551;Mannen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2024;119
552;Mannen;Hbo-, wo-bach. - partner basisonderwijs;2013;27
553;Mannen;Hbo-, wo-bach. - partner basisonderwijs;2014;24
554;Mannen;Hbo-, wo-bach. - partner basisonderwijs;2015;23
555;Mannen;Hbo-, wo-bach. - partner basisonderwijs;2016;21
556;Mannen;Hbo-, wo-bach. - partner basisonderwijs;2017;22
557;Mannen;Hbo-, wo-bach. - partner basisonderwijs;2018;21
558;Mannen;Hbo-, wo-bach. - partner basisonderwijs;2019;20
559;Mannen;Hbo-, wo-bach. - partner basisonderwijs;2020;17
560;Mannen;Hbo-, wo-bach. - partner basisonderwijs;2021;20
561;Mannen;Hbo-, wo-bach. - partner basisonderwijs;2022;19
562;Mannen;Hbo-, wo-bach. - partner basisonderwijs;2023;20
563;Mannen;Hbo-, wo-bach. - partner basisonderwijs;2024;18
564;Mannen;Hbo-, wo-bach. - partn. vmbo/mbo1;2013;88
565;Mannen;Hbo-, wo-bach. - partn. vmbo/mbo1;2014;91
566;Mannen;Hbo-, wo-bach. - partn. vmbo/mbo1;2015;92
567;Mannen;Hbo-, wo-bach. - partn. vmbo/mbo1;2016;87
568;Mannen;Hbo-, wo-bach. - partn. vmbo/mbo1;2017;83
569;Mannen;Hbo-, wo-bach. - partn. vmbo/mbo1;2018;90
570;Mannen;Hbo-, wo-bach. - partn. vmbo/mbo1;2019;83
571;Mannen;Hbo-, wo-bach. - partn. vmbo/mbo1;2020;76
572;Mannen;Hbo-, wo-bach. - partn. vmbo/mbo1;2021;84
573;Mannen;Hbo-, wo-bach. - partn. vmbo/mbo1;2022;76
574;Mannen;Hbo-, wo-bach. - partn. vmbo/mbo1;2023;64
575;Mannen;Hbo-, wo-bach. - partn. vmbo/mbo1;2024;65
576;Mannen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2013;294
577;Mannen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2014;279
578;Mannen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2015;286
579;Mannen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2016;280
580;Mannen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2017;294
581;Mannen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2018;285
582;Mannen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2019;290
583;Mannen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2020;294
584;Mannen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2021;252
585;Mannen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2022;258
586;Mannen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2023;248
587;Mannen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2024;251
588;Mannen;Beiden hbo-, wo-bachelor;2013;273
589;Mannen;Beiden hbo-, wo-bachelor;2014;289
590;Mannen;Beiden hbo-, wo-bachelor;2015;307
591;Mannen;Beiden hbo-, wo-bachelor;2016;321
592;Mannen;Beiden hbo-, wo-bachelor;2017;314
593;Mannen;Beiden hbo-, wo-bachelor;2018;328
594;Mannen;Beiden hbo-, wo-bachelor;2019;350
595;Mannen;Beiden hbo-, wo-bachelor;2020;363
596;Mannen;Beiden hbo-, wo-bachelor;2021;330
597;Mannen;Beiden hbo-, wo-bachelor;2022;328
598;Mannen;Beiden hbo-, wo-bachelor;2023;335
599;Mannen;Beiden hbo-, wo-bachelor;2024;322
600;Mannen;Hbo-, wo-bach. - partner hbo-, wo-master;2013;108
601;Mannen;Hbo-, wo-bach. - partner hbo-, wo-master;2014;105
602;Mannen;Hbo-, wo-bach. - partner hbo-, wo-master;2015;111
603;Mannen;Hbo-, wo-bach. - partner hbo-, wo-master;2016;118
604;Mannen;Hbo-, wo-bach. - partner hbo-, wo-master;2017;128
605;Mannen;Hbo-, wo-bach. - partner hbo-, wo-master;2018;142
606;Mannen;Hbo-, wo-bach. - partner hbo-, wo-master;2019;149
607;Mannen;Hbo-, wo-bach. - partner hbo-, wo-master;2020;157
608;Mannen;Hbo-, wo-bach. - partner hbo-, wo-master;2021;178
609;Mannen;Hbo-, wo-bach. - partner hbo-, wo-master;2022;170
610;Mannen;Hbo-, wo-bach. - partner hbo-, wo-master;2023;182
611;Mannen;Hbo-, wo-bach. - partner hbo-, wo-master;2024;199
612;Mannen;Hbo-, wo-master - partner basisonderwijs;2013;8
613;Mannen;Hbo-, wo-master - partner basisonderwijs;2014;6
614;Mannen;Hbo-, wo-master - partner basisonderwijs;2015;7
615;Mannen;Hbo-, wo-master - partner basisonderwijs;2016;5
616;Mannen;Hbo-, wo-master - partner basisonderwijs;2017;7
617;Mannen;Hbo-, wo-master - partner basisonderwijs;2018;6
618;Mannen;Hbo-, wo-master - partner basisonderwijs;2019;7
619;Mannen;Hbo-, wo-master - partner basisonderwijs;2020;7
620;Mannen;Hbo-, wo-master - partner basisonderwijs;2021;9
621;Mannen;Hbo-, wo-master - partner basisonderwijs;2022;10
622;Mannen;Hbo-, wo-master - partner basisonderwijs;2023;10
623;Mannen;Hbo-, wo-master - partner basisonderwijs;2024;10
624;Mannen;Hbo-, wo-master - partner vmbo/mbo1;2013;25
625;Mannen;Hbo-, wo-master - partner vmbo/mbo1;2014;22
626;Mannen;Hbo-, wo-master - partner vmbo/mbo1;2015;25
627;Mannen;Hbo-, wo-master - partner vmbo/mbo1;2016;27
628;Mannen;Hbo-, wo-master - partner vmbo/mbo1;2017;25
629;Mannen;Hbo-, wo-master - partner vmbo/mbo1;2018;23
630;Mannen;Hbo-, wo-master - partner vmbo/mbo1;2019;22
631;Mannen;Hbo-, wo-master - partner vmbo/mbo1;2020;24
632;Mannen;Hbo-, wo-master - partner vmbo/mbo1;2021;31
633;Mannen;Hbo-, wo-master - partner vmbo/mbo1;2022;32
634;Mannen;Hbo-, wo-master - partner vmbo/mbo1;2023;27
635;Mannen;Hbo-, wo-master - partner vmbo/mbo1;2024;26
636;Mannen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2013;126
637;Mannen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2014;115
638;Mannen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2015;107
639;Mannen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2016;107
640;Mannen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2017;109
641;Mannen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2018;110
642;Mannen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2019;116
643;Mannen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2020;118
644;Mannen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2021;117
645;Mannen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2022;110
646;Mannen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2023;116
647;Mannen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2024;111
648;Mannen;Hbo-, wo-master - partner hbo-, wo-bach.;2013;161
649;Mannen;Hbo-, wo-master - partner hbo-, wo-bach.;2014;173
650;Mannen;Hbo-, wo-master - partner hbo-, wo-bach.;2015;174
651;Mannen;Hbo-, wo-master - partner hbo-, wo-bach.;2016;171
652;Mannen;Hbo-, wo-master - partner hbo-, wo-bach.;2017;179
653;Mannen;Hbo-, wo-master - partner hbo-, wo-bach.;2018;189
654;Mannen;Hbo-, wo-master - partner hbo-, wo-bach.;2019;182
655;Mannen;Hbo-, wo-master - partner hbo-, wo-bach.;2020;194
656;Mannen;Hbo-, wo-master - partner hbo-, wo-bach.;2021;208
657;Mannen;Hbo-, wo-master - partner hbo-, wo-bach.;2022;205
658;Mannen;Hbo-, wo-master - partner hbo-, wo-bach.;2023;196
659;Mannen;Hbo-, wo-master - partner hbo-, wo-bach.;2024;217
660;Mannen;Beiden hbo-, wo-master;2013;198
661;Mannen;Beiden hbo-, wo-master;2014;220
662;Mannen;Beiden hbo-, wo-master;2015;230
663;Mannen;Beiden hbo-, wo-master;2016;231
664;Mannen;Beiden hbo-, wo-master;2017;245
665;Mannen;Beiden hbo-, wo-master;2018;260
666;Mannen;Beiden hbo-, wo-master;2019;273
667;Mannen;Beiden hbo-, wo-master;2020;291
668;Mannen;Beiden hbo-, wo-master;2021;320
669;Mannen;Beiden hbo-, wo-master;2022;341
670;Mannen;Beiden hbo-, wo-master;2023;337
671;Mannen;Beiden hbo-, wo-master;2024;352
672;Mannen;Lager onderwijsniveau dan partner;2013;891
673;Mannen;Lager onderwijsniveau dan partner;2014;910
674;Mannen;Lager onderwijsniveau dan partner;2015;931
675;Mannen;Lager onderwijsniveau dan partner;2016;929
676;Mannen;Lager onderwijsniveau dan partner;2017;944
677;Mannen;Lager onderwijsniveau dan partner;2018;960
678;Mannen;Lager onderwijsniveau dan partner;2019;945
679;Mannen;Lager onderwijsniveau dan partner;2020;955
680;Mannen;Lager onderwijsniveau dan partner;2021;937
681;Mannen;Lager onderwijsniveau dan partner;2022;914
682;Mannen;Lager onderwijsniveau dan partner;2023;933
683;Mannen;Lager onderwijsniveau dan partner;2024;957
684;Mannen;Gelijk onderwijsniveau;2013;1511
685;Mannen;Gelijk onderwijsniveau;2014;1540
686;Mannen;Gelijk onderwijsniveau;2015;1547
687;Mannen;Gelijk onderwijsniveau;2016;1547
688;Mannen;Gelijk onderwijsniveau;2017;1548
689;Mannen;Gelijk onderwijsniveau;2018;1543
690;Mannen;Gelijk onderwijsniveau;2019;1564
691;Mannen;Gelijk onderwijsniveau;2020;1595
692;Mannen;Gelijk onderwijsniveau;2021;1439
693;Mannen;Gelijk onderwijsniveau;2022;1398
694;Mannen;Gelijk onderwijsniveau;2023;1411
695;Mannen;Gelijk onderwijsniveau;2024;1379
696;Mannen;Hoger onderwijsniveau dan partner;2013;1258
697;Mannen;Hoger onderwijsniveau dan partner;2014;1226
698;Mannen;Hoger onderwijsniveau dan partner;2015;1215
699;Mannen;Hoger onderwijsniveau dan partner;2016;1177
700;Mannen;Hoger onderwijsniveau dan partner;2017;1160
701;Mannen;Hoger onderwijsniveau dan partner;2018;1154
702;Mannen;Hoger onderwijsniveau dan partner;2019;1129
703;Mannen;Hoger onderwijsniveau dan partner;2020;1124
704;Mannen;Hoger onderwijsniveau dan partner;2021;1067
705;Mannen;Hoger onderwijsniveau dan partner;2022;1040
706;Mannen;Hoger onderwijsniveau dan partner;2023;994
707;Mannen;Hoger onderwijsniveau dan partner;2024;1006
708;Mannen;Onderwijsniveau onbekend;2013;117
709;Mannen;Onderwijsniveau onbekend;2014;89
710;Mannen;Onderwijsniveau onbekend;2015;86
711;Mannen;Onderwijsniveau onbekend;2016;102
712;Mannen;Onderwijsniveau onbekend;2017;113
713;Mannen;Onderwijsniveau onbekend;2018;106
714;Mannen;Onderwijsniveau onbekend;2019;113
715;Mannen;Onderwijsniveau onbekend;2020;116
716;Mannen;Onderwijsniveau onbekend;2021;343
717;Mannen;Onderwijsniveau onbekend;2022;394
718;Mannen;Onderwijsniveau onbekend;2023;414
719;Mannen;Onderwijsniveau onbekend;2024;405
720;Vrouwen;Totaal;2013;3760
721;Vrouwen;Totaal;2014;3745
722;Vrouwen;Totaal;2015;3759
723;Vrouwen;Totaal;2016;3751
724;Vrouwen;Totaal;2017;3753
725;Vrouwen;Totaal;2018;3747
726;Vrouwen;Totaal;2019;3738
727;Vrouwen;Totaal;2020;3767
728;Vrouwen;Totaal;2021;3842
729;Vrouwen;Totaal;2022;3828
730;Vrouwen;Totaal;2023;3832
731;Vrouwen;Totaal;2024;3832
732;Vrouwen;Beiden basisonderwijs;2013;80
733;Vrouwen;Beiden basisonderwijs;2014;70
734;Vrouwen;Beiden basisonderwijs;2015;71
735;Vrouwen;Beiden basisonderwijs;2016;67
736;Vrouwen;Beiden basisonderwijs;2017;69
737;Vrouwen;Beiden basisonderwijs;2018;64
738;Vrouwen;Beiden basisonderwijs;2019;61
739;Vrouwen;Beiden basisonderwijs;2020;62
