ID;RegioS;Inkomensbron;AantalHuishoudens_1;GemiddBesteedbInkomenPerHuishouden_2
437;Utrecht (SG);Winst;20.3;34.7
438;Utrecht (SG);Werkloosheid,bijstand,arbeidsongeschikt;21.1;16.6
439;Utrecht (SG);Pensioen;49.3;24.5
440;Amsterdam (SG);Totaal particulier huishouden;650.7;27.8
441;Amsterdam (SG);Loon;371.4;32.1
442;Amsterdam (SG);Winst;64.0;28.8
443;Amsterdam (SG);Werkloosheid,bijstand,arbeidsongeschikt;80.2;15.5
444;Amsterdam (SG);Pensioen;126.8;22.3
445;Haarlem (SG);Totaal particulier huishouden;175.1;30.7
446;Haarlem (SG);Loon;94.8;34.9
447;Haarlem (SG);Winst;16.0;34.8
448;Haarlem (SG);Werkloosheid,bijstand,arbeidsongeschikt;14.0;17.4
449;Haarlem (SG);Pensioen;47.9;24.8
450;Leiden (SG);Totaal particulier huishouden;133.1;31.7
451;Leiden (SG);Loon;79.3;35.3
452;Leiden (SG);Winst;12.4;36.7
453;Leiden (SG);Werkloosheid,bijstand,arbeidsongeschikt;8.6;16.7
454;Leiden (SG);Pensioen;30.9;24.8
455;'s-Gravenhage (SG);Totaal particulier huishouden;426.2;28.9
456;'s-Gravenhage (SG);Loon;237.9;32.9
457;'s-Gravenhage (SG);Winst;36.8;32.2
458;'s-Gravenhage (SG);Werkloosheid,bijstand,arbeidsongeschikt;43.6;15.8
459;'s-Gravenhage (SG);Pensioen;102.9;24.0
460;Rotterdam (SG);Totaal particulier huishouden;523.1;27.1
461;Rotterdam (SG);Loon;285.4;31.7
462;Rotterdam (SG);Winst;36.8;31.2
463;Rotterdam (SG);Werkloosheid,bijstand,arbeidsongeschikt;66.9;15.5
464;Rotterdam (SG);Pensioen;127.8;21.5
465;Dordrecht (SG);Totaal particulier huishouden;118.8;29.0
466;Dordrecht (SG);Loon;67.8;33.1
467;Dordrecht (SG);Winst;8.8;34.0
468;Dordrecht (SG);Werkloosheid,bijstand,arbeidsongeschikt;10.0;16.1
469;Dordrecht (SG);Pensioen;31.0;22.6
470;Breda (SG);Totaal particulier huishouden;126.3;29.9
471;Breda (SG);Loon;72.1;34.0
472;Breda (SG);Winst;11.1;33.4
473;Breda (SG);Werkloosheid,bijstand,arbeidsongeschikt;10.4;17.4
474;Breda (SG);Pensioen;31.4;23.1
475;Tilburg (SG);Totaal particulier huishouden;116.0;28.6
476;Tilburg (SG);Loon;67.1;32.6
477;Tilburg (SG);Winst;9.7;31.8
478;Tilburg (SG);Werkloosheid,bijstand,arbeidsongeschikt;10.7;17.0
479;Tilburg (SG);Pensioen;27.0;22.2
480;'s-Hertogenbosch (SG);Totaal particulier huishouden;78.0;30.1
481;'s-Hertogenbosch (SG);Loon;43.9;34.4
482;'s-Hertogenbosch (SG);Winst;7.7;31.9
483;'s-Hertogenbosch (SG);Werkloosheid,bijstand,arbeidsongeschikt;6.9;17.4
484;'s-Hertogenbosch (SG);Pensioen;18.3;24.0
485;Eindhoven (SG);Totaal particulier huishouden;171.0;29.2
486;Eindhoven (SG);Loon;95.1;33.2
487;Eindhoven (SG);Winst;13.9;30.8
488;Eindhoven (SG);Werkloosheid,bijstand,arbeidsongeschikt;16.0;16.7
489;Eindhoven (SG);Pensioen;44.0;24.7
490;Geleen/Sittard (SG);Totaal particulier huishouden;65.4;28.5
491;Geleen/Sittard (SG);Loon;34.2;33.5
492;Geleen/Sittard (SG);Winst;4.7;31.5
493;Geleen/Sittard (SG);Werkloosheid,bijstand,arbeidsongeschikt;7.5;17.9
494;Geleen/Sittard (SG);Pensioen;18.1;23.1
495;Heerlen (SG);Totaal particulier huishouden;114.7;26.2
496;Heerlen (SG);Loon;57.4;31.2
497;Heerlen (SG);Winst;7.5;28.9
498;Heerlen (SG);Werkloosheid,bijstand,arbeidsongeschikt;15.5;16.3
499;Heerlen (SG);Pensioen;33.0;21.8
500;Maastricht (SG);Totaal particulier huishouden;77.3;27.9
501;Maastricht (SG);Loon;39.5;32.7
502;Maastricht (SG);Winst;6.5;31.4
503;Maastricht (SG);Werkloosheid,bijstand,arbeidsongeschikt;8.8;16.8
504;Maastricht (SG);Pensioen;21.3;22.8
505;Appingedam;Totaal particulier huishouden;5.5;25.6
506;Appingedam;Loon;2.8;30.1
507;Appingedam;Winst;0.3;30.9
508;Appingedam;Werkloosheid,bijstand,arbeidsongeschikt;0.5;15.9
509;Appingedam;Pensioen;1.8;20.7
510;Bedum;Totaal particulier huishouden;4.1;28.7
511;Bedum;Loon;2.4;31.8
512;Bedum;Winst;0.4;30.7
513;Bedum;Werkloosheid,bijstand,arbeidsongeschikt;0.2;19.0
514;Bedum;Pensioen;0.9;22.0
515;Bellingwedde;Totaal particulier huishouden;4.2;25.3
516;Bellingwedde;Loon;1.8;30.3
517;Bellingwedde;Winst;0.6;28.2
518;Bellingwedde;Werkloosheid,bijstand,arbeidsongeschikt;0.5;17.3
519;Bellingwedde;Pensioen;1.2;19.6
520;Ten Boer;Totaal particulier huishouden;2.7;28.2
521;Ten Boer;Loon;1.5;33.0
522;Ten Boer;Winst;0.4;25.1
523;Ten Boer;Werkloosheid,bijstand,arbeidsongeschikt;0.2;16.6
524;Ten Boer;Pensioen;0.6;20.9
525;Delfzijl;Totaal particulier huishouden;12.1;26.0
526;Delfzijl;Loon;5.8;30.3
527;Delfzijl;Winst;1.0;30.3
528;Delfzijl;Werkloosheid,bijstand,arbeidsongeschikt;1.5;16.4
529;Delfzijl;Pensioen;3.7;22.5
530;Groningen (gemeente);Totaal particulier huishouden;77.9;24.5
531;Groningen (gemeente);Loon;44.2;27.9
532;Groningen (gemeente);Winst;5.8;28.0
533;Groningen (gemeente);Werkloosheid,bijstand,arbeidsongeschikt;10.7;14.0
534;Groningen (gemeente);Pensioen;15.8;21.2
535;Grootegast;Totaal particulier huishouden;4.4;26.8
536;Grootegast;Loon;2.4;30.5
537;Grootegast;Winst;0.7;28.5
538;Grootegast;Werkloosheid,bijstand,arbeidsongeschikt;0.3;19.8
539;Grootegast;Pensioen;1.1;19.4
540;Haren;Totaal particulier huishouden;8.1;33.9
541;Haren;Loon;3.8;37.4
542;Haren;Winst;0.9;39.5
543;Haren;Werkloosheid,bijstand,arbeidsongeschikt;0.4;19.0
544;Haren;Pensioen;2.8;28.9
545;Hoogezand-Sappemeer;Totaal particulier huishouden;14.5;25.4
546;Hoogezand-Sappemeer;Loon;7.4;29.8
547;Hoogezand-Sappemeer;Winst;0.9;32.2
548;Hoogezand-Sappemeer;Werkloosheid,bijstand,arbeidsongeschikt;2.0;16.0
549;Hoogezand-Sappemeer;Pensioen;3.9;20.3
550;Leek;Totaal particulier huishouden;7.5;27.9
551;Leek;Loon;4.2;31.8
552;Leek;Winst;0.8;28.3
553;Leek;Werkloosheid,bijstand,arbeidsongeschikt;0.5;18.7
554;Leek;Pensioen;2.0;21.7
555;Loppersum;Totaal particulier huishouden;4.4;26.8
556;Loppersum;Loon;2.2;31.5
557;Loppersum;Winst;0.7;27.4
558;Loppersum;Werkloosheid,bijstand,arbeidsongeschikt;0.3;18.1
559;Loppersum;Pensioen;1.1;19.8
560;Marum;Totaal particulier huishouden;3.9;28.2
561;Marum;Loon;2.1;31.4
562;Marum;Winst;0.5;32.0
563;Marum;Werkloosheid,bijstand,arbeidsongeschikt;0.4;18.2
564;Marum;Pensioen;0.9;20.7
565;Almere;Totaal particulier huishouden;66.1;29.6
566;Almere;Loon;44.9;33.0
567;Almere;Winst;5.2;28.7
568;Almere;Werkloosheid,bijstand,arbeidsongeschikt;6.1;16.9
569;Almere;Pensioen;9.5;22.5
570;Stadskanaal;Totaal particulier huishouden;14.2;25.2
571;Stadskanaal;Loon;6.9;29.8
572;Stadskanaal;Winst;1.2;30.6
573;Stadskanaal;Werkloosheid,bijstand,arbeidsongeschikt;1.7;17.3
574;Stadskanaal;Pensioen;4.2;19.6
575;Scheemda;Totaal particulier huishouden;5.8;26.3
576;Scheemda;Loon;3.0;31.1
577;Scheemda;Winst;0.5;26.6
578;Scheemda;Werkloosheid,bijstand,arbeidsongeschikt;0.5;18.8
579;Scheemda;Pensioen;1.6;19.9
580;Slochteren;Totaal particulier huishouden;5.8;28.9
581;Slochteren;Loon;3.3;32.9
582;Slochteren;Winst;0.7;31.0
583;Slochteren;Werkloosheid,bijstand,arbeidsongeschikt;0.3;18.6
584;Slochteren;Pensioen;1.4;20.5
585;Veendam;Totaal particulier huishouden;11.9;26.2
586;Veendam;Loon;6.3;31.0
587;Veendam;Winst;0.7;31.2
588;Veendam;Werkloosheid,bijstand,arbeidsongeschikt;1.4;16.9
589;Veendam;Pensioen;3.3;20.5
590;Vlagtwedde;Totaal particulier huishouden;7.0;24.6
591;Vlagtwedde;Loon;3.2;29.8
592;Vlagtwedde;Winst;0.8;23.8
593;Vlagtwedde;Werkloosheid,bijstand,arbeidsongeschikt;0.6;18.5
594;Vlagtwedde;Pensioen;2.2;19.2
595;Zeewolde;Totaal particulier huishouden;7.0;30.8
596;Zeewolde;Loon;4.5;33.3
597;Zeewolde;Winst;1.0;31.7
598;Zeewolde;Werkloosheid,bijstand,arbeidsongeschikt;0.5;17.5
599;Zeewolde;Pensioen;1.0;25.3
600;Skarsterlân;Totaal particulier huishouden;10.5;29.2
601;Skarsterlân;Loon;5.4;32.7
602;Skarsterlân;Winst;1.6;32.7
603;Skarsterlân;Werkloosheid,bijstand,arbeidsongeschikt;0.6;18.0
604;Skarsterlân;Pensioen;2.7;22.5
605;Winschoten;Totaal particulier huishouden;8.4;24.4
606;Winschoten;Loon;4.1;29.3
607;Winschoten;Winst;0.5;23.2
608;Winschoten;Werkloosheid,bijstand,arbeidsongeschikt;1.0;17.0
609;Winschoten;Pensioen;2.7;19.8
610;Winsum;Totaal particulier huishouden;5.6;27.7
611;Winsum;Loon;3.1;32.1
612;Winsum;Winst;0.7;26.2
613;Winsum;Werkloosheid,bijstand,arbeidsongeschikt;0.4;13.7
614;Winsum;Pensioen;1.2;22.3
615;Boarnsterhim;Totaal particulier huishouden;7.8;27.9
616;Boarnsterhim;Loon;4.1;31.9
617;Boarnsterhim;Winst;1.3;28.3
618;Boarnsterhim;Werkloosheid,bijstand,arbeidsongeschikt;0.5;16.5
619;Boarnsterhim;Pensioen;1.8;21.4
620;Zuidhorn;Totaal particulier huishouden;6.8;29.4
621;Zuidhorn;Loon;3.8;32.9
622;Zuidhorn;Winst;1.0;30.3
623;Zuidhorn;Werkloosheid,bijstand,arbeidsongeschikt;0.3;18.6
624;Zuidhorn;Pensioen;1.6;23.3
625;Dongeradeel;Totaal particulier huishouden;10.0;25.4
626;Dongeradeel;Loon;5.1;29.2
627;Dongeradeel;Winst;1.2;27.4
628;Dongeradeel;Werkloosheid,bijstand,arbeidsongeschikt;0.9;17.2
629;Dongeradeel;Pensioen;2.7;20.0
630;Achtkarspelen;Totaal particulier huishouden;10.9;26.8
631;Achtkarspelen;Loon;5.6;30.6
632;Achtkarspelen;Winst;1.2;33.7
633;Achtkarspelen;Werkloosheid,bijstand,arbeidsongeschikt;1.2;17.6
634;Achtkarspelen;Pensioen;2.7;20.1
635;Ameland;Totaal particulier huishouden;1.4;26.8
636;Ameland;Loon;0.7;27.0
637;Ameland;Winst;0.3;31.8
638;Ameland;Werkloosheid,bijstand,arbeidsongeschikt;0.1;19.1
639;Ameland;Pensioen;0.3;20.8
640;het Bildt;Totaal particulier huishouden;4.3;26.6
641;het Bildt;Loon;2.2;29.6
642;het Bildt;Winst;0.5;33.5
643;het Bildt;Werkloosheid,bijstand,arbeidsongeschikt;0.4;18.6
644;het Bildt;Pensioen;1.1;20.4
645;Bolsward;Totaal particulier huishouden;4.0;26.2
646;Bolsward;Loon;2.1;29.7
647;Bolsward;Winst;0.4;30.0
648;Bolsward;Werkloosheid,bijstand,arbeidsongeschikt;0.3;16.3
649;Bolsward;Pensioen;1.1;20.7
650;Dantumadeel;Totaal particulier huishouden;7.4;26.8
651;Dantumadeel;Loon;3.7;31.0
652;Dantumadeel;Winst;0.9;31.5
653;Dantumadeel;Werkloosheid,bijstand,arbeidsongeschikt;0.6;18.0
654;Dantumadeel;Pensioen;2.0;20.2
655;Franekeradeel;Totaal particulier huishouden;8.5;25.5
656;Franekeradeel;Loon;4.6;29.4
657;Franekeradeel;Winst;0.9;27.8
658;Franekeradeel;Werkloosheid,bijstand,arbeidsongeschikt;0.8;15.2
659;Franekeradeel;Pensioen;2.0;20.5
660;Harlingen;Totaal particulier huishouden;6.7;25.4
661;Harlingen;Loon;3.5;29.4
662;Harlingen;Winst;0.7;27.5
663;Harlingen;Werkloosheid,bijstand,arbeidsongeschikt;0.8;16.2
664;Harlingen;Pensioen;1.6;20.3
665;Heerenveen;Totaal particulier huishouden;18.4;27.4
666;Heerenveen;Loon;9.6;31.1
667;Heerenveen;Winst;1.7;33.0
668;Heerenveen;Werkloosheid,bijstand,arbeidsongeschikt;1.5;16.7
669;Heerenveen;Pensioen;5.3;22.6
670;Kollumerland en Nieuwkruisland;Totaal particulier huishouden;5.1;25.9
671;Kollumerland en Nieuwkruisland;Loon;2.6;29.5
672;Kollumerland en Nieuwkruisland;Winst;0.7;29.7
673;Kollumerland en Nieuwkruisland;Werkloosheid,bijstand,arbeidsongeschikt;0.4;17.0
674;Kollumerland en Nieuwkruisland;Pensioen;1.3;20.2
675;Leeuwarden;Totaal particulier huishouden;40.5;24.8
676;Leeuwarden;Loon;21.5;28.1
677;Leeuwarden;Winst;2.8;29.1
678;Leeuwarden;Werkloosheid,bijstand,arbeidsongeschikt;5.5;14.6
679;Leeuwarden;Pensioen;10.1;22.7
680;Leeuwarderadeel;Totaal particulier huishouden;3.9;29.7
681;Leeuwarderadeel;Loon;2.3;33.2
682;Leeuwarderadeel;Winst;0.4;31.6
683;Leeuwarderadeel;Werkloosheid,bijstand,arbeidsongeschikt;0.3;19.6
684;Leeuwarderadeel;Pensioen;0.9;23.4
685;Lemsterland;Totaal particulier huishouden;5.4;27.6
686;Lemsterland;Loon;2.7;31.2
687;Lemsterland;Winst;0.9;29.5
688;Lemsterland;Werkloosheid,bijstand,arbeidsongeschikt;0.5;17.6
689;Lemsterland;Pensioen;1.3;22.5
690;Menaldumadeel;Totaal particulier huishouden;5.5;28.1
691;Menaldumadeel;Loon;3.1;32.6
692;Menaldumadeel;Winst;0.7;27.7
693;Menaldumadeel;Werkloosheid,bijstand,arbeidsongeschikt;0.3;17.4
694;Menaldumadeel;Pensioen;1.3;20.2
695;Ooststellingwerf;Totaal particulier huishouden;11.0;26.3
696;Ooststellingwerf;Loon;5.5;30.5
697;Ooststellingwerf;Winst;1.5;27.3
698;Ooststellingwerf;Werkloosheid,bijstand,arbeidsongeschikt;0.8;17.4
699;Ooststellingwerf;Pensioen;3.1;20.9
700;Opsterland;Totaal particulier huishouden;11.6;27.9
701;Opsterland;Loon;6.0;31.5
702;Opsterland;Winst;1.6;31.3
703;Opsterland;Werkloosheid,bijstand,arbeidsongeschikt;0.8;18.1
704;Opsterland;Pensioen;3.1;21.7
705;Schiermonnikoog;Totaal particulier huishouden;0.5;23.4
706;Schiermonnikoog;Loon;0.2;24.7
707;Schiermonnikoog;Winst;0.1;18.9
708;Schiermonnikoog;Werkloosheid,bijstand,arbeidsongeschikt;;
709;Schiermonnikoog;Pensioen;0.2;24.9
710;Smallingerland;Totaal particulier huishouden;22.4;26.7
711;Smallingerland;Loon;11.9;30.2
712;Smallingerland;Winst;1.8;32.6
713;Smallingerland;Werkloosheid,bijstand,arbeidsongeschikt;2.4;16.9
714;Smallingerland;Pensioen;6.1;22.3
715;Sneek;Totaal particulier huishouden;14.1;26.2
716;Sneek;Loon;7.4;29.4
717;Sneek;Winst;1.3;31.5
718;Sneek;Werkloosheid,bijstand,arbeidsongeschikt;1.4;16.1
719;Sneek;Pensioen;3.8;22.2
720;Terschelling;Totaal particulier huishouden;2.1;27.9
721;Terschelling;Loon;0.9;29.7
722;Terschelling;Winst;0.4;32.0
723;Terschelling;Werkloosheid,bijstand,arbeidsongeschikt;0.1;17.2
724;Terschelling;Pensioen;0.6;24.4
725;Vlieland;Totaal particulier huishouden;0.5;26.2
726;Vlieland;Loon;0.3;26.0
727;Vlieland;Winst;0.1;32.2
728;Vlieland;Werkloosheid,bijstand,arbeidsongeschikt;;
729;Vlieland;Pensioen;0.1;22.9
730;Weststellingwerf;Totaal particulier huishouden;10.9;26.0
731;Weststellingwerf;Loon;5.1;29.5
732;Weststellingwerf;Winst;1.4;29.5
733;Weststellingwerf;Werkloosheid,bijstand,arbeidsongeschikt;0.9;17.5
734;Weststellingwerf;Pensioen;3.2;21.1
735;Nijefurd;Totaal particulier huishouden;4.5;26.3
736;Nijefurd;Loon;1.8;30.4
737;Nijefurd;Winst;0.9;29.8
738;Nijefurd;Werkloosheid,bijstand,arbeidsongeschikt;0.3;16.7
739;Nijefurd;Pensioen;1.4;21.0
740;Assen;Totaal particulier huishouden;25.7;27.5
741;Assen;Loon;14.8;31.0
742;Assen;Winst;1.7;30.3
743;Assen;Werkloosheid,bijstand,arbeidsongeschikt;2.6;16.1
744;Assen;Pensioen;6.1;23.6
745;Coevorden;Totaal particulier huishouden;14.8;27.2
746;Coevorden;Loon;7.5;31.6
747;Coevorden;Winst;1.7;27.6
748;Coevorden;Werkloosheid,bijstand,arbeidsongeschikt;1.2;18.2
749;Coevorden;Pensioen;4.3;21.9
750;Emmen;Totaal particulier huishouden;44.7;26.3
751;Emmen;Loon;22.8;30.7
752;Emmen;Winst;4.2;27.9
753;Emmen;Werkloosheid,bijstand,arbeidsongeschikt;4.9;17.4
754;Emmen;Pensioen;12.4;21.0
755;Hoogeveen;Totaal particulier huishouden;21.6;27.6
756;Hoogeveen;Loon;11.3;31.4
757;Hoogeveen;Winst;1.9;30.9
758;Hoogeveen;Werkloosheid,bijstand,arbeidsongeschikt;2.2;18.5
759;Hoogeveen;Pensioen;5.9;21.9
760;Meppel;Totaal particulier huishouden;12.9;27.9
761;Meppel;Loon;7.3;31.3
762;Meppel;Winst;1.1;31.2
763;Meppel;Werkloosheid,bijstand,arbeidsongeschikt;1.1;18.8
764;Meppel;Pensioen;3.2;22.6
765;Littenseradiel;Totaal particulier huishouden;4.1;28.3
766;Littenseradiel;Loon;2.1;32.6
767;Littenseradiel;Winst;0.8;28.4
768;Littenseradiel;Werkloosheid,bijstand,arbeidsongeschikt;0.2;19.1
769;Littenseradiel;Pensioen;0.9;20.5
770;Almelo;Totaal particulier huishouden;29.8;26.1
771;Almelo;Loon;15.6;30.2
772;Almelo;Winst;2.3;30.6
773;Almelo;Werkloosheid,bijstand,arbeidsongeschikt;3.8;17.3
774;Almelo;Pensioen;7.5;21.4
775;Bathmen;Totaal particulier huishouden;2.1;33.4
776;Bathmen;Loon;1.1;37.7
777;Bathmen;Winst;0.3;34.0
778;Bathmen;Werkloosheid,bijstand,arbeidsongeschikt;;
779;Bathmen;Pensioen;0.6;26.5
780;Borne;Totaal particulier huishouden;8.0;30.7
781;Borne;Loon;4.6;34.7
782;Borne;Winst;0.9;34.5
783;Borne;Werkloosheid,bijstand,arbeidsongeschikt;0.5;19.0
784;Borne;Pensioen;2.1;23.1
785;Dalfsen;Totaal particulier huishouden;9.6;31.5
786;Dalfsen;Loon;5.1;35.5
787;Dalfsen;Winst;1.5;33.8
788;Dalfsen;Werkloosheid,bijstand,arbeidsongeschikt;0.4;20.4
789;Dalfsen;Pensioen;2.5;23.0
790;Deventer;Totaal particulier huishouden;36.9;26.9
791;Deventer;Loon;21.7;29.8
792;Deventer;Winst;2.5;32.6
793;Deventer;Werkloosheid,bijstand,arbeidsongeschikt;3.6;16.8
794;Deventer;Pensioen;8.6;22.4
795;Enschede;Totaal particulier huishouden;63.0;25.1
796;Enschede;Loon;33.6;28.9
797;Enschede;Winst;4.3;29.2
798;Enschede;Werkloosheid,bijstand,arbeidsongeschikt;8.6;16.3
799;Enschede;Pensioen;15.5;21.0
800;Haaksbergen;Totaal particulier huishouden;9.2;29.8
801;Haaksbergen;Loon;5.2;34.1
802;Haaksbergen;Winst;1.0;31.0
803;Haaksbergen;Werkloosheid,bijstand,arbeidsongeschikt;0.6;20.0
804;Haaksbergen;Pensioen;2.3;22.4
805;Hardenberg;Totaal particulier huishouden;20.9;28.9
806;Hardenberg;Loon;11.7;32.8
807;Hardenberg;Winst;2.6;30.5
808;Hardenberg;Werkloosheid,bijstand,arbeidsongeschikt;1.3;21.5
809;Hardenberg;Pensioen;5.1;21.4
810;Hellendoorn;Totaal particulier huishouden;13.6;29.4
811;Hellendoorn;Loon;7.7;33.7
812;Hellendoorn;Winst;1.3;31.5
813;Hellendoorn;Werkloosheid,bijstand,arbeidsongeschikt;0.7;18.4
814;Hellendoorn;Pensioen;3.6;22.0
815;Hengelo (O.);Totaal particulier huishouden;34.5;27.4
816;Hengelo (O.);Loon;19.4;30.8
817;Hengelo (O.);Winst;2.4;32.0
818;Hengelo (O.);Werkloosheid,bijstand,arbeidsongeschikt;3.1;16.8
819;Hengelo (O.);Pensioen;9.2;22.4
820;Kampen;Totaal particulier huishouden;18.6;27.3
821;Kampen;Loon;10.5;31.1
822;Kampen;Winst;1.9;31.8
823;Kampen;Werkloosheid,bijstand,arbeidsongeschikt;1.4;17.3
824;Kampen;Pensioen;4.5;20.3
825;Losser;Totaal particulier huishouden;8.3;29.3
826;Losser;Loon;4.6;34.4
827;Losser;Winst;0.8;30.7
828;Losser;Werkloosheid,bijstand,arbeidsongeschikt;0.7;19.4
829;Losser;Pensioen;2.1;21.4
830;Noordoostpolder;Totaal particulier huishouden;17.7;26.7
831;Noordoostpolder;Loon;9.4;30.4
832;Noordoostpolder;Winst;2.7;27.4
833;Noordoostpolder;Werkloosheid,bijstand,arbeidsongeschikt;1.2;16.5
834;Noordoostpolder;Pensioen;4.2;21.2
835;Oldenzaal;Totaal particulier huishouden;12.7;29.0
836;Oldenzaal;Loon;7.1;33.2
837;Oldenzaal;Winst;0.9;31.4
838;Oldenzaal;Werkloosheid,bijstand,arbeidsongeschikt;1.1;18.3
839;Oldenzaal;Pensioen;3.4;22.7
840;Ommen;Totaal particulier huishouden;6.3;30.6
841;Ommen;Loon;3.3;34.6
842;Ommen;Winst;0.9;31.8
843;Ommen;Werkloosheid,bijstand,arbeidsongeschikt;0.3;20.7
844;Ommen;Pensioen;1.8;23.5
845;Raalte;Totaal particulier huishouden;14.0;29.5
846;Raalte;Loon;8.2;33.6
847;Raalte;Winst;1.5;29.7
848;Raalte;Werkloosheid,bijstand,arbeidsongeschikt;0.7;17.7
849;Raalte;Pensioen;3.4;22.0
850;Staphorst;Totaal particulier huishouden;4.8;32.0
851;Staphorst;Loon;2.7;35.0
852;Staphorst;Winst;0.9;35.9
853;Staphorst;Werkloosheid,bijstand,arbeidsongeschikt;0.1;20.3
854;Staphorst;Pensioen;1.0;21.8
855;Tubbergen;Totaal particulier huishouden;6.7;32.4
856;Tubbergen;Loon;3.7;36.6
857;Tubbergen;Winst;1.3;34.7
858;Tubbergen;Werkloosheid,bijstand,arbeidsongeschikt;0.3;22.0
859;Tubbergen;Pensioen;1.4;21.9
860;Urk;Totaal particulier huishouden;4.6;31.5
861;Urk;Loon;2.6;34.0
862;Urk;Winst;1.0;36.7
863;Urk;Werkloosheid,bijstand,arbeidsongeschikt;0.2;20.7
864;Urk;Pensioen;0.8;19.5
865;Wierden;Totaal particulier huishouden;8.3;32.0
866;Wierden;Loon;4.8;35.5
867;Wierden;Winst;0.9;37.2
868;Wierden;Werkloosheid,bijstand,arbeidsongeschikt;0.4;21.0
869;Wierden;Pensioen;2.1;22.4
870;Zwolle;Totaal particulier huishouden;46.7;28.3
871;Zwolle;Loon;28.4;31.4
872;Zwolle;Winst;2.9;34.9
873;Zwolle;Werkloosheid,bijstand,arbeidsongeschikt;4.5;15.9
874;Zwolle;Pensioen;10.3;23.6
875;Rijnwaarden;Totaal particulier huishouden;4.4;27.6
876;Rijnwaarden;Loon;2.5;31.7
877;Rijnwaarden;Winst;0.4;28.5
878;Rijnwaarden;Werkloosheid,bijstand,arbeidsongeschikt;0.4;18.2
879;Rijnwaarden;Pensioen;1.0;20.3
880;Aalten;Totaal particulier huishouden;7.2;28.0
881;Aalten;Loon;3.9;32.1
882;Aalten;Winst;0.9;30.5
883;Aalten;Werkloosheid,bijstand,arbeidsongeschikt;0.3;20.7
884;Aalten;Pensioen;2.0;20.0
885;Angerlo;Totaal particulier huishouden;1.9;31.3
886;Angerlo;Loon;1.2;35.3
887;Angerlo;Winst;0.2;34.0
888;Angerlo;Werkloosheid,bijstand,arbeidsongeschikt;0.1;19.2
889;Angerlo;Pensioen;0.4;21.9
890;Apeldoorn;Totaal particulier huishouden;64.5;29.3
891;Apeldoorn;Loon;36.7;33.2
892;Apeldoorn;Winst;4.7;33.2
893;Apeldoorn;Werkloosheid,bijstand,arbeidsongeschikt;5.1;17.3
894;Apeldoorn;Pensioen;17.1;23.7
895;Arnhem;Totaal particulier huishouden;63.6;25.6
896;Arnhem;Loon;35.1;29.2
897;Arnhem;Winst;4.8;28.9
898;Arnhem;Werkloosheid,bijstand,arbeidsongeschikt;9.2;15.3
899;Arnhem;Pensioen;13.4;22.6
900;Barneveld;Totaal particulier huishouden;16.9;31.8
901;Barneveld;Loon;9.7;34.5
902;Barneveld;Winst;2.5;36.5
903;Barneveld;Werkloosheid,bijstand,arbeidsongeschikt;0.8;18.2
904;Barneveld;Pensioen;3.7;23.5
905;Bergh;Totaal particulier huishouden;7.2;29.1
906;Bergh;Loon;3.9;32.7
907;Bergh;Winst;0.8;34.5
908;Bergh;Werkloosheid,bijstand,arbeidsongeschikt;0.6;19.0
909;Bergh;Pensioen;1.8;21.7
910;Beuningen;Totaal particulier huishouden;9.5;31.4
911;Beuningen;Loon;6.0;35.1
912;Beuningen;Winst;1.0;35.0
913;Beuningen;Werkloosheid,bijstand,arbeidsongeschikt;0.6;17.6
914;Beuningen;Pensioen;1.9;22.1
915;Borculo;Totaal particulier huishouden;4.0;28.8
916;Borculo;Loon;2.1;33.4
917;Borculo;Winst;0.5;31.2
918;Borculo;Werkloosheid,bijstand,arbeidsongeschikt;0.2;18.8
919;Borculo;Pensioen;1.1;21.8
920;Brummen;Totaal particulier huishouden;8.3;30.7
921;Brummen;Loon;4.5;35.0
922;Brummen;Winst;0.9;34.1
923;Brummen;Werkloosheid,bijstand,arbeidsongeschikt;0.6;19.6
924;Brummen;Pensioen;2.3;24.5
925;Buren;Totaal particulier huishouden;9.7;32.1
926;Buren;Loon;5.5;36.7
927;Buren;Winst;1.6;34.2
928;Buren;Werkloosheid,bijstand,arbeidsongeschikt;0.5;20.3
929;Buren;Pensioen;2.2;21.8
930;Culemborg;Totaal particulier huishouden;10.5;30.8
931;Culemborg;Loon;6.5;35.0
932;Culemborg;Winst;0.9;32.9
933;Culemborg;Werkloosheid,bijstand,arbeidsongeschikt;0.8;16.7
934;Culemborg;Pensioen;2.2;22.1
935;Didam;Totaal particulier huishouden;6.4;30.1
936;Didam;Loon;3.7;34.9
937;Didam;Winst;0.6;29.9
938;Didam;Werkloosheid,bijstand,arbeidsongeschikt;0.6;20.9
939;Didam;Pensioen;1.5;22.7
940;Dinxperlo;Totaal particulier huishouden;3.4;29.3
941;Dinxperlo;Loon;2.0;32.4
942;Dinxperlo;Winst;0.3;37.7
943;Dinxperlo;Werkloosheid,bijstand,arbeidsongeschikt;0.2;17.2
944;Dinxperlo;Pensioen;0.9;22.1
945;Doesburg;Totaal particulier huishouden;4.7;27.5
946;Doesburg;Loon;2.5;31.7
947;Doesburg;Winst;0.4;31.8
948;Doesburg;Werkloosheid,bijstand,arbeidsongeschikt;0.6;18.9
949;Doesburg;Pensioen;1.1;20.9
950;Doetinchem;Totaal particulier huishouden;20.7;28.2
