ID;Geslacht;Leeftijd;Herkomst;BurgerlijkeStaat;SociaaleconomischeCategorie;Perioden;AantalPersonen_1;OpgebouwdeJaarlijkseAanspraken_2;TeBereikenJaarlijkseAanspraken_3;Vervangingspercentage_4;OpgebouwdeJaarlijkseAanspraken_5;TeBereikenJaarlijkseAanspraken_6;Vervangingspercentage_7;Vermogen_8;OpgebouwdeJaarlijkseAanspraken_9;TeBereikenJaarlijkseAanspraken_10;Vervangingspercentage_11
1854;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal allochtonen en autochtonen;Gehuwd;Werknemer;2011;424800;4000.0;9300.0;25.0;2900.0;15900.0;42.0;42.0;6900.0;25200.0;67.0
1855;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal allochtonen en autochtonen;Gehuwd;Werknemer;2012;399400;4000.0;9400.0;24.0;2600.0;15400.0;40.0;38.0;6600.0;24800.0;64.0
1856;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal allochtonen en autochtonen;Gehuwd;Zelfstandige;2005;64800;3500.0;8100.0;27.0;1000.0;1400.0;5.0;73.0;4500.0;9500.0;32.0
1857;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal allochtonen en autochtonen;Gehuwd;Zelfstandige;2006;65250;3500.0;8100.0;23.0;1100.0;1900.0;5.0;72.0;4600.0;10000.0;28.0
1858;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal allochtonen en autochtonen;Gehuwd;Zelfstandige;2007;65100;3600.0;8400.0;23.0;1400.0;2200.0;6.0;73.0;5000.0;10600.0;29.0
1859;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal allochtonen en autochtonen;Gehuwd;Zelfstandige;2008;62950;3800.0;8700.0;23.0;1500.0;2300.0;6.0;72.0;5300.0;11000.0;29.0
1860;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal allochtonen en autochtonen;Gehuwd;Zelfstandige;2009;59700;3900.0;9100.0;25.0;1500.0;1900.0;5.0;63.0;5400.0;11000.0;30.0
1861;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal allochtonen en autochtonen;Gehuwd;Zelfstandige;2010;56050;3900.0;9200.0;23.0;1300.0;1800.0;5.0;61.0;5200.0;11000.0;28.0
1862;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal allochtonen en autochtonen;Gehuwd;Zelfstandige;2011;53000;4000.0;9300.0;23.0;1300.0;1800.0;4.0;58.0;5300.0;11100.0;27.0
1863;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal allochtonen en autochtonen;Gehuwd;Zelfstandige;2012;50400;4000.0;9400.0;24.0;1100.0;1400.0;4.0;55.0;5100.0;10800.0;28.0
1864;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal allochtonen en autochtonen;Gehuwd;Pensioenontvanger;2005;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1865;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal allochtonen en autochtonen;Gehuwd;Pensioenontvanger;2006;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1866;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal allochtonen en autochtonen;Gehuwd;Pensioenontvanger;2007;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1867;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal allochtonen en autochtonen;Gehuwd;Pensioenontvanger;2008;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1868;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal allochtonen en autochtonen;Gehuwd;Pensioenontvanger;2009;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1869;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal allochtonen en autochtonen;Gehuwd;Pensioenontvanger;2010;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1870;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal allochtonen en autochtonen;Gehuwd;Pensioenontvanger;2011;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1871;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal allochtonen en autochtonen;Gehuwd;Pensioenontvanger;2012;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1872;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal allochtonen en autochtonen;Gehuwd;Inactieve;2005;151600;3100.0;7700.0;138.0;700.0;1000.0;18.0;48.0;3800.0;8700.0;156.0
1873;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal allochtonen en autochtonen;Gehuwd;Inactieve;2006;137600;3100.0;7800.0;143.0;700.0;1100.0;20.0;47.0;3800.0;8900.0;163.0
1874;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal allochtonen en autochtonen;Gehuwd;Inactieve;2007;118750;3200.0;8100.0;147.0;700.0;1200.0;22.0;47.0;3900.0;9300.0;169.0
1875;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal allochtonen en autochtonen;Gehuwd;Inactieve;2008;106900;3300.0;8300.0;141.0;800.0;1300.0;22.0;45.0;4100.0;9600.0;163.0
1876;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal allochtonen en autochtonen;Gehuwd;Inactieve;2009;107050;3400.0;8700.0;103.0;800.0;1600.0;20.0;38.0;4200.0;10300.0;123.0
1877;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal allochtonen en autochtonen;Gehuwd;Inactieve;2010;101200;3400.0;8700.0;103.0;800.0;1600.0;18.0;35.0;4200.0;10300.0;121.0
1878;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal allochtonen en autochtonen;Gehuwd;Inactieve;2011;91050;3400.0;8800.0;97.0;700.0;1400.0;16.0;32.0;4100.0;10200.0;113.0
1879;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal allochtonen en autochtonen;Gehuwd;Inactieve;2012;87950;3400.0;8900.0;93.0;600.0;1400.0;14.0;29.0;4000.0;10300.0;107.0
1880;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal allochtonen en autochtonen;Niet gehuwd;Totaal sociaaleconomische categorie;2005;528750;4000.0;9600.0;36.0;2100.0;10000.0;37.0;39.0;6100.0;19600.0;73.0
1881;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal allochtonen en autochtonen;Niet gehuwd;Totaal sociaaleconomische categorie;2006;538900;4100.0;9700.0;33.0;2100.0;11600.0;40.0;40.0;6200.0;21300.0;73.0
1882;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal allochtonen en autochtonen;Niet gehuwd;Totaal sociaaleconomische categorie;2007;549250;4200.0;10000.0;33.0;2600.0;13100.0;43.0;41.0;6800.0;23100.0;76.0
1883;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal allochtonen en autochtonen;Niet gehuwd;Totaal sociaaleconomische categorie;2008;547150;4300.0;10200.0;32.0;2700.0;13700.0;43.0;41.0;7000.0;23900.0;75.0
1884;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal allochtonen en autochtonen;Niet gehuwd;Totaal sociaaleconomische categorie;2009;532750;4500.0;10700.0;33.0;2400.0;12100.0;37.0;35.0;6900.0;22800.0;70.0
1885;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal allochtonen en autochtonen;Niet gehuwd;Totaal sociaaleconomische categorie;2010;515550;4500.0;10800.0;33.0;2200.0;11600.0;36.0;33.0;6700.0;22400.0;69.0
1886;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal allochtonen en autochtonen;Niet gehuwd;Totaal sociaaleconomische categorie;2011;503150;4600.0;11000.0;33.0;2100.0;11600.0;35.0;31.0;6700.0;22600.0;68.0
1887;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal allochtonen en autochtonen;Niet gehuwd;Totaal sociaaleconomische categorie;2012;493300;4600.0;11100.0;33.0;1900.0;11000.0;33.0;28.0;6500.0;22100.0;66.0
1888;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal allochtonen en autochtonen;Niet gehuwd;Werknemer;2005;364000;4100.0;9600.0;30.0;2800.0;14000.0;44.0;45.0;6900.0;23600.0;74.0
1889;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal allochtonen en autochtonen;Niet gehuwd;Werknemer;2006;379800;4100.0;9700.0;28.0;2700.0;15900.0;47.0;46.0;6800.0;25600.0;75.0
1890;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal allochtonen en autochtonen;Niet gehuwd;Werknemer;2007;397050;4200.0;9900.0;28.0;3300.0;17500.0;50.0;46.0;7500.0;27400.0;78.0
1891;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal allochtonen en autochtonen;Niet gehuwd;Werknemer;2008;397900;4300.0;10200.0;28.0;3400.0;18200.0;50.0;45.0;7700.0;28400.0;78.0
1892;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal allochtonen en autochtonen;Niet gehuwd;Werknemer;2009;373500;4500.0;10600.0;28.0;3000.0;16500.0;44.0;39.0;7500.0;27100.0;72.0
1893;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal allochtonen en autochtonen;Niet gehuwd;Werknemer;2010;357650;4600.0;10700.0;28.0;2800.0;16100.0;42.0;37.0;7400.0;26800.0;70.0
1894;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal allochtonen en autochtonen;Niet gehuwd;Werknemer;2011;348650;4600.0;10900.0;28.0;2700.0;16000.0;41.0;34.0;7300.0;26900.0;69.0
1895;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal allochtonen en autochtonen;Niet gehuwd;Werknemer;2012;338700;4700.0;11000.0;28.0;2400.0;15400.0;39.0;31.0;7100.0;26400.0;67.0
1896;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal allochtonen en autochtonen;Niet gehuwd;Zelfstandige;2005;37000;4000.0;9500.0;32.0;900.0;1300.0;4.0;53.0;4900.0;10800.0;36.0
1897;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal allochtonen en autochtonen;Niet gehuwd;Zelfstandige;2006;39600;4100.0;9500.0;27.0;1000.0;1800.0;5.0;55.0;5100.0;11300.0;32.0
1898;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal allochtonen en autochtonen;Niet gehuwd;Zelfstandige;2007;42750;4200.0;9800.0;27.0;1300.0;2100.0;6.0;56.0;5500.0;11900.0;33.0
1899;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal allochtonen en autochtonen;Niet gehuwd;Zelfstandige;2008;43600;4300.0;10100.0;28.0;1400.0;2200.0;6.0;58.0;5700.0;12300.0;34.0
1900;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal allochtonen en autochtonen;Niet gehuwd;Zelfstandige;2009;43950;4400.0;10500.0;30.0;1400.0;1800.0;5.0;51.0;5800.0;12300.0;35.0
1901;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal allochtonen en autochtonen;Niet gehuwd;Zelfstandige;2010;42750;4500.0;10500.0;28.0;1300.0;1700.0;5.0;51.0;5800.0;12200.0;33.0
1902;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal allochtonen en autochtonen;Niet gehuwd;Zelfstandige;2011;42400;4500.0;10700.0;29.0;1200.0;1600.0;4.0;49.0;5700.0;12300.0;33.0
1903;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal allochtonen en autochtonen;Niet gehuwd;Zelfstandige;2012;42050;4500.0;10800.0;30.0;900.0;1300.0;4.0;45.0;5400.0;12100.0;34.0
1904;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal allochtonen en autochtonen;Niet gehuwd;Pensioenontvanger;2005;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1905;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal allochtonen en autochtonen;Niet gehuwd;Pensioenontvanger;2006;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1906;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal allochtonen en autochtonen;Niet gehuwd;Pensioenontvanger;2007;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1907;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal allochtonen en autochtonen;Niet gehuwd;Pensioenontvanger;2008;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1908;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal allochtonen en autochtonen;Niet gehuwd;Pensioenontvanger;2009;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1909;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal allochtonen en autochtonen;Niet gehuwd;Pensioenontvanger;2010;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1910;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal allochtonen en autochtonen;Niet gehuwd;Pensioenontvanger;2011;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1911;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal allochtonen en autochtonen;Niet gehuwd;Pensioenontvanger;2012;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1912;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal allochtonen en autochtonen;Niet gehuwd;Inactieve;2005;127750;3800.0;9700.0;87.0;700.0;1000.0;9.0;16.0;4500.0;10700.0;96.0
1913;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal allochtonen en autochtonen;Niet gehuwd;Inactieve;2006;119500;3900.0;9900.0;89.0;600.0;1200.0;10.0;16.0;4500.0;11100.0;99.0
1914;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal allochtonen en autochtonen;Niet gehuwd;Inactieve;2007;109450;4000.0;10200.0;90.0;700.0;1300.0;12.0;17.0;4700.0;11500.0;102.0
1915;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal allochtonen en autochtonen;Niet gehuwd;Inactieve;2008;105600;4100.0;10400.0;89.0;700.0;1400.0;12.0;19.0;4800.0;11800.0;101.0
1916;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal allochtonen en autochtonen;Niet gehuwd;Inactieve;2009;115300;4400.0;10900.0;78.0;800.0;1800.0;13.0;17.0;5200.0;12700.0;91.0
1917;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal allochtonen en autochtonen;Niet gehuwd;Inactieve;2010;115150;4400.0;11100.0;78.0;800.0;1600.0;12.0;16.0;5200.0;12700.0;90.0
1918;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal allochtonen en autochtonen;Niet gehuwd;Inactieve;2011;112150;4500.0;11300.0;77.0;700.0;1500.0;10.0;14.0;5200.0;12800.0;87.0
1919;Totaal mannen en vrouwen;35 tot 40 jaar;Totaal allochtonen en autochtonen;Niet gehuwd;Inactieve;2012;112550;4500.0;11400.0;76.0;600.0;1400.0;9.0;13.0;5100.0;12800.0;85.0
1920;Totaal mannen en vrouwen;35 tot 40 jaar;Autochtonen;Totaal burgerlijke staat;Totaal sociaaleconomische categorie;2005;1028950;3800.0;8800.0;32.0;2600.0;11200.0;41.0;60.0;6400.0;20000.0;73.0
1921;Totaal mannen en vrouwen;35 tot 40 jaar;Autochtonen;Totaal burgerlijke staat;Totaal sociaaleconomische categorie;2006;1015900;3900.0;8900.0;30.0;2600.0;13000.0;43.0;59.0;6500.0;21900.0;73.0
1922;Totaal mannen en vrouwen;35 tot 40 jaar;Autochtonen;Totaal burgerlijke staat;Totaal sociaaleconomische categorie;2007;992400;4000.0;9200.0;29.0;3100.0;14500.0;46.0;60.0;7100.0;23700.0;75.0
1923;Totaal mannen en vrouwen;35 tot 40 jaar;Autochtonen;Totaal burgerlijke staat;Totaal sociaaleconomische categorie;2008;954150;4200.0;9500.0;29.0;3200.0;15200.0;46.0;57.0;7400.0;24700.0;75.0
1924;Totaal mannen en vrouwen;35 tot 40 jaar;Autochtonen;Totaal burgerlijke staat;Totaal sociaaleconomische categorie;2009;900050;4400.0;10000.0;29.0;3000.0;14700.0;43.0;50.0;7400.0;24700.0;72.0
1925;Totaal mannen en vrouwen;35 tot 40 jaar;Autochtonen;Totaal burgerlijke staat;Totaal sociaaleconomische categorie;2010;845000;4400.0;10100.0;29.0;2900.0;14400.0;42.0;46.0;7300.0;24500.0;71.0
1926;Totaal mannen en vrouwen;35 tot 40 jaar;Autochtonen;Totaal burgerlijke staat;Totaal sociaaleconomische categorie;2011;798050;4500.0;10300.0;29.0;2800.0;14600.0;41.0;42.0;7300.0;24900.0;70.0
1927;Totaal mannen en vrouwen;35 tot 40 jaar;Autochtonen;Totaal burgerlijke staat;Totaal sociaaleconomische categorie;2012;759000;4600.0;10400.0;29.0;2500.0;14100.0;39.0;39.0;7100.0;24500.0;68.0
1928;Totaal mannen en vrouwen;35 tot 40 jaar;Autochtonen;Totaal burgerlijke staat;Werknemer;2005;768150;3800.0;8700.0;28.0;3100.0;14500.0;46.0;62.0;6900.0;23200.0;74.0
1929;Totaal mannen en vrouwen;35 tot 40 jaar;Autochtonen;Totaal burgerlijke staat;Werknemer;2006;768650;3900.0;8900.0;26.0;3100.0;16600.0;49.0;62.0;7000.0;25500.0;75.0
1930;Totaal mannen en vrouwen;35 tot 40 jaar;Autochtonen;Totaal burgerlijke staat;Werknemer;2007;765900;4000.0;9200.0;26.0;3700.0;18200.0;52.0;62.0;7700.0;27400.0;78.0
1931;Totaal mannen en vrouwen;35 tot 40 jaar;Autochtonen;Totaal burgerlijke staat;Werknemer;2008;742750;4200.0;9500.0;26.0;3800.0;19000.0;52.0;58.0;8000.0;28500.0;78.0
1932;Totaal mannen en vrouwen;35 tot 40 jaar;Autochtonen;Totaal burgerlijke staat;Werknemer;2009;689200;4400.0;9900.0;26.0;3500.0;18400.0;49.0;50.0;7900.0;28300.0;75.0
1933;Totaal mannen en vrouwen;35 tot 40 jaar;Autochtonen;Totaal burgerlijke staat;Werknemer;2010;645450;4400.0;10000.0;26.0;3400.0;18200.0;48.0;46.0;7800.0;28200.0;74.0
1934;Totaal mannen en vrouwen;35 tot 40 jaar;Autochtonen;Totaal burgerlijke staat;Werknemer;2011;614900;4500.0;10200.0;26.0;3300.0;18300.0;47.0;42.0;7800.0;28500.0;73.0
1935;Totaal mannen en vrouwen;35 tot 40 jaar;Autochtonen;Totaal burgerlijke staat;Werknemer;2012;581900;4500.0;10300.0;26.0;2900.0;17700.0;45.0;38.0;7400.0;28000.0;71.0
1936;Totaal mannen en vrouwen;35 tot 40 jaar;Autochtonen;Totaal burgerlijke staat;Zelfstandige;2005;86000;3800.0;8700.0;28.0;1000.0;1400.0;5.0;69.0;4800.0;10100.0;33.0
1937;Totaal mannen en vrouwen;35 tot 40 jaar;Autochtonen;Totaal burgerlijke staat;Zelfstandige;2006;87850;3800.0;8800.0;24.0;1100.0;1900.0;5.0;69.0;4900.0;10700.0;29.0
1938;Totaal mannen en vrouwen;35 tot 40 jaar;Autochtonen;Totaal burgerlijke staat;Zelfstandige;2007;89300;4000.0;9100.0;24.0;1400.0;2200.0;6.0;70.0;5400.0;11300.0;30.0
1939;Totaal mannen en vrouwen;35 tot 40 jaar;Autochtonen;Totaal burgerlijke staat;Zelfstandige;2008;87650;4100.0;9400.0;25.0;1600.0;2400.0;6.0;70.0;5700.0;11800.0;31.0
1940;Totaal mannen en vrouwen;35 tot 40 jaar;Autochtonen;Totaal burgerlijke staat;Zelfstandige;2009;83200;4300.0;9800.0;26.0;1600.0;2100.0;6.0;63.0;5900.0;11900.0;32.0
1941;Totaal mannen en vrouwen;35 tot 40 jaar;Autochtonen;Totaal burgerlijke staat;Zelfstandige;2010;78800;4400.0;9900.0;24.0;1500.0;2000.0;5.0;61.0;5900.0;11900.0;29.0
1942;Totaal mannen en vrouwen;35 tot 40 jaar;Autochtonen;Totaal burgerlijke staat;Zelfstandige;2011;74650;4500.0;10100.0;25.0;1500.0;2000.0;5.0;59.0;6000.0;12100.0;30.0
1943;Totaal mannen en vrouwen;35 tot 40 jaar;Autochtonen;Totaal burgerlijke staat;Zelfstandige;2012;71000;4500.0;10200.0;25.0;1200.0;1700.0;4.0;55.0;5700.0;11900.0;29.0
1944;Totaal mannen en vrouwen;35 tot 40 jaar;Autochtonen;Totaal burgerlijke staat;Pensioenontvanger;2005;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1945;Totaal mannen en vrouwen;35 tot 40 jaar;Autochtonen;Totaal burgerlijke staat;Pensioenontvanger;2006;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1946;Totaal mannen en vrouwen;35 tot 40 jaar;Autochtonen;Totaal burgerlijke staat;Pensioenontvanger;2007;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1947;Totaal mannen en vrouwen;35 tot 40 jaar;Autochtonen;Totaal burgerlijke staat;Pensioenontvanger;2008;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1948;Totaal mannen en vrouwen;35 tot 40 jaar;Autochtonen;Totaal burgerlijke staat;Pensioenontvanger;2009;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1949;Totaal mannen en vrouwen;35 tot 40 jaar;Autochtonen;Totaal burgerlijke staat;Pensioenontvanger;2010;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1950;Totaal mannen en vrouwen;35 tot 40 jaar;Autochtonen;Totaal burgerlijke staat;Pensioenontvanger;2011;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1951;Totaal mannen en vrouwen;35 tot 40 jaar;Autochtonen;Totaal burgerlijke staat;Pensioenontvanger;2012;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1952;Totaal mannen en vrouwen;35 tot 40 jaar;Autochtonen;Totaal burgerlijke staat;Inactieve;2005;174800;4000.0;9100.0;109.0;800.0;1200.0;15.0;44.0;4800.0;10300.0;124.0
1953;Totaal mannen en vrouwen;35 tot 40 jaar;Autochtonen;Totaal burgerlijke staat;Inactieve;2006;159400;4000.0;9300.0;111.0;800.0;1400.0;17.0;44.0;4800.0;10700.0;128.0
1954;Totaal mannen en vrouwen;35 tot 40 jaar;Autochtonen;Totaal burgerlijke staat;Inactieve;2007;137200;4200.0;9600.0;111.0;900.0;1600.0;19.0;44.0;5100.0;11200.0;130.0
1955;Totaal mannen en vrouwen;35 tot 40 jaar;Autochtonen;Totaal burgerlijke staat;Inactieve;2008;123750;4400.0;9900.0;106.0;1000.0;1800.0;19.0;43.0;5400.0;11700.0;125.0
1956;Totaal mannen en vrouwen;35 tot 40 jaar;Autochtonen;Totaal burgerlijke staat;Inactieve;2009;127650;4600.0;10500.0;84.0;1200.0;2600.0;21.0;37.0;5800.0;13100.0;105.0
1957;Totaal mannen en vrouwen;35 tot 40 jaar;Autochtonen;Totaal burgerlijke staat;Inactieve;2010;120800;4700.0;10600.0;83.0;1200.0;2500.0;19.0;34.0;5900.0;13100.0;102.0
1958;Totaal mannen en vrouwen;35 tot 40 jaar;Autochtonen;Totaal burgerlijke staat;Inactieve;2011;108500;4800.0;10900.0;78.0;1100.0;2400.0;17.0;30.0;5900.0;13300.0;95.0
1959;Totaal mannen en vrouwen;35 tot 40 jaar;Autochtonen;Totaal burgerlijke staat;Inactieve;2012;106100;4800.0;11100.0;76.0;1000.0;2200.0;15.0;28.0;5800.0;13300.0;91.0
1960;Totaal mannen en vrouwen;35 tot 40 jaar;Autochtonen;Gehuwd;Totaal sociaaleconomische categorie;2005;624650;3600.0;8200.0;30.0;2700.0;11400.0;42.0;70.0;6300.0;19600.0;72.0
1961;Totaal mannen en vrouwen;35 tot 40 jaar;Autochtonen;Gehuwd;Totaal sociaaleconomische categorie;2006;602350;3600.0;8300.0;28.0;2700.0;13200.0;45.0;69.0;6300.0;21500.0;73.0
1962;Totaal mannen en vrouwen;35 tot 40 jaar;Autochtonen;Gehuwd;Totaal sociaaleconomische categorie;2007;572850;3800.0;8500.0;27.0;3200.0;14700.0;47.0;70.0;7000.0;23200.0;74.0
1963;Totaal mannen en vrouwen;35 tot 40 jaar;Autochtonen;Gehuwd;Totaal sociaaleconomische categorie;2008;539200;3900.0;8800.0;27.0;3400.0;15500.0;47.0;66.0;7300.0;24300.0;74.0
1964;Totaal mannen en vrouwen;35 tot 40 jaar;Autochtonen;Gehuwd;Totaal sociaaleconomische categorie;2009;498850;4100.0;9200.0;28.0;3200.0;15000.0;45.0;57.0;7300.0;24200.0;73.0
1965;Totaal mannen en vrouwen;35 tot 40 jaar;Autochtonen;Gehuwd;Totaal sociaaleconomische categorie;2010;460600;4100.0;9300.0;27.0;3000.0;14800.0;43.0;52.0;7100.0;24100.0;70.0
1966;Totaal mannen en vrouwen;35 tot 40 jaar;Autochtonen;Gehuwd;Totaal sociaaleconomische categorie;2011;427050;4200.0;9500.0;27.0;3000.0;15100.0;42.0;48.0;7200.0;24600.0;69.0
1967;Totaal mannen en vrouwen;35 tot 40 jaar;Autochtonen;Gehuwd;Totaal sociaaleconomische categorie;2012;398300;4200.0;9600.0;26.0;2700.0;14600.0;40.0;44.0;6900.0;24200.0;66.0
1968;Totaal mannen en vrouwen;35 tot 40 jaar;Autochtonen;Gehuwd;Werknemer;2005;472850;3600.0;8100.0;26.0;3200.0;14600.0;47.0;70.0;6800.0;22700.0;73.0
1969;Totaal mannen en vrouwen;35 tot 40 jaar;Autochtonen;Gehuwd;Werknemer;2006;461400;3600.0;8200.0;25.0;3200.0;16800.0;50.0;70.0;6800.0;25000.0;75.0
1970;Totaal mannen en vrouwen;35 tot 40 jaar;Autochtonen;Gehuwd;Werknemer;2007;447350;3700.0;8500.0;25.0;3800.0;18200.0;53.0;70.0;7500.0;26700.0;78.0
1971;Totaal mannen en vrouwen;35 tot 40 jaar;Autochtonen;Gehuwd;Werknemer;2008;425400;3900.0;8800.0;24.0;3900.0;19100.0;53.0;65.0;7800.0;27900.0;77.0
1972;Totaal mannen en vrouwen;35 tot 40 jaar;Autochtonen;Gehuwd;Werknemer;2009;391150;4100.0;9200.0;25.0;3700.0;18500.0;50.0;56.0;7800.0;27700.0;75.0
1973;Totaal mannen en vrouwen;35 tot 40 jaar;Autochtonen;Gehuwd;Werknemer;2010;361600;4100.0;9300.0;25.0;3500.0;18300.0;49.0;51.0;7600.0;27600.0;74.0
1974;Totaal mannen en vrouwen;35 tot 40 jaar;Autochtonen;Gehuwd;Werknemer;2011;339500;4200.0;9500.0;25.0;3400.0;18400.0;48.0;46.0;7600.0;27900.0;73.0
1975;Totaal mannen en vrouwen;35 tot 40 jaar;Autochtonen;Gehuwd;Werknemer;2012;316100;4200.0;9600.0;24.0;3100.0;17900.0;46.0;42.0;7300.0;27500.0;70.0
1976;Totaal mannen en vrouwen;35 tot 40 jaar;Autochtonen;Gehuwd;Zelfstandige;2005;55250;3600.0;8200.0;27.0;1000.0;1400.0;5.0;77.0;4600.0;9600.0;32.0
1977;Totaal mannen en vrouwen;35 tot 40 jaar;Autochtonen;Gehuwd;Zelfstandige;2006;55050;3600.0;8300.0;23.0;1100.0;1900.0;5.0;76.0;4700.0;10200.0;28.0
1978;Totaal mannen en vrouwen;35 tot 40 jaar;Autochtonen;Gehuwd;Zelfstandige;2007;54200;3800.0;8500.0;23.0;1400.0;2200.0;6.0;77.0;5200.0;10700.0;29.0
1979;Totaal mannen en vrouwen;35 tot 40 jaar;Autochtonen;Gehuwd;Zelfstandige;2008;52050;3900.0;8800.0;23.0;1600.0;2400.0;6.0;77.0;5500.0;11200.0;29.0
