ID;Citizenship;Periods;TotalRequestsAsylumAndFamilyMembers_1;FirstRequestsForAsylumPersons_2;SubsequentRequests_3;FamilyMembersPersons_4
1265;Eritrean ;1990;;;;
1266;Eritrean ;1991;;;;
1267;Eritrean ;1992;;;;
1268;Eritrean ;1993;;;;
1269;Eritrean ;1994;30.0;30.0;;
1270;Eritrean ;1995;55.0;55.0;;
1271;Eritrean ;1996;45.0;45.0;;
1272;Eritrean ;1997;50.0;50.0;;
1273;Eritrean ;1998;135.0;135.0;;
1274;Eritrean ;1999;270.0;270.0;;
1275;Eritrean ;2000;260.0;260.0;;
1276;Eritrean ;2001;215.0;215.0;;
1277;Eritrean ;2002;155.0;155.0;;
1278;Eritrean ;2003;125.0;125.0;;
1279;Eritrean ;2004;150.0;150.0;;
1280;Eritrean ;2005;205.0;205.0;;
1281;Eritrean ;2006;175.0;175.0;;
1282;Eritrean ;2007;175.0;155.0;20.0;
1283;Eritrean ;2008;250.0;235.0;15.0;
1284;Eritrean ;2009;485.0;475.0;10.0;
1285;Eritrean ;2010;410.0;395.0;20.0;
1286;Eritrean ;2011;500.0;460.0;40.0;
1287;Eritrean ;2012;480.0;425.0;55.0;
1288;Eritrean ;2013;1055.0;850.0;70.0;135.0
1289;Eritrean ;2014;4100.0;3835.0;75.0;190.0
1290;Eritrean ;2015;8435.0;7360.0;60.0;1015.0
1291;Eritrean ;2016;3235.0;1860.0;60.0;1310.0
1292;Eritrean ;2017;4535.0;1590.0;60.0;2880.0
1293;Eritrean ;2018;4080.0;1410.0;105.0;2565.0
1294;Eritrean ;2019;2365.0;500.0;85.0;1780.0
1295;Eritrean ;2020;1505.0;370.0;65.0;1070.0
1296;Eritrean ;2021;1575.0;770.0;75.0;730.0
1297;Eritrean ;2022;1935.0;1365.0;45.0;525.0
1298;Eritrean ;2023;2600.0;2345.0;60.0;195.0
1299;Eritrean ;2024;1705.0;1465.0;40.0;200.0
1300;Estonian ;1975;;;;
1301;Estonian ;1976;;;;
1302;Estonian ;1977;;;;
1303;Estonian ;1978;;;;
1304;Estonian ;1979;;;;
1305;Estonian ;1980;;;;
1306;Estonian ;1981;;;;
1307;Estonian ;1982;;;;
1308;Estonian ;1983;;;;
1309;Estonian ;1984;;;;
1310;Estonian ;1985;;;;
1311;Estonian ;1986;;;;
1312;Estonian ;1987;;;;
1313;Estonian ;1988;;;;
1314;Estonian ;1989;;;;
1315;Estonian ;1990;;;;
1316;Estonian ;1991;;;;
1317;Estonian ;1992;;;;
1318;Estonian ;1993;50.0;50.0;;
1319;Estonian ;1994;80.0;80.0;;
1320;Estonian ;1995;20.0;20.0;;
1321;Estonian ;1996;15.0;15.0;;
1322;Estonian ;1997;;;;
1323;Estonian ;1998;0.0;0.0;;
1324;Estonian ;1999;0.0;0.0;;
1325;Estonian ;2000;;;;
1326;Estonian ;2001;;;;
1327;Estonian ;2002;;;;
1328;Estonian ;2003;;;;
1329;Estonian ;2004;;;;
1330;Estonian ;2005;;;;
1331;Estonian ;2006;;;;
1332;Estonian ;2007;;;;
1333;Estonian ;2008;0.0;0.0;0.0;
1334;Estonian ;2009;;;;
1335;Estonian ;2010;;;;
1336;Estonian ;2011;;;;
1337;Estonian ;2012;0.0;0.0;0.0;
1338;Estonian ;2013;0.0;;;0.0
1339;Estonian ;2014;;;;
1340;Estonian ;2015;;;;
1341;Estonian ;2016;;;;
1342;Estonian ;2017;;;;
1343;Estonian ;2018;;;;
1344;Estonian ;2019;0.0;0.0;;
1345;Estonian ;2020;0.0;0.0;;
1346;Estonian ;2021;;;;
1347;Estonian ;2022;0.0;0.0;0.0;0.0
1348;Estonian ;2023;0.0;0.0;0.0;0.0
1349;Estonian ;2024;;;;
1350;Ethiopian ;1975;;;;
1351;Ethiopian ;1976;;;;
1352;Ethiopian ;1977;;;;
1353;Ethiopian ;1978;;;;
1354;Ethiopian ;1979;;;;
1355;Ethiopian ;1980;210.0;210.0;;
1356;Ethiopian ;1981;135.0;135.0;;
1357;Ethiopian ;1982;75.0;75.0;;
1358;Ethiopian ;1983;105.0;105.0;;
1359;Ethiopian ;1984;135.0;135.0;;
1360;Ethiopian ;1985;155.0;155.0;;
1361;Ethiopian ;1986;350.0;350.0;;
1362;Ethiopian ;1987;545.0;545.0;;
1363;Ethiopian ;1988;680.0;680.0;;
1364;Ethiopian ;1989;885.0;885.0;;
1365;Ethiopian ;1990;1015.0;1015.0;;
1366;Ethiopian ;1991;815.0;815.0;;
1367;Ethiopian ;1992;300.0;300.0;;
1368;Ethiopian ;1993;445.0;445.0;;
1369;Ethiopian ;1994;595.0;595.0;;
1370;Ethiopian ;1995;175.0;175.0;;
1371;Ethiopian ;1996;110.0;110.0;;
1372;Ethiopian ;1997;125.0;125.0;;
1373;Ethiopian ;1998;240.0;240.0;;
1374;Ethiopian ;1999;210.0;210.0;;
1375;Ethiopian ;2000;255.0;255.0;;
1376;Ethiopian ;2001;225.0;225.0;;
1377;Ethiopian ;2002;135.0;135.0;;
1378;Ethiopian ;2003;95.0;95.0;;
1379;Ethiopian ;2004;65.0;65.0;;
1380;Ethiopian ;2005;80.0;80.0;;
1381;Ethiopian ;2006;210.0;210.0;;
1382;Ethiopian ;2007;65.0;45.0;20.0;
1383;Ethiopian ;2008;65.0;45.0;20.0;
1384;Ethiopian ;2009;100.0;85.0;15.0;
1385;Ethiopian ;2010;85.0;75.0;10.0;
1386;Ethiopian ;2011;95.0;80.0;15.0;
1387;Ethiopian ;2012;90.0;70.0;20.0;
1388;Ethiopian ;2013;105.0;60.0;25.0;20.0
1389;Ethiopian ;2014;165.0;95.0;30.0;40.0
1390;Ethiopian ;2015;190.0;135.0;25.0;30.0
1391;Ethiopian ;2016;215.0;155.0;25.0;35.0
1392;Ethiopian ;2017;210.0;125.0;40.0;50.0
1393;Ethiopian ;2018;170.0;55.0;45.0;70.0
1394;Ethiopian ;2019;145.0;90.0;25.0;30.0
1395;Ethiopian ;2020;70.0;45.0;15.0;15.0
1396;Ethiopian ;2021;215.0;165.0;25.0;25.0
1397;Ethiopian ;2022;345.0;305.0;10.0;30.0
1398;Ethiopian ;2023;375.0;325.0;15.0;40.0
1399;Ethiopian ;2024;470.0;415.0;10.0;45.0
1400;Gambian ;1975;;;;
1401;Gambian ;1976;;;;
1402;Gambian ;1977;;;;
1403;Gambian ;1978;;;;
1404;Gambian ;1979;;;;
1405;Gambian ;1980;;;;
1406;Gambian ;1981;;;;
1407;Gambian ;1982;;;;
1408;Gambian ;1983;;;;
1409;Gambian ;1984;;;;
1410;Gambian ;1985;10.0;10.0;;
1411;Gambian ;1986;15.0;15.0;;
1412;Gambian ;1987;60.0;60.0;;
1413;Gambian ;1988;25.0;25.0;;
1414;Gambian ;1989;15.0;15.0;;
1415;Gambian ;1990;;;;
1416;Gambian ;1991;;;;
1417;Gambian ;1992;;;;
1418;Gambian ;1993;;;;
1419;Gambian ;1994;10.0;10.0;;
1420;Gambian ;1995;25.0;25.0;;
1421;Gambian ;1996;5.0;5.0;;
1422;Gambian ;1997;5.0;5.0;;
1423;Gambian ;1998;10.0;10.0;;
1424;Gambian ;1999;5.0;5.0;;
1425;Gambian ;2000;5.0;5.0;;
1426;Gambian ;2001;20.0;20.0;;
1427;Gambian ;2002;15.0;15.0;;
1428;Gambian ;2003;5.0;5.0;;
1429;Gambian ;2004;15.0;15.0;;
1430;Gambian ;2005;20.0;20.0;;
1431;Gambian ;2006;10.0;10.0;;
1432;Gambian ;2007;20.0;15.0;0.0;
1433;Gambian ;2008;15.0;15.0;0.0;
1434;Gambian ;2009;15.0;15.0;5.0;
1435;Gambian ;2010;20.0;15.0;5.0;
1436;Gambian ;2011;30.0;25.0;5.0;
1437;Gambian ;2012;30.0;25.0;5.0;
1438;Gambian ;2013;30.0;25.0;5.0;0.0
1439;Gambian ;2014;25.0;20.0;5.0;
1440;Gambian ;2015;60.0;55.0;5.0;0.0
1441;Gambian ;2016;135.0;130.0;5.0;0.0
1442;Gambian ;2017;230.0;215.0;10.0;0.0
1443;Gambian ;2018;385.0;350.0;30.0;5.0
1444;Gambian ;2019;580.0;540.0;40.0;
1445;Gambian ;2020;230.0;205.0;25.0;
1446;Gambian ;2021;175.0;140.0;25.0;5.0
1447;Gambian ;2022;130.0;100.0;25.0;5.0
1448;Gambian ;2023;250.0;210.0;40.0;0.0
1449;Gambian ;2024;445.0;410.0;35.0;0.0
1450;Georgian ;1975;;;;
1451;Georgian ;1976;;;;
1452;Georgian ;1977;;;;
1453;Georgian ;1978;;;;
1454;Georgian ;1979;;;;
1455;Georgian ;1980;;;;
1456;Georgian ;1981;;;;
1457;Georgian ;1982;;;;
1458;Georgian ;1983;;;;
1459;Georgian ;1984;;;;
1460;Georgian ;1985;;;;
1461;Georgian ;1986;;;;
1462;Georgian ;1987;;;;
1463;Georgian ;1988;;;;
1464;Georgian ;1989;;;;
1465;Georgian ;1990;;;;
1466;Georgian ;1991;;;;
1467;Georgian ;1992;25.0;25.0;;
1468;Georgian ;1993;170.0;170.0;;
1469;Georgian ;1994;1240.0;1240.0;;
1470;Georgian ;1995;345.0;345.0;;
1471;Georgian ;1996;190.0;190.0;;
1472;Georgian ;1997;290.0;290.0;;
1473;Georgian ;1998;290.0;290.0;;
1474;Georgian ;1999;320.0;320.0;;
1475;Georgian ;2000;285.0;285.0;;
1476;Georgian ;2001;300.0;300.0;;
1477;Georgian ;2002;220.0;220.0;;
1478;Georgian ;2003;115.0;115.0;;
1479;Georgian ;2004;75.0;75.0;;
1480;Georgian ;2005;215.0;215.0;;
1481;Georgian ;2006;155.0;155.0;;
1482;Georgian ;2007;75.0;65.0;5.0;
1483;Georgian ;2008;75.0;65.0;10.0;
1484;Georgian ;2009;425.0;410.0;15.0;
1485;Georgian ;2010;615.0;595.0;25.0;
1486;Georgian ;2011;235.0;190.0;45.0;
1487;Georgian ;2012;255.0;225.0;25.0;
1488;Georgian ;2013;220.0;185.0;30.0;5.0
1489;Georgian ;2014;335.0;320.0;15.0;
1490;Georgian ;2015;265.0;255.0;5.0;
1491;Georgian ;2016;595.0;580.0;20.0;
1492;Georgian ;2017;505.0;485.0;20.0;
1493;Georgian ;2018;375.0;350.0;25.0;
1494;Georgian ;2019;380.0;325.0;55.0;
1495;Georgian ;2020;175.0;165.0;15.0;
1496;Georgian ;2021;100.0;90.0;15.0;
1497;Georgian ;2022;165.0;155.0;10.0;0.0
1498;Georgian ;2023;135.0;120.0;20.0;0.0
1499;Georgian ;2024;115.0;100.0;10.0;0.0
1500;Ghanaian ;1975;;;;
1501;Ghanaian ;1976;;;;
1502;Ghanaian ;1977;;;;
1503;Ghanaian ;1978;;;;
1504;Ghanaian ;1979;;;;
1505;Ghanaian ;1980;10.0;10.0;;
1506;Ghanaian ;1981;;;;
1507;Ghanaian ;1982;20.0;20.0;;
1508;Ghanaian ;1983;35.0;35.0;;
1509;Ghanaian ;1984;25.0;25.0;;
1510;Ghanaian ;1985;35.0;35.0;;
1511;Ghanaian ;1986;140.0;140.0;;
1512;Ghanaian ;1987;2515.0;2515.0;;
1513;Ghanaian ;1988;920.0;920.0;;
1514;Ghanaian ;1989;810.0;810.0;;
1515;Ghanaian ;1990;715.0;715.0;;
1516;Ghanaian ;1991;465.0;465.0;;
1517;Ghanaian ;1992;140.0;140.0;;
1518;Ghanaian ;1993;75.0;75.0;;
1519;Ghanaian ;1994;70.0;70.0;;
1520;Ghanaian ;1995;95.0;95.0;;
1521;Ghanaian ;1996;65.0;65.0;;
1522;Ghanaian ;1997;30.0;30.0;;
1523;Ghanaian ;1998;20.0;20.0;;
1524;Ghanaian ;1999;35.0;35.0;;
1525;Ghanaian ;2000;35.0;35.0;;
1526;Ghanaian ;2001;15.0;15.0;;
1527;Ghanaian ;2002;30.0;30.0;;
1528;Ghanaian ;2003;25.0;25.0;;
1529;Ghanaian ;2004;25.0;25.0;;
1530;Ghanaian ;2005;15.0;15.0;;
1531;Ghanaian ;2006;15.0;15.0;;
1532;Ghanaian ;2007;20.0;15.0;0.0;
1533;Ghanaian ;2008;30.0;30.0;5.0;
1534;Ghanaian ;2009;35.0;30.0;5.0;
1535;Ghanaian ;2010;50.0;45.0;5.0;
1536;Ghanaian ;2011;40.0;35.0;0.0;
1537;Ghanaian ;2012;25.0;25.0;5.0;
1538;Ghanaian ;2013;35.0;30.0;5.0;
1539;Ghanaian ;2014;35.0;25.0;10.0;
1540;Ghanaian ;2015;30.0;25.0;10.0;
1541;Ghanaian ;2016;20.0;15.0;0.0;0.0
1542;Ghanaian ;2017;45.0;40.0;5.0;
1543;Ghanaian ;2018;90.0;80.0;5.0;5.0
1544;Ghanaian ;2019;95.0;90.0;5.0;
1545;Ghanaian ;2020;45.0;40.0;5.0;
1546;Ghanaian ;2021;45.0;40.0;5.0;
1547;Ghanaian ;2022;40.0;35.0;5.0;0.0
1548;Ghanaian ;2023;65.0;55.0;5.0;0.0
1549;Ghanaian ;2024;75.0;65.0;10.0;0.0
1550;Guinean ;1975;;;;
1551;Guinean ;1976;;;;
1552;Guinean ;1977;;;;
1553;Guinean ;1978;;;;
1554;Guinean ;1979;;;;
1555;Guinean ;1980;;;;
1556;Guinean ;1981;;;;
1557;Guinean ;1982;;;;
1558;Guinean ;1983;;;;
1559;Guinean ;1984;;;;
1560;Guinean ;1985;;;;
1561;Guinean ;1986;;;;
1562;Guinean ;1987;10.0;10.0;;
1563;Guinean ;1988;;;;
1564;Guinean ;1989;10.0;10.0;;
1565;Guinean ;1990;25.0;25.0;;
1566;Guinean ;1991;55.0;55.0;;
1567;Guinean ;1992;20.0;20.0;;
1568;Guinean ;1993;55.0;55.0;;
1569;Guinean ;1994;65.0;65.0;;
1570;Guinean ;1995;45.0;45.0;;
1571;Guinean ;1996;85.0;85.0;;
1572;Guinean ;1997;120.0;120.0;;
1573;Guinean ;1998;340.0;340.0;;
1574;Guinean ;1999;525.0;525.0;;
1575;Guinean ;2000;1385.0;1385.0;;
1576;Guinean ;2001;1465.0;1465.0;;
1577;Guinean ;2002;475.0;475.0;;
1578;Guinean ;2003;200.0;200.0;;
1579;Guinean ;2004;115.0;115.0;;
1580;Guinean ;2005;105.0;105.0;;
1581;Guinean ;2006;115.0;115.0;;
1582;Guinean ;2007;260.0;105.0;155.0;
1583;Guinean ;2008;195.0;155.0;45.0;
1584;Guinean ;2009;265.0;235.0;30.0;
1585;Guinean ;2010;250.0;230.0;20.0;
1586;Guinean ;2011;250.0;210.0;40.0;
1587;Guinean ;2012;240.0;185.0;50.0;
1588;Guinean ;2013;200.0;135.0;50.0;10.0
1589;Guinean ;2014;140.0;65.0;55.0;20.0
1590;Guinean ;2015;150.0;80.0;40.0;30.0
1591;Guinean ;2016;150.0;110.0;30.0;5.0
1592;Guinean ;2017;365.0;330.0;25.0;10.0
1593;Guinean ;2018;295.0;240.0;40.0;10.0
1594;Guinean ;2019;245.0;195.0;45.0;5.0
1595;Guinean ;2020;135.0;110.0;25.0;0.0
1596;Guinean ;2021;125.0;80.0;35.0;10.0
1597;Guinean ;2022;120.0;95.0;20.0;5.0
1598;Guinean ;2023;200.0;165.0;25.0;10.0
1599;Guinean ;2024;205.0;185.0;15.0;5.0
1600;Hungarian ;1975;;;;
1601;Hungarian ;1976;;;;
1602;Hungarian ;1977;;;;
1603;Hungarian ;1978;;;;
1604;Hungarian ;1979;;;;
1605;Hungarian ;1980;60.0;60.0;;
1606;Hungarian ;1981;45.0;45.0;;
1607;Hungarian ;1982;40.0;40.0;;
1608;Hungarian ;1983;35.0;35.0;;
1609;Hungarian ;1984;25.0;25.0;;
1610;Hungarian ;1985;20.0;20.0;;
1611;Hungarian ;1986;20.0;20.0;;
1612;Hungarian ;1987;65.0;65.0;;
1613;Hungarian ;1988;165.0;165.0;;
1614;Hungarian ;1989;250.0;250.0;;
1615;Hungarian ;1990;125.0;125.0;;
1616;Hungarian ;1991;170.0;170.0;;
1617;Hungarian ;1992;80.0;80.0;;
1618;Hungarian ;1993;130.0;130.0;;
1619;Hungarian ;1994;65.0;65.0;;
1620;Hungarian ;1995;15.0;15.0;;
1621;Hungarian ;1996;20.0;20.0;;
1622;Hungarian ;1997;10.0;10.0;;
1623;Hungarian ;1998;5.0;5.0;;
1624;Hungarian ;1999;25.0;25.0;;
1625;Hungarian ;2000;35.0;35.0;;
1626;Hungarian ;2001;85.0;85.0;;
1627;Hungarian ;2002;60.0;60.0;;
1628;Hungarian ;2003;;;;
1629;Hungarian ;2004;0.0;0.0;;
1630;Hungarian ;2005;5.0;5.0;;
1631;Hungarian ;2006;5.0;5.0;;
1632;Hungarian ;2007;;;;
1633;Hungarian ;2008;;;;
1634;Hungarian ;2009;5.0;5.0;0.0;
1635;Hungarian ;2010;5.0;5.0;0.0;
1636;Hungarian ;2011;5.0;5.0;0.0;
1637;Hungarian ;2012;5.0;5.0;0.0;
1638;Hungarian ;2013;;;;
1639;Hungarian ;2014;0.0;0.0;;
1640;Hungarian ;2015;;;;
1641;Hungarian ;2016;0.0;0.0;;
1642;Hungarian ;2017;;;;
1643;Hungarian ;2018;0.0;0.0;;
1644;Hungarian ;2019;0.0;0.0;;
1645;Hungarian ;2020;5.0;5.0;;
1646;Hungarian ;2021;0.0;0.0;;
1647;Hungarian ;2022;0.0;0.0;0.0;0.0
1648;Hungarian ;2023;0.0;0.0;0.0;0.0
1649;Hungarian ;2024;5.0;5.0;0.0;0.0
1650;Indian ;1975;;;;
1651;Indian ;1976;;;;
1652;Indian ;1977;;;;
1653;Indian ;1978;;;;
1654;Indian ;1979;;;;
1655;Indian ;1980;;;;
1656;Indian ;1981;;;;
1657;Indian ;1982;20.0;20.0;;
1658;Indian ;1983;25.0;25.0;;
1659;Indian ;1984;55.0;55.0;;
1660;Indian ;1985;60.0;60.0;;
1661;Indian ;1986;390.0;390.0;;
1662;Indian ;1987;1535.0;1535.0;;
1663;Indian ;1988;490.0;490.0;;
1664;Indian ;1989;260.0;260.0;;
1665;Indian ;1990;305.0;305.0;;
1666;Indian ;1991;320.0;320.0;;
1667;Indian ;1992;95.0;95.0;;
1668;Indian ;1993;75.0;75.0;;
1669;Indian ;1994;115.0;115.0;;
1670;Indian ;1995;55.0;55.0;;
1671;Indian ;1996;70.0;70.0;;
1672;Indian ;1997;50.0;50.0;;
1673;Indian ;1998;70.0;70.0;;
1674;Indian ;1999;55.0;55.0;;
1675;Indian ;2000;70.0;70.0;;
1676;Indian ;2001;100.0;100.0;;
1677;Indian ;2002;175.0;175.0;;
1678;Indian ;2003;175.0;175.0;;
1679;Indian ;2004;165.0;165.0;;
1680;Indian ;2005;170.0;170.0;;
1681;Indian ;2006;90.0;90.0;;
1682;Indian ;2007;85.0;80.0;5.0;
1683;Indian ;2008;50.0;45.0;5.0;
1684;Indian ;2009;35.0;30.0;5.0;
1685;Indian ;2010;15.0;15.0;0.0;
1686;Indian ;2011;25.0;20.0;5.0;
1687;Indian ;2012;15.0;10.0;5.0;
1688;Indian ;2013;15.0;15.0;0.0;
1689;Indian ;2014;20.0;20.0;0.0;
1690;Indian ;2015;15.0;10.0;5.0;
1691;Indian ;2016;55.0;45.0;10.0;
1692;Indian ;2017;40.0;35.0;5.0;
1693;Indian ;2018;55.0;50.0;5.0;
1694;Indian ;2019;60.0;50.0;10.0;
1695;Indian ;2020;25.0;15.0;10.0;
1696;Indian ;2021;125.0;120.0;5.0;
1697;Indian ;2022;125.0;125.0;0.0;0.0
1698;Indian ;2023;160.0;150.0;5.0;5.0
1699;Indian ;2024;90.0;70.0;15.0;0.0
1700;Indonesian ;1975;;;;
1701;Indonesian ;1976;;;;
1702;Indonesian ;1977;;;;
1703;Indonesian ;1978;;;;
1704;Indonesian ;1979;;;;
1705;Indonesian ;1980;30.0;30.0;;
1706;Indonesian ;1981;30.0;30.0;;
1707;Indonesian ;1982;20.0;20.0;;
1708;Indonesian ;1983;25.0;25.0;;
1709;Indonesian ;1984;;;;
1710;Indonesian ;1985;40.0;40.0;;
1711;Indonesian ;1986;40.0;40.0;;
1712;Indonesian ;1987;;;;
1713;Indonesian ;1988;10.0;10.0;;
1714;Indonesian ;1989;;;;
1715;Indonesian ;1990;20.0;20.0;;
1716;Indonesian ;1991;15.0;15.0;;
1717;Indonesian ;1992;;;;
1718;Indonesian ;1993;;;;
1719;Indonesian ;1994;0.0;0.0;;
1720;Indonesian ;1995;;;;
1721;Indonesian ;1996;5.0;5.0;;
1722;Indonesian ;1997;5.0;5.0;;
1723;Indonesian ;1998;65.0;65.0;;
1724;Indonesian ;1999;20.0;20.0;;
1725;Indonesian ;2000;30.0;30.0;;
1726;Indonesian ;2001;;;;
1727;Indonesian ;2002;;;;
1728;Indonesian ;2003;;;;
1729;Indonesian ;2004;;;;
1730;Indonesian ;2005;;;;
1731;Indonesian ;2006;;;;
1732;Indonesian ;2007;5.0;0.0;0.0;
1733;Indonesian ;2008;10.0;10.0;0.0;
1734;Indonesian ;2009;10.0;10.0;0.0;
1735;Indonesian ;2010;10.0;10.0;0.0;
1736;Indonesian ;2011;5.0;0.0;5.0;
1737;Indonesian ;2012;5.0;5.0;0.0;
1738;Indonesian ;2013;0.0;0.0;;
1739;Indonesian ;2014;10.0;5.0;;0.0
1740;Indonesian ;2015;5.0;5.0;5.0;
1741;Indonesian ;2016;5.0;0.0;;0.0
1742;Indonesian ;2017;;;;
1743;Indonesian ;2018;10.0;10.0;0.0;
1744;Indonesian ;2019;10.0;10.0;0.0;
1745;Indonesian ;2020;10.0;10.0;;
1746;Indonesian ;2021;5.0;5.0;;
1747;Indonesian ;2022;0.0;0.0;0.0;0.0
1748;Indonesian ;2023;5.0;5.0;0.0;0.0
1749;Indonesian ;2024;10.0;5.0;0.0;0.0
1750;Iranian ;1975;;;;
1751;Iranian ;1976;;;;
1752;Iranian ;1977;;;;
1753;Iranian ;1978;;;;
1754;Iranian ;1979;;;;
1755;Iranian ;1980;25.0;25.0;;
1756;Iranian ;1981;25.0;25.0;;
1757;Iranian ;1982;35.0;35.0;;
1758;Iranian ;1983;90.0;90.0;;
1759;Iranian ;1984;340.0;340.0;;
1760;Iranian ;1985;510.0;510.0;;
1761;Iranian ;1986;550.0;550.0;;
1762;Iranian ;1987;545.0;545.0;;
1763;Iranian ;1988;640.0;640.0;;
1764;Iranian ;1989;715.0;715.0;;
1765;Iranian ;1990;1725.0;1725.0;;
1766;Iranian ;1991;1725.0;1725.0;;
1767;Iranian ;1992;1300.0;1300.0;;
1768;Iranian ;1993;2610.0;2610.0;;
1769;Iranian ;1994;6075.0;6075.0;;
1770;Iranian ;1995;2700.0;2700.0;;
1771;Iranian ;1996;1520.0;1520.0;;
1772;Iranian ;1997;1255.0;1255.0;;
1773;Iranian ;1998;1680.0;1680.0;;
1774;Iranian ;1999;1525.0;1525.0;;
1775;Iranian ;2000;2530.0;2530.0;;
1776;Iranian ;2001;1520.0;1520.0;;
1777;Iranian ;2002;665.0;665.0;;
1778;Iranian ;2003;555.0;555.0;;
1779;Iranian ;2004;450.0;450.0;;
1780;Iranian ;2005;555.0;555.0;;
1781;Iranian ;2006;920.0;920.0;;
1782;Iranian ;2007;355.0;200.0;155.0;
1783;Iranian ;2008;420.0;320.0;95.0;
1784;Iranian ;2009;585.0;500.0;80.0;
1785;Iranian ;2010;865.0;785.0;80.0;
1786;Iranian ;2011;1185.0;930.0;255.0;
1787;Iranian ;2012;1195.0;835.0;360.0;
1788;Iranian ;2013;1080.0;595.0;420.0;60.0
1789;Iranian ;2014;745.0;505.0;160.0;80.0
1790;Iranian ;2015;2075.0;1885.0;140.0;50.0
1791;Iranian ;2016;1035.0;885.0;110.0;45.0
1792;Iranian ;2017;1015.0;720.0;175.0;120.0
1793;Iranian ;2018;2420.0;1870.0;430.0;120.0
1794;Iranian ;2019;1855.0;1535.0;260.0;60.0
1795;Iranian ;2020;600.0;370.0;180.0;50.0
1796;Iranian ;2021;605.0;265.0;220.0;125.0
1797;Iranian ;2022;1135.0;700.0;220.0;215.0
1798;Iranian ;2023;1255.0;1120.0;95.0;40.0
1799;Iranian ;2024;805.0;705.0;40.0;65.0
1800;Iraqi ;1975;;;;
1801;Iraqi ;1976;;;;
1802;Iraqi ;1977;;;;
1803;Iraqi ;1978;;;;
1804;Iraqi ;1979;;;;
1805;Iraqi ;1980;25.0;25.0;;
1806;Iraqi ;1981;60.0;60.0;;
1807;Iraqi ;1982;85.0;85.0;;
1808;Iraqi ;1983;25.0;25.0;;
1809;Iraqi ;1984;20.0;20.0;;
1810;Iraqi ;1985;20.0;20.0;;
1811;Iraqi ;1986;20.0;20.0;;
1812;Iraqi ;1987;55.0;55.0;;
1813;Iraqi ;1988;175.0;175.0;;
1814;Iraqi ;1989;360.0;360.0;;
1815;Iraqi ;1990;440.0;440.0;;
1816;Iraqi ;1991;685.0;685.0;;
1817;Iraqi ;1992;770.0;770.0;;
1818;Iraqi ;1993;3230.0;3230.0;;
1819;Iraqi ;1994;2860.0;2860.0;;
1820;Iraqi ;1995;2430.0;2430.0;;
1821;Iraqi ;1996;4380.0;4380.0;;
1822;Iraqi ;1997;9640.0;9640.0;;
1823;Iraqi ;1998;8300.0;8300.0;;
1824;Iraqi ;1999;3705.0;3705.0;;
1825;Iraqi ;2000;2745.0;2745.0;;
1826;Iraqi ;2001;1330.0;1330.0;;
1827;Iraqi ;2002;1020.0;1020.0;;
1828;Iraqi ;2003;3465.0;3465.0;;
1829;Iraqi ;2004;1040.0;1040.0;;
1830;Iraqi ;2005;1620.0;1620.0;;
1831;Iraqi ;2006;2765.0;2765.0;;
1832;Iraqi ;2007;2445.0;2050.0;395.0;
1833;Iraqi ;2008;5310.0;5025.0;285.0;
1834;Iraqi ;2009;2165.0;1990.0;175.0;
1835;Iraqi ;2010;1905.0;1380.0;520.0;
1836;Iraqi ;2011;2005.0;1435.0;570.0;
1837;Iraqi ;2012;1885.0;1390.0;495.0;
1838;Iraqi ;2013;1410.0;535.0;420.0;455.0
1839;Iraqi ;2014;1570.0;615.0;705.0;250.0
1840;Iraqi ;2015;3450.0;3010.0;230.0;215.0
1841;Iraqi ;2016;1240.0;960.0;155.0;120.0
1842;Iraqi ;2017;1540.0;845.0;250.0;445.0
1843;Iraqi ;2018;1595.0;745.0;660.0;195.0
1844;Iraqi ;2019;1015.0;620.0;305.0;90.0
1845;Iraqi ;2020;620.0;335.0;175.0;110.0
1846;Iraqi ;2021;1135.0;745.0;120.0;265.0
1847;Iraqi ;2022;935.0;670.0;130.0;130.0
1848;Iraqi ;2023;1855.0;1495.0;105.0;255.0
1849;Iraqi ;2024;2700.0;2220.0;85.0;395.0
1850;Israeli ;1975;;;;
1851;Israeli ;1976;;;;
1852;Israeli ;1977;;;;
1853;Israeli ;1978;;;;
1854;Israeli ;1979;;;;
1855;Israeli ;1980;;;;
1856;Israeli ;1981;;;;
1857;Israeli ;1982;;;;
1858;Israeli ;1983;;;;
1859;Israeli ;1984;;;;
1860;Israeli ;1985;;;;
1861;Israeli ;1986;10.0;10.0;;
1862;Israeli ;1987;10.0;10.0;;
1863;Israeli ;1988;20.0;20.0;;
1864;Israeli ;1989;;;;
1865;Israeli ;1990;;;;
1866;Israeli ;1991;120.0;120.0;;
1867;Israeli ;1992;30.0;30.0;;
1868;Israeli ;1993;15.0;15.0;;
1869;Israeli ;1994;50.0;50.0;;
1870;Israeli ;1995;5.0;5.0;;
1871;Israeli ;1996;10.0;10.0;;
1872;Israeli ;1997;20.0;20.0;;
1873;Israeli ;1998;10.0;10.0;;
1874;Israeli ;1999;15.0;15.0;;
1875;Israeli ;2000;15.0;15.0;;
1876;Israeli ;2001;25.0;25.0;;
1877;Israeli ;2002;30.0;30.0;;
1878;Israeli ;2003;5.0;5.0;;
1879;Israeli ;2004;5.0;5.0;;
1880;Israeli ;2005;20.0;20.0;;
