ID;BedrijfstakBranchesSBI2008;Perioden;Waarde_1;VoortschrijdendJaargemiddeldeWaarde_2;Waarde_3;CumulatieveWaarde_4
351;702 Managementadviesbureaus;2003 2e kwartaal;;;;
352;702 Managementadviesbureaus;2003 3e kwartaal;;;;
353;702 Managementadviesbureaus;2003 4e kwartaal;;;;
354;702 Managementadviesbureaus;2003;;;;
355;702 Managementadviesbureaus;2004 1e kwartaal;;;;
356;702 Managementadviesbureaus;2004 2e kwartaal;;;;
357;702 Managementadviesbureaus;2004 3e kwartaal;;;;
358;702 Managementadviesbureaus;2004 4e kwartaal;;;;
359;702 Managementadviesbureaus;2004;;;;
360;702 Managementadviesbureaus;2005 1e kwartaal;94.0;;;
361;702 Managementadviesbureaus;2005 2e kwartaal;101.0;;;
362;702 Managementadviesbureaus;2005 3e kwartaal;91.0;;;
363;702 Managementadviesbureaus;2005 4e kwartaal;114.0;100.0;;
364;702 Managementadviesbureaus;2005;100.0;100.0;;
365;702 Managementadviesbureaus;2006 1e kwartaal;107.0;103.0;13.3;13.3
366;702 Managementadviesbureaus;2006 2e kwartaal;115.0;106.0;13.0;13.1
367;702 Managementadviesbureaus;2006 3e kwartaal;108.0;111.0;19.2;15.0
368;702 Managementadviesbureaus;2006 4e kwartaal;131.0;115.0;15.5;15.2
369;702 Managementadviesbureaus;2006;115.0;115.0;15.2;15.2
370;702 Managementadviesbureaus;2007 1e kwartaal;123.0;119.0;15.1;15.1
371;702 Managementadviesbureaus;2007 2e kwartaal;131.0;123.0;14.2;14.6
372;702 Managementadviesbureaus;2007 3e kwartaal;121.0;127.0;11.9;13.7
373;702 Managementadviesbureaus;2007 4e kwartaal;143.0;129.0;9.1;12.4
374;702 Managementadviesbureaus;2007;129.0;129.0;12.4;12.4
375;702 Managementadviesbureaus;2008 1e kwartaal;133.0;132.0;7.8;7.8
376;702 Managementadviesbureaus;2008 2e kwartaal;140.0;134.0;7.2;7.5
377;702 Managementadviesbureaus;2008 3e kwartaal;132.0;137.0;9.2;8.1
378;702 Managementadviesbureaus;2008 4e kwartaal;152.0;139.0;6.6;7.6
379;702 Managementadviesbureaus;2008;139.0;139.0;7.6;7.6
380;702 Managementadviesbureaus;2009 1e kwartaal;137.0;141.0;3.6;3.6
381;702 Managementadviesbureaus;2009 2e kwartaal;133.0;139.0;-5.0;-0.8
382;702 Managementadviesbureaus;2009 3e kwartaal;116.0;135.0;-12.2;-4.5
383;702 Managementadviesbureaus;2009 4e kwartaal;132.0;130.0;-13.7;-7.0
384;702 Managementadviesbureaus;2009;130.0;130.0;-7.0;-7.0
385;702 Managementadviesbureaus;2010 1e kwartaal;117.0;125.0;-14.5;-14.5
386;702 Managementadviesbureaus;2010 2e kwartaal;115.0;120.0;-13.9;-14.2
387;702 Managementadviesbureaus;2010 3e kwartaal;105.0;117.0;-9.8;-12.9
388;702 Managementadviesbureaus;2010 4e kwartaal;126.0;116.0;-4.2;-10.7
389;702 Managementadviesbureaus;2010;116.0;116.0;-10.7;-10.7
390;702 Managementadviesbureaus;2011 1e kwartaal;114.0;115.0;-2.8;-2.8
391;702 Managementadviesbureaus;2011 2e kwartaal;116.0;115.0;1.1;-0.9
392;702 Managementadviesbureaus;2011 3e kwartaal;104.0;115.0;-0.6;-0.8
393;702 Managementadviesbureaus;2011 4e kwartaal;122.0;114.0;-2.8;-1.3
394;702 Managementadviesbureaus;2011;114.0;114.0;-1.3;-1.3
395;702 Managementadviesbureaus;2012 1e kwartaal;123.0;116.0;7.4;7.4
396;702 Managementadviesbureaus;2012 2e kwartaal;121.0;118.0;4.5;5.9
397;702 Managementadviesbureaus;2012 3e kwartaal;110.0;119.0;5.7;5.9
398;702 Managementadviesbureaus;2012 4e kwartaal;123.0;119.0;0.4;4.4
399;702 Managementadviesbureaus;2012;119.0;119.0;4.4;4.4
400;71 Architecten-, ingenieursbureaus e.d.;2003 1e kwartaal;;;;
401;71 Architecten-, ingenieursbureaus e.d.;2003 2e kwartaal;;;;
402;71 Architecten-, ingenieursbureaus e.d.;2003 3e kwartaal;;;;
403;71 Architecten-, ingenieursbureaus e.d.;2003 4e kwartaal;;;;
404;71 Architecten-, ingenieursbureaus e.d.;2003;;;;
405;71 Architecten-, ingenieursbureaus e.d.;2004 1e kwartaal;;;;
406;71 Architecten-, ingenieursbureaus e.d.;2004 2e kwartaal;;;;
407;71 Architecten-, ingenieursbureaus e.d.;2004 3e kwartaal;;;;
408;71 Architecten-, ingenieursbureaus e.d.;2004 4e kwartaal;;;;
409;71 Architecten-, ingenieursbureaus e.d.;2004;;;;
410;71 Architecten-, ingenieursbureaus e.d.;2005 1e kwartaal;91.0;;;
411;71 Architecten-, ingenieursbureaus e.d.;2005 2e kwartaal;98.0;;;
412;71 Architecten-, ingenieursbureaus e.d.;2005 3e kwartaal;101.0;;;
413;71 Architecten-, ingenieursbureaus e.d.;2005 4e kwartaal;110.0;100.0;;
414;71 Architecten-, ingenieursbureaus e.d.;2005;100.0;100.0;;
415;71 Architecten-, ingenieursbureaus e.d.;2006 1e kwartaal;101.0;103.0;11.2;11.2
416;71 Architecten-, ingenieursbureaus e.d.;2006 2e kwartaal;110.0;106.0;12.4;11.8
417;71 Architecten-, ingenieursbureaus e.d.;2006 3e kwartaal;107.0;107.0;5.1;9.5
418;71 Architecten-, ingenieursbureaus e.d.;2006 4e kwartaal;120.0;109.0;9.3;9.4
419;71 Architecten-, ingenieursbureaus e.d.;2006;109.0;109.0;9.4;9.4
420;71 Architecten-, ingenieursbureaus e.d.;2007 1e kwartaal;110.0;112.0;9.5;9.5
421;71 Architecten-, ingenieursbureaus e.d.;2007 2e kwartaal;119.0;114.0;8.3;8.9
422;71 Architecten-, ingenieursbureaus e.d.;2007 3e kwartaal;111.0;115.0;4.4;7.4
423;71 Architecten-, ingenieursbureaus e.d.;2007 4e kwartaal;129.0;118.0;7.4;7.4
424;71 Architecten-, ingenieursbureaus e.d.;2007;118.0;118.0;7.4;7.4
425;71 Architecten-, ingenieursbureaus e.d.;2008 1e kwartaal;119.0;120.0;8.2;8.2
426;71 Architecten-, ingenieursbureaus e.d.;2008 2e kwartaal;128.0;122.0;7.4;7.8
427;71 Architecten-, ingenieursbureaus e.d.;2008 3e kwartaal;121.0;124.0;9.0;8.2
428;71 Architecten-, ingenieursbureaus e.d.;2008 4e kwartaal;141.0;127.0;9.0;8.4
429;71 Architecten-, ingenieursbureaus e.d.;2008;127.0;127.0;8.4;8.4
430;71 Architecten-, ingenieursbureaus e.d.;2009 1e kwartaal;125.0;129.0;5.0;5.0
431;71 Architecten-, ingenieursbureaus e.d.;2009 2e kwartaal;127.0;129.0;-1.0;1.9
432;71 Architecten-, ingenieursbureaus e.d.;2009 3e kwartaal;120.0;128.0;-1.2;0.8
433;71 Architecten-, ingenieursbureaus e.d.;2009 4e kwartaal;133.0;126.0;-5.4;-0.9
434;71 Architecten-, ingenieursbureaus e.d.;2009;126.0;126.0;-0.9;-0.9
435;71 Architecten-, ingenieursbureaus e.d.;2010 1e kwartaal;114.0;124.0;-8.8;-8.8
436;71 Architecten-, ingenieursbureaus e.d.;2010 2e kwartaal;121.0;122.0;-4.2;-6.5
437;71 Architecten-, ingenieursbureaus e.d.;2010 3e kwartaal;119.0;122.0;-0.6;-4.6
438;71 Architecten-, ingenieursbureaus e.d.;2010 4e kwartaal;131.0;121.0;-1.7;-3.8
439;71 Architecten-, ingenieursbureaus e.d.;2010;121.0;121.0;-3.8;-3.8
440;71 Architecten-, ingenieursbureaus e.d.;2011 1e kwartaal;113.0;121.0;-0.7;-0.7
441;71 Architecten-, ingenieursbureaus e.d.;2011 2e kwartaal;120.0;121.0;-1.3;-1.0
442;71 Architecten-, ingenieursbureaus e.d.;2011 3e kwartaal;112.0;119.0;-6.0;-2.7
443;71 Architecten-, ingenieursbureaus e.d.;2011 4e kwartaal;125.0;117.0;-5.0;-3.3
444;71 Architecten-, ingenieursbureaus e.d.;2011;117.0;117.0;-3.3;-3.3
445;71 Architecten-, ingenieursbureaus e.d.;2012 1e kwartaal;110.0;117.0;-3.3;-3.3
446;71 Architecten-, ingenieursbureaus e.d.;2012 2e kwartaal;116.0;116.0;-3.0;-3.1
447;71 Architecten-, ingenieursbureaus e.d.;2012 3e kwartaal;110.0;115.0;-1.7;-2.7
448;71 Architecten-, ingenieursbureaus e.d.;2012 4e kwartaal;124.0;115.0;-0.7;-2.1
449;71 Architecten-, ingenieursbureaus e.d.;2012;115.0;115.0;-2.1;-2.1
450;711 Architecten- en ingenieursbureaus;2003 1e kwartaal;;;;
451;711 Architecten- en ingenieursbureaus;2003 2e kwartaal;;;;
452;711 Architecten- en ingenieursbureaus;2003 3e kwartaal;;;;
453;711 Architecten- en ingenieursbureaus;2003 4e kwartaal;;;;
454;711 Architecten- en ingenieursbureaus;2003;;;;
455;711 Architecten- en ingenieursbureaus;2004 1e kwartaal;;;;
456;711 Architecten- en ingenieursbureaus;2004 2e kwartaal;;;;
457;711 Architecten- en ingenieursbureaus;2004 3e kwartaal;;;;
458;711 Architecten- en ingenieursbureaus;2004 4e kwartaal;;;;
459;711 Architecten- en ingenieursbureaus;2004;;;;
460;711 Architecten- en ingenieursbureaus;2005 1e kwartaal;90.0;;;
461;711 Architecten- en ingenieursbureaus;2005 2e kwartaal;98.0;;;
462;711 Architecten- en ingenieursbureaus;2005 3e kwartaal;102.0;;;
463;711 Architecten- en ingenieursbureaus;2005 4e kwartaal;110.0;100.0;;
464;711 Architecten- en ingenieursbureaus;2005;100.0;100.0;;
465;711 Architecten- en ingenieursbureaus;2006 1e kwartaal;100.0;102.0;11.0;11.0
466;711 Architecten- en ingenieursbureaus;2006 2e kwartaal;110.0;106.0;12.8;11.9
467;711 Architecten- en ingenieursbureaus;2006 3e kwartaal;106.0;107.0;4.6;9.4
468;711 Architecten- en ingenieursbureaus;2006 4e kwartaal;120.0;109.0;8.3;9.1
469;711 Architecten- en ingenieursbureaus;2006;109.0;109.0;9.1;9.1
470;711 Architecten- en ingenieursbureaus;2007 1e kwartaal;110.0;111.0;9.2;9.2
471;711 Architecten- en ingenieursbureaus;2007 2e kwartaal;119.0;114.0;8.0;8.6
472;711 Architecten- en ingenieursbureaus;2007 3e kwartaal;111.0;115.0;3.9;7.0
473;711 Architecten- en ingenieursbureaus;2007 4e kwartaal;129.0;117.0;7.7;7.2
474;711 Architecten- en ingenieursbureaus;2007;117.0;117.0;7.2;7.2
475;711 Architecten- en ingenieursbureaus;2008 1e kwartaal;119.0;119.0;8.1;8.1
476;711 Architecten- en ingenieursbureaus;2008 2e kwartaal;127.0;121.0;6.9;7.5
477;711 Architecten- en ingenieursbureaus;2008 3e kwartaal;120.0;124.0;8.9;8.0
478;711 Architecten- en ingenieursbureaus;2008 4e kwartaal;140.0;127.0;8.9;8.2
479;711 Architecten- en ingenieursbureaus;2008;127.0;127.0;8.2;8.2
480;711 Architecten- en ingenieursbureaus;2009 1e kwartaal;124.0;128.0;4.5;4.5
481;711 Architecten- en ingenieursbureaus;2009 2e kwartaal;125.0;127.0;-1.8;1.2
482;711 Architecten- en ingenieursbureaus;2009 3e kwartaal;118.0;127.0;-2.1;0.1
483;711 Architecten- en ingenieursbureaus;2009 4e kwartaal;131.0;124.0;-6.6;-1.7
484;711 Architecten- en ingenieursbureaus;2009;124.0;124.0;-1.7;-1.7
485;711 Architecten- en ingenieursbureaus;2010 1e kwartaal;111.0;121.0;-10.3;-10.3
486;711 Architecten- en ingenieursbureaus;2010 2e kwartaal;118.0;120.0;-5.1;-7.7
487;711 Architecten- en ingenieursbureaus;2010 3e kwartaal;116.0;119.0;-1.5;-5.7
488;711 Architecten- en ingenieursbureaus;2010 4e kwartaal;127.0;118.0;-3.0;-5.0
489;711 Architecten- en ingenieursbureaus;2010;118.0;118.0;-5.0;-5.0
490;711 Architecten- en ingenieursbureaus;2011 1e kwartaal;109.0;118.0;-1.6;-1.6
491;711 Architecten- en ingenieursbureaus;2011 2e kwartaal;115.0;117.0;-2.4;-2.0
492;711 Architecten- en ingenieursbureaus;2011 3e kwartaal;108.0;115.0;-7.0;-3.7
493;711 Architecten- en ingenieursbureaus;2011 4e kwartaal;120.0;113.0;-5.7;-4.2
494;711 Architecten- en ingenieursbureaus;2011;113.0;113.0;-4.2;-4.2
495;711 Architecten- en ingenieursbureaus;2012 1e kwartaal;105.0;112.0;-4.3;-4.3
496;711 Architecten- en ingenieursbureaus;2012 2e kwartaal;110.0;111.0;-4.6;-4.5
497;711 Architecten- en ingenieursbureaus;2012 3e kwartaal;105.0;110.0;-2.7;-3.9
498;711 Architecten- en ingenieursbureaus;2012 4e kwartaal;118.0;109.0;-1.7;-3.3
499;711 Architecten- en ingenieursbureaus;2012;109.0;109.0;-3.3;-3.3
500;7111 Architectenbureaus;2003 1e kwartaal;;;;
501;7111 Architectenbureaus;2003 2e kwartaal;;;;
502;7111 Architectenbureaus;2003 3e kwartaal;;;;
503;7111 Architectenbureaus;2003 4e kwartaal;;;;
504;7111 Architectenbureaus;2003;;;;
505;7111 Architectenbureaus;2004 1e kwartaal;;;;
506;7111 Architectenbureaus;2004 2e kwartaal;;;;
507;7111 Architectenbureaus;2004 3e kwartaal;;;;
508;7111 Architectenbureaus;2004 4e kwartaal;;;;
509;7111 Architectenbureaus;2004;;;;
510;7111 Architectenbureaus;2005 1e kwartaal;83.0;;;
511;7111 Architectenbureaus;2005 2e kwartaal;98.0;;;
512;7111 Architectenbureaus;2005 3e kwartaal;102.0;;;
513;7111 Architectenbureaus;2005 4e kwartaal;117.0;100.0;;
514;7111 Architectenbureaus;2005;100.0;100.0;;
515;7111 Architectenbureaus;2006 1e kwartaal;93.0;103.0;12.0;12.0
516;7111 Architectenbureaus;2006 2e kwartaal;99.0;103.0;0.9;6.0
517;7111 Architectenbureaus;2006 3e kwartaal;99.0;102.0;-3.2;2.7
518;7111 Architectenbureaus;2006 4e kwartaal;105.0;99.0;-10.0;-1.0
519;7111 Architectenbureaus;2006;99.0;99.0;-1.0;-1.0
520;7111 Architectenbureaus;2007 1e kwartaal;90.0;98.0;-3.5;-3.5
521;7111 Architectenbureaus;2007 2e kwartaal;96.0;97.0;-3.2;-3.4
522;7111 Architectenbureaus;2007 3e kwartaal;87.0;94.0;-11.8;-6.2
523;7111 Architectenbureaus;2007 4e kwartaal;104.0;94.0;-0.9;-4.8
524;7111 Architectenbureaus;2007;94.0;94.0;-4.8;-4.8
525;7111 Architectenbureaus;2008 1e kwartaal;96.0;96.0;6.2;6.2
526;7111 Architectenbureaus;2008 2e kwartaal;96.0;96.0;0.1;3.0
527;7111 Architectenbureaus;2008 3e kwartaal;88.0;96.0;0.6;2.3
528;7111 Architectenbureaus;2008 4e kwartaal;106.0;96.0;1.9;2.2
529;7111 Architectenbureaus;2008;96.0;96.0;2.2;2.2
530;7111 Architectenbureaus;2009 1e kwartaal;85.0;94.0;-11.1;-11.1
531;7111 Architectenbureaus;2009 2e kwartaal;86.0;91.0;-10.8;-10.9
532;7111 Architectenbureaus;2009 3e kwartaal;76.0;88.0;-13.7;-11.8
533;7111 Architectenbureaus;2009 4e kwartaal;87.0;83.0;-17.8;-13.5
534;7111 Architectenbureaus;2009;83.0;83.0;-13.5;-13.5
535;7111 Architectenbureaus;2010 1e kwartaal;71.0;80.0;-15.9;-15.9
536;7111 Architectenbureaus;2010 2e kwartaal;73.0;77.0;-14.9;-15.4
537;7111 Architectenbureaus;2010 3e kwartaal;66.0;74.0;-12.8;-14.6
538;7111 Architectenbureaus;2010 4e kwartaal;77.0;72.0;-11.4;-13.7
539;7111 Architectenbureaus;2010;72.0;72.0;-13.7;-13.7
540;7111 Architectenbureaus;2011 1e kwartaal;64.0;70.0;-10.6;-10.6
541;7111 Architectenbureaus;2011 2e kwartaal;67.0;68.0;-8.9;-9.7
542;7111 Architectenbureaus;2011 3e kwartaal;60.0;67.0;-9.3;-9.6
543;7111 Architectenbureaus;2011 4e kwartaal;74.0;66.0;-4.2;-8.1
544;7111 Architectenbureaus;2011;66.0;66.0;-8.1;-8.1
545;7111 Architectenbureaus;2012 1e kwartaal;57.0;64.0;-10.8;-10.8
546;7111 Architectenbureaus;2012 2e kwartaal;60.0;63.0;-9.2;-10.0
547;7111 Architectenbureaus;2012 3e kwartaal;53.0;61.0;-11.1;-10.3
548;7111 Architectenbureaus;2012 4e kwartaal;58.0;57.0;-22.2;-13.7
549;7111 Architectenbureaus;2012;57.0;57.0;-13.7;-13.7
550;7112 Ingenieursbureaus;2003 1e kwartaal;;;;
551;7112 Ingenieursbureaus;2003 2e kwartaal;;;;
552;7112 Ingenieursbureaus;2003 3e kwartaal;;;;
553;7112 Ingenieursbureaus;2003 4e kwartaal;;;;
554;7112 Ingenieursbureaus;2003;;;;
555;7112 Ingenieursbureaus;2004 1e kwartaal;;;;
556;7112 Ingenieursbureaus;2004 2e kwartaal;;;;
557;7112 Ingenieursbureaus;2004 3e kwartaal;;;;
558;7112 Ingenieursbureaus;2004 4e kwartaal;;;;
559;7112 Ingenieursbureaus;2004;;;;
560;7112 Ingenieursbureaus;2005 1e kwartaal;92.0;;;
561;7112 Ingenieursbureaus;2005 2e kwartaal;97.0;;;
562;7112 Ingenieursbureaus;2005 3e kwartaal;102.0;;;
563;7112 Ingenieursbureaus;2005 4e kwartaal;109.0;100.0;;
564;7112 Ingenieursbureaus;2005;100.0;100.0;;
565;7112 Ingenieursbureaus;2006 1e kwartaal;102.0;102.0;10.8;10.8
566;7112 Ingenieursbureaus;2006 2e kwartaal;112.0;106.0;15.0;13.0
567;7112 Ingenieursbureaus;2006 3e kwartaal;108.0;108.0;6.1;10.6
568;7112 Ingenieursbureaus;2006 4e kwartaal;122.0;111.0;12.0;11.0
569;7112 Ingenieursbureaus;2006;111.0;111.0;11.0;11.0
570;7112 Ingenieursbureaus;2007 1e kwartaal;113.0;114.0;11.4;11.4
571;7112 Ingenieursbureaus;2007 2e kwartaal;123.0;117.0;9.8;10.6
572;7112 Ingenieursbureaus;2007 3e kwartaal;115.0;118.0;6.7;9.3
573;7112 Ingenieursbureaus;2007 4e kwartaal;134.0;121.0;9.1;9.2
574;7112 Ingenieursbureaus;2007;121.0;121.0;9.2;9.2
575;7112 Ingenieursbureaus;2008 1e kwartaal;123.0;124.0;8.4;8.4
576;7112 Ingenieursbureaus;2008 2e kwartaal;133.0;126.0;7.9;8.2
577;7112 Ingenieursbureaus;2008 3e kwartaal;127.0;129.0;10.1;8.8
578;7112 Ingenieursbureaus;2008 4e kwartaal;147.0;132.0;9.9;9.1
579;7112 Ingenieursbureaus;2008;132.0;132.0;9.1;9.1
580;7112 Ingenieursbureaus;2009 1e kwartaal;131.0;134.0;6.8;6.8
581;7112 Ingenieursbureaus;2009 2e kwartaal;132.0;134.0;-0.6;3.0
582;7112 Ingenieursbureaus;2009 3e kwartaal;126.0;134.0;-0.6;1.8
583;7112 Ingenieursbureaus;2009 4e kwartaal;139.0;132.0;-5.0;-0.1
584;7112 Ingenieursbureaus;2009;132.0;132.0;-0.1;-0.1
585;7112 Ingenieursbureaus;2010 1e kwartaal;119.0;129.0;-9.6;-9.6
586;7112 Ingenieursbureaus;2010 2e kwartaal;127.0;128.0;-3.9;-6.7
587;7112 Ingenieursbureaus;2010 3e kwartaal;126.0;128.0;-0.2;-4.6
588;7112 Ingenieursbureaus;2010 4e kwartaal;137.0;127.0;-2.0;-3.9
589;7112 Ingenieursbureaus;2010;127.0;127.0;-3.9;-3.9
590;7112 Ingenieursbureaus;2011 1e kwartaal;118.0;127.0;-0.5;-0.5
591;7112 Ingenieursbureaus;2011 2e kwartaal;125.0;126.0;-1.7;-1.1
592;7112 Ingenieursbureaus;2011 3e kwartaal;117.0;124.0;-6.8;-3.0
593;7112 Ingenieursbureaus;2011 4e kwartaal;129.0;122.0;-5.8;-3.8
594;7112 Ingenieursbureaus;2011;122.0;122.0;-3.8;-3.8
595;7112 Ingenieursbureaus;2012 1e kwartaal;114.0;121.0;-3.7;-3.7
596;7112 Ingenieursbureaus;2012 2e kwartaal;120.0;120.0;-3.8;-3.7
597;7112 Ingenieursbureaus;2012 3e kwartaal;116.0;119.0;-1.4;-3.0
598;7112 Ingenieursbureaus;2012 4e kwartaal;129.0;120.0;0.5;-2.0
599;7112 Ingenieursbureaus;2012;120.0;120.0;-2.0;-2.0
600;712 Keurings- en controlediensten;2003 1e kwartaal;94.0;;;
601;712 Keurings- en controlediensten;2003 2e kwartaal;100.0;;;
602;712 Keurings- en controlediensten;2003 3e kwartaal;98.0;;;
603;712 Keurings- en controlediensten;2003 4e kwartaal;110.0;101.0;;
604;712 Keurings- en controlediensten;2003;101.0;101.0;;
605;712 Keurings- en controlediensten;2004 1e kwartaal;94.0;101.0;-0.1;-0.1
606;712 Keurings- en controlediensten;2004 2e kwartaal;98.0;100.0;-1.7;-0.9
607;712 Keurings- en controlediensten;2004 3e kwartaal;94.0;99.0;-3.9;-1.9
608;712 Keurings- en controlediensten;2004 4e kwartaal;99.0;96.0;-10.1;-4.2
609;712 Keurings- en controlediensten;2004;96.0;96.0;-4.2;-4.2
610;712 Keurings- en controlediensten;2005 1e kwartaal;91.0;96.0;-2.8;-2.8
611;712 Keurings- en controlediensten;2005 2e kwartaal;102.0;97.0;3.5;0.4
612;712 Keurings- en controlediensten;2005 3e kwartaal;98.0;98.0;4.4;1.7
613;712 Keurings- en controlediensten;2005 4e kwartaal;109.0;100.0;9.5;3.7
614;712 Keurings- en controlediensten;2005;100.0;100.0;;
615;712 Keurings- en controlediensten;2006 1e kwartaal;104.0;103.0;13.8;13.8
616;712 Keurings- en controlediensten;2006 2e kwartaal;110.0;105.0;8.6;11.1
617;712 Keurings- en controlediensten;2006 3e kwartaal;109.0;108.0;10.6;10.9
618;712 Keurings- en controlediensten;2006 4e kwartaal;130.0;113.0;19.4;13.2
619;712 Keurings- en controlediensten;2006;113.0;113.0;13.2;13.2
620;712 Keurings- en controlediensten;2007 1e kwartaal;117.0;116.0;12.3;12.3
621;712 Keurings- en controlediensten;2007 2e kwartaal;124.0;120.0;12.1;12.2
622;712 Keurings- en controlediensten;2007 3e kwartaal;119.0;122.0;9.7;11.4
623;712 Keurings- en controlediensten;2007 4e kwartaal;135.0;124.0;4.4;9.4
624;712 Keurings- en controlediensten;2007;124.0;124.0;9.4;9.4
625;712 Keurings- en controlediensten;2008 1e kwartaal;127.0;126.0;8.5;8.5
626;712 Keurings- en controlediensten;2008 2e kwartaal;139.0;130.0;12.2;10.4
627;712 Keurings- en controlediensten;2008 3e kwartaal;131.0;133.0;9.9;10.2
628;712 Keurings- en controlediensten;2008 4e kwartaal;149.0;136.0;10.1;10.2
629;712 Keurings- en controlediensten;2008;136.0;136.0;10.2;10.2
630;712 Keurings- en controlediensten;2009 1e kwartaal;139.0;140.0;9.8;9.8
631;712 Keurings- en controlediensten;2009 2e kwartaal;148.0;142.0;6.4;8.0
632;712 Keurings- en controlediensten;2009 3e kwartaal;141.0;144.0;7.2;7.8
633;712 Keurings- en controlediensten;2009 4e kwartaal;159.0;147.0;6.7;7.5
634;712 Keurings- en controlediensten;2009;147.0;147.0;7.5;7.5
635;712 Keurings- en controlediensten;2010 1e kwartaal;147.0;148.0;5.3;5.3
636;712 Keurings- en controlediensten;2010 2e kwartaal;155.0;150.0;4.5;4.9
637;712 Keurings- en controlediensten;2010 3e kwartaal;151.0;153.0;7.6;5.8
638;712 Keurings- en controlediensten;2010 4e kwartaal;174.0;157.0;9.6;6.8
639;712 Keurings- en controlediensten;2010;157.0;157.0;6.8;6.8
640;712 Keurings- en controlediensten;2011 1e kwartaal;156.0;159.0;6.3;6.3
641;712 Keurings- en controlediensten;2011 2e kwartaal;166.0;162.0;7.6;7.0
642;712 Keurings- en controlediensten;2011 3e kwartaal;156.0;163.0;2.8;5.6
643;712 Keurings- en controlediensten;2011 4e kwartaal;175.0;163.0;0.6;4.2
644;712 Keurings- en controlediensten;2011;163.0;163.0;4.2;4.2
645;712 Keurings- en controlediensten;2012 1e kwartaal;163.0;165.0;4.6;4.6
646;712 Keurings- en controlediensten;2012 2e kwartaal;181.0;169.0;8.9;6.8
647;712 Keurings- en controlediensten;2012 3e kwartaal;165.0;171.0;6.1;6.6
648;712 Keurings- en controlediensten;2012 4e kwartaal;188.0;174.0;7.1;6.7
649;712 Keurings- en controlediensten;2012;174.0;174.0;6.7;6.7
650;72 Research;2003 1e kwartaal;;;;
651;72 Research;2003 2e kwartaal;;;;
652;72 Research;2003 3e kwartaal;;;;
653;72 Research;2003 4e kwartaal;;;;
654;72 Research;2003;;;;
655;72 Research;2004 1e kwartaal;;;;
656;72 Research;2004 2e kwartaal;;;;
657;72 Research;2004 3e kwartaal;;;;
658;72 Research;2004 4e kwartaal;;;;
659;72 Research;2004;;;;
660;72 Research;2005 1e kwartaal;;;;
661;72 Research;2005 2e kwartaal;;;;
662;72 Research;2005 3e kwartaal;;;;
663;72 Research;2005 4e kwartaal;;;;
664;72 Research;2005;;;;
665;72 Research;2006 1e kwartaal;;;;
666;72 Research;2006 2e kwartaal;;;;
667;72 Research;2006 3e kwartaal;;;;
668;72 Research;2006 4e kwartaal;;;;
669;72 Research;2006;;;;
670;72 Research;2007 1e kwartaal;;;;
671;72 Research;2007 2e kwartaal;;;;
672;72 Research;2007 3e kwartaal;;;;
673;72 Research;2007 4e kwartaal;;;;
674;72 Research;2007;;;;
675;72 Research;2008 1e kwartaal;;;;
676;72 Research;2008 2e kwartaal;;;;
677;72 Research;2008 3e kwartaal;;;;
678;72 Research;2008 4e kwartaal;;;;
679;72 Research;2008;;;;
680;72 Research;2009 1e kwartaal;;;;
681;72 Research;2009 2e kwartaal;;;;
682;72 Research;2009 3e kwartaal;;;;
683;72 Research;2009 4e kwartaal;;;;
684;72 Research;2009;;;;
685;72 Research;2010 1e kwartaal;;;;
686;72 Research;2010 2e kwartaal;;;;
687;72 Research;2010 3e kwartaal;;;;
688;72 Research;2010 4e kwartaal;;;;
689;72 Research;2010;;;;
690;72 Research;2011 1e kwartaal;;;;
691;72 Research;2011 2e kwartaal;;;;
692;72 Research;2011 3e kwartaal;;;;
693;72 Research;2011 4e kwartaal;;;;
694;72 Research;2011;;;;
695;72 Research;2012 1e kwartaal;;;;
696;72 Research;2012 2e kwartaal;;;;
697;72 Research;2012 3e kwartaal;;;;
698;72 Research;2012 4e kwartaal;;;;
699;72 Research;2012;;;;
700;73 Reclamewezen en marktonderzoek;2003 1e kwartaal;;;;
701;73 Reclamewezen en marktonderzoek;2003 2e kwartaal;;;;
702;73 Reclamewezen en marktonderzoek;2003 3e kwartaal;;;;
703;73 Reclamewezen en marktonderzoek;2003 4e kwartaal;;;;
704;73 Reclamewezen en marktonderzoek;2003;;;;
705;73 Reclamewezen en marktonderzoek;2004 1e kwartaal;;;;
706;73 Reclamewezen en marktonderzoek;2004 2e kwartaal;;;;
707;73 Reclamewezen en marktonderzoek;2004 3e kwartaal;;;;
708;73 Reclamewezen en marktonderzoek;2004 4e kwartaal;;;;
709;73 Reclamewezen en marktonderzoek;2004;;;;
710;73 Reclamewezen en marktonderzoek;2005 1e kwartaal;89.0;;;
711;73 Reclamewezen en marktonderzoek;2005 2e kwartaal;103.0;;;
712;73 Reclamewezen en marktonderzoek;2005 3e kwartaal;90.0;;;
713;73 Reclamewezen en marktonderzoek;2005 4e kwartaal;118.0;100.0;;
714;73 Reclamewezen en marktonderzoek;2005;100.0;100.0;;
715;73 Reclamewezen en marktonderzoek;2006 1e kwartaal;93.0;101.0;4.7;4.7
716;73 Reclamewezen en marktonderzoek;2006 2e kwartaal;106.0;102.0;3.3;3.9
717;73 Reclamewezen en marktonderzoek;2006 3e kwartaal;90.0;102.0;0.6;2.9
