ID;KenmerkenWerknemers;Marges;Perioden;TotaalWerknemersMetEenOngeval_1;WerknemersOngevalZonderVerzuim_2;WerknemersOngeval1DagOfMeerVerzuim_3;WerknemersOngeval4DgnOfMeerVerzuim_4;LichamelijkLetsel_5;GeestelijkLetsel_6;OnderscheidNietTeMaken_7;LetselOnbekend_8
210;Herkomst: geboren in Europa (excl. NL);Ondergrens 95%-interval;2015;2.7;0.9;1.5;1.0;1.7;0.2;0.2;0.1
211;Herkomst: geboren in Europa (excl. NL);Ondergrens 95%-interval;2016;1.7;0.6;0.9;0.8;0.8;0.3;0.0;0.1
212;Herkomst: geboren in Europa (excl. NL);Ondergrens 95%-interval;2017;2.8;1.1;1.5;1.2;1.8;0.3;0.1;0.0
213;Herkomst: geboren in Europa (excl. NL);Ondergrens 95%-interval;2018;2.7;0.6;1.4;0.9;1.7;0.2;0.1;0.1
214;Herkomst: geboren in Europa (excl. NL);Ondergrens 95%-interval;2019;2.9;1.5;1.0;0.5;1.9;0.2;0.1;0.2
215;Herkomst: geboren in Europa (excl. NL);Ondergrens 95%-interval;2020;2.9;1.1;1.5;0.7;1.6;0.3;0.4;0.1
216;Herkomst: geboren in Europa (excl. NL);Ondergrens 95%-interval;2021;2.7;1.0;1.2;0.8;1.7;0.2;0.2;0.1
217;Herkomst: geboren in Europa (excl. NL);Ondergrens 95%-interval;2022;2.2;0.8;1.0;0.6;1.2;0.4;0.1;0.0
218;Herkomst: geboren in Europa (excl. NL);Ondergrens 95%-interval;2023;3.5;1.6;1.8;1.1;2.0;0.6;0.2;0.1
219;Herkomst: geboren in Europa (excl. NL);Ondergrens 95%-interval;2024;3.2;1.5;1.4;1.0;1.8;0.7;0.1;0.1
220;Herkomst: geboren in Europa (excl. NL);Bovengrens 95%-interval;2014;4.4;2.8;2.3;1.8;3.2;1.3;0.6;1.3
221;Herkomst: geboren in Europa (excl. NL);Bovengrens 95%-interval;2015;5.0;2.4;3.3;2.5;3.6;1.1;1.0;0.9
222;Herkomst: geboren in Europa (excl. NL);Bovengrens 95%-interval;2016;3.6;1.9;2.4;2.2;2.3;1.3;0.5;0.7
223;Herkomst: geboren in Europa (excl. NL);Bovengrens 95%-interval;2017;5.2;2.8;3.3;2.8;3.8;1.2;1.0;0.9
224;Herkomst: geboren in Europa (excl. NL);Bovengrens 95%-interval;2018;4.7;1.8;3.0;2.3;3.4;1.0;0.7;0.6
225;Herkomst: geboren in Europa (excl. NL);Bovengrens 95%-interval;2019;4.9;3.0;2.2;1.5;3.5;0.9;0.7;0.9
226;Herkomst: geboren in Europa (excl. NL);Bovengrens 95%-interval;2020;4.9;2.5;3.0;1.7;3.1;1.1;1.3;0.7
227;Herkomst: geboren in Europa (excl. NL);Bovengrens 95%-interval;2021;4.8;2.5;2.7;2.1;3.4;0.9;0.9;0.8
228;Herkomst: geboren in Europa (excl. NL);Bovengrens 95%-interval;2022;3.6;1.7;2.2;1.6;2.3;1.3;0.5;0.4
229;Herkomst: geboren in Europa (excl. NL);Bovengrens 95%-interval;2023;5.1;2.8;3.1;2.1;3.3;1.4;0.6;0.6
230;Herkomst: geboren in Europa (excl. NL);Bovengrens 95%-interval;2024;4.7;2.6;2.5;2.0;3.0;1.5;0.4;0.6
231;Herkomst: geboren buiten Europa;Waarde;2014;3.8;1.4;2.4;1.7;1.6;0.5;0.8;0.8
232;Herkomst: geboren buiten Europa;Waarde;2015;3.0;1.4;1.4;1.0;1.6;0.5;0.5;0.4
233;Herkomst: geboren buiten Europa;Waarde;2016;3.8;1.2;2.6;1.9;1.9;0.8;0.7;0.5
234;Herkomst: geboren buiten Europa;Waarde;2017;3.9;1.8;2.1;1.6;2.0;0.5;0.8;0.5
235;Herkomst: geboren buiten Europa;Waarde;2018;3.5;1.4;2.1;1.5;1.9;0.6;0.6;0.3
236;Herkomst: geboren buiten Europa;Waarde;2019;3.6;1.6;1.8;1.2;2.0;0.6;0.3;0.4
237;Herkomst: geboren buiten Europa;Waarde;2020;3.0;1.1;1.6;1.1;1.7;0.5;0.4;0.3
238;Herkomst: geboren buiten Europa;Waarde;2021;3.7;1.3;2.2;1.6;2.0;0.7;0.5;0.4
239;Herkomst: geboren buiten Europa;Waarde;2022;3.6;1.9;1.8;1.3;2.2;0.9;0.3;0.1
240;Herkomst: geboren buiten Europa;Waarde;2023;3.7;1.6;2.1;1.4;2.0;1.0;0.4;0.2
241;Herkomst: geboren buiten Europa;Waarde;2024;3.5;1.6;2.0;1.5;1.8;0.9;0.4;0.2
242;Herkomst: geboren buiten Europa;Ondergrens 95%-interval;2014;3.0;0.9;1.8;1.2;1.1;0.3;0.4;0.5
243;Herkomst: geboren buiten Europa;Ondergrens 95%-interval;2015;2.4;1.0;1.0;0.7;1.2;0.3;0.3;0.2
244;Herkomst: geboren buiten Europa;Ondergrens 95%-interval;2016;3.1;0.8;2.0;1.4;1.4;0.5;0.4;0.2
245;Herkomst: geboren buiten Europa;Ondergrens 95%-interval;2017;3.1;1.3;1.6;1.1;1.5;0.3;0.5;0.3
246;Herkomst: geboren buiten Europa;Ondergrens 95%-interval;2018;2.9;1.1;1.6;1.2;1.5;0.4;0.4;0.2
247;Herkomst: geboren buiten Europa;Ondergrens 95%-interval;2019;3.0;1.3;1.4;0.9;1.6;0.4;0.2;0.3
248;Herkomst: geboren buiten Europa;Ondergrens 95%-interval;2020;2.4;0.8;1.2;0.8;1.3;0.3;0.3;0.2
249;Herkomst: geboren buiten Europa;Ondergrens 95%-interval;2021;3.1;0.9;1.7;1.2;1.5;0.4;0.3;0.2
250;Herkomst: geboren buiten Europa;Ondergrens 95%-interval;2022;3.0;1.4;1.4;1.0;1.7;0.6;0.1;0.1
251;Herkomst: geboren buiten Europa;Ondergrens 95%-interval;2023;3.1;1.2;1.6;1.1;1.6;0.7;0.2;0.1
252;Herkomst: geboren buiten Europa;Ondergrens 95%-interval;2024;2.9;1.2;1.6;1.1;1.4;0.7;0.2;0.1
253;Herkomst: geboren buiten Europa;Bovengrens 95%-interval;2014;4.8;2.1;3.2;2.4;2.3;1.0;1.3;1.4
254;Herkomst: geboren buiten Europa;Bovengrens 95%-interval;2015;3.9;2.0;2.0;1.5;2.2;0.9;1.0;0.8
255;Herkomst: geboren buiten Europa;Bovengrens 95%-interval;2016;4.7;1.7;3.4;2.6;2.5;1.2;1.1;0.9
256;Herkomst: geboren buiten Europa;Bovengrens 95%-interval;2017;4.8;2.4;2.9;2.2;2.7;0.9;1.2;0.9
257;Herkomst: geboren buiten Europa;Bovengrens 95%-interval;2018;4.2;1.9;2.6;2.0;2.4;0.9;0.9;0.6
258;Herkomst: geboren buiten Europa;Bovengrens 95%-interval;2019;4.3;2.1;2.3;1.7;2.6;1.0;0.7;0.7
259;Herkomst: geboren buiten Europa;Bovengrens 95%-interval;2020;3.6;1.6;2.1;1.6;2.2;0.8;0.7;0.5
260;Herkomst: geboren buiten Europa;Bovengrens 95%-interval;2021;4.6;1.8;2.9;2.2;2.6;1.1;0.9;0.7
261;Herkomst: geboren buiten Europa;Bovengrens 95%-interval;2022;4.3;2.5;2.4;1.8;2.8;1.3;0.6;0.4
262;Herkomst: geboren buiten Europa;Bovengrens 95%-interval;2023;4.4;2.1;2.6;1.9;2.5;1.4;0.7;0.5
263;Herkomst: geboren buiten Europa;Bovengrens 95%-interval;2024;4.2;2.1;2.5;1.9;2.3;1.3;0.7;0.5
264;Herkomstland: Nederland;Waarde;2014;3.4;1.8;1.6;1.1;2.2;0.5;0.5;0.2
265;Herkomstland: Nederland;Waarde;2015;3.0;1.7;1.3;0.9;2.0;0.4;0.4;0.1
266;Herkomstland: Nederland;Waarde;2016;2.9;1.6;1.3;0.9;1.9;0.4;0.4;0.2
267;Herkomstland: Nederland;Waarde;2017;3.3;1.9;1.5;1.1;2.3;0.5;0.4;0.1
268;Herkomstland: Nederland;Waarde;2018;3.0;1.7;1.4;1.0;2.0;0.5;0.4;0.1
269;Herkomstland: Nederland;Waarde;2019;3.2;1.8;1.5;1.1;2.2;0.5;0.3;0.1
270;Herkomstland: Nederland;Waarde;2020;2.4;1.3;1.2;0.8;1.7;0.4;0.2;0.1
271;Herkomstland: Nederland;Waarde;2021;2.4;1.2;1.2;0.9;1.5;0.4;0.3;0.1
272;Herkomstland: Nederland;Waarde;2022;2.4;1.3;1.1;0.9;1.6;0.4;0.3;0.1
273;Herkomstland: Nederland;Waarde;2023;2.4;1.3;1.1;0.8;1.6;0.4;0.3;0.1
274;Herkomstland: Nederland;Waarde;2024;2.2;1.2;1.0;0.8;1.4;0.5;0.2;0.1
275;Herkomstland: Nederland;Ondergrens 95%-interval;2014;3.2;1.7;1.5;1.0;2.0;0.4;0.4;0.2
276;Herkomstland: Nederland;Ondergrens 95%-interval;2015;2.8;1.6;1.2;0.8;1.9;0.3;0.4;0.1
277;Herkomstland: Nederland;Ondergrens 95%-interval;2016;2.7;1.5;1.2;0.8;1.7;0.3;0.4;0.1
278;Herkomstland: Nederland;Ondergrens 95%-interval;2017;3.1;1.7;1.4;1.0;2.2;0.4;0.3;0.1
279;Herkomstland: Nederland;Ondergrens 95%-interval;2018;2.9;1.6;1.3;0.9;1.9;0.5;0.3;0.1
280;Herkomstland: Nederland;Ondergrens 95%-interval;2019;3.0;1.7;1.4;1.0;2.1;0.4;0.3;0.1
281;Herkomstland: Nederland;Ondergrens 95%-interval;2020;2.3;1.2;1.1;0.7;1.6;0.3;0.2;0.1
282;Herkomstland: Nederland;Ondergrens 95%-interval;2021;2.2;1.1;1.1;0.8;1.4;0.3;0.3;0.0
283;Herkomstland: Nederland;Ondergrens 95%-interval;2022;2.2;1.2;1.0;0.8;1.5;0.3;0.3;0.1
284;Herkomstland: Nederland;Ondergrens 95%-interval;2023;2.3;1.2;1.0;0.7;1.5;0.4;0.2;0.0
285;Herkomstland: Nederland;Ondergrens 95%-interval;2024;2.1;1.1;0.9;0.7;1.3;0.4;0.2;0.0
286;Herkomstland: Nederland;Bovengrens 95%-interval;2014;3.7;2.0;1.8;1.2;2.4;0.6;0.6;0.3
287;Herkomstland: Nederland;Bovengrens 95%-interval;2015;3.2;1.9;1.5;1.0;2.2;0.4;0.5;0.2
288;Herkomstland: Nederland;Bovengrens 95%-interval;2016;3.1;1.8;1.5;1.0;2.0;0.5;0.5;0.2
289;Herkomstland: Nederland;Bovengrens 95%-interval;2017;3.5;2.0;1.6;1.2;2.5;0.5;0.4;0.2
290;Herkomstland: Nederland;Bovengrens 95%-interval;2018;3.2;1.8;1.5;1.1;2.2;0.6;0.4;0.1
291;Herkomstland: Nederland;Bovengrens 95%-interval;2019;3.4;1.9;1.6;1.2;2.4;0.6;0.4;0.2
292;Herkomstland: Nederland;Bovengrens 95%-interval;2020;2.6;1.4;1.3;0.9;1.8;0.4;0.3;0.1
293;Herkomstland: Nederland;Bovengrens 95%-interval;2021;2.5;1.3;1.3;1.0;1.7;0.5;0.4;0.1
294;Herkomstland: Nederland;Bovengrens 95%-interval;2022;2.5;1.4;1.3;0.9;1.7;0.5;0.4;0.1
295;Herkomstland: Nederland;Bovengrens 95%-interval;2023;2.6;1.4;1.2;0.9;1.7;0.5;0.3;0.1
296;Herkomstland: Nederland;Bovengrens 95%-interval;2024;2.3;1.3;1.1;0.8;1.6;0.5;0.3;0.1
297;Herkomstland: Europa (excl. Nederland);Waarde;2014;3.0;1.6;1.4;1.0;2.0;0.5;0.3;0.1
298;Herkomstland: Europa (excl. Nederland);Waarde;2015;3.4;1.5;1.9;1.4;2.4;0.5;0.3;0.2
299;Herkomstland: Europa (excl. Nederland);Waarde;2016;2.6;1.4;1.3;1.0;1.7;0.5;0.2;0.2
300;Herkomstland: Europa (excl. Nederland);Waarde;2017;3.8;1.8;2.2;1.6;2.7;0.6;0.4;0.1
301;Herkomstland: Europa (excl. Nederland);Waarde;2018;3.6;1.4;2.0;1.4;2.3;0.6;0.4;0.1
302;Herkomstland: Europa (excl. Nederland);Waarde;2019;3.6;2.1;1.5;0.9;2.6;0.4;0.3;0.3
303;Herkomstland: Europa (excl. Nederland);Waarde;2020;3.4;1.7;1.8;1.0;1.9;0.6;0.6;0.2
304;Herkomstland: Europa (excl. Nederland);Waarde;2021;3.6;1.6;1.9;1.3;2.4;0.5;0.4;0.2
305;Herkomstland: Europa (excl. Nederland);Waarde;2022;2.5;1.1;1.4;1.0;1.5;0.6;0.2;0.1
306;Herkomstland: Europa (excl. Nederland);Waarde;2023;3.6;1.8;2.0;1.3;2.2;0.7;0.3;0.3
307;Herkomstland: Europa (excl. Nederland);Waarde;2024;3.5;1.7;1.8;1.3;2.0;0.9;0.3;0.2
308;Herkomstland: Europa (excl. Nederland);Ondergrens 95%-interval;2014;2.2;1.1;0.9;0.6;1.4;0.3;0.1;0.0
309;Herkomstland: Europa (excl. Nederland);Ondergrens 95%-interval;2015;2.7;1.1;1.4;1.0;1.8;0.3;0.1;0.0
310;Herkomstland: Europa (excl. Nederland);Ondergrens 95%-interval;2016;2.0;1.0;0.9;0.6;1.2;0.3;0.1;0.1
311;Herkomstland: Europa (excl. Nederland);Ondergrens 95%-interval;2017;3.0;1.3;1.6;1.1;2.0;0.3;0.2;0.0
312;Herkomstland: Europa (excl. Nederland);Ondergrens 95%-interval;2018;2.9;1.0;1.5;1.0;1.8;0.4;0.2;0.0
313;Herkomstland: Europa (excl. Nederland);Ondergrens 95%-interval;2019;2.9;1.6;1.1;0.6;2.0;0.2;0.2;0.1
314;Herkomstland: Europa (excl. Nederland);Ondergrens 95%-interval;2020;2.8;1.2;1.3;0.7;1.5;0.4;0.4;0.1
315;Herkomstland: Europa (excl. Nederland);Ondergrens 95%-interval;2021;2.9;1.1;1.4;0.9;1.8;0.3;0.2;0.1
316;Herkomstland: Europa (excl. Nederland);Ondergrens 95%-interval;2022;2.0;0.8;1.1;0.7;1.2;0.4;0.1;0.0
317;Herkomstland: Europa (excl. Nederland);Ondergrens 95%-interval;2023;3.0;1.4;1.5;1.0;1.8;0.5;0.2;0.2
318;Herkomstland: Europa (excl. Nederland);Ondergrens 95%-interval;2024;3.0;1.3;1.4;1.0;1.6;0.7;0.1;0.1
319;Herkomstland: Europa (excl. Nederland);Bovengrens 95%-interval;2014;3.9;2.4;2.0;1.6;2.8;0.9;0.7;0.7
320;Herkomstland: Europa (excl. Nederland);Bovengrens 95%-interval;2015;4.4;2.2;2.6;2.0;3.2;0.9;0.7;0.5
321;Herkomstland: Europa (excl. Nederland);Bovengrens 95%-interval;2016;3.4;2.0;1.9;1.6;2.3;0.9;0.4;0.5
322;Herkomstland: Europa (excl. Nederland);Bovengrens 95%-interval;2017;4.8;2.6;3.0;2.3;3.6;1.0;0.7;0.5
323;Herkomstland: Europa (excl. Nederland);Bovengrens 95%-interval;2018;4.5;1.9;2.6;2.0;3.0;1.1;0.7;0.4
324;Herkomstland: Europa (excl. Nederland);Bovengrens 95%-interval;2019;4.4;2.7;2.1;1.3;3.3;0.7;0.6;0.6
325;Herkomstland: Europa (excl. Nederland);Bovengrens 95%-interval;2020;4.3;2.3;2.4;1.5;2.6;1.0;1.0;0.5
326;Herkomstland: Europa (excl. Nederland);Bovengrens 95%-interval;2021;4.5;2.2;2.6;1.9;3.2;0.9;0.8;0.5
327;Herkomstland: Europa (excl. Nederland);Bovengrens 95%-interval;2022;3.2;1.5;1.9;1.4;2.0;1.0;0.5;0.3
328;Herkomstland: Europa (excl. Nederland);Bovengrens 95%-interval;2023;4.3;2.3;2.5;1.7;2.8;1.0;0.5;0.6
329;Herkomstland: Europa (excl. Nederland);Bovengrens 95%-interval;2024;4.2;2.2;2.2;1.7;2.6;1.3;0.5;0.4
330;Herkomstland: buiten Europa;Waarde;2014;3.8;1.8;2.0;1.4;1.9;0.6;0.6;0.6
331;Herkomstland: buiten Europa;Waarde;2015;3.0;1.5;1.4;0.8;1.8;0.4;0.4;0.4
332;Herkomstland: buiten Europa;Waarde;2016;3.4;1.4;1.9;1.4;1.7;0.6;0.7;0.4
333;Herkomstland: buiten Europa;Waarde;2017;3.5;1.7;1.9;1.5;1.8;0.6;0.6;0.4
334;Herkomstland: buiten Europa;Waarde;2018;3.4;1.6;1.9;1.3;1.9;0.6;0.5;0.3
335;Herkomstland: buiten Europa;Waarde;2019;3.4;1.6;1.7;1.2;2.2;0.6;0.3;0.2
336;Herkomstland: buiten Europa;Waarde;2020;2.7;1.2;1.4;1.0;1.6;0.5;0.3;0.2
337;Herkomstland: buiten Europa;Waarde;2021;3.2;1.4;1.7;1.3;1.7;0.7;0.4;0.3
338;Herkomstland: buiten Europa;Waarde;2022;3.6;1.6;2.0;1.4;2.0;0.8;0.4;0.2
339;Herkomstland: buiten Europa;Waarde;2023;3.5;1.5;1.9;1.3;2.0;0.8;0.4;0.2
340;Herkomstland: buiten Europa;Waarde;2024;2.9;1.2;1.8;1.3;1.6;0.7;0.3;0.2
341;Herkomstland: buiten Europa;Ondergrens 95%-interval;2014;3.1;1.3;1.6;1.0;1.4;0.4;0.4;0.4
342;Herkomstland: buiten Europa;Ondergrens 95%-interval;2015;2.5;1.1;1.1;0.6;1.4;0.2;0.3;0.2
343;Herkomstland: buiten Europa;Ondergrens 95%-interval;2016;2.9;1.1;1.6;1.1;1.3;0.4;0.5;0.2
344;Herkomstland: buiten Europa;Ondergrens 95%-interval;2017;3.0;1.3;1.5;1.1;1.4;0.4;0.4;0.3
345;Herkomstland: buiten Europa;Ondergrens 95%-interval;2018;3.0;1.3;1.6;1.1;1.6;0.5;0.4;0.2
346;Herkomstland: buiten Europa;Ondergrens 95%-interval;2019;3.0;1.3;1.4;1.0;1.8;0.5;0.1;0.2
347;Herkomstland: buiten Europa;Ondergrens 95%-interval;2020;2.3;0.9;1.1;0.8;1.3;0.4;0.2;0.1
348;Herkomstland: buiten Europa;Ondergrens 95%-interval;2021;2.7;1.1;1.4;1.0;1.4;0.5;0.3;0.1
349;Herkomstland: buiten Europa;Ondergrens 95%-interval;2022;3.1;1.3;1.7;1.1;1.7;0.6;0.3;0.1
350;Herkomstland: buiten Europa;Ondergrens 95%-interval;2023;3.0;1.2;1.6;1.0;1.6;0.6;0.2;0.1
351;Herkomstland: buiten Europa;Ondergrens 95%-interval;2024;2.5;1.0;1.5;1.1;1.3;0.5;0.2;0.1
352;Herkomstland: buiten Europa;Bovengrens 95%-interval;2014;4.6;2.4;2.6;1.8;2.5;1.0;0.9;0.9
353;Herkomstland: buiten Europa;Bovengrens 95%-interval;2015;3.6;1.9;1.8;1.1;2.2;0.6;0.7;0.6
354;Herkomstland: buiten Europa;Bovengrens 95%-interval;2016;4.0;1.8;2.4;1.8;2.1;0.8;1.0;0.7
355;Herkomstland: buiten Europa;Bovengrens 95%-interval;2017;4.1;2.1;2.4;1.9;2.3;0.9;0.9;0.7
356;Herkomstland: buiten Europa;Bovengrens 95%-interval;2018;3.9;1.9;2.3;1.7;2.3;0.8;0.8;0.4
357;Herkomstland: buiten Europa;Bovengrens 95%-interval;2019;3.9;2.0;2.1;1.5;2.6;0.9;0.4;0.4
358;Herkomstland: buiten Europa;Bovengrens 95%-interval;2020;3.1;1.5;1.7;1.3;2.0;0.7;0.5;0.3
359;Herkomstland: buiten Europa;Bovengrens 95%-interval;2021;3.8;1.8;2.1;1.7;2.1;1.0;0.7;0.4
360;Herkomstland: buiten Europa;Bovengrens 95%-interval;2022;4.1;2.0;2.4;1.8;2.4;1.1;0.7;0.4
361;Herkomstland: buiten Europa;Bovengrens 95%-interval;2023;4.0;1.8;2.3;1.6;2.3;1.1;0.5;0.4
362;Herkomstland: buiten Europa;Bovengrens 95%-interval;2024;3.4;1.6;2.1;1.6;2.0;1.0;0.5;0.3
363;Arbeidsduur: deeltijd;Waarde;2014;3.3;1.9;1.4;1.0;2.1;0.5;0.4;0.2
364;Arbeidsduur: deeltijd;Waarde;2015;3.0;1.9;1.1;0.7;1.9;0.4;0.4;0.2
365;Arbeidsduur: deeltijd;Waarde;2016;2.9;1.8;1.2;0.9;1.8;0.5;0.5;0.2
366;Arbeidsduur: deeltijd;Waarde;2017;3.1;1.8;1.4;1.0;2.1;0.4;0.4;0.1
367;Arbeidsduur: deeltijd;Waarde;2018;3.1;1.8;1.3;0.9;2.0;0.6;0.4;0.1
368;Arbeidsduur: deeltijd;Waarde;2019;3.1;1.8;1.3;0.9;2.1;0.5;0.3;0.1
369;Arbeidsduur: deeltijd;Waarde;2020;2.5;1.3;1.2;0.8;1.7;0.4;0.2;0.1
370;Arbeidsduur: deeltijd;Waarde;2021;2.6;1.4;1.2;0.9;1.7;0.5;0.3;0.1
371;Arbeidsduur: deeltijd;Waarde;2022;2.6;1.5;1.1;0.8;1.6;0.5;0.3;0.1
372;Arbeidsduur: deeltijd;Waarde;2023;2.7;1.5;1.3;0.8;1.8;0.5;0.3;0.1
373;Arbeidsduur: deeltijd;Waarde;2024;2.5;1.3;1.2;0.9;1.5;0.6;0.2;0.1
374;Arbeidsduur: deeltijd;Ondergrens 95%-interval;2014;3.0;1.7;1.2;0.8;1.9;0.4;0.3;0.1
375;Arbeidsduur: deeltijd;Ondergrens 95%-interval;2015;2.7;1.7;1.0;0.6;1.8;0.3;0.3;0.1
376;Arbeidsduur: deeltijd;Ondergrens 95%-interval;2016;2.7;1.6;1.1;0.7;1.6;0.4;0.4;0.1
377;Arbeidsduur: deeltijd;Ondergrens 95%-interval;2017;2.8;1.7;1.2;0.8;1.9;0.3;0.3;0.1
378;Arbeidsduur: deeltijd;Ondergrens 95%-interval;2018;2.9;1.6;1.2;0.8;1.8;0.5;0.3;0.1
379;Arbeidsduur: deeltijd;Ondergrens 95%-interval;2019;2.9;1.7;1.1;0.8;1.9;0.4;0.2;0.1
380;Arbeidsduur: deeltijd;Ondergrens 95%-interval;2020;2.3;1.2;1.0;0.7;1.5;0.4;0.2;0.1
381;Arbeidsduur: deeltijd;Ondergrens 95%-interval;2021;2.4;1.2;1.1;0.8;1.5;0.4;0.3;0.1
382;Arbeidsduur: deeltijd;Ondergrens 95%-interval;2022;2.4;1.3;1.0;0.7;1.5;0.4;0.3;0.1
383;Arbeidsduur: deeltijd;Ondergrens 95%-interval;2023;2.5;1.4;1.1;0.7;1.6;0.4;0.3;0.1
384;Arbeidsduur: deeltijd;Ondergrens 95%-interval;2024;2.3;1.2;1.1;0.8;1.4;0.5;0.2;0.1
385;Arbeidsduur: deeltijd;Bovengrens 95%-interval;2014;3.6;2.2;1.6;1.1;2.4;0.6;0.5;0.3
386;Arbeidsduur: deeltijd;Bovengrens 95%-interval;2015;3.2;2.1;1.3;0.9;2.1;0.5;0.5;0.2
387;Arbeidsduur: deeltijd;Bovengrens 95%-interval;2016;3.2;2.0;1.4;1.0;2.0;0.6;0.6;0.3
388;Arbeidsduur: deeltijd;Bovengrens 95%-interval;2017;3.3;2.0;1.6;1.1;2.3;0.5;0.5;0.2
389;Arbeidsduur: deeltijd;Bovengrens 95%-interval;2018;3.3;2.0;1.5;1.1;2.2;0.7;0.4;0.1
390;Arbeidsduur: deeltijd;Bovengrens 95%-interval;2019;3.3;2.0;1.4;1.0;2.3;0.6;0.4;0.2
391;Arbeidsduur: deeltijd;Bovengrens 95%-interval;2020;2.7;1.5;1.3;1.0;1.8;0.5;0.3;0.1
392;Arbeidsduur: deeltijd;Bovengrens 95%-interval;2021;2.9;1.6;1.4;1.1;1.9;0.6;0.4;0.2
393;Arbeidsduur: deeltijd;Bovengrens 95%-interval;2022;2.8;1.6;1.2;1.0;1.8;0.6;0.4;0.1
394;Arbeidsduur: deeltijd;Bovengrens 95%-interval;2023;2.9;1.7;1.4;1.0;1.9;0.6;0.4;0.2
395;Arbeidsduur: deeltijd;Bovengrens 95%-interval;2024;2.7;1.5;1.3;1.0;1.7;0.7;0.3;0.1
396;Arbeidsduur: minder dan 20 uur per week;Waarde;2014;2.9;1.7;1.3;0.8;2.0;0.4;0.3;0.2
397;Arbeidsduur: minder dan 20 uur per week;Waarde;2015;2.9;2.0;1.0;0.6;2.2;0.2;0.3;0.2
398;Arbeidsduur: minder dan 20 uur per week;Waarde;2016;2.9;1.8;1.1;0.7;2.0;0.2;0.5;0.2
399;Arbeidsduur: minder dan 20 uur per week;Waarde;2017;3.1;2.0;1.2;0.7;2.3;0.3;0.3;0.2
400;Arbeidsduur: minder dan 20 uur per week;Waarde;2018;3.0;1.8;1.3;0.9;2.2;0.4;0.4;0.1
401;Arbeidsduur: minder dan 20 uur per week;Waarde;2019;2.9;1.9;1.1;0.7;2.2;0.3;0.2;0.2
402;Arbeidsduur: minder dan 20 uur per week;Waarde;2020;2.5;1.2;1.2;0.8;1.9;0.2;0.2;0.1
403;Arbeidsduur: minder dan 20 uur per week;Waarde;2021;2.4;1.3;1.0;0.7;1.7;0.2;0.3;0.1
404;Arbeidsduur: minder dan 20 uur per week;Waarde;2022;2.6;1.5;1.1;0.8;1.8;0.3;0.3;0.1
405;Arbeidsduur: minder dan 20 uur per week;Waarde;2023;2.8;1.8;1.1;0.6;2.0;0.3;0.3;0.2
406;Arbeidsduur: minder dan 20 uur per week;Waarde;2024;2.2;1.3;0.9;0.7;1.5;0.4;0.2;0.0
407;Arbeidsduur: minder dan 20 uur per week;Ondergrens 95%-interval;2014;2.5;1.5;1.0;0.6;1.7;0.3;0.2;0.1
408;Arbeidsduur: minder dan 20 uur per week;Ondergrens 95%-interval;2015;2.5;1.7;0.8;0.4;1.9;0.1;0.2;0.1
409;Arbeidsduur: minder dan 20 uur per week;Ondergrens 95%-interval;2016;2.6;1.5;0.9;0.5;1.7;0.2;0.3;0.1
410;Arbeidsduur: minder dan 20 uur per week;Ondergrens 95%-interval;2017;2.7;1.7;1.0;0.6;2.0;0.2;0.2;0.1
411;Arbeidsduur: minder dan 20 uur per week;Ondergrens 95%-interval;2018;2.7;1.6;1.1;0.7;1.9;0.3;0.3;0.0
412;Arbeidsduur: minder dan 20 uur per week;Ondergrens 95%-interval;2019;2.6;1.6;0.9;0.5;1.9;0.2;0.1;0.1
413;Arbeidsduur: minder dan 20 uur per week;Ondergrens 95%-interval;2020;2.2;1.0;1.0;0.7;1.7;0.2;0.1;0.1
414;Arbeidsduur: minder dan 20 uur per week;Ondergrens 95%-interval;2021;2.0;1.0;0.8;0.5;1.4;0.1;0.2;0.1
415;Arbeidsduur: minder dan 20 uur per week;Ondergrens 95%-interval;2022;2.2;1.2;0.9;0.6;1.6;0.2;0.2;0.1
416;Arbeidsduur: minder dan 20 uur per week;Ondergrens 95%-interval;2023;2.5;1.5;0.9;0.5;1.7;0.2;0.2;0.1
417;Arbeidsduur: minder dan 20 uur per week;Ondergrens 95%-interval;2024;1.9;1.1;0.7;0.5;1.3;0.3;0.1;0.0
418;Arbeidsduur: minder dan 20 uur per week;Bovengrens 95%-interval;2014;3.4;2.1;1.6;1.1;2.4;0.6;0.5;0.3
419;Arbeidsduur: minder dan 20 uur per week;Bovengrens 95%-interval;2015;3.3;2.3;1.2;0.7;2.5;0.3;0.5;0.3
420;Arbeidsduur: minder dan 20 uur per week;Bovengrens 95%-interval;2016;3.3;2.1;1.4;0.9;2.3;0.4;0.6;0.3
421;Arbeidsduur: minder dan 20 uur per week;Bovengrens 95%-interval;2017;3.5;2.3;1.5;0.9;2.6;0.4;0.5;0.3
422;Arbeidsduur: minder dan 20 uur per week;Bovengrens 95%-interval;2018;3.4;2.1;1.5;1.1;2.5;0.5;0.5;0.1
423;Arbeidsduur: minder dan 20 uur per week;Bovengrens 95%-interval;2019;3.2;2.2;1.3;0.9;2.5;0.4;0.3;0.3
424;Arbeidsduur: minder dan 20 uur per week;Bovengrens 95%-interval;2020;2.8;1.5;1.5;1.0;2.2;0.4;0.2;0.2
425;Arbeidsduur: minder dan 20 uur per week;Bovengrens 95%-interval;2021;2.8;1.6;1.3;0.9;2.1;0.3;0.5;0.3
