ID;TotaalHerkomstgroeperingen;Generatie;Leeftijdsgroepen;Geslacht;Perioden;Vermogensmisdrijven_1;VernielingEnOpenbareOrde_2;Geweldsmisdrijven_3;Verkeersmisdrijven_4;OverigeMisdrijven_5;Firstoffender_6;Meerpleger_7;Veelpleger_8;EnkelsoortigeVerdachte_9;TweesoortigeVerdachte_10;MeersoortigeVerdachte_11;Vermogensmisdrijven_12;VernielingEnOpenbareOrde_13;Geweldsmisdrijven_14;Verkeersmisdrijven_15;OverigeMisdrijven_16;Firstoffender_17;Meerpleger_18;Veelpleger_19;EnkelsoortigeVerdachte_20;TweesoortigeVerdachte_21;MeersoortigeVerdachte_22
1232;Totaal westerse allochtonen;3;45 tot 80 jaar;Mannen;1999;29.2;12.3;21.5;36.2;10.0;43.8;27.7;28.5;91.5;7.7;;30.9;10.7;23.6;34.1;12.3;40.4;24.8;34.8;88.7;11.0;
1233;Totaal westerse allochtonen;3;45 tot 80 jaar;Mannen;2000;29.1;12.8;16.3;33.1;18.6;39.5;33.7;26.7;90.1;9.9;;30.1;12.5;16.7;29.9;21.3;38.5;33.3;28.2;89.5;10.5;
1234;Totaal westerse allochtonen;3;45 tot 80 jaar;Mannen;2001;27.1;10.4;30.2;30.2;13.5;35.4;29.7;34.9;89.6;9.4;;27.7;10.5;31.7;28.0;13.7;32.4;30.5;37.1;89.6;9.1;
1235;Totaal westerse allochtonen;3;45 tot 80 jaar;Mannen;2002;29.3;16.2;29.3;29.3;10.4;44.1;23.9;32.0;87.4;10.8;;29.8;16.7;32.4;26.0;10.6;42.6;22.5;34.9;86.6;11.2;
1236;Totaal westerse allochtonen;3;45 tot 80 jaar;Mannen;2003;26.4;16.9;34.6;27.1;14.2;40.3;28.5;31.2;84.1;12.5;3.4;26.5;17.7;36.8;24.7;14.5;38.7;27.4;33.9;83.8;12.3;3.9
1237;Totaal westerse allochtonen;3;45 tot 80 jaar;Mannen;2004;23.4;12.1;30.8;26.5;18.1;41.7;29.6;28.7;90.3;8.4;;24.2;11.8;31.4;25.0;17.9;40.8;29.4;29.7;90.7;8.4;
1238;Totaal westerse allochtonen;3;45 tot 80 jaar;Mannen;2005;22.6;14.2;30.1;29.8;18.7;39.2;30.1;30.7;86.1;12.7;;22.8;14.2;30.6;29.5;18.4;38.2;29.3;32.5;86.3;12.2;
1239;Totaal westerse allochtonen;3;45 tot 80 jaar;Mannen;2006*;24.7;12.6;33.2;26.8;17.2;37.0;36.7;26.3;86.6;12.3;;24.6;12.2;33.5;26.8;16.9;35.4;36.9;27.7;86.9;12.1;
1240;Totaal westerse allochtonen;3;45 tot 80 jaar;Vrouwen;1999;53.3;;;;;70.0;;;100.0;;;52.1;;;;;67.3;;;100.0;;
1241;Totaal westerse allochtonen;3;45 tot 80 jaar;Vrouwen;2000;50.0;;;29.4;;61.8;;;88.2;;;43.1;;;32.8;;58.0;;;86.8;;
1242;Totaal westerse allochtonen;3;45 tot 80 jaar;Vrouwen;2001;44.7;;;28.9;;55.3;28.9;;97.4;;;52.2;;;23.3;;52.1;26.8;;96.8;;
1243;Totaal westerse allochtonen;3;45 tot 80 jaar;Vrouwen;2002;45.5;;;29.5;;59.1;25.0;;86.4;;;44.9;;;27.3;;53.1;29.7;;83.6;;
1244;Totaal westerse allochtonen;3;45 tot 80 jaar;Vrouwen;2003;41.7;;;;;68.8;;;97.9;;;38.8;;;;;67.1;;;97.6;;
1245;Totaal westerse allochtonen;3;45 tot 80 jaar;Vrouwen;2004;41.5;;20.0;29.2;18.5;61.5;26.2;;87.7;;;41.6;;19.4;30.7;16.9;62.0;24.2;;89.1;;
1246;Totaal westerse allochtonen;3;45 tot 80 jaar;Vrouwen;2005;36.3;12.5;16.3;27.5;21.3;72.5;17.5;;87.5;;;35.5;11.9;15.3;28.3;22.6;71.3;17.2;;87.1;;
1247;Totaal westerse allochtonen;3;45 tot 80 jaar;Vrouwen;2006*;41.3;;26.3;17.5;20.0;63.8;23.8;12.5;88.8;;;42.2;;27.4;16.6;18.6;62.8;23.4;13.8;88.4;;
1248;Totaal westerse allochtonen;3;12 tot 80 jaar;Totaal mannen en vrouwen;1999;42.2;18.8;28.4;20.6;12.8;33.9;41.1;25.0;81.8;14.3;3.9;40.1;17.9;28.2;22.6;12.8;35.4;39.4;25.2;82.3;14.3;3.4
1249;Totaal westerse allochtonen;3;12 tot 80 jaar;Totaal mannen en vrouwen;2000;40.3;18.3;23.5;21.9;13.5;35.0;42.6;22.4;85.2;12.3;2.5;37.5;17.9;23.3;23.6;14.8;35.9;41.4;22.8;85.8;11.6;2.6
1250;Totaal westerse allochtonen;3;12 tot 80 jaar;Totaal mannen en vrouwen;2001;36.2;19.6;29.4;21.5;15.0;33.2;43.7;23.1;82.9;13.2;4.0;34.9;19.8;29.4;22.1;14.8;33.6;42.3;24.1;83.3;12.7;4.0
1251;Totaal westerse allochtonen;3;12 tot 80 jaar;Totaal mannen en vrouwen;2002;37.4;19.3;28.2;21.6;14.5;34.7;43.2;22.2;82.8;14.0;3.2;35.0;19.1;28.7;22.5;14.2;36.7;40.4;22.9;83.6;13.8;2.6
1252;Totaal westerse allochtonen;3;12 tot 80 jaar;Totaal mannen en vrouwen;2003;36.0;18.3;31.0;20.9;15.4;36.6;41.7;21.7;82.5;13.9;3.6;34.5;19.1;31.8;21.2;15.6;38.5;38.7;22.8;81.9;14.4;3.7
1253;Totaal westerse allochtonen;3;12 tot 80 jaar;Totaal mannen en vrouwen;2004;34.3;19.9;30.4;20.6;17.7;35.6;44.1;20.3;81.6;14.7;3.8;32.9;19.6;30.3;21.0;18.1;37.5;41.2;21.3;82.3;14.1;3.6
1254;Totaal westerse allochtonen;3;12 tot 80 jaar;Totaal mannen en vrouwen;2005;33.0;20.1;30.8;20.9;16.5;37.2;44.3;18.5;82.8;13.6;3.6;31.7;20.2;31.2;21.2;16.5;38.5;42.5;19.0;83.1;13.6;3.3
1255;Totaal westerse allochtonen;3;12 tot 80 jaar;Totaal mannen en vrouwen;2006*;33.9;19.3;31.8;22.1;15.4;34.1;47.3;18.6;81.2;15.4;3.4;33.0;19.2;32.5;21.9;15.9;34.9;46.2;18.9;81.2;15.3;3.5
1256;Totaal westerse allochtonen;3;12 tot 80 jaar;Mannen;1999;37.8;20.5;30.4;23.1;13.0;31.1;42.4;26.4;80.2;15.4;4.4;36.5;19.0;30.1;25.0;13.0;32.1;40.8;27.1;80.8;15.3;3.9
1257;Totaal westerse allochtonen;3;12 tot 80 jaar;Mannen;2000;35.8;20.3;25.1;23.8;14.3;32.5;43.6;23.9;84.0;13.0;2.9;34.5;19.6;24.4;24.6;15.3;33.0;42.4;24.6;84.9;12.1;2.9
1258;Totaal westerse allochtonen;3;12 tot 80 jaar;Mannen;2001;33.2;20.4;31.2;22.9;16.0;30.5;45.0;24.5;81.3;14.3;4.4;32.7;20.2;31.0;23.2;15.9;30.9;43.4;25.7;82.1;13.5;4.4
1259;Totaal westerse allochtonen;3;12 tot 80 jaar;Mannen;2002;33.4;20.7;30.2;23.8;14.7;31.1;44.8;24.1;81.7;14.7;3.6;31.2;20.6;30.8;24.1;14.3;33.3;41.4;25.3;82.6;14.3;3.1
1260;Totaal westerse allochtonen;3;12 tot 80 jaar;Mannen;2003;32.0;19.4;33.3;22.7;16.2;32.4;43.7;23.9;81.1;14.7;4.2;31.6;19.6;33.9;22.6;16.5;34.0;40.3;25.7;80.6;15.2;4.2
1261;Totaal westerse allochtonen;3;12 tot 80 jaar;Mannen;2004;30.3;21.7;32.7;22.4;17.6;33.2;45.4;21.4;80.3;15.6;4.2;29.9;21.3;32.2;22.2;17.9;34.7;42.7;22.7;81.2;14.8;3.9
1262;Totaal westerse allochtonen;3;12 tot 80 jaar;Mannen;2005;28.5;22.0;33.1;22.5;16.9;32.8;46.8;20.4;81.6;14.4;4.0;27.9;22.0;33.2;22.6;16.5;33.7;45.1;21.2;82.0;14.3;3.7
1263;Totaal westerse allochtonen;3;12 tot 80 jaar;Mannen;2006*;30.9;21.0;33.6;23.5;15.3;30.7;49.3;20.0;80.1;16.0;3.9;30.5;21.0;33.8;23.3;15.6;31.1;48.3;20.5;80.1;16.0;3.9
1264;Totaal westerse allochtonen;3;12 tot 80 jaar;Vrouwen;1999;61.1;11.4;19.6;9.9;11.4;46.1;35.2;18.7;88.6;9.6;;56.8;13.0;19.2;11.5;11.9;50.4;33.1;16.6;89.1;9.6;
1265;Totaal westerse allochtonen;3;12 tot 80 jaar;Vrouwen;2000;61.0;9.3;16.6;13.4;9.9;46.3;38.0;15.7;90.4;8.9;;51.7;9.8;18.2;18.9;12.2;49.3;36.5;14.2;90.0;9.2;
1266;Totaal westerse allochtonen;3;12 tot 80 jaar;Vrouwen;2001;49.7;15.8;21.1;14.9;10.4;45.5;37.8;16.7;89.9;8.3;;46.0;18.1;21.3;17.0;9.6;47.0;36.8;16.2;89.6;8.8;
1267;Totaal westerse allochtonen;3;12 tot 80 jaar;Vrouwen;2002;54.0;13.3;20.2;13.0;13.6;49.2;36.4;14.4;87.2;11.4;;50.8;12.8;19.8;15.9;13.9;50.8;36.5;12.8;87.4;11.9;
1268;Totaal westerse allochtonen;3;12 tot 80 jaar;Vrouwen;2003;51.3;14.1;22.1;14.1;12.1;52.5;34.2;13.4;87.7;10.9;;46.5;17.1;23.2;15.2;12.1;56.8;32.1;11.1;87.5;11.1;
1269;Totaal westerse allochtonen;3;12 tot 80 jaar;Vrouwen;2004;51.3;12.1;20.7;13.0;18.2;45.8;38.7;15.5;87.0;10.9;;46.5;12.1;21.7;15.7;19.0;50.4;34.7;14.9;87.2;10.8;
1270;Totaal westerse allochtonen;3;12 tot 80 jaar;Vrouwen;2005;49.3;13.2;22.5;15.1;15.0;52.8;35.3;11.8;87.2;10.7;2.1;46.2;13.2;23.4;15.9;16.3;56.6;32.6;10.8;87.1;11.0;2.0
1271;Totaal westerse allochtonen;3;12 tot 80 jaar;Vrouwen;2006*;45.8;12.8;24.8;16.5;15.9;47.3;39.7;13.0;85.5;13.0;;43.1;12.0;27.3;16.3;16.9;50.3;37.6;12.0;86.0;12.5;
1272;Totaal westerse allochtonen;3;12 tot 25 jaar;Totaal mannen en vrouwen;1999;49.5;22.8;28.8;12.4;10.7;38.7;48.2;13.1;80.3;15.6;4.1;47.7;23.6;30.4;11.8;9.6;41.4;50.0;8.5;80.3;16.4;3.3
1273;Totaal westerse allochtonen;3;12 tot 25 jaar;Totaal mannen en vrouwen;2000;47.8;23.3;24.2;13.1;9.8;39.8;49.7;10.5;85.3;11.9;2.8;43.3;26.9;27.5;12.2;10.2;41.3;49.6;9.2;85.1;10.9;4.0
1274;Totaal westerse allochtonen;3;12 tot 25 jaar;Totaal mannen en vrouwen;2001;42.2;25.4;29.9;14.2;13.2;37.7;51.5;10.8;79.7;16.1;4.2;40.5;28.7;30.9;12.6;13.6;40.7;51.2;8.1;78.8;16.5;4.7
1275;Totaal westerse allochtonen;3;12 tot 25 jaar;Totaal mannen en vrouwen;2002;43.6;25.1;29.6;12.4;12.8;38.7;48.9;12.4;81.1;15.2;3.6;38.4;27.6;31.2;12.7;11.6;42.7;48.1;9.2;82.1;15.1;2.9
1276;Totaal westerse allochtonen;3;12 tot 25 jaar;Totaal mannen en vrouwen;2003;43.8;22.2;30.3;12.4;11.9;41.5;47.0;11.5;81.6;16.4;2.0;41.9;24.5;32.0;11.8;12.0;45.8;45.0;9.2;80.1;18.0;1.9
1277;Totaal westerse allochtonen;3;12 tot 25 jaar;Totaal mannen en vrouwen;2004;45.8;27.1;29.5;12.0;13.3;37.6;52.4;10.0;77.4;18.0;4.6;43.9;30.5;29.0;10.6;14.1;41.1;50.1;8.8;77.1;18.2;4.7
1278;Totaal westerse allochtonen;3;12 tot 25 jaar;Totaal mannen en vrouwen;2005;43.5;27.8;32.5;10.0;12.0;39.7;50.6;9.7;79.2;16.4;4.4;41.2;29.5;34.7;9.0;11.2;42.3;50.1;7.6;79.2;16.6;4.2
1279;Totaal westerse allochtonen;3;12 tot 25 jaar;Totaal mannen en vrouwen;2006*;41.3;29.3;31.3;12.7;11.8;38.0;51.4;10.6;77.5;18.9;3.6;39.6;30.8;32.6;11.8;12.3;40.1;51.9;8.1;77.4;18.5;4.1
1280;Totaal westerse allochtonen;3;12 tot 25 jaar;Mannen;1999;45.5;25.5;30.0;14.2;12.2;36.5;50.5;12.9;77.8;17.5;4.7;45.2;25.5;30.7;13.2;11.1;37.9;53.1;9.0;78.2;17.9;3.9
1281;Totaal westerse allochtonen;3;12 tot 25 jaar;Mannen;2000;41.3;27.5;26.6;14.7;10.8;39.4;50.7;9.9;83.5;13.0;3.5;39.7;30.5;29.4;12.4;11.0;39.7;50.9;9.4;83.3;11.8;4.9
1282;Totaal westerse allochtonen;3;12 tot 25 jaar;Mannen;2001;37.9;27.9;32.2;15.8;14.6;35.5;54.4;10.2;76.9;18.2;4.8;38.7;30.8;31.6;13.2;14.7;38.7;53.2;8.1;76.8;17.9;5.3
1283;Totaal westerse allochtonen;3;12 tot 25 jaar;Mannen;2002;38.0;27.9;30.8;14.9;14.2;36.2;51.7;12.1;79.4;16.5;4.0;33.5;30.6;31.8;14.5;13.4;39.3;51.3;9.5;80.3;16.4;3.3
1284;Totaal westerse allochtonen;3;12 tot 25 jaar;Mannen;2003;38.2;24.5;32.4;14.9;12.8;39.0;50.8;10.1;80.1;17.2;2.7;39.1;25.6;32.6;13.6;13.5;42.6;48.5;8.9;78.6;18.9;2.5
1285;Totaal westerse allochtonen;3;12 tot 25 jaar;Mannen;2004;39.6;31.2;31.5;14.7;14.1;36.8;53.9;9.3;75.1;19.5;5.4;40.1;34.0;29.9;12.6;14.4;39.2;52.2;8.6;75.3;19.3;5.5
1286;Totaal westerse allochtonen;3;12 tot 25 jaar;Mannen;2005;37.4;32.2;34.8;12.0;13.3;36.4;53.9;9.7;76.1;18.6;5.2;36.7;33.5;36.1;10.6;12.0;38.5;53.6;7.9;76.4;18.8;4.7
1287;Totaal westerse allochtonen;3;12 tot 25 jaar;Mannen;2006*;37.1;32.6;32.5;14.5;12.0;34.8;54.8;10.4;75.7;20.3;3.9;37.2;34.7;33.0;13.0;11.8;36.1;55.7;8.1;75.4;20.0;4.6
1288;Totaal westerse allochtonen;3;12 tot 25 jaar;Vrouwen;1999;65.9;11.9;23.7;;;47.4;38.5;14.1;90.4;8.1;;58.3;15.3;29.1;;;56.6;36.8;6.6;89.2;10.0;
1289;Totaal westerse allochtonen;3;12 tot 25 jaar;Vrouwen;2000;73.5;;14.7;;;41.2;45.6;13.2;92.6;7.4;;59.2;;18.8;;;48.2;43.8;8.0;93.1;6.9;
1290;Totaal westerse allochtonen;3;12 tot 25 jaar;Vrouwen;2001;57.9;16.4;21.4;8.2;8.2;45.9;40.9;13.2;89.9;8.2;;48.2;19.9;27.6;10.0;9.1;49.0;42.7;8.2;87.4;10.5;
1291;Totaal westerse allochtonen;3;12 tot 25 jaar;Vrouwen;2002;62.2;15.7;25.6;;8.1;47.1;39.5;13.4;86.6;11.0;;55.9;16.8;28.8;;5.2;55.1;36.5;8.4;88.5;10.1;
1292;Totaal westerse allochtonen;3;12 tot 25 jaar;Vrouwen;2003;60.5;15.5;24.0;5.0;9.0;49.0;35.5;15.5;86.0;14.0;;51.3;20.6;30.2;5.7;7.0;56.4;33.3;10.2;85.2;14.8;
1293;Totaal westerse allochtonen;3;12 tot 25 jaar;Vrouwen;2004;66.8;13.5;22.8;;10.9;40.4;47.2;12.4;85.0;13.0;;58.9;17.2;25.6;;13.0;48.8;41.8;9.4;84.3;14.1;
1294;Totaal westerse allochtonen;3;12 tot 25 jaar;Vrouwen;2005;62.3;14.0;25.1;;8.2;50.2;40.1;9.7;88.9;9.2;;57.3;15.1;29.6;;8.3;55.7;37.5;6.8;89.2;8.5;
1295;Totaal westerse allochtonen;3;12 tot 25 jaar;Vrouwen;2006*;55.2;18.2;27.6;6.9;11.3;48.8;39.9;11.3;83.3;14.3;;48.6;16.4;31.2;7.2;14.2;54.8;37.4;7.8;84.7;13.0;
1296;België;5;12 tot 18 jaar;Totaal mannen en vrouwen;1999;47.9;29.6;38.0;;;64.8;31.0;;83.1;14.1;;48.1;29.3;37.9;;;64.9;30.9;;83.3;13.9;
1297;België;5;12 tot 18 jaar;Totaal mannen en vrouwen;2000;44.4;33.3;34.6;;;60.5;35.8;;81.5;17.3;;44.4;33.1;34.8;;;60.8;35.5;;81.6;17.2;
1298;België;5;12 tot 18 jaar;Totaal mannen en vrouwen;2001;44.0;41.8;27.5;;;58.2;36.3;;81.3;16.5;;43.8;41.9;27.5;;;58.3;36.1;;81.4;16.3;
1299;België;5;12 tot 18 jaar;Totaal mannen en vrouwen;2002;38.0;27.2;45.7;;;56.5;37.0;;79.3;19.6;;38.1;27.2;45.4;;;56.5;37.0;;79.4;19.5;
1300;België;5;12 tot 18 jaar;Totaal mannen en vrouwen;2003;39.7;33.3;42.9;;11.1;54.0;43.7;;74.6;19.8;;39.7;33.2;42.8;;11.1;54.0;43.6;;74.7;19.8;
1301;België;5;12 tot 18 jaar;Totaal mannen en vrouwen;2004;42.6;37.7;44.3;;;63.1;28.7;8.2;73.0;18.0;9.0;42.6;37.7;44.3;;;63.1;28.7;8.2;73.0;18.0;9.0
1302;België;5;12 tot 18 jaar;Totaal mannen en vrouwen;2005;35.7;38.3;37.7;;9.7;61.7;32.5;;77.9;16.9;;35.7;38.3;37.7;;9.7;61.7;32.5;;77.9;16.9;
1303;België;5;12 tot 18 jaar;Totaal mannen en vrouwen;2006*;32.7;31.4;42.9;;10.3;47.4;46.8;;80.8;16.0;;32.7;31.4;42.9;;10.3;47.4;46.8;;80.8;16.0;
1304;België;5;12 tot 18 jaar;Mannen;1999;44.1;33.9;40.7;;;62.7;32.2;;79.7;16.9;;44.1;33.9;40.7;;;62.7;32.2;;79.7;16.9;
1305;België;5;12 tot 18 jaar;Mannen;2000;44.6;36.9;30.8;;;55.4;40.0;;80.0;18.5;;44.6;36.9;30.8;;;55.4;40.0;;80.0;18.5;
1306;België;5;12 tot 18 jaar;Mannen;2001;45.9;39.2;27.0;;;56.8;39.2;;79.7;18.9;;45.9;39.2;27.0;;;56.8;39.2;;79.7;18.9;
1307;België;5;12 tot 18 jaar;Mannen;2002;35.8;27.2;50.6;;;56.8;37.0;;77.8;21.0;;35.8;27.2;50.6;;;56.8;37.0;;77.8;21.0;
1308;België;5;12 tot 18 jaar;Mannen;2003;38.7;38.7;43.4;;10.4;49.1;49.1;;70.8;22.6;;38.7;38.7;43.4;;10.4;49.1;49.1;;70.8;22.6;
1309;België;5;12 tot 18 jaar;Mannen;2004;44.3;40.2;37.1;;;58.8;33.0;;73.2;17.5;;44.3;40.2;37.1;;;58.8;33.0;;73.2;17.5;
1310;België;5;12 tot 18 jaar;Mannen;2005;33.3;42.7;35.9;;9.4;59.0;34.2;;76.1;18.8;;33.3;42.7;35.9;;9.4;59.0;34.2;;76.1;18.8;
1311;België;5;12 tot 18 jaar;Mannen;2006*;33.1;33.9;41.5;;10.2;44.9;48.3;;79.7;16.1;;33.1;33.9;41.5;;10.2;44.9;48.3;;79.7;16.1;
1312;België;5;12 tot 18 jaar;Vrouwen;1999;;;;;;;;;100.0;;;;;;;;;;;100.0;;
1313;België;5;12 tot 18 jaar;Vrouwen;2000;;;;;;81.3;;;87.5;;;;;;;;81.3;;;87.5;;
1314;België;5;12 tot 18 jaar;Vrouwen;2001;;;;;;64.7;;;88.2;;;;;;;;64.7;;;88.2;;
1315;België;5;12 tot 18 jaar;Vrouwen;2002;;;;;;;;;90.9;;;;;;;;;;;90.9;;
1316;België;5;12 tot 18 jaar;Vrouwen;2003;;;;;;80.0;;;95.0;;;;;;;;80.0;;;95.0;;
1317;België;5;12 tot 18 jaar;Vrouwen;2004;;;72.0;;;80.0;;;72.0;;;;;72.0;;;80.0;;;72.0;;
1318;België;5;12 tot 18 jaar;Vrouwen;2005;43.2;;43.2;;;70.3;27.0;;83.8;;;43.2;;43.2;;;70.3;27.0;;83.8;;
1319;België;5;12 tot 18 jaar;Vrouwen;2006*;31.6;;47.4;;;55.3;42.1;;84.2;;;31.6;;47.4;;;55.3;42.1;;84.2;;
1320;België;5;18 tot 25 jaar;Totaal mannen en vrouwen;1999;38.2;23.5;26.5;21.3;14.7;36.0;58.1;;80.9;14.0;;38.2;23.5;26.5;21.3;14.7;36.0;58.1;;80.9;14.0;
1321;België;5;18 tot 25 jaar;Totaal mannen en vrouwen;2000;29.2;26.3;24.1;23.4;16.1;34.3;60.6;;83.9;13.1;;29.2;26.3;24.1;23.4;16.1;34.3;60.6;;83.9;13.1;
1322;België;5;18 tot 25 jaar;Totaal mannen en vrouwen;2001;36.3;24.4;34.1;23.7;14.8;36.3;58.5;;75.6;16.3;8.1;36.3;24.4;34.1;23.7;14.8;36.3;58.5;;75.6;16.3;8.1
1323;België;5;18 tot 25 jaar;Totaal mannen en vrouwen;2002;33.8;21.0;35.7;19.7;23.6;36.3;53.5;10.2;73.9;19.7;6.4;33.8;21.0;35.7;19.7;23.6;36.3;53.5;10.2;73.9;19.7;6.4
1324;België;5;18 tot 25 jaar;Totaal mannen en vrouwen;2003;33.9;31.7;26.7;25.0;13.9;36.7;55.6;7.8;77.8;13.9;8.3;34.0;31.6;26.6;24.9;13.9;36.8;55.5;7.8;77.8;13.9;8.3
1325;België;5;18 tot 25 jaar;Totaal mannen en vrouwen;2004;29.3;29.3;34.3;22.1;12.7;34.8;54.1;11.0;76.8;19.3;;29.4;29.2;34.1;22.1;12.8;34.9;54.1;11.0;76.8;19.4;
1326;België;5;18 tot 25 jaar;Totaal mannen en vrouwen;2005;30.3;28.9;32.1;20.2;18.8;35.3;56.0;8.7;75.7;19.3;5.0;30.4;28.8;32.1;20.0;18.8;35.4;55.9;8.7;75.9;19.2;5.0
1327;België;5;18 tot 25 jaar;Totaal mannen en vrouwen;2006*;28.5;24.9;31.7;25.8;17.2;38.5;53.8;7.7;76.9;19.0;;28.6;24.8;31.8;25.7;17.1;38.7;53.6;7.7;76.9;19.0;
1328;België;5;18 tot 25 jaar;Mannen;1999;36.0;24.6;28.9;23.7;14.0;29.8;63.2;;78.9;14.9;;36.0;24.6;28.9;23.7;14.0;29.8;63.2;;78.9;14.9;
1329;België;5;18 tot 25 jaar;Mannen;2000;28.3;28.3;25.0;23.3;15.8;30.0;64.2;;82.5;14.2;;28.3;28.3;25.0;23.3;15.8;30.0;64.2;;82.5;14.2;
1330;België;5;18 tot 25 jaar;Mannen;2001;38.1;24.6;35.6;24.6;13.6;36.4;57.6;;73.7;16.9;9.3;38.1;24.6;35.6;24.6;13.6;36.4;57.6;;73.7;16.9;9.3
1331;België;5;18 tot 25 jaar;Mannen;2002;29.8;22.9;36.6;22.1;25.2;32.1;56.5;11.5;71.0;22.1;;29.8;22.9;36.6;22.1;25.2;32.1;56.5;11.5;71.0;22.1;
1332;België;5;18 tot 25 jaar;Mannen;2003;30.3;34.2;28.9;28.3;12.5;32.9;58.6;8.6;75.7;15.1;9.2;30.3;34.2;28.9;28.3;12.5;32.9;58.6;8.6;75.7;15.1;9.2
1333;België;5;18 tot 25 jaar;Mannen;2004;27.6;30.8;36.5;22.4;10.9;32.7;55.8;11.5;76.9;18.6;;27.6;30.8;36.5;22.4;10.9;32.7;55.8;11.5;76.9;18.6;
1334;België;5;18 tot 25 jaar;Mannen;2005;28.9;30.5;32.6;22.5;19.3;33.7;57.2;9.1;73.3;20.9;5.9;28.9;30.5;32.6;22.5;19.3;33.7;57.2;9.1;73.3;20.9;5.9
1335;België;5;18 tot 25 jaar;Mannen;2006*;27.7;25.5;30.3;26.6;18.1;35.1;56.9;8.0;77.1;18.6;;27.7;25.5;30.3;26.6;18.1;35.1;56.9;8.0;77.1;18.6;
1336;België;5;18 tot 25 jaar;Vrouwen;1999;50.0;;;;;68.2;;;90.9;;;50.0;;;;;68.2;;;90.9;;
1337;België;5;18 tot 25 jaar;Vrouwen;2000;;;;;;64.7;;;94.1;;;;;;;;64.7;;;94.1;;
1338;België;5;18 tot 25 jaar;Vrouwen;2001;;;;;;;64.7;;88.2;;;;;;;;;64.7;;88.2;;
1339;België;5;18 tot 25 jaar;Vrouwen;2002;53.8;;;;;57.7;38.5;;88.5;;;53.8;;;;;57.7;38.5;;88.5;;
1340;België;5;18 tot 25 jaar;Vrouwen;2003;53.6;;;;;57.1;39.3;;89.3;;;53.6;;;;;57.1;39.3;;89.3;;
1341;België;5;18 tot 25 jaar;Vrouwen;2004;40.0;;;;;48.0;44.0;;76.0;;;40.0;;;;;48.0;44.0;;76.0;;
1342;België;5;18 tot 25 jaar;Vrouwen;2005;38.7;;;;;45.2;48.4;;90.3;;;38.7;;;;;45.2;48.4;;90.3;;
1343;België;5;18 tot 25 jaar;Vrouwen;2006*;33.3;;39.4;;;57.6;36.4;;75.8;;;33.3;;39.4;;;57.6;36.4;;75.8;;
1344;België;5;25 tot 45 jaar;Totaal mannen en vrouwen;1999;37.7;15.1;19.8;31.7;10.7;31.7;42.5;25.8;88.9;7.1;4.0;37.7;15.1;19.9;31.8;10.7;31.7;42.4;25.8;88.9;7.2;4.0
1345;België;5;25 tot 45 jaar;Totaal mannen en vrouwen;2000;27.2;18.5;28.4;32.3;13.4;27.6;46.1;26.3;84.1;12.1;;27.1;18.5;28.4;32.3;13.4;27.6;46.1;26.3;84.0;12.1;
1346;België;5;25 tot 45 jaar;Totaal mannen en vrouwen;2001;26.4;15.7;26.9;36.8;18.6;28.9;43.4;27.7;80.6;14.9;4.5;26.4;15.7;26.9;36.8;18.6;28.9;43.4;27.7;80.6;14.9;4.5
1347;België;5;25 tot 45 jaar;Totaal mannen en vrouwen;2002;24.0;17.2;23.2;38.4;16.4;31.2;41.6;27.2;84.8;12.4;;24.0;17.2;23.2;38.4;16.4;31.2;41.6;27.2;84.8;12.4;
1348;België;5;25 tot 45 jaar;Totaal mannen en vrouwen;2003;29.5;17.0;29.2;28.5;25.9;30.5;46.2;23.3;76.4;18.0;5.6;29.5;17.1;29.2;28.5;25.9;30.4;46.2;23.3;76.4;18.0;5.6
1349;België;5;25 tot 45 jaar;Totaal mannen en vrouwen;2004;25.2;17.5;33.2;33.2;18.1;31.5;47.0;21.5;79.7;14.3;6.0;25.2;17.5;33.2;33.3;18.0;31.5;47.0;21.5;79.6;14.3;6.0
1350;België;5;25 tot 45 jaar;Totaal mannen en vrouwen;2005;24.5;19.6;32.7;28.4;18.7;34.3;48.6;17.1;80.7;15.3;4.0;24.4;19.6;32.8;28.5;18.6;34.2;48.6;17.2;80.7;15.3;4.0
1351;België;5;25 tot 45 jaar;Totaal mannen en vrouwen;2006*;28.1;18.4;31.0;29.7;17.7;31.9;46.8;21.3;80.0;15.8;4.2;28.0;18.4;31.0;29.7;17.8;31.8;46.8;21.4;80.0;15.8;4.2
1352;België;5;25 tot 45 jaar;Mannen;1999;36.4;16.4;20.9;32.3;11.4;31.4;40.5;28.2;87.3;8.2;4.5;36.4;16.4;20.9;32.3;11.4;31.4;40.5;28.2;87.3;8.2;4.5
1353;België;5;25 tot 45 jaar;Mannen;2000;25.2;19.3;28.2;33.7;14.4;23.3;48.0;28.7;82.7;13.9;;25.2;19.3;28.2;33.7;14.4;23.3;48.0;28.7;82.7;13.9;
1354;België;5;25 tot 45 jaar;Mannen;2001;23.0;15.8;29.7;38.8;18.2;26.3;44.5;29.2;79.9;15.3;4.8;23.0;15.8;29.7;38.8;18.2;26.3;44.5;29.2;79.9;15.3;4.8
1355;België;5;25 tot 45 jaar;Mannen;2002;22.2;19.2;25.6;40.9;14.8;23.2;45.3;31.5;82.3;14.3;;22.2;19.2;25.6;40.9;14.8;23.2;45.3;31.5;82.3;14.3;
