ID;Geslacht;Werkadres;PositieWerkkring;Persoonskenmerken;Perioden;WerkzameBeroepsbevolking_1
1816;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: ouder;2011;383
1817;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: ouder;2012;410
1818;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: ouder;2013;423
1819;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: ouder;2014;441
1820;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: ouder;2015;452
1821;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: ouder;2016;447
1822;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: ouder;2017;458
1823;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: ouder;2018;461
1824;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: ouder;2019;476
1825;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: ouder;2020;501
1826;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: ouder in éénouderhuishouden;2010;25
1827;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: ouder in éénouderhuishouden;2011;22
1828;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: ouder in éénouderhuishouden;2012;27
1829;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: ouder in éénouderhuishouden;2013;28
1830;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: ouder in éénouderhuishouden;2014;34
1831;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: ouder in éénouderhuishouden;2015;31
1832;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: ouder in éénouderhuishouden;2016;36
1833;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: ouder in éénouderhuishouden;2017;29
1834;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: ouder in éénouderhuishouden;2018;39
1835;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: ouder in éénouderhuishouden;2019;32
1836;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: ouder in éénouderhuishouden;2020;45
1837;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: partner in paar;2010;626
1838;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: partner in paar;2011;637
1839;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: partner in paar;2012;646
1840;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: partner in paar;2013;684
1841;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: partner in paar;2014;710
1842;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: partner in paar;2015;733
1843;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: partner in paar;2016;713
1844;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: partner in paar;2017;747
1845;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: partner in paar;2018;745
1846;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: partner in paar;2019;762
1847;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: partner in paar;2020;802
1848;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: partner in paar met kind;2010;361
1849;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: partner in paar met kind;2011;361
1850;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: partner in paar met kind;2012;383
1851;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: partner in paar met kind;2013;395
1852;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: partner in paar met kind;2014;407
1853;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: partner in paar met kind;2015;421
1854;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: partner in paar met kind;2016;412
1855;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: partner in paar met kind;2017;429
1856;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: partner in paar met kind;2018;422
1857;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: partner in paar met kind;2019;444
1858;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: partner in paar met kind;2020;455
1859;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: partner in paar, geen kind;2010;265
1860;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: partner in paar, geen kind;2011;276
1861;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: partner in paar, geen kind;2012;264
1862;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: partner in paar, geen kind;2013;290
1863;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: partner in paar, geen kind;2014;303
1864;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: partner in paar, geen kind;2015;312
1865;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: partner in paar, geen kind;2016;301
1866;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: partner in paar, geen kind;2017;318
1867;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: partner in paar, geen kind;2018;323
1868;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: partner in paar, geen kind;2019;317
1869;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: partner in paar, geen kind;2020;347
1870;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: kind;2010;35
1871;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: kind;2011;37
1872;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: kind;2012;41
1873;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: kind;2013;49
1874;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: kind;2014;50
1875;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: kind;2015;56
1876;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: kind;2016;52
1877;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: kind;2017;46
1878;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: kind;2018;51
1879;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: kind;2019;55
1880;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: kind;2020;63
1881;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: kind >= 18 jaar;2010;26
1882;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: kind >= 18 jaar;2011;29
1883;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: kind >= 18 jaar;2012;31
1884;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: kind >= 18 jaar;2013;38
1885;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: kind >= 18 jaar;2014;40
1886;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: kind >= 18 jaar;2015;45
1887;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: kind >= 18 jaar;2016;41
1888;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: kind >= 18 jaar;2017;40
1889;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: kind >= 18 jaar;2018;43
1890;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: kind >= 18 jaar;2019;46
1891;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: kind >= 18 jaar;2020;54
1892;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: kind < 18 jaar;2010;8
1893;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: kind < 18 jaar;2011;8
1894;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: kind < 18 jaar;2012;9
1895;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: kind < 18 jaar;2013;11
1896;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: kind < 18 jaar;2014;10
1897;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: kind < 18 jaar;2015;12
1898;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: kind < 18 jaar;2016;11
1899;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: kind < 18 jaar;2017;6
1900;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: kind < 18 jaar;2018;8
1901;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: kind < 18 jaar;2019;9
1902;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: kind < 18 jaar;2020;9
1903;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: overig lid;2010;10
1904;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: overig lid;2011;13
1905;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: overig lid;2012;15
1906;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: overig lid;2013;21
1907;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: overig lid;2014;18
1908;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: overig lid;2015;19
1909;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: overig lid;2016;15
1910;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: overig lid;2017;14
1911;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: overig lid;2018;22
1912;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: overig lid;2019;20
1913;Totaal mannen en vrouwen;Totaal;Zelfstandige zonder personeel (zzp);Positie: overig lid;2020;19
1914;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Totaal personen;2010;330
1915;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Totaal personen;2011;310
1916;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Totaal personen;2012;312
1917;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Totaal personen;2013;313
1918;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Totaal personen;2014;309
1919;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Totaal personen;2015;290
1920;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Totaal personen;2016;318
1921;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Totaal personen;2017;323
1922;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Totaal personen;2018;324
1923;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Totaal personen;2019;327
1924;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Totaal personen;2020;330
1925;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Arbeidsduur: deeltijd;2010;44
1926;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Arbeidsduur: deeltijd;2011;45
1927;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Arbeidsduur: deeltijd;2012;42
1928;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Arbeidsduur: deeltijd;2013;46
1929;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Arbeidsduur: deeltijd;2014;38
1930;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Arbeidsduur: deeltijd;2015;33
1931;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Arbeidsduur: deeltijd;2016;48
1932;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Arbeidsduur: deeltijd;2017;51
1933;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Arbeidsduur: deeltijd;2018;39
1934;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Arbeidsduur: deeltijd;2019;39
1935;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Arbeidsduur: deeltijd;2020;57
1936;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Arbeidsduur: minder dan 12 uur per week;2010;8
1937;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Arbeidsduur: minder dan 12 uur per week;2011;4
1938;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Arbeidsduur: minder dan 12 uur per week;2012;5
1939;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Arbeidsduur: minder dan 12 uur per week;2013;6
1940;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Arbeidsduur: minder dan 12 uur per week;2014;6
1941;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Arbeidsduur: minder dan 12 uur per week;2015;5
1942;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Arbeidsduur: minder dan 12 uur per week;2016;6
1943;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Arbeidsduur: minder dan 12 uur per week;2017;6
1944;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Arbeidsduur: minder dan 12 uur per week;2018;5
1945;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Arbeidsduur: minder dan 12 uur per week;2019;4
1946;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Arbeidsduur: minder dan 12 uur per week;2020;11
1947;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Arbeidsduur: minder dan 20 uur per week;2010;13
1948;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Arbeidsduur: minder dan 20 uur per week;2011;8
1949;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Arbeidsduur: minder dan 20 uur per week;2012;9
1950;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Arbeidsduur: minder dan 20 uur per week;2013;11
1951;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Arbeidsduur: minder dan 20 uur per week;2014;9
1952;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Arbeidsduur: minder dan 20 uur per week;2015;8
1953;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Arbeidsduur: minder dan 20 uur per week;2016;11
1954;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Arbeidsduur: minder dan 20 uur per week;2017;12
1955;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Arbeidsduur: minder dan 20 uur per week;2018;9
1956;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Arbeidsduur: minder dan 20 uur per week;2019;10
1957;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Arbeidsduur: minder dan 20 uur per week;2020;16
1958;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Arbeidsduur: 12 tot 20 uur per week;2010;5
1959;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Arbeidsduur: 12 tot 20 uur per week;2011;5
1960;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Arbeidsduur: 12 tot 20 uur per week;2012;4
1961;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Arbeidsduur: 12 tot 20 uur per week;2013;5
1962;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Arbeidsduur: 12 tot 20 uur per week;2014;4
1963;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Arbeidsduur: 12 tot 20 uur per week;2015;3
1964;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Arbeidsduur: 12 tot 20 uur per week;2016;5
1965;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Arbeidsduur: 12 tot 20 uur per week;2017;7
1966;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Arbeidsduur: 12 tot 20 uur per week;2018;4
1967;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Arbeidsduur: 12 tot 20 uur per week;2019;6
1968;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Arbeidsduur: 12 tot 20 uur per week;2020;5
1969;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Arbeidsduur: 20 tot 35 uur per week;2010;31
1970;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Arbeidsduur: 20 tot 35 uur per week;2011;36
1971;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Arbeidsduur: 20 tot 35 uur per week;2012;33
1972;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Arbeidsduur: 20 tot 35 uur per week;2013;35
1973;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Arbeidsduur: 20 tot 35 uur per week;2014;29
1974;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Arbeidsduur: 20 tot 35 uur per week;2015;25
1975;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Arbeidsduur: 20 tot 35 uur per week;2016;37
1976;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Arbeidsduur: 20 tot 35 uur per week;2017;39
1977;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Arbeidsduur: 20 tot 35 uur per week;2018;30
1978;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Arbeidsduur: 20 tot 35 uur per week;2019;29
1979;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Arbeidsduur: 20 tot 35 uur per week;2020;42
1980;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Arbeidsduur: voltijd;2010;286
1981;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Arbeidsduur: voltijd;2011;265
1982;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Arbeidsduur: voltijd;2012;270
1983;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Arbeidsduur: voltijd;2013;267
1984;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Arbeidsduur: voltijd;2014;270
1985;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Arbeidsduur: voltijd;2015;257
1986;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Arbeidsduur: voltijd;2016;270
1987;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Arbeidsduur: voltijd;2017;272
1988;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Arbeidsduur: voltijd;2018;285
1989;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Arbeidsduur: voltijd;2019;287
1990;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Arbeidsduur: voltijd;2020;273
1991;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Onderwijsniveau: 1 laag;2010;64
1992;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Onderwijsniveau: 1 laag;2011;65
1993;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Onderwijsniveau: 1 laag;2012;63
1994;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Onderwijsniveau: 1 laag;2013;52
1995;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Onderwijsniveau: 1 laag;2014;54
1996;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Onderwijsniveau: 1 laag;2015;42
1997;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Onderwijsniveau: 1 laag;2016;49
1998;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Onderwijsniveau: 1 laag;2017;41
1999;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Onderwijsniveau: 1 laag;2018;50
2000;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Onderwijsniveau: 1 laag;2019;49
2001;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Onderwijsniveau: 1 laag;2020;48
2002;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Onderwijsniveau: 2 middelbaar ;2010;143
2003;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Onderwijsniveau: 2 middelbaar ;2011;133
2004;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Onderwijsniveau: 2 middelbaar ;2012;133
2005;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Onderwijsniveau: 2 middelbaar ;2013;135
2006;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Onderwijsniveau: 2 middelbaar ;2014;135
2007;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Onderwijsniveau: 2 middelbaar ;2015;122
2008;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Onderwijsniveau: 2 middelbaar ;2016;129
2009;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Onderwijsniveau: 2 middelbaar ;2017;136
2010;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Onderwijsniveau: 2 middelbaar ;2018;136
2011;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Onderwijsniveau: 2 middelbaar ;2019;122
2012;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Onderwijsniveau: 2 middelbaar ;2020;125
2013;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Onderwijsniveau: 3 hoog;2010;121
2014;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Onderwijsniveau: 3 hoog;2011;110
2015;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Onderwijsniveau: 3 hoog;2012;114
2016;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Onderwijsniveau: 3 hoog;2013;122
2017;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Onderwijsniveau: 3 hoog;2014;117
2018;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Onderwijsniveau: 3 hoog;2015;125
2019;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Onderwijsniveau: 3 hoog;2016;136
2020;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Onderwijsniveau: 3 hoog;2017;145
2021;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Onderwijsniveau: 3 hoog;2018;134
2022;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Onderwijsniveau: 3 hoog;2019;150
2023;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Onderwijsniveau: 3 hoog;2020;153
2024;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Onderwijsniveau: weet niet of onbekend;2010;1
2025;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Onderwijsniveau: weet niet of onbekend;2011;2
2026;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Onderwijsniveau: weet niet of onbekend;2012;2
2027;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Onderwijsniveau: weet niet of onbekend;2013;3
2028;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Onderwijsniveau: weet niet of onbekend;2014;3
2029;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Onderwijsniveau: weet niet of onbekend;2015;0
2030;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Onderwijsniveau: weet niet of onbekend;2016;4
2031;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Onderwijsniveau: weet niet of onbekend;2017;2
2032;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Onderwijsniveau: weet niet of onbekend;2018;5
2033;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Onderwijsniveau: weet niet of onbekend;2019;5
2034;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Onderwijsniveau: weet niet of onbekend;2020;5
2035;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Leeftijd: 15 tot 25 jaar;2010;3
2036;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Leeftijd: 15 tot 25 jaar;2011;5
2037;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Leeftijd: 15 tot 25 jaar;2012;3
2038;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Leeftijd: 15 tot 25 jaar;2013;1
2039;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Leeftijd: 15 tot 25 jaar;2014;4
2040;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Leeftijd: 15 tot 25 jaar;2015;2
2041;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Leeftijd: 15 tot 25 jaar;2016;3
2042;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Leeftijd: 15 tot 25 jaar;2017;2
2043;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Leeftijd: 15 tot 25 jaar;2018;2
2044;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Leeftijd: 15 tot 25 jaar;2019;4
2045;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Leeftijd: 15 tot 25 jaar;2020;2
2046;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Leeftijd: 25 tot 45 jaar;2010;148
2047;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Leeftijd: 25 tot 45 jaar;2011;135
2048;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Leeftijd: 25 tot 45 jaar;2012;137
2049;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Leeftijd: 25 tot 45 jaar;2013;127
2050;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Leeftijd: 25 tot 45 jaar;2014;120
2051;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Leeftijd: 25 tot 45 jaar;2015;114
2052;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Leeftijd: 25 tot 45 jaar;2016;123
2053;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Leeftijd: 25 tot 45 jaar;2017;126
2054;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Leeftijd: 25 tot 45 jaar;2018;113
2055;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Leeftijd: 25 tot 45 jaar;2019;120
2056;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Leeftijd: 25 tot 45 jaar;2020;124
2057;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Leeftijd: 25 tot 35 jaar;2010;43
2058;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Leeftijd: 25 tot 35 jaar;2011;38
2059;Totaal mannen en vrouwen;Totaal;Zelfstandige met personeel;Leeftijd: 25 tot 35 jaar;2012;38
