ID;Geslacht;Leeftijd;Geboorteland;Herkomstland;SamenstellingHuishouden;SociaaleconomischeCategorie;Perioden;PersonenMetUitgesprokenSchuldsanering_1
482;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Uitkeringsontvanger;2006;1805.0
483;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Uitkeringsontvanger;2007;1905.0
484;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Uitkeringsontvanger;2008;1035.0
485;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Uitkeringsontvanger;2009;1055.0
486;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Uitkeringsontvanger;2010;1365.0
487;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Uitkeringsontvanger;2011;1870.0
488;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Uitkeringsontvanger;2012;1575.0
489;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Uitkeringsontvanger;2013;1480.0
490;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Uitkeringsontvanger;2014;1485.0
491;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Uitkeringsontvanger;2015;1440.0
492;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Uitkeringsontvanger;2016;1195.0
493;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Uitkeringsontvanger;2017;1125.0
494;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Uitkeringsontvanger;2018;760.0
495;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Uitkeringsontvanger;2019;525.0
496;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Uitkeringsontvanger;2020;330.0
497;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Uitkeringsontvanger;2021;245.0
498;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Uitkeringsontvanger;2022;195.0
499;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Uitkeringsontvanger;2023;190.0
500;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Pensioenontvanger;1999;40.0
501;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Pensioenontvanger;2000;60.0
502;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Pensioenontvanger;2001;55.0
503;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Pensioenontvanger;2002;40.0
504;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Pensioenontvanger;2003;65.0
505;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Pensioenontvanger;2004;75.0
506;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Pensioenontvanger;2005;60.0
507;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Pensioenontvanger;2006;70.0
508;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Pensioenontvanger;2007;80.0
509;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Pensioenontvanger;2008;35.0
510;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Pensioenontvanger;2009;50.0
511;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Pensioenontvanger;2010;45.0
512;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Pensioenontvanger;2011;75.0
513;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Pensioenontvanger;2012;60.0
514;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Pensioenontvanger;2013;60.0
515;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Pensioenontvanger;2014;45.0
516;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Pensioenontvanger;2015;45.0
517;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Pensioenontvanger;2016;35.0
518;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Pensioenontvanger;2017;25.0
519;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Pensioenontvanger;2018;15.0
520;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Pensioenontvanger;2019;20.0
521;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Pensioenontvanger;2020;15.0
522;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Pensioenontvanger;2021;
523;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Pensioenontvanger;2022;10.0
524;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Pensioenontvanger;2023;
525;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;(School)kind of student;1999;
526;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;(School)kind of student;2000;
527;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;(School)kind of student;2001;
528;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;(School)kind of student;2002;
529;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;(School)kind of student;2003;
530;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;(School)kind of student;2004;10.0
531;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;(School)kind of student;2005;
532;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;(School)kind of student;2006;
533;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;(School)kind of student;2007;10.0
534;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;(School)kind of student;2008;
535;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;(School)kind of student;2009;10.0
536;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;(School)kind of student;2010;
537;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;(School)kind of student;2011;10.0
538;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;(School)kind of student;2012;10.0
539;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;(School)kind of student;2013;15.0
540;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;(School)kind of student;2014;
541;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;(School)kind of student;2015;15.0
542;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;(School)kind of student;2016;20.0
543;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;(School)kind of student;2017;15.0
544;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;(School)kind of student;2018;10.0
545;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;(School)kind of student;2019;
546;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;(School)kind of student;2020;
547;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;(School)kind of student;2021;
548;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;(School)kind of student;2022;
549;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;(School)kind of student;2023;
550;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Overig (geen inkomen, kind of student);1999;20.0
551;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Overig (geen inkomen, kind of student);2000;30.0
552;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Overig (geen inkomen, kind of student);2001;35.0
553;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Overig (geen inkomen, kind of student);2002;35.0
554;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Overig (geen inkomen, kind of student);2003;30.0
555;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Overig (geen inkomen, kind of student);2004;40.0
556;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Overig (geen inkomen, kind of student);2005;35.0
557;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Overig (geen inkomen, kind of student);2006;60.0
558;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Overig (geen inkomen, kind of student);2007;40.0
559;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Overig (geen inkomen, kind of student);2008;20.0
560;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Overig (geen inkomen, kind of student);2009;30.0
561;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Overig (geen inkomen, kind of student);2010;40.0
562;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Overig (geen inkomen, kind of student);2011;30.0
563;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Overig (geen inkomen, kind of student);2012;40.0
564;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Overig (geen inkomen, kind of student);2013;30.0
565;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Overig (geen inkomen, kind of student);2014;50.0
566;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Overig (geen inkomen, kind of student);2015;20.0
567;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Overig (geen inkomen, kind of student);2016;25.0
568;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Overig (geen inkomen, kind of student);2017;20.0
569;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Overig (geen inkomen, kind of student);2018;10.0
570;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Overig (geen inkomen, kind of student);2019;
571;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Overig (geen inkomen, kind of student);2020;
572;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Overig (geen inkomen, kind of student);2021;
573;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Overig (geen inkomen, kind of student);2022;
574;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Overig (geen inkomen, kind of student);2023;
575;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Onbekend;1999;
576;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Onbekend;2000;
577;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Onbekend;2001;
578;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Onbekend;2002;
579;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Onbekend;2003;
580;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Onbekend;2004;
581;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Onbekend;2005;
582;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Onbekend;2006;
583;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Onbekend;2007;
584;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Onbekend;2008;
585;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Onbekend;2009;
586;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Onbekend;2010;
587;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Onbekend;2011;
588;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Onbekend;2012;
589;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Onbekend;2013;
590;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Onbekend;2014;
591;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Onbekend;2015;
592;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Onbekend;2016;
593;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Onbekend;2017;
594;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Onbekend;2018;
595;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Onbekend;2019;
596;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Onbekend;2020;
597;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Onbekend;2021;
598;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Onbekend;2022;
599;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenouderhuishouden;Onbekend;2023;
600;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Totaal;1999;890.0
601;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Totaal;2000;1075.0
602;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Totaal;2001;1035.0
603;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Totaal;2002;1120.0
604;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Totaal;2003;1220.0
605;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Totaal;2004;1660.0
606;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Totaal;2005;1795.0
607;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Totaal;2006;1965.0
608;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Totaal;2007;1975.0
609;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Totaal;2008;1235.0
610;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Totaal;2009;1150.0
611;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Totaal;2010;1465.0
612;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Totaal;2011;1950.0
613;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Totaal;2012;1945.0
614;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Totaal;2013;1815.0
615;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Totaal;2014;1870.0
616;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Totaal;2015;1785.0
617;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Totaal;2016;1460.0
618;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Totaal;2017;1275.0
619;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Totaal;2018;830.0
620;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Totaal;2019;660.0
621;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Totaal;2020;440.0
622;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Totaal;2021;355.0
623;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Totaal;2022;285.0
624;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Totaal;2023;275.0
625;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Werknemer;1999;300.0
626;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Werknemer;2000;370.0
627;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Werknemer;2001;355.0
628;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Werknemer;2002;380.0
629;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Werknemer;2003;430.0
630;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Werknemer;2004;535.0
631;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Werknemer;2005;560.0
632;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Werknemer;2006;680.0
633;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Werknemer;2007;695.0
634;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Werknemer;2008;485.0
635;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Werknemer;2009;430.0
636;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Werknemer;2010;540.0
637;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Werknemer;2011;745.0
638;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Werknemer;2012;665.0
639;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Werknemer;2013;635.0
640;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Werknemer;2014;630.0
641;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Werknemer;2015;570.0
642;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Werknemer;2016;485.0
643;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Werknemer;2017;460.0
644;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Werknemer;2018;315.0
645;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Werknemer;2019;255.0
646;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Werknemer;2020;185.0
647;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Werknemer;2021;145.0
648;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Werknemer;2022;100.0
649;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Werknemer;2023;90.0
650;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Zelfstandige (totaal);1999;35.0
651;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Zelfstandige (totaal);2000;25.0
652;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Zelfstandige (totaal);2001;35.0
653;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Zelfstandige (totaal);2002;30.0
654;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Zelfstandige (totaal);2003;30.0
655;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Zelfstandige (totaal);2004;45.0
656;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Zelfstandige (totaal);2005;50.0
657;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Zelfstandige (totaal);2006;50.0
658;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Zelfstandige (totaal);2007;45.0
659;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Zelfstandige (totaal);2008;35.0
660;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Zelfstandige (totaal);2009;35.0
661;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Zelfstandige (totaal);2010;30.0
662;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Zelfstandige (totaal);2011;45.0
663;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Zelfstandige (totaal);2012;55.0
664;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Zelfstandige (totaal);2013;30.0
665;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Zelfstandige (totaal);2014;40.0
666;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Zelfstandige (totaal);2015;30.0
667;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Zelfstandige (totaal);2016;15.0
668;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Zelfstandige (totaal);2017;15.0
669;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Zelfstandige (totaal);2018;15.0
670;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Zelfstandige (totaal);2019;15.0
671;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Zelfstandige (totaal);2020;10.0
672;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Zelfstandige (totaal);2021;
673;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Zelfstandige (totaal);2022;
674;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Zelfstandige (totaal);2023;25.0
675;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Uitkeringsontvanger;1999;385.0
676;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Uitkeringsontvanger;2000;465.0
677;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Uitkeringsontvanger;2001;470.0
678;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Uitkeringsontvanger;2002;500.0
679;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Uitkeringsontvanger;2003;530.0
680;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Uitkeringsontvanger;2004;810.0
681;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Uitkeringsontvanger;2005;810.0
682;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Uitkeringsontvanger;2006;850.0
683;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Uitkeringsontvanger;2007;835.0
684;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Uitkeringsontvanger;2008;460.0
685;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Uitkeringsontvanger;2009;420.0
686;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Uitkeringsontvanger;2010;600.0
687;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Uitkeringsontvanger;2011;760.0
688;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Uitkeringsontvanger;2012;845.0
689;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Uitkeringsontvanger;2013;775.0
690;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Uitkeringsontvanger;2014;775.0
691;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Uitkeringsontvanger;2015;790.0
692;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Uitkeringsontvanger;2016;620.0
693;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Uitkeringsontvanger;2017;520.0
694;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Uitkeringsontvanger;2018;350.0
695;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Uitkeringsontvanger;2019;255.0
696;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Uitkeringsontvanger;2020;160.0
697;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Uitkeringsontvanger;2021;135.0
698;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Uitkeringsontvanger;2022;125.0
699;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Uitkeringsontvanger;2023;105.0
700;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Pensioenontvanger;1999;40.0
701;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Pensioenontvanger;2000;55.0
702;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Pensioenontvanger;2001;40.0
703;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Pensioenontvanger;2002;40.0
704;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Pensioenontvanger;2003;55.0
705;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Pensioenontvanger;2004;70.0
706;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Pensioenontvanger;2005;125.0
707;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Pensioenontvanger;2006;140.0
708;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Pensioenontvanger;2007;165.0
709;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Paar zonder thuiswonende kinderen;Pensioenontvanger;2008;110.0
