ID;Geslacht;LandVanHerkomstVestiging;Geboorteland;Perioden;Immigratie_1;EmigratieExclusiefAdministratieveC_2;MigratiesaldoExclusiefAdministrati_3
2692;Totaal mannen en vrouwen;Azerbeidzjan;Totaal;1999;405.0;6.0;399.0
2693;Totaal mannen en vrouwen;Azerbeidzjan;Totaal;2000;1518.0;6.0;1512.0
2694;Totaal mannen en vrouwen;Azerbeidzjan;Totaal;2001;1127.0;7.0;1120.0
2695;Totaal mannen en vrouwen;Azerbeidzjan;Totaal;2002;617.0;11.0;606.0
2696;Totaal mannen en vrouwen;Azerbeidzjan;Totaal;2003;311.0;5.0;306.0
2697;Totaal mannen en vrouwen;Azerbeidzjan;Totaal;2004;131.0;11.0;120.0
2698;Totaal mannen en vrouwen;Azerbeidzjan;Totaal;2005;73.0;15.0;58.0
2699;Totaal mannen en vrouwen;Azerbeidzjan;Totaal;2006;70.0;14.0;56.0
2700;Totaal mannen en vrouwen;Azerbeidzjan;Totaal;2007;66.0;14.0;52.0
2701;Totaal mannen en vrouwen;Azerbeidzjan;Totaal;2008;82.0;14.0;68.0
2702;Totaal mannen en vrouwen;Azerbeidzjan;Totaal;2009;91.0;21.0;70.0
2703;Totaal mannen en vrouwen;Azerbeidzjan;Totaal;2010;127.0;28.0;99.0
2704;Totaal mannen en vrouwen;Azerbeidzjan;Totaal;2011;134.0;32.0;102.0
2705;Totaal mannen en vrouwen;Azerbeidzjan;Totaal;2012;99.0;34.0;65.0
2706;Totaal mannen en vrouwen;Azerbeidzjan;Totaal;2013;108.0;46.0;62.0
2707;Totaal mannen en vrouwen;Azerbeidzjan;Totaal;2014;141.0;39.0;102.0
2708;Totaal mannen en vrouwen;Azerbeidzjan;Totaal;2015;119.0;39.0;80.0
2709;Totaal mannen en vrouwen;Azerbeidzjan;Totaal;2016;143.0;40.0;103.0
2710;Totaal mannen en vrouwen;Azerbeidzjan;Totaal;2017;130.0;28.0;102.0
2711;Totaal mannen en vrouwen;Azerbeidzjan;Totaal;2018;156.0;31.0;125.0
2712;Totaal mannen en vrouwen;Azerbeidzjan;Totaal;2019;218.0;36.0;182.0
2713;Totaal mannen en vrouwen;Azerbeidzjan;Totaal;2020;149.0;49.0;100.0
2714;Totaal mannen en vrouwen;Azerbeidzjan;Totaal;2021;217.0;47.0;170.0
2715;Totaal mannen en vrouwen;Azerbeidzjan;Totaal;2022;222.0;47.0;175.0
2716;Totaal mannen en vrouwen;Azerbeidzjan;Land herkomst / vestiging;1995;91.0;0.0;91.0
2717;Totaal mannen en vrouwen;Azerbeidzjan;Land herkomst / vestiging;1996;91.0;0.0;91.0
2718;Totaal mannen en vrouwen;Azerbeidzjan;Land herkomst / vestiging;1997;101.0;1.0;100.0
2719;Totaal mannen en vrouwen;Azerbeidzjan;Land herkomst / vestiging;1998;223.0;1.0;222.0
2720;Totaal mannen en vrouwen;Azerbeidzjan;Land herkomst / vestiging;1999;376.0;2.0;374.0
2721;Totaal mannen en vrouwen;Azerbeidzjan;Land herkomst / vestiging;2000;1474.0;1.0;1473.0
2722;Totaal mannen en vrouwen;Azerbeidzjan;Land herkomst / vestiging;2001;1082.0;3.0;1079.0
2723;Totaal mannen en vrouwen;Azerbeidzjan;Land herkomst / vestiging;2002;597.0;7.0;590.0
2724;Totaal mannen en vrouwen;Azerbeidzjan;Land herkomst / vestiging;2003;303.0;2.0;301.0
2725;Totaal mannen en vrouwen;Azerbeidzjan;Land herkomst / vestiging;2004;123.0;6.0;117.0
2726;Totaal mannen en vrouwen;Azerbeidzjan;Land herkomst / vestiging;2005;69.0;10.0;59.0
2727;Totaal mannen en vrouwen;Azerbeidzjan;Land herkomst / vestiging;2006;66.0;7.0;59.0
2728;Totaal mannen en vrouwen;Azerbeidzjan;Land herkomst / vestiging;2007;61.0;5.0;56.0
2729;Totaal mannen en vrouwen;Azerbeidzjan;Land herkomst / vestiging;2008;78.0;6.0;72.0
2730;Totaal mannen en vrouwen;Azerbeidzjan;Land herkomst / vestiging;2009;85.0;8.0;77.0
2731;Totaal mannen en vrouwen;Azerbeidzjan;Land herkomst / vestiging;2010;114.0;11.0;103.0
2732;Totaal mannen en vrouwen;Azerbeidzjan;Land herkomst / vestiging;2011;125.0;16.0;109.0
2733;Totaal mannen en vrouwen;Azerbeidzjan;Land herkomst / vestiging;2012;83.0;17.0;66.0
2734;Totaal mannen en vrouwen;Azerbeidzjan;Land herkomst / vestiging;2013;94.0;27.0;67.0
2735;Totaal mannen en vrouwen;Azerbeidzjan;Land herkomst / vestiging;2014;118.0;20.0;98.0
2736;Totaal mannen en vrouwen;Azerbeidzjan;Land herkomst / vestiging;2015;83.0;22.0;61.0
2737;Totaal mannen en vrouwen;Azerbeidzjan;Land herkomst / vestiging;2016;124.0;30.0;94.0
2738;Totaal mannen en vrouwen;Azerbeidzjan;Land herkomst / vestiging;2017;116.0;22.0;94.0
2739;Totaal mannen en vrouwen;Azerbeidzjan;Land herkomst / vestiging;2018;127.0;25.0;102.0
2740;Totaal mannen en vrouwen;Azerbeidzjan;Land herkomst / vestiging;2019;197.0;28.0;169.0
2741;Totaal mannen en vrouwen;Azerbeidzjan;Land herkomst / vestiging;2020;103.0;37.0;66.0
2742;Totaal mannen en vrouwen;Azerbeidzjan;Land herkomst / vestiging;2021;169.0;36.0;133.0
2743;Totaal mannen en vrouwen;Azerbeidzjan;Land herkomst / vestiging;2022;196.0;34.0;162.0
2744;Totaal mannen en vrouwen;Azerbeidzjan;Overig land;1995;15.0;1.0;14.0
2745;Totaal mannen en vrouwen;Azerbeidzjan;Overig land;1996;1.0;2.0;-1.0
2746;Totaal mannen en vrouwen;Azerbeidzjan;Overig land;1997;4.0;0.0;4.0
2747;Totaal mannen en vrouwen;Azerbeidzjan;Overig land;1998;7.0;2.0;5.0
2748;Totaal mannen en vrouwen;Azerbeidzjan;Overig land;1999;19.0;1.0;18.0
2749;Totaal mannen en vrouwen;Azerbeidzjan;Overig land;2000;39.0;0.0;39.0
2750;Totaal mannen en vrouwen;Azerbeidzjan;Overig land;2001;40.0;2.0;38.0
2751;Totaal mannen en vrouwen;Azerbeidzjan;Overig land;2002;19.0;1.0;18.0
2752;Totaal mannen en vrouwen;Azerbeidzjan;Overig land;2003;5.0;2.0;3.0
2753;Totaal mannen en vrouwen;Azerbeidzjan;Overig land;2004;3.0;5.0;-2.0
2754;Totaal mannen en vrouwen;Azerbeidzjan;Overig land;2005;4.0;5.0;-1.0
2755;Totaal mannen en vrouwen;Azerbeidzjan;Overig land;2006;2.0;1.0;1.0
2756;Totaal mannen en vrouwen;Azerbeidzjan;Overig land;2007;5.0;0.0;5.0
2757;Totaal mannen en vrouwen;Azerbeidzjan;Overig land;2008;2.0;3.0;-1.0
2758;Totaal mannen en vrouwen;Azerbeidzjan;Overig land;2009;3.0;5.0;-2.0
2759;Totaal mannen en vrouwen;Azerbeidzjan;Overig land;2010;7.0;1.0;6.0
2760;Totaal mannen en vrouwen;Azerbeidzjan;Overig land;2011;1.0;3.0;-2.0
2761;Totaal mannen en vrouwen;Azerbeidzjan;Overig land;2012;10.0;7.0;3.0
2762;Totaal mannen en vrouwen;Azerbeidzjan;Overig land;2013;6.0;5.0;1.0
2763;Totaal mannen en vrouwen;Azerbeidzjan;Overig land;2014;13.0;11.0;2.0
2764;Totaal mannen en vrouwen;Azerbeidzjan;Overig land;2015;17.0;4.0;13.0
2765;Totaal mannen en vrouwen;Azerbeidzjan;Overig land;2016;12.0;8.0;4.0
2766;Totaal mannen en vrouwen;Azerbeidzjan;Overig land;2017;8.0;2.0;6.0
2767;Totaal mannen en vrouwen;Azerbeidzjan;Overig land;2018;20.0;2.0;18.0
2768;Totaal mannen en vrouwen;Azerbeidzjan;Overig land;2019;18.0;4.0;14.0
2769;Totaal mannen en vrouwen;Azerbeidzjan;Overig land;2020;38.0;6.0;32.0
2770;Totaal mannen en vrouwen;Azerbeidzjan;Overig land;2021;37.0;8.0;29.0
2771;Totaal mannen en vrouwen;Azerbeidzjan;Overig land;2022;25.0;11.0;14.0
2772;Totaal mannen en vrouwen;Azerbeidzjan;Nederland;1995;0.0;6.0;-6.0
2773;Totaal mannen en vrouwen;Azerbeidzjan;Nederland;1996;2.0;0.0;2.0
2774;Totaal mannen en vrouwen;Azerbeidzjan;Nederland;1997;1.0;8.0;-7.0
2775;Totaal mannen en vrouwen;Azerbeidzjan;Nederland;1998;0.0;5.0;-5.0
2776;Totaal mannen en vrouwen;Azerbeidzjan;Nederland;1999;10.0;3.0;7.0
2777;Totaal mannen en vrouwen;Azerbeidzjan;Nederland;2000;5.0;5.0;0.0
2778;Totaal mannen en vrouwen;Azerbeidzjan;Nederland;2001;5.0;2.0;3.0
2779;Totaal mannen en vrouwen;Azerbeidzjan;Nederland;2002;1.0;3.0;-2.0
2780;Totaal mannen en vrouwen;Azerbeidzjan;Nederland;2003;3.0;1.0;2.0
2781;Totaal mannen en vrouwen;Azerbeidzjan;Nederland;2004;5.0;0.0;5.0
2782;Totaal mannen en vrouwen;Azerbeidzjan;Nederland;2005;0.0;0.0;0.0
2783;Totaal mannen en vrouwen;Azerbeidzjan;Nederland;2006;2.0;6.0;-4.0
2784;Totaal mannen en vrouwen;Azerbeidzjan;Nederland;2007;0.0;9.0;-9.0
2785;Totaal mannen en vrouwen;Azerbeidzjan;Nederland;2008;2.0;5.0;-3.0
2786;Totaal mannen en vrouwen;Azerbeidzjan;Nederland;2009;3.0;8.0;-5.0
2787;Totaal mannen en vrouwen;Azerbeidzjan;Nederland;2010;6.0;16.0;-10.0
2788;Totaal mannen en vrouwen;Azerbeidzjan;Nederland;2011;8.0;13.0;-5.0
2789;Totaal mannen en vrouwen;Azerbeidzjan;Nederland;2012;6.0;10.0;-4.0
2790;Totaal mannen en vrouwen;Azerbeidzjan;Nederland;2013;8.0;14.0;-6.0
2791;Totaal mannen en vrouwen;Azerbeidzjan;Nederland;2014;10.0;8.0;2.0
2792;Totaal mannen en vrouwen;Azerbeidzjan;Nederland;2015;19.0;13.0;6.0
2793;Totaal mannen en vrouwen;Azerbeidzjan;Nederland;2016;7.0;2.0;5.0
2794;Totaal mannen en vrouwen;Azerbeidzjan;Nederland;2017;6.0;4.0;2.0
2795;Totaal mannen en vrouwen;Azerbeidzjan;Nederland;2018;9.0;4.0;5.0
2796;Totaal mannen en vrouwen;Azerbeidzjan;Nederland;2019;3.0;4.0;-1.0
2797;Totaal mannen en vrouwen;Azerbeidzjan;Nederland;2020;8.0;6.0;2.0
2798;Totaal mannen en vrouwen;Azerbeidzjan;Nederland;2021;11.0;3.0;8.0
2799;Totaal mannen en vrouwen;Azerbeidzjan;Nederland;2022;1.0;2.0;-1.0
2800;Totaal mannen en vrouwen;Bahama's;Totaal;1995;8.0;7.0;1.0
2801;Totaal mannen en vrouwen;Bahama's;Totaal;1996;7.0;9.0;-2.0
2802;Totaal mannen en vrouwen;Bahama's;Totaal;1997;11.0;8.0;3.0
2803;Totaal mannen en vrouwen;Bahama's;Totaal;1998;11.0;6.0;5.0
2804;Totaal mannen en vrouwen;Bahama's;Totaal;1999;14.0;13.0;1.0
2805;Totaal mannen en vrouwen;Bahama's;Totaal;2000;10.0;13.0;-3.0
2806;Totaal mannen en vrouwen;Bahama's;Totaal;2001;16.0;5.0;11.0
2807;Totaal mannen en vrouwen;Bahama's;Totaal;2002;8.0;8.0;0.0
2808;Totaal mannen en vrouwen;Bahama's;Totaal;2003;8.0;3.0;5.0
2809;Totaal mannen en vrouwen;Bahama's;Totaal;2004;8.0;5.0;3.0
2810;Totaal mannen en vrouwen;Bahama's;Totaal;2005;6.0;10.0;-4.0
2811;Totaal mannen en vrouwen;Bahama's;Totaal;2006;10.0;11.0;-1.0
2812;Totaal mannen en vrouwen;Bahama's;Totaal;2007;4.0;7.0;-3.0
2813;Totaal mannen en vrouwen;Bahama's;Totaal;2008;11.0;0.0;11.0
2814;Totaal mannen en vrouwen;Bahama's;Totaal;2009;12.0;2.0;10.0
2815;Totaal mannen en vrouwen;Bahama's;Totaal;2010;4.0;8.0;-4.0
2816;Totaal mannen en vrouwen;Bahama's;Totaal;2011;8.0;8.0;0.0
2817;Totaal mannen en vrouwen;Bahama's;Totaal;2012;5.0;7.0;-2.0
2818;Totaal mannen en vrouwen;Bahama's;Totaal;2013;6.0;6.0;0.0
2819;Totaal mannen en vrouwen;Bahama's;Totaal;2014;7.0;13.0;-6.0
2820;Totaal mannen en vrouwen;Bahama's;Totaal;2015;8.0;13.0;-5.0
2821;Totaal mannen en vrouwen;Bahama's;Totaal;2016;12.0;6.0;6.0
2822;Totaal mannen en vrouwen;Bahama's;Totaal;2017;16.0;5.0;11.0
2823;Totaal mannen en vrouwen;Bahama's;Totaal;2018;16.0;21.0;-5.0
2824;Totaal mannen en vrouwen;Bahama's;Totaal;2019;22.0;12.0;10.0
2825;Totaal mannen en vrouwen;Bahama's;Totaal;2020;23.0;6.0;17.0
2826;Totaal mannen en vrouwen;Bahama's;Totaal;2021;10.0;9.0;1.0
2827;Totaal mannen en vrouwen;Bahama's;Totaal;2022;10.0;7.0;3.0
2828;Totaal mannen en vrouwen;Bahama's;Land herkomst / vestiging;1995;0.0;0.0;0.0
2829;Totaal mannen en vrouwen;Bahama's;Land herkomst / vestiging;1996;1.0;0.0;1.0
2830;Totaal mannen en vrouwen;Bahama's;Land herkomst / vestiging;1997;6.0;1.0;5.0
2831;Totaal mannen en vrouwen;Bahama's;Land herkomst / vestiging;1998;2.0;0.0;2.0
2832;Totaal mannen en vrouwen;Bahama's;Land herkomst / vestiging;1999;1.0;6.0;-5.0
2833;Totaal mannen en vrouwen;Bahama's;Land herkomst / vestiging;2000;2.0;4.0;-2.0
2834;Totaal mannen en vrouwen;Bahama's;Land herkomst / vestiging;2001;5.0;1.0;4.0
2835;Totaal mannen en vrouwen;Bahama's;Land herkomst / vestiging;2002;1.0;3.0;-2.0
2836;Totaal mannen en vrouwen;Bahama's;Land herkomst / vestiging;2003;1.0;0.0;1.0
2837;Totaal mannen en vrouwen;Bahama's;Land herkomst / vestiging;2004;1.0;0.0;1.0
2838;Totaal mannen en vrouwen;Bahama's;Land herkomst / vestiging;2005;1.0;1.0;0.0
2839;Totaal mannen en vrouwen;Bahama's;Land herkomst / vestiging;2006;3.0;0.0;3.0
2840;Totaal mannen en vrouwen;Bahama's;Land herkomst / vestiging;2007;1.0;0.0;1.0
2841;Totaal mannen en vrouwen;Bahama's;Land herkomst / vestiging;2008;1.0;0.0;1.0
2842;Totaal mannen en vrouwen;Bahama's;Land herkomst / vestiging;2009;2.0;0.0;2.0
2843;Totaal mannen en vrouwen;Bahama's;Land herkomst / vestiging;2010;0.0;2.0;-2.0
2844;Totaal mannen en vrouwen;Bahama's;Land herkomst / vestiging;2011;3.0;1.0;2.0
2845;Totaal mannen en vrouwen;Bahama's;Land herkomst / vestiging;2012;2.0;2.0;0.0
2846;Totaal mannen en vrouwen;Bahama's;Land herkomst / vestiging;2013;2.0;1.0;1.0
2847;Totaal mannen en vrouwen;Bahama's;Land herkomst / vestiging;2014;4.0;1.0;3.0
2848;Totaal mannen en vrouwen;Bahama's;Land herkomst / vestiging;2015;2.0;2.0;0.0
2849;Totaal mannen en vrouwen;Bahama's;Land herkomst / vestiging;2016;2.0;1.0;1.0
2850;Totaal mannen en vrouwen;Bahama's;Land herkomst / vestiging;2017;4.0;1.0;3.0
2851;Totaal mannen en vrouwen;Bahama's;Land herkomst / vestiging;2018;6.0;3.0;3.0
2852;Totaal mannen en vrouwen;Bahama's;Land herkomst / vestiging;2019;8.0;2.0;6.0
2853;Totaal mannen en vrouwen;Bahama's;Land herkomst / vestiging;2020;9.0;1.0;8.0
2854;Totaal mannen en vrouwen;Bahama's;Land herkomst / vestiging;2021;4.0;0.0;4.0
2855;Totaal mannen en vrouwen;Bahama's;Land herkomst / vestiging;2022;1.0;1.0;0.0
2856;Totaal mannen en vrouwen;Bahama's;Overig land;1995;2.0;3.0;-1.0
2857;Totaal mannen en vrouwen;Bahama's;Overig land;1996;1.0;0.0;1.0
2858;Totaal mannen en vrouwen;Bahama's;Overig land;1997;1.0;2.0;-1.0
2859;Totaal mannen en vrouwen;Bahama's;Overig land;1998;5.0;0.0;5.0
2860;Totaal mannen en vrouwen;Bahama's;Overig land;1999;2.0;0.0;2.0
2861;Totaal mannen en vrouwen;Bahama's;Overig land;2000;2.0;0.0;2.0
2862;Totaal mannen en vrouwen;Bahama's;Overig land;2001;2.0;0.0;2.0
2863;Totaal mannen en vrouwen;Bahama's;Overig land;2002;1.0;2.0;-1.0
2864;Totaal mannen en vrouwen;Bahama's;Overig land;2003;3.0;2.0;1.0
2865;Totaal mannen en vrouwen;Bahama's;Overig land;2004;2.0;2.0;0.0
2866;Totaal mannen en vrouwen;Bahama's;Overig land;2005;1.0;2.0;-1.0
2867;Totaal mannen en vrouwen;Bahama's;Overig land;2006;5.0;4.0;1.0
2868;Totaal mannen en vrouwen;Bahama's;Overig land;2007;1.0;1.0;0.0
2869;Totaal mannen en vrouwen;Bahama's;Overig land;2008;2.0;0.0;2.0
2870;Totaal mannen en vrouwen;Bahama's;Overig land;2009;2.0;0.0;2.0
2871;Totaal mannen en vrouwen;Bahama's;Overig land;2010;1.0;3.0;-2.0
2872;Totaal mannen en vrouwen;Bahama's;Overig land;2011;1.0;1.0;0.0
2873;Totaal mannen en vrouwen;Bahama's;Overig land;2012;0.0;2.0;-2.0
2874;Totaal mannen en vrouwen;Bahama's;Overig land;2013;2.0;0.0;2.0
2875;Totaal mannen en vrouwen;Bahama's;Overig land;2014;2.0;1.0;1.0
2876;Totaal mannen en vrouwen;Bahama's;Overig land;2015;1.0;3.0;-2.0
2877;Totaal mannen en vrouwen;Bahama's;Overig land;2016;2.0;1.0;1.0
2878;Totaal mannen en vrouwen;Bahama's;Overig land;2017;3.0;0.0;3.0
2879;Totaal mannen en vrouwen;Bahama's;Overig land;2018;4.0;6.0;-2.0
2880;Totaal mannen en vrouwen;Bahama's;Overig land;2019;9.0;2.0;7.0
2881;Totaal mannen en vrouwen;Bahama's;Overig land;2020;6.0;3.0;3.0
2882;Totaal mannen en vrouwen;Bahama's;Overig land;2021;2.0;3.0;-1.0
2883;Totaal mannen en vrouwen;Bahama's;Overig land;2022;7.0;3.0;4.0
2884;Totaal mannen en vrouwen;Bahama's;Nederland;1995;6.0;4.0;2.0
2885;Totaal mannen en vrouwen;Bahama's;Nederland;1996;5.0;9.0;-4.0
2886;Totaal mannen en vrouwen;Bahama's;Nederland;1997;4.0;5.0;-1.0
2887;Totaal mannen en vrouwen;Bahama's;Nederland;1998;4.0;6.0;-2.0
2888;Totaal mannen en vrouwen;Bahama's;Nederland;1999;11.0;7.0;4.0
2889;Totaal mannen en vrouwen;Bahama's;Nederland;2000;6.0;9.0;-3.0
2890;Totaal mannen en vrouwen;Bahama's;Nederland;2001;9.0;4.0;5.0
2891;Totaal mannen en vrouwen;Bahama's;Nederland;2002;6.0;3.0;3.0
2892;Totaal mannen en vrouwen;Bahama's;Nederland;2003;4.0;1.0;3.0
2893;Totaal mannen en vrouwen;Bahama's;Nederland;2004;5.0;3.0;2.0
2894;Totaal mannen en vrouwen;Bahama's;Nederland;2005;4.0;7.0;-3.0
2895;Totaal mannen en vrouwen;Bahama's;Nederland;2006;2.0;7.0;-5.0
2896;Totaal mannen en vrouwen;Bahama's;Nederland;2007;2.0;6.0;-4.0
2897;Totaal mannen en vrouwen;Bahama's;Nederland;2008;8.0;0.0;8.0
2898;Totaal mannen en vrouwen;Bahama's;Nederland;2009;8.0;2.0;6.0
2899;Totaal mannen en vrouwen;Bahama's;Nederland;2010;3.0;3.0;0.0
2900;Totaal mannen en vrouwen;Bahama's;Nederland;2011;4.0;6.0;-2.0
2901;Totaal mannen en vrouwen;Bahama's;Nederland;2012;3.0;3.0;0.0
2902;Totaal mannen en vrouwen;Bahama's;Nederland;2013;2.0;5.0;-3.0
2903;Totaal mannen en vrouwen;Bahama's;Nederland;2014;1.0;11.0;-10.0
2904;Totaal mannen en vrouwen;Bahama's;Nederland;2015;5.0;8.0;-3.0
2905;Totaal mannen en vrouwen;Bahama's;Nederland;2016;8.0;4.0;4.0
2906;Totaal mannen en vrouwen;Bahama's;Nederland;2017;9.0;4.0;5.0
2907;Totaal mannen en vrouwen;Bahama's;Nederland;2018;6.0;12.0;-6.0
2908;Totaal mannen en vrouwen;Bahama's;Nederland;2019;5.0;8.0;-3.0
2909;Totaal mannen en vrouwen;Bahama's;Nederland;2020;8.0;2.0;6.0
2910;Totaal mannen en vrouwen;Bahama's;Nederland;2021;4.0;6.0;-2.0
2911;Totaal mannen en vrouwen;Bahama's;Nederland;2022;2.0;3.0;-1.0
2912;Totaal mannen en vrouwen;Bhutan;Totaal;1995;30.0;15.0;15.0
2913;Totaal mannen en vrouwen;Bhutan;Totaal;1996;19.0;4.0;15.0
2914;Totaal mannen en vrouwen;Bhutan;Totaal;1997;11.0;32.0;-21.0
2915;Totaal mannen en vrouwen;Bhutan;Totaal;1998;25.0;9.0;16.0
2916;Totaal mannen en vrouwen;Bhutan;Totaal;1999;22.0;7.0;15.0
2917;Totaal mannen en vrouwen;Bhutan;Totaal;2000;23.0;9.0;14.0
2918;Totaal mannen en vrouwen;Bhutan;Totaal;2001;25.0;11.0;14.0
2919;Totaal mannen en vrouwen;Bhutan;Totaal;2002;27.0;6.0;21.0
2920;Totaal mannen en vrouwen;Bhutan;Totaal;2003;15.0;22.0;-7.0
2921;Totaal mannen en vrouwen;Bhutan;Totaal;2004;13.0;13.0;0.0
2922;Totaal mannen en vrouwen;Bhutan;Totaal;2005;34.0;12.0;22.0
2923;Totaal mannen en vrouwen;Bhutan;Totaal;2006;26.0;14.0;12.0
2924;Totaal mannen en vrouwen;Bhutan;Totaal;2007;28.0;15.0;13.0
2925;Totaal mannen en vrouwen;Bhutan;Totaal;2008;30.0;23.0;7.0
2926;Totaal mannen en vrouwen;Bhutan;Totaal;2009;42.0;21.0;21.0
2927;Totaal mannen en vrouwen;Bhutan;Totaal;2010;43.0;25.0;18.0
2928;Totaal mannen en vrouwen;Bhutan;Totaal;2011;27.0;21.0;6.0
2929;Totaal mannen en vrouwen;Bhutan;Totaal;2012;17.0;15.0;2.0
2930;Totaal mannen en vrouwen;Bhutan;Totaal;2013;25.0;17.0;8.0
2931;Totaal mannen en vrouwen;Bhutan;Totaal;2014;19.0;11.0;8.0
2932;Totaal mannen en vrouwen;Bhutan;Totaal;2015;18.0;11.0;7.0
2933;Totaal mannen en vrouwen;Bhutan;Totaal;2016;10.0;12.0;-2.0
2934;Totaal mannen en vrouwen;Bhutan;Totaal;2017;8.0;12.0;-4.0
2935;Totaal mannen en vrouwen;Bhutan;Totaal;2018;21.0;7.0;14.0
2936;Totaal mannen en vrouwen;Bhutan;Totaal;2019;15.0;11.0;4.0
2937;Totaal mannen en vrouwen;Bhutan;Totaal;2020;2.0;12.0;-10.0
2938;Totaal mannen en vrouwen;Bhutan;Totaal;2021;7.0;8.0;-1.0
2939;Totaal mannen en vrouwen;Bhutan;Totaal;2022;3.0;5.0;-2.0
2940;Totaal mannen en vrouwen;Bhutan;Land herkomst / vestiging;1995;20.0;2.0;18.0
2941;Totaal mannen en vrouwen;Bhutan;Land herkomst / vestiging;1996;10.0;3.0;7.0
2942;Totaal mannen en vrouwen;Bhutan;Land herkomst / vestiging;1997;6.0;13.0;-7.0
2943;Totaal mannen en vrouwen;Bhutan;Land herkomst / vestiging;1998;3.0;2.0;1.0
2944;Totaal mannen en vrouwen;Bhutan;Land herkomst / vestiging;1999;4.0;2.0;2.0
2945;Totaal mannen en vrouwen;Bhutan;Land herkomst / vestiging;2000;10.0;1.0;9.0
2946;Totaal mannen en vrouwen;Bhutan;Land herkomst / vestiging;2001;13.0;7.0;6.0
2947;Totaal mannen en vrouwen;Bhutan;Land herkomst / vestiging;2002;13.0;5.0;8.0
2948;Totaal mannen en vrouwen;Bhutan;Land herkomst / vestiging;2003;14.0;8.0;6.0
2949;Totaal mannen en vrouwen;Bhutan;Land herkomst / vestiging;2004;11.0;12.0;-1.0
2950;Totaal mannen en vrouwen;Bhutan;Land herkomst / vestiging;2005;28.0;10.0;18.0
2951;Totaal mannen en vrouwen;Bhutan;Land herkomst / vestiging;2006;21.0;12.0;9.0
2952;Totaal mannen en vrouwen;Bhutan;Land herkomst / vestiging;2007;27.0;12.0;15.0
2953;Totaal mannen en vrouwen;Bhutan;Land herkomst / vestiging;2008;29.0;22.0;7.0
2954;Totaal mannen en vrouwen;Bhutan;Land herkomst / vestiging;2009;40.0;20.0;20.0
2955;Totaal mannen en vrouwen;Bhutan;Land herkomst / vestiging;2010;38.0;22.0;16.0
2956;Totaal mannen en vrouwen;Bhutan;Land herkomst / vestiging;2011;23.0;21.0;2.0
2957;Totaal mannen en vrouwen;Bhutan;Land herkomst / vestiging;2012;16.0;11.0;5.0
2958;Totaal mannen en vrouwen;Bhutan;Land herkomst / vestiging;2013;22.0;17.0;5.0
2959;Totaal mannen en vrouwen;Bhutan;Land herkomst / vestiging;2014;8.0;9.0;-1.0
2960;Totaal mannen en vrouwen;Bhutan;Land herkomst / vestiging;2015;17.0;11.0;6.0
2961;Totaal mannen en vrouwen;Bhutan;Land herkomst / vestiging;2016;10.0;8.0;2.0
2962;Totaal mannen en vrouwen;Bhutan;Land herkomst / vestiging;2017;7.0;12.0;-5.0
2963;Totaal mannen en vrouwen;Bhutan;Land herkomst / vestiging;2018;20.0;6.0;14.0
2964;Totaal mannen en vrouwen;Bhutan;Land herkomst / vestiging;2019;11.0;10.0;1.0
2965;Totaal mannen en vrouwen;Bhutan;Land herkomst / vestiging;2020;2.0;12.0;-10.0
2966;Totaal mannen en vrouwen;Bhutan;Land herkomst / vestiging;2021;6.0;7.0;-1.0
2967;Totaal mannen en vrouwen;Bhutan;Land herkomst / vestiging;2022;3.0;4.0;-1.0
2968;Totaal mannen en vrouwen;Bhutan;Overig land;1995;3.0;3.0;0.0
2969;Totaal mannen en vrouwen;Bhutan;Overig land;1996;4.0;0.0;4.0
2970;Totaal mannen en vrouwen;Bhutan;Overig land;1997;0.0;1.0;-1.0
2971;Totaal mannen en vrouwen;Bhutan;Overig land;1998;5.0;1.0;4.0
2972;Totaal mannen en vrouwen;Bhutan;Overig land;1999;3.0;1.0;2.0
2973;Totaal mannen en vrouwen;Bhutan;Overig land;2000;1.0;0.0;1.0
2974;Totaal mannen en vrouwen;Bhutan;Overig land;2001;2.0;1.0;1.0
2975;Totaal mannen en vrouwen;Bhutan;Overig land;2002;2.0;0.0;2.0
2976;Totaal mannen en vrouwen;Bhutan;Overig land;2003;0.0;1.0;-1.0
2977;Totaal mannen en vrouwen;Bhutan;Overig land;2004;0.0;0.0;0.0
2978;Totaal mannen en vrouwen;Bhutan;Overig land;2005;0.0;0.0;0.0
2979;Totaal mannen en vrouwen;Bhutan;Overig land;2006;1.0;0.0;1.0
2980;Totaal mannen en vrouwen;Bhutan;Overig land;2007;0.0;0.0;0.0
2981;Totaal mannen en vrouwen;Bhutan;Overig land;2008;0.0;0.0;0.0
2982;Totaal mannen en vrouwen;Bhutan;Overig land;2009;1.0;1.0;0.0
2983;Totaal mannen en vrouwen;Bhutan;Overig land;2010;0.0;0.0;0.0
2984;Totaal mannen en vrouwen;Bhutan;Overig land;2011;1.0;0.0;1.0
2985;Totaal mannen en vrouwen;Bhutan;Overig land;2012;0.0;0.0;0.0
2986;Totaal mannen en vrouwen;Bhutan;Overig land;2013;0.0;0.0;0.0
2987;Totaal mannen en vrouwen;Bhutan;Overig land;2014;0.0;0.0;0.0
2988;Totaal mannen en vrouwen;Bhutan;Overig land;2015;0.0;0.0;0.0
2989;Totaal mannen en vrouwen;Bhutan;Overig land;2016;0.0;0.0;0.0
