ID;GeboortelandOudersHoofdkostwinner;HerkomstlandHoofdkostwinner;Perioden;ParticuliereHuishoudens_1;GemiddeldBesteedbaarInkomen_2;GemiddeldGestandaardiseerdInkomen_3;MediaanVermogen_4;HuishoudensMetLaagInkomen_5
365;Geboren in Nederland;Verenigd Koninkrijk;2012;11.1;36.2;26.0;3.7;9.7
366;Geboren in Nederland;Verenigd Koninkrijk;2013;11.5;35.8;25.8;1.4;11.0
367;Geboren in Nederland;Verenigd Koninkrijk;2014;11.9;38.4;27.5;1.4;10.4
368;Geboren in Nederland;Verenigd Koninkrijk;2015;12.3;37.7;27.1;3.1;10.2
369;Geboren in Nederland;Verenigd Koninkrijk;2016;12.6;39.5;28.3;4.5;9.4
370;Geboren in Nederland;Verenigd Koninkrijk;2017;12.9;41.6;29.7;8.7;9.1
371;Geboren in Nederland;Verenigd Koninkrijk;2018;13.3;43.7;30.7;15.0;8.9
372;Geboren in Nederland;Verenigd Koninkrijk;2019;13.5;46.1;32.3;23.5;8.6
373;Geboren in Nederland;Verenigd Koninkrijk;2020;14.0;46.6;32.6;31.1;7.6
374;Geboren in Nederland;Verenigd Koninkrijk;2021;14.4;49.2;34.5;45.3;6.9
375;Geboren in Nederland;Verenigd Koninkrijk;2022;14.7;51.5;36.2;78.9;4.2
376;Geboren in Nederland;Verenigd Koninkrijk;2023;14.9;55.4;38.9;78.3;3.6
377;Geboren in Nederland;Bulgarije;2011;0.2;29.1;22.2;0.1;18.0
378;Geboren in Nederland;Bulgarije;2012;0.2;31.4;22.6;0.0;17.3
379;Geboren in Nederland;Bulgarije;2013;0.2;31.6;23.3;-0.7;19.4
380;Geboren in Nederland;Bulgarije;2014;0.2;32.2;23.6;0.0;19.2
381;Geboren in Nederland;Bulgarije;2015;0.2;31.9;24.0;0.3;16.0
382;Geboren in Nederland;Bulgarije;2016;0.2;34.2;25.1;0.9;17.4
383;Geboren in Nederland;Bulgarije;2017;0.2;37.5;27.4;1.8;15.7
384;Geboren in Nederland;Bulgarije;2018;0.2;37.8;27.3;2.1;17.2
385;Geboren in Nederland;Bulgarije;2019;0.2;37.3;26.8;5.4;17.2
386;Geboren in Nederland;Bulgarije;2020;0.3;38.0;27.5;3.2;9.3
387;Geboren in Nederland;Bulgarije;2021;0.3;44.9;31.9;5.7;7.3
388;Geboren in Nederland;Bulgarije;2022;0.3;48.0;34.4;8.2;7.5
389;Geboren in Nederland;Bulgarije;2023;0.3;50.5;36.1;11.1;7.3
390;Geboren in Nederland;Polen;2011;5.3;35.8;25.9;22.7;8.2
391;Geboren in Nederland;Polen;2012;5.4;35.7;26.0;16.9;9.4
392;Geboren in Nederland;Polen;2013;5.5;35.4;26.0;10.0;10.1
393;Geboren in Nederland;Polen;2014;5.6;36.7;27.1;9.6;9.5
394;Geboren in Nederland;Polen;2015;5.7;35.7;26.4;12.6;9.6
395;Geboren in Nederland;Polen;2016;5.9;37.0;27.5;13.7;8.8
396;Geboren in Nederland;Polen;2017;6.0;38.1;28.3;17.3;9.1
397;Geboren in Nederland;Polen;2018;6.1;38.4;28.3;21.5;8.8
398;Geboren in Nederland;Polen;2019;6.2;41.1;30.6;27.8;8.4
399;Geboren in Nederland;Polen;2020;6.3;42.0;31.1;35.2;7.0
400;Geboren in Nederland;Polen;2021;6.4;43.2;32.2;49.4;6.4
401;Geboren in Nederland;Polen;2022;6.5;46.8;34.9;77.7;4.2
402;Geboren in Nederland;Polen;2023;6.6;50.8;37.8;75.7;3.5
403;Geboren in Nederland;Roemenië;2011;0.5;33.9;25.3;7.6;8.5
404;Geboren in Nederland;Roemenië;2012;0.5;33.0;24.9;4.6;10.2
405;Geboren in Nederland;Roemenië;2013;0.5;33.0;25.1;0.4;11.0
406;Geboren in Nederland;Roemenië;2014;0.5;35.6;26.7;2.3;9.1
407;Geboren in Nederland;Roemenië;2015;0.6;34.6;26.4;3.4;9.5
408;Geboren in Nederland;Roemenië;2016;0.6;37.1;27.6;4.8;9.3
409;Geboren in Nederland;Roemenië;2017;0.6;38.2;28.7;7.6;10.6
410;Geboren in Nederland;Roemenië;2018;0.6;43.8;31.3;9.7;10.0
411;Geboren in Nederland;Roemenië;2019;0.7;;;12.5;9.9
412;Geboren in Nederland;Roemenië;2020;0.7;;;12.7;8.3
413;Geboren in Nederland;Roemenië;2021;0.7;42.2;31.4;15.0;8.5
414;Geboren in Nederland;Roemenië;2022;0.8;43.3;32.3;19.6;5.9
415;Geboren in Nederland;Roemenië;2023;0.8;48.7;35.7;21.8;5.4
416;Geboren in Nederland;Overig Europa;2011;44.3;35.9;25.4;9.1;8.8
417;Geboren in Nederland;Overig Europa;2012;45.4;36.1;25.6;6.0;9.8
418;Geboren in Nederland;Overig Europa;2013;46.6;36.3;25.7;2.3;11.2
419;Geboren in Nederland;Overig Europa;2014;47.6;38.3;27.0;2.5;10.8
420;Geboren in Nederland;Overig Europa;2015;49.0;38.8;27.9;4.7;10.4
421;Geboren in Nederland;Overig Europa;2016;50.0;39.3;27.9;6.5;9.9
422;Geboren in Nederland;Overig Europa;2017;51.2;40.6;28.8;11.0;9.7
423;Geboren in Nederland;Overig Europa;2018;52.3;42.4;29.6;18.3;9.6
424;Geboren in Nederland;Overig Europa;2019;53.4;45.1;31.4;27.9;9.3
425;Geboren in Nederland;Overig Europa;2020;54.7;46.5;32.6;36.3;8.1
426;Geboren in Nederland;Overig Europa;2021;56.3;47.8;33.4;50.8;7.9
427;Geboren in Nederland;Overig Europa;2022;57.8;50.8;35.6;81.1;5.0
428;Geboren in Nederland;Overig Europa;2023;59.0;56.1;39.5;79.4;4.3
429;Geboren in Nederland;Buiten Europa;2011;284.1;33.0;23.3;0.9;11.4
430;Geboren in Nederland;Buiten Europa;2012;293.5;33.3;23.5;0.4;13.2
431;Geboren in Nederland;Buiten Europa;2013;302.5;33.6;23.7;0.0;14.8
432;Geboren in Nederland;Buiten Europa;2014;312.7;35.5;24.9;-0.1;14.6
433;Geboren in Nederland;Buiten Europa;2015;324.4;35.6;25.1;0.2;14.2
434;Geboren in Nederland;Buiten Europa;2016;335.0;37.3;26.2;0.5;13.5
435;Geboren in Nederland;Buiten Europa;2017;346.6;38.8;27.2;1.6;13.1
436;Geboren in Nederland;Buiten Europa;2018;359.5;39.9;27.7;3.3;12.5
437;Geboren in Nederland;Buiten Europa;2019;371.9;43.2;29.8;5.8;11.8
438;Geboren in Nederland;Buiten Europa;2020;386.2;44.3;30.6;8.3;10.2
439;Geboren in Nederland;Buiten Europa;2021;401.9;46.3;32.0;13.5;9.6
440;Geboren in Nederland;Buiten Europa;2022;419.1;49.3;34.1;19.0;5.8
441;Geboren in Nederland;Buiten Europa;2023;432.3;53.0;36.6;19.3;5.3
442;Geboren in Nederland;Indonesië;2011;140.1;40.6;27.9;13.6;7.7
443;Geboren in Nederland;Indonesië;2012;141.9;40.9;28.2;9.0;8.7
444;Geboren in Nederland;Indonesië;2013;143.4;41.1;28.4;3.5;9.8
445;Geboren in Nederland;Indonesië;2014;144.2;43.8;30.2;4.2;9.4
446;Geboren in Nederland;Indonesië;2015;145.4;43.5;30.1;8.0;9.1
447;Geboren in Nederland;Indonesië;2016;146.0;45.4;31.4;12.0;8.6
448;Geboren in Nederland;Indonesië;2017;147.2;47.0;32.5;20.4;8.5
449;Geboren in Nederland;Indonesië;2018;147.7;48.0;32.8;33.2;8.3
450;Geboren in Nederland;Indonesië;2019;148.0;52.7;36.0;50.6;7.8
451;Geboren in Nederland;Indonesië;2020;148.3;52.7;36.0;68.7;6.8
452;Geboren in Nederland;Indonesië;2021;148.8;54.8;37.6;97.1;6.4
453;Geboren in Nederland;Indonesië;2022;149.2;57.8;39.8;155.7;4.1
454;Geboren in Nederland;Indonesië;2023;148.9;62.0;42.8;164.2;3.2
455;Geboren in Nederland;Marokko;2011;25.1;22.4;16.7;0.0;21.1
456;Geboren in Nederland;Marokko;2012;26.6;22.9;16.9;-0.5;24.8
457;Geboren in Nederland;Marokko;2013;28.1;23.8;17.4;-0.8;27.5
458;Geboren in Nederland;Marokko;2014;29.9;25.1;18.2;-1.4;28.0
459;Geboren in Nederland;Marokko;2015;32.0;26.2;18.9;-1.1;27.3
460;Geboren in Nederland;Marokko;2016;34.5;28.1;20.1;-0.9;26.0
461;Geboren in Nederland;Marokko;2017;36.4;29.7;21.1;-0.5;24.6
462;Geboren in Nederland;Marokko;2018;39.2;31.4;22.1;-0.1;23.4
463;Geboren in Nederland;Marokko;2019;42.1;33.6;23.5;0.0;21.6
464;Geboren in Nederland;Marokko;2020;45.6;36.5;25.2;0.1;18.3
465;Geboren in Nederland;Marokko;2021;48.9;38.7;26.7;0.6;17.4
466;Geboren in Nederland;Marokko;2022;52.7;41.9;28.9;0.8;9.9
467;Geboren in Nederland;Marokko;2023;55.8;45.2;30.9;1.3;10.2
468;Geboren in Nederland;Nederlandse Cariben;2011;12.9;28.2;20.5;-0.4;13.3
469;Geboren in Nederland;Nederlandse Cariben;2012;13.8;28.3;20.6;-1.6;15.2
470;Geboren in Nederland;Nederlandse Cariben;2013;14.5;28.6;20.8;-2.8;17.1
471;Geboren in Nederland;Nederlandse Cariben;2014;15.4;29.6;21.5;-3.8;16.6
472;Geboren in Nederland;Nederlandse Cariben;2015;16.3;30.3;21.9;-2.7;16.2
473;Geboren in Nederland;Nederlandse Cariben;2016;17.1;32.1;23.2;-2.1;15.6
474;Geboren in Nederland;Nederlandse Cariben;2017;18.0;33.6;24.1;-1.0;14.6
475;Geboren in Nederland;Nederlandse Cariben;2018;19.0;35.3;24.9;-0.2;13.8
476;Geboren in Nederland;Nederlandse Cariben;2019;19.8;37.7;26.6;0.0;13.1
477;Geboren in Nederland;Nederlandse Cariben;2020;20.8;39.2;27.6;0.3;11.5
478;Geboren in Nederland;Nederlandse Cariben;2021;22.0;41.1;29.0;1.0;10.5
479;Geboren in Nederland;Nederlandse Cariben;2022;23.2;44.1;31.1;1.6;6.0
480;Geboren in Nederland;Nederlandse Cariben;2023;24.2;47.8;33.6;2.0;5.2
481;Geboren in Nederland;Suriname;2011;38.0;27.1;20.0;-0.4;15.7
482;Geboren in Nederland;Suriname;2012;39.9;27.3;20.1;-1.3;18.3
483;Geboren in Nederland;Suriname;2013;42.0;27.8;20.4;-2.7;20.2
484;Geboren in Nederland;Suriname;2014;44.4;29.2;21.3;-3.8;19.6
485;Geboren in Nederland;Suriname;2015;47.0;29.8;21.8;-2.6;19.1
486;Geboren in Nederland;Suriname;2016;49.1;31.5;22.9;-2.1;17.9
487;Geboren in Nederland;Suriname;2017;51.4;33.0;23.9;-0.7;16.9
488;Geboren in Nederland;Suriname;2018;53.8;34.3;24.6;0.0;15.7
489;Geboren in Nederland;Suriname;2019;56.2;37.0;26.3;0.4;14.5
490;Geboren in Nederland;Suriname;2020;58.7;38.9;27.5;0.9;12.3
491;Geboren in Nederland;Suriname;2021;61.7;40.9;29.0;1.9;11.6
492;Geboren in Nederland;Suriname;2022;65.1;44.0;31.1;3.0;6.0
493;Geboren in Nederland;Suriname;2023;67.1;48.0;33.8;3.8;5.7
494;Geboren in Nederland;Turkije;2011;33.9;23.5;16.5;0.0;17.4
495;Geboren in Nederland;Turkije;2012;34.6;24.2;16.8;-0.8;20.3
496;Geboren in Nederland;Turkije;2013;34.8;25.8;17.7;-2.0;21.6
497;Geboren in Nederland;Turkije;2014;35.8;27.7;18.8;-3.1;20.9
498;Geboren in Nederland;Turkije;2015;37.3;29.2;19.7;-2.4;19.7
499;Geboren in Nederland;Turkije;2016;39.1;31.6;21.1;-1.6;18.0
500;Geboren in Nederland;Turkije;2017;41.1;33.6;22.4;-0.4;16.7
501;Geboren in Nederland;Turkije;2018;43.7;35.9;23.5;0.2;15.4
502;Geboren in Nederland;Turkije;2019;46.4;38.4;25.1;1.0;14.1
503;Geboren in Nederland;Turkije;2020;49.4;41.5;26.9;2.2;11.7
504;Geboren in Nederland;Turkije;2021;52.4;44.2;28.6;5.8;11.0
505;Geboren in Nederland;Turkije;2022;55.7;47.9;30.9;10.5;6.9
506;Geboren in Nederland;Turkije;2023;58.7;52.1;33.5;10.9;6.5
507;Geboren in Nederland;Afghanistan;2011;0.0;;;;
508;Geboren in Nederland;Afghanistan;2012;0.0;;;;
509;Geboren in Nederland;Afghanistan;2013;0.1;;;;
510;Geboren in Nederland;Afghanistan;2014;0.1;;;;
511;Geboren in Nederland;Afghanistan;2015;0.1;;;;
512;Geboren in Nederland;Afghanistan;2016;0.1;20.2;16.4;-2.3;
513;Geboren in Nederland;Afghanistan;2017;0.1;20.5;16.6;-1.5;
514;Geboren in Nederland;Afghanistan;2018;0.2;22.2;17.9;-1.6;
515;Geboren in Nederland;Afghanistan;2019;0.2;24.9;20.0;-2.5;13.0
516;Geboren in Nederland;Afghanistan;2020;0.3;23.9;19.6;-3.3;8.6
517;Geboren in Nederland;Afghanistan;2021;0.4;27.3;22.4;-1.4;10.7
518;Geboren in Nederland;Afghanistan;2022;0.5;30.3;24.5;-2.1;8.4
519;Geboren in Nederland;Afghanistan;2023;0.6;32.8;26.7;-2.1;7.9
520;Geboren in Nederland;Eritrea;2011;0.0;;;;
521;Geboren in Nederland;Eritrea;2012;0.0;;;;
522;Geboren in Nederland;Eritrea;2013;0.0;;;;
523;Geboren in Nederland;Eritrea;2014;0.0;;;;
524;Geboren in Nederland;Eritrea;2015;0.0;;;;
525;Geboren in Nederland;Eritrea;2016;0.0;;;;
526;Geboren in Nederland;Eritrea;2017;0.0;;;;
527;Geboren in Nederland;Eritrea;2018;0.0;;;;
528;Geboren in Nederland;Eritrea;2019;0.0;;;;
529;Geboren in Nederland;Eritrea;2020;0.0;;;;
530;Geboren in Nederland;Eritrea;2021;0.0;;;;
531;Geboren in Nederland;Eritrea;2022;0.0;;;;
532;Geboren in Nederland;Eritrea;2023;0.0;;;;
533;Geboren in Nederland;Irak;2011;0.2;23.5;18.1;0.0;15.8
534;Geboren in Nederland;Irak;2012;0.2;23.1;18.1;0.0;18.4
535;Geboren in Nederland;Irak;2013;0.2;22.3;17.4;-1.3;18.7
536;Geboren in Nederland;Irak;2014;0.3;25.9;19.1;-0.8;18.4
537;Geboren in Nederland;Irak;2015;0.3;25.1;18.7;-0.8;19.8
538;Geboren in Nederland;Irak;2016;0.4;26.2;19.4;-0.5;16.9
539;Geboren in Nederland;Irak;2017;0.5;29.5;21.0;-0.1;13.8
540;Geboren in Nederland;Irak;2018;0.6;24.7;18.4;-0.2;15.8
541;Geboren in Nederland;Irak;2019;0.7;26.3;19.9;-0.5;16.4
542;Geboren in Nederland;Irak;2020;0.9;28.6;22.0;-2.0;11.1
543;Geboren in Nederland;Irak;2021;1.1;29.6;23.6;-1.3;11.4
544;Geboren in Nederland;Irak;2022;1.3;32.1;25.8;-1.2;7.1
545;Geboren in Nederland;Irak;2023;1.6;36.1;28.6;-0.8;7.9
546;Geboren in Nederland;Iran;2011;0.5;26.2;19.8;0.6;13.1
547;Geboren in Nederland;Iran;2012;0.5;25.3;19.1;0.2;17.3
548;Geboren in Nederland;Iran;2013;0.6;26.1;19.7;-0.2;18.3
549;Geboren in Nederland;Iran;2014;0.7;28.1;21.2;0.0;16.0
550;Geboren in Nederland;Iran;2015;0.7;26.8;20.6;-0.2;16.0
551;Geboren in Nederland;Iran;2016;0.8;28.3;21.5;-0.7;14.9
552;Geboren in Nederland;Iran;2017;0.9;29.1;22.1;-0.4;13.3
553;Geboren in Nederland;Iran;2018;1.1;30.2;22.8;-0.8;11.4
554;Geboren in Nederland;Iran;2019;1.1;35.7;26.4;-0.8;12.5
555;Geboren in Nederland;Iran;2020;1.3;34.3;26.2;-1.0;8.7
556;Geboren in Nederland;Iran;2021;1.5;37.0;28.2;-0.1;9.9
557;Geboren in Nederland;Iran;2022;1.6;42.1;31.7;0.3;6.5
558;Geboren in Nederland;Iran;2023;1.8;45.7;34.6;0.9;6.5
559;Geboren in Nederland;Somalië;2011;0.0;;;;
560;Geboren in Nederland;Somalië;2012;0.1;;;;
561;Geboren in Nederland;Somalië;2013;0.1;10.2;9.0;0.0;
562;Geboren in Nederland;Somalië;2014;0.2;10.9;9.3;-0.5;
563;Geboren in Nederland;Somalië;2015;0.2;11.9;10.2;-0.5;
564;Geboren in Nederland;Somalië;2016;0.3;13.3;11.5;-1.1;
565;Geboren in Nederland;Somalië;2017;0.3;14.8;12.7;-1.4;31.8
566;Geboren in Nederland;Somalië;2018;0.4;16.2;13.9;-2.4;28.4
567;Geboren in Nederland;Somalië;2019;0.5;18.1;15.3;-2.8;21.9
568;Geboren in Nederland;Somalië;2020;0.6;20.2;16.8;-3.8;20.3
569;Geboren in Nederland;Somalië;2021;0.7;23.3;19.1;-4.5;21.3
570;Geboren in Nederland;Somalië;2022;0.9;25.8;21.5;-4.1;13.2
571;Geboren in Nederland;Somalië;2023;1.0;29.7;24.7;-4.5;11.7
572;Geboren in Nederland;Syrië;2011;0.1;18.3;14.8;0.1;
573;Geboren in Nederland;Syrië;2012;0.2;18.8;15.2;0.5;
574;Geboren in Nederland;Syrië;2013;0.2;19.4;15.7;0.1;21.7
575;Geboren in Nederland;Syrië;2014;0.2;19.2;15.2;0.0;27.1
576;Geboren in Nederland;Syrië;2015;0.2;19.9;15.9;0.0;29.9
577;Geboren in Nederland;Syrië;2016;0.3;22.3;17.3;0.2;25.4
578;Geboren in Nederland;Syrië;2017;0.3;23.4;18.2;0.2;22.8
579;Geboren in Nederland;Syrië;2018;0.4;25.5;19.5;0.4;17.8
580;Geboren in Nederland;Syrië;2019;0.4;28.3;21.5;0.1;16.4
581;Geboren in Nederland;Syrië;2020;0.5;30.7;23.1;0.3;12.8
582;Geboren in Nederland;Syrië;2021;0.6;33.7;25.2;1.5;11.9
583;Geboren in Nederland;Syrië;2022;0.6;37.3;27.6;1.3;7.7
584;Geboren in Nederland;Syrië;2023;0.7;41.2;30.5;1.5;7.0
585;Geboren in Nederland;Overig buiten Europa;2011;33.1;27.7;20.8;0.4;11.8
586;Geboren in Nederland;Overig buiten Europa;2012;35.8;28.3;21.2;0.1;13.2
587;Geboren in Nederland;Overig buiten Europa;2013;38.5;28.3;21.2;-0.4;14.5
588;Geboren in Nederland;Overig buiten Europa;2014;41.5;29.8;22.2;-0.4;14.0
589;Geboren in Nederland;Overig buiten Europa;2015;44.8;30.3;22.6;0.1;13.1
590;Geboren in Nederland;Overig buiten Europa;2016;47.4;32.2;23.8;0.2;12.2
591;Geboren in Nederland;Overig buiten Europa;2017;50.3;33.8;24.8;1.0;11.7
592;Geboren in Nederland;Overig buiten Europa;2018;53.3;35.1;25.5;1.9;11.2
593;Geboren in Nederland;Overig buiten Europa;2019;56.5;38.0;27.4;3.2;10.5
594;Geboren in Nederland;Overig buiten Europa;2020;59.9;39.8;28.5;4.7;9.1
595;Geboren in Nederland;Overig buiten Europa;2021;63.9;42.1;30.2;7.7;8.1
596;Geboren in Nederland;Overig buiten Europa;2022;68.2;45.2;32.4;11.0;5.2
597;Geboren in Nederland;Overig buiten Europa;2023;71.9;49.0;35.0;11.3;4.9
598;Geboren in NL, ouders in NL;Totaal;2011;5850.3;38.0;26.5;52.4;4.8
599;Geboren in NL, ouders in NL;Totaal;2012;5881.1;38.2;26.7;42.9;5.4
600;Geboren in NL, ouders in NL;Totaal;2013;5911.3;38.5;26.9;31.1;6.1
601;Geboren in NL, ouders in NL;Totaal;2014;5915.4;40.6;28.4;31.5;5.8
602;Geboren in NL, ouders in NL;Totaal;2015;5947.2;40.1;28.1;36.3;5.7
603;Geboren in NL, ouders in NL;Totaal;2016;5958.2;41.8;29.3;41.2;5.4
604;Geboren in NL, ouders in NL;Totaal;2017;5975.8;43.3;30.4;51.2;5.4
605;Geboren in NL, ouders in NL;Totaal;2018;5982.9;44.4;30.7;64.8;5.3
606;Geboren in NL, ouders in NL;Totaal;2019;5991.0;47.8;33.0;82.2;5.1
607;Geboren in NL, ouders in NL;Totaal;2020;5995.3;48.5;33.4;99.4;4.5
608;Geboren in NL, ouders in NL;Totaal;2021;6004.6;50.5;35.0;128.4;4.2
609;Geboren in NL, ouders in NL;Totaal;2022;6015.2;53.4;37.0;188.4;2.7
610;Geboren in NL, ouders in NL;Totaal;2023;5998.9;57.7;40.0;194.3;2.2
611;Geboren in NL, ouders in NL;Nederland;2011;5850.3;38.0;26.5;52.4;4.8
612;Geboren in NL, ouders in NL;Nederland;2012;5881.1;38.2;26.7;42.9;5.4
613;Geboren in NL, ouders in NL;Nederland;2013;5911.3;38.5;26.9;31.1;6.1
614;Geboren in NL, ouders in NL;Nederland;2014;5915.4;40.6;28.4;31.5;5.8
615;Geboren in NL, ouders in NL;Nederland;2015;5947.2;40.1;28.1;36.3;5.7
616;Geboren in NL, ouders in NL;Nederland;2016;5958.2;41.8;29.3;41.2;5.4
617;Geboren in NL, ouders in NL;Nederland;2017;5975.8;43.3;30.4;51.2;5.4
618;Geboren in NL, ouders in NL;Nederland;2018;5982.9;44.4;30.7;64.8;5.3
619;Geboren in NL, ouders in NL;Nederland;2019;5991.0;47.8;33.0;82.2;5.1
620;Geboren in NL, ouders in NL;Nederland;2020;5995.3;48.5;33.4;99.4;4.5
621;Geboren in NL, ouders in NL;Nederland;2021;6004.6;50.5;35.0;128.4;4.2
622;Geboren in NL, ouders in NL;Nederland;2022;6015.2;53.4;37.0;188.4;2.7
623;Geboren in NL, ouders in NL;Nederland;2023;5998.9;57.7;40.0;194.3;2.2
624;Geboren in NL, ouders in NL;Europa (exclusief Nederland);2011;;;;;
625;Geboren in NL, ouders in NL;Europa (exclusief Nederland);2012;;;;;
626;Geboren in NL, ouders in NL;Europa (exclusief Nederland);2013;;;;;
627;Geboren in NL, ouders in NL;Europa (exclusief Nederland);2014;;;;;
628;Geboren in NL, ouders in NL;Europa (exclusief Nederland);2015;;;;;
629;Geboren in NL, ouders in NL;Europa (exclusief Nederland);2016;;;;;
630;Geboren in NL, ouders in NL;Europa (exclusief Nederland);2017;;;;;
631;Geboren in NL, ouders in NL;Europa (exclusief Nederland);2018;;;;;
632;Geboren in NL, ouders in NL;Europa (exclusief Nederland);2019;;;;;
633;Geboren in NL, ouders in NL;Europa (exclusief Nederland);2020;;;;;
634;Geboren in NL, ouders in NL;Europa (exclusief Nederland);2021;;;;;
635;Geboren in NL, ouders in NL;Europa (exclusief Nederland);2022;;;;;
636;Geboren in NL, ouders in NL;Europa (exclusief Nederland);2023;;;;;
637;Geboren in NL, ouders in NL;België;2011;;;;;
638;Geboren in NL, ouders in NL;België;2012;;;;;
639;Geboren in NL, ouders in NL;België;2013;;;;;
640;Geboren in NL, ouders in NL;België;2014;;;;;
641;Geboren in NL, ouders in NL;België;2015;;;;;
642;Geboren in NL, ouders in NL;België;2016;;;;;
643;Geboren in NL, ouders in NL;België;2017;;;;;
644;Geboren in NL, ouders in NL;België;2018;;;;;
645;Geboren in NL, ouders in NL;België;2019;;;;;
646;Geboren in NL, ouders in NL;België;2020;;;;;
647;Geboren in NL, ouders in NL;België;2021;;;;;
648;Geboren in NL, ouders in NL;België;2022;;;;;
649;Geboren in NL, ouders in NL;België;2023;;;;;
650;Geboren in NL, ouders in NL;Duitsland;2011;;;;;
651;Geboren in NL, ouders in NL;Duitsland;2012;;;;;
652;Geboren in NL, ouders in NL;Duitsland;2013;;;;;
653;Geboren in NL, ouders in NL;Duitsland;2014;;;;;
654;Geboren in NL, ouders in NL;Duitsland;2015;;;;;
655;Geboren in NL, ouders in NL;Duitsland;2016;;;;;
656;Geboren in NL, ouders in NL;Duitsland;2017;;;;;
657;Geboren in NL, ouders in NL;Duitsland;2018;;;;;
658;Geboren in NL, ouders in NL;Duitsland;2019;;;;;
659;Geboren in NL, ouders in NL;Duitsland;2020;;;;;
660;Geboren in NL, ouders in NL;Duitsland;2021;;;;;
661;Geboren in NL, ouders in NL;Duitsland;2022;;;;;
662;Geboren in NL, ouders in NL;Duitsland;2023;;;;;
663;Geboren in NL, ouders in NL;Verenigd Koninkrijk;2011;;;;;
664;Geboren in NL, ouders in NL;Verenigd Koninkrijk;2012;;;;;
665;Geboren in NL, ouders in NL;Verenigd Koninkrijk;2013;;;;;
666;Geboren in NL, ouders in NL;Verenigd Koninkrijk;2014;;;;;
667;Geboren in NL, ouders in NL;Verenigd Koninkrijk;2015;;;;;
668;Geboren in NL, ouders in NL;Verenigd Koninkrijk;2016;;;;;
669;Geboren in NL, ouders in NL;Verenigd Koninkrijk;2017;;;;;
670;Geboren in NL, ouders in NL;Verenigd Koninkrijk;2018;;;;;
671;Geboren in NL, ouders in NL;Verenigd Koninkrijk;2019;;;;;
672;Geboren in NL, ouders in NL;Verenigd Koninkrijk;2020;;;;;
673;Geboren in NL, ouders in NL;Verenigd Koninkrijk;2021;;;;;
674;Geboren in NL, ouders in NL;Verenigd Koninkrijk;2022;;;;;
675;Geboren in NL, ouders in NL;Verenigd Koninkrijk;2023;;;;;
676;Geboren in NL, ouders in NL;Bulgarije;2011;;;;;
677;Geboren in NL, ouders in NL;Bulgarije;2012;;;;;
678;Geboren in NL, ouders in NL;Bulgarije;2013;;;;;
679;Geboren in NL, ouders in NL;Bulgarije;2014;;;;;
680;Geboren in NL, ouders in NL;Bulgarije;2015;;;;;
681;Geboren in NL, ouders in NL;Bulgarije;2016;;;;;
682;Geboren in NL, ouders in NL;Bulgarije;2017;;;;;
683;Geboren in NL, ouders in NL;Bulgarije;2018;;;;;
684;Geboren in NL, ouders in NL;Bulgarije;2019;;;;;
685;Geboren in NL, ouders in NL;Bulgarije;2020;;;;;
686;Geboren in NL, ouders in NL;Bulgarije;2021;;;;;
687;Geboren in NL, ouders in NL;Bulgarije;2022;;;;;
688;Geboren in NL, ouders in NL;Bulgarije;2023;;;;;
689;Geboren in NL, ouders in NL;Polen;2011;;;;;
690;Geboren in NL, ouders in NL;Polen;2012;;;;;
691;Geboren in NL, ouders in NL;Polen;2013;;;;;
692;Geboren in NL, ouders in NL;Polen;2014;;;;;
693;Geboren in NL, ouders in NL;Polen;2015;;;;;
694;Geboren in NL, ouders in NL;Polen;2016;;;;;
695;Geboren in NL, ouders in NL;Polen;2017;;;;;
696;Geboren in NL, ouders in NL;Polen;2018;;;;;
697;Geboren in NL, ouders in NL;Polen;2019;;;;;
698;Geboren in NL, ouders in NL;Polen;2020;;;;;
699;Geboren in NL, ouders in NL;Polen;2021;;;;;
700;Geboren in NL, ouders in NL;Polen;2022;;;;;
701;Geboren in NL, ouders in NL;Polen;2023;;;;;
702;Geboren in NL, ouders in NL;Roemenië;2011;;;;;
703;Geboren in NL, ouders in NL;Roemenië;2012;;;;;
704;Geboren in NL, ouders in NL;Roemenië;2013;;;;;
705;Geboren in NL, ouders in NL;Roemenië;2014;;;;;
706;Geboren in NL, ouders in NL;Roemenië;2015;;;;;
707;Geboren in NL, ouders in NL;Roemenië;2016;;;;;
708;Geboren in NL, ouders in NL;Roemenië;2017;;;;;
709;Geboren in NL, ouders in NL;Roemenië;2018;;;;;
710;Geboren in NL, ouders in NL;Roemenië;2019;;;;;
711;Geboren in NL, ouders in NL;Roemenië;2020;;;;;
712;Geboren in NL, ouders in NL;Roemenië;2021;;;;;
713;Geboren in NL, ouders in NL;Roemenië;2022;;;;;
714;Geboren in NL, ouders in NL;Roemenië;2023;;;;;
715;Geboren in NL, ouders in NL;Overig Europa;2011;;;;;
716;Geboren in NL, ouders in NL;Overig Europa;2012;;;;;
717;Geboren in NL, ouders in NL;Overig Europa;2013;;;;;
718;Geboren in NL, ouders in NL;Overig Europa;2014;;;;;
719;Geboren in NL, ouders in NL;Overig Europa;2015;;;;;
720;Geboren in NL, ouders in NL;Overig Europa;2016;;;;;
721;Geboren in NL, ouders in NL;Overig Europa;2017;;;;;
722;Geboren in NL, ouders in NL;Overig Europa;2018;;;;;
