ID;Geslacht;Leeftijd;Migratieachtergrond;Perioden;TotaalGediplomeerdenVavo_1;VavoGediplomeerdenVmboT_2;VavoGediplomeerdenHavo_3;VavoGediplomeerdenVwo_4
778;Totaal mannen en vrouwen;23 jaar;Westerse migratieachtergrond;2019/'20;1;0;0;1
779;Totaal mannen en vrouwen;23 jaar;Westerse migratieachtergrond;2020/'21;6;0;3;3
780;Totaal mannen en vrouwen;23 jaar;Niet-westerse migratieachtergrond;2006/'07;9;2;5;2
781;Totaal mannen en vrouwen;23 jaar;Niet-westerse migratieachtergrond;2007/'08;10;4;5;1
782;Totaal mannen en vrouwen;23 jaar;Niet-westerse migratieachtergrond;2008/'09;6;3;1;2
783;Totaal mannen en vrouwen;23 jaar;Niet-westerse migratieachtergrond;2009/'10;7;1;3;3
784;Totaal mannen en vrouwen;23 jaar;Niet-westerse migratieachtergrond;2010/'11;11;3;5;3
785;Totaal mannen en vrouwen;23 jaar;Niet-westerse migratieachtergrond;2011/'12;8;3;4;1
786;Totaal mannen en vrouwen;23 jaar;Niet-westerse migratieachtergrond;2012/'13;13;2;11;0
787;Totaal mannen en vrouwen;23 jaar;Niet-westerse migratieachtergrond;2013/'14;7;2;4;1
788;Totaal mannen en vrouwen;23 jaar;Niet-westerse migratieachtergrond;2014/'15;14;6;6;2
789;Totaal mannen en vrouwen;23 jaar;Niet-westerse migratieachtergrond;2015/'16;13;6;4;3
790;Totaal mannen en vrouwen;23 jaar;Niet-westerse migratieachtergrond;2016/'17;11;3;6;2
791;Totaal mannen en vrouwen;23 jaar;Niet-westerse migratieachtergrond;2017/'18;14;2;7;5
792;Totaal mannen en vrouwen;23 jaar;Niet-westerse migratieachtergrond;2018/'19;14;2;8;4
793;Totaal mannen en vrouwen;23 jaar;Niet-westerse migratieachtergrond;2019/'20;12;1;5;6
794;Totaal mannen en vrouwen;23 jaar;Niet-westerse migratieachtergrond;2020/'21;11;4;5;2
795;Totaal mannen en vrouwen;23 jaar;Onbekende migratieachtergrond;2006/'07;0;0;0;0
796;Totaal mannen en vrouwen;23 jaar;Onbekende migratieachtergrond;2007/'08;0;0;0;0
797;Totaal mannen en vrouwen;23 jaar;Onbekende migratieachtergrond;2008/'09;0;0;0;0
798;Totaal mannen en vrouwen;23 jaar;Onbekende migratieachtergrond;2009/'10;0;0;0;0
799;Totaal mannen en vrouwen;23 jaar;Onbekende migratieachtergrond;2010/'11;0;0;0;0
800;Totaal mannen en vrouwen;23 jaar;Onbekende migratieachtergrond;2011/'12;0;0;0;0
801;Totaal mannen en vrouwen;23 jaar;Onbekende migratieachtergrond;2012/'13;0;0;0;0
802;Totaal mannen en vrouwen;23 jaar;Onbekende migratieachtergrond;2013/'14;0;0;0;0
803;Totaal mannen en vrouwen;23 jaar;Onbekende migratieachtergrond;2014/'15;0;0;0;0
804;Totaal mannen en vrouwen;23 jaar;Onbekende migratieachtergrond;2015/'16;0;0;0;0
805;Totaal mannen en vrouwen;23 jaar;Onbekende migratieachtergrond;2016/'17;0;0;0;0
806;Totaal mannen en vrouwen;23 jaar;Onbekende migratieachtergrond;2017/'18;0;0;0;0
807;Totaal mannen en vrouwen;23 jaar;Onbekende migratieachtergrond;2018/'19;0;0;0;0
808;Totaal mannen en vrouwen;23 jaar;Onbekende migratieachtergrond;2019/'20;0;0;0;0
809;Totaal mannen en vrouwen;23 jaar;Onbekende migratieachtergrond;2020/'21;0;0;0;0
810;Totaal mannen en vrouwen;24 jaar;Totaal migratieachtergrond;2006/'07;23;9;11;3
811;Totaal mannen en vrouwen;24 jaar;Totaal migratieachtergrond;2007/'08;26;8;16;2
812;Totaal mannen en vrouwen;24 jaar;Totaal migratieachtergrond;2008/'09;20;3;16;1
813;Totaal mannen en vrouwen;24 jaar;Totaal migratieachtergrond;2009/'10;33;11;15;7
814;Totaal mannen en vrouwen;24 jaar;Totaal migratieachtergrond;2010/'11;43;14;24;5
815;Totaal mannen en vrouwen;24 jaar;Totaal migratieachtergrond;2011/'12;23;7;14;2
816;Totaal mannen en vrouwen;24 jaar;Totaal migratieachtergrond;2012/'13;37;17;19;1
817;Totaal mannen en vrouwen;24 jaar;Totaal migratieachtergrond;2013/'14;34;15;13;6
818;Totaal mannen en vrouwen;24 jaar;Totaal migratieachtergrond;2014/'15;24;8;11;5
819;Totaal mannen en vrouwen;24 jaar;Totaal migratieachtergrond;2015/'16;42;13;22;7
820;Totaal mannen en vrouwen;24 jaar;Totaal migratieachtergrond;2016/'17;36;7;24;5
821;Totaal mannen en vrouwen;24 jaar;Totaal migratieachtergrond;2017/'18;35;13;19;3
822;Totaal mannen en vrouwen;24 jaar;Totaal migratieachtergrond;2018/'19;33;8;17;8
823;Totaal mannen en vrouwen;24 jaar;Totaal migratieachtergrond;2019/'20;27;7;13;7
824;Totaal mannen en vrouwen;24 jaar;Totaal migratieachtergrond;2020/'21;23;6;14;3
825;Totaal mannen en vrouwen;24 jaar;Nederlandse achtergrond;2006/'07;12;5;7;0
826;Totaal mannen en vrouwen;24 jaar;Nederlandse achtergrond;2007/'08;23;7;15;1
827;Totaal mannen en vrouwen;24 jaar;Nederlandse achtergrond;2008/'09;11;1;9;1
828;Totaal mannen en vrouwen;24 jaar;Nederlandse achtergrond;2009/'10;23;8;10;5
829;Totaal mannen en vrouwen;24 jaar;Nederlandse achtergrond;2010/'11;24;9;11;4
830;Totaal mannen en vrouwen;24 jaar;Nederlandse achtergrond;2011/'12;13;4;8;1
831;Totaal mannen en vrouwen;24 jaar;Nederlandse achtergrond;2012/'13;30;11;18;1
832;Totaal mannen en vrouwen;24 jaar;Nederlandse achtergrond;2013/'14;22;9;9;4
833;Totaal mannen en vrouwen;24 jaar;Nederlandse achtergrond;2014/'15;20;7;8;5
834;Totaal mannen en vrouwen;24 jaar;Nederlandse achtergrond;2015/'16;31;9;19;3
835;Totaal mannen en vrouwen;24 jaar;Nederlandse achtergrond;2016/'17;22;3;17;2
836;Totaal mannen en vrouwen;24 jaar;Nederlandse achtergrond;2017/'18;21;8;11;2
837;Totaal mannen en vrouwen;24 jaar;Nederlandse achtergrond;2018/'19;24;4;15;5
838;Totaal mannen en vrouwen;24 jaar;Nederlandse achtergrond;2019/'20;18;4;10;4
839;Totaal mannen en vrouwen;24 jaar;Nederlandse achtergrond;2020/'21;18;6;9;3
840;Totaal mannen en vrouwen;24 jaar;Met migratieachtergrond;2006/'07;11;4;4;3
841;Totaal mannen en vrouwen;24 jaar;Met migratieachtergrond;2007/'08;3;1;1;1
842;Totaal mannen en vrouwen;24 jaar;Met migratieachtergrond;2008/'09;9;2;7;0
843;Totaal mannen en vrouwen;24 jaar;Met migratieachtergrond;2009/'10;10;3;5;2
844;Totaal mannen en vrouwen;24 jaar;Met migratieachtergrond;2010/'11;19;5;13;1
845;Totaal mannen en vrouwen;24 jaar;Met migratieachtergrond;2011/'12;10;3;6;1
846;Totaal mannen en vrouwen;24 jaar;Met migratieachtergrond;2012/'13;7;6;1;0
847;Totaal mannen en vrouwen;24 jaar;Met migratieachtergrond;2013/'14;12;6;4;2
848;Totaal mannen en vrouwen;24 jaar;Met migratieachtergrond;2014/'15;4;1;3;0
849;Totaal mannen en vrouwen;24 jaar;Met migratieachtergrond;2015/'16;11;4;3;4
850;Totaal mannen en vrouwen;24 jaar;Met migratieachtergrond;2016/'17;14;4;7;3
851;Totaal mannen en vrouwen;24 jaar;Met migratieachtergrond;2017/'18;14;5;8;1
852;Totaal mannen en vrouwen;24 jaar;Met migratieachtergrond;2018/'19;9;4;2;3
853;Totaal mannen en vrouwen;24 jaar;Met migratieachtergrond;2019/'20;9;3;3;3
854;Totaal mannen en vrouwen;24 jaar;Met migratieachtergrond;2020/'21;5;0;5;0
855;Totaal mannen en vrouwen;24 jaar;Westerse migratieachtergrond;2006/'07;5;2;2;1
856;Totaal mannen en vrouwen;24 jaar;Westerse migratieachtergrond;2007/'08;2;1;0;1
857;Totaal mannen en vrouwen;24 jaar;Westerse migratieachtergrond;2008/'09;4;0;4;0
858;Totaal mannen en vrouwen;24 jaar;Westerse migratieachtergrond;2009/'10;0;0;0;0
859;Totaal mannen en vrouwen;24 jaar;Westerse migratieachtergrond;2010/'11;4;0;4;0
860;Totaal mannen en vrouwen;24 jaar;Westerse migratieachtergrond;2011/'12;2;0;1;1
861;Totaal mannen en vrouwen;24 jaar;Westerse migratieachtergrond;2012/'13;2;2;0;0
862;Totaal mannen en vrouwen;24 jaar;Westerse migratieachtergrond;2013/'14;4;1;1;2
863;Totaal mannen en vrouwen;24 jaar;Westerse migratieachtergrond;2014/'15;1;1;0;0
864;Totaal mannen en vrouwen;24 jaar;Westerse migratieachtergrond;2015/'16;4;2;0;2
865;Totaal mannen en vrouwen;24 jaar;Westerse migratieachtergrond;2016/'17;5;1;4;0
866;Totaal mannen en vrouwen;24 jaar;Westerse migratieachtergrond;2017/'18;4;3;1;0
867;Totaal mannen en vrouwen;24 jaar;Westerse migratieachtergrond;2018/'19;2;0;0;2
868;Totaal mannen en vrouwen;24 jaar;Westerse migratieachtergrond;2019/'20;3;0;2;1
869;Totaal mannen en vrouwen;24 jaar;Westerse migratieachtergrond;2020/'21;1;0;1;0
870;Totaal mannen en vrouwen;24 jaar;Niet-westerse migratieachtergrond;2006/'07;6;2;2;2
871;Totaal mannen en vrouwen;24 jaar;Niet-westerse migratieachtergrond;2007/'08;1;0;1;0
872;Totaal mannen en vrouwen;24 jaar;Niet-westerse migratieachtergrond;2008/'09;5;2;3;0
873;Totaal mannen en vrouwen;24 jaar;Niet-westerse migratieachtergrond;2009/'10;10;3;5;2
874;Totaal mannen en vrouwen;24 jaar;Niet-westerse migratieachtergrond;2010/'11;15;5;9;1
875;Totaal mannen en vrouwen;24 jaar;Niet-westerse migratieachtergrond;2011/'12;8;3;5;0
876;Totaal mannen en vrouwen;24 jaar;Niet-westerse migratieachtergrond;2012/'13;5;4;1;0
877;Totaal mannen en vrouwen;24 jaar;Niet-westerse migratieachtergrond;2013/'14;8;5;3;0
878;Totaal mannen en vrouwen;24 jaar;Niet-westerse migratieachtergrond;2014/'15;3;0;3;0
879;Totaal mannen en vrouwen;24 jaar;Niet-westerse migratieachtergrond;2015/'16;7;2;3;2
880;Totaal mannen en vrouwen;24 jaar;Niet-westerse migratieachtergrond;2016/'17;9;3;3;3
881;Totaal mannen en vrouwen;24 jaar;Niet-westerse migratieachtergrond;2017/'18;10;2;7;1
882;Totaal mannen en vrouwen;24 jaar;Niet-westerse migratieachtergrond;2018/'19;7;4;2;1
883;Totaal mannen en vrouwen;24 jaar;Niet-westerse migratieachtergrond;2019/'20;6;3;1;2
884;Totaal mannen en vrouwen;24 jaar;Niet-westerse migratieachtergrond;2020/'21;4;0;4;0
885;Totaal mannen en vrouwen;24 jaar;Onbekende migratieachtergrond;2006/'07;0;0;0;0
886;Totaal mannen en vrouwen;24 jaar;Onbekende migratieachtergrond;2007/'08;0;0;0;0
887;Totaal mannen en vrouwen;24 jaar;Onbekende migratieachtergrond;2008/'09;0;0;0;0
888;Totaal mannen en vrouwen;24 jaar;Onbekende migratieachtergrond;2009/'10;0;0;0;0
889;Totaal mannen en vrouwen;24 jaar;Onbekende migratieachtergrond;2010/'11;0;0;0;0
890;Totaal mannen en vrouwen;24 jaar;Onbekende migratieachtergrond;2011/'12;0;0;0;0
891;Totaal mannen en vrouwen;24 jaar;Onbekende migratieachtergrond;2012/'13;0;0;0;0
892;Totaal mannen en vrouwen;24 jaar;Onbekende migratieachtergrond;2013/'14;0;0;0;0
893;Totaal mannen en vrouwen;24 jaar;Onbekende migratieachtergrond;2014/'15;0;0;0;0
894;Totaal mannen en vrouwen;24 jaar;Onbekende migratieachtergrond;2015/'16;0;0;0;0
895;Totaal mannen en vrouwen;24 jaar;Onbekende migratieachtergrond;2016/'17;0;0;0;0
896;Totaal mannen en vrouwen;24 jaar;Onbekende migratieachtergrond;2017/'18;0;0;0;0
897;Totaal mannen en vrouwen;24 jaar;Onbekende migratieachtergrond;2018/'19;0;0;0;0
898;Totaal mannen en vrouwen;24 jaar;Onbekende migratieachtergrond;2019/'20;0;0;0;0
899;Totaal mannen en vrouwen;24 jaar;Onbekende migratieachtergrond;2020/'21;0;0;0;0
900;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal migratieachtergrond;2006/'07;3997;810;2175;1012
901;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal migratieachtergrond;2007/'08;5169;1034;2714;1421
902;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal migratieachtergrond;2008/'09;6470;965;3967;1538
903;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal migratieachtergrond;2009/'10;7101;974;3702;2425
904;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal migratieachtergrond;2010/'11;8175;1092;4749;2334
905;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal migratieachtergrond;2011/'12;7429;977;4460;1992
906;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal migratieachtergrond;2012/'13;8169;1177;4488;2504
907;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal migratieachtergrond;2013/'14;6960;1237;4002;1721
908;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal migratieachtergrond;2014/'15;7263;1228;3976;2059
909;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal migratieachtergrond;2015/'16;7071;1153;4065;1853
910;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal migratieachtergrond;2016/'17;7113;1093;4071;1949
911;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal migratieachtergrond;2017/'18;7788;1300;4294;2194
912;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal migratieachtergrond;2018/'19;7773;1261;4383;2129
913;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal migratieachtergrond;2019/'20;8013;1261;4291;2461
914;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal migratieachtergrond;2020/'21;3535;630;2119;786
915;Totaal mannen en vrouwen;Jonger dan 25 jaar;Nederlandse achtergrond;2006/'07;2640;474;1478;688
916;Totaal mannen en vrouwen;Jonger dan 25 jaar;Nederlandse achtergrond;2007/'08;3447;638;1841;968
917;Totaal mannen en vrouwen;Jonger dan 25 jaar;Nederlandse achtergrond;2008/'09;4613;577;2949;1087
918;Totaal mannen en vrouwen;Jonger dan 25 jaar;Nederlandse achtergrond;2009/'10;5057;626;2688;1743
919;Totaal mannen en vrouwen;Jonger dan 25 jaar;Nederlandse achtergrond;2010/'11;5634;665;3293;1676
920;Totaal mannen en vrouwen;Jonger dan 25 jaar;Nederlandse achtergrond;2011/'12;5330;634;3188;1508
921;Totaal mannen en vrouwen;Jonger dan 25 jaar;Nederlandse achtergrond;2012/'13;5673;741;3151;1781
922;Totaal mannen en vrouwen;Jonger dan 25 jaar;Nederlandse achtergrond;2013/'14;4810;754;2810;1246
923;Totaal mannen en vrouwen;Jonger dan 25 jaar;Nederlandse achtergrond;2014/'15;4987;735;2802;1450
924;Totaal mannen en vrouwen;Jonger dan 25 jaar;Nederlandse achtergrond;2015/'16;4924;725;2913;1286
925;Totaal mannen en vrouwen;Jonger dan 25 jaar;Nederlandse achtergrond;2016/'17;4994;676;2916;1402
926;Totaal mannen en vrouwen;Jonger dan 25 jaar;Nederlandse achtergrond;2017/'18;5431;781;3089;1561
927;Totaal mannen en vrouwen;Jonger dan 25 jaar;Nederlandse achtergrond;2018/'19;5275;748;2994;1533
928;Totaal mannen en vrouwen;Jonger dan 25 jaar;Nederlandse achtergrond;2019/'20;5178;738;2805;1635
929;Totaal mannen en vrouwen;Jonger dan 25 jaar;Nederlandse achtergrond;2020/'21;2322;351;1437;534
930;Totaal mannen en vrouwen;Jonger dan 25 jaar;Met migratieachtergrond;2006/'07;1354;333;697;324
931;Totaal mannen en vrouwen;Jonger dan 25 jaar;Met migratieachtergrond;2007/'08;1721;396;872;453
932;Totaal mannen en vrouwen;Jonger dan 25 jaar;Met migratieachtergrond;2008/'09;1857;388;1018;451
933;Totaal mannen en vrouwen;Jonger dan 25 jaar;Met migratieachtergrond;2009/'10;2044;348;1014;682
934;Totaal mannen en vrouwen;Jonger dan 25 jaar;Met migratieachtergrond;2010/'11;2541;427;1456;658
935;Totaal mannen en vrouwen;Jonger dan 25 jaar;Met migratieachtergrond;2011/'12;2098;343;1272;483
936;Totaal mannen en vrouwen;Jonger dan 25 jaar;Met migratieachtergrond;2012/'13;2491;436;1334;721
937;Totaal mannen en vrouwen;Jonger dan 25 jaar;Met migratieachtergrond;2013/'14;2145;481;1191;473
938;Totaal mannen en vrouwen;Jonger dan 25 jaar;Met migratieachtergrond;2014/'15;2271;492;1171;608
939;Totaal mannen en vrouwen;Jonger dan 25 jaar;Met migratieachtergrond;2015/'16;2144;427;1150;567
940;Totaal mannen en vrouwen;Jonger dan 25 jaar;Met migratieachtergrond;2016/'17;2118;416;1155;547
941;Totaal mannen en vrouwen;Jonger dan 25 jaar;Met migratieachtergrond;2017/'18;2355;518;1205;632
942;Totaal mannen en vrouwen;Jonger dan 25 jaar;Met migratieachtergrond;2018/'19;2496;513;1387;596
943;Totaal mannen en vrouwen;Jonger dan 25 jaar;Met migratieachtergrond;2019/'20;2832;522;1485;825
944;Totaal mannen en vrouwen;Jonger dan 25 jaar;Met migratieachtergrond;2020/'21;1212;278;682;252
945;Totaal mannen en vrouwen;Jonger dan 25 jaar;Westerse migratieachtergrond;2006/'07;409;93;203;113
946;Totaal mannen en vrouwen;Jonger dan 25 jaar;Westerse migratieachtergrond;2007/'08;532;122;259;151
947;Totaal mannen en vrouwen;Jonger dan 25 jaar;Westerse migratieachtergrond;2008/'09;546;108;306;132
948;Totaal mannen en vrouwen;Jonger dan 25 jaar;Westerse migratieachtergrond;2009/'10;577;88;299;190
949;Totaal mannen en vrouwen;Jonger dan 25 jaar;Westerse migratieachtergrond;2010/'11;713;105;420;188
950;Totaal mannen en vrouwen;Jonger dan 25 jaar;Westerse migratieachtergrond;2011/'12;597;87;334;176
951;Totaal mannen en vrouwen;Jonger dan 25 jaar;Westerse migratieachtergrond;2012/'13;713;113;394;206
952;Totaal mannen en vrouwen;Jonger dan 25 jaar;Westerse migratieachtergrond;2013/'14;584;105;346;133
953;Totaal mannen en vrouwen;Jonger dan 25 jaar;Westerse migratieachtergrond;2014/'15;571;115;289;167
954;Totaal mannen en vrouwen;Jonger dan 25 jaar;Westerse migratieachtergrond;2015/'16;636;126;338;172
955;Totaal mannen en vrouwen;Jonger dan 25 jaar;Westerse migratieachtergrond;2016/'17;569;94;331;144
956;Totaal mannen en vrouwen;Jonger dan 25 jaar;Westerse migratieachtergrond;2017/'18;646;123;330;193
957;Totaal mannen en vrouwen;Jonger dan 25 jaar;Westerse migratieachtergrond;2018/'19;593;101;332;160
958;Totaal mannen en vrouwen;Jonger dan 25 jaar;Westerse migratieachtergrond;2019/'20;685;116;344;225
959;Totaal mannen en vrouwen;Jonger dan 25 jaar;Westerse migratieachtergrond;2020/'21;349;76;185;88
960;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niet-westerse migratieachtergrond;2006/'07;945;240;494;211
961;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niet-westerse migratieachtergrond;2007/'08;1189;274;613;302
962;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niet-westerse migratieachtergrond;2008/'09;1311;280;712;319
963;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niet-westerse migratieachtergrond;2009/'10;1467;260;715;492
964;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niet-westerse migratieachtergrond;2010/'11;1828;322;1036;470
965;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niet-westerse migratieachtergrond;2011/'12;1501;256;938;307
966;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niet-westerse migratieachtergrond;2012/'13;1778;323;940;515
967;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niet-westerse migratieachtergrond;2013/'14;1561;376;845;340
968;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niet-westerse migratieachtergrond;2014/'15;1700;377;882;441
969;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niet-westerse migratieachtergrond;2015/'16;1508;301;812;395
970;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niet-westerse migratieachtergrond;2016/'17;1549;322;824;403
971;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niet-westerse migratieachtergrond;2017/'18;1709;395;875;439
972;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niet-westerse migratieachtergrond;2018/'19;1903;412;1055;436
973;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niet-westerse migratieachtergrond;2019/'20;2147;406;1141;600
974;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niet-westerse migratieachtergrond;2020/'21;863;202;497;164
975;Totaal mannen en vrouwen;Jonger dan 25 jaar;Onbekende migratieachtergrond;2006/'07;3;3;0;0
976;Totaal mannen en vrouwen;Jonger dan 25 jaar;Onbekende migratieachtergrond;2007/'08;1;0;1;0
977;Totaal mannen en vrouwen;Jonger dan 25 jaar;Onbekende migratieachtergrond;2008/'09;0;0;0;0
978;Totaal mannen en vrouwen;Jonger dan 25 jaar;Onbekende migratieachtergrond;2009/'10;0;0;0;0
979;Totaal mannen en vrouwen;Jonger dan 25 jaar;Onbekende migratieachtergrond;2010/'11;0;0;0;0
980;Totaal mannen en vrouwen;Jonger dan 25 jaar;Onbekende migratieachtergrond;2011/'12;1;0;0;1
981;Totaal mannen en vrouwen;Jonger dan 25 jaar;Onbekende migratieachtergrond;2012/'13;5;0;3;2
982;Totaal mannen en vrouwen;Jonger dan 25 jaar;Onbekende migratieachtergrond;2013/'14;5;2;1;2
983;Totaal mannen en vrouwen;Jonger dan 25 jaar;Onbekende migratieachtergrond;2014/'15;5;1;3;1
984;Totaal mannen en vrouwen;Jonger dan 25 jaar;Onbekende migratieachtergrond;2015/'16;3;1;2;0
985;Totaal mannen en vrouwen;Jonger dan 25 jaar;Onbekende migratieachtergrond;2016/'17;1;1;0;0
986;Totaal mannen en vrouwen;Jonger dan 25 jaar;Onbekende migratieachtergrond;2017/'18;2;1;0;1
987;Totaal mannen en vrouwen;Jonger dan 25 jaar;Onbekende migratieachtergrond;2018/'19;2;0;2;0
988;Totaal mannen en vrouwen;Jonger dan 25 jaar;Onbekende migratieachtergrond;2019/'20;3;1;1;1
989;Totaal mannen en vrouwen;Jonger dan 25 jaar;Onbekende migratieachtergrond;2020/'21;1;1;0;0
990;Totaal mannen en vrouwen;25 tot 65 jaar;Totaal migratieachtergrond;2006/'07;43;23;17;3
991;Totaal mannen en vrouwen;25 tot 65 jaar;Totaal migratieachtergrond;2007/'08;48;26;20;2
992;Totaal mannen en vrouwen;25 tot 65 jaar;Totaal migratieachtergrond;2008/'09;50;22;24;4
993;Totaal mannen en vrouwen;25 tot 65 jaar;Totaal migratieachtergrond;2009/'10;69;22;35;12
994;Totaal mannen en vrouwen;25 tot 65 jaar;Totaal migratieachtergrond;2010/'11;63;16;44;3
995;Totaal mannen en vrouwen;25 tot 65 jaar;Totaal migratieachtergrond;2011/'12;68;25;35;8
996;Totaal mannen en vrouwen;25 tot 65 jaar;Totaal migratieachtergrond;2012/'13;47;22;21;4
997;Totaal mannen en vrouwen;25 tot 65 jaar;Totaal migratieachtergrond;2013/'14;45;28;14;3
998;Totaal mannen en vrouwen;25 tot 65 jaar;Totaal migratieachtergrond;2014/'15;80;34;41;5
999;Totaal mannen en vrouwen;25 tot 65 jaar;Totaal migratieachtergrond;2015/'16;76;31;37;8
1000;Totaal mannen en vrouwen;25 tot 65 jaar;Totaal migratieachtergrond;2016/'17;63;23;30;10
1001;Totaal mannen en vrouwen;25 tot 65 jaar;Totaal migratieachtergrond;2017/'18;87;38;37;12
1002;Totaal mannen en vrouwen;25 tot 65 jaar;Totaal migratieachtergrond;2018/'19;63;17;41;5
1003;Totaal mannen en vrouwen;25 tot 65 jaar;Totaal migratieachtergrond;2019/'20;66;19;35;12
1004;Totaal mannen en vrouwen;25 tot 65 jaar;Totaal migratieachtergrond;2020/'21;62;21;31;10
1005;Totaal mannen en vrouwen;25 tot 65 jaar;Nederlandse achtergrond;2006/'07;29;14;13;2
1006;Totaal mannen en vrouwen;25 tot 65 jaar;Nederlandse achtergrond;2007/'08;28;14;12;2
1007;Totaal mannen en vrouwen;25 tot 65 jaar;Nederlandse achtergrond;2008/'09;31;12;16;3
1008;Totaal mannen en vrouwen;25 tot 65 jaar;Nederlandse achtergrond;2009/'10;39;12;21;6
1009;Totaal mannen en vrouwen;25 tot 65 jaar;Nederlandse achtergrond;2010/'11;48;12;34;2
1010;Totaal mannen en vrouwen;25 tot 65 jaar;Nederlandse achtergrond;2011/'12;43;14;25;4
1011;Totaal mannen en vrouwen;25 tot 65 jaar;Nederlandse achtergrond;2012/'13;31;11;16;4
1012;Totaal mannen en vrouwen;25 tot 65 jaar;Nederlandse achtergrond;2013/'14;30;18;9;3
1013;Totaal mannen en vrouwen;25 tot 65 jaar;Nederlandse achtergrond;2014/'15;53;21;29;3
1014;Totaal mannen en vrouwen;25 tot 65 jaar;Nederlandse achtergrond;2015/'16;54;21;27;6
1015;Totaal mannen en vrouwen;25 tot 65 jaar;Nederlandse achtergrond;2016/'17;39;14;21;4
1016;Totaal mannen en vrouwen;25 tot 65 jaar;Nederlandse achtergrond;2017/'18;59;23;26;10
1017;Totaal mannen en vrouwen;25 tot 65 jaar;Nederlandse achtergrond;2018/'19;42;9;30;3
1018;Totaal mannen en vrouwen;25 tot 65 jaar;Nederlandse achtergrond;2019/'20;41;9;25;7
1019;Totaal mannen en vrouwen;25 tot 65 jaar;Nederlandse achtergrond;2020/'21;38;7;23;8
1020;Totaal mannen en vrouwen;25 tot 65 jaar;Met migratieachtergrond;2006/'07;14;9;4;1
1021;Totaal mannen en vrouwen;25 tot 65 jaar;Met migratieachtergrond;2007/'08;20;12;8;0
1022;Totaal mannen en vrouwen;25 tot 65 jaar;Met migratieachtergrond;2008/'09;19;10;8;1
1023;Totaal mannen en vrouwen;25 tot 65 jaar;Met migratieachtergrond;2009/'10;30;10;14;6
1024;Totaal mannen en vrouwen;25 tot 65 jaar;Met migratieachtergrond;2010/'11;15;4;10;1
1025;Totaal mannen en vrouwen;25 tot 65 jaar;Met migratieachtergrond;2011/'12;25;11;10;4
1026;Totaal mannen en vrouwen;25 tot 65 jaar;Met migratieachtergrond;2012/'13;16;11;5;0
1027;Totaal mannen en vrouwen;25 tot 65 jaar;Met migratieachtergrond;2013/'14;15;10;5;0
1028;Totaal mannen en vrouwen;25 tot 65 jaar;Met migratieachtergrond;2014/'15;27;13;12;2
1029;Totaal mannen en vrouwen;25 tot 65 jaar;Met migratieachtergrond;2015/'16;22;10;10;2
1030;Totaal mannen en vrouwen;25 tot 65 jaar;Met migratieachtergrond;2016/'17;24;9;9;6
1031;Totaal mannen en vrouwen;25 tot 65 jaar;Met migratieachtergrond;2017/'18;28;15;11;2
1032;Totaal mannen en vrouwen;25 tot 65 jaar;Met migratieachtergrond;2018/'19;21;8;11;2
1033;Totaal mannen en vrouwen;25 tot 65 jaar;Met migratieachtergrond;2019/'20;25;10;10;5
1034;Totaal mannen en vrouwen;25 tot 65 jaar;Met migratieachtergrond;2020/'21;24;14;8;2
1035;Totaal mannen en vrouwen;25 tot 65 jaar;Westerse migratieachtergrond;2006/'07;6;4;2;0
1036;Totaal mannen en vrouwen;25 tot 65 jaar;Westerse migratieachtergrond;2007/'08;6;2;4;0
1037;Totaal mannen en vrouwen;25 tot 65 jaar;Westerse migratieachtergrond;2008/'09;6;1;4;1
1038;Totaal mannen en vrouwen;25 tot 65 jaar;Westerse migratieachtergrond;2009/'10;11;3;6;2
