ID;RegioS;Inkomensbron;AantalHuishoudens_1;GemiddBesteedbInkomenPerHuishouden_2
437;Utrecht (SG);Winst;21.0;40.2
438;Utrecht (SG);Werkloosheid,bijstand,arbeidsongeschikt;22.1;18.1
439;Utrecht (SG);Pensioen;47.3;24.2
440;Amsterdam (SG);Totaal particulier huishouden;655.9;29.1
441;Amsterdam (SG);Loon;373.7;33.4
442;Amsterdam (SG);Winst;67.8;34.3
443;Amsterdam (SG);Werkloosheid,bijstand,arbeidsongeschikt;84.4;17.0
444;Amsterdam (SG);Pensioen;121.5;22.2
445;Haarlem (SG);Totaal particulier huishouden;176.0;32.0
446;Haarlem (SG);Loon;96.0;36.0
447;Haarlem (SG);Winst;16.7;40.6
448;Haarlem (SG);Werkloosheid,bijstand,arbeidsongeschikt;15.0;19.4
449;Haarlem (SG);Pensioen;45.5;24.6
450;Leiden (SG);Totaal particulier huishouden;134.3;32.9
451;Leiden (SG);Loon;80.4;36.3
452;Leiden (SG);Winst;12.9;43.1
453;Leiden (SG);Werkloosheid,bijstand,arbeidsongeschikt;9.6;18.2
454;Leiden (SG);Pensioen;29.5;24.3
455;'s-Gravenhage (SG);Totaal particulier huishouden;394.7;30.0
456;'s-Gravenhage (SG);Loon;222.0;33.9
457;'s-Gravenhage (SG);Winst;33.0;37.3
458;'s-Gravenhage (SG);Werkloosheid,bijstand,arbeidsongeschikt;43.9;17.0
459;'s-Gravenhage (SG);Pensioen;91.1;24.3
460;Rotterdam (SG);Totaal particulier huishouden;527.5;28.4
461;Rotterdam (SG);Loon;289.0;33.0
462;Rotterdam (SG);Winst;38.9;36.9
463;Rotterdam (SG);Werkloosheid,bijstand,arbeidsongeschikt;68.4;16.8
464;Rotterdam (SG);Pensioen;124.9;21.6
465;Dordrecht (SG);Totaal particulier huishouden;117.9;30.5
466;Dordrecht (SG);Loon;68.1;34.7
467;Dordrecht (SG);Winst;9.1;39.5
468;Dordrecht (SG);Werkloosheid,bijstand,arbeidsongeschikt;10.2;17.7
469;Dordrecht (SG);Pensioen;29.3;22.3
470;Breda (SG);Totaal particulier huishouden;126.0;30.9
471;Breda (SG);Loon;72.8;35.0
472;Breda (SG);Winst;11.7;38.2
473;Breda (SG);Werkloosheid,bijstand,arbeidsongeschikt;10.6;18.4
474;Breda (SG);Pensioen;29.5;22.8
475;Tilburg (SG);Totaal particulier huishouden;116.1;29.9
476;Tilburg (SG);Loon;67.5;34.1
477;Tilburg (SG);Winst;9.9;36.6
478;Tilburg (SG);Werkloosheid,bijstand,arbeidsongeschikt;11.3;18.2
479;Tilburg (SG);Pensioen;25.7;22.0
480;'s-Hertogenbosch (SG);Totaal particulier huishouden;77.6;31.4
481;'s-Hertogenbosch (SG);Loon;44.3;35.5
482;'s-Hertogenbosch (SG);Winst;7.8;37.7
483;'s-Hertogenbosch (SG);Werkloosheid,bijstand,arbeidsongeschikt;7.1;18.8
484;'s-Hertogenbosch (SG);Pensioen;17.3;23.7
485;Eindhoven (SG);Totaal particulier huishouden;167.5;30.2
486;Eindhoven (SG);Loon;94.7;34.1
487;Eindhoven (SG);Winst;13.7;36.4
488;Eindhoven (SG);Werkloosheid,bijstand,arbeidsongeschikt;15.9;17.9
489;Eindhoven (SG);Pensioen;41.2;24.4
490;Geleen/Sittard (SG);Totaal particulier huishouden;65.5;29.8
491;Geleen/Sittard (SG);Loon;35.1;34.6
492;Geleen/Sittard (SG);Winst;4.9;36.6
493;Geleen/Sittard (SG);Werkloosheid,bijstand,arbeidsongeschikt;7.5;19.0
494;Geleen/Sittard (SG);Pensioen;17.0;22.9
495;Heerlen (SG);Totaal particulier huishouden;115.9;27.5
496;Heerlen (SG);Loon;58.9;32.5
497;Heerlen (SG);Winst;8.0;33.8
498;Heerlen (SG);Werkloosheid,bijstand,arbeidsongeschikt;16.1;17.8
499;Heerlen (SG);Pensioen;31.4;21.5
500;Maastricht (SG);Totaal particulier huishouden;77.7;28.9
501;Maastricht (SG);Loon;40.1;33.7
502;Maastricht (SG);Winst;6.9;36.6
503;Maastricht (SG);Werkloosheid,bijstand,arbeidsongeschikt;9.4;18.2
504;Maastricht (SG);Pensioen;20.2;22.4
505;Appingedam;Totaal particulier huishouden;5.6;26.6
506;Appingedam;Loon;3.0;30.8
507;Appingedam;Winst;0.3;38.4
508;Appingedam;Werkloosheid,bijstand,arbeidsongeschikt;0.6;16.9
509;Appingedam;Pensioen;1.6;20.1
510;Bedum;Totaal particulier huishouden;4.1;30.0
511;Bedum;Loon;2.4;33.7
512;Bedum;Winst;0.5;32.6
513;Bedum;Werkloosheid,bijstand,arbeidsongeschikt;0.2;18.6
514;Bedum;Pensioen;0.9;21.9
515;Bellingwedde;Totaal particulier huishouden;4.1;26.8
516;Bellingwedde;Loon;1.7;32.3
517;Bellingwedde;Winst;0.6;33.7
518;Bellingwedde;Werkloosheid,bijstand,arbeidsongeschikt;0.6;19.3
519;Bellingwedde;Pensioen;1.2;19.3
520;Ten Boer;Totaal particulier huishouden;2.7;30.1
521;Ten Boer;Loon;1.6;34.4
522;Ten Boer;Winst;0.4;31.9
523;Ten Boer;Werkloosheid,bijstand,arbeidsongeschikt;0.2;16.5
524;Ten Boer;Pensioen;0.5;20.4
525;Delfzijl;Totaal particulier huishouden;12.2;27.0
526;Delfzijl;Loon;6.1;31.5
527;Delfzijl;Winst;1.0;34.9
528;Delfzijl;Werkloosheid,bijstand,arbeidsongeschikt;1.6;17.3
529;Delfzijl;Pensioen;3.3;21.3
530;Groningen (gemeente);Totaal particulier huishouden;78.5;25.0
531;Groningen (gemeente);Loon;44.4;28.1
532;Groningen (gemeente);Winst;5.9;32.7
533;Groningen (gemeente);Werkloosheid,bijstand,arbeidsongeschikt;11.4;15.2
534;Groningen (gemeente);Pensioen;15.5;21.0
535;Grootegast;Totaal particulier huishouden;4.5;28.6
536;Grootegast;Loon;2.5;32.2
537;Grootegast;Winst;0.7;32.4
538;Grootegast;Werkloosheid,bijstand,arbeidsongeschikt;0.3;19.7
539;Grootegast;Pensioen;1.0;19.6
540;Haren;Totaal particulier huishouden;8.1;36.3
541;Haren;Loon;3.7;39.1
542;Haren;Winst;1.0;47.3
543;Haren;Werkloosheid,bijstand,arbeidsongeschikt;0.5;21.7
544;Haren;Pensioen;2.6;29.0
545;Hoogezand-Sappemeer;Totaal particulier huishouden;14.2;26.5
546;Hoogezand-Sappemeer;Loon;7.5;30.4
547;Hoogezand-Sappemeer;Winst;0.9;37.0
548;Hoogezand-Sappemeer;Werkloosheid,bijstand,arbeidsongeschikt;1.9;17.6
549;Hoogezand-Sappemeer;Pensioen;3.7;20.4
550;Leek;Totaal particulier huishouden;7.4;30.1
551;Leek;Loon;4.1;34.4
552;Leek;Winst;0.8;34.7
553;Leek;Werkloosheid,bijstand,arbeidsongeschikt;0.5;19.5
554;Leek;Pensioen;1.8;21.7
555;Loppersum;Totaal particulier huishouden;4.4;28.5
556;Loppersum;Loon;2.3;32.0
557;Loppersum;Winst;0.7;34.9
558;Loppersum;Werkloosheid,bijstand,arbeidsongeschikt;0.4;18.2
559;Loppersum;Pensioen;1.0;19.6
560;Marum;Totaal particulier huishouden;3.9;29.9
561;Marum;Loon;2.2;33.6
562;Marum;Winst;0.5;35.0
563;Marum;Werkloosheid,bijstand,arbeidsongeschikt;0.3;19.1
564;Marum;Pensioen;0.8;20.4
565;Almere;Totaal particulier huishouden;64.2;31.4
566;Almere;Loon;44.1;34.6
567;Almere;Winst;5.4;33.8
568;Almere;Werkloosheid,bijstand,arbeidsongeschikt;5.8;18.6
569;Almere;Pensioen;8.4;22.3
570;Stadskanaal;Totaal particulier huishouden;14.3;26.1
571;Stadskanaal;Loon;7.1;30.5
572;Stadskanaal;Winst;1.2;36.3
573;Stadskanaal;Werkloosheid,bijstand,arbeidsongeschikt;1.7;18.3
574;Stadskanaal;Pensioen;4.2;19.2
575;Scheemda;Totaal particulier huishouden;5.9;27.8
576;Scheemda;Loon;3.1;32.2
577;Scheemda;Winst;0.5;36.7
578;Scheemda;Werkloosheid,bijstand,arbeidsongeschikt;0.6;18.7
579;Scheemda;Pensioen;1.5;19.3
580;Slochteren;Totaal particulier huishouden;5.9;30.7
581;Slochteren;Loon;3.4;34.2
582;Slochteren;Winst;0.8;37.2
583;Slochteren;Werkloosheid,bijstand,arbeidsongeschikt;0.3;21.2
584;Slochteren;Pensioen;1.3;20.2
585;Veendam;Totaal particulier huishouden;11.9;27.5
586;Veendam;Loon;6.4;32.0
587;Veendam;Winst;0.8;36.6
588;Veendam;Werkloosheid,bijstand,arbeidsongeschikt;1.5;18.1
589;Veendam;Pensioen;3.1;20.8
590;Vlagtwedde;Totaal particulier huishouden;7.0;25.9
591;Vlagtwedde;Loon;3.2;30.9
592;Vlagtwedde;Winst;0.8;30.6
593;Vlagtwedde;Werkloosheid,bijstand,arbeidsongeschikt;0.7;20.3
594;Vlagtwedde;Pensioen;2.2;18.9
595;Zeewolde;Totaal particulier huishouden;6.9;33.0
596;Zeewolde;Loon;4.5;35.3
597;Zeewolde;Winst;1.1;36.4
598;Zeewolde;Werkloosheid,bijstand,arbeidsongeschikt;0.5;19.7
599;Zeewolde;Pensioen;0.9;25.1
600;SkarsterlÔn;Totaal particulier huishouden;10.7;29.8
601;SkarsterlÔn;Loon;5.7;32.6
602;SkarsterlÔn;Winst;1.6;36.0
603;SkarsterlÔn;Werkloosheid,bijstand,arbeidsongeschikt;0.6;20.0
604;SkarsterlÔn;Pensioen;2.6;22.3
605;Winschoten;Totaal particulier huishouden;8.6;24.9
606;Winschoten;Loon;4.0;30.5
607;Winschoten;Winst;0.5;37.1
608;Winschoten;Werkloosheid,bijstand,arbeidsongeschikt;1.1;16.8
609;Winschoten;Pensioen;2.8;19.0
610;Winsum;Totaal particulier huishouden;5.5;30.0
611;Winsum;Loon;3.2;33.2
612;Winsum;Winst;0.8;34.8
613;Winsum;Werkloosheid,bijstand,arbeidsongeschikt;0.4;17.8
614;Winsum;Pensioen;1.1;22.5
615;Boarnsterhim;Totaal particulier huishouden;7.8;29.1
616;Boarnsterhim;Loon;4.1;32.7
617;Boarnsterhim;Winst;1.4;34.4
618;Boarnsterhim;Werkloosheid,bijstand,arbeidsongeschikt;0.5;17.6
619;Boarnsterhim;Pensioen;1.8;20.7
620;Zuidhorn;Totaal particulier huishouden;6.8;30.6
621;Zuidhorn;Loon;3.9;33.0
622;Zuidhorn;Winst;1.0;37.0
623;Zuidhorn;Werkloosheid,bijstand,arbeidsongeschikt;0.3;22.6
624;Zuidhorn;Pensioen;1.5;22.3
625;Dongeradeel;Totaal particulier huishouden;9.8;27.0
626;Dongeradeel;Loon;5.0;30.7
627;Dongeradeel;Winst;1.3;33.2
628;Dongeradeel;Werkloosheid,bijstand,arbeidsongeschikt;0.9;18.8
629;Dongeradeel;Pensioen;2.5;19.5
630;Achtkarspelen;Totaal particulier huishouden;11.0;27.5
631;Achtkarspelen;Loon;5.7;31.3
632;Achtkarspelen;Winst;1.3;35.2
633;Achtkarspelen;Werkloosheid,bijstand,arbeidsongeschikt;1.2;18.7
634;Achtkarspelen;Pensioen;2.5;19.3
635;Ameland;Totaal particulier huishouden;1.5;28.6
636;Ameland;Loon;0.7;27.5
637;Ameland;Winst;0.3;39.3
638;Ameland;Werkloosheid,bijstand,arbeidsongeschikt;0.1;22.3
639;Ameland;Pensioen;0.3;20.9
640;het Bildt;Totaal particulier huishouden;4.3;26.9
641;het Bildt;Loon;2.3;30.1
642;het Bildt;Winst;0.5;35.9
643;het Bildt;Werkloosheid,bijstand,arbeidsongeschikt;0.5;18.7
644;het Bildt;Pensioen;1.0;19.4
645;Bolsward;Totaal particulier huishouden;4.0;26.9
646;Bolsward;Loon;2.1;30.6
647;Bolsward;Winst;0.3;34.8
648;Bolsward;Werkloosheid,bijstand,arbeidsongeschikt;0.4;17.5
649;Bolsward;Pensioen;1.1;19.8
650;Dantumadeel;Totaal particulier huishouden;7.4;27.7
651;Dantumadeel;Loon;3.7;32.0
652;Dantumadeel;Winst;0.9;37.0
653;Dantumadeel;Werkloosheid,bijstand,arbeidsongeschikt;0.7;19.5
654;Dantumadeel;Pensioen;2.0;19.3
655;Franekeradeel;Totaal particulier huishouden;8.7;27.0
656;Franekeradeel;Loon;4.6;31.4
657;Franekeradeel;Winst;0.9;33.8
658;Franekeradeel;Werkloosheid,bijstand,arbeidsongeschikt;0.8;16.9
659;Franekeradeel;Pensioen;2.2;19.4
660;Harlingen;Totaal particulier huishouden;6.6;27.2
661;Harlingen;Loon;3.5;30.1
662;Harlingen;Winst;0.7;38.9
663;Harlingen;Werkloosheid,bijstand,arbeidsongeschikt;0.8;17.4
664;Harlingen;Pensioen;1.5;20.4
665;Heerenveen;Totaal particulier huishouden;18.2;28.3
666;Heerenveen;Loon;9.7;31.8
667;Heerenveen;Winst;1.6;36.6
668;Heerenveen;Werkloosheid,bijstand,arbeidsongeschikt;1.4;18.1
669;Heerenveen;Pensioen;5.0;22.2
670;Kollumerland en Nieuwkruisland;Totaal particulier huishouden;5.1;28.1
671;Kollumerland en Nieuwkruisland;Loon;2.7;30.5
672;Kollumerland en Nieuwkruisland;Winst;0.7;38.2
673;Kollumerland en Nieuwkruisland;Werkloosheid,bijstand,arbeidsongeschikt;0.4;20.9
674;Kollumerland en Nieuwkruisland;Pensioen;1.2;20.1
675;Leeuwarden;Totaal particulier huishouden;40.7;25.5
676;Leeuwarden;Loon;21.9;28.1
677;Leeuwarden;Winst;3.0;36.4
678;Leeuwarden;Werkloosheid,bijstand,arbeidsongeschikt;5.4;15.6
679;Leeuwarden;Pensioen;9.8;22.3
680;Leeuwarderadeel;Totaal particulier huishouden;4.0;31.2
681;Leeuwarderadeel;Loon;2.5;33.9
682;Leeuwarderadeel;Winst;0.4;38.3
683;Leeuwarderadeel;Werkloosheid,bijstand,arbeidsongeschikt;0.2;20.5
684;Leeuwarderadeel;Pensioen;0.8;23.2
685;Lemsterland;Totaal particulier huishouden;5.4;29.1
686;Lemsterland;Loon;2.7;32.8
687;Lemsterland;Winst;0.9;34.8
688;Lemsterland;Werkloosheid,bijstand,arbeidsongeschikt;0.5;18.9
689;Lemsterland;Pensioen;1.2;20.8
690;Menaldumadeel;Totaal particulier huishouden;5.6;30.0
691;Menaldumadeel;Loon;3.1;33.7
692;Menaldumadeel;Winst;0.7;38.2
693;Menaldumadeel;Werkloosheid,bijstand,arbeidsongeschikt;0.3;17.1
694;Menaldumadeel;Pensioen;1.3;19.8
695;Ooststellingwerf;Totaal particulier huishouden;10.8;27.7
696;Ooststellingwerf;Loon;5.5;31.8
697;Ooststellingwerf;Winst;1.6;31.4
698;Ooststellingwerf;Werkloosheid,bijstand,arbeidsongeschikt;0.8;20.0
699;Ooststellingwerf;Pensioen;2.8;20.4
700;Opsterland;Totaal particulier huishouden;11.5;28.9
701;Opsterland;Loon;6.0;32.8
702;Opsterland;Winst;1.6;33.6
703;Opsterland;Werkloosheid,bijstand,arbeidsongeschikt;0.7;19.6
704;Opsterland;Pensioen;3.0;21.3
705;Schiermonnikoog;Totaal particulier huishouden;0.5;28.6
706;Schiermonnikoog;Loon;0.3;29.3
707;Schiermonnikoog;Winst;0.1;32.5
708;Schiermonnikoog;Werkloosheid,bijstand,arbeidsongeschikt;;
709;Schiermonnikoog;Pensioen;0.1;23.1
710;Smallingerland;Totaal particulier huishouden;22.3;27.8
711;Smallingerland;Loon;12.0;30.9
712;Smallingerland;Winst;1.9;39.3
713;Smallingerland;Werkloosheid,bijstand,arbeidsongeschikt;2.4;18.0
714;Smallingerland;Pensioen;5.7;22.0
715;Sneek;Totaal particulier huishouden;14.2;26.9
716;Sneek;Loon;7.5;29.9
717;Sneek;Winst;1.3;37.0
718;Sneek;Werkloosheid,bijstand,arbeidsongeschikt;1.5;17.0
719;Sneek;Pensioen;3.6;21.9
720;Terschelling;Totaal particulier huishouden;1.9;30.0
721;Terschelling;Loon;0.9;31.9
722;Terschelling;Winst;0.4;37.4
723;Terschelling;Werkloosheid,bijstand,arbeidsongeschikt;0.1;18.1
724;Terschelling;Pensioen;0.5;24.2
725;Vlieland;Totaal particulier huishouden;0.5;28.7
726;Vlieland;Loon;0.3;29.5
727;Vlieland;Winst;0.1;35.5
728;Vlieland;Werkloosheid,bijstand,arbeidsongeschikt;;
729;Vlieland;Pensioen;0.1;21.6
730;Weststellingwerf;Totaal particulier huishouden;10.8;27.6
731;Weststellingwerf;Loon;5.1;30.5
732;Weststellingwerf;Winst;1.5;36.9
733;Weststellingwerf;Werkloosheid,bijstand,arbeidsongeschikt;0.9;18.7
734;Weststellingwerf;Pensioen;3.1;20.6
735;Nijefurd;Totaal particulier huishouden;4.5;27.3
736;Nijefurd;Loon;1.8;31.5
737;Nijefurd;Winst;0.9;33.9
738;Nijefurd;Werkloosheid,bijstand,arbeidsongeschikt;0.4;17.7
739;Nijefurd;Pensioen;1.4;21.0
740;Assen;Totaal particulier huishouden;25.7;28.3
741;Assen;Loon;15.0;31.6
742;Assen;Winst;1.7;36.0
743;Assen;Werkloosheid,bijstand,arbeidsongeschikt;2.7;17.8
744;Assen;Pensioen;5.9;23.4
745;Coevorden;Totaal particulier huishouden;14.6;28.3
746;Coevorden;Loon;7.5;32.7
747;Coevorden;Winst;1.7;31.0
748;Coevorden;Werkloosheid,bijstand,arbeidsongeschikt;1.2;20.5
749;Coevorden;Pensioen;4.0;21.4
750;Emmen;Totaal particulier huishouden;44.5;27.4
751;Emmen;Loon;23.7;31.8
752;Emmen;Winst;3.8;31.7
753;Emmen;Werkloosheid,bijstand,arbeidsongeschikt;4.8;19.0
754;Emmen;Pensioen;11.8;20.8
755;Hoogeveen;Totaal particulier huishouden;21.5;28.3
756;Hoogeveen;Loon;11.3;32.2
757;Hoogeveen;Winst;1.9;35.4
758;Hoogeveen;Werkloosheid,bijstand,arbeidsongeschikt;2.3;19.9
759;Hoogeveen;Pensioen;5.7;21.6
760;Meppel;Totaal particulier huishouden;12.7;29.2
761;Meppel;Loon;7.3;32.4
762;Meppel;Winst;1.1;36.6
763;Meppel;Werkloosheid,bijstand,arbeidsongeschikt;1.1;18.7
764;Meppel;Pensioen;2.9;22.6
765;Littenseradiel;Totaal particulier huishouden;4.1;30.7
766;Littenseradiel;Loon;2.2;33.7
767;Littenseradiel;Winst;0.8;36.9
768;Littenseradiel;Werkloosheid,bijstand,arbeidsongeschikt;0.2;20.0
769;Littenseradiel;Pensioen;0.8;19.4
770;Almelo;Totaal particulier huishouden;29.5;27.5
771;Almelo;Loon;15.8;31.3
772;Almelo;Winst;2.3;37.3
773;Almelo;Werkloosheid,bijstand,arbeidsongeschikt;3.8;18.5
774;Almelo;Pensioen;7.0;21.5
775;Bathmen;Totaal particulier huishouden;2.1;35.1
776;Bathmen;Loon;1.1;39.3
777;Bathmen;Winst;0.3;39.9
778;Bathmen;Werkloosheid,bijstand,arbeidsongeschikt;0.1;28.3
779;Bathmen;Pensioen;0.6;26.0
780;Borne;Totaal particulier huishouden;7.9;32.5
781;Borne;Loon;4.6;36.0
782;Borne;Winst;0.9;41.0
783;Borne;Werkloosheid,bijstand,arbeidsongeschikt;0.5;21.9
784;Borne;Pensioen;1.9;23.3
785;Dalfsen;Totaal particulier huishouden;9.5;32.8
786;Dalfsen;Loon;5.3;36.3
787;Dalfsen;Winst;1.5;38.9
788;Dalfsen;Werkloosheid,bijstand,arbeidsongeschikt;0.4;22.7
789;Dalfsen;Pensioen;2.3;22.9
790;Deventer;Totaal particulier huishouden;36.5;28.1
791;Deventer;Loon;21.5;31.0
792;Deventer;Winst;2.6;37.3
793;Deventer;Werkloosheid,bijstand,arbeidsongeschikt;3.7;18.5
794;Deventer;Pensioen;8.2;22.5
795;Enschede;Totaal particulier huishouden;63.2;26.2
796;Enschede;Loon;34.1;29.9
797;Enschede;Winst;4.6;34.0
798;Enschede;Werkloosheid,bijstand,arbeidsongeschikt;8.7;17.5
799;Enschede;Pensioen;15.0;20.7
800;Haaksbergen;Totaal particulier huishouden;9.1;31.8
801;Haaksbergen;Loon;5.2;36.0
802;Haaksbergen;Winst;1.1;37.2
803;Haaksbergen;Werkloosheid,bijstand,arbeidsongeschikt;0.6;21.6
804;Haaksbergen;Pensioen;2.1;22.2
805;Hardenberg;Totaal particulier huishouden;20.9;30.4
806;Hardenberg;Loon;11.8;34.1
807;Hardenberg;Winst;2.6;34.8
808;Hardenberg;Werkloosheid,bijstand,arbeidsongeschikt;1.4;21.3
809;Hardenberg;Pensioen;4.9;21.7
810;Hellendoorn;Totaal particulier huishouden;13.5;31.2
811;Hellendoorn;Loon;7.9;35.2
812;Hellendoorn;Winst;1.4;37.8
813;Hellendoorn;Werkloosheid,bijstand,arbeidsongeschikt;0.8;20.6
814;Hellendoorn;Pensioen;3.3;22.0
815;Hengelo (O.);Totaal particulier huishouden;34.6;28.6
816;Hengelo (O.);Loon;19.8;32.0
817;Hengelo (O.);Winst;2.6;37.8
818;Hengelo (O.);Werkloosheid,bijstand,arbeidsongeschikt;3.0;18.2
819;Hengelo (O.);Pensioen;8.8;22.4
820;Kampen;Totaal particulier huishouden;18.7;28.6
821;Kampen;Loon;10.7;32.1
822;Kampen;Winst;2.0;36.1
823;Kampen;Werkloosheid,bijstand,arbeidsongeschikt;1.5;18.8
824;Kampen;Pensioen;4.2;20.6
825;Losser;Totaal particulier huishouden;8.3;30.9
826;Losser;Loon;4.8;35.6
827;Losser;Winst;0.9;35.0
828;Losser;Werkloosheid,bijstand,arbeidsongeschikt;0.6;21.7
829;Losser;Pensioen;1.9;20.8
830;Noordoostpolder;Totaal particulier huishouden;17.4;29.3
831;Noordoostpolder;Loon;9.3;31.4
832;Noordoostpolder;Winst;2.7;39.8
833;Noordoostpolder;Werkloosheid,bijstand,arbeidsongeschikt;1.2;18.9
834;Noordoostpolder;Pensioen;4.0;20.8
835;Oldenzaal;Totaal particulier huishouden;12.7;30.2
836;Oldenzaal;Loon;7.3;34.1
837;Oldenzaal;Winst;1.0;39.7
838;Oldenzaal;Werkloosheid,bijstand,arbeidsongeschikt;1.1;20.4
839;Oldenzaal;Pensioen;3.2;22.1
840;Ommen;Totaal particulier huishouden;6.4;31.0
841;Ommen;Loon;3.4;36.0
842;Ommen;Winst;1.0;32.1
843;Ommen;Werkloosheid,bijstand,arbeidsongeschikt;0.3;19.5
844;Ommen;Pensioen;1.7;22.9
845;Raalte;Totaal particulier huishouden;13.8;30.7
846;Raalte;Loon;8.1;35.0
847;Raalte;Winst;1.6;33.3
848;Raalte;Werkloosheid,bijstand,arbeidsongeschikt;0.8;20.3
849;Raalte;Pensioen;3.1;21.5
850;Rijssen;Totaal particulier huishouden;12.5;32.6
851;Rijssen;Loon;7.2;35.9
852;Rijssen;Winst;1.2;43.1
853;Rijssen;Werkloosheid,bijstand,arbeidsongeschikt;0.7;21.4
854;Rijssen;Pensioen;3.2;22.8
855;Staphorst;Totaal particulier huishouden;4.8;33.8
856;Staphorst;Loon;2.7;36.4
857;Staphorst;Winst;1.0;40.0
858;Staphorst;Werkloosheid,bijstand,arbeidsongeschikt;0.2;22.2
859;Staphorst;Pensioen;0.9;21.2
860;Tubbergen;Totaal particulier huishouden;6.7;34.2
861;Tubbergen;Loon;3.7;38.0
862;Tubbergen;Winst;1.3;38.5
863;Tubbergen;Werkloosheid,bijstand,arbeidsongeschikt;0.2;24.4
864;Tubbergen;Pensioen;1.4;21.6
865;Urk;Totaal particulier huishouden;4.5;33.0
866;Urk;Loon;2.5;35.2
867;Urk;Winst;1.0;39.8
868;Urk;Werkloosheid,bijstand,arbeidsongeschikt;0.3;21.3
869;Urk;Pensioen;0.7;19.5
870;Wierden;Totaal particulier huishouden;8.3;34.0
871;Wierden;Loon;4.8;37.2
872;Wierden;Winst;1.0;40.5
873;Wierden;Werkloosheid,bijstand,arbeidsongeschikt;0.4;21.8
874;Wierden;Pensioen;1.9;23.3
875;Zwolle;Totaal particulier huishouden;46.9;29.1
876;Zwolle;Loon;28.6;32.0
877;Zwolle;Winst;3.1;41.2
878;Zwolle;Werkloosheid,bijstand,arbeidsongeschikt;4.7;17.5
879;Zwolle;Pensioen;9.8;23.3
880;Rijnwaarden;Totaal particulier huishouden;4.3;29.6
881;Rijnwaarden;Loon;2.6;33.8
882;Rijnwaarden;Winst;0.4;33.6
883;Rijnwaarden;Werkloosheid,bijstand,arbeidsongeschikt;0.3;20.0
884;Rijnwaarden;Pensioen;0.9;20.6
885;Aalten;Totaal particulier huishouden;7.1;29.9
886;Aalten;Loon;3.9;33.7
887;Aalten;Winst;0.9;37.3
888;Aalten;Werkloosheid,bijstand,arbeidsongeschikt;0.4;22.7
889;Aalten;Pensioen;1.9;20.2
890;Angerlo;Totaal particulier huishouden;1.9;32.3
891;Angerlo;Loon;1.1;35.9
892;Angerlo;Winst;0.3;38.3
893;Angerlo;Werkloosheid,bijstand,arbeidsongeschikt;0.1;22.1
894;Angerlo;Pensioen;0.4;21.5
895;Apeldoorn;Totaal particulier huishouden;64.6;30.7
896;Apeldoorn;Loon;37.0;34.5
897;Apeldoorn;Winst;5.0;39.1
898;Apeldoorn;Werkloosheid,bijstand,arbeidsongeschikt;5.4;19.2
899;Apeldoorn;Pensioen;16.2;23.7
900;Arnhem;Totaal particulier huishouden;64.3;26.6
901;Arnhem;Loon;36.4;29.8
902;Arnhem;Winst;5.0;33.6
903;Arnhem;Werkloosheid,bijstand,arbeidsongeschikt;8.7;16.9
904;Arnhem;Pensioen;13.2;22.6
905;Barneveld;Totaal particulier huishouden;16.5;33.8
906;Barneveld;Loon;9.4;36.7
907;Barneveld;Winst;2.7;40.3
908;Barneveld;Werkloosheid,bijstand,arbeidsongeschikt;0.8;21.8
909;Barneveld;Pensioen;3.4;23.4
910;Bergh;Totaal particulier huishouden;7.2;30.4
911;Bergh;Loon;3.9;34.2
912;Bergh;Winst;0.9;35.8
913;Bergh;Werkloosheid,bijstand,arbeidsongeschikt;0.6;20.4
914;Bergh;Pensioen;1.7;22.6
915;Beuningen;Totaal particulier huishouden;9.5;33.4
916;Beuningen;Loon;5.9;37.0
917;Beuningen;Winst;1.0;40.0
918;Beuningen;Werkloosheid,bijstand,arbeidsongeschikt;0.7;20.3
919;Beuningen;Pensioen;1.7;22.2
920;Borculo;Totaal particulier huishouden;4.0;29.5
921;Borculo;Loon;2.1;34.0
922;Borculo;Winst;0.6;31.6
923;Borculo;Werkloosheid,bijstand,arbeidsongeschikt;0.2;19.9
924;Borculo;Pensioen;1.0;21.8
925;Brummen;Totaal particulier huishouden;8.4;32.7
926;Brummen;Loon;4.6;37.0
927;Brummen;Winst;0.8;42.7
928;Brummen;Werkloosheid,bijstand,arbeidsongeschikt;0.6;22.4
929;Brummen;Pensioen;2.3;23.7
930;Buren;Totaal particulier huishouden;9.7;34.0
931;Buren;Loon;5.5;38.5
932;Buren;Winst;1.6;39.7
933;Buren;Werkloosheid,bijstand,arbeidsongeschikt;0.5;19.7
934;Buren;Pensioen;2.0;21.4
935;Culemborg;Totaal particulier huishouden;10.3;33.1
936;Culemborg;Loon;6.6;36.4
937;Culemborg;Winst;0.9;43.0
938;Culemborg;Werkloosheid,bijstand,arbeidsongeschikt;0.6;19.5
939;Culemborg;Pensioen;2.1;22.6
940;Didam;Totaal particulier huishouden;6.3;32.3
941;Didam;Loon;3.6;36.6
942;Didam;Winst;0.6;42.4
943;Didam;Werkloosheid,bijstand,arbeidsongeschikt;0.6;22.1
944;Didam;Pensioen;1.4;21.9
945;Dinxperlo;Totaal particulier huishouden;3.4;30.4
946;Dinxperlo;Loon;2.0;33.5
947;Dinxperlo;Winst;0.3;41.7
948;Dinxperlo;Werkloosheid,bijstand,arbeidsongeschikt;0.2;19.5
949;Dinxperlo;Pensioen;0.9;21.4
