ID;RegioS;Code_1;Naam_2;AfkortingNaam_3;SorteringNaam_4;Code_5;Naam_6;Code_7;Naam_8;Code_9;Naam_10;Code_11;Naam_12;Code_13;Naam_14;Code_15;Naam_16;Code_17;Naam_18;Code_19;Naam_20;Code_21;Naam_22;Code_23;Naam_24;Code_25;Naam_26;Code_27;Naam_28;Code_29;Naam_30;Code_31;Naam_32;Code_33;Naam_34;Code_35;Naam_36;Code_37;Naam_38;Code_39;Naam_40;Code_41;Naam_42;Code_43;Naam_44;Code_45;Naam_46;Code_47;Naam_48;Code_49;Naam_50;Code_51;Naam_52;Code_53;Naam_54;Code_55;Naam_56;Code_57;Code_58;Naam_59;Code_60;Naam_61;Code_62;Naam_63;Code_64;Omschrijving_65;Code_66;Omschrijving_67;Inwonertal_68;Omgevingsadressendichtheid_69
244;168;168;Losser                            ; LSR;Losser                    ;8;Almelo          ;35;Twente                    ;10;Enschede-Hengelo               ;12;Twente                             ;24;Overige gemeenten in Twente             ;4;Twente            ;5;Twente           ;11;GGD Regio Twente                  ;27;Enschede           ;4;Zwolle          ;2303;Twente                                  ;4;Oostelijk Veehouderijgebied  ;2;Oost-Nederland ;22;Enschede              ;   NL2;Oost-Nederland ;NL21;Overijssel   ; NL213;Twente                             ;6;Twente                          ;5;Twente                   ;23;Overijssel   ;2;Arnhem          ;7;Twente                 ;11;Twente, Salland en Vechtstreek          ;12;Twente                         ;7;Twente                                  ;8;Hengelo/Enschede                        ;    ;    ;                              ;0;                ;4;Enschede        ;4;20 000 - < 50 000 inwoners  ;4;Weinig stedelijk    ;22508;659
245;332;332;Maarn                             ; MAN;Maarn                     ;16;Utrecht         ;50;Utrechtsland              ;19;Utrecht-Zeist-Woerden          ;17;Utrecht                            ;44;Utrechtse Heuvelrug                     ;8;Amersfoort        ;9;Utrecht          ;26;GGD Midden-Nederland              ;52;Amersfoort         ;8;Utrecht         ;2605;Zandgebied in Utrecht                   ;5;Centraal Veehouderijgebied   ;3;West-Nederland ;36;Utrecht               ;   NL3;West-Nederland ;NL31;Utrecht      ; NL310;Utrecht                            ;13;Utrecht en omstreken            ;9;Utrecht                  ;26;Utrecht      ;4;Amsterdam       ;18;West Utrecht           ;7;Utrechtse Heuvelrug en 't Gooi          ;19;Utrecht                        ;13;Oost-Utrecht                            ;16;Oost-Utrecht                            ; 191;    ;                              ;0;                ;0;                ;2;5 000 - < 10 000 inwoners   ;5;Niet stedelijk      ;5903;378
246;333;333;Maarssen                          ; MSN;Maarssen                  ;16;Utrecht         ;50;Utrechtsland              ;19;Utrecht-Zeist-Woerden          ;17;Utrecht                            ;48;Vechtstreek en Plassengebied in Utrecht ;9;Utrecht           ;9;Utrecht          ;25;GGD Midden-Nederland              ;51;Utrecht            ;8;Utrecht         ;2603;Centraal tuinbouwgebied in Utrecht      ;10;Rivierengebied               ;3;West-Nederland ;36;Utrecht               ;   NL3;West-Nederland ;NL31;Utrecht      ; NL310;Utrecht                            ;13;Utrecht en omstreken            ;9;Utrecht                  ;26;Utrecht      ;4;Amsterdam       ;18;West Utrecht           ;6;Hollands-Utrechtse meren                ;19;Utrecht                        ;14;West-Utrecht                            ;17;West-Utrecht                            ; 191;    ;                              ;9;Utrecht         ;9;Utrecht         ;4;20 000 - < 50 000 inwoners  ;3;Matig stedelijk     ;39843;1442
247;933;933;Maasbracht                        ; MBT;Maasbracht                ;4;Roermond        ;42;Noord- en Midden-Limburg  ;47;Roermond-Weert                 ;38;Midden-Limburg                     ;122;Overig Midden-Limburg ten oosten v. Maas;24;Noord-Limburg     ;26;Noord-Limburg    ;59;GGD Noord- en Midden-Limburg      ;12;Roermond           ;19;Maastricht      ;3101;Noord-Limburg                           ;13;Zuidelijk veehouderijgebied  ;4;Zuid-Nederland ;77;Roermond              ;   NL4;Zuid-Nederland ;NL42;Limburg      ; NL422;Midden-Limburg                     ;24;Roermond en omstreken           ;23;Limburg-Noord            ;31;Limburg      ;1;'s-Hertogenbosch;31;Roermond               ;14;O.-Brabant, N.- en M.-Limburg, Nijmegen ;39;Midden-Limburg                 ;29;Noord-Limburg                           ;42;Midden-Limburg                          ; 471;    ;                              ;0;                ;0;                ;3;10 000 - < 20 000 inwoners  ;5;Niet stedelijk      ;13722;454
248;934;934;Maasbree                          ; MBE;Maasbree                  ;4;Roermond        ;42;Noord- en Midden-Limburg  ;48;Venlo                          ;37;Noord-Limburg                      ;123;Midden-Limburg ten westen van de Maas   ;24;Noord-Limburg     ;26;Noord-Limburg    ;59;GGD Noord- en Midden Limburg      ;13;Venlo              ;19;Maastricht      ;3101;Noord-Limburg                           ;13;Zuidelijk veehouderijgebied  ;4;Zuid-Nederland ;76;Venlo                 ;   NL4;Zuid-Nederland ;NL42;Limburg      ; NL421;Noord-Limburg                      ;23;Noord-Limburg                   ;23;Limburg-Noord            ;31;Limburg      ;1;'s-Hertogenbosch;29;Noord Limburg          ;14;O.-Brabant, N.- en M.-Limburg, Nijmegen ;38;Noord-Limburg                  ;29;Noord-Limburg                           ;41;Noord-Limburg                           ;    ;    ;                              ;0;                ;0;                ;3;10 000 - < 20 000 inwoners  ;5;Niet stedelijk      ;12855;486
249;Maasdonk;1671;Maasdonk                          ; MNK;Maasdonk                  ;1;'s-Hertogenbosch;72;Noordoost Noord-Brabant   ;41;'s-Hertogenbosch               ;35;Noordoost-Noord-Brabant            ;111;Maaskant                                ;22;'s-Hertogenbosch  ;24;'s-Hertogenbosch ;54;GGD Hart voor Brabant             ;1;'s-Hertogenbosch   ;18;'s-Hertogenbosch;3010;Westelijk Peelgebied                    ;13;Zuidelijk veehouderijgebied  ;4;Zuid-Nederland ;72;Oss                   ;   NL4;Zuid-Nederland ;NL41;Noord-Brabant; NL413;Noordoost-Noord-Brabant            ;12;Noord-Noord-Brabant             ;21;Brabant-Noord            ;30;Noord-Brabant;1;'s-Hertogenbosch;27;Noordoost Brabant      ;13;West- en Midden-Brabant                 ;36;Noordoost-Brabant              ;27;'s-Hertogenbosch + Noordoost Brabant    ;40;Noordoost-Brabant                       ; 413; 352;Overig Noordoost-Noord-Brabant;0;                ;0;                ;3;10 000 - < 20 000 inwoners  ;5;Niet stedelijk      ;11375;310
250;263;263;Maasdriel                         ; MSL;Maasdriel                 ;5;Arnhem          ;48;Gelderland-Zuid           ;41;'s-Hertogenbosch               ;16;Zuidwest-Gelderland                ;42;Bommelerwaard                           ;22;'s-Hertogenbosch  ;24;'s-Hertogenbosch ;20;GGD Rivierenland                  ;16;Tiel               ;6;Nijmegen        ;2506;Bommelerwaard                           ;10;Rivierengebied               ;2;Oost-Nederland ;69;'s-Hertogenbosch      ;   NL2;Oost-Nederland ;NL22;Gelderland   ; NL224;Zuidwest-Gelderland                ;12;Noord-Noord-Brabant             ;8;Gelderland-Zuid          ;25;Gelderland   ;2;Arnhem          ;14;Rivierenland           ;9;Gelders Rivierengebied                  ;15;Rivierenland                   ;12;Nijmegen e.o. en Betuwe                 ;15;Betuwe                                  ; 411;    ;                              ;0;                ;0;                ;4;20 000 - < 50 000 inwoners  ;5;Niet stedelijk      ;23521;397
251;556;556;Maassluis                         ; MSS;Maassluis                 ;10;Rotterdam       ;20;Rotterdam-Rijnmond        ;28;Rotterdam-Schiedam             ;29;Groot-Rijnmond                     ;85;Ind. geb. ten N. van de Nieuwe Waterweg ;17;Rijnmond          ;19;Rijnmond         ;47;GGD Nieuwe Waterweg Noord         ;33;Schiedam           ;14;Dordrecht       ;2802;Rotterdam en omgeving                   ;7;Westelijk Holland            ;3;West-Nederland ;54;Rotterdam             ;   NL3;West-Nederland ;NL33;Zuid-Holland ; NL335;Groot-Rijnmond                     ;17;Rijnmond groot                  ;17;Rotterdam-Rijnmond       ;28;Zuid-Holland ;3;'s-Gravenhage   ;23;Rijnmond               ;17;Overig Nederland                        ;29;Rijnmond                       ;23;Rijnmond                                ;31;Rijnmond                                ; 281; 291;Rijnmond                      ;14;Rotterdam       ;14;Rotterdam       ;4;20 000 - < 50 000 inwoners  ;2;Sterk stedelijk     ;32847;1850
252;935;935;Maastricht                        ; MTT;Maastricht                ;3;Maastricht      ;67;Zuid-Limburg              ;46;Maastricht                     ;39;Zuid-Limburg                       ;126;Maastricht                              ;25;Zuid-Limburg      ;27;Zuid-Limburg     ;62;DGD Zuidelijk Zuid-Limburg        ;9;Maastricht         ;19;Maastricht      ;3102;Zuid-Limburg                            ;14;Zuid-Limburg                 ;4;Zuid-Nederland ;80;Maastricht            ;   NL4;Zuid-Nederland ;NL42;Limburg      ; NL423;Zuid-Limburg                       ;25;Zuid-Limburg                    ;24;Limburg-Zuid             ;31;Limburg      ;1;'s-Hertogenbosch;34;Maastricht Mergelland  ;15;Zuid-Limburg                            ;42;Maastricht en Mergelland       ;30;Zuid-Limburg                            ;45;Heuvelland Zuid-Limburg                 ;    ;    ;                              ;22;Maastricht      ;22;Maastricht      ;6;100 000 - < 150 000 inwoners;2;Sterk stedelijk     ;122183;2011
253;936;936;Margraten                         ; MTN;Margraten                 ;3;Maastricht      ;67;Zuid-Limburg              ;46;Maastricht                     ;39;Zuid-Limburg                       ;127;Overige gemeenten Zuid-Limburg          ;25;Zuid-Limburg      ;27;Zuid-Limburg     ;62;DGD Zuidelijk Zuid-Limburg        ;9;Maastricht         ;19;Maastricht      ;3102;Zuid-Limburg                            ;14;Zuid-Limburg                 ;4;Zuid-Nederland ;80;Maastricht            ;   NL4;Zuid-Nederland ;NL42;Limburg      ; NL423;Zuid-Limburg                       ;25;Zuid-Limburg                    ;24;Limburg-Zuid             ;31;Limburg      ;1;'s-Hertogenbosch;34;Maastricht Mergelland  ;15;Zuid-Limburg                            ;42;Maastricht en Mergelland       ;30;Zuid-Limburg                            ;45;Heuvelland Zuid-Limburg                 ;    ;    ;                              ;0;                ;22;Maastricht      ;3;10 000 - < 20 000 inwoners  ;5;Niet stedelijk      ;13551;258
254;De Marne;1663;De Marne                          ; DME;Marne De                  ;18;Groningen       ;34;Groningen                 ;1;Groningen                      ;3;Overig Groningen                   ;1;Groninger Hoogeland en N. Westerkwartier;1;Groningen-Drenthe ;1;Groningen        ;1;Hulpverleningsdienst GGD Groningen;57;Groningen          ;1;Groningen       ;2001;De Marne                                ;1;Bouwhoek en Hogeland         ;1;Noord-Nederland;1;Groningen             ;   NL1;Noord-Nederland;NL11;Groningen    ; NL113;Overig Groningen                   ;1;Groningen en omstreken          ;1;Groningen                ;20;Groningen    ;5;Leeuwarden      ;1;Noord Groningen        ;17;Overig Nederland                        ;2;Noord-Groningen en Eemsmond    ;1;Ommelanden                              ;1;Ommelanden                              ; 011;    ;                              ;0;                ;0;                ;3;10 000 - < 20 000 inwoners  ;5;Niet stedelijk      ;11210;147
255;25;25;Marum                             ; MRM;Marum                     ;18;Groningen       ;34;Groningen                 ;1;Groningen                      ;3;Overig Groningen                   ;5;Groninger zuidelijk Westerkwartier      ;1;Groningen-Drenthe ;1;Groningen        ;1;Hulpverleningsdienst GGD Groningen;57;Groningen          ;1;Groningen       ;2005;Groninger zuidelijk Westerkwartier      ;3;Noordelijk Weidegebied       ;1;Noord-Nederland;1;Groningen             ;   NL1;Noord-Nederland;NL11;Groningen    ; NL113;Overig Groningen                   ;1;Groningen en omstreken          ;1;Groningen                ;20;Groningen    ;5;Leeuwarden      ;3;Centraal Groningen     ;17;Overig Nederland                        ;3;Centraal en westelijk Groningen;1;Ommelanden                              ;1;Ommelanden                              ; 011;    ;                              ;0;                ;1;Groningen       ;3;10 000 - < 20 000 inwoners  ;5;Niet stedelijk      ;10396;277
256;420;420;Medemblik                         ; MBK;Medemblik                 ;14;Alkmaar         ;6;Noord-Holland-Noord       ;26;Enkhuizen-Hoorn                ;18;Kop van Noord-Holland              ;54;Midden- en Oostelijk West-Friesland     ;11;Alkmaar           ;12;Alkmaar          ;28;GGD Westfriesland                 ;47;Hoorn              ;11;Den Helder      ;2705;West-Friesland en omgeving              ;7;Westelijk Holland            ;3;West-Nederland ;40;Hoorn                 ;   NL3;West-Nederland ;NL32;Noord-Holland; NL321;Kop van Noord-Holland              ;14;Noord-Noord-Holland             ;10;Noord-Holland-Noord      ;27;Noord-Holland;4;Amsterdam       ;19;Noord-Holland Noord    ;3;IJsselmeerkust                          ;22;Westfriesland                  ;18;Kop Noord-Holland/West-Friesland        ;24;Kop Noord-Holland/West-Friesland        ; 261;    ;                              ;0;                ;0;                ;2;5 000 - < 10 000 inwoners   ;4;Weinig stedelijk    ;8037;897
257;993;993;Meerlo-Wanssum                    ; MWM;Meerlo-Wanssum            ;4;Roermond        ;42;Noord- en Midden-Limburg  ;48;Venlo                          ;37;Noord-Limburg                      ;120;Noord-Limburg                           ;24;Noord-Limburg     ;26;Noord-Limburg    ;59;GGD Noord- en Midden Limburg      ;13;Venlo              ;19;Maastricht      ;3101;Noord-Limburg                           ;13;Zuidelijk veehouderijgebied  ;4;Zuid-Nederland ;76;Venlo                 ;   NL4;Zuid-Nederland ;NL42;Limburg      ; NL421;Noord-Limburg                      ;23;Noord-Limburg                   ;23;Limburg-Noord            ;31;Limburg      ;1;'s-Hertogenbosch;29;Noord Limburg          ;14;O.-Brabant, N.- en M.-Limburg, Nijmegen ;38;Noord-Limburg                  ;29;Noord-Limburg                           ;41;Noord-Limburg                           ;    ;    ;                              ;0;                ;0;                ;2;5 000 - < 10 000 inwoners   ;5;Niet stedelijk      ;7728;163
258;938;938;Meerssen                          ; MRN;Meerssen                  ;3;Maastricht      ;67;Zuid-Limburg              ;46;Maastricht                     ;39;Zuid-Limburg                       ;127;Overige gemeenten Zuid-Limburg          ;25;Zuid-Limburg      ;27;Zuid-Limburg     ;62;DGD Zuidelijk Zuid-Limburg        ;9;Maastricht         ;19;Maastricht      ;3102;Zuid-Limburg                            ;14;Zuid-Limburg                 ;4;Zuid-Nederland ;80;Maastricht            ;   NL4;Zuid-Nederland ;NL42;Limburg      ; NL423;Zuid-Limburg                       ;25;Zuid-Limburg                    ;24;Limburg-Zuid             ;31;Limburg      ;1;'s-Hertogenbosch;34;Maastricht Mergelland  ;15;Zuid-Limburg                            ;42;Maastricht en Mergelland       ;30;Zuid-Limburg                            ;45;Heuvelland Zuid-Limburg                 ;    ;    ;                              ;0;                ;22;Maastricht      ;3;10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;19986;564
259;941;941;Meijel                            ; MYL;Meijel                    ;4;Roermond        ;42;Noord- en Midden-Limburg  ;48;Venlo                          ;37;Noord-Limburg                      ;123;Midden-Limburg ten westen van de Maas   ;24;Noord-Limburg     ;26;Noord-Limburg    ;59;GGD Noord- en Midden Limburg      ;12;Roermond           ;19;Maastricht      ;3101;Noord-Limburg                           ;13;Zuidelijk veehouderijgebied  ;4;Zuid-Nederland ;76;Venlo                 ;   NL4;Zuid-Nederland ;NL42;Limburg      ; NL421;Noord-Limburg                      ;23;Noord-Limburg                   ;23;Limburg-Noord            ;31;Limburg      ;1;'s-Hertogenbosch;29;Noord Limburg          ;14;O.-Brabant, N.- en M.-Limburg, Nijmegen ;38;Noord-Limburg                  ;29;Noord-Limburg                           ;41;Noord-Limburg                           ;    ;    ;                              ;0;                ;0;                ;2;5 000 - < 10 000 inwoners   ;5;Niet stedelijk      ;5830;383
260;83;83;Menaldumadeel                     ; MDL;Menaldumadeel             ;17;Leeuwarden      ;23;Fryslân                   ;3;Leeuwarden-Franeker-Dongeradeel;4;Noord-Friesland                    ;12;Friese bouwstreek                       ;2;Friesland         ;2;Friesland        ;72;GGD Friesland                     ;53;Leeuwarden         ;2;Leeuwarden      ;2101;Noordelijk Friesland                    ;1;Bouwhoek en Hogeland         ;1;Noord-Nederland;10;Leeuwarden            ;   NL1;Noord-Nederland;NL12;Friesland    ; NL121;Noord-Friesland                    ;3;Friesland                       ;2;Friesland                ;21;Friesland    ;5;Leeuwarden      ;4;Friesland              ;17;Overig Nederland                        ;4;Friesland-noord                ;3;Noord-Friesland/Waddeneilanden          ;3;Noord-Friesland/Waddeneilanden          ;    ;    ;                              ;0;                ;2;Leeuwarden      ;3;10 000 - < 20 000 inwoners  ;5;Niet stedelijk      ;14017;248
261;Menterwolde;1987;Menterwolde                       ; MTE;Menterwolde               ;18;Groningen       ;34;Groningen                 ;2;Winschoten-Veendam             ;1;Oost-Groningen                     ;3;Groninger Oldambt                       ;1;Groningen-Drenthe ;1;Groningen        ;1;Hulpverleningsdienst GGD Groningen;58;Zuidbroek          ;1;Groningen       ;2003;Oostelijke bouwstreek in Groningen      ;2;Veenkoloniën en Oldambt      ;1;Noord-Nederland;4;Veendam               ;   NL1;Noord-Nederland;NL11;Groningen    ; NL111;Oost-Groningen                     ;2;Oost-Groningen                  ;1;Groningen                ;20;Groningen    ;5;Leeuwarden      ;2;Oost Groningen         ;17;Overig Nederland                        ;1;Oost-Groningen                 ;1;Ommelanden                              ;1;Ommelanden                              ; 022;    ;                              ;0;                ;0;                ;3;10 000 - < 20 000 inwoners  ;5;Niet stedelijk      ;12621;327
262;119;119;Meppel                            ; MPL;Meppel                    ;19;Assen           ;71;Drenthe                   ;8;Meppel-Steenwijk               ;9;Zuidwest-Drenthe                   ;18;Zuiddrents randgebied                   ;3;Zwolle            ;3;Drenthe          ;7;GGD Drenthe                       ;62;Meppel             ;3;Assen           ;2203;Zuidwestelijk weidegebied in Drenthe    ;3;Noordelijk Weidegebied       ;1;Noord-Nederland;15;Meppel                ;   NL1;Noord-Nederland;NL13;Drenthe      ; NL133;Zuidwest-Drenthe                   ;5;Zwolle-Meppel en omstreken      ;3;Drenthe                  ;22;Drenthe      ;5;Leeuwarden      ;5;Zuid Drenthe           ;12;Groningse, Friese en Drentse zandgronden;9;Zuidwest-Drenthe               ;6;Zuidoost- en Zuidwest-Drenthe           ;6;Zuidoost- en Zuidwest-Drenthe           ; 081;    ;                              ;0;                ;0;                ;4;20 000 - < 50 000 inwoners  ;3;Matig stedelijk     ;30651;1101
263;687;687;Middelburg                        ; MBG;Middelburg                ;12;Middelburg      ;5;Zeeland                   ;35;Middelburg-Vlissingen          ;32;Overig Zeeland                     ;95;Kanaalzone Walcheren                    ;19;Zeeland           ;21;Zeeland          ;50;GGD Zeeland                       ;40;Middelburg         ;16;Middelburg      ;2902;Walcheren en Zuid-Beveland              ;11;Zuidwestelijk akkerbouwgebied;3;West-Nederland ;59;Middelburg            ;   NL3;West-Nederland ;NL34;Zeeland      ; NL342;Overig Zeeland                     ;19;Zeeland                         ;19;Zeeland                  ;29;Zeeland      ;3;'s-Gravenhage   ;24;Zeeland                ;4;Deltagebied                             ;32;Walcheren                      ;24;Zeeland                                 ;32;Noord- en Midden-Zeeland                ;    ;    ;                              ;0;                ;0;                ;4;20 000 - < 50 000 inwoners  ;2;Sterk stedelijk     ;46350;1564
264;559;559;Middelharnis                      ; MHS;Middelharnis              ;10;Rotterdam       ;20;Rotterdam-Rijnmond        ;28;Rotterdam-Schiedam             ;29;Groot-Rijnmond                     ;92;Goeree en Overflakkee                   ;17;Rijnmond          ;19;Rijnmond         ;49;GGD Zuid-Hollandse Eilanden       ;36;Sommelsdijk        ;14;Dordrecht       ;2803;Goeree-Overflakkee                      ;11;Zuidwestelijk akkerbouwgebied;3;West-Nederland ;57;Middelharnis          ;   NL3;West-Nederland ;NL33;Zuid-Holland ; NL335;Groot-Rijnmond                     ;17;Rijnmond groot                  ;17;Rotterdam-Rijnmond       ;28;Zuid-Holland ;3;'s-Gravenhage   ;23;Rijnmond               ;4;Deltagebied                             ;29;Rijnmond                       ;22;Drechtsteden/Hoekse Waard/Goeree Overfl.;30;Drechtsteden/Hoekse Waard/Goeree Overfl.; 284; 292;Overig Groot-Rijnmond         ;0;                ;0;                ;3;10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;17450;827
265;Midden-Delfland;1842;Midden-Delfland                   ; MLD;Midden-Delfland           ;9;'s-Gravenhage   ;46;Haaglanden                ;30;Delft                          ;27;Delft en Westland                  ;81;Westland                                ;15;'s-Gravenhage     ;17;Delft en Westland;44;GGD Delfland                      ;29;Delft              ;14;Dordrecht       ;2809;Westland en Zuidhollandse Droogmakerijen;7;Westelijk Holland            ;3;West-Nederland ;50;Delft                 ;   NL3;West-Nederland ;NL33;Zuid-Holland ; NL333;Delft en Westland                  ;16;Noord-Zuid-Holland              ;15;Haaglanden               ;28;Zuid-Holland ;3;'s-Gravenhage   ;22;Haaglanden             ;17;Overig Nederland                        ;28;Haaglanden                     ;20;'s-Gravenhage/Westland                  ;28;Westland                                ;    ;    ;                              ;0;                ;13;'s-Gravenhage   ;3;10 000 - < 20 000 inwoners  ;3;Matig stedelijk     ;17072;1103
266;Midden-Drenthe;1731;Midden-Drenthe                    ; MDE;Midden-Drenthe            ;19;Assen           ;71;Drenthe                   ;7;Assen-Hoogeveen                ;7;Noord-Drenthe                      ;17;Drentse zandgronden                     ;1;Groningen-Drenthe ;3;Drenthe          ;7;GGD Drenthe                       ;60;Assen              ;3;Assen           ;2202;Smilde en Centraal zandgebied in Drenthe;2;Veenkoloniën en Oldambt      ;1;Noord-Nederland;11;Assen                 ;   NL1;Noord-Nederland;NL13;Drenthe      ; NL131;Noord-Drenthe                      ;4;Assen-Hoogeveen-Emmen           ;3;Drenthe                  ;22;Drenthe      ;5;Leeuwarden      ;5;Zuid Drenthe           ;12;Groningse, Friese en Drentse zandgronden;7;Noord- en midden-Drenthe       ;5;Noord- en Midden-Drenthe                ;5;Noord- en Midden-Drenthe                ; 071;    ;                              ;0;                ;0;                ;4;20 000 - < 50 000 inwoners  ;5;Niet stedelijk      ;32806;352
267;815;815;Mill en Sint Hubert               ; MHT;Mill en Sint Hubert       ;1;'s-Hertogenbosch;72;Noordoost Noord-Brabant   ;15;Nijmegen                       ;35;Noordoost-Noord-Brabant            ;119;Land van Cuijk                          ;7;Nijmegen          ;24;'s-Hertogenbosch ;54;GGD Hart voor Brabant             ;4;Boxmeer            ;18;'s-Hertogenbosch;3009;Maaskant en Land van Cuijk              ;13;Zuidelijk veehouderijgebied  ;4;Zuid-Nederland ;73;Boxmeer               ;   NL4;Zuid-Nederland ;NL41;Noord-Brabant; NL413;Noordoost-Noord-Brabant            ;11;Oostelijk Maas-Waalgebied       ;21;Brabant-Noord            ;30;Noord-Brabant;1;'s-Hertogenbosch;27;Noordoost Brabant      ;14;O.-Brabant, N.- en M.-Limburg, Nijmegen ;36;Noordoost-Brabant              ;27;'s-Hertogenbosch + Noordoost Brabant    ;40;Noordoost-Brabant                       ; 152; 352;Overig Noordoost-Noord-Brabant;0;                ;0;                ;3;10 000 - < 20 000 inwoners  ;5;Niet stedelijk      ;11044;271
268;265;265;Millingen aan de Rijn             ; MIN;Millingen aan de Rijn     ;5;Arnhem          ;48;Gelderland-Zuid           ;15;Nijmegen                       ;15;Arnhem/Nijmegen                    ;40;Gebied om Nijmegen                      ;7;Nijmegen          ;8;Nijmegen         ;21;GGD Regio Nijmegen                ;17;Nijmegen           ;6;Nijmegen        ;2503;Zuidelijk Gelderland                    ;4;Oostelijk Veehouderijgebied  ;2;Oost-Nederland ;30;Nijmegen              ;   NL2;Oost-Nederland ;NL22;Gelderland   ; NL223;Arnhem/Nijmegen                    ;11;Oostelijk Maas-Waalgebied       ;8;Gelderland-Zuid          ;25;Gelderland   ;2;Arnhem          ;13;Nijmegen               ;14;O.-Brabant, N.- en M.-Limburg, Nijmegen ;14;Arnhem/Nijmegen                ;12;Nijmegen e.o. en Betuwe                 ;14;Nijmegen e.o.                           ; 151;    ;                              ;0;                ;0;                ;2;5 000 - < 10 000 inwoners   ;4;Weinig stedelijk    ;5914;557
269;Moerdijk;1709;Moerdijk                          ; MOK;Moerdijk                  ;2;Breda           ;1;Midden- en West-Brabant   ;44;Bergen op Zoom/Roosendaal      ;33;West-Noord-Brabant                 ;101;Zeekleigebied in Noord-Brabant          ;20;Breda             ;22;Breda            ;52;GGD West-Brabant                  ;7;Zevenbergen        ;17;Tilburg         ;3001;Noordwesthoek                           ;11;Zuidwestelijk akkerbouwgebied;4;Zuid-Nederland ;65;Roosendaal en Nispen  ;   NL4;Zuid-Nederland ;NL41;Noord-Brabant; NL411;West-Noord-Brabant                 ;20;West-Noord-Brabant              ;20;Midden- en West-Brabant  ;30;Noord-Brabant;1;'s-Hertogenbosch;25;West Brabant           ;4;Deltagebied                             ;34;West-Brabant                   ;25;Roosendaal/Breda                        ;35;Breda e.o.                              ; 442;    ;                              ;0;                ;0;                ;4;20 000 - < 50 000 inwoners  ;4;Weinig stedelijk    ;36775;613
270;335;335;Montfoort                         ; MFT;Montfoort                 ;16;Utrecht         ;50;Utrechtsland              ;19;Utrecht-Zeist-Woerden          ;17;Utrecht                            ;49;Utrechts weidegebied                    ;9;Utrecht           ;9;Utrecht          ;25;GGD Midden-Nederland              ;51;Utrecht            ;8;Utrecht         ;2602;Westelijk weidegebied in Utrecht        ;9;Hollands/Utrechts weidegebied;3;West-Nederland ;48;Woerden               ;   NL3;West-Nederland ;NL31;Utrecht      ; NL310;Utrecht                            ;13;Utrecht en omstreken            ;9;Utrecht                  ;26;Utrecht      ;4;Amsterdam       ;18;West Utrecht           ;17;Overig Nederland                        ;19;Utrecht                        ;14;West-Utrecht                            ;17;West-Utrecht                            ; 193;    ;                              ;0;                ;0;                ;3;10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;13367;649
271;944;944;Mook en Middelaar                 ; MMR;Mook en Middelaar         ;4;Roermond        ;48;Gelderland-Zuid           ;15;Nijmegen                       ;37;Noord-Limburg                      ;120;Noord-Limburg                           ;7;Nijmegen          ;8;Nijmegen         ;21;GGD Regio Nijmegen                ;13;Venlo              ;19;Maastricht      ;3101;Noord-Limburg                           ;13;Zuidelijk veehouderijgebied  ;4;Zuid-Nederland ;30;Nijmegen              ;   NL4;Zuid-Nederland ;NL42;Limburg      ; NL421;Noord-Limburg                      ;11;Oostelijk Maas-Waalgebied       ;23;Limburg-Noord            ;31;Limburg      ;1;'s-Hertogenbosch;13;Nijmegen               ;14;O.-Brabant, N.- en M.-Limburg, Nijmegen ;14;Arnhem/Nijmegen                ;29;Noord-Limburg                           ;41;Noord-Limburg                           ; 151;    ;                              ;0;                ;7;Nijmegen        ;2;5 000 - < 10 000 inwoners   ;5;Niet stedelijk      ;7977;357
272;563;563;Moordrecht                        ; MRT;Moordrecht                ;9;'s-Gravenhage   ;16;Hollands-Midden           ;33;Gouda                          ;28;Oost-Zuid-Holland                  ;74;Gouda en omstreken                      ;16;Gouda             ;18;Midden Holland   ;45;GGD Midden-Holland                ;34;Gouda              ;15;Leiden          ;2806;Krimpenerwaard en Oostelijk Rijnland    ;9;Hollands/Utrechts weidegebied;3;West-Nederland ;51;Gouda                 ;   NL3;West-Nederland ;NL33;Zuid-Holland ; NL334;Oost-Zuid-Holland                  ;16;Noord-Zuid-Holland              ;16;Hollands Midden          ;28;Zuid-Holland ;3;'s-Gravenhage   ;21;Rijnstreek             ;17;Overig Nederland                        ;27;Zuid-Holland-Oost              ;21;Rijnstreek/Midden-Holland/Alblasserwaard;29;Rijnstreek/Midden-Holland/Alblasserwaard;    ;    ;                              ;0;                ;0;                ;2;5 000 - < 10 000 inwoners   ;4;Weinig stedelijk    ;8110;947
