ID;Geslacht;KenmerkenVanPersonen;Perioden;MedianeKoopkrachtontwikkeling_1;PersonenMetKoopkrachtdaling_2;PersonenMetKoopkrachtstijging_3;k_20ePercentiel_4;k_40ePercentiel_5;k_60ePercentiel_6;k_80ePercentiel_7
216;Totaal mannen en vrouwen;SEC: uitkerings- en pensioenontvanger;2012;-1.2;67.5;32.5;-5.7;-1.9;-0.7;2.7
217;Totaal mannen en vrouwen;SEC: uitkerings- en pensioenontvanger;2013;-2.6;73.8;26.2;-7.9;-3.7;-1.6;1.4
218;Totaal mannen en vrouwen;SEC: uitkerings- en pensioenontvanger;2014;0.9;38.0;62.0;-3.9;0.2;1.7;5.2
219;Totaal mannen en vrouwen;SEC: uitkerings- en pensioenontvanger;2015;0.2;46.1;53.9;-4.1;-0.4;0.9;4.1
220;Totaal mannen en vrouwen;SEC: uitkerings- en pensioenontvanger;2016;1.0;36.8;63.2;-3.3;0.3;1.5;4.8
221;Totaal mannen en vrouwen;SEC: uitkerings- en pensioenontvanger;2017;0.0;50.6;49.4;-3.9;-0.6;0.5;3.7
222;Totaal mannen en vrouwen;SEC: uitkerings- en pensioenontvanger;2018;-0.3;58.7;41.3;-3.5;-0.7;0.1;3.5
223;Totaal mannen en vrouwen;SEC: uitkerings- en pensioenontvanger;2019;0.7;32.3;67.7;-2.2;0.3;1.1;4.5
224;Totaal mannen en vrouwen;SEC: uitkerings- en pensioenontvanger;2020;1.3;28.5;71.5;-2.7;0.9;1.7;4.7
225;Totaal mannen en vrouwen;SEC: uitkerings- en pensioenontvanger;2021;-0.2;55.9;44.1;-3.0;-0.6;0.2;4.8
226;Totaal mannen en vrouwen;SEC: uitkerings- en pensioenontvanger;2022;-2.7;64.6;35.4;-5.5;-3.3;-1.4;4.6
227;Totaal mannen en vrouwen;SEC: uitkerings- en pensioenontvanger;2023;-0.2;52.5;47.5;-4.3;-1.1;0.6;3.8
228;Totaal mannen en vrouwen;SEC: uitkeringsontvanger;2012;-1.5;64.3;35.7;-9.5;-2.6;-0.7;5.3
229;Totaal mannen en vrouwen;SEC: uitkeringsontvanger;2013;-1.7;64.2;35.8;-10.6;-2.8;-0.8;5.6
230;Totaal mannen en vrouwen;SEC: uitkeringsontvanger;2014;1.5;38.1;61.9;-7.0;0.3;2.4;9.7
231;Totaal mannen en vrouwen;SEC: uitkeringsontvanger;2015;0.7;41.9;58.1;-7.2;-0.2;1.7;8.7
232;Totaal mannen en vrouwen;SEC: uitkeringsontvanger;2016;1.3;33.9;66.1;-5.6;0.8;2.5;9.6
233;Totaal mannen en vrouwen;SEC: uitkeringsontvanger;2017;0.4;42.3;57.7;-5.9;-0.2;1.2;8.2
234;Totaal mannen en vrouwen;SEC: uitkeringsontvanger;2018;-0.1;51.4;48.6;-5.8;-0.5;0.7;7.7
235;Totaal mannen en vrouwen;SEC: uitkeringsontvanger;2019;0.7;35.4;64.6;-4.6;0.2;1.6;8.3
236;Totaal mannen en vrouwen;SEC: uitkeringsontvanger;2020;1.7;29.4;70.6;-4.3;1.3;2.4;9.0
237;Totaal mannen en vrouwen;SEC: uitkeringsontvanger;2021;0.1;47.9;52.1;-5.3;-0.3;1.2;8.6
238;Totaal mannen en vrouwen;SEC: uitkeringsontvanger;2022;2.4;42.3;57.7;-6.0;-0.8;4.5;8.1
239;Totaal mannen en vrouwen;SEC: uitkeringsontvanger;2023;1.4;36.2;63.8;-4.3;0.5;2.7;8.4
240;Totaal mannen en vrouwen;SEC: ontvanger werkloosheidsuitkering;2012;-2.3;60.2;39.8;-14.5;-5.1;0.0;7.1
241;Totaal mannen en vrouwen;SEC: ontvanger werkloosheidsuitkering;2013;-2.3;59.1;40.9;-15.1;-5.4;0.2;8.0
242;Totaal mannen en vrouwen;SEC: ontvanger werkloosheidsuitkering;2014;-0.1;50.2;49.8;-13.1;-3.1;2.5;10.4
243;Totaal mannen en vrouwen;SEC: ontvanger werkloosheidsuitkering;2015;0.2;49.3;50.7;-12.4;-2.6;2.4;10.5
244;Totaal mannen en vrouwen;SEC: ontvanger werkloosheidsuitkering;2016;1.4;44.2;55.8;-11.1;-1.2;3.7;12.1
245;Totaal mannen en vrouwen;SEC: ontvanger werkloosheidsuitkering;2017;0.1;49.5;50.5;-11.7;-2.2;2.4;11.3
246;Totaal mannen en vrouwen;SEC: ontvanger werkloosheidsuitkering;2018;0.2;48.9;51.1;-11.6;-2.0;2.4;10.9
247;Totaal mannen en vrouwen;SEC: ontvanger werkloosheidsuitkering;2019;0.7;46.8;53.2;-11.8;-1.8;3.0;11.6
248;Totaal mannen en vrouwen;SEC: ontvanger werkloosheidsuitkering;2020;1.1;46.4;53.6;-13.7;-2.3;3.6;12.2
249;Totaal mannen en vrouwen;SEC: ontvanger werkloosheidsuitkering;2021;0.7;47.6;52.4;-14.3;-2.6;4.0;14.3
250;Totaal mannen en vrouwen;SEC: ontvanger werkloosheidsuitkering;2022;-1.9;55.8;44.2;-17.3;-5.6;1.3;10.6
251;Totaal mannen en vrouwen;SEC: ontvanger werkloosheidsuitkering;2023;-0.9;52.4;47.6;-16.7;-4.7;2.7;10.9
252;Totaal mannen en vrouwen;SEC: ontvanger van sociale voorziening;2012;-1.6;66.3;33.7;-8.3;-2.3;-0.9;5.1
253;Totaal mannen en vrouwen;SEC: ontvanger van sociale voorziening;2013;-1.6;66.0;34.0;-9.6;-2.3;-1.0;5.3
254;Totaal mannen en vrouwen;SEC: ontvanger van sociale voorziening;2014;2.0;30.7;69.3;-4.3;1.3;2.7;10.6
255;Totaal mannen en vrouwen;SEC: ontvanger van sociale voorziening;2015;0.9;36.1;63.9;-5.2;0.3;1.6;8.4
256;Totaal mannen en vrouwen;SEC: ontvanger van sociale voorziening;2016;1.3;30.4;69.6;-4.2;1.0;2.0;8.6
257;Totaal mannen en vrouwen;SEC: ontvanger van sociale voorziening;2017;0.5;36.0;64.0;-3.7;0.2;1.1;7.5
258;Totaal mannen en vrouwen;SEC: ontvanger van sociale voorziening;2018;-0.2;53.9;46.1;-4.3;-0.5;0.4;6.5
259;Totaal mannen en vrouwen;SEC: ontvanger van sociale voorziening;2019;0.6;33.5;66.5;-2.9;0.2;1.1;7.0
260;Totaal mannen en vrouwen;SEC: ontvanger van sociale voorziening;2020;1.7;24.6;75.4;-1.8;1.4;2.1;7.6
261;Totaal mannen en vrouwen;SEC: ontvanger van sociale voorziening;2021;0.0;50.6;49.4;-2.9;-0.3;0.8;7.9
262;Totaal mannen en vrouwen;SEC: ontvanger van sociale voorziening;2022;4.5;28.6;71.4;-3.1;2.9;5.3;8.5
263;Totaal mannen en vrouwen;SEC: ontvanger van sociale voorziening;2023;1.4;32.8;67.2;-2.8;0.7;2.5;8.0
264;Totaal mannen en vrouwen;SEC: arbeidsongeschikte;2012;-1.3;63.1;36.9;-8.7;-2.4;-0.4;4.9
265;Totaal mannen en vrouwen;SEC: arbeidsongeschikte;2013;-1.7;63.4;36.6;-9.4;-2.9;-0.6;5.1
266;Totaal mannen en vrouwen;SEC: arbeidsongeschikte;2014;1.0;41.2;58.8;-6.5;-0.1;2.1;8.4
267;Totaal mannen en vrouwen;SEC: arbeidsongeschikte;2015;0.5;45.1;54.9;-6.6;-0.5;1.5;8.1
268;Totaal mannen en vrouwen;SEC: arbeidsongeschikte;2016;1.4;33.9;66.1;-4.9;0.7;2.9;9.7
269;Totaal mannen en vrouwen;SEC: arbeidsongeschikte;2017;0.2;47.7;52.3;-6.5;-0.6;1.1;8.0
270;Totaal mannen en vrouwen;SEC: arbeidsongeschikte;2018;0.1;48.5;51.5;-6.3;-0.5;1.1;8.0
271;Totaal mannen en vrouwen;SEC: arbeidsongeschikte;2019;1.0;35.3;64.7;-5.2;0.4;2.1;9.0
272;Totaal mannen en vrouwen;SEC: arbeidsongeschikte;2020;1.8;31.8;68.2;-5.5;1.3;3.0;9.9
273;Totaal mannen en vrouwen;SEC: arbeidsongeschikte;2021;0.3;44.4;55.6;-6.9;-0.3;1.5;8.7
274;Totaal mannen en vrouwen;SEC: arbeidsongeschikte;2022;-1.6;56.7;43.3;-8.4;-2.7;1.0;7.0
275;Totaal mannen en vrouwen;SEC: arbeidsongeschikte;2023;1.6;38.5;61.5;-5.4;0.2;2.9;8.5
276;Totaal mannen en vrouwen;SEC: pensioenontvanger;2012;-1.2;68.9;31.1;-4.7;-1.7;-0.7;2.0
277;Totaal mannen en vrouwen;SEC: pensioenontvanger;2013;-2.8;77.5;22.5;-7.3;-3.8;-1.9;0.5
278;Totaal mannen en vrouwen;SEC: pensioenontvanger;2014;0.8;37.8;62.2;-3.0;0.2;1.4;3.9
279;Totaal mannen en vrouwen;SEC: pensioenontvanger;2015;0.1;47.5;52.5;-3.2;-0.4;0.7;2.9
280;Totaal mannen en vrouwen;SEC: pensioenontvanger;2016;0.8;37.5;62.5;-2.7;0.2;1.4;3.4
281;Totaal mannen en vrouwen;SEC: pensioenontvanger;2017;-0.2;53.4;46.6;-3.2;-0.7;0.3;2.4
282;Totaal mannen en vrouwen;SEC: pensioenontvanger;2018;-0.4;61.3;38.7;-2.7;-0.7;0.0;2.3
283;Totaal mannen en vrouwen;SEC: pensioenontvanger;2019;0.7;30.8;69.2;-1.4;0.4;1.0;3.5
284;Totaal mannen en vrouwen;SEC: pensioenontvanger;2020;1.2;27.7;72.3;-2.0;0.8;1.5;3.3
285;Totaal mannen en vrouwen;SEC: pensioenontvanger;2021;-0.3;58.6;41.4;-2.4;-0.6;0.1;3.4
286;Totaal mannen en vrouwen;SEC: pensioenontvanger;2022;-3.0;71.8;28.2;-5.3;-3.4;-2.4;2.7
287;Totaal mannen en vrouwen;SEC: pensioenontvanger;2023;-0.6;57.6;42.4;-4.2;-1.4;0.2;2.5
288;Totaal mannen en vrouwen;SEC:(school)kind of student;2012;-0.9;54.3;45.7;-10.4;-2.9;1.2;8.2
289;Totaal mannen en vrouwen;SEC:(school)kind of student;2013;0.0;49.8;50.2;-9.9;-2.0;2.1;9.6
290;Totaal mannen en vrouwen;SEC:(school)kind of student;2014;2.7;37.5;62.5;-7.2;0.6;4.9;13.1
291;Totaal mannen en vrouwen;SEC:(school)kind of student;2015;2.7;37.7;62.3;-7.6;0.6;5.0;13.4
292;Totaal mannen en vrouwen;SEC:(school)kind of student;2016;4.9;30.1;69.9;-4.8;2.6;7.3;16.0
293;Totaal mannen en vrouwen;SEC:(school)kind of student;2017;1.9;39.6;60.4;-6.7;0.1;4.3;13.6
294;Totaal mannen en vrouwen;SEC:(school)kind of student;2018;2.1;39.4;60.6;-6.6;0.1;4.6;13.5
295;Totaal mannen en vrouwen;SEC:(school)kind of student;2019;2.8;35.6;64.4;-5.8;0.9;5.3;14.1
296;Totaal mannen en vrouwen;SEC:(school)kind of student;2020;4.4;31.7;68.3;-5.6;2.1;6.8;15.2
297;Totaal mannen en vrouwen;SEC:(school)kind of student;2021;2.9;36.0;64.0;-6.0;0.9;5.4;14.6
298;Totaal mannen en vrouwen;SEC:(school)kind of student;2022;0.4;48.4;51.6;-8.3;-1.9;2.9;11.5
299;Totaal mannen en vrouwen;SEC:(school)kind of student;2023;1.6;42.6;57.4;-7.0;-0.6;3.8;11.0
300;Totaal mannen en vrouwen;SEC: overige (zonder inkomen);2012;-1.8;61.6;38.4;-9.6;-3.3;-0.3;6.3
301;Totaal mannen en vrouwen;SEC: overige (zonder inkomen);2013;-1.4;58.0;42.0;-9.9;-3.2;0.4;6.9
302;Totaal mannen en vrouwen;SEC: overige (zonder inkomen);2014;1.4;40.5;59.5;-6.7;-0.1;3.0;10.5
303;Totaal mannen en vrouwen;SEC: overige (zonder inkomen);2015;1.0;42.6;57.4;-7.0;-0.4;2.8;10.3
304;Totaal mannen en vrouwen;SEC: overige (zonder inkomen);2016;2.4;34.8;65.2;-5.3;0.9;4.4;12.0
305;Totaal mannen en vrouwen;SEC: overige (zonder inkomen);2017;0.2;48.0;52.0;-7.1;-1.0;1.8;10.1
306;Totaal mannen en vrouwen;SEC: overige (zonder inkomen);2018;0.2;48.0;52.0;-7.0;-0.8;2.1;10.5
307;Totaal mannen en vrouwen;SEC: overige (zonder inkomen);2019;1.6;37.1;62.9;-5.8;0.4;3.2;11.7
308;Totaal mannen en vrouwen;SEC: overige (zonder inkomen);2020;2.5;33.2;66.8;-6.2;1.2;4.4;12.3
309;Totaal mannen en vrouwen;SEC: overige (zonder inkomen);2021;1.0;43.5;56.5;-6.9;-0.5;3.0;12.3
310;Totaal mannen en vrouwen;SEC: overige (zonder inkomen);2022;-1.6;57.1;42.9;-9.6;-3.3;0.8;8.7
311;Totaal mannen en vrouwen;SEC: overige (zonder inkomen);2023;-0.6;52.9;47.1;-9.3;-2.5;1.4;8.5
312;Mannen;Totaal personen;2012;-1.1;57.3;42.7;-9.7;-2.6;0.5;7.4
313;Mannen;Totaal personen;2013;-1.0;55.2;44.8;-9.7;-2.8;1.0;8.2
314;Mannen;Totaal personen;2014;1.9;37.9;62.1;-6.7;0.4;3.9;11.9
315;Mannen;Totaal personen;2015;1.4;40.6;59.4;-7.0;-0.1;3.5;11.7
316;Mannen;Totaal personen;2016;3.2;32.3;67.7;-4.7;1.3;5.7;14.3
317;Mannen;Totaal personen;2017;0.8;43.9;56.1;-6.6;-0.5;2.8;12.0
318;Mannen;Totaal personen;2018;0.7;44.9;55.1;-6.4;-0.5;3.0;12.0
319;Mannen;Totaal personen;2019;1.7;35.8;64.2;-5.6;0.5;3.8;12.7
320;Mannen;Totaal personen;2020;2.6;32.4;67.6;-5.8;1.2;5.0;13.7
321;Mannen;Totaal personen;2021;1.5;41.3;58.7;-6.0;-0.1;3.9;13.4
322;Mannen;Totaal personen;2022;-1.1;54.5;45.5;-8.6;-2.9;1.5;9.9
323;Mannen;Totaal personen;2023;0.3;48.0;52.0;-7.3;-1.3;2.2;9.5
324;Mannen;Leeftijd: 0 tot 15 jaar;2012;-0.9;54.8;45.2;-9.1;-2.6;1.0;7.3
325;Mannen;Leeftijd: 0 tot 15 jaar;2013;-0.1;50.3;49.7;-8.7;-1.8;1.8;8.3
326;Mannen;Leeftijd: 0 tot 15 jaar;2014;2.6;36.1;63.9;-5.9;0.9;4.6;11.8
327;Mannen;Leeftijd: 0 tot 15 jaar;2015;2.5;36.9;63.1;-6.3;0.7;4.5;12.0
328;Mannen;Leeftijd: 0 tot 15 jaar;2016;4.9;28.2;71.8;-3.6;2.8;7.0;14.7
329;Mannen;Leeftijd: 0 tot 15 jaar;2017;1.7;39.5;60.5;-5.9;0.1;3.7;11.9
330;Mannen;Leeftijd: 0 tot 15 jaar;2018;1.8;39.7;60.3;-5.9;0.1;3.9;12.1
331;Mannen;Leeftijd: 0 tot 15 jaar;2019;2.4;35.7;64.3;-5.4;0.7;4.5;12.6
332;Mannen;Leeftijd: 0 tot 15 jaar;2020;4.2;30.4;69.6;-4.7;2.2;6.4;14.1
333;Mannen;Leeftijd: 0 tot 15 jaar;2021;2.6;35.8;64.2;-5.4;0.8;4.8;13.1
334;Mannen;Leeftijd: 0 tot 15 jaar;2022;0.0;49.8;50.2;-7.8;-2.0;2.4;10.1
335;Mannen;Leeftijd: 0 tot 15 jaar;2023;1.2;43.5;56.5;-6.5;-0.7;3.2;9.4
336;Mannen;Leeftijd: 15 tot 25 jaar;2012;-0.2;50.9;49.1;-13.1;-3.1;2.6;11.7
337;Mannen;Leeftijd: 15 tot 25 jaar;2013;0.8;47.2;52.8;-12.6;-2.1;3.8;13.4
338;Mannen;Leeftijd: 15 tot 25 jaar;2014;3.6;38.1;61.9;-9.8;0.6;6.8;17.6
339;Mannen;Leeftijd: 15 tot 25 jaar;2015;3.9;37.3;62.7;-10.2;0.9;7.2;18.1
340;Mannen;Leeftijd: 15 tot 25 jaar;2016;6.1;31.6;68.4;-6.8;2.9;9.5;21.1
341;Mannen;Leeftijd: 15 tot 25 jaar;2017;3.9;37.1;62.9;-7.9;0.9;7.3;19.4
342;Mannen;Leeftijd: 15 tot 25 jaar;2018;4.1;36.4;63.6;-7.8;1.1;7.6;19.1
343;Mannen;Leeftijd: 15 tot 25 jaar;2019;5.0;33.6;66.4;-6.6;2.0;8.4;19.8
344;Mannen;Leeftijd: 15 tot 25 jaar;2020;5.7;32.8;67.2;-7.3;2.5;9.1;20.1
345;Mannen;Leeftijd: 15 tot 25 jaar;2021;4.8;34.7;65.3;-7.2;1.7;8.3;20.1
346;Mannen;Leeftijd: 15 tot 25 jaar;2022;2.1;43.2;56.8;-9.7;-1.0;5.6;16.9
347;Mannen;Leeftijd: 15 tot 25 jaar;2023;3.5;38.2;61.8;-8.0;0.6;6.8;17.0
348;Mannen;Leeftijd: 25 tot 45 jaar;2012;-0.9;54.4;45.6;-11.7;-2.9;1.2;8.8
349;Mannen;Leeftijd: 25 tot 45 jaar;2013;0.0;50.2;49.8;-11.3;-2.2;2.1;10.1
350;Mannen;Leeftijd: 25 tot 45 jaar;2014;2.7;37.5;62.5;-8.3;0.7;5.0;14.0
351;Mannen;Leeftijd: 25 tot 45 jaar;2015;2.2;39.4;60.6;-8.8;0.1;4.6;14.1
352;Mannen;Leeftijd: 25 tot 45 jaar;2016;4.9;31.2;68.8;-6.0;2.4;7.4;17.5
353;Mannen;Leeftijd: 25 tot 45 jaar;2017;1.6;41.6;58.4;-8.5;-0.3;4.1;14.5
354;Mannen;Leeftijd: 25 tot 45 jaar;2018;1.9;41.0;59.0;-8.2;-0.2;4.5;14.9
355;Mannen;Leeftijd: 25 tot 45 jaar;2019;2.6;37.1;62.9;-7.7;0.5;5.1;15.2
356;Mannen;Leeftijd: 25 tot 45 jaar;2020;4.1;33.2;66.8;-7.4;1.8;6.6;16.3
357;Mannen;Leeftijd: 25 tot 45 jaar;2021;2.7;37.4;62.6;-7.7;0.5;5.3;16.0
358;Mannen;Leeftijd: 25 tot 45 jaar;2022;0.0;50.0;50.0;-10.4;-2.3;2.7;12.6
359;Mannen;Leeftijd: 25 tot 45 jaar;2023;0.8;46.1;53.9;-9.4;-1.3;2.9;11.1
360;Mannen;Leeftijd: 45 tot 65 jaar;2012;-1.3;58.1;41.9;-9.6;-3.0;0.4;7.3
361;Mannen;Leeftijd: 45 tot 65 jaar;2013;-0.7;53.9;46.1;-9.6;-2.5;1.2;8.5
362;Mannen;Leeftijd: 45 tot 65 jaar;2014;2.1;38.2;61.8;-6.8;0.4;4.1;12.3
363;Mannen;Leeftijd: 45 tot 65 jaar;2015;1.6;39.8;60.2;-7.2;0.0;3.7;11.8
364;Mannen;Leeftijd: 45 tot 65 jaar;2016;3.5;32.0;68.0;-4.9;1.5;5.7;14.2
365;Mannen;Leeftijd: 45 tot 65 jaar;2017;0.7;44.7;55.3;-6.8;-0.7;2.8;11.8
366;Mannen;Leeftijd: 45 tot 65 jaar;2018;0.7;45.2;54.8;-6.8;-0.6;2.8;11.6
367;Mannen;Leeftijd: 45 tot 65 jaar;2019;1.7;37.4;62.6;-5.8;0.3;3.8;12.5
368;Mannen;Leeftijd: 45 tot 65 jaar;2020;2.9;33.4;66.6;-6.1;1.4;5.0;13.3
369;Mannen;Leeftijd: 45 tot 65 jaar;2021;1.7;39.7;60.3;-6.2;0.0;3.9;13.2
370;Mannen;Leeftijd: 45 tot 65 jaar;2022;-1.0;54.4;45.6;-9.0;-2.8;1.5;9.6
371;Mannen;Leeftijd: 45 tot 65 jaar;2023;0.0;50.0;50.0;-7.7;-1.8;1.8;8.8
372;Mannen;Leeftijd: 65 jaar of ouder;2012;-1.2;68.7;31.3;-5.4;-1.8;-0.7;2.1
373;Mannen;Leeftijd: 65 jaar of ouder;2013;-3.1;77.2;22.8;-7.8;-4.0;-2.1;0.6
374;Mannen;Leeftijd: 65 jaar of ouder;2014;0.7;40.0;60.0;-3.7;0.0;1.3;4.2
375;Mannen;Leeftijd: 65 jaar of ouder;2015;0.0;50.2;49.8;-4.0;-0.6;0.6;3.3
376;Mannen;Leeftijd: 65 jaar of ouder;2016;0.8;39.1;60.9;-3.3;0.1;1.4;4.2
377;Mannen;Leeftijd: 65 jaar of ouder;2017;-0.3;54.7;45.3;-4.0;-0.8;0.3;3.3
378;Mannen;Leeftijd: 65 jaar of ouder;2018;-0.4;60.4;39.6;-3.7;-0.8;0.0;3.5
379;Mannen;Leeftijd: 65 jaar of ouder;2019;0.7;33.4;66.6;-2.4;0.3;1.1;4.7
380;Mannen;Leeftijd: 65 jaar of ouder;2020;1.1;31.4;68.6;-3.8;0.7;1.5;4.8
381;Mannen;Leeftijd: 65 jaar of ouder;2021;-0.3;57.5;42.5;-3.7;-0.7;0.2;5.2
382;Mannen;Leeftijd: 65 jaar of ouder;2022;-3.1;71.0;29.0;-6.6;-3.6;-2.4;3.0
383;Mannen;Leeftijd: 65 jaar of ouder;2023;-0.6;56.9;43.1;-5.3;-1.5;0.3;3.4
384;Mannen;Herkomst: autochtoon;2012;-1.0;57.1;42.9;-9.1;-2.5;0.5;7.0
385;Mannen;Herkomst: autochtoon;2013;-0.9;55.1;44.9;-9.2;-2.7;1.0;7.9
386;Mannen;Herkomst: autochtoon;2014;1.9;37.8;62.2;-6.3;0.4;3.8;11.4
387;Mannen;Herkomst: autochtoon;2015;1.3;40.7;59.3;-6.7;-0.1;3.4;11.1
388;Mannen;Herkomst: autochtoon;2016;3.2;32.2;67.8;-4.4;1.3;5.5;13.8
389;Mannen;Herkomst: autochtoon;2017;0.7;44.6;55.4;-6.4;-0.6;2.6;11.2
390;Mannen;Herkomst: autochtoon;2018;0.6;45.4;54.6;-6.2;-0.5;2.8;11.2
391;Mannen;Herkomst: autochtoon;2019;1.6;35.8;64.2;-5.3;0.5;3.6;11.9
392;Mannen;Herkomst: autochtoon;2020;2.6;32.2;67.8;-5.5;1.2;4.9;12.9
393;Mannen;Herkomst: autochtoon;2021;;;;;;;
394;Mannen;Herkomst: autochtoon;2022;;;;;;;
395;Mannen;Herkomst: autochtoon;2023;;;;;;;
396;Mannen;Herkomst: westerse allochtoon;2012;-1.2;57.5;42.5;-10.8;-2.7;0.5;8.4
397;Mannen;Herkomst: westerse allochtoon;2013;-1.3;56.4;43.6;-11.0;-3.2;0.8;9.1
398;Mannen;Herkomst: westerse allochtoon;2014;1.9;38.1;61.9;-7.5;0.3;4.0;13.4
399;Mannen;Herkomst: westerse allochtoon;2015;1.3;41.3;58.7;-8.0;-0.2;3.5;13.1
400;Mannen;Herkomst: westerse allochtoon;2016;2.9;33.7;66.3;-5.9;1.1;5.5;15.5
401;Mannen;Herkomst: westerse allochtoon;2017;0.7;44.2;55.8;-7.5;-0.6;2.9;13.5
402;Mannen;Herkomst: westerse allochtoon;2018;0.7;45.0;55.0;-7.1;-0.5;3.2;13.6
403;Mannen;Herkomst: westerse allochtoon;2019;1.7;36.6;63.4;-6.6;0.4;4.0;14.2
404;Mannen;Herkomst: westerse allochtoon;2020;2.4;34.0;66.0;-7.3;1.0;5.0;14.8
405;Mannen;Herkomst: westerse allochtoon;2021;;;;;;;
406;Mannen;Herkomst: westerse allochtoon;2022;;;;;;;
407;Mannen;Herkomst: westerse allochtoon;2023;;;;;;;
408;Mannen;Herkomst: niet-westerse allochtoon;2012;-1.7;58.2;41.8;-13.4;-4.0;0.5;9.8
409;Mannen;Herkomst: niet-westerse allochtoon;2013;-1.1;54.9;45.1;-12.9;-3.1;1.3;10.9
410;Mannen;Herkomst: niet-westerse allochtoon;2014;2.2;38.8;61.2;-9.1;0.3;4.6;15.2
411;Mannen;Herkomst: niet-westerse allochtoon;2015;2.0;39.7;60.3;-8.9;0.1;4.6;15.6
412;Mannen;Herkomst: niet-westerse allochtoon;2016;3.8;32.5;67.5;-6.6;1.5;6.7;18.1
413;Mannen;Herkomst: niet-westerse allochtoon;2017;1.7;38.9;61.1;-7.6;0.1;4.6;16.6
414;Mannen;Herkomst: niet-westerse allochtoon;2018;1.6;41.8;58.2;-7.4;-0.2;4.8;17.0
415;Mannen;Herkomst: niet-westerse allochtoon;2019;2.4;35.8;64.2;-7.0;0.6;5.5;17.3
416;Mannen;Herkomst: niet-westerse allochtoon;2020;3.5;32.5;67.5;-7.0;1.5;6.6;18.4
417;Mannen;Herkomst: niet-westerse allochtoon;2021;;;;;;;
418;Mannen;Herkomst: niet-westerse allochtoon;2022;;;;;;;
419;Mannen;Herkomst: niet-westerse allochtoon;2023;;;;;;;
420;Mannen;Positie hh: hoofdkostwinner;2012;-1.1;59.0;41.0;-8.3;-2.3;0.2;6.3
421;Mannen;Positie hh: hoofdkostwinner;2013;-1.3;57.8;42.2;-8.6;-2.9;0.4;6.8
422;Mannen;Positie hh: hoofdkostwinner;2014;1.6;37.3;62.7;-5.4;0.4;3.3;10.3
423;Mannen;Positie hh: hoofdkostwinner;2015;1.0;41.4;58.6;-5.7;-0.2;2.6;9.8
424;Mannen;Positie hh: hoofdkostwinner;2016;2.4;32.4;67.6;-3.8;1.0;4.6;12.2
425;Mannen;Positie hh: hoofdkostwinner;2017;0.4;45.9;54.1;-5.6;-0.6;1.9;9.8
426;Mannen;Positie hh: hoofdkostwinner;2018;0.2;47.6;52.4;-5.3;-0.6;2.0;9.9
427;Mannen;Positie hh: hoofdkostwinner;2019;1.3;35.0;65.0;-4.4;0.4;2.9;10.7
428;Mannen;Positie hh: hoofdkostwinner;2020;2.1;31.0;69.0;-4.5;1.1;4.0;11.6
429;Mannen;Positie hh: hoofdkostwinner;2021;0.8;43.6;56.4;-4.9;-0.3;2.8;11.2
430;Mannen;Positie hh: hoofdkostwinner;2022;-1.7;57.6;42.4;-7.5;-3.1;0.6;8.0
431;Mannen;Positie hh: hoofdkostwinner;2023;-0.1;50.4;49.6;-6.5;-1.5;1.4;7.6
432;Mannen;Positie hh: hoofdkostw. zonder partner;2012;-1.1;60.5;39.5;-8.4;-2.1;-0.1;6.5
433;Mannen;Positie hh: hoofdkostw. zonder partner;2013;-1.2;57.9;42.1;-8.6;-2.4;0.4;7.1
434;Mannen;Positie hh: hoofdkostw. zonder partner;2014;1.7;35.6;64.4;-5.4;0.6;2.9;10.4
435;Mannen;Positie hh: hoofdkostw. zonder partner;2015;0.9;38.9;61.1;-5.4;0.1;2.1;9.7
436;Mannen;Positie hh: hoofdkostw. zonder partner;2016;1.9;31.0;69.0;-3.7;1.1;3.9;11.6
437;Mannen;Positie hh: hoofdkostw. zonder partner;2017;0.4;44.5;55.5;-5.2;-0.4;1.3;9.2
438;Mannen;Positie hh: hoofdkostw. zonder partner;2018;0.1;48.5;51.5;-4.7;-0.4;1.2;9.2
439;Mannen;Positie hh: hoofdkostw. zonder partner;2019;1.1;33.0;67.0;-3.7;0.5;2.2;9.7
440;Mannen;Positie hh: hoofdkostw. zonder partner;2020;1.9;28.5;71.5;-3.7;1.3;3.1;10.2
441;Mannen;Positie hh: hoofdkostw. zonder partner;2021;0.5;43.3;56.7;-3.8;-0.2;2.1;10.2
442;Mannen;Positie hh: hoofdkostw. zonder partner;2022;-1.0;54.2;45.8;-6.1;-2.5;1.8;8.2
443;Mannen;Positie hh: hoofdkostw. zonder partner;2023;0.0;49.8;50.2;-6.0;-1.3;1.2;7.0
444;Mannen;Positie hh: hoofdkostw. met partner;2012;-1.2;59.1;40.9;-7.9;-2.4;0.1;5.6
445;Mannen;Positie hh: hoofdkostw. met partner;2013;-1.4;58.5;41.5;-8.2;-3.0;0.3;6.1
446;Mannen;Positie hh: hoofdkostw. met partner;2014;1.6;37.6;62.4;-5.0;0.3;3.3;9.5
447;Mannen;Positie hh: hoofdkostw. met partner;2015;0.9;42.3;57.7;-5.4;-0.3;2.7;9.0
448;Mannen;Positie hh: hoofdkostw. met partner;2016;2.5;32.6;67.4;-3.5;1.0;4.6;11.5
449;Mannen;Positie hh: hoofdkostw. met partner;2017;0.4;46.6;53.4;-5.3;-0.7;1.9;9.0
