ID;Geslacht;Persoonskenmerken;Perioden;BeroepsEnNietBeroepsbevolking_1;Beroepsbevolking_2;WerkzameBeroepsbevolking_3;WerklozeBeroepsbevolking_4;Werkloosheidspercentage_5;NietBeroepsbevolking_6;BrutoArbeidsparticipatie_7;NettoArbeidsparticipatie_8
212;Totaal mannen en vrouwen;Onderwijsniveau: 1 laag ;1969;;3412;3326;86;2.5;;;
213;Totaal mannen en vrouwen;Onderwijsniveau: 1 laag ;1970;;3389;3313;76;2.2;;;
214;Totaal mannen en vrouwen;Onderwijsniveau: 1 laag ;1971;;3367;3273;94;2.8;;;
215;Totaal mannen en vrouwen;Onderwijsniveau: 1 laag ;1972;;3354;3216;138;4.1;;;
216;Totaal mannen en vrouwen;Onderwijsniveau: 1 laag ;1973;;3320;3185;135;4.1;;;
217;Totaal mannen en vrouwen;Onderwijsniveau: 1 laag ;1974;;3299;3147;152;4.6;;;
218;Totaal mannen en vrouwen;Onderwijsniveau: 1 laag ;1975;;3291;3102;189;5.7;;;
219;Totaal mannen en vrouwen;Onderwijsniveau: 1 laag ;1976;;3296;3090;206;6.3;;;
220;Totaal mannen en vrouwen;Onderwijsniveau: 1 laag ;1977;;3267;3077;190;5.8;;;
221;Totaal mannen en vrouwen;Onderwijsniveau: 1 laag ;1978;;3171;2988;183;5.8;;;
222;Totaal mannen en vrouwen;Onderwijsniveau: 1 laag ;1979;;3120;2940;180;5.8;;;
223;Totaal mannen en vrouwen;Onderwijsniveau: 1 laag ;1980;;3018;2847;171;5.7;;;
224;Totaal mannen en vrouwen;Onderwijsniveau: 1 laag ;1981;5955.0;2998;2777;221;7.4;2957.0;50.3;46.6
225;Totaal mannen en vrouwen;Onderwijsniveau: 1 laag ;1982;5916.0;2963;2683;280;9.4;2953.0;50.1;45.4
226;Totaal mannen en vrouwen;Onderwijsniveau: 1 laag ;1983;5932.0;2933;2583;350;11.9;2999.0;49.4;43.5
227;Totaal mannen en vrouwen;Onderwijsniveau: 1 laag ;1984;5872.0;2868;2533;335;11.7;3004.0;48.8;43.1
228;Totaal mannen en vrouwen;Onderwijsniveau: 1 laag ;1985;5896.0;2821;2512;309;11.0;3075.0;47.8;42.6
229;Totaal mannen en vrouwen;Onderwijsniveau: 1 laag ;1986;5829.0;2758;2475;283;10.3;3071.0;47.3;42.5
230;Totaal mannen en vrouwen;Onderwijsniveau: 1 laag ;1987;5671.0;2725;2456;269;9.9;2946.0;48.1;43.3
231;Totaal mannen en vrouwen;Onderwijsniveau: 1 laag ;1988;5621.0;2676;2407;269;10.1;2945.0;47.6;42.8
232;Totaal mannen en vrouwen;Onderwijsniveau: 1 laag ;1989;5541.0;2659;2409;250;9.4;2882.0;48.0;43.5
233;Totaal mannen en vrouwen;Onderwijsniveau: 1 laag ;1990;5557.0;2694;2466;228;8.5;2863.0;48.5;44.4
234;Totaal mannen en vrouwen;Onderwijsniveau: 1 laag ;1991;5468.0;2635;2418;217;8.2;2833.0;48.2;44.2
235;Totaal mannen en vrouwen;Onderwijsniveau: 1 laag ;1992;5361.0;2602;2393;209;8.0;2759.0;48.5;44.6
236;Totaal mannen en vrouwen;Onderwijsniveau: 1 laag ;1993;5261.0;2525;2293;232;9.2;2736.0;48.0;43.6
237;Totaal mannen en vrouwen;Onderwijsniveau: 1 laag ;1994;5216.0;2519;2269;250;9.9;2697.0;48.3;43.5
238;Totaal mannen en vrouwen;Onderwijsniveau: 1 laag ;1995;5088.0;2501;2261;240;9.6;2587.0;49.2;44.4
239;Totaal mannen en vrouwen;Onderwijsniveau: 1 laag ;1996;4937.0;2465;2242;223;9.0;2472.0;49.9;45.4
240;Totaal mannen en vrouwen;Onderwijsniveau: 1 laag ;1997;4865.0;2459;2243;216;8.8;2406.0;50.5;46.1
241;Totaal mannen en vrouwen;Onderwijsniveau: 1 laag ;1998;4758.0;2448;2266;182;7.4;2310.0;51.5;47.6
242;Totaal mannen en vrouwen;Onderwijsniveau: 1 laag ;1999;4777.0;2475;2320;155;6.3;2302.0;51.8;48.6
243;Totaal mannen en vrouwen;Onderwijsniveau: 1 laag ;2000;4755.0;2482;2349;133;5.4;2273.0;52.2;49.4
244;Totaal mannen en vrouwen;Onderwijsniveau: 1 laag ;2001;4786.0;2535;2404;131;5.2;2251.0;53.0;50.2
245;Totaal mannen en vrouwen;Onderwijsniveau: 1 laag ;2002;4723.0;2503;2354;149;6.0;2220.0;53.0;49.8
246;Totaal mannen en vrouwen;Onderwijsniveau: 1 laag ;2003;4650.0;2413;2237;176;7.3;2237.0;51.9;48.1
247;Totaal mannen en vrouwen;Onderwijsniveau: 1 laag ;2004;4460.0;2312;2115;196;8.5;2148.0;51.8;47.4
248;Totaal mannen en vrouwen;Onderwijsniveau: 1 laag ;2005;4351.0;2261;2055;206;9.1;2091.0;52.0;47.2
249;Totaal mannen en vrouwen;Onderwijsniveau: 1 laag ;2006;4279.0;2228;2050;178;8.0;2051.0;52.1;47.9
250;Totaal mannen en vrouwen;Onderwijsniveau: 1 laag ;2007;4198.0;2231;2078;153;6.9;1967.0;53.1;49.5
251;Totaal mannen en vrouwen;Onderwijsniveau: 1 laag ;2008;4214.0;2293;2152;141;6.1;1921.0;54.4;51.1
252;Totaal mannen en vrouwen;Onderwijsniveau: 1 laag ;2009;4179.0;2271;2113;158;6.9;1908.0;54.4;50.6
253;Totaal mannen en vrouwen;Onderwijsniveau: 1 laag ;2010;4128.0;2205;2024;182;8.2;1922.0;53.4;49.0
254;Totaal mannen en vrouwen;Onderwijsniveau: 1 laag ;2011;4185.0;2250;2075;175;7.8;1935.0;53.8;49.6
255;Totaal mannen en vrouwen;Onderwijsniveau: 1 laag ;2012;4121.0;2228;2020;208;9.3;1894.0;54.1;49.0
256;Totaal mannen en vrouwen;Onderwijsniveau: 1 laag ;2013;3877.0;2071;1837;234;11.3;1805.0;53.4;47.4
257;Totaal mannen en vrouwen;Onderwijsniveau: 1 laag ;2014;3889.0;2033;1786;247;12.2;1856.0;52.3;45.9
258;Totaal mannen en vrouwen;Onderwijsniveau: 1 laag ;2015;3854.0;2024;1797;227;11.2;1830.0;52.5;46.6
259;Totaal mannen en vrouwen;Onderwijsniveau: 1 laag ;2016;3810.0;1986;1791;196;9.8;1824.0;52.1;47.0
260;Totaal mannen en vrouwen;Onderwijsniveau: 1 laag ;2017;3717.0;1913;1754;159;8.3;1804.0;51.5;47.2
261;Totaal mannen en vrouwen;Onderwijsniveau: 1 laag ;2018;3675.0;1908;1782;126;6.6;1767.0;51.9;48.5
262;Totaal mannen en vrouwen;Onderwijsniveau: 1 laag ;2019;3623.0;1903;1793;111;5.8;1720.0;52.5;49.5
263;Totaal mannen en vrouwen;Onderwijsniveau: 1 laag ;2020;3452.0;1775;1655;120;6.8;1678.0;51.4;47.9
264;Totaal mannen en vrouwen;Onderwijsniveau: 1 laag ;2021;3392.0;1928;1792;136;7.1;1464.0;56.8;52.8
265;Totaal mannen en vrouwen;Onderwijsniveau: 2 middelbaar;1969;;1323;1316;7;0.5;;;
266;Totaal mannen en vrouwen;Onderwijsniveau: 2 middelbaar;1970;;1379;1372;7;0.5;;;
267;Totaal mannen en vrouwen;Onderwijsniveau: 2 middelbaar;1971;;1436;1427;9;0.6;;;
268;Totaal mannen en vrouwen;Onderwijsniveau: 2 middelbaar;1972;;1480;1466;14;0.9;;;
269;Totaal mannen en vrouwen;Onderwijsniveau: 2 middelbaar;1973;;1522;1503;19;1.2;;;
270;Totaal mannen en vrouwen;Onderwijsniveau: 2 middelbaar;1974;;1581;1557;24;1.5;;;
271;Totaal mannen en vrouwen;Onderwijsniveau: 2 middelbaar;1975;;1630;1598;32;2.0;;;
272;Totaal mannen en vrouwen;Onderwijsniveau: 2 middelbaar;1976;;1685;1646;39;2.3;;;
273;Totaal mannen en vrouwen;Onderwijsniveau: 2 middelbaar;1977;;1755;1716;39;2.2;;;
274;Totaal mannen en vrouwen;Onderwijsniveau: 2 middelbaar;1978;;1885;1834;51;2.7;;;
275;Totaal mannen en vrouwen;Onderwijsniveau: 2 middelbaar;1979;;2012;1945;67;3.3;;;
276;Totaal mannen en vrouwen;Onderwijsniveau: 2 middelbaar;1980;;2165;2090;75;3.5;;;
277;Totaal mannen en vrouwen;Onderwijsniveau: 2 middelbaar;1981;3151.0;2251;2159;92;4.1;900.0;71.4;68.5
278;Totaal mannen en vrouwen;Onderwijsniveau: 2 middelbaar;1982;3253.0;2323;2196;127;5.5;930.0;71.4;67.5
279;Totaal mannen en vrouwen;Onderwijsniveau: 2 middelbaar;1983;3324.0;2415;2263;152;6.3;909.0;72.7;68.1
280;Totaal mannen en vrouwen;Onderwijsniveau: 2 middelbaar;1984;3381.0;2417;2264;153;6.3;964.0;71.5;67.0
281;Totaal mannen en vrouwen;Onderwijsniveau: 2 middelbaar;1985;3460.0;2485;2344;141;5.7;975.0;71.8;67.7
282;Totaal mannen en vrouwen;Onderwijsniveau: 2 middelbaar;1986;3554.0;2561;2426;135;5.3;993.0;72.1;68.3
283;Totaal mannen en vrouwen;Onderwijsniveau: 2 middelbaar;1987;3719.0;2687;2548;139;5.2;1032.0;72.3;68.5
284;Totaal mannen en vrouwen;Onderwijsniveau: 2 middelbaar;1988;3814.0;2755;2614;141;5.1;1059.0;72.2;68.5
285;Totaal mannen en vrouwen;Onderwijsniveau: 2 middelbaar;1989;3922.0;2831;2698;133;4.7;1091.0;72.2;68.8
286;Totaal mannen en vrouwen;Onderwijsniveau: 2 middelbaar;1990;3940.0;2863;2740;123;4.3;1077.0;72.7;69.5
287;Totaal mannen en vrouwen;Onderwijsniveau: 2 middelbaar;1991;4068.0;2963;2843;120;4.0;1105.0;72.8;69.9
288;Totaal mannen en vrouwen;Onderwijsniveau: 2 middelbaar;1992;4147.0;3001;2875;126;4.2;1146.0;72.4;69.3
289;Totaal mannen en vrouwen;Onderwijsniveau: 2 middelbaar;1993;4235.0;3066;2910;156;5.1;1169.0;72.4;68.7
290;Totaal mannen en vrouwen;Onderwijsniveau: 2 middelbaar;1994;4299.0;3143;2963;180;5.7;1156.0;73.1;68.9
291;Totaal mannen en vrouwen;Onderwijsniveau: 2 middelbaar;1995;4368.0;3206;3026;180;5.6;1162.0;73.4;69.3
292;Totaal mannen en vrouwen;Onderwijsniveau: 2 middelbaar;1996;4595.0;3380;3202;178;5.3;1215.0;73.6;69.7
293;Totaal mannen en vrouwen;Onderwijsniveau: 2 middelbaar;1997;4652.0;3460;3305;155;4.5;1192.0;74.4;71.0
294;Totaal mannen en vrouwen;Onderwijsniveau: 2 middelbaar;1998;4666.0;3456;3332;124;3.6;1210.0;74.1;71.4
295;Totaal mannen en vrouwen;Onderwijsniveau: 2 middelbaar;1999;4653.0;3488;3377;111;3.2;1165.0;75.0;72.6
296;Totaal mannen en vrouwen;Onderwijsniveau: 2 middelbaar;2000;4644.0;3505;3406;99;2.8;1139.0;75.5;73.3
297;Totaal mannen en vrouwen;Onderwijsniveau: 2 middelbaar;2001;4722.0;3557;3467;90;2.5;1165.0;75.3;73.4
298;Totaal mannen en vrouwen;Onderwijsniveau: 2 middelbaar;2002;4765.0;3570;3463;107;3.0;1195.0;74.9;72.7
299;Totaal mannen en vrouwen;Onderwijsniveau: 2 middelbaar;2003;4825.0;3582;3438;145;4.0;1243.0;74.2;71.2
300;Totaal mannen en vrouwen;Onderwijsniveau: 2 middelbaar;2004;4778.0;3531;3353;178;5.1;1247.0;73.9;70.2
301;Totaal mannen en vrouwen;Onderwijsniveau: 2 middelbaar;2005;4844.0;3599;3409;190;5.3;1245.0;74.3;70.4
302;Totaal mannen en vrouwen;Onderwijsniveau: 2 middelbaar;2006;4902.0;3643;3479;164;4.5;1259.0;74.3;71.0
303;Totaal mannen en vrouwen;Onderwijsniveau: 2 middelbaar;2007;4944.0;3724;3585;140;3.7;1220.0;75.3;72.5
304;Totaal mannen en vrouwen;Onderwijsniveau: 2 middelbaar;2008;4873.0;3699;3582;117;3.2;1174.0;75.9;73.5
305;Totaal mannen en vrouwen;Onderwijsniveau: 2 middelbaar;2009;4862.0;3708;3563;145;3.9;1154.0;76.3;73.3
306;Totaal mannen en vrouwen;Onderwijsniveau: 2 middelbaar;2010;4865.0;3664;3499;165;4.5;1201.0;75.3;71.9
307;Totaal mannen en vrouwen;Onderwijsniveau: 2 middelbaar;2011;4858.0;3638;3472;166;4.6;1219.0;74.9;71.5
308;Totaal mannen en vrouwen;Onderwijsniveau: 2 middelbaar;2012;4881.0;3686;3483;203;5.5;1194.0;75.5;71.4
309;Totaal mannen en vrouwen;Onderwijsniveau: 2 middelbaar;2013;4938.0;3691;3426;264;7.2;1247.0;74.7;69.4
310;Totaal mannen en vrouwen;Onderwijsniveau: 2 middelbaar;2014;4952.0;3694;3420;274;7.4;1258.0;74.6;69.1
311;Totaal mannen en vrouwen;Onderwijsniveau: 2 middelbaar;2015;4916.0;3668;3413;255;7.0;1248.0;74.6;69.4
312;Totaal mannen en vrouwen;Onderwijsniveau: 2 middelbaar;2016;4940.0;3669;3449;220;6.0;1271.0;74.3;69.8
313;Totaal mannen en vrouwen;Onderwijsniveau: 2 middelbaar;2017;4980.0;3683;3511;172;4.7;1296.0;74.0;70.5
314;Totaal mannen en vrouwen;Onderwijsniveau: 2 middelbaar;2018;4964.0;3673;3543;130;3.5;1292.0;74.0;71.4
315;Totaal mannen en vrouwen;Onderwijsniveau: 2 middelbaar;2019;4962.0;3699;3580;118;3.2;1263.0;74.5;72.2
316;Totaal mannen en vrouwen;Onderwijsniveau: 2 middelbaar;2020;4950.0;3651;3516;135;3.7;1299.0;73.8;71.0
317;Totaal mannen en vrouwen;Onderwijsniveau: 2 middelbaar;2021;4979.0;3783;3631;152;4.0;1195.0;76.0;72.9
318;Totaal mannen en vrouwen;Onderwijsniveau: 3 hoog;1969;;463;460;3;0.6;;;
319;Totaal mannen en vrouwen;Onderwijsniveau: 3 hoog;1970;;504;501;3;0.6;;;
320;Totaal mannen en vrouwen;Onderwijsniveau: 3 hoog;1971;;540;536;4;0.7;;;
321;Totaal mannen en vrouwen;Onderwijsniveau: 3 hoog;1972;;580;574;6;1.0;;;
322;Totaal mannen en vrouwen;Onderwijsniveau: 3 hoog;1973;;620;613;7;1.1;;;
323;Totaal mannen en vrouwen;Onderwijsniveau: 3 hoog;1974;;663;655;8;1.2;;;
324;Totaal mannen en vrouwen;Onderwijsniveau: 3 hoog;1975;;703;691;12;1.7;;;
325;Totaal mannen en vrouwen;Onderwijsniveau: 3 hoog;1976;;724;706;18;2.5;;;
326;Totaal mannen en vrouwen;Onderwijsniveau: 3 hoog;1977;;738;718;20;2.7;;;
327;Totaal mannen en vrouwen;Onderwijsniveau: 3 hoog;1978;;760;738;22;2.9;;;
328;Totaal mannen en vrouwen;Onderwijsniveau: 3 hoog;1979;;787;764;23;2.9;;;
329;Totaal mannen en vrouwen;Onderwijsniveau: 3 hoog;1980;;810;786;24;3.0;;;
330;Totaal mannen en vrouwen;Onderwijsniveau: 3 hoog;1981;1147.0;828;802;26;3.1;319.0;72.2;69.9
331;Totaal mannen en vrouwen;Onderwijsniveau: 3 hoog;1982;1199.0;852;806;46;5.4;347.0;71.1;67.2
332;Totaal mannen en vrouwen;Onderwijsniveau: 3 hoog;1983;1218.0;874;821;53;6.1;344.0;71.8;67.4
333;Totaal mannen en vrouwen;Onderwijsniveau: 3 hoog;1984;1329.0;959;899;60;6.3;370.0;72.2;67.6
334;Totaal mannen en vrouwen;Onderwijsniveau: 3 hoog;1985;1341.0;993;932;61;6.1;348.0;74.0;69.5
335;Totaal mannen en vrouwen;Onderwijsniveau: 3 hoog;1986;1436.0;1066;1008;58;5.4;370.0;74.2;70.2
336;Totaal mannen en vrouwen;Onderwijsniveau: 3 hoog;1987;1541.0;1141;1077;64;5.6;400.0;74.0;69.9
337;Totaal mannen en vrouwen;Onderwijsniveau: 3 hoog;1988;1599.0;1197;1131;66;5.5;402.0;74.9;70.7
338;Totaal mannen en vrouwen;Onderwijsniveau: 3 hoog;1989;1651.0;1264;1200;64;5.1;387.0;76.6;72.7
339;Totaal mannen en vrouwen;Onderwijsniveau: 3 hoog;1990;1683.0;1331;1267;64;4.8;352.0;79.1;75.3
340;Totaal mannen en vrouwen;Onderwijsniveau: 3 hoog;1991;1727.0;1363;1303;60;4.4;364.0;78.9;75.4
341;Totaal mannen en vrouwen;Onderwijsniveau: 3 hoog;1992;1832.0;1463;1394;69;4.7;369.0;79.9;76.1
342;Totaal mannen en vrouwen;Onderwijsniveau: 3 hoog;1993;1918.0;1542;1465;77;5.0;376.0;80.4;76.4
343;Totaal mannen en vrouwen;Onderwijsniveau: 3 hoog;1994;1968.0;1578;1487;91;5.8;390.0;80.2;75.6
344;Totaal mannen en vrouwen;Onderwijsniveau: 3 hoog;1995;2079.0;1652;1561;91;5.5;427.0;79.5;75.1
345;Totaal mannen en vrouwen;Onderwijsniveau: 3 hoog;1996;2034.0;1668;1583;85;5.1;366.0;82.0;77.8
346;Totaal mannen en vrouwen;Onderwijsniveau: 3 hoog;1997;2090.0;1726;1649;77;4.5;364.0;82.6;78.9
347;Totaal mannen en vrouwen;Onderwijsniveau: 3 hoog;1998;2231.0;1858;1800;58;3.1;373.0;83.3;80.7
348;Totaal mannen en vrouwen;Onderwijsniveau: 3 hoog;1999;2280.0;1909;1856;53;2.8;371.0;83.7;81.4
349;Totaal mannen en vrouwen;Onderwijsniveau: 3 hoog;2000;2369.0;1980;1925;55;2.8;389.0;83.6;81.3
350;Totaal mannen en vrouwen;Onderwijsniveau: 3 hoog;2001;2336.0;1950;1904;46;2.4;386.0;83.5;81.5
351;Totaal mannen en vrouwen;Onderwijsniveau: 3 hoog;2002;2439.0;2019;1964;55;2.7;420.0;82.8;80.5
352;Totaal mannen en vrouwen;Onderwijsniveau: 3 hoog;2003;2566.0;2125;2055;70;3.3;441.0;82.8;80.1
353;Totaal mannen en vrouwen;Onderwijsniveau: 3 hoog;2004;2797.0;2299;2216;83;3.6;497.0;82.2;79.2
354;Totaal mannen en vrouwen;Onderwijsniveau: 3 hoog;2005;2877.0;2372;2286;86;3.6;505.0;82.4;79.4
355;Totaal mannen en vrouwen;Onderwijsniveau: 3 hoog;2006;2921.0;2404;2335;70;2.9;517.0;82.3;79.9
356;Totaal mannen en vrouwen;Onderwijsniveau: 3 hoog;2007;2998.0;2485;2428;58;2.3;513.0;82.9;81.0
357;Totaal mannen en vrouwen;Onderwijsniveau: 3 hoog;2008;3136.0;2614;2558;56;2.1;522.0;83.4;81.6
358;Totaal mannen en vrouwen;Onderwijsniveau: 3 hoog;2009;3239.0;2690;2619;71;2.7;549.0;83.0;80.8
359;Totaal mannen en vrouwen;Onderwijsniveau: 3 hoog;2010;3321.0;2770;2687;83;3.0;551.0;83.4;80.9
360;Totaal mannen en vrouwen;Onderwijsniveau: 3 hoog;2011;3307.0;2747;2661;86;3.1;559.0;83.1;80.5
361;Totaal mannen en vrouwen;Onderwijsniveau: 3 hoog;2012;3420.0;2846;2749;98;3.4;574.0;83.2;80.4
362;Totaal mannen en vrouwen;Onderwijsniveau: 3 hoog;2013;3575.0;2994;2862;132;4.4;581.0;83.8;80.1
363;Totaal mannen en vrouwen;Onderwijsniveau: 3 hoog;2014;3665.0;3057;2928;129;4.2;609.0;83.4;79.9
364;Totaal mannen en vrouwen;Onderwijsniveau: 3 hoog;2015;3768.0;3137;3011;125;4.0;631.0;83.3;79.9
365;Totaal mannen en vrouwen;Onderwijsniveau: 3 hoog;2016;3836.0;3180;3065;115;3.6;655.0;82.9;79.9
366;Totaal mannen en vrouwen;Onderwijsniveau: 3 hoog;2017;3985.0;3307;3207;101;3.1;677.0;83.0;80.5
367;Totaal mannen en vrouwen;Onderwijsniveau: 3 hoog;2018;4112.0;3432;3342;90;2.6;680.0;83.5;81.3
368;Totaal mannen en vrouwen;Onderwijsniveau: 3 hoog;2019;4231.0;3540;3459;81;2.3;691.0;83.7;81.8
369;Totaal mannen en vrouwen;Onderwijsniveau: 3 hoog;2020;4483.0;3757;3660;97;2.6;726.0;83.8;81.6
370;Totaal mannen en vrouwen;Onderwijsniveau: 3 hoog;2021;4672.0;3893;3779;114;2.9;779.0;83.3;80.9
371;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;1969;;119;119;0;0.0;;;
372;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;1970;;115;115;0;0.0;;;
373;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;1971;;113;113;0;0.0;;;
374;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;1972;;114;113;1;0.9;;;
375;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;1973;;112;111;1;0.9;;;
376;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;1974;;110;109;1;0.9;;;
377;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;1975;;112;110;2;1.8;;;
378;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;1976;;111;108;3;2.7;;;
379;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;1977;;107;105;2;1.9;;;
380;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;1978;;107;105;2;1.9;;;
381;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;1979;;104;102;2;1.9;;;
382;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;1980;;102;100;2;2.0;;;
383;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;1981;118.0;104;100;4;3.8;14.0;88.1;84.7
384;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;1982;128.0;114;106;8;7.0;14.0;89.1;82.8
385;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;1983;138.0;124;111;13;10.5;14.0;89.9;80.4
386;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;1984;137.0;123;111;12;9.8;14.0;89.8;81.0
387;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;1985;133.0;118;108;10;8.5;15.0;88.7;81.2
388;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;1986;125.0;110;101;9;8.2;15.0;88.0;80.8
389;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;1987;120.0;105;96;9;8.6;15.0;87.5;80.0
390;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;1988;118.0;103;94;9;8.7;15.0;87.3;79.7
391;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;1989;114.0;98;91;7;7.1;16.0;86.0;79.8
392;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;1990;111.0;95;88;7;7.4;16.0;85.6;79.3
393;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;1991;107.0;90;85;5;5.6;17.0;84.1;79.4
394;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;1992;105.0;88;83;5;5.7;17.0;83.8;79.0
395;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;1993;110.0;92;83;9;9.8;18.0;83.6;75.5
396;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;1994;115.0;97;86;11;11.3;18.0;84.3;74.8
397;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;1995;112.0;94;83;11;11.7;18.0;83.9;74.1
398;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;1996;110.0;91;82;9;9.9;19.0;82.7;74.5
399;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;1997;107.0;87;80;7;8.0;20.0;81.3;74.8
400;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;1998;102.0;82;77;5;6.1;20.0;80.4;75.5
401;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;1999;98.0;78;75;3;3.8;20.0;79.6;76.5
402;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2000;97.0;77;74;3;3.9;20.0;79.4;76.3
403;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2001;96.0;75;73;2;2.7;21.0;78.1;76.0
404;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2002;98.0;77;73;4;5.2;21.0;78.6;74.5
405;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2003;75.0;58;53;5;8.2;17.0;77.2;70.9
406;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2004;120.0;84;76;8;9.4;36.0;70.0;63.4
407;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2005;117.0;75;68;7;9.4;42.0;64.2;58.2
408;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2006;119.0;83;75;7;8.7;36.0;69.4;63.4
409;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2007;117.0;84;79;5;5.5;33.0;71.5;67.5
410;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2008;92.0;70;66;4;5.7;22.0;76.3;72.0
411;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2009;92.0;72;66;7;9.2;19.0;79.1;71.8
412;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2010;98.0;74;68;6;7.8;24.0;75.4;69.5
413;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2011;103.0;78;72;7;8.8;24.0;76.4;69.7
414;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2012;118.0;85;78;7;8.2;33.0;72.1;66.2
415;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2013;249.0;158;141;17;10.6;91.0;63.4;56.7
416;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2014;158.0;90;81;9;10.0;68.0;56.8;51.1
417;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2015;148.0;79;73;7;8.5;68.0;53.7;49.1
418;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2016;182.0;106;98;7;7.0;76.0;58.1;54.1
419;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2017;188.0;113;107;5;4.7;76.0;59.8;57.0
420;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2018;186.0;112;108;5;4.1;74.0;60.4;57.9
421;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2019;200.0;125;120;5;3.8;75.0;62.6;60.3
422;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2020;209.0;125;120;5;3.8;84.0;59.7;57.4
423;Totaal mannen en vrouwen;Onderwijsniveau: weet niet of onbekend;2021;104.0;58;53;5;8.8;45.0;56.3;51.4
424;Mannen;Totaal personen;1969;4338.0;3698;3644;54;1.5;640.0;85.2;84.0
425;Mannen;Totaal personen;1970;4405.0;3727;3683;44;1.2;678.0;84.6;83.6
426;Mannen;Totaal personen;1971;4477.0;3756;3700;56;1.5;721.0;83.9;82.6
427;Mannen;Totaal personen;1972;4545.0;3776;3685;91;2.4;769.0;83.1;81.1
428;Mannen;Totaal personen;1973;4600.0;3780;3693;87;2.3;820.0;82.2;80.3
429;Mannen;Totaal personen;1974;4661.0;3814;3714;100;2.6;847.0;81.8;79.7
430;Mannen;Totaal personen;1975;4728.0;3838;3715;123;3.2;890.0;81.2;78.6
431;Mannen;Totaal personen;1976;4812.0;3868;3725;143;3.7;944.0;80.4;77.4
432;Mannen;Totaal personen;1977;4874.0;3878;3752;126;3.2;996.0;79.6;77.0
433;Mannen;Totaal personen;1978;4937.0;3872;3750;122;3.2;1065.0;78.4;76.0
434;Mannen;Totaal personen;1979;5005.0;3912;3782;130;3.3;1093.0;78.2;75.6
