ID;BedrijfstakkenBranchesSBI2008;Perioden;PrijsindexArbeid_1;JaarmutatiePrijsVanArbeid_2;LoonkostenPerGewerktUur_3;JaarmutatieLoonkostenPerGewerktUur_4;Structuureffect_5
295;B-E Nijverheid (geen bouw) en energie;2020;110.6;3.8;112.3;3.9;0.1
296;B-E Nijverheid (geen bouw) en energie;2021;111.2;0.6;113.6;1.2;0.6
297;B-E Nijverheid (geen bouw) en energie;2022;119.0;7.0;122.0;7.3;0.3
298;B-E Nijverheid (geen bouw) en energie;2023;126.2;6.1;130.1;6.7;0.6
299;B-E Nijverheid (geen bouw) en energie;2006 januari - 2006 december;85.8;1.9;80.6;2.5;0.5
300;B-E Nijverheid (geen bouw) en energie;2006 april - 2007 maart;86.5;;81.4;;
301;B-E Nijverheid (geen bouw) en energie;2006 juli - 2007 juni;87.1;;82.0;;
302;B-E Nijverheid (geen bouw) en energie;2006 oktober - 2007 september;87.3;;82.4;;
303;B-E Nijverheid (geen bouw) en energie;2007 januari - 2007 december;88.0;2.5;83.1;3.1;0.6
304;B-E Nijverheid (geen bouw) en energie;2007 april - 2008 maart;89.6;3.6;84.7;4.1;0.5
305;B-E Nijverheid (geen bouw) en energie;2007 juli - 2008 juni;91.0;4.5;86.1;5.0;0.4
306;B-E Nijverheid (geen bouw) en energie;2007 oktober - 2008 september;91.7;5.0;86.8;5.4;0.3
307;B-E Nijverheid (geen bouw) en energie;2008 januari - 2008 december;92.6;5.2;87.7;5.5;0.3
308;B-E Nijverheid (geen bouw) en energie;2008 april - 2009 maart;93.6;4.5;88.8;4.8;0.3
309;B-E Nijverheid (geen bouw) en energie;2008 juli - 2009 juni;94.8;4.2;90.1;4.7;0.4
310;B-E Nijverheid (geen bouw) en energie;2008 oktober - 2009 september;95.8;4.5;91.3;5.2;0.6
311;B-E Nijverheid (geen bouw) en energie;2009 januari - 2009 december;96.7;4.5;92.3;5.3;0.8
312;B-E Nijverheid (geen bouw) en energie;2009 april - 2010 maart;96.1;2.6;92.1;3.7;1.0
313;B-E Nijverheid (geen bouw) en energie;2009 juli - 2010 juni;95.4;0.6;91.8;1.8;1.2
314;B-E Nijverheid (geen bouw) en energie;2009 oktober - 2010 september;93.8;-2.1;90.5;-0.9;1.2
315;B-E Nijverheid (geen bouw) en energie;2010 januari - 2010 december;92.7;-4.2;89.7;-2.9;1.3
316;B-E Nijverheid (geen bouw) en energie;2010 april - 2011 maart;93.1;-3.1;90.2;-2.1;1.1
317;B-E Nijverheid (geen bouw) en energie;2010 juli - 2011 juni;93.1;-2.4;90.3;-1.6;0.8
318;B-E Nijverheid (geen bouw) en energie;2010 oktober - 2011 september;93.6;-0.2;90.8;0.4;0.6
319;B-E Nijverheid (geen bouw) en energie;2011 januari - 2011 december;95.0;2.5;92.3;2.9;0.4
320;B-E Nijverheid (geen bouw) en energie;2011 april - 2012 maart;95.0;2.1;92.4;2.5;0.4
321;B-E Nijverheid (geen bouw) en energie;2011 juli - 2012 juni;95.5;2.5;93.0;3.0;0.5
322;B-E Nijverheid (geen bouw) en energie;2011 oktober - 2012 september;96.6;3.2;94.3;3.8;0.6
323;B-E Nijverheid (geen bouw) en energie;2012 januari - 2012 december;97.6;2.7;95.5;3.5;0.7
324;B-E Nijverheid (geen bouw) en energie;2012 april - 2013 maart;98.7;3.9;96.8;4.8;0.9
325;B-E Nijverheid (geen bouw) en energie;2012 juli - 2013 juni;98.7;3.4;97.1;4.4;1.0
326;B-E Nijverheid (geen bouw) en energie;2012 oktober - 2013 september;98.3;1.8;97.0;2.8;1.1
327;B-E Nijverheid (geen bouw) en energie;2013 januari - 2013 december;98.0;0.3;96.9;1.5;1.1
328;B-E Nijverheid (geen bouw) en energie;2013 april - 2014 maart;98.2;-0.5;97.3;0.5;1.0
329;B-E Nijverheid (geen bouw) en energie;2013 juli - 2014 juni;98.9;0.2;98.1;1.1;0.9
330;B-E Nijverheid (geen bouw) en energie;2013 oktober - 2014 september;99.3;1.0;98.7;1.7;0.8
331;B-E Nijverheid (geen bouw) en energie;2014 januari - 2014 december;100.5;2.6;100.0;3.2;0.6
332;B-E Nijverheid (geen bouw) en energie;2014 april - 2015 maart;100.6;2.5;100.2;3.0;0.5
333;B-E Nijverheid (geen bouw) en energie;2014 juli - 2015 juni;100.9;2.0;100.6;2.6;0.5
334;B-E Nijverheid (geen bouw) en energie;2014 oktober - 2015 september;100.9;1.7;100.8;2.2;0.5
335;B-E Nijverheid (geen bouw) en energie;2015 januari - 2015 december;100.0;-0.5;100.0;0.0;0.5
336;B-E Nijverheid (geen bouw) en energie;2015 april - 2016 maart;100.5;-0.1;100.6;0.4;0.5
337;B-E Nijverheid (geen bouw) en energie;2015 juli - 2016 juni;100.0;-0.9;100.2;-0.4;0.5
338;B-E Nijverheid (geen bouw) en energie;2015 oktober - 2016 september;100.4;-0.6;100.8;0.0;0.6
339;B-E Nijverheid (geen bouw) en energie;2016 januari - 2016 december ;100.9;0.9;101.4;1.4;0.6
340;B-E Nijverheid (geen bouw) en energie;2016 april - 2017 maart;100.2;-0.3;100.9;0.3;0.6
341;B-E Nijverheid (geen bouw) en energie;2016 juli - 2017 juni;100.8;0.8;101.6;1.4;0.6
342;B-E Nijverheid (geen bouw) en energie;2016 oktober - 2017 september;101.2;0.8;102.1;1.3;0.4
343;B-E Nijverheid (geen bouw) en energie;2017 januari - 2017 december;102.2;1.3;103.1;1.6;0.3
344;B-E Nijverheid (geen bouw) en energie;2017 april - 2018 maart;103.1;2.9;104.1;3.2;0.3
345;B-E Nijverheid (geen bouw) en energie;2017 juli - 2018 juni;103.9;3.1;105.0;3.3;0.2
346;B-E Nijverheid (geen bouw) en energie;2017 oktober - 2018 september;104.5;3.3;105.7;3.6;0.3
347;B-E Nijverheid (geen bouw) en energie;2018 januari - 2018 december;104.3;2.1;105.6;2.4;0.3
348;B-E Nijverheid (geen bouw) en energie;2018 april - 2019 maart;105.0;1.8;106.2;2.0;0.2
349;B-E Nijverheid (geen bouw) en energie;2018 juli - 2019 juni;105.5;1.6;106.8;1.7;0.2
350;B-E Nijverheid (geen bouw) en energie;2018 oktober - 2019 september;105.5;1.0;106.9;1.1;0.2
351;B-E Nijverheid (geen bouw) en energie;2019 januari - 2019 december;106.5;2.1;108.0;2.4;0.3
352;B-E Nijverheid (geen bouw) en energie;2019 april - 2020 maart;108.4;3.2;110.0;3.5;0.3
353;B-E Nijverheid (geen bouw) en energie;2019 juli - 2020 juni;108.1;2.5;109.8;2.8;0.3
354;B-E Nijverheid (geen bouw) en energie;2019 oktober - 2020 september;110.4;4.6;112.2;4.9;0.3
355;B-E Nijverheid (geen bouw) en energie;2020 januari - 2020 december;110.6;3.8;112.3;3.9;0.1
356;B-E Nijverheid (geen bouw) en energie;2020 april - 2021 maart;109.6;1.1;111.5;1.4;0.2
357;B-E Nijverheid (geen bouw) en energie;2020 juli - 2021 juni;110.3;2.0;112.4;2.3;0.3
358;B-E Nijverheid (geen bouw) en energie;2020 oktober - 2021 september;110.8;0.3;113.0;0.8;0.4
359;B-E Nijverheid (geen bouw) en energie;2021 januari - 2021 december;111.2;0.6;113.6;1.2;0.6
360;B-E Nijverheid (geen bouw) en energie;2021 april - 2022 maart;112.5;2.7;115.0;3.2;0.5
361;B-E Nijverheid (geen bouw) en energie;2021 juli - 2022 juni;115.0;4.3;117.7;4.7;0.4
362;B-E Nijverheid (geen bouw) en energie;2021 oktober - 2022 september;116.5;5.1;119.3;5.5;0.3
363;B-E Nijverheid (geen bouw) en energie;2022 januari - 2022 december;119.0;7.0;122.0;7.3;0.3
364;B-E Nijverheid (geen bouw) en energie;2022 april - 2023 maart;120.1;6.7;123.2;7.1;0.4
365;B-E Nijverheid (geen bouw) en energie;2022 juli - 2023 juni;122.1;6.1;125.5;6.6;0.5
366;B-E Nijverheid (geen bouw) en energie;2022 oktober - 2023 september;123.8;6.3;127.4;6.9;0.5
367;B-E Nijverheid (geen bouw) en energie;2023 januari - 2023 december;126.2;6.1;130.1;6.7;0.6
368;C Industrie;2001;76.5;;68.8;;
369;C Industrie;2002;79.7;4.3;72.4;5.3;1.0
370;C Industrie;2003;81.7;2.5;74.9;3.5;1.0
371;C Industrie;2004;82.8;1.4;76.6;2.3;0.9
372;C Industrie;2005;84.1;1.5;78.8;2.8;1.2
373;C Industrie;2006;85.6;1.8;80.8;2.5;0.7
374;C Industrie;2007;87.8;2.5;83.2;3.0;0.5
375;C Industrie;2008;92.5;5.4;87.9;5.6;0.2
376;C Industrie;2009;96.9;4.7;92.7;5.5;0.8
377;C Industrie;2010;92.2;-4.9;89.4;-3.6;1.3
378;C Industrie;2011;94.6;2.6;92.1;3.1;0.4
379;C Industrie;2012;97.2;2.7;95.3;3.4;0.7
380;C Industrie;2013;97.5;0.4;96.6;1.4;1.0
381;C Industrie;2014;100.3;2.9;99.9;3.4;0.5
382;C Industrie;2015;100.0;-0.3;100.0;0.1;0.5
383;C Industrie;2016;101.0;1.0;101.8;1.8;0.7
384;C Industrie;2017;102.9;1.8;104.1;2.3;0.5
385;C Industrie;2018;104.9;2.0;106.5;2.4;0.4
386;C Industrie;2019;107.0;2.0;109.0;2.3;0.3
387;C Industrie;2020;111.2;3.9;113.4;4.0;0.1
388;C Industrie;2021;111.8;0.5;114.8;1.3;0.7
389;C Industrie;2022;119.5;6.9;123.2;7.3;0.3
390;C Industrie;2023;126.5;5.9;131.1;6.5;0.5
391;C Industrie;2006 januari - 2006 december;85.6;1.8;80.8;2.5;0.7
392;C Industrie;2006 april - 2007 maart;86.4;;81.6;;
393;C Industrie;2006 juli - 2007 juni;86.9;;82.2;;
394;C Industrie;2006 oktober - 2007 september;87.2;;82.5;;
395;C Industrie;2007 januari - 2007 december;87.8;2.5;83.2;3.0;0.5
396;C Industrie;2007 april - 2008 maart;89.6;3.7;85.0;4.2;0.5
397;C Industrie;2007 juli - 2008 juni;91.1;4.7;86.5;5.2;0.4
398;C Industrie;2007 oktober - 2008 september;91.8;5.3;87.2;5.6;0.3
399;C Industrie;2008 januari - 2008 december;92.5;5.4;87.9;5.6;0.2
400;C Industrie;2008 april - 2009 maart;93.6;4.5;89.0;4.8;0.2
401;C Industrie;2008 juli - 2009 juni;94.8;4.1;90.4;4.5;0.4
402;C Industrie;2008 oktober - 2009 september;95.8;4.4;91.6;5.0;0.6
403;C Industrie;2009 januari - 2009 december;96.9;4.7;92.7;5.5;0.8
404;C Industrie;2009 april - 2010 maart;96.1;2.7;92.3;3.7;1.0
405;C Industrie;2009 juli - 2010 juni;95.2;0.4;91.8;1.6;1.2
406;C Industrie;2009 oktober - 2010 september;93.4;-2.5;90.3;-1.3;1.2
407;C Industrie;2010 januari - 2010 december;92.2;-4.9;89.4;-3.6;1.3
408;C Industrie;2010 april - 2011 maart;92.6;-3.6;89.9;-2.6;1.1
409;C Industrie;2010 juli - 2011 juni;92.7;-2.6;90.1;-1.8;0.8
410;C Industrie;2010 oktober - 2011 september;93.2;-0.3;90.7;0.3;0.6
411;C Industrie;2011 januari - 2011 december;94.6;2.6;92.1;3.1;0.4
412;C Industrie;2011 april - 2012 maart;94.6;2.1;92.2;2.5;0.4
413;C Industrie;2011 juli - 2012 juni;95.0;2.5;92.8;3.0;0.4
414;C Industrie;2011 oktober - 2012 september;96.2;3.2;94.1;3.8;0.5
415;C Industrie;2012 januari - 2012 december;97.2;2.7;95.3;3.4;0.7
416;C Industrie;2012 april - 2013 maart;98.3;3.9;96.6;4.8;0.8
417;C Industrie;2012 juli - 2013 juni;98.3;3.4;96.9;4.4;1.0
418;C Industrie;2012 oktober - 2013 september;97.9;1.8;96.7;2.8;1.0
419;C Industrie;2013 januari - 2013 december;97.5;0.4;96.6;1.4;1.0
420;C Industrie;2013 april - 2014 maart;97.8;-0.5;97.0;0.4;0.9
421;C Industrie;2013 juli - 2014 juni;98.6;0.3;97.9;1.0;0.8
422;C Industrie;2013 oktober - 2014 september;99.0;1.1;98.5;1.8;0.6
423;C Industrie;2014 januari - 2014 december;100.3;2.9;99.9;3.4;0.5
424;C Industrie;2014 april - 2015 maart;100.5;2.7;100.1;3.2;0.4
425;C Industrie;2014 juli - 2015 juni;100.8;2.3;100.6;2.8;0.5
426;C Industrie;2014 oktober - 2015 september;100.9;1.9;100.8;2.4;0.4
427;C Industrie;2015 januari - 2015 december;100.0;-0.3;100.0;0.1;0.5
428;C Industrie;2015 april - 2016 maart;100.6;0.1;100.7;0.6;0.5
429;C Industrie;2015 juli - 2016 juni;100.0;-0.8;100.3;-0.2;0.5
430;C Industrie;2015 oktober - 2016 september;100.5;-0.4;101.0;0.2;0.6
431;C Industrie;2016 januari - 2016 december ;101.0;1.0;101.8;1.8;0.7
432;C Industrie;2016 april - 2017 maart;100.5;-0.1;101.4;0.7;0.8
433;C Industrie;2016 juli - 2017 juni;101.3;1.3;102.4;2.0;0.8
434;C Industrie;2016 oktober - 2017 september;101.8;1.3;102.9;1.9;0.6
435;C Industrie;2017 januari - 2017 december;102.9;1.8;104.1;2.3;0.5
436;C Industrie;2017 april - 2018 maart;103.9;3.4;105.2;3.7;0.4
437;C Industrie;2017 juli - 2018 juni;104.6;3.3;106.1;3.6;0.3
438;C Industrie;2017 oktober - 2018 september;105.2;3.4;106.8;3.8;0.4
439;C Industrie;2018 januari - 2018 december;104.9;2.0;106.5;2.4;0.4
440;C Industrie;2018 april - 2019 maart;105.5;1.6;107.2;1.9;0.3
441;C Industrie;2018 juli - 2019 juni;106.1;1.4;107.8;1.6;0.3
442;C Industrie;2018 oktober - 2019 september;106.1;0.8;107.9;1.1;0.3
443;C Industrie;2019 januari - 2019 december;107.0;2.0;109.0;2.3;0.3
444;C Industrie;2019 april - 2020 maart;109.1;3.3;111.2;3.7;0.4
445;C Industrie;2019 juli - 2020 juni;108.7;2.5;110.9;2.9;0.4
446;C Industrie;2019 oktober - 2020 september;111.0;4.6;113.3;5.0;0.3
447;C Industrie;2020 januari - 2020 december;111.2;3.9;113.4;4.0;0.1
448;C Industrie;2020 april - 2021 maart;110.2;1.0;112.6;1.3;0.2
449;C Industrie;2020 juli - 2021 juni;110.9;2.1;113.6;2.5;0.4
450;C Industrie;2020 oktober - 2021 september;111.4;0.3;114.3;0.9;0.5
451;C Industrie;2021 januari - 2021 december;111.8;0.5;114.8;1.3;0.7
452;C Industrie;2021 april - 2022 maart;113.1;2.7;116.3;3.3;0.6
453;C Industrie;2021 juli - 2022 juni;115.7;4.3;119.0;4.8;0.4
454;C Industrie;2021 oktober - 2022 september;117.2;5.2;120.6;5.6;0.3
455;C Industrie;2022 januari - 2022 december;119.5;6.9;123.2;7.3;0.3
456;C Industrie;2022 april - 2023 maart;120.5;6.5;124.3;6.9;0.4
457;C Industrie;2022 juli - 2023 juni;122.5;5.8;126.6;6.3;0.5
458;C Industrie;2022 oktober - 2023 september;124.1;5.9;128.4;6.5;0.5
459;C Industrie;2023 januari - 2023 december;126.5;5.9;131.1;6.5;0.5
460;24-30, 33 Metalektro;2001;74.4;;66.5;;
461;24-30, 33 Metalektro;2002;77.1;3.7;69.6;4.7;1.0
462;24-30, 33 Metalektro;2003;78.7;2.0;71.8;3.1;1.0
463;24-30, 33 Metalektro;2004;80.2;1.9;73.9;3.0;1.1
464;24-30, 33 Metalektro;2005;80.9;0.9;75.4;2.1;1.2
465;24-30, 33 Metalektro;2006;82.8;2.3;77.7;3.0;0.7
466;24-30, 33 Metalektro;2007;85.1;2.8;80.3;3.2;0.4
467;24-30, 33 Metalektro;2008;89.8;5.4;84.6;5.4;0.0
468;24-30, 33 Metalektro;2009;91.4;1.9;87.4;3.3;1.4
469;24-30, 33 Metalektro;2010;90.3;-1.2;87.7;0.4;1.6
470;24-30, 33 Metalektro;2011;93.0;3.0;90.7;3.4;0.4
471;24-30, 33 Metalektro;2012;95.9;3.1;94.3;4.0;0.9
472;24-30, 33 Metalektro;2013;95.9;0.1;95.2;1.0;0.9
473;24-30, 33 Metalektro;2014;100.4;4.7;100.1;5.1;0.4
474;24-30, 33 Metalektro;2015;100.0;-0.4;100.0;-0.1;0.3
475;24-30, 33 Metalektro;2016;100.7;0.7;101.1;1.1;0.4
476;24-30, 33 Metalektro;2017;104.0;3.2;104.5;3.3;0.1
477;24-30, 33 Metalektro;2018;105.2;1.2;105.7;1.2;0.0
478;24-30, 33 Metalektro;2019;107.3;2.0;108.0;2.1;0.1
479;24-30, 33 Metalektro;2020;112.3;4.6;113.1;4.7;0.1
480;24-30, 33 Metalektro;2021;112.7;0.4;114.4;1.2;0.8
481;24-30, 33 Metalektro;2022;121.3;7.6;123.3;7.8;0.1
482;24-30, 33 Metalektro;2023;128.6;6.0;131.1;6.3;0.3
483;24-30, 33 Metalektro;2006 januari - 2006 december;82.8;2.3;77.7;3.0;0.7
484;24-30, 33 Metalektro;2006 april - 2007 maart;83.5;;78.5;;
485;24-30, 33 Metalektro;2006 juli - 2007 juni;84.4;;79.4;;
486;24-30, 33 Metalektro;2006 oktober - 2007 september;84.5;;79.6;;
487;24-30, 33 Metalektro;2007 januari - 2007 december;85.1;2.8;80.3;3.2;0.4
488;24-30, 33 Metalektro;2007 april - 2008 maart;86.8;3.9;81.8;4.2;0.3
489;24-30, 33 Metalektro;2007 juli - 2008 juni;88.4;4.7;83.4;5.0;0.3
490;24-30, 33 Metalektro;2007 oktober - 2008 september;89.0;5.3;84.0;5.5;0.1
491;24-30, 33 Metalektro;2008 januari - 2008 december;89.8;5.4;84.6;5.4;0.0
492;24-30, 33 Metalektro;2008 april - 2009 maart;90.4;4.1;85.4;4.4;0.2
493;24-30, 33 Metalektro;2008 juli - 2009 juni;90.7;2.6;86.0;3.2;0.5
494;24-30, 33 Metalektro;2008 oktober - 2009 september;91.1;2.3;86.7;3.3;1.0
495;24-30, 33 Metalektro;2009 januari - 2009 december;91.4;1.9;87.4;3.3;1.4
496;24-30, 33 Metalektro;2009 april - 2010 maart;91.3;1.1;87.7;2.7;1.6
497;24-30, 33 Metalektro;2009 juli - 2010 juni;91.3;0.7;88.1;2.5;1.7
498;24-30, 33 Metalektro;2009 oktober - 2010 september;90.9;-0.3;88.0;1.5;1.7
499;24-30, 33 Metalektro;2010 januari - 2010 december;90.3;-1.2;87.7;0.4;1.6
500;24-30, 33 Metalektro;2010 april - 2011 maart;90.8;-0.6;88.3;0.7;1.2
501;24-30, 33 Metalektro;2010 juli - 2011 juni;91.2;-0.2;88.8;0.7;0.9
502;24-30, 33 Metalektro;2010 oktober - 2011 september;91.6;0.8;89.2;1.4;0.6
503;24-30, 33 Metalektro;2011 januari - 2011 december;93.0;3.0;90.7;3.4;0.4
504;24-30, 33 Metalektro;2011 april - 2012 maart;93.1;2.5;90.9;3.0;0.4
505;24-30, 33 Metalektro;2011 juli - 2012 juni;93.6;2.7;91.6;3.2;0.5
506;24-30, 33 Metalektro;2011 oktober - 2012 september;94.9;3.6;93.1;4.3;0.7
507;24-30, 33 Metalektro;2012 januari - 2012 december;95.9;3.1;94.3;4.0;0.9
508;24-30, 33 Metalektro;2012 april - 2013 maart;96.8;3.9;95.5;5.0;1.0
509;24-30, 33 Metalektro;2012 juli - 2013 juni;96.9;3.5;95.8;4.6;1.0
510;24-30, 33 Metalektro;2012 oktober - 2013 september;96.4;1.6;95.5;2.6;1.0
511;24-30, 33 Metalektro;2013 januari - 2013 december;95.9;0.1;95.2;1.0;0.9
512;24-30, 33 Metalektro;2013 april - 2014 maart;96.5;-0.3;96.0;0.6;0.8
513;24-30, 33 Metalektro;2013 juli - 2014 juni;97.7;0.9;97.3;1.6;0.7
514;24-30, 33 Metalektro;2013 oktober - 2014 september;98.6;2.3;98.2;2.9;0.5
515;24-30, 33 Metalektro;2014 januari - 2014 december;100.4;4.7;100.1;5.1;0.4
516;24-30, 33 Metalektro;2014 april - 2015 maart;100.6;4.2;100.4;4.6;0.3
517;24-30, 33 Metalektro;2014 juli - 2015 juni;101.1;3.4;101.0;3.7;0.3
518;24-30, 33 Metalektro;2014 oktober - 2015 september;101.0;2.5;101.0;2.8;0.3
519;24-30, 33 Metalektro;2015 januari - 2015 december;100.0;-0.4;100.0;-0.1;0.3
520;24-30, 33 Metalektro;2015 april - 2016 maart;100.4;-0.2;100.5;0.1;0.3
521;24-30, 33 Metalektro;2015 juli - 2016 juni;99.7;-1.4;99.9;-1.1;0.3
522;24-30, 33 Metalektro;2015 oktober - 2016 september;100.2;-0.8;100.5;-0.5;0.3
523;24-30, 33 Metalektro;2016 januari - 2016 december ;100.7;0.7;101.1;1.1;0.4
524;24-30, 33 Metalektro;2016 april - 2017 maart;100.6;0.1;101.0;0.5;0.4
525;24-30, 33 Metalektro;2016 juli - 2017 juni;101.8;2.1;102.3;2.4;0.3
526;24-30, 33 Metalektro;2016 oktober - 2017 september;102.4;2.1;102.9;2.4;0.3
527;24-30, 33 Metalektro;2017 januari - 2017 december;104.0;3.2;104.5;3.3;0.1
528;24-30, 33 Metalektro;2017 april - 2018 maart;104.8;4.2;105.4;4.3;0.1
529;24-30, 33 Metalektro;2017 juli - 2018 juni;105.6;3.7;106.2;3.8;0.1
530;24-30, 33 Metalektro;2017 oktober - 2018 september;106.0;3.5;106.6;3.6;0.1
531;24-30, 33 Metalektro;2018 januari - 2018 december;105.2;1.2;105.7;1.2;0.0
532;24-30, 33 Metalektro;2018 april - 2019 maart;105.6;0.7;106.1;0.7;0.0
533;24-30, 33 Metalektro;2018 juli - 2019 juni;106.0;0.4;106.5;0.3;-0.1
534;24-30, 33 Metalektro;2018 oktober - 2019 september;106.2;0.1;106.7;0.1;0.0
535;24-30, 33 Metalektro;2019 januari - 2019 december;107.3;2.0;108.0;2.1;0.1
536;24-30, 33 Metalektro;2019 april - 2020 maart;109.9;4.1;110.7;4.3;0.2
537;24-30, 33 Metalektro;2019 juli - 2020 juni;109.7;3.5;110.5;3.8;0.3
538;24-30, 33 Metalektro;2019 oktober - 2020 september;111.9;5.4;112.8;5.7;0.3
539;24-30, 33 Metalektro;2020 januari - 2020 december;112.3;4.6;113.1;4.7;0.1
540;24-30, 33 Metalektro;2020 april - 2021 maart;110.8;0.8;111.7;0.9;0.1
541;24-30, 33 Metalektro;2020 juli - 2021 juni;111.3;1.5;112.6;1.9;0.4
542;24-30, 33 Metalektro;2020 oktober - 2021 september;112.0;0.1;113.5;0.6;0.5
543;24-30, 33 Metalektro;2021 januari - 2021 december;112.7;0.4;114.4;1.2;0.8
544;24-30, 33 Metalektro;2021 april - 2022 maart;114.5;3.4;116.3;4.1;0.7
545;24-30, 33 Metalektro;2021 juli - 2022 juni;117.4;5.5;119.3;5.9;0.4
546;24-30, 33 Metalektro;2021 oktober - 2022 september;119.1;6.4;121.1;6.7;0.3
547;24-30, 33 Metalektro;2022 januari - 2022 december;121.3;7.6;123.3;7.8;0.1
548;24-30, 33 Metalektro;2022 april - 2023 maart;122.5;7.0;124.6;7.2;0.1
549;24-30, 33 Metalektro;2022 juli - 2023 juni;124.7;6.1;126.9;6.4;0.2
550;24-30, 33 Metalektro;2022 oktober - 2023 september;126.3;6.0;128.6;6.2;0.2
551;24-30, 33 Metalektro;2023 januari - 2023 december;128.6;6.0;131.1;6.3;0.3
552;F Bouwnijverheid;2001;81.7;;72.6;;
553;F Bouwnijverheid;2002;85.2;4.3;76.3;5.1;0.8
554;F Bouwnijverheid;2003;88.1;3.4;79.6;4.3;0.9
555;F Bouwnijverheid;2004;89.8;2.0;81.8;2.9;0.8
556;F Bouwnijverheid;2005;90.8;1.0;83.6;2.1;1.0
557;F Bouwnijverheid;2006;92.7;2.1;86.0;2.9;0.8
558;F Bouwnijverheid;2007;94.3;1.7;87.8;2.1;0.4
559;F Bouwnijverheid;2008;98.0;3.9;91.5;4.2;0.3
560;F Bouwnijverheid;2009;98.7;0.7;93.0;1.7;0.9
561;F Bouwnijverheid;2010;99.5;0.8;95.2;2.4;1.6
562;F Bouwnijverheid;2011;99.0;-0.5;95.5;0.3;0.7
563;F Bouwnijverheid;2012;102.0;3.0;99.4;4.1;1.0
564;F Bouwnijverheid;2013;100.7;-1.2;99.4;0.0;1.3
565;F Bouwnijverheid;2014;100.1;-0.7;99.7;0.3;1.0
566;F Bouwnijverheid;2015;100.0;-0.1;100.0;0.3;0.4
567;F Bouwnijverheid;2016;102.1;2.1;102.4;2.4;0.3
568;F Bouwnijverheid;2017;102.7;0.6;103.0;0.6;0.0
569;F Bouwnijverheid;2018;105.2;2.4;105.3;2.2;-0.2
570;F Bouwnijverheid;2019;106.8;1.5;106.9;1.6;0.0
571;F Bouwnijverheid;2020;114.2;6.9;114.3;6.9;0.0
572;F Bouwnijverheid;2021;112.5;-1.5;112.4;-1.7;-0.2
573;F Bouwnijverheid;2022;118.0;4.9;118.1;5.0;0.1
574;F Bouwnijverheid;2023;123.5;4.6;123.4;4.5;-0.1
575;F Bouwnijverheid;2006 januari - 2006 december;92.7;2.1;86.0;2.9;0.8
576;F Bouwnijverheid;2006 april - 2007 maart;93.5;;86.8;;
577;F Bouwnijverheid;2006 juli - 2007 juni;94.0;;87.4;;
578;F Bouwnijverheid;2006 oktober - 2007 september;94.3;;87.7;;
579;F Bouwnijverheid;2007 januari - 2007 december;94.3;1.7;87.8;2.1;0.4
580;F Bouwnijverheid;2007 april - 2008 maart;95.5;2.1;89.0;2.5;0.3
581;F Bouwnijverheid;2007 juli - 2008 juni;96.9;3.1;90.3;3.3;0.2
582;F Bouwnijverheid;2007 oktober - 2008 september;97.4;3.3;90.8;3.6;0.3
583;F Bouwnijverheid;2008 januari - 2008 december;98.0;3.9;91.5;4.2;0.3
584;F Bouwnijverheid;2008 april - 2009 maart;98.3;2.9;91.9;3.3;0.4
585;F Bouwnijverheid;2008 juli - 2009 juni;99.4;2.6;93.2;3.2;0.6
586;F Bouwnijverheid;2008 oktober - 2009 september;99.4;2.1;93.4;2.8;0.7
587;F Bouwnijverheid;2009 januari - 2009 december;98.7;0.7;93.0;1.7;0.9
588;F Bouwnijverheid;2009 april - 2010 maart;100.1;1.9;94.8;3.1;1.2
589;F Bouwnijverheid;2009 juli - 2010 juni;100.3;0.9;95.3;2.3;1.4
590;F Bouwnijverheid;2009 oktober - 2010 september;99.2;-0.2;94.7;1.3;1.5
591;F Bouwnijverheid;2010 januari - 2010 december;99.5;0.8;95.2;2.4;1.6
592;F Bouwnijverheid;2010 april - 2011 maart;98.6;-1.5;94.6;-0.2;1.3
593;F Bouwnijverheid;2010 juli - 2011 juni;98.3;-2.0;94.5;-0.9;1.1
594;F Bouwnijverheid;2010 oktober - 2011 september;98.1;-1.1;94.5;-0.2;0.9
595;F Bouwnijverheid;2011 januari - 2011 december;99.0;-0.5;95.5;0.3;0.7
596;F Bouwnijverheid;2011 april - 2012 maart;99.4;0.8;96.1;1.6;0.8
597;F Bouwnijverheid;2011 juli - 2012 juni;100.1;1.9;97.0;2.7;0.8
598;F Bouwnijverheid;2011 oktober - 2012 september;100.9;2.8;98.0;3.7;0.9
599;F Bouwnijverheid;2012 januari - 2012 december;102.0;3.0;99.4;4.1;1.0
600;F Bouwnijverheid;2012 april - 2013 maart;103.2;3.8;100.8;4.9;1.1
601;F Bouwnijverheid;2012 juli - 2013 juni;102.3;2.2;100.3;3.4;1.2
602;F Bouwnijverheid;2012 oktober - 2013 september;101.7;0.8;100.0;2.0;1.2
603;F Bouwnijverheid;2013 januari - 2013 december;100.7;-1.2;99.4;0.0;1.3
604;F Bouwnijverheid;2013 april - 2014 maart;99.7;-3.4;98.6;-2.2;1.2
605;F Bouwnijverheid;2013 juli - 2014 juni;99.7;-2.6;98.8;-1.5;1.1
606;F Bouwnijverheid;2013 oktober - 2014 september;99.3;-2.3;98.7;-1.3;1.0
607;F Bouwnijverheid;2014 januari - 2014 december;100.1;-0.7;99.7;0.3;1.0
