ID;TypeOfMonument;Regions;Periods;ListedMonumentsAndHistoricBuildings_1
4712;Listed monuments total;Beekdaelen;2003;263
4713;Listed monuments total;Beekdaelen;2004;263
4714;Listed monuments total;Beekdaelen;2005;263
4715;Listed monuments total;Beekdaelen;2006;263
4716;Listed monuments total;Beekdaelen;2007;263
4717;Listed monuments total;Beekdaelen;2008;263
4718;Listed monuments total;Beekdaelen;2009;263
4719;Listed monuments total;Beekdaelen;2010;263
4720;Listed monuments total;Beekdaelen;2011;263
4721;Listed monuments total;Beekdaelen;2012;263
4722;Listed monuments total;Beekdaelen;2013;255
4723;Listed monuments total;Beekdaelen;2014;255
4724;Listed monuments total;Beekdaelen;2015;255
4725;Listed monuments total;Beekdaelen;2016;255
4726;Listed monuments total;Beekdaelen;2017;255
4727;Listed monuments total;Beekdaelen;2018;255
4728;Listed monuments total;Beekdaelen;2019;255
4729;Listed monuments total;Beekdaelen;2020;255
4730;Listed monuments total;Beekdaelen;2021;254
4731;Listed monuments total;Beesel;1965;0
4732;Listed monuments total;Beesel;1966;0
4733;Listed monuments total;Beesel;1967;0
4734;Listed monuments total;Beesel;1968;0
4735;Listed monuments total;Beesel;1969;0
4736;Listed monuments total;Beesel;1970;11
4737;Listed monuments total;Beesel;1971;11
4738;Listed monuments total;Beesel;1972;11
4739;Listed monuments total;Beesel;1973;11
4740;Listed monuments total;Beesel;1974;11
4741;Listed monuments total;Beesel;1975;12
4742;Listed monuments total;Beesel;1976;13
4743;Listed monuments total;Beesel;1977;13
4744;Listed monuments total;Beesel;1978;13
4745;Listed monuments total;Beesel;1979;13
4746;Listed monuments total;Beesel;1980;14
4747;Listed monuments total;Beesel;1981;14
4748;Listed monuments total;Beesel;1982;14
4749;Listed monuments total;Beesel;1983;14
4750;Listed monuments total;Beesel;1984;14
4751;Listed monuments total;Beesel;1985;14
4752;Listed monuments total;Beesel;1986;14
4753;Listed monuments total;Beesel;1987;14
4754;Listed monuments total;Beesel;1988;14
4755;Listed monuments total;Beesel;1989;14
4756;Listed monuments total;Beesel;1990;14
4757;Listed monuments total;Beesel;1991;14
4758;Listed monuments total;Beesel;1992;14
4759;Listed monuments total;Beesel;1993;14
4760;Listed monuments total;Beesel;1994;14
4761;Listed monuments total;Beesel;1995;14
4762;Listed monuments total;Beesel;1996;14
4763;Listed monuments total;Beesel;1997;14
4764;Listed monuments total;Beesel;1998;14
4765;Listed monuments total;Beesel;1999;14
4766;Listed monuments total;Beesel;2000;18
4767;Listed monuments total;Beesel;2001;18
4768;Listed monuments total;Beesel;2002;22
4769;Listed monuments total;Beesel;2003;22
4770;Listed monuments total;Beesel;2004;22
4771;Listed monuments total;Beesel;2005;22
4772;Listed monuments total;Beesel;2006;22
4773;Listed monuments total;Beesel;2007;22
4774;Listed monuments total;Beesel;2008;22
4775;Listed monuments total;Beesel;2009;22
4776;Listed monuments total;Beesel;2010;22
4777;Listed monuments total;Beesel;2011;22
4778;Listed monuments total;Beesel;2012;22
4779;Listed monuments total;Beesel;2013;21
4780;Listed monuments total;Beesel;2014;21
4781;Listed monuments total;Beesel;2015;21
4782;Listed monuments total;Beesel;2016;21
4783;Listed monuments total;Beesel;2017;21
4784;Listed monuments total;Beesel;2018;21
4785;Listed monuments total;Beesel;2019;21
4786;Listed monuments total;Beesel;2020;21
4787;Listed monuments total;Beesel;2021;21
4788;Listed monuments total;Berg en Dal;1965;0
4789;Listed monuments total;Berg en Dal;1966;0
4790;Listed monuments total;Berg en Dal;1967;0
4791;Listed monuments total;Berg en Dal;1968;0
4792;Listed monuments total;Berg en Dal;1969;0
4793;Listed monuments total;Berg en Dal;1970;0
4794;Listed monuments total;Berg en Dal;1971;18
4795;Listed monuments total;Berg en Dal;1972;19
4796;Listed monuments total;Berg en Dal;1973;20
4797;Listed monuments total;Berg en Dal;1974;28
4798;Listed monuments total;Berg en Dal;1975;29
4799;Listed monuments total;Berg en Dal;1976;32
4800;Listed monuments total;Berg en Dal;1977;33
4801;Listed monuments total;Berg en Dal;1978;33
4802;Listed monuments total;Berg en Dal;1979;33
4803;Listed monuments total;Berg en Dal;1980;55
4804;Listed monuments total;Berg en Dal;1981;55
4805;Listed monuments total;Berg en Dal;1982;55
4806;Listed monuments total;Berg en Dal;1983;55
4807;Listed monuments total;Berg en Dal;1984;55
4808;Listed monuments total;Berg en Dal;1985;55
4809;Listed monuments total;Berg en Dal;1986;56
4810;Listed monuments total;Berg en Dal;1987;56
4811;Listed monuments total;Berg en Dal;1988;56
4812;Listed monuments total;Berg en Dal;1989;56
4813;Listed monuments total;Berg en Dal;1990;56
4814;Listed monuments total;Berg en Dal;1991;56
4815;Listed monuments total;Berg en Dal;1992;56
4816;Listed monuments total;Berg en Dal;1993;56
4817;Listed monuments total;Berg en Dal;1994;56
4818;Listed monuments total;Berg en Dal;1995;56
4819;Listed monuments total;Berg en Dal;1996;56
4820;Listed monuments total;Berg en Dal;1997;56
4821;Listed monuments total;Berg en Dal;1998;56
4822;Listed monuments total;Berg en Dal;1999;56
4823;Listed monuments total;Berg en Dal;2000;57
4824;Listed monuments total;Berg en Dal;2001;68
4825;Listed monuments total;Berg en Dal;2002;76
4826;Listed monuments total;Berg en Dal;2003;77
4827;Listed monuments total;Berg en Dal;2004;106
4828;Listed monuments total;Berg en Dal;2005;106
4829;Listed monuments total;Berg en Dal;2006;106
4830;Listed monuments total;Berg en Dal;2007;106
4831;Listed monuments total;Berg en Dal;2008;106
4832;Listed monuments total;Berg en Dal;2009;106
4833;Listed monuments total;Berg en Dal;2010;106
4834;Listed monuments total;Berg en Dal;2011;106
4835;Listed monuments total;Berg en Dal;2012;109
4836;Listed monuments total;Berg en Dal;2013;110
4837;Listed monuments total;Berg en Dal;2014;110
4838;Listed monuments total;Berg en Dal;2015;110
4839;Listed monuments total;Berg en Dal;2016;110
4840;Listed monuments total;Berg en Dal;2017;110
4841;Listed monuments total;Berg en Dal;2018;110
4842;Listed monuments total;Berg en Dal;2019;110
4843;Listed monuments total;Berg en Dal;2020;110
4844;Listed monuments total;Berg en Dal;2021;110
4845;Listed monuments total;Bergeijk;1965;0
4846;Listed monuments total;Bergeijk;1966;0
4847;Listed monuments total;Bergeijk;1967;18
4848;Listed monuments total;Bergeijk;1968;25
4849;Listed monuments total;Bergeijk;1969;25
4850;Listed monuments total;Bergeijk;1970;25
4851;Listed monuments total;Bergeijk;1971;26
4852;Listed monuments total;Bergeijk;1972;27
4853;Listed monuments total;Bergeijk;1973;27
4854;Listed monuments total;Bergeijk;1974;27
4855;Listed monuments total;Bergeijk;1975;27
4856;Listed monuments total;Bergeijk;1976;27
4857;Listed monuments total;Bergeijk;1977;27
4858;Listed monuments total;Bergeijk;1978;27
4859;Listed monuments total;Bergeijk;1979;27
4860;Listed monuments total;Bergeijk;1980;27
4861;Listed monuments total;Bergeijk;1981;27
4862;Listed monuments total;Bergeijk;1982;27
4863;Listed monuments total;Bergeijk;1983;27
4864;Listed monuments total;Bergeijk;1984;27
4865;Listed monuments total;Bergeijk;1985;27
4866;Listed monuments total;Bergeijk;1986;27
4867;Listed monuments total;Bergeijk;1987;27
4868;Listed monuments total;Bergeijk;1988;27
4869;Listed monuments total;Bergeijk;1989;27
4870;Listed monuments total;Bergeijk;1990;27
4871;Listed monuments total;Bergeijk;1991;27
4872;Listed monuments total;Bergeijk;1992;27
4873;Listed monuments total;Bergeijk;1993;27
4874;Listed monuments total;Bergeijk;1994;27
4875;Listed monuments total;Bergeijk;1995;27
4876;Listed monuments total;Bergeijk;1996;27
4877;Listed monuments total;Bergeijk;1997;27
4878;Listed monuments total;Bergeijk;1998;27
4879;Listed monuments total;Bergeijk;1999;27
4880;Listed monuments total;Bergeijk;2000;27
4881;Listed monuments total;Bergeijk;2001;40
4882;Listed monuments total;Bergeijk;2002;41
4883;Listed monuments total;Bergeijk;2003;42
4884;Listed monuments total;Bergeijk;2004;43
4885;Listed monuments total;Bergeijk;2005;44
4886;Listed monuments total;Bergeijk;2006;43
4887;Listed monuments total;Bergeijk;2007;43
4888;Listed monuments total;Bergeijk;2008;43
4889;Listed monuments total;Bergeijk;2009;43
4890;Listed monuments total;Bergeijk;2010;46
4891;Listed monuments total;Bergeijk;2011;47
4892;Listed monuments total;Bergeijk;2012;47
4893;Listed monuments total;Bergeijk;2013;46
4894;Listed monuments total;Bergeijk;2014;46
4895;Listed monuments total;Bergeijk;2015;46
4896;Listed monuments total;Bergeijk;2016;46
4897;Listed monuments total;Bergeijk;2017;46
4898;Listed monuments total;Bergeijk;2018;46
4899;Listed monuments total;Bergeijk;2019;46
4900;Listed monuments total;Bergeijk;2020;46
4901;Listed monuments total;Bergeijk;2021;46
4902;Listed monuments total;Bergen (L.);1965;0
4903;Listed monuments total;Bergen (L.);1966;0
4904;Listed monuments total;Bergen (L.);1967;0
4905;Listed monuments total;Bergen (L.);1968;0
4906;Listed monuments total;Bergen (L.);1969;2
4907;Listed monuments total;Bergen (L.);1970;18
4908;Listed monuments total;Bergen (L.);1971;18
4909;Listed monuments total;Bergen (L.);1972;18
4910;Listed monuments total;Bergen (L.);1973;18
4911;Listed monuments total;Bergen (L.);1974;18
4912;Listed monuments total;Bergen (L.);1975;18
4913;Listed monuments total;Bergen (L.);1976;18
4914;Listed monuments total;Bergen (L.);1977;18
4915;Listed monuments total;Bergen (L.);1978;18
4916;Listed monuments total;Bergen (L.);1979;18
4917;Listed monuments total;Bergen (L.);1980;18
4918;Listed monuments total;Bergen (L.);1981;18
4919;Listed monuments total;Bergen (L.);1982;18
4920;Listed monuments total;Bergen (L.);1983;18
4921;Listed monuments total;Bergen (L.);1984;18
4922;Listed monuments total;Bergen (L.);1985;18
4923;Listed monuments total;Bergen (L.);1986;18
4924;Listed monuments total;Bergen (L.);1987;18
4925;Listed monuments total;Bergen (L.);1988;18
4926;Listed monuments total;Bergen (L.);1989;18
4927;Listed monuments total;Bergen (L.);1990;18
4928;Listed monuments total;Bergen (L.);1991;18
4929;Listed monuments total;Bergen (L.);1992;18
4930;Listed monuments total;Bergen (L.);1993;18
4931;Listed monuments total;Bergen (L.);1994;18
4932;Listed monuments total;Bergen (L.);1995;18
4933;Listed monuments total;Bergen (L.);1996;18
4934;Listed monuments total;Bergen (L.);1997;18
4935;Listed monuments total;Bergen (L.);1998;18
4936;Listed monuments total;Bergen (L.);1999;18
4937;Listed monuments total;Bergen (L.);2000;18
4938;Listed monuments total;Bergen (L.);2001;18
4939;Listed monuments total;Bergen (L.);2002;20
4940;Listed monuments total;Bergen (L.);2003;20
4941;Listed monuments total;Bergen (L.);2004;29
4942;Listed monuments total;Bergen (L.);2005;29
4943;Listed monuments total;Bergen (L.);2006;29
4944;Listed monuments total;Bergen (L.);2007;29
4945;Listed monuments total;Bergen (L.);2008;29
4946;Listed monuments total;Bergen (L.);2009;29
4947;Listed monuments total;Bergen (L.);2010;29
4948;Listed monuments total;Bergen (L.);2011;31
4949;Listed monuments total;Bergen (L.);2012;31
4950;Listed monuments total;Bergen (L.);2013;29
4951;Listed monuments total;Bergen (L.);2014;28
4952;Listed monuments total;Bergen (L.);2015;28
4953;Listed monuments total;Bergen (L.);2016;28
4954;Listed monuments total;Bergen (L.);2017;28
4955;Listed monuments total;Bergen (L.);2018;28
4956;Listed monuments total;Bergen (L.);2019;28
4957;Listed monuments total;Bergen (L.);2020;28
4958;Listed monuments total;Bergen (L.);2021;28
4959;Listed monuments total;Bergen (NH.);1965;0
4960;Listed monuments total;Bergen (NH.);1966;0
4961;Listed monuments total;Bergen (NH.);1967;2
4962;Listed monuments total;Bergen (NH.);1968;16
4963;Listed monuments total;Bergen (NH.);1969;16
4964;Listed monuments total;Bergen (NH.);1970;16
4965;Listed monuments total;Bergen (NH.);1971;16
4966;Listed monuments total;Bergen (NH.);1972;35
4967;Listed monuments total;Bergen (NH.);1973;35
4968;Listed monuments total;Bergen (NH.);1974;35
4969;Listed monuments total;Bergen (NH.);1975;36
4970;Listed monuments total;Bergen (NH.);1976;36
4971;Listed monuments total;Bergen (NH.);1977;38
4972;Listed monuments total;Bergen (NH.);1978;39
4973;Listed monuments total;Bergen (NH.);1979;39
4974;Listed monuments total;Bergen (NH.);1980;40
4975;Listed monuments total;Bergen (NH.);1981;40
4976;Listed monuments total;Bergen (NH.);1982;40
4977;Listed monuments total;Bergen (NH.);1983;40
4978;Listed monuments total;Bergen (NH.);1984;40
4979;Listed monuments total;Bergen (NH.);1985;58
4980;Listed monuments total;Bergen (NH.);1986;58
4981;Listed monuments total;Bergen (NH.);1987;58
4982;Listed monuments total;Bergen (NH.);1988;58
4983;Listed monuments total;Bergen (NH.);1989;58
4984;Listed monuments total;Bergen (NH.);1990;57
4985;Listed monuments total;Bergen (NH.);1991;57
4986;Listed monuments total;Bergen (NH.);1992;57
4987;Listed monuments total;Bergen (NH.);1993;57
4988;Listed monuments total;Bergen (NH.);1994;57
4989;Listed monuments total;Bergen (NH.);1995;57
4990;Listed monuments total;Bergen (NH.);1996;57
4991;Listed monuments total;Bergen (NH.);1997;57
4992;Listed monuments total;Bergen (NH.);1998;57
4993;Listed monuments total;Bergen (NH.);1999;57
4994;Listed monuments total;Bergen (NH.);2000;58
4995;Listed monuments total;Bergen (NH.);2001;121
4996;Listed monuments total;Bergen (NH.);2002;123
4997;Listed monuments total;Bergen (NH.);2003;124
4998;Listed monuments total;Bergen (NH.);2004;136
4999;Listed monuments total;Bergen (NH.);2005;135
5000;Listed monuments total;Bergen (NH.);2006;135
5001;Listed monuments total;Bergen (NH.);2007;135
5002;Listed monuments total;Bergen (NH.);2008;135
5003;Listed monuments total;Bergen (NH.);2009;135
5004;Listed monuments total;Bergen (NH.);2010;135
5005;Listed monuments total;Bergen (NH.);2011;135
5006;Listed monuments total;Bergen (NH.);2012;135
5007;Listed monuments total;Bergen (NH.);2013;134
5008;Listed monuments total;Bergen (NH.);2014;134
5009;Listed monuments total;Bergen (NH.);2015;134
5010;Listed monuments total;Bergen (NH.);2016;133
5011;Listed monuments total;Bergen (NH.);2017;133
5012;Listed monuments total;Bergen (NH.);2018;133
5013;Listed monuments total;Bergen (NH.);2019;132
5014;Listed monuments total;Bergen (NH.);2020;132
5015;Listed monuments total;Bergen (NH.);2021;132
5016;Listed monuments total;Bergen op Zoom;1965;0
5017;Listed monuments total;Bergen op Zoom;1966;178
5018;Listed monuments total;Bergen op Zoom;1967;178
5019;Listed monuments total;Bergen op Zoom;1968;178
5020;Listed monuments total;Bergen op Zoom;1969;178
5021;Listed monuments total;Bergen op Zoom;1970;178
5022;Listed monuments total;Bergen op Zoom;1971;185
5023;Listed monuments total;Bergen op Zoom;1972;196
5024;Listed monuments total;Bergen op Zoom;1973;196
5025;Listed monuments total;Bergen op Zoom;1974;200
5026;Listed monuments total;Bergen op Zoom;1975;201
5027;Listed monuments total;Bergen op Zoom;1976;204
5028;Listed monuments total;Bergen op Zoom;1977;206
5029;Listed monuments total;Bergen op Zoom;1978;207
5030;Listed monuments total;Bergen op Zoom;1979;214
5031;Listed monuments total;Bergen op Zoom;1980;222
5032;Listed monuments total;Bergen op Zoom;1981;222
5033;Listed monuments total;Bergen op Zoom;1982;222
5034;Listed monuments total;Bergen op Zoom;1983;223
5035;Listed monuments total;Bergen op Zoom;1984;223
5036;Listed monuments total;Bergen op Zoom;1985;223
5037;Listed monuments total;Bergen op Zoom;1986;223
5038;Listed monuments total;Bergen op Zoom;1987;223
5039;Listed monuments total;Bergen op Zoom;1988;223
5040;Listed monuments total;Bergen op Zoom;1989;222
5041;Listed monuments total;Bergen op Zoom;1990;220
5042;Listed monuments total;Bergen op Zoom;1991;220
5043;Listed monuments total;Bergen op Zoom;1992;219
5044;Listed monuments total;Bergen op Zoom;1993;219
5045;Listed monuments total;Bergen op Zoom;1994;220
5046;Listed monuments total;Bergen op Zoom;1995;220
5047;Listed monuments total;Bergen op Zoom;1996;220
5048;Listed monuments total;Bergen op Zoom;1997;221
5049;Listed monuments total;Bergen op Zoom;1998;225
5050;Listed monuments total;Bergen op Zoom;1999;225
5051;Listed monuments total;Bergen op Zoom;2000;225
5052;Listed monuments total;Bergen op Zoom;2001;228
5053;Listed monuments total;Bergen op Zoom;2002;319
5054;Listed monuments total;Bergen op Zoom;2003;320
5055;Listed monuments total;Bergen op Zoom;2004;323
5056;Listed monuments total;Bergen op Zoom;2005;323
5057;Listed monuments total;Bergen op Zoom;2006;331
5058;Listed monuments total;Bergen op Zoom;2007;331
5059;Listed monuments total;Bergen op Zoom;2008;331
5060;Listed monuments total;Bergen op Zoom;2009;333
5061;Listed monuments total;Bergen op Zoom;2010;333
5062;Listed monuments total;Bergen op Zoom;2011;333
5063;Listed monuments total;Bergen op Zoom;2012;333
5064;Listed monuments total;Bergen op Zoom;2013;329
5065;Listed monuments total;Bergen op Zoom;2014;329
5066;Listed monuments total;Bergen op Zoom;2015;329
5067;Listed monuments total;Bergen op Zoom;2016;324
5068;Listed monuments total;Bergen op Zoom;2017;324
5069;Listed monuments total;Bergen op Zoom;2018;324
5070;Listed monuments total;Bergen op Zoom;2019;324
5071;Listed monuments total;Bergen op Zoom;2020;323
5072;Listed monuments total;Bergen op Zoom;2021;323
5073;Listed monuments total;Berkelland;1965;0
5074;Listed monuments total;Berkelland;1966;48
5075;Listed monuments total;Berkelland;1967;48
5076;Listed monuments total;Berkelland;1968;52
5077;Listed monuments total;Berkelland;1969;54
5078;Listed monuments total;Berkelland;1970;54
5079;Listed monuments total;Berkelland;1971;54
5080;Listed monuments total;Berkelland;1972;54
5081;Listed monuments total;Berkelland;1973;54
5082;Listed monuments total;Berkelland;1974;54
5083;Listed monuments total;Berkelland;1975;56
5084;Listed monuments total;Berkelland;1976;58
5085;Listed monuments total;Berkelland;1977;61
5086;Listed monuments total;Berkelland;1978;61
5087;Listed monuments total;Berkelland;1979;61
5088;Listed monuments total;Berkelland;1980;61
5089;Listed monuments total;Berkelland;1981;61
5090;Listed monuments total;Berkelland;1982;62
5091;Listed monuments total;Berkelland;1983;62
5092;Listed monuments total;Berkelland;1984;62
5093;Listed monuments total;Berkelland;1985;62
5094;Listed monuments total;Berkelland;1986;62
5095;Listed monuments total;Berkelland;1987;62
5096;Listed monuments total;Berkelland;1988;62
5097;Listed monuments total;Berkelland;1989;62
5098;Listed monuments total;Berkelland;1990;62
5099;Listed monuments total;Berkelland;1991;60
5100;Listed monuments total;Berkelland;1992;60
5101;Listed monuments total;Berkelland;1993;60
5102;Listed monuments total;Berkelland;1994;61
5103;Listed monuments total;Berkelland;1995;61
5104;Listed monuments total;Berkelland;1996;61
5105;Listed monuments total;Berkelland;1997;61
5106;Listed monuments total;Berkelland;1998;61
5107;Listed monuments total;Berkelland;1999;71
5108;Listed monuments total;Berkelland;2000;80
5109;Listed monuments total;Berkelland;2001;107
5110;Listed monuments total;Berkelland;2002;108
5111;Listed monuments total;Berkelland;2003;108
5112;Listed monuments total;Berkelland;2004;111
5113;Listed monuments total;Berkelland;2005;113
5114;Listed monuments total;Berkelland;2006;113
5115;Listed monuments total;Berkelland;2007;113
5116;Listed monuments total;Berkelland;2008;113
5117;Listed monuments total;Berkelland;2009;113
5118;Listed monuments total;Berkelland;2010;126
5119;Listed monuments total;Berkelland;2011;126
5120;Listed monuments total;Berkelland;2012;126
5121;Listed monuments total;Berkelland;2013;122
5122;Listed monuments total;Berkelland;2014;122
5123;Listed monuments total;Berkelland;2015;122
5124;Listed monuments total;Berkelland;2016;122
5125;Listed monuments total;Berkelland;2017;122
5126;Listed monuments total;Berkelland;2018;122
5127;Listed monuments total;Berkelland;2019;122
5128;Listed monuments total;Berkelland;2020;122
5129;Listed monuments total;Berkelland;2021;122
5130;Listed monuments total;Bernheze;1965;0
5131;Listed monuments total;Bernheze;1966;0
5132;Listed monuments total;Bernheze;1967;0
5133;Listed monuments total;Bernheze;1968;0
5134;Listed monuments total;Bernheze;1969;0
5135;Listed monuments total;Bernheze;1970;0
5136;Listed monuments total;Bernheze;1971;0
5137;Listed monuments total;Bernheze;1972;0
5138;Listed monuments total;Bernheze;1973;18
5139;Listed monuments total;Bernheze;1974;18
5140;Listed monuments total;Bernheze;1975;19
5141;Listed monuments total;Bernheze;1976;19
5142;Listed monuments total;Bernheze;1977;20
5143;Listed monuments total;Bernheze;1978;21
5144;Listed monuments total;Bernheze;1979;21
5145;Listed monuments total;Bernheze;1980;21
5146;Listed monuments total;Bernheze;1981;23
5147;Listed monuments total;Bernheze;1982;23
5148;Listed monuments total;Bernheze;1983;23
5149;Listed monuments total;Bernheze;1984;23
5150;Listed monuments total;Bernheze;1985;24
5151;Listed monuments total;Bernheze;1986;24
5152;Listed monuments total;Bernheze;1987;24
5153;Listed monuments total;Bernheze;1988;24
5154;Listed monuments total;Bernheze;1989;23
5155;Listed monuments total;Bernheze;1990;23
5156;Listed monuments total;Bernheze;1991;24
5157;Listed monuments total;Bernheze;1992;24
5158;Listed monuments total;Bernheze;1993;24
5159;Listed monuments total;Bernheze;1994;24
5160;Listed monuments total;Bernheze;1995;24
5161;Listed monuments total;Bernheze;1996;24
5162;Listed monuments total;Bernheze;1997;24
5163;Listed monuments total;Bernheze;1998;24
5164;Listed monuments total;Bernheze;1999;24
5165;Listed monuments total;Bernheze;2000;24
5166;Listed monuments total;Bernheze;2001;24
5167;Listed monuments total;Bernheze;2002;66
5168;Listed monuments total;Bernheze;2003;66
5169;Listed monuments total;Bernheze;2004;66
5170;Listed monuments total;Bernheze;2005;69
5171;Listed monuments total;Bernheze;2006;70
5172;Listed monuments total;Bernheze;2007;70
5173;Listed monuments total;Bernheze;2008;70
5174;Listed monuments total;Bernheze;2009;70
5175;Listed monuments total;Bernheze;2010;70
5176;Listed monuments total;Bernheze;2011;70
5177;Listed monuments total;Bernheze;2012;70
5178;Listed monuments total;Bernheze;2013;67
5179;Listed monuments total;Bernheze;2014;67
5180;Listed monuments total;Bernheze;2015;67
5181;Listed monuments total;Bernheze;2016;67
5182;Listed monuments total;Bernheze;2017;67
5183;Listed monuments total;Bernheze;2018;67
5184;Listed monuments total;Bernheze;2019;67
5185;Listed monuments total;Bernheze;2020;67
5186;Listed monuments total;Bernheze;2021;67
5187;Listed monuments total;Best;1965;0
5188;Listed monuments total;Best;1966;0
5189;Listed monuments total;Best;1967;4
5190;Listed monuments total;Best;1968;5
5191;Listed monuments total;Best;1969;5
5192;Listed monuments total;Best;1970;5
5193;Listed monuments total;Best;1971;5
5194;Listed monuments total;Best;1972;5
5195;Listed monuments total;Best;1973;6
5196;Listed monuments total;Best;1974;6
5197;Listed monuments total;Best;1975;8
5198;Listed monuments total;Best;1976;8
5199;Listed monuments total;Best;1977;8
5200;Listed monuments total;Best;1978;8
5201;Listed monuments total;Best;1979;8
5202;Listed monuments total;Best;1980;8
5203;Listed monuments total;Best;1981;8
5204;Listed monuments total;Best;1982;8
5205;Listed monuments total;Best;1983;9
5206;Listed monuments total;Best;1984;9
5207;Listed monuments total;Best;1985;9
5208;Listed monuments total;Best;1986;9
5209;Listed monuments total;Best;1987;9
5210;Listed monuments total;Best;1988;9
5211;Listed monuments total;Best;1989;9
5212;Listed monuments total;Best;1990;9
5213;Listed monuments total;Best;1991;9
5214;Listed monuments total;Best;1992;9
5215;Listed monuments total;Best;1993;9
5216;Listed monuments total;Best;1994;9
5217;Listed monuments total;Best;1995;9
5218;Listed monuments total;Best;1996;10
5219;Listed monuments total;Best;1997;10
5220;Listed monuments total;Best;1998;10
5221;Listed monuments total;Best;1999;10
5222;Listed monuments total;Best;2000;22
5223;Listed monuments total;Best;2001;23
5224;Listed monuments total;Best;2002;24
5225;Listed monuments total;Best;2003;24
5226;Listed monuments total;Best;2004;24
5227;Listed monuments total;Best;2005;24
5228;Listed monuments total;Best;2006;25
5229;Listed monuments total;Best;2007;25
5230;Listed monuments total;Best;2008;25
5231;Listed monuments total;Best;2009;25
5232;Listed monuments total;Best;2010;25
5233;Listed monuments total;Best;2011;25
5234;Listed monuments total;Best;2012;25
5235;Listed monuments total;Best;2013;25
5236;Listed monuments total;Best;2014;25
5237;Listed monuments total;Best;2015;25
5238;Listed monuments total;Best;2016;25
5239;Listed monuments total;Best;2017;25
5240;Listed monuments total;Best;2018;25
5241;Listed monuments total;Best;2019;25
5242;Listed monuments total;Best;2020;25
5243;Listed monuments total;Best;2021;25
5244;Listed monuments total;Beuningen;1965;0
5245;Listed monuments total;Beuningen;1966;0
5246;Listed monuments total;Beuningen;1967;0
5247;Listed monuments total;Beuningen;1968;0
5248;Listed monuments total;Beuningen;1969;0
5249;Listed monuments total;Beuningen;1970;0
5250;Listed monuments total;Beuningen;1971;10
5251;Listed monuments total;Beuningen;1972;10
5252;Listed monuments total;Beuningen;1973;31
5253;Listed monuments total;Beuningen;1974;31
5254;Listed monuments total;Beuningen;1975;37
5255;Listed monuments total;Beuningen;1976;37
5256;Listed monuments total;Beuningen;1977;38
5257;Listed monuments total;Beuningen;1978;39
5258;Listed monuments total;Beuningen;1979;39
5259;Listed monuments total;Beuningen;1980;39
5260;Listed monuments total;Beuningen;1981;39
5261;Listed monuments total;Beuningen;1982;40
5262;Listed monuments total;Beuningen;1983;40
5263;Listed monuments total;Beuningen;1984;40
5264;Listed monuments total;Beuningen;1985;40
5265;Listed monuments total;Beuningen;1986;40
5266;Listed monuments total;Beuningen;1987;40
5267;Listed monuments total;Beuningen;1988;40
5268;Listed monuments total;Beuningen;1989;40
5269;Listed monuments total;Beuningen;1990;40
5270;Listed monuments total;Beuningen;1991;40
5271;Listed monuments total;Beuningen;1992;40
5272;Listed monuments total;Beuningen;1993;40
5273;Listed monuments total;Beuningen;1994;40
5274;Listed monuments total;Beuningen;1995;40
5275;Listed monuments total;Beuningen;1996;40
5276;Listed monuments total;Beuningen;1997;40
5277;Listed monuments total;Beuningen;1998;40
5278;Listed monuments total;Beuningen;1999;40
5279;Listed monuments total;Beuningen;2000;40
5280;Listed monuments total;Beuningen;2001;40
5281;Listed monuments total;Beuningen;2002;63
5282;Listed monuments total;Beuningen;2003;63
5283;Listed monuments total;Beuningen;2004;70
5284;Listed monuments total;Beuningen;2005;70
5285;Listed monuments total;Beuningen;2006;70
5286;Listed monuments total;Beuningen;2007;70
5287;Listed monuments total;Beuningen;2008;70
5288;Listed monuments total;Beuningen;2009;69
5289;Listed monuments total;Beuningen;2010;69
5290;Listed monuments total;Beuningen;2011;69
5291;Listed monuments total;Beuningen;2012;69
5292;Listed monuments total;Beuningen;2013;67
5293;Listed monuments total;Beuningen;2014;67
5294;Listed monuments total;Beuningen;2015;67
5295;Listed monuments total;Beuningen;2016;66
5296;Listed monuments total;Beuningen;2017;66
5297;Listed monuments total;Beuningen;2018;66
5298;Listed monuments total;Beuningen;2019;66
5299;Listed monuments total;Beuningen;2020;66
5300;Listed monuments total;Beuningen;2021;66
5301;Listed monuments total;Beverwijk;1965;0
5302;Listed monuments total;Beverwijk;1966;0
5303;Listed monuments total;Beverwijk;1967;17
5304;Listed monuments total;Beverwijk;1968;17
5305;Listed monuments total;Beverwijk;1969;17
5306;Listed monuments total;Beverwijk;1970;17
5307;Listed monuments total;Beverwijk;1971;17
5308;Listed monuments total;Beverwijk;1972;17
5309;Listed monuments total;Beverwijk;1973;17
5310;Listed monuments total;Beverwijk;1974;17
5311;Listed monuments total;Beverwijk;1975;17
5312;Listed monuments total;Beverwijk;1976;17
5313;Listed monuments total;Beverwijk;1977;17
5314;Listed monuments total;Beverwijk;1978;17
5315;Listed monuments total;Beverwijk;1979;17
5316;Listed monuments total;Beverwijk;1980;17
5317;Listed monuments total;Beverwijk;1981;17
5318;Listed monuments total;Beverwijk;1982;17
5319;Listed monuments total;Beverwijk;1983;17
5320;Listed monuments total;Beverwijk;1984;17
5321;Listed monuments total;Beverwijk;1985;17
5322;Listed monuments total;Beverwijk;1986;17
