ID;EnergySourcesTechniques;EnergyApplication;Periods;FinalConsumption_1;FinalConsumptionRelative_2;AvoidedEnergy_3;AvoidedEnergyRelative_4;AvoidedEmission_5;AvoidedEmissionRelative_6
2612;Co-firing of biomass in electr. plants;Transport;1992;;;;;;
2613;Co-firing of biomass in electr. plants;Transport;1993;;;;;;
2614;Co-firing of biomass in electr. plants;Transport;1994;;;;;;
2615;Co-firing of biomass in electr. plants;Transport;1995;;;;;;
2616;Co-firing of biomass in electr. plants;Transport;1996;;;;;;
2617;Co-firing of biomass in electr. plants;Transport;1997;;;;;;
2618;Co-firing of biomass in electr. plants;Transport;1998;;;;;;
2619;Co-firing of biomass in electr. plants;Transport;1999;;;;;;
2620;Co-firing of biomass in electr. plants;Transport;2000;;;;;;
2621;Co-firing of biomass in electr. plants;Transport;2001;;;;;;
2622;Co-firing of biomass in electr. plants;Transport;2002;;;;;;
2623;Co-firing of biomass in electr. plants;Transport;2003;;;;;;
2624;Co-firing of biomass in electr. plants;Transport;2004;;;;;;
2625;Co-firing of biomass in electr. plants;Transport;2005;;;;;;
2626;Co-firing of biomass in electr. plants;Transport;2006;;;;;;
2627;Co-firing of biomass in electr. plants;Transport;2007;;;;;;
2628;Co-firing of biomass in electr. plants;Transport;2008;;;;;;
2629;Co-firing of biomass in electr. plants;Transport;2009;;;;;;
2630;Co-firing of biomass in electr. plants;Transport;2010;;;;;;
2631;Co-firing of biomass in electr. plants;Transport;2011;;;;;;
2632;Co-firing of biomass in electr. plants;Transport;2012;;;;;;
2633;Co-firing of biomass in electr. plants;Transport;2013;;;;;;
2634;Co-firing of biomass in electr. plants;Transport;2014;;;;;;
2635;Co-firing of biomass in electr. plants;Transport;2015;;;;;;
2636;Co-firing of biomass in electr. plants;Transport;2016;;;;;;
2637;Co-firing of biomass in electr. plants;Transport;2017;;;;;;
2638;Co-firing of biomass in electr. plants;Transport;2018;;;;;;
2639;Co-firing of biomass in electr. plants;Transport;2019;;;;;;
2640;Total biomass households;Total energy applications;1990;12851.0;0.71;5094.0;0.18;289.0;0.18
2641;Total biomass households;Total energy applications;1991;12776.0;0.66;5085.0;0.17;289.0;0.17
2642;Total biomass households;Total energy applications;1992;12816.0;0.67;5128.0;0.18;291.0;0.17
2643;Total biomass households;Total energy applications;1993;12944.0;0.65;5219.0;0.17;296.0;0.17
2644;Total biomass households;Total energy applications;1994;13127.0;0.67;5339.0;0.18;303.0;0.17
2645;Total biomass households;Total energy applications;1995;13347.0;0.66;5477.0;0.18;311.0;0.18
2646;Total biomass households;Total energy applications;1996;13744.0;0.62;5869.0;0.18;333.0;0.18
2647;Total biomass households;Total energy applications;1997;13851.0;0.65;6110.0;0.19;347.0;0.2
2648;Total biomass households;Total energy applications;1998;13940.0;0.66;6332.0;0.2;360.0;0.2
2649;Total biomass households;Total energy applications;1999;13999.0;0.67;6529.0;0.21;371.0;0.22
2650;Total biomass households;Total energy applications;2000;14027.0;0.66;6699.0;0.21;380.0;0.22
2651;Total biomass households;Total energy applications;2001;13938.0;0.64;6770.0;0.21;385.0;0.22
2652;Total biomass households;Total energy applications;2002;13856.0;0.64;6844.0;0.21;389.0;0.22
2653;Total biomass households;Total energy applications;2003;14186.0;0.64;7194.0;0.22;409.0;0.23
2654;Total biomass households;Total energy applications;2004;14901.0;0.64;7829.0;0.23;445.0;0.24
2655;Total biomass households;Total energy applications;2005;15664.0;0.68;8507.0;0.25;483.0;0.27
2656;Total biomass households;Total energy applications;2006;16394.0;0.72;9160.0;0.28;520.0;0.3
2657;Total biomass households;Total energy applications;2007;16377.0;0.73;9268.0;0.28;525.0;0.3
2658;Total biomass households;Total energy applications;2008;16522.0;0.72;9552.0;0.29;542.0;0.31
2659;Total biomass households;Total energy applications;2009;16763.0;0.76;9910.0;0.31;561.0;0.33
2660;Total biomass households;Total energy applications;2010;17099.0;0.72;10339.0;0.3;585.0;0.32
2661;Total biomass households;Total energy applications;2011;17414.0;0.79;10745.0;0.33;607.0;0.36
2662;Total biomass households;Total energy applications;2012;16938.0;0.77;10480.0;0.32;592.0;0.36
2663;Total biomass households;Total energy applications;2013;17012.0;0.77;10706.0;0.34;605.0;0.36
2664;Total biomass households;Total energy applications;2014;16898.0;0.84;10799.0;0.36;609.0;0.38
2665;Total biomass households;Total energy applications;2015;16743.0;0.81;10847.0;0.35;613.0;0.37
2666;Total biomass households;Total energy applications;2016;16569.0;0.79;10874.0;0.34;614.0;0.37
2667;Total biomass households;Total energy applications;2017;16432.0;0.78;10932.0;0.34;619.0;0.38
2668;Total biomass households;Total energy applications;2018;16446.0;0.78;11115.0;0.36;629.0;0.39
2669;Total biomass households;Total energy applications;2019;16278.0;0.78;11168.0;0.36;632.0;0.41
2670;Total biomass households;Electricity;1990;;;;;;
2671;Total biomass households;Electricity;1991;;;;;;
2672;Total biomass households;Electricity;1992;;;;;;
2673;Total biomass households;Electricity;1993;;;;;;
2674;Total biomass households;Electricity;1994;;;;;;
2675;Total biomass households;Electricity;1995;;;;;;
2676;Total biomass households;Electricity;1996;;;;;;
2677;Total biomass households;Electricity;1997;;;;;;
2678;Total biomass households;Electricity;1998;;;;;;
2679;Total biomass households;Electricity;1999;;;;;;
2680;Total biomass households;Electricity;2000;;;;;;
2681;Total biomass households;Electricity;2001;;;;;;
2682;Total biomass households;Electricity;2002;;;;;;
2683;Total biomass households;Electricity;2003;;;;;;
2684;Total biomass households;Electricity;2004;;;;;;
2685;Total biomass households;Electricity;2005;;;;;;
2686;Total biomass households;Electricity;2006;;;;;;
2687;Total biomass households;Electricity;2007;;;;;;
2688;Total biomass households;Electricity;2008;;;;;;
2689;Total biomass households;Electricity;2009;;;;;;
2690;Total biomass households;Electricity;2010;;;;;;
2691;Total biomass households;Electricity;2011;;;;;;
2692;Total biomass households;Electricity;2012;;;;;;
2693;Total biomass households;Electricity;2013;;;;;;
2694;Total biomass households;Electricity;2014;;;;;;
2695;Total biomass households;Electricity;2015;;;;;;
2696;Total biomass households;Electricity;2016;;;;;;
2697;Total biomass households;Electricity;2017;;;;;;
2698;Total biomass households;Electricity;2018;;;;;;
2699;Total biomass households;Electricity;2019;;;;;;
2700;Total biomass households;Heat;1990;12851.0;0.71;5094.0;0.18;289.0;0.18
2701;Total biomass households;Heat;1991;12776.0;0.66;5085.0;0.17;289.0;0.17
2702;Total biomass households;Heat;1992;12816.0;0.67;5128.0;0.18;291.0;0.17
2703;Total biomass households;Heat;1993;12944.0;0.65;5219.0;0.17;296.0;0.17
2704;Total biomass households;Heat;1994;13127.0;0.67;5339.0;0.18;303.0;0.17
2705;Total biomass households;Heat;1995;13347.0;0.66;5477.0;0.18;311.0;0.18
2706;Total biomass households;Heat;1996;13744.0;0.62;5869.0;0.18;333.0;0.18
2707;Total biomass households;Heat;1997;13851.0;0.65;6110.0;0.19;347.0;0.2
2708;Total biomass households;Heat;1998;13940.0;0.66;6332.0;0.2;360.0;0.2
2709;Total biomass households;Heat;1999;13999.0;0.67;6529.0;0.21;371.0;0.22
2710;Total biomass households;Heat;2000;14027.0;0.66;6699.0;0.21;380.0;0.22
2711;Total biomass households;Heat;2001;13938.0;0.64;6770.0;0.21;385.0;0.22
2712;Total biomass households;Heat;2002;13856.0;0.64;6844.0;0.21;389.0;0.22
2713;Total biomass households;Heat;2003;14186.0;0.64;7194.0;0.22;409.0;0.23
2714;Total biomass households;Heat;2004;14901.0;0.64;7829.0;0.23;445.0;0.24
2715;Total biomass households;Heat;2005;15664.0;0.68;8507.0;0.25;483.0;0.27
2716;Total biomass households;Heat;2006;16394.0;0.72;9160.0;0.28;520.0;0.3
2717;Total biomass households;Heat;2007;16377.0;0.73;9268.0;0.28;525.0;0.3
2718;Total biomass households;Heat;2008;16522.0;0.72;9552.0;0.29;542.0;0.31
2719;Total biomass households;Heat;2009;16763.0;0.76;9910.0;0.31;561.0;0.33
2720;Total biomass households;Heat;2010;17099.0;0.72;10339.0;0.3;585.0;0.32
2721;Total biomass households;Heat;2011;17414.0;0.79;10745.0;0.33;607.0;0.36
2722;Total biomass households;Heat;2012;16938.0;0.77;10480.0;0.32;592.0;0.36
2723;Total biomass households;Heat;2013;17012.0;0.77;10706.0;0.34;605.0;0.36
2724;Total biomass households;Heat;2014;16898.0;0.84;10799.0;0.36;609.0;0.38
2725;Total biomass households;Heat;2015;16743.0;0.81;10847.0;0.35;613.0;0.37
2726;Total biomass households;Heat;2016;16569.0;0.79;10874.0;0.34;614.0;0.37
2727;Total biomass households;Heat;2017;16432.0;0.78;10932.0;0.34;619.0;0.38
2728;Total biomass households;Heat;2018;16446.0;0.78;11115.0;0.36;629.0;0.39
2729;Total biomass households;Heat;2019;16278.0;0.78;11168.0;0.36;632.0;0.41
2730;Total biomass households;Transport;1990;;;;;;
2731;Total biomass households;Transport;1991;;;;;;
2732;Total biomass households;Transport;1992;;;;;;
2733;Total biomass households;Transport;1993;;;;;;
2734;Total biomass households;Transport;1994;;;;;;
2735;Total biomass households;Transport;1995;;;;;;
2736;Total biomass households;Transport;1996;;;;;;
2737;Total biomass households;Transport;1997;;;;;;
2738;Total biomass households;Transport;1998;;;;;;
2739;Total biomass households;Transport;1999;;;;;;
2740;Total biomass households;Transport;2000;;;;;;
2741;Total biomass households;Transport;2001;;;;;;
2742;Total biomass households;Transport;2002;;;;;;
2743;Total biomass households;Transport;2003;;;;;;
2744;Total biomass households;Transport;2004;;;;;;
2745;Total biomass households;Transport;2005;;;;;;
2746;Total biomass households;Transport;2006;;;;;;
2747;Total biomass households;Transport;2007;;;;;;
2748;Total biomass households;Transport;2008;;;;;;
2749;Total biomass households;Transport;2009;;;;;;
2750;Total biomass households;Transport;2010;;;;;;
2751;Total biomass households;Transport;2011;;;;;;
2752;Total biomass households;Transport;2012;;;;;;
2753;Total biomass households;Transport;2013;;;;;;
2754;Total biomass households;Transport;2014;;;;;;
2755;Total biomass households;Transport;2015;;;;;;
2756;Total biomass households;Transport;2016;;;;;;
2757;Total biomass households;Transport;2017;;;;;;
2758;Total biomass households;Transport;2018;;;;;;
2759;Total biomass households;Transport;2019;;;;;;
2760;Biomass households, open fireplaces;Total energy applications;1990;3834.0;0.21;404.0;0.01;23.0;0.01
2761;Biomass households, open fireplaces;Total energy applications;1991;3762.0;0.19;396.0;0.01;22.0;0.01
2762;Biomass households, open fireplaces;Total energy applications;1992;3688.0;0.19;388.0;0.01;22.0;0.01
2763;Biomass households, open fireplaces;Total energy applications;1993;3612.0;0.18;380.0;0.01;22.0;0.01
2764;Biomass households, open fireplaces;Total energy applications;1994;3535.0;0.18;372.0;0.01;21.0;0.01
2765;Biomass households, open fireplaces;Total energy applications;1995;3457.0;0.17;364.0;0.01;21.0;0.01
2766;Biomass households, open fireplaces;Total energy applications;1996;3399.0;0.15;358.0;0.01;20.0;0.01
2767;Biomass households, open fireplaces;Total energy applications;1997;3341.0;0.16;352.0;0.01;20.0;0.01
2768;Biomass households, open fireplaces;Total energy applications;1998;3282.0;0.15;345.0;0.01;20.0;0.01
2769;Biomass households, open fireplaces;Total energy applications;1999;3224.0;0.16;339.0;0.01;19.0;0.01
2770;Biomass households, open fireplaces;Total energy applications;2000;3165.0;0.15;333.0;0.01;19.0;0.01
2771;Biomass households, open fireplaces;Total energy applications;2001;3127.0;0.14;329.0;0.01;19.0;0.01
2772;Biomass households, open fireplaces;Total energy applications;2002;3090.0;0.14;325.0;0.01;18.0;0.01
2773;Biomass households, open fireplaces;Total energy applications;2003;3050.0;0.14;321.0;0.01;18.0;0.01
2774;Biomass households, open fireplaces;Total energy applications;2004;3011.0;0.13;317.0;0.01;18.0;0.01
2775;Biomass households, open fireplaces;Total energy applications;2005;2972.0;0.13;313.0;0.01;18.0;0.01
2776;Biomass households, open fireplaces;Total energy applications;2006;2952.0;0.13;311.0;0.01;18.0;0.01
2777;Biomass households, open fireplaces;Total energy applications;2007;2938.0;0.13;309.0;0.01;18.0;0.01
2778;Biomass households, open fireplaces;Total energy applications;2008;2856.0;0.13;301.0;0.01;17.0;0.01
2779;Biomass households, open fireplaces;Total energy applications;2009;2777.0;0.13;292.0;0.01;17.0;0.01
2780;Biomass households, open fireplaces;Total energy applications;2010;2700.0;0.11;284.0;0.01;16.0;0.01
2781;Biomass households, open fireplaces;Total energy applications;2011;2624.0;0.12;276.0;0.01;16.0;0.01
2782;Biomass households, open fireplaces;Total energy applications;2012;2549.0;0.12;268.0;0.01;15.0;0.01
2783;Biomass households, open fireplaces;Total energy applications;2013;2472.0;0.11;260.0;0.01;15.0;0.01
2784;Biomass households, open fireplaces;Total energy applications;2014;2397.0;0.12;252.0;0.01;14.0;0.01
2785;Biomass households, open fireplaces;Total energy applications;2015;2322.0;0.11;244.0;0.01;14.0;0.01
2786;Biomass households, open fireplaces;Total energy applications;2016;2247.0;0.11;237.0;0.01;13.0;0.01
2787;Biomass households, open fireplaces;Total energy applications;2017;2174.0;0.1;229.0;0.01;13.0;0.01
2788;Biomass households, open fireplaces;Total energy applications;2018;2103.0;0.1;221.0;0.01;13.0;0.01
2789;Biomass households, open fireplaces;Total energy applications;2019;2008.0;0.1;211.0;0.01;12.0;0.01
2790;Biomass households, open fireplaces;Electricity;1990;;;;;;
2791;Biomass households, open fireplaces;Electricity;1991;;;;;;
2792;Biomass households, open fireplaces;Electricity;1992;;;;;;
2793;Biomass households, open fireplaces;Electricity;1993;;;;;;
2794;Biomass households, open fireplaces;Electricity;1994;;;;;;
2795;Biomass households, open fireplaces;Electricity;1995;;;;;;
2796;Biomass households, open fireplaces;Electricity;1996;;;;;;
2797;Biomass households, open fireplaces;Electricity;1997;;;;;;
2798;Biomass households, open fireplaces;Electricity;1998;;;;;;
2799;Biomass households, open fireplaces;Electricity;1999;;;;;;
2800;Biomass households, open fireplaces;Electricity;2000;;;;;;
2801;Biomass households, open fireplaces;Electricity;2001;;;;;;
2802;Biomass households, open fireplaces;Electricity;2002;;;;;;
2803;Biomass households, open fireplaces;Electricity;2003;;;;;;
2804;Biomass households, open fireplaces;Electricity;2004;;;;;;
2805;Biomass households, open fireplaces;Electricity;2005;;;;;;
2806;Biomass households, open fireplaces;Electricity;2006;;;;;;
2807;Biomass households, open fireplaces;Electricity;2007;;;;;;
2808;Biomass households, open fireplaces;Electricity;2008;;;;;;
2809;Biomass households, open fireplaces;Electricity;2009;;;;;;
2810;Biomass households, open fireplaces;Electricity;2010;;;;;;
2811;Biomass households, open fireplaces;Electricity;2011;;;;;;
2812;Biomass households, open fireplaces;Electricity;2012;;;;;;
2813;Biomass households, open fireplaces;Electricity;2013;;;;;;
2814;Biomass households, open fireplaces;Electricity;2014;;;;;;
2815;Biomass households, open fireplaces;Electricity;2015;;;;;;
2816;Biomass households, open fireplaces;Electricity;2016;;;;;;
2817;Biomass households, open fireplaces;Electricity;2017;;;;;;
2818;Biomass households, open fireplaces;Electricity;2018;;;;;;
2819;Biomass households, open fireplaces;Electricity;2019;;;;;;
2820;Biomass households, open fireplaces;Heat;1990;3834.0;0.21;404.0;0.01;23.0;0.01
2821;Biomass households, open fireplaces;Heat;1991;3762.0;0.19;396.0;0.01;22.0;0.01
2822;Biomass households, open fireplaces;Heat;1992;3688.0;0.19;388.0;0.01;22.0;0.01
2823;Biomass households, open fireplaces;Heat;1993;3612.0;0.18;380.0;0.01;22.0;0.01
2824;Biomass households, open fireplaces;Heat;1994;3535.0;0.18;372.0;0.01;21.0;0.01
2825;Biomass households, open fireplaces;Heat;1995;3457.0;0.17;364.0;0.01;21.0;0.01
2826;Biomass households, open fireplaces;Heat;1996;3399.0;0.15;358.0;0.01;20.0;0.01
2827;Biomass households, open fireplaces;Heat;1997;3341.0;0.16;352.0;0.01;20.0;0.01
2828;Biomass households, open fireplaces;Heat;1998;3282.0;0.15;345.0;0.01;20.0;0.01
2829;Biomass households, open fireplaces;Heat;1999;3224.0;0.16;339.0;0.01;19.0;0.01
2830;Biomass households, open fireplaces;Heat;2000;3165.0;0.15;333.0;0.01;19.0;0.01
2831;Biomass households, open fireplaces;Heat;2001;3127.0;0.14;329.0;0.01;19.0;0.01
2832;Biomass households, open fireplaces;Heat;2002;3090.0;0.14;325.0;0.01;18.0;0.01
2833;Biomass households, open fireplaces;Heat;2003;3050.0;0.14;321.0;0.01;18.0;0.01
2834;Biomass households, open fireplaces;Heat;2004;3011.0;0.13;317.0;0.01;18.0;0.01
2835;Biomass households, open fireplaces;Heat;2005;2972.0;0.13;313.0;0.01;18.0;0.01
2836;Biomass households, open fireplaces;Heat;2006;2952.0;0.13;311.0;0.01;18.0;0.01
2837;Biomass households, open fireplaces;Heat;2007;2938.0;0.13;309.0;0.01;18.0;0.01
2838;Biomass households, open fireplaces;Heat;2008;2856.0;0.13;301.0;0.01;17.0;0.01
2839;Biomass households, open fireplaces;Heat;2009;2777.0;0.13;292.0;0.01;17.0;0.01
2840;Biomass households, open fireplaces;Heat;2010;2700.0;0.11;284.0;0.01;16.0;0.01
2841;Biomass households, open fireplaces;Heat;2011;2624.0;0.12;276.0;0.01;16.0;0.01
2842;Biomass households, open fireplaces;Heat;2012;2549.0;0.12;268.0;0.01;15.0;0.01
2843;Biomass households, open fireplaces;Heat;2013;2472.0;0.11;260.0;0.01;15.0;0.01
2844;Biomass households, open fireplaces;Heat;2014;2397.0;0.12;252.0;0.01;14.0;0.01
2845;Biomass households, open fireplaces;Heat;2015;2322.0;0.11;244.0;0.01;14.0;0.01
2846;Biomass households, open fireplaces;Heat;2016;2247.0;0.11;237.0;0.01;13.0;0.01
2847;Biomass households, open fireplaces;Heat;2017;2174.0;0.1;229.0;0.01;13.0;0.01
2848;Biomass households, open fireplaces;Heat;2018;2103.0;0.1;221.0;0.01;13.0;0.01
2849;Biomass households, open fireplaces;Heat;2019;2008.0;0.1;211.0;0.01;12.0;0.01
2850;Biomass households, open fireplaces;Transport;1990;;;;;;
2851;Biomass households, open fireplaces;Transport;1991;;;;;;
2852;Biomass households, open fireplaces;Transport;1992;;;;;;
2853;Biomass households, open fireplaces;Transport;1993;;;;;;
2854;Biomass households, open fireplaces;Transport;1994;;;;;;
2855;Biomass households, open fireplaces;Transport;1995;;;;;;
2856;Biomass households, open fireplaces;Transport;1996;;;;;;
2857;Biomass households, open fireplaces;Transport;1997;;;;;;
2858;Biomass households, open fireplaces;Transport;1998;;;;;;
2859;Biomass households, open fireplaces;Transport;1999;;;;;;
2860;Biomass households, open fireplaces;Transport;2000;;;;;;
2861;Biomass households, open fireplaces;Transport;2001;;;;;;
2862;Biomass households, open fireplaces;Transport;2002;;;;;;
2863;Biomass households, open fireplaces;Transport;2003;;;;;;
2864;Biomass households, open fireplaces;Transport;2004;;;;;;
2865;Biomass households, open fireplaces;Transport;2005;;;;;;
2866;Biomass households, open fireplaces;Transport;2006;;;;;;
2867;Biomass households, open fireplaces;Transport;2007;;;;;;
2868;Biomass households, open fireplaces;Transport;2008;;;;;;
2869;Biomass households, open fireplaces;Transport;2009;;;;;;
2870;Biomass households, open fireplaces;Transport;2010;;;;;;
2871;Biomass households, open fireplaces;Transport;2011;;;;;;
2872;Biomass households, open fireplaces;Transport;2012;;;;;;
2873;Biomass households, open fireplaces;Transport;2013;;;;;;
2874;Biomass households, open fireplaces;Transport;2014;;;;;;
2875;Biomass households, open fireplaces;Transport;2015;;;;;;
2876;Biomass households, open fireplaces;Transport;2016;;;;;;
2877;Biomass households, open fireplaces;Transport;2017;;;;;;
2878;Biomass households, open fireplaces;Transport;2018;;;;;;
2879;Biomass households, open fireplaces;Transport;2019;;;;;;
2880;Biomass households, inserts;Total energy applications;1990;2612.0;0.14;1296.0;0.05;74.0;0.05
2881;Biomass households, inserts;Total energy applications;1991;2988.0;0.15;1490.0;0.05;85.0;0.05
2882;Biomass households, inserts;Total energy applications;1992;3460.0;0.18;1725.0;0.06;98.0;0.06
2883;Biomass households, inserts;Total energy applications;1993;3991.0;0.2;1993.0;0.07;113.0;0.07
2884;Biomass households, inserts;Total energy applications;1994;4556.0;0.23;2279.0;0.08;129.0;0.07
2885;Biomass households, inserts;Total energy applications;1995;5141.0;0.25;2575.0;0.08;146.0;0.08
2886;Biomass households, inserts;Total energy applications;1996;5379.0;0.24;2716.0;0.08;154.0;0.08
2887;Biomass households, inserts;Total energy applications;1997;5344.0;0.25;2723.0;0.09;155.0;0.09
2888;Biomass households, inserts;Total energy applications;1998;5296.0;0.25;2724.0;0.09;155.0;0.09
2889;Biomass households, inserts;Total energy applications;1999;5238.0;0.25;2720.0;0.09;155.0;0.09
2890;Biomass households, inserts;Total energy applications;2000;5171.0;0.24;2712.0;0.09;154.0;0.09
2891;Biomass households, inserts;Total energy applications;2001;5088.0;0.23;2695.0;0.08;153.0;0.09
2892;Biomass households, inserts;Total energy applications;2002;4998.0;0.23;2675.0;0.08;152.0;0.09
2893;Biomass households, inserts;Total energy applications;2003;4894.0;0.22;2645.0;0.08;150.0;0.08
2894;Biomass households, inserts;Total energy applications;2004;4785.0;0.21;2613.0;0.08;148.0;0.08
2895;Biomass households, inserts;Total energy applications;2005;4672.0;0.2;2579.0;0.08;146.0;0.08
2896;Biomass households, inserts;Total energy applications;2006;4483.0;0.2;2488.0;0.08;141.0;0.08
2897;Biomass households, inserts;Total energy applications;2007;4295.0;0.19;2396.0;0.07;136.0;0.08
2898;Biomass households, inserts;Total energy applications;2008;4214.0;0.18;2390.0;0.07;136.0;0.08
2899;Biomass households, inserts;Total energy applications;2009;4154.0;0.19;2399.0;0.07;136.0;0.08
2900;Biomass households, inserts;Total energy applications;2010;4115.0;0.17;2424.0;0.07;137.0;0.08
2901;Biomass households, inserts;Total energy applications;2011;4080.0;0.19;2449.0;0.08;138.0;0.08
2902;Biomass households, inserts;Total energy applications;2012;3357.0;0.15;1959.0;0.06;111.0;0.07
2903;Biomass households, inserts;Total energy applications;2013;3157.0;0.14;1879.0;0.06;106.0;0.06
2904;Biomass households, inserts;Total energy applications;2014;3002.0;0.15;1842.0;0.06;104.0;0.07
2905;Biomass households, inserts;Total energy applications;2015;2849.0;0.14;1799.0;0.06;102.0;0.06
2906;Biomass households, inserts;Total energy applications;2016;2701.0;0.13;1757.0;0.06;99.0;0.06
2907;Biomass households, inserts;Total energy applications;2017;2562.0;0.12;1717.0;0.05;97.0;0.06
2908;Biomass households, inserts;Total energy applications;2018;2421.0;0.11;1672.0;0.05;95.0;0.06
2909;Biomass households, inserts;Total energy applications;2019;2266.0;0.11;1613.0;0.05;91.0;0.06
2910;Biomass households, inserts;Electricity;1990;;;;;;
2911;Biomass households, inserts;Electricity;1991;;;;;;
2912;Biomass households, inserts;Electricity;1992;;;;;;
2913;Biomass households, inserts;Electricity;1993;;;;;;
2914;Biomass households, inserts;Electricity;1994;;;;;;
2915;Biomass households, inserts;Electricity;1995;;;;;;
2916;Biomass households, inserts;Electricity;1996;;;;;;
2917;Biomass households, inserts;Electricity;1997;;;;;;
2918;Biomass households, inserts;Electricity;1998;;;;;;
2919;Biomass households, inserts;Electricity;1999;;;;;;
2920;Biomass households, inserts;Electricity;2000;;;;;;
2921;Biomass households, inserts;Electricity;2001;;;;;;
2922;Biomass households, inserts;Electricity;2002;;;;;;
2923;Biomass households, inserts;Electricity;2003;;;;;;
2924;Biomass households, inserts;Electricity;2004;;;;;;
2925;Biomass households, inserts;Electricity;2005;;;;;;
2926;Biomass households, inserts;Electricity;2006;;;;;;
2927;Biomass households, inserts;Electricity;2007;;;;;;
2928;Biomass households, inserts;Electricity;2008;;;;;;
2929;Biomass households, inserts;Electricity;2009;;;;;;
2930;Biomass households, inserts;Electricity;2010;;;;;;
2931;Biomass households, inserts;Electricity;2011;;;;;;
2932;Biomass households, inserts;Electricity;2012;;;;;;
2933;Biomass households, inserts;Electricity;2013;;;;;;
2934;Biomass households, inserts;Electricity;2014;;;;;;
2935;Biomass households, inserts;Electricity;2015;;;;;;
2936;Biomass households, inserts;Electricity;2016;;;;;;
2937;Biomass households, inserts;Electricity;2017;;;;;;
2938;Biomass households, inserts;Electricity;2018;;;;;;
2939;Biomass households, inserts;Electricity;2019;;;;;;
2940;Biomass households, inserts;Heat;1990;2612.0;0.14;1296.0;0.05;74.0;0.05
2941;Biomass households, inserts;Heat;1991;2988.0;0.15;1490.0;0.05;85.0;0.05
2942;Biomass households, inserts;Heat;1992;3460.0;0.18;1725.0;0.06;98.0;0.06
2943;Biomass households, inserts;Heat;1993;3991.0;0.2;1993.0;0.07;113.0;0.07
2944;Biomass households, inserts;Heat;1994;4556.0;0.23;2279.0;0.08;129.0;0.07
2945;Biomass households, inserts;Heat;1995;5141.0;0.25;2575.0;0.08;146.0;0.08
2946;Biomass households, inserts;Heat;1996;5379.0;0.24;2716.0;0.08;154.0;0.08
2947;Biomass households, inserts;Heat;1997;5344.0;0.25;2723.0;0.09;155.0;0.09
2948;Biomass households, inserts;Heat;1998;5296.0;0.25;2724.0;0.09;155.0;0.09
2949;Biomass households, inserts;Heat;1999;5238.0;0.25;2720.0;0.09;155.0;0.09
2950;Biomass households, inserts;Heat;2000;5171.0;0.24;2712.0;0.09;154.0;0.09
2951;Biomass households, inserts;Heat;2001;5088.0;0.23;2695.0;0.08;153.0;0.09
2952;Biomass households, inserts;Heat;2002;4998.0;0.23;2675.0;0.08;152.0;0.09
2953;Biomass households, inserts;Heat;2003;4894.0;0.22;2645.0;0.08;150.0;0.08
2954;Biomass households, inserts;Heat;2004;4785.0;0.21;2613.0;0.08;148.0;0.08
2955;Biomass households, inserts;Heat;2005;4672.0;0.2;2579.0;0.08;146.0;0.08
2956;Biomass households, inserts;Heat;2006;4483.0;0.2;2488.0;0.08;141.0;0.08
2957;Biomass households, inserts;Heat;2007;4295.0;0.19;2396.0;0.07;136.0;0.08
2958;Biomass households, inserts;Heat;2008;4214.0;0.18;2390.0;0.07;136.0;0.08
2959;Biomass households, inserts;Heat;2009;4154.0;0.19;2399.0;0.07;136.0;0.08
2960;Biomass households, inserts;Heat;2010;4115.0;0.17;2424.0;0.07;137.0;0.08
2961;Biomass households, inserts;Heat;2011;4080.0;0.19;2449.0;0.08;138.0;0.08
2962;Biomass households, inserts;Heat;2012;3357.0;0.15;1959.0;0.06;111.0;0.07
2963;Biomass households, inserts;Heat;2013;3157.0;0.14;1879.0;0.06;106.0;0.06
2964;Biomass households, inserts;Heat;2014;3002.0;0.15;1842.0;0.06;104.0;0.07
2965;Biomass households, inserts;Heat;2015;2849.0;0.14;1799.0;0.06;102.0;0.06
2966;Biomass households, inserts;Heat;2016;2701.0;0.13;1757.0;0.06;99.0;0.06
2967;Biomass households, inserts;Heat;2017;2562.0;0.12;1717.0;0.05;97.0;0.06
2968;Biomass households, inserts;Heat;2018;2421.0;0.11;1672.0;0.05;95.0;0.06
2969;Biomass households, inserts;Heat;2019;2266.0;0.11;1613.0;0.05;91.0;0.06
2970;Biomass households, inserts;Transport;1990;;;;;;
2971;Biomass households, inserts;Transport;1991;;;;;;
2972;Biomass households, inserts;Transport;1992;;;;;;
2973;Biomass households, inserts;Transport;1993;;;;;;
2974;Biomass households, inserts;Transport;1994;;;;;;
2975;Biomass households, inserts;Transport;1995;;;;;;
2976;Biomass households, inserts;Transport;1996;;;;;;
2977;Biomass households, inserts;Transport;1997;;;;;;
2978;Biomass households, inserts;Transport;1998;;;;;;
2979;Biomass households, inserts;Transport;1999;;;;;;
2980;Biomass households, inserts;Transport;2000;;;;;;
2981;Biomass households, inserts;Transport;2001;;;;;;
2982;Biomass households, inserts;Transport;2002;;;;;;
2983;Biomass households, inserts;Transport;2003;;;;;;
2984;Biomass households, inserts;Transport;2004;;;;;;
2985;Biomass households, inserts;Transport;2005;;;;;;
2986;Biomass households, inserts;Transport;2006;;;;;;
2987;Biomass households, inserts;Transport;2007;;;;;;
2988;Biomass households, inserts;Transport;2008;;;;;;
2989;Biomass households, inserts;Transport;2009;;;;;;
