ID;Geslacht;Herkomstgroepering;Perioden;Immigratie_1;EmigratieInclusiefCorrecties_2;MigratiesaldoInclusiefCorrecties_3
495;Mannen en Vrouwen;6;2027;6425;4172;2254
496;Mannen en Vrouwen;6;2028;6448;4200;2248
497;Mannen en Vrouwen;6;2029;6469;4226;2243
498;Mannen en Vrouwen;6;2030;6485;4251;2234
499;Mannen en Vrouwen;6;2031;6498;4274;2224
500;Mannen en Vrouwen;6;2032;6510;4294;2216
501;Mannen en Vrouwen;6;2033;6528;4313;2215
502;Mannen en Vrouwen;6;2034;6541;4331;2210
503;Mannen en Vrouwen;6;2035;6545;4348;2197
504;Mannen en Vrouwen;6;2036;6560;4362;2198
505;Mannen en Vrouwen;6;2037;6571;4375;2196
506;Mannen en Vrouwen;6;2038;6580;4388;2192
507;Mannen en Vrouwen;6;2039;6590;4400;2190
508;Mannen en Vrouwen;6;2040;6600;4411;2189
509;Mannen en Vrouwen;6;2041;6607;4421;2186
510;Mannen en Vrouwen;6;2042;6616;4430;2186
511;Mannen en Vrouwen;6;2043;6618;4439;2179
512;Mannen en Vrouwen;6;2044;6622;4446;2176
513;Mannen en Vrouwen;6;2045;6630;4453;2177
514;Mannen en Vrouwen;6;2046;6636;4460;2176
515;Mannen en Vrouwen;6;2047;6642;4467;2175
516;Mannen en Vrouwen;6;2048;6651;4474;2177
517;Mannen en Vrouwen;6;2049;6655;4481;2174
518;Mannen en Vrouwen;6;2050;6661;4487;2174
519;Mannen en Vrouwen;6;2051;6663;4494;2170
520;Mannen en Vrouwen;6;2052;6667;4499;2168
521;Mannen en Vrouwen;6;2053;6672;4504;2168
522;Mannen en Vrouwen;6;2054;6676;4510;2166
523;Mannen en Vrouwen;6;2055;6677;4515;2162
524;Mannen en Vrouwen;6;2056;6679;4520;2159
525;Mannen en Vrouwen;6;2057;6682;4524;2158
526;Mannen en Vrouwen;6;2058;6684;4528;2156
527;Mannen en Vrouwen;6;2059;6685;4532;2154
528;Mannen en Vrouwen;7;2012;1998;1746;252
529;Mannen en Vrouwen;7;2013;2024;1498;526
530;Mannen en Vrouwen;7;2014;2081;1281;800
531;Mannen en Vrouwen;7;2015;1997;1086;911
532;Mannen en Vrouwen;7;2016;1926;918;1008
533;Mannen en Vrouwen;7;2017;1880;768;1112
534;Mannen en Vrouwen;7;2018;1817;738;1079
535;Mannen en Vrouwen;7;2019;1765;708;1057
536;Mannen en Vrouwen;7;2020;1700;679;1021
537;Mannen en Vrouwen;7;2021;1639;650;990
538;Mannen en Vrouwen;7;2022;1603;622;981
539;Mannen en Vrouwen;7;2023;1569;597;972
540;Mannen en Vrouwen;7;2024;1549;576;973
541;Mannen en Vrouwen;7;2025;1537;560;977
542;Mannen en Vrouwen;7;2026;1528;546;982
543;Mannen en Vrouwen;7;2027;1524;533;991
544;Mannen en Vrouwen;7;2028;1518;522;996
545;Mannen en Vrouwen;7;2029;1514;512;1002
546;Mannen en Vrouwen;7;2030;1508;503;1005
547;Mannen en Vrouwen;7;2031;1506;496;1010
548;Mannen en Vrouwen;7;2032;1501;488;1012
549;Mannen en Vrouwen;7;2033;1499;482;1017
550;Mannen en Vrouwen;7;2034;1498;477;1021
551;Mannen en Vrouwen;7;2035;1496;473;1023
552;Mannen en Vrouwen;7;2036;1494;471;1023
553;Mannen en Vrouwen;7;2037;1492;470;1022
554;Mannen en Vrouwen;7;2038;1490;469;1021
555;Mannen en Vrouwen;7;2039;1486;468;1018
556;Mannen en Vrouwen;7;2040;1485;468;1017
557;Mannen en Vrouwen;7;2041;1483;468;1015
558;Mannen en Vrouwen;7;2042;1482;469;1013
559;Mannen en Vrouwen;7;2043;1482;470;1012
560;Mannen en Vrouwen;7;2044;1482;472;1010
561;Mannen en Vrouwen;7;2045;1482;474;1008
562;Mannen en Vrouwen;7;2046;1482;476;1006
563;Mannen en Vrouwen;7;2047;1482;478;1004
564;Mannen en Vrouwen;7;2048;1484;480;1004
565;Mannen en Vrouwen;7;2049;1485;482;1003
566;Mannen en Vrouwen;7;2050;1486;484;1002
567;Mannen en Vrouwen;7;2051;1487;486;1001
568;Mannen en Vrouwen;7;2052;1487;488;999
569;Mannen en Vrouwen;7;2053;1490;490;1000
570;Mannen en Vrouwen;7;2054;1490;492;998
571;Mannen en Vrouwen;7;2055;1491;492;998
572;Mannen en Vrouwen;7;2056;1492;493;999
573;Mannen en Vrouwen;7;2057;1492;493;999
574;Mannen en Vrouwen;7;2058;1492;493;999
575;Mannen en Vrouwen;7;2059;1492;493;999
576;Mannen en Vrouwen;9;2012;7277;6609;668
577;Mannen en Vrouwen;9;2013;7552;6590;962
578;Mannen en Vrouwen;9;2014;7811;6657;1154
579;Mannen en Vrouwen;9;2015;7938;6758;1180
580;Mannen en Vrouwen;9;2016;8048;6851;1197
581;Mannen en Vrouwen;9;2017;8138;6927;1211
582;Mannen en Vrouwen;9;2018;8155;7054;1101
583;Mannen en Vrouwen;9;2019;8156;7149;1007
584;Mannen en Vrouwen;9;2020;8153;7219;934
585;Mannen en Vrouwen;9;2021;8168;7271;897
586;Mannen en Vrouwen;9;2022;8194;7312;882
587;Mannen en Vrouwen;9;2023;8207;7347;860
588;Mannen en Vrouwen;9;2024;8227;7377;850
589;Mannen en Vrouwen;9;2025;8238;7404;834
590;Mannen en Vrouwen;9;2026;8250;7428;822
591;Mannen en Vrouwen;9;2027;8260;7449;811
592;Mannen en Vrouwen;9;2028;8267;7468;800
593;Mannen en Vrouwen;9;2029;8271;7483;788
594;Mannen en Vrouwen;9;2030;8275;7496;779
595;Mannen en Vrouwen;9;2031;8276;7506;770
596;Mannen en Vrouwen;9;2032;8279;7513;766
597;Mannen en Vrouwen;9;2033;8286;7521;765
598;Mannen en Vrouwen;9;2034;8287;7528;759
599;Mannen en Vrouwen;9;2035;8291;7534;757
600;Mannen en Vrouwen;9;2036;8292;7540;752
601;Mannen en Vrouwen;9;2037;8295;7545;750
602;Mannen en Vrouwen;9;2038;8297;7550;747
603;Mannen en Vrouwen;9;2039;8299;7554;745
604;Mannen en Vrouwen;9;2040;8301;7558;743
605;Mannen en Vrouwen;9;2041;8301;7561;740
606;Mannen en Vrouwen;9;2042;8301;7564;737
607;Mannen en Vrouwen;9;2043;8303;7566;737
608;Mannen en Vrouwen;9;2044;8303;7568;735
609;Mannen en Vrouwen;9;2045;8303;7570;733
610;Mannen en Vrouwen;9;2046;8305;7572;733
611;Mannen en Vrouwen;9;2047;8309;7574;735
612;Mannen en Vrouwen;9;2048;8309;7577;732
613;Mannen en Vrouwen;9;2049;8309;7579;730
614;Mannen en Vrouwen;9;2050;8310;7581;729
615;Mannen en Vrouwen;9;2051;8311;7583;728
616;Mannen en Vrouwen;9;2052;8312;7585;727
617;Mannen en Vrouwen;9;2053;8312;7587;725
618;Mannen en Vrouwen;9;2054;8312;7588;724
619;Mannen en Vrouwen;9;2055;8312;7590;722
620;Mannen en Vrouwen;9;2056;8312;7591;721
621;Mannen en Vrouwen;9;2057;8312;7592;720
622;Mannen en Vrouwen;9;2058;8314;7593;721
623;Mannen en Vrouwen;9;2059;8314;7594;720
624;Mannen en Vrouwen;10;2012;6297;4574;1723
625;Mannen en Vrouwen;10;2013;6315;4303;2012
626;Mannen en Vrouwen;10;2014;6427;4057;2370
627;Mannen en Vrouwen;10;2015;6566;3823;2743
628;Mannen en Vrouwen;10;2016;6697;3606;3091
629;Mannen en Vrouwen;10;2017;6826;3402;3424
630;Mannen en Vrouwen;10;2018;6820;3440;3380
631;Mannen en Vrouwen;10;2019;6792;3462;3330
632;Mannen en Vrouwen;10;2020;6760;3474;3286
633;Mannen en Vrouwen;10;2021;6759;3479;3280
634;Mannen en Vrouwen;10;2022;6762;3486;3276
635;Mannen en Vrouwen;10;2023;6766;3495;3271
636;Mannen en Vrouwen;10;2024;6773;3507;3266
637;Mannen en Vrouwen;10;2025;6780;3519;3261
638;Mannen en Vrouwen;10;2026;6783;3531;3252
639;Mannen en Vrouwen;10;2027;6786;3543;3243
640;Mannen en Vrouwen;10;2028;6799;3554;3245
641;Mannen en Vrouwen;10;2029;6808;3565;3243
642;Mannen en Vrouwen;10;2030;6811;3576;3236
643;Mannen en Vrouwen;10;2031;6817;3584;3233
644;Mannen en Vrouwen;10;2032;6819;3591;3228
645;Mannen en Vrouwen;10;2033;6820;3598;3222
646;Mannen en Vrouwen;10;2034;6821;3604;3217
647;Mannen en Vrouwen;10;2035;6823;3609;3214
648;Mannen en Vrouwen;10;2036;6825;3613;3212
649;Mannen en Vrouwen;10;2037;6826;3618;3208
650;Mannen en Vrouwen;10;2038;6827;3622;3205
651;Mannen en Vrouwen;10;2039;6828;3626;3202
652;Mannen en Vrouwen;10;2040;6830;3630;3200
653;Mannen en Vrouwen;10;2041;6830;3633;3197
654;Mannen en Vrouwen;10;2042;6831;3636;3194
655;Mannen en Vrouwen;10;2043;6831;3640;3191
656;Mannen en Vrouwen;10;2044;6831;3643;3188
657;Mannen en Vrouwen;10;2045;6831;3646;3185
658;Mannen en Vrouwen;10;2046;6833;3648;3184
659;Mannen en Vrouwen;10;2047;6835;3651;3184
660;Mannen en Vrouwen;10;2048;6836;3655;3181
661;Mannen en Vrouwen;10;2049;6837;3658;3179
662;Mannen en Vrouwen;10;2050;6837;3661;3176
663;Mannen en Vrouwen;10;2051;6837;3663;3174
664;Mannen en Vrouwen;10;2052;6837;3665;3172
665;Mannen en Vrouwen;10;2053;6837;3667;3170
666;Mannen en Vrouwen;10;2054;6838;3669;3169
667;Mannen en Vrouwen;10;2055;6838;3672;3166
668;Mannen en Vrouwen;10;2056;6839;3674;3165
669;Mannen en Vrouwen;10;2057;6839;3676;3162
670;Mannen en Vrouwen;10;2058;6839;3679;3160
671;Mannen en Vrouwen;10;2059;6841;3681;3160
672;Mannen en Vrouwen;11;2012;1782;2059;-277
673;Mannen en Vrouwen;11;2013;2003;1704;299
674;Mannen en Vrouwen;11;2014;2099;1418;681
675;Mannen en Vrouwen;11;2015;2187;1189;998
676;Mannen en Vrouwen;11;2016;2233;1003;1230
677;Mannen en Vrouwen;11;2017;2272;849;1423
678;Mannen en Vrouwen;11;2018;2242;838;1404
679;Mannen en Vrouwen;11;2019;2178;824;1354
680;Mannen en Vrouwen;11;2020;2052;804;1248
681;Mannen en Vrouwen;11;2021;1950;777;1173
682;Mannen en Vrouwen;11;2022;1884;750;1134
683;Mannen en Vrouwen;11;2023;1848;726;1122
684;Mannen en Vrouwen;11;2024;1809;704;1105
685;Mannen en Vrouwen;11;2025;1802;690;1112
686;Mannen en Vrouwen;11;2026;1783;679;1104
687;Mannen en Vrouwen;11;2027;1765;669;1096
688;Mannen en Vrouwen;11;2028;1743;661;1082
689;Mannen en Vrouwen;11;2029;1734;654;1080
690;Mannen en Vrouwen;11;2030;1721;649;1072
691;Mannen en Vrouwen;11;2031;1712;644;1068
692;Mannen en Vrouwen;11;2032;1706;640;1066
693;Mannen en Vrouwen;11;2033;1703;637;1066
694;Mannen en Vrouwen;11;2034;1701;634;1067
695;Mannen en Vrouwen;11;2035;1696;632;1064
696;Mannen en Vrouwen;11;2036;1692;630;1062
697;Mannen en Vrouwen;11;2037;1689;628;1061
698;Mannen en Vrouwen;11;2038;1688;627;1061
699;Mannen en Vrouwen;11;2039;1686;626;1060
700;Mannen en Vrouwen;11;2040;1684;625;1059
701;Mannen en Vrouwen;11;2041;1682;624;1058
702;Mannen en Vrouwen;11;2042;1681;624;1056
703;Mannen en Vrouwen;11;2043;1679;625;1054
704;Mannen en Vrouwen;11;2044;1679;626;1054
705;Mannen en Vrouwen;11;2045;1679;626;1053
706;Mannen en Vrouwen;11;2046;1679;627;1052
707;Mannen en Vrouwen;11;2047;1679;628;1051
708;Mannen en Vrouwen;11;2048;1679;629;1050
709;Mannen en Vrouwen;11;2049;1682;630;1052
710;Mannen en Vrouwen;11;2050;1683;631;1052
711;Mannen en Vrouwen;11;2051;1684;632;1052
712;Mannen en Vrouwen;11;2052;1684;634;1050
713;Mannen en Vrouwen;11;2053;1686;635;1051
714;Mannen en Vrouwen;11;2054;1687;635;1052
715;Mannen en Vrouwen;11;2055;1688;636;1052
716;Mannen en Vrouwen;11;2056;1689;636;1053
717;Mannen en Vrouwen;11;2057;1689;635;1054
718;Mannen en Vrouwen;11;2058;1689;634;1055
719;Mannen en Vrouwen;11;2059;1691;633;1058
720;Mannen en Vrouwen;12;2012;3796;4272;-476
721;Mannen en Vrouwen;12;2013;3645;3787;-142
722;Mannen en Vrouwen;12;2014;3592;3372;220
723;Mannen en Vrouwen;12;2015;3605;2999;606
724;Mannen en Vrouwen;12;2016;3660;2679;981
725;Mannen en Vrouwen;12;2017;3731;2394;1337
726;Mannen en Vrouwen;12;2018;3718;2365;1353
727;Mannen en Vrouwen;12;2019;3699;2336;1363
728;Mannen en Vrouwen;12;2020;3615;2302;1313
729;Mannen en Vrouwen;12;2021;3562;2261;1301
730;Mannen en Vrouwen;12;2022;3516;2228;1288
731;Mannen en Vrouwen;12;2023;3485;2194;1291
732;Mannen en Vrouwen;12;2024;3469;2166;1303
733;Mannen en Vrouwen;12;2025;3462;2146;1316
734;Mannen en Vrouwen;12;2026;3458;2130;1328
735;Mannen en Vrouwen;12;2027;3451;2114;1337
736;Mannen en Vrouwen;12;2028;3449;2100;1349
737;Mannen en Vrouwen;12;2029;3439;2090;1349
738;Mannen en Vrouwen;12;2030;3418;2080;1338
739;Mannen en Vrouwen;12;2031;3406;2070;1336
740;Mannen en Vrouwen;12;2032;3403;2062;1341
741;Mannen en Vrouwen;12;2033;3401;2054;1347
742;Mannen en Vrouwen;12;2034;3399;2048;1351
743;Mannen en Vrouwen;12;2035;3395;2048;1347
744;Mannen en Vrouwen;12;2036;3394;2050;1344
745;Mannen en Vrouwen;12;2037;3392;2054;1338
746;Mannen en Vrouwen;12;2038;3389;2059;1330
747;Mannen en Vrouwen;12;2039;3387;2061;1326
748;Mannen en Vrouwen;12;2040;3387;2064;1323
749;Mannen en Vrouwen;12;2041;3389;2068;1322
750;Mannen en Vrouwen;12;2042;3392;2073;1319
751;Mannen en Vrouwen;12;2043;3392;2078;1314
752;Mannen en Vrouwen;12;2044;3393;2083;1310
753;Mannen en Vrouwen;12;2045;3394;2089;1305
754;Mannen en Vrouwen;12;2046;3395;2094;1301
755;Mannen en Vrouwen;12;2047;3399;2099;1300
756;Mannen en Vrouwen;12;2048;3399;2103;1296
757;Mannen en Vrouwen;12;2049;3400;2106;1294
758;Mannen en Vrouwen;12;2050;3401;2109;1292
759;Mannen en Vrouwen;12;2051;3403;2113;1290
760;Mannen en Vrouwen;12;2052;3403;2116;1287
761;Mannen en Vrouwen;12;2053;3405;2118;1287
762;Mannen en Vrouwen;12;2054;3406;2119;1287
763;Mannen en Vrouwen;12;2055;3406;2120;1286
764;Mannen en Vrouwen;12;2056;3406;2122;1284
765;Mannen en Vrouwen;12;2057;3406;2122;1284
766;Mannen en Vrouwen;12;2058;3406;2123;1283
767;Mannen en Vrouwen;12;2059;3407;2123;1284
768;Mannen;13;2012;78166;77762;404
769;Mannen;13;2013;77529;76417;1112
770;Mannen;13;2014;77303;75496;1807
771;Mannen;13;2015;78364;74908;3456
772;Mannen;13;2016;79680;74180;5500
773;Mannen;13;2017;81092;73151;7941
774;Mannen;13;2018;81463;73505;7958
775;Mannen;13;2019;81204;73781;7423
776;Mannen;13;2020;80661;73871;6790
777;Mannen;13;2021;80130;73800;6330
778;Mannen;13;2022;79604;73645;5959
779;Mannen;13;2023;79614;73630;5984
780;Mannen;13;2024;79653;73673;5980
781;Mannen;13;2025;79692;73765;5927
782;Mannen;13;2026;79767;73890;5877
783;Mannen;13;2027;79828;74005;5823
784;Mannen;13;2028;79882;74123;5759
785;Mannen;13;2029;79959;74215;5744
786;Mannen;13;2030;79990;74307;5683
787;Mannen;13;2031;80047;74374;5673
788;Mannen;13;2032;80065;74435;5630
789;Mannen;13;2033;80121;74493;5628
790;Mannen;13;2034;80162;74553;5609
791;Mannen;13;2035;80203;74608;5595
792;Mannen;13;2036;80270;74659;5611
793;Mannen;13;2037;80276;74710;5566
794;Mannen;13;2038;80325;74751;5574
795;Mannen;13;2039;80310;74789;5521
796;Mannen;13;2040;80380;74827;5553
797;Mannen;13;2041;80413;74869;5544
798;Mannen;13;2042;80441;74923;5518
799;Mannen;13;2043;80460;74985;5475
800;Mannen;13;2044;80479;75058;5421
801;Mannen;13;2045;80490;75130;5360
802;Mannen;13;2046;80502;75211;5291
803;Mannen;13;2047;80554;75283;5271
804;Mannen;13;2048;80581;75361;5220
805;Mannen;13;2049;80601;75441;5160
806;Mannen;13;2050;80613;75524;5089
807;Mannen;13;2051;80643;75611;5032
808;Mannen;13;2052;80640;75696;4944
809;Mannen;13;2053;80648;75778;4870
810;Mannen;13;2054;80680;75851;4829
811;Mannen;13;2055;80689;75924;4765
812;Mannen;13;2056;80708;75994;4714
813;Mannen;13;2057;80695;76050;4644
814;Mannen;13;2058;80702;76101;4601
815;Mannen;13;2059;80717;76147;4570
816;Mannen;8;2012;16213;25854;-9641
817;Mannen;8;2013;15802;25555;-9753
818;Mannen;8;2014;15478;25658;-10180
819;Mannen;8;2015;15438;26098;-10660
820;Mannen;8;2016;15671;26239;-10568
821;Mannen;8;2017;16080;26018;-9938
822;Mannen;8;2018;16418;26027;-9609
823;Mannen;8;2019;16581;26048;-9467
824;Mannen;8;2020;16612;26070;-9458
825;Mannen;8;2021;16650;26089;-9439
826;Mannen;8;2022;16637;26110;-9473
827;Mannen;8;2023;16619;26149;-9530
828;Mannen;8;2024;16641;26183;-9542
829;Mannen;8;2025;16627;26212;-9585
830;Mannen;8;2026;16659;26243;-9584
831;Mannen;8;2027;16685;26265;-9580
832;Mannen;8;2028;16702;26291;-9589
833;Mannen;8;2029;16736;26298;-9562
834;Mannen;8;2030;16737;26302;-9564
835;Mannen;8;2031;16761;26291;-9530
836;Mannen;8;2032;16764;26278;-9514
837;Mannen;8;2033;16793;26266;-9473
838;Mannen;8;2034;16818;26251;-9433
839;Mannen;8;2035;16844;26232;-9388
840;Mannen;8;2036;16892;26212;-9320
841;Mannen;8;2037;16876;26196;-9320
842;Mannen;8;2038;16906;26176;-9270
843;Mannen;8;2039;16882;26167;-9285
844;Mannen;8;2040;16930;26161;-9231
845;Mannen;8;2041;16952;26160;-9208
846;Mannen;8;2042;16972;26171;-9199
847;Mannen;8;2043;16983;26190;-9207
848;Mannen;8;2044;16991;26223;-9232
849;Mannen;8;2045;16990;26258;-9268
850;Mannen;8;2046;16989;26304;-9315
851;Mannen;8;2047;17024;26342;-9318
852;Mannen;8;2048;17037;26388;-9351
853;Mannen;8;2049;17048;26438;-9390
854;Mannen;8;2050;17051;26494;-9442
855;Mannen;8;2051;17068;26553;-9485
856;Mannen;8;2052;17056;26612;-9556
857;Mannen;8;2053;17056;26670;-9614
858;Mannen;8;2054;17082;26721;-9639
859;Mannen;8;2055;17087;26775;-9688
860;Mannen;8;2056;17099;26827;-9728
861;Mannen;8;2057;17082;26867;-9785
862;Mannen;8;2058;17084;26902;-9818
863;Mannen;8;2059;17094;26934;-9840
864;Mannen;16;2012;61953;51909;10045
865;Mannen;16;2013;61727;50863;10863
866;Mannen;16;2014;61825;49840;11985
867;Mannen;16;2015;62926;48810;14115
868;Mannen;16;2016;64009;47941;16069
869;Mannen;16;2017;65012;47133;17880
870;Mannen;16;2018;65045;47478;17566
871;Mannen;16;2019;64623;47732;16889
872;Mannen;16;2020;64049;47801;16248
873;Mannen;16;2021;63480;47711;15770
874;Mannen;16;2022;62967;47535;15432
875;Mannen;16;2023;62995;47481;15513
876;Mannen;16;2024;63012;47490;15522
877;Mannen;16;2025;63065;47553;15512
878;Mannen;16;2026;63108;47646;15462
879;Mannen;16;2027;63143;47740;15403
880;Mannen;16;2028;63180;47831;15350
881;Mannen;16;2029;63223;47918;15306
882;Mannen;16;2030;63253;48008;15245
883;Mannen;16;2031;63286;48084;15202
884;Mannen;16;2032;63301;48156;15145
885;Mannen;16;2033;63328;48228;15101
886;Mannen;16;2034;63344;48302;15042
887;Mannen;16;2035;63359;48377;14982
888;Mannen;16;2036;63378;48448;14930
889;Mannen;16;2037;63400;48514;14886
890;Mannen;16;2038;63419;48574;14845
891;Mannen;16;2039;63428;48622;14805
892;Mannen;16;2040;63450;48666;14784
893;Mannen;16;2041;63461;48709;14752
894;Mannen;16;2042;63469;48751;14718
895;Mannen;16;2043;63477;48794;14683
896;Mannen;16;2044;63488;48836;14652
897;Mannen;16;2045;63500;48873;14627
898;Mannen;16;2046;63513;48908;14605
899;Mannen;16;2047;63530;48940;14589
900;Mannen;16;2048;63544;48973;14570
901;Mannen;16;2049;63553;49001;14552
902;Mannen;16;2050;63562;49031;14532
903;Mannen;16;2051;63575;49056;14518
904;Mannen;16;2052;63584;49085;14500
905;Mannen;16;2053;63592;49107;14485
906;Mannen;16;2054;63598;49130;14467
907;Mannen;16;2055;63602;49149;14453
908;Mannen;16;2056;63609;49166;14443
909;Mannen;16;2057;63613;49184;14429
910;Mannen;16;2058;63618;49199;14419
911;Mannen;16;2059;63623;49210;14413
912;Mannen;14;2012;22610;21150;1460
913;Mannen;14;2013;23838;20275;3562
914;Mannen;14;2014;24966;19576;5390
915;Mannen;14;2015;25666;19010;6655
916;Mannen;14;2016;26378;18584;7795
917;Mannen;14;2017;27055;18239;8817
918;Mannen;14;2018;27269;18252;9016
919;Mannen;14;2019;27332;18298;9032
920;Mannen;14;2020;27286;18298;8988
921;Mannen;14;2021;27217;18248;8970
922;Mannen;14;2022;27197;18183;9014
923;Mannen;14;2023;27208;18252;8955
924;Mannen;14;2024;27204;18321;8884
925;Mannen;14;2025;27239;18404;8835
926;Mannen;14;2026;27267;18491;8776
927;Mannen;14;2027;27295;18573;8722
928;Mannen;14;2028;27324;18654;8670
929;Mannen;14;2029;27361;18732;8629
930;Mannen;14;2030;27381;18813;8568
931;Mannen;14;2031;27406;18882;8524
932;Mannen;14;2032;27417;18947;8470
933;Mannen;14;2033;27435;19012;8423
934;Mannen;14;2034;27448;19081;8367
935;Mannen;14;2035;27458;19152;8306
936;Mannen;14;2036;27472;19219;8253
937;Mannen;14;2037;27488;19280;8208
938;Mannen;14;2038;27505;19337;8168
939;Mannen;14;2039;27512;19381;8131
940;Mannen;14;2040;27533;19421;8112
941;Mannen;14;2041;27543;19460;8083
942;Mannen;14;2042;27549;19498;8051
943;Mannen;14;2043;27555;19537;8018
944;Mannen;14;2044;27565;19571;7994
945;Mannen;14;2045;27575;19601;7974
946;Mannen;14;2046;27584;19629;7955
947;Mannen;14;2047;27594;19654;7939
948;Mannen;14;2048;27605;19677;7928
949;Mannen;14;2049;27614;19697;7917
950;Mannen;14;2050;27622;19717;7906
951;Mannen;14;2051;27633;19735;7898
952;Mannen;14;2052;27639;19754;7885
953;Mannen;14;2053;27647;19768;7879
954;Mannen;14;2054;27651;19783;7868
955;Mannen;14;2055;27655;19793;7862
956;Mannen;14;2056;27660;19802;7858
957;Mannen;14;2057;27664;19812;7852
958;Mannen;14;2058;27667;19819;7848
959;Mannen;14;2059;27670;19824;7846
960;Mannen;15;2012;39343;30759;8585
961;Mannen;15;2013;37889;30588;7301
962;Mannen;15;2014;36859;30264;6595
963;Mannen;15;2015;37260;29800;7460
964;Mannen;15;2016;37631;29357;8274
965;Mannen;15;2017;37957;28894;9063
966;Mannen;15;2018;37776;29226;8550
967;Mannen;15;2019;37291;29434;7857
968;Mannen;15;2020;36763;29503;7260
969;Mannen;15;2021;36263;29463;6800
970;Mannen;15;2022;35770;29352;6418
971;Mannen;15;2023;35787;29229;6558
972;Mannen;15;2024;35808;29169;6638
973;Mannen;15;2025;35826;29149;6677
974;Mannen;15;2026;35841;29155;6686
975;Mannen;15;2027;35848;29167;6681
976;Mannen;15;2028;35856;29177;6680
977;Mannen;15;2029;35862;29186;6677
978;Mannen;15;2030;35872;29195;6677
979;Mannen;15;2031;35880;29202;6678
980;Mannen;15;2032;35884;29209;6675
981;Mannen;15;2033;35893;29216;6678
982;Mannen;15;2034;35896;29221;6675
983;Mannen;15;2035;35901;29225;6676
984;Mannen;15;2036;35906;29229;6677
985;Mannen;15;2037;35912;29234;6678
986;Mannen;15;2038;35914;29237;6677
987;Mannen;15;2039;35916;29241;6674
988;Mannen;15;2040;35917;29245;6672
989;Mannen;15;2041;35918;29249;6669
990;Mannen;15;2042;35920;29253;6667
991;Mannen;15;2043;35922;29257;6665
992;Mannen;15;2044;35923;29265;6658
993;Mannen;15;2045;35925;29272;6653
994;Mannen;15;2046;35929;29279;6650
995;Mannen;15;2047;35936;29286;6650
996;Mannen;15;2048;35939;29296;6642
997;Mannen;15;2049;35939;29304;6635
998;Mannen;15;2050;35940;29314;6626
999;Mannen;15;2051;35942;29321;6620
1000;Mannen;15;2052;35945;29331;6615
1001;Mannen;15;2053;35945;29339;6606
1002;Mannen;15;2054;35947;29347;6599
1003;Mannen;15;2055;35947;29356;6591
1004;Mannen;15;2056;35949;29364;6585
1005;Mannen;15;2057;35949;29372;6577
1006;Mannen;15;2058;35951;29380;6571
1007;Mannen;15;2059;35953;29386;6567
1008;Mannen;1;2012;3644;4310;-666
1009;Mannen;1;2013;4001;4154;-154
1010;Mannen;1;2014;4319;4026;293
1011;Mannen;1;2015;4580;3937;643
1012;Mannen;1;2016;4852;3883;969
1013;Mannen;1;2017;5127;3856;1271
1014;Mannen;1;2018;5230;3843;1387
1015;Mannen;1;2019;5287;3831;1456
1016;Mannen;1;2020;5332;3808;1524
1017;Mannen;1;2021;5333;3776;1558
1018;Mannen;1;2022;5336;3734;1602
1019;Mannen;1;2023;5342;3726;1616
1020;Mannen;1;2024;5345;3718;1628
1021;Mannen;1;2025;5346;3714;1632
1022;Mannen;1;2026;5346;3713;1633
1023;Mannen;1;2027;5346;3712;1634
1024;Mannen;1;2028;5346;3712;1634
1025;Mannen;1;2029;5347;3713;1634
1026;Mannen;1;2030;5347;3717;1630
1027;Mannen;1;2031;5348;3720;1628
1028;Mannen;1;2032;5348;3722;1626
1029;Mannen;1;2033;5348;3724;1624
1030;Mannen;1;2034;5348;3733;1615
1031;Mannen;1;2035;5348;3744;1604
1032;Mannen;1;2036;5350;3754;1596
1033;Mannen;1;2037;5353;3764;1589
1034;Mannen;1;2038;5354;3773;1581
1035;Mannen;1;2039;5355;3779;1576
1036;Mannen;1;2040;5355;3781;1574
1037;Mannen;1;2041;5357;3784;1573
1038;Mannen;1;2042;5357;3789;1568
1039;Mannen;1;2043;5357;3795;1562
1040;Mannen;1;2044;5359;3800;1559
1041;Mannen;1;2045;5360;3803;1557
1042;Mannen;1;2046;5360;3806;1554
1043;Mannen;1;2047;5361;3808;1552
1044;Mannen;1;2048;5361;3810;1551
1045;Mannen;1;2049;5361;3812;1549
1046;Mannen;1;2050;5363;3814;1550
1047;Mannen;1;2051;5363;3815;1548
1048;Mannen;1;2052;5365;3817;1548
1049;Mannen;1;2053;5366;3818;1548
1050;Mannen;1;2054;5366;3820;1546
1051;Mannen;1;2055;5366;3821;1545
1052;Mannen;1;2056;5366;3822;1544
1053;Mannen;1;2057;5366;3824;1542
1054;Mannen;1;2058;5366;3824;1542
1055;Mannen;1;2059;5366;3825;1541
1056;Mannen;2;2012;1959;1612;347
1057;Mannen;2;2013;2283;1556;727
1058;Mannen;2;2014;2445;1521;924
1059;Mannen;2;2015;2479;1493;986
1060;Mannen;2;2016;2489;1460;1029
1061;Mannen;2;2017;2486;1419;1067
1062;Mannen;2;2018;2482;1426;1056
1063;Mannen;2;2019;2485;1431;1054
1064;Mannen;2;2020;2486;1436;1050
1065;Mannen;2;2021;2486;1441;1045
1066;Mannen;2;2022;2486;1445;1041
1067;Mannen;2;2023;2486;1451;1035
1068;Mannen;2;2024;2486;1457;1029
