ID;Geslacht;Leeftijd;IndicatieZZVEnOfZMV;IndicatieWelNietJeugdwet;Perioden;JongerenMetAWBZIndicatieInJaar_1
200;Totaal mannen en vrouwen;5 tot 12 jaar;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Zorg die niet overgaat naar Jeugdwet;2011;6450.0
201;Totaal mannen en vrouwen;5 tot 12 jaar;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Zorg die niet overgaat naar Jeugdwet;2012;4355.0
202;Totaal mannen en vrouwen;5 tot 12 jaar;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Zorg die niet overgaat naar Jeugdwet;2013;3665.0
203;Totaal mannen en vrouwen;5 tot 12 jaar;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Zorg die niet overgaat naar Jeugdwet;2014;3380.0
204;Totaal mannen en vrouwen;5 tot 12 jaar;Totaal ZZV-AWBZ;Totaal;2011;35690.0
205;Totaal mannen en vrouwen;5 tot 12 jaar;Totaal ZZV-AWBZ;Totaal;2012;30275.0
206;Totaal mannen en vrouwen;5 tot 12 jaar;Totaal ZZV-AWBZ;Totaal;2013;26595.0
207;Totaal mannen en vrouwen;5 tot 12 jaar;Totaal ZZV-AWBZ;Totaal;2014;24540.0
208;Totaal mannen en vrouwen;5 tot 12 jaar;Totaal ZZV-AWBZ;Zorg die overgaat naar Jeugdwet;2011;32655.0
209;Totaal mannen en vrouwen;5 tot 12 jaar;Totaal ZZV-AWBZ;Zorg die overgaat naar Jeugdwet;2012;28910.0
210;Totaal mannen en vrouwen;5 tot 12 jaar;Totaal ZZV-AWBZ;Zorg die overgaat naar Jeugdwet;2013;25680.0
211;Totaal mannen en vrouwen;5 tot 12 jaar;Totaal ZZV-AWBZ;Zorg die overgaat naar Jeugdwet;2014;23775.0
212;Totaal mannen en vrouwen;5 tot 12 jaar;Totaal ZZV-AWBZ;Zorg die niet overgaat naar Jeugdwet;2011;5105.0
213;Totaal mannen en vrouwen;5 tot 12 jaar;Totaal ZZV-AWBZ;Zorg die niet overgaat naar Jeugdwet;2012;2930.0
214;Totaal mannen en vrouwen;5 tot 12 jaar;Totaal ZZV-AWBZ;Zorg die niet overgaat naar Jeugdwet;2013;2345.0
215;Totaal mannen en vrouwen;5 tot 12 jaar;Totaal ZZV-AWBZ;Zorg die niet overgaat naar Jeugdwet;2014;2145.0
216;Totaal mannen en vrouwen;5 tot 12 jaar;Totaal ZMV-AWBZ;Totaal;2011;2670.0
217;Totaal mannen en vrouwen;5 tot 12 jaar;Totaal ZMV-AWBZ;Totaal;2012;2660.0
218;Totaal mannen en vrouwen;5 tot 12 jaar;Totaal ZMV-AWBZ;Totaal;2013;2405.0
219;Totaal mannen en vrouwen;5 tot 12 jaar;Totaal ZMV-AWBZ;Totaal;2014;2225.0
220;Totaal mannen en vrouwen;5 tot 12 jaar;Totaal ZMV-AWBZ;Zorg die overgaat naar Jeugdwet;2011;1385.0
221;Totaal mannen en vrouwen;5 tot 12 jaar;Totaal ZMV-AWBZ;Zorg die overgaat naar Jeugdwet;2012;1285.0
222;Totaal mannen en vrouwen;5 tot 12 jaar;Totaal ZMV-AWBZ;Zorg die overgaat naar Jeugdwet;2013;1120.0
223;Totaal mannen en vrouwen;5 tot 12 jaar;Totaal ZMV-AWBZ;Zorg die overgaat naar Jeugdwet;2014;1045.0
224;Totaal mannen en vrouwen;5 tot 12 jaar;Totaal ZMV-AWBZ;Zorg die niet overgaat naar Jeugdwet;2011;1385.0
225;Totaal mannen en vrouwen;5 tot 12 jaar;Totaal ZMV-AWBZ;Zorg die niet overgaat naar Jeugdwet;2012;1480.0
226;Totaal mannen en vrouwen;5 tot 12 jaar;Totaal ZMV-AWBZ;Zorg die niet overgaat naar Jeugdwet;2013;1350.0
227;Totaal mannen en vrouwen;5 tot 12 jaar;Totaal ZMV-AWBZ;Zorg die niet overgaat naar Jeugdwet;2014;1265.0
228;Totaal mannen en vrouwen;5 tot 12 jaar;"Indicatie ZZV; begeleiding";Totaal;2011;30285.0
229;Totaal mannen en vrouwen;5 tot 12 jaar;"Indicatie ZZV; begeleiding";Totaal;2012;25910.0
230;Totaal mannen en vrouwen;5 tot 12 jaar;"Indicatie ZZV; begeleiding";Totaal;2013;22225.0
231;Totaal mannen en vrouwen;5 tot 12 jaar;"Indicatie ZZV; begeleiding";Totaal;2014;20105.0
232;Totaal mannen en vrouwen;5 tot 12 jaar;"Indicatie ZZV; begeleiding";Zorg die overgaat naar Jeugdwet;2011;30285.0
233;Totaal mannen en vrouwen;5 tot 12 jaar;"Indicatie ZZV; begeleiding";Zorg die overgaat naar Jeugdwet;2012;25910.0
234;Totaal mannen en vrouwen;5 tot 12 jaar;"Indicatie ZZV; begeleiding";Zorg die overgaat naar Jeugdwet;2013;22225.0
235;Totaal mannen en vrouwen;5 tot 12 jaar;"Indicatie ZZV; begeleiding";Zorg die overgaat naar Jeugdwet;2014;20105.0
236;Totaal mannen en vrouwen;5 tot 12 jaar;"Indicatie ZZV; begeleiding";Zorg die niet overgaat naar Jeugdwet;2011;
237;Totaal mannen en vrouwen;5 tot 12 jaar;"Indicatie ZZV; begeleiding";Zorg die niet overgaat naar Jeugdwet;2012;
238;Totaal mannen en vrouwen;5 tot 12 jaar;"Indicatie ZZV; begeleiding";Zorg die niet overgaat naar Jeugdwet;2013;
239;Totaal mannen en vrouwen;5 tot 12 jaar;"Indicatie ZZV; begeleiding";Zorg die niet overgaat naar Jeugdwet;2014;
240;Totaal mannen en vrouwen;5 tot 12 jaar;"Indicatie ZZV; persoonlijke verzorging";Totaal;2011;7640.0
241;Totaal mannen en vrouwen;5 tot 12 jaar;"Indicatie ZZV; persoonlijke verzorging";Totaal;2012;6930.0
242;Totaal mannen en vrouwen;5 tot 12 jaar;"Indicatie ZZV; persoonlijke verzorging";Totaal;2013;6410.0
243;Totaal mannen en vrouwen;5 tot 12 jaar;"Indicatie ZZV; persoonlijke verzorging";Totaal;2014;6215.0
244;Totaal mannen en vrouwen;5 tot 12 jaar;"Indicatie ZZV; persoonlijke verzorging";Zorg die overgaat naar Jeugdwet;2011;7640.0
245;Totaal mannen en vrouwen;5 tot 12 jaar;"Indicatie ZZV; persoonlijke verzorging";Zorg die overgaat naar Jeugdwet;2012;6930.0
246;Totaal mannen en vrouwen;5 tot 12 jaar;"Indicatie ZZV; persoonlijke verzorging";Zorg die overgaat naar Jeugdwet;2013;6410.0
247;Totaal mannen en vrouwen;5 tot 12 jaar;"Indicatie ZZV; persoonlijke verzorging";Zorg die overgaat naar Jeugdwet;2014;6215.0
248;Totaal mannen en vrouwen;5 tot 12 jaar;"Indicatie ZZV; persoonlijke verzorging";Zorg die niet overgaat naar Jeugdwet;2011;
249;Totaal mannen en vrouwen;5 tot 12 jaar;"Indicatie ZZV; persoonlijke verzorging";Zorg die niet overgaat naar Jeugdwet;2012;
250;Totaal mannen en vrouwen;5 tot 12 jaar;"Indicatie ZZV; persoonlijke verzorging";Zorg die niet overgaat naar Jeugdwet;2013;
251;Totaal mannen en vrouwen;5 tot 12 jaar;"Indicatie ZZV; persoonlijke verzorging";Zorg die niet overgaat naar Jeugdwet;2014;
252;Totaal mannen en vrouwen;5 tot 12 jaar;"Indicatie ZZV; verpleging";Totaal;2011;2530.0
253;Totaal mannen en vrouwen;5 tot 12 jaar;"Indicatie ZZV; verpleging";Totaal;2012;2210.0
254;Totaal mannen en vrouwen;5 tot 12 jaar;"Indicatie ZZV; verpleging";Totaal;2013;2035.0
255;Totaal mannen en vrouwen;5 tot 12 jaar;"Indicatie ZZV; verpleging";Totaal;2014;1955.0
256;Totaal mannen en vrouwen;5 tot 12 jaar;"Indicatie ZZV; verpleging";Zorg die overgaat naar Jeugdwet;2011;
257;Totaal mannen en vrouwen;5 tot 12 jaar;"Indicatie ZZV; verpleging";Zorg die overgaat naar Jeugdwet;2012;
258;Totaal mannen en vrouwen;5 tot 12 jaar;"Indicatie ZZV; verpleging";Zorg die overgaat naar Jeugdwet;2013;
259;Totaal mannen en vrouwen;5 tot 12 jaar;"Indicatie ZZV; verpleging";Zorg die overgaat naar Jeugdwet;2014;
260;Totaal mannen en vrouwen;5 tot 12 jaar;"Indicatie ZZV; verpleging";Zorg die niet overgaat naar Jeugdwet;2011;2530.0
261;Totaal mannen en vrouwen;5 tot 12 jaar;"Indicatie ZZV; verpleging";Zorg die niet overgaat naar Jeugdwet;2012;2210.0
262;Totaal mannen en vrouwen;5 tot 12 jaar;"Indicatie ZZV; verpleging";Zorg die niet overgaat naar Jeugdwet;2013;2035.0
263;Totaal mannen en vrouwen;5 tot 12 jaar;"Indicatie ZZV; verpleging";Zorg die niet overgaat naar Jeugdwet;2014;1955.0
264;Totaal mannen en vrouwen;5 tot 12 jaar;"Indicatie ZZV; behandeling";Totaal;2011;8295.0
265;Totaal mannen en vrouwen;5 tot 12 jaar;"Indicatie ZZV; behandeling";Totaal;2012;6665.0
266;Totaal mannen en vrouwen;5 tot 12 jaar;"Indicatie ZZV; behandeling";Totaal;2013;6250.0
267;Totaal mannen en vrouwen;5 tot 12 jaar;"Indicatie ZZV; behandeling";Totaal;2014;6130.0
268;Totaal mannen en vrouwen;5 tot 12 jaar;"Indicatie ZZV; behandeling";Zorg die overgaat naar Jeugdwet;2011;5590.0
269;Totaal mannen en vrouwen;5 tot 12 jaar;"Indicatie ZZV; behandeling";Zorg die overgaat naar Jeugdwet;2012;5830.0
270;Totaal mannen en vrouwen;5 tot 12 jaar;"Indicatie ZZV; behandeling";Zorg die overgaat naar Jeugdwet;2013;5850.0
271;Totaal mannen en vrouwen;5 tot 12 jaar;"Indicatie ZZV; behandeling";Zorg die overgaat naar Jeugdwet;2014;5860.0
272;Totaal mannen en vrouwen;5 tot 12 jaar;"Indicatie ZZV; behandeling";Zorg die niet overgaat naar Jeugdwet;2011;2705.0
273;Totaal mannen en vrouwen;5 tot 12 jaar;"Indicatie ZZV; behandeling";Zorg die niet overgaat naar Jeugdwet;2012;835.0
274;Totaal mannen en vrouwen;5 tot 12 jaar;"Indicatie ZZV; behandeling";Zorg die niet overgaat naar Jeugdwet;2013;400.0
275;Totaal mannen en vrouwen;5 tot 12 jaar;"Indicatie ZZV; behandeling";Zorg die niet overgaat naar Jeugdwet;2014;270.0
276;Totaal mannen en vrouwen;5 tot 12 jaar;"Indicatie ZZV; kort verblijf";Totaal;2011;12760.0
277;Totaal mannen en vrouwen;5 tot 12 jaar;"Indicatie ZZV; kort verblijf";Totaal;2012;7925.0
278;Totaal mannen en vrouwen;5 tot 12 jaar;"Indicatie ZZV; kort verblijf";Totaal;2013;5830.0
279;Totaal mannen en vrouwen;5 tot 12 jaar;"Indicatie ZZV; kort verblijf";Totaal;2014;4685.0
280;Totaal mannen en vrouwen;5 tot 12 jaar;"Indicatie ZZV; kort verblijf";Zorg die overgaat naar Jeugdwet;2011;12760.0
281;Totaal mannen en vrouwen;5 tot 12 jaar;"Indicatie ZZV; kort verblijf";Zorg die overgaat naar Jeugdwet;2012;7925.0
282;Totaal mannen en vrouwen;5 tot 12 jaar;"Indicatie ZZV; kort verblijf";Zorg die overgaat naar Jeugdwet;2013;5830.0
283;Totaal mannen en vrouwen;5 tot 12 jaar;"Indicatie ZZV; kort verblijf";Zorg die overgaat naar Jeugdwet;2014;4685.0
284;Totaal mannen en vrouwen;5 tot 12 jaar;"Indicatie ZZV; kort verblijf";Zorg die niet overgaat naar Jeugdwet;2011;
285;Totaal mannen en vrouwen;5 tot 12 jaar;"Indicatie ZZV; kort verblijf";Zorg die niet overgaat naar Jeugdwet;2012;
286;Totaal mannen en vrouwen;5 tot 12 jaar;"Indicatie ZZV; kort verblijf";Zorg die niet overgaat naar Jeugdwet;2013;
287;Totaal mannen en vrouwen;5 tot 12 jaar;"Indicatie ZZV; kort verblijf";Zorg die niet overgaat naar Jeugdwet;2014;
288;Totaal mannen en vrouwen;12 tot 18 jaar;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Totaal;2011;51355.0
289;Totaal mannen en vrouwen;12 tot 18 jaar;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Totaal;2012;50475.0
290;Totaal mannen en vrouwen;12 tot 18 jaar;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Totaal;2013;48770.0
291;Totaal mannen en vrouwen;12 tot 18 jaar;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Totaal;2014;47185.0
292;Totaal mannen en vrouwen;12 tot 18 jaar;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Zorg die overgaat naar Jeugdwet;2011;46815.0
293;Totaal mannen en vrouwen;12 tot 18 jaar;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Zorg die overgaat naar Jeugdwet;2012;46750.0
294;Totaal mannen en vrouwen;12 tot 18 jaar;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Zorg die overgaat naar Jeugdwet;2013;45450.0
295;Totaal mannen en vrouwen;12 tot 18 jaar;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Zorg die overgaat naar Jeugdwet;2014;43510.0
296;Totaal mannen en vrouwen;12 tot 18 jaar;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Zorg die niet overgaat naar Jeugdwet;2011;6095.0
297;Totaal mannen en vrouwen;12 tot 18 jaar;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Zorg die niet overgaat naar Jeugdwet;2012;5440.0
298;Totaal mannen en vrouwen;12 tot 18 jaar;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Zorg die niet overgaat naar Jeugdwet;2013;5140.0
299;Totaal mannen en vrouwen;12 tot 18 jaar;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Zorg die niet overgaat naar Jeugdwet;2014;5215.0
300;Totaal mannen en vrouwen;12 tot 18 jaar;Totaal ZZV-AWBZ;Totaal;2011;43095.0
301;Totaal mannen en vrouwen;12 tot 18 jaar;Totaal ZZV-AWBZ;Totaal;2012;42410.0
302;Totaal mannen en vrouwen;12 tot 18 jaar;Totaal ZZV-AWBZ;Totaal;2013;41125.0
303;Totaal mannen en vrouwen;12 tot 18 jaar;Totaal ZZV-AWBZ;Totaal;2014;39105.0
304;Totaal mannen en vrouwen;12 tot 18 jaar;Totaal ZZV-AWBZ;Zorg die overgaat naar Jeugdwet;2011;41840.0
305;Totaal mannen en vrouwen;12 tot 18 jaar;Totaal ZZV-AWBZ;Zorg die overgaat naar Jeugdwet;2012;41695.0
306;Totaal mannen en vrouwen;12 tot 18 jaar;Totaal ZZV-AWBZ;Zorg die overgaat naar Jeugdwet;2013;40555.0
307;Totaal mannen en vrouwen;12 tot 18 jaar;Totaal ZZV-AWBZ;Zorg die overgaat naar Jeugdwet;2014;38550.0
308;Totaal mannen en vrouwen;12 tot 18 jaar;Totaal ZZV-AWBZ;Zorg die niet overgaat naar Jeugdwet;2011;2735.0
309;Totaal mannen en vrouwen;12 tot 18 jaar;Totaal ZZV-AWBZ;Zorg die niet overgaat naar Jeugdwet;2012;1915.0
310;Totaal mannen en vrouwen;12 tot 18 jaar;Totaal ZZV-AWBZ;Zorg die niet overgaat naar Jeugdwet;2013;1655.0
311;Totaal mannen en vrouwen;12 tot 18 jaar;Totaal ZZV-AWBZ;Zorg die niet overgaat naar Jeugdwet;2014;1575.0
312;Totaal mannen en vrouwen;12 tot 18 jaar;Totaal ZMV-AWBZ;Totaal;2011;9460.0
313;Totaal mannen en vrouwen;12 tot 18 jaar;Totaal ZMV-AWBZ;Totaal;2012;9580.0
314;Totaal mannen en vrouwen;12 tot 18 jaar;Totaal ZMV-AWBZ;Totaal;2013;9330.0
315;Totaal mannen en vrouwen;12 tot 18 jaar;Totaal ZMV-AWBZ;Totaal;2014;9450.0
316;Totaal mannen en vrouwen;12 tot 18 jaar;Totaal ZMV-AWBZ;Zorg die overgaat naar Jeugdwet;2011;6400.0
317;Totaal mannen en vrouwen;12 tot 18 jaar;Totaal ZMV-AWBZ;Zorg die overgaat naar Jeugdwet;2012;6385.0
318;Totaal mannen en vrouwen;12 tot 18 jaar;Totaal ZMV-AWBZ;Zorg die overgaat naar Jeugdwet;2013;6070.0
319;Totaal mannen en vrouwen;12 tot 18 jaar;Totaal ZMV-AWBZ;Zorg die overgaat naar Jeugdwet;2014;6100.0
320;Totaal mannen en vrouwen;12 tot 18 jaar;Totaal ZMV-AWBZ;Zorg die niet overgaat naar Jeugdwet;2011;3410.0
321;Totaal mannen en vrouwen;12 tot 18 jaar;Totaal ZMV-AWBZ;Zorg die niet overgaat naar Jeugdwet;2012;3585.0
322;Totaal mannen en vrouwen;12 tot 18 jaar;Totaal ZMV-AWBZ;Zorg die niet overgaat naar Jeugdwet;2013;3525.0
323;Totaal mannen en vrouwen;12 tot 18 jaar;Totaal ZMV-AWBZ;Zorg die niet overgaat naar Jeugdwet;2014;3670.0
324;Totaal mannen en vrouwen;12 tot 18 jaar;"Indicatie ZZV; begeleiding";Totaal;2011;39405.0
325;Totaal mannen en vrouwen;12 tot 18 jaar;"Indicatie ZZV; begeleiding";Totaal;2012;38660.0
326;Totaal mannen en vrouwen;12 tot 18 jaar;"Indicatie ZZV; begeleiding";Totaal;2013;37305.0
327;Totaal mannen en vrouwen;12 tot 18 jaar;"Indicatie ZZV; begeleiding";Totaal;2014;35260.0
328;Totaal mannen en vrouwen;12 tot 18 jaar;"Indicatie ZZV; begeleiding";Zorg die overgaat naar Jeugdwet;2011;39405.0
329;Totaal mannen en vrouwen;12 tot 18 jaar;"Indicatie ZZV; begeleiding";Zorg die overgaat naar Jeugdwet;2012;38660.0
330;Totaal mannen en vrouwen;12 tot 18 jaar;"Indicatie ZZV; begeleiding";Zorg die overgaat naar Jeugdwet;2013;37305.0
331;Totaal mannen en vrouwen;12 tot 18 jaar;"Indicatie ZZV; begeleiding";Zorg die overgaat naar Jeugdwet;2014;35260.0
332;Totaal mannen en vrouwen;12 tot 18 jaar;"Indicatie ZZV; begeleiding";Zorg die niet overgaat naar Jeugdwet;2011;
333;Totaal mannen en vrouwen;12 tot 18 jaar;"Indicatie ZZV; begeleiding";Zorg die niet overgaat naar Jeugdwet;2012;
334;Totaal mannen en vrouwen;12 tot 18 jaar;"Indicatie ZZV; begeleiding";Zorg die niet overgaat naar Jeugdwet;2013;
335;Totaal mannen en vrouwen;12 tot 18 jaar;"Indicatie ZZV; begeleiding";Zorg die niet overgaat naar Jeugdwet;2014;
336;Totaal mannen en vrouwen;12 tot 18 jaar;"Indicatie ZZV; persoonlijke verzorging";Totaal;2011;7525.0
337;Totaal mannen en vrouwen;12 tot 18 jaar;"Indicatie ZZV; persoonlijke verzorging";Totaal;2012;7605.0
338;Totaal mannen en vrouwen;12 tot 18 jaar;"Indicatie ZZV; persoonlijke verzorging";Totaal;2013;7525.0
339;Totaal mannen en vrouwen;12 tot 18 jaar;"Indicatie ZZV; persoonlijke verzorging";Totaal;2014;7490.0
340;Totaal mannen en vrouwen;12 tot 18 jaar;"Indicatie ZZV; persoonlijke verzorging";Zorg die overgaat naar Jeugdwet;2011;7525.0
341;Totaal mannen en vrouwen;12 tot 18 jaar;"Indicatie ZZV; persoonlijke verzorging";Zorg die overgaat naar Jeugdwet;2012;7605.0
342;Totaal mannen en vrouwen;12 tot 18 jaar;"Indicatie ZZV; persoonlijke verzorging";Zorg die overgaat naar Jeugdwet;2013;7525.0
343;Totaal mannen en vrouwen;12 tot 18 jaar;"Indicatie ZZV; persoonlijke verzorging";Zorg die overgaat naar Jeugdwet;2014;7490.0
344;Totaal mannen en vrouwen;12 tot 18 jaar;"Indicatie ZZV; persoonlijke verzorging";Zorg die niet overgaat naar Jeugdwet;2011;
345;Totaal mannen en vrouwen;12 tot 18 jaar;"Indicatie ZZV; persoonlijke verzorging";Zorg die niet overgaat naar Jeugdwet;2012;
346;Totaal mannen en vrouwen;12 tot 18 jaar;"Indicatie ZZV; persoonlijke verzorging";Zorg die niet overgaat naar Jeugdwet;2013;
347;Totaal mannen en vrouwen;12 tot 18 jaar;"Indicatie ZZV; persoonlijke verzorging";Zorg die niet overgaat naar Jeugdwet;2014;
348;Totaal mannen en vrouwen;12 tot 18 jaar;"Indicatie ZZV; verpleging";Totaal;2011;1895.0
349;Totaal mannen en vrouwen;12 tot 18 jaar;"Indicatie ZZV; verpleging";Totaal;2012;1635.0
350;Totaal mannen en vrouwen;12 tot 18 jaar;"Indicatie ZZV; verpleging";Totaal;2013;1495.0
351;Totaal mannen en vrouwen;12 tot 18 jaar;"Indicatie ZZV; verpleging";Totaal;2014;1470.0
352;Totaal mannen en vrouwen;12 tot 18 jaar;"Indicatie ZZV; verpleging";Zorg die overgaat naar Jeugdwet;2011;
353;Totaal mannen en vrouwen;12 tot 18 jaar;"Indicatie ZZV; verpleging";Zorg die overgaat naar Jeugdwet;2012;
354;Totaal mannen en vrouwen;12 tot 18 jaar;"Indicatie ZZV; verpleging";Zorg die overgaat naar Jeugdwet;2013;
355;Totaal mannen en vrouwen;12 tot 18 jaar;"Indicatie ZZV; verpleging";Zorg die overgaat naar Jeugdwet;2014;
356;Totaal mannen en vrouwen;12 tot 18 jaar;"Indicatie ZZV; verpleging";Zorg die niet overgaat naar Jeugdwet;2011;1895.0
357;Totaal mannen en vrouwen;12 tot 18 jaar;"Indicatie ZZV; verpleging";Zorg die niet overgaat naar Jeugdwet;2012;1635.0
358;Totaal mannen en vrouwen;12 tot 18 jaar;"Indicatie ZZV; verpleging";Zorg die niet overgaat naar Jeugdwet;2013;1495.0
359;Totaal mannen en vrouwen;12 tot 18 jaar;"Indicatie ZZV; verpleging";Zorg die niet overgaat naar Jeugdwet;2014;1470.0
360;Totaal mannen en vrouwen;12 tot 18 jaar;"Indicatie ZZV; behandeling";Totaal;2011;6070.0
361;Totaal mannen en vrouwen;12 tot 18 jaar;"Indicatie ZZV; behandeling";Totaal;2012;5925.0
362;Totaal mannen en vrouwen;12 tot 18 jaar;"Indicatie ZZV; behandeling";Totaal;2013;5920.0
363;Totaal mannen en vrouwen;12 tot 18 jaar;"Indicatie ZZV; behandeling";Totaal;2014;5745.0
364;Totaal mannen en vrouwen;12 tot 18 jaar;"Indicatie ZZV; behandeling";Zorg die overgaat naar Jeugdwet;2011;5185.0
365;Totaal mannen en vrouwen;12 tot 18 jaar;"Indicatie ZZV; behandeling";Zorg die overgaat naar Jeugdwet;2012;5610.0
366;Totaal mannen en vrouwen;12 tot 18 jaar;"Indicatie ZZV; behandeling";Zorg die overgaat naar Jeugdwet;2013;5730.0
367;Totaal mannen en vrouwen;12 tot 18 jaar;"Indicatie ZZV; behandeling";Zorg die overgaat naar Jeugdwet;2014;5615.0
368;Totaal mannen en vrouwen;12 tot 18 jaar;"Indicatie ZZV; behandeling";Zorg die niet overgaat naar Jeugdwet;2011;885.0
369;Totaal mannen en vrouwen;12 tot 18 jaar;"Indicatie ZZV; behandeling";Zorg die niet overgaat naar Jeugdwet;2012;315.0
370;Totaal mannen en vrouwen;12 tot 18 jaar;"Indicatie ZZV; behandeling";Zorg die niet overgaat naar Jeugdwet;2013;190.0
371;Totaal mannen en vrouwen;12 tot 18 jaar;"Indicatie ZZV; behandeling";Zorg die niet overgaat naar Jeugdwet;2014;130.0
372;Totaal mannen en vrouwen;12 tot 18 jaar;"Indicatie ZZV; kort verblijf";Totaal;2011;19795.0
373;Totaal mannen en vrouwen;12 tot 18 jaar;"Indicatie ZZV; kort verblijf";Totaal;2012;13640.0
374;Totaal mannen en vrouwen;12 tot 18 jaar;"Indicatie ZZV; kort verblijf";Totaal;2013;10455.0
375;Totaal mannen en vrouwen;12 tot 18 jaar;"Indicatie ZZV; kort verblijf";Totaal;2014;8585.0
376;Totaal mannen en vrouwen;12 tot 18 jaar;"Indicatie ZZV; kort verblijf";Zorg die overgaat naar Jeugdwet;2011;19795.0
377;Totaal mannen en vrouwen;12 tot 18 jaar;"Indicatie ZZV; kort verblijf";Zorg die overgaat naar Jeugdwet;2012;13640.0
378;Totaal mannen en vrouwen;12 tot 18 jaar;"Indicatie ZZV; kort verblijf";Zorg die overgaat naar Jeugdwet;2013;10455.0
379;Totaal mannen en vrouwen;12 tot 18 jaar;"Indicatie ZZV; kort verblijf";Zorg die overgaat naar Jeugdwet;2014;8585.0
380;Totaal mannen en vrouwen;12 tot 18 jaar;"Indicatie ZZV; kort verblijf";Zorg die niet overgaat naar Jeugdwet;2011;
381;Totaal mannen en vrouwen;12 tot 18 jaar;"Indicatie ZZV; kort verblijf";Zorg die niet overgaat naar Jeugdwet;2012;
382;Totaal mannen en vrouwen;12 tot 18 jaar;"Indicatie ZZV; kort verblijf";Zorg die niet overgaat naar Jeugdwet;2013;
383;Totaal mannen en vrouwen;12 tot 18 jaar;"Indicatie ZZV; kort verblijf";Zorg die niet overgaat naar Jeugdwet;2014;
384;Mannen;Jonger dan 18 jaar;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Totaal;2011;66905.0
385;Mannen;Jonger dan 18 jaar;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Totaal;2012;60850.0
386;Mannen;Jonger dan 18 jaar;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Totaal;2013;56210.0
387;Mannen;Jonger dan 18 jaar;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Totaal;2014;53255.0
388;Mannen;Jonger dan 18 jaar;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Zorg die overgaat naar Jeugdwet;2011;59200.0
389;Mannen;Jonger dan 18 jaar;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Zorg die overgaat naar Jeugdwet;2012;56150.0
390;Mannen;Jonger dan 18 jaar;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Zorg die overgaat naar Jeugdwet;2013;52475.0
391;Mannen;Jonger dan 18 jaar;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Zorg die overgaat naar Jeugdwet;2014;49440.0
392;Mannen;Jonger dan 18 jaar;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Zorg die niet overgaat naar Jeugdwet;2011;10430.0
393;Mannen;Jonger dan 18 jaar;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Zorg die niet overgaat naar Jeugdwet;2012;7300.0
394;Mannen;Jonger dan 18 jaar;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Zorg die niet overgaat naar Jeugdwet;2013;6290.0
395;Mannen;Jonger dan 18 jaar;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Zorg die niet overgaat naar Jeugdwet;2014;5970.0
396;Mannen;Jonger dan 18 jaar;Totaal ZZV-AWBZ;Totaal;2011;60105.0
397;Mannen;Jonger dan 18 jaar;Totaal ZZV-AWBZ;Totaal;2012;54400.0
398;Mannen;Jonger dan 18 jaar;Totaal ZZV-AWBZ;Totaal;2013;50255.0
399;Mannen;Jonger dan 18 jaar;Totaal ZZV-AWBZ;Totaal;2014;46970.0
400;Mannen;Jonger dan 18 jaar;Totaal ZZV-AWBZ;Zorg die overgaat naar Jeugdwet;2011;55605.0
401;Mannen;Jonger dan 18 jaar;Totaal ZZV-AWBZ;Zorg die overgaat naar Jeugdwet;2012;52515.0
402;Mannen;Jonger dan 18 jaar;Totaal ZZV-AWBZ;Zorg die overgaat naar Jeugdwet;2013;48970.0
403;Mannen;Jonger dan 18 jaar;Totaal ZZV-AWBZ;Zorg die overgaat naar Jeugdwet;2014;45910.0
404;Mannen;Jonger dan 18 jaar;Totaal ZZV-AWBZ;Zorg die niet overgaat naar Jeugdwet;2011;7350.0
405;Mannen;Jonger dan 18 jaar;Totaal ZZV-AWBZ;Zorg die niet overgaat naar Jeugdwet;2012;4030.0
406;Mannen;Jonger dan 18 jaar;Totaal ZZV-AWBZ;Zorg die niet overgaat naar Jeugdwet;2013;3140.0
