ID;Geslacht;Leeftijd;IndicatieZMV;GebruikZMV;RegioS;Perioden;PersMetIndicatieGebruikInJaar_1;PersMetIndicatieGebruikInJaar_2;PersMetIndicatieGebruikOpPeildatum_3;PersMetIndicGebruikOpPeildatum_4;OpnamedagenInJaar_5
1934;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 3 LVG Wonen met intensieve behand..;Drenthe (PV);2013;;;;;
1935;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 3 LVG Wonen met intensieve behand..;Drenthe (PV);2014;;;;;
1936;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 3 LVG Wonen met intensieve behand..;Overijssel (PV);2011;;;;;
1937;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 3 LVG Wonen met intensieve behand..;Overijssel (PV);2012;;;;;
1938;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 3 LVG Wonen met intensieve behand..;Overijssel (PV);2013;;;;;
1939;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 3 LVG Wonen met intensieve behand..;Overijssel (PV);2014;;;;;
1940;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 3 LVG Wonen met intensieve behand..;Flevoland (PV);2011;;;;;
1941;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 3 LVG Wonen met intensieve behand..;Flevoland (PV);2012;;;;;
1942;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 3 LVG Wonen met intensieve behand..;Flevoland (PV);2013;;;;;
1943;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 3 LVG Wonen met intensieve behand..;Flevoland (PV);2014;;;;;
1944;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 3 LVG Wonen met intensieve behand..;Gelderland (PV);2011;;;;;
1945;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 3 LVG Wonen met intensieve behand..;Gelderland (PV);2012;;;;;
1946;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 3 LVG Wonen met intensieve behand..;Gelderland (PV);2013;;;;;
1947;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 3 LVG Wonen met intensieve behand..;Gelderland (PV);2014;;;;;
1948;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 3 LVG Wonen met intensieve behand..;Utrecht (PV);2011;;;;;
1949;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 3 LVG Wonen met intensieve behand..;Utrecht (PV);2012;;;;;
1950;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 3 LVG Wonen met intensieve behand..;Utrecht (PV);2013;;;;;
1951;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 3 LVG Wonen met intensieve behand..;Utrecht (PV);2014;;;;;
1952;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 3 LVG Wonen met intensieve behand..;Noord-Holland (PV);2011;;;;;
1953;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 3 LVG Wonen met intensieve behand..;Noord-Holland (PV);2012;;;;;
1954;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 3 LVG Wonen met intensieve behand..;Noord-Holland (PV);2013;;;;;
1955;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 3 LVG Wonen met intensieve behand..;Noord-Holland (PV);2014;;;;;
1956;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 3 LVG Wonen met intensieve behand..;Zuid-Holland (PV);2011;;;;;
1957;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 3 LVG Wonen met intensieve behand..;Zuid-Holland (PV);2012;;;;;
1958;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 3 LVG Wonen met intensieve behand..;Zuid-Holland (PV);2013;;;;;
1959;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 3 LVG Wonen met intensieve behand..;Zuid-Holland (PV);2014;;;;;
1960;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 3 LVG Wonen met intensieve behand..;Zeeland (PV);2011;;;;;
1961;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 3 LVG Wonen met intensieve behand..;Zeeland (PV);2012;;;;;
1962;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 3 LVG Wonen met intensieve behand..;Zeeland (PV);2013;;;;;
1963;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 3 LVG Wonen met intensieve behand..;Zeeland (PV);2014;;;;;
1964;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 3 LVG Wonen met intensieve behand..;Noord-Brabant (PV);2011;;;;;
1965;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 3 LVG Wonen met intensieve behand..;Noord-Brabant (PV);2012;;;;;
1966;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 3 LVG Wonen met intensieve behand..;Noord-Brabant (PV);2013;;;;;
1967;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 3 LVG Wonen met intensieve behand..;Noord-Brabant (PV);2014;;;;;
1968;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 3 LVG Wonen met intensieve behand..;Limburg (PV);2011;;;;;
1969;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 3 LVG Wonen met intensieve behand..;Limburg (PV);2012;;;;;
1970;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 3 LVG Wonen met intensieve behand..;Limburg (PV);2013;;;;;
1971;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 3 LVG Wonen met intensieve behand..;Limburg (PV);2014;;;;;
1972;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;Nederland;2011;;;;;
1973;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;Nederland;2012;;;;;
1974;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;Nederland;2013;;;;;
1975;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;Nederland;2014;;;;;
1976;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;Noord-Nederland (LD);2011;;;;;
1977;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;Noord-Nederland (LD);2012;;;;;
1978;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;Noord-Nederland (LD);2013;;;;;
1979;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;Noord-Nederland (LD);2014;;;;;
1980;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;Oost-Nederland (LD);2011;;;;;
1981;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;Oost-Nederland (LD);2012;;;;;
1982;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;Oost-Nederland (LD);2013;;;;;
1983;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;Oost-Nederland (LD);2014;;;;;
1984;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;West-Nederland (LD);2011;;;;;
1985;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;West-Nederland (LD);2012;;;;;
1986;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;West-Nederland (LD);2013;;;;;
1987;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;West-Nederland (LD);2014;;;;;
1988;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;Zuid-Nederland (LD);2011;;;;;
1989;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;Zuid-Nederland (LD);2012;;;;;
1990;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;Zuid-Nederland (LD);2013;;;;;
1991;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;Zuid-Nederland (LD);2014;;;;;
1992;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;Groningen (PV);2011;;;;;
1993;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;Groningen (PV);2012;;;;;
1994;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;Groningen (PV);2013;;;;;
1995;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;Groningen (PV);2014;;;;;
1996;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;Friesland (PV);2011;;;;;
1997;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;Friesland (PV);2012;;;;;
1998;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;Friesland (PV);2013;;;;;
1999;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;Friesland (PV);2014;;;;;
2000;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;Drenthe (PV);2011;;;;;
2001;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;Drenthe (PV);2012;;;;;
2002;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;Drenthe (PV);2013;;;;;
2003;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;Drenthe (PV);2014;;;;;
2004;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;Overijssel (PV);2011;;;;;
2005;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;Overijssel (PV);2012;;;;;
2006;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;Overijssel (PV);2013;;;;;
2007;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;Overijssel (PV);2014;;;;;
2008;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;Flevoland (PV);2011;;;;;
2009;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;Flevoland (PV);2012;;;;;
2010;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;Flevoland (PV);2013;;;;;
2011;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;Flevoland (PV);2014;;;;;
2012;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;Gelderland (PV);2011;;;;;
2013;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;Gelderland (PV);2012;;;;;
2014;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;Gelderland (PV);2013;;;;;
2015;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;Gelderland (PV);2014;;;;;
2016;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;Utrecht (PV);2011;;;;;
2017;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;Utrecht (PV);2012;;;;;
2018;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;Utrecht (PV);2013;;;;;
2019;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;Utrecht (PV);2014;;;;;
2020;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;Noord-Holland (PV);2011;;;;;
2021;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;Noord-Holland (PV);2012;;;;;
2022;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;Noord-Holland (PV);2013;;;;;
2023;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;Noord-Holland (PV);2014;;;;;
2024;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;Zuid-Holland (PV);2011;;;;;
2025;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;Zuid-Holland (PV);2012;;;;;
2026;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;Zuid-Holland (PV);2013;;;;;
2027;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;Zuid-Holland (PV);2014;;;;;
2028;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;Zeeland (PV);2011;;;;;
2029;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;Zeeland (PV);2012;;;;;
2030;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;Zeeland (PV);2013;;;;;
2031;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;Zeeland (PV);2014;;;;;
2032;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;Noord-Brabant (PV);2011;;;;;
2033;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;Noord-Brabant (PV);2012;;;;;
2034;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;Noord-Brabant (PV);2013;;;;;
2035;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;Noord-Brabant (PV);2014;;;;;
2036;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;Limburg (PV);2011;;;;;
2037;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;Limburg (PV);2012;;;;;
2038;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;Limburg (PV);2013;;;;;
2039;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 4 LVG Wonen met zeer intensieve b..;Limburg (PV);2014;;;;;
2040;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 5 LVG Besloten wonen met zeer int..;Nederland;2011;;;;;
2041;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 5 LVG Besloten wonen met zeer int..;Nederland;2012;;;;;
2042;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 5 LVG Besloten wonen met zeer int..;Nederland;2013;;;;;
2043;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 5 LVG Besloten wonen met zeer int..;Nederland;2014;;;;;
2044;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 5 LVG Besloten wonen met zeer int..;Noord-Nederland (LD);2011;;;;;
2045;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 5 LVG Besloten wonen met zeer int..;Noord-Nederland (LD);2012;;;;;
2046;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 5 LVG Besloten wonen met zeer int..;Noord-Nederland (LD);2013;;;;;
2047;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 5 LVG Besloten wonen met zeer int..;Noord-Nederland (LD);2014;;;;;
2048;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 5 LVG Besloten wonen met zeer int..;Oost-Nederland (LD);2011;;;;;
2049;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 5 LVG Besloten wonen met zeer int..;Oost-Nederland (LD);2012;;;;;
2050;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 5 LVG Besloten wonen met zeer int..;Oost-Nederland (LD);2013;;;;;
2051;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 5 LVG Besloten wonen met zeer int..;Oost-Nederland (LD);2014;;;;;
2052;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 5 LVG Besloten wonen met zeer int..;West-Nederland (LD);2011;;;;;
2053;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 5 LVG Besloten wonen met zeer int..;West-Nederland (LD);2012;;;;;
2054;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 5 LVG Besloten wonen met zeer int..;West-Nederland (LD);2013;;;;;
2055;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 5 LVG Besloten wonen met zeer int..;West-Nederland (LD);2014;;;;;
2056;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 5 LVG Besloten wonen met zeer int..;Zuid-Nederland (LD);2011;;;;;
2057;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 5 LVG Besloten wonen met zeer int..;Zuid-Nederland (LD);2012;;;;;
2058;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 5 LVG Besloten wonen met zeer int..;Zuid-Nederland (LD);2013;;;;;
2059;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 5 LVG Besloten wonen met zeer int..;Zuid-Nederland (LD);2014;;;;;
2060;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 5 LVG Besloten wonen met zeer int..;Groningen (PV);2011;;;;;
2061;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 5 LVG Besloten wonen met zeer int..;Groningen (PV);2012;;;;;
2062;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 5 LVG Besloten wonen met zeer int..;Groningen (PV);2013;;;;;
2063;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 5 LVG Besloten wonen met zeer int..;Groningen (PV);2014;;;;;
2064;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 5 LVG Besloten wonen met zeer int..;Friesland (PV);2011;;;;;
2065;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 5 LVG Besloten wonen met zeer int..;Friesland (PV);2012;;;;;
2066;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 5 LVG Besloten wonen met zeer int..;Friesland (PV);2013;;;;;
2067;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 5 LVG Besloten wonen met zeer int..;Friesland (PV);2014;;;;;
2068;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 5 LVG Besloten wonen met zeer int..;Drenthe (PV);2011;;;;;
2069;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 5 LVG Besloten wonen met zeer int..;Drenthe (PV);2012;;;;;
2070;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 5 LVG Besloten wonen met zeer int..;Drenthe (PV);2013;;;;;
2071;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 5 LVG Besloten wonen met zeer int..;Drenthe (PV);2014;;;;;
2072;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 5 LVG Besloten wonen met zeer int..;Overijssel (PV);2011;;;;;
2073;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 5 LVG Besloten wonen met zeer int..;Overijssel (PV);2012;;;;;
2074;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 5 LVG Besloten wonen met zeer int..;Overijssel (PV);2013;;;;;
2075;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 5 LVG Besloten wonen met zeer int..;Overijssel (PV);2014;;;;;
2076;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 5 LVG Besloten wonen met zeer int..;Flevoland (PV);2011;;;;;
2077;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 5 LVG Besloten wonen met zeer int..;Flevoland (PV);2012;;;;;
2078;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 5 LVG Besloten wonen met zeer int..;Flevoland (PV);2013;;;;;
2079;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 5 LVG Besloten wonen met zeer int..;Flevoland (PV);2014;;;;;
2080;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;zzp 5 LVG Besloten wonen met zeer int..;Gelderland (PV);2011;;;;;
