ID;Geslacht;Leeftijdsgroep;Herkomstgroepering;VerdachtenNaarSoortMisdrijf;Perioden;AantalVerdachten_1;VerdachtenPer1000Inwoners_2
1687;Totaal mannen en vrouwen;12 tot 18 jaar;5;Vermogensmisdrijven;2009;540;13
1688;Totaal mannen en vrouwen;12 tot 18 jaar;5;Vermogensmisdrijven;2010;540;13
1689;Totaal mannen en vrouwen;12 tot 18 jaar;5;Vermogensmisdrijven;2011;410;10
1690;Totaal mannen en vrouwen;12 tot 18 jaar;5;Vernieling en openbare orde;1999;140;4
1691;Totaal mannen en vrouwen;12 tot 18 jaar;5;Vernieling en openbare orde;2000;130;4
1692;Totaal mannen en vrouwen;12 tot 18 jaar;5;Vernieling en openbare orde;2001;150;4
1693;Totaal mannen en vrouwen;12 tot 18 jaar;5;Vernieling en openbare orde;2002;160;4
1694;Totaal mannen en vrouwen;12 tot 18 jaar;5;Vernieling en openbare orde;2003;250;6
1695;Totaal mannen en vrouwen;12 tot 18 jaar;5;Vernieling en openbare orde;2004;310;8
1696;Totaal mannen en vrouwen;12 tot 18 jaar;5;Vernieling en openbare orde;2005;380;9
1697;Totaal mannen en vrouwen;12 tot 18 jaar;5;Vernieling en openbare orde;2006;400;9
1698;Totaal mannen en vrouwen;12 tot 18 jaar;5;Vernieling en openbare orde;2007;410;9
1699;Totaal mannen en vrouwen;12 tot 18 jaar;5;Vernieling en openbare orde;2008;370;9
1700;Totaal mannen en vrouwen;12 tot 18 jaar;5;Vernieling en openbare orde;2009;300;7
1701;Totaal mannen en vrouwen;12 tot 18 jaar;5;Vernieling en openbare orde;2010;340;8
1702;Totaal mannen en vrouwen;12 tot 18 jaar;5;Vernieling en openbare orde;2011;210;5
1703;Totaal mannen en vrouwen;12 tot 18 jaar;5;Geweldsmisdrijven;1999;240;8
1704;Totaal mannen en vrouwen;12 tot 18 jaar;5;Geweldsmisdrijven;2000;240;7
1705;Totaal mannen en vrouwen;12 tot 18 jaar;5;Geweldsmisdrijven;2001;260;7
1706;Totaal mannen en vrouwen;12 tot 18 jaar;5;Geweldsmisdrijven;2002;240;6
1707;Totaal mannen en vrouwen;12 tot 18 jaar;5;Geweldsmisdrijven;2003;330;8
1708;Totaal mannen en vrouwen;12 tot 18 jaar;5;Geweldsmisdrijven;2004;370;9
1709;Totaal mannen en vrouwen;12 tot 18 jaar;5;Geweldsmisdrijven;2005;470;11
1710;Totaal mannen en vrouwen;12 tot 18 jaar;5;Geweldsmisdrijven;2006;430;10
1711;Totaal mannen en vrouwen;12 tot 18 jaar;5;Geweldsmisdrijven;2007;470;11
1712;Totaal mannen en vrouwen;12 tot 18 jaar;5;Geweldsmisdrijven;2008;460;11
1713;Totaal mannen en vrouwen;12 tot 18 jaar;5;Geweldsmisdrijven;2009;350;8
1714;Totaal mannen en vrouwen;12 tot 18 jaar;5;Geweldsmisdrijven;2010;310;7
1715;Totaal mannen en vrouwen;12 tot 18 jaar;5;Geweldsmisdrijven;2011;260;6
1716;Totaal mannen en vrouwen;12 tot 18 jaar;5;Verkeersmisdrijven;1999;40;1
1717;Totaal mannen en vrouwen;12 tot 18 jaar;5;Verkeersmisdrijven;2000;20;1
1718;Totaal mannen en vrouwen;12 tot 18 jaar;5;Verkeersmisdrijven;2001;20;1
1719;Totaal mannen en vrouwen;12 tot 18 jaar;5;Verkeersmisdrijven;2002;20;0
1720;Totaal mannen en vrouwen;12 tot 18 jaar;5;Verkeersmisdrijven;2003;30;1
1721;Totaal mannen en vrouwen;12 tot 18 jaar;5;Verkeersmisdrijven;2004;20;0
1722;Totaal mannen en vrouwen;12 tot 18 jaar;5;Verkeersmisdrijven;2005;20;1
1723;Totaal mannen en vrouwen;12 tot 18 jaar;5;Verkeersmisdrijven;2006;40;1
1724;Totaal mannen en vrouwen;12 tot 18 jaar;5;Verkeersmisdrijven;2007;30;1
1725;Totaal mannen en vrouwen;12 tot 18 jaar;5;Verkeersmisdrijven;2008;30;1
1726;Totaal mannen en vrouwen;12 tot 18 jaar;5;Verkeersmisdrijven;2009;30;1
1727;Totaal mannen en vrouwen;12 tot 18 jaar;5;Verkeersmisdrijven;2010;30;1
1728;Totaal mannen en vrouwen;12 tot 18 jaar;5;Verkeersmisdrijven;2011;20;0
1729;Totaal mannen en vrouwen;12 tot 18 jaar;5;Drugsmisdrijven;1999;0;0
1730;Totaal mannen en vrouwen;12 tot 18 jaar;5;Drugsmisdrijven;2000;0;0
1731;Totaal mannen en vrouwen;12 tot 18 jaar;5;Drugsmisdrijven;2001;10;0
1732;Totaal mannen en vrouwen;12 tot 18 jaar;5;Drugsmisdrijven;2002;10;0
1733;Totaal mannen en vrouwen;12 tot 18 jaar;5;Drugsmisdrijven;2003;10;0
1734;Totaal mannen en vrouwen;12 tot 18 jaar;5;Drugsmisdrijven;2004;10;0
1735;Totaal mannen en vrouwen;12 tot 18 jaar;5;Drugsmisdrijven;2005;10;0
1736;Totaal mannen en vrouwen;12 tot 18 jaar;5;Drugsmisdrijven;2006;10;0
1737;Totaal mannen en vrouwen;12 tot 18 jaar;5;Drugsmisdrijven;2007;10;0
1738;Totaal mannen en vrouwen;12 tot 18 jaar;5;Drugsmisdrijven;2008;10;0
1739;Totaal mannen en vrouwen;12 tot 18 jaar;5;Drugsmisdrijven;2009;10;0
1740;Totaal mannen en vrouwen;12 tot 18 jaar;5;Drugsmisdrijven;2010;10;0
1741;Totaal mannen en vrouwen;12 tot 18 jaar;5;Drugsmisdrijven;2011;10;0
1742;Totaal mannen en vrouwen;12 tot 18 jaar;5;Overige misdrijven;1999;40;1
1743;Totaal mannen en vrouwen;12 tot 18 jaar;5;Overige misdrijven;2000;40;1
1744;Totaal mannen en vrouwen;12 tot 18 jaar;5;Overige misdrijven;2001;40;1
1745;Totaal mannen en vrouwen;12 tot 18 jaar;5;Overige misdrijven;2002;70;2
1746;Totaal mannen en vrouwen;12 tot 18 jaar;5;Overige misdrijven;2003;60;2
1747;Totaal mannen en vrouwen;12 tot 18 jaar;5;Overige misdrijven;2004;100;2
1748;Totaal mannen en vrouwen;12 tot 18 jaar;5;Overige misdrijven;2005;60;1
1749;Totaal mannen en vrouwen;12 tot 18 jaar;5;Overige misdrijven;2006;110;3
1750;Totaal mannen en vrouwen;12 tot 18 jaar;5;Overige misdrijven;2007;70;2
1751;Totaal mannen en vrouwen;12 tot 18 jaar;5;Overige misdrijven;2008;70;2
1752;Totaal mannen en vrouwen;12 tot 18 jaar;5;Overige misdrijven;2009;50;1
1753;Totaal mannen en vrouwen;12 tot 18 jaar;5;Overige misdrijven;2010;60;1
1754;Totaal mannen en vrouwen;12 tot 18 jaar;5;Overige misdrijven;2011;30;1
1755;Totaal mannen en vrouwen;12 tot 18 jaar;5;Verdachten van meer soorten misdrijven;1999;220;7
1756;Totaal mannen en vrouwen;12 tot 18 jaar;5;Verdachten van meer soorten misdrijven;2000;190;6
1757;Totaal mannen en vrouwen;12 tot 18 jaar;5;Verdachten van meer soorten misdrijven;2001;200;6
1758;Totaal mannen en vrouwen;12 tot 18 jaar;5;Verdachten van meer soorten misdrijven;2002;210;6
1759;Totaal mannen en vrouwen;12 tot 18 jaar;5;Verdachten van meer soorten misdrijven;2003;230;6
1760;Totaal mannen en vrouwen;12 tot 18 jaar;5;Verdachten van meer soorten misdrijven;2004;340;8
1761;Totaal mannen en vrouwen;12 tot 18 jaar;5;Verdachten van meer soorten misdrijven;2005;390;9
1762;Totaal mannen en vrouwen;12 tot 18 jaar;5;Verdachten van meer soorten misdrijven;2006;460;11
1763;Totaal mannen en vrouwen;12 tot 18 jaar;5;Verdachten van meer soorten misdrijven;2007;430;10
1764;Totaal mannen en vrouwen;12 tot 18 jaar;5;Verdachten van meer soorten misdrijven;2008;380;9
1765;Totaal mannen en vrouwen;12 tot 18 jaar;5;Verdachten van meer soorten misdrijven;2009;270;6
1766;Totaal mannen en vrouwen;12 tot 18 jaar;5;Verdachten van meer soorten misdrijven;2010;250;6
1767;Totaal mannen en vrouwen;12 tot 18 jaar;5;Verdachten van meer soorten misdrijven;2011;200;5
1768;Totaal mannen en vrouwen;12 tot 18 jaar;6;Totaal verdachten van misdrijven;1999;1440;43
1769;Totaal mannen en vrouwen;12 tot 18 jaar;6;Totaal verdachten van misdrijven;2000;1400;41
1770;Totaal mannen en vrouwen;12 tot 18 jaar;6;Totaal verdachten van misdrijven;2001;1610;46
1771;Totaal mannen en vrouwen;12 tot 18 jaar;6;Totaal verdachten van misdrijven;2002;1550;44
1772;Totaal mannen en vrouwen;12 tot 18 jaar;6;Totaal verdachten van misdrijven;2003;1590;46
1773;Totaal mannen en vrouwen;12 tot 18 jaar;6;Totaal verdachten van misdrijven;2004;1770;52
1774;Totaal mannen en vrouwen;12 tot 18 jaar;6;Totaal verdachten van misdrijven;2005;1820;54
1775;Totaal mannen en vrouwen;12 tot 18 jaar;6;Totaal verdachten van misdrijven;2006;1930;58
1776;Totaal mannen en vrouwen;12 tot 18 jaar;6;Totaal verdachten van misdrijven;2007;2040;63
1777;Totaal mannen en vrouwen;12 tot 18 jaar;6;Totaal verdachten van misdrijven;2008;1670;53
1778;Totaal mannen en vrouwen;12 tot 18 jaar;6;Totaal verdachten van misdrijven;2009;1390;45
1779;Totaal mannen en vrouwen;12 tot 18 jaar;6;Totaal verdachten van misdrijven;2010;1250;41
1780;Totaal mannen en vrouwen;12 tot 18 jaar;6;Totaal verdachten van misdrijven;2011;1010;34
1781;Totaal mannen en vrouwen;12 tot 18 jaar;6;Vermogensmisdrijven;1999;640;19
1782;Totaal mannen en vrouwen;12 tot 18 jaar;6;Vermogensmisdrijven;2000;700;20
1783;Totaal mannen en vrouwen;12 tot 18 jaar;6;Vermogensmisdrijven;2001;820;24
1784;Totaal mannen en vrouwen;12 tot 18 jaar;6;Vermogensmisdrijven;2002;730;21
1785;Totaal mannen en vrouwen;12 tot 18 jaar;6;Vermogensmisdrijven;2003;750;22
1786;Totaal mannen en vrouwen;12 tot 18 jaar;6;Vermogensmisdrijven;2004;760;22
1787;Totaal mannen en vrouwen;12 tot 18 jaar;6;Vermogensmisdrijven;2005;800;23
1788;Totaal mannen en vrouwen;12 tot 18 jaar;6;Vermogensmisdrijven;2006;800;24
1789;Totaal mannen en vrouwen;12 tot 18 jaar;6;Vermogensmisdrijven;2007;820;25
1790;Totaal mannen en vrouwen;12 tot 18 jaar;6;Vermogensmisdrijven;2008;680;22
1791;Totaal mannen en vrouwen;12 tot 18 jaar;6;Vermogensmisdrijven;2009;580;19
1792;Totaal mannen en vrouwen;12 tot 18 jaar;6;Vermogensmisdrijven;2010;580;19
1793;Totaal mannen en vrouwen;12 tot 18 jaar;6;Vermogensmisdrijven;2011;480;16
1794;Totaal mannen en vrouwen;12 tot 18 jaar;6;Vernieling en openbare orde;1999;150;5
1795;Totaal mannen en vrouwen;12 tot 18 jaar;6;Vernieling en openbare orde;2000;150;4
1796;Totaal mannen en vrouwen;12 tot 18 jaar;6;Vernieling en openbare orde;2001;200;6
1797;Totaal mannen en vrouwen;12 tot 18 jaar;6;Vernieling en openbare orde;2002;210;6
1798;Totaal mannen en vrouwen;12 tot 18 jaar;6;Vernieling en openbare orde;2003;220;6
1799;Totaal mannen en vrouwen;12 tot 18 jaar;6;Vernieling en openbare orde;2004;290;8
1800;Totaal mannen en vrouwen;12 tot 18 jaar;6;Vernieling en openbare orde;2005;250;7
1801;Totaal mannen en vrouwen;12 tot 18 jaar;6;Vernieling en openbare orde;2006;320;10
1802;Totaal mannen en vrouwen;12 tot 18 jaar;6;Vernieling en openbare orde;2007;350;11
1803;Totaal mannen en vrouwen;12 tot 18 jaar;6;Vernieling en openbare orde;2008;290;9
1804;Totaal mannen en vrouwen;12 tot 18 jaar;6;Vernieling en openbare orde;2009;210;7
1805;Totaal mannen en vrouwen;12 tot 18 jaar;6;Vernieling en openbare orde;2010;190;6
1806;Totaal mannen en vrouwen;12 tot 18 jaar;6;Vernieling en openbare orde;2011;140;5
1807;Totaal mannen en vrouwen;12 tot 18 jaar;6;Geweldsmisdrijven;1999;250;7
1808;Totaal mannen en vrouwen;12 tot 18 jaar;6;Geweldsmisdrijven;2000;220;6
1809;Totaal mannen en vrouwen;12 tot 18 jaar;6;Geweldsmisdrijven;2001;230;7
1810;Totaal mannen en vrouwen;12 tot 18 jaar;6;Geweldsmisdrijven;2002;250;7
1811;Totaal mannen en vrouwen;12 tot 18 jaar;6;Geweldsmisdrijven;2003;240;7
1812;Totaal mannen en vrouwen;12 tot 18 jaar;6;Geweldsmisdrijven;2004;290;8
1813;Totaal mannen en vrouwen;12 tot 18 jaar;6;Geweldsmisdrijven;2005;310;9
1814;Totaal mannen en vrouwen;12 tot 18 jaar;6;Geweldsmisdrijven;2006;290;9
1815;Totaal mannen en vrouwen;12 tot 18 jaar;6;Geweldsmisdrijven;2007;320;10
1816;Totaal mannen en vrouwen;12 tot 18 jaar;6;Geweldsmisdrijven;2008;280;9
1817;Totaal mannen en vrouwen;12 tot 18 jaar;6;Geweldsmisdrijven;2009;240;8
1818;Totaal mannen en vrouwen;12 tot 18 jaar;6;Geweldsmisdrijven;2010;200;6
1819;Totaal mannen en vrouwen;12 tot 18 jaar;6;Geweldsmisdrijven;2011;170;6
1820;Totaal mannen en vrouwen;12 tot 18 jaar;6;Verkeersmisdrijven;1999;20;1
1821;Totaal mannen en vrouwen;12 tot 18 jaar;6;Verkeersmisdrijven;2000;10;0
1822;Totaal mannen en vrouwen;12 tot 18 jaar;6;Verkeersmisdrijven;2001;10;0
1823;Totaal mannen en vrouwen;12 tot 18 jaar;6;Verkeersmisdrijven;2002;20;1
1824;Totaal mannen en vrouwen;12 tot 18 jaar;6;Verkeersmisdrijven;2003;20;1
1825;Totaal mannen en vrouwen;12 tot 18 jaar;6;Verkeersmisdrijven;2004;20;1
1826;Totaal mannen en vrouwen;12 tot 18 jaar;6;Verkeersmisdrijven;2005;20;0
1827;Totaal mannen en vrouwen;12 tot 18 jaar;6;Verkeersmisdrijven;2006;20;1
1828;Totaal mannen en vrouwen;12 tot 18 jaar;6;Verkeersmisdrijven;2007;30;1
1829;Totaal mannen en vrouwen;12 tot 18 jaar;6;Verkeersmisdrijven;2008;20;1
1830;Totaal mannen en vrouwen;12 tot 18 jaar;6;Verkeersmisdrijven;2009;20;1
1831;Totaal mannen en vrouwen;12 tot 18 jaar;6;Verkeersmisdrijven;2010;20;1
1832;Totaal mannen en vrouwen;12 tot 18 jaar;6;Verkeersmisdrijven;2011;10;0
1833;Totaal mannen en vrouwen;12 tot 18 jaar;6;Drugsmisdrijven;1999;20;1
1834;Totaal mannen en vrouwen;12 tot 18 jaar;6;Drugsmisdrijven;2000;10;0
1835;Totaal mannen en vrouwen;12 tot 18 jaar;6;Drugsmisdrijven;2001;10;0
1836;Totaal mannen en vrouwen;12 tot 18 jaar;6;Drugsmisdrijven;2002;20;1
1837;Totaal mannen en vrouwen;12 tot 18 jaar;6;Drugsmisdrijven;2003;20;0
1838;Totaal mannen en vrouwen;12 tot 18 jaar;6;Drugsmisdrijven;2004;30;1
1839;Totaal mannen en vrouwen;12 tot 18 jaar;6;Drugsmisdrijven;2005;20;0
1840;Totaal mannen en vrouwen;12 tot 18 jaar;6;Drugsmisdrijven;2006;20;1
1841;Totaal mannen en vrouwen;12 tot 18 jaar;6;Drugsmisdrijven;2007;20;1
1842;Totaal mannen en vrouwen;12 tot 18 jaar;6;Drugsmisdrijven;2008;30;1
1843;Totaal mannen en vrouwen;12 tot 18 jaar;6;Drugsmisdrijven;2009;20;1
1844;Totaal mannen en vrouwen;12 tot 18 jaar;6;Drugsmisdrijven;2010;10;0
1845;Totaal mannen en vrouwen;12 tot 18 jaar;6;Drugsmisdrijven;2011;0;0
1846;Totaal mannen en vrouwen;12 tot 18 jaar;6;Overige misdrijven;1999;50;2
1847;Totaal mannen en vrouwen;12 tot 18 jaar;6;Overige misdrijven;2000;30;1
1848;Totaal mannen en vrouwen;12 tot 18 jaar;6;Overige misdrijven;2001;40;1
1849;Totaal mannen en vrouwen;12 tot 18 jaar;6;Overige misdrijven;2002;40;1
1850;Totaal mannen en vrouwen;12 tot 18 jaar;6;Overige misdrijven;2003;50;1
1851;Totaal mannen en vrouwen;12 tot 18 jaar;6;Overige misdrijven;2004;60;2
1852;Totaal mannen en vrouwen;12 tot 18 jaar;6;Overige misdrijven;2005;60;2
1853;Totaal mannen en vrouwen;12 tot 18 jaar;6;Overige misdrijven;2006;70;2
1854;Totaal mannen en vrouwen;12 tot 18 jaar;6;Overige misdrijven;2007;70;2
1855;Totaal mannen en vrouwen;12 tot 18 jaar;6;Overige misdrijven;2008;50;1
1856;Totaal mannen en vrouwen;12 tot 18 jaar;6;Overige misdrijven;2009;40;1
1857;Totaal mannen en vrouwen;12 tot 18 jaar;6;Overige misdrijven;2010;40;1
1858;Totaal mannen en vrouwen;12 tot 18 jaar;6;Overige misdrijven;2011;30;1
1859;Totaal mannen en vrouwen;12 tot 18 jaar;6;Verdachten van meer soorten misdrijven;1999;310;9
1860;Totaal mannen en vrouwen;12 tot 18 jaar;6;Verdachten van meer soorten misdrijven;2000;280;8
1861;Totaal mannen en vrouwen;12 tot 18 jaar;6;Verdachten van meer soorten misdrijven;2001;290;8
1862;Totaal mannen en vrouwen;12 tot 18 jaar;6;Verdachten van meer soorten misdrijven;2002;280;8
1863;Totaal mannen en vrouwen;12 tot 18 jaar;6;Verdachten van meer soorten misdrijven;2003;300;9
1864;Totaal mannen en vrouwen;12 tot 18 jaar;6;Verdachten van meer soorten misdrijven;2004;330;10
1865;Totaal mannen en vrouwen;12 tot 18 jaar;6;Verdachten van meer soorten misdrijven;2005;370;11
1866;Totaal mannen en vrouwen;12 tot 18 jaar;6;Verdachten van meer soorten misdrijven;2006;400;12
1867;Totaal mannen en vrouwen;12 tot 18 jaar;6;Verdachten van meer soorten misdrijven;2007;430;13
1868;Totaal mannen en vrouwen;12 tot 18 jaar;6;Verdachten van meer soorten misdrijven;2008;340;11
1869;Totaal mannen en vrouwen;12 tot 18 jaar;6;Verdachten van meer soorten misdrijven;2009;280;9
1870;Totaal mannen en vrouwen;12 tot 18 jaar;6;Verdachten van meer soorten misdrijven;2010;220;7
1871;Totaal mannen en vrouwen;12 tot 18 jaar;6;Verdachten van meer soorten misdrijven;2011;180;6
1872;Totaal mannen en vrouwen;12 tot 18 jaar;7;Totaal verdachten van misdrijven;1999;720;60
1873;Totaal mannen en vrouwen;12 tot 18 jaar;7;Totaal verdachten van misdrijven;2000;670;52
1874;Totaal mannen en vrouwen;12 tot 18 jaar;7;Totaal verdachten van misdrijven;2001;840;62
1875;Totaal mannen en vrouwen;12 tot 18 jaar;7;Totaal verdachten van misdrijven;2002;930;67
1876;Totaal mannen en vrouwen;12 tot 18 jaar;7;Totaal verdachten van misdrijven;2003;930;66
1877;Totaal mannen en vrouwen;12 tot 18 jaar;7;Totaal verdachten van misdrijven;2004;1020;72
1878;Totaal mannen en vrouwen;12 tot 18 jaar;7;Totaal verdachten van misdrijven;2005;1220;88
1879;Totaal mannen en vrouwen;12 tot 18 jaar;7;Totaal verdachten van misdrijven;2006;1160;83
1880;Totaal mannen en vrouwen;12 tot 18 jaar;7;Totaal verdachten van misdrijven;2007;1200;85
1881;Totaal mannen en vrouwen;12 tot 18 jaar;7;Totaal verdachten van misdrijven;2008;1040;75
1882;Totaal mannen en vrouwen;12 tot 18 jaar;7;Totaal verdachten van misdrijven;2009;950;70
1883;Totaal mannen en vrouwen;12 tot 18 jaar;7;Totaal verdachten van misdrijven;2010;870;64
1884;Totaal mannen en vrouwen;12 tot 18 jaar;7;Totaal verdachten van misdrijven;2011;670;49
1885;Totaal mannen en vrouwen;12 tot 18 jaar;7;Vermogensmisdrijven;1999;350;29
1886;Totaal mannen en vrouwen;12 tot 18 jaar;7;Vermogensmisdrijven;2000;300;23
1887;Totaal mannen en vrouwen;12 tot 18 jaar;7;Vermogensmisdrijven;2001;420;31
1888;Totaal mannen en vrouwen;12 tot 18 jaar;7;Vermogensmisdrijven;2002;420;30
1889;Totaal mannen en vrouwen;12 tot 18 jaar;7;Vermogensmisdrijven;2003;400;28
1890;Totaal mannen en vrouwen;12 tot 18 jaar;7;Vermogensmisdrijven;2004;430;31
1891;Totaal mannen en vrouwen;12 tot 18 jaar;7;Vermogensmisdrijven;2005;520;38
1892;Totaal mannen en vrouwen;12 tot 18 jaar;7;Vermogensmisdrijven;2006;470;34
1893;Totaal mannen en vrouwen;12 tot 18 jaar;7;Vermogensmisdrijven;2007;470;33
1894;Totaal mannen en vrouwen;12 tot 18 jaar;7;Vermogensmisdrijven;2008;430;31
1895;Totaal mannen en vrouwen;12 tot 18 jaar;7;Vermogensmisdrijven;2009;400;29
1896;Totaal mannen en vrouwen;12 tot 18 jaar;7;Vermogensmisdrijven;2010;390;29
1897;Totaal mannen en vrouwen;12 tot 18 jaar;7;Vermogensmisdrijven;2011;260;20
1898;Totaal mannen en vrouwen;12 tot 18 jaar;7;Vernieling en openbare orde;1999;80;6
1899;Totaal mannen en vrouwen;12 tot 18 jaar;7;Vernieling en openbare orde;2000;70;5
1900;Totaal mannen en vrouwen;12 tot 18 jaar;7;Vernieling en openbare orde;2001;90;7
1901;Totaal mannen en vrouwen;12 tot 18 jaar;7;Vernieling en openbare orde;2002;120;8
1902;Totaal mannen en vrouwen;12 tot 18 jaar;7;Vernieling en openbare orde;2003;140;10
1903;Totaal mannen en vrouwen;12 tot 18 jaar;7;Vernieling en openbare orde;2004;150;10
1904;Totaal mannen en vrouwen;12 tot 18 jaar;7;Vernieling en openbare orde;2005;190;13
1905;Totaal mannen en vrouwen;12 tot 18 jaar;7;Vernieling en openbare orde;2006;200;14
1906;Totaal mannen en vrouwen;12 tot 18 jaar;7;Vernieling en openbare orde;2007;160;12
1907;Totaal mannen en vrouwen;12 tot 18 jaar;7;Vernieling en openbare orde;2008;120;9
1908;Totaal mannen en vrouwen;12 tot 18 jaar;7;Vernieling en openbare orde;2009;140;10
1909;Totaal mannen en vrouwen;12 tot 18 jaar;7;Vernieling en openbare orde;2010;120;9
1910;Totaal mannen en vrouwen;12 tot 18 jaar;7;Vernieling en openbare orde;2011;100;7
1911;Totaal mannen en vrouwen;12 tot 18 jaar;7;Geweldsmisdrijven;1999;110;9
1912;Totaal mannen en vrouwen;12 tot 18 jaar;7;Geweldsmisdrijven;2000;130;10
1913;Totaal mannen en vrouwen;12 tot 18 jaar;7;Geweldsmisdrijven;2001;130;9
1914;Totaal mannen en vrouwen;12 tot 18 jaar;7;Geweldsmisdrijven;2002;140;10
1915;Totaal mannen en vrouwen;12 tot 18 jaar;7;Geweldsmisdrijven;2003;140;10
1916;Totaal mannen en vrouwen;12 tot 18 jaar;7;Geweldsmisdrijven;2004;150;10
1917;Totaal mannen en vrouwen;12 tot 18 jaar;7;Geweldsmisdrijven;2005;180;13
1918;Totaal mannen en vrouwen;12 tot 18 jaar;7;Geweldsmisdrijven;2006;190;14
1919;Totaal mannen en vrouwen;12 tot 18 jaar;7;Geweldsmisdrijven;2007;230;16
1920;Totaal mannen en vrouwen;12 tot 18 jaar;7;Geweldsmisdrijven;2008;180;13
1921;Totaal mannen en vrouwen;12 tot 18 jaar;7;Geweldsmisdrijven;2009;180;13
1922;Totaal mannen en vrouwen;12 tot 18 jaar;7;Geweldsmisdrijven;2010;170;12
1923;Totaal mannen en vrouwen;12 tot 18 jaar;7;Geweldsmisdrijven;2011;120;9
1924;Totaal mannen en vrouwen;12 tot 18 jaar;7;Verkeersmisdrijven;1999;10;1
1925;Totaal mannen en vrouwen;12 tot 18 jaar;7;Verkeersmisdrijven;2000;10;1
1926;Totaal mannen en vrouwen;12 tot 18 jaar;7;Verkeersmisdrijven;2001;10;1
1927;Totaal mannen en vrouwen;12 tot 18 jaar;7;Verkeersmisdrijven;2002;10;1
1928;Totaal mannen en vrouwen;12 tot 18 jaar;7;Verkeersmisdrijven;2003;10;0
1929;Totaal mannen en vrouwen;12 tot 18 jaar;7;Verkeersmisdrijven;2004;10;0
1930;Totaal mannen en vrouwen;12 tot 18 jaar;7;Verkeersmisdrijven;2005;10;1
1931;Totaal mannen en vrouwen;12 tot 18 jaar;7;Verkeersmisdrijven;2006;0;0
1932;Totaal mannen en vrouwen;12 tot 18 jaar;7;Verkeersmisdrijven;2007;10;1
1933;Totaal mannen en vrouwen;12 tot 18 jaar;7;Verkeersmisdrijven;2008;10;1
1934;Totaal mannen en vrouwen;12 tot 18 jaar;7;Verkeersmisdrijven;2009;10;1
1935;Totaal mannen en vrouwen;12 tot 18 jaar;7;Verkeersmisdrijven;2010;10;1
1936;Totaal mannen en vrouwen;12 tot 18 jaar;7;Verkeersmisdrijven;2011;10;1
1937;Totaal mannen en vrouwen;12 tot 18 jaar;7;Drugsmisdrijven;1999;10;1
1938;Totaal mannen en vrouwen;12 tot 18 jaar;7;Drugsmisdrijven;2000;0;0
1939;Totaal mannen en vrouwen;12 tot 18 jaar;7;Drugsmisdrijven;2001;20;1
1940;Totaal mannen en vrouwen;12 tot 18 jaar;7;Drugsmisdrijven;2002;10;1
1941;Totaal mannen en vrouwen;12 tot 18 jaar;7;Drugsmisdrijven;2003;10;1
1942;Totaal mannen en vrouwen;12 tot 18 jaar;7;Drugsmisdrijven;2004;10;1
1943;Totaal mannen en vrouwen;12 tot 18 jaar;7;Drugsmisdrijven;2005;10;1
1944;Totaal mannen en vrouwen;12 tot 18 jaar;7;Drugsmisdrijven;2006;10;1
1945;Totaal mannen en vrouwen;12 tot 18 jaar;7;Drugsmisdrijven;2007;10;1
1946;Totaal mannen en vrouwen;12 tot 18 jaar;7;Drugsmisdrijven;2008;10;0
1947;Totaal mannen en vrouwen;12 tot 18 jaar;7;Drugsmisdrijven;2009;10;1
1948;Totaal mannen en vrouwen;12 tot 18 jaar;7;Drugsmisdrijven;2010;10;1
1949;Totaal mannen en vrouwen;12 tot 18 jaar;7;Drugsmisdrijven;2011;10;0
1950;Totaal mannen en vrouwen;12 tot 18 jaar;7;Overige misdrijven;1999;10;1
1951;Totaal mannen en vrouwen;12 tot 18 jaar;7;Overige misdrijven;2000;20;1
1952;Totaal mannen en vrouwen;12 tot 18 jaar;7;Overige misdrijven;2001;20;1
1953;Totaal mannen en vrouwen;12 tot 18 jaar;7;Overige misdrijven;2002;40;3
1954;Totaal mannen en vrouwen;12 tot 18 jaar;7;Overige misdrijven;2003;30;2
1955;Totaal mannen en vrouwen;12 tot 18 jaar;7;Overige misdrijven;2004;30;2
1956;Totaal mannen en vrouwen;12 tot 18 jaar;7;Overige misdrijven;2005;30;2
1957;Totaal mannen en vrouwen;12 tot 18 jaar;7;Overige misdrijven;2006;40;3
1958;Totaal mannen en vrouwen;12 tot 18 jaar;7;Overige misdrijven;2007;30;2
1959;Totaal mannen en vrouwen;12 tot 18 jaar;7;Overige misdrijven;2008;30;2
1960;Totaal mannen en vrouwen;12 tot 18 jaar;7;Overige misdrijven;2009;30;2
1961;Totaal mannen en vrouwen;12 tot 18 jaar;7;Overige misdrijven;2010;30;2
1962;Totaal mannen en vrouwen;12 tot 18 jaar;7;Overige misdrijven;2011;40;3
1963;Totaal mannen en vrouwen;12 tot 18 jaar;7;Verdachten van meer soorten misdrijven;1999;140;12
1964;Totaal mannen en vrouwen;12 tot 18 jaar;7;Verdachten van meer soorten misdrijven;2000;160;12
1965;Totaal mannen en vrouwen;12 tot 18 jaar;7;Verdachten van meer soorten misdrijven;2001;170;12
1966;Totaal mannen en vrouwen;12 tot 18 jaar;7;Verdachten van meer soorten misdrijven;2002;180;13
1967;Totaal mannen en vrouwen;12 tot 18 jaar;7;Verdachten van meer soorten misdrijven;2003;210;15
