ID;Geslacht;Onderwijssoort;Herkomstgroepering;Studierichting;Perioden;Eerstejaarsstudenten_1
1863;Totaal mannen en vrouwen;Hoger onderwijs;0;721 Geneeskunde algemeen;2010/'11;1895
1864;Totaal mannen en vrouwen;Hoger onderwijs;0;721 Geneeskunde algemeen;2011/'12;1933
1865;Totaal mannen en vrouwen;Hoger onderwijs;0;721 Geneeskunde algemeen;2012/'13;1953
1866;Totaal mannen en vrouwen;Hoger onderwijs;0;721 Geneeskunde algemeen;2013/'14;2132
1867;Totaal mannen en vrouwen;Hoger onderwijs;0;721 Geneeskunde algemeen;2014/'15;2048
1868;Totaal mannen en vrouwen;Hoger onderwijs;0;721 Geneeskunde algemeen;2015/'16;0
1869;Totaal mannen en vrouwen;Hoger onderwijs;0;723 Verpleegkunde algemeen;1995/'96;2854
1870;Totaal mannen en vrouwen;Hoger onderwijs;0;723 Verpleegkunde algemeen;1996/'97;3359
1871;Totaal mannen en vrouwen;Hoger onderwijs;0;723 Verpleegkunde algemeen;1997/'98;3396
1872;Totaal mannen en vrouwen;Hoger onderwijs;0;723 Verpleegkunde algemeen;1998/'99;3205
1873;Totaal mannen en vrouwen;Hoger onderwijs;0;723 Verpleegkunde algemeen;1999/'00;3244
1874;Totaal mannen en vrouwen;Hoger onderwijs;0;723 Verpleegkunde algemeen;2000/'01;2724
1875;Totaal mannen en vrouwen;Hoger onderwijs;0;723 Verpleegkunde algemeen;2001/'02;2520
1876;Totaal mannen en vrouwen;Hoger onderwijs;0;723 Verpleegkunde algemeen;2002/'03;2657
1877;Totaal mannen en vrouwen;Hoger onderwijs;0;723 Verpleegkunde algemeen;2003/'04;2962
1878;Totaal mannen en vrouwen;Hoger onderwijs;0;723 Verpleegkunde algemeen;2004/'05;3057
1879;Totaal mannen en vrouwen;Hoger onderwijs;0;723 Verpleegkunde algemeen;2005/'06;3064
1880;Totaal mannen en vrouwen;Hoger onderwijs;0;723 Verpleegkunde algemeen;2006/'07;3131
1881;Totaal mannen en vrouwen;Hoger onderwijs;0;723 Verpleegkunde algemeen;2007/'08;3148
1882;Totaal mannen en vrouwen;Hoger onderwijs;0;723 Verpleegkunde algemeen;2008/'09;3589
1883;Totaal mannen en vrouwen;Hoger onderwijs;0;723 Verpleegkunde algemeen;2009/'10;3354
1884;Totaal mannen en vrouwen;Hoger onderwijs;0;723 Verpleegkunde algemeen;2010/'11;3704
1885;Totaal mannen en vrouwen;Hoger onderwijs;0;723 Verpleegkunde algemeen;2011/'12;3918
1886;Totaal mannen en vrouwen;Hoger onderwijs;0;723 Verpleegkunde algemeen;2012/'13;4114
1887;Totaal mannen en vrouwen;Hoger onderwijs;0;723 Verpleegkunde algemeen;2013/'14;5210
1888;Totaal mannen en vrouwen;Hoger onderwijs;0;723 Verpleegkunde algemeen;2014/'15;4142
1889;Totaal mannen en vrouwen;Hoger onderwijs;0;723 Verpleegkunde algemeen;2015/'16;0
1890;Totaal mannen en vrouwen;Hoger onderwijs;0;724 Tandheelkunde;1995/'96;167
1891;Totaal mannen en vrouwen;Hoger onderwijs;0;724 Tandheelkunde;1996/'97;556
1892;Totaal mannen en vrouwen;Hoger onderwijs;0;724 Tandheelkunde;1997/'98;326
1893;Totaal mannen en vrouwen;Hoger onderwijs;0;724 Tandheelkunde;1998/'99;320
1894;Totaal mannen en vrouwen;Hoger onderwijs;0;724 Tandheelkunde;1999/'00;325
1895;Totaal mannen en vrouwen;Hoger onderwijs;0;724 Tandheelkunde;2000/'01;338
1896;Totaal mannen en vrouwen;Hoger onderwijs;0;724 Tandheelkunde;2001/'02;380
1897;Totaal mannen en vrouwen;Hoger onderwijs;0;724 Tandheelkunde;2002/'03;385
1898;Totaal mannen en vrouwen;Hoger onderwijs;0;724 Tandheelkunde;2003/'04;419
1899;Totaal mannen en vrouwen;Hoger onderwijs;0;724 Tandheelkunde;2004/'05;426
1900;Totaal mannen en vrouwen;Hoger onderwijs;0;724 Tandheelkunde;2005/'06;439
1901;Totaal mannen en vrouwen;Hoger onderwijs;0;724 Tandheelkunde;2006/'07;468
1902;Totaal mannen en vrouwen;Hoger onderwijs;0;724 Tandheelkunde;2007/'08;432
1903;Totaal mannen en vrouwen;Hoger onderwijs;0;724 Tandheelkunde;2008/'09;407
1904;Totaal mannen en vrouwen;Hoger onderwijs;0;724 Tandheelkunde;2009/'10;420
1905;Totaal mannen en vrouwen;Hoger onderwijs;0;724 Tandheelkunde;2010/'11;384
1906;Totaal mannen en vrouwen;Hoger onderwijs;0;724 Tandheelkunde;2011/'12;409
1907;Totaal mannen en vrouwen;Hoger onderwijs;0;724 Tandheelkunde;2012/'13;402
1908;Totaal mannen en vrouwen;Hoger onderwijs;0;724 Tandheelkunde;2013/'14;414
1909;Totaal mannen en vrouwen;Hoger onderwijs;0;724 Tandheelkunde;2014/'15;414
1910;Totaal mannen en vrouwen;Hoger onderwijs;0;724 Tandheelkunde;2015/'16;0
1911;Totaal mannen en vrouwen;Hoger onderwijs;0;725 Medische diagnostiek;1995/'96;1259
1912;Totaal mannen en vrouwen;Hoger onderwijs;0;725 Medische diagnostiek;1996/'97;1545
1913;Totaal mannen en vrouwen;Hoger onderwijs;0;725 Medische diagnostiek;1997/'98;1784
1914;Totaal mannen en vrouwen;Hoger onderwijs;0;725 Medische diagnostiek;1998/'99;1806
1915;Totaal mannen en vrouwen;Hoger onderwijs;0;725 Medische diagnostiek;1999/'00;1717
1916;Totaal mannen en vrouwen;Hoger onderwijs;0;725 Medische diagnostiek;2000/'01;1762
1917;Totaal mannen en vrouwen;Hoger onderwijs;0;725 Medische diagnostiek;2001/'02;1672
1918;Totaal mannen en vrouwen;Hoger onderwijs;0;725 Medische diagnostiek;2002/'03;1729
1919;Totaal mannen en vrouwen;Hoger onderwijs;0;725 Medische diagnostiek;2003/'04;1900
1920;Totaal mannen en vrouwen;Hoger onderwijs;0;725 Medische diagnostiek;2004/'05;2248
1921;Totaal mannen en vrouwen;Hoger onderwijs;0;725 Medische diagnostiek;2005/'06;2468
1922;Totaal mannen en vrouwen;Hoger onderwijs;0;725 Medische diagnostiek;2006/'07;2593
1923;Totaal mannen en vrouwen;Hoger onderwijs;0;725 Medische diagnostiek;2007/'08;2579
1924;Totaal mannen en vrouwen;Hoger onderwijs;0;725 Medische diagnostiek;2008/'09;2664
1925;Totaal mannen en vrouwen;Hoger onderwijs;0;725 Medische diagnostiek;2009/'10;3005
1926;Totaal mannen en vrouwen;Hoger onderwijs;0;725 Medische diagnostiek;2010/'11;3133
1927;Totaal mannen en vrouwen;Hoger onderwijs;0;725 Medische diagnostiek;2011/'12;3131
1928;Totaal mannen en vrouwen;Hoger onderwijs;0;725 Medische diagnostiek;2012/'13;3250
1929;Totaal mannen en vrouwen;Hoger onderwijs;0;725 Medische diagnostiek;2013/'14;3767
1930;Totaal mannen en vrouwen;Hoger onderwijs;0;725 Medische diagnostiek;2014/'15;3851
1931;Totaal mannen en vrouwen;Hoger onderwijs;0;725 Medische diagnostiek;2015/'16;0
1932;Totaal mannen en vrouwen;Hoger onderwijs;0;726 Therapie, revalidatie;1995/'96;2325
1933;Totaal mannen en vrouwen;Hoger onderwijs;0;726 Therapie, revalidatie;1996/'97;2879
1934;Totaal mannen en vrouwen;Hoger onderwijs;0;726 Therapie, revalidatie;1997/'98;2481
1935;Totaal mannen en vrouwen;Hoger onderwijs;0;726 Therapie, revalidatie;1998/'99;2341
1936;Totaal mannen en vrouwen;Hoger onderwijs;0;726 Therapie, revalidatie;1999/'00;2661
1937;Totaal mannen en vrouwen;Hoger onderwijs;0;726 Therapie, revalidatie;2000/'01;2645
1938;Totaal mannen en vrouwen;Hoger onderwijs;0;726 Therapie, revalidatie;2001/'02;2974
1939;Totaal mannen en vrouwen;Hoger onderwijs;0;726 Therapie, revalidatie;2002/'03;3117
1940;Totaal mannen en vrouwen;Hoger onderwijs;0;726 Therapie, revalidatie;2003/'04;3562
1941;Totaal mannen en vrouwen;Hoger onderwijs;0;726 Therapie, revalidatie;2004/'05;3594
1942;Totaal mannen en vrouwen;Hoger onderwijs;0;726 Therapie, revalidatie;2005/'06;3737
1943;Totaal mannen en vrouwen;Hoger onderwijs;0;726 Therapie, revalidatie;2006/'07;3967
1944;Totaal mannen en vrouwen;Hoger onderwijs;0;726 Therapie, revalidatie;2007/'08;4103
1945;Totaal mannen en vrouwen;Hoger onderwijs;0;726 Therapie, revalidatie;2008/'09;4230
1946;Totaal mannen en vrouwen;Hoger onderwijs;0;726 Therapie, revalidatie;2009/'10;4353
1947;Totaal mannen en vrouwen;Hoger onderwijs;0;726 Therapie, revalidatie;2010/'11;4515
1948;Totaal mannen en vrouwen;Hoger onderwijs;0;726 Therapie, revalidatie;2011/'12;4555
1949;Totaal mannen en vrouwen;Hoger onderwijs;0;726 Therapie, revalidatie;2012/'13;4548
1950;Totaal mannen en vrouwen;Hoger onderwijs;0;726 Therapie, revalidatie;2013/'14;4643
1951;Totaal mannen en vrouwen;Hoger onderwijs;0;726 Therapie, revalidatie;2014/'15;4328
1952;Totaal mannen en vrouwen;Hoger onderwijs;0;726 Therapie, revalidatie;2015/'16;0
1953;Totaal mannen en vrouwen;Hoger onderwijs;0;727 Farmacie algemeen;1995/'96;386
1954;Totaal mannen en vrouwen;Hoger onderwijs;0;727 Farmacie algemeen;1996/'97;393
1955;Totaal mannen en vrouwen;Hoger onderwijs;0;727 Farmacie algemeen;1997/'98;420
1956;Totaal mannen en vrouwen;Hoger onderwijs;0;727 Farmacie algemeen;1998/'99;363
1957;Totaal mannen en vrouwen;Hoger onderwijs;0;727 Farmacie algemeen;1999/'00;268
1958;Totaal mannen en vrouwen;Hoger onderwijs;0;727 Farmacie algemeen;2000/'01;216
1959;Totaal mannen en vrouwen;Hoger onderwijs;0;727 Farmacie algemeen;2001/'02;263
1960;Totaal mannen en vrouwen;Hoger onderwijs;0;727 Farmacie algemeen;2002/'03;283
1961;Totaal mannen en vrouwen;Hoger onderwijs;0;727 Farmacie algemeen;2003/'04;366
1962;Totaal mannen en vrouwen;Hoger onderwijs;0;727 Farmacie algemeen;2004/'05;396
1963;Totaal mannen en vrouwen;Hoger onderwijs;0;727 Farmacie algemeen;2005/'06;507
1964;Totaal mannen en vrouwen;Hoger onderwijs;0;727 Farmacie algemeen;2006/'07;521
1965;Totaal mannen en vrouwen;Hoger onderwijs;0;727 Farmacie algemeen;2007/'08;551
1966;Totaal mannen en vrouwen;Hoger onderwijs;0;727 Farmacie algemeen;2008/'09;598
1967;Totaal mannen en vrouwen;Hoger onderwijs;0;727 Farmacie algemeen;2009/'10;564
1968;Totaal mannen en vrouwen;Hoger onderwijs;0;727 Farmacie algemeen;2010/'11;501
1969;Totaal mannen en vrouwen;Hoger onderwijs;0;727 Farmacie algemeen;2011/'12;642
1970;Totaal mannen en vrouwen;Hoger onderwijs;0;727 Farmacie algemeen;2012/'13;668
1971;Totaal mannen en vrouwen;Hoger onderwijs;0;727 Farmacie algemeen;2013/'14;680
1972;Totaal mannen en vrouwen;Hoger onderwijs;0;727 Farmacie algemeen;2014/'15;675
1973;Totaal mannen en vrouwen;Hoger onderwijs;0;727 Farmacie algemeen;2015/'16;0
1974;Totaal mannen en vrouwen;Hoger onderwijs;0;76;1995/'96;7184
1975;Totaal mannen en vrouwen;Hoger onderwijs;0;76;1996/'97;7587
1976;Totaal mannen en vrouwen;Hoger onderwijs;0;76;1997/'98;7743
1977;Totaal mannen en vrouwen;Hoger onderwijs;0;76;1998/'99;7790
1978;Totaal mannen en vrouwen;Hoger onderwijs;0;76;1999/'00;8036
1979;Totaal mannen en vrouwen;Hoger onderwijs;0;76;2000/'01;8129
1980;Totaal mannen en vrouwen;Hoger onderwijs;0;76;2001/'02;7702
1981;Totaal mannen en vrouwen;Hoger onderwijs;0;76;2002/'03;6528
1982;Totaal mannen en vrouwen;Hoger onderwijs;0;76;2003/'04;7094
1983;Totaal mannen en vrouwen;Hoger onderwijs;0;76;2004/'05;7863
1984;Totaal mannen en vrouwen;Hoger onderwijs;0;76;2005/'06;7784
1985;Totaal mannen en vrouwen;Hoger onderwijs;0;76;2006/'07;8270
1986;Totaal mannen en vrouwen;Hoger onderwijs;0;76;2007/'08;8548
1987;Totaal mannen en vrouwen;Hoger onderwijs;0;76;2008/'09;8290
1988;Totaal mannen en vrouwen;Hoger onderwijs;0;76;2009/'10;9097
1989;Totaal mannen en vrouwen;Hoger onderwijs;0;76;2010/'11;9272
1990;Totaal mannen en vrouwen;Hoger onderwijs;0;76;2011/'12;8872
1991;Totaal mannen en vrouwen;Hoger onderwijs;0;76;2012/'13;8692
1992;Totaal mannen en vrouwen;Hoger onderwijs;0;76;2013/'14;9163
1993;Totaal mannen en vrouwen;Hoger onderwijs;0;76;2014/'15;8437
1994;Totaal mannen en vrouwen;Hoger onderwijs;0;76;2015/'16;0
1995;Totaal mannen en vrouwen;Hoger onderwijs;0;761 Jeugdwelzijnswerk algemeen;1995/'96;0
1996;Totaal mannen en vrouwen;Hoger onderwijs;0;761 Jeugdwelzijnswerk algemeen;1996/'97;0
1997;Totaal mannen en vrouwen;Hoger onderwijs;0;761 Jeugdwelzijnswerk algemeen;1997/'98;0
1998;Totaal mannen en vrouwen;Hoger onderwijs;0;761 Jeugdwelzijnswerk algemeen;1998/'99;0
1999;Totaal mannen en vrouwen;Hoger onderwijs;0;761 Jeugdwelzijnswerk algemeen;1999/'00;0
2000;Totaal mannen en vrouwen;Hoger onderwijs;0;761 Jeugdwelzijnswerk algemeen;2000/'01;0
2001;Totaal mannen en vrouwen;Hoger onderwijs;0;761 Jeugdwelzijnswerk algemeen;2001/'02;0
2002;Totaal mannen en vrouwen;Hoger onderwijs;0;761 Jeugdwelzijnswerk algemeen;2002/'03;0
2003;Totaal mannen en vrouwen;Hoger onderwijs;0;761 Jeugdwelzijnswerk algemeen;2003/'04;0
2004;Totaal mannen en vrouwen;Hoger onderwijs;0;761 Jeugdwelzijnswerk algemeen;2004/'05;0
2005;Totaal mannen en vrouwen;Hoger onderwijs;0;761 Jeugdwelzijnswerk algemeen;2005/'06;0
2006;Totaal mannen en vrouwen;Hoger onderwijs;0;761 Jeugdwelzijnswerk algemeen;2006/'07;0
2007;Totaal mannen en vrouwen;Hoger onderwijs;0;761 Jeugdwelzijnswerk algemeen;2007/'08;0
2008;Totaal mannen en vrouwen;Hoger onderwijs;0;761 Jeugdwelzijnswerk algemeen;2008/'09;10
2009;Totaal mannen en vrouwen;Hoger onderwijs;0;761 Jeugdwelzijnswerk algemeen;2009/'10;39
2010;Totaal mannen en vrouwen;Hoger onderwijs;0;761 Jeugdwelzijnswerk algemeen;2010/'11;78
2011;Totaal mannen en vrouwen;Hoger onderwijs;0;761 Jeugdwelzijnswerk algemeen;2011/'12;88
2012;Totaal mannen en vrouwen;Hoger onderwijs;0;761 Jeugdwelzijnswerk algemeen;2012/'13;98
2013;Totaal mannen en vrouwen;Hoger onderwijs;0;761 Jeugdwelzijnswerk algemeen;2013/'14;103
2014;Totaal mannen en vrouwen;Hoger onderwijs;0;761 Jeugdwelzijnswerk algemeen;2014/'15;98
2015;Totaal mannen en vrouwen;Hoger onderwijs;0;761 Jeugdwelzijnswerk algemeen;2015/'16;0
2016;Totaal mannen en vrouwen;Hoger onderwijs;0;762 Maatschappelijke dienstverlening;1995/'96;7184
2017;Totaal mannen en vrouwen;Hoger onderwijs;0;762 Maatschappelijke dienstverlening;1996/'97;7587
2018;Totaal mannen en vrouwen;Hoger onderwijs;0;762 Maatschappelijke dienstverlening;1997/'98;7743
2019;Totaal mannen en vrouwen;Hoger onderwijs;0;762 Maatschappelijke dienstverlening;1998/'99;7790
2020;Totaal mannen en vrouwen;Hoger onderwijs;0;762 Maatschappelijke dienstverlening;1999/'00;8036
2021;Totaal mannen en vrouwen;Hoger onderwijs;0;762 Maatschappelijke dienstverlening;2000/'01;8129
2022;Totaal mannen en vrouwen;Hoger onderwijs;0;762 Maatschappelijke dienstverlening;2001/'02;7702
2023;Totaal mannen en vrouwen;Hoger onderwijs;0;762 Maatschappelijke dienstverlening;2002/'03;6528
2024;Totaal mannen en vrouwen;Hoger onderwijs;0;762 Maatschappelijke dienstverlening;2003/'04;7094
2025;Totaal mannen en vrouwen;Hoger onderwijs;0;762 Maatschappelijke dienstverlening;2004/'05;7863
2026;Totaal mannen en vrouwen;Hoger onderwijs;0;762 Maatschappelijke dienstverlening;2005/'06;7784
2027;Totaal mannen en vrouwen;Hoger onderwijs;0;762 Maatschappelijke dienstverlening;2006/'07;8270
2028;Totaal mannen en vrouwen;Hoger onderwijs;0;762 Maatschappelijke dienstverlening;2007/'08;8548
2029;Totaal mannen en vrouwen;Hoger onderwijs;0;762 Maatschappelijke dienstverlening;2008/'09;8280
2030;Totaal mannen en vrouwen;Hoger onderwijs;0;762 Maatschappelijke dienstverlening;2009/'10;9058
2031;Totaal mannen en vrouwen;Hoger onderwijs;0;762 Maatschappelijke dienstverlening;2010/'11;9194
2032;Totaal mannen en vrouwen;Hoger onderwijs;0;762 Maatschappelijke dienstverlening;2011/'12;8784
2033;Totaal mannen en vrouwen;Hoger onderwijs;0;762 Maatschappelijke dienstverlening;2012/'13;8594
2034;Totaal mannen en vrouwen;Hoger onderwijs;0;762 Maatschappelijke dienstverlening;2013/'14;9060
2035;Totaal mannen en vrouwen;Hoger onderwijs;0;762 Maatschappelijke dienstverlening;2014/'15;8339
2036;Totaal mannen en vrouwen;Hoger onderwijs;0;762 Maatschappelijke dienstverlening;2015/'16;0
2037;Totaal mannen en vrouwen;Hoger onderwijs;0;8;1995/'96;4449
2038;Totaal mannen en vrouwen;Hoger onderwijs;0;8;1996/'97;4864
2039;Totaal mannen en vrouwen;Hoger onderwijs;0;8;1997/'98;5237
2040;Totaal mannen en vrouwen;Hoger onderwijs;0;8;1998/'99;5284
2041;Totaal mannen en vrouwen;Hoger onderwijs;0;8;1999/'00;5820
2042;Totaal mannen en vrouwen;Hoger onderwijs;0;8;2000/'01;5710
2043;Totaal mannen en vrouwen;Hoger onderwijs;0;8;2001/'02;6127
2044;Totaal mannen en vrouwen;Hoger onderwijs;0;8;2002/'03;6405
2045;Totaal mannen en vrouwen;Hoger onderwijs;0;8;2003/'04;7726
2046;Totaal mannen en vrouwen;Hoger onderwijs;0;8;2004/'05;8557
2047;Totaal mannen en vrouwen;Hoger onderwijs;0;8;2005/'06;8834
2048;Totaal mannen en vrouwen;Hoger onderwijs;0;8;2006/'07;8602
2049;Totaal mannen en vrouwen;Hoger onderwijs;0;8;2007/'08;8855
2050;Totaal mannen en vrouwen;Hoger onderwijs;0;8;2008/'09;9264
2051;Totaal mannen en vrouwen;Hoger onderwijs;0;8;2009/'10;10443
2052;Totaal mannen en vrouwen;Hoger onderwijs;0;8;2010/'11;9910
2053;Totaal mannen en vrouwen;Hoger onderwijs;0;8;2011/'12;9583
2054;Totaal mannen en vrouwen;Hoger onderwijs;0;8;2012/'13;9460
2055;Totaal mannen en vrouwen;Hoger onderwijs;0;8;2013/'14;10651
2056;Totaal mannen en vrouwen;Hoger onderwijs;0;8;2014/'15;10249
2057;Totaal mannen en vrouwen;Hoger onderwijs;0;8;2015/'16;0
2058;Totaal mannen en vrouwen;Hoger onderwijs;0;81;1995/'96;2962
2059;Totaal mannen en vrouwen;Hoger onderwijs;0;81;1996/'97;3343
2060;Totaal mannen en vrouwen;Hoger onderwijs;0;81;1997/'98;3687
2061;Totaal mannen en vrouwen;Hoger onderwijs;0;81;1998/'99;3739
2062;Totaal mannen en vrouwen;Hoger onderwijs;0;81;1999/'00;4283
2063;Totaal mannen en vrouwen;Hoger onderwijs;0;81;2000/'01;4203
2064;Totaal mannen en vrouwen;Hoger onderwijs;0;81;2001/'02;4728
2065;Totaal mannen en vrouwen;Hoger onderwijs;0;81;2002/'03;5099
2066;Totaal mannen en vrouwen;Hoger onderwijs;0;81;2003/'04;5785
2067;Totaal mannen en vrouwen;Hoger onderwijs;0;81;2004/'05;6385
2068;Totaal mannen en vrouwen;Hoger onderwijs;0;81;2005/'06;6692
2069;Totaal mannen en vrouwen;Hoger onderwijs;0;81;2006/'07;6340
2070;Totaal mannen en vrouwen;Hoger onderwijs;0;81;2007/'08;6516
2071;Totaal mannen en vrouwen;Hoger onderwijs;0;81;2008/'09;6972
2072;Totaal mannen en vrouwen;Hoger onderwijs;0;81;2009/'10;7727
2073;Totaal mannen en vrouwen;Hoger onderwijs;0;81;2010/'11;7232
2074;Totaal mannen en vrouwen;Hoger onderwijs;0;81;2011/'12;6761
2075;Totaal mannen en vrouwen;Hoger onderwijs;0;81;2012/'13;6446
2076;Totaal mannen en vrouwen;Hoger onderwijs;0;81;2013/'14;7098
2077;Totaal mannen en vrouwen;Hoger onderwijs;0;81;2014/'15;6809
2078;Totaal mannen en vrouwen;Hoger onderwijs;0;81;2015/'16;0
2079;Totaal mannen en vrouwen;Hoger onderwijs;0;811 Horeca;1995/'96;846
2080;Totaal mannen en vrouwen;Hoger onderwijs;0;811 Horeca;1996/'97;885
2081;Totaal mannen en vrouwen;Hoger onderwijs;0;811 Horeca;1997/'98;915
2082;Totaal mannen en vrouwen;Hoger onderwijs;0;811 Horeca;1998/'99;899
2083;Totaal mannen en vrouwen;Hoger onderwijs;0;811 Horeca;1999/'00;987
2084;Totaal mannen en vrouwen;Hoger onderwijs;0;811 Horeca;2000/'01;1055
2085;Totaal mannen en vrouwen;Hoger onderwijs;0;811 Horeca;2001/'02;1239
2086;Totaal mannen en vrouwen;Hoger onderwijs;0;811 Horeca;2002/'03;1249
2087;Totaal mannen en vrouwen;Hoger onderwijs;0;811 Horeca;2003/'04;1311
2088;Totaal mannen en vrouwen;Hoger onderwijs;0;811 Horeca;2004/'05;1427
2089;Totaal mannen en vrouwen;Hoger onderwijs;0;811 Horeca;2005/'06;1467
2090;Totaal mannen en vrouwen;Hoger onderwijs;0;811 Horeca;2006/'07;1537
2091;Totaal mannen en vrouwen;Hoger onderwijs;0;811 Horeca;2007/'08;1574
2092;Totaal mannen en vrouwen;Hoger onderwijs;0;811 Horeca;2008/'09;1457
2093;Totaal mannen en vrouwen;Hoger onderwijs;0;811 Horeca;2009/'10;1499
2094;Totaal mannen en vrouwen;Hoger onderwijs;0;811 Horeca;2010/'11;1499
2095;Totaal mannen en vrouwen;Hoger onderwijs;0;811 Horeca;2011/'12;1428
2096;Totaal mannen en vrouwen;Hoger onderwijs;0;811 Horeca;2012/'13;1491
2097;Totaal mannen en vrouwen;Hoger onderwijs;0;811 Horeca;2013/'14;1724
2098;Totaal mannen en vrouwen;Hoger onderwijs;0;811 Horeca;2014/'15;1782
2099;Totaal mannen en vrouwen;Hoger onderwijs;0;811 Horeca;2015/'16;0
2100;Totaal mannen en vrouwen;Hoger onderwijs;0;812 Toerisme, vrijetijdsbesteding;1995/'96;992
2101;Totaal mannen en vrouwen;Hoger onderwijs;0;812 Toerisme, vrijetijdsbesteding;1996/'97;1148
2102;Totaal mannen en vrouwen;Hoger onderwijs;0;812 Toerisme, vrijetijdsbesteding;1997/'98;1267
2103;Totaal mannen en vrouwen;Hoger onderwijs;0;812 Toerisme, vrijetijdsbesteding;1998/'99;1417
2104;Totaal mannen en vrouwen;Hoger onderwijs;0;812 Toerisme, vrijetijdsbesteding;1999/'00;1761
2105;Totaal mannen en vrouwen;Hoger onderwijs;0;812 Toerisme, vrijetijdsbesteding;2000/'01;1706
2106;Totaal mannen en vrouwen;Hoger onderwijs;0;812 Toerisme, vrijetijdsbesteding;2001/'02;2155
2107;Totaal mannen en vrouwen;Hoger onderwijs;0;812 Toerisme, vrijetijdsbesteding;2002/'03;2458
2108;Totaal mannen en vrouwen;Hoger onderwijs;0;812 Toerisme, vrijetijdsbesteding;2003/'04;2831
2109;Totaal mannen en vrouwen;Hoger onderwijs;0;812 Toerisme, vrijetijdsbesteding;2004/'05;3292
2110;Totaal mannen en vrouwen;Hoger onderwijs;0;812 Toerisme, vrijetijdsbesteding;2005/'06;3278
2111;Totaal mannen en vrouwen;Hoger onderwijs;0;812 Toerisme, vrijetijdsbesteding;2006/'07;3151
2112;Totaal mannen en vrouwen;Hoger onderwijs;0;812 Toerisme, vrijetijdsbesteding;2007/'08;3233
2113;Totaal mannen en vrouwen;Hoger onderwijs;0;812 Toerisme, vrijetijdsbesteding;2008/'09;3641
2114;Totaal mannen en vrouwen;Hoger onderwijs;0;812 Toerisme, vrijetijdsbesteding;2009/'10;4316
2115;Totaal mannen en vrouwen;Hoger onderwijs;0;812 Toerisme, vrijetijdsbesteding;2010/'11;3890
2116;Totaal mannen en vrouwen;Hoger onderwijs;0;812 Toerisme, vrijetijdsbesteding;2011/'12;3327
2117;Totaal mannen en vrouwen;Hoger onderwijs;0;812 Toerisme, vrijetijdsbesteding;2012/'13;2936
2118;Totaal mannen en vrouwen;Hoger onderwijs;0;812 Toerisme, vrijetijdsbesteding;2013/'14;3062
2119;Totaal mannen en vrouwen;Hoger onderwijs;0;812 Toerisme, vrijetijdsbesteding;2014/'15;2918
2120;Totaal mannen en vrouwen;Hoger onderwijs;0;812 Toerisme, vrijetijdsbesteding;2015/'16;0
2121;Totaal mannen en vrouwen;Hoger onderwijs;0;813 Sport;1995/'96;0
2122;Totaal mannen en vrouwen;Hoger onderwijs;0;813 Sport;1996/'97;0
2123;Totaal mannen en vrouwen;Hoger onderwijs;0;813 Sport;1997/'98;0
2124;Totaal mannen en vrouwen;Hoger onderwijs;0;813 Sport;1998/'99;28
2125;Totaal mannen en vrouwen;Hoger onderwijs;0;813 Sport;1999/'00;80
2126;Totaal mannen en vrouwen;Hoger onderwijs;0;813 Sport;2000/'01;124
2127;Totaal mannen en vrouwen;Hoger onderwijs;0;813 Sport;2001/'02;133
2128;Totaal mannen en vrouwen;Hoger onderwijs;0;813 Sport;2002/'03;313
2129;Totaal mannen en vrouwen;Hoger onderwijs;0;813 Sport;2003/'04;437
2130;Totaal mannen en vrouwen;Hoger onderwijs;0;813 Sport;2004/'05;393
2131;Totaal mannen en vrouwen;Hoger onderwijs;0;813 Sport;2005/'06;503
2132;Totaal mannen en vrouwen;Hoger onderwijs;0;813 Sport;2006/'07;520
2133;Totaal mannen en vrouwen;Hoger onderwijs;0;813 Sport;2007/'08;553
2134;Totaal mannen en vrouwen;Hoger onderwijs;0;813 Sport;2008/'09;724
2135;Totaal mannen en vrouwen;Hoger onderwijs;0;813 Sport;2009/'10;772
2136;Totaal mannen en vrouwen;Hoger onderwijs;0;813 Sport;2010/'11;836
2137;Totaal mannen en vrouwen;Hoger onderwijs;0;813 Sport;2011/'12;826
2138;Totaal mannen en vrouwen;Hoger onderwijs;0;813 Sport;2012/'13;959
2139;Totaal mannen en vrouwen;Hoger onderwijs;0;813 Sport;2013/'14;1123
2140;Totaal mannen en vrouwen;Hoger onderwijs;0;813 Sport;2014/'15;899
2141;Totaal mannen en vrouwen;Hoger onderwijs;0;813 Sport;2015/'16;0
2142;Totaal mannen en vrouwen;Hoger onderwijs;0;814 Huishoudwetenschappen;1995/'96;1124
2143;Totaal mannen en vrouwen;Hoger onderwijs;0;814 Huishoudwetenschappen;1996/'97;1310
2144;Totaal mannen en vrouwen;Hoger onderwijs;0;814 Huishoudwetenschappen;1997/'98;1505
2145;Totaal mannen en vrouwen;Hoger onderwijs;0;814 Huishoudwetenschappen;1998/'99;1395
2146;Totaal mannen en vrouwen;Hoger onderwijs;0;814 Huishoudwetenschappen;1999/'00;1455
2147;Totaal mannen en vrouwen;Hoger onderwijs;0;814 Huishoudwetenschappen;2000/'01;1318
2148;Totaal mannen en vrouwen;Hoger onderwijs;0;814 Huishoudwetenschappen;2001/'02;1201
2149;Totaal mannen en vrouwen;Hoger onderwijs;0;814 Huishoudwetenschappen;2002/'03;1079
