ID;RegioS;SamenstellingVanHetHuishouden;AantalHuishoudens_1;GemiddBesteedbInkomenPerHuishouden_2;GemiddGestandaardiseerdInkPerHuish_3
374;'s-Hertogenbosch (GA);Eenoudergezin;4.1;24.4;16.8
375;Eindhoven (GA);Totaal particulier huishouden;140.1;29.5;20.9
376;Eindhoven (GA);Eenpersoonshuishouden;49.7;18.2;18.2
377;Eindhoven (GA);Paar zonder kinderen;41.8;33.2;24.2
378;Eindhoven (GA);Paar met kinderen;36.2;40.4;21.8
379;Eindhoven (GA);Eenoudergezin;7.7;24.3;16.6
380;Geleen/Sittard (GA);Totaal particulier huishouden;60.4;28.5;19.9
381;Geleen/Sittard (GA);Eenpersoonshuishouden;18.2;17.0;17.0
382;Geleen/Sittard (GA);Paar zonder kinderen;19.3;30.3;22.1
383;Geleen/Sittard (GA);Paar met kinderen;17.2;38.7;21.0
384;Geleen/Sittard (GA);Eenoudergezin;3.7;22.9;15.9
385;Heerlen (GA);Totaal particulier huishouden;95.1;25.6;18.3
386;Heerlen (GA);Eenpersoonshuishouden;33.3;16.1;16.1
387;Heerlen (GA);Paar zonder kinderen;28.7;28.1;20.5
388;Heerlen (GA);Paar met kinderen;23.6;35.5;19.4
389;Heerlen (GA);Eenoudergezin;6.5;22.4;15.5
390;Maastricht (GA);Totaal particulier huishouden;51.9;26.7;19.4
391;Maastricht (GA);Eenpersoonshuishouden;19.8;17.1;17.1
392;Maastricht (GA);Paar zonder kinderen;15.1;30.5;22.2
393;Maastricht (GA);Paar met kinderen;11.9;37.6;20.6
394;Maastricht (GA);Eenoudergezin;3.3;23.0;16.0
395;Groningen (SG);Totaal particulier huishouden;142.8;27.6;19.8
396;Groningen (SG);Eenpersoonshuishouden;53.9;17.2;17.2
397;Groningen (SG);Paar zonder kinderen;41.5;32.2;23.5
398;Groningen (SG);Paar met kinderen;35.6;38.1;20.5
399;Groningen (SG);Eenoudergezin;8.5;22.8;15.7
400;Leeuwarden (SG);Totaal particulier huishouden;67.3;26.8;19.0
401;Leeuwarden (SG);Eenpersoonshuishouden;23.5;16.7;16.7
402;Leeuwarden (SG);Paar zonder kinderen;19.9;30.0;21.9
403;Leeuwarden (SG);Paar met kinderen;18.1;36.8;19.7
404;Leeuwarden (SG);Eenoudergezin;4.1;22.1;15.2
405;Zwolle (SG);Totaal particulier huishouden;68.8;30.1;20.8
406;Zwolle (SG);Eenpersoonshuishouden;21.6;17.9;17.9
407;Zwolle (SG);Paar zonder kinderen;20.2;33.1;24.1
408;Zwolle (SG);Paar met kinderen;21.6;39.6;21.1
409;Zwolle (SG);Eenoudergezin;3.5;24.4;16.6
410;Enschede (SG);Totaal particulier huishouden;127.7;27.3;19.0
411;Enschede (SG);Eenpersoonshuishouden;41.0;16.6;16.6
412;Enschede (SG);Paar zonder kinderen;38.4;29.6;21.6
413;Enschede (SG);Paar met kinderen;36.7;36.4;19.6
414;Enschede (SG);Eenoudergezin;7.2;22.5;15.4
415;Apeldoorn (SG);Totaal particulier huishouden;86.2;30.6;21.0
416;Apeldoorn (SG);Eenpersoonshuishouden;25.3;18.0;18.0
417;Apeldoorn (SG);Paar zonder kinderen;27.0;32.8;23.9
418;Apeldoorn (SG);Paar met kinderen;26.3;39.9;21.3
419;Apeldoorn (SG);Eenoudergezin;4.3;24.8;16.9
420;Arnhem (SG);Totaal particulier huishouden;146.1;29.1;20.4
421;Arnhem (SG);Eenpersoonshuishouden;48.2;17.6;17.6
422;Arnhem (SG);Paar zonder kinderen;42.9;32.6;23.8
423;Arnhem (SG);Paar met kinderen;41.6;38.9;21.0
424;Arnhem (SG);Eenoudergezin;8.9;23.3;16.0
425;Nijmegen (SG);Totaal particulier huishouden;114.6;28.9;20.3
426;Nijmegen (SG);Eenpersoonshuishouden;40.3;17.3;17.3
427;Nijmegen (SG);Paar zonder kinderen;31.5;32.5;23.7
428;Nijmegen (SG);Paar met kinderen;31.8;39.8;21.5
429;Nijmegen (SG);Eenoudergezin;7.2;24.0;16.5
430;Amersfoort (SG);Totaal particulier huishouden;108.1;32.7;22.3
431;Amersfoort (SG);Eenpersoonshuishouden;32.4;19.0;19.0
432;Amersfoort (SG);Paar zonder kinderen;30.5;35.7;26.1
433;Amersfoort (SG);Paar met kinderen;35.9;42.9;22.9
434;Amersfoort (SG);Eenoudergezin;6.0;25.1;17.0
435;Utrecht (SG);Totaal particulier huishouden;239.3;31.6;22.3
436;Utrecht (SG);Eenpersoonshuishouden;86.8;19.1;19.1
437;Utrecht (SG);Paar zonder kinderen;64.5;36.5;26.7
438;Utrecht (SG);Paar met kinderen;65.3;43.5;23.4
439;Utrecht (SG);Eenoudergezin;13.9;25.5;17.5
440;Amsterdam (SG);Totaal particulier huishouden;655.4;29.0;21.1
441;Amsterdam (SG);Eenpersoonshuishouden;268.4;18.8;18.8
442;Amsterdam (SG);Paar zonder kinderen;150.0;35.3;25.7
443;Amsterdam (SG);Paar met kinderen;153.6;41.2;22.3
444;Amsterdam (SG);Eenoudergezin;55.6;23.4;16.0
445;Haarlem (SG);Totaal particulier huishouden;176.2;31.9;22.5
446;Haarlem (SG);Eenpersoonshuishouden;62.4;19.4;19.4
447;Haarlem (SG);Paar zonder kinderen;50.1;36.1;26.4
448;Haarlem (SG);Paar met kinderen;48.1;44.1;23.7
449;Haarlem (SG);Eenoudergezin;10.6;24.8;17.1
450;Leiden (SG);Totaal particulier huishouden;134.4;32.9;22.7
451;Leiden (SG);Eenpersoonshuishouden;44.8;19.4;19.4
452;Leiden (SG);Paar zonder kinderen;37.2;36.3;26.5
453;Leiden (SG);Paar met kinderen;41.4;44.7;23.8
454;Leiden (SG);Eenoudergezin;7.2;26.0;17.7
455;'s-Gravenhage (SG);Totaal particulier huishouden;430.0;30.1;21.5
456;'s-Gravenhage (SG);Eenpersoonshuishouden;163.7;19.0;19.0
457;'s-Gravenhage (SG);Paar zonder kinderen;109.0;35.2;25.7
458;'s-Gravenhage (SG);Paar met kinderen;107.6;42.2;22.7
459;'s-Gravenhage (SG);Eenoudergezin;31.6;23.7;16.2
460;Rotterdam (SG);Totaal particulier huishouden;514.8;28.1;20.0
461;Rotterdam (SG);Eenpersoonshuishouden;188.0;17.4;17.4
462;Rotterdam (SG);Paar zonder kinderen;134.9;32.4;23.7
463;Rotterdam (SG);Paar met kinderen;127.8;39.6;21.4
464;Rotterdam (SG);Eenoudergezin;42.3;22.9;15.6
465;Dordrecht (SG);Totaal particulier huishouden;119.0;30.2;20.7
466;Dordrecht (SG);Eenpersoonshuishouden;36.2;17.6;17.6
467;Dordrecht (SG);Paar zonder kinderen;34.9;32.2;23.5
468;Dordrecht (SG);Paar met kinderen;36.9;40.6;21.7
469;Dordrecht (SG);Eenoudergezin;7.2;24.5;16.7
470;Breda (SG);Totaal particulier huishouden;128.5;30.9;21.3
471;Breda (SG);Eenpersoonshuishouden;39.2;18.1;18.1
472;Breda (SG);Paar zonder kinderen;40.3;33.1;24.2
473;Breda (SG);Paar met kinderen;38.2;41.5;22.3
474;Breda (SG);Eenoudergezin;6.7;24.8;17.0
475;Tilburg (SG);Totaal particulier huishouden;116.9;29.4;20.3
476;Tilburg (SG);Eenpersoonshuishouden;36.3;17.1;17.1
477;Tilburg (SG);Paar zonder kinderen;35.0;31.9;23.3
478;Tilburg (SG);Paar met kinderen;34.7;39.9;21.4
479;Tilburg (SG);Eenoudergezin;6.8;23.7;16.0
480;'s-Hertogenbosch (SG);Totaal particulier huishouden;78.6;31.4;21.8
481;'s-Hertogenbosch (SG);Eenpersoonshuishouden;25.2;18.7;18.7
482;'s-Hertogenbosch (SG);Paar zonder kinderen;23.1;34.9;25.5
483;'s-Hertogenbosch (SG);Paar met kinderen;23.0;41.6;22.3
484;'s-Hertogenbosch (SG);Eenoudergezin;4.5;24.8;17.0
485;Eindhoven (SG);Totaal particulier huishouden;173.6;30.1;21.2
486;Eindhoven (SG);Eenpersoonshuishouden;58.2;18.2;18.2
487;Eindhoven (SG);Paar zonder kinderen;53.1;33.4;24.4
488;Eindhoven (SG);Paar met kinderen;47.5;40.9;22.0
489;Eindhoven (SG);Eenoudergezin;9.4;24.8;16.9
490;Geleen/Sittard (SG);Totaal particulier huishouden;65.9;28.7;19.9
491;Geleen/Sittard (SG);Eenpersoonshuishouden;19.3;17.0;17.0
492;Geleen/Sittard (SG);Paar zonder kinderen;21.3;30.4;22.2
493;Geleen/Sittard (SG);Paar met kinderen;19.1;38.8;21.1
494;Geleen/Sittard (SG);Eenoudergezin;4.0;22.9;15.9
495;Heerlen (SG);Totaal particulier huishouden;114.9;26.5;18.8
496;Heerlen (SG);Eenpersoonshuishouden;37.9;16.3;16.3
497;Heerlen (SG);Paar zonder kinderen;35.8;28.7;21.0
498;Heerlen (SG);Paar met kinderen;30.0;36.4;19.8
499;Heerlen (SG);Eenoudergezin;7.6;23.0;15.9
500;Maastricht (SG);Totaal particulier huishouden;77.0;28.3;20.1
501;Maastricht (SG);Eenpersoonshuishouden;26.1;17.3;17.3
502;Maastricht (SG);Paar zonder kinderen;23.8;30.9;22.5
503;Maastricht (SG);Paar met kinderen;20.1;39.3;21.4
504;Maastricht (SG);Eenoudergezin;4.4;23.5;16.4
505;Aa en Hunze;Totaal particulier huishouden;10.4;30.5;20.9
506;Aa en Hunze;Eenpersoonshuishouden;2.5;18.3;18.3
507;Aa en Hunze;Paar zonder kinderen;3.9;31.5;23.0
508;Aa en Hunze;Paar met kinderen;3.3;38.1;20.5
509;Aa en Hunze;Eenoudergezin;0.4;26.3;18.2
510;Aalburg;Totaal particulier huishouden;4.1;34.4;21.6
511;Aalburg;Eenpersoonshuishouden;0.8;20.6;20.6
512;Aalburg;Paar zonder kinderen;1.1;30.7;22.4
513;Aalburg;Paar met kinderen;1.9;41.4;21.4
514;Aalburg;Eenoudergezin;0.2;35.9;23.0
515;Aalsmeer;Totaal particulier huishouden;9.8;34.0;23.1
516;Aalsmeer;Eenpersoonshuishouden;2.6;19.6;19.6
517;Aalsmeer;Paar zonder kinderen;3.2;35.7;26.0
518;Aalsmeer;Paar met kinderen;3.2;44.4;23.8
519;Aalsmeer;Eenoudergezin;0.5;25.5;17.5
520;Aalten;Totaal particulier huishouden;10.7;29.0;19.4
521;Aalten;Eenpersoonshuishouden;2.8;15.8;15.8
522;Aalten;Paar zonder kinderen;3.4;29.8;21.8
523;Aalten;Paar met kinderen;3.7;37.0;19.7
524;Aalten;Eenoudergezin;0.5;28.0;18.6
525;Abcoude;Totaal particulier huishouden;3.3;45.3;29.7
526;Abcoude;Eenpersoonshuishouden;0.8;22.7;22.7
527;Abcoude;Paar zonder kinderen;1.0;47.2;34.5
528;Abcoude;Paar met kinderen;1.3;59.1;31.5
529;Abcoude;Eenoudergezin;0.2;29.9;20.5
530;Achtkarspelen;Totaal particulier huishouden;11.1;26.9;18.0
531;Achtkarspelen;Eenpersoonshuishouden;2.8;15.2;15.2
532;Achtkarspelen;Paar zonder kinderen;3.4;27.0;19.7
533;Achtkarspelen;Paar met kinderen;4.0;35.0;18.5
534;Achtkarspelen;Eenoudergezin;0.6;24.6;16.6
535;Alblasserdam;Totaal particulier huishouden;7.3;30.0;19.9
536;Alblasserdam;Eenpersoonshuishouden;2.0;16.1;16.1
537;Alblasserdam;Paar zonder kinderen;2.2;30.1;22.0
538;Alblasserdam;Paar met kinderen;2.5;40.7;21.5
539;Alblasserdam;Eenoudergezin;0.4;24.3;16.6
540;Albrandswaard;Totaal particulier huishouden;8.3;36.0;24.3
541;Albrandswaard;Eenpersoonshuishouden;2.0;21.2;21.2
542;Albrandswaard;Paar zonder kinderen;2.7;37.1;27.1
543;Albrandswaard;Paar met kinderen;3.0;44.9;24.3
544;Albrandswaard;Eenoudergezin;0.4;28.3;19.7
545;Alkemade;Totaal particulier huishouden;5.4;33.7;21.9
546;Alkemade;Eenpersoonshuishouden;1.2;18.4;18.4
547;Alkemade;Paar zonder kinderen;1.6;32.1;23.4
548;Alkemade;Paar met kinderen;2.2;43.3;22.7
549;Alkemade;Eenoudergezin;0.2;28.3;19.4
550;Alkmaar;Totaal particulier huishouden;41.9;27.9;19.9
551;Alkmaar;Eenpersoonshuishouden;15.5;17.3;17.3
552;Alkmaar;Paar zonder kinderen;11.3;32.1;23.4
553;Alkmaar;Paar met kinderen;11.0;39.0;21.0
554;Alkmaar;Eenoudergezin;2.8;23.2;15.9
555;Almelo;Totaal particulier huishouden;30.0;27.0;18.7
556;Almelo;Eenpersoonshuishouden;9.3;16.5;16.5
557;Almelo;Paar zonder kinderen;8.7;29.1;21.3
558;Almelo;Paar met kinderen;9.0;35.2;18.8
559;Almelo;Eenoudergezin;1.8;23.2;15.8
560;Almere;Totaal particulier huishouden;68.8;30.5;20.3
561;Almere;Eenpersoonshuishouden;17.5;17.9;17.9
562;Almere;Paar zonder kinderen;16.3;33.4;24.4
563;Almere;Paar met kinderen;25.1;38.3;20.7
564;Almere;Eenoudergezin;6.6;22.7;15.5
565;Alphen aan den Rijn;Totaal particulier huishouden;28.4;32.8;22.4
566;Alphen aan den Rijn;Eenpersoonshuishouden;8.0;19.4;19.4
567;Alphen aan den Rijn;Paar zonder kinderen;8.5;35.1;25.6
568;Alphen aan den Rijn;Paar met kinderen;9.4;42.7;22.9
569;Alphen aan den Rijn;Eenoudergezin;1.6;25.2;16.9
570;Alphen-Chaam;Totaal particulier huishouden;3.6;34.8;22.5
571;Alphen-Chaam;Eenpersoonshuishouden;0.7;18.6;18.6
572;Alphen-Chaam;Paar zonder kinderen;1.2;32.3;23.6
573;Alphen-Chaam;Paar met kinderen;1.4;44.2;23.4
574;Alphen-Chaam;Eenoudergezin;0.2;32.8;21.9
575;Ambt Montfort;Totaal particulier huishouden;4.4;29.7;19.9
576;Ambt Montfort;Eenpersoonshuishouden;1.0;17.1;17.1
577;Ambt Montfort;Paar zonder kinderen;1.6;29.0;21.2
578;Ambt Montfort;Paar met kinderen;1.5;38.3;20.8
579;Ambt Montfort;Eenoudergezin;0.2;24.6;16.5
580;Ameland;Totaal particulier huishouden;1.4;27.7;18.9
581;Ameland;Eenpersoonshuishouden;0.4;15.5;15.5
582;Ameland;Paar zonder kinderen;0.4;28.7;20.9
583;Ameland;Paar met kinderen;0.5;36.9;19.7
584;Ameland;Eenoudergezin;;;
585;Amersfoort;Totaal particulier huishouden;56.3;31.8;21.9
586;Amersfoort;Eenpersoonshuishouden;18.4;18.6;18.6
587;Amersfoort;Paar zonder kinderen;14.9;35.9;26.2
588;Amersfoort;Paar met kinderen;17.6;42.5;22.8
589;Amersfoort;Eenoudergezin;3.5;23.9;16.3
590;Amstelveen;Totaal particulier huishouden;34.9;35.0;25.1
591;Amstelveen;Eenpersoonshuishouden;13.9;21.6;21.6
592;Amstelveen;Paar zonder kinderen;9.0;40.0;29.2
593;Amstelveen;Paar met kinderen;8.9;51.6;27.8
594;Amstelveen;Eenoudergezin;2.2;27.3;18.9
595;Amsterdam;Totaal particulier huishouden;361.8;26.4;20.2
596;Amsterdam;Eenpersoonshuishouden;183.3;18.7;18.7
597;Amsterdam;Paar zonder kinderen;69.4;35.5;25.9
598;Amsterdam;Paar met kinderen;57.4;39.0;21.2
599;Amsterdam;Eenoudergezin;34.2;22.7;15.6
600;Andijk;Totaal particulier huishouden;2.5;31.1;20.5
601;Andijk;Eenpersoonshuishouden;0.6;17.9;17.9
602;Andijk;Paar zonder kinderen;0.8;28.7;20.9
603;Andijk;Paar met kinderen;0.9;43.0;22.6
604;Andijk;Eenoudergezin;0.1;22.7;15.3
605;Anna Paulowna;Totaal particulier huishouden;5.5;29.3;19.5
606;Anna Paulowna;Eenpersoonshuishouden;1.4;16.1;16.1
607;Anna Paulowna;Paar zonder kinderen;1.7;30.4;22.2
608;Anna Paulowna;Paar met kinderen;2.0;37.4;19.8
609;Anna Paulowna;Eenoudergezin;0.2;22.7;15.8
610;Apeldoorn;Totaal particulier huishouden;64.2;30.3;20.9
611;Apeldoorn;Eenpersoonshuishouden;19.8;18.2;18.2
612;Apeldoorn;Paar zonder kinderen;19.7;32.7;23.9
613;Apeldoorn;Paar met kinderen;19.0;39.9;21.3
614;Apeldoorn;Eenoudergezin;3.4;24.0;16.3
615;Appingedam;Totaal particulier huishouden;5.4;26.0;18.4
616;Appingedam;Eenpersoonshuishouden;1.7;16.0;16.0
617;Appingedam;Paar zonder kinderen;1.8;28.2;20.6
618;Appingedam;Paar met kinderen;1.4;35.3;19.1
619;Appingedam;Eenoudergezin;0.3;22.2;15.3
620;Arcen en Velden;Totaal particulier huishouden;3.5;31.7;21.2
621;Arcen en Velden;Eenpersoonshuishouden;0.8;18.5;18.5
622;Arcen en Velden;Paar zonder kinderen;1.2;32.0;23.3
623;Arcen en Velden;Paar met kinderen;1.3;39.8;21.2
624;Arcen en Velden;Eenoudergezin;0.1;27.8;18.7
625;Arnhem;Totaal particulier huishouden;63.7;26.1;19.1
626;Arnhem;Eenpersoonshuishouden;26.2;16.8;16.8
627;Arnhem;Paar zonder kinderen;16.2;31.6;23.1
628;Arnhem;Paar met kinderen;14.3;36.6;19.9
629;Arnhem;Eenoudergezin;4.7;21.8;15.1
630;Assen;Totaal particulier huishouden;26.4;27.9;19.5
631;Assen;Eenpersoonshuishouden;8.5;16.8;16.8
632;Assen;Paar zonder kinderen;7.8;31.9;23.3
633;Assen;Paar met kinderen;7.8;36.6;19.7
634;Assen;Eenoudergezin;1.7;22.1;15.1
635;Asten;Totaal particulier huishouden;6.2;32.5;21.3
636;Asten;Eenpersoonshuishouden;1.5;17.1;17.1
637;Asten;Paar zonder kinderen;2.0;31.2;22.8
638;Asten;Paar met kinderen;2.3;43.6;23.0
639;Asten;Eenoudergezin;0.3;27.9;18.7
640;Baarle-Nassau;Totaal particulier huishouden;2.8;29.5;20.1
641;Baarle-Nassau;Eenpersoonshuishouden;0.8;16.2;16.2
642;Baarle-Nassau;Paar zonder kinderen;0.9;29.9;21.8
643;Baarle-Nassau;Paar met kinderen;0.8;41.1;22.1
644;Baarle-Nassau;Eenoudergezin;0.1;28.8;19.1
645;Baarn;Totaal particulier huishouden;10.4;32.8;23.2
646;Baarn;Eenpersoonshuishouden;3.7;20.2;20.2
647;Baarn;Paar zonder kinderen;3.0;37.0;27.0
648;Baarn;Paar met kinderen;2.9;44.7;24.0
649;Baarn;Eenoudergezin;0.5;25.7;17.8
650;Barendrecht;Totaal particulier huishouden;15.8;35.9;23.6
651;Barendrecht;Eenpersoonshuishouden;3.3;19.3;19.3
652;Barendrecht;Paar zonder kinderen;5.0;36.7;26.8
653;Barendrecht;Paar met kinderen;6.3;44.0;23.8
654;Barendrecht;Eenoudergezin;0.7;27.5;18.6
655;Barneveld;Totaal particulier huishouden;17.1;33.9;21.3
656;Barneveld;Eenpersoonshuishouden;3.8;18.1;18.1
657;Barneveld;Paar zonder kinderen;4.7;32.4;23.6
658;Barneveld;Paar met kinderen;7.1;42.0;21.5
659;Barneveld;Eenoudergezin;0.7;28.7;19.0
660;Bedum;Totaal particulier huishouden;4.1;30.6;20.5
661;Bedum;Eenpersoonshuishouden;1.0;17.2;17.2
662;Bedum;Paar zonder kinderen;1.3;32.6;23.8
663;Bedum;Paar met kinderen;1.5;38.8;20.6
664;Bedum;Eenoudergezin;0.2;24.4;16.4
665;Beek (L.);Totaal particulier huishouden;7.1;30.1;20.6
666;Beek (L.);Eenpersoonshuishouden;1.9;17.5;17.5
667;Beek (L.);Paar zonder kinderen;2.3;31.2;22.8
668;Beek (L.);Paar met kinderen;2.3;38.9;21.1
669;Beek (L.);Eenoudergezin;0.3;25.4;17.6
670;Beemster;Totaal particulier huishouden;3.4;35.9;24.0
671;Beemster;Eenpersoonshuishouden;0.9;19.2;19.2
672;Beemster;Paar zonder kinderen;1.1;38.5;28.1
673;Beemster;Paar met kinderen;1.2;46.0;24.4
674;Beemster;Eenoudergezin;0.2;31.1;20.4
675;Beesel;Totaal particulier huishouden;5.4;28.9;19.5
676;Beesel;Eenpersoonshuishouden;1.2;16.8;16.8
677;Beesel;Paar zonder kinderen;1.9;28.6;20.9
678;Beesel;Paar met kinderen;1.9;36.9;19.9
679;Beesel;Eenoudergezin;0.3;26.4;17.8
680;Bellingwedde;Totaal particulier huishouden;4.1;25.6;17.6
681;Bellingwedde;Eenpersoonshuishouden;1.1;14.7;14.7
682;Bellingwedde;Paar zonder kinderen;1.5;26.4;19.3
683;Bellingwedde;Paar met kinderen;1.2;33.8;18.3
684;Bellingwedde;Eenoudergezin;0.2;21.9;15.3
685;Bennebroek;Totaal particulier huishouden;2.1;40.2;28.2
686;Bennebroek;Eenpersoonshuishouden;0.6;23.4;23.4
687;Bennebroek;Paar zonder kinderen;0.8;46.2;33.7
688;Bennebroek;Paar met kinderen;0.6;50.3;26.9
689;Bennebroek;Eenoudergezin;0.1;37.4;25.6
690;Bergambacht;Totaal particulier huishouden;3.6;34.4;22.8
691;Bergambacht;Eenpersoonshuishouden;0.9;17.7;17.7
692;Bergambacht;Paar zonder kinderen;1.2;37.1;27.1
693;Bergambacht;Paar met kinderen;1.3;42.5;22.3
694;Bergambacht;Eenoudergezin;0.1;26.1;17.7
695;Bergeijk;Totaal particulier huishouden;6.9;33.9;22.0
696;Bergeijk;Eenpersoonshuishouden;1.5;17.3;17.3
697;Bergeijk;Paar zonder kinderen;2.3;31.9;23.3
698;Bergeijk;Paar met kinderen;2.6;43.5;23.0
699;Bergeijk;Eenoudergezin;0.2;32.1;21.4
700;Bergen (L.);Totaal particulier huishouden;5.3;29.2;19.1
701;Bergen (L.);Eenpersoonshuishouden;1.1;15.7;15.7
702;Bergen (L.);Paar zonder kinderen;1.8;28.7;21.0
703;Bergen (L.);Paar met kinderen;1.9;36.6;19.5
704;Bergen (L.);Eenoudergezin;0.2;22.8;15.3
705;Bergen (NH.);Totaal particulier huishouden;13.2;34.4;24.0
706;Bergen (NH.);Eenpersoonshuishouden;4.1;20.4;20.4
707;Bergen (NH.);Paar zonder kinderen;4.3;37.5;27.4
708;Bergen (NH.);Paar met kinderen;3.6;46.1;24.6
709;Bergen (NH.);Eenoudergezin;0.8;29.0;19.5
710;Bergen op Zoom;Totaal particulier huishouden;27.7;29.2;20.3
711;Bergen op Zoom;Eenpersoonshuishouden;8.6;18.0;18.0
712;Bergen op Zoom;Paar zonder kinderen;8.5;31.3;22.8
713;Bergen op Zoom;Paar met kinderen;8.1;38.8;20.9
714;Bergen op Zoom;Eenoudergezin;1.5;23.7;16.3
715;Bergschenhoek;Totaal particulier huishouden;5.9;39.4;25.3
716;Bergschenhoek;Eenpersoonshuishouden;1.0;22.3;22.3
717;Bergschenhoek;Paar zonder kinderen;1.6;39.3;28.7
718;Bergschenhoek;Paar met kinderen;2.8;46.9;25.2
719;Bergschenhoek;Eenoudergezin;0.3;27.4;18.9
720;Berkel en Rodenrijs;Totaal particulier huishouden;7.4;35.4;23.5
721;Berkel en Rodenrijs;Eenpersoonshuishouden;1.7;19.7;19.7
722;Berkel en Rodenrijs;Paar zonder kinderen;2.4;36.3;26.5
723;Berkel en Rodenrijs;Paar met kinderen;2.7;44.9;23.7
724;Berkel en Rodenrijs;Eenoudergezin;0.3;29.5;20.2
725;Berkelland;Totaal particulier huishouden;17.5;30.5;20.1
726;Berkelland;Eenpersoonshuishouden;4.1;16.5;16.5
727;Berkelland;Paar zonder kinderen;5.9;29.9;21.8
728;Berkelland;Paar met kinderen;6.0;39.1;20.9
729;Berkelland;Eenoudergezin;0.8;26.9;18.1
730;Bernheze;Totaal particulier huishouden;10.7;34.1;21.8
731;Bernheze;Eenpersoonshuishouden;2.1;18.4;18.4
732;Bernheze;Paar zonder kinderen;3.4;32.3;23.6
733;Bernheze;Paar met kinderen;4.3;42.4;22.3
734;Bernheze;Eenoudergezin;0.5;27.9;18.6
735;Bernisse;Totaal particulier huishouden;5.0;33.5;22.3
736;Bernisse;Eenpersoonshuishouden;1.2;17.7;17.7
737;Bernisse;Paar zonder kinderen;1.8;33.5;24.5
738;Bernisse;Paar met kinderen;1.8;43.1;23.1
739;Bernisse;Eenoudergezin;0.2;28.7;19.8
740;Best;Totaal particulier huishouden;11.4;33.2;22.0
741;Best;Eenpersoonshuishouden;2.8;18.1;18.1
742;Best;Paar zonder kinderen;3.6;34.1;24.9
743;Best;Paar met kinderen;4.2;42.5;22.8
744;Best;Eenoudergezin;0.5;25.1;16.9
745;Beuningen;Totaal particulier huishouden;9.6;32.7;21.5
746;Beuningen;Eenpersoonshuishouden;2.3;17.9;17.9
747;Beuningen;Paar zonder kinderen;2.7;33.4;24.4
748;Beuningen;Paar met kinderen;3.8;41.4;22.2
749;Beuningen;Eenoudergezin;0.5;23.8;16.2
750;Beverwijk;Totaal particulier huishouden;16.2;28.7;20.3
751;Beverwijk;Eenpersoonshuishouden;5.6;17.9;17.9
752;Beverwijk;Paar zonder kinderen;4.6;31.8;23.2
753;Beverwijk;Paar met kinderen;4.5;39.0;21.0
754;Beverwijk;Eenoudergezin;1.0;23.4;16.2
755;Binnenmaas;Totaal particulier huishouden;8.0;35.0;23.7
756;Binnenmaas;Eenpersoonshuishouden;1.8;19.2;19.2
757;Binnenmaas;Paar zonder kinderen;2.9;37.6;27.4
758;Binnenmaas;Paar met kinderen;2.7;43.2;23.3
759;Binnenmaas;Eenoudergezin;0.3;28.6;19.7
760;Bladel;Totaal particulier huishouden;7.2;32.6;21.3
761;Bladel;Eenpersoonshuishouden;1.6;18.2;18.2
762;Bladel;Paar zonder kinderen;2.3;31.0;22.6
763;Bladel;Paar met kinderen;2.7;41.5;22.0
764;Bladel;Eenoudergezin;0.3;28.6;19.5
765;Blaricum;Totaal particulier huishouden;3.8;46.5;31.7
766;Blaricum;Eenpersoonshuishouden;1.0;25.0;25.0
767;Blaricum;Paar zonder kinderen;1.2;51.7;37.7
768;Blaricum;Paar met kinderen;1.2;59.7;32.3
769;Blaricum;Eenoudergezin;0.2;40.6;27.4
770;Bleiswijk;Totaal particulier huishouden;3.8;37.7;24.7
771;Bleiswijk;Eenpersoonshuishouden;0.8;19.1;19.1
772;Bleiswijk;Paar zonder kinderen;1.2;41.2;30.0
773;Bleiswijk;Paar met kinderen;1.5;45.8;24.4
774;Bleiswijk;Eenoudergezin;0.2;21.2;13.6
775;Bloemendaal;Totaal particulier huishouden;6.7;50.5;34.6
776;Bloemendaal;Eenpersoonshuishouden;1.9;30.5;30.5
777;Bloemendaal;Paar zonder kinderen;2.2;52.5;38.3
778;Bloemendaal;Paar met kinderen;2.1;67.2;35.5
779;Bloemendaal;Eenoudergezin;0.3;34.8;23.8
780;Boarnsterhim;Totaal particulier huishouden;7.9;28.5;19.6
781;Boarnsterhim;Eenpersoonshuishouden;2.2;17.2;17.2
782;Boarnsterhim;Paar zonder kinderen;2.6;29.6;21.6
783;Boarnsterhim;Paar met kinderen;2.6;37.0;19.8
784;Boarnsterhim;Eenoudergezin;0.4;24.8;16.7
785;Bodegraven;Totaal particulier huishouden;7.3;34.1;22.5
786;Bodegraven;Eenpersoonshuishouden;1.8;18.4;18.4
787;Bodegraven;Paar zonder kinderen;2.1;36.0;26.3
788;Bodegraven;Paar met kinderen;2.8;42.6;22.5
789;Bodegraven;Eenoudergezin;0.3;32.3;21.9
790;Boekel;Totaal particulier huishouden;3.2;32.8;20.8
791;Boekel;Eenpersoonshuishouden;0.6;16.9;16.9
792;Boekel;Paar zonder kinderen;1.0;31.1;22.7
793;Boekel;Paar met kinderen;1.4;39.6;20.9
794;Boekel;Eenoudergezin;0.1;29.8;20.0
795;Bolsward;Totaal particulier huishouden;4.1;27.1;18.9
796;Bolsward;Eenpersoonshuishouden;1.4;16.5;16.5
797;Bolsward;Paar zonder kinderen;1.2;29.6;21.6
798;Bolsward;Paar met kinderen;1.2;36.9;19.4
