ID;Geslacht;Leeftijd;Herkomst;Generatie;BurgerlijkeStaat;Perioden;AantalPersonen_1;OpgebouwdeJaarlijkseAanspraken_2;TeBereikenJaarlijkseAanspraken_3;Vervangingspercentage_4;OpgebouwdeJaarlijkseAanspraken_5;TeBereikenJaarlijkseAanspraken_6;Vervangingspercentage_7;Vermogen_8;OpgebouwdeJaarlijkseAanspraken_9;TeBereikenJaarlijkseAanspraken_10;Vervangingspercentage_11
1599;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Gehuwd;2012;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1600;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Ongehuwd;2005;44500.0;2000.0;9300.0;69.0;700.0;3300.0;24.0;5.0;2700.0;12600.0;93.0
1601;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Ongehuwd;2006;44050.0;2200.0;9400.0;65.0;800.0;4000.0;28.0;5.0;3000.0;13400.0;93.0
1602;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Ongehuwd;2007;44700.0;2300.0;9700.0;64.0;1000.0;4800.0;32.0;5.0;3300.0;14500.0;96.0
1603;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Ongehuwd;2008;45900.0;2500.0;10000.0;63.0;1000.0;5000.0;32.0;7.0;3500.0;15000.0;95.0
1604;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Ongehuwd;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1605;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Ongehuwd;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1606;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Ongehuwd;2011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1607;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Ongehuwd;2012;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1608;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Gescheiden;2005;8600.0;3900.0;7500.0;36.0;2100.0;4600.0;22.0;10.0;6000.0;12100.0;58.0
1609;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Gescheiden;2006;8650.0;4100.0;7600.0;35.0;2200.0;5200.0;24.0;11.0;6300.0;12800.0;59.0
1610;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Gescheiden;2007;8700.0;4400.0;7900.0;35.0;2600.0;6000.0;26.0;12.0;7000.0;13900.0;61.0
1611;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Gescheiden;2008;8850.0;4600.0;8200.0;34.0;2700.0;6300.0;26.0;13.0;7300.0;14500.0;60.0
1612;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Gescheiden;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1613;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Gescheiden;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1614;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Gescheiden;2011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1615;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Gescheiden;2012;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1616;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Verweduwd;2005;500.0;4600.0;7100.0;29.0;3300.0;4700.0;20.0;30.0;7900.0;11800.0;49.0
1617;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Verweduwd;2006;500.0;4800.0;7300.0;30.0;3300.0;4900.0;20.0;28.0;8100.0;12200.0;50.0
1618;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Verweduwd;2007;500.0;5200.0;7600.0;27.0;3700.0;6000.0;22.0;31.0;8900.0;13600.0;49.0
1619;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Verweduwd;2008;550.0;5400.0;7900.0;29.0;3800.0;5700.0;21.0;32.0;9200.0;13600.0;50.0
1620;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Verweduwd;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1621;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Verweduwd;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1622;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Verweduwd;2011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1623;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Verweduwd;2012;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1624;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Niet gehuwd;2005;53600.0;2400.0;9000.0;61.0;1000.0;3500.0;24.0;6.0;3400.0;12500.0;85.0
1625;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Niet gehuwd;2006;53200.0;2500.0;9100.0;58.0;1000.0;4200.0;27.0;6.0;3500.0;13300.0;85.0
1626;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Niet gehuwd;2007;53950.0;2700.0;9400.0;57.0;1200.0;5000.0;30.0;7.0;3900.0;14400.0;87.0
1627;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Niet gehuwd;2008;55250.0;2900.0;9700.0;56.0;1300.0;5200.0;30.0;8.0;4200.0;14900.0;86.0
1628;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Niet gehuwd;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1629;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Niet gehuwd;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1630;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Niet gehuwd;2011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1631;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Niet gehuwd;2012;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1632;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Totaal burgerlijke staat;2005;22750.0;2000.0;10300.0;72.0;900.0;5200.0;36.0;14.0;2900.0;15500.0;108.0
1633;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Totaal burgerlijke staat;2006;24200.0;2100.0;10400.0;67.0;1000.0;6200.0;40.0;15.0;3100.0;16600.0;107.0
1634;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Totaal burgerlijke staat;2007;25850.0;2200.0;10800.0;65.0;1200.0;6900.0;42.0;15.0;3400.0;17700.0;107.0
1635;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Totaal burgerlijke staat;2008;27450.0;2300.0;11100.0;64.0;1200.0;7300.0;42.0;16.0;3500.0;18400.0;106.0
1636;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Totaal burgerlijke staat;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1637;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Totaal burgerlijke staat;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1638;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Totaal burgerlijke staat;2011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1639;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Totaal burgerlijke staat;2012;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1640;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Gehuwd;2005;3350.0;3400.0;8100.0;27.0;3200.0;12700.0;43.0;50.0;6600.0;20800.0;70.0
1641;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Gehuwd;2006;3600.0;3500.0;8200.0;25.0;3200.0;14400.0;45.0;51.0;6700.0;22600.0;70.0
1642;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Gehuwd;2007;3850.0;3700.0;8500.0;25.0;3800.0;15800.0;47.0;51.0;7500.0;24300.0;72.0
1643;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Gehuwd;2008;4100.0;3900.0;8700.0;24.0;3900.0;16600.0;46.0;48.0;7800.0;25300.0;70.0
1644;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Gehuwd;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1645;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Gehuwd;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1646;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Gehuwd;2011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1647;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Gehuwd;2012;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1648;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Ongehuwd;2005;18750.0;1700.0;10700.0;96.0;500.0;3700.0;33.0;7.0;2200.0;14400.0;129.0
1649;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Ongehuwd;2006;19950.0;1700.0;10800.0;89.0;500.0;4600.0;38.0;8.0;2200.0;15400.0;127.0
1650;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Ongehuwd;2007;21250.0;1800.0;11200.0;87.0;600.0;5200.0;40.0;8.0;2400.0;16400.0;127.0
1651;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Ongehuwd;2008;22450.0;1900.0;11500.0;86.0;600.0;5400.0;40.0;9.0;2500.0;16900.0;126.0
1652;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Ongehuwd;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1653;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Ongehuwd;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1654;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Ongehuwd;2011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1655;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Ongehuwd;2012;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1656;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Gescheiden;2005;600.0;4900.0;10000.0;42.0;2300.0;7900.0;33.0;25.0;7200.0;17900.0;75.0
1657;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Gescheiden;2006;650.0;5100.0;10300.0;38.0;2600.0;10100.0;38.0;27.0;7700.0;20400.0;76.0
1658;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Gescheiden;2007;750.0;5300.0;10600.0;37.0;3200.0;11600.0;40.0;29.0;8500.0;22200.0;77.0
1659;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Gescheiden;2008;850.0;5500.0;11000.0;35.0;3300.0;12300.0;40.0;31.0;8800.0;23300.0;75.0
1660;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Gescheiden;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1661;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Gescheiden;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1662;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Gescheiden;2011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1663;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Gescheiden;2012;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1664;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Verweduwd;2005;0.0;;;;;;;;;;
1665;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Verweduwd;2006;0.0;;;;;;;;;;
1666;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Verweduwd;2007;0.0;;;;;;;;;;
1667;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Verweduwd;2008;0.0;;;;;;;;;;
1668;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Verweduwd;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1669;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Verweduwd;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1670;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Verweduwd;2011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1671;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Verweduwd;2012;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1672;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Niet gehuwd;2005;19350.0;1800.0;10700.0;92.0;500.0;3900.0;33.0;8.0;2300.0;14600.0;125.0
1673;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Niet gehuwd;2006;20600.0;1800.0;10800.0;85.0;600.0;4800.0;38.0;9.0;2400.0;15600.0;123.0
1674;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Niet gehuwd;2007;22050.0;1900.0;11200.0;83.0;700.0;5400.0;40.0;9.0;2600.0;16600.0;123.0
1675;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Niet gehuwd;2008;23300.0;2000.0;11500.0;81.0;700.0;5600.0;40.0;10.0;2700.0;17100.0;121.0
1676;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Niet gehuwd;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1677;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Niet gehuwd;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1678;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Niet gehuwd;2011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1679;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Niet gehuwd;2012;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1680;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Autochtonen;Totaal burgerlijke staat;2005;;;;;;;;;;;
1681;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Autochtonen;Totaal burgerlijke staat;2006;;;;;;;;;;;
1682;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Autochtonen;Totaal burgerlijke staat;2007;;;;;;;;;;;
1683;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Autochtonen;Totaal burgerlijke staat;2008;;;;;;;;;;;
1684;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Autochtonen;Totaal burgerlijke staat;2009;;;;;;;;;;;
1685;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Autochtonen;Totaal burgerlijke staat;2010;;;;;;;;;;;
1686;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Autochtonen;Totaal burgerlijke staat;2011;;;;;;;;;;;
1687;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Autochtonen;Totaal burgerlijke staat;2012;;;;;;;;;;;
1688;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Autochtonen;Gehuwd;2005;;;;;;;;;;;
1689;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Autochtonen;Gehuwd;2006;;;;;;;;;;;
1690;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Autochtonen;Gehuwd;2007;;;;;;;;;;;
1691;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Autochtonen;Gehuwd;2008;;;;;;;;;;;
1692;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Autochtonen;Gehuwd;2009;;;;;;;;;;;
1693;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Autochtonen;Gehuwd;2010;;;;;;;;;;;
1694;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Autochtonen;Gehuwd;2011;;;;;;;;;;;
1695;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Autochtonen;Gehuwd;2012;;;;;;;;;;;
1696;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Autochtonen;Ongehuwd;2005;;;;;;;;;;;
1697;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Autochtonen;Ongehuwd;2006;;;;;;;;;;;
1698;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Autochtonen;Ongehuwd;2007;;;;;;;;;;;
1699;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Autochtonen;Ongehuwd;2008;;;;;;;;;;;
1700;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Autochtonen;Ongehuwd;2009;;;;;;;;;;;
1701;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Autochtonen;Ongehuwd;2010;;;;;;;;;;;
1702;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Autochtonen;Ongehuwd;2011;;;;;;;;;;;
1703;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Autochtonen;Ongehuwd;2012;;;;;;;;;;;
1704;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Autochtonen;Gescheiden;2005;;;;;;;;;;;
1705;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Autochtonen;Gescheiden;2006;;;;;;;;;;;
1706;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Autochtonen;Gescheiden;2007;;;;;;;;;;;
1707;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Autochtonen;Gescheiden;2008;;;;;;;;;;;
1708;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Autochtonen;Gescheiden;2009;;;;;;;;;;;
1709;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Autochtonen;Gescheiden;2010;;;;;;;;;;;
1710;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Autochtonen;Gescheiden;2011;;;;;;;;;;;
1711;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Autochtonen;Gescheiden;2012;;;;;;;;;;;
1712;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Autochtonen;Verweduwd;2005;;;;;;;;;;;
1713;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Autochtonen;Verweduwd;2006;;;;;;;;;;;
1714;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Autochtonen;Verweduwd;2007;;;;;;;;;;;
1715;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Autochtonen;Verweduwd;2008;;;;;;;;;;;
1716;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Autochtonen;Verweduwd;2009;;;;;;;;;;;
1717;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Autochtonen;Verweduwd;2010;;;;;;;;;;;
1718;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Autochtonen;Verweduwd;2011;;;;;;;;;;;
1719;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Autochtonen;Verweduwd;2012;;;;;;;;;;;
1720;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Autochtonen;Niet gehuwd;2005;;;;;;;;;;;
1721;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Autochtonen;Niet gehuwd;2006;;;;;;;;;;;
1722;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Autochtonen;Niet gehuwd;2007;;;;;;;;;;;
1723;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Autochtonen;Niet gehuwd;2008;;;;;;;;;;;
1724;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Autochtonen;Niet gehuwd;2009;;;;;;;;;;;
1725;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Autochtonen;Niet gehuwd;2010;;;;;;;;;;;
1726;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Autochtonen;Niet gehuwd;2011;;;;;;;;;;;
1727;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Nederlandse Antillen en Aruba;Autochtonen;Niet gehuwd;2012;;;;;;;;;;;
1728;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Overige niet-westerse allochtonen;Totaal alle generaties;Totaal burgerlijke staat;2005;396950.0;1800.0;8100.0;66.0;600.0;3000.0;25.0;14.0;2400.0;11100.0;91.0
1729;Totaal mannen en vrouwen;Totaal 15 tot 65 jarigen;Overige niet-westerse allochtonen;Totaal alle generaties;Totaal burgerlijke staat;2006;402500.0;1900.0;8200.0;61.0;700.0;3700.0;27.0;15.0;2600.0;11900.0;88.0
