ID;Geslacht;Leeftijd;Migratieachtergrond;Generatie;Perioden;TotaleBevolking_1
1838;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 juli 2007;664201.0
1839;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 augustus 2007;665461.0
1840;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 september 2007;666485.0
1841;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 oktober 2007;667760.0
1842;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 november 2007;668797.0
1843;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 december 2007;669816.0
1844;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 januari 2008;671326.0
1845;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 februari 2008;672631.0
1846;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 maart 2008;673934.0
1847;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 april 2008;675364.0
1848;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 mei 2008;676683.0
1849;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 juni 2008;678180.0
1850;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 juli 2008;679730.0
1851;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 augustus 2008;681094.0
1852;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 september 2008;682236.0
1853;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 oktober 2008;683570.0
1854;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 november 2008;684980.0
1855;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 december 2008;686365.0
1856;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 januari 2009;687911.0
1857;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 februari 2009;689363.0
1858;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 maart 2009;690758.0
1859;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 april 2009;692156.0
1860;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 mei 2009;693520.0
1861;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 juni 2009;695095.0
1862;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 juli 2009;696892.0
1863;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 augustus 2009;698427.0
1864;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 september 2009;699748.0
1865;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 oktober 2009;701276.0
1866;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 november 2009;702534.0
1867;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 december 2009;703951.0
1868;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 januari 2010;706968.0
1869;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 februari 2010;708381.0
1870;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 maart 2010;709762.0
1871;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 april 2010;711143.0
1872;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 mei 2010;712682.0
1873;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 juni 2010;714302.0
1874;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 juli 2010;716090.0
1875;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 augustus 2010;717511.0
1876;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 september 2010;718829.0
1877;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 oktober 2010;720193.0
1878;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 november 2010;721691.0
1879;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 december 2010;722965.0
1880;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 januari 2011;724048.0
1881;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 februari 2011;725422.0
1882;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 maart 2011;726762.0
1883;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 april 2011;728265.0
1884;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 mei 2011;729442.0
1885;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 juni 2011;730962.0
1886;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 juli 2011;732585.0
1887;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 augustus 2011;734054.0
1888;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 september 2011;735431.0
1889;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 oktober 2011;736667.0
1890;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 november 2011;737758.0
1891;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 december 2011;738927.0
1892;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 januari 2012;740211.0
1893;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 februari 2012;741494.0
1894;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 maart 2012;742768.0
1895;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 april 2012;744065.0
1896;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 mei 2012;745220.0
1897;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 juni 2012;746660.0
1898;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 juli 2012;747968.0
1899;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 augustus 2012;749185.0
1900;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 september 2012;750311.0
1901;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 oktober 2012;751510.0
1902;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 november 2012;752644.0
1903;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 december 2012;753733.0
1904;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 januari 2013;754705.0
1905;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 februari 2013;755920.0
1906;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 maart 2013;757106.0
1907;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 april 2013;758425.0
1908;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 mei 2013;759527.0
1909;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 juni 2013;760814.0
1910;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 juli 2013;762160.0
1911;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 augustus 2013;763352.0
1912;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 september 2013;764361.0
1913;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 oktober 2013;765297.0
1914;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 november 2013;766322.0
1915;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 december 2013;767283.0
1916;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 januari 2014;768258.0
1917;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 februari 2014;769459.0
1918;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 maart 2014;770680.0
1919;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 april 2014;772065.0
1920;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 mei 2014;773267.0
1921;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 juni 2014;774653.0
1922;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 juli 2014;776129.0
1923;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 augustus 2014;777332.0
1924;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 september 2014;778295.0
1925;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 oktober 2014;779375.0
1926;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 november 2014;780407.0
1927;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 december 2014;781595.0
1928;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 januari 2015;782440.0
1929;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 februari 2015;783602.0
1930;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 maart 2015;784818.0
1931;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 april 2015;785888.0
1932;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 mei 2015;787000.0
1933;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 juni 2015;788287.0
1934;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 juli 2015;789500.0
1935;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 augustus 2015;790559.0
1936;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 september 2015;791492.0
1937;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 oktober 2015;792784.0
1938;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 november 2015;793981.0
1939;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 december 2015;795457.0
1940;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 januari 2016;796673.0
1941;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 februari 2016;798093.0
1942;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 maart 2016;799497.0
1943;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 april 2016;800887.0
1944;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 mei 2016;802308.0
1945;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 juni 2016;803904.0
1946;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 juli 2016;805499.0
1947;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 augustus 2016;807143.0
1948;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 september 2016;808648.0
1949;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2e gen migratieachtergrond, 2 ouder...;1 oktober 2016;810168.0
1950;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 januari 2006;1427565.0
1951;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 februari 2006;1427779.0
1952;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 maart 2006;1428149.0
1953;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 april 2006;1427047.0
1954;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 mei 2006;1426674.0
1955;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 juni 2006;1426214.0
1956;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 juli 2006;1426013.0
1957;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 augustus 2006;1425277.0
1958;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 september 2006;1426772.0
1959;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 oktober 2006;1430233.0
1960;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 november 2006;1431776.0
1961;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 december 2006;1431950.0
1962;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 januari 2007;1431954.0
1963;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 februari 2007;1433290.0
1964;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 maart 2007;1435295.0
1965;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 april 2007;1436170.0
1966;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 mei 2007;1436885.0
1967;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 juni 2007;1437843.0
1968;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 juli 2007;1438168.0
1969;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 augustus 2007;1438219.0
1970;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 september 2007;1440111.0
1971;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 oktober 2007;1445241.0
1972;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 november 2007;1447703.0
1973;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 december 2007;1449134.0
1974;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 januari 2008;1449686.0
1975;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 februari 2008;1452238.0
1976;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 maart 2008;1455012.0
1977;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 april 2008;1456323.0
1978;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 mei 2008;1458339.0
1979;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 juni 2008;1459986.0
1980;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 juli 2008;1461170.0
1981;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 augustus 2008;1461856.0
1982;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 september 2008;1464764.0
1983;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 oktober 2008;1472498.0
1984;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 november 2008;1475956.0
1985;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 december 2008;1477984.0
1986;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 januari 2009;1478396.0
1987;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 februari 2009;1480193.0
1988;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 maart 2009;1482794.0
1989;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 april 2009;1484427.0
1990;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 mei 2009;1485194.0
1991;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 juni 2009;1486280.0
1992;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 juli 2009;1486710.0
1993;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 augustus 2009;1487127.0
1994;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 september 2009;1489606.0
1995;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 oktober 2009;1496937.0
1996;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 november 2009;1499144.0
1997;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 december 2009;1500553.0
1998;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 januari 2010;1501309.0
1999;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 februari 2010;1502712.0
2000;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 maart 2010;1505112.0
2001;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 april 2010;1506043.0
2002;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 mei 2010;1506999.0
2003;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 juni 2010;1507776.0
2004;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 juli 2010;1508746.0
2005;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 augustus 2010;1508584.0
2006;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 september 2010;1513517.0
2007;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 oktober 2010;1521772.0
2008;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 november 2010;1525786.0
2009;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 december 2010;1527766.0
2010;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 januari 2011;1527774.0
2011;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 februari 2011;1529975.0
2012;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 maart 2011;1533174.0
2013;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 april 2011;1534835.0
2014;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 mei 2011;1535471.0
2015;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 juni 2011;1536266.0
2016;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 juli 2011;1536487.0
2017;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 augustus 2011;1536589.0
2018;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 september 2011;1542681.0
2019;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 oktober 2011;1552123.0
2020;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 november 2011;1554861.0
2021;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 december 2011;1557137.0
2022;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 januari 2012;1556542.0
2023;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 februari 2012;1557232.0
2024;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 maart 2012;1559486.0
2025;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 april 2012;1560272.0
2026;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 mei 2012;1560819.0
2027;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 juni 2012;1561064.0
2028;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 juli 2012;1560273.0
2029;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 augustus 2012;1559196.0
2030;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 september 2012;1564935.0
2031;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 oktober 2012;1574295.0
2032;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 november 2012;1576958.0
2033;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 december 2012;1578337.0
2034;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 januari 2013;1576986.0
2035;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 februari 2013;1578248.0
2036;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 maart 2013;1579740.0
2037;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 april 2013;1580208.0
2038;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 mei 2013;1580446.0
2039;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 juni 2013;1581383.0
2040;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 juli 2013;1581025.0
2041;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 augustus 2013;1580117.0
2042;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 september 2013;1585247.0
2043;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 oktober 2013;1593862.0
2044;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 november 2013;1596401.0
2045;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 december 2013;1597900.0
2046;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 januari 2014;1597160.0
2047;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 februari 2014;1599839.0
2048;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 maart 2014;1603053.0
2049;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 april 2014;1604959.0
2050;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 mei 2014;1606730.0
2051;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 juni 2014;1607754.0
2052;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 juli 2014;1607791.0
2053;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 augustus 2014;1606296.0
2054;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 september 2014;1611669.0
2055;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 oktober 2014;1621624.0
2056;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 november 2014;1624943.0
2057;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 december 2014;1626957.0
2058;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 januari 2015;1626812.0
2059;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 februari 2015;1628133.0
2060;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 maart 2015;1630770.0
2061;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 april 2015;1631814.0
2062;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 mei 2015;1632991.0
2063;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 juni 2015;1633637.0
2064;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 juli 2015;1633531.0
2065;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 augustus 2015;1632429.0
2066;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 september 2015;1638943.0
2067;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 oktober 2015;1649629.0
2068;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 november 2015;1653571.0
2069;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;Totaal;1 december 2015;1656200.0
