ID;TypeHuishouden;LeeftijdJongstePartner;Herkomst;Generatie;OoitOfNooitGescheiden;Perioden;AantalParen_1;OpgebouwdeJaarlijkseAanspraken_2;TeBereikenJaarlijkseAanspraken_3;Vervangingspercentage_4;OpgebouwdeJaarlijkseAanspraken_5;TeBereikenJaarlijkseAanspraken_6;Vervangingspercentage_7;Vermogen_8;OpgebouwdeJaarlijkseAanspraken_9;TeBereikenJaarlijkseAanspraken_10;Vervangingspercentage_11
873;Totaal huishoudsamenstelling;15 tot 20 jaar;Gemengde herkomst;Niet geboren in Nederland;Nooit gescheiden;2006;100;1200.0;14900.0;;300.0;2500.0;;2.0;1500.0;17400.0;
874;Totaal huishoudsamenstelling;15 tot 20 jaar;Gemengde herkomst;Niet geboren in Nederland;Nooit gescheiden;2007;150;1400.0;15600.0;;300.0;2500.0;;3.0;1700.0;18100.0;
875;Totaal huishoudsamenstelling;15 tot 20 jaar;Gemengde herkomst;Niet geboren in Nederland;Nooit gescheiden;2008;150;1400.0;15900.0;;400.0;5100.0;;9.0;1800.0;21000.0;
876;Totaal huishoudsamenstelling;15 tot 20 jaar;Gemengde herkomst;Niet geboren in Nederland;Nooit gescheiden;2009;100;1100.0;16700.0;;;;;7.0;;;
877;Totaal huishoudsamenstelling;15 tot 20 jaar;Gemengde herkomst;Niet geboren in Nederland;Nooit gescheiden;2010;150;1100.0;16800.0;;200.0;800.0;;5.0;1300.0;17600.0;
878;Totaal huishoudsamenstelling;15 tot 20 jaar;Gemengde herkomst;Niet geboren in Nederland;Nooit gescheiden;2011;150;1300.0;17300.0;;;;;3.0;;;
879;Totaal huishoudsamenstelling;15 tot 20 jaar;Gemengde herkomst;Niet geboren in Nederland;Nooit gescheiden;2012;150;900.0;17300.0;;;;;0.0;;;
880;Totaal huishoudsamenstelling;15 tot 20 jaar;Gemengde herkomst;Niet geboren in Nederland;Gemengde scheidingsachtergrond;2005;0;;;;;;;;;;
881;Totaal huishoudsamenstelling;15 tot 20 jaar;Gemengde herkomst;Niet geboren in Nederland;Gemengde scheidingsachtergrond;2006;0;;;;;;;;;;
882;Totaal huishoudsamenstelling;15 tot 20 jaar;Gemengde herkomst;Niet geboren in Nederland;Gemengde scheidingsachtergrond;2007;0;;;;;;;;;;
883;Totaal huishoudsamenstelling;15 tot 20 jaar;Gemengde herkomst;Niet geboren in Nederland;Gemengde scheidingsachtergrond;2008;0;;;;;;;;;;
884;Totaal huishoudsamenstelling;15 tot 20 jaar;Gemengde herkomst;Niet geboren in Nederland;Gemengde scheidingsachtergrond;2009;0;;;;;;;;;;
885;Totaal huishoudsamenstelling;15 tot 20 jaar;Gemengde herkomst;Niet geboren in Nederland;Gemengde scheidingsachtergrond;2010;0;;;;;;;;;;
886;Totaal huishoudsamenstelling;15 tot 20 jaar;Gemengde herkomst;Niet geboren in Nederland;Gemengde scheidingsachtergrond;2011;0;;;;;;;;;;
887;Totaal huishoudsamenstelling;15 tot 20 jaar;Gemengde herkomst;Niet geboren in Nederland;Gemengde scheidingsachtergrond;2012;0;;;;;;;;;;
888;Totaal huishoudsamenstelling;15 tot 20 jaar;Gemengde herkomst;Niet geboren in Nederland;Ooit gescheiden;2005;0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;
889;Totaal huishoudsamenstelling;15 tot 20 jaar;Gemengde herkomst;Niet geboren in Nederland;Ooit gescheiden;2006;0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;
890;Totaal huishoudsamenstelling;15 tot 20 jaar;Gemengde herkomst;Niet geboren in Nederland;Ooit gescheiden;2007;0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;
891;Totaal huishoudsamenstelling;15 tot 20 jaar;Gemengde herkomst;Niet geboren in Nederland;Ooit gescheiden;2008;0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;
892;Totaal huishoudsamenstelling;15 tot 20 jaar;Gemengde herkomst;Niet geboren in Nederland;Ooit gescheiden;2009;0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;
893;Totaal huishoudsamenstelling;15 tot 20 jaar;Gemengde herkomst;Niet geboren in Nederland;Ooit gescheiden;2010;0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;
894;Totaal huishoudsamenstelling;15 tot 20 jaar;Gemengde herkomst;Niet geboren in Nederland;Ooit gescheiden;2011;0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;
895;Totaal huishoudsamenstelling;15 tot 20 jaar;Gemengde herkomst;Niet geboren in Nederland;Ooit gescheiden;2012;0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;
896;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Totaal alle generaties;Totaal ooit of nooit gescheiden;2005;2400;2000.0;15600.0;;600.0;4200.0;;6.0;2600.0;19800.0;
897;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Totaal alle generaties;Totaal ooit of nooit gescheiden;2006;1850;2200.0;15800.0;;700.0;5000.0;;6.0;2900.0;20800.0;
898;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Totaal alle generaties;Totaal ooit of nooit gescheiden;2007;1900;2300.0;16300.0;;800.0;5700.0;;6.0;3100.0;22000.0;
899;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Totaal alle generaties;Totaal ooit of nooit gescheiden;2008;1850;2300.0;16800.0;;700.0;5900.0;;9.0;3000.0;22700.0;
900;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Totaal alle generaties;Totaal ooit of nooit gescheiden;2009;1800;2500.0;17500.0;;500.0;2100.0;;5.0;3000.0;19600.0;
901;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Totaal alle generaties;Totaal ooit of nooit gescheiden;2010;1750;2500.0;17600.0;;500.0;1900.0;;7.0;3000.0;19500.0;
902;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Totaal alle generaties;Totaal ooit of nooit gescheiden;2011;1550;2400.0;17900.0;;400.0;1600.0;;6.0;2800.0;19500.0;
903;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Totaal alle generaties;Totaal ooit of nooit gescheiden;2012;1500;2400.0;18000.0;;300.0;1400.0;;3.0;2700.0;19400.0;
904;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Totaal alle generaties;Nooit gescheiden;2005;2100;1800.0;15700.0;;500.0;3900.0;;6.0;2300.0;19600.0;
905;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Totaal alle generaties;Nooit gescheiden;2006;1600;2000.0;15900.0;;600.0;4800.0;;6.0;2600.0;20700.0;
906;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Totaal alle generaties;Nooit gescheiden;2007;1650;2100.0;16400.0;;700.0;5500.0;;5.0;2800.0;21900.0;
907;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Totaal alle generaties;Nooit gescheiden;2008;1650;2100.0;16900.0;;500.0;5600.0;;9.0;2600.0;22500.0;
908;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Totaal alle generaties;Nooit gescheiden;2009;1550;2200.0;17600.0;;300.0;1900.0;;5.0;2500.0;19500.0;
909;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Totaal alle generaties;Nooit gescheiden;2010;1500;2300.0;17800.0;;300.0;1600.0;;7.0;2600.0;19400.0;
910;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Totaal alle generaties;Nooit gescheiden;2011;1350;2200.0;17900.0;;300.0;1400.0;;6.0;2500.0;19300.0;
911;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Totaal alle generaties;Nooit gescheiden;2012;1350;2200.0;18100.0;;200.0;1300.0;;3.0;2400.0;19400.0;
912;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Totaal alle generaties;Gemengde scheidingsachtergrond;2005;300;3100.0;14700.0;;1400.0;6000.0;;6.0;4500.0;20700.0;
913;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Totaal alle generaties;Gemengde scheidingsachtergrond;2006;250;3200.0;14900.0;;1500.0;6800.0;;8.0;4700.0;21700.0;
914;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Totaal alle generaties;Gemengde scheidingsachtergrond;2007;250;3500.0;15400.0;;1800.0;7100.0;;10.0;5300.0;22500.0;
915;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Totaal alle generaties;Gemengde scheidingsachtergrond;2008;200;3800.0;15900.0;;2100.0;8100.0;;9.0;5900.0;24000.0;
916;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Totaal alle generaties;Gemengde scheidingsachtergrond;2009;250;4000.0;16800.0;;1500.0;3700.0;;7.0;5500.0;20500.0;
917;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Totaal alle generaties;Gemengde scheidingsachtergrond;2010;200;4300.0;16800.0;;1700.0;3700.0;;10.0;6000.0;20500.0;
918;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Totaal alle generaties;Gemengde scheidingsachtergrond;2011;150;4600.0;17400.0;;1400.0;2800.0;;7.0;6000.0;20200.0;
919;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Totaal alle generaties;Gemengde scheidingsachtergrond;2012;150;4600.0;17500.0;;1000.0;2600.0;;7.0;5600.0;20100.0;
920;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Totaal alle generaties;Ooit gescheiden;2005;0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;
921;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Totaal alle generaties;Ooit gescheiden;2006;0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;
922;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Totaal alle generaties;Ooit gescheiden;2007;0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;
923;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Totaal alle generaties;Ooit gescheiden;2008;0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;
924;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Totaal alle generaties;Ooit gescheiden;2009;0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;
925;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Totaal alle generaties;Ooit gescheiden;2010;0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;
926;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Totaal alle generaties;Ooit gescheiden;2011;0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;
927;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Totaal alle generaties;Ooit gescheiden;2012;0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;
928;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Geboren in Nederland;Totaal ooit of nooit gescheiden;2005;400;1800.0;16300.0;;300.0;3800.0;;10.0;2100.0;20100.0;
929;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Geboren in Nederland;Totaal ooit of nooit gescheiden;2006;400;1900.0;16400.0;;300.0;5300.0;;8.0;2200.0;21700.0;
930;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Geboren in Nederland;Totaal ooit of nooit gescheiden;2007;500;2000.0;17000.0;;400.0;5900.0;;6.0;2400.0;22900.0;
931;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Geboren in Nederland;Totaal ooit of nooit gescheiden;2008;500;2100.0;17500.0;;400.0;5800.0;;13.0;2500.0;23300.0;
932;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Geboren in Nederland;Totaal ooit of nooit gescheiden;2009;400;2300.0;18400.0;;200.0;2100.0;;7.0;2500.0;20500.0;
933;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Geboren in Nederland;Totaal ooit of nooit gescheiden;2010;400;2400.0;18500.0;;100.0;1200.0;;7.0;2500.0;19700.0;
934;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Geboren in Nederland;Totaal ooit of nooit gescheiden;2011;350;2500.0;18800.0;;100.0;1400.0;;9.0;2600.0;20200.0;
935;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Geboren in Nederland;Totaal ooit of nooit gescheiden;2012;300;2500.0;19100.0;;100.0;1200.0;;6.0;2600.0;20300.0;
936;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Geboren in Nederland;Nooit gescheiden;2005;350;1800.0;16300.0;;200.0;3600.0;;9.0;2000.0;19900.0;
937;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Geboren in Nederland;Nooit gescheiden;2006;400;1900.0;16400.0;;300.0;5100.0;;8.0;2200.0;21500.0;
938;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Geboren in Nederland;Nooit gescheiden;2007;450;2000.0;17000.0;;400.0;5700.0;;7.0;2400.0;22700.0;
939;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Geboren in Nederland;Nooit gescheiden;2008;450;2000.0;17500.0;;300.0;5700.0;;13.0;2300.0;23200.0;
940;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Geboren in Nederland;Nooit gescheiden;2009;400;2300.0;18400.0;;200.0;2100.0;;7.0;2500.0;20500.0;
941;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Geboren in Nederland;Nooit gescheiden;2010;400;2300.0;18500.0;;100.0;1200.0;;7.0;2400.0;19700.0;
942;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Geboren in Nederland;Nooit gescheiden;2011;300;2400.0;18800.0;;100.0;1400.0;;9.0;2500.0;20200.0;
943;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Geboren in Nederland;Nooit gescheiden;2012;300;2400.0;19100.0;;100.0;1200.0;;5.0;2500.0;20300.0;
944;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Geboren in Nederland;Gemengde scheidingsachtergrond;2005;0;;;;;;;;;;
945;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Geboren in Nederland;Gemengde scheidingsachtergrond;2006;0;;;;;;;;;;
946;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Geboren in Nederland;Gemengde scheidingsachtergrond;2007;0;;;;;;;;;;
947;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Geboren in Nederland;Gemengde scheidingsachtergrond;2008;0;;;;;;;;;;
948;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Geboren in Nederland;Gemengde scheidingsachtergrond;2009;0;;;;;;;;;;
949;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Geboren in Nederland;Gemengde scheidingsachtergrond;2010;0;;;;;;;;;;
950;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Geboren in Nederland;Gemengde scheidingsachtergrond;2011;0;;;;;;;;;;
951;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Geboren in Nederland;Gemengde scheidingsachtergrond;2012;0;;;;;;;;;;
952;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Geboren in Nederland;Ooit gescheiden;2005;0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;
953;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Geboren in Nederland;Ooit gescheiden;2006;0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;
954;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Geboren in Nederland;Ooit gescheiden;2007;0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;
955;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Geboren in Nederland;Ooit gescheiden;2008;0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;
956;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Geboren in Nederland;Ooit gescheiden;2009;0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;
957;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Geboren in Nederland;Ooit gescheiden;2010;0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;
958;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Geboren in Nederland;Ooit gescheiden;2011;0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;
959;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Geboren in Nederland;Ooit gescheiden;2012;0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;
960;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Gemengde generatie;Totaal ooit of nooit gescheiden;2005;850;2400.0;15600.0;;900.0;5200.0;;9.0;3300.0;20800.0;
961;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Gemengde generatie;Totaal ooit of nooit gescheiden;2006;700;2700.0;15800.0;;1100.0;6100.0;;10.0;3800.0;21900.0;
962;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Gemengde generatie;Totaal ooit of nooit gescheiden;2007;700;2800.0;16400.0;;1300.0;6700.0;;8.0;4100.0;23100.0;
963;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Gemengde generatie;Totaal ooit of nooit gescheiden;2008;750;2800.0;16800.0;;1100.0;7000.0;;10.0;3900.0;23800.0;
964;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Gemengde generatie;Totaal ooit of nooit gescheiden;2009;650;3300.0;17600.0;;800.0;2700.0;;7.0;4100.0;20300.0;
965;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Gemengde generatie;Totaal ooit of nooit gescheiden;2010;650;3400.0;17800.0;;800.0;2400.0;;11.0;4200.0;20200.0;
966;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Gemengde generatie;Totaal ooit of nooit gescheiden;2011;500;3400.0;18100.0;;700.0;2200.0;;7.0;4100.0;20300.0;
967;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Gemengde generatie;Totaal ooit of nooit gescheiden;2012;450;3400.0;18300.0;;600.0;2300.0;;4.0;4000.0;20600.0;
968;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Gemengde generatie;Nooit gescheiden;2005;700;2200.0;15700.0;;700.0;5000.0;;9.0;2900.0;20700.0;
969;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Gemengde generatie;Nooit gescheiden;2006;550;2500.0;15900.0;;900.0;6000.0;;10.0;3400.0;21900.0;
970;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Gemengde generatie;Nooit gescheiden;2007;550;2500.0;16500.0;;1100.0;6600.0;;8.0;3600.0;23100.0;
971;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Gemengde generatie;Nooit gescheiden;2008;600;2500.0;17000.0;;800.0;6700.0;;11.0;3300.0;23700.0;
972;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Gemengde generatie;Nooit gescheiden;2009;500;2900.0;17700.0;;600.0;2500.0;;7.0;3500.0;20200.0;
973;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Gemengde generatie;Nooit gescheiden;2010;500;3000.0;18000.0;;500.0;2000.0;;11.0;3500.0;20000.0;
974;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Gemengde generatie;Nooit gescheiden;2011;400;3000.0;18300.0;;500.0;2000.0;;8.0;3500.0;20300.0;
975;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Gemengde generatie;Nooit gescheiden;2012;400;3100.0;18400.0;;500.0;2200.0;;4.0;3600.0;20600.0;
976;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Gemengde generatie;Gemengde scheidingsachtergrond;2005;150;3500.0;15000.0;;1700.0;6300.0;;5.0;5200.0;21300.0;
977;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Gemengde generatie;Gemengde scheidingsachtergrond;2006;150;3600.0;15100.0;;1700.0;6700.0;;12.0;5300.0;21800.0;
978;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Gemengde generatie;Gemengde scheidingsachtergrond;2007;150;3800.0;15600.0;;1900.0;7200.0;;10.0;5700.0;22800.0;
979;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Gemengde generatie;Gemengde scheidingsachtergrond;2008;150;4100.0;16000.0;;2300.0;8300.0;;9.0;6400.0;24300.0;
980;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Gemengde generatie;Gemengde scheidingsachtergrond;2009;150;4400.0;17100.0;;1400.0;3600.0;;9.0;5800.0;20700.0;
981;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Gemengde generatie;Gemengde scheidingsachtergrond;2010;150;4700.0;17000.0;;1900.0;4000.0;;11.0;6600.0;21000.0;
982;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Gemengde generatie;Gemengde scheidingsachtergrond;2011;100;5100.0;17500.0;;1700.0;3100.0;;7.0;6800.0;20600.0;
983;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Gemengde generatie;Gemengde scheidingsachtergrond;2012;100;5000.0;17500.0;;1100.0;2900.0;;5.0;6100.0;20400.0;
984;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Gemengde generatie;Ooit gescheiden;2005;0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;
985;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Gemengde generatie;Ooit gescheiden;2006;0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;
986;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Gemengde generatie;Ooit gescheiden;2007;0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;
987;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Gemengde generatie;Ooit gescheiden;2008;0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;
988;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Gemengde generatie;Ooit gescheiden;2009;0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;
989;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Gemengde generatie;Ooit gescheiden;2010;0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;
990;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Gemengde generatie;Ooit gescheiden;2011;0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;
991;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Gemengde generatie;Ooit gescheiden;2012;0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;
992;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Niet geboren in Nederland;Totaal ooit of nooit gescheiden;2005;1150;1700.0;15300.0;;400.0;3500.0;;4.0;2100.0;18800.0;
993;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Niet geboren in Nederland;Totaal ooit of nooit gescheiden;2006;750;1800.0;15400.0;;500.0;3900.0;;2.0;2300.0;19300.0;
994;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Niet geboren in Nederland;Totaal ooit of nooit gescheiden;2007;700;1900.0;15800.0;;600.0;4600.0;;3.0;2500.0;20400.0;
995;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Niet geboren in Nederland;Totaal ooit of nooit gescheiden;2008;650;1900.0;16300.0;;600.0;4800.0;;4.0;2500.0;21100.0;
996;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Niet geboren in Nederland;Totaal ooit of nooit gescheiden;2009;700;1800.0;16900.0;;400.0;1600.0;;2.0;2200.0;18500.0;
997;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Niet geboren in Nederland;Totaal ooit of nooit gescheiden;2010;700;1800.0;17000.0;;400.0;1800.0;;4.0;2200.0;18800.0;
998;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Niet geboren in Nederland;Totaal ooit of nooit gescheiden;2011;700;1700.0;17200.0;;300.0;1200.0;;3.0;2000.0;18400.0;
999;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Niet geboren in Nederland;Totaal ooit of nooit gescheiden;2012;700;1600.0;17400.0;;200.0;1000.0;;1.0;1800.0;18400.0;
1000;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Niet geboren in Nederland;Nooit gescheiden;2005;1050;1600.0;15400.0;;400.0;3300.0;;3.0;2000.0;18700.0;
1001;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Niet geboren in Nederland;Nooit gescheiden;2006;650;1700.0;15600.0;;400.0;3500.0;;2.0;2100.0;19100.0;
1002;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Niet geboren in Nederland;Nooit gescheiden;2007;650;1800.0;15900.0;;500.0;4400.0;;2.0;2300.0;20300.0;
1003;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Niet geboren in Nederland;Nooit gescheiden;2008;600;1800.0;16400.0;;400.0;4500.0;;4.0;2200.0;20900.0;
1004;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Niet geboren in Nederland;Nooit gescheiden;2009;650;1700.0;17000.0;;200.0;1300.0;;2.0;1900.0;18300.0;
1005;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Niet geboren in Nederland;Nooit gescheiden;2010;650;1600.0;17100.0;;300.0;1600.0;;3.0;1900.0;18700.0;
1006;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Niet geboren in Nederland;Nooit gescheiden;2011;650;1600.0;17300.0;;200.0;1100.0;;3.0;1800.0;18400.0;
1007;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Niet geboren in Nederland;Nooit gescheiden;2012;650;1500.0;17400.0;;100.0;900.0;;1.0;1600.0;18300.0;
1008;Totaal huishoudsamenstelling;15 tot 20 jaar;Niet-westerse allochtonen;Niet geboren in Nederland;Gemengde scheidingsachtergrond;2005;100;2700.0;14200.0;;1100.0;5300.0;;7.0;3800.0;19500.0;
