ID;Achtergrondkenmerken;Perioden;TotaalVakantiejaar_1;Herfstperiode_2;Kerstperiode_3;Krokusperiode_4;Paasperiode_5;Voorseizoen_6;Hoogseizoen_7;Naseizoen_8
338;65 tot 75 jarigen nieuwe indeling;2015;37.4;4.4;2.1;3.0;2.0;12.1;8.9;4.9
339;65 tot 75 jarigen nieuwe indeling;2016;39.3;4.0;1.7;2.8;2.8;13.0;9.5;5.4
340;75 jarigen of ouder nieuwe indeling;2000;;;;;;;;
341;75 jarigen of ouder nieuwe indeling;2001;;;;;;;;
342;75 jarigen of ouder nieuwe indeling;2002;13.0;1.1;0.6;0.7;1.1;3.6;3.7;2.1
343;75 jarigen of ouder nieuwe indeling;2003;10.1;1.2;0.7;0.6;0.6;3.5;2.0;1.6
344;75 jarigen of ouder nieuwe indeling;2004;10.0;0.6;0.6;0.9;0.4;3.1;2.5;1.8
345;75 jarigen of ouder nieuwe indeling;2005;10.4;1.0;0.9;0.8;0.7;3.2;2.0;1.8
346;75 jarigen of ouder nieuwe indeling;2006;12.4;1.4;0.7;0.9;0.9;4.0;2.7;1.8
347;75 jarigen of ouder nieuwe indeling;2007;13.1;1.8;1.0;1.0;0.8;4.1;2.7;1.8
348;75 jarigen of ouder nieuwe indeling;2008;13.3;1.9;0.8;0.7;1.0;4.5;2.7;1.5
349;75 jarigen of ouder nieuwe indeling;2009;9.4;1.1;0.7;0.6;0.5;2.6;2.9;1.0
350;75 jarigen of ouder nieuwe indeling;2010;12.2;1.3;0.9;0.8;1.2;3.4;3.3;1.3
351;75 jarigen of ouder nieuwe indeling;2011;14.0;1.1;0.9;1.0;1.6;5.0;3.3;1.1
352;75 jarigen of ouder nieuwe indeling;2012;12.5;1.4;1.1;1.1;0.7;4.3;3.0;1.0
353;75 jarigen of ouder nieuwe indeling;2013;13.4;1.3;0.6;1.3;0.9;4.0;3.2;2.0
354;75 jarigen of ouder nieuwe indeling;2014;14.7;1.5;0.8;1.2;1.0;5.0;3.2;1.9
355;75 jarigen of ouder nieuwe indeling;2015;15.8;1.3;1.0;1.6;1.1;5.7;3.1;2.0
356;75 jarigen of ouder nieuwe indeling;2016;14.3;1.3;0.7;1.5;0.8;5.1;3.1;1.9
357;Alleenstaande;2000;22.8;2.1;1.4;2.6;1.2;4.7;7.8;2.9
358;Alleenstaande;2001;26.2;2.9;1.7;1.8;2.0;5.7;8.2;3.9
359;Alleenstaande;2002;35.1;4.4;3.0;4.4;1.9;8.4;9.4;3.6
360;Alleenstaande;2003;27.6;3.4;3.4;2.4;1.7;6.2;7.0;3.5
361;Alleenstaande;2004;26.1;2.9;2.5;2.6;1.5;5.4;7.1;4.0
362;Alleenstaande;2005;22.8;2.8;2.4;2.0;1.6;5.1;5.3;3.5
363;Alleenstaande;2006;21.3;2.8;2.3;1.9;1.7;4.6;5.7;2.4
364;Alleenstaande;2007;22.6;3.5;2.5;2.2;1.4;4.9;5.5;2.4
365;Alleenstaande;2008;24.6;3.8;2.3;1.7;1.3;5.8;6.0;3.0
366;Alleenstaande;2009;23.9;3.6;2.1;2.3;1.7;4.8;6.5;2.9
367;Alleenstaande;2010;25.4;3.5;2.4;2.0;2.0;5.6;7.9;2.0
368;Alleenstaande;2011;27.0;3.4;2.3;3.1;2.1;5.6;8.5;2.1
369;Alleenstaande;2012;26.1;3.3;2.0;2.7;1.6;5.6;8.3;2.6
370;Alleenstaande;2013;24.0;2.7;2.3;2.1;1.7;4.9;7.8;2.6
371;Alleenstaande;2014;22.1;2.7;2.4;1.8;1.5;5.3;6.0;2.4
372;Alleenstaande;2015;20.8;3.1;1.9;1.5;1.3;4.4;6.0;2.6
373;Alleenstaande;2016;18.7;2.6;1.5;1.3;1.5;4.7;5.1;2.2
374;Huishouden met jongste kind 0 tot 6 jaar;2000;47.9;2.7;1.2;2.5;1.5;6.5;29.6;3.9
375;Huishouden met jongste kind 0 tot 6 jaar;2001;45.9;2.7;1.0;3.0;0.9;6.5;27.2;4.6
376;Huishouden met jongste kind 0 tot 6 jaar;2002;45.7;3.1;1.6;2.7;1.3;7.6;25.4;4.0
377;Huishouden met jongste kind 0 tot 6 jaar;2003;44.9;2.8;2.4;3.0;1.3;8.1;24.1;3.2
378;Huishouden met jongste kind 0 tot 6 jaar;2004;47.0;3.2;2.2;3.2;1.4;8.0;24.1;4.9
379;Huishouden met jongste kind 0 tot 6 jaar;2005;48.5;3.2;2.0;2.7;1.1;8.1;25.1;6.3
380;Huishouden met jongste kind 0 tot 6 jaar;2006;44.7;2.9;2.6;2.2;2.1;7.9;24.5;2.5
381;Huishouden met jongste kind 0 tot 6 jaar;2007;45.4;3.1;2.4;2.3;1.6;7.9;26.0;2.2
382;Huishouden met jongste kind 0 tot 6 jaar;2008;46.4;2.9;2.6;2.5;1.9;8.1;24.2;2.0
383;Huishouden met jongste kind 0 tot 6 jaar;2009;44.2;3.3;2.2;3.1;3.6;5.8;24.5;1.8
384;Huishouden met jongste kind 0 tot 6 jaar;2010;42.5;3.1;1.7;2.6;2.5;7.7;23.7;1.1
385;Huishouden met jongste kind 0 tot 6 jaar;2011;42.8;3.2;2.0;2.8;2.3;7.2;23.8;1.6
386;Huishouden met jongste kind 0 tot 6 jaar;2012;39.3;2.8;1.4;2.5;1.7;6.5;22.5;1.9
387;Huishouden met jongste kind 0 tot 6 jaar;2013;39.3;3.1;1.7;2.6;1.1;7.2;21.0;2.6
388;Huishouden met jongste kind 0 tot 6 jaar;2014;34.9;2.7;1.6;1.6;0.8;6.0;20.6;1.5
389;Huishouden met jongste kind 0 tot 6 jaar;2015;35.8;2.6;1.5;1.9;1.0;7.0;19.9;1.8
390;Huishouden met jongste kind 0 tot 6 jaar;2016;38.6;3.1;1.8;2.4;2.0;6.3;21.2;1.7
391;Huish. met jongste kind 6 tot 13 jaar;2000;37.5;1.3;1.1;1.6;0.6;3.4;28.1;1.3
392;Huish. met jongste kind 6 tot 13 jaar;2001;42.5;2.0;1.3;2.1;0.4;3.9;31.2;1.6
393;Huish. met jongste kind 6 tot 13 jaar;2002;45.2;2.7;1.4;2.6;0.7;5.8;29.6;2.5
394;Huish. met jongste kind 6 tot 13 jaar;2003;44.8;2.8;1.8;2.8;1.1;4.6;30.5;1.3
395;Huish. met jongste kind 6 tot 13 jaar;2004;45.0;2.8;1.5;3.1;0.5;5.1;29.0;3.0
396;Huish. met jongste kind 6 tot 13 jaar;2005;43.3;2.5;1.7;2.2;0.5;5.6;26.6;4.1
397;Huish. met jongste kind 6 tot 13 jaar;2006;43.9;2.0;1.8;2.5;1.0;4.7;31.4;0.5
398;Huish. met jongste kind 6 tot 13 jaar;2007;41.6;2.3;1.6;2.8;1.1;3.9;29.1;0.7
399;Huish. met jongste kind 6 tot 13 jaar;2008;43.3;2.4;1.9;2.3;1.3;5.3;27.3;0.4
400;Huish. met jongste kind 6 tot 13 jaar;2009;43.3;2.2;1.9;2.4;4.3;2.7;29.5;0.3
401;Huish. met jongste kind 6 tot 13 jaar;2010;42.7;2.2;1.8;2.5;2.6;5.1;28.3;0.1
402;Huish. met jongste kind 6 tot 13 jaar;2011;41.5;2.0;1.7;2.1;2.1;5.7;27.7;0.2
403;Huish. met jongste kind 6 tot 13 jaar;2012;37.6;2.1;1.8;2.2;1.2;3.7;26.6;0.1
404;Huish. met jongste kind 6 tot 13 jaar;2013;41.6;2.5;2.0;2.3;0.4;5.3;28.6;0.5
405;Huish. met jongste kind 6 tot 13 jaar;2014;39.4;1.9;2.1;2.4;0.8;4.4;27.5;0.3
406;Huish. met jongste kind 6 tot 13 jaar;2015;37.7;1.7;1.6;2.1;0.3;5.3;26.5;0.2
407;Huish. met jongste kind 6 tot 13 jaar;2016;40.6;2.0;1.8;2.7;1.6;4.0;27.8;0.7
408;Huish. met jongste kind 13 tot 18 jaar;2000;22.9;0.8;0.4;1.0;0.5;2.5;16.7;1.1
409;Huish. met jongste kind 13 tot 18 jaar;2001;20.8;0.9;0.7;0.8;0.5;1.9;15.2;0.9
410;Huish. met jongste kind 13 tot 18 jaar;2002;20.5;1.0;0.7;1.2;0.7;3.4;11.9;1.6
411;Huish. met jongste kind 13 tot 18 jaar;2003;22.0;1.3;0.9;1.5;0.5;2.9;13.6;1.4
412;Huish. met jongste kind 13 tot 18 jaar;2004;23.7;1.6;0.9;1.4;0.7;2.6;14.7;1.8
413;Huish. met jongste kind 13 tot 18 jaar;2005;22.9;1.5;0.8;1.3;0.7;2.6;13.7;2.3
414;Huish. met jongste kind 13 tot 18 jaar;2006;24.3;1.9;1.1;1.5;0.7;3.0;15.2;0.8
415;Huish. met jongste kind 13 tot 18 jaar;2007;24.6;1.9;1.1;1.8;0.7;2.4;15.7;1.0
416;Huish. met jongste kind 13 tot 18 jaar;2008;25.8;1.9;1.5;1.7;0.8;2.8;15.5;0.9
417;Huish. met jongste kind 13 tot 18 jaar;2009;24.6;1.8;1.4;1.2;1.4;2.1;16.0;0.6
418;Huish. met jongste kind 13 tot 18 jaar;2010;23.5;1.2;1.2;1.2;1.2;2.5;15.7;0.5
419;Huish. met jongste kind 13 tot 18 jaar;2011;22.0;1.1;0.9;1.1;0.9;3.1;14.6;0.2
420;Huish. met jongste kind 13 tot 18 jaar;2012;22.2;1.3;0.9;1.6;0.5;2.4;15.1;0.4
421;Huish. met jongste kind 13 tot 18 jaar;2013;22.5;1.4;1.1;1.0;0.4;2.5;15.5;0.6
422;Huish. met jongste kind 13 tot 18 jaar;2014;23.1;1.4;1.2;1.4;0.6;2.7;15.5;0.4
423;Huish. met jongste kind 13 tot 18 jaar;2015;23.2;1.2;1.2;1.5;0.4;3.3;15.2;0.5
424;Huish. met jongste kind 13 tot 18 jaar;2016;24.9;1.8;1.2;1.4;1.1;2.7;15.8;0.8
425;Huishouden met uitsl. meerderjarigen;2000;107.6;9.9;4.2;7.9;6.2;24.2;39.6;15.6
426;Huishouden met uitsl. meerderjarigen;2001;110.0;10.1;5.2;7.7;5.6;26.6;39.8;14.9
427;Huishouden met uitsl. meerderjarigen;2002;121.5;11.2;6.3;10.3;7.8;34.1;34.9;16.9
428;Huishouden met uitsl. meerderjarigen;2003;118.5;12.4;7.1;10.6;6.2;32.9;32.1;17.2
429;Huishouden met uitsl. meerderjarigen;2004;127.7;12.0;7.8;11.2;8.1;34.0;33.5;21.2
430;Huishouden met uitsl. meerderjarigen;2005;126.2;12.7;6.1;11.4;7.1;34.4;30.9;23.6
431;Huishouden met uitsl. meerderjarigen;2006;126.6;11.8;7.7;10.2;7.9;37.0;35.1;16.8
432;Huishouden met uitsl. meerderjarigen;2007;130.3;13.7;7.9;9.9;9.4;36.0;35.5;17.9
433;Huishouden met uitsl. meerderjarigen;2008;136.8;13.5;8.3;10.6;9.5;38.9;35.4;17.9
434;Huishouden met uitsl. meerderjarigen;2009;135.3;13.9;8.9;10.6;11.1;38.6;36.7;15.5
435;Huishouden met uitsl. meerderjarigen;2010;139.4;14.1;9.5;11.7;11.9;37.8;42.1;12.5
436;Huishouden met uitsl. meerderjarigen;2011;137.6;14.3;7.9;11.5;10.4;40.5;39.6;13.5
437;Huishouden met uitsl. meerderjarigen;2012;146.4;14.2;8.7;11.8;11.0;41.7;44.0;15.2
438;Huishouden met uitsl. meerderjarigen;2013;143.2;16.1;9.1;11.4;7.9;38.3;40.8;19.5
439;Huishouden met uitsl. meerderjarigen;2014;140.4;16.6;8.8;11.0;8.4;38.1;38.3;19.2
440;Huishouden met uitsl. meerderjarigen;2015;146.6;16.5;8.9;11.9;8.0;40.9;40.6;19.9
441;Huishouden met uitsl. meerderjarigen;2016;144.0;14.3;9.1;12.5;8.7;39.5;41.1;18.8
442;Sociale groep: n.v.t. (0 tot 16 jaar);2000;45.9;1.5;0.8;2.3;1.1;4.4;32.9;2.9
443;Sociale groep: n.v.t. (0 tot 16 jaar);2001;50.5;2.4;1.1;2.6;0.7;5.5;35.9;2.4
444;Sociale groep: n.v.t. (0 tot 16 jaar);2002;61.1;3.7;2.1;3.5;1.2;8.8;37.7;4.2
445;Sociale groep: n.v.t. (0 tot 16 jaar);2003;51.7;3.3;2.3;3.2;1.3;7.0;32.4;2.1
446;Sociale groep: n.v.t. (0 tot 16 jaar);2004;52.8;3.5;1.9;3.2;1.0;7.0;32.3;3.9
447;Sociale groep: n.v.t. (0 tot 16 jaar);2005;54.6;2.8;1.9;2.8;0.8;7.9;32.5;5.8
448;Sociale groep: n.v.t. (0 tot 16 jaar);2006;52.5;2.8;2.2;2.6;1.9;7.1;34.8;1.1
449;Sociale groep: n.v.t. (0 tot 16 jaar);2007;51.6;3.1;2.2;2.7;1.7;6.4;34.3;1.2
450;Sociale groep: n.v.t. (0 tot 16 jaar);2008;53.4;3.1;2.7;2.8;1.6;7.3;32.2;1.2
451;Sociale groep: n.v.t. (0 tot 16 jaar);2009;52.6;3.2;2.6;2.8;4.4;4.8;33.8;1.1
452;Sociale groep: n.v.t. (0 tot 16 jaar);2010;50.5;2.7;2.2;2.5;2.9;6.9;32.7;0.4
453;Sociale groep: n.v.t. (0 tot 16 jaar);2011;51.0;2.7;2.2;2.7;2.5;7.4;33.0;0.5
454;Sociale groep: n.v.t. (0 tot 16 jaar);2012;49.0;3.4;1.6;2.7;1.5;6.5;32.7;0.6
455;Sociale groep: n.v.t. (0 tot 16 jaar);2013;50.6;3.6;2.0;3.0;1.0;7.4;32.4;1.4
456;Sociale groep: n.v.t. (0 tot 16 jaar);2014;49.1;3.0;2.6;2.8;1.0;6.3;32.7;0.8
457;Sociale groep: n.v.t. (0 tot 16 jaar);2015;48.8;2.4;2.1;2.6;0.8;8.1;32.0;0.7
458;Sociale groep: n.v.t. (0 tot 16 jaar);2016;50.5;2.8;2.4;3.3;2.3;6.1;32.8;1.1
459;Sociale groep: totaal betaald beroep;2000;98.5;9.5;3.2;6.7;4.2;15.2;48.2;11.5
460;Sociale groep: totaal betaald beroep;2001;107.4;10.1;5.0;7.4;4.8;17.9;49.3;13.0
461;Sociale groep: totaal betaald beroep;2002;128.9;11.7;7.2;12.2;5.5;27.5;51.2;13.6
462;Sociale groep: totaal betaald beroep;2003;123.2;11.5;8.4;10.8;4.9;24.8;50.1;12.8
463;Sociale groep: totaal betaald beroep;2004;125.2;11.9;7.7;10.3;6.4;25.2;46.8;17.1
464;Sociale groep: totaal betaald beroep;2005;120.2;11.5;6.4;10.0;5.5;24.3;43.6;18.9
465;Sociale groep: totaal betaald beroep;2006;120.4;10.8;7.8;9.4;6.2;24.8;49.2;12.1
466;Sociale groep: totaal betaald beroep;2007;122.5;12.2;7.7;9.9;6.3;24.2;50.5;11.6
467;Sociale groep: totaal betaald beroep;2008;134.3;12.3;8.9;9.8;7.5;27.7;50.9;12.9
468;Sociale groep: totaal betaald beroep;2009;132.0;12.6;8.5;10.8;10.8;24.3;53.5;11.2
469;Sociale groep: totaal betaald beroep;2010;133.3;12.9;8.6;10.8;9.3;27.0;56.0;8.8
470;Sociale groep: totaal betaald beroep;2011;129.4;12.4;7.6;10.4;7.7;28.0;53.1;10.2
471;Sociale groep: totaal betaald beroep;2012;128.0;11.3;7.8;9.8;7.3;27.3;52.9;11.3
472;Sociale groep: totaal betaald beroep;2013;126.4;12.9;8.9;9.2;5.3;25.5;51.6;12.8
473;Sociale groep: totaal betaald beroep;2014;120.2;12.5;8.4;8.4;5.5;25.5;47.8;12.2
474;Sociale groep: totaal betaald beroep;2015;119.8;13.2;7.5;8.9;5.1;25.5;46.2;13.3
475;Sociale groep: totaal betaald beroep;2016;125.3;11.9;8.4;10.1;7.4;24.7;50.4;12.3
476;Sociale groep: zelfstandigen;2000;;;;;;;;
477;Sociale groep: zelfstandigen;2001;;;;;;;;
478;Sociale groep: zelfstandigen;2002;13.2;1.3;0.8;1.3;0.6;2.9;5.0;1.2
479;Sociale groep: zelfstandigen;2003;14.4;1.3;1.5;1.5;0.6;2.6;5.6;1.3
480;Sociale groep: zelfstandigen;2004;17.0;1.6;1.3;1.6;1.0;3.4;5.8;2.2
481;Sociale groep: zelfstandigen;2005;14.4;1.4;0.9;1.5;0.9;2.8;5.1;2.0
482;Sociale groep: zelfstandigen;2006;16.2;1.8;1.5;1.3;1.1;2.8;6.4;1.2
483;Sociale groep: zelfstandigen;2007;16.5;1.8;1.4;1.8;1.2;2.8;6.2;1.3
484;Sociale groep: zelfstandigen;2008;16.3;1.3;1.2;1.5;1.2;3.7;5.4;1.2
485;Sociale groep: zelfstandigen;2009;16.1;1.6;1.7;1.8;1.9;2.4;5.4;1.2
486;Sociale groep: zelfstandigen;2010;18.3;2.4;1.5;1.7;1.4;3.2;7.1;0.9
487;Sociale groep: zelfstandigen;2011;19.1;2.3;1.9;1.9;1.2;4.0;6.7;1.2
488;Sociale groep: zelfstandigen;2012;19.1;1.8;1.8;1.6;1.5;4.2;6.8;1.3
489;Sociale groep: zelfstandigen;2013;17.0;1.8;1.0;1.4;0.8;3.2;7.2;1.4
490;Sociale groep: zelfstandigen;2014;17.0;1.8;1.5;1.9;1.0;3.2;6.4;1.3
491;Sociale groep: zelfstandigen;2015;17.1;1.9;1.7;1.5;0.8;3.5;5.9;1.7
492;Sociale groep: zelfstandigen;2016;17.6;1.6;1.7;1.8;1.3;3.3;6.8;1.2
493;Sociale groep: hogere employés;2000;;;;;;;;
494;Sociale groep: hogere employés;2001;;;;;;;;
495;Sociale groep: hogere employés;2002;16.0;1.8;1.2;1.7;0.8;3.5;5.3;1.7
496;Sociale groep: hogere employés;2003;18.7;2.1;1.9;1.8;0.7;3.6;6.7;2.0
497;Sociale groep: hogere employés;2004;20.0;1.9;1.7;1.8;1.1;4.0;7.0;2.5
498;Sociale groep: hogere employés;2005;18.8;2.4;1.3;1.6;1.0;3.6;6.3;2.6
499;Sociale groep: hogere employés;2006;16.4;1.4;1.2;1.7;0.8;3.8;6.2;1.4
500;Sociale groep: hogere employés;2007;17.1;1.8;1.2;1.4;1.1;2.9;7.1;1.4
501;Sociale groep: hogere employés;2008;21.7;2.3;1.9;2.0;1.0;4.3;7.3;2.0
502;Sociale groep: hogere employés;2009;18.1;1.8;1.5;1.5;1.5;3.0;7.4;1.4
503;Sociale groep: hogere employés;2010;19.0;1.7;1.4;2.1;1.3;3.7;7.6;1.3
504;Sociale groep: hogere employés;2011;19.8;1.6;1.5;2.1;1.2;4.4;7.2;1.8
505;Sociale groep: hogere employés;2012;21.0;2.2;1.3;1.7;1.4;4.6;7.7;2.0
506;Sociale groep: hogere employés;2013;19.4;1.9;2.2;1.8;1.1;3.7;6.7;1.8
507;Sociale groep: hogere employés;2014;19.9;2.0;1.9;1.3;1.0;4.7;7.2;1.9
508;Sociale groep: hogere employés;2015;20.5;2.6;1.3;2.2;0.9;4.7;7.0;1.9
509;Sociale groep: hogere employés;2016;19.8;1.9;1.2;1.9;1.4;4.0;7.8;1.5
510;Sociale groep: middelbare employés;2000;;;;;;;;
511;Sociale groep: middelbare employés;2001;;;;;;;;
512;Sociale groep: middelbare employés;2002;46.5;3.8;2.5;4.6;2.0;10.3;18.2;5.1
513;Sociale groep: middelbare employés;2003;44.2;4.3;2.6;4.0;2.0;8.7;17.7;4.9
514;Sociale groep: middelbare employés;2004;43.3;4.3;2.4;3.9;2.6;8.5;15.6;6.0
515;Sociale groep: middelbare employés;2005;42.7;3.9;2.0;3.9;1.9;9.1;15.0;6.9
516;Sociale groep: middelbare employés;2006;44.3;3.7;2.6;3.5;2.4;8.6;18.8;4.8
517;Sociale groep: middelbare employés;2007;45.2;4.2;2.9;3.4;2.5;9.6;17.8;4.7
518;Sociale groep: middelbare employés;2008;45.3;4.2;3.0;3.2;2.8;8.9;17.9;3.9
519;Sociale groep: middelbare employés;2009;48.3;4.6;3.0;4.3;3.9;8.4;19.8;4.3
520;Sociale groep: middelbare employés;2010;50.4;4.7;3.0;3.9;3.6;10.0;21.6;3.7
521;Sociale groep: middelbare employés;2011;46.3;4.5;2.0;3.2;3.1;10.0;19.7;3.8
522;Sociale groep: middelbare employés;2012;43.1;3.5;2.3;3.3;2.2;9.1;18.7;4.0
523;Sociale groep: middelbare employés;2013;44.3;4.8;3.0;3.0;1.6;9.5;18.2;4.3
524;Sociale groep: middelbare employés;2014;39.7;3.9;2.2;2.8;1.6;8.0;16.7;4.4
525;Sociale groep: middelbare employés;2015;39.3;3.8;2.4;3.0;1.8;8.1;15.7;4.4
526;Sociale groep: middelbare employés;2016;42.3;3.4;2.9;3.2;2.3;8.4;17.4;4.7
527;Sociale groep: lagere employés;2000;;;;;;;;
528;Sociale groep: lagere employés;2001;;;;;;;;
529;Sociale groep: lagere employés;2002;53.3;4.7;2.7;4.6;2.0;10.9;22.6;5.8
530;Sociale groep: lagere employés;2003;45.9;3.8;2.4;3.5;1.6;9.9;20.1;4.6
531;Sociale groep: lagere employés;2004;44.9;4.1;2.2;3.0;1.7;9.3;18.3;6.4
532;Sociale groep: lagere employés;2005;44.2;3.8;2.2;3.0;1.7;8.8;17.2;7.5
533;Sociale groep: lagere employés;2006;43.5;4.0;2.5;2.9;2.0;9.5;17.8;4.8
534;Sociale groep: lagere employés;2007;46.3;4.4;2.3;3.3;1.7;9.2;20.7;4.5
535;Sociale groep: lagere employés;2008;51.0;4.5;2.8;3.1;2.5;10.8;20.3;5.8
536;Sociale groep: lagere employés;2009;49.5;4.6;2.3;3.2;3.5;10.5;20.9;4.3
537;Sociale groep: lagere employés;2010;45.6;4.1;2.7;3.1;3.0;10.1;19.7;2.9
538;Sociale groep: lagere employés;2011;44.2;4.0;2.2;3.2;2.2;9.6;19.5;3.4
539;Sociale groep: lagere employés;2012;44.8;3.8;2.4;3.2;2.2;9.4;19.7;4.0
540;Sociale groep: lagere employés;2013;45.7;4.4;2.7;3.0;1.8;9.1;19.5;5.3
541;Sociale groep: lagere employés;2014;43.6;4.8;2.8;2.4;1.9;9.6;17.5;4.6
542;Sociale groep: lagere employés;2015;42.9;4.9;2.1;2.2;1.6;9.2;17.6;5.3
543;Sociale groep: lagere employés;2016;45.6;5.0;2.6;3.2;2.4;9.0;18.4;4.9
544;Sociale groep: arbeidsongesch., bijstand;2000;9.4;0.8;0.3;0.5;0.4;1.9;4.0;1.6
545;Sociale groep: arbeidsongesch., bijstand;2001;10.8;1.0;0.3;0.5;0.6;2.3;4.8;1.3
546;Sociale groep: arbeidsongesch., bijstand;2002;8.2;0.8;0.6;0.4;0.4;2.0;2.7;1.4
547;Sociale groep: arbeidsongesch., bijstand;2003;9.0;0.9;0.6;0.6;0.6;2.1;3.0;1.3
548;Sociale groep: arbeidsongesch., bijstand;2004;11.7;0.9;0.9;1.1;0.6;2.6;3.8;1.8
549;Sociale groep: arbeidsongesch., bijstand;2005;9.2;0.7;0.5;0.8;0.5;2.4;2.6;1.8
550;Sociale groep: arbeidsongesch., bijstand;2006;9.1;0.8;0.5;0.7;0.5;2.5;3.0;1.1
551;Sociale groep: arbeidsongesch., bijstand;2007;7.9;0.9;0.4;0.7;0.7;2.1;2.0;1.1
552;Sociale groep: arbeidsongesch., bijstand;2008;7.9;0.9;0.4;0.7;0.5;2.2;2.2;0.9
553;Sociale groep: arbeidsongesch., bijstand;2009;6.6;0.8;0.2;0.6;0.6;1.8;1.9;0.8
554;Sociale groep: arbeidsongesch., bijstand;2010;8.8;1.2;0.6;0.6;0.9;2.1;2.4;0.9
555;Sociale groep: arbeidsongesch., bijstand;2011;7.2;0.7;0.4;0.3;0.9;1.9;2.4;0.7
556;Sociale groep: arbeidsongesch., bijstand;2012;8.3;1.1;0.5;0.4;0.4;1.9;2.8;1.1
557;Sociale groep: arbeidsongesch., bijstand;2013;7.7;0.7;0.5;0.5;0.5;1.8;2.6;1.1
558;Sociale groep: arbeidsongesch., bijstand;2014;7.7;0.8;0.5;0.4;0.4;1.8;2.6;1.0
559;Sociale groep: arbeidsongesch., bijstand;2015;8.1;0.9;0.4;0.6;0.4;2.0;2.8;1.0
560;Sociale groep: arbeidsongesch., bijstand;2016;7.6;0.8;0.4;0.4;0.4;1.9;2.9;0.9
561;Sociale groep: gepen., renten., AOW, VUT;2000;39.5;2.6;1.3;3.1;2.8;11.9;11.9;5.9
562;Sociale groep: gepen., renten., AOW, VUT;2001;40.5;3.2;1.8;2.5;2.5;12.1;12.4;6.0
563;Sociale groep: gepen., renten., AOW, VUT;2002;46.8;4.5;2.1;3.4;3.7;14.6;11.9;6.6
564;Sociale groep: gepen., renten., AOW, VUT;2003;44.3;5.1;2.6;3.8;2.9;13.8;8.8;7.3
565;Sociale groep: gepen., renten., AOW, VUT;2004;45.5;4.3;2.5;4.0;2.9;13.6;10.1;8.1
566;Sociale groep: gepen., renten., AOW, VUT;2005;47.6;4.9;2.9;3.8;2.7;15.1;9.7;8.5
567;Sociale groep: gepen., renten., AOW, VUT;2006;51.1;4.7;3.0;3.8;4.0;16.8;12.2;6.6
568;Sociale groep: gepen., renten., AOW, VUT;2007;50.1;5.3;2.8;4.0;3.9;16.7;9.7;7.4
569;Sociale groep: gepen., renten., AOW, VUT;2008;56.2;6.1;3.1;4.0;4.1;18.4;12.3;7.1
570;Sociale groep: gepen., renten., AOW, VUT;2009;51.1;5.5;3.5;4.0;4.1;16.5;11.3;6.0
571;Sociale groep: gepen., renten., AOW, VUT;2010;54.8;5.3;3.8;4.1;5.2;17.4;13.9;4.9
572;Sociale groep: gepen., renten., AOW, VUT;2011;56.0;5.5;2.8;5.1;5.1;19.2;13.5;4.6
573;Sociale groep: gepen., renten., AOW, VUT;2012;58.8;5.6;3.4;5.2;5.1;18.7;15.4;5.4
574;Sociale groep: gepen., renten., AOW, VUT;2013;57.2;6.0;3.0;4.8;3.4;17.7;14.1;8.0
575;Sociale groep: gepen., renten., AOW, VUT;2014;57.8;6.5;3.3;5.1;3.5;18.3;13.1;7.9
576;Sociale groep: gepen., renten., AOW, VUT;2015;60.2;6.5;3.5;5.0;3.5;19.8;13.9;7.8
577;Sociale groep: gepen., renten., AOW, VUT;2016;59.0;6.2;2.8;4.9;3.8;19.5;13.9;8.0
578;Sociale groep: huisvr./-man z. a. beroep;2000;18.0;1.2;1.0;1.2;0.6;4.1;8.6;1.3
579;Sociale groep: huisvr./-man z. a. beroep;2001;18.0;1.0;0.6;1.2;0.5;4.5;8.4;1.9
580;Sociale groep: huisvr./-man z. a. beroep;2002;14.8;1.2;0.6;1.0;0.9;4.3;4.9;1.8
581;Sociale groep: huisvr./-man z. a. beroep;2003;16.6;1.3;0.8;1.1;0.8;4.8;5.7;2.1
582;Sociale groep: huisvr./-man z. a. beroep;2004;17.0;1.1;0.9;1.7;0.8;4.3;5.8;2.3
583;Sociale groep: huisvr./-man z. a. beroep;2005;16.5;1.8;0.8;1.3;0.7;3.7;5.5;2.8
584;Sociale groep: huisvr./-man z. a. beroep;2006;15.3;1.6;1.1;1.0;0.6;3.8;5.8;1.4
585;Sociale groep: huisvr./-man z. a. beroep;2007;17.8;1.8;1.4;1.0;1.0;4.3;6.4;1.8
586;Sociale groep: huisvr./-man z. a. beroep;2008;15.5;1.3;0.9;0.9;0.9;4.3;5.0;1.8
587;Sociale groep: huisvr./-man z. a. beroep;2009;16.2;1.7;0.7;0.8;1.4;4.7;5.4;1.4
588;Sociale groep: huisvr./-man z. a. beroep;2010;12.1;0.9;0.3;1.0;0.6;3.5;5.0;0.8
589;Sociale groep: huisvr./-man z. a. beroep;2011;13.2;1.3;0.7;1.1;1.0;3.6;4.3;1.1
590;Sociale groep: huisvr./-man z. a. beroep;2012;13.5;1.2;0.8;1.2;1.2;3.6;4.7;1.0
591;Sociale groep: huisvr./-man z. a. beroep;2013;13.0;1.3;0.6;0.9;0.6;3.4;4.5;1.6
592;Sociale groep: huisvr./-man z. a. beroep;2014;8.8;1.0;0.4;0.7;0.8;2.1;2.8;1.1
