ID;Geslacht;Leeftijd;BurgerlijkeStaat;KerkelijkeGezindte;Regio;Bewoners_1
1432;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Doopsgezind;Haarlem;1978
1433;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Doopsgezind;Groningen;570
1434;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Doopsgezind;Eindhoven;83
1435;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Doopsgezind;Nijmegen;166
1436;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Doopsgezind;Tilburg;10
1437;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Doopsgezind;Arnhem;273
1438;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Doopsgezind;Leiden;289
1439;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Doopsgezind;Maastricht;18
1440;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Doopsgezind;Apeldoorn;221
1441;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Doopsgezind;Hilversum;366
1442;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Doopsgezind;Dordrecht;76
1443;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Doopsgezind;Schiedam;25
1444;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Doopsgezind;Enschede;254
1445;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Doopsgezind;Delft;107
1446;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Doopsgezind;Leeuwarden;442
1447;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Doopsgezind;Heerlen;43
1448;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Doopsgezind;Breda;36
1449;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Doopsgezind;'s-Hertogenbosch;6
1450;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Doopsgezind;Velsen;187
1451;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Doopsgezind;Emmen;20
1452;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Doopsgezind;Zwolle;112
1453;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Doopsgezind;Amersfoort;116
1454;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Doopsgezind;Kerkrade;0
1455;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Doopsgezind;Deventer;196
1456;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Doopsgezind;Hengelo (O.);204
1457;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Doopsgezind;Zaandam;446
1458;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Doopsgezind;Almelo;79
1459;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Doopsgezind;Lonneker;33
1460;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Doopsgezind;Ede;36
1461;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Doopsgezind;Helder (Den);136
1462;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Doopsgezind;Gouda;29
1463;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Doopsgezind;Alkmaar;240
1464;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Doopsgezind;Vlaardingen;8
1465;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Doopsgezind;Haarlemmermeer;193
1466;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Doopsgezind;Helmond;3
1467;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Doopsgezind;Bussum;157
1468;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Doopsgezind;Zeist;99
1469;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Doopsgezind;Rheden;74
1470;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Doopsgezind;Venlo;6
1471;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Doopsgezind;Roosendaal en Nispen;1
1472;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Doopsgezind;Vlissingen;90
1473;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Doopsgezind;Bergen op Zoom;9
1474;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Evangelisch Luthersch;Nederland;37739
1475;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Evangelisch Luthersch;Groningen (provincie);1346
1476;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Evangelisch Luthersch;Friesland;337
1477;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Evangelisch Luthersch;Drenthe;240
1478;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Evangelisch Luthersch;Overijssel;1017
1479;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Evangelisch Luthersch;Gelderland;2504
1480;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Evangelisch Luthersch;Utrecht (provincie);2290
1481;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Evangelisch Luthersch;Noord-Holland;15922
1482;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Evangelisch Luthersch;Zuid-Holland;10374
1483;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Evangelisch Luthersch;Zeeland;410
1484;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Evangelisch Luthersch;Noord-Brabant;862
1485;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Evangelisch Luthersch;Limburg;2437
1486;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Evangelisch Luthersch;Gemeenten met meer dan 100000 inwoners;21252
1487;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Evangelisch Luthersch;Gemeenten met 50001 - 100000 inwoners;4573
1488;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Evangelisch Luthersch;Gemeenten met 20001 - 50000 inwoners;3925
1489;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Evangelisch Luthersch;Gemeenten met 10001 - 20000 inwoners;3468
1490;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Evangelisch Luthersch;Gemeenten met 5001 - 10000 inwoners;3005
1491;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Evangelisch Luthersch;Gemeenten met 2001 - 5000 inwoners;1253
1492;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Evangelisch Luthersch;Gemeenten met 1001 - 2000 inwoners;194
1493;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Evangelisch Luthersch;Gemeenten met 501 - 1000 inwoners;55
1494;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Evangelisch Luthersch;Gemeenten met 500 of minder inwoners;14
1495;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Evangelisch Luthersch;Amsterdam;11290
1496;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Evangelisch Luthersch;Rotterdam;3535
1497;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Evangelisch Luthersch;'s-Gravenhage;3458
1498;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Evangelisch Luthersch;Utrecht;1326
1499;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Evangelisch Luthersch;Haarlem;1150
1500;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Evangelisch Luthersch;Groningen;493
1501;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Evangelisch Luthersch;Eindhoven;311
1502;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Evangelisch Luthersch;Nijmegen;293
1503;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Evangelisch Luthersch;Tilburg;90
1504;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Evangelisch Luthersch;Arnhem;767
1505;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Evangelisch Luthersch;Leiden;531
1506;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Evangelisch Luthersch;Maastricht;63
1507;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Evangelisch Luthersch;Apeldoorn;307
1508;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Evangelisch Luthersch;Hilversum;673
1509;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Evangelisch Luthersch;Dordrecht;397
1510;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Evangelisch Luthersch;Schiedam;572
1511;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Evangelisch Luthersch;Enschede;129
1512;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Evangelisch Luthersch;Delft;440
1513;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Evangelisch Luthersch;Leeuwarden;171
1514;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Evangelisch Luthersch;Heerlen;571
1515;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Evangelisch Luthersch;Breda;127
1516;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Evangelisch Luthersch;'s-Hertogenbosch;60
1517;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Evangelisch Luthersch;Velsen;161
1518;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Evangelisch Luthersch;Emmen;26
1519;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Evangelisch Luthersch;Zwolle;60
1520;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Evangelisch Luthersch;Amersfoort;237
1521;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Evangelisch Luthersch;Kerkrade;252
1522;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Evangelisch Luthersch;Deventer;345
1523;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Evangelisch Luthersch;Hengelo (O.);104
1524;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Evangelisch Luthersch;Zaandam;135
1525;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Evangelisch Luthersch;Almelo;38
1526;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Evangelisch Luthersch;Lonneker;56
1527;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Evangelisch Luthersch;Ede;60
1528;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Evangelisch Luthersch;Helder (Den);50
1529;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Evangelisch Luthersch;Gouda;192
1530;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Evangelisch Luthersch;Alkmaar;130
1531;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Evangelisch Luthersch;Vlaardingen;45
1532;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Evangelisch Luthersch;Haarlemmermeer;42
1533;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Evangelisch Luthersch;Helmond;39
1534;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Evangelisch Luthersch;Bussum;471
1535;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Evangelisch Luthersch;Zeist;172
1536;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Evangelisch Luthersch;Rheden;97
1537;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Evangelisch Luthersch;Venlo;55
1538;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Evangelisch Luthersch;Roosendaal en Nispen;5
1539;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Evangelisch Luthersch;Vlissingen;175
1540;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Evangelisch Luthersch;Bergen op Zoom;49
1541;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hersteld Evangelisch Luthersch;Nederland;5370
1542;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hersteld Evangelisch Luthersch;Groningen (provincie);15
1543;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hersteld Evangelisch Luthersch;Friesland;58
1544;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hersteld Evangelisch Luthersch;Drenthe;2
1545;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hersteld Evangelisch Luthersch;Overijssel;250
1546;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hersteld Evangelisch Luthersch;Gelderland;89
1547;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hersteld Evangelisch Luthersch;Utrecht (provincie);152
1548;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hersteld Evangelisch Luthersch;Noord-Holland;4401
1549;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hersteld Evangelisch Luthersch;Zuid-Holland;352
1550;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hersteld Evangelisch Luthersch;Zeeland;5
1551;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hersteld Evangelisch Luthersch;Noord-Brabant;30
1552;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hersteld Evangelisch Luthersch;Limburg;16
1553;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hersteld Evangelisch Luthersch;Gemeenten met meer dan 100000 inwoners;3957
1554;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hersteld Evangelisch Luthersch;Gemeenten met 50001 - 100000 inwoners;179
1555;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hersteld Evangelisch Luthersch;Gemeenten met 20001 - 50000 inwoners;522
1556;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hersteld Evangelisch Luthersch;Gemeenten met 10001 - 20000 inwoners;385
1557;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hersteld Evangelisch Luthersch;Gemeenten met 5001 - 10000 inwoners;212
1558;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hersteld Evangelisch Luthersch;Gemeenten met 2001 - 5000 inwoners;103
1559;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hersteld Evangelisch Luthersch;Gemeenten met 1001 - 2000 inwoners;8
1560;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hersteld Evangelisch Luthersch;Gemeenten met 501 - 1000 inwoners;4
1561;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hersteld Evangelisch Luthersch;Gemeenten met 500 of minder inwoners;0
1562;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hersteld Evangelisch Luthersch;Amsterdam;3626
1563;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hersteld Evangelisch Luthersch;Rotterdam;69
1564;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hersteld Evangelisch Luthersch;'s-Gravenhage;130
1565;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hersteld Evangelisch Luthersch;Utrecht;47
1566;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hersteld Evangelisch Luthersch;Haarlem;78
1567;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hersteld Evangelisch Luthersch;Groningen;7
1568;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hersteld Evangelisch Luthersch;Eindhoven;17
1569;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hersteld Evangelisch Luthersch;Nijmegen;10
1570;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hersteld Evangelisch Luthersch;Tilburg;1
1571;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hersteld Evangelisch Luthersch;Arnhem;12
1572;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hersteld Evangelisch Luthersch;Leiden;49
1573;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hersteld Evangelisch Luthersch;Maastricht;2
1574;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hersteld Evangelisch Luthersch;Apeldoorn;15
1575;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hersteld Evangelisch Luthersch;Hilversum;44
1576;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hersteld Evangelisch Luthersch;Dordrecht;8
1577;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hersteld Evangelisch Luthersch;Schiedam;0
1578;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hersteld Evangelisch Luthersch;Enschede;8
1579;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hersteld Evangelisch Luthersch;Delft;13
1580;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hersteld Evangelisch Luthersch;Leeuwarden;3
1581;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hersteld Evangelisch Luthersch;Heerlen;3
1582;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hersteld Evangelisch Luthersch;Breda;2
1583;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hersteld Evangelisch Luthersch;'s-Hertogenbosch;0
1584;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hersteld Evangelisch Luthersch;Velsen;22
1585;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hersteld Evangelisch Luthersch;Emmen;0
1586;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hersteld Evangelisch Luthersch;Zwolle;188
1587;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hersteld Evangelisch Luthersch;Amersfoort;15
1588;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hersteld Evangelisch Luthersch;Kerkrade;1
1589;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hersteld Evangelisch Luthersch;Deventer;16
1590;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hersteld Evangelisch Luthersch;Hengelo (O.);1
1591;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hersteld Evangelisch Luthersch;Zaandam;9
1592;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hersteld Evangelisch Luthersch;Almelo;2
1593;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hersteld Evangelisch Luthersch;Lonneker;0
1594;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hersteld Evangelisch Luthersch;Ede;2
1595;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hersteld Evangelisch Luthersch;Helder (Den);176
1596;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hersteld Evangelisch Luthersch;Gouda;9
1597;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hersteld Evangelisch Luthersch;Alkmaar;8
1598;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hersteld Evangelisch Luthersch;Vlaardingen;1
1599;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hersteld Evangelisch Luthersch;Haarlemmermeer;3
1600;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hersteld Evangelisch Luthersch;Helmond;0
1601;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hersteld Evangelisch Luthersch;Bussum;34
1602;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hersteld Evangelisch Luthersch;Zeist;14
1603;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hersteld Evangelisch Luthersch;Rheden;7
1604;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hersteld Evangelisch Luthersch;Venlo;0
1605;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hersteld Evangelisch Luthersch;Roosendaal en Nispen;0
1606;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hersteld Evangelisch Luthersch;Vlissingen;5
1607;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hersteld Evangelisch Luthersch;Bergen op Zoom;1
1608;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Behorend tot de gereformeerde kerken;Nederland;371898
1609;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Behorend tot de gereformeerde kerken;Groningen (provincie);42733
1610;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Behorend tot de gereformeerde kerken;Friesland;48672
1611;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Behorend tot de gereformeerde kerken;Drenthe;19300
1612;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Behorend tot de gereformeerde kerken;Overijssel;29207
1613;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Behorend tot de gereformeerde kerken;Gelderland;29244
1614;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Behorend tot de gereformeerde kerken;Utrecht (provincie);21055
1615;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Behorend tot de gereformeerde kerken;Noord-Holland;46021
1616;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Behorend tot de gereformeerde kerken;Zuid-Holland;107699
1617;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Behorend tot de gereformeerde kerken;Zeeland;15936
1618;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Behorend tot de gereformeerde kerken;Noord-Brabant;10546
1619;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Behorend tot de gereformeerde kerken;Limburg;1485
1620;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Behorend tot de gereformeerde kerken;Gemeenten met meer dan 100000 inwoners;74597
1621;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Behorend tot de gereformeerde kerken;Gemeenten met 50001 - 100000 inwoners;21089
1622;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Behorend tot de gereformeerde kerken;Gemeenten met 20001 - 50000 inwoners;35139
1623;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Behorend tot de gereformeerde kerken;Gemeenten met 10001 - 20000 inwoners;79767
1624;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Behorend tot de gereformeerde kerken;Gemeenten met 5001 - 10000 inwoners;66826
1625;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Behorend tot de gereformeerde kerken;Gemeenten met 2001 - 5000 inwoners;73155
1626;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Behorend tot de gereformeerde kerken;Gemeenten met 1001 - 2000 inwoners;15028
1627;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Behorend tot de gereformeerde kerken;Gemeenten met 501 - 1000 inwoners;5981
1628;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Behorend tot de gereformeerde kerken;Gemeenten met 500 of minder inwoners;316
1629;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Behorend tot de gereformeerde kerken;Amsterdam;16339
1630;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Behorend tot de gereformeerde kerken;Rotterdam;26934
1631;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Behorend tot de gereformeerde kerken;'s-Gravenhage;16053
1632;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Behorend tot de gereformeerde kerken;Utrecht;5029
1633;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Behorend tot de gereformeerde kerken;Haarlem;2778
1634;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Behorend tot de gereformeerde kerken;Groningen;7464
1635;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Behorend tot de gereformeerde kerken;Eindhoven;1722
1636;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Behorend tot de gereformeerde kerken;Nijmegen;617
1637;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Behorend tot de gereformeerde kerken;Tilburg;174
1638;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Behorend tot de gereformeerde kerken;Arnhem;1850
1639;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Behorend tot de gereformeerde kerken;Leiden;2636
1640;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Behorend tot de gereformeerde kerken;Maastricht;112
1641;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Behorend tot de gereformeerde kerken;Apeldoorn;2317
1642;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Behorend tot de gereformeerde kerken;Hilversum;2255
1643;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Behorend tot de gereformeerde kerken;Dordrecht;2022
1644;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Behorend tot de gereformeerde kerken;Schiedam;2602
1645;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Behorend tot de gereformeerde kerken;Enschede;2235
1646;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Behorend tot de gereformeerde kerken;Delft;2547
1647;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Behorend tot de gereformeerde kerken;Leeuwarden;3187
1648;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Behorend tot de gereformeerde kerken;Heerlen;427
1649;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Behorend tot de gereformeerde kerken;Breda;332
1650;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Behorend tot de gereformeerde kerken;'s-Hertogenbosch;274
1651;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Behorend tot de gereformeerde kerken;Velsen;2062
1652;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Behorend tot de gereformeerde kerken;Emmen;3346
1653;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Behorend tot de gereformeerde kerken;Zwolle;2324
1654;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Behorend tot de gereformeerde kerken;Amersfoort;1577
1655;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Behorend tot de gereformeerde kerken;Kerkrade;69
1656;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Behorend tot de gereformeerde kerken;Deventer;631
1657;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Behorend tot de gereformeerde kerken;Hengelo (O.);668
1658;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Behorend tot de gereformeerde kerken;Zaandam;1893
