ID;Geslacht;Persoonskenmerken;Reismotieven;RegioS;Perioden;Verplaatsingen_1;Afstand_2;Reisduur_3;Verplaatsingen_4;Afstand_5;Reisduur_6
3061;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Overijssel (PV);2015;0.35;3.36;6.64;121.0;1169.0;38.5
3062;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Overijssel (PV);2016;0.33;5.83;8.19;117.0;2040.0;47.7
3063;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Overijssel (PV);2017;0.35;3.78;7.59;122.0;1306.0;43.7
3064;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Flevoland (PV);2010;0.32;5.03;9.13;110.0;1749.0;52.9
3065;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Flevoland (PV);2011;0.32;3.88;6.35;112.0;1351.0;36.8
3066;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Flevoland (PV);2012;0.33;3.19;7.59;113.0;1110.0;44.1
3067;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Flevoland (PV);2013;0.39;5.83;11.78;136.0;2029.0;68.4
3068;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Flevoland (PV);2014;0.38;5.82;8.57;131.0;2024.0;49.7
3069;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Flevoland (PV);2015;;;;;;
3070;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Flevoland (PV);2016;;;;;;
3071;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Flevoland (PV);2017;0.39;6.26;9.25;134.0;2164.0;53.3
3072;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Gelderland (PV);2010;0.37;4.24;8.6;130.0;1470.0;49.7
3073;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Gelderland (PV);2011;0.37;4.7;9.16;127.0;1631.0;53.0
3074;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Gelderland (PV);2012;0.37;4.48;9.82;130.0;1563.0;57.2
3075;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Gelderland (PV);2013;0.43;4.38;8.95;148.0;1521.0;51.8
3076;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Gelderland (PV);2014;0.34;3.43;7.96;118.0;1192.0;46.1
3077;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Gelderland (PV);2015;0.38;4.22;8.55;134.0;1468.0;49.6
3078;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Gelderland (PV);2016;0.32;3.28;6.9;110.0;1143.0;40.1
3079;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Gelderland (PV);2017;0.37;4.21;8.07;129.0;1453.0;46.4
3080;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Utrecht (PV);2010;0.36;3.04;7.41;126.0;1055.0;42.8
3081;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Utrecht (PV);2011;0.41;4.12;12.04;141.0;1431.0;69.7
3082;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Utrecht (PV);2012;0.33;3.51;7.33;114.0;1224.0;42.6
3083;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Utrecht (PV);2013;0.37;5.8;11.88;128.0;2014.0;68.8
3084;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Utrecht (PV);2014;0.42;4.45;10.76;145.0;1550.0;62.4
3085;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Utrecht (PV);2015;0.38;4.0;10.56;133.0;1392.0;61.3
3086;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Utrecht (PV);2016;0.4;3.66;8.96;141.0;1283.0;52.3
3087;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Utrecht (PV);2017;0.34;5.39;9.07;116.0;1870.0;52.4
3088;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Noord-Holland (PV);2010;0.37;3.34;7.93;130.0;1159.0;45.9
3089;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Noord-Holland (PV);2011;0.34;3.13;8.72;117.0;1087.0;50.5
3090;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Noord-Holland (PV);2012;0.35;2.69;7.37;123.0;937.0;42.9
3091;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Noord-Holland (PV);2013;0.34;3.91;9.62;120.0;1358.0;55.7
3092;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Noord-Holland (PV);2014;0.36;3.98;10.54;125.0;1386.0;61.1
3093;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Noord-Holland (PV);2015;0.32;3.58;7.65;110.0;1248.0;44.4
3094;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Noord-Holland (PV);2016;0.34;3.52;8.67;120.0;1230.0;50.5
3095;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Noord-Holland (PV);2017;0.36;3.72;8.83;125.0;1289.0;51.0
3096;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Zuid-Holland (PV);2010;0.36;3.96;8.77;123.0;1374.0;50.7
3097;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Zuid-Holland (PV);2011;0.35;3.11;8.76;121.0;1081.0;50.7
3098;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Zuid-Holland (PV);2012;0.37;3.0;8.49;128.0;1045.0;49.2
3099;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Zuid-Holland (PV);2013;0.31;3.1;7.52;110.0;1079.0;43.6
3100;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Zuid-Holland (PV);2014;0.36;3.88;9.03;125.0;1349.0;52.3
3101;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Zuid-Holland (PV);2015;0.34;3.83;9.43;119.0;1335.0;54.8
3102;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Zuid-Holland (PV);2016;0.36;4.24;10.11;124.0;1478.0;58.8
3103;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Zuid-Holland (PV);2017;0.34;3.67;8.06;116.0;1270.0;46.5
3104;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Zeeland (PV);2010;0.4;9.01;10.7;138.0;3125.0;61.8
3105;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Zeeland (PV);2011;0.3;3.17;7.4;105.0;1099.0;42.8
3106;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Zeeland (PV);2012;0.39;3.71;8.08;137.0;1290.0;46.9
3107;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Zeeland (PV);2013;0.33;4.25;13.83;115.0;1477.0;80.2
3108;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Zeeland (PV);2014;0.38;3.63;8.46;132.0;1260.0;48.9
3109;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Zeeland (PV);2015;;;;;;
3110;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Zeeland (PV);2016;;;;;;
3111;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Zeeland (PV);2017;;;;;;
3112;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Noord-Brabant (PV);2010;0.4;4.52;9.75;140.0;1569.0;56.3
3113;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Noord-Brabant (PV);2011;0.4;5.82;10.99;138.0;2020.0;63.6
3114;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Noord-Brabant (PV);2012;0.39;4.11;8.38;136.0;1432.0;48.7
3115;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Noord-Brabant (PV);2013;0.42;4.2;9.25;144.0;1457.0;53.5
3116;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Noord-Brabant (PV);2014;0.39;4.32;9.12;135.0;1499.0;52.7
3117;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Noord-Brabant (PV);2015;0.41;4.86;9.92;142.0;1689.0;57.4
3118;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Noord-Brabant (PV);2016;0.36;3.62;8.91;126.0;1262.0;51.8
3119;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Noord-Brabant (PV);2017;0.38;3.86;8.9;132.0;1335.0;51.4
3120;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Limburg (PV);2010;0.4;4.45;10.58;139.0;1549.0;61.4
3121;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Limburg (PV);2011;0.39;5.89;10.0;134.0;2043.0;57.9
3122;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Limburg (PV);2012;0.31;1.98;5.22;109.0;688.0;30.3
3123;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Limburg (PV);2013;0.4;4.15;8.28;140.0;1441.0;47.9
3124;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Limburg (PV);2014;0.37;4.03;9.59;129.0;1397.0;55.4
3125;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Limburg (PV);2015;0.39;3.56;7.63;136.0;1237.0;44.1
3126;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Limburg (PV);2016;0.29;2.82;6.25;103.0;985.0;36.4
3127;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Limburg (PV);2017;0.36;4.63;8.86;123.0;1604.0;51.1
3128;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Zeer sterk stedelijk;2010;0.34;3.62;9.08;117.0;1254.0;52.5
3129;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Zeer sterk stedelijk;2011;0.34;2.93;8.59;120.0;1017.0;49.7
3130;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Zeer sterk stedelijk;2012;0.34;2.76;8.37;119.0;963.0;48.6
3131;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Zeer sterk stedelijk;2013;0.32;3.36;9.1;110.0;1170.0;52.8
3132;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Zeer sterk stedelijk;2014;0.34;3.16;8.61;118.0;1101.0;49.9
3133;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Zeer sterk stedelijk;2015;0.31;3.92;10.17;108.0;1368.0;59.1
3134;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Zeer sterk stedelijk;2016;0.3;3.15;9.93;106.0;1100.0;57.9
3135;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Zeer sterk stedelijk;2017;0.31;2.98;7.47;109.0;1032.0;43.1
3136;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Sterk stedelijk;2010;0.34;4.08;8.35;119.0;1416.0;48.3
3137;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Sterk stedelijk;2011;0.32;3.79;8.47;110.0;1317.0;49.0
3138;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Sterk stedelijk;2012;0.34;3.04;7.13;120.0;1060.0;41.4
3139;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Sterk stedelijk;2013;0.34;3.72;8.18;117.0;1293.0;47.4
3140;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Sterk stedelijk;2014;0.34;3.59;7.89;120.0;1247.0;45.7
3141;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Sterk stedelijk;2015;0.35;3.77;8.02;123.0;1310.0;46.5
3142;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Sterk stedelijk;2016;0.35;4.27;8.87;122.0;1491.0;51.6
3143;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Sterk stedelijk;2017;0.33;3.71;7.91;115.0;1284.0;45.6
3144;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Matig stedelijk;2010;0.41;4.2;8.86;141.0;1461.0;51.3
3145;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Matig stedelijk;2011;0.38;4.03;10.08;132.0;1397.0;58.3
3146;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Matig stedelijk;2012;0.37;3.18;7.84;128.0;1108.0;45.5
3147;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Matig stedelijk;2013;0.38;4.42;9.76;132.0;1534.0;56.5
3148;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Matig stedelijk;2014;0.41;5.68;13.15;141.0;1972.0;76.1
3149;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Matig stedelijk;2015;0.36;3.91;8.12;126.0;1361.0;47.1
3150;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Matig stedelijk;2016;0.36;3.45;7.52;126.0;1206.0;43.7
3151;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Matig stedelijk;2017;0.38;5.05;9.05;132.0;1747.0;52.1
3152;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Weinig stedelijk;2010;0.41;4.37;9.22;141.0;1515.0;53.3
3153;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Weinig stedelijk;2011;0.4;4.65;9.73;139.0;1617.0;56.3
3154;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Weinig stedelijk;2012;0.36;3.7;7.94;126.0;1290.0;46.1
3155;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Weinig stedelijk;2013;0.44;4.35;9.59;152.0;1513.0;55.6
3156;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Weinig stedelijk;2014;0.4;4.33;9.55;137.0;1504.0;55.2
3157;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Weinig stedelijk;2015;0.4;4.44;9.28;138.0;1544.0;53.8
3158;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Weinig stedelijk;2016;0.33;4.39;8.55;117.0;1530.0;49.7
3159;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Weinig stedelijk;2017;0.38;4.91;9.28;130.0;1698.0;53.5
3160;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Niet stedelijk;2010;0.38;4.72;9.88;133.0;1637.0;57.1
3161;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Niet stedelijk;2011;0.36;5.03;9.56;123.0;1747.0;55.3
3162;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Niet stedelijk;2012;0.37;3.8;8.67;130.0;1322.0;50.3
3163;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Niet stedelijk;2013;0.38;4.59;8.9;132.0;1595.0;51.6
3164;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Niet stedelijk;2014;0.35;4.02;8.07;123.0;1396.0;46.7
3165;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Niet stedelijk;2015;0.38;3.78;8.07;132.0;1315.0;46.8
3166;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Niet stedelijk;2016;0.36;3.96;8.1;124.0;1383.0;47.1
3167;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Sport, hobby, horecabezoek;Niet stedelijk;2017;0.4;3.33;7.71;139.0;1149.0;44.4
3168;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Toeren/wandelen;Nederland;2010;0.16;1.12;7.13;56.0;388.0;41.2
3169;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Toeren/wandelen;Nederland;2011;0.16;1.18;6.71;56.0;411.0;38.8
3170;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Toeren/wandelen;Nederland;2012;0.17;1.04;7.2;58.0;362.0;41.8
3171;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Toeren/wandelen;Nederland;2013;0.16;1.17;7.15;56.0;406.0;41.4
3172;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Toeren/wandelen;Nederland;2014;0.17;1.44;8.46;60.0;501.0;49.0
3173;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Toeren/wandelen;Nederland;2015;0.15;0.98;7.08;54.0;341.0;41.1
3174;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Toeren/wandelen;Nederland;2016;0.16;1.03;6.85;55.0;359.0;39.9
3175;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Toeren/wandelen;Nederland;2017;0.15;0.91;6.31;53.0;315.0;36.4
3176;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Toeren/wandelen;Noord-Nederland (LD);2010;0.17;1.78;8.14;59.0;616.0;47.0
3177;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Toeren/wandelen;Noord-Nederland (LD);2011;0.17;1.39;7.64;58.0;484.0;44.2
3178;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Toeren/wandelen;Noord-Nederland (LD);2012;0.2;1.45;7.89;69.0;505.0;45.8
3179;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Toeren/wandelen;Noord-Nederland (LD);2013;0.18;1.2;7.68;63.0;417.0;44.5
3180;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Toeren/wandelen;Noord-Nederland (LD);2014;0.17;1.62;7.99;58.0;561.0;46.1
3181;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Toeren/wandelen;Noord-Nederland (LD);2015;0.16;1.29;8.51;56.0;448.0;49.3
3182;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Toeren/wandelen;Noord-Nederland (LD);2016;0.14;1.0;6.01;47.0;349.0;35.0
3183;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Toeren/wandelen;Noord-Nederland (LD);2017;0.16;1.07;5.98;56.0;370.0;34.4
3184;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Toeren/wandelen;Oost-Nederland (LD);2010;0.18;1.06;7.81;63.0;367.0;45.2
3185;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Toeren/wandelen;Oost-Nederland (LD);2011;0.17;1.32;6.99;60.0;458.0;40.4
3186;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Toeren/wandelen;Oost-Nederland (LD);2012;0.15;0.87;6.27;52.0;302.0;36.5
3187;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Toeren/wandelen;Oost-Nederland (LD);2013;0.15;0.85;6.11;52.0;295.0;35.4
3188;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Toeren/wandelen;Oost-Nederland (LD);2014;0.18;1.5;8.46;64.0;520.0;49.0
3189;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Toeren/wandelen;Oost-Nederland (LD);2015;0.16;0.96;7.44;56.0;335.0;43.2
3190;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Toeren/wandelen;Oost-Nederland (LD);2016;0.15;1.01;6.32;52.0;352.0;36.7
3191;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Toeren/wandelen;Oost-Nederland (LD);2017;0.15;0.75;6.08;52.0;258.0;35.0
3192;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Toeren/wandelen;West-Nederland (LD);2010;0.14;0.96;5.62;48.0;332.0;32.5
3193;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Toeren/wandelen;West-Nederland (LD);2011;0.15;1.07;6.1;53.0;370.0;35.3
3194;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Toeren/wandelen;West-Nederland (LD);2012;0.16;0.95;6.79;56.0;331.0;39.4
3195;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Toeren/wandelen;West-Nederland (LD);2013;0.15;1.21;6.66;51.0;422.0;38.6
3196;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Toeren/wandelen;West-Nederland (LD);2014;0.17;1.41;8.47;60.0;489.0;49.1
3197;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Toeren/wandelen;West-Nederland (LD);2015;0.14;0.76;6.07;48.0;263.0;35.3
3198;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Toeren/wandelen;West-Nederland (LD);2016;0.16;0.94;6.32;56.0;328.0;36.8
3199;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Toeren/wandelen;West-Nederland (LD);2017;0.14;0.91;6.26;48.0;315.0;36.1
3200;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Toeren/wandelen;Zuid-Nederland (LD);2010;0.18;1.18;8.89;64.0;409.0;51.4
3201;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Toeren/wandelen;Zuid-Nederland (LD);2011;0.16;1.19;7.17;56.0;413.0;41.5
3202;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Toeren/wandelen;Zuid-Nederland (LD);2012;0.18;1.18;8.47;63.0;409.0;49.2
3203;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Toeren/wandelen;Zuid-Nederland (LD);2013;0.19;1.35;8.7;67.0;469.0;50.3
3204;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Toeren/wandelen;Zuid-Nederland (LD);2014;0.17;1.38;8.66;59.0;479.0;50.1
3205;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Toeren/wandelen;Zuid-Nederland (LD);2015;0.17;1.27;8.02;61.0;442.0;46.4
3206;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Toeren/wandelen;Zuid-Nederland (LD);2016;0.17;1.23;8.69;58.0;428.0;50.5
3207;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Toeren/wandelen;Zuid-Nederland (LD);2017;0.18;0.98;6.76;61.0;341.0;39.0
3208;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Toeren/wandelen;Groningen (PV);2010;0.17;1.93;8.18;60.0;667.0;47.2
3209;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Toeren/wandelen;Groningen (PV);2011;0.14;1.39;7.55;50.0;482.0;43.8
3210;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Toeren/wandelen;Groningen (PV);2012;0.19;1.3;7.5;66.0;454.0;43.6
3211;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Toeren/wandelen;Groningen (PV);2013;0.16;0.6;5.62;55.0;209.0;32.6
3212;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Toeren/wandelen;Groningen (PV);2014;0.16;0.69;5.65;54.0;240.0;32.7
3213;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Toeren/wandelen;Groningen (PV);2015;;;;;;
3214;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Toeren/wandelen;Groningen (PV);2016;;;;;;
3215;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Toeren/wandelen;Groningen (PV);2017;;;;;;
3216;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Toeren/wandelen;Friesland (PV);2010;0.15;1.93;7.88;52.0;670.0;45.7
3217;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Toeren/wandelen;Friesland (PV);2011;0.19;1.0;7.97;67.0;347.0;46.2
3218;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Toeren/wandelen;Friesland (PV);2012;0.2;1.72;8.47;68.0;600.0;49.2
3219;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Toeren/wandelen;Friesland (PV);2013;0.18;1.37;7.88;64.0;476.0;45.7
3220;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Toeren/wandelen;Friesland (PV);2014;0.22;2.9;12.39;75.0;1005.0;71.6
3221;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Toeren/wandelen;Friesland (PV);2015;;;;;;
3222;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Toeren/wandelen;Friesland (PV);2016;;;;;;
3223;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Toeren/wandelen;Friesland (PV);2017;;;;;;
3224;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Toeren/wandelen;Drenthe (PV);2010;0.19;1.4;8.44;66.0;486.0;48.7
3225;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Toeren/wandelen;Drenthe (PV);2011;0.15;1.92;7.3;53.0;667.0;42.1
3226;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Toeren/wandelen;Drenthe (PV);2012;0.21;1.24;7.52;72.0;433.0;43.6
3227;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Toeren/wandelen;Drenthe (PV);2013;0.2;1.61;9.6;68.0;560.0;55.6
3228;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Toeren/wandelen;Drenthe (PV);2014;0.11;0.87;4.45;38.0;303.0;25.6
