ID;SectorBranchesSIC2008;Periods;LabourPriceIndex_1;YearOnYearChangePriceOfLabour_2;WageCostsPerHourWorked_3;YearOnYearChangeWageCostsPerHour_4;StructuralEffect_5
319;B-E Industry (no construction), energy;2011 January - 2011 December;95.0;2.5;92.3;2.9;0.4
320;B-E Industry (no construction), energy;2011 April - 2012 March;95.0;2.1;92.4;2.5;0.4
321;B-E Industry (no construction), energy;2011 July - 2012 June;95.5;2.5;93.0;3.0;0.5
322;B-E Industry (no construction), energy;2011 October - 2012 September;96.6;3.2;94.3;3.8;0.6
323;B-E Industry (no construction), energy;2012 January - 2012 December;97.6;2.7;95.5;3.5;0.7
324;B-E Industry (no construction), energy;2012 April - 2013 March;98.7;3.9;96.8;4.8;0.9
325;B-E Industry (no construction), energy;2012 July - 2013 June;98.7;3.4;97.1;4.4;1.0
326;B-E Industry (no construction), energy;2012 October - 2013 September;98.3;1.8;97.0;2.8;1.1
327;B-E Industry (no construction), energy;2013 January - 2013 December;98.0;0.3;96.9;1.5;1.1
328;B-E Industry (no construction), energy;2013 April - 2014 March;98.2;-0.5;97.3;0.5;1.0
329;B-E Industry (no construction), energy;2013 July - 2014 June;98.9;0.2;98.1;1.1;0.9
330;B-E Industry (no construction), energy;2013 October - 2014 September;99.3;1.0;98.7;1.7;0.8
331;B-E Industry (no construction), energy;2014 January - 2014 December;100.5;2.6;100.0;3.2;0.6
332;B-E Industry (no construction), energy;2014 April - 2015 March ;100.6;2.5;100.2;3.0;0.5
333;B-E Industry (no construction), energy;2014 July - 2015 June;100.9;2.0;100.6;2.6;0.5
334;B-E Industry (no construction), energy;2014 October - 2015 September;100.9;1.7;100.8;2.2;0.5
335;B-E Industry (no construction), energy;2015 January - 2015 December;100.0;-0.5;100.0;0.0;0.5
336;B-E Industry (no construction), energy;2015 April - 2016 March;100.5;-0.1;100.6;0.4;0.5
337;B-E Industry (no construction), energy;2015 July - 2016 June;100.0;-0.9;100.2;-0.4;0.5
338;B-E Industry (no construction), energy;2015 October - 2016 September;100.4;-0.6;100.8;0.0;0.6
339;B-E Industry (no construction), energy;2016 January - 2016 December;100.9;0.9;101.4;1.4;0.6
340;B-E Industry (no construction), energy;2016 April - 2017 March;100.2;-0.3;100.9;0.3;0.6
341;B-E Industry (no construction), energy;2016 July - 2017 June;100.8;0.8;101.6;1.4;0.6
342;B-E Industry (no construction), energy;2016 October - 2017 September;101.2;0.8;102.1;1.3;0.4
343;B-E Industry (no construction), energy;2017 January - 2017 December;102.2;1.3;103.1;1.6;0.3
344;B-E Industry (no construction), energy;2017 April - 2018 March;103.1;2.9;104.1;3.2;0.3
345;B-E Industry (no construction), energy;2017 July - 2018 June;103.9;3.1;105.0;3.3;0.2
346;B-E Industry (no construction), energy;2017 October - 2018 September;104.5;3.3;105.7;3.6;0.3
347;B-E Industry (no construction), energy;2018 January - 2018 December;104.3;2.1;105.6;2.4;0.3
348;B-E Industry (no construction), energy;2018 April - 2019 March;105.0;1.8;106.2;2.0;0.2
349;B-E Industry (no construction), energy;2018 July - 2019 June;105.5;1.6;106.8;1.7;0.2
350;B-E Industry (no construction), energy;2018 October - 2019 September;105.5;1.0;106.9;1.1;0.2
351;B-E Industry (no construction), energy;2019 January - 2019 December;106.5;2.1;108.0;2.4;0.3
352;B-E Industry (no construction), energy;2019 April - 2020 March;108.4;3.2;110.0;3.5;0.3
353;B-E Industry (no construction), energy;2019 July - 2020 June;108.1;2.5;109.8;2.8;0.3
354;B-E Industry (no construction), energy;2019 October - 2020 September;110.4;4.6;112.2;4.9;0.3
355;B-E Industry (no construction), energy;2020 January - 2020 December;110.6;3.8;112.3;3.9;0.1
356;B-E Industry (no construction), energy;2020 April - 2021 March;109.6;1.1;111.5;1.4;0.2
357;B-E Industry (no construction), energy;2020 July - 2021 June;110.3;2.0;112.4;2.3;0.3
358;B-E Industry (no construction), energy;2020 October - 2021 September;110.8;0.3;113.0;0.8;0.4
359;B-E Industry (no construction), energy;2021 January - 2021 December;111.2;0.6;113.6;1.2;0.6
360;B-E Industry (no construction), energy;2021 April - 2022 March;112.5;2.7;115.0;3.2;0.5
361;B-E Industry (no construction), energy;2021 July - 2022 June;115.0;4.3;117.7;4.7;0.4
362;B-E Industry (no construction), energy;2021 October - 2022 September;116.5;5.1;119.3;5.5;0.3
363;B-E Industry (no construction), energy;2022 January - 2022 December;119.0;7.0;122.0;7.3;0.3
364;B-E Industry (no construction), energy;2022 April - 2023 March;120.1;6.7;123.2;7.1;0.4
365;B-E Industry (no construction), energy;2022 July - 2023 June;122.1;6.1;125.5;6.6;0.5
366;B-E Industry (no construction), energy;2022 October - 2023 September;123.8;6.3;127.4;6.9;0.5
367;B-E Industry (no construction), energy;2023 January - 2023 December;126.2;6.1;130.1;6.7;0.6
368;C Manufacturing;2001;76.5;;68.8;;
369;C Manufacturing;2002;79.7;4.3;72.4;5.3;1.0
370;C Manufacturing;2003;81.7;2.5;74.9;3.5;1.0
371;C Manufacturing;2004;82.8;1.4;76.6;2.3;0.9
372;C Manufacturing;2005;84.1;1.5;78.8;2.8;1.2
373;C Manufacturing;2006;85.6;1.8;80.8;2.5;0.7
374;C Manufacturing;2007;87.8;2.5;83.2;3.0;0.5
375;C Manufacturing;2008;92.5;5.4;87.9;5.6;0.2
376;C Manufacturing;2009;96.9;4.7;92.7;5.5;0.8
377;C Manufacturing;2010;92.2;-4.9;89.4;-3.6;1.3
378;C Manufacturing;2011;94.6;2.6;92.1;3.1;0.4
379;C Manufacturing;2012;97.2;2.7;95.3;3.4;0.7
380;C Manufacturing;2013;97.5;0.4;96.6;1.4;1.0
381;C Manufacturing;2014;100.3;2.9;99.9;3.4;0.5
382;C Manufacturing;2015;100.0;-0.3;100.0;0.1;0.5
383;C Manufacturing;2016;101.0;1.0;101.8;1.8;0.7
384;C Manufacturing;2017;102.9;1.8;104.1;2.3;0.5
385;C Manufacturing;2018;104.9;2.0;106.5;2.4;0.4
386;C Manufacturing;2019;107.0;2.0;109.0;2.3;0.3
387;C Manufacturing;2020;111.2;3.9;113.4;4.0;0.1
388;C Manufacturing;2021;111.8;0.5;114.8;1.3;0.7
389;C Manufacturing;2022;119.5;6.9;123.2;7.3;0.3
390;C Manufacturing;2023;126.5;5.9;131.1;6.5;0.5
391;C Manufacturing;2006 January - 2006 December;85.6;1.8;80.8;2.5;0.7
392;C Manufacturing;2006 April - 2007 March;86.4;;81.6;;
393;C Manufacturing;2006 July - 2007 June;86.9;;82.2;;
394;C Manufacturing;2006 October - 2007 September;87.2;;82.5;;
395;C Manufacturing;2007 January - 2007 December;87.8;2.5;83.2;3.0;0.5
396;C Manufacturing;2007 April - 2008 March;89.6;3.7;85.0;4.2;0.5
397;C Manufacturing;2007 July - 2008 June;91.1;4.7;86.5;5.2;0.4
398;C Manufacturing;2007 October - 2008 September;91.8;5.3;87.2;5.6;0.3
399;C Manufacturing;2008 January - 2008 December;92.5;5.4;87.9;5.6;0.2
400;C Manufacturing;2008 April - 2009 March;93.6;4.5;89.0;4.8;0.2
401;C Manufacturing;2008 July - 2009 June;94.8;4.1;90.4;4.5;0.4
402;C Manufacturing;2008 October - 2009 September;95.8;4.4;91.6;5.0;0.6
403;C Manufacturing;2009 January - 2009 December;96.9;4.7;92.7;5.5;0.8
404;C Manufacturing;2009 April - 2010 March;96.1;2.7;92.3;3.7;1.0
405;C Manufacturing;2009 July - 2010 June;95.2;0.4;91.8;1.6;1.2
406;C Manufacturing;2009 October - 2010 September;93.4;-2.5;90.3;-1.3;1.2
407;C Manufacturing;2010 January - 2010 December;92.2;-4.9;89.4;-3.6;1.3
408;C Manufacturing;2010 April - 2011 March;92.6;-3.6;89.9;-2.6;1.1
409;C Manufacturing;2010 July - 2011 June;92.7;-2.6;90.1;-1.8;0.8
410;C Manufacturing;2010 October - 2011 September;93.2;-0.3;90.7;0.3;0.6
411;C Manufacturing;2011 January - 2011 December;94.6;2.6;92.1;3.1;0.4
412;C Manufacturing;2011 April - 2012 March;94.6;2.1;92.2;2.5;0.4
413;C Manufacturing;2011 July - 2012 June;95.0;2.5;92.8;3.0;0.4
414;C Manufacturing;2011 October - 2012 September;96.2;3.2;94.1;3.8;0.5
415;C Manufacturing;2012 January - 2012 December;97.2;2.7;95.3;3.4;0.7
416;C Manufacturing;2012 April - 2013 March;98.3;3.9;96.6;4.8;0.8
417;C Manufacturing;2012 July - 2013 June;98.3;3.4;96.9;4.4;1.0
418;C Manufacturing;2012 October - 2013 September;97.9;1.8;96.7;2.8;1.0
419;C Manufacturing;2013 January - 2013 December;97.5;0.4;96.6;1.4;1.0
420;C Manufacturing;2013 April - 2014 March;97.8;-0.5;97.0;0.4;0.9
421;C Manufacturing;2013 July - 2014 June;98.6;0.3;97.9;1.0;0.8
422;C Manufacturing;2013 October - 2014 September;99.0;1.1;98.5;1.8;0.6
423;C Manufacturing;2014 January - 2014 December;100.3;2.9;99.9;3.4;0.5
424;C Manufacturing;2014 April - 2015 March ;100.5;2.7;100.1;3.2;0.4
425;C Manufacturing;2014 July - 2015 June;100.8;2.3;100.6;2.8;0.5
426;C Manufacturing;2014 October - 2015 September;100.9;1.9;100.8;2.4;0.4
427;C Manufacturing;2015 January - 2015 December;100.0;-0.3;100.0;0.1;0.5
428;C Manufacturing;2015 April - 2016 March;100.6;0.1;100.7;0.6;0.5
429;C Manufacturing;2015 July - 2016 June;100.0;-0.8;100.3;-0.2;0.5
430;C Manufacturing;2015 October - 2016 September;100.5;-0.4;101.0;0.2;0.6
431;C Manufacturing;2016 January - 2016 December;101.0;1.0;101.8;1.8;0.7
432;C Manufacturing;2016 April - 2017 March;100.5;-0.1;101.4;0.7;0.8
433;C Manufacturing;2016 July - 2017 June;101.3;1.3;102.4;2.0;0.8
434;C Manufacturing;2016 October - 2017 September;101.8;1.3;102.9;1.9;0.6
435;C Manufacturing;2017 January - 2017 December;102.9;1.8;104.1;2.3;0.5
436;C Manufacturing;2017 April - 2018 March;103.9;3.4;105.2;3.7;0.4
437;C Manufacturing;2017 July - 2018 June;104.6;3.3;106.1;3.6;0.3
438;C Manufacturing;2017 October - 2018 September;105.2;3.4;106.8;3.8;0.4
439;C Manufacturing;2018 January - 2018 December;104.9;2.0;106.5;2.4;0.4
440;C Manufacturing;2018 April - 2019 March;105.5;1.6;107.2;1.9;0.3
441;C Manufacturing;2018 July - 2019 June;106.1;1.4;107.8;1.6;0.3
442;C Manufacturing;2018 October - 2019 September;106.1;0.8;107.9;1.1;0.3
443;C Manufacturing;2019 January - 2019 December;107.0;2.0;109.0;2.3;0.3
444;C Manufacturing;2019 April - 2020 March;109.1;3.3;111.2;3.7;0.4
445;C Manufacturing;2019 July - 2020 June;108.7;2.5;110.9;2.9;0.4
446;C Manufacturing;2019 October - 2020 September;111.0;4.6;113.3;5.0;0.3
447;C Manufacturing;2020 January - 2020 December;111.2;3.9;113.4;4.0;0.1
448;C Manufacturing;2020 April - 2021 March;110.2;1.0;112.6;1.3;0.2
449;C Manufacturing;2020 July - 2021 June;110.9;2.1;113.6;2.5;0.4
450;C Manufacturing;2020 October - 2021 September;111.4;0.3;114.3;0.9;0.5
451;C Manufacturing;2021 January - 2021 December;111.8;0.5;114.8;1.3;0.7
452;C Manufacturing;2021 April - 2022 March;113.1;2.7;116.3;3.3;0.6
453;C Manufacturing;2021 July - 2022 June;115.7;4.3;119.0;4.8;0.4
454;C Manufacturing;2021 October - 2022 September;117.2;5.2;120.6;5.6;0.3
455;C Manufacturing;2022 January - 2022 December;119.5;6.9;123.2;7.3;0.3
456;C Manufacturing;2022 April - 2023 March;120.5;6.5;124.3;6.9;0.4
457;C Manufacturing;2022 July - 2023 June;122.5;5.8;126.6;6.3;0.5
458;C Manufacturing;2022 October - 2023 September;124.1;5.9;128.4;6.5;0.5
459;C Manufacturing;2023 January - 2023 December;126.5;5.9;131.1;6.5;0.5
460;24-30, 33 Metalectro;2001;74.4;;66.5;;
461;24-30, 33 Metalectro;2002;77.1;3.7;69.6;4.7;1.0
462;24-30, 33 Metalectro;2003;78.7;2.0;71.8;3.1;1.0
463;24-30, 33 Metalectro;2004;80.2;1.9;73.9;3.0;1.1
464;24-30, 33 Metalectro;2005;80.9;0.9;75.4;2.1;1.2
465;24-30, 33 Metalectro;2006;82.8;2.3;77.7;3.0;0.7
466;24-30, 33 Metalectro;2007;85.1;2.8;80.3;3.2;0.4
467;24-30, 33 Metalectro;2008;89.8;5.4;84.6;5.4;0.0
468;24-30, 33 Metalectro;2009;91.4;1.9;87.4;3.3;1.4
469;24-30, 33 Metalectro;2010;90.3;-1.2;87.7;0.4;1.6
470;24-30, 33 Metalectro;2011;93.0;3.0;90.7;3.4;0.4
471;24-30, 33 Metalectro;2012;95.9;3.1;94.3;4.0;0.9
472;24-30, 33 Metalectro;2013;95.9;0.1;95.2;1.0;0.9
473;24-30, 33 Metalectro;2014;100.4;4.7;100.1;5.1;0.4
474;24-30, 33 Metalectro;2015;100.0;-0.4;100.0;-0.1;0.3
475;24-30, 33 Metalectro;2016;100.7;0.7;101.1;1.1;0.4
476;24-30, 33 Metalectro;2017;104.0;3.2;104.5;3.3;0.1
477;24-30, 33 Metalectro;2018;105.2;1.2;105.7;1.2;0.0
478;24-30, 33 Metalectro;2019;107.3;2.0;108.0;2.1;0.1
479;24-30, 33 Metalectro;2020;112.3;4.6;113.1;4.7;0.1
480;24-30, 33 Metalectro;2021;112.7;0.4;114.4;1.2;0.8
481;24-30, 33 Metalectro;2022;121.3;7.6;123.3;7.8;0.1
482;24-30, 33 Metalectro;2023;128.6;6.0;131.1;6.3;0.3
483;24-30, 33 Metalectro;2006 January - 2006 December;82.8;2.3;77.7;3.0;0.7
484;24-30, 33 Metalectro;2006 April - 2007 March;83.5;;78.5;;
485;24-30, 33 Metalectro;2006 July - 2007 June;84.4;;79.4;;
486;24-30, 33 Metalectro;2006 October - 2007 September;84.5;;79.6;;
487;24-30, 33 Metalectro;2007 January - 2007 December;85.1;2.8;80.3;3.2;0.4
488;24-30, 33 Metalectro;2007 April - 2008 March;86.8;3.9;81.8;4.2;0.3
489;24-30, 33 Metalectro;2007 July - 2008 June;88.4;4.7;83.4;5.0;0.3
490;24-30, 33 Metalectro;2007 October - 2008 September;89.0;5.3;84.0;5.5;0.1
491;24-30, 33 Metalectro;2008 January - 2008 December;89.8;5.4;84.6;5.4;0.0
492;24-30, 33 Metalectro;2008 April - 2009 March;90.4;4.1;85.4;4.4;0.2
493;24-30, 33 Metalectro;2008 July - 2009 June;90.7;2.6;86.0;3.2;0.5
494;24-30, 33 Metalectro;2008 October - 2009 September;91.1;2.3;86.7;3.3;1.0
495;24-30, 33 Metalectro;2009 January - 2009 December;91.4;1.9;87.4;3.3;1.4
496;24-30, 33 Metalectro;2009 April - 2010 March;91.3;1.1;87.7;2.7;1.6
497;24-30, 33 Metalectro;2009 July - 2010 June;91.3;0.7;88.1;2.5;1.7
498;24-30, 33 Metalectro;2009 October - 2010 September;90.9;-0.3;88.0;1.5;1.7
499;24-30, 33 Metalectro;2010 January - 2010 December;90.3;-1.2;87.7;0.4;1.6
500;24-30, 33 Metalectro;2010 April - 2011 March;90.8;-0.6;88.3;0.7;1.2
501;24-30, 33 Metalectro;2010 July - 2011 June;91.2;-0.2;88.8;0.7;0.9
502;24-30, 33 Metalectro;2010 October - 2011 September;91.6;0.8;89.2;1.4;0.6
503;24-30, 33 Metalectro;2011 January - 2011 December;93.0;3.0;90.7;3.4;0.4
504;24-30, 33 Metalectro;2011 April - 2012 March;93.1;2.5;90.9;3.0;0.4
505;24-30, 33 Metalectro;2011 July - 2012 June;93.6;2.7;91.6;3.2;0.5
506;24-30, 33 Metalectro;2011 October - 2012 September;94.9;3.6;93.1;4.3;0.7
507;24-30, 33 Metalectro;2012 January - 2012 December;95.9;3.1;94.3;4.0;0.9
508;24-30, 33 Metalectro;2012 April - 2013 March;96.8;3.9;95.5;5.0;1.0
509;24-30, 33 Metalectro;2012 July - 2013 June;96.9;3.5;95.8;4.6;1.0
510;24-30, 33 Metalectro;2012 October - 2013 September;96.4;1.6;95.5;2.6;1.0
511;24-30, 33 Metalectro;2013 January - 2013 December;95.9;0.1;95.2;1.0;0.9
512;24-30, 33 Metalectro;2013 April - 2014 March;96.5;-0.3;96.0;0.6;0.8
513;24-30, 33 Metalectro;2013 July - 2014 June;97.7;0.9;97.3;1.6;0.7
514;24-30, 33 Metalectro;2013 October - 2014 September;98.6;2.3;98.2;2.9;0.5
515;24-30, 33 Metalectro;2014 January - 2014 December;100.4;4.7;100.1;5.1;0.4
516;24-30, 33 Metalectro;2014 April - 2015 March ;100.6;4.2;100.4;4.6;0.3
517;24-30, 33 Metalectro;2014 July - 2015 June;101.1;3.4;101.0;3.7;0.3
518;24-30, 33 Metalectro;2014 October - 2015 September;101.0;2.5;101.0;2.8;0.3
519;24-30, 33 Metalectro;2015 January - 2015 December;100.0;-0.4;100.0;-0.1;0.3
520;24-30, 33 Metalectro;2015 April - 2016 March;100.4;-0.2;100.5;0.1;0.3
521;24-30, 33 Metalectro;2015 July - 2016 June;99.7;-1.4;99.9;-1.1;0.3
522;24-30, 33 Metalectro;2015 October - 2016 September;100.2;-0.8;100.5;-0.5;0.3
523;24-30, 33 Metalectro;2016 January - 2016 December;100.7;0.7;101.1;1.1;0.4
524;24-30, 33 Metalectro;2016 April - 2017 March;100.6;0.1;101.0;0.5;0.4
525;24-30, 33 Metalectro;2016 July - 2017 June;101.8;2.1;102.3;2.4;0.3
526;24-30, 33 Metalectro;2016 October - 2017 September;102.4;2.1;102.9;2.4;0.3
527;24-30, 33 Metalectro;2017 January - 2017 December;104.0;3.2;104.5;3.3;0.1
528;24-30, 33 Metalectro;2017 April - 2018 March;104.8;4.2;105.4;4.3;0.1
529;24-30, 33 Metalectro;2017 July - 2018 June;105.6;3.7;106.2;3.8;0.1
530;24-30, 33 Metalectro;2017 October - 2018 September;106.0;3.5;106.6;3.6;0.1
531;24-30, 33 Metalectro;2018 January - 2018 December;105.2;1.2;105.7;1.2;0.0
532;24-30, 33 Metalectro;2018 April - 2019 March;105.6;0.7;106.1;0.7;0.0
533;24-30, 33 Metalectro;2018 July - 2019 June;106.0;0.4;106.5;0.3;-0.1
534;24-30, 33 Metalectro;2018 October - 2019 September;106.2;0.1;106.7;0.1;0.0
535;24-30, 33 Metalectro;2019 January - 2019 December;107.3;2.0;108.0;2.1;0.1
536;24-30, 33 Metalectro;2019 April - 2020 March;109.9;4.1;110.7;4.3;0.2
537;24-30, 33 Metalectro;2019 July - 2020 June;109.7;3.5;110.5;3.8;0.3
538;24-30, 33 Metalectro;2019 October - 2020 September;111.9;5.4;112.8;5.7;0.3
539;24-30, 33 Metalectro;2020 January - 2020 December;112.3;4.6;113.1;4.7;0.1
540;24-30, 33 Metalectro;2020 April - 2021 March;110.8;0.8;111.7;0.9;0.1
541;24-30, 33 Metalectro;2020 July - 2021 June;111.3;1.5;112.6;1.9;0.4
542;24-30, 33 Metalectro;2020 October - 2021 September;112.0;0.1;113.5;0.6;0.5
543;24-30, 33 Metalectro;2021 January - 2021 December;112.7;0.4;114.4;1.2;0.8
544;24-30, 33 Metalectro;2021 April - 2022 March;114.5;3.4;116.3;4.1;0.7
545;24-30, 33 Metalectro;2021 July - 2022 June;117.4;5.5;119.3;5.9;0.4
546;24-30, 33 Metalectro;2021 October - 2022 September;119.1;6.4;121.1;6.7;0.3
547;24-30, 33 Metalectro;2022 January - 2022 December;121.3;7.6;123.3;7.8;0.1
548;24-30, 33 Metalectro;2022 April - 2023 March;122.5;7.0;124.6;7.2;0.1
549;24-30, 33 Metalectro;2022 July - 2023 June;124.7;6.1;126.9;6.4;0.2
550;24-30, 33 Metalectro;2022 October - 2023 September;126.3;6.0;128.6;6.2;0.2
551;24-30, 33 Metalectro;2023 January - 2023 December;128.6;6.0;131.1;6.3;0.3
552;F Construction;2001;81.7;;72.6;;
553;F Construction;2002;85.2;4.3;76.3;5.1;0.8
554;F Construction;2003;88.1;3.4;79.6;4.3;0.9
555;F Construction;2004;89.8;2.0;81.8;2.9;0.8
556;F Construction;2005;90.8;1.0;83.6;2.1;1.0
557;F Construction;2006;92.7;2.1;86.0;2.9;0.8
558;F Construction;2007;94.3;1.7;87.8;2.1;0.4
559;F Construction;2008;98.0;3.9;91.5;4.2;0.3
560;F Construction;2009;98.7;0.7;93.0;1.7;0.9
561;F Construction;2010;99.5;0.8;95.2;2.4;1.6
562;F Construction;2011;99.0;-0.5;95.5;0.3;0.7
563;F Construction;2012;102.0;3.0;99.4;4.1;1.0
564;F Construction;2013;100.7;-1.2;99.4;0.0;1.3
565;F Construction;2014;100.1;-0.7;99.7;0.3;1.0
566;F Construction;2015;100.0;-0.1;100.0;0.3;0.4
567;F Construction;2016;102.1;2.1;102.4;2.4;0.3
568;F Construction;2017;102.7;0.6;103.0;0.6;0.0
569;F Construction;2018;105.2;2.4;105.3;2.2;-0.2
570;F Construction;2019;106.8;1.5;106.9;1.6;0.0
571;F Construction;2020;114.2;6.9;114.3;6.9;0.0
572;F Construction;2021;112.5;-1.5;112.4;-1.7;-0.2
573;F Construction;2022;118.0;4.9;118.1;5.0;0.1
574;F Construction;2023;123.5;4.6;123.4;4.5;-0.1
575;F Construction;2006 January - 2006 December;92.7;2.1;86.0;2.9;0.8
576;F Construction;2006 April - 2007 March;93.5;;86.8;;
577;F Construction;2006 July - 2007 June;94.0;;87.4;;
578;F Construction;2006 October - 2007 September;94.3;;87.7;;
579;F Construction;2007 January - 2007 December;94.3;1.7;87.8;2.1;0.4
580;F Construction;2007 April - 2008 March;95.5;2.1;89.0;2.5;0.3
581;F Construction;2007 July - 2008 June;96.9;3.1;90.3;3.3;0.2
582;F Construction;2007 October - 2008 September;97.4;3.3;90.8;3.6;0.3
583;F Construction;2008 January - 2008 December;98.0;3.9;91.5;4.2;0.3
584;F Construction;2008 April - 2009 March;98.3;2.9;91.9;3.3;0.4
585;F Construction;2008 July - 2009 June;99.4;2.6;93.2;3.2;0.6
586;F Construction;2008 October - 2009 September;99.4;2.1;93.4;2.8;0.7
587;F Construction;2009 January - 2009 December;98.7;0.7;93.0;1.7;0.9
588;F Construction;2009 April - 2010 March;100.1;1.9;94.8;3.1;1.2
589;F Construction;2009 July - 2010 June;100.3;0.9;95.3;2.3;1.4
590;F Construction;2009 October - 2010 September;99.2;-0.2;94.7;1.3;1.5
591;F Construction;2010 January - 2010 December;99.5;0.8;95.2;2.4;1.6
592;F Construction;2010 April - 2011 March;98.6;-1.5;94.6;-0.2;1.3
593;F Construction;2010 July - 2011 June;98.3;-2.0;94.5;-0.9;1.1
594;F Construction;2010 October - 2011 September;98.1;-1.1;94.5;-0.2;0.9
595;F Construction;2011 January - 2011 December;99.0;-0.5;95.5;0.3;0.7
596;F Construction;2011 April - 2012 March;99.4;0.8;96.1;1.6;0.8
597;F Construction;2011 July - 2012 June;100.1;1.9;97.0;2.7;0.8
598;F Construction;2011 October - 2012 September;100.9;2.8;98.0;3.7;0.9
599;F Construction;2012 January - 2012 December;102.0;3.0;99.4;4.1;1.0
600;F Construction;2012 April - 2013 March;103.2;3.8;100.8;4.9;1.1
601;F Construction;2012 July - 2013 June;102.3;2.2;100.3;3.4;1.2
602;F Construction;2012 October - 2013 September;101.7;0.8;100.0;2.0;1.2
603;F Construction;2013 January - 2013 December;100.7;-1.2;99.4;0.0;1.3
604;F Construction;2013 April - 2014 March;99.7;-3.4;98.6;-2.2;1.2
605;F Construction;2013 July - 2014 June;99.7;-2.6;98.8;-1.5;1.1
606;F Construction;2013 October - 2014 September;99.3;-2.3;98.7;-1.3;1.0
607;F Construction;2014 January - 2014 December;100.1;-0.7;99.7;0.3;1.0
608;F Construction;2014 April - 2015 March ;100.1;0.4;99.8;1.3;0.9
609;F Construction;2014 July - 2015 June;100.2;0.6;100.1;1.3;0.7
610;F Construction;2014 October - 2015 September;100.8;1.5;100.7;2.1;0.6
611;F Construction;2015 January - 2015 December;100.0;-0.1;100.0;0.3;0.4
612;F Construction;2015 April - 2016 March;101.0;0.9;101.1;1.2;0.3
613;F Construction;2015 July - 2016 June;100.6;0.4;100.8;0.7;0.3
614;F Construction;2015 October - 2016 September;101.2;0.4;101.4;0.6;0.3
615;F Construction;2016 January - 2016 December;102.1;2.1;102.4;2.4;0.3
616;F Construction;2016 April - 2017 March;101.5;0.5;101.8;0.8;0.3
617;F Construction;2016 July - 2017 June;101.8;1.1;102.1;1.4;0.3
618;F Construction;2016 October - 2017 September;101.8;0.7;102.2;0.8;0.2
619;F Construction;2017 January - 2017 December;102.7;0.6;103.0;0.6;0.0
620;F Construction;2017 April - 2018 March;103.9;2.4;104.1;2.2;-0.1
621;F Construction;2017 July - 2018 June;104.7;2.8;104.8;2.6;-0.2
622;F Construction;2017 October - 2018 September;105.2;3.3;105.4;3.1;-0.2
623;F Construction;2018 January - 2018 December;105.2;2.4;105.3;2.2;-0.2
624;F Construction;2018 April - 2019 March;105.2;1.3;105.3;1.2;-0.1
625;F Construction;2018 July - 2019 June;105.7;1.0;105.8;0.9;-0.1
626;F Construction;2018 October - 2019 September;106.0;0.7;106.1;0.7;-0.1
627;F Construction;2019 January - 2019 December;106.8;1.5;106.9;1.6;0.0
628;F Construction;2019 April - 2020 March;108.2;2.8;108.3;2.8;0.0
629;F Construction;2019 July - 2020 June;108.6;2.7;108.7;2.7;0.1
630;F Construction;2019 October - 2020 September;112.5;6.2;112.7;6.3;0.1
631;F Construction;2020 January - 2020 December;114.2;6.9;114.3;6.9;0.0
632;F Construction;2020 April - 2021 March;113.8;5.2;113.9;5.2;-0.1
633;F Construction;2020 July - 2021 June;115.1;6.0;115.1;5.9;-0.1
634;F Construction;2020 October - 2021 September;113.8;1.1;113.8;0.9;-0.2
635;F Construction;2021 January - 2021 December;112.5;-1.5;112.4;-1.7;-0.2
636;F Construction;2021 April - 2022 March;112.7;-1.0;112.7;-1.1;-0.1
637;F Construction;2021 July - 2022 June;114.5;-0.5;114.5;-0.5;0.0
638;F Construction;2021 October - 2022 September;115.8;1.7;115.8;1.8;0.0
639;F Construction;2022 January - 2022 December;118.0;4.9;118.1;5.0;0.1
640;F Construction;2022 April - 2023 March;119.5;6.1;119.5;6.1;0.0
641;F Construction;2022 July - 2023 June;121.1;5.8;121.0;5.7;0.0
642;F Construction;2022 October - 2023 September;122.3;5.7;122.2;5.6;-0.1
643;F Construction;2023 January - 2023 December;123.5;4.6;123.4;4.5;-0.1
644;G-N Commercial services;2001;81.3;;74.6;;
645;G-N Commercial services;2002;84.8;4.4;78.6;5.4;0.9
646;G-N Commercial services;2003;87.2;2.8;81.7;3.9;1.1
647;G-N Commercial services;2004;86.9;-0.4;82.0;0.3;0.7
648;G-N Commercial services;2005;88.3;1.7;84.1;2.6;1.0
649;G-N Commercial services;2006;88.8;0.6;85.3;1.4;0.8
650;G-N Commercial services;2007;91.8;3.3;88.2;3.4;0.1
651;G-N Commercial services;2008;94.7;3.2;91.2;3.4;0.2
652;G-N Commercial services;2009;94.9;0.3;93.1;2.1;1.9
653;G-N Commercial services;2010;95.2;0.3;94.0;1.0;0.7
654;G-N Commercial services;2011;96.8;1.7;95.9;1.9;0.2
655;G-N Commercial services;2012;98.5;1.8;98.4;2.6;0.8
656;G-N Commercial services;2013;99.8;1.3;100.3;1.9;0.6
657;G-N Commercial services;2014;100.2;0.4;100.8;0.5;0.1
658;G-N Commercial services;2015;100.0;-0.2;100.0;-0.8;-0.6
659;G-N Commercial services;2016;100.4;0.4;99.8;-0.2;-0.6
660;G-N Commercial services;2017;101.7;1.3;100.3;0.5;-0.8
661;G-N Commercial services;2018;104.1;2.3;102.2;1.9;-0.4
662;G-N Commercial services;2019;106.8;2.5;105.1;2.8;0.2
